,AXP US Equity,AXP US Equity,AXP US Equity,AXP US Equity,AXP US Equity
2021-05-02,147.7286,148.1518,146.6514,147.4882,2712846.0
2021-05-03,148.6808,150.085,148.1229,148.8828,2726404.0
2021-05-04,148.575,149.7868,146.9978,148.6231,3025258.0
2021-05-05,148.9501,150.739,148.4211,150.412,3001638.0
2021-05-06,150.864,151.4844,148.1326,150.8832,2798825.0
2021-05-07,149.6618,153.1723,149.4021,152.903,2617982.0
2021-05-08,149.6618,153.1723,149.4021,152.903,2617982.0
2021-05-09,149.6618,153.1723,149.4021,152.903,2617982.0
2021-05-10,153.6435,154.5476,152.4413,152.6144,2987640.0
2021-05-11,150.4793,151.7585,147.7767,148.5269,3900087.0
2021-05-12,148.8058,149.9407,146.2571,146.4783,3487353.0
2021-05-13,146.5841,148.8924,146.007,148.1903,2269772.0
2021-05-14,149.4502,151.8979,148.6231,151.1429,1892786.0
2021-05-15,149.4502,151.8979,148.6231,151.1429,1892786.0
2021-05-16,149.4502,151.8979,148.6231,151.1429,1892786.0
2021-05-17,151.0467,151.3594,149.9215,150.864,1541489.0
2021-05-18,151.3449,152.249,148.9405,149.0655,2417796.0
2021-05-19,146.2571,148.8587,145.9205,148.8154,3527061.0
2021-05-20,149.5271,150.2783,148.046,149.5848,3031135.0
2021-05-21,150.7101,152.7395,150.3696,150.8736,3424122.0
2021-05-22,150.7101,152.7395,150.3696,150.8736,3424122.0
2021-05-23,150.7101,152.7395,150.3696,150.8736,3424122.0
2021-05-24,151.6719,152.8308,150.9506,152.576,1956937.0
2021-05-25,152.9895,153.9609,151.7104,151.97,2484248.0
2021-05-26,152.1143,153.2877,151.3545,152.5183,3731658.0
2021-05-27,153.8647,154.1629,152.7779,153.6339,2828368.0
2021-05-28,154.134,154.4947,152.7876,154.009,2437025.0
2021-05-29,154.134,154.4947,152.7876,154.009,2437025.0
2021-05-30,154.134,154.4947,152.7876,154.009,2437025.0
2021-05-31,154.134,154.4947,152.7876,154.009,2437025.0
2021-06-01,156.298,157.8369,155.3747,157.5003,3827978.0
2021-06-02,158.3178,159.3565,157.0771,157.8465,3384656.0
2021-06-03,157.4233,159.0968,156.5962,158.2312,2454835.0
2021-06-04,158.6929,159.395,157.0771,158.6929,3239263.0
2021-06-05,158.6929,159.395,157.0771,158.6929,3239263.0
2021-06-06,158.6929,159.395,157.0771,158.6929,3239263.0
2021-06-07,159.2988,160.2798,159.0487,159.5777,2516443.0
2021-06-08,158.5581,160.7511,157.3752,160.1451,2486506.0
2021-06-09,158.9525,159.7893,157.5387,157.8176,2700099.0
2021-06-10,158.866,158.8948,155.9229,156.0287,3024778.0
2021-06-11,156.7693,158.2504,156.298,158.2216,1630124.0
2021-06-12,156.7693,158.2504,156.298,158.2216,1630124.0
2021-06-13,156.7693,158.2504,156.298,158.2216,1630124.0
2021-06-14,158.0196,158.5774,156.8751,157.5483,2125719.0
2021-06-15,157.6638,160.5202,157.5387,159.9143,3726439.0
2021-06-16,159.443,160.2798,157.9908,158.3851,3281606.0
2021-06-17,159.6258,159.6518,154.3937,155.9326,4194569.0
2021-06-18,152.6337,153.5666,151.2391,152.1239,6900458.0
2021-06-19,152.6337,153.5666,151.2391,152.1239,6900458.0
2021-06-20,152.6337,153.5666,151.2391,152.1239,6900458.0
2021-06-21,153.9609,158.8948,153.0472,158.5967,3681406.0
2021-06-22,157.1733,158.9237,156.2499,158.212,2697851.0
2021-06-23,158.7217,160.4818,158.4909,159.6739,2327649.0
2021-06-24,160.6693,162.136,160.049,161.7802,2417124.0
2021-06-25,162.011,163.8961,162.011,162.9728,9185989.0
2021-06-26,162.011,163.8961,162.011,162.9728,9185989.0
2021-06-27,162.011,163.8961,162.011,162.9728,9185989.0
2021-06-28,162.1745,162.3909,156.9617,158.4813,3433417.0
2021-06-29,159.2411,159.9624,156.9905,157.9715,2785869.0
2021-06-30,157.4425,159.8085,157.4425,158.9141,2331836.0
2021-07-01,159.7336,161.3922,158.8079,160.9776,2685879.0
2021-07-02,161.7104,162.9447,161.0451,162.4818,2029377.0
2021-07-03,161.7104,162.9447,161.0451,162.4818,2029377.0
2021-07-04,161.7104,162.9447,161.0451,162.4818,2029377.0
2021-07-05,161.7104,162.9447,161.0451,162.4818,2029377.0
2021-07-06,166.3776,166.3776,161.8068,163.504,4688149.0
2021-07-07,163.5426,168.5183,163.3304,164.8733,3998915.0
2021-07-08,160.9872,163.9668,159.6758,161.5176,4628410.0
2021-07-09,163.9283,166.1558,163.1665,165.799,3175192.0
2021-07-10,163.9283,166.1558,163.1665,165.799,3175192.0
2021-07-11,163.9283,166.1558,163.1665,165.799,3175192.0
2021-07-12,163.9958,167.8818,163.8127,167.3997,3154068.0
2021-07-13,167.7854,168.499,166.2618,166.4547,2674962.0
2021-07-14,166.6861,168.3158,164.9022,166.3583,3123051.0
2021-07-15,165.0276,167.0718,164.989,166.6765,3448298.0
2021-07-16,167.5347,167.5829,163.4847,163.9379,4359817.0
2021-07-17,167.5347,167.5829,163.4847,163.9379,4359817.0
2021-07-18,167.5347,167.5829,163.4847,163.9379,4359817.0
2021-07-19,159.7336,160.4376,155.7126,156.9951,6739752.0
2021-07-20,157.1204,163.5233,156.7636,162.8386,4243662.0
2021-07-21,164.6418,167.419,163.6776,166.3486,3384776.0
2021-07-22,166.0979,167.0227,163.0122,164.7961,3335940.0
2021-07-23,170.225,173.2529,166.7729,166.9947,6326617.0
2021-07-24,170.225,173.2529,166.7729,166.9947,6326617.0
2021-07-25,170.225,173.2529,166.7729,166.9947,6326617.0
2021-07-26,167.0622,169.1643,166.1461,166.4451,3115863.0
2021-07-27,164.3718,168.8654,163.8897,166.7633,7922826.0
2021-07-28,166.8211,167.2551,163.6486,163.9476,7961672.0
2021-07-29,165.2686,167.607,164.8926,165.8086,3186903.0
2021-07-30,166.1654,167.0526,163.7499,164.4393,3442209.0
2021-07-31,166.1654,167.0526,163.7499,164.4393,3442209.0
2021-08-01,166.1654,167.0526,163.7499,164.4393,3442209.0
2021-08-02,165.0276,167.1683,162.7326,163.2243,2895656.0
2021-08-03,163.6872,164.2079,159.3961,163.0026,3642023.0
2021-08-04,162.289,164.3525,161.344,162.0576,3544432.0
2021-08-05,162.6361,164.4393,162.3084,163.5715,2535484.0
2021-08-06,164.4393,166.6765,163.6776,165.2397,2828724.0
2021-08-07,164.4393,166.6765,163.6776,165.2397,2828724.0
2021-08-08,164.4393,166.6765,163.6776,165.2397,2828724.0
2021-08-09,164.2658,165.0083,162.7615,164.6804,2560525.0
2021-08-10,164.6322,165.5676,162.6506,163.4365,3389706.0
2021-08-11,163.3979,164.6322,162.6458,164.5743,3843380.0
2021-08-12,163.9476,164.0343,161.9708,162.5011,3373007.0
2021-08-13,162.0865,162.289,159.6951,160.1483,4157675.0
2021-08-14,162.0865,162.289,159.6951,160.1483,4157675.0
2021-08-15,162.0865,162.289,159.6951,160.1483,4157675.0
2021-08-16,158.8851,159.9699,156.8215,159.8301,3847993.0
2021-08-17,158.8754,160.4086,157.5158,158.7694,7631605.0
2021-08-18,157.9786,159.2419,156.2719,156.3394,3563667.0
2021-08-19,154.4397,155.3352,151.7108,153.3501,4256385.0
2021-08-20,153.1765,154.2758,152.4147,154.0444,3074990.0
2021-08-21,153.1765,154.2758,152.4147,154.0444,3074990.0
2021-08-22,153.1765,154.2758,152.4147,154.0444,3074990.0
2021-08-23,155.4715,156.0694,154.3915,154.7194,2006541.0
2021-08-24,154.864,156.1176,154.4686,155.4426,2377641.0
2021-08-25,156.0983,161.2572,154.7676,160.2447,3580170.0
2021-08-26,160.0422,160.5533,158.509,159.5986,3164701.0
2021-08-27,159.4444,162.8579,159.2611,162.6265,3002548.0
2021-08-28,159.4444,162.8579,159.2611,162.6265,3002548.0
2021-08-29,159.4444,162.8579,159.2611,162.6265,3002548.0
2021-08-30,162.154,162.289,158.3451,158.3933,2582193.0
2021-08-31,158.239,160.4858,157.8707,160.0326,3536411.0
2021-09-01,160.399,161.3006,158.2679,158.5669,2569133.0
2021-09-02,159.1551,159.184,155.3847,156.2622,4350746.0
2021-09-03,155.0086,155.5216,152.516,153.6104,4207482.0
2021-09-04,155.0086,155.5216,152.516,153.6104,4207482.0
2021-09-05,155.0086,155.5216,152.516,153.6104,4207482.0
2021-09-06,155.0086,155.5216,152.516,153.6104,4207482.0
2021-09-07,153.1958,154.9219,152.9065,154.0154,3779455.0
2021-09-08,153.5044,153.5719,151.1997,153.2536,3057036.0
2021-09-09,153.109,156.3586,152.8776,153.6972,3295869.0
2021-09-10,155.4136,155.6933,152.7329,153.0511,2943665.0
2021-09-11,155.4136,155.6933,152.7329,153.0511,2943665.0
2021-09-12,155.4136,155.6933,152.7329,153.0511,2943665.0
2021-09-13,154.9026,156.0211,154.0444,155.6836,3192472.0
2021-09-14,156.8697,159.9072,153.109,153.784,4281618.0
2021-09-15,154.3047,156.5129,153.5236,155.5776,2933104.0
2021-09-16,157.2747,158.6247,156.4069,156.8215,2764960.0
2021-09-17,155.7994,158.3836,155.7994,158.0654,6395518.0
2021-09-18,155.7994,158.3836,155.7994,158.0654,6395518.0
2021-09-19,155.7994,158.3836,155.7994,158.0654,6395518.0
2021-09-20,153.6683,156.349,152.3086,154.8351,5976863.0
2021-09-21,156.1272,159.4444,155.9151,157.4386,3480657.0
2021-09-22,159.7047,162.5976,159.0104,161.5079,3562920.0
2021-09-23,163.4365,167.8818,163.2629,167.1683,4399234.0
2021-09-24,167.1779,169.714,167.1104,169.444,2680362.0
2021-09-25,167.1779,169.714,167.1104,169.444,2680362.0
2021-09-26,167.1779,169.714,167.1104,169.444,2680362.0
2021-09-27,171.3243,172.414,170.0322,170.4565,3703294.0
2021-09-28,169.2222,170.9097,166.5174,166.9561,3862445.0
2021-09-29,166.7151,166.8018,164.314,165.4133,2726147.0
2021-09-30,166.0304,166.204,161.4308,161.5465,3091993.0
2021-10-01,162.4818,168.8654,162.4626,167.7275,3956002.0
2021-10-02,162.4818,168.8654,162.4626,167.7275,3956002.0
2021-10-03,162.4818,168.8654,162.4626,167.7275,3956002.0
2021-10-04,167.6697,170.9,165.7411,166.4933,3613872.0
2021-10-05,167.2358,169.7718,166.474,168.5183,2629648.0
2021-10-06,166.3872,168.6533,163.8318,167.2068,2922239.0
2021-10-07,169.6526,170.9751,167.9125,168.4829,3578801.0
2021-10-08,168.0575,171.0833,167.7482,169.3142,2375299.0
2021-10-09,168.0575,171.0833,167.7482,169.3142,2375299.0
2021-10-10,168.0575,171.0833,167.7482,169.3142,2375299.0
2021-10-11,169.9329,170.8996,167.5549,167.6805,2499347.0
2021-10-12,167.8255,170.6773,167.3325,169.0822,3069585.0
2021-10-13,167.0232,168.2858,161.5131,163.0985,5608682.0
2021-10-14,165.3025,166.6365,164.1522,165.7955,3062078.0
2021-10-15,167.9802,171.8469,167.3809,169.9522,3043939.0
2021-10-16,167.9802,171.8469,167.3809,169.9522,3043939.0
2021-10-17,167.9802,171.8469,167.3809,169.9522,3043939.0
2021-10-18,169.7299,171.6874,168.5216,170.9286,2623346.0
2021-10-19,171.8083,172.0693,170.3872,171.4023,1400085.0
2021-10-20,171.0543,173.7803,170.3389,173.616,2398543.0
2021-10-21,173.5966,173.7996,170.1456,171.5569,3313778.0
2021-10-22,178.836,182.7318,176.1293,180.8467,6026087.0
2021-10-23,178.836,182.7318,176.1293,180.8467,6026087.0
2021-10-24,178.836,182.7318,176.1293,180.8467,6026087.0
2021-10-25,180.5084,180.9724,175.7717,176.2357,3889567.0
2021-10-26,177.3087,177.386,171.6053,174.921,3832409.0
2021-10-27,174.0993,177.6084,171.9823,172.0983,3309864.0
2021-10-28,172.4559,173.2555,167.2552,168.7922,4865738.0
2021-10-29,169.7782,170.7836,167.2745,167.9899,3455385.0
2021-10-30,169.7782,170.7836,167.2745,167.9899,3455385.0
2021-10-31,169.7782,170.7836,167.2745,167.9899,3455385.0
2021-11-01,168.7632,170.2036,167.5645,168.4056,2250438.0
2021-11-02,169.1692,169.3626,166.8202,167.4002,3252942.0
2021-11-03,166.9459,168.0382,166.0275,166.8589,3831399.0
2021-11-04,166.3949,168.2219,165.9405,166.7815,3315441.0
2021-11-05,170.3099,171.8663,169.5076,170.8029,3935961.0
2021-11-06,170.3099,171.8663,169.5076,170.8029,3935961.0
2021-11-07,170.3099,171.8663,169.5076,170.8029,3935961.0
2021-11-08,172.1369,176.023,171.8663,174.051,3391950.0
2021-11-09,173.7706,175.153,172.4849,173.8673,3203346.0
2021-11-10,173.384,177.3667,173.384,175.3463,3296683.0
2021-11-11,175.9263,176.6417,174.718,175.2593,2120041.0
2021-11-12,174.689,176.3033,173.6643,175.8297,2390445.0
2021-11-13,174.689,176.3033,173.6643,175.8297,2390445.0
2021-11-14,174.689,176.3033,173.6643,175.8297,2390445.0
2021-11-15,176.4483,177.8017,175.9747,177.0283,1748578.0
2021-11-16,177.2894,177.2894,173.7513,174.892,3299192.0
2021-11-17,175.1433,175.6847,172.2626,173.6256,3543517.0
2021-11-18,174.0026,174.3603,169.9812,170.3389,4015517.0
2021-11-19,167.9415,169.4254,166.1145,167.7579,4456843.0
2021-11-20,167.9415,169.4254,166.1145,167.7579,4456843.0
2021-11-21,167.9415,169.4254,166.1145,167.7579,4456843.0
2021-11-22,169.1596,169.4109,165.1962,165.2058,4653291.0
2021-11-23,165.5925,166.2209,162.2381,165.1575,5890532.0
2021-11-24,162.8665,166.2499,162.3058,165.8922,3590757.0
2021-11-25,162.8665,166.2499,162.3058,165.8922,3590757.0
2021-11-26,159.5894,159.7344,149.3474,151.595,6804152.0
2021-11-27,159.5894,159.7344,149.3474,151.595,6804152.0
2021-11-28,159.5894,159.7344,149.3474,151.595,6804152.0
2021-11-29,155.394,156.032,149.1977,152.6003,6258548.0
2021-11-30,149.9226,150.6766,146.6456,147.2256,7444938.0
2021-12-01,150.899,151.8366,144.8959,145.0602,6159348.0
2021-12-02,146.6262,152.6486,146.4136,151.5466,6289250.0
2021-12-03,152.813,153.0547,148.5113,150.7443,4069252.0
2021-12-04,152.813,153.0547,148.5113,150.7443,4069252.0
2021-12-05,152.813,153.0547,148.5113,150.7443,4069252.0
2021-12-06,153.77,157.3177,152.784,155.3264,4141873.0
2021-12-07,159.0191,163.5238,158.6904,161.3874,5124476.0
2021-12-08,162.3831,164.8578,161.7065,163.3015,4042446.0
2021-12-09,162.2575,163.2047,161.0008,162.4218,2245342.0
2021-12-10,163.7365,164.8965,160.4304,161.4648,2768512.0
2021-12-11,163.7365,164.8965,160.4304,161.4648,2768512.0
2021-12-12,163.7365,164.8965,160.4304,161.4648,2768512.0
2021-12-13,160.8558,160.8558,156.5963,157.8591,3477606.0
2021-12-14,156.7377,159.7538,155.6937,157.4241,2964201.0
2021-12-15,157.2887,157.6174,153.248,156.8344,5012982.0
2021-12-16,158.5357,159.6764,156.5057,157.5691,4900140.0
2021-12-17,155.6357,155.9402,151.7206,154.6787,9581837.0
2021-12-18,155.6357,155.9402,151.7206,154.6787,9581837.0
2021-12-19,155.6357,155.9402,151.7206,154.6787,9581837.0
2021-12-20,151.769,152.9387,148.6563,150.696,3839553.0
2021-12-21,152.494,155.684,152.2717,155.5487,3722732.0
2021-12-22,155.1814,157.7334,155.104,157.0567,2877654.0
2021-12-23,158.4004,160.8522,158.1394,158.7194,3140482.0
2021-12-24,158.4004,160.8522,158.1394,158.7194,3140482.0
2021-12-25,158.4004,160.8522,158.1394,158.7194,3140482.0
2021-12-26,158.4004,160.8522,158.1394,158.7194,3140482.0
2021-12-27,159.5024,159.5024,157.1148,158.9127,1688149.0
2021-12-28,158.1491,160.5948,158.1491,158.9321,2035328.0
2021-12-29,159.1351,159.4347,157.8204,158.3714,2082161.0
2021-12-30,159.1351,160.2758,158.5357,158.6904,1633032.0
2021-12-31,158.6324,159.6668,157.8107,158.1491,1743680.0
2022-01-01,158.6324,159.6668,157.8107,158.1491,1743680.0
2022-01-02,158.6324,159.6668,157.8107,158.1491,1743680.0
2022-01-03,159.0287,162.7891,158.9224,162.6055,3126302.0
2022-01-04,164.0652,168.2509,163.9492,167.8255,4799729.0
2022-01-05,168.8889,170.4356,165.7858,166.0372,4491937.0
2022-01-06,167.2097,168.3242,164.5059,167.5586,2649471.0
2022-01-07,167.1613,169.9426,166.5508,168.9929,3043017.0
2022-01-08,167.1613,169.9426,166.5508,168.9929,3043017.0
2022-01-09,167.1613,169.9426,166.5508,168.9929,3043017.0
2022-01-10,170.7663,170.7663,165.2327,168.3726,4269577.0
2022-01-11,169.1479,170.2915,167.1613,169.962,2762834.0
2022-01-12,170.7857,171.3575,168.7894,169.0801,3224454.0
2022-01-13,169.5162,170.9262,167.5101,167.9366,3808846.0
2022-01-14,163.498,163.498,159.6216,163.1976,6508504.0
2022-01-15,163.498,163.498,159.6216,163.1976,6508504.0
2022-01-16,163.498,163.498,159.6216,163.1976,6508504.0
2022-01-17,163.498,163.498,159.6216,163.1976,6508504.0
2022-01-18,162.7228,163.7209,159.7476,161.0365,4336587.0
2022-01-19,161.5792,161.5792,156.191,156.4042,3591955.0
2022-01-20,156.1425,159.4859,154.5357,155.9487,4205598.0
2022-01-21,155.0087,156.8789,152.8088,153.836,3779077.0
2022-01-22,155.0087,156.8789,152.8088,153.836,3779077.0
2022-01-23,155.0087,156.8789,152.8088,153.836,3779077.0
2022-01-24,151.0063,154.5241,148.128,154.0202,5406501.0
2022-01-25,161.0074,169.0797,154.7276,167.7621,13320820.0
2022-01-26,171.4835,173.6879,167.6846,169.9038,8257282.0
2022-01-27,171.2412,172.6949,165.3587,166.5895,3651426.0
2022-01-28,166.4538,171.7354,164.5253,171.5901,4271532.0
2022-01-29,166.4538,171.7354,164.5253,171.5901,4271532.0
2022-01-30,166.4538,171.7354,164.5253,171.5901,4271532.0
2022-01-31,170.4756,174.5652,169.8069,174.2648,5524258.0
2022-02-01,174.3617,178.3545,173.4702,177.8699,3471202.0
2022-02-02,176.8717,178.8778,176.0286,178.4707,2841396.0
2022-02-03,179.091,180.0601,176.6877,178.3545,3381027.0
2022-02-04,179.1976,182.8511,178.4901,180.1085,4075775.0
2022-02-05,179.1976,182.8511,178.4901,180.1085,4075775.0
2022-02-06,179.1976,182.8511,178.4901,180.1085,4075775.0
2022-02-07,179.8953,183.074,179.0425,182.0661,3260818.0
2022-02-08,182.2696,188.5204,181.8142,188.0068,5133918.0
2022-02-09,188.2975,192.5809,188.2975,190.3326,4614173.0
2022-02-10,190.2938,192.1061,188.5979,189.4701,4511139.0
2022-02-11,189.3926,191.1079,184.5664,185.8844,4834921.0
2022-02-12,189.3926,191.1079,184.5664,185.8844,4834921.0
2022-02-13,189.3926,191.1079,184.5664,185.8844,4834921.0
2022-02-14,186.3205,188.1521,185.0219,186.4077,3841257.0
2022-02-15,188.6367,192.2321,188.1812,191.8638,4135150.0
2022-02-16,191.3986,193.3853,191.1467,192.2514,4122642.0
2022-02-17,189.5864,191.2823,188.2684,189.6639,3051685.0
2022-02-18,188.8983,191.6409,188.2006,188.8596,2806269.0
2022-02-19,188.8983,191.6409,188.2006,188.8596,2806269.0
2022-02-20,188.8983,191.6409,188.2006,188.8596,2806269.0
2022-02-21,188.8983,191.6409,188.2006,188.8596,2806269.0
2022-02-22,189.1503,190.0903,185.8263,186.4949,3420575.0
2022-02-23,188.3459,188.4429,182.7251,183.1128,3562094.0
2022-02-24,174.8947,182.6767,173.5186,182.5313,5886604.0
2022-02-25,183.8008,188.249,183.607,187.7257,5426163.0
2022-02-26,183.8008,188.249,183.607,187.7257,5426163.0
2022-02-27,183.8008,188.249,183.607,187.7257,5426163.0
2022-02-28,183.7718,189.1018,183.3841,188.5301,5787757.0
2022-03-01,188.6561,188.753,171.309,172.5592,8562503.0
2022-03-02,174.2357,176.6101,172.598,174.7397,4058834.0
2022-03-03,176.4841,177.7827,173.2085,174.3327,3339910.0
2022-03-04,171.1637,171.3672,165.5433,167.6071,5349824.0
2022-03-05,171.1637,171.3672,165.5433,167.6071,5349824.0
2022-03-06,171.1637,171.3672,165.5433,167.6071,5349824.0
2022-03-07,164.8742,165.4799,154.1655,154.214,7760413.0
2022-03-08,155.5611,161.1528,150.9093,155.1056,7058862.0
2022-03-09,162.8294,165.4556,161.5598,163.4399,4788406.0
2022-03-10,160.4744,165.6785,159.7379,164.3605,3841129.0
2022-03-11,166.4441,166.9868,162.4514,162.7131,3000007.0
2022-03-12,166.4441,166.9868,162.4514,162.7131,3000007.0
2022-03-13,166.4441,166.9868,162.4514,162.7131,3000007.0
2022-03-14,166.0371,169.3127,164.4671,167.452,4614621.0
2022-03-15,168.2273,172.7869,168.0141,170.6016,3827346.0
2022-03-16,173.6446,177.114,170.8536,175.0304,5239264.0
2022-03-17,174.6137,181.9111,174.4974,181.1939,6398861.0
2022-03-18,182.8608,185.0994,179.1297,184.8281,8744106.0
2022-03-19,182.8608,185.0994,179.1297,184.8281,8744106.0
2022-03-20,182.8608,185.0994,179.1297,184.8281,8744106.0
2022-03-21,184.8765,185.584,181.7657,183.2484,3166169.0
2022-03-22,184.6149,188.3459,184.1885,185.4192,3006978.0
2022-03-23,182.9965,183.7621,179.4592,180.2733,3664595.0
2022-03-24,180.8451,183.5198,179.9632,183.0546,2424574.0
2022-03-25,184.5277,185.3514,183.1612,184.4017,1872175.0
2022-03-26,184.5277,185.3514,183.1612,184.4017,1872175.0
2022-03-27,184.5277,185.3514,183.1612,184.4017,1872175.0
2022-03-28,184.0819,184.0819,180.5349,183.8396,3043718.0
2022-03-29,186.3883,188.0068,184.4792,185.0413,2764127.0
2022-03-30,185.4774,186.1655,182.5798,183.8977,2278190.0
2022-03-31,183.6748,185.2048,181.1649,181.223,3801799.0
2022-04-01,182.3859,183.5642,180.5253,181.3878,2646976.0
2022-04-02,182.3859,183.5642,180.5253,181.3878,2646976.0
2022-04-03,182.3859,183.5642,180.5253,181.3878,2646976.0
2022-04-04,181.8239,182.6767,179.8566,181.8626,2971519.0
2022-04-05,181.6979,184.9444,179.091,179.6724,2974710.0
2022-04-06,178.7905,179.1588,176.1158,178.0346,3143308.0
2022-04-07,176.4117,178.1076,174.0695,177.2572,4062440.0
2022-04-08,177.8501,181.4654,176.8102,178.5304,3075707.0
2022-04-09,177.8501,181.4654,176.8102,178.5304,3075707.0
2022-04-10,177.8501,181.4654,176.8102,178.5304,3075707.0
2022-04-11,175.9647,177.3058,172.2619,172.5729,4816967.0
2022-04-12,171.601,174.2056,169.7935,170.6,4348860.0
2022-04-13,169.3269,174.9539,169.1033,174.536,2980783.0
2022-04-14,174.225,177.335,173.6516,176.0619,2667102.0
2022-04-15,174.225,177.335,173.6516,176.0619,2667102.0
2022-04-16,174.225,177.335,173.6516,176.0619,2667102.0
2022-04-17,174.225,177.335,173.6516,176.0619,2667102.0
2022-04-18,176.2271,180.6587,175.9064,179.2884,2182651.0
2022-04-19,179.8035,182.7945,179.512,181.9027,2713778.0
2022-04-20,183.0301,184.7989,182.3595,183.1564,2256223.0
2022-04-21,185.5666,187.005,179.3857,180.513,3973185.0
2022-04-22,180.2117,180.3283,175.2455,175.4593,4373711.0
2022-04-23,180.2117,180.3283,175.2455,175.4593,4373711.0
2022-04-24,180.2117,180.3283,175.2455,175.4593,4373711.0
2022-04-25,174.9151,179.0746,172.9811,178.9191,4408872.0
2022-04-26,178.093,178.7345,173.5156,173.6225,3728056.0
2022-04-27,172.6603,174.3611,170.5611,172.6312,4085821.0
2022-04-28,175.2746,178.715,172.6118,176.8588,2706061.0
2022-04-29,175.022,177.1746,169.4241,169.7934,3210677.0
2022-04-30,175.022,177.1746,169.4241,169.7934,3210677.0
2022-05-01,175.022,177.1746,169.4241,169.7934,3210677.0
2022-05-02,169.737,169.9586,162.796,166.7903,3881837.0
2022-05-03,168.1315,169.1033,165.5318,167.2665,3152328.0
2022-05-04,167.3734,173.156,166.3821,172.8158,2930417.0
2022-05-05,171.6691,171.7857,164.5648,166.1975,2987115.0
2022-05-06,164.4093,165.2062,160.3663,162.4461,3129999.0
2022-05-07,164.4093,165.2062,160.3663,162.4461,3129999.0
2022-05-08,164.4093,165.2062,160.3663,162.4461,3129999.0
2022-05-09,160.3858,161.3479,155.8666,156.4886,4485182.0
2022-05-10,158.8211,160.0942,153.9326,157.2758,3015024.0
2022-05-11,157.1786,160.2983,154.5643,154.9045,2644292.0
2022-05-12,151.2212,152.7324,145.6621,148.9567,5314843.0
2022-05-13,151.571,155.5848,151.4933,154.2825,3625115.0
2022-05-14,151.571,155.5848,151.4933,154.2825,3625115.0
2022-05-15,151.571,155.5848,151.4933,154.2825,3625115.0
2022-05-16,152.9802,154.2728,149.9772,152.0278,2811534.0
2022-05-17,156.5372,158.183,153.9424,157.2953,2928066.0
2022-05-18,156.2651,156.3234,151.0268,151.7071,2697883.0
2022-05-19,149.2483,152.057,148.9373,149.6662,2768341.0
2022-05-20,150.0063,150.4437,145.4969,148.9276,2982520.0
2022-05-21,150.0063,150.4437,145.4969,148.9276,2982520.0
2022-05-22,150.0063,150.4437,145.4969,148.9276,2982520.0
2022-05-23,152.2027,155.0697,151.6293,154.5643,2726581.0
2022-05-24,152.8636,153.5245,148.6197,151.2503,2817844.0
2022-05-25,152.7178,157.2078,151.6828,155.993,4380974.0
2022-05-26,158.1213,162.0768,158.1213,160.7162,2463957.0
2022-05-27,162.3781,164.9049,161.3674,164.8272,2157655.0
2022-05-28,162.3781,164.9049,161.3674,164.8272,2157655.0
2022-05-29,162.3781,164.9049,161.3674,164.8272,2157655.0
2022-05-30,162.3781,164.9049,161.3674,164.8272,2157655.0
2022-05-31,163.2139,165.974,162.3392,164.0691,4123507.0
2022-06-01,163.9525,164.6025,159.2293,161.0952,2276376.0
2022-06-02,161.4645,164.4287,161.2605,164.3801,1707213.0
2022-06-03,162.2032,163.3111,161.309,162.1351,1390842.0
2022-06-04,162.2032,163.3111,161.309,162.1351,1390842.0
2022-06-05,162.2032,163.3111,161.309,162.1351,1390842.0
2022-06-06,164.3412,165.4676,161.5909,162.3198,1486149.0
2022-06-07,160.0068,164.7131,159.8221,163.9428,2083115.0
2022-06-08,162.0574,163.8942,160.5413,161.2896,2313907.0
2022-06-09,161.5423,161.8824,156.4012,156.4498,2274633.0
2022-06-10,152.8344,153.4321,150.0161,150.0744,2733681.0
2022-06-11,152.8344,153.4321,150.0161,150.0744,2733681.0
2022-06-12,152.8344,153.4321,150.0161,150.0744,2733681.0
2022-06-13,145.6427,146.7798,141.2888,142.1732,4156526.0
2022-06-14,141.8427,143.2519,139.2187,140.5307,3574754.0
2022-06-15,142.5619,143.7233,139.4034,142.1051,3327823.0
2022-06-16,138.5773,138.587,132.6489,133.6305,4815069.0
2022-06-17,134.1164,141.4641,133.718,140.1225,10033581.0
2022-06-18,134.1164,141.4641,133.718,140.1225,10033581.0
2022-06-19,134.1164,141.4641,133.718,140.1225,10033581.0
2022-06-20,134.1164,141.4641,133.718,140.1225,10033581.0
2022-06-21,144.5153,144.5153,140.1031,140.6862,3518802.0
2022-06-22,138.2274,142.2315,137.3634,140.3266,3419621.0
2022-06-23,140.453,140.5599,135.5451,137.6637,3915027.0
2022-06-24,137.6443,142.1537,137.032,142.0371,8957200.0
2022-06-25,137.6443,142.1537,137.032,142.0371,8957200.0
2022-06-26,137.6443,142.1537,137.032,142.0371,8957200.0
2022-06-27,143.8253,144.5834,139.899,140.2294,3151538.0
2022-06-28,141.9691,145.3025,137.8581,138.1885,2720704.0
2022-06-29,137.6637,137.688,134.5538,135.5451,4164876.0
2022-06-30,133.3502,136.4425,131.009,135.2231,4123483.0
2022-07-01,134.6866,137.4375,134.1013,136.9595,2625268.0
2022-07-02,134.6866,137.4375,134.1013,136.9595,2625268.0
2022-07-03,134.6866,137.4375,134.1013,136.9595,2625268.0
