,AXP US Equity,AXP US Equity,AXP US Equity,AXP US Equity,AXP US Equity
2019-03-18,105.6741,106.1386,105.126,105.4883,2918271.0
2019-03-19,106.1107,106.1107,104.3828,104.6708,3331270.0
2019-03-20,104.2899,104.4757,102.7478,102.9057,3309303.0
2019-03-21,102.1532,104.2156,102.0138,103.8811,3111049.0
2019-03-22,103.3888,103.4166,101.2505,101.6887,3737581.0
2019-03-23,103.3888,103.4166,101.2505,101.6887,3737581.0
2019-03-24,103.3888,103.4166,101.2505,101.6887,3737581.0
2019-03-25,101.5215,102.2554,100.5089,101.2985,3596230.0
2019-03-26,102.1811,102.562,101.3078,101.7259,2844509.0
2019-03-27,101.8931,102.1904,100.6389,101.2428,3346629.0
2019-03-28,101.6515,102.0789,100.7876,101.41,2693293.0
2019-03-29,102.3762,102.548,101.3914,101.5401,4891096.0
2019-03-30,102.3762,102.548,101.3914,101.5401,4891096.0
2019-03-31,102.3762,102.548,101.3914,101.5401,4891096.0
2019-04-01,102.4598,104.0855,102.2647,103.7697,5125113.0
2019-04-02,103.3144,103.5467,102.5341,103.1194,3568956.0
2019-04-03,103.8811,104.0484,102.5109,102.7106,3719883.0
2019-04-04,102.8597,103.0089,102.0859,102.6639,3619815.0
2019-04-05,102.9996,103.6801,102.9623,103.4471,4553715.0
2019-04-06,102.9996,103.6801,102.9623,103.4471,4553715.0
2019-04-07,102.9996,103.6801,102.9623,103.4471,4553715.0
2019-04-08,103.1301,103.3445,102.4728,103.2047,4776570.0
2019-04-09,102.5614,102.8411,102.0766,102.4122,2869282.0
2019-04-10,102.9996,102.9996,102.1046,102.7012,2650052.0
2019-04-11,103.0275,103.3259,102.0113,102.4122,2320615.0
2019-04-12,103.3165,103.9971,102.9716,103.4004,2316865.0
2019-04-13,103.3165,103.9971,102.9716,103.4004,2316865.0
2019-04-14,103.3165,103.9971,102.9716,103.4004,2316865.0
2019-04-15,103.4098,103.4564,102.7851,103.0462,2284994.0
2019-04-16,103.5683,104.4446,103.4284,104.3048,2523403.0
2019-04-17,104.7056,104.8828,103.7174,104.1929,3799882.0
2019-04-18,104.6497,106.4117,103.7827,105.9736,6186823.0
2019-04-19,104.6497,106.4117,103.7827,105.9736,6186823.0
2019-04-20,104.6497,106.4117,103.7827,105.9736,6186823.0
2019-04-21,104.6497,106.4117,103.7827,105.9736,6186823.0
2019-04-22,104.976,105.7218,104.6311,104.7243,3174362.0
2019-04-23,104.5938,106.3185,104.3234,106.2533,3342856.0
2019-04-24,106.0575,106.6168,105.7405,106.2999,2318438.0
2019-04-25,107.4279,108.612,106.9804,108.0339,4595237.0
2019-04-26,108.6959,109.7587,108.239,109.6375,2990619.0
2019-04-27,108.6959,109.7587,108.239,109.6375,2990619.0
2019-04-28,108.6959,109.7587,108.239,109.6375,2990619.0
2019-04-29,109.3018,109.7307,108.6539,108.8543,3096172.0
2019-04-30,109.1247,109.4044,108.239,109.2925,2387877.0
2019-05-01,109.5163,110.0011,109.0128,109.0967,2450842.0
2019-05-02,109.0781,109.6841,108.7798,109.3112,2538724.0
2019-05-03,109.9265,111.5533,109.6654,111.269,2856165.0
2019-05-04,109.9265,111.5533,109.6654,111.269,2856165.0
2019-05-05,109.9265,111.5533,109.6654,111.269,2856165.0
2019-05-06,109.3205,111.5114,109.1247,111.2597,2924463.0
2019-05-07,110.3553,111.3249,109.6841,110.2155,6282263.0
2019-05-08,109.8519,110.1129,108.9103,109.5349,4037548.0
2019-05-09,108.2856,109.3485,107.5678,109.3205,3219563.0
2019-05-10,108.9476,110.8774,108.3416,110.4392,2435169.0
2019-05-11,108.9476,110.8774,108.3416,110.4392,2435169.0
2019-05-12,108.9476,110.8774,108.3416,110.4392,2435169.0
2019-05-13,108.5374,108.9755,107.7915,108.0526,3710632.0
2019-05-14,108.1272,109.7587,107.9314,109.0874,2460661.0
2019-05-15,108.3136,110.2248,108.0526,109.6934,2711360.0
2019-05-16,109.796,112.1966,109.796,111.7258,4143559.0
2019-05-17,110.5698,111.4927,110.4859,111.0079,5273665.0
2019-05-18,110.5698,111.4927,110.4859,111.0079,5273665.0
2019-05-19,110.5698,111.4927,110.4859,111.0079,5273665.0
2019-05-20,110.7842,112.1733,110.5884,111.7258,2765625.0
2019-05-21,112.3131,112.5043,111.2597,112.3877,3369152.0
2019-05-22,112.2106,112.6954,111.3529,111.8843,2941084.0
2019-05-23,111.1944,111.3156,109.8705,110.4113,3290185.0
2019-05-24,111.1385,111.53,110.3141,111.4181,2240143.0
2019-05-25,111.1385,111.53,110.3141,111.4181,2240143.0
2019-05-26,111.1385,111.53,110.3141,111.4181,2240143.0
2019-05-27,111.1385,111.53,110.3141,111.4181,2240143.0
2019-05-28,111.2783,111.9868,110.1689,110.1689,2550345.0
2019-05-29,109.74,109.8333,108.1831,109.0874,2554183.0
2019-05-30,109.2739,109.3671,108.2437,108.8357,1882652.0
2019-05-31,107.9314,108.1272,106.8033,106.9431,2969059.0
2019-06-01,107.9314,108.1272,106.8033,106.9431,2969059.0
2019-06-02,107.9314,108.1272,106.8033,106.9431,2969059.0
2019-06-03,106.8033,108.0805,106.1828,106.8592,2968541.0
2019-06-04,107.8754,109.0781,107.4279,108.9383,3043212.0
2019-06-05,109.2459,110.2341,109.0874,110.1223,2568240.0
2019-06-06,110.4019,111.5393,110.1502,111.3436,2209284.0
2019-06-07,111.7538,113.1429,111.4648,112.9098,2481787.0
2019-06-08,111.7538,113.1429,111.4648,112.9098,2481787.0
2019-06-09,111.7538,113.1429,111.4648,112.9098,2481787.0
2019-06-10,113.3666,115.0867,113.1895,114.3549,3453735.0
2019-06-11,115.1846,116.294,114.7464,114.8863,3303845.0
2019-06-12,114.5973,114.849,113.3573,113.7675,2685748.0
2019-06-13,113.8235,114.3922,113.1988,113.609,2343851.0
2019-06-14,113.7489,114.3083,112.7513,113.7396,2484161.0
2019-06-15,113.7489,114.3083,112.7513,113.7396,2484161.0
2019-06-16,113.7489,114.3083,112.7513,113.7396,2484161.0
2019-06-17,113.9633,113.9633,113.0869,113.2268,2094243.0
2019-06-18,114.4947,116.583,113.9353,115.0727,2729179.0
2019-06-19,115.8279,116.4618,115.3058,116.2381,2952141.0
2019-06-20,117.1797,117.8416,116.0423,116.4618,3303227.0
2019-06-21,116.7229,117.7577,116.1262,116.2847,5703796.0
2019-06-22,116.7229,117.7577,116.1262,116.2847,5703796.0
2019-06-23,116.7229,117.7577,116.1262,116.2847,5703796.0
2019-06-24,116.5178,116.928,115.6135,115.7347,2681287.0
2019-06-25,115.8559,116.1355,114.7091,114.821,2387772.0
2019-06-26,114.8397,115.6041,114.6998,115.2219,1902539.0
2019-06-27,115.3151,115.9864,115.1939,115.5482,1504592.0
2019-06-28,115.8745,116.1122,114.8583,115.0821,4338925.0
2019-06-29,115.8745,116.1122,114.8583,115.0821,4338925.0
2019-06-30,115.8745,116.1122,114.8583,115.0821,4338925.0
2019-07-01,116.8161,117.8416,116.1169,116.4618,4023485.0
2019-07-02,116.3313,116.8441,116.1635,116.6297,4076710.0
2019-07-03,117.0972,117.8828,116.8447,117.7051,3714345.0
2019-07-04,117.0972,117.8828,116.8447,117.7051,3714345.0
2019-07-05,117.9576,118.0137,116.2555,117.2749,3731538.0
2019-07-06,117.9576,118.0137,116.2555,117.2749,3731538.0
2019-07-07,117.9576,118.0137,116.2555,117.2749,3731538.0
2019-07-08,116.8915,117.1159,116.5641,116.7605,3332421.0
2019-07-09,116.2181,117.8734,116.1339,117.7425,2237336.0
2019-07-10,118.4907,120.0992,118.4907,118.6683,2733830.0
2019-07-11,118.7525,119.4165,118.2475,119.0331,2928113.0
2019-07-12,119.2856,119.7064,118.6496,119.669,1639404.0
2019-07-13,119.2856,119.7064,118.6496,119.669,1639404.0
2019-07-14,119.2856,119.7064,118.6496,119.669,1639404.0
2019-07-15,119.9402,120.3424,119.482,120.2395,2355882.0
2019-07-16,120.8474,120.9596,119.5194,119.7625,2733988.0
2019-07-17,119.7251,120.305,118.7806,118.846,2248861.0
2019-07-18,118.4813,120.7258,118.4533,120.0805,3528386.0
2019-07-19,118.5842,119.7064,115.7786,116.7325,7819016.0
2019-07-20,118.5842,119.7064,115.7786,116.7325,7819016.0
2019-07-21,118.5842,119.7064,115.7786,116.7325,7819016.0
2019-07-22,116.667,117.8454,116.6202,117.836,4839766.0
2019-07-23,118.1914,120.6229,118.1727,119.8935,4055218.0
2019-07-24,119.4352,119.9122,118.5748,119.6597,3628458.0
2019-07-25,119.5287,119.8841,118.3036,118.9115,2663546.0
2019-07-26,118.8554,119.2949,118.1166,118.5655,4236171.0
2019-07-27,118.8554,119.2949,118.1166,118.5655,4236171.0
2019-07-28,118.8554,119.2949,118.1166,118.5655,4236171.0
2019-07-29,118.6871,119.2014,118.341,118.9489,1829545.0
2019-07-30,118.3691,118.6871,118.1166,118.2756,1576298.0
2019-07-31,118.3317,118.3878,115.6102,116.3116,3221035.0
2019-08-01,115.7505,117.9576,115.5167,116.0498,4489832.0
2019-08-02,115.8908,116.8166,115.1052,116.2555,3268755.0
2019-08-03,115.8908,116.8166,115.1052,116.2555,3268755.0
2019-08-04,115.8908,116.8166,115.1052,116.2555,3268755.0
2019-08-05,114.5254,115.1052,112.3697,112.8981,5876152.0
2019-08-06,113.2161,114.8901,113.0384,114.6096,3496991.0
2019-08-07,113.0852,115.8253,112.4305,115.5354,3170849.0
2019-08-08,115.8253,117.5555,115.685,117.172,2976276.0
2019-08-09,117.4432,118.5281,116.6389,117.995,2138298.0
2019-08-10,117.4432,118.5281,116.6389,117.995,2138298.0
2019-08-11,117.4432,118.5281,116.6389,117.995,2138298.0
2019-08-12,116.8915,117.5648,115.7786,115.9188,2905362.0
2019-08-13,115.8347,118.3036,114.5721,118.1353,3212793.0
2019-08-14,116.2929,117.2094,114.2168,114.7031,5626284.0
2019-08-15,114.7031,115.0304,113.2862,114.4506,3031700.0
2019-08-16,115.498,116.667,114.7405,116.5548,2343388.0
2019-08-17,115.498,116.667,114.7405,116.5548,2343388.0
2019-08-18,115.498,116.667,114.7405,116.5548,2343388.0
2019-08-19,117.9295,117.9763,116.2836,116.3397,3286669.0
2019-08-20,115.6196,115.7599,113.478,113.5528,3641626.0
2019-08-21,114.5628,115.0865,114.0858,114.5628,2948352.0
2019-08-22,115.3203,115.6944,113.8801,114.3477,2322069.0
2019-08-23,114.0952,114.1373,109.4753,110.1299,4800393.0
2019-08-24,114.0952,114.1373,109.4753,110.1299,4800393.0
2019-08-25,114.0952,114.1373,109.4753,110.1299,4800393.0
2019-08-26,110.663,111.2335,109.7745,110.85,3170604.0
2019-08-27,111.3737,111.6075,109.2789,110.1206,3145879.0
2019-08-28,109.4472,111.5795,109.3911,111.3737,2333369.0
2019-08-29,112.655,113.347,112.1874,112.9168,1901399.0
2019-08-30,113.5995,113.7772,112.0565,112.5708,2366225.0
2019-08-31,113.5995,113.7772,112.0565,112.5708,2366225.0
2019-09-01,113.5995,113.7772,112.0565,112.5708,2366225.0
2019-09-02,113.5995,113.7772,112.0565,112.5708,2366225.0
2019-09-03,112.0938,112.4866,109.9055,109.9803,3199006.0
2019-09-04,110.7471,111.0371,110.1673,110.7284,3760809.0
2019-09-05,111.7572,113.7492,111.7572,112.8514,5261104.0
2019-09-06,113.2909,113.3377,112.2248,112.4025,4552386.0
2019-09-07,113.2909,113.3377,112.2248,112.4025,4552386.0
2019-09-08,113.2909,113.3377,112.2248,112.4025,4552386.0
2019-09-09,113.3564,113.5434,111.7759,112.15,5335959.0
2019-09-10,111.8507,111.8554,108.7645,109.7091,6196207.0
2019-09-11,109.5314,110.4479,109.1854,110.3544,3674376.0
2019-09-12,111.2896,112.6269,111.0838,111.3083,3733544.0
2019-09-13,111.514,112.1967,110.6256,111.4766,3941062.0
2019-09-14,111.514,112.1967,110.6256,111.4766,3941062.0
2019-09-15,111.514,112.1967,110.6256,111.4766,3941062.0
2019-09-16,110.4853,110.7659,109.1199,110.0177,4280612.0
2019-09-17,110.2608,111.4111,109.8868,111.3363,3075905.0
2019-09-18,110.9061,111.1025,109.8587,111.0464,2886889.0
2019-09-19,110.9248,111.7759,109.9803,110.158,1994179.0
2019-09-20,110.1954,110.5788,108.83,109.2321,5342370.0
2019-09-21,110.1954,110.5788,108.83,109.2321,5342370.0
2019-09-22,110.1954,110.5788,108.83,109.2321,5342370.0
2019-09-23,108.8206,110.7493,108.5775,110.5788,5203692.0
2019-09-24,111.1867,112.4118,109.9055,110.5133,5130055.0
2019-09-25,110.2234,111.7011,109.4753,111.4018,2762394.0
2019-09-26,111.5795,112.2482,111.1399,111.2054,3460103.0
2019-09-27,111.4111,111.8694,110.3357,110.9061,2910998.0
2019-09-28,111.4111,111.8694,110.3357,110.9061,2910998.0
2019-09-29,111.4111,111.8694,110.3357,110.9061,2910998.0
2019-09-30,111.3363,111.514,110.4853,110.6162,2353731.0
2019-10-01,111.009,111.7572,109.0544,109.1386,2857528.0
2019-10-02,108.2595,108.3063,105.4445,105.5474,4931560.0
2019-10-03,105.3315,106.0403,104.2613,105.6601,3549232.0
2019-10-04,105.7633,107.5188,105.707,107.4062,2753195.0
2019-10-05,105.7633,107.5188,105.707,107.4062,2753195.0
2019-10-06,105.7633,107.5188,105.707,107.4062,2753195.0
2019-10-07,106.9368,107.6315,106.6458,106.6927,2585434.0
2019-10-08,105.9229,106.6927,105.1907,105.6507,3803596.0
2019-10-09,106.3172,107.7442,106.2984,106.9462,2385943.0
2019-10-10,107.7817,108.697,106.9556,107.9788,2399563.0
2019-10-11,109.5936,110.3727,109.0725,109.2744,2875926.0
2019-10-12,109.5936,110.3727,109.0725,109.2744,2875926.0
2019-10-13,109.5936,110.3727,109.0725,109.2744,2875926.0
2019-10-14,109.0303,109.8376,108.8425,109.265,1882325.0
2019-10-15,109.8658,110.9517,109.5842,110.3915,3072022.0
2019-10-16,110.4291,110.767,109.9034,110.2225,2147262.0
2019-10-17,110.7858,112.025,110.7371,111.8091,3030095.0
2019-10-18,112.4005,112.6352,109.5278,109.6123,6195550.0
2019-10-19,112.4005,112.6352,109.5278,109.6123,6195550.0
2019-10-20,112.4005,112.6352,109.5278,109.6123,6195550.0
2019-10-21,110.354,112.0719,110.2976,111.7621,4320516.0
2019-10-22,111.4054,112.0436,111.0487,111.3491,3917049.0
2019-10-23,111.1707,111.9311,108.4389,109.3589,3937790.0
2019-10-24,109.3119,109.7438,109.0303,109.2838,2621355.0
2019-10-25,109.2368,111.2552,109.1523,111.0205,2324965.0
2019-10-26,109.2368,111.2552,109.1523,111.0205,2324965.0
2019-10-27,109.2368,111.2552,109.1523,111.0205,2324965.0
2019-10-28,111.3772,111.9968,110.8421,111.3209,2552660.0
2019-10-29,110.8609,111.5596,109.908,110.2319,2756309.0
2019-10-30,110.2507,110.936,109.7062,110.8421,2264361.0
2019-10-31,110.5793,110.9736,109.7344,110.1005,2507443.0
2019-11-01,111.1613,112.1377,110.936,111.8466,2036603.0
2019-11-02,111.1613,112.1377,110.936,111.8466,2036603.0
2019-11-03,111.1613,112.1377,110.936,111.8466,2036603.0
2019-11-04,112.2972,113.1234,111.7246,112.2972,1956428.0
2019-11-05,112.5038,112.6164,110.548,111.4993,2630046.0
2019-11-06,111.6119,112.3911,111.6119,112.363,2420675.0
2019-11-07,112.9075,114.9352,112.7479,113.8556,2845276.0
2019-11-08,113.6022,114.3532,113.4895,114.034,1984615.0
2019-11-09,113.6022,114.3532,113.4895,114.034,1984615.0
2019-11-10,113.6022,114.3532,113.4895,114.034,1984615.0
2019-11-11,113.3675,114.3532,113.1328,113.4989,1704102.0
2019-11-12,113.4707,113.804,113.0389,113.4895,2012437.0
2019-11-13,112.9075,113.5599,112.776,112.8981,1839122.0
2019-11-14,112.654,113.574,112.4662,113.5271,1990731.0
2019-11-15,113.574,113.9026,113.0201,113.3675,2341456.0
2019-11-16,113.574,113.9026,113.0201,113.3675,2341456.0
2019-11-17,113.574,113.9026,113.0201,113.3675,2341456.0
2019-11-18,113.1797,113.452,112.0907,112.3348,2617896.0
2019-11-19,112.6634,113.0764,112.5226,112.654,1891059.0
2019-11-20,112.4944,112.8699,111.6495,111.9968,2544145.0
2019-11-21,111.9875,112.1564,111.2373,111.5274,2783811.0
2019-11-22,111.9123,111.9875,111.1613,111.7715,1629686.0
2019-11-23,111.9123,111.9875,111.1613,111.7715,1629686.0
2019-11-24,111.9123,111.9875,111.1613,111.7715,1629686.0
2019-11-25,111.8466,113.2173,111.8466,113.2173,2285536.0
2019-11-26,113.5083,113.6303,112.2785,112.4568,4596978.0
2019-11-27,112.654,112.9919,112.0438,112.9638,2629692.0
2019-11-28,112.654,112.9919,112.0438,112.9638,2629692.0
2019-11-29,112.7197,113.4895,112.4475,112.7666,1961463.0
2019-11-30,112.7197,113.4895,112.4475,112.7666,1961463.0
2019-12-01,112.7197,113.4895,112.4475,112.7666,1961463.0
2019-12-02,112.945,112.9873,109.9034,110.0817,5538445.0
2019-12-03,108.9364,109.6029,107.6268,109.434,3845210.0
2019-12-04,110.1287,111.2834,109.8376,110.7201,2444142.0
2019-12-05,110.6919,111.1801,110.3915,111.0393,3128325.0
2019-12-06,112.8511,114.0058,112.5695,113.2266,3287600.0
2019-12-07,112.8511,114.0058,112.5695,113.2266,3287600.0
2019-12-08,112.8511,114.0058,112.5695,113.2266,3287600.0
2019-12-09,113.0671,114.0903,112.7573,113.0858,2900194.0
2019-12-10,113.0764,114.034,112.6822,113.4989,2518152.0
2019-12-11,113.4801,113.9495,112.7479,113.2548,2015312.0
2019-12-12,113.2173,115.5361,112.7009,115.1324,2936293.0
2019-12-13,114.9728,117.3385,114.6067,117.085,3919223.0
2019-12-14,114.9728,117.3385,114.6067,117.085,3919223.0
2019-12-15,114.9728,117.3385,114.6067,117.085,3919223.0
2019-12-16,117.9581,118.5965,115.7914,116.1087,3416088.0
2019-12-17,116.3997,117.7234,115.7055,117.301,4325383.0
2019-12-18,117.3761,117.4136,116.4842,116.6532,3154151.0
2019-12-19,116.5781,117.2493,116.2965,117.1883,2543560.0
2019-12-20,118.1553,118.5449,117.1883,118.0708,5828698.0
2019-12-21,118.1553,118.5449,117.1883,118.0708,5828698.0
2019-12-22,118.1553,118.5449,117.1883,118.0708,5828698.0
2019-12-23,118.0426,118.0426,116.1275,116.8691,3031584.0
2019-12-24,117.301,117.6577,116.7659,117.1038,953540.0
2019-12-25,117.301,117.6577,116.7659,117.1038,953540.0
2019-12-26,117.3291,117.7582,116.9067,117.7328,1487824.0
2019-12-27,118.1365,118.2585,117.4512,117.5263,1788623.0
2019-12-28,118.1365,118.2585,117.4512,117.5263,1788623.0
2019-12-29,118.1365,118.2585,117.4512,117.5263,1788623.0
2019-12-30,117.5357,117.7797,116.5781,116.6908,2306455.0
2019-12-31,116.6814,116.948,116.2026,116.8691,2340392.0
2020-01-01,116.6814,116.948,116.2026,116.8691,2340392.0
2020-01-02,117.4343,118.951,117.0293,118.5554,2707979.0
2020-01-03,117.114,117.8488,116.7561,117.3778,2090689.0
2020-01-04,117.114,117.8488,116.7561,117.3778,2090689.0
2020-01-05,117.114,117.8488,116.7561,117.3778,2090689.0
2020-01-06,116.2191,116.9633,115.984,116.8691,2855280.0
2020-01-07,116.3133,117.1894,116.2097,116.2568,2045027.0
2020-01-08,116.8597,119.0358,116.6242,118.2633,3460175.0
2020-01-09,119.1583,120.4677,119.0643,120.4018,2788834.0
2020-01-10,120.1851,120.7409,119.5633,119.9025,2790286.0
2020-01-11,120.1851,120.7409,119.5633,119.9025,2790286.0
2020-01-12,120.1851,120.7409,119.5633,119.9025,2790286.0
2020-01-13,120.43,121.4757,120.2327,121.0894,3285752.0
2020-01-14,121.1648,122.5496,120.901,121.3344,3836948.0
2020-01-15,121.2307,122.3141,121.0047,122.2952,3187196.0
2020-01-16,122.9358,123.3362,122.1916,122.9829,2424850.0
2020-01-17,123.8308,124.217,123.209,123.8967,3659734.0
2020-01-18,123.8308,124.217,123.209,123.8967,3659734.0
2020-01-19,123.8308,124.217,123.209,123.8967,3659734.0
2020-01-20,123.8308,124.217,123.209,123.8967,3659734.0
2020-01-21,123.5105,124.1793,122.8322,122.9641,3102769.0
2020-01-22,123.3409,124.6032,123.3409,123.8684,2484078.0
2020-01-23,123.6518,123.9438,122.5979,123.7554,3840990.0
2020-01-24,128.4562,130.1236,126.0917,127.2786,8612529.0
2020-01-25,128.4562,130.1236,126.0917,127.2786,8612529.0
2020-01-26,128.4562,130.1236,126.0917,127.2786,8612529.0
2020-01-27,123.5482,124.33,121.4003,123.0677,6432363.0
2020-01-28,124.3489,126.1105,123.5366,124.7728,3713052.0
2020-01-29,124.8011,125.4134,123.8213,124.0474,2518612.0
2020-01-30,123.1713,125.6018,122.8793,125.4982,2428584.0
2020-01-31,124.509,124.5868,121.8807,122.3423,3522773.0
2020-02-01,124.509,124.5868,121.8807,122.3423,3522773.0
2020-02-02,124.509,124.5868,121.8807,122.3423,3522773.0
2020-02-03,122.9829,124.5561,122.8887,123.4068,2721912.0
2020-02-04,125.1779,125.6112,124.0851,124.2076,2547518.0
2020-02-05,125.696,126.0446,123.68,125.8561,4084480.0
2020-02-06,126.3837,126.5627,125.3945,125.5264,1708611.0
2020-02-07,124.8858,125.0554,123.7271,124.1793,2885550.0
2020-02-08,124.8858,125.0554,123.7271,124.1793,2885550.0
2020-02-09,124.8858,125.0554,123.7271,124.1793,2885550.0
2020-02-10,123.9815,124.8198,123.7366,124.575,1816474.0
2020-02-11,125.3192,125.9032,124.6503,124.9424,1733538.0
2020-02-12,125.6583,125.9691,124.8482,125.517,1715434.0
2020-02-13,125.4322,126.8641,125.3474,126.6663,3178514.0
2020-02-14,126.9018,128.4656,126.7322,127.9946,2360549.0
2020-02-15,126.9018,128.4656,126.7322,127.9946,2360549.0
2020-02-16,126.9018,128.4656,126.7322,127.9946,2360549.0
2020-02-17,126.9018,128.4656,126.7322,127.9946,2360549.0
2020-02-18,127.9946,128.8236,127.1185,127.7402,2428250.0
2020-02-19,128.3996,129.4547,128.2301,128.9931,1785417.0
2020-02-20,128.5033,130.0388,127.0808,128.6634,2541728.0
2020-02-21,128.3054,128.3714,126.1293,127.0808,3106406.0
2020-02-22,128.3054,128.3714,126.1293,127.0808,3106406.0
2020-02-23,128.3054,128.3714,126.1293,127.0808,3106406.0
2020-02-24,121.9279,123.3692,119.8554,120.7597,6329285.0
2020-02-25,120.3075,120.5713,112.9611,113.8923,7628112.0
2020-02-26,114.2408,115.3336,111.6031,111.6314,5269710.0
2020-02-27,109.1821,110.6705,106.2429,106.2712,8279823.0
2020-02-28,102.7291,104.5944,100.7984,103.5581,11363607.0
2020-02-29,102.7291,104.5944,100.7984,103.5581,11363607.0
