,OXY US Equity,OXY US Equity,OXY US Equity,OXY US Equity,OXY US Equity
2020-02-12,40.0464,40.2447,39.4608,40.1314,8214630.0
2020-02-13,39.7536,40.0275,39.2247,39.7064,8402366.0
2020-02-14,39.7347,39.8953,38.998,39.2908,6401461.0
2020-02-15,39.7347,39.8953,38.998,39.2908,6401461.0
2020-02-16,39.7347,39.8953,38.998,39.2908,6401461.0
2020-02-17,39.7347,39.8953,38.998,39.2908,6401461.0
2020-02-18,39.2908,39.3758,38.7052,39.253,9519205.0
2020-02-19,39.5364,40.3486,39.2247,40.1503,7536313.0
2020-02-20,40.3297,41.1798,40.1031,40.5847,7728902.0
2020-02-21,40.1881,40.2069,39.5033,39.7819,8921118.0
2020-02-22,40.1881,40.2069,39.5033,39.7819,8921118.0
2020-02-23,40.1881,40.2069,39.5033,39.7819,8921118.0
2020-02-24,38.2519,38.3011,37.2885,37.2885,12503141.0
2020-02-25,37.3451,37.4207,34.0016,34.1811,22058562.0
2020-02-26,34.2567,34.4172,32.2921,32.3205,22703552.0
2020-02-27,31.3287,31.7065,29.4303,30.0442,23516861.0
2020-02-28,29.7325,30.9604,27.9947,30.9226,24190102.0
2020-02-29,29.7325,30.9604,27.9947,30.9226,24190102.0
2020-03-01,29.7325,30.9604,27.9947,30.9226,24190102.0
2020-03-02,31.716,31.7915,29.9403,31.121,17223730.0
2020-03-03,31.2154,32.703,30.5165,31.1587,19991638.0
2020-03-04,31.4043,31.4043,30.1103,31.1021,14006621.0
2020-03-05,30.6959,30.9415,29.3642,29.7325,19217981.0
2020-03-06,28.4858,28.533,24.8118,25.369,38969055.0
2020-03-07,28.4858,28.533,24.8118,25.369,38969055.0
2020-03-08,28.4858,28.533,24.8118,25.369,38969055.0
2020-03-09,15.1611,18.674,11.7163,12.1736,104930331.0
2020-03-10,14.9859,15.0832,12.2369,13.9544,110525340.0
2020-03-11,12.7672,13.0397,11.3854,11.4827,70594865.0
2020-03-12,9.9549,14.441,9.1862,11.5703,73141752.0
2020-03-13,12.9521,14.1685,11.2785,13.8766,64910364.0
2020-03-14,12.9521,14.1685,11.2785,13.8766,64910364.0
2020-03-15,12.9521,14.1685,11.2785,13.8766,64910364.0
2020-03-16,11.0935,13.3122,10.8988,11.6968,37309727.0
2020-03-17,12.0471,12.4607,10.753,11.0351,34731505.0
2020-03-18,10.169,10.5485,8.758,10.2469,41257229.0
2020-03-19,10.1301,10.6848,9.1472,10.5388,38092458.0
2020-03-20,10.8502,10.8794,9.2932,9.9549,50833307.0
2020-03-21,10.8502,10.8794,9.2932,9.9549,50833307.0
2020-03-22,10.8502,10.8794,9.2932,9.9549,50833307.0
2020-03-23,9.9744,10.0133,9.2155,9.4294,36784043.0
2020-03-24,10.1204,10.4804,9.4392,10.4318,42020553.0
2020-03-25,10.9475,12.2953,9.9452,11.6773,55409624.0
2020-03-26,11.726,14.8789,11.6773,12.485,70322564.0
2020-03-27,11.7163,12.0471,11.181,11.2978,34675569.0
2020-03-28,11.7163,12.0471,11.181,11.2978,34675569.0
2020-03-29,11.7163,12.0471,11.181,11.2978,34675569.0
2020-03-30,11.0156,11.1421,9.9257,10.714,44717611.0
2020-03-31,11.2102,11.7552,10.8113,11.2686,35568418.0
2020-04-01,10.7431,10.8697,9.8479,10.4512,39837234.0
2020-04-02,11.1713,13.536,10.8988,12.4266,79141622.0
2020-04-03,13.4581,13.8182,11.2005,12.6504,92062316.0
2020-04-04,13.4581,13.8182,11.2005,12.6504,92062316.0
2020-04-05,13.4581,13.8182,11.2005,12.6504,92062316.0
2020-04-06,12.2612,13.137,12.0958,13.0786,52068112.0
2020-04-07,13.7987,14.7913,13.2509,13.4679,54728628.0
2020-04-08,13.8182,15.2584,13.6722,15.1416,48988571.0
2020-04-09,16.251,17.7787,13.8863,14.947,110851096.0
2020-04-10,16.251,17.7787,13.8863,14.947,110851096.0
2020-04-11,16.251,17.7787,13.8863,14.947,110851096.0
2020-04-12,16.251,17.7787,13.8863,14.947,110851096.0
2020-04-13,15.5309,15.5892,14.3729,14.9178,43697484.0
2020-04-14,14.9859,15.3946,14.2463,14.4994,40661017.0
2020-04-15,13.5262,13.5262,12.6504,13.244,47465236.0
2020-04-16,13.2635,13.2927,11.833,11.872,40453931.0
2020-04-17,11.9985,13.283,11.9206,13.2635,51691011.0
2020-04-18,11.9985,13.283,11.9206,13.2635,51691011.0
2020-04-19,11.9985,13.283,11.9206,13.2635,51691011.0
2020-04-20,11.7163,12.8645,11.58,12.2515,74975477.0
2020-04-21,11.6773,12.0568,11.1908,12.0082,62591153.0
2020-04-22,12.7283,13.0125,12.4072,12.6699,44568051.0
2020-04-23,13.0592,14.0128,13.0008,13.4971,55054636.0
2020-04-24,13.7987,14.1101,13.1175,13.4387,41030017.0
2020-04-25,13.7987,14.1101,13.1175,13.4387,41030017.0
2020-04-26,13.7987,14.1101,13.1175,13.4387,41030017.0
2020-04-27,12.991,13.9009,12.4072,13.7695,39972533.0
2020-04-28,14.0712,14.8448,13.9155,14.7621,46179356.0
2020-04-29,15.5114,16.4261,15.3946,16.3288,59582825.0
2020-04-30,16.4358,16.7764,15.4261,16.1536,44491712.0
2020-05-01,15.5892,15.9785,14.6794,14.8302,36902354.0
2020-05-02,15.5892,15.9785,14.6794,14.8302,36902354.0
2020-05-03,15.5892,15.9785,14.6794,14.8302,36902354.0
2020-05-04,13.9836,15.1513,13.7793,15.1027,37197387.0
2020-05-05,16.0174,16.358,14.5967,14.9081,49502156.0
2020-05-06,15.093,15.5309,13.03,13.0397,57658966.0
2020-05-07,13.4873,14.1296,13.3316,13.5068,35565380.0
2020-05-08,13.9252,14.6453,13.7209,14.6161,31352419.0
2020-05-09,13.9252,14.6453,13.7209,14.6161,31352419.0
2020-05-10,13.9252,14.6453,13.7209,14.6161,31352419.0
2020-05-11,14.4896,14.8399,14.2463,14.6259,22899365.0
2020-05-12,14.8497,14.9616,14.1636,14.188,27103709.0
2020-05-13,14.2561,14.2561,12.9229,13.0786,35258098.0
2020-05-14,12.7964,13.7695,12.4072,13.39,32063964.0
2020-05-15,13.3219,13.896,13.1467,13.4484,27756356.0
2020-05-16,13.3219,13.896,13.1467,13.4484,27756356.0
2020-05-17,13.3219,13.896,13.1467,13.4484,27756356.0
2020-05-18,14.402,14.8205,14.2658,14.6648,39943812.0
2020-05-19,14.7816,14.7816,13.9739,13.9836,28708575.0
2020-05-20,14.3437,14.7426,14.1685,14.5869,29203145.0
2020-05-21,14.5967,14.7524,13.8084,13.8668,35671421.0
2020-05-22,13.7793,13.8522,13.3024,13.7501,26334296.0
2020-05-23,13.7793,13.8522,13.3024,13.7501,26334296.0
2020-05-24,13.7793,13.8522,13.3024,13.7501,26334296.0
2020-05-25,13.7793,13.8522,13.3024,13.7501,26334296.0
2020-05-26,14.3047,14.3729,13.8279,14.0128,28032976.0
2020-05-27,14.3047,14.3047,13.4387,14.0323,31402970.0
2020-05-28,14.0031,14.042,13.1905,13.2732,39904917.0
2020-05-29,13.1759,13.1759,12.378,12.6018,61378450.0
2020-05-30,13.1759,13.1759,12.378,12.6018,61378450.0
2020-05-31,13.1759,13.1759,12.378,12.6018,61378450.0
2020-06-01,12.5531,13.5262,12.3318,13.4387,36779455.0
2020-06-02,13.643,14.3534,13.536,14.3534,40165924.0
2020-06-03,14.9275,15.1903,14.6356,15.0346,41191553.0
2020-06-04,14.6745,15.2778,14.1977,15.1319,39027865.0
2020-06-05,17.4187,20.2894,17.3311,20.231,119073438.0
2020-06-06,17.4187,20.2894,17.3311,20.231,119073438.0
2020-06-07,17.4187,20.2894,17.3311,20.231,119073438.0
2020-06-08,22.8973,23.8412,21.4084,23.7439,131285759.0
2020-06-09,22.1383,22.8292,19.9293,22.5567,71936766.0
2020-06-10,21.4279,21.749,20.1921,20.2018,50740462.0
2020-06-11,17.3603,18.6643,16.7959,16.9419,61262888.0
2020-06-12,18.3829,19.0839,17.1853,18.0129,44937864.0
2020-06-13,18.3829,19.0839,17.1853,18.0129,44937864.0
2020-06-14,18.3829,19.0839,17.1853,18.0129,44937864.0
2020-06-15,16.8834,18.9476,16.6498,18.5484,46134008.0
2020-06-16,19.931,20.3984,18.6263,19.7558,57504992.0
2020-06-17,19.3858,19.5221,18.5387,18.5387,38371633.0
2020-06-18,18.3245,19.785,18.1589,19.1521,36051693.0
2020-06-19,20.155,20.4081,19.1521,19.191,70262404.0
2020-06-20,20.155,20.4081,19.1521,19.191,70262404.0
2020-06-21,20.155,20.4081,19.1521,19.191,70262404.0
2020-06-22,19.3274,19.5854,18.8795,19.3858,30116715.0
2020-06-23,19.7266,19.9797,19.1131,19.2689,33856844.0
2020-06-24,18.7334,18.8113,17.2048,17.5261,32321997.0
2020-06-25,17.3313,18.4024,17.0879,18.0518,23327566.0
2020-06-26,17.7208,17.862,16.8932,17.2242,31831922.0
2020-06-27,17.7208,17.862,16.8932,17.2242,31831922.0
2020-06-28,17.7208,17.862,16.8932,17.2242,31831922.0
2020-06-29,17.38,17.5358,16.8834,17.3897,24504484.0
2020-06-30,17.3021,17.8668,16.8153,17.8182,26525209.0
2020-07-01,17.8376,18.3363,16.9516,16.9516,32856677.0
2020-07-02,17.4482,18.1395,17.1463,17.3119,28133241.0
2020-07-03,17.4482,18.1395,17.1463,17.3119,28133241.0
2020-07-04,17.4482,18.1395,17.1463,17.3119,28133241.0
2020-07-05,17.4482,18.1395,17.1463,17.3119,28133241.0
2020-07-06,17.7305,18.0545,17.3119,17.7013,23933246.0
2020-07-07,17.4287,17.4676,16.6887,16.6984,20117702.0
2020-07-08,16.8153,17.0085,16.27,16.825,20482339.0
2020-07-09,16.7471,16.8055,15.8319,15.8514,22124580.0
2020-07-10,15.6371,16.3041,15.53,16.27,17584209.0
2020-07-11,15.6371,16.3041,15.53,16.27,17584209.0
2020-07-12,15.6371,16.3041,15.53,16.27,17584209.0
2020-07-13,16.3187,16.3674,15.5805,15.7345,21665693.0
2020-07-14,15.53,16.3187,15.3353,16.2408,19740497.0
2020-07-15,16.8348,17.2632,16.455,16.7277,22801408.0
2020-07-16,16.455,16.9419,16.1337,16.5621,15462953.0
2020-07-17,16.5913,16.8932,15.7345,15.8514,21090995.0
2020-07-18,16.5913,16.8932,15.7345,15.8514,21090995.0
2020-07-19,16.5913,16.8932,15.7345,15.8514,21090995.0
2020-07-20,15.8221,16.0169,15.2671,15.2769,21260151.0
2020-07-21,15.6956,17.5553,15.6469,16.9516,44473166.0
2020-07-22,16.6692,16.6887,16.2116,16.5037,16994332.0
2020-07-23,16.27,16.6254,16.1337,16.3771,14044090.0
2020-07-24,16.3771,16.825,16.1921,16.2992,12779120.0
2020-07-25,16.3771,16.825,16.1921,16.2992,12779120.0
2020-07-26,16.3771,16.825,16.1921,16.2992,12779120.0
2020-07-27,16.2895,16.455,15.9802,16.2603,13963307.0
2020-07-28,16.0461,16.3382,15.8806,15.9195,12859463.0
2020-07-29,16.0948,16.5913,16.0201,16.5816,16384026.0
2020-07-30,16.1142,16.1921,15.3353,15.3548,29336448.0
2020-07-31,15.3937,15.4229,15.0043,15.3256,15454887.0
2020-08-01,15.3937,15.4229,15.0043,15.3256,15454887.0
2020-08-02,15.3937,15.4229,15.0043,15.3256,15454887.0
2020-08-03,15.3353,15.345,14.7024,14.8485,22888037.0
2020-08-04,14.7511,15.5787,14.7316,15.3256,21703229.0
2020-08-05,15.9877,16.0526,15.4375,15.5203,24675455.0
2020-08-06,15.4911,15.5885,14.9799,15.0432,18745132.0
2020-08-07,15.0529,15.1454,14.5661,15.0432,20961254.0
2020-08-08,15.0529,15.1454,14.5661,15.0432,20961254.0
2020-08-09,15.0529,15.1454,14.5661,15.0432,20961254.0
2020-08-10,15.2574,16.0461,15.2087,16.0461,26718499.0
2020-08-11,16.0071,16.2992,14.7024,14.7608,41894035.0
2020-08-12,15.0919,15.1405,14.459,14.5272,31798825.0
2020-08-13,14.5564,14.8466,14.1572,14.2156,28459103.0
2020-08-14,14.1182,14.3323,13.9819,14.2545,21267234.0
2020-08-15,14.1182,14.3323,13.9819,14.2545,21267234.0
2020-08-16,14.1182,14.3323,13.9819,14.2545,21267234.0
2020-08-17,14.089,14.128,13.3685,13.5438,31108817.0
2020-08-18,13.5632,13.8164,13.4659,13.5827,16758446.0
2020-08-19,13.5632,13.7482,13.388,13.4561,18143363.0
2020-08-20,13.164,13.3685,12.9011,13.0472,21869735.0
2020-08-21,13.0374,13.0667,12.5896,12.8135,22665952.0
2020-08-22,13.0374,13.0667,12.5896,12.8135,22665952.0
2020-08-23,13.0374,13.0667,12.5896,12.8135,22665952.0
2020-08-24,12.7843,13.3636,12.6821,13.2614,18722936.0
2020-08-25,13.4464,13.6606,12.9596,13.1543,16296264.0
2020-08-26,13.0667,13.1153,12.609,12.6188,19787735.0
2020-08-27,12.6772,12.794,12.3851,12.6967,20130095.0
2020-08-28,12.6188,12.8768,12.5506,12.7843,14105842.0
2020-08-29,12.6188,12.8768,12.5506,12.7843,14105842.0
2020-08-30,12.6188,12.8768,12.5506,12.7843,14105842.0
2020-08-31,12.8135,12.8232,12.3948,12.4046,17913834.0
2020-09-01,12.2585,12.2877,12.0054,12.1514,23054248.0
2020-09-02,11.9956,12.3267,11.9567,12.0735,19131811.0
2020-09-03,12.0248,12.5603,12.0248,12.2585,26076883.0
2020-09-04,12.3851,12.5019,11.8009,11.9275,22767785.0
2020-09-05,12.3851,12.5019,11.8009,11.9275,22767785.0
2020-09-06,12.3851,12.5019,11.8009,11.9275,22767785.0
2020-09-07,12.3851,12.5019,11.8009,11.9275,22767785.0
2020-09-08,11.5575,11.6646,10.7298,10.7688,36644849.0
2020-09-09,10.9148,10.9148,10.613,10.7785,22103520.0
2020-09-10,10.7591,10.7883,9.912,9.9217,43466333.0
2020-09-11,9.9217,10.0872,9.5712,9.9509,35175696.0
2020-09-12,9.9217,10.0872,9.5712,9.9509,35175696.0
2020-09-13,9.9217,10.0872,9.5712,9.9509,35175696.0
2020-09-14,9.9607,10.1167,9.678,9.9119,25198944.0
2020-09-15,9.9704,10.6088,9.9412,10.4382,34684755.0
2020-09-16,10.5942,11.7247,10.3846,11.3446,53219446.0
2020-09-17,10.9158,11.7247,10.8899,11.559,27860638.0
2020-09-18,11.4908,11.7832,11.1789,11.3544,40722917.0
2020-09-19,11.4908,11.7832,11.1789,11.3544,40722917.0
2020-09-20,11.4908,11.7832,11.1789,11.3544,40722917.0
2020-09-21,10.8086,11.0327,10.6234,11.0035,23028121.0
2020-09-22,11.0425,11.291,10.7501,10.7988,17454842.0
2020-09-23,10.8476,10.984,10.1263,10.1458,24502805.0
2020-09-24,10.0776,10.5942,9.9039,10.37,22870416.0
2020-09-25,10.1946,10.3115,9.8534,9.9607,30812473.0
2020-09-26,10.1946,10.3115,9.8534,9.9607,30812473.0
2020-09-27,10.1946,10.3115,9.8534,9.9607,30812473.0
2020-09-28,10.1556,10.3797,10.0484,10.0776,22622609.0
2020-09-29,10.0776,10.0874,9.6195,9.7365,29576585.0
2020-09-30,9.7657,10.0094,9.6878,9.756,23363965.0
2020-10-01,9.717,9.7267,9.3271,9.4344,32990258.0
2020-10-02,9.0153,9.6488,8.9958,9.6195,28572271.0
2020-10-03,9.0153,9.6488,8.9958,9.6195,28572271.0
2020-10-04,9.0153,9.6488,8.9958,9.6195,28572271.0
2020-10-05,9.8437,10.253,9.756,10.2433,24670979.0
2020-10-06,10.3992,10.5064,9.7852,9.8729,29493835.0
2020-10-07,9.9704,10.0581,9.8632,10.0191,17454772.0
2020-10-08,10.1458,10.9158,10.068,10.8963,27490269.0
2020-10-09,10.9158,11.0474,10.4675,10.5454,26633443.0
2020-10-10,10.9158,11.0474,10.4675,10.5454,26633443.0
2020-10-11,10.9158,11.0474,10.4675,10.5454,26633443.0
2020-10-12,10.37,10.5747,10.1361,10.5357,18540232.0
2020-10-13,10.4869,10.6819,10.1702,10.253,15524268.0
2020-10-14,10.253,10.6721,10.1751,10.1848,20106746.0
2020-10-15,9.9704,10.3408,9.7462,10.3408,18906940.0
2020-10-16,10.2433,10.2628,9.8145,9.8339,19244745.0
2020-10-17,10.2433,10.2628,9.8145,9.8339,19244745.0
2020-10-18,10.2433,10.2628,9.8145,9.8339,19244745.0
2020-10-19,9.9314,9.9509,9.5611,9.5708,22074745.0
2020-10-20,9.6683,9.9363,9.5805,9.8145,17400082.0
2020-10-21,9.6098,9.7072,9.4149,9.4149,22783380.0
2020-10-22,9.4538,9.9412,9.4149,9.9119,25219240.0
2020-10-23,9.9899,10.0971,9.6488,9.7657,19872442.0
2020-10-24,9.9899,10.0971,9.6488,9.7657,19872442.0
2020-10-25,9.9899,10.0971,9.6488,9.7657,19872442.0
2020-10-26,9.5416,9.5872,9.103,9.2199,26754805.0
2020-10-27,9.1615,9.2589,9.0348,9.0348,20727699.0
2020-10-28,8.7521,8.9276,8.5572,8.6547,30986797.0
2020-10-29,8.4792,8.947,8.3038,8.8983,28731900.0
2020-10-30,8.7716,8.9567,8.6266,8.8983,23146458.0
2020-10-31,8.7716,8.9567,8.6266,8.8983,23146458.0
2020-11-01,8.7716,8.9567,8.6266,8.8983,23146458.0
2020-11-02,9.025,9.5512,8.8008,9.4051,28544051.0
2020-11-03,9.639,9.756,9.3466,9.4441,19259132.0
2020-11-04,9.4149,9.7365,9.0835,9.5611,22377014.0
2020-11-05,9.5221,10.3505,9.5221,10.2043,35111217.0
2020-11-06,10.0776,10.2043,9.6878,9.756,21645305.0
2020-11-07,10.0776,10.2043,9.6878,9.756,21645305.0
2020-11-08,10.0776,10.2043,9.6878,9.756,21645305.0
2020-11-09,11.2569,12.3777,11.1448,11.9196,60444831.0
2020-11-10,11.7735,12.1341,11.3544,12.0658,31413909.0
2020-11-11,12.368,12.3777,11.4421,11.598,28596730.0
2020-11-12,11.2861,11.6565,10.9012,11.023,19654880.0
2020-11-13,11.1107,11.6273,11.0815,11.5006,16907033.0
2020-11-14,11.1107,11.6273,11.0815,11.5006,16907033.0
2020-11-15,11.1107,11.6273,11.0815,11.5006,16907033.0
2020-11-16,12.1828,12.3875,11.9391,12.3777,24354797.0
2020-11-17,12.0463,12.6604,11.944,12.6604,18665692.0
2020-11-18,12.7481,13.367,12.5337,12.5434,29659874.0
2020-11-19,12.3485,13.0794,12.2413,13.021,20162696.0
2020-11-20,13.3426,13.3621,12.9576,13.1477,20175001.0
2020-11-21,13.3426,13.3621,12.9576,13.1477,20175001.0
2020-11-22,13.3426,13.3621,12.9576,13.1477,20175001.0
2020-11-23,13.4985,15.4088,13.479,15.3601,44957070.0
2020-11-24,16.5394,16.8317,15.8961,16.3542,54354972.0
2020-11-25,16.2275,16.6612,15.5355,16.2957,29706242.0
2020-11-26,16.2275,16.6612,15.5355,16.2957,29706242.0
2020-11-27,16.2957,16.5199,15.9253,16.1398,13272512.0
2020-11-28,16.2957,16.5199,15.9253,16.1398,13272512.0
2020-11-29,16.2957,16.5199,15.9253,16.1398,13272512.0
2020-11-30,15.8279,16.13,15.3211,15.3601,31056448.0
2020-12-01,15.4965,15.7306,14.5901,14.7461,31362657.0
2020-12-02,14.5414,16.091,14.3952,15.4868,33045535.0
2020-12-03,15.6232,16.3152,15.2649,15.9741,26614756.0
2020-12-04,16.4809,18.1377,16.4711,18.1182,52874458.0
2020-12-05,16.4809,18.1377,16.4711,18.1182,52874458.0
2020-12-06,16.4809,18.1377,16.4711,18.1182,52874458.0
2020-12-07,17.3775,18.206,17.1046,17.7284,32247849.0
2020-12-08,17.4068,18.8145,17.3678,18.6445,32923837.0
2020-12-09,19.1614,19.8927,18.352,18.9078,44634837.0
2020-12-10,18.9176,21.0726,18.8201,20.7801,52292559.0
2020-12-11,20.6826,20.8191,19.844,20.3705,30940995.0
2020-12-12,20.6826,20.8191,19.844,20.3705,30940995.0
2020-12-13,20.6826,20.8191,19.844,20.3705,30940995.0
2020-12-14,20.8971,21.1116,18.6055,18.6933,36149220.0
2020-12-15,19.0736,19.6782,18.352,19.3466,26899293.0
2020-12-16,19.2784,19.3857,18.7616,18.9663,17050819.0
2020-12-17,19.2296,19.2833,18.625,18.7031,17630781.0
2020-12-18,18.5958,18.9956,17.9912,18.0595,38206596.0
2020-12-19,18.5958,18.9956,17.9912,18.0595,38206596.0
2020-12-20,18.5958,18.9956,17.9912,18.0595,38206596.0
2020-12-21,16.587,17.5817,16.5188,17.0356,29666912.0
2020-12-22,17.0648,17.1331,16.4554,16.4993,21538117.0
2020-12-23,16.704,17.9278,16.6268,17.4451,24012805.0
2020-12-24,17.7182,17.7182,16.9673,17.2306,9203916.0
2020-12-25,17.7182,17.7182,16.9673,17.2306,9203916.0
2020-12-26,17.7182,17.7182,16.9673,17.2306,9203916.0
2020-12-27,17.7182,17.7182,16.9673,17.2306,9203916.0
2020-12-28,17.2794,17.6597,16.9186,16.9673,14617511.0
2020-12-29,17.1526,17.3459,16.665,16.8113,18073982.0
2020-12-30,16.782,17.6889,16.7137,17.4646,16517169.0
2020-12-31,17.3671,17.4744,16.8698,16.8796,15193556.0
2021-01-01,17.3671,17.4744,16.8698,16.8796,15193556.0
2021-01-02,17.3671,17.4744,16.8698,16.8796,15193556.0
2021-01-03,17.3671,17.4744,16.8698,16.8796,15193556.0
2021-01-04,17.3086,17.5328,16.8893,17.0161,18497764.0
2021-01-05,17.3574,19.4539,17.2111,18.7323,37293777.0
2021-01-06,19.0346,19.7757,18.4981,19.5027,37156358.0
2021-01-07,19.7074,20.6241,19.5319,20.0585,24299311.0
2021-01-08,20.3608,20.5071,19.3759,19.5807,18277949.0
2021-01-09,20.3608,20.5071,19.3759,19.5807,18277949.0
2021-01-10,20.3608,20.5071,19.3759,19.5807,18277949.0
2021-01-11,18.7713,19.6782,18.5275,19.5807,15165878.0
2021-01-12,20.078,22.2233,19.766,22.0575,37326577.0
2021-01-13,22.1258,22.2135,21.5797,21.7747,19526958.0
2021-01-14,22.272,23.9883,22.0575,23.6372,29879133.0
2021-01-15,22.8677,23.1204,21.804,21.8332,24701702.0
2021-01-16,22.8677,23.1204,21.804,21.8332,24701702.0
2021-01-17,22.8677,23.1204,21.804,21.8332,24701702.0
2021-01-18,22.8677,23.1204,21.804,21.8332,24701702.0
2021-01-19,22.4768,23.1594,22.3013,22.4963,21931362.0
2021-01-20,22.6914,22.9449,22.1794,22.4476,14736966.0
2021-01-21,22.3403,22.4183,20.9069,21.0044,19333266.0
2021-01-22,20.156,21.0629,19.7562,20.9556,17640740.0
2021-01-23,20.156,21.0629,19.7562,20.9556,17640740.0
2021-01-24,20.156,21.0629,19.7562,20.9556,17640740.0
2021-01-25,20.4778,21.0824,20.156,20.9751,15398851.0
2021-01-26,21.3554,21.8625,19.844,19.8732,19138072.0
2021-01-27,19.4929,21.1214,18.9761,20.0682,25688406.0
2021-01-28,20.2828,20.9556,19.728,20.429,16438248.0
2021-01-29,20.1463,20.8484,19.2394,19.5612,19971479.0
2021-01-30,20.1463,20.8484,19.2394,19.5612,19971479.0
2021-01-31,20.1463,20.8484,19.2394,19.5612,19971479.0
2021-02-01,20.117,20.234,19.3076,19.883,13688032.0
2021-02-02,20.9556,21.2287,20.1072,20.2145,15513844.0
2021-02-03,20.4583,21.609,20.3462,21.4724,18308286.0
2021-02-04,21.7747,22.0283,21.1214,21.7455,13247133.0
2021-02-05,22.2623,22.5646,21.648,21.999,13227596.0
2021-02-06,22.2623,22.5646,21.648,21.999,13227596.0
2021-02-07,22.2623,22.5646,21.648,21.999,13227596.0
2021-02-08,22.4476,24.8659,22.4281,24.8171,31510536.0
2021-02-09,23.9883,24.5246,23.5007,24.037,20757110.0
2021-02-10,24.2126,25.1487,24.1833,24.9634,22400477.0
2021-02-11,24.7684,24.7781,23.4812,24.3588,15232210.0
2021-02-12,24.076,25.1097,23.9493,24.7586,12382017.0
2021-02-13,24.076,25.1097,23.9493,24.7586,12382017.0
2021-02-14,24.076,25.1097,23.9493,24.7586,12382017.0
2021-02-15,24.076,25.1097,23.9493,24.7586,12382017.0
2021-02-16,25.9971,26.2798,25.2365,25.802,19260411.0
2021-02-17,26.1726,26.5041,25.2072,26.0653,15198397.0
2021-02-18,25.7923,26.0653,24.5831,24.6514,15311678.0
2021-02-19,24.6904,25.2536,24.4077,24.7879,14936138.0
2021-02-20,24.6904,25.2536,24.4077,24.7879,14936138.0
2021-02-21,24.6904,25.2536,24.4077,24.7879,14936138.0
2021-02-22,25.3437,26.7772,25.1779,25.8118,22820583.0
2021-02-23,25.6363,25.9873,23.8128,25.412,22587655.0
2021-02-24,25.841,27.9698,25.3145,27.4598,27788996.0
2021-02-25,27.4695,27.83,25.7923,26.0848,21142463.0
2021-02-26,25.607,26.3384,24.5782,25.9483,21626650.0
2021-02-27,25.607,26.3384,24.5782,25.9483,21626650.0
2021-02-28,25.607,26.3384,24.5782,25.9483,21626650.0
2021-03-01,26.6894,27.5758,26.3384,26.9527,16185688.0
