,2078185D US Equity,2078185D US Equity,2078185D US Equity,2078185D US Equity,2078185D US Equity
2020-07-26,120.6432,120.8116,119.6824,120.2668,1353986.0
2020-07-27,120.4451,124.8483,120.2569,123.823,4245518.0
2020-07-28,124.4669,124.6155,123.4762,123.7735,973981.0
2020-07-29,124.3183,124.3183,123.3971,123.724,740960.0
2020-07-30,123.5159,124.0211,123.3277,123.4763,418183.0
2020-07-31,123.5457,124.2292,123.3277,124.1796,711053.0
2020-08-01,123.5457,124.2292,123.3277,124.1796,711053.0
2020-08-02,123.5457,124.2292,123.3277,124.1796,711053.0
2020-08-03,123.6942,124.5957,123.2782,124.2886,999881.0
2020-08-04,124.7641,124.7641,123.8924,124.3381,1075097.0
2020-08-05,124.5263,124.5561,123.823,124.031,623754.0
2020-08-06,124.0112,124.14,123.6942,123.8527,768525.0
2020-08-07,123.7438,123.9221,123.4416,123.6447,1265425.0
2020-08-08,123.7438,123.9221,123.4416,123.6447,1265425.0
2020-08-09,123.7438,123.9221,123.4416,123.6447,1265425.0
2020-08-10,123.5655,124.5957,123.5655,124.0013,833168.0
2020-08-11,124.2688,124.5561,123.4119,123.8032,1314772.0
2020-08-12,123.7438,124.1499,123.4268,123.823,555019.0
2020-08-13,123.615,123.8825,122.8324,123.6249,757628.0
2020-08-14,123.5952,123.8874,123.4565,123.823,728727.0
2020-08-15,123.5952,123.8874,123.4565,123.823,728727.0
2020-08-16,123.5952,123.8874,123.4565,123.823,728727.0
2020-08-17,123.823,124.249,123.6348,124.2391,1345280.0
2020-08-18,124.3678,125.1801,124.0211,124.9523,854944.0
2020-08-19,124.8334,126.24,124.8136,126.0518,938539.0
2020-08-20,125.7745,126.1311,125.3584,125.6061,722946.0
2020-08-21,125.1405,125.3535,124.6254,124.8235,1117258.0
2020-08-22,125.1405,125.3535,124.6254,124.8235,1117258.0
2020-08-23,125.1405,125.3535,124.6254,124.8235,1117258.0
2020-08-24,124.9127,128.7759,123.5754,125.8339,2566605.0
2020-08-25,121.1088,122.5848,120.5541,120.8414,3603790.0
2020-08-26,120.9206,121.2772,119.8508,120.3758,2176446.0
2020-08-27,122.0598,123.1494,121.9112,122.0697,1578528.0
2020-08-28,122.6442,123.4367,122.3718,122.7136,967000.0
2020-08-29,122.6442,123.4367,122.3718,122.7136,967000.0
2020-08-30,122.6442,123.4367,122.3718,122.7136,967000.0
2020-08-31,122.565,122.6343,120.8909,121.3466,1280786.0
2020-09-01,120.8513,122.3471,120.8513,122.3272,843044.0
2020-09-02,122.357,122.5848,120.138,121.2376,1043890.0
2020-09-03,121.4753,121.614,120.3164,121.0197,674069.0
2020-09-04,121.0098,121.3961,120.1083,120.6432,1884602.0
2020-09-05,121.0098,121.3961,120.1083,120.6432,1884602.0
2020-09-06,121.0098,121.3961,120.1083,120.6432,1884602.0
2020-09-07,121.0098,121.3961,120.1083,120.6432,1884602.0
2020-09-08,120.673,121.5051,120.1876,120.6631,1412083.0
2020-09-09,108.5383,114.0658,107.0921,112.887,11457364.0
2020-09-10,112.986,114.9078,112.3719,113.2832,3675102.0
2020-09-11,113.1742,113.6695,112.3521,112.7384,2922754.0
2020-09-12,113.1742,113.6695,112.3521,112.7384,2922754.0
2020-09-13,113.1742,113.6695,112.3521,112.7384,2922754.0
2020-09-14,112.4313,112.9613,111.7082,112.1242,1886873.0
2020-09-15,112.253,113.0653,111.7973,112.9761,1203164.0
2020-09-16,113.412,115.0564,112.9761,114.7691,2507117.0
2020-09-17,114.7196,115.2049,113.7191,114.1153,1643839.0
2020-09-18,114.1452,116.4749,114.1452,115.7481,2618268.0
2020-09-19,114.1452,116.4749,114.1452,115.7481,2618268.0
2020-09-20,114.1452,116.4749,114.1452,115.7481,2618268.0
2020-09-21,115.091,115.2702,114.0852,114.7027,1685836.0
2020-09-22,114.8919,116.2559,114.2348,115.7581,1766187.0
2020-09-23,115.1906,116.3554,115.1906,115.9074,1586419.0
2020-09-24,114.9915,116.3853,114.633,115.6286,1789095.0
2020-09-25,115.3897,115.6585,115.0213,115.1408,784789.0
2020-09-26,115.3897,115.6585,115.0213,115.1408,784789.0
2020-09-27,115.3897,115.6585,115.0213,115.1408,784789.0
2020-09-28,115.4893,116.3156,115.32,116.1862,775752.0
2020-09-29,116.2359,116.2857,115.0811,115.9273,905570.0
2020-09-30,115.8278,116.1364,115.2404,115.3399,1187201.0
2020-10-01,115.6884,115.7979,115.2404,115.5191,1089597.0
2020-10-02,114.7724,115.7481,114.7724,115.5988,890955.0
2020-10-03,114.7724,115.7481,114.7724,115.5988,890955.0
2020-10-04,114.7724,115.7481,114.7724,115.5988,890955.0
2020-10-05,115.8676,116.6541,115.5988,116.4749,1492179.0
2020-10-06,116.8134,116.9329,116.007,116.4848,973911.0
2020-10-07,116.5944,117.1818,116.3554,117.1818,682384.0
2020-10-08,117.1818,117.4804,116.9229,117.4506,414303.0
2020-10-09,117.8189,117.9285,117.1121,117.8886,415541.0
2020-10-10,117.8189,117.9285,117.1121,117.8886,415541.0
2020-10-11,117.8189,117.9285,117.1121,117.8886,415541.0
2020-10-12,118.2271,118.2869,117.4982,118.1575,605507.0
2020-10-13,117.9683,118.5457,117.4804,118.4362,895675.0
2020-10-14,119.3721,119.4318,118.2471,118.5358,707018.0
2020-10-15,118.2371,121.4429,118.2371,121.1542,2208816.0
2020-10-16,121.2836,122.9712,121.2289,122.1797,2025415.0
2020-10-17,121.2836,122.9712,121.2289,122.1797,2025415.0
2020-10-18,121.2836,122.9712,121.2289,122.1797,2025415.0
2020-10-19,121.9507,122.2892,121.5624,121.652,1136856.0
2020-10-20,121.9606,122.4087,121.5823,121.7416,499585.0
2020-10-21,122.1498,122.7969,121.9805,122.2593,938565.0
2020-10-22,122.548,123.0359,121.9706,122.11,792793.0
2020-10-23,122.0602,123.1902,121.5574,122.9961,829487.0
2020-10-24,122.0602,123.1902,121.5574,122.9961,829487.0
2020-10-25,122.0602,123.1902,121.5574,122.9961,829487.0
2020-10-26,122.5082,122.9562,122.1299,122.2792,1784546.0
2020-10-27,122.3788,128.8402,122.3091,128.3125,8052503.0
2020-10-28,127.8347,130.2739,127.2473,129.3778,6735501.0
2020-10-29,130.1843,130.3137,130.0449,130.234,11137752.0
2020-10-30,130.1843,130.3336,130.1544,130.2639,4452031.0
2020-10-31,130.1843,130.3336,130.1544,130.2639,4452031.0
2020-11-01,130.1843,130.3336,130.1544,130.2639,4452031.0
2020-11-02,130.3236,130.3933,130.234,130.3436,3173581.0
2020-11-03,130.3236,130.5019,130.2838,130.4232,1777499.0
2020-11-04,130.3734,130.6124,130.3734,130.3933,1988929.0
2020-11-05,130.5029,130.6622,130.4431,130.5825,1001100.0
2020-11-06,130.6223,130.6393,130.5477,130.5725,927095.0
2020-11-07,130.6223,130.6393,130.5477,130.5725,927095.0
2020-11-08,130.6223,130.6393,130.5477,130.5725,927095.0
2020-11-09,130.6622,130.7219,130.5327,130.5825,2608222.0
2020-11-10,130.6024,130.7916,130.5725,130.5925,2009210.0
2020-11-11,130.7119,130.8513,130.6223,130.8214,1148864.0
2020-11-12,130.8115,130.8115,130.7119,130.7518,1237145.0
2020-11-13,130.7717,130.911,130.6323,130.7916,1189955.0
2020-11-14,130.7717,130.911,130.6323,130.7916,1189955.0
2020-11-15,130.7717,130.911,130.6323,130.7916,1189955.0
2020-11-16,130.8712,130.921,130.7916,130.911,886993.0
2020-11-17,130.8214,130.921,130.7966,130.8812,917819.0
2020-11-18,130.8812,130.911,130.7617,130.7916,853214.0
2020-11-19,130.8214,131.1201,130.7717,130.9509,1438192.0
2020-11-20,130.911,130.9509,130.8414,130.8513,922101.0
2020-11-21,130.911,130.9509,130.8414,130.8513,922101.0
2020-11-22,130.911,130.9509,130.8414,130.8513,922101.0
2020-11-23,130.921,130.9409,130.8563,130.9011,1734701.0
2020-11-24,130.9608,131.0007,130.9011,130.931,1949553.0
2020-11-25,130.8911,131.15,130.7916,131.0007,2431095.0
2020-11-26,130.8911,131.15,130.7916,131.0007,2431095.0
2020-11-27,131.0206,131.2107,131.0206,131.14,3203143.0
2020-11-28,131.0206,131.2107,131.0206,131.14,3203143.0
2020-11-29,131.0206,131.2107,131.0206,131.14,3203143.0
2020-11-30,131.3,131.5,131.16,131.48,7906815.0
2020-12-01,131.27,131.38,131.27,131.35,1813104.0
2020-12-02,131.35,131.36,131.31,131.33,1944102.0
2020-12-03,131.22,131.39,131.21,131.39,1416281.0
2020-12-04,131.36,131.37,131.21,131.26,2400529.0
2020-12-05,131.36,131.37,131.21,131.26,2400529.0
2020-12-06,131.36,131.37,131.21,131.26,2400529.0
2020-12-07,131.33,131.33,131.21,131.27,1937781.0
2020-12-08,131.2,131.32,131.2,131.3,2147175.0
2020-12-09,131.3,131.3,131.18,131.28,1616728.0
2020-12-10,131.26,131.34,131.23,131.25,1208794.0
2020-12-11,131.25,131.27,131.17,131.22,1067799.0
2020-12-12,131.25,131.27,131.17,131.22,1067799.0
2020-12-13,131.25,131.27,131.17,131.22,1067799.0
2020-12-14,131.21,131.26,131.05,131.11,1628613.0
2020-12-15,131.17,131.24,131.15,131.2,966069.0
2020-12-16,131.2,131.26,131.18,131.23,1462296.0
2020-12-17,131.24,131.24,131.2,131.22,1203661.0
2020-12-18,131.15,131.21,131.1,131.1,2292216.0
2020-12-19,131.15,131.21,131.1,131.1,2292216.0
2020-12-20,131.15,131.21,131.1,131.1,2292216.0
2020-12-21,131.11,131.23,131.05,131.13,2045917.0
2020-12-22,131.12,131.24,131.11,131.15,1098454.0
2020-12-23,131.22,131.22,131.12,131.15,1117717.0
2020-12-24,131.17,131.2,131.15,131.16,433142.0
2020-12-25,131.17,131.2,131.15,131.16,433142.0
2020-12-26,131.17,131.2,131.15,131.16,433142.0
2020-12-27,131.17,131.2,131.15,131.16,433142.0
2020-12-28,131.21,131.38,131.18,131.31,864414.0
2020-12-29,131.3,131.34,131.265,131.33,1533917.0
2020-12-30,131.4,131.41,131.33,131.35,2795305.0
2020-12-31,131.45,131.46,131.41,131.45,1385750.0
2021-01-01,131.45,131.46,131.41,131.45,1385750.0
2021-01-02,131.45,131.46,131.41,131.45,1385750.0
2021-01-03,131.45,131.46,131.41,131.45,1385750.0
2021-01-04,131.42,131.46,131.39,131.44,2840203.0
2021-01-05,131.44,131.46,131.43,131.43,2378044.0
2021-01-06,131.46,131.48,131.44,131.46,6340608.0
2021-01-07,131.46,131.48,131.44,131.46,6094.0
2021-01-08,131.46,131.48,131.44,131.46,6094.0
2021-01-09,131.46,131.48,131.44,131.46,6094.0
2021-01-10,131.46,131.48,131.44,131.46,6094.0
2021-01-11,131.46,131.48,131.44,131.46,6094.0
2021-01-12,131.46,131.48,131.44,131.46,6094.0
2021-01-13,131.46,131.48,131.44,131.46,6094.0
2021-01-14,131.46,131.48,131.44,131.46,6094.0
2021-01-15,131.46,131.48,131.44,131.46,6094.0
2021-01-16,131.46,131.48,131.44,131.46,6094.0
2021-01-17,131.46,131.48,131.44,131.46,6094.0
2021-01-18,131.46,131.48,131.44,131.46,6094.0
2021-01-19,131.46,131.48,131.44,131.46,6094.0
2021-01-20,131.46,131.48,131.44,131.46,6094.0
2021-01-21,131.46,131.48,131.44,131.46,6094.0
2021-01-22,131.46,131.48,131.44,131.46,6094.0
2021-01-23,131.46,131.48,131.44,131.46,6094.0
2021-01-24,131.46,131.48,131.44,131.46,6094.0
2021-01-25,131.46,131.48,131.44,131.46,6094.0
2021-01-26,131.46,131.48,131.44,131.46,6094.0
2021-01-27,131.46,131.48,131.44,131.46,6094.0
2021-01-28,131.46,131.48,131.44,131.46,6094.0
2021-01-29,131.46,131.48,131.44,131.46,6094.0
2021-01-30,131.46,131.48,131.44,131.46,6094.0
2021-01-31,131.46,131.48,131.44,131.46,6094.0
2021-02-01,131.46,131.48,131.44,131.46,6094.0
2021-02-02,131.46,131.48,131.44,131.46,6094.0
2021-02-03,131.46,131.48,131.44,131.46,6094.0
2021-02-04,131.46,131.48,131.44,131.46,6094.0
2021-02-05,131.46,131.48,131.44,131.46,6094.0
2021-02-06,131.46,131.48,131.44,131.46,6094.0
2021-02-07,131.46,131.48,131.44,131.46,6094.0
2021-02-08,131.46,131.48,131.44,131.46,6094.0
2021-02-09,131.46,131.48,131.44,131.46,6094.0
2021-02-10,131.46,131.48,131.44,131.46,6094.0
2021-02-11,131.46,131.48,131.44,131.46,6094.0
2021-02-12,131.46,131.48,131.44,131.46,6094.0
2021-02-13,131.46,131.48,131.44,131.46,6094.0
2021-02-14,131.46,131.48,131.44,131.46,6094.0
2021-02-15,131.46,131.48,131.44,131.46,6094.0
2021-02-16,131.46,131.48,131.44,131.46,6094.0
2021-02-17,131.46,131.48,131.44,131.46,6094.0
2021-02-18,131.46,131.48,131.44,131.46,6094.0
2021-02-19,131.46,131.48,131.44,131.46,6094.0
2021-02-20,131.46,131.48,131.44,131.46,6094.0
2021-02-21,131.46,131.48,131.44,131.46,6094.0
2021-02-22,131.46,131.48,131.44,131.46,6094.0
2021-02-23,131.46,131.48,131.44,131.46,6094.0
2021-02-24,131.46,131.48,131.44,131.46,6094.0
2021-02-25,131.46,131.48,131.44,131.46,6094.0
2021-02-26,131.46,131.48,131.44,131.46,6094.0
2021-02-27,131.46,131.48,131.44,131.46,6094.0
2021-02-28,131.46,131.48,131.44,131.46,6094.0
2021-03-01,131.46,131.48,131.44,131.46,6094.0
2021-03-02,131.46,131.48,131.44,131.46,6094.0
2021-03-03,131.46,131.48,131.44,131.46,6094.0
2021-03-04,131.46,131.48,131.44,131.46,6094.0
2021-03-05,131.46,131.48,131.44,131.46,6094.0
2021-03-06,131.46,131.48,131.44,131.46,6094.0
2021-03-07,131.46,131.48,131.44,131.46,6094.0
2021-03-08,131.46,131.48,131.44,131.46,6094.0
2021-03-09,131.46,131.48,131.44,131.46,6094.0
2021-03-10,131.46,131.48,131.44,131.46,6094.0
2021-03-11,131.46,131.48,131.44,131.46,6094.0
2021-03-12,131.46,131.48,131.44,131.46,6094.0
2021-03-13,131.46,131.48,131.44,131.46,6094.0
2021-03-14,131.46,131.48,131.44,131.46,6094.0
2021-03-15,131.46,131.48,131.44,131.46,6094.0
2021-03-16,131.46,131.48,131.44,131.46,6094.0
