,SEIC US Equity,SEIC US Equity,SEIC US Equity,SEIC US Equity,SEIC US Equity
2019-02-17,48.1229,48.975,48.1229,48.8533,1127032.0
2019-02-18,48.1229,48.975,48.1229,48.8533,1127032.0
2019-02-19,48.5443,49.2747,48.1697,49.1436,1141257.0
2019-02-20,49.078,49.2559,48.7737,49.2278,520753.0
2019-02-21,49.2372,49.2372,48.8252,48.9937,472274.0
2019-02-22,49.1623,49.3505,48.9282,49.3028,325568.0
2019-02-23,49.1623,49.3505,48.9282,49.3028,325568.0
2019-02-24,49.1623,49.3505,48.9282,49.3028,325568.0
2019-02-25,49.5088,49.874,49.2466,49.3308,705256.0
2019-02-26,49.2185,49.579,49.036,49.3683,569452.0
2019-02-27,49.3121,49.6867,49.0499,49.4339,510192.0
2019-02-28,49.4245,49.6352,49.1061,49.3964,631686.0
2019-03-01,49.49,50.1643,49.2466,49.5369,643545.0
2019-03-02,49.49,50.1643,49.2466,49.5369,643545.0
2019-03-03,49.49,50.1643,49.2466,49.5369,643545.0
2019-03-04,49.6211,49.8552,48.7784,49.387,634793.0
2019-03-05,49.387,49.5181,48.4319,48.4787,806487.0
2019-03-06,48.4412,48.4974,47.6266,47.7015,480307.0
2019-03-07,47.6546,47.6546,46.6901,46.8681,1004554.0
2019-03-08,46.353,47.046,46.353,46.9336,594879.0
2019-03-09,46.353,47.046,46.353,46.9336,594879.0
2019-03-10,46.353,47.046,46.353,46.9336,594879.0
2019-03-11,47.2426,47.6827,47.1677,47.6827,446360.0
2019-03-12,47.6827,48.0948,47.4299,47.6172,737787.0
2019-03-13,47.8607,48.2446,46.5965,48.2446,643012.0
2019-03-14,48.2821,48.5817,47.9449,48.2352,737599.0
2019-03-15,48.2821,49.0593,48.2821,49.0593,1487725.0
2019-03-16,48.2821,49.0593,48.2821,49.0593,1487725.0
2019-03-17,48.2821,49.0593,48.2821,49.0593,1487725.0
2019-03-18,48.9656,49.5462,48.8814,49.3777,760271.0
2019-03-19,49.6211,49.7241,48.872,49.0125,558859.0
2019-03-20,48.9001,48.9282,48.2727,48.3476,722896.0
2019-03-21,48.0105,49.2372,47.9262,48.9469,825220.0
2019-03-22,48.5255,48.6941,47.1583,47.1583,751283.0
2019-03-23,48.5255,48.6941,47.1583,47.1583,751283.0
2019-03-24,48.5255,48.6941,47.1583,47.1583,751283.0
2019-03-25,47.0553,47.3456,46.7089,47.046,453961.0
2019-03-26,47.3737,47.7202,47.0834,47.664,648893.0
2019-03-27,47.767,48.165,47.5236,47.9449,451802.0
2019-03-28,47.9356,48.7503,47.9356,48.7315,466969.0
2019-03-29,49.1436,49.3964,48.8392,48.9282,717269.0
2019-03-30,49.1436,49.3964,48.8392,48.9282,717269.0
2019-03-31,49.1436,49.3964,48.8392,48.9282,717269.0
2019-04-01,49.3402,50.5576,49.1623,50.5295,627913.0
2019-04-02,50.5107,51.007,50.0238,50.7074,738713.0
2019-04-03,50.8853,51.2692,50.7355,50.8947,623651.0
2019-04-04,51.007,51.6532,50.7449,51.6251,713786.0
2019-04-05,51.6719,52.0839,51.5595,51.906,521835.0
2019-04-06,51.6719,52.0839,51.5595,51.906,521835.0
2019-04-07,51.6719,52.0839,51.5595,51.906,521835.0
2019-04-08,51.8873,52.1682,51.4097,52.1495,441189.0
2019-04-09,51.9997,51.9997,51.4167,51.5314,492334.0
2019-04-10,51.8311,52.5241,51.4472,52.496,509287.0
2019-04-11,52.7394,52.9923,52.4304,52.6552,676685.0
2019-04-12,53.2732,53.7976,53.1327,53.7227,434831.0
2019-04-13,53.2732,53.7976,53.1327,53.7227,434831.0
2019-04-14,53.2732,53.7976,53.1327,53.7227,434831.0
2019-04-15,53.629,54.0598,53.3387,53.3575,420219.0
2019-04-16,53.5635,54.2752,53.5635,54.2752,508875.0
2019-04-17,54.3126,54.528,53.9966,54.3501,714342.0
2019-04-18,54.4718,54.7153,54.0973,54.631,377430.0
2019-04-19,54.4718,54.7153,54.0973,54.631,377430.0
2019-04-20,54.4718,54.7153,54.0973,54.631,377430.0
2019-04-21,54.4718,54.7153,54.0973,54.631,377430.0
2019-04-22,54.322,54.322,52.8237,52.8424,1108218.0
2019-04-23,53.0765,54.219,53.0765,53.8257,1786270.0
2019-04-24,53.5354,53.807,53.1889,53.3762,1250399.0
2019-04-25,52.2431,52.908,48.5723,49.9021,1626500.0
2019-04-26,49.6305,50.4733,49.387,50.4452,929987.0
2019-04-27,49.6305,50.4733,49.387,50.4452,929987.0
2019-04-28,49.6305,50.4733,49.387,50.4452,929987.0
2019-04-29,50.6138,51.4565,50.2638,50.9509,729768.0
2019-04-30,50.8104,51.1662,50.3422,50.9883,1003892.0
2019-05-01,51.1381,51.1569,50.3047,50.3047,406038.0
2019-05-02,50.3609,50.9321,49.6399,50.2111,536601.0
2019-05-03,50.2673,50.8104,50.2017,50.2392,563295.0
2019-05-04,50.2673,50.8104,50.2017,50.2392,563295.0
2019-05-05,50.2673,50.8104,50.2017,50.2392,563295.0
2019-05-06,49.4151,50.7636,48.8345,50.4733,608025.0
2019-05-07,49.9021,50.3984,49.4058,49.7897,567185.0
2019-05-08,49.6211,49.9957,49.3215,49.49,805994.0
2019-05-09,49.0499,49.4432,48.5349,49.2559,747731.0
2019-05-10,49.0687,49.7241,48.5723,49.565,466862.0
2019-05-11,49.0687,49.7241,48.5723,49.565,466862.0
2019-05-12,49.0687,49.7241,48.5723,49.565,466862.0
2019-05-13,48.5911,48.666,47.0647,47.1864,965479.0
2019-05-14,47.2426,48.3851,47.1771,48.179,602628.0
2019-05-15,47.5704,48.2071,47.2801,47.9824,558524.0
2019-05-16,47.8794,48.6941,47.8794,48.4412,404155.0
2019-05-17,48.0479,48.769,48.0011,48.076,627564.0
2019-05-18,48.0479,48.769,48.0011,48.076,627564.0
2019-05-19,48.0479,48.769,48.0011,48.076,627564.0
2019-05-20,47.8232,48.3289,47.5423,48.0667,282453.0
2019-05-21,48.3008,49.2185,48.3008,49.1904,679254.0
2019-05-22,48.9469,49.4058,48.776,49.0312,627231.0
2019-05-23,48.6941,48.7503,47.973,48.2165,470985.0
2019-05-24,48.4225,48.7784,48.2071,48.7315,374150.0
2019-05-25,48.4225,48.7784,48.2071,48.7315,374150.0
2019-05-26,48.4225,48.7784,48.2071,48.7315,374150.0
2019-05-27,48.4225,48.7784,48.2071,48.7315,374150.0
2019-05-28,48.872,48.961,47.6546,47.7108,953083.0
2019-05-29,47.4018,48.0011,46.8774,47.9168,535713.0
2019-05-30,47.9637,48.4319,47.4299,47.6453,386498.0
2019-05-31,47.1583,47.5329,46.9336,47.0553,691956.0
2019-06-01,47.1583,47.5329,46.9336,47.0553,691956.0
2019-06-02,47.1583,47.5329,46.9336,47.0553,691956.0
2019-06-03,47.0834,47.5142,46.737,47.1022,392185.0
2019-06-04,47.7389,48.6941,47.4627,48.6566,766532.0
2019-06-05,48.7222,49.8459,48.4881,49.7429,643392.0
2019-06-06,49.6492,50.0428,49.1717,49.8178,584836.0
2019-06-07,49.7803,50.5388,49.7335,50.4171,420492.0
2019-06-08,49.7803,50.5388,49.7335,50.4171,420492.0
2019-06-09,49.7803,50.5388,49.7335,50.4171,420492.0
2019-06-10,50.7636,51.5268,50.7636,51.1569,538330.0
2019-06-11,51.6845,51.9577,50.9449,51.4207,591034.0
2019-06-12,51.1946,51.6562,50.5351,50.7612,928265.0
2019-06-13,50.8083,50.9779,50.4315,50.8648,650770.0
2019-06-14,50.9685,51.0721,50.5728,50.8083,408435.0
2019-06-15,50.9685,51.0721,50.5728,50.8083,408435.0
2019-06-16,50.9685,51.0721,50.5728,50.8083,408435.0
2019-06-17,50.7989,51.2417,50.13,50.1959,516500.0
2019-06-18,50.422,51.5996,50.422,51.1946,480849.0
2019-06-19,51.0533,51.7222,50.9308,51.4678,545046.0
2019-06-20,52.0236,52.2874,51.025,51.9294,582224.0
2019-06-21,51.8635,52.0048,51.1569,51.2605,920348.0
2019-06-22,51.8635,52.0048,51.1569,51.2605,920348.0
2019-06-23,51.8635,52.0048,51.1569,51.2605,920348.0
2019-06-24,51.4018,51.8164,50.9496,51.3924,615801.0
2019-06-25,51.6091,51.6185,50.7706,50.8931,534095.0
2019-06-26,51.1757,51.7646,51.1757,51.4301,513927.0
2019-06-27,51.6374,52.3157,51.3265,52.1555,561812.0
2019-06-28,52.6643,53.2296,52.2874,52.8527,1839196.0
2019-06-29,52.6643,53.2296,52.2874,52.8527,1839196.0
2019-06-30,52.6643,53.2296,52.2874,52.8527,1839196.0
2019-07-01,53.5781,54.2094,52.9752,53.3803,474901.0
2019-07-02,53.3614,53.3614,52.6172,53.0223,380158.0
2019-07-03,53.2955,53.5404,53.1542,53.418,253118.0
2019-07-04,53.2955,53.5404,53.1542,53.418,253118.0
2019-07-05,53.352,53.597,52.8056,53.352,308719.0
2019-07-06,53.352,53.597,52.8056,53.352,308719.0
2019-07-07,53.352,53.597,52.8056,53.352,308719.0
2019-07-08,52.8998,52.9563,52.3063,52.5041,384986.0
2019-07-09,52.1932,52.7585,52.1367,52.7491,412132.0
2019-07-10,52.7962,53.2013,52.6454,52.7868,336182.0
2019-07-11,52.8433,52.9187,52.5324,52.8527,393713.0
2019-07-12,53.1919,53.6347,52.9375,53.5876,484185.0
2019-07-13,53.1919,53.6347,52.9375,53.5876,484185.0
2019-07-14,53.1919,53.6347,52.9375,53.5876,484185.0
2019-07-15,53.7006,54.1528,52.7679,53.1353,551283.0
2019-07-16,53.173,53.5593,52.994,53.1259,383008.0
2019-07-17,52.9092,53.1165,52.1461,52.702,544083.0
2019-07-18,52.7679,53.0411,52.5512,53.0034,446567.0
2019-07-19,53.1259,53.8608,53.1259,53.2955,382971.0
2019-07-20,53.1259,53.8608,53.1259,53.2955,382971.0
2019-07-21,53.1259,53.8608,53.1259,53.2955,382971.0
2019-07-22,53.4462,53.5499,52.9375,53.2296,287863.0
2019-07-23,53.4839,54.492,53.0882,54.4072,522228.0
2019-07-24,54.3412,55.387,54.2282,55.3682,640343.0
2019-07-25,56.527,56.819,55.5001,56.2255,708821.0
2019-07-26,56.2161,57.4125,55.99,57.3749,702991.0
2019-07-27,56.2161,57.4125,55.99,57.3749,702991.0
2019-07-28,56.2161,57.4125,55.99,57.3749,702991.0
2019-07-29,57.3183,57.601,56.7531,56.9038,394143.0
2019-07-30,56.5458,56.9839,56.4893,56.9132,563918.0
2019-07-31,57.1205,57.5256,55.8204,56.1407,965674.0
2019-08-01,56.0653,56.527,54.9536,55.0667,992812.0
2019-08-02,54.7746,55.387,53.889,54.3318,471684.0
2019-08-03,54.7746,55.387,53.889,54.3318,471684.0
2019-08-04,54.7746,55.387,53.889,54.3318,471684.0
2019-08-05,53.2955,54.7416,52.0519,52.523,578103.0
2019-08-06,52.8904,53.7006,52.5512,53.6441,530851.0
2019-08-07,52.7302,54.2706,52.3345,54.134,562268.0
2019-08-08,54.6898,55.0573,54.134,54.5674,597046.0
2019-08-09,54.4637,54.9159,53.8325,54.1811,295195.0
2019-08-10,54.4637,54.9159,53.8325,54.1811,295195.0
2019-08-11,54.4637,54.9159,53.8325,54.1811,295195.0
2019-08-12,53.4745,54.1434,53.0223,53.5216,357660.0
2019-08-13,53.4745,54.605,53.3991,54.2659,300366.0
2019-08-14,53.1636,53.5593,52.4005,52.457,289085.0
2019-08-15,52.7208,53.0317,52.1838,52.3063,358693.0
2019-08-16,52.457,53.5216,52.457,53.2861,272523.0
2019-08-17,52.457,53.5216,52.457,53.2861,272523.0
2019-08-18,52.457,53.5216,52.457,53.2861,272523.0
2019-08-19,54.2282,54.2282,53.6252,53.8608,178414.0
2019-08-20,53.5404,53.8796,53.2578,53.3143,246447.0
2019-08-21,53.8231,54.0775,53.4274,53.6535,244158.0
2019-08-22,53.7006,54.0492,53.239,53.531,255297.0
2019-08-23,53.3991,53.5357,51.9671,52.1744,388031.0
2019-08-24,53.3991,53.5357,51.9671,52.1744,388031.0
2019-08-25,53.3991,53.5357,51.9671,52.1744,388031.0
2019-08-26,52.7491,52.881,52.2356,52.4759,442061.0
2019-08-27,52.9092,53.3426,52.2498,52.5983,413289.0
2019-08-28,52.2121,53.06,52.2121,52.881,238950.0
2019-08-29,53.4462,54.0303,53.4462,53.9361,177500.0
2019-08-30,54.313,54.5485,53.889,54.1811,289773.0
2019-08-31,54.313,54.5485,53.889,54.1811,289773.0
2019-09-01,54.313,54.5485,53.889,54.1811,289773.0
2019-09-02,54.313,54.5485,53.889,54.1811,289773.0
2019-09-03,53.8985,53.8985,53.0129,53.2955,463869.0
2019-09-04,53.71,54.119,53.5876,54.0586,311458.0
2019-09-05,54.6427,55.9617,54.1434,55.4058,370574.0
2019-09-06,55.2739,55.8204,55.0007,55.4624,296250.0
2019-09-07,55.2739,55.8204,55.0007,55.4624,296250.0
2019-09-08,55.2739,55.8204,55.0007,55.4624,296250.0
2019-09-09,55.7544,56.3715,55.5283,56.348,342414.0
2019-09-10,56.4516,56.5175,55.4247,56.5175,392316.0
2019-09-11,56.6023,57.1959,56.0276,57.1959,469504.0
2019-09-12,57.0169,57.5821,56.6494,57.2241,350978.0
2019-09-13,57.4691,57.7988,56.8661,57.1205,395716.0
2019-09-14,57.4691,57.7988,56.8661,57.1205,395716.0
2019-09-15,57.4691,57.7988,56.8661,57.1205,395716.0
2019-09-16,56.706,57.189,56.366,57.0828,325465.0
2019-09-17,56.8567,57.186,56.1313,56.4422,442533.0
2019-09-18,56.3291,56.8002,56.0088,56.7531,536843.0
2019-09-19,56.8661,57.0545,56.4233,56.6589,486468.0
2019-09-20,56.6871,56.6871,55.7262,55.7638,1287458.0
2019-09-21,56.6871,56.6871,55.7262,55.7638,1287458.0
2019-09-22,56.6871,56.6871,55.7262,55.7638,1287458.0
2019-09-23,55.7262,56.3856,55.6037,56.1218,404858.0
2019-09-24,56.4233,56.7719,55.0573,55.3022,654067.0
2019-09-25,55.3964,56.1313,55.3587,56.0653,496932.0
2019-09-26,56.0559,56.6117,55.5189,55.6791,320587.0
2019-09-27,55.9052,56.0559,55.3399,55.5283,314890.0
2019-09-28,55.9052,56.0559,55.3399,55.5283,314890.0
2019-09-29,55.9052,56.0559,55.3399,55.5283,314890.0
2019-09-30,55.7827,56.1972,55.4341,55.8251,486286.0
2019-10-01,56.2914,56.4045,54.0775,54.3978,512491.0
2019-10-02,54.1717,54.1717,52.8904,53.1353,398679.0
2019-10-03,52.9281,53.3688,52.2121,53.2767,430480.0
2019-10-04,53.7006,54.6898,53.2484,54.605,517689.0
2019-10-05,53.7006,54.6898,53.2484,54.605,517689.0
2019-10-06,53.7006,54.6898,53.2484,54.605,517689.0
2019-10-07,54.3601,54.963,53.9832,54.6898,578835.0
2019-10-08,54.1717,54.6898,53.6441,54.1622,496359.0
2019-10-09,54.6427,54.9065,54.134,54.5203,467731.0
2019-10-10,54.5768,55.6696,54.3133,55.1703,615335.0
2019-10-11,55.8957,56.64,55.566,55.7356,627759.0
2019-10-12,55.8957,56.64,55.566,55.7356,627759.0
2019-10-13,55.8957,56.64,55.566,55.7356,627759.0
2019-10-14,55.6319,55.6607,55.1138,55.4105,503177.0
2019-10-15,55.4058,56.2981,55.3399,56.0936,458462.0
2019-10-16,56.3385,56.348,55.3493,55.387,767914.0
2019-10-17,55.8863,55.957,55.0573,55.2268,829635.0
2019-10-18,55.2363,55.7544,54.6333,55.3022,487969.0
2019-10-19,55.2363,55.7544,54.6333,55.3022,487969.0
2019-10-20,55.2363,55.7544,54.6333,55.3022,487969.0
2019-10-21,55.7921,56.1218,55.1232,55.208,444279.0
2019-10-22,55.1138,55.3493,54.0869,54.1528,509541.0
2019-10-23,54.2941,54.4637,53.6818,53.9738,985371.0
2019-10-24,56.527,57.601,54.6145,56.282,1210512.0
2019-10-25,55.8769,56.3385,55.6319,56.1501,541395.0
2019-10-26,55.8769,56.3385,55.6319,56.1501,541395.0
2019-10-27,55.8769,56.3385,55.6319,56.1501,541395.0
2019-10-28,56.527,56.819,55.9476,56.5741,482324.0
2019-10-29,56.3574,57.243,56.1878,57.2147,497408.0
2019-10-30,56.9698,57.4879,56.5741,57.4408,367365.0
2019-10-31,57.1864,57.601,56.3762,56.4516,682214.0
2019-11-01,57.1676,58.0532,56.9415,57.5444,519981.0
2019-11-02,57.1676,58.0532,56.9415,57.5444,519981.0
2019-11-03,57.1676,58.0532,56.9415,57.5444,519981.0
2019-11-04,57.7329,58.675,57.6575,58.6656,613282.0
2019-11-05,58.9294,59.2874,58.7409,59.0047,748092.0
2019-11-06,59.1366,59.1649,58.5242,58.967,385703.0
2019-11-07,59.3439,59.5606,58.7032,58.9105,413447.0
2019-11-08,58.8163,58.9953,58.3641,58.8257,254758.0
2019-11-09,58.8163,58.9953,58.3641,58.8257,254758.0
2019-11-10,58.8163,58.9953,58.3641,58.8257,254758.0
2019-11-11,58.7598,59.3156,58.3923,58.9765,297530.0
2019-11-12,59.1084,59.2403,58.7127,59.1178,381075.0
2019-11-13,58.6185,59.2497,58.251,59.0989,680619.0
2019-11-14,59.1178,59.3533,58.8822,59.1649,550990.0
2019-11-15,59.3533,59.3533,58.7739,59.1366,424279.0
2019-11-16,59.3533,59.3533,58.7739,59.1366,424279.0
2019-11-17,59.3533,59.3533,58.7739,59.1366,424279.0
2019-11-18,59.0895,59.0895,58.1191,58.675,737815.0
2019-11-19,58.9859,59.6077,58.5855,59.3439,899937.0
2019-11-20,59.3156,59.7113,58.854,59.6454,984124.0
2019-11-21,59.7961,60.0787,59.1366,59.2497,519828.0
2019-11-22,59.4193,59.5323,59.0094,59.3863,409233.0
2019-11-23,59.4193,59.5323,59.0094,59.3863,409233.0
2019-11-24,59.4193,59.5323,59.0094,59.3863,409233.0
2019-11-25,59.6925,60.0599,59.2685,60.0316,429520.0
2019-11-26,60.0599,60.4085,59.862,60.3143,799271.0
2019-11-27,60.5215,61.2093,60.0787,61.1999,624321.0
2019-11-28,60.5215,61.2093,60.0787,61.1999,624321.0
2019-11-29,60.9549,61.0585,60.6911,60.7947,325671.0
2019-11-30,60.9549,61.0585,60.6911,60.7947,325671.0
2019-12-01,60.9549,61.0585,60.6911,60.7947,325671.0
2019-12-02,60.9172,60.9172,59.9186,60.0976,827678.0
2019-12-03,59.4098,59.7678,58.9105,59.6736,592919.0
2019-12-04,59.7019,60.4273,59.5888,59.8432,913697.0
2019-12-05,59.8997,60.3896,59.4381,60.3048,565328.0
2019-12-06,60.7571,60.8795,60.5262,60.6628,503288.0
2019-12-07,60.7571,60.8795,60.5262,60.6628,503288.0
2019-12-08,60.7571,60.8795,60.5262,60.6628,503288.0
2019-12-09,60.7476,60.8324,60.3331,60.7005,594316.0
2019-12-10,60.6063,60.9643,60.4367,60.889,664857.0
2019-12-11,60.9832,61.068,60.6252,61.0209,419378.0
2019-12-12,60.8324,61.9535,60.7759,61.897,595119.0
2019-12-13,61.7745,62.1608,61.4919,61.9912,667821.0
2019-12-14,61.7745,62.1608,61.4919,61.9912,667821.0
2019-12-15,61.7745,62.1608,61.4919,61.9912,667821.0
2019-12-16,62.2739,62.8014,62.1514,62.2927,758313.0
2019-12-17,62.3681,62.8768,61.9441,62.8391,969862.0
2019-12-18,63.0276,63.2066,62.5282,63.0652,881420.0
2019-12-19,63.1406,63.1406,62.5282,63.0935,675359.0
2019-12-20,63.2254,63.2537,62.0289,62.321,1788338.0
2019-12-21,63.2254,63.2537,62.0289,62.321,1788338.0
2019-12-22,63.2254,63.2537,62.0289,62.321,1788338.0
2019-12-23,62.1797,62.4246,61.9441,62.1043,757326.0
2019-12-24,62.2079,62.3021,61.9017,62.1608,149571.0
2019-12-25,62.2079,62.3021,61.9017,62.1608,149571.0
2019-12-26,62.1987,62.535,61.9714,62.4829,278820.0
2019-12-27,62.5492,62.7765,62.1892,62.3503,204865.0
2019-12-28,62.5492,62.7765,62.1892,62.3503,204865.0
2019-12-29,62.5492,62.7765,62.1892,62.3503,204865.0
2019-12-30,62.3692,62.5681,61.7314,62.0472,330470.0
2019-12-31,61.943,62.5539,61.943,62.0188,517790.0
2020-01-01,61.943,62.5539,61.943,62.0188,517790.0
2020-01-02,62.0377,62.4071,61.602,62.3218,449468.0
2020-01-03,61.3368,61.6494,60.9296,61.5073,445856.0
2020-01-04,61.3368,61.6494,60.9296,61.5073,445856.0
2020-01-05,61.3368,61.6494,60.9296,61.5073,445856.0
2020-01-06,61.2232,61.5925,60.5696,61.5547,618929.0
2020-01-07,61.7062,61.9619,60.6359,61.5357,423839.0
2020-01-08,61.5357,62.1703,61.4978,61.9809,537730.0
2020-01-09,62.4829,62.6533,61.8483,62.3124,445710.0
2020-01-10,62.2082,62.3597,61.7251,61.8767,266762.0
2020-01-11,62.2082,62.3597,61.7251,61.8767,266762.0
2020-01-12,62.2082,62.3597,61.7251,61.8767,266762.0
2020-01-13,62.1135,62.7481,62.0296,62.6723,331186.0
2020-01-14,62.6628,62.8522,62.0756,62.1987,402349.0
2020-01-15,62.1229,62.9648,61.6683,61.8104,568486.0
2020-01-16,62.1608,62.8049,61.943,62.8049,593554.0
2020-01-17,62.8901,63.1553,61.7725,61.8104,513366.0
2020-01-18,62.8901,63.1553,61.7725,61.8104,513366.0
2020-01-19,62.8901,63.1553,61.7725,61.8104,513366.0
2020-01-20,62.8901,63.1553,61.7725,61.8104,513366.0
2020-01-21,61.4599,62.1229,61.4599,61.6304,536470.0
2020-01-22,61.8388,62.2271,61.3652,61.4221,446968.0
2020-01-23,61.2895,61.8199,60.6359,61.8009,544991.0
2020-01-24,61.7346,61.8483,59.9445,60.3423,411986.0
2020-01-25,61.7346,61.8483,59.9445,60.3423,411986.0
2020-01-26,61.7346,61.8483,59.9445,60.3423,411986.0
2020-01-27,59.0732,59.9635,58.8553,59.4804,420779.0
2020-01-28,59.8025,60.5791,59.6699,60.0961,600598.0
2020-01-29,60.0487,60.8254,59.7646,59.7646,1569215.0
2020-01-30,58.7322,63.6857,58.5049,63.61,1600859.0
2020-01-31,63.3448,63.3448,61.6967,61.8104,967117.0
2020-02-01,63.3448,63.3448,61.6967,61.8104,967117.0
2020-02-02,63.3448,63.3448,61.6967,61.8104,967117.0
2020-02-03,61.943,64.4056,61.4126,63.9036,1171280.0
2020-02-04,64.434,65.3053,64.3582,64.4056,916949.0
2020-02-05,65.3053,65.5327,64.8285,65.3622,406865.0
2020-02-06,65.4095,65.6368,64.8791,65.078,392319.0
2020-02-07,64.9265,65.0307,64.4056,64.4813,295240.0
2020-02-08,64.9265,65.0307,64.4056,64.4813,295240.0
2020-02-09,64.9265,65.0307,64.4056,64.4813,295240.0
2020-02-10,64.093,64.9738,64.093,64.8128,529598.0
2020-02-11,65.0023,65.2959,64.7181,65.1822,362513.0
2020-02-12,65.5327,65.8452,65.0307,65.2485,371970.0
2020-02-13,64.9265,65.5327,64.917,65.2201,299401.0
2020-02-14,65.4569,65.4569,64.7465,64.917,366143.0
2020-02-15,65.4569,65.4569,64.7465,64.917,366143.0
2020-02-16,65.4569,65.4569,64.7465,64.917,366143.0
2020-02-17,65.4569,65.4569,64.7465,64.917,366143.0
2020-02-18,64.9075,65.2201,64.7181,65.1633,525005.0
2020-02-19,65.4569,65.6937,64.9075,65.4758,330645.0
2020-02-20,65.2296,65.9304,64.5666,65.58,355987.0
2020-02-21,65.3243,65.4379,64.3393,64.756,405095.0
2020-02-22,65.3243,65.4379,64.3393,64.756,405095.0
2020-02-23,65.3243,65.4379,64.3393,64.756,405095.0
2020-02-24,62.5302,63.3826,62.327,62.606,407815.0
2020-02-25,62.3976,62.606,59.9824,60.1245,448562.0
2020-02-26,60.5412,61.0811,59.119,59.8972,753221.0
2020-02-27,59.8309,59.8309,56.0802,56.0802,1153089.0
2020-02-28,54.1101,55.1804,51.4676,51.8181,2042234.0
2020-02-29,54.1101,55.1804,51.4676,51.8181,2042234.0
2020-03-01,54.1101,55.1804,51.4676,51.8181,2042234.0
2020-03-02,52.0359,54.309,51.1456,54.2617,1258561.0
2020-03-03,54.2143,55.2562,51.7265,52.8978,834334.0
2020-03-04,53.9965,55.2088,52.9452,55.152,709178.0
2020-03-05,53.5703,53.9491,51.8654,52.822,742224.0
2020-03-06,50.7667,52.5474,50.5678,52.3958,888639.0
2020-03-07,50.7667,52.5474,50.5678,52.3958,888639.0
2020-03-08,50.7667,52.5474,50.5678,52.3958,888639.0
2020-03-09,50.852,52.0927,48.9388,49.5165,1332026.0
2020-03-10,51.8559,52.0264,49.0714,51.9696,885918.0
2020-03-11,50.3026,51.1361,47.376,48.1147,850262.0
2020-03-12,45.0934,46.6277,42.2898,43.7011,1062872.0
2020-03-13,46.4099,49.1661,43.7389,49.0335,974634.0
