,ALGT US Equity,ALGT US Equity,ALGT US Equity,ALGT US Equity,ALGT US Equity
2023-01-31,82.252,83.422,81.209,83.151,218416.0
2023-02-01,82.272,82.513,79.044,81.566,422174.0
2023-02-02,93.754,100.01,90.816,98.829,608489.0
2023-02-03,96.654,98.287,94.518,97.301,349541.0
2023-02-04,96.654,98.287,94.518,97.301,349541.0
2023-02-05,96.654,98.287,94.518,97.301,349541.0
2023-02-06,95.968,97.119,93.368,93.474,237575.0
2023-02-07,93.387,96.262,92.69,96.016,210718.0
2023-02-08,95.204,95.895,92.807,92.991,132427.0
2023-02-09,94.305,94.305,89.753,90.864,228625.0
2023-02-10,89.675,89.743,86.389,87.936,197924.0
2023-02-11,89.675,89.743,86.389,87.936,197924.0
2023-02-12,89.675,89.743,86.389,87.936,197924.0
2023-02-13,87.8,89.627,87.071,89.531,119991.0
2023-02-14,89.221,93.542,87.704,92.169,250468.0
2023-02-15,92.169,99.776,91.87,99.631,359100.0
2023-02-16,97.62,98.819,96.654,97.388,234059.0
2023-02-17,97.669,97.669,96.436,97.041,201459.0
2023-02-18,97.669,97.669,96.436,97.041,201459.0
2023-02-19,97.669,97.669,96.436,97.041,201459.0
2023-02-20,97.669,97.669,96.436,97.041,201459.0
2023-02-21,95.533,95.944,93.309,94.073,146961.0
2023-02-22,93.986,96.258,93.271,95.397,155647.0
2023-02-23,96.731,99.322,96.093,98.21,180255.0
2023-02-24,95.929,97.906,94.811,97.562,144649.0
2023-02-25,95.929,97.906,94.811,97.562,144649.0
2023-02-26,95.929,97.906,94.811,97.562,144649.0
2023-02-27,98.771,100.269,97.272,97.765,178431.0
2023-02-28,97.543,100.723,97.05,99.119,190280.0
2023-03-01,99.215,101.124,97.91,99.718,183039.0
2023-03-02,98.481,100.854,97.426,100.259,132042.0
2023-03-03,101.235,101.98,99.95,100.868,158995.0
2023-03-04,101.235,101.98,99.95,100.868,158995.0
2023-03-05,101.235,101.98,99.95,100.868,158995.0
2023-03-06,101.487,101.487,96.828,97.475,172063.0
2023-03-07,98.191,100.82,97.833,100.085,182530.0
2023-03-08,100.133,100.636,98.017,100.539,162717.0
2023-03-09,100.472,100.617,96.03,97.398,207066.0
2023-03-10,94.866,95.571,90.681,92.846,322162.0
2023-03-11,94.866,95.571,90.681,92.846,322162.0
2023-03-12,94.866,95.571,90.681,92.846,322162.0
2023-03-13,88.361,90.516,86.515,88.003,275989.0
2023-03-14,90.99,91.812,87.955,89.231,174772.0
2023-03-15,85.993,86.882,80.703,82.436,305379.0
2023-03-16,81.528,84.176,80.503,83.48,208674.0
2023-03-17,81.827,81.827,77.429,78.174,622201.0
2023-03-18,81.827,81.827,77.429,78.174,622201.0
2023-03-19,81.827,81.827,77.429,78.174,622201.0
2023-03-20,78.435,82.156,78.193,80.049,301768.0
2023-03-21,82.562,82.939,81.45,81.595,174593.0
2023-03-22,81.798,81.798,78.763,78.763,169119.0
2023-03-23,79.565,80.754,76.816,78.164,147127.0
2023-03-24,76.859,79.541,75.738,79.498,198066.0
2023-03-25,76.859,79.541,75.738,79.498,198066.0
2023-03-26,76.859,79.541,75.738,79.498,198066.0
2023-03-27,80.696,82.62,79.353,81.779,205508.0
2023-03-28,81.17,83.122,80.247,83.122,145984.0
2023-03-29,84.553,85.887,84.108,85.693,159730.0
2023-03-30,87.037,87.868,86.041,86.322,144116.0
2023-03-31,87.047,89.444,86.331,88.902,143142.0
2023-04-01,87.047,89.444,86.331,88.902,143142.0
2023-04-02,87.047,89.444,86.331,88.902,143142.0
2023-04-03,88.216,88.859,85.452,87.713,119455.0
2023-04-04,88.38,88.38,85.471,87.346,112950.0
2023-04-05,86.834,86.834,83.999,84.553,212346.0
2023-04-06,85.51,87.298,84.263,87.085,120979.0
2023-04-07,85.51,87.298,84.263,87.085,120979.0
2023-04-08,85.51,87.298,84.263,87.085,120979.0
2023-04-09,85.51,87.298,84.263,87.085,120979.0
2023-04-10,87.085,90.159,87.085,89.55,203073.0
2023-04-11,90.323,93.967,89.318,93.774,147550.0
2023-04-12,94.431,94.557,89.096,91.009,143195.0
2023-04-13,92.044,92.826,90.352,92.527,214191.0
2023-04-14,92.933,94.687,91.976,92.846,142452.0
2023-04-15,92.933,94.687,91.976,92.846,142452.0
2023-04-16,92.933,94.687,91.976,92.846,142452.0
2023-04-17,92.904,95.233,92.266,94.634,131601.0
2023-04-18,95.397,95.929,94.126,95.243,112077.0
2023-04-19,94.431,98.558,94.151,98.113,136893.0
2023-04-20,96.741,98.017,96.132,97.746,142046.0
2023-04-21,97.746,98.239,95.505,97.128,142507.0
2023-04-22,97.746,98.239,95.505,97.128,142507.0
2023-04-23,97.746,98.239,95.505,97.128,142507.0
2023-04-24,97.166,98.775,96.316,97.437,144565.0
2023-04-25,95.948,98.215,95.31,96.577,193389.0
2023-04-26,96.47,98.394,93.778,94.238,145964.0
2023-04-27,94.238,95.339,92.406,94.286,367029.0
2023-04-28,94.151,101.332,94.141,100.433,249770.0
2023-04-29,94.151,101.332,94.141,100.433,249770.0
2023-04-30,94.151,101.332,94.141,100.433,249770.0
2023-05-01,96.316,97.495,93.348,94.73,389267.0
2023-05-02,94.035,96.248,93.377,94.267,301079.0
2023-05-03,102.927,110.524,102.695,105.382,428111.0
2023-05-04,105.353,106.319,98.026,99.235,281511.0
2023-05-05,101.177,105.159,101.177,103.275,222179.0
2023-05-06,101.177,105.159,101.177,103.275,222179.0
2023-05-07,101.177,105.159,101.177,103.275,222179.0
2023-05-08,103.661,103.661,99.785,101.071,153312.0
2023-05-09,100.23,102.405,99.331,101.216,131748.0
2023-05-10,103.41,103.41,98.312,100.153,153280.0
2023-05-11,99.138,99.322,96.548,97.021,262219.0
2023-05-12,97.166,97.678,93.841,95.368,170560.0
2023-05-13,97.166,97.678,93.841,95.368,170560.0
2023-05-14,97.166,97.678,93.841,95.368,170560.0
2023-05-15,96.548,97.272,95.175,96.364,124723.0
2023-05-16,95.185,96.702,94.325,95.127,144831.0
2023-05-17,96.277,101.612,96.277,100.375,195822.0
2023-05-18,100.249,100.394,98.5,99.94,104450.0
2023-05-19,100.771,100.771,95.876,96.519,248764.0
2023-05-20,100.771,100.771,95.876,96.519,248764.0
2023-05-21,100.771,100.771,95.876,96.519,248764.0
2023-05-22,97.002,97.021,95.388,96.113,152525.0
2023-05-23,96.093,99.515,96.055,97.195,120815.0
2023-05-24,95.968,96.934,94.228,95.001,144674.0
2023-05-25,95.001,97.186,94.605,95.639,80129.0
2023-05-26,95.494,97.649,95.494,96.519,188297.0
2023-05-27,95.494,97.649,95.494,96.519,188297.0
2023-05-28,95.494,97.649,95.494,96.519,188297.0
2023-05-29,95.494,97.649,95.494,96.519,188297.0
2023-05-30,97.099,98.21,94.373,94.489,194915.0
2023-05-31,95.852,96.591,92.456,94.228,179859.0
2023-06-01,94.634,95.823,92.942,93.996,162430.0
2023-06-02,96.306,101.574,96.238,101.187,198385.0
2023-06-03,96.306,101.574,96.238,101.187,198385.0
2023-06-04,96.306,101.574,96.238,101.187,198385.0
2023-06-05,99.988,100.858,98.742,99.515,178398.0
2023-06-06,99.505,104.84,98.133,104.609,193004.0
2023-06-07,105.44,107.44,103.323,104.754,280276.0
2023-06-08,103.903,106.812,101.298,105.478,150727.0
2023-06-09,105.449,107.846,105.343,105.488,440073.0
2023-06-10,105.449,107.846,105.343,105.488,440073.0
2023-06-11,105.449,107.846,105.343,105.488,440073.0
2023-06-12,106.319,110.698,106.319,108.794,214815.0
2023-06-13,109.113,111.432,109.074,109.982,214009.0
2023-06-14,110.282,112.437,109.567,110.949,187859.0
2023-06-15,112.824,115.018,111.626,113.172,222918.0
2023-06-16,114.061,115.318,112.592,114.912,313541.0
2023-06-17,114.061,115.318,112.592,114.912,313541.0
2023-06-18,114.061,115.318,112.592,114.912,313541.0
2023-06-19,114.061,115.318,112.592,114.912,313541.0
2023-06-20,115.675,120.701,115.308,120.199,281885.0
2023-06-21,119.6,121.533,118.179,119.6,282883.0
2023-06-22,118.807,119.0,116.023,117.811,161452.0
2023-06-23,115.82,116.468,114.264,115.134,483941.0
2023-06-24,115.82,116.468,114.264,115.134,483941.0
2023-06-25,115.82,116.468,114.264,115.134,483941.0
2023-06-26,115.898,116.468,114.1,115.598,225559.0
2023-06-27,116.13,122.383,116.091,120.75,225245.0
2023-06-28,120.199,123.364,120.131,122.876,154255.0
2023-06-29,122.808,124.684,120.373,120.759,133807.0
2023-06-30,122.248,123.185,119.981,122.055,150176.0
2023-07-01,122.248,123.185,119.981,122.055,150176.0
2023-07-02,122.248,123.185,119.981,122.055,150176.0
2023-07-03,121.697,124.722,120.914,124.684,93765.0
2023-07-04,121.697,124.722,120.914,124.684,93765.0
2023-07-05,123.93,123.93,120.827,121.813,137951.0
2023-07-06,119.203,119.851,116.71,117.985,175439.0
2023-07-07,118.005,120.982,118.005,119.319,93464.0
2023-07-08,118.005,120.982,118.005,119.319,93464.0
2023-07-09,118.005,120.982,118.005,119.319,93464.0
2023-07-10,119.242,122.731,119.242,122.663,123429.0
2023-07-11,123.34,123.34,121.112,121.9,96545.0
2023-07-12,123.659,124.481,121.397,123.833,150930.0
2023-07-13,125.36,126.549,121.552,121.774,242788.0
2023-07-14,121.504,121.832,118.217,120.363,139281.0
2023-07-15,121.504,121.832,118.217,120.363,139281.0
2023-07-16,121.504,121.832,118.217,120.363,139281.0
2023-07-17,120.005,120.701,118.024,118.101,126517.0
2023-07-18,118.014,123.456,118.014,122.905,148972.0
2023-07-19,123.533,124.858,121.523,124.21,194491.0
2023-07-20,123.872,124.413,120.914,123.891,128282.0
2023-07-21,124.452,125.544,121.716,125.157,163785.0
2023-07-22,124.452,125.544,121.716,125.157,163785.0
2023-07-23,124.452,125.544,121.716,125.157,163785.0
2023-07-24,124.481,125.157,123.669,123.92,167756.0
2023-07-25,122.663,122.663,115.985,120.817,273576.0
2023-07-26,121.388,123.635,118.788,123.553,223202.0
2023-07-27,122.915,122.915,118.739,119.948,190356.0
2023-07-28,121.059,121.059,116.835,117.666,328612.0
2023-07-29,121.059,121.059,116.835,117.666,328612.0
2023-07-30,121.059,121.059,116.835,117.666,328612.0
2023-07-31,117.831,119.725,116.913,119.561,145857.0
2023-08-01,118.14,118.14,114.564,117.463,243484.0
2023-08-02,116.758,123.978,111.365,121.494,590749.0
2023-08-03,117.966,118.43,110.311,111.249,375928.0
2023-08-04,112.012,113.412,109.427,109.876,224102.0
2023-08-05,112.012,113.412,109.427,109.876,224102.0
2023-08-06,112.012,113.412,109.427,109.876,224102.0
2023-08-07,109.528,110.282,103.458,106.754,403325.0
2023-08-08,105.546,106.991,104.464,106.445,190271.0
2023-08-09,105.991,106.319,104.241,104.705,187206.0
2023-08-10,105.768,106.068,103.787,104.367,145689.0
2023-08-11,103.594,104.589,100.568,100.8,235244.0
2023-08-12,103.594,104.589,100.568,100.8,235244.0
2023-08-13,103.594,104.589,100.568,100.8,235244.0
2023-08-14,100.217,100.518,98.389,99.848,184969.0
2023-08-15,99.157,99.517,95.541,95.852,292961.0
2023-08-16,95.765,96.873,94.773,94.831,209642.0
2023-08-17,94.773,94.977,91.993,92.178,200429.0
2023-08-18,90.836,92.362,90.321,91.478,239195.0
2023-08-19,90.836,92.362,90.321,91.478,239195.0
2023-08-20,90.836,92.362,90.321,91.478,239195.0
2023-08-21,91.38,92.732,89.854,90.758,166547.0
2023-08-22,91.41,92.514,89.684,90.437,164884.0
2023-08-23,90.505,92.887,89.718,91.439,215193.0
2023-08-24,90.612,91.448,87.025,87.2,171621.0
2023-08-25,87.375,87.492,85.091,85.703,229154.0
2023-08-26,87.375,87.492,85.091,85.703,229154.0
2023-08-27,87.375,87.492,85.091,85.703,229154.0
2023-08-28,86.52,87.754,84.95,85.883,176951.0
2023-08-29,86.121,87.725,85.528,86.413,184576.0
2023-08-30,85.995,87.001,85.645,86.092,156271.0
2023-08-31,86.889,87.74,86.014,86.364,183767.0
2023-09-01,86.918,87.502,85.873,86.471,123219.0
2023-09-02,86.918,87.502,85.873,86.471,123219.0
2023-09-03,86.918,87.502,85.873,86.471,123219.0
2023-09-04,86.918,87.502,85.873,86.471,123219.0
2023-09-05,84.624,86.034,81.416,84.653,352070.0
2023-09-06,83.807,85.868,82.68,83.662,148443.0
2023-09-07,82.923,84.002,81.858,83.331,214890.0
2023-09-08,83.389,83.555,80.872,81.435,417173.0
2023-09-09,83.389,83.555,80.872,81.435,417173.0
2023-09-10,83.389,83.555,80.872,81.435,417173.0
2023-09-11,82.534,84.051,81.056,83.885,333174.0
2023-09-12,83.788,86.816,83.788,85.509,260306.0
2023-09-13,83.555,83.953,81.474,82.962,226628.0
2023-09-14,84.138,85.635,82.446,83.205,360536.0
2023-09-15,82.923,82.967,81.377,82.272,521043.0
2023-09-16,82.923,82.967,81.377,82.272,521043.0
2023-09-17,82.923,82.967,81.377,82.272,521043.0
2023-09-18,82.476,82.476,79.87,80.016,179847.0
2023-09-19,80.016,81.28,79.977,80.755,238429.0
2023-09-20,81.572,81.581,75.35,75.437,262082.0
2023-09-21,74.699,76.565,74.271,75.0,218006.0
2023-09-22,74.981,75.073,72.365,73.221,218166.0
2023-09-23,74.981,75.073,72.365,73.221,218166.0
2023-09-24,74.981,75.073,72.365,73.221,218166.0
2023-09-25,72.122,73.513,71.895,73.172,189782.0
2023-09-26,72.881,74.271,72.686,73.328,186152.0
2023-09-27,73.143,75.243,73.046,73.377,212692.0
2023-09-28,72.132,77.187,72.132,76.069,431487.0
2023-09-29,75.622,76.235,74.271,74.718,311104.0
2023-09-30,75.622,76.235,74.271,74.718,311104.0
2023-10-01,75.622,76.235,74.271,74.718,311104.0
2023-10-02,74.456,74.582,73.056,73.182,184380.0
2023-10-03,72.92,73.551,71.151,71.918,183458.0
2023-10-04,71.957,73.979,71.5,73.736,319995.0
2023-10-05,72.745,75.238,72.745,74.154,215303.0
2023-10-06,73.581,76.876,73.498,75.982,245091.0
2023-10-07,73.581,76.876,73.498,75.982,245091.0
2023-10-08,73.581,76.876,73.498,75.982,245091.0
2023-10-09,75.087,75.087,72.21,74.183,218409.0
2023-10-10,75.01,76.152,73.517,73.901,271352.0
2023-10-11,73.901,75.496,72.346,72.531,264224.0
2023-10-12,72.521,72.531,69.721,71.179,253583.0
2023-10-13,71.073,71.471,69.148,70.732,232051.0
2023-10-14,71.073,71.471,69.148,70.732,232051.0
2023-10-15,71.073,71.471,69.148,70.732,232051.0
2023-10-16,71.393,72.958,70.246,72.677,184717.0
2023-10-17,71.85,73.746,71.85,72.443,135097.0
2023-10-18,71.598,72.317,69.955,70.693,205391.0
2023-10-19,70.713,72.57,70.363,71.646,178105.0
2023-10-20,71.646,71.86,70.781,71.267,198957.0
2023-10-21,71.646,71.86,70.781,71.267,198957.0
2023-10-22,71.646,71.86,70.781,71.267,198957.0
2023-10-23,70.742,71.753,69.693,69.916,187250.0
2023-10-24,70.441,70.582,68.287,69.323,262861.0
2023-10-25,69.119,69.167,66.183,66.834,257994.0
2023-10-26,66.785,68.38,65.794,67.31,213588.0
2023-10-27,67.203,67.218,65.094,65.658,175339.0
2023-10-28,67.203,67.218,65.094,65.658,175339.0
2023-10-29,67.203,67.218,65.094,65.658,175339.0
2023-10-30,66.523,67.097,65.036,66.698,258026.0
2023-10-31,66.649,67.114,63.869,64.763,284103.0
2023-11-01,64.841,65.249,63.373,64.102,178459.0
2023-11-02,62.372,64.321,59.067,62.615,822151.0
2023-11-03,63.616,65.134,61.239,63.004,454305.0
2023-11-04,63.616,65.134,61.239,63.004,454305.0
2023-11-05,63.616,65.134,61.239,63.004,454305.0
2023-11-06,63.305,63.305,59.174,59.737,302424.0
2023-11-07,59.981,60.953,59.368,59.757,303846.0
2023-11-08,60.467,61.167,59.028,59.31,263198.0
2023-11-09,60.039,60.039,55.392,55.47,325944.0
2023-11-10,55.353,56.481,53.341,55.684,388616.0
2023-11-11,55.353,56.481,53.341,55.684,388616.0
2023-11-12,55.353,56.481,53.341,55.684,388616.0
2023-11-13,54.974,58.941,54.216,58.299,321961.0
2023-11-14,60.783,63.012,60.763,62.256,355884.0
2023-11-15,63.002,68.138,63.002,65.536,432661.0
2023-11-16,65.536,66.37,64.087,64.78,285870.0
2023-11-17,65.87,66.35,65.241,65.713,268618.0
2023-11-18,65.87,66.35,65.241,65.713,268618.0
2023-11-19,65.87,66.35,65.241,65.713,268618.0
2023-11-20,65.231,68.624,64.564,68.403,266250.0
2023-11-21,67.942,67.942,65.958,66.203,272412.0
2023-11-22,67.912,70.131,66.115,66.586,351474.0
2023-11-23,67.912,70.131,66.115,66.586,351474.0
2023-11-24,66.724,68.531,66.095,68.374,149752.0
2023-11-25,66.724,68.531,66.095,68.374,149752.0
2023-11-26,66.724,68.531,66.095,68.374,149752.0
2023-11-27,67.264,68.325,65.84,66.557,377965.0
2023-11-28,66.724,67.156,65.938,66.802,202453.0
2023-11-29,68.57,69.964,67.608,67.716,237269.0
2023-11-30,67.843,68.491,67.028,67.254,222139.0
2023-12-01,67.254,70.082,66.822,70.063,190392.0
2023-12-02,67.254,70.082,66.822,70.063,190392.0
2023-12-03,67.254,70.082,66.822,70.063,190392.0
2023-12-04,71.045,74.187,70.298,72.38,287246.0
2023-12-05,71.614,71.938,68.531,69.414,216515.0
2023-12-06,70.691,73.303,70.588,71.221,199474.0
2023-12-07,71.634,75.287,71.634,74.128,247485.0
2023-12-08,73.696,74.324,71.85,73.755,438591.0
2023-12-09,73.696,74.324,71.85,73.755,438591.0
2023-12-10,73.696,74.324,71.85,73.755,438591.0
2023-12-11,73.509,73.578,71.634,72.812,227206.0
2023-12-12,72.567,74.373,72.007,73.951,258376.0
2023-12-13,73.431,76.76,70.799,76.308,409148.0
2023-12-14,76.848,80.461,76.848,79.705,250272.0
2023-12-15,80.353,81.414,78.91,80.766,601225.0
2023-12-16,80.353,81.414,78.91,80.766,601225.0
2023-12-17,80.353,81.414,78.91,80.766,601225.0
2023-12-18,80.57,81.93,78.704,81.385,275455.0
2023-12-19,82.239,83.25,81.424,81.954,213155.0
2023-12-20,81.601,83.123,79.715,79.804,264217.0
2023-12-21,81.571,83.093,81.551,82.828,236426.0
2023-12-22,82.975,84.36,82.779,82.965,198809.0
2023-12-23,82.975,84.36,82.779,82.965,198809.0
2023-12-24,82.975,84.36,82.779,82.965,198809.0
2023-12-25,82.975,84.36,82.779,82.965,198809.0
2023-12-26,82.877,83.683,81.895,81.984,112779.0
2023-12-27,82.18,82.425,80.938,81.934,119971.0
2023-12-28,81.404,83.339,81.404,82.622,129268.0
2023-12-29,82.258,82.323,80.304,81.119,150520.0
2023-12-30,82.258,82.323,80.304,81.119,150520.0
2023-12-31,82.258,82.323,80.304,81.119,150520.0
2024-01-01,82.258,82.323,80.304,81.119,150520.0
2024-01-02,80.177,81.555,77.849,79.627,161231.0
2024-01-03,77.967,78.025,74.462,74.963,291137.0
2024-01-04,75.581,77.275,74.933,76.868,177554.0
2024-01-05,76.445,79.813,76.445,77.565,175795.0
2024-01-06,76.445,79.813,76.445,77.565,175795.0
2024-01-07,76.445,79.813,76.445,77.565,175795.0
2024-01-08,77.241,82.15,77.241,79.676,260843.0
2024-01-09,78.429,78.871,76.578,77.329,214498.0
2024-01-10,77.643,77.643,75.954,76.475,144536.0
2024-01-11,76.406,78.193,74.462,77.741,211831.0
2024-01-12,76.76,77.184,74.334,74.737,160476.0
2024-01-13,76.76,77.184,74.334,74.737,160476.0
2024-01-14,76.76,77.184,74.334,74.737,160476.0
2024-01-15,76.76,77.184,74.334,74.737,160476.0
2024-01-16,73.794,73.961,70.357,72.842,388294.0
2024-01-17,71.261,72.373,68.438,70.544,357400.0
2024-01-18,71.27,73.175,69.748,73.107,224000.0
2024-01-19,73.912,74.339,71.742,73.598,203769.0
2024-01-20,73.912,74.339,71.742,73.598,203769.0
2024-01-21,73.912,74.339,71.742,73.598,203769.0
2024-01-22,73.863,75.566,73.605,74.786,236543.0
2024-01-23,76.956,78.517,75.984,77.133,219638.0
2024-01-24,78.566,78.566,76.691,77.329,142763.0
2024-01-25,79.43,82.101,79.322,80.177,397422.0
2024-01-26,80.216,81.62,79.44,79.45,183966.0
2024-01-27,80.216,81.62,79.44,79.45,183966.0
2024-01-28,80.216,81.62,79.44,79.45,183966.0
2024-01-29,79.214,79.735,77.81,78.9,189502.0
2024-01-30,77.781,79.381,77.781,78.115,260616.0
2024-01-31,77.791,79.931,76.318,76.985,249642.0
2024-02-01,77.977,79.195,75.414,78.478,281177.0
2024-02-02,77.192,78.989,76.789,77.683,310406.0
2024-02-03,77.192,78.989,76.789,77.683,310406.0
2024-02-04,77.192,78.989,76.789,77.683,310406.0
2024-02-05,75.679,78.262,70.701,71.781,632285.0
2024-02-06,72.655,78.193,72.591,77.084,352368.0
2024-02-07,77.093,77.295,74.226,74.884,230779.0
2024-02-08,75.611,76.838,73.961,76.534,177091.0
2024-02-09,76.337,77.575,74.933,77.182,213219.0
2024-02-10,76.337,77.575,74.933,77.182,213219.0
2024-02-11,76.337,77.575,74.933,77.182,213219.0
2024-02-12,76.514,78.802,76.514,77.751,232315.0
2024-02-13,75.591,76.843,74.737,76.622,277552.0
2024-02-14,78.324,79.64,76.817,79.561,249453.0
2024-02-15,80.481,82.945,80.481,81.303,189003.0
2024-02-16,80.016,81.283,78.304,80.303,239514.0
2024-02-17,80.016,81.283,78.304,80.303,239514.0
2024-02-18,80.016,81.283,78.304,80.303,239514.0
2024-02-19,80.016,81.283,78.304,80.303,239514.0
2024-02-20,79.818,81.857,79.447,80.709,215385.0
2024-02-21,80.541,80.551,77.206,78.037,214103.0
2024-02-22,78.275,79.531,77.681,77.839,267385.0
2024-02-23,77.978,78.374,74.93,74.95,285319.0
2024-02-24,77.978,78.374,74.93,74.95,285319.0
2024-02-25,77.978,78.374,74.93,74.95,285319.0
2024-02-26,74.712,75.806,74.217,74.593,213722.0
2024-02-27,75.593,76.355,73.836,74.435,213982.0
2024-02-28,73.594,74.643,72.644,73.149,266790.0
2024-02-29,73.891,74.653,71.743,72.021,211913.0
2024-03-01,73.02,73.02,70.779,71.229,225635.0
2024-03-02,73.02,73.02,70.779,71.229,225635.0
2024-03-03,73.02,73.02,70.779,71.229,225635.0
2024-03-04,70.734,73.05,70.289,72.961,425582.0
2024-03-05,72.021,73.015,71.491,71.575,159298.0
2024-03-06,72.515,74.173,71.882,73.96,217010.0
2024-03-07,73.95,75.177,71.852,72.218,222344.0
2024-03-08,73.317,73.911,71.174,71.734,306874.0
2024-03-09,73.317,73.911,71.174,71.734,306874.0
2024-03-10,73.317,73.911,71.174,71.734,306874.0
2024-03-11,71.308,71.753,69.918,70.18,175633.0
2024-03-12,69.349,71.031,67.686,69.398,222353.0
2024-03-13,69.428,71.793,68.963,69.329,232209.0
2024-03-14,69.24,69.903,65.776,66.35,262731.0
2024-03-15,66.608,67.744,64.906,66.904,655883.0
2024-03-16,66.608,67.744,64.906,66.904,655883.0
2024-03-17,66.608,67.744,64.906,66.904,655883.0
2024-03-18,66.627,67.449,65.569,66.796,187552.0
2024-03-19,66.578,67.337,66.489,67.201,177132.0
2024-03-20,66.152,69.893,65.816,69.547,273963.0
2024-03-21,70.091,72.095,69.485,71.254,373240.0
2024-03-22,71.823,72.08,70.957,71.645,220353.0
2024-03-23,71.823,72.08,70.957,71.645,220353.0
2024-03-24,71.823,72.08,70.957,71.645,220353.0
2024-03-25,71.664,72.743,71.229,72.555,126696.0
2024-03-26,73.327,73.411,72.04,72.238,107240.0
2024-03-27,73.079,75.83,72.614,75.454,205250.0
2024-03-28,75.088,76.345,74.217,74.425,163213.0
2024-03-29,75.088,76.345,74.217,74.425,163213.0
2024-03-30,75.088,76.345,74.217,74.425,163213.0
2024-03-31,75.088,76.345,74.217,74.425,163213.0
2024-04-01,74.425,74.425,68.587,68.696,372063.0
2024-04-02,67.518,68.839,66.41,66.697,279180.0
2024-04-03,66.509,67.553,64.658,65.212,264468.0
2024-04-04,65.371,69.111,64.638,65.034,360352.0
2024-04-05,64.569,65.422,63.233,64.945,419751.0
2024-04-06,64.569,65.422,63.233,64.945,419751.0
2024-04-07,64.569,65.422,63.233,64.945,419751.0
2024-04-08,65.113,66.202,64.312,65.113,202389.0
2024-04-09,64.134,65.687,64.134,65.4,213338.0
2024-04-10,64.817,65.915,61.165,61.501,511474.0
2024-04-11,61.858,63.055,60.373,62.659,293855.0
2024-04-12,61.68,61.729,60.007,60.611,344421.0
2024-04-13,61.68,61.729,60.007,60.611,344421.0
2024-04-14,61.68,61.729,60.007,60.611,344421.0
2024-04-15,60.829,61.313,59.443,60.116,331185.0
2024-04-16,59.503,60.265,58.919,59.888,217032.0
2024-04-17,61.056,62.066,60.324,60.621,261123.0
2024-04-18,61.343,62.738,61.056,61.125,234481.0
2024-04-19,60.363,61.915,60.363,61.66,211297.0
2024-04-20,60.363,61.915,60.363,61.66,211297.0
2024-04-21,60.363,61.915,60.363,61.66,211297.0
2024-04-22,62.056,62.313,61.155,61.561,192668.0
2024-04-23,60.878,62.105,60.314,60.987,183980.0
2024-04-24,60.878,60.937,58.256,58.454,400180.0
2024-04-25,57.662,58.246,55.416,57.385,645904.0
2024-04-26,57.899,58.028,56.178,56.445,359941.0
2024-04-27,57.899,58.028,56.178,56.445,359941.0
2024-04-28,57.899,58.028,56.178,56.445,359941.0
2024-04-29,56.405,57.395,55.564,56.148,228188.0
2024-04-30,55.426,55.435,53.723,53.991,375534.0
2024-05-01,54.436,54.436,51.833,53.12,434311.0
