,MXIM US Equity,MXIM US Equity,MXIM US Equity,MXIM US Equity,MXIM US Equity
2019-02-09,50.9709,51.7115,50.7822,51.6218,1908239.0
2019-02-10,50.9709,51.7115,50.7822,51.6218,1908239.0
2019-02-11,51.7162,51.9709,51.3388,51.5935,1004484.0
2019-02-12,52.2916,52.6029,52.1501,52.4803,1386302.0
2019-02-13,52.6784,52.7728,52.2162,52.3199,1003144.0
2019-02-14,52.235,52.7539,51.8398,52.6312,1158169.0
2019-02-15,53.0652,53.301,52.4992,52.6879,1620453.0
2019-02-16,53.0652,53.301,52.4992,52.6879,1620453.0
2019-02-17,53.0652,53.301,52.4992,52.6879,1620453.0
2019-02-18,53.0652,53.301,52.4992,52.6879,1620453.0
2019-02-19,52.3388,52.6407,52.3294,52.3765,1563912.0
2019-02-20,52.518,53.0463,52.518,52.7539,1115600.0
2019-02-21,52.6879,52.8011,52.0086,52.1313,1695034.0
2019-02-22,52.7633,52.8765,52.3671,52.735,1274325.0
2019-02-23,52.7633,52.8765,52.3671,52.735,1274325.0
2019-02-24,52.7633,52.8765,52.3671,52.735,1274325.0
2019-02-25,53.2727,53.4709,53.0746,53.2822,1349968.0
2019-02-26,53.1312,53.3105,52.452,52.4709,1259591.0
2019-02-27,52.1474,52.214,51.1962,51.5386,1667605.0
2019-02-28,51.2913,51.8621,51.2342,51.7764,2056514.0
2019-03-01,52.2806,52.5565,51.6718,52.3662,1993718.0
2019-03-02,52.2806,52.5565,51.6718,52.3662,1993718.0
2019-03-03,52.2806,52.5565,51.6718,52.3662,1993718.0
2019-03-04,52.8609,52.9465,51.843,52.6611,1801677.0
2019-03-05,52.6611,52.9275,51.465,52.0333,2801927.0
2019-03-06,51.9477,52.0333,50.9489,51.0059,2349373.0
2019-03-07,50.7776,50.9551,49.7503,49.8169,2747875.0
2019-03-08,49.1129,49.4839,48.8656,49.4173,2897668.0
2019-03-09,49.1129,49.4839,48.8656,49.4173,2897668.0
2019-03-10,49.1129,49.4839,48.8656,49.4173,2897668.0
2019-03-11,49.7883,50.8918,49.5315,50.7491,2059398.0
2019-03-12,50.7586,50.7967,50.0261,50.5493,2648575.0
2019-03-13,50.8157,50.8812,49.9786,50.3591,3435117.0
2019-03-14,50.4257,50.5113,50.0071,50.302,2358876.0
2019-03-15,50.6445,51.5957,50.5969,51.5006,6034281.0
2019-03-16,50.6445,51.5957,50.5969,51.5006,6034281.0
2019-03-17,50.6445,51.5957,50.5969,51.5006,6034281.0
2019-03-18,51.3484,51.8716,50.9869,51.3294,1948148.0
2019-03-19,51.5672,51.9096,51.4245,51.6052,1655219.0
2019-03-20,51.5291,51.6813,50.7396,51.2342,1316949.0
2019-03-21,51.3484,52.8133,51.1676,52.566,1684320.0
2019-03-22,52.3377,52.6516,51.5386,51.5672,1343629.0
2019-03-23,52.3377,52.6516,51.5386,51.5672,1343629.0
2019-03-24,52.3377,52.6516,51.5386,51.5672,1343629.0
2019-03-25,51.3959,51.7099,50.5588,51.2152,1752163.0
2019-03-26,51.6623,52.1665,51.2628,51.6908,1003932.0
2019-03-27,51.7003,51.9096,50.0737,50.5208,1510335.0
2019-03-28,50.4732,50.9013,49.8739,50.1593,1103640.0
2019-03-29,50.6254,50.8317,50.3115,50.5779,1686347.0
2019-03-30,50.6254,50.8317,50.3115,50.5779,1686347.0
2019-03-31,50.6254,50.8317,50.3115,50.5779,1686347.0
2019-04-01,51.1772,52.176,51.025,52.0904,1586021.0
2019-04-02,52.0904,52.39,51.453,52.2806,1128939.0
2019-04-03,53.0226,54.6793,52.6611,54.0594,3097614.0
2019-04-04,54.0119,54.6492,53.4126,54.1546,1230754.0
2019-04-05,54.3924,54.6873,54.1831,54.5255,1174855.0
2019-04-06,54.3924,54.6873,54.1831,54.5255,1174855.0
2019-04-07,54.3924,54.6873,54.1831,54.5255,1174855.0
2019-04-08,54.4875,55.2247,53.327,55.1248,1629980.0
2019-04-09,54.8204,54.9156,54.3353,54.459,1292759.0
2019-04-10,54.4114,55.3436,54.4019,55.3056,1310914.0
2019-04-11,55.2961,55.5529,54.9631,55.1439,806790.0
2019-04-12,55.6385,56.4376,55.4483,56.409,1499460.0
2019-04-13,55.6385,56.4376,55.4483,56.409,1499460.0
2019-04-14,55.6385,56.4376,55.4483,56.409,1499460.0
2019-04-15,56.3329,56.4185,55.7907,56.1427,1510499.0
2019-04-16,56.4185,57.17,56.4185,56.9703,1965332.0
2019-04-17,57.132,57.3983,56.1997,56.6659,1359430.0
2019-04-18,56.9893,57.0559,56.5802,56.8561,1070106.0
2019-04-19,56.9893,57.0559,56.5802,56.8561,1070106.0
2019-04-20,56.9893,57.0559,56.5802,56.8561,1070106.0
2019-04-21,56.9893,57.0559,56.5802,56.8561,1070106.0
2019-04-22,56.5612,56.6373,56.0999,56.2283,1378533.0
2019-04-23,56.2663,56.8846,56.2663,56.7229,1311139.0
2019-04-24,56.6088,57.6932,56.6088,57.2556,1344008.0
2019-04-25,56.799,57.1034,55.9619,56.761,1806898.0
2019-04-26,56.2093,56.6706,55.7431,56.6278,1352730.0
2019-04-27,56.2093,56.6706,55.7431,56.6278,1352730.0
2019-04-28,56.2093,56.6706,55.7431,56.6278,1352730.0
2019-04-29,56.3329,56.9684,56.2758,56.5422,1214186.0
2019-04-30,56.6849,57.2937,56.2188,57.0749,1974632.0
2019-05-01,58.9774,60.2901,56.6944,56.9607,2922875.0
2019-05-02,57.2461,58.1593,56.6944,57.4459,2090453.0
2019-05-03,57.3508,57.7693,56.8609,57.5981,1292836.0
2019-05-04,57.3508,57.7693,56.8609,57.5981,1292836.0
2019-05-05,57.3508,57.7693,56.8609,57.5981,1292836.0
2019-05-06,55.9429,56.3995,55.2104,56.2283,1560755.0
2019-05-07,55.3817,55.5481,54.6658,55.4292,1997523.0
2019-05-08,55.1534,55.5434,54.4494,54.5065,1760773.0
2019-05-09,53.8787,54.478,53.0749,54.3163,1960370.0
2019-05-10,53.9833,54.7919,53.1367,54.1831,1763545.0
2019-05-11,53.9833,54.7919,53.1367,54.1831,1763545.0
2019-05-12,53.9833,54.7919,53.1367,54.1831,1763545.0
2019-05-13,52.5184,52.604,50.2069,50.8157,2905285.0
2019-05-14,51.415,51.7384,51.0059,51.4625,1701503.0
2019-05-15,50.9869,52.4233,50.8632,52.1189,1477878.0
2019-05-16,50.7776,51.9905,50.6954,51.7479,1877497.0
2019-05-17,51.2247,52.214,50.9108,50.9774,1883111.0
2019-05-18,51.2247,52.214,50.9108,50.9774,1883111.0
2019-05-19,51.2247,52.214,50.9108,50.9774,1883111.0
2019-05-20,49.1034,50.6349,49.1034,50.0642,2064585.0
2019-05-21,50.8823,51.6718,50.8823,51.044,1674853.0
2019-05-22,50.5779,51.6052,50.3464,51.3864,1887496.0
2019-05-23,50.5018,51.3674,50.5018,51.2342,2692170.0
2019-05-24,51.6623,51.9001,50.692,50.7491,1192076.0
2019-05-25,51.6623,51.9001,50.692,50.7491,1192076.0
2019-05-26,51.6623,51.9001,50.692,50.7491,1192076.0
2019-05-27,51.6623,51.9001,50.692,50.7491,1192076.0
2019-05-28,50.7776,50.9489,49.4173,49.4649,2185727.0
2019-05-29,49.1962,50.6262,49.1962,50.4726,2212939.0
2019-05-30,50.5302,51.6819,50.5302,51.0005,1266451.0
2019-05-31,50.4342,51.1828,50.415,50.4726,1696849.0
2019-06-01,50.4342,51.1828,50.415,50.4726,1696849.0
2019-06-02,50.4342,51.1828,50.415,50.4726,1696849.0
2019-06-03,50.9333,52.4113,50.8661,51.1636,2224113.0
2019-06-04,51.893,53.1695,51.7875,53.1215,2667121.0
2019-06-05,53.5822,53.6686,52.1618,53.3326,1567566.0
2019-06-06,53.4382,53.8509,52.7952,53.5726,1487593.0
2019-06-07,53.9373,54.3116,53.6014,54.254,1717597.0
2019-06-08,53.9373,54.3116,53.6014,54.254,1717597.0
2019-06-09,53.9373,54.3116,53.6014,54.254,1717597.0
2019-06-10,54.5611,56.2119,54.5611,55.6744,1676335.0
2019-06-11,56.519,56.7301,55.5112,55.6936,1864249.0
2019-06-12,55.3577,55.4825,54.7914,54.8778,1206568.0
2019-06-13,55.089,55.5784,54.8778,55.5688,1458772.0
2019-06-14,54.1004,54.3212,53.5726,53.7933,2209781.0
2019-06-15,54.1004,54.3212,53.5726,53.7933,2209781.0
2019-06-16,54.1004,54.3212,53.5726,53.7933,2209781.0
2019-06-17,54.0237,54.1868,53.371,53.4958,1410508.0
2019-06-18,54.1196,55.8184,53.7453,55.4345,2047240.0
2019-06-19,55.7992,56.255,55.5256,55.9143,1038865.0
2019-06-20,56.9221,57.1524,55.6648,55.9911,1436895.0
2019-06-21,55.9335,56.2311,55.5592,56.0583,3101810.0
2019-06-22,55.9335,56.2311,55.5592,56.0583,3101810.0
2019-06-23,55.9335,56.2311,55.5592,56.0583,3101810.0
2019-06-24,56.3366,56.4614,55.9719,56.0487,931135.0
2019-06-25,56.1447,56.3366,55.2809,55.3481,1325252.0
2019-06-26,56.0679,56.9413,56.0679,56.6341,1490696.0
2019-06-27,56.9125,58.1505,56.7013,57.7282,1322655.0
2019-06-28,57.8914,58.4001,57.3348,57.4115,4081125.0
2019-06-29,57.8914,58.4001,57.3348,57.4115,4081125.0
2019-06-30,57.8914,58.4001,57.3348,57.4115,4081125.0
2019-07-01,59.0623,59.7533,58.0258,58.6208,2069161.0
2019-07-02,58.5248,58.544,57.2868,57.7858,1708910.0
2019-07-03,57.6035,58.0354,57.3348,57.9394,643847.0
2019-07-04,57.6035,58.0354,57.3348,57.9394,643847.0
2019-07-05,57.3923,57.853,57.0948,57.7762,655754.0
2019-07-06,57.3923,57.853,57.0948,57.7762,655754.0
2019-07-07,57.3923,57.853,57.0948,57.7762,655754.0
2019-07-08,57.2292,57.9682,57.1428,57.6611,971903.0
2019-07-09,57.2484,58.2465,57.0468,58.1313,1272774.0
2019-07-10,58.6112,59.3214,58.2753,58.6592,1128256.0
2019-07-11,58.9567,58.9855,58.1692,58.8799,1141828.0
2019-07-12,59.0143,59.5709,58.9951,59.5421,1064092.0
2019-07-13,59.0143,59.5709,58.9951,59.5421,1064092.0
2019-07-14,59.0143,59.5709,58.9951,59.5421,1064092.0
2019-07-15,59.6189,60.07,59.3598,59.7437,859448.0
2019-07-16,59.5421,59.5589,58.5728,59.0431,1257863.0
2019-07-17,59.2638,59.3022,58.6016,58.6976,1253065.0
2019-07-18,58.8511,59.8589,58.8223,59.6573,1073484.0
2019-07-19,59.8493,60.1948,59.523,59.5805,1039436.0
2019-07-20,59.8493,60.1948,59.523,59.5805,1039436.0
2019-07-21,59.8493,60.1948,59.523,59.5805,1039436.0
2019-07-22,59.7053,60.4635,59.6477,60.2524,968458.0
2019-07-23,60.4635,61.1449,60.2284,61.1353,1310337.0
2019-07-24,61.5864,63.0836,61.4232,62.7093,2197290.0
2019-07-25,62.2774,62.3734,61.2505,61.5384,1430968.0
2019-07-26,62.0951,62.2726,61.7975,61.9703,1109469.0
2019-07-27,62.0951,62.2726,61.7975,61.9703,1109469.0
2019-07-28,62.0951,62.2726,61.7975,61.9703,1109469.0
2019-07-29,61.7591,62.2294,61.3944,61.9319,1296551.0
2019-07-30,61.2985,61.9799,61.2217,61.548,1859105.0
2019-07-31,59.6477,60.3867,56.7877,56.8069,4016260.0
2019-08-01,56.9125,57.7474,53.7453,54.7147,3629657.0
2019-08-02,54.398,54.7818,53.4862,53.6494,2525516.0
2019-08-03,54.398,54.7818,53.4862,53.6494,2525516.0
2019-08-04,54.398,54.7818,53.4862,53.6494,2525516.0
2019-08-05,52.3153,52.7088,51.1828,51.442,2840011.0
2019-08-06,52.1042,52.7568,51.3364,51.9218,1973898.0
2019-08-07,51.2596,52.0082,50.9533,51.893,1675821.0
2019-08-08,52.3441,53.1695,51.6627,53.1119,1679889.0
2019-08-09,52.6032,52.8384,51.3652,51.7299,1389355.0
2019-08-10,52.6032,52.8384,51.3652,51.7299,1389355.0
2019-08-11,52.6032,52.8384,51.3652,51.7299,1389355.0
2019-08-12,51.3268,51.8163,50.7797,50.9525,1226543.0
2019-08-13,50.8469,52.8816,50.4054,51.8546,1996665.0
2019-08-14,50.6358,51.1444,50.0599,50.1175,1903486.0
2019-08-15,50.3191,50.7509,50.0024,50.3479,2116382.0
2019-08-16,50.8853,52.1042,50.6128,51.9314,1996742.0
2019-08-17,50.8853,52.1042,50.6128,51.9314,1996742.0
2019-08-18,50.8853,52.1042,50.6128,51.9314,1996742.0
2019-08-19,53.1023,53.3614,52.2481,52.4881,2070887.0
2019-08-20,52.3057,52.5649,51.9602,52.2098,1181143.0
2019-08-21,52.7088,52.8816,52.3729,52.728,1113627.0
2019-08-22,52.8144,53.0159,51.9602,52.4113,1430019.0
2019-08-23,52.0754,52.1762,49.82,50.0503,3197603.0
2019-08-24,52.0754,52.1762,49.82,50.0503,3197603.0
2019-08-25,52.0754,52.1762,49.82,50.0503,3197603.0
2019-08-26,50.9333,50.9333,50.1655,50.4342,1718722.0
2019-08-27,50.9717,51.1636,50.2423,50.6358,1780853.0
2019-08-28,50.413,51.246,50.0547,51.1007,1245335.0
2019-08-29,51.8852,52.4567,51.7593,52.2436,2230901.0
2019-08-30,52.8925,53.125,52.5632,52.8247,1976694.0
2019-08-31,52.8925,53.125,52.5632,52.8247,1976694.0
2019-09-01,52.8925,53.125,52.5632,52.8247,1976694.0
2019-09-02,52.8925,53.125,52.5632,52.8247,1976694.0
2019-09-03,52.1564,52.3114,51.3622,52.0596,1746702.0
2019-09-04,52.9022,53.7836,52.8344,53.6867,1838300.0
2019-09-05,54.5487,55.5367,54.5487,54.8684,1927958.0
2019-09-06,55.0814,55.4979,54.8199,55.1299,1537687.0
2019-09-07,55.0814,55.4979,54.8199,55.1299,1537687.0
2019-09-08,55.0814,55.4979,54.8199,55.1299,1537687.0
2019-09-09,55.6141,56.05,55.3623,55.7691,1087506.0
2019-09-10,55.4785,56.5052,54.9555,56.5052,2141606.0
2019-09-11,56.6795,57.9193,56.3115,57.8902,2466323.0
2019-09-12,58.113,58.3164,57.5803,57.8999,1741662.0
2019-09-13,58.3358,58.452,57.6771,57.7159,1482659.0
2019-09-14,58.3358,58.452,57.6771,57.7159,1482659.0
2019-09-15,58.3358,58.452,57.6771,57.7159,1482659.0
2019-09-16,57.1251,57.3672,56.4858,57.1444,1482484.0
2019-09-17,57.096,57.096,56.4568,56.8539,1436958.0
2019-09-18,56.8248,57.0621,56.2534,56.9411,1457120.0
2019-09-19,57.1444,57.3866,56.6021,56.6408,1174419.0
2019-09-20,56.1759,56.4858,54.9749,55.1589,3176420.0
2019-09-21,56.1759,56.4858,54.9749,55.1589,3176420.0
2019-09-22,56.1759,56.4858,54.9749,55.1589,3176420.0
2019-09-23,55.2558,56.5246,54.8393,56.1178,1470727.0
2019-09-24,56.3793,56.6892,55.0427,55.3526,1671934.0
2019-09-25,54.9362,57.096,54.9265,56.8926,1400778.0
2019-09-26,56.8539,57.1348,56.3212,56.5246,940246.0
2019-09-27,55.1105,56.4374,55.0427,55.4204,1578054.0
2019-09-28,55.1105,56.4374,55.0427,55.4204,1578054.0
2019-09-29,55.1105,56.4374,55.0427,55.4204,1578054.0
2019-09-30,55.8175,56.1372,55.3429,56.0887,1165279.0
2019-10-01,56.2146,57.2026,54.849,55.0427,1442515.0
2019-10-02,54.7134,54.9846,53.6383,54.0451,1314870.0
2019-10-03,54.2001,54.9943,53.2896,54.7618,1314484.0
2019-10-04,54.9265,55.7788,54.9265,55.7304,999118.0
2019-10-05,54.9265,55.7788,54.9265,55.7304,999118.0
2019-10-06,54.9265,55.7788,54.9265,55.7304,999118.0
2019-10-07,55.6045,55.7207,55.1105,55.1299,992773.0
2019-10-08,54.5584,54.6068,53.2702,53.7206,1204977.0
2019-10-09,54.4325,54.8684,54.1032,54.5197,870726.0
2019-10-10,54.7037,55.5657,54.2485,55.1202,819415.0
2019-10-11,55.9338,56.8345,55.8756,55.9241,1815024.0
2019-10-12,55.9338,56.8345,55.8756,55.9241,1815024.0
2019-10-13,55.9338,56.8345,55.8756,55.9241,1815024.0
2019-10-14,55.895,55.9531,55.4592,55.866,984268.0
2019-10-15,55.9628,56.8539,55.9338,56.6602,1015567.0
2019-10-16,56.2243,56.8733,55.7013,55.9289,1213560.0
2019-10-17,56.389,56.6795,55.7207,56.3115,659253.0
2019-10-18,56.1856,56.5343,55.5948,55.9338,1013747.0
2019-10-19,56.1856,56.5343,55.5948,55.9338,1013747.0
2019-10-20,56.1856,56.5343,55.5948,55.9338,1013747.0
2019-10-21,56.4955,56.757,56.1372,56.6795,1424730.0
2019-10-22,56.9604,57.1638,56.4858,56.7667,1176973.0
2019-10-23,55.2025,55.8853,54.2872,54.7231,2781160.0
2019-10-24,55.1686,55.6045,54.9071,55.3333,1796187.0
2019-10-25,55.4495,55.9241,55.1734,55.3623,1826799.0
2019-10-26,55.4495,55.9241,55.1734,55.3623,1826799.0
2019-10-27,55.4495,55.9241,55.1734,55.3623,1826799.0
2019-10-28,55.8175,56.3212,55.7885,56.1565,2202126.0
2019-10-29,56.3599,57.5125,56.3502,56.8151,3619689.0
2019-10-30,60.0501,60.1566,56.8539,57.0185,3354030.0
2019-10-31,56.8539,57.0185,55.2558,56.8151,2024101.0
2019-11-01,57.251,58.6897,57.251,58.6457,1516195.0
2019-11-02,57.251,58.6897,57.251,58.6457,1516195.0
2019-11-03,57.251,58.6897,57.251,58.6457,1516195.0
2019-11-04,59.4496,59.6131,58.4229,58.6457,1681010.0
2019-11-05,58.7813,59.2268,58.2486,58.9556,1758844.0
2019-11-06,58.7329,58.7329,57.435,57.7643,1788380.0
2019-11-07,58.4036,58.4907,57.3914,57.7256,1398678.0
2019-11-08,57.3866,57.7546,57.096,57.6771,1366136.0
2019-11-09,57.3866,57.7546,57.096,57.6771,1366136.0
2019-11-10,57.3866,57.7546,57.096,57.6771,1366136.0
2019-11-11,57.2026,57.2607,56.9168,57.2413,1159252.0
2019-11-12,57.2607,57.619,56.4277,56.5536,2419327.0
2019-11-13,56.3502,56.7764,55.8563,56.6214,2075516.0
2019-11-14,56.6021,56.7377,55.895,55.9628,3042058.0
2019-11-15,56.5439,56.5827,55.188,55.9919,3465135.0
2019-11-16,56.5439,56.5827,55.188,55.9919,3465135.0
2019-11-17,56.5439,56.5827,55.188,55.9919,3465135.0
2019-11-18,55.7788,55.9241,54.7521,54.8393,1954024.0
2019-11-19,55.1105,55.2848,54.0935,54.2388,4021538.0
2019-11-20,54.0935,54.5584,53.5027,53.7255,2138012.0
2019-11-21,53.5027,53.8756,52.5632,53.2024,2486924.0
2019-11-22,53.5511,53.7448,53.0572,53.5511,1863218.0
2019-11-23,53.5511,53.7448,53.0572,53.5511,1863218.0
2019-11-24,53.5511,53.7448,53.0572,53.5511,1863218.0
2019-11-25,53.5608,55.217,53.5608,55.1492,3581928.0
2019-11-26,55.1883,55.6865,54.8562,55.5693,1804336.0
2019-11-27,55.7548,56.3702,55.7011,55.9697,1391887.0
2019-11-28,55.7548,56.3702,55.7011,55.9697,1391887.0
2019-11-29,55.8232,56.0772,55.2665,55.3544,894924.0
2019-11-30,55.8232,56.0772,55.2665,55.3544,894924.0
2019-12-01,55.8232,56.0772,55.2665,55.3544,894924.0
2019-12-02,55.4813,55.6474,54.6413,55.1492,2233213.0
2019-12-03,54.2604,54.2848,53.2006,53.9283,2016857.0
2019-12-04,54.7781,55.9258,54.7781,55.1395,2201415.0
2019-12-05,55.4716,55.7695,55.1395,55.4227,1215275.0
2019-12-06,56.2042,56.4874,56.0869,56.1163,1535087.0
2019-12-07,56.2042,56.4874,56.0869,56.1163,1535087.0
2019-12-08,56.2042,56.4874,56.0869,56.1163,1535087.0
2019-12-09,55.999,56.3604,55.833,55.8525,1431712.0
2019-12-10,55.9209,56.4972,55.3544,55.4911,1663773.0
2019-12-11,55.8037,56.6633,55.7646,56.5363,1202011.0
2019-12-12,56.4093,58.1528,56.4093,58.0796,2115397.0
2019-12-13,57.9624,58.9294,57.2982,58.2066,2147119.0
2019-12-14,57.9624,58.9294,57.2982,58.2066,2147119.0
2019-12-15,57.9624,58.9294,57.2982,58.2066,2147119.0
2019-12-16,58.9294,59.3201,58.6315,59.0661,2096323.0
2019-12-17,59.3592,59.3689,58.9947,59.1443,1513106.0
2019-12-18,59.1541,59.3103,58.6266,59.1345,2510410.0
2019-12-19,59.4569,59.9159,59.242,59.8671,1781597.0
2019-12-20,60.3946,60.5606,59.5057,60.2774,5127544.0
2019-12-21,60.3946,60.5606,59.5057,60.2774,5127544.0
2019-12-22,60.3946,60.5606,59.5057,60.2774,5127544.0
2019-12-23,60.5606,61.2444,60.0039,60.0234,1485012.0
2019-12-24,60.0039,60.1504,59.8085,59.8671,473075.0
2019-12-25,60.0039,60.1504,59.8085,59.8671,473075.0
2019-12-26,59.8671,60.3555,59.7597,60.2578,714239.0
2019-12-27,60.3946,60.5606,59.9159,60.1113,838005.0
2019-12-28,60.3946,60.5606,59.9159,60.1113,838005.0
2019-12-29,60.3946,60.5606,59.9159,60.1113,838005.0
2019-12-30,60.0527,60.2578,59.6063,60.1992,953484.0
2019-12-31,59.955,60.1992,59.7694,60.082,1456102.0
2020-01-01,59.955,60.1992,59.7694,60.082,1456102.0
2020-01-02,60.629,60.9806,59.9843,60.9806,2262641.0
2020-01-03,59.8964,60.6485,59.828,59.9257,2021364.0
2020-01-04,59.8964,60.6485,59.828,59.9257,2021364.0
2020-01-05,59.8964,60.6485,59.828,59.9257,2021364.0
2020-01-06,59.2908,59.3592,58.7438,58.8366,2222610.0
2020-01-07,59.5448,60.3262,59.0271,60.1699,2342639.0
2020-01-08,60.3555,60.5509,59.8867,60.1504,1239984.0
2020-01-09,60.756,60.8634,60.0136,60.5899,1585043.0
2020-01-10,60.8146,60.9416,59.8378,60.0234,1723269.0
2020-01-11,60.8146,60.9416,59.8378,60.0234,1723269.0
2020-01-12,60.8146,60.9416,59.8378,60.0234,1723269.0
2020-01-13,60.1797,60.6778,59.9746,60.3995,1646375.0
2020-01-14,60.4043,61.3909,59.9746,60.7413,2123501.0
2020-01-15,60.6778,60.6778,59.828,60.0234,1320039.0
2020-01-16,59.8378,60.5411,59.8378,60.5216,1559033.0
2020-01-17,60.7657,60.9269,59.6229,59.9452,2484855.0
2020-01-18,60.7657,60.9269,59.6229,59.9452,2484855.0
2020-01-19,60.7657,60.9269,59.6229,59.9452,2484855.0
2020-01-20,60.7657,60.9269,59.6229,59.9452,2484855.0
2020-01-21,59.4862,60.9806,59.3846,60.5802,2805443.0
2020-01-22,60.8732,61.8304,60.5655,61.049,1956958.0
2020-01-23,61.2932,62.1332,60.7657,62.1137,2182127.0
2020-01-24,62.5142,62.6802,60.6485,61.1076,1833728.0
2020-01-25,62.5142,62.6802,60.6485,61.1076,1833728.0
2020-01-26,62.5142,62.6802,60.6485,61.1076,1833728.0
2020-01-27,59.662,59.7792,58.8806,58.8903,1961985.0
2020-01-28,59.2322,61.1125,59.2322,60.6485,3671442.0
2020-01-29,62.6119,62.8561,60.0918,60.0966,3786314.0
2020-01-30,59.2224,60.7071,59.0075,60.6192,2747824.0
2020-01-31,60.1211,60.2481,58.4801,58.7243,2145918.0
2020-02-01,60.1211,60.2481,58.4801,58.7243,2145918.0
2020-02-02,60.1211,60.2481,58.4801,58.7243,2145918.0
2020-02-03,59.1541,59.7206,58.8806,59.4276,1711731.0
2020-02-04,60.6583,61.1662,60.1699,60.9416,2410905.0
2020-02-05,62.3286,63.1882,61.9184,63.0026,1873037.0
2020-02-06,62.944,63.071,62.397,62.5923,1305903.0
2020-02-07,62.143,62.3188,61.0197,61.0783,1443172.0
2020-02-08,62.143,62.3188,61.0197,61.0783,1443172.0
2020-02-09,62.143,62.3188,61.0197,61.0783,1443172.0
2020-02-10,60.5509,61.5765,60.4141,61.5374,956742.0
2020-02-11,61.8988,62.7389,61.7132,62.2212,1006531.0
2020-02-12,62.9244,63.618,62.3237,62.9733,1678112.0
2020-02-13,62.7779,63.1882,62.1723,62.8072,1238528.0
2020-02-14,63.1003,63.1589,61.7425,62.0844,1299224.0
2020-02-15,63.1003,63.1589,61.7425,62.0844,1299224.0
2020-02-16,63.1003,63.1589,61.7425,62.0844,1299224.0
2020-02-17,63.1003,63.1589,61.7425,62.0844,1299224.0
2020-02-18,61.6546,61.7425,60.8146,61.0002,1344152.0
2020-02-19,61.5374,62.0844,61.2053,61.7328,1338382.0
2020-02-20,61.5569,61.8988,60.2774,60.9806,1164247.0
2020-02-21,60.6095,60.8537,59.6034,59.7499,1433358.0
2020-02-22,60.6095,60.8537,59.6034,59.7499,1433358.0
2020-02-23,60.6095,60.8537,59.6034,59.7499,1433358.0
2020-02-24,57.7768,58.7047,57.3861,57.6205,2065713.0
2020-02-25,58.2261,58.3497,55.579,55.999,2138327.0
2020-02-26,56.8068,57.6476,56.2453,56.6886,2151742.0
2020-02-27,55.3588,57.0432,55.0337,55.1224,2359740.0
2020-02-28,53.3493,55.1913,52.7189,54.7875,3740090.0
2020-02-29,53.3493,55.1913,52.7189,54.7875,3740090.0
