,MAXR US Equity,MAXR US Equity,MAXR US Equity,MAXR US Equity,MAXR US Equity
2022-05-14,27.9201,29.359,27.9201,29.1284,904236.0
2022-05-15,27.9201,29.359,27.9201,29.1284,904236.0
2022-05-16,29.1784,29.8973,28.749,29.0186,572626.0
2022-05-17,26.8117,28.8289,26.0928,28.5193,1299578.0
2022-05-18,27.9901,28.8488,26.9715,27.2112,806063.0
2022-05-19,26.8916,27.5407,26.6245,26.7418,854113.0
2022-05-20,27.0414,27.4458,25.0842,25.8331,616830.0
2022-05-21,27.0414,27.4458,25.0842,25.8331,616830.0
2022-05-22,27.0414,27.4458,25.0842,25.8331,616830.0
2022-05-23,25.8231,26.1127,25.2839,25.8431,568534.0
2022-05-24,25.3838,25.6933,24.0756,24.4451,660869.0
2022-05-25,24.0557,29.6077,24.0557,28.8189,3243616.0
2022-05-26,29.2582,30.5764,29.1184,29.7475,1185313.0
2022-05-27,30.0471,30.9159,29.8474,30.6463,615391.0
2022-05-28,30.0471,30.9159,29.8474,30.6463,615391.0
2022-05-29,30.0471,30.9159,29.8474,30.6463,615391.0
2022-05-30,30.0471,30.9159,29.8474,30.6463,615391.0
2022-05-31,30.6463,30.6463,29.5179,29.8174,708415.0
2022-06-01,30.2368,30.5164,28.5842,29.398,672737.0
2022-06-02,29.7076,30.5464,29.4739,30.4965,441972.0
2022-06-03,29.9273,30.3167,29.7076,30.0871,389119.0
2022-06-04,29.9273,30.3167,29.7076,30.0871,389119.0
2022-06-05,29.9273,30.3167,29.7076,30.0871,389119.0
2022-06-06,30.3966,30.846,29.9073,30.127,550547.0
2022-06-07,29.7875,30.4565,29.5279,30.097,320044.0
2022-06-08,29.7475,30.2568,29.1684,29.4779,390212.0
2022-06-09,29.1784,29.5578,28.4294,28.4694,330870.0
2022-06-10,28.0,28.4095,27.0114,27.0314,462065.0
2022-06-11,28.0,28.4095,27.0114,27.0314,462065.0
2022-06-12,28.0,28.4095,27.0114,27.0314,462065.0
2022-06-13,25.923,26.7518,25.2939,26.4822,916440.0
2022-06-14,26.5721,26.7619,25.5582,26.1525,569371.0
2022-06-15,26.5022,26.8019,25.7879,26.2924,646882.0
2022-06-16,25.5931,25.7929,24.1447,24.3944,704258.0
2022-06-17,24.5143,25.3834,24.2346,25.1536,1070452.0
2022-06-18,24.5143,25.3834,24.2346,25.1536,1070452.0
2022-06-19,24.5143,25.3834,24.2346,25.1536,1070452.0
2022-06-20,24.5143,25.3834,24.2346,25.1536,1070452.0
2022-06-21,26.4922,26.9717,25.683,26.7219,931403.0
2022-06-22,26.5022,27.2214,26.3823,26.5821,513791.0
2022-06-23,26.4822,26.7819,25.4733,26.702,592158.0
2022-06-24,26.9018,27.6909,26.7719,27.581,800942.0
2022-06-25,26.9018,27.6909,26.7719,27.581,800942.0
2022-06-26,26.9018,27.6909,26.7719,27.581,800942.0
2022-06-27,27.9706,28.1504,26.8418,27.0416,377988.0
2022-06-28,27.1515,27.8608,26.6021,26.632,385334.0
2022-06-29,26.6221,26.6221,25.0637,25.9328,528409.0
2022-06-30,25.2535,26.5222,24.8539,26.0626,654811.0
2022-07-01,26.1725,26.8268,25.9927,26.5521,375854.0
2022-07-02,26.1725,26.8268,25.9927,26.5521,375854.0
2022-07-03,26.1725,26.8268,25.9927,26.5521,375854.0
2022-07-04,26.1725,26.8268,25.9927,26.5521,375854.0
2022-07-05,25.9727,26.1925,24.6541,26.1226,608292.0
2022-07-06,25.8629,26.2924,25.2635,25.6331,387405.0
2022-07-07,25.753,26.8518,25.753,26.662,309518.0
2022-07-08,26.5222,26.7819,26.0027,26.2125,536797.0
2022-07-09,26.5222,26.7819,26.0027,26.2125,536797.0
2022-07-10,26.5222,26.7819,26.0027,26.2125,536797.0
2022-07-11,25.8329,26.0227,24.8939,24.9039,467917.0
2022-07-12,24.9438,25.6131,24.784,25.2135,395486.0
2022-07-13,24.7041,25.4333,24.4144,24.8639,377769.0
2022-07-14,24.4244,24.5043,23.5153,24.0348,428272.0
2022-07-15,24.5442,24.7141,23.775,24.3944,380001.0
2022-07-16,24.5442,24.7141,23.775,24.3944,380001.0
2022-07-17,24.5442,24.7141,23.775,24.3944,380001.0
2022-07-18,24.8739,25.5232,24.3045,24.4643,426959.0
2022-07-19,25.2335,26.1625,25.1336,25.8629,508534.0
2022-07-20,25.8928,26.5921,25.713,26.5821,352872.0
2022-07-21,26.3923,26.657,25.9528,26.5521,305602.0
2022-07-22,26.4522,26.7719,25.5632,25.9827,331200.0
2022-07-23,26.4522,26.7719,25.5632,25.9827,331200.0
2022-07-24,26.4522,26.7719,25.5632,25.9827,331200.0
2022-07-25,26.1026,26.692,25.5432,26.4123,370085.0
2022-07-26,26.2125,26.2125,25.4433,25.4932,312522.0
2022-07-27,25.8928,26.4622,25.6431,26.3423,351413.0
2022-07-28,26.3324,26.9217,25.8279,26.642,320388.0
2022-07-29,26.5721,27.5311,26.3435,27.4512,319804.0
2022-07-30,26.5721,27.5311,26.3435,27.4512,319804.0
2022-07-31,26.5721,27.5311,26.3435,27.4512,319804.0
2022-08-01,27.3713,27.581,26.8218,27.4612,283125.0
2022-08-02,27.1615,28.4801,27.1615,28.0905,391065.0
2022-08-03,28.3303,28.6099,27.8258,28.4901,296972.0
2022-08-04,28.57,28.7698,28.2903,28.3003,412691.0
2022-08-05,27.8008,28.58,27.7409,28.3203,347012.0
2022-08-06,27.8008,28.58,27.7409,28.3203,347012.0
2022-08-07,27.8008,28.58,27.7409,28.3203,347012.0
2022-08-08,28.6599,29.1194,28.3802,28.7398,503648.0
2022-08-09,28.55,28.7498,27.9407,28.5301,744979.0
2022-08-10,27.8208,27.9307,24.4943,26.0427,1669818.0
2022-08-11,26.2824,27.0716,25.723,26.9517,1095642.0
2022-08-12,27.2314,28.4002,26.2446,28.3602,796904.0
2022-08-13,27.2314,28.4002,26.2446,28.3602,796904.0
2022-08-14,27.2314,28.4002,26.2446,28.3602,796904.0
2022-08-15,27.9906,28.1504,27.4112,27.8608,515216.0
2022-08-16,27.8807,27.8807,27.1016,27.2214,543914.0
2022-08-17,26.712,26.8568,26.2708,26.3723,323985.0
2022-08-18,26.3723,26.692,25.9827,26.692,393658.0
2022-08-19,26.3324,26.3324,24.9938,25.5232,613243.0
2022-08-20,26.3324,26.3324,24.9938,25.5232,613243.0
2022-08-21,26.3324,26.3324,24.9938,25.5232,613243.0
2022-08-22,24.9738,25.2735,24.724,24.764,435493.0
2022-08-23,24.8939,25.3334,24.5143,24.734,364549.0
2022-08-24,24.8939,25.5432,24.804,25.5232,348084.0
2022-08-25,25.6331,26.1476,25.6331,25.9927,398153.0
2022-08-26,25.8629,26.0626,24.6341,24.6741,467448.0
2022-08-27,25.8629,26.0626,24.6341,24.6741,467448.0
2022-08-28,25.8629,26.0626,24.6341,24.6741,467448.0
2022-08-29,24.2745,24.5742,23.855,23.8649,401252.0
2022-08-30,24.2745,24.3044,23.3855,24.0947,614708.0
2022-08-31,24.1546,24.2101,23.7251,23.805,514966.0
2022-09-01,23.6452,23.6452,22.5963,23.1757,556078.0
2022-09-02,23.5453,23.5453,22.4265,22.5763,392177.0
2022-09-03,23.5453,23.5453,22.4265,22.5763,392177.0
2022-09-04,23.5453,23.5453,22.4265,22.5763,392177.0
2022-09-05,23.5453,23.5453,22.4265,22.5763,392177.0
2022-09-06,22.5763,22.6962,22.0069,22.0369,560462.0
2022-09-07,21.897,22.7861,21.7284,22.6962,455636.0
2022-09-08,22.4764,22.6163,22.1368,22.3166,442755.0
2022-09-09,22.5264,23.5653,22.5264,23.5153,579563.0
2022-09-10,22.5264,23.5653,22.5264,23.5153,579563.0
2022-09-11,22.5264,23.5653,22.5264,23.5153,579563.0
2022-09-12,23.6951,23.9648,23.3555,23.6951,416756.0
2022-09-13,22.5463,23.3954,22.4564,22.5563,554624.0
2022-09-14,22.4564,22.4914,21.5469,21.8667,505129.0
2022-09-15,21.6169,22.1166,21.477,21.507,490270.0
2022-09-16,20.9173,20.9873,20.2477,20.7974,1623815.0
2022-09-17,20.9173,20.9873,20.2477,20.7974,1623815.0
2022-09-18,20.9173,20.9873,20.2477,20.7974,1623815.0
2022-09-19,20.6675,21.6869,20.5631,21.5869,639158.0
2022-09-20,21.6869,21.8767,21.0672,21.1872,494877.0
2022-09-21,21.467,21.7568,20.8574,20.8973,521284.0
2022-09-22,20.8274,20.9373,19.8979,20.2277,518927.0
2022-09-23,19.738,19.778,18.8386,19.2983,687888.0
2022-09-24,19.738,19.778,18.8386,19.2983,687888.0
2022-09-25,19.738,19.778,18.8386,19.2983,687888.0
2022-09-26,19.1584,19.5481,18.4388,18.4788,865793.0
2022-09-27,18.7386,19.0784,17.9891,18.2589,511212.0
2022-09-28,18.169,18.7686,17.9091,18.6187,627954.0
2022-09-29,18.2989,18.3389,17.4994,18.3189,751365.0
2022-09-30,18.159,19.2483,18.159,18.7087,978149.0
2022-10-01,18.159,19.2483,18.159,18.7087,978149.0
2022-10-02,18.159,19.2483,18.159,18.7087,978149.0
2022-10-03,19.2983,20.0379,18.7586,19.828,773316.0
2022-10-04,20.4276,21.8168,20.4276,21.7868,934788.0
2022-10-05,21.2371,21.7868,21.0472,21.417,603959.0
2022-10-06,21.377,21.6869,20.8384,21.0772,437975.0
2022-10-07,20.7774,20.7974,20.1878,20.5775,370311.0
2022-10-08,20.7774,20.7974,20.1878,20.5775,370311.0
2022-10-09,20.7774,20.7974,20.1878,20.5775,370311.0
2022-10-10,20.6575,20.8773,20.0379,20.0379,395380.0
2022-10-11,19.9479,20.3277,19.2983,19.6581,436478.0
2022-10-12,19.5382,19.5382,18.7986,18.9985,301518.0
2022-10-13,18.4088,19.778,18.2389,19.728,497453.0
2022-10-14,19.818,20.0878,18.7986,18.9785,501607.0
2022-10-15,19.818,20.0878,18.7986,18.9785,501607.0
2022-10-16,19.818,20.0878,18.7986,18.9785,501607.0
2022-10-17,19.718,20.3227,19.6981,20.2377,425628.0
2022-10-18,20.8374,21.0472,20.5375,20.8274,386527.0
2022-10-19,20.5375,20.8474,20.0978,20.4276,373373.0
2022-10-20,20.3976,20.8673,20.1078,20.2277,233585.0
2022-10-21,20.3077,20.5575,19.6581,20.4976,348511.0
2022-10-22,20.3077,20.5575,19.6581,20.4976,348511.0
2022-10-23,20.3077,20.5575,19.6581,20.4976,348511.0
2022-10-24,20.6575,20.6775,20.1178,20.5076,279260.0
2022-10-25,20.4976,21.482,20.4326,21.2971,387203.0
2022-10-26,21.497,22.0067,21.497,21.5569,520615.0
2022-10-27,21.7868,22.2365,21.6169,21.7168,310140.0
2022-10-28,21.9267,22.5064,21.7218,22.5064,377914.0
2022-10-29,21.9267,22.5064,21.7218,22.5064,377914.0
2022-10-30,21.9267,22.5064,21.7218,22.5064,377914.0
2022-10-31,22.4164,22.7862,22.1466,22.3265,533259.0
2022-11-01,22.6763,22.7762,22.2365,22.3664,327584.0
2022-11-02,22.1965,22.335,20.9173,20.9273,513202.0
2022-11-03,20.5575,21.1372,20.3677,20.5076,408062.0
2022-11-04,21.3371,22.8362,19.9979,22.7262,930041.0
2022-11-05,21.3371,22.8362,19.9979,22.7262,930041.0
2022-11-06,21.3371,22.8362,19.9979,22.7262,930041.0
2022-11-07,22.9761,24.5301,22.5563,24.5151,753569.0
2022-11-08,24.5351,24.795,23.7156,24.4951,693914.0
2022-11-09,24.2053,24.755,23.7256,23.8156,378000.0
2022-11-10,24.9849,26.2541,24.5251,26.2141,956863.0
2022-11-11,25.9842,27.1236,25.9842,26.3041,660488.0
2022-11-12,25.9842,27.1236,25.9842,26.3041,660488.0
2022-11-13,25.9842,27.1236,25.9842,26.3041,660488.0
2022-11-14,26.1242,26.1841,25.1847,25.2347,351856.0
2022-11-15,25.9043,26.404,25.4546,25.9143,685571.0
2022-11-16,25.5945,25.6145,24.9349,25.1048,336285.0
2022-11-17,24.4252,25.8643,24.3802,25.8543,448875.0
2022-11-18,26.2241,26.5739,25.9443,26.464,437340.0
2022-11-19,26.2241,26.5739,25.9443,26.464,437340.0
2022-11-20,26.2241,26.5739,25.9443,26.464,437340.0
2022-11-21,26.1741,27.2335,26.1242,26.6638,688357.0
2022-11-22,26.6638,26.6638,25.8843,26.0142,870939.0
2022-11-23,25.3646,25.6345,22.0766,23.096,2610229.0
2022-11-24,25.3646,25.6345,22.0766,23.096,2610229.0
2022-11-25,23.0061,23.8855,22.7462,23.7856,372575.0
2022-11-26,23.0061,23.8855,22.7462,23.7856,372575.0
2022-11-27,23.0061,23.8855,22.7462,23.7856,372575.0
2022-11-28,23.156,23.3064,22.7562,22.9161,509404.0
2022-11-29,23.036,23.2359,22.7962,22.9861,396772.0
2022-11-30,23.136,24.2153,22.9261,24.1853,519635.0
2022-12-01,24.1254,24.9249,24.0511,24.785,337515.0
2022-12-02,24.3652,25.7044,24.2253,25.7044,454943.0
2022-12-03,24.3652,25.7044,24.2253,25.7044,454943.0
2022-12-04,24.3652,25.7044,24.2253,25.7044,454943.0
2022-12-05,25.5045,25.9343,25.0548,25.0748,418778.0
2022-12-06,25.1747,25.2047,23.8355,23.9655,407860.0
2022-12-07,23.8256,24.1753,23.3858,24.1154,465300.0
2022-12-08,24.4152,25.1048,24.1853,24.4652,613129.0
2022-12-09,24.2953,24.3852,23.6457,23.9055,356182.0
2022-12-10,24.2953,24.3852,23.6457,23.9055,356182.0
2022-12-11,24.2953,24.3852,23.6457,23.9055,356182.0
2022-12-12,24.0254,24.4252,23.9055,24.3552,284662.0
2022-12-13,25.2047,25.7544,24.3752,24.4752,551988.0
2022-12-14,24.4752,24.9526,23.9353,24.0352,420445.0
2022-12-15,23.5253,23.6853,22.7755,23.0954,584228.0
2022-12-16,50.8299,51.9197,50.67,51.9197,20412706.0
2022-12-17,50.8299,51.9197,50.67,51.9197,20412706.0
2022-12-18,50.8299,51.9197,50.67,51.9197,20412706.0
2022-12-19,51.3098,51.6298,51.1499,51.3898,3852093.0
2022-12-20,51.2499,51.5098,51.2299,51.3198,2694971.0
2022-12-21,51.3098,51.8497,51.3098,51.6598,2775759.0
2022-12-22,51.4498,51.8597,51.4498,51.7498,1971408.0
2022-12-23,51.6598,51.8597,51.5898,51.7597,1204906.0
2022-12-24,51.6598,51.8597,51.5898,51.7597,1204906.0
2022-12-25,51.6598,51.8597,51.5898,51.7597,1204906.0
2022-12-26,51.6598,51.8597,51.5898,51.7597,1204906.0
2022-12-27,51.7098,51.8397,51.5298,51.5998,1530924.0
2022-12-28,51.5898,51.7398,51.4248,51.4598,1735868.0
2022-12-29,51.5398,51.6648,51.5098,51.6398,861727.0
2022-12-30,51.5498,51.7498,51.5398,51.7298,668075.0
2022-12-31,51.5498,51.7498,51.5398,51.7298,668075.0
2023-01-01,51.5498,51.7498,51.5398,51.7298,668075.0
2023-01-02,51.5498,51.7498,51.5398,51.7298,668075.0
2023-01-03,51.5598,51.6448,51.1399,51.2598,3181767.0
2023-01-04,51.4398,51.4798,50.9499,50.9899,2960320.0
2023-01-05,50.9199,51.1099,50.8399,50.8999,2200962.0
2023-01-06,51.0099,51.1799,50.9099,50.9999,1609751.0
2023-01-07,51.0099,51.1799,50.9099,50.9999,1609751.0
2023-01-08,51.0099,51.1799,50.9099,50.9999,1609751.0
2023-01-09,51.0699,51.2598,50.9399,50.9499,1965359.0
2023-01-10,50.8999,51.0099,50.8899,50.9499,2160769.0
2023-01-11,50.9399,51.3798,50.9399,51.3398,1274947.0
2023-01-12,51.3798,51.4698,51.1599,51.2499,1245436.0
2023-01-13,51.1899,51.3098,51.0899,51.1699,2409331.0
2023-01-14,51.1899,51.3098,51.0899,51.1699,2409331.0
2023-01-15,51.1899,51.3098,51.0899,51.1699,2409331.0
2023-01-16,51.1899,51.3098,51.0899,51.1699,2409331.0
2023-01-17,51.0699,51.2798,51.0599,51.2399,1479198.0
2023-01-18,51.2898,51.2898,51.1699,51.2399,938222.0
2023-01-19,51.1099,51.2515,51.1099,51.2499,2183732.0
2023-01-20,51.3698,51.3898,51.1199,51.2998,1276461.0
2023-01-21,51.3698,51.3898,51.1199,51.2998,1276461.0
2023-01-22,51.3698,51.3898,51.1199,51.2998,1276461.0
2023-01-23,51.2099,51.4198,51.2099,51.2898,776825.0
2023-01-24,51.2598,51.3448,51.2099,51.2998,804087.0
2023-01-25,51.2898,51.3298,51.2199,51.2499,643755.0
2023-01-26,51.3198,51.4198,51.1949,51.4098,741383.0
2023-01-27,51.3198,51.3898,51.2898,51.3098,509714.0
2023-01-28,51.3198,51.3898,51.2898,51.3098,509714.0
2023-01-29,51.3198,51.3898,51.2898,51.3098,509714.0
2023-01-30,51.2499,51.3848,51.2499,51.3698,679349.0
2023-01-31,51.5198,51.6598,51.5198,51.6598,1530671.0
2023-02-01,51.5898,51.8147,51.5798,51.7697,1254753.0
2023-02-02,51.8397,51.8397,51.5898,51.7398,2024240.0
2023-02-03,51.4998,51.8147,51.4898,51.5998,1109809.0
2023-02-04,51.4998,51.8147,51.4898,51.5998,1109809.0
2023-02-05,51.4998,51.8147,51.4898,51.5998,1109809.0
2023-02-06,51.5298,51.6698,51.5298,51.5898,667217.0
2023-02-07,51.5998,51.7498,51.5898,51.6498,932302.0
2023-02-08,51.6098,51.7398,51.5098,51.6698,877903.0
2023-02-09,51.6998,51.7298,51.4498,51.4798,860666.0
2023-02-10,51.4098,51.6998,51.3998,51.5398,1125244.0
2023-02-11,51.4098,51.6998,51.3998,51.5398,1125244.0
2023-02-12,51.4098,51.6998,51.3998,51.5398,1125244.0
2023-02-13,51.5698,51.8697,51.5498,51.7697,972425.0
2023-02-14,51.6498,51.8897,51.6498,51.8597,834689.0
2023-02-15,51.6298,51.6598,51.4598,51.5098,2671790.0
2023-02-16,51.4098,51.5798,51.3798,51.4898,1550331.0
2023-02-17,51.5098,51.6298,51.4398,51.4898,1722608.0
2023-02-18,51.5098,51.6298,51.4398,51.4898,1722608.0
2023-02-19,51.5098,51.6298,51.4398,51.4898,1722608.0
2023-02-20,51.5098,51.6298,51.4398,51.4898,1722608.0
2023-02-21,51.4398,51.5598,51.3998,51.4198,1121874.0
2023-02-22,51.4398,51.4998,51.3498,51.3798,2179919.0
2023-02-23,51.3798,51.4398,51.1899,51.3898,2775749.0
2023-02-24,51.1999,51.4498,51.1999,51.4298,1759341.0
2023-02-25,51.1999,51.4498,51.1999,51.4298,1759341.0
2023-02-26,51.1999,51.4498,51.1999,51.4298,1759341.0
2023-02-27,51.4298,51.5448,51.2499,51.4798,1582864.0
2023-02-28,51.4198,51.5498,51.4098,51.4898,1284554.0
2023-03-01,51.4398,51.5298,51.4198,51.4598,1198599.0
2023-03-02,51.4098,51.4398,51.2199,51.2399,1319440.0
2023-03-03,51.3498,51.3498,51.2299,51.2898,785225.0
2023-03-04,51.3498,51.3498,51.2299,51.2898,785225.0
2023-03-05,51.3498,51.3498,51.2299,51.2898,785225.0
2023-03-06,51.3198,51.3248,51.2399,51.2598,720343.0
2023-03-07,51.2399,51.3098,51.1599,51.1799,1374016.0
2023-03-08,51.1999,51.2698,51.0899,51.0899,694899.0
2023-03-09,51.0999,51.1499,50.8999,50.9399,989264.0
2023-03-10,50.9499,50.9899,50.54,50.8899,1536078.0
2023-03-11,50.9499,50.9899,50.54,50.8899,1536078.0
2023-03-12,50.9499,50.9899,50.54,50.8899,1536078.0
2023-03-13,50.39,50.8899,50.31,50.46,2046588.0
2023-03-14,50.9,51.0,50.77,50.83,1138927.0
2023-03-15,50.52,50.97,50.52,50.82,1200781.0
2023-03-16,50.7,51.085,50.65,50.88,1029944.0
2023-03-17,50.71,50.86,50.38,50.44,2405068.0
2023-03-18,50.71,50.86,50.38,50.44,2405068.0
2023-03-19,50.71,50.86,50.38,50.44,2405068.0
2023-03-20,50.56,50.765,50.53,50.68,590987.0
2023-03-21,50.79,50.98,50.69,50.85,489933.0
2023-03-22,50.76,50.76,50.33,50.34,801029.0
2023-03-23,50.66,50.72,50.5,50.65,704420.0
2023-03-24,50.56,50.69,50.425,50.67,749621.0
2023-03-25,50.56,50.69,50.425,50.67,749621.0
2023-03-26,50.56,50.69,50.425,50.67,749621.0
2023-03-27,50.76,50.82,50.51,50.67,775318.0
2023-03-28,50.64,50.73,50.57,50.66,807976.0
2023-03-29,50.73,50.92,50.705,50.85,766486.0
2023-03-30,50.91,50.95,50.69,50.94,469397.0
2023-03-31,50.94,51.175,50.87,51.06,1337626.0
2023-04-01,50.94,51.175,50.87,51.06,1337626.0
2023-04-02,50.94,51.175,50.87,51.06,1337626.0
2023-04-03,50.99,51.385,50.93,51.3,1699166.0
2023-04-04,51.15,51.42,51.12,51.39,702480.0
2023-04-05,51.27,51.32,50.98,51.28,776383.0
2023-04-06,51.2,51.34,51.12,51.17,719812.0
2023-04-07,51.2,51.34,51.12,51.17,719812.0
2023-04-08,51.2,51.34,51.12,51.17,719812.0
2023-04-09,51.2,51.34,51.12,51.17,719812.0
2023-04-10,51.12,51.38,51.12,51.31,724764.0
2023-04-11,51.34,51.34,51.14,51.15,611819.0
2023-04-12,51.28,51.32,51.05,51.09,498684.0
2023-04-13,51.23,51.28,51.13,51.25,416872.0
2023-04-14,51.25,51.345,51.185,51.24,1063651.0
2023-04-15,51.25,51.345,51.185,51.24,1063651.0
2023-04-16,51.25,51.345,51.185,51.24,1063651.0
2023-04-17,52.74,52.76,52.63,52.7,3958002.0
2023-04-18,52.69,52.7,52.67,52.7,1430541.0
2023-04-19,52.7,52.72,52.68,52.7,1999499.0
2023-04-20,52.7,52.77,52.69,52.7,1078094.0
2023-04-21,52.71,52.73,52.68,52.68,751790.0
2023-04-22,52.71,52.73,52.68,52.68,751790.0
2023-04-23,52.71,52.73,52.68,52.68,751790.0
2023-04-24,52.71,52.8,52.69,52.8,565574.0
2023-04-25,52.73,52.76,52.69,52.7,848433.0
2023-04-26,52.74,52.7425,52.63,52.69,1200716.0
2023-04-27,52.72,52.72,52.69,52.7,440602.0
2023-04-28,52.71,52.72,52.68,52.72,969639.0
2023-04-29,52.71,52.72,52.68,52.72,969639.0
2023-04-30,52.71,52.72,52.68,52.72,969639.0
2023-05-01,52.7,52.99,52.69,52.98,3052248.0
2023-05-02,52.98,52.99,52.98,52.99,3111722.0
2023-05-03,52.98,52.99,52.98,52.99,3111722.0
2023-05-04,52.98,52.99,52.98,52.99,3111722.0
2023-05-05,52.98,52.99,52.98,52.99,3111722.0
2023-05-06,52.98,52.99,52.98,52.99,3111722.0
2023-05-07,52.98,52.99,52.98,52.99,3111722.0
2023-05-08,52.98,52.99,52.98,52.99,3111722.0
2023-05-09,52.98,52.99,52.98,52.99,3111722.0
2023-05-10,52.98,52.99,52.98,52.99,3111722.0
2023-05-11,52.98,52.99,52.98,52.99,3111722.0
2023-05-12,52.98,52.99,52.98,52.99,3111722.0
2023-05-13,52.98,52.99,52.98,52.99,3111722.0
2023-05-14,52.98,52.99,52.98,52.99,3111722.0
2023-05-15,52.98,52.99,52.98,52.99,3111722.0
2023-05-16,52.98,52.99,52.98,52.99,3111722.0
2023-05-17,52.98,52.99,52.98,52.99,3111722.0
2023-05-18,52.98,52.99,52.98,52.99,3111722.0
2023-05-19,52.98,52.99,52.98,52.99,3111722.0
2023-05-20,52.98,52.99,52.98,52.99,3111722.0
2023-05-21,52.98,52.99,52.98,52.99,3111722.0
2023-05-22,52.98,52.99,52.98,52.99,3111722.0
2023-05-23,52.98,52.99,52.98,52.99,3111722.0
2023-05-24,52.98,52.99,52.98,52.99,3111722.0
2023-05-25,52.98,52.99,52.98,52.99,3111722.0
2023-05-26,52.98,52.99,52.98,52.99,3111722.0
2023-05-27,52.98,52.99,52.98,52.99,3111722.0
2023-05-28,52.98,52.99,52.98,52.99,3111722.0
2023-05-29,52.98,52.99,52.98,52.99,3111722.0
2023-05-30,52.98,52.99,52.98,52.99,3111722.0
2023-05-31,52.98,52.99,52.98,52.99,3111722.0
2023-06-01,52.98,52.99,52.98,52.99,3111722.0
2023-06-02,52.98,52.99,52.98,52.99,3111722.0
2023-06-03,52.98,52.99,52.98,52.99,3111722.0
2023-06-04,52.98,52.99,52.98,52.99,3111722.0
2023-06-05,52.98,52.99,52.98,52.99,3111722.0
2023-06-06,52.98,52.99,52.98,52.99,3111722.0
2023-06-07,52.98,52.99,52.98,52.99,3111722.0
2023-06-08,52.98,52.99,52.98,52.99,3111722.0
2023-06-09,52.98,52.99,52.98,52.99,3111722.0
2023-06-10,52.98,52.99,52.98,52.99,3111722.0
2023-06-11,52.98,52.99,52.98,52.99,3111722.0
2023-06-12,52.98,52.99,52.98,52.99,3111722.0
2023-06-13,52.98,52.99,52.98,52.99,3111722.0
2023-06-14,52.98,52.99,52.98,52.99,3111722.0
2023-06-15,52.98,52.99,52.98,52.99,3111722.0
2023-06-16,52.98,52.99,52.98,52.99,3111722.0
2023-06-17,52.98,52.99,52.98,52.99,3111722.0
2023-06-18,52.98,52.99,52.98,52.99,3111722.0
2023-06-19,52.98,52.99,52.98,52.99,3111722.0
2023-06-20,52.98,52.99,52.98,52.99,3111722.0
2023-06-21,52.98,52.99,52.98,52.99,3111722.0
2023-06-22,52.98,52.99,52.98,52.99,3111722.0
2023-06-23,52.98,52.99,52.98,52.99,3111722.0
2023-06-24,52.98,52.99,52.98,52.99,3111722.0
2023-06-25,52.98,52.99,52.98,52.99,3111722.0
2023-06-26,52.98,52.99,52.98,52.99,3111722.0
2023-06-27,52.98,52.99,52.98,52.99,3111722.0
2023-06-28,52.98,52.99,52.98,52.99,3111722.0
2023-06-29,52.98,52.99,52.98,52.99,3111722.0
2023-06-30,52.98,52.99,52.98,52.99,3111722.0
2023-07-01,52.98,52.99,52.98,52.99,3111722.0
2023-07-02,52.98,52.99,52.98,52.99,3111722.0
2023-07-03,52.98,52.99,52.98,52.99,3111722.0
2023-07-04,52.98,52.99,52.98,52.99,3111722.0
2023-07-05,52.98,52.99,52.98,52.99,3111722.0
2023-07-06,52.98,52.99,52.98,52.99,3111722.0
2023-07-07,52.98,52.99,52.98,52.99,3111722.0
2023-07-08,52.98,52.99,52.98,52.99,3111722.0
2023-07-09,52.98,52.99,52.98,52.99,3111722.0
2023-07-10,52.98,52.99,52.98,52.99,3111722.0
2023-07-11,52.98,52.99,52.98,52.99,3111722.0
2023-07-12,52.98,52.99,52.98,52.99,3111722.0
2023-07-13,52.98,52.99,52.98,52.99,3111722.0
2023-07-14,52.98,52.99,52.98,52.99,3111722.0
2023-07-15,52.98,52.99,52.98,52.99,3111722.0
2023-07-16,52.98,52.99,52.98,52.99,3111722.0
2023-07-17,52.98,52.99,52.98,52.99,3111722.0
2023-07-18,52.98,52.99,52.98,52.99,3111722.0
2023-07-19,52.98,52.99,52.98,52.99,3111722.0
2023-07-20,52.98,52.99,52.98,52.99,3111722.0
2023-07-21,52.98,52.99,52.98,52.99,3111722.0
2023-07-22,52.98,52.99,52.98,52.99,3111722.0
2023-07-23,52.98,52.99,52.98,52.99,3111722.0
2023-07-24,52.98,52.99,52.98,52.99,3111722.0
2023-07-25,52.98,52.99,52.98,52.99,3111722.0
2023-07-26,52.98,52.99,52.98,52.99,3111722.0
2023-07-27,52.98,52.99,52.98,52.99,3111722.0
2023-07-28,52.98,52.99,52.98,52.99,3111722.0
2023-07-29,52.98,52.99,52.98,52.99,3111722.0
2023-07-30,52.98,52.99,52.98,52.99,3111722.0
2023-07-31,52.98,52.99,52.98,52.99,3111722.0
2023-08-01,52.98,52.99,52.98,52.99,3111722.0
2023-08-02,52.98,52.99,52.98,52.99,3111722.0
2023-08-03,52.98,52.99,52.98,52.99,3111722.0
2023-08-04,52.98,52.99,52.98,52.99,3111722.0
2023-08-05,52.98,52.99,52.98,52.99,3111722.0
2023-08-06,52.98,52.99,52.98,52.99,3111722.0
2023-08-07,52.98,52.99,52.98,52.99,3111722.0
