,TRGP US Equity,TRGP US Equity,TRGP US Equity,TRGP US Equity,TRGP US Equity
2022-05-05,75.0043,75.395,70.6895,71.785,2155872.0
2022-05-06,72.5442,73.7838,69.7189,72.525,3099328.0
2022-05-07,72.5442,73.7838,69.7189,72.525,3099328.0
2022-05-08,72.5442,73.7838,69.7189,72.525,3099328.0
2022-05-09,70.949,71.218,64.669,64.9525,2622187.0
2022-05-10,65.7405,67.9699,64.1933,65.3657,3572593.0
2022-05-11,66.5669,69.6516,65.875,66.1056,2314979.0
2022-05-12,65.4233,66.9993,64.5585,65.6636,2255068.0
2022-05-13,67.0858,69.4931,66.8744,68.4985,2197112.0
2022-05-14,67.0858,69.4931,66.8744,68.4985,2197112.0
2022-05-15,67.0858,69.4931,66.8744,68.4985,2197112.0
2022-05-16,68.7868,70.7472,68.7243,69.3249,1592050.0
2022-05-17,69.988,70.4156,69.2865,70.1129,1756601.0
2022-05-18,70.4396,70.6511,65.9711,67.0474,1589972.0
2022-05-19,65.7309,67.451,65.481,66.2209,1663727.0
2022-05-20,67.0954,67.5087,65.2984,66.7303,1902947.0
2022-05-21,67.0954,67.5087,65.2984,66.7303,1902947.0
2022-05-22,67.0954,67.5087,65.2984,66.7303,1902947.0
2022-05-23,67.278,67.451,66.1969,66.5573,1398629.0
2022-05-24,66.317,66.663,64.866,66.2786,1946554.0
2022-05-25,66.6149,68.018,66.317,67.7393,2116290.0
2022-05-26,67.7585,68.979,67.7585,68.2774,2003186.0
2022-05-27,68.2678,70.0937,67.7297,69.9784,2542184.0
2022-05-28,68.2678,70.0937,67.7297,69.9784,2542184.0
2022-05-29,68.2678,70.0937,67.7297,69.9784,2542184.0
2022-05-30,68.2678,70.0937,67.7297,69.9784,2542184.0
2022-05-31,71.0258,71.6216,68.2967,69.2096,16817446.0
2022-06-01,70.0264,72.4952,69.2432,72.1406,2506964.0
2022-06-02,71.5544,73.8966,71.391,73.6877,1797370.0
2022-06-03,73.8031,74.8601,73.2553,74.3316,1486666.0
2022-06-04,73.8031,74.8601,73.2553,74.3316,1486666.0
2022-06-05,73.8031,74.8601,73.2553,74.3316,1486666.0
2022-06-06,74.9466,75.1004,73.2169,73.3898,1220174.0
2022-06-07,73.5244,77.2626,73.1592,77.2434,2036747.0
2022-06-08,76.9743,77.1761,74.2595,74.7256,1722468.0
2022-06-09,74.5526,74.6007,72.006,72.1502,1158282.0
2022-06-10,70.6703,71.7658,69.1183,69.6036,1359198.0
2022-06-11,70.6703,71.7658,69.1183,69.6036,1359198.0
2022-06-12,70.6703,71.7658,69.1183,69.6036,1359198.0
2022-06-13,67.2684,67.7105,64.5698,64.914,2198385.0
2022-06-14,66.2306,66.8744,62.7806,63.7128,2346337.0
2022-06-15,63.9146,65.3657,62.8479,64.126,2811469.0
2022-06-16,62.4635,62.4635,59.2154,59.8208,2498223.0
2022-06-17,60.5224,61.983,56.7361,58.2833,6511826.0
2022-06-18,60.5224,61.983,56.7361,58.2833,6511826.0
2022-06-19,60.5224,61.983,56.7361,58.2833,6511826.0
2022-06-20,60.5224,61.983,56.7361,58.2833,6511826.0
2022-06-21,61.0509,62.7951,60.6473,60.9932,2851772.0
2022-06-22,57.9373,59.2539,57.601,57.6779,2478994.0
2022-06-23,58.0046,58.4274,55.0063,55.8808,2236702.0
2022-06-24,56.467,58.0334,55.7367,55.8712,6755786.0
2022-06-25,56.467,58.0334,55.7367,55.8712,6755786.0
2022-06-26,56.467,58.0334,55.7367,55.8712,6755786.0
2022-06-27,56.7361,58.5908,56.4862,58.3794,2346197.0
2022-06-28,60.013,61.2719,59.3211,60.0515,2029696.0
2022-06-29,60.6569,61.0605,58.043,58.2737,1390025.0
2022-06-30,56.9763,57.9469,56.001,57.3415,2585629.0
2022-07-01,57.3511,58.6388,56.1019,58.6196,1930650.0
2022-07-02,57.3511,58.6388,56.1019,58.6196,1930650.0
2022-07-03,57.3511,58.6388,56.1019,58.6196,1930650.0
2022-07-04,57.3511,58.6388,56.1019,58.6196,1930650.0
2022-07-05,57.4184,57.774,54.9871,56.6592,2172407.0
2022-07-06,55.7271,57.2454,53.488,54.0838,3983855.0
2022-07-07,55.7079,57.6394,55.1121,57.4857,2698403.0
2022-07-08,57.9277,58.3121,55.7943,57.3896,1470359.0
2022-07-09,57.9277,58.3121,55.7943,57.3896,1470359.0
2022-07-10,57.9277,58.3121,55.7943,57.3896,1470359.0
2022-07-11,56.8034,57.2646,55.6118,56.6304,1301707.0
2022-07-12,55.4003,57.255,55.2033,56.7457,1783321.0
2022-07-13,55.6502,57.2935,55.6118,56.4286,1394304.0
2022-07-14,54.6412,55.8712,53.3919,55.5445,1457321.0
2022-07-15,56.861,56.861,55.5349,56.5631,935024.0
2022-07-16,56.861,56.861,55.5349,56.5631,935024.0
2022-07-17,56.861,56.861,55.5349,56.5631,935024.0
2022-07-18,57.8989,59.0809,57.5818,58.1487,1221658.0
2022-07-19,58.1583,60.4263,58.1583,60.1956,1568046.0
2022-07-20,59.8208,61.2815,59.4605,60.7145,1296945.0
2022-07-21,58.9271,60.4263,57.9469,60.2533,1680732.0
2022-07-22,60.7242,61.1374,58.7061,59.3019,818780.0
2022-07-23,60.7242,61.1374,58.7061,59.3019,818780.0
2022-07-24,60.7242,61.1374,58.7061,59.3019,818780.0
2022-07-25,60.1764,61.6899,59.2923,61.6467,869881.0
2022-07-26,62.6846,63.0978,61.9446,62.8575,1382525.0
2022-07-27,63.2131,64.2029,62.1145,64.0203,1350908.0
2022-07-28,64.7256,65.1603,62.8997,65.0637,1186241.0
2022-07-29,65.9814,66.9765,65.6916,66.7639,1599546.0
2022-07-30,65.9814,66.9765,65.6916,66.7639,1599546.0
2022-07-31,65.9814,66.9765,65.6916,66.7639,1599546.0
2022-08-01,65.6916,66.5852,64.5034,66.0973,1545079.0
2022-08-02,66.0973,66.8364,64.6483,65.653,1711678.0
2022-08-03,66.3389,66.7929,64.7739,65.3052,1484538.0
2022-08-04,64.5613,65.4887,61.6535,61.7694,1443327.0
2022-08-05,60.6005,62.1945,60.4266,61.5569,1134770.0
2022-08-06,60.6005,62.1945,60.4266,61.5569,1134770.0
2022-08-07,60.6005,62.1945,60.4266,61.5569,1134770.0
2022-08-08,61.8274,63.5083,61.7598,62.7934,1143537.0
2022-08-09,63.3731,64.996,63.1219,64.7256,1559396.0
2022-08-10,65.1023,65.6047,64.2618,65.2472,1088717.0
2022-08-11,66.3485,68.242,66.0007,68.0005,1728552.0
2022-08-12,67.614,67.7686,66.5127,67.1697,1346140.0
2022-08-13,67.614,67.7686,66.5127,67.1697,1346140.0
2022-08-14,67.614,67.7686,66.5127,67.1697,1346140.0
2022-08-15,64.8994,66.1167,64.0203,65.8558,1345958.0
2022-08-16,66.1746,67.0537,65.5853,65.9138,1717499.0
2022-08-17,65.2859,65.7399,64.1846,65.1506,2082487.0
2022-08-18,65.7689,67.8652,65.7689,67.7107,1163773.0
2022-08-19,67.0924,67.5174,66.4741,66.5514,1278837.0
2022-08-20,67.0924,67.5174,66.4741,66.5514,1278837.0
2022-08-21,67.0924,67.5174,66.4741,66.5514,1278837.0
2022-08-22,65.8558,66.165,64.9043,65.5757,689112.0
2022-08-23,66.648,68.5076,66.4983,67.3436,930540.0
2022-08-24,67.4691,68.9762,67.3436,68.8409,728331.0
2022-08-25,69.2757,69.7973,68.9858,69.749,828498.0
2022-08-26,69.7877,69.9326,67.8169,67.8266,854699.0
2022-08-27,69.7877,69.9326,67.8169,67.8266,854699.0
2022-08-28,69.7877,69.9326,67.8169,67.8266,854699.0
2022-08-29,67.2373,69.4447,66.9378,68.696,1072611.0
2022-08-30,67.7396,67.7831,65.537,65.7882,1071489.0
2022-08-31,64.3101,67.0054,64.1314,65.9138,1741081.0
2022-09-01,65.2955,65.5757,63.5276,65.3438,1313220.0
2022-09-02,67.2566,67.9425,66.1167,67.2566,1291598.0
2022-09-03,67.2566,67.9425,66.1167,67.2566,1291598.0
2022-09-04,67.2566,67.9425,66.1167,67.2566,1291598.0
2022-09-05,67.2566,67.9425,66.1167,67.2566,1291598.0
2022-09-06,67.672,68.0488,65.3728,65.7399,1262938.0
2022-09-07,64.7062,66.2229,63.9643,65.8655,1453242.0
2022-09-08,66.3099,68.4642,66.0877,67.759,1848285.0
2022-09-09,68.754,69.6717,68.4835,69.4206,1303937.0
2022-09-10,68.754,69.6717,68.4835,69.4206,1303937.0
2022-09-11,68.754,69.6717,68.4835,69.4206,1303937.0
2022-09-12,70.2417,71.1643,69.4302,70.2514,1367028.0
2022-09-13,68.9955,69.7442,66.3872,66.7156,1984429.0
2022-09-14,67.0827,70.3576,67.0827,69.9905,2144580.0
2022-09-15,68.6381,70.6668,68.5898,69.7007,1866016.0
2022-09-16,69.1501,69.266,65.5853,66.4065,3053639.0
2022-09-17,69.1501,69.266,65.5853,66.4065,3053639.0
2022-09-18,69.1501,69.266,65.5853,66.4065,3053639.0
2022-09-19,64.7256,67.3629,64.6,67.0054,1577872.0
2022-09-20,66.8219,66.9765,65.4887,66.194,1862496.0
2022-09-21,67.5754,67.5754,64.5227,64.6193,1698165.0
2022-09-22,65.5177,65.5177,63.0688,63.2282,1274134.0
2022-09-23,60.9483,61.0594,56.8232,57.7217,2195829.0
2022-09-24,60.9483,61.0594,56.8232,57.7217,2195829.0
2022-09-25,60.9483,61.0594,56.8232,57.7217,2195829.0
2022-09-26,57.2386,57.968,55.2872,55.3355,2475327.0
2022-09-27,56.7653,57.7603,55.6736,56.2243,2359106.0
2022-09-28,56.6204,59.2046,56.4658,59.0258,2251533.0
2022-09-29,58.3303,58.8278,56.6107,58.736,1599717.0
2022-09-30,58.3689,59.5282,57.6347,58.2916,2355149.0
2022-10-01,58.3689,59.5282,57.6347,58.2916,2355149.0
2022-10-02,58.3689,59.5282,57.6347,58.2916,2355149.0
2022-10-03,60.7164,61.9095,60.1561,60.842,1792335.0
2022-10-04,62.5133,63.4117,62.1752,63.1509,2072075.0
2022-10-05,62.4263,64.4068,61.1608,63.8851,2018907.0
2022-10-06,63.2765,64.6096,62.6389,62.6679,1257684.0
2022-10-07,62.2042,62.7548,60.6102,61.6052,3516158.0
2022-10-08,62.2042,62.7548,60.6102,61.6052,3516158.0
2022-10-09,62.2042,62.7548,60.6102,61.6052,3516158.0
2022-10-10,61.3444,63.1509,60.7696,61.2091,2869316.0
2022-10-11,60.7744,63.9141,60.6198,63.6146,49033222.0
2022-10-12,63.0929,63.5566,62.0882,62.6389,2730548.0
2022-10-13,61.6921,66.2325,61.6438,66.0587,2400368.0
2022-10-14,65.4791,66.2326,62.6002,62.7548,2138487.0
2022-10-15,65.4791,66.2326,62.6002,62.7548,2138487.0
2022-10-16,65.4791,66.2326,62.6002,62.7548,2138487.0
2022-10-17,63.7788,64.4261,63.2088,63.8368,1818503.0
2022-10-18,64.6772,65.7592,63.5276,64.8608,1705082.0
2022-10-19,64.8608,65.7882,64.4357,64.8415,1918667.0
2022-10-20,65.1699,65.1699,62.9577,63.5373,1736698.0
2022-10-21,64.0976,65.7013,62.7645,65.4887,1416923.0
2022-10-22,64.0976,65.7013,62.7645,65.4887,1416923.0
2022-10-23,64.0976,65.7013,62.7645,65.4887,1416923.0
2022-10-24,65.8655,66.0297,63.7885,64.0203,1909547.0
2022-10-25,63.972,64.5034,63.2571,64.4551,2151686.0
2022-10-26,64.9188,66.078,64.5517,65.025,1722145.0
2022-10-27,66.1746,66.5369,65.3245,65.595,1655694.0
2022-10-28,66.0126,66.3622,63.7597,65.2163,1193300.0
2022-10-29,66.0126,66.3622,63.7597,65.2163,1193300.0
2022-10-30,66.0126,66.3622,63.7597,65.2163,1193300.0
2022-10-31,64.6337,66.7943,64.6337,66.3913,1409724.0
2022-11-01,67.4109,67.6731,66.0611,66.5175,1442044.0
2022-11-02,66.1,67.7314,64.7502,65.0609,2012615.0
2022-11-03,64.6919,69.4793,63.9151,67.6731,2680888.0
2022-11-04,69.5764,70.8387,67.4595,68.3334,2190754.0
2022-11-05,69.5764,70.8387,67.4595,68.3334,2190754.0
2022-11-06,69.5764,70.8387,67.4595,68.3334,2190754.0
2022-11-07,68.6636,70.091,68.0032,69.2753,1911424.0
2022-11-08,69.4501,70.4406,68.751,70.1007,1561587.0
2022-11-09,69.12,69.4404,66.2748,66.333,1801373.0
2022-11-10,67.9935,69.9842,66.6826,69.5181,1626091.0
2022-11-11,70.7416,71.6544,69.2996,70.5377,1383097.0
2022-11-12,70.7416,71.6544,69.2996,70.5377,1383097.0
2022-11-13,70.7416,71.6544,69.2996,70.5377,1383097.0
2022-11-14,70.1493,71.3631,69.8094,69.8288,1185541.0
2022-11-15,70.5086,72.2711,70.1202,72.0429,1112517.0
2022-11-16,71.1495,71.8875,69.1976,70.0619,1388206.0
2022-11-17,69.0423,69.2171,67.7459,68.916,1006462.0
2022-11-18,68.0809,70.4892,66.6826,70.2367,2910827.0
2022-11-19,68.0809,70.4892,66.6826,70.2367,2910827.0
2022-11-20,68.0809,70.4892,66.6826,70.2367,2910827.0
2022-11-21,68.9258,69.219,66.2942,68.5859,1413409.0
2022-11-22,69.9745,72.2468,69.6346,71.8875,1422639.0
2022-11-23,70.9358,71.5573,70.5086,71.266,934981.0
2022-11-24,70.9358,71.5573,70.5086,71.266,934981.0
2022-11-25,71.9263,72.1594,71.0621,71.1883,372673.0
2022-11-26,71.9263,72.1594,71.0621,71.1883,372673.0
2022-11-27,71.9263,72.1594,71.0621,71.1883,372673.0
2022-11-28,69.3045,71.033,68.8384,70.1978,1063982.0
2022-11-29,71.0135,71.6156,70.1784,71.5865,1535918.0
2022-11-30,72.3147,72.5381,70.7611,72.2371,3224193.0
2022-12-01,72.8294,73.9219,72.4604,72.7809,1356706.0
2022-12-02,71.8972,73.3246,71.8001,73.0139,1142138.0
2022-12-03,71.8972,73.3246,71.8001,73.0139,1142138.0
2022-12-04,71.8972,73.3246,71.8001,73.0139,1142138.0
2022-12-05,73.781,73.8684,69.4404,69.9162,1499238.0
2022-12-06,69.5472,70.5814,66.838,67.6342,1667990.0
2022-12-07,67.5857,68.3722,66.4496,66.5855,1708654.0
2022-12-08,67.7799,68.0032,65.7795,66.2942,1340884.0
2022-12-09,66.1194,67.508,65.7795,66.6341,1637317.0
2022-12-10,66.1194,67.508,65.7795,66.6341,1637317.0
2022-12-11,66.1194,67.508,65.7795,66.6341,1637317.0
2022-12-12,67.1099,68.382,66.9545,68.382,1038717.0
2022-12-13,70.1007,70.6931,68.9452,70.6348,1884574.0
2022-12-14,71.1592,71.8389,69.12,71.1495,1776321.0
2022-12-15,69.9842,70.2658,68.4159,69.052,1222967.0
2022-12-16,67.5274,68.4791,66.7505,68.0712,3718687.0
2022-12-17,67.5274,68.4791,66.7505,68.0712,3718687.0
2022-12-18,67.5274,68.4791,66.7505,68.0712,3718687.0
2022-12-19,68.5665,68.8189,66.4496,67.0419,985472.0
2022-12-20,67.0807,68.0227,66.8186,67.7605,1314027.0
2022-12-21,68.9063,70.0813,68.1489,69.9939,1663770.0
2022-12-22,69.7997,70.227,67.1487,68.6636,1374198.0
2022-12-23,69.1491,71.3048,69.0811,71.2369,882114.0
2022-12-24,69.1491,71.3048,69.0811,71.2369,882114.0
2022-12-25,69.1491,71.3048,69.0811,71.2369,882114.0
2022-12-26,69.1491,71.3048,69.0811,71.2369,882114.0
2022-12-27,71.4602,71.852,70.9358,71.7515,711119.0
2022-12-28,71.6156,71.7127,69.6929,69.8677,850557.0
2022-12-29,69.6735,71.8001,69.6589,71.5088,824731.0
2022-12-30,71.1106,71.8292,70.6834,71.3728,1549902.0
2022-12-31,71.1106,71.8292,70.6834,71.3728,1549902.0
2023-01-01,71.1106,71.8292,70.6834,71.3728,1549902.0
2023-01-02,71.1106,71.8292,70.6834,71.3728,1549902.0
2023-01-03,71.1398,71.6544,67.3721,68.6053,1565305.0
2023-01-04,68.1198,69.8094,67.4886,68.9743,1997446.0
2023-01-05,68.4596,69.3894,68.1586,68.8772,1218892.0
2023-01-06,70.1007,72.4992,70.1007,70.9844,1789728.0
2023-01-07,70.1007,72.4992,70.1007,70.9844,1789728.0
2023-01-08,70.1007,72.4992,70.1007,70.9844,1789728.0
2023-01-09,72.2759,73.0819,71.7904,72.7517,1419120.0
2023-01-10,72.5769,73.0722,70.6931,72.2371,1329600.0
2023-01-11,72.8391,73.2275,71.9263,72.4895,1280136.0
2023-01-12,73.0528,74.1209,72.7226,73.2275,1931871.0
2023-01-13,72.9265,73.412,71.8778,73.2178,735338.0
2023-01-14,72.9265,73.412,71.8778,73.2178,735338.0
2023-01-15,72.9265,73.412,71.8778,73.2178,735338.0
2023-01-16,72.9265,73.412,71.8778,73.2178,735338.0
2023-01-17,73.5965,74.1889,72.7614,72.9654,1036847.0
2023-01-18,73.6548,73.6548,71.2563,71.2951,1546157.0
2023-01-19,70.8679,73.0916,70.8679,72.7032,1192169.0
2023-01-20,72.9751,73.7665,71.8875,73.4703,1045165.0
2023-01-21,72.9751,73.7665,71.8875,73.4703,1045165.0
2023-01-22,72.9751,73.7665,71.8875,73.4703,1045165.0
2023-01-23,73.9947,74.0724,72.8294,73.412,1364896.0
2023-01-24,73.0528,73.3781,71.3243,72.9168,1262648.0
2023-01-25,72.2468,73.1499,70.965,73.1304,1248856.0
2023-01-26,73.9461,74.1015,72.4119,73.849,1196269.0
2023-01-27,73.5577,74.0141,72.7711,73.1693,1104789.0
2023-01-28,73.5577,74.0141,72.7711,73.1693,1104789.0
2023-01-29,73.5577,74.0141,72.7711,73.1693,1104789.0
2023-01-30,72.3693,73.0425,71.8278,72.0376,946756.0
2023-01-31,72.3693,73.2278,71.54,73.1888,1163065.0
2023-02-01,72.5156,73.3156,71.384,72.7595,1522789.0
2023-02-02,73.6961,73.9107,72.1449,72.9449,1895319.0
2023-02-03,72.7303,73.6912,71.2961,71.6181,1092298.0
2023-02-04,72.7303,73.6912,71.2961,71.6181,1092298.0
2023-02-05,72.7303,73.6912,71.2961,71.6181,1092298.0
2023-02-06,71.4815,71.9791,70.3206,70.7596,2090090.0
2023-02-07,71.0132,72.9839,70.3742,72.779,1339916.0
2023-02-08,72.5742,73.5985,72.3205,73.3351,1372776.0
2023-02-09,73.5595,73.9985,72.34,72.5644,1262996.0
2023-02-10,73.4229,74.8961,73.0229,74.8766,2093474.0
2023-02-11,73.4229,74.8961,73.0229,74.8766,2093474.0
2023-02-12,73.4229,74.8961,73.0229,74.8766,2093474.0
2023-02-13,74.6229,75.2473,73.862,74.7692,1567972.0
2023-02-14,74.2522,75.5497,73.6571,75.3351,1200242.0
2023-02-15,74.4766,74.979,73.4522,74.6327,1206012.0
2023-02-16,73.9107,75.3447,73.4912,74.2229,1268409.0
2023-02-17,73.3156,73.4229,71.5791,72.1352,1436579.0
2023-02-18,73.3156,73.4229,71.5791,72.1352,1436579.0
2023-02-19,73.3156,73.4229,71.5791,72.1352,1436579.0
2023-02-20,73.3156,73.4229,71.5791,72.1352,1436579.0
2023-02-21,71.5693,72.4278,70.701,71.501,2034074.0
2023-02-22,71.1888,75.9887,71.1401,73.7156,3295638.0
2023-02-23,75.1107,75.1888,73.54,74.6034,2151516.0
2023-02-24,73.6863,74.4961,73.179,73.9107,1780413.0
2023-02-25,73.6863,74.4961,73.179,73.9107,1780413.0
2023-02-26,73.6863,74.4961,73.179,73.9107,1780413.0
2023-02-27,74.34,74.5449,72.9693,73.4229,1536975.0
2023-02-28,73.7546,74.1644,72.2327,72.2912,1767757.0
2023-03-01,72.8181,74.6132,72.2327,74.4278,1868822.0
2023-03-02,74.1351,75.5302,73.6473,75.3644,1699597.0
2023-03-03,75.0229,77.7546,74.7595,77.3058,1976806.0
2023-03-04,75.0229,77.7546,74.7595,77.3058,1976806.0
2023-03-05,75.0229,77.7546,74.7595,77.3058,1976806.0
2023-03-06,76.9155,77.1887,76.1204,76.5546,1768651.0
2023-03-07,76.3107,76.3936,74.9546,75.1497,1480449.0
2023-03-08,75.1205,75.7253,73.5693,74.5839,1060605.0
2023-03-09,75.1009,75.8229,73.2571,73.3644,1278966.0
2023-03-10,73.3546,73.862,71.6181,71.7547,1358020.0
2023-03-11,73.3546,73.862,71.6181,71.7547,1358020.0
2023-03-12,73.3546,73.862,71.6181,71.7547,1358020.0
2023-03-13,70.0376,72.1156,68.3928,70.4474,1867303.0
2023-03-14,70.984,72.7693,69.5547,70.6035,1538939.0
2023-03-15,68.0572,68.0718,65.189,66.4865,2956781.0
2023-03-16,65.0621,67.1694,63.9695,66.9938,2812682.0
2023-03-17,66.6036,67.706,64.7597,65.8231,5333976.0
2023-03-18,66.6036,67.706,64.7597,65.8231,5333976.0
2023-03-19,66.6036,67.706,64.7597,65.8231,5333976.0
2023-03-20,66.0182,67.8035,65.8816,66.945,1799607.0
2023-03-21,68.3694,69.5401,67.9987,69.2181,1960628.0
2023-03-22,69.1303,69.4133,66.5158,66.5353,1798001.0
2023-03-23,66.7889,67.6913,64.6719,65.2182,1156577.0
2023-03-24,63.8817,66.0865,63.267,65.8719,1504695.0
2023-03-25,63.8817,66.0865,63.267,65.8719,1504695.0
2023-03-26,63.8817,66.0865,63.267,65.8719,1504695.0
2023-03-27,67.1304,68.7303,66.6426,68.1352,1495903.0
2023-03-28,67.6084,68.8523,67.6084,68.545,1317174.0
2023-03-29,69.6084,70.0864,68.9352,69.423,1184093.0
2023-03-30,70.2425,70.5352,69.3937,69.862,813947.0
2023-03-31,70.0084,71.2669,69.8718,71.1693,2256252.0
2023-04-01,70.0084,71.2669,69.8718,71.1693,2256252.0
2023-04-02,70.0084,71.2669,69.8718,71.1693,2256252.0
2023-04-03,73.3644,75.6863,73.3254,73.5693,2503018.0
2023-04-04,73.4132,73.7937,71.4522,72.8571,1650012.0
2023-04-05,72.8083,73.501,71.6961,73.4424,2136617.0
2023-04-06,73.7741,73.7741,72.8571,73.101,1027576.0
2023-04-07,73.7741,73.7741,72.8571,73.101,1027576.0
2023-04-08,73.7741,73.7741,72.8571,73.101,1027576.0
2023-04-09,73.7741,73.7741,72.8571,73.101,1027576.0
2023-04-10,73.3059,74.3302,73.0229,73.5595,1007512.0
2023-04-11,74.2522,75.2668,74.0083,74.4571,1139107.0
2023-04-12,74.8278,75.1009,74.1497,74.2619,1235526.0
2023-04-13,74.1449,74.8473,73.8424,74.7497,945207.0
2023-04-14,75.0131,76.1643,75.0131,76.0082,1119094.0
2023-04-15,75.0131,76.1643,75.0131,76.0082,1119094.0
2023-04-16,75.0131,76.1643,75.0131,76.0082,1119094.0
2023-04-17,76.0668,76.1796,74.2912,74.6327,1376515.0
2023-04-18,74.8766,75.1253,74.0668,74.9839,1286813.0
2023-04-19,74.0863,74.4083,73.4815,74.3693,1446750.0
2023-04-20,73.5205,73.862,72.4961,73.7156,1300994.0
2023-04-21,74.301,74.4132,73.3937,73.7644,1107358.0
2023-04-22,74.301,74.4132,73.3937,73.7644,1107358.0
2023-04-23,74.301,74.4132,73.3937,73.7644,1107358.0
2023-04-24,73.7644,75.6863,73.7644,75.1107,1549933.0
2023-04-25,74.4278,74.9497,73.6278,73.6668,1596115.0
2023-04-26,73.101,73.8717,71.9108,72.5644,1290700.0
2023-04-27,72.6626,73.5024,72.0831,72.9573,1427390.0
2023-04-28,72.7707,74.627,72.7215,74.185,1091092.0
2023-04-29,72.7707,74.627,72.7215,74.185,1091092.0
2023-04-30,72.7707,74.627,72.7215,74.185,1091092.0
2023-05-01,73.4287,74.4109,73.2765,74.0573,1083045.0
2023-05-02,73.3305,73.3993,70.05,70.9732,1605358.0
2023-05-03,70.0794,71.2925,69.6768,70.1187,2018042.0
2023-05-04,70.3054,70.6982,67.8892,68.1151,2309467.0
2023-05-05,70.3545,71.0616,69.775,70.6,2238355.0
2023-05-06,70.3545,71.0616,69.775,70.6,2238355.0
2023-05-07,70.3545,71.0616,69.775,70.6,2238355.0
2023-05-08,71.6018,71.8769,69.775,69.9812,1492980.0
2023-05-09,69.5,70.5755,69.2348,69.9125,1438912.0
2023-05-10,70.5804,70.6491,68.9303,69.5392,2307142.0
2023-05-11,68.8615,69.6178,68.1445,68.449,1577632.0
2023-05-12,68.999,69.3575,68.1838,68.6454,1862722.0
2023-05-13,68.999,69.3575,68.1838,68.6454,1862722.0
2023-05-14,68.999,69.3575,68.1838,68.6454,1862722.0
2023-05-15,68.7535,69.9223,67.3293,69.5196,2679046.0
2023-05-16,69.3624,69.662,66.9855,67.29,1868979.0
2023-05-17,67.9677,68.8221,66.9463,68.2133,1519855.0
2023-05-18,67.7615,68.6651,67.3097,68.4097,2320914.0
2023-05-19,69.0383,69.1562,67.9579,68.9696,1442298.0
2023-05-20,69.0383,69.1562,67.9579,68.9696,1442298.0
2023-05-21,69.0383,69.1562,67.9579,68.9696,1442298.0
2023-05-22,68.8026,70.4134,68.783,69.9714,1168954.0
2023-05-23,70.0598,70.7572,69.4508,69.6964,1294974.0
2023-05-24,70.05,70.3348,69.0776,69.5785,941820.0
2023-05-25,68.7535,69.2544,67.7418,68.174,1157228.0
2023-05-26,68.5178,68.8615,67.4275,67.9579,1048706.0
2023-05-27,68.5178,68.8615,67.4275,67.9579,1048706.0
2023-05-28,68.5178,68.8615,67.4275,67.9579,1048706.0
2023-05-29,68.5178,68.8615,67.4275,67.9579,1048706.0
2023-05-30,67.2409,67.5798,66.6614,67.2704,955307.0
2023-05-31,66.3962,67.349,66.1556,66.8382,2622996.0
2023-06-01,67.0248,68.282,66.3569,67.5749,1663259.0
2023-06-02,68.7535,70.821,68.3753,70.217,2418116.0
2023-06-03,68.7535,70.821,68.3753,70.217,2418116.0
2023-06-04,68.7535,70.821,68.3753,70.217,2418116.0
2023-06-05,71.0911,71.3759,69.2937,69.6375,1402863.0
2023-06-06,68.8026,70.0009,68.783,69.7946,1805022.0
2023-06-07,70.3446,71.5773,70.1777,71.484,1479616.0
2023-06-08,71.484,71.6804,69.6522,70.9831,1804320.0
2023-06-09,71.1206,71.1697,69.2102,69.5491,1904283.0
2023-06-10,71.1206,71.1697,69.2102,69.5491,1904283.0
2023-06-11,71.1206,71.1697,69.2102,69.5491,1904283.0
2023-06-12,68.7535,69.6669,68.2035,68.891,2003612.0
2023-06-13,69.4901,70.8259,69.1758,69.6571,1459188.0
2023-06-14,70.3054,70.6295,68.8222,69.7062,1591678.0
2023-06-15,69.7259,70.8799,69.7259,70.6295,1533532.0
2023-06-16,71.0224,71.2581,70.2955,70.5116,2759273.0
2023-06-17,71.0224,71.2581,70.2955,70.5116,2759273.0
2023-06-18,71.0224,71.2581,70.2955,70.5116,2759273.0
2023-06-19,71.0224,71.2581,70.2955,70.5116,2759273.0
2023-06-20,70.4036,70.4036,68.7044,69.6768,1530058.0
2023-06-21,69.4803,71.0911,69.4017,70.6688,1602031.0
2023-06-22,70.2759,70.4871,69.4508,69.9125,1293416.0
2023-06-23,68.9008,69.7308,68.616,68.6749,1696862.0
2023-06-24,68.9008,69.7308,68.616,68.6749,1696862.0
2023-06-25,68.9008,69.7308,68.616,68.6749,1696862.0
2023-06-26,68.9008,70.8996,68.7731,70.2562,1466888.0
2023-06-27,70.433,71.4643,69.9419,71.3956,1663060.0
2023-06-28,71.6313,72.8591,71.0616,72.7903,2593493.0
2023-06-29,73.085,73.91,72.8787,73.8707,1461758.0
2023-06-30,74.5386,75.2114,73.9689,74.7449,1352595.0
2023-07-01,74.5386,75.2114,73.9689,74.7449,1352595.0
2023-07-02,74.5386,75.2114,73.9689,74.7449,1352595.0
2023-07-03,74.8038,75.9039,74.7842,75.6387,814020.0
2023-07-04,74.8038,75.9039,74.7842,75.6387,814020.0
2023-07-05,75.8449,75.9235,74.794,75.0886,1454739.0
2023-07-06,74.5681,75.1181,73.6153,74.6565,1538981.0
2023-07-07,74.4895,76.6813,74.3323,75.9235,2236575.0
