,TRGP US Equity,TRGP US Equity,TRGP US Equity,TRGP US Equity,TRGP US Equity
2020-06-30,17.2663,18.6982,17.1175,18.661,4050997.0
2020-07-01,18.6982,19.256,17.5173,17.8428,2977943.0
2020-07-02,18.3263,18.4843,17.5266,17.7312,2074287.0
2020-07-03,18.3263,18.4843,17.5266,17.7312,2074287.0
2020-07-04,18.3263,18.4843,17.5266,17.7312,2074287.0
2020-07-05,18.3263,18.4843,17.5266,17.7312,2074287.0
2020-07-06,18.131,19.0236,17.164,17.7777,4795781.0
2020-07-07,17.4429,18.2426,17.0617,17.5452,4258694.0
2020-07-08,17.6475,17.9915,17.0106,17.1547,3807882.0
2020-07-09,17.2198,17.2217,15.9832,16.0576,2320380.0
2020-07-10,15.8623,16.6247,15.416,16.6061,3051288.0
2020-07-11,15.8623,16.6247,15.416,16.6061,3051288.0
2020-07-12,15.8623,16.6247,15.416,16.6061,3051288.0
2020-07-13,16.7084,17.0152,15.7507,15.8995,2911779.0
2020-07-14,15.76,16.7084,15.509,16.5968,3086241.0
2020-07-15,17.1733,17.7963,16.7084,17.7312,2794786.0
2020-07-16,17.4801,18.1124,17.0152,17.7777,2319681.0
2020-07-17,17.7684,18.3541,17.2384,17.257,2266452.0
2020-07-18,17.7684,18.3541,17.2384,17.257,2266452.0
2020-07-19,17.7684,18.3541,17.2384,17.257,2266452.0
2020-07-20,17.164,17.7126,16.9873,16.9873,1371591.0
2020-07-21,17.3872,18.4936,17.3872,18.2705,2894010.0
2020-07-22,17.8985,17.9078,17.4894,17.8056,1836846.0
2020-07-23,17.5359,17.9125,17.2198,17.7126,1910575.0
2020-07-24,17.6568,17.9264,17.3872,17.4615,1283575.0
2020-07-25,17.6568,17.9264,17.3872,17.4615,1283575.0
2020-07-26,17.6568,17.9264,17.3872,17.4615,1283575.0
2020-07-27,16.9873,17.3035,16.7735,16.8572,1717500.0
2020-07-28,16.7084,17.1175,16.6061,16.6433,1753304.0
2020-07-29,16.7735,17.8799,16.6712,17.787,1727131.0
2020-07-30,17.329,17.5393,16.9738,17.4598,1685265.0
2020-07-31,17.4131,17.5719,16.5532,17.086,3048109.0
2020-08-01,17.4131,17.5719,16.5532,17.086,3048109.0
2020-08-02,17.4131,17.5719,16.5532,17.086,3048109.0
2020-08-03,17.0392,17.6795,16.7962,17.5626,1618508.0
2020-08-04,17.5159,18.5627,17.4925,18.4412,1910490.0
2020-08-05,18.946,19.3565,18.6142,18.8432,3153070.0
2020-08-06,18.1702,19.1983,17.9178,18.0954,3035001.0
2020-08-07,17.9459,18.7216,17.815,18.3291,2631258.0
2020-08-08,17.9459,18.7216,17.815,18.3291,2631258.0
2020-08-09,17.9459,18.7216,17.815,18.3291,2631258.0
2020-08-10,18.516,19.1974,18.516,19.1049,2193940.0
2020-08-11,19.6283,19.7124,18.2636,18.3291,4125540.0
2020-08-12,18.6843,19.1049,18.3384,18.7123,2463405.0
2020-08-13,18.5908,18.6936,17.7309,17.9646,1757595.0
2020-08-14,17.9926,18.6656,17.8243,18.6656,2046983.0
2020-08-15,17.9926,18.6656,17.8243,18.6656,2046983.0
2020-08-16,17.9926,18.6656,17.8243,18.6656,2046983.0
2020-08-17,18.6749,18.8805,18.0113,18.3197,2619014.0
2020-08-18,18.1234,18.1421,17.114,17.2542,2799476.0
2020-08-19,17.3944,17.8711,17.1514,17.1607,2208380.0
2020-08-20,16.9644,17.572,16.8242,17.3477,2764268.0
2020-08-21,17.3944,17.3944,16.7775,17.1981,2335205.0
2020-08-22,17.3944,17.3944,16.7775,17.1981,2335205.0
2020-08-23,17.3944,17.3944,16.7775,17.1981,2335205.0
2020-08-24,17.329,17.572,17.0177,17.1046,2177999.0
2020-08-25,17.2355,17.385,16.4223,16.7401,2525560.0
2020-08-26,16.8055,16.8055,15.969,15.983,2117879.0
2020-08-27,15.9456,16.3709,15.8522,16.3289,2169174.0
2020-08-28,16.413,16.7168,16.1419,16.6093,1736993.0
2020-08-29,16.413,16.7168,16.1419,16.6093,1736993.0
2020-08-30,16.413,16.7168,16.1419,16.6093,1736993.0
2020-08-31,16.5438,16.5438,15.8592,15.8989,1900968.0
2020-09-01,15.9643,16.1513,15.6465,15.8615,1749906.0
2020-09-02,15.7774,16.1092,15.6559,15.8802,2096452.0
2020-09-03,15.8241,15.9643,15.2072,15.3848,2455819.0
2020-09-04,15.4596,15.5998,14.4782,15.2727,2650515.0
2020-09-05,15.4596,15.5998,14.4782,15.2727,2650515.0
2020-09-06,15.4596,15.5998,14.4782,15.2727,2650515.0
2020-09-07,15.4596,15.5998,14.4782,15.2727,2650515.0
2020-09-08,14.796,14.9549,14.2819,14.4502,2351992.0
2020-09-09,14.7679,14.7679,14.1511,14.4128,2286321.0
2020-09-10,14.4782,14.7012,13.9174,13.9267,2122227.0
2020-09-11,13.9174,14.0763,13.665,13.7491,2453139.0
2020-09-12,13.9174,14.0763,13.665,13.7491,2453139.0
2020-09-13,13.9174,14.0763,13.665,13.7491,2453139.0
2020-09-14,13.8987,14.4268,13.3566,14.2352,2770926.0
2020-09-15,14.3193,14.4128,13.9174,14.0482,2411601.0
2020-09-16,14.2352,15.4222,14.1604,15.0951,2672290.0
2020-09-17,14.7586,15.1418,14.3847,14.9549,2090495.0
2020-09-18,14.8988,14.9268,14.1324,14.3567,5801144.0
2020-09-19,14.8988,14.9268,14.1324,14.3567,5801144.0
2020-09-20,14.8988,14.9268,14.1324,14.3567,5801144.0
2020-09-21,13.8426,13.8987,13.2631,13.7305,2212746.0
2020-09-22,13.6557,14.1884,13.394,13.637,2417265.0
2020-09-23,13.7118,14.0015,13.0902,13.0949,2997513.0
2020-09-24,13.1042,13.2257,12.2259,13.0481,3372373.0
2020-09-25,13.2257,13.6463,12.8799,13.2351,2577490.0
2020-09-26,13.2257,13.6463,12.8799,13.2351,2577490.0
2020-09-27,13.2257,13.6463,12.8799,13.2351,2577490.0
2020-09-28,13.5342,13.8426,13.3239,13.6931,1963456.0
2020-09-29,13.6463,13.8426,13.3643,13.665,2799845.0
2020-09-30,13.7491,13.8987,13.0762,13.1136,3459001.0
2020-10-01,12.9547,13.1323,12.464,12.693,3401476.0
2020-10-02,12.4312,13.5809,12.3565,13.3753,3409780.0
2020-10-03,12.4312,13.5809,12.3565,13.3753,3409780.0
2020-10-04,12.4312,13.5809,12.3565,13.3753,3409780.0
2020-10-05,14.3754,14.9081,14.1978,14.8147,4348894.0
2020-10-06,15.282,15.3848,14.2819,14.5343,3946907.0
2020-10-07,14.5436,15.3007,14.5436,15.1138,3232905.0
2020-10-08,15.3194,16.0391,15.0016,15.983,2465140.0
2020-10-09,16.2167,16.3943,15.6092,15.6746,2955716.0
2020-10-10,16.2167,16.3943,15.6092,15.6746,2955716.0
2020-10-11,16.2167,16.3943,15.6092,15.6746,2955716.0
2020-10-12,15.5905,15.8522,15.4503,15.7026,2328210.0
2020-10-13,15.5531,16.0578,15.4272,15.7774,2358453.0
2020-10-14,15.8522,16.9644,15.8522,16.198,3058510.0
2020-10-15,15.7307,16.2167,15.4503,16.1419,2364587.0
2020-10-16,16.0858,16.212,15.4596,15.469,1420918.0
2020-10-17,16.0858,16.212,15.4596,15.469,1420918.0
2020-10-18,16.0858,16.212,15.4596,15.469,1420918.0
2020-10-19,15.6279,15.6746,14.9455,14.9736,2228404.0
2020-10-20,15.2259,15.9456,15.0577,15.6746,2534135.0
2020-10-21,15.5624,15.6559,15.2446,15.4129,1656264.0
2020-10-22,15.3942,16.4784,15.3942,16.0578,2887349.0
2020-10-23,16.1419,16.2167,15.712,15.9924,1961274.0
2020-10-24,16.1419,16.2167,15.712,15.9924,1961274.0
2020-10-25,16.1419,16.2167,15.712,15.9924,1961274.0
2020-10-26,15.712,15.74,14.8895,15.011,2318515.0
2020-10-27,15.039,15.3661,14.8334,15.282,2488804.0
2020-10-28,14.8147,15.0343,14.5343,14.7306,2792307.0
2020-10-29,14.5424,15.135,14.3073,15.0598,5298757.0
2020-10-30,15.0033,15.2667,14.8105,15.0974,3548182.0
2020-10-31,15.0033,15.2667,14.8105,15.0974,3548182.0
2020-11-01,15.0033,15.2667,14.8105,15.0974,3548182.0
2020-11-02,15.2761,15.4078,15.0316,15.1162,2899434.0
2020-11-03,15.5207,15.9534,15.2761,15.6054,2556819.0
2020-11-04,15.6994,16.1886,15.0316,15.7276,2866154.0
2020-11-05,15.8217,16.9035,15.8217,16.6871,3703807.0
2020-11-06,17.054,17.3057,15.8923,15.944,2936445.0
2020-11-07,17.054,17.3057,15.8923,15.944,2936445.0
2020-11-08,17.054,17.3057,15.8923,15.944,2936445.0
2020-11-09,17.9194,19.0481,17.7453,18.4085,4231335.0
2020-11-10,18.7377,19.0669,17.9946,19.0387,3665041.0
2020-11-11,19.2645,19.6407,18.7942,19.0387,2676733.0
2020-11-12,18.7001,19.5467,18.606,18.7942,3138576.0
2020-11-13,19.0575,19.5326,18.8788,19.3115,2037716.0
2020-11-14,19.0575,19.5326,18.8788,19.3115,2037716.0
2020-11-15,19.0575,19.5326,18.8788,19.3115,2037716.0
2020-11-16,20.6943,20.7977,19.9323,20.2992,2384369.0
2020-11-17,19.7818,21.3621,19.763,21.3057,2358947.0
2020-11-18,21.5314,22.3404,21.3151,21.3339,3743199.0
2020-11-19,20.9765,21.9359,20.6546,21.8607,2774684.0
2020-11-20,21.8607,22.284,21.4562,21.7102,2146895.0
2020-11-21,21.8607,22.284,21.4562,21.7102,2146895.0
2020-11-22,21.8607,22.284,21.4562,21.7102,2146895.0
2020-11-23,22.2557,23.3093,22.0018,23.2905,2513402.0
2020-11-24,24.0994,24.7391,23.488,23.7043,3075822.0
2020-11-25,23.3375,24.0336,23.0835,23.4974,1987540.0
2020-11-26,23.3375,24.0336,23.0835,23.4974,1987540.0
2020-11-27,23.234,23.7796,22.9706,23.0459,799847.0
2020-11-28,23.234,23.7796,22.9706,23.0459,799847.0
2020-11-29,23.234,23.7796,22.9706,23.0459,799847.0
2020-11-30,23.1588,23.2528,21.9924,22.1052,3128911.0
2020-12-01,22.8578,23.1305,21.9453,22.2087,1762706.0
2020-12-02,22.2369,23.2058,22.0678,22.7355,2357217.0
2020-12-03,23.2434,23.8643,22.8263,23.4221,2501985.0
2020-12-04,23.9301,25.1576,23.9019,24.946,2925850.0
2020-12-05,23.9301,25.1576,23.9019,24.946,2925850.0
2020-12-06,23.9301,25.1576,23.9019,24.946,2925850.0
2020-12-07,24.8331,24.8425,23.8643,24.1935,2318514.0
2020-12-08,23.9395,25.1906,23.8925,24.7108,2275286.0
2020-12-09,25.2094,25.4351,24.0618,24.4569,1864807.0
2020-12-10,24.4475,26.404,24.4239,26.3946,2421272.0
2020-12-11,26.0277,26.5827,25.5292,26.5733,2473221.0
2020-12-12,26.0277,26.5827,25.5292,26.5733,2473221.0
2020-12-13,26.0277,26.5827,25.5292,26.5733,2473221.0
2020-12-14,26.9872,26.9872,25.8114,25.8114,3456865.0
2020-12-15,25.8678,26.5263,25.4822,26.5075,1745522.0
2020-12-16,26.6768,26.7803,25.9807,26.6015,1998338.0
2020-12-17,26.8179,26.9402,25.7079,26.103,2374495.0
2020-12-18,25.8208,26.2347,25.0871,25.3505,5058287.0
2020-12-19,25.8208,26.2347,25.0871,25.3505,5058287.0
2020-12-20,25.8208,26.2347,25.0871,25.3505,5058287.0
2020-12-21,24.6826,25.6797,24.4004,25.4728,1923319.0
2020-12-22,25.4445,25.7832,25.0495,25.0777,1098241.0
2020-12-23,25.3693,25.755,25.1529,25.2564,1523154.0
2020-12-24,25.1247,25.2893,24.5509,24.9742,504749.0
2020-12-25,25.1247,25.2893,24.5509,24.9742,504749.0
2020-12-26,25.1247,25.2893,24.5509,24.9742,504749.0
2020-12-27,25.1247,25.2893,24.5509,24.9742,504749.0
2020-12-28,25.0965,25.2004,23.9818,24.2029,1604619.0
2020-12-29,24.4004,24.6826,23.9865,24.5697,1534279.0
2020-12-30,24.5321,25.1247,24.3816,24.6262,1687905.0
2020-12-31,24.5039,24.9178,24.2687,24.8143,1457428.0
2021-01-01,24.5039,24.9178,24.2687,24.8143,1457428.0
2021-01-02,24.5039,24.9178,24.2687,24.8143,1457428.0
2021-01-03,24.5039,24.9178,24.2687,24.8143,1457428.0
2021-01-04,25.2,25.5856,24.3158,24.6074,1750095.0
2021-01-05,24.8896,26.6015,24.7485,26.1312,2210003.0
2021-01-06,26.7991,27.0625,25.929,26.8555,2528265.0
2021-01-07,27.2318,28.7838,26.9966,28.6616,4857797.0
2021-01-08,28.972,29.0284,27.1471,27.4669,2506913.0
2021-01-09,28.972,29.0284,27.1471,27.4669,2506913.0
2021-01-10,28.972,29.0284,27.1471,27.4669,2506913.0
2021-01-11,26.7709,27.7115,26.5451,27.4763,1747465.0
2021-01-12,27.7491,29.225,27.688,29.1695,2037439.0
2021-01-13,29.6681,29.7151,28.671,28.8685,1921230.0
2021-01-14,29.0472,29.6116,28.8779,29.2259,1647112.0
2021-01-15,28.7838,28.9532,28.0313,28.2477,1586574.0
2021-01-16,28.7838,28.9532,28.0313,28.2477,1586574.0
2021-01-17,28.7838,28.9532,28.0313,28.2477,1586574.0
2021-01-18,28.7838,28.9532,28.0313,28.2477,1586574.0
2021-01-19,28.4076,28.5581,28.1254,28.2947,1402249.0
2021-01-20,28.6992,28.8027,27.6457,28.0031,1648747.0
2021-01-21,28.116,28.21,26.3758,27.0625,2050693.0
2021-01-22,26.5921,27.1095,26.3382,27.0625,1580966.0
2021-01-23,26.5921,27.1095,26.3382,27.0625,1580966.0
2021-01-24,26.5921,27.1095,26.3382,27.0625,1580966.0
2021-01-25,26.6298,26.6298,25.5104,26.3099,1678205.0
2021-01-26,26.5921,27.1095,25.8678,25.9525,2274395.0
2021-01-27,25.3881,26.0842,25.0683,25.3881,2357526.0
2021-01-28,25.8302,26.658,25.5198,26.3852,1989899.0
2021-01-29,26.0359,27.131,25.5922,25.8377,1725565.0
2021-01-30,26.0359,27.131,25.5922,25.8377,1725565.0
2021-01-31,26.0359,27.131,25.5922,25.8377,1725565.0
2021-02-01,26.2341,26.6023,25.4601,26.4324,1605529.0
2021-02-02,27.197,27.9617,26.8666,27.5746,2342104.0
2021-02-03,27.8767,28.6791,27.8767,28.3487,1761506.0
2021-02-04,28.462,28.6508,27.8956,28.1411,1345775.0
2021-02-05,28.7358,28.9246,28.3015,28.5375,1423921.0
2021-02-06,28.7358,28.9246,28.3015,28.5375,1423921.0
2021-02-07,28.7358,28.9246,28.3015,28.5375,1423921.0
2021-02-08,29.2078,29.5948,28.8585,29.5099,1625955.0
2021-02-09,29.1323,29.3211,28.4243,28.6131,1369692.0
2021-02-10,28.6225,29.3494,28.1883,29.3116,1224073.0
2021-02-11,29.4627,29.4627,28.1316,28.7169,1149402.0
2021-02-12,28.3959,29.2361,28.3393,29.019,1608518.0
2021-02-13,28.3959,29.2361,28.3393,29.019,1608518.0
2021-02-14,28.3959,29.2361,28.3393,29.019,1608518.0
2021-02-15,28.3959,29.2361,28.3393,29.019,1608518.0
2021-02-16,29.642,30.0291,29.0945,29.3022,1520005.0
2021-02-17,29.3588,29.642,28.5847,29.255,1750261.0
2021-02-18,29.0095,29.7269,27.7823,27.8956,2702752.0
2021-02-19,27.99,28.3204,27.5746,28.2827,1838530.0
2021-02-20,27.99,28.3204,27.5746,28.2827,1838530.0
2021-02-21,27.99,28.3204,27.5746,28.2827,1838530.0
2021-02-22,28.3204,29.6137,28.1694,28.6697,1772584.0
2021-02-23,28.6131,29.6704,27.4614,29.5665,2138688.0
2021-02-24,29.8308,31.5773,29.3777,30.7277,3063519.0
2021-02-25,30.7937,31.2988,29.7176,30.114,2256599.0
2021-02-26,29.8025,30.3028,28.4526,29.1984,2061007.0
2021-02-27,29.8025,30.3028,28.4526,29.1984,2061007.0
2021-02-28,29.8025,30.3028,28.4526,29.1984,2061007.0
2021-03-01,30.0008,30.7749,29.9064,30.2651,1834462.0
