,DK US Equity,DK US Equity,DK US Equity,DK US Equity,DK US Equity
2019-06-03,26.3737,27.4701,26.2442,26.9004,1162519.0
2019-06-04,27.4011,29.4557,27.2284,29.1104,1959451.0
2019-06-05,29.0759,30.3535,28.4111,30.1118,1767243.0
2019-06-06,29.896,30.5521,29.6111,30.224,1426140.0
2019-06-07,30.4917,31.1219,30.0341,30.7334,1296718.0
2019-06-08,30.4917,31.1219,30.0341,30.7334,1296718.0
2019-06-09,30.4917,31.1219,30.0341,30.7334,1296718.0
2019-06-10,30.8974,31.6226,30.6125,30.9147,660256.0
2019-06-11,31.424,31.6571,30.6989,30.7334,1008970.0
2019-06-12,30.6643,30.7938,29.8399,29.9564,801731.0
2019-06-13,30.1463,30.824,29.732,30.5176,869367.0
2019-06-14,30.5694,30.8456,30.3967,30.5521,764792.0
2019-06-15,30.5694,30.8456,30.3967,30.5521,764792.0
2019-06-16,30.5694,30.8456,30.3967,30.5521,764792.0
2019-06-17,30.5348,31.4672,30.1291,31.2859,683117.0
2019-06-18,31.2859,32.4341,30.8456,31.5967,783336.0
2019-06-19,31.7434,32.8657,31.5535,32.8571,899569.0
2019-06-20,33.5736,34.4887,33.237,34.411,1430930.0
2019-06-21,34.4715,35.2225,34.0744,34.3247,2138353.0
2019-06-22,34.4715,35.2225,34.0744,34.3247,2138353.0
2019-06-23,34.4715,35.2225,34.0744,34.3247,2138353.0
2019-06-24,34.5751,34.9549,33.0125,33.7636,1124590.0
2019-06-25,32.6585,33.4096,32.365,33.0902,1261687.0
2019-06-26,33.47,34.0053,33.0557,33.0988,1388446.0
2019-06-27,33.1247,33.6427,32.7535,33.5736,1406117.0
2019-06-28,33.7377,35.2743,33.7377,34.9808,4997720.0
2019-06-29,33.7377,35.2743,33.7377,34.9808,4997720.0
2019-06-30,33.7377,35.2743,33.7377,34.9808,4997720.0
2019-07-01,35.6542,36.129,34.6269,34.8254,1325152.0
2019-07-02,34.8168,34.8168,34.0053,34.2556,1159057.0
2019-07-03,34.3506,35.352,34.1779,35.1362,1186628.0
2019-07-04,34.3506,35.352,34.1779,35.1362,1186628.0
2019-07-05,34.7823,35.1362,34.3938,34.8772,1236996.0
2019-07-06,34.7823,35.1362,34.3938,34.8772,1236996.0
2019-07-07,34.7823,35.1362,34.3938,34.8772,1236996.0
2019-07-08,34.6614,35.1276,33.988,34.2297,919708.0
2019-07-09,34.1434,34.7132,34.1089,34.2125,917939.0
2019-07-10,34.4801,35.3866,33.7204,34.1262,1276660.0
2019-07-11,34.2902,34.6614,33.8844,34.2038,814259.0
2019-07-12,34.3161,35.1966,34.0312,34.4628,1078326.0
2019-07-13,34.3161,35.1966,34.0312,34.4628,1078326.0
2019-07-14,34.3161,35.1966,34.0312,34.4628,1078326.0
2019-07-15,34.3333,34.3938,33.2456,33.5132,1089517.0
2019-07-16,33.6168,33.919,33.2542,33.7636,1128486.0
2019-07-17,33.6859,34.0657,33.0686,33.2715,1250514.0
2019-07-18,33.0125,34.3765,32.9434,33.729,1190143.0
2019-07-19,33.7808,34.2125,33.5736,34.0226,840730.0
2019-07-20,33.7808,34.2125,33.5736,34.0226,840730.0
2019-07-21,33.7808,34.2125,33.5736,34.0226,840730.0
2019-07-22,34.2125,34.3765,33.6298,33.7463,984744.0
2019-07-23,34.0398,34.4542,33.8874,34.4542,603297.0
2019-07-24,34.2988,35.8527,34.152,35.6887,1416613.0
2019-07-25,35.6974,35.7146,34.67,35.3779,1176189.0
2019-07-26,35.4643,36.4009,35.4643,36.2671,1123514.0
2019-07-27,35.4643,36.4009,35.4643,36.2671,1123514.0
2019-07-28,35.4643,36.4009,35.4643,36.2671,1123514.0
2019-07-29,36.0168,36.2671,35.542,36.1894,1308010.0
2019-07-30,36.1635,37.4067,35.5851,37.398,1332204.0
2019-07-31,37.3894,38.0542,36.5002,37.1909,2271175.0
2019-08-01,37.0527,37.8383,35.9304,36.3103,2312932.0
2019-08-02,36.293,36.8369,35.4988,35.8959,1792419.0
2019-08-03,36.293,36.8369,35.4988,35.8959,1792419.0
2019-08-04,36.293,36.8369,35.4988,35.8959,1792419.0
2019-08-05,35.1017,35.4815,32.3046,32.8139,2527226.0
2019-08-06,33.3147,33.4546,31.519,31.7521,1894027.0
2019-08-07,31.0355,31.3506,29.6715,31.0096,1839082.0
2019-08-08,31.1564,31.5017,30.3363,30.6471,1395667.0
2019-08-09,30.5262,30.5694,28.7996,29.2054,1776379.0
2019-08-10,30.5262,30.5694,28.7996,29.2054,1776379.0
2019-08-11,30.5262,30.5694,28.7996,29.2054,1776379.0
2019-08-12,28.9636,29.1622,28.0399,28.1262,1036234.0
2019-08-13,28.1003,29.3176,27.85,28.4716,1289624.0
2019-08-14,27.7032,27.7291,26.6327,26.6414,1199136.0
2019-08-15,26.6586,26.7536,26.2097,26.227,1196120.0
2019-08-16,26.5321,27.2381,26.4362,27.0812,980146.0
2019-08-17,26.5321,27.2381,26.4362,27.0812,980146.0
2019-08-18,26.5321,27.2381,26.4362,27.0812,980146.0
2019-08-19,27.5954,28.8506,27.517,28.6849,2130449.0
2019-08-20,28.5629,28.8331,28.2404,28.5716,1011730.0
2019-08-21,29.1992,29.3822,28.6675,29.0946,875055.0
2019-08-22,28.1968,28.9116,27.6216,28.1358,1390109.0
2019-08-23,27.7523,28.1707,26.7064,26.8458,1111248.0
2019-08-24,27.7523,28.1707,26.7064,26.8458,1111248.0
2019-08-25,27.7523,28.1707,26.7064,26.8458,1111248.0
2019-08-26,27.0899,27.6652,26.6018,27.5518,925326.0
2019-08-27,27.8743,27.9615,26.7151,27.1335,1174292.0
2019-08-28,26.811,27.408,26.4449,27.2119,997360.0
2019-08-29,27.5083,28.345,27.5083,28.2404,1019672.0
2019-08-30,28.467,28.7024,28.1445,28.5455,1013784.0
2019-08-31,28.467,28.7024,28.1445,28.5455,1013784.0
2019-09-01,28.467,28.7024,28.1445,28.5455,1013784.0
2019-09-02,28.467,28.7024,28.1445,28.5455,1013784.0
2019-09-03,27.9789,29.2602,27.8831,29.0074,1151984.0
2019-09-04,29.3125,29.6699,28.9987,29.4345,1031576.0
2019-09-05,30.0708,31.047,29.8616,30.8204,1097756.0
2019-09-06,31.108,31.4218,30.5066,30.8204,1333313.0
2019-09-07,31.108,31.4218,30.5066,30.8204,1333313.0
2019-09-08,31.108,31.4218,30.5066,30.8204,1333313.0
2019-09-09,31.1778,32.0119,30.8553,31.448,1393499.0
2019-09-10,31.3347,32.3632,30.6984,31.8664,1757488.0
2019-09-11,32.2499,32.8338,31.4436,32.3457,1089867.0
2019-09-12,31.6223,32.3806,31.0383,31.8402,1781860.0
2019-09-13,32.2411,32.5811,30.925,31.2562,1212366.0
2019-09-14,32.2411,32.5811,30.925,31.2562,1212366.0
2019-09-15,32.2411,32.5811,30.925,31.2562,1212366.0
2019-09-16,30.8901,33.0692,30.5502,32.8774,2466579.0
2019-09-17,32.7293,33.2261,31.9012,32.8338,1276556.0
2019-09-18,32.7205,33.0953,32.3632,32.9907,876141.0
2019-09-19,33.2348,33.7752,31.9012,32.0668,1438692.0
2019-09-20,32.1278,32.8644,32.0843,32.2673,1257739.0
2019-09-21,32.1278,32.8644,32.0843,32.2673,1257739.0
2019-09-22,32.1278,32.8644,32.0843,32.2673,1257739.0
2019-09-23,31.9884,32.7554,31.9361,32.6421,1171428.0
2019-09-24,32.7031,32.8861,31.5177,31.6659,663982.0
2019-09-25,31.448,32.6334,31.448,32.3893,1132058.0
2019-09-26,32.1453,32.4242,31.7443,32.0755,1111727.0
2019-09-27,32.1453,32.5549,31.509,31.6659,1211672.0
2019-09-28,32.1453,32.5549,31.509,31.6659,1211672.0
2019-09-29,32.1453,32.5549,31.509,31.6659,1211672.0
2019-09-30,31.4828,31.9622,31.0732,31.6397,976905.0
2019-10-01,31.9012,32.4068,31.509,31.9797,1078774.0
2019-10-02,31.5264,31.7618,31.0383,31.2388,1148326.0
2019-10-03,31.0296,31.5613,30.5676,31.2126,801784.0
2019-10-04,31.3172,31.7879,30.8378,31.108,999100.0
2019-10-05,31.3172,31.7879,30.8378,31.108,999100.0
2019-10-06,31.3172,31.7879,30.8378,31.108,999100.0
2019-10-07,31.1516,31.4828,29.6699,29.7745,1447404.0
2019-10-08,29.6089,30.341,29.4433,29.9749,1401851.0
2019-10-09,30.6199,31.108,30.4543,30.6199,822281.0
2019-10-10,30.6548,31.3608,30.6548,31.0209,591953.0
2019-10-11,31.5613,31.9927,31.108,31.1952,853711.0
2019-10-12,31.5613,31.9927,31.108,31.1952,853711.0
2019-10-13,31.5613,31.9927,31.108,31.1952,853711.0
2019-10-14,30.8989,31.0819,30.036,30.4282,851175.0
2019-10-15,30.6635,33.0343,30.4108,32.5288,1753992.0
2019-10-16,32.2499,32.6159,31.2737,31.5787,1286204.0
2019-10-17,31.7966,32.7293,31.5787,32.5811,1099645.0
2019-10-18,32.4329,33.0692,32.2934,32.5724,880468.0
2019-10-19,32.4329,33.0692,32.2934,32.5724,880468.0
2019-10-20,32.4329,33.0692,32.2934,32.5724,880468.0
2019-10-21,32.86,33.2784,32.6159,33.0779,713840.0
2019-10-22,33.2261,34.0977,33.0169,33.3917,1979880.0
2019-10-23,33.6357,33.8885,32.7031,32.9646,1818192.0
2019-10-24,33.2522,33.4527,32.4068,33.2348,1301027.0
2019-10-25,33.3481,34.1587,33.043,34.0715,1114395.0
2019-10-26,33.3481,34.1587,33.043,34.0715,1114395.0
2019-10-27,33.3481,34.1587,33.043,34.0715,1114395.0
2019-10-28,34.2807,35.318,34.1674,34.6032,1287693.0
2019-10-29,34.6032,35.6143,34.5074,35.3005,981878.0
2019-10-30,35.2831,35.379,34.3069,34.4638,891477.0
2019-10-31,34.5684,34.856,33.8188,34.8211,1240345.0
2019-11-01,35.1088,35.3441,34.3505,35.0478,1261167.0
2019-11-02,35.1088,35.3441,34.3505,35.0478,1261167.0
2019-11-03,35.1088,35.3441,34.3505,35.0478,1261167.0
2019-11-04,35.1872,35.6492,34.7776,35.4749,1885962.0
2019-11-05,34.7688,35.5446,32.7903,34.5945,2509314.0
2019-11-06,34.4289,34.7078,33.0605,33.5224,1440090.0
2019-11-07,34.1064,34.4812,33.5704,33.9059,1251016.0
2019-11-08,33.7665,33.9757,32.9428,33.8798,743580.0
2019-11-09,33.7665,33.9757,32.9428,33.8798,743580.0
2019-11-10,33.7665,33.9757,32.9428,33.8798,743580.0
2019-11-11,33.7839,34.4463,33.5137,33.5311,737223.0
2019-11-12,33.8536,34.3766,33.3045,33.5311,1047698.0
2019-11-13,33.3481,33.3481,32.0755,32.1104,1109190.0
2019-11-14,31.9187,32.3196,31.5613,31.9797,1017121.0
2019-11-15,32.1818,32.4279,31.0569,31.1888,1063981.0
2019-11-16,32.1818,32.4279,31.0569,31.1888,1063981.0
2019-11-17,32.1818,32.4279,31.0569,31.1888,1063981.0
2019-11-18,31.5051,31.9973,30.89,31.6721,1397007.0
2019-11-19,31.5403,31.6194,30.8197,31.0042,1078275.0
2019-11-20,30.7406,31.3206,30.2836,31.1888,1246603.0
2019-11-21,31.2151,32.318,31.1097,32.1379,1377499.0
2019-11-22,32.296,32.8058,31.1975,31.2327,1091846.0
2019-11-23,32.296,32.8058,31.1975,31.2327,1091846.0
2019-11-24,32.296,32.8058,31.1975,31.2327,1091846.0
2019-11-25,31.136,32.3048,31.0745,31.7072,693786.0
2019-11-26,31.6369,31.8039,31.2415,31.4436,899765.0
2019-11-27,31.4612,31.6897,30.2836,30.4945,860041.0
2019-11-28,31.4612,31.6897,30.2836,30.4945,860041.0
2019-11-29,30.2396,30.4945,30.0287,30.1518,565756.0
2019-11-30,30.2396,30.4945,30.0287,30.1518,565756.0
2019-12-01,30.2396,30.4945,30.0287,30.1518,565756.0
2019-12-02,30.2836,31.1975,30.2396,30.2748,1017912.0
2019-12-03,29.8705,29.976,29.0093,29.1851,1289819.0
2019-12-04,29.4751,29.5687,28.772,29.1851,1151152.0
2019-12-05,29.2642,29.7387,29.194,29.2817,1351674.0
2019-12-06,29.5014,30.389,29.4707,30.1342,1530056.0
2019-12-07,29.5014,30.389,29.4707,30.1342,1530056.0
2019-12-08,29.5014,30.389,29.4707,30.1342,1530056.0
2019-12-09,29.4048,29.9321,28.671,29.3081,1154236.0
2019-12-10,29.3081,30.2836,29.1411,30.1254,886571.0
2019-12-11,30.1606,30.4154,29.4268,29.4839,1277671.0
2019-12-12,29.6245,30.3978,29.6245,29.8969,1531042.0
2019-12-13,29.8969,30.4154,28.9258,28.9742,849713.0
2019-12-14,29.8969,30.4154,28.9258,28.9742,849713.0
2019-12-15,29.8969,30.4154,28.9258,28.9742,849713.0
2019-12-16,29.2027,30.3099,29.1211,30.1869,1009571.0
2019-12-17,30.2133,31.1624,30.2133,30.6703,1153097.0
2019-12-18,30.6527,30.9185,29.5761,29.9936,1600755.0
2019-12-19,29.9936,30.389,29.9584,30.2221,882823.0
2019-12-20,30.433,30.7581,30.099,30.3715,1645063.0
2019-12-21,30.433,30.7581,30.099,30.3715,1645063.0
2019-12-22,30.433,30.7581,30.099,30.3715,1645063.0
2019-12-23,30.3978,30.7318,30.1781,30.6175,894947.0
2019-12-24,30.5648,30.7669,30.1957,30.2396,375044.0
2019-12-25,30.5648,30.7669,30.1957,30.2396,375044.0
2019-12-26,30.1606,30.3715,29.7651,29.853,438561.0
2019-12-27,29.9057,30.0639,29.396,29.4224,672376.0
2019-12-28,29.9057,30.0639,29.396,29.4224,672376.0
2019-12-29,29.9057,30.0639,29.396,29.4224,672376.0
2019-12-30,29.3521,29.7211,28.9039,29.0005,670238.0
2019-12-31,28.9127,29.563,28.8687,29.4663,747580.0
2020-01-01,28.9127,29.563,28.8687,29.4663,747580.0
2020-01-02,29.809,30.0463,29.3784,29.8705,585564.0
2020-01-03,29.7387,30.1254,28.5787,28.7633,1393805.0
2020-01-04,29.7387,30.1254,28.5787,28.7633,1393805.0
2020-01-05,29.7387,30.1254,28.5787,28.7633,1393805.0
2020-01-06,28.236,29.24,27.9557,28.8599,1580276.0
2020-01-07,28.4908,29.4487,28.2975,29.2114,1077603.0
2020-01-08,29.3696,29.3872,28.7808,28.9742,1350203.0
2020-01-09,29.229,29.7124,28.8072,29.3608,2193097.0
2020-01-10,29.4751,30.0551,29.229,29.4751,1072756.0
2020-01-11,29.4751,30.0551,29.229,29.4751,1072756.0
2020-01-12,29.4751,30.0551,29.229,29.4751,1072756.0
2020-01-13,29.5366,29.7036,29.0181,29.1675,1011085.0
2020-01-14,29.2202,29.273,28.5699,28.7633,797758.0
2020-01-15,28.3854,28.6622,27.2253,27.5241,1620546.0
2020-01-16,27.8229,27.8625,27.366,27.5857,742448.0
2020-01-17,27.6911,27.8757,27.168,27.3572,792893.0
2020-01-18,27.6911,27.8757,27.168,27.3572,792893.0
2020-01-19,27.6911,27.8757,27.168,27.3572,792893.0
2020-01-20,27.6911,27.8757,27.168,27.3572,792893.0
2020-01-21,27.0672,27.3132,26.7772,26.8387,1202531.0
2020-01-22,26.9617,27.2341,26.6102,26.7947,1020066.0
2020-01-23,26.6629,26.8123,26.2147,26.4696,1297067.0
2020-01-24,26.3641,26.9485,25.9335,26.8299,1220574.0
2020-01-25,26.3641,26.9485,25.9335,26.8299,1220574.0
2020-01-26,26.3641,26.9485,25.9335,26.8299,1220574.0
2020-01-27,25.9511,26.1268,25.3008,25.4502,1794180.0
2020-01-28,25.5293,26.0917,25.1294,25.6699,1269143.0
2020-01-29,25.9159,26.5001,25.4238,25.4853,1447722.0
2020-01-30,25.0899,25.6347,24.1759,25.0723,1443610.0
2020-01-31,24.6856,24.8174,23.6838,24.132,1207501.0
2020-02-01,24.6856,24.8174,23.6838,24.132,1207501.0
2020-02-02,24.6856,24.8174,23.6838,24.132,1207501.0
2020-02-03,24.1056,24.132,23.0356,23.2795,1263548.0
2020-02-04,23.842,23.9483,22.9456,23.2883,1311903.0
2020-02-05,23.7629,25.0723,23.6662,24.6592,1565928.0
2020-02-06,24.7471,24.8438,24.0704,24.5011,1265724.0
2020-02-07,24.255,25.2305,24.1759,24.8526,992649.0
2020-02-08,24.255,25.2305,24.1759,24.8526,992649.0
2020-02-09,24.255,25.2305,24.1759,24.8526,992649.0
2020-02-10,24.6505,25.538,24.6263,25.2656,948552.0
2020-02-11,25.6083,25.7314,24.7823,24.958,832199.0
2020-02-12,25.5644,25.9159,25.0459,25.1777,926703.0
2020-02-13,25.1074,25.9159,25.0986,25.2832,709413.0
2020-02-14,25.3183,25.3183,24.7647,24.9492,816079.0
2020-02-15,25.3183,25.3183,24.7647,24.9492,816079.0
2020-02-16,25.3183,25.3183,24.7647,24.9492,816079.0
2020-02-17,25.3183,25.3183,24.7647,24.9492,816079.0
2020-02-18,24.712,24.8262,23.8068,23.9123,1383191.0
2020-02-19,24.0441,24.3165,23.7804,24.1671,992124.0
2020-02-20,24.1671,24.6944,23.7716,24.5186,1545462.0
2020-02-21,24.3253,25.1338,23.631,24.8438,2244065.0
2020-02-22,24.3253,25.1338,23.631,24.8438,2244065.0
2020-02-23,24.3253,25.1338,23.631,24.8438,2244065.0
2020-02-24,23.8507,24.132,23.1521,23.4289,1465405.0
2020-02-25,23.4289,23.7629,21.4296,22.0492,2150603.0
2020-02-26,21.9877,21.9877,19.3293,19.527,4548372.0
2020-02-27,18.8064,19.4391,17.497,17.9012,2660493.0
2020-02-28,17.3652,19.3161,17.2773,18.7888,2695023.0
2020-02-29,17.3652,19.3161,17.2773,18.7888,2695023.0
2020-03-01,17.3652,19.3161,17.2773,18.7888,2695023.0
2020-03-02,19.0437,19.0437,17.2773,18.0594,1952153.0
2020-03-03,18.1034,18.1034,16.2491,16.337,2203645.0
2020-03-04,16.6973,16.917,15.9503,16.7676,3210086.0
