,AEO US Equity,AEO US Equity,AEO US Equity,AEO US Equity,AEO US Equity
2019-03-11,17.7831,18.6409,17.7478,18.6232,5468458.0
2019-03-12,18.5348,18.9062,18.3225,18.8885,5469165.0
2019-03-13,18.9062,19.1095,18.6939,18.7028,5859781.0
2019-03-14,18.6055,18.7028,18.3048,18.5701,5617757.0
2019-03-15,18.7028,18.7028,18.1545,18.3756,4687141.0
2019-03-16,18.7028,18.7028,18.1545,18.3756,4687141.0
2019-03-17,18.7028,18.7028,18.1545,18.3756,4687141.0
2019-03-18,18.4198,18.5171,18.1545,18.3491,5807027.0
2019-03-19,18.3933,18.4817,18.2253,18.3225,3533259.0
2019-03-20,18.2872,18.5259,17.9644,18.0749,3706989.0
2019-03-21,17.96,18.2606,17.8848,17.9777,2944729.0
2019-03-22,17.8981,18.0396,17.5355,17.6858,3417968.0
2019-03-23,17.8981,18.0396,17.5355,17.6858,3417968.0
2019-03-24,17.8981,18.0396,17.5355,17.6858,3417968.0
2019-03-25,17.5797,18.6674,17.5178,18.5259,5087913.0
2019-03-26,18.579,19.1891,18.5436,18.9327,4764751.0
2019-03-27,19.0123,19.6313,18.9946,19.534,5097511.0
2019-03-28,19.7551,19.8789,19.1714,19.3748,4513307.0
2019-03-29,19.481,19.7109,19.3041,19.6048,3614469.0
2019-03-30,19.481,19.7109,19.3041,19.6048,3614469.0
2019-03-31,19.481,19.7109,19.3041,19.6048,3614469.0
2019-04-01,19.7905,19.7993,19.1007,19.5517,3223010.0
2019-04-02,19.5429,19.5429,18.9238,19.2068,4565354.0
2019-04-03,19.3925,19.5694,19.251,19.3129,2783998.0
2019-04-04,19.3483,20.1619,19.198,20.1353,3627882.0
2019-04-05,20.1619,20.5952,20.0823,20.1795,4005681.0
2019-04-06,20.1619,20.5952,20.0823,20.1795,4005681.0
2019-04-07,20.1619,20.5952,20.0823,20.1795,4005681.0
2019-04-08,20.0823,20.1442,19.5075,19.6667,4456654.0
2019-04-09,19.5605,19.6578,19.1272,19.1626,3487144.0
2019-04-10,19.1449,19.5694,19.1449,19.5075,3475069.0
2019-04-11,19.5053,19.6476,19.1315,19.2116,3624767.0
2019-04-12,19.2294,19.3896,18.7978,18.918,2930748.0
2019-04-13,19.2294,19.3896,18.7978,18.918,2930748.0
2019-04-14,19.2294,19.3896,18.7978,18.918,2930748.0
2019-04-15,18.9269,19.5142,18.8947,19.3807,3587458.0
2019-04-16,19.5408,19.7989,19.3807,19.5942,4149249.0
2019-04-17,19.7188,20.3328,19.7099,20.2794,4373831.0
2019-04-18,20.226,20.5508,19.9769,19.9858,4089814.0
2019-04-19,20.226,20.5508,19.9769,19.9858,4089814.0
2019-04-20,20.226,20.5508,19.9769,19.9858,4089814.0
2019-04-21,20.226,20.5508,19.9769,19.9858,4089814.0
2019-04-22,19.9502,20.1103,19.612,19.7633,3356385.0
2019-04-23,19.9057,20.0836,19.612,20.057,5455209.0
2019-04-24,20.1993,20.8979,20.1459,20.7955,3238417.0
2019-04-25,20.8044,21.0091,20.5375,20.5464,2903317.0
2019-04-26,20.4485,20.7822,20.2527,20.6976,2400770.0
2019-04-27,20.4485,20.7822,20.2527,20.6976,2400770.0
2019-04-28,20.4485,20.7822,20.2527,20.6976,2400770.0
2019-04-29,20.8044,21.3828,20.8044,21.3294,3245602.0
2019-04-30,21.3294,21.4095,20.9201,21.1604,3418290.0
2019-05-01,21.187,21.4584,21.0892,21.1959,2672131.0
2019-05-02,21.276,21.454,20.9779,21.3917,2794712.0
2019-05-03,21.5875,21.6231,21.1426,21.4629,2279713.0
2019-05-04,21.5875,21.6231,21.1426,21.4629,2279713.0
2019-05-05,21.5875,21.6231,21.1426,21.4629,2279713.0
2019-05-06,21.1426,21.3116,20.7332,20.929,3505231.0
2019-05-07,20.8578,21.0091,19.9858,20.2082,4479979.0
2019-05-08,20.2438,20.5642,20.1103,20.3951,3043693.0
2019-05-09,19.8256,20.137,19.6654,19.9769,4551213.0
2019-05-10,19.9146,19.9146,18.8112,19.3896,4956128.0
2019-05-11,19.9146,19.9146,18.8112,19.3896,4956128.0
2019-05-12,19.9146,19.9146,18.8112,19.3896,4956128.0
2019-05-13,19.0069,19.0069,17.9614,18.1883,4156284.0
2019-05-14,18.1972,18.4152,17.9302,18.2684,3717008.0
2019-05-15,18.0548,18.0726,17.6455,17.779,4199673.0
2019-05-16,17.8591,18.2328,17.7448,17.8413,3389851.0
2019-05-17,17.7345,18.1749,17.5921,17.7968,3339616.0
2019-05-18,17.7345,18.1749,17.5921,17.7968,3339616.0
2019-05-19,17.7345,18.1749,17.5921,17.7968,3339616.0
2019-05-20,17.6811,17.8413,17.5654,17.7612,2871079.0
2019-05-21,17.7434,17.8946,17.4942,17.7879,2202658.0
2019-05-22,17.6277,17.6277,16.5599,16.6578,6471928.0
2019-05-23,16.373,16.8446,16.2529,16.4264,4791215.0
2019-05-24,16.4976,16.6934,16.3686,16.64,2607084.0
2019-05-25,16.4976,16.6934,16.3686,16.64,2607084.0
2019-05-26,16.4976,16.6934,16.3686,16.64,2607084.0
2019-05-27,16.4976,16.6934,16.3686,16.64,2607084.0
2019-05-28,16.64,17.2139,16.64,16.809,4881725.0
2019-05-29,15.9192,16.3018,15.5544,15.7501,8929329.0
2019-05-30,15.8124,16.0883,15.5989,15.7679,4392859.0
2019-05-31,15.3141,15.6478,15.2073,15.4832,4738197.0
2019-06-01,15.3141,15.6478,15.2073,15.4832,4738197.0
2019-06-02,15.3141,15.6478,15.2073,15.4832,4738197.0
2019-06-03,15.4654,16.0749,15.4654,15.9459,6030154.0
2019-06-04,16.2573,16.6934,16.2484,16.4798,7013039.0
2019-06-05,17.5387,17.7078,16.4086,16.4976,9009709.0
2019-06-06,16.3552,16.3641,15.2785,15.6434,8696579.0
2019-06-07,15.6345,15.7234,15.412,15.5722,6158225.0
2019-06-08,15.6345,15.7234,15.412,15.5722,6158225.0
2019-06-09,15.6345,15.7234,15.412,15.5722,6158225.0
2019-06-10,15.7234,15.8792,14.8825,14.9137,5965676.0
2019-06-11,15.0027,15.3942,14.9226,15.0116,5264035.0
2019-06-12,14.9938,15.1539,14.7624,14.7713,3556777.0
2019-06-13,14.8158,15.3008,14.5133,15.1895,9164534.0
2019-06-14,15.1717,15.7679,15.1717,15.6345,6416454.0
2019-06-15,15.1717,15.7679,15.1717,15.6345,6416454.0
2019-06-16,15.1717,15.7679,15.1717,15.6345,6416454.0
2019-06-17,15.6878,16.1595,15.6434,15.9815,5333399.0
2019-06-18,16.0082,16.3285,15.6701,15.7234,5418971.0
2019-06-19,15.8035,15.9815,15.4787,15.8569,4371613.0
2019-06-20,16.0082,16.1061,15.7234,16.0616,4471161.0
2019-06-21,16.0171,16.3819,15.7768,16.1061,4666799.0
2019-06-22,16.0171,16.3819,15.7768,16.1061,4666799.0
2019-06-23,16.0171,16.3819,15.7768,16.1061,4666799.0
2019-06-24,16.0794,16.204,15.6567,15.7501,3628305.0
2019-06-25,15.8302,15.8302,15.2296,15.2785,3790919.0
2019-06-26,15.323,15.4476,15.065,15.1095,4389392.0
2019-06-27,15.1895,15.2251,14.7535,15.1273,5288372.0
2019-06-28,15.1806,15.3586,15.0027,15.0383,4465867.0
2019-06-29,15.1806,15.3586,15.0027,15.0383,4465867.0
2019-06-30,15.1806,15.3586,15.0027,15.0383,4465867.0
2019-07-01,15.3408,15.7679,15.0116,15.145,4020712.0
2019-07-02,15.145,15.2429,14.6378,14.6912,3132941.0
2019-07-03,14.7535,15.0027,14.6823,14.9671,2192620.0
2019-07-04,14.7535,15.0027,14.6823,14.9671,2192620.0
2019-07-05,14.8959,15.3675,14.8514,15.2518,2926592.0
2019-07-06,14.8959,15.3675,14.8514,15.2518,2926592.0
2019-07-07,14.8959,15.3675,14.8514,15.2518,2926592.0
2019-07-08,15.2429,15.6167,15.065,15.234,4076910.0
2019-07-09,15.1539,15.3542,14.887,14.9938,4818993.0
2019-07-10,15.0917,15.1806,14.7758,14.8603,3634591.0
2019-07-11,15.3067,15.4323,14.8132,14.9209,3633736.0
2019-07-12,14.9388,15.2618,14.7235,15.0644,3475060.0
2019-07-13,14.9388,15.2618,14.7235,15.0644,3475060.0
2019-07-14,14.9388,15.2618,14.7235,15.0644,3475060.0
2019-07-15,15.19,15.7328,15.1631,15.6207,5611244.0
2019-07-16,15.5669,16.4461,15.531,16.4282,7995738.0
2019-07-17,16.3833,16.4551,15.8181,16.2398,4806922.0
2019-07-18,16.1501,16.3205,16.0424,16.0603,3786666.0
2019-07-19,16.0872,16.5224,16.0783,16.3474,4337330.0
2019-07-20,16.0872,16.5224,16.0783,16.3474,4337330.0
2019-07-21,16.0872,16.5224,16.0783,16.3474,4337330.0
2019-07-22,16.3923,16.4102,15.4188,15.8271,5518649.0
2019-07-23,16.0155,16.0603,15.5489,15.7822,3581246.0
2019-07-24,15.7732,16.1456,15.6207,16.0783,3996504.0
2019-07-25,16.0693,16.1635,15.4682,15.5848,5081823.0
2019-07-26,15.6117,15.854,15.3784,15.7284,2245666.0
2019-07-27,15.6117,15.854,15.3784,15.7284,2245666.0
2019-07-28,15.6117,15.854,15.3784,15.7284,2245666.0
2019-07-29,15.7553,15.9796,15.522,15.9168,2896620.0
2019-07-30,15.7822,15.9706,15.5839,15.8899,2988817.0
2019-07-31,15.9706,16.1074,15.7553,15.8719,2822756.0
2019-08-01,15.8719,16.2129,14.3556,14.6248,6521719.0
2019-08-02,14.5979,14.876,14.4722,14.6786,4334537.0
2019-08-03,14.5979,14.876,14.4722,14.6786,4334537.0
2019-08-04,14.5979,14.876,14.4722,14.6786,4334537.0
2019-08-05,14.3466,14.4184,13.898,14.221,3980991.0
2019-08-06,14.3377,14.8042,14.2928,14.6248,3995299.0
2019-08-07,14.4005,14.858,14.3735,14.8042,2978925.0
2019-08-08,14.9209,15.199,14.7414,15.0285,3882524.0
2019-08-09,14.9388,15.0106,14.3466,14.4184,3120191.0
2019-08-10,14.9388,15.0106,14.3466,14.4184,3120191.0
2019-08-11,14.9388,15.0106,14.3466,14.4184,3120191.0
2019-08-12,14.3107,14.3466,13.8083,13.9429,3291194.0
2019-08-13,13.898,15.1272,13.7634,14.6965,6116054.0
2019-08-14,14.0954,14.1762,13.4763,13.5032,5551757.0
2019-08-15,13.5391,13.6737,13.0322,13.27,4546132.0
2019-08-16,13.4315,13.9877,13.3956,13.8173,4353513.0
2019-08-17,13.4315,13.9877,13.3956,13.8173,4353513.0
2019-08-18,13.4315,13.9877,13.3956,13.8173,4353513.0
2019-08-19,14.221,14.4633,14.0147,14.2659,4551124.0
2019-08-20,14.1403,14.3421,13.907,14.212,3407654.0
2019-08-21,14.4005,14.6741,14.2614,14.5261,3734966.0
2019-08-22,14.5979,15.1855,14.5979,15.1541,4587544.0
2019-08-23,14.8132,15.0285,14.3825,14.4364,3696897.0
2019-08-24,14.8132,15.0285,14.3825,14.4364,3696897.0
2019-08-25,14.8132,15.0285,14.3825,14.4364,3696897.0
2019-08-26,14.6248,14.666,14.2614,14.562,3482723.0
2019-08-27,14.6965,14.7594,14.4722,14.5261,2978746.0
2019-08-28,14.4992,15.2887,14.3556,15.181,3926317.0
2019-08-29,15.0375,15.4951,15.0016,15.208,4198868.0
2019-08-30,15.3246,15.4592,15.0195,15.0913,2965598.0
2019-08-31,15.3246,15.4592,15.0195,15.0913,2965598.0
2019-09-01,15.3246,15.4592,15.0195,15.0913,2965598.0
2019-09-02,15.3246,15.4592,15.0195,15.0913,2965598.0
2019-09-03,14.8939,14.9747,14.4005,14.5979,6791201.0
2019-09-04,12.7406,13.1443,12.2561,12.9021,26495346.0
2019-09-05,13.0636,14.7055,13.0636,14.6068,10545760.0
2019-09-06,14.6696,15.3837,14.3466,14.3556,11369309.0
2019-09-07,14.6696,15.3837,14.3466,14.3556,11369309.0
2019-09-08,14.6696,15.3837,14.3466,14.3556,11369309.0
2019-09-09,14.3915,15.2887,14.3646,15.181,7166196.0
2019-09-10,15.1272,15.5579,15.0106,15.5399,5840899.0
2019-09-11,15.5848,15.8091,15.0554,15.7104,4079813.0
2019-09-12,15.5848,16.0424,15.3695,15.7912,4393698.0
2019-09-13,15.9437,16.159,15.6297,16.0693,3008180.0
2019-09-14,15.9437,16.159,15.6297,16.0693,3008180.0
2019-09-15,15.9437,16.159,15.6297,16.0693,3008180.0
2019-09-16,15.8809,15.9168,15.1631,15.2528,3474874.0
2019-09-17,15.199,15.2349,14.7773,14.8491,3001576.0
2019-09-18,15.3695,15.4951,14.7594,14.9747,4190932.0
2019-09-19,14.9926,15.0554,14.7683,14.9119,2999096.0
2019-09-20,14.9119,15.19,14.535,14.5709,5716439.0
2019-09-21,14.9119,15.19,14.535,14.5709,5716439.0
2019-09-22,14.9119,15.19,14.535,14.5709,5716439.0
2019-09-23,14.535,14.7549,14.4364,14.535,2618243.0
2019-09-24,14.6517,14.9209,14.3287,14.4902,3429340.0
2019-09-25,14.5799,14.8132,14.3646,14.6786,2615999.0
2019-09-26,14.6696,14.6696,14.2838,14.4453,1977621.0
2019-09-27,14.544,14.6158,14.2928,14.3377,3276095.0
2019-09-28,14.544,14.6158,14.2928,14.3377,3276095.0
2019-09-29,14.544,14.6158,14.2928,14.3377,3276095.0
2019-09-30,14.3735,14.7414,14.3735,14.553,3722785.0
2019-10-01,14.6607,14.7773,13.9922,14.0236,4254491.0
2019-10-02,13.9249,14.0057,13.6782,13.7455,3610310.0
2019-10-03,13.6737,13.8083,13.3328,13.7904,3786382.0
2019-10-04,13.7993,13.907,13.3328,13.3507,3231321.0
2019-10-05,13.7993,13.907,13.3328,13.3507,3231321.0
2019-10-06,13.7993,13.907,13.3328,13.3507,3231321.0
2019-10-07,13.2969,13.3597,13.0187,13.0995,6284496.0
2019-10-08,12.8752,13.0232,12.615,12.92,4828230.0
2019-10-09,13.0277,13.1174,12.7227,12.9918,3626782.0
2019-10-10,13.0439,13.4515,13.0167,13.0801,3736245.0
2019-10-11,13.3247,13.8954,13.3247,13.6236,5340495.0
2019-10-12,13.3247,13.8954,13.3247,13.6236,5340495.0
2019-10-13,13.3247,13.8954,13.3247,13.6236,5340495.0
2019-10-14,13.5331,13.5965,13.1345,13.2794,3713261.0
2019-10-15,13.3338,13.8456,13.1888,13.5512,3364983.0
2019-10-16,13.524,13.832,13.4968,13.5965,2526729.0
2019-10-17,13.678,14.0403,13.6055,14.0131,2819544.0
2019-10-18,13.7052,13.9769,13.6418,13.6961,2982076.0
2019-10-19,13.7052,13.9769,13.6418,13.6961,2982076.0
2019-10-20,13.7052,13.9769,13.6418,13.6961,2982076.0
2019-10-21,13.832,14.4072,13.832,14.2939,5479784.0
2019-10-22,14.3302,14.919,14.2396,14.919,5583872.0
2019-10-23,14.9824,14.9824,14.5838,14.8103,3721494.0
2019-10-24,14.8374,14.8556,14.5476,14.8284,3223661.0
2019-10-25,14.6744,15.2405,14.6472,15.0911,4202641.0
2019-10-26,14.6744,15.2405,14.6472,15.0911,4202641.0
2019-10-27,14.6744,15.2405,14.6472,15.0911,4202641.0
2019-10-28,14.6653,14.8148,14.5385,14.7197,5532404.0
2019-10-29,14.6019,14.7831,14.4514,14.6563,4214026.0
2019-10-30,14.6382,14.8284,14.1173,14.303,3803331.0
2019-10-31,14.2124,14.2894,13.7142,13.9316,4726314.0
2019-11-01,14.1037,14.3845,13.9769,14.2215,3638873.0
2019-11-02,14.1037,14.3845,13.9769,14.2215,3638873.0
2019-11-03,14.1037,14.3845,13.9769,14.2215,3638873.0
2019-11-04,14.4026,14.7197,14.2849,14.6835,3230493.0
2019-11-05,14.9099,15.236,14.7559,14.9824,3528911.0
2019-11-06,14.9733,15.0548,14.6472,14.8284,2336860.0
2019-11-07,15.0548,15.1907,14.9643,15.0367,2427203.0
2019-11-08,14.919,15.0005,14.4842,14.7559,3698582.0
2019-11-09,14.919,15.0005,14.4842,14.7559,3698582.0
2019-11-10,14.919,15.0005,14.4842,14.7559,3698582.0
2019-11-11,14.6925,14.7378,14.4932,14.62,1823140.0
2019-11-12,14.6653,14.7831,14.4479,14.4932,3657220.0
2019-11-13,14.3574,14.6019,14.3302,14.4932,3283856.0
2019-11-14,14.5566,14.8103,14.5204,14.6382,2299686.0
2019-11-15,14.7922,15.1364,14.7287,15.0005,2790888.0
2019-11-16,14.7922,15.1364,14.7287,15.0005,2790888.0
2019-11-17,14.7922,15.1364,14.7287,15.0005,2790888.0
2019-11-18,14.9371,15.0096,14.2124,14.2758,4190672.0
2019-11-19,13.995,14.149,13.7731,13.8048,6040646.0
2019-11-20,13.4968,13.5421,13.062,13.0892,6548769.0
2019-11-21,13.1345,13.2251,12.7631,13.0077,6404240.0
2019-11-22,13.1435,13.3791,13.053,13.2613,4429491.0
2019-11-23,13.1435,13.3791,13.053,13.2613,4429491.0
2019-11-24,13.1435,13.3791,13.053,13.2613,4429491.0
2019-11-25,13.0258,13.4878,12.6997,13.4425,5992861.0
2019-11-26,13.3791,13.4787,13.1073,13.4244,3846985.0
2019-11-27,13.5059,13.6055,13.3972,13.5874,3522524.0
2019-11-28,13.5059,13.6055,13.3972,13.5874,3522524.0
2019-11-29,13.5602,13.7323,13.4334,13.5602,1957917.0
2019-11-30,13.5602,13.7323,13.4334,13.5602,1957917.0
2019-12-01,13.5602,13.7323,13.4334,13.5602,1957917.0
2019-12-02,13.5783,13.6418,13.2522,13.5965,4258116.0
2019-12-03,13.3972,13.4878,13.2704,13.4878,5594733.0
2019-12-04,13.5874,13.7743,13.4606,13.6508,4018448.0
2019-12-05,13.7414,13.9135,13.61,13.6689,5131566.0
2019-12-06,13.8682,13.995,13.7233,13.7686,3759738.0
2019-12-07,13.8682,13.995,13.7233,13.7686,3759738.0
2019-12-08,13.8682,13.995,13.7233,13.7686,3759738.0
2019-12-09,13.7233,14.0675,13.6508,13.8954,3641178.0
2019-12-10,13.8139,13.9226,13.6553,13.6961,8752763.0
2019-12-11,12.4914,13.0892,12.4823,12.7993,16740680.0
2019-12-12,12.6816,13.5512,12.6001,13.4425,10295108.0
2019-12-13,13.4696,13.4742,12.8996,13.0983,9990912.0
2019-12-14,13.4696,13.4742,12.8996,13.0983,9990912.0
2019-12-15,13.4696,13.4742,12.8996,13.0983,9990912.0
2019-12-16,13.2975,13.4668,13.1617,13.2522,4419751.0
2019-12-17,13.2613,13.3157,12.9443,13.2613,3874263.0
2019-12-18,13.3609,13.5602,13.3247,13.3881,3952262.0
2019-12-19,13.4062,13.4742,13.2613,13.4062,3145175.0
2019-12-20,13.4062,13.4968,13.1979,13.2341,5416349.0
2019-12-21,13.4062,13.4968,13.1979,13.2341,5416349.0
2019-12-22,13.4062,13.4968,13.1979,13.2341,5416349.0
2019-12-23,13.2341,13.2341,12.8265,12.8718,4667593.0
2019-12-24,12.9352,13.2024,12.9352,12.9986,2390933.0
2019-12-25,12.9352,13.2024,12.9352,12.9986,2390933.0
2019-12-26,13.062,13.2522,12.985,13.2432,2428318.0
2019-12-27,13.3066,13.37,12.9986,13.1164,2675316.0
2019-12-28,13.3066,13.37,12.9986,13.1164,2675316.0
2019-12-29,13.3066,13.37,12.9986,13.1164,2675316.0
2019-12-30,13.1707,13.3655,12.8809,13.2251,3509361.0
2019-12-31,13.1798,13.3609,13.062,13.3157,3109836.0
2020-01-01,13.1798,13.3609,13.062,13.3157,3109836.0
2020-01-02,13.4688,13.4688,12.911,13.0299,4664838.0
2020-01-03,12.8928,13.2219,12.8745,13.1579,3492266.0
2020-01-04,12.8928,13.2219,12.8745,13.1579,3492266.0
2020-01-05,12.8928,13.2219,12.8745,13.1579,3492266.0
2020-01-06,13.0208,13.2128,12.9293,13.1945,3774957.0
2020-01-07,13.0665,13.3042,12.7465,13.0573,5443932.0
2020-01-08,13.1396,13.3774,13.0939,13.1671,4620994.0
2020-01-09,13.1305,13.2036,12.7282,13.1122,5094102.0
2020-01-10,13.0116,13.1854,12.783,12.9385,5410116.0
2020-01-11,13.0116,13.1854,12.783,12.9385,5410116.0
2020-01-12,13.0116,13.1854,12.783,12.9385,5410116.0
2020-01-13,12.9933,13.5328,12.9385,13.3499,6169683.0
2020-01-14,13.3499,13.574,13.2265,13.4688,3811273.0
2020-01-15,13.3957,13.4505,13.0116,13.0482,4438135.0
2020-01-16,13.1854,13.4597,13.1671,13.4505,3661978.0
2020-01-17,13.5145,13.5328,13.2585,13.4414,3149489.0
2020-01-18,13.5145,13.5328,13.2585,13.4414,3149489.0
2020-01-19,13.5145,13.5328,13.2585,13.4414,3149489.0
2020-01-20,13.5145,13.5328,13.2585,13.4414,3149489.0
2020-01-21,13.4231,13.4231,13.0299,13.1579,4380367.0
2020-01-22,13.2128,13.5557,13.1214,13.4048,3455149.0
2020-01-23,13.3408,13.4597,13.0299,13.4322,2669305.0
2020-01-24,13.4505,13.4505,13.1168,13.2768,2355075.0
2020-01-25,13.4505,13.4505,13.1168,13.2768,2355075.0
2020-01-26,13.4505,13.4505,13.1168,13.2768,2355075.0
2020-01-27,13.0208,13.3591,12.9751,13.2677,4000272.0
2020-01-28,13.3774,13.5328,13.2768,13.4688,2645428.0
2020-01-29,13.5237,13.6608,13.4505,13.4962,2648298.0
2020-01-30,13.3682,13.6334,13.2859,13.606,3258951.0
2020-01-31,13.5694,13.5694,13.0665,13.1671,4813652.0
2020-02-01,13.5694,13.5694,13.0665,13.1671,4813652.0
2020-02-02,13.5694,13.5694,13.0665,13.1671,4813652.0
2020-02-03,12.9933,13.5237,12.8653,13.1579,3045018.0
2020-02-04,13.4048,13.5145,13.0299,13.2219,3569524.0
2020-02-05,13.3774,13.7431,13.2585,13.6334,4465311.0
2020-02-06,13.7614,13.7614,13.3225,13.4231,2184611.0
2020-02-07,13.3499,13.4048,12.9385,13.0299,2329395.0
2020-02-08,13.3499,13.4048,12.9385,13.0299,2329395.0
2020-02-09,13.3499,13.4048,12.9385,13.0299,2329395.0
2020-02-10,13.0208,13.2053,12.911,13.0756,1987270.0
2020-02-11,13.1396,13.3499,12.9019,13.3134,2216678.0
2020-02-12,13.3957,13.7751,13.3957,13.6791,2849540.0
2020-02-13,13.5603,13.6654,13.3682,13.4962,2210402.0
2020-02-14,13.5145,13.6654,13.414,13.5511,2078328.0
2020-02-15,13.5145,13.6654,13.414,13.5511,2078328.0
2020-02-16,13.5145,13.6654,13.414,13.5511,2078328.0
2020-02-17,13.5145,13.6654,13.414,13.5511,2078328.0
2020-02-18,13.2402,13.4962,12.9385,13.1122,5072998.0
2020-02-19,12.9385,13.0939,12.7647,12.8105,5625719.0
2020-02-20,12.8105,13.6883,12.7647,13.4962,7056510.0
2020-02-21,13.3957,13.7706,13.3408,13.5328,4511948.0
2020-02-22,13.3957,13.7706,13.3408,13.5328,4511948.0
2020-02-23,13.3957,13.7706,13.3408,13.5328,4511948.0
2020-02-24,13.0482,13.3499,12.8105,12.8928,5477368.0
2020-02-25,12.9385,12.9385,11.9601,12.2893,8476402.0
2020-02-26,12.463,12.6002,11.7864,11.8595,4904639.0
2020-02-27,11.4938,12.1201,11.2194,11.7132,7145370.0
2020-02-28,11.4206,11.8869,11.3657,11.7772,6918783.0
2020-02-29,11.4206,11.8869,11.3657,11.7772,6918783.0
