,GWW US Equity,GWW US Equity,GWW US Equity,GWW US Equity,GWW US Equity
2023-01-31,569.02,581.952,565.452,580.996,470138.0
2023-02-01,576.215,595.785,576.215,589.442,502361.0
2023-02-02,628.896,666.388,619.139,665.846,988828.0
2023-02-03,662.407,675.362,653.221,666.083,465690.0
2023-02-04,662.407,675.362,653.221,666.083,465690.0
2023-02-05,662.407,675.362,653.221,666.083,465690.0
2023-02-06,666.083,674.047,661.845,664.575,409063.0
2023-02-07,658.829,670.119,650.707,668.517,284424.0
2023-02-08,665.166,670.321,653.975,654.216,310653.0
2023-02-09,655.251,659.736,648.845,651.595,254812.0
2023-02-10,648.62,649.441,641.525,648.729,386287.0
2023-02-11,648.62,649.441,641.525,648.729,386287.0
2023-02-12,648.62,649.441,641.525,648.729,386287.0
2023-02-13,651.575,662.247,648.897,660.666,238345.0
2023-02-14,657.415,665.775,651.654,658.66,203199.0
2023-02-15,654.895,666.22,652.939,664.718,181457.0
2023-02-16,659.352,667.593,657.455,662.168,192986.0
2023-02-17,662.741,674.669,661.795,669.342,324023.0
2023-02-18,662.741,674.669,661.795,669.342,324023.0
2023-02-19,662.741,674.669,661.795,669.342,324023.0
2023-02-20,662.741,674.669,661.795,669.342,324023.0
2023-02-21,662.129,666.151,648.393,648.433,249180.0
2023-02-22,649.816,653.205,646.713,649.925,204219.0
2023-02-23,652.178,653.383,643.012,650.162,195550.0
2023-02-24,650.152,657.84,644.539,656.249,215345.0
2023-02-25,650.152,657.84,644.539,656.249,215345.0
2023-02-26,650.152,657.84,644.539,656.249,215345.0
2023-02-27,659.984,671.896,658.423,667.04,326185.0
2023-02-28,664.708,671.546,659.609,660.528,391818.0
2023-03-01,659.115,670.38,658.428,663.077,229961.0
2023-03-02,663.562,678.76,662.307,676.408,215748.0
2023-03-03,682.426,689.659,678.473,689.343,346712.0
2023-03-04,682.426,689.659,678.473,689.343,346712.0
2023-03-05,682.426,689.659,678.473,689.343,346712.0
2023-03-06,688.325,700.826,688.325,691.379,341130.0
2023-03-07,690.4,698.533,685.394,686.458,230705.0
2023-03-08,685.222,694.007,685.222,692.12,221103.0
2023-03-09,694.748,696.557,682.179,684.817,192065.0
2023-03-10,685.934,685.934,666.062,669.866,238574.0
2023-03-11,685.934,685.934,666.062,669.866,238574.0
2023-03-12,685.934,685.934,666.062,669.866,238574.0
2023-03-13,665.874,677.633,660.567,666.882,285238.0
2023-03-14,675.252,682.811,668.819,678.019,297069.0
2023-03-15,666.763,668.918,648.413,659.846,469905.0
2023-03-16,655.251,675.746,655.251,673.275,335023.0
2023-03-17,672.386,673.236,654.174,655.656,517323.0
2023-03-18,672.386,673.236,654.174,655.656,517323.0
2023-03-19,672.386,673.236,654.174,655.656,517323.0
2023-03-20,659.461,668.478,659.461,665.923,317850.0
2023-03-21,673.631,675.037,666.047,672.771,384991.0
2023-03-22,669.115,678.572,660.212,660.706,223862.0
2023-03-23,660.508,667.613,651.427,657.514,235292.0
2023-03-24,653.858,660.918,642.77,655.755,270307.0
2023-03-25,653.858,660.918,642.77,655.755,270307.0
2023-03-26,653.858,660.918,642.77,655.755,270307.0
2023-03-27,660.646,665.212,657.247,663.72,179644.0
2023-03-28,663.176,669.273,658.532,667.85,150000.0
2023-03-29,673.73,673.73,663.334,667.06,221983.0
2023-03-30,669.629,670.454,659.994,661.358,202998.0
2023-03-31,665.34,681.586,664.856,680.667,305173.0
2023-04-01,665.34,681.586,664.856,680.667,305173.0
2023-04-02,665.34,681.586,664.856,680.667,305173.0
2023-04-03,677.06,679.076,669.293,675.094,282616.0
2023-04-04,673.908,678.582,645.083,648.917,333756.0
2023-04-05,642.879,645.448,624.785,638.61,460959.0
2023-04-06,634.41,640.903,629.884,634.074,318621.0
2023-04-07,634.41,640.903,629.884,634.074,318621.0
2023-04-08,634.41,640.903,629.884,634.074,318621.0
2023-04-09,634.41,640.903,629.884,634.074,318621.0
2023-04-10,633.719,645.883,632.034,643.758,227978.0
2023-04-11,644.569,648.235,639.529,640.735,246518.0
2023-04-12,646.654,656.017,643.027,647.632,272889.0
2023-04-13,640.211,643.561,618.57,639.045,418289.0
2023-04-14,638.017,652.02,638.017,643.413,281468.0
2023-04-15,638.017,652.02,638.017,643.413,281468.0
2023-04-16,638.017,652.02,638.017,643.413,281468.0
2023-04-17,646.259,653.383,644.766,653.008,228352.0
2023-04-18,656.733,658.482,648.946,658.463,287907.0
2023-04-19,656.21,659.974,650.448,657.563,177605.0
2023-04-20,655.172,663.927,652.03,659.283,180214.0
2023-04-21,661.081,662.692,656.289,662.188,192334.0
2023-04-22,661.081,662.692,656.289,662.188,192334.0
2023-04-23,661.081,662.692,656.289,662.188,192334.0
2023-04-24,664.204,670.311,663.838,667.336,203917.0
2023-04-25,666.744,669.985,661.071,663.888,208526.0
2023-04-26,658.216,661.674,652.01,652.02,342460.0
2023-04-27,671.675,688.365,664.352,688.128,535939.0
2023-04-28,690.43,690.43,681.359,687.347,448926.0
2023-04-29,690.43,690.43,681.359,687.347,448926.0
2023-04-30,690.43,690.43,681.359,687.347,448926.0
2023-05-01,689.729,695.549,687.11,687.732,267245.0
2023-05-02,684.807,687.401,672.925,680.667,222102.0
2023-05-03,684.58,689.16,673.147,675.528,363876.0
2023-05-04,673.651,673.651,654.777,659.609,248102.0
2023-05-05,663.909,672.035,663.602,669.389,236715.0
2023-05-06,663.909,672.035,663.602,669.389,236715.0
2023-05-07,663.909,672.035,663.602,669.389,236715.0
2023-05-08,668.864,672.882,665.079,672.075,180231.0
2023-05-09,670.885,679.675,670.875,678.308,192825.0
2023-05-10,684.65,684.65,666.367,675.285,180724.0
2023-05-11,671.292,678.288,668.121,678.169,280232.0
2023-05-12,680.091,685.071,671.49,678.417,176802.0
2023-05-13,680.091,685.071,671.49,678.417,176802.0
2023-05-14,680.091,685.071,671.49,678.417,176802.0
2023-05-15,675.939,676.093,662.928,664.315,263704.0
2023-05-16,660.728,663.929,653.921,658.241,231569.0
2023-05-17,662.294,667.179,657.894,665.188,178686.0
2023-05-18,667.457,674.017,663.899,673.135,149020.0
2023-05-19,677.564,680.284,671.46,675.602,260108.0
2023-05-20,677.564,680.284,671.46,675.602,260108.0
2023-05-21,677.564,680.284,671.46,675.602,260108.0
2023-05-22,675.394,677.782,663.384,665.217,266715.0
2023-05-23,660.54,662.819,653.395,653.663,269780.0
2023-05-24,655.407,655.407,647.692,650.631,250915.0
2023-05-25,654.059,654.991,648.565,653.633,286236.0
2023-05-26,654.485,659.886,649.134,658.211,200619.0
2023-05-27,654.485,659.886,649.134,658.211,200619.0
2023-05-28,654.485,659.886,649.134,658.211,200619.0
2023-05-29,654.485,659.886,649.134,658.211,200619.0
2023-05-30,658.211,658.429,646.399,648.133,309225.0
2023-05-31,646.389,647.351,641.207,643.139,573463.0
2023-06-01,644.655,649.858,636.133,649.372,264796.0
2023-06-02,651.681,672.501,648.718,671.629,384661.0
2023-06-03,651.681,672.501,648.718,671.629,384661.0
2023-06-04,651.681,672.501,648.718,671.629,384661.0
2023-06-05,671.302,673.184,667.1,669.538,249997.0
2023-06-06,662.225,680.349,655.02,679.596,556646.0
2023-06-07,680.26,691.556,677.644,691.517,271529.0
2023-06-08,690.575,700.98,687.93,698.592,265976.0
2023-06-09,700.633,701.981,689.684,700.078,230594.0
2023-06-10,700.633,701.981,689.684,700.078,230594.0
2023-06-11,700.633,701.981,689.684,700.078,230594.0
2023-06-12,702.368,716.776,698.82,715.785,296549.0
2023-06-13,714.784,732.185,714.784,730.302,307675.0
2023-06-14,729.212,733.602,717.182,720.482,240017.0
2023-06-15,720.403,738.973,717.242,737.149,254349.0
2023-06-16,737.546,741.975,724.669,725.793,419451.0
2023-06-17,737.546,741.975,724.669,725.793,419451.0
2023-06-18,737.546,741.975,724.669,725.793,419451.0
2023-06-19,737.546,741.975,724.669,725.793,419451.0
2023-06-20,723.385,729.846,718.956,724.059,274119.0
2023-06-21,723.039,736.803,722.003,735.376,292222.0
2023-06-22,735.633,736.763,728.598,729.262,238578.0
2023-06-23,726.13,734.433,723.336,731.214,293241.0
2023-06-24,726.13,734.433,723.336,731.214,293241.0
2023-06-25,726.13,734.433,723.336,731.214,293241.0
2023-06-26,730.272,744.413,730.272,741.311,183356.0
2023-06-27,742.986,764.351,741.411,763.518,287976.0
2023-06-28,761.259,771.109,756.304,765.986,278146.0
2023-06-29,764.598,775.737,763.181,775.211,201708.0
2023-06-30,780.265,788.619,778.799,781.444,271581.0
2023-07-01,780.265,788.619,778.799,781.444,271581.0
2023-07-02,780.265,788.619,778.799,781.444,271581.0
2023-07-03,779.621,780.404,771.307,775.469,135490.0
2023-07-04,779.621,780.404,771.307,775.469,135490.0
2023-07-05,765.679,776.534,761.14,775.598,245811.0
2023-07-06,771.258,773.557,763.013,771.832,251933.0
2023-07-07,769.444,781.444,768.062,769.147,242871.0
2023-07-08,769.444,781.444,768.062,769.147,242871.0
2023-07-09,769.444,781.444,768.062,769.147,242871.0
2023-07-10,770.564,790.056,769.523,789.521,188095.0
2023-07-11,792.622,804.246,782.639,788.49,360074.0
2023-07-12,782.594,786.444,766.308,770.257,348245.0
2023-07-13,762.329,766.214,754.372,754.669,430720.0
2023-07-14,755.095,756.537,743.676,756.433,374177.0
2023-07-15,755.095,756.537,743.676,756.433,374177.0
2023-07-16,755.095,756.537,743.676,756.433,374177.0
2023-07-17,756.057,760.615,751.637,757.077,294239.0
2023-07-18,752.162,756.572,743.71,753.322,298954.0
2023-07-19,750.874,763.226,750.874,759.109,302736.0
2023-07-20,762.924,762.924,750.775,760.199,373629.0
2023-07-21,762.607,765.907,758.563,762.032,320491.0
2023-07-22,762.607,765.907,758.563,762.032,320491.0
2023-07-23,762.607,765.907,758.563,762.032,320491.0
2023-07-24,763.558,770.812,760.189,762.29,395091.0
2023-07-25,760.149,763.806,757.573,759.664,278385.0
2023-07-26,752.648,761.893,752.301,755.214,272997.0
2023-07-27,728.964,744.948,712.683,718.104,610927.0
2023-07-28,724.792,727.656,717.489,724.743,258201.0
2023-07-29,724.792,727.656,717.489,724.743,258201.0
2023-07-30,724.792,727.656,717.489,724.743,258201.0
2023-07-31,726.497,732.661,721.691,731.798,274827.0
2023-08-01,728.102,730.84,710.731,718.748,614352.0
2023-08-02,717.975,724.099,713.962,715.21,341444.0
2023-08-03,708.115,717.256,706.539,716.33,297339.0
2023-08-04,718.659,719.352,700.192,701.852,324346.0
2023-08-05,718.659,719.352,700.192,701.852,324346.0
2023-08-06,718.659,719.352,700.192,701.852,324346.0
2023-08-07,707.223,714.417,706.202,710.751,241524.0
2023-08-08,708.412,709.661,700.841,707.015,270570.0
2023-08-09,708.452,713.352,705.321,708.234,143884.0
2023-08-10,709.443,715.542,704.012,705.826,152341.0
2023-08-11,705.995,710.689,703.56,708.727,130305.0
2023-08-12,705.995,710.689,703.56,708.727,130305.0
2023-08-13,705.995,710.689,703.56,708.727,130305.0
2023-08-14,707.395,712.631,707.177,711.052,133379.0
2023-08-15,708.657,711.35,707.619,708.27,158986.0
2023-08-16,710.416,718.334,703.655,704.723,184872.0
2023-08-17,706.75,712.194,697.738,698.801,222292.0
2023-08-18,693.655,700.252,691.971,699.0,186065.0
2023-08-19,693.655,700.252,691.971,699.0,186065.0
2023-08-20,693.655,700.252,691.971,699.0,186065.0
2023-08-21,699.0,703.441,690.952,698.513,140960.0
2023-08-22,700.689,702.587,692.81,694.35,154087.0
2023-08-23,697.569,705.612,695.026,702.557,187981.0
2023-08-24,701.852,711.807,701.852,703.849,258655.0
2023-08-25,706.809,715.98,705.677,709.939,177108.0
2023-08-26,706.809,715.98,705.677,709.939,177108.0
2023-08-27,706.809,715.98,705.677,709.939,177108.0
2023-08-28,710.585,715.751,703.461,705.627,246098.0
2023-08-29,703.203,715.249,697.48,713.158,170180.0
2023-08-30,714.35,721.782,712.969,720.619,135070.0
2023-08-31,722.1,725.716,709.174,709.522,353220.0
2023-09-01,713.506,714.519,697.107,706.183,263707.0
2023-09-02,713.506,714.519,697.107,706.183,263707.0
2023-09-03,713.506,714.519,697.107,706.183,263707.0
2023-09-04,713.506,714.519,697.107,706.183,263707.0
2023-09-05,703.143,703.317,684.614,688.528,220127.0
2023-09-06,688.995,693.089,683.62,689.055,224181.0
2023-09-07,687.833,690.277,683.352,687.316,261933.0
2023-09-08,685.965,690.416,685.145,685.468,223991.0
2023-09-09,685.965,690.416,685.145,685.468,223991.0
2023-09-10,685.965,690.416,685.145,685.468,223991.0
2023-09-11,687.624,690.376,683.6,687.515,180642.0
2023-09-12,684.922,690.714,680.726,682.09,162624.0
2023-09-13,680.58,685.885,679.02,680.52,181916.0
2023-09-14,687.624,693.238,684.127,691.757,209374.0
2023-09-15,692.453,693.824,686.362,688.638,304237.0
2023-09-16,692.453,693.824,686.362,688.638,304237.0
2023-09-17,692.453,693.824,686.362,688.638,304237.0
2023-09-18,689.512,693.429,687.843,689.323,247911.0
2023-09-19,687.902,689.755,682.875,686.591,156191.0
2023-09-20,688.687,695.528,679.408,680.56,154767.0
2023-09-21,678.812,686.114,674.241,678.046,271311.0
2023-09-22,677.162,685.066,675.737,677.073,160703.0
2023-09-23,677.162,685.066,675.737,677.073,160703.0
2023-09-24,677.162,685.066,675.737,677.073,160703.0
2023-09-25,676.02,687.639,676.02,685.428,176354.0
2023-09-26,685.22,689.477,680.451,681.097,237111.0
2023-09-27,686.412,696.437,682.984,695.582,243519.0
2023-09-28,697.609,702.617,692.86,694.33,252160.0
2023-09-29,696.844,699.129,685.19,687.366,225786.0
2023-09-30,696.844,699.129,685.19,687.366,225786.0
2023-10-01,696.844,699.129,685.19,687.366,225786.0
2023-10-02,688.667,696.675,687.733,690.128,280325.0
2023-10-03,690.505,697.112,679.378,682.587,365684.0
2023-10-04,684.187,695.354,680.252,694.311,257478.0
2023-10-05,695.443,700.471,688.538,698.007,205215.0
2023-10-06,696.198,717.847,695.88,711.688,315973.0
2023-10-07,696.198,717.847,695.88,711.688,315973.0
2023-10-08,696.198,717.847,695.88,711.688,315973.0
2023-10-09,711.688,722.577,710.297,721.216,256623.0
2023-10-10,721.216,721.424,705.905,706.283,354734.0
2023-10-11,704.504,711.906,701.871,709.671,230573.0
2023-10-12,722.189,740.351,721.325,730.624,437778.0
2023-10-13,733.317,735.393,723.242,726.73,274284.0
2023-10-14,733.317,735.393,723.242,726.73,274284.0
2023-10-15,733.317,735.393,723.242,726.73,274284.0
2023-10-16,732.383,736.814,719.159,727.048,219046.0
2023-10-17,726.233,734.231,723.719,733.386,158048.0
2023-10-18,731.509,731.509,707.217,707.256,234738.0
2023-10-19,708.935,713.863,696.387,698.285,267037.0
2023-10-20,700.073,700.073,686.66,687.018,224232.0
2023-10-21,700.073,700.073,686.66,687.018,224232.0
2023-10-22,700.073,700.073,686.66,687.018,224232.0
2023-10-23,687.942,692.949,681.812,681.882,227744.0
2023-10-24,687.366,689.502,680.014,682.269,275582.0
2023-10-25,680.282,681.723,670.049,673.029,325146.0
2023-10-26,701.395,706.322,683.104,695.145,456957.0
2023-10-27,697.709,707.326,695.448,702.189,409250.0
2023-10-28,697.709,707.326,695.448,702.189,409250.0
2023-10-29,697.709,707.326,695.448,702.189,409250.0
2023-10-30,707.197,725.865,705.647,721.365,444762.0
2023-10-31,721.066,733.585,717.321,725.11,412936.0
2023-11-01,727.117,742.686,723.282,737.301,372370.0
2023-11-02,742.169,755.631,742.169,751.399,335882.0
2023-11-03,756.208,768.17,752.879,762.765,363791.0
2023-11-04,756.208,768.17,752.879,762.765,363791.0
2023-11-05,756.208,768.17,752.879,762.765,363791.0
2023-11-06,761.493,762.696,753.207,762.179,269819.0
2023-11-07,761.523,771.955,759.188,767.931,278465.0
2023-11-08,771.24,779.834,768.269,775.969,334612.0
2023-11-09,778.513,788.696,775.969,776.675,315224.0
2023-11-10,779.473,790.886,778.726,789.004,232835.0
2023-11-11,779.473,790.886,778.726,789.004,232835.0
2023-11-12,779.473,790.886,778.726,789.004,232835.0
2023-11-13,786.514,791.951,784.542,786.424,291245.0
2023-11-14,789.233,802.986,789.233,798.166,295469.0
2023-11-15,800.705,802.827,790.059,791.543,284466.0
2023-11-16,792.549,797.787,790.388,791.792,232538.0
2023-11-17,794.66,799.391,790.726,798.913,207215.0
2023-11-18,794.66,799.391,790.726,798.913,207215.0
2023-11-19,794.66,799.391,790.726,798.913,207215.0
2023-11-20,796.722,806.302,792.888,805.456,198268.0
2023-11-21,806.681,809.768,803.203,803.464,192776.0
2023-11-22,806.92,809.011,803.394,805.665,160196.0
2023-11-23,806.92,809.011,803.394,805.665,160196.0
2023-11-24,808.533,810.525,803.245,808.971,87985.0
2023-11-25,808.533,810.525,803.245,808.971,87985.0
2023-11-26,808.533,810.525,803.245,808.971,87985.0
2023-11-27,805.615,812.178,804.52,807.039,240816.0
2023-11-28,804.41,811.192,770.365,771.964,464480.0
2023-11-29,776.873,777.107,768.963,772.511,308503.0
2023-11-30,774.274,783.307,771.824,782.968,364994.0
2023-12-01,782.63,801.288,781.833,800.287,281450.0
2023-12-02,782.63,801.288,781.833,800.287,281450.0
2023-12-03,782.63,801.288,781.833,800.287,281450.0
2023-12-04,792.758,803.335,792.758,798.116,178284.0
2023-12-05,796.722,799.107,790.746,795.298,165545.0
2023-12-06,797.817,809.539,797.817,799.241,212376.0
2023-12-07,806.541,808.882,799.331,804.091,240510.0
2023-12-08,805.117,806.89,798.863,800.755,235811.0
2023-12-09,805.117,806.89,798.863,800.755,235811.0
2023-12-10,805.117,806.89,798.863,800.755,235811.0
2023-12-11,801.004,814.608,801.004,814.09,227260.0
2023-12-12,813.851,821.256,813.503,817.705,210968.0
2023-12-13,817.805,821.599,808.543,815.455,220713.0
2023-12-14,817.925,827.44,810.087,825.414,285835.0
2023-12-15,817.337,822.785,814.28,820.165,503834.0
2023-12-16,817.337,822.785,814.28,820.165,503834.0
2023-12-17,817.337,822.785,814.28,820.165,503834.0
2023-12-18,824.617,832.196,821.101,829.746,195142.0
2023-12-19,832.953,837.554,826.708,826.788,209059.0
2023-12-20,815.076,829.487,810.893,812.666,430808.0
2023-12-21,820.016,822.277,815.758,820.663,138421.0
2023-12-22,821.938,829.427,818.592,824.458,164466.0
2023-12-23,821.938,829.427,818.592,824.458,164466.0
2023-12-24,821.938,829.427,818.592,824.458,164466.0
2023-12-25,821.938,829.427,818.592,824.458,164466.0
2023-12-26,826.161,828.586,822.834,825.035,102249.0
2023-12-27,824.587,829.308,821.998,827.893,151666.0
2023-12-28,823.82,827.495,822.366,823.711,129093.0
2023-12-29,823.671,829.238,821.062,825.294,153690.0
2023-12-30,823.671,829.238,821.062,825.294,153690.0
2023-12-31,823.671,829.238,821.062,825.294,153690.0
2024-01-01,823.671,829.238,821.062,825.294,153690.0
2024-01-02,818.124,822.416,805.804,809.908,240884.0
2024-01-03,809.908,815.644,797.688,805.635,283058.0
2024-01-04,805.097,815.743,805.097,812.636,242769.0
2024-01-05,809.549,819.876,808.543,815.355,229787.0
2024-01-06,809.549,819.876,808.543,815.355,229787.0
2024-01-07,809.549,819.876,808.543,815.355,229787.0
2024-01-08,818.134,818.871,807.258,818.861,171426.0
2024-01-09,810.296,821.281,802.777,820.613,247922.0
2024-01-10,821.848,829.477,819.797,827.425,198950.0
2024-01-11,827.425,835.462,823.163,833.64,204025.0
2024-01-12,838.779,841.059,829.865,838.669,168839.0
2024-01-13,838.779,841.059,829.865,838.669,168839.0
2024-01-14,838.779,841.059,829.865,838.669,168839.0
2024-01-15,838.779,841.059,829.865,838.669,168839.0
2024-01-16,836.767,837.877,830.084,837.106,240825.0
2024-01-17,834.705,840.014,833.411,835.642,164963.0
2024-01-18,857.163,873.735,851.507,868.626,323905.0
2024-01-19,872.211,875.956,858.846,860.459,312677.0
2024-01-20,872.211,875.956,858.846,860.459,312677.0
2024-01-21,872.211,875.956,858.846,860.459,312677.0
2024-01-22,865.011,873.849,861.953,873.068,266893.0
2024-01-23,874.402,874.761,862.481,872.052,302641.0
2024-01-24,874.133,878.311,864.976,867.67,169012.0
2024-01-25,867.421,879.332,867.421,877.838,245503.0
2024-01-26,877.858,879.79,870.812,879.621,189441.0
2024-01-27,877.858,879.79,870.812,879.621,189441.0
2024-01-28,877.858,879.79,870.812,879.621,189441.0
2024-01-29,877.848,894.041,875.861,892.488,334088.0
2024-01-30,889.41,915.672,885.905,911.031,485174.0
2024-01-31,906.51,918.72,889.4,891.97,600260.0
2024-02-01,897.676,921.359,892.871,918.859,349011.0
2024-02-02,929.177,974.938,905.424,968.555,597000.0
2024-02-03,929.177,974.938,905.424,968.555,597000.0
2024-02-04,929.177,974.938,905.424,968.555,597000.0
2024-02-05,956.066,960.518,937.562,941.765,359885.0
2024-02-06,943.717,943.717,930.392,936.487,276001.0
2024-02-07,942.821,948.821,939.136,941.128,275358.0
2024-02-08,943.866,948.647,937.921,946.037,207509.0
2024-02-09,947.105,960.147,944.101,956.954,237233.0
2024-02-10,947.105,960.147,944.101,956.954,237233.0
2024-02-11,947.105,960.147,944.101,956.954,237233.0
2024-02-12,955.277,955.816,944.96,945.179,138314.0
2024-02-13,929.992,941.637,926.414,933.404,190492.0
2024-02-14,941.048,946.955,935.989,942.375,163563.0
2024-02-15,946.436,948.397,936.707,941.667,179825.0
2024-02-16,943.094,946.207,932.781,933.794,176544.0
2024-02-17,943.094,946.207,932.781,933.794,176544.0
2024-02-18,943.094,946.207,932.781,933.794,176544.0
2024-02-19,943.094,946.207,932.781,933.794,176544.0
2024-02-20,925.102,938.523,924.623,933.145,220748.0
2024-02-21,933.125,939.352,925.462,939.022,157356.0
2024-02-22,949.41,965.239,949.23,956.126,207548.0
2024-02-23,955.667,965.256,948.851,956.874,158552.0
2024-02-24,955.667,965.256,948.851,956.874,158552.0
2024-02-25,955.667,965.256,948.851,956.874,158552.0
2024-02-26,960.516,968.185,960.187,961.564,179669.0
2024-02-27,959.768,970.625,958.935,967.461,138146.0
2024-02-28,968.569,974.746,964.518,972.61,142506.0
2024-02-29,974.396,977.375,960.885,971.373,395573.0
2024-03-01,971.034,981.032,970.824,978.797,192990.0
2024-03-02,971.034,981.032,970.824,978.797,192990.0
2024-03-03,971.034,981.032,970.824,978.797,192990.0
2024-03-04,977.669,996.264,977.669,985.483,244288.0
2024-03-05,980.613,996.858,979.346,983.647,222771.0
2024-03-06,986.73,989.589,975.529,980.493,238751.0
2024-03-07,985.712,993.276,979.296,986.919,189635.0
2024-03-08,986.919,993.545,968.24,968.24,206612.0
2024-03-09,986.919,993.545,968.24,968.24,206612.0
2024-03-10,986.919,993.545,968.24,968.24,206612.0
2024-03-11,964.009,964.009,952.623,961.923,159190.0
2024-03-12,964.049,975.334,963.21,970.345,136116.0
2024-03-13,972.041,974.536,959.738,972.65,303143.0
2024-03-14,1014.71,1014.71,979.021,989.564,284580.0
2024-03-15,982.11,992.947,981.935,992.238,277974.0
2024-03-16,982.11,992.947,981.935,992.238,277974.0
2024-03-17,982.11,992.947,981.935,992.238,277974.0
2024-03-18,999.463,1011.447,989.449,992.358,187148.0
2024-03-19,993.066,1002.536,992.113,999.512,166435.0
2024-03-20,1002.346,1014.48,999.423,1013.981,177443.0
2024-03-21,1016.885,1031.963,1010.112,1027.343,200948.0
2024-03-22,1027.792,1027.792,1018.591,1024.898,130925.0
2024-03-23,1027.792,1027.792,1018.591,1024.898,130925.0
2024-03-24,1027.792,1027.792,1018.591,1024.898,130925.0
2024-03-25,1018.532,1019.679,1004.103,1005.579,284989.0
2024-03-26,1004.641,1012.155,1002.336,1003.214,212323.0
2024-03-27,1008.573,1019.031,1004.981,1017.983,172262.0
2024-03-28,1017.145,1024.274,1013.193,1015.119,165154.0
2024-03-29,1017.145,1024.274,1013.193,1015.119,165154.0
2024-03-30,1017.145,1024.274,1013.193,1015.119,165154.0
2024-03-31,1017.145,1024.274,1013.193,1015.119,165154.0
2024-04-01,1013.582,1015.438,1005.383,1007.475,122841.0
2024-04-02,1007.924,1008.194,994.224,998.355,187434.0
2024-04-03,995.89,1010.239,995.89,1004.542,163983.0
2024-04-04,1010.319,1014.176,988.516,991.041,157389.0
2024-04-05,997.607,1016.356,992.897,1012.654,138671.0
2024-04-06,997.607,1016.356,992.897,1012.654,138671.0
2024-04-07,997.607,1016.356,992.897,1012.654,138671.0
2024-04-08,1013.403,1019.415,1010.289,1012.544,148557.0
2024-04-09,1013.732,1013.732,984.355,1005.549,190205.0
2024-04-10,1000.061,1012.375,993.346,998.704,235436.0
2024-04-11,972.151,986.999,959.997,964.198,371887.0
2024-04-12,959.119,968.02,956.824,962.901,249489.0
2024-04-13,959.119,968.02,956.824,962.901,249489.0
2024-04-14,959.119,968.02,956.824,962.901,249489.0
2024-04-15,977.949,977.949,947.963,953.372,236258.0
2024-04-16,956.485,958.67,948.482,954.639,198585.0
2024-04-17,960.416,960.416,941.118,947.883,164413.0
2024-04-18,953.94,953.94,933.883,935.53,188165.0
2024-04-19,938.504,943.972,930.79,940.629,261958.0
2024-04-20,938.504,943.972,930.79,940.629,261958.0
2024-04-21,938.504,943.972,930.79,940.629,261958.0
2024-04-22,946.446,954.1,938.394,940.05,289854.0
2024-04-23,943.912,959.918,940.051,953.741,201487.0
2024-04-24,951.765,963.171,944.022,956.265,295928.0
2024-04-25,933.574,953.441,918.871,945.808,419024.0
2024-04-26,933.135,948.312,921.151,927.268,357385.0
2024-04-27,933.135,948.312,921.151,927.268,357385.0
2024-04-28,933.135,948.312,921.151,927.268,357385.0
2024-04-29,938.064,940.953,918.087,932.496,304635.0
2024-04-30,929.762,937.416,915.777,919.375,548774.0
2024-05-01,920.103,929.792,916.99,918.327,245585.0
2024-05-02,922.159,927.607,916.301,921.919,201419.0
2024-05-03,927.747,934.452,924.534,929.942,129810.0
2024-05-04,927.747,934.452,924.534,929.942,129810.0
2024-05-05,927.747,934.452,924.534,929.942,129810.0
2024-05-06,937.156,939.771,929.992,938.025,185145.0
2024-05-07,942.884,952.513,940.829,943.862,286826.0
2024-05-08,945.189,951.655,940.878,946.886,235355.0
2024-05-09,949.67,956.744,947.524,954.16,172931.0
2024-05-10,957.41,961.11,951.9,958.68,176634.0
2024-05-11,957.41,961.11,951.9,958.68,176634.0
2024-05-12,957.41,961.11,951.9,958.68,176634.0
2024-05-13,961.05,961.05,945.97,949.26,142049.0
2024-05-14,952.46,952.989,941.8,950.55,277352.0
2024-05-15,953.67,960.0,951.95,958.15,288900.0
2024-05-16,954.52,956.58,945.801,947.81,262699.0
2024-05-17,949.1,955.99,937.165,945.66,197063.0
2024-05-18,949.1,955.99,937.165,945.66,197063.0
2024-05-19,949.1,955.99,937.165,945.66,197063.0
2024-05-20,945.22,954.74,945.22,953.4,141600.0
2024-05-21,956.8,957.79,947.155,956.77,175269.0
2024-05-22,957.87,971.68,954.74,963.91,213973.0
2024-05-23,968.96,968.96,952.53,954.7,222141.0
2024-05-24,956.95,967.6,952.35,966.4,158522.0
