,BMY US Equity,BMY US Equity,BMY US Equity,BMY US Equity,BMY US Equity
2019-02-06,41.9542,42.9435,41.9206,42.8764,13101232.0
2019-02-07,42.5494,42.5662,41.732,41.9626,10644226.0
2019-02-08,41.6775,42.1323,41.5685,42.1051,9618754.0
2019-02-09,41.6775,42.1323,41.5685,42.1051,9618754.0
2019-02-10,41.6775,42.1323,41.5685,42.1051,9618754.0
2019-02-11,42.1051,42.1889,41.5685,42.0045,14105576.0
2019-02-12,42.2392,42.2979,41.5098,41.6775,13815505.0
2019-02-13,41.7949,42.9183,41.6775,42.7423,14606515.0
2019-02-14,42.8094,43.0609,42.3482,42.6165,17855336.0
2019-02-15,43.1112,43.4885,42.692,43.3208,15449625.0
2019-02-16,43.1112,43.4885,42.692,43.3208,15449625.0
2019-02-17,43.1112,43.4885,42.692,43.3208,15449625.0
2019-02-18,43.1112,43.4885,42.692,43.3208,15449625.0
2019-02-19,43.3292,43.6142,42.9728,43.0609,9732723.0
2019-02-20,43.0525,43.5052,42.5494,43.0106,21470561.0
2019-02-21,42.8261,44.2682,41.9961,42.0296,25946991.0
2019-02-22,42.2895,42.7926,42.0296,42.7423,14910252.0
2019-02-23,42.2895,42.7926,42.0296,42.7423,14910252.0
2019-02-24,42.2895,42.7926,42.0296,42.7423,14910252.0
2019-02-25,42.8848,42.8848,42.3985,42.4656,10551464.0
2019-02-26,42.4237,42.6417,41.9961,42.0548,12319462.0
2019-02-27,41.9206,42.8764,41.8787,42.7255,17453644.0
2019-02-28,43.4801,44.1173,42.8219,43.3124,80889791.0
2019-03-01,43.3208,44.6706,43.1866,44.6203,34760680.0
2019-03-02,43.3208,44.6706,43.1866,44.6203,34760680.0
2019-03-03,43.3208,44.6706,43.1866,44.6203,34760680.0
2019-03-04,44.6036,44.6581,44.0251,44.4778,20534600.0
2019-03-05,44.5533,45.5929,44.3688,45.1066,23848425.0
2019-03-06,45.115,45.2743,44.1424,44.3437,23652810.0
2019-03-07,44.1844,44.285,42.9435,43.1866,19096904.0
2019-03-08,42.8345,43.1028,42.2241,43.086,18674901.0
2019-03-09,42.8345,43.1028,42.2241,43.086,18674901.0
2019-03-10,42.8345,43.1028,42.2241,43.086,18674901.0
2019-03-11,43.086,43.2202,42.3734,42.6752,13960606.0
2019-03-12,42.6836,42.8345,42.2179,42.2392,12772708.0
2019-03-13,42.3566,42.7842,42.1805,42.7339,12357718.0
2019-03-14,42.7591,42.9603,40.9062,41.8284,31496053.0
2019-03-15,41.82,41.9961,40.9481,41.8871,27370738.0
2019-03-16,41.82,41.9961,40.9481,41.8871,27370738.0
2019-03-17,41.82,41.9961,40.9481,41.8871,27370738.0
2019-03-18,41.9206,42.0129,41.6104,41.8033,11628247.0
2019-03-19,41.929,42.0129,41.4721,41.5853,11656536.0
2019-03-20,41.6691,41.6691,40.7049,41.2415,17438167.0
2019-03-21,41.1912,41.2751,40.8559,41.0152,13308383.0
2019-03-22,40.8978,41.1325,40.3696,40.378,14120027.0
2019-03-23,40.8978,41.1325,40.3696,40.378,14120027.0
2019-03-24,40.8978,41.1325,40.3696,40.378,14120027.0
2019-03-25,40.3696,40.4115,39.7282,39.8162,12968791.0
2019-03-26,40.1264,40.6127,40.0677,40.5289,16679921.0
2019-03-27,40.4618,41.1619,40.2103,40.227,19695776.0
2019-03-28,40.4786,40.6714,40.0594,40.1097,16788370.0
2019-03-29,39.1874,40.4953,39.003,40.0007,49293133.0
2019-03-30,39.1874,40.4953,39.003,40.0007,49293133.0
2019-03-31,39.1874,40.4953,39.003,40.0007,49293133.0
2019-04-01,40.2857,40.3277,39.1958,39.4809,21242529.0
2019-04-02,39.506,39.7743,39.1455,39.1539,15098111.0
2019-04-03,39.4725,39.7995,38.852,39.3048,21744032.0
2019-04-04,39.4486,39.5289,39.0511,39.474,17925869.0
2019-04-05,39.6516,39.8377,39.3386,39.4486,16044746.0
2019-04-06,39.6516,39.8377,39.3386,39.4486,16044746.0
2019-04-07,39.6516,39.8377,39.3386,39.4486,16044746.0
2019-04-08,39.4993,39.66,39.3555,39.5755,15953398.0
2019-04-09,39.4148,39.474,38.8058,38.8904,16073367.0
2019-04-10,38.8904,39.1779,38.662,38.8142,13083661.0
2019-04-11,39.0003,39.1864,38.4252,38.9834,19846095.0
2019-04-12,39.2541,39.2625,38.3998,38.5436,25363464.0
2019-04-13,39.2541,39.2625,38.3998,38.5436,25363464.0
2019-04-14,39.2541,39.2625,38.3998,38.5436,25363464.0
2019-04-15,38.7635,39.5078,38.6112,39.3302,20263680.0
2019-04-16,39.6178,39.66,38.8904,38.9242,21336617.0
2019-04-17,39.0511,39.0764,38.4252,38.7381,20085451.0
2019-04-18,38.9496,39.0172,38.0826,38.5013,23633791.0
2019-04-19,38.9496,39.0172,38.0826,38.5013,23633791.0
2019-04-20,38.9496,39.0172,38.0826,38.5013,23633791.0
2019-04-21,38.9496,39.0172,38.0826,38.5013,23633791.0
2019-04-22,38.349,38.6112,37.9769,38.2645,15747903.0
2019-04-23,38.349,38.522,38.0192,38.3321,14386257.0
2019-04-24,38.4928,38.5267,37.7316,37.7401,15061952.0
2019-04-25,38.1038,38.6958,37.6724,38.6028,17287974.0
2019-04-26,38.9749,39.0341,38.2853,38.8142,13671836.0
2019-04-27,38.9749,39.0341,38.2853,38.8142,13671836.0
2019-04-28,38.9749,39.0341,38.2853,38.8142,13671836.0
2019-04-29,38.7212,39.567,38.7127,39.1779,15735811.0
2019-04-30,39.3133,39.3978,38.9073,39.271,14162584.0
2019-05-01,39.1779,39.6389,38.7804,39.3978,18282329.0
2019-05-02,39.567,39.8123,39.3386,39.6516,12676393.0
2019-05-03,40.066,41.2755,39.9815,41.1233,24355118.0
2019-05-04,40.066,41.2755,39.9815,41.1233,24355118.0
2019-05-05,40.066,41.2755,39.9815,41.1233,24355118.0
2019-05-06,40.4213,40.7681,40.2521,40.6835,14481215.0
2019-05-07,40.3874,40.5312,39.6896,39.9392,13189740.0
2019-05-08,39.8292,40.3282,39.5924,40.1337,13207569.0
2019-05-09,39.8969,40.0745,39.5501,39.9476,13886262.0
2019-05-10,39.6685,40.0237,39.0976,39.7615,12019898.0
2019-05-11,39.6685,40.0237,39.0976,39.7615,12019898.0
2019-05-12,39.6685,40.0237,39.0976,39.7615,12019898.0
2019-05-13,39.2033,39.4063,38.7593,38.8227,15453983.0
2019-05-14,38.9834,39.2752,38.8058,38.8311,12971106.0
2019-05-15,38.5859,39.5416,38.5055,39.4401,10143297.0
2019-05-16,39.4993,40.4603,39.4401,39.8546,15378050.0
2019-05-17,39.4909,39.9476,39.4063,39.6262,10145346.0
2019-05-18,39.4909,39.9476,39.4063,39.6262,10145346.0
2019-05-19,39.4909,39.9476,39.4063,39.6262,10145346.0
2019-05-20,39.2287,39.3978,38.9919,39.1695,11081100.0
2019-05-21,39.3725,40.1422,39.309,40.1168,12018926.0
2019-05-22,40.1422,40.4466,39.8123,40.379,9222162.0
2019-05-23,40.1844,40.2944,39.66,40.0068,10834482.0
2019-05-24,40.0914,40.2098,39.567,39.5924,9468896.0
2019-05-25,40.0914,40.2098,39.567,39.5924,9468896.0
2019-05-26,40.0914,40.2098,39.567,39.5924,9468896.0
2019-05-27,40.0914,40.2098,39.567,39.5924,9468896.0
2019-05-28,39.8038,39.9476,38.7889,38.7889,16422906.0
2019-05-29,38.5774,38.6112,37.943,38.3829,15910677.0
2019-05-30,38.366,38.8819,38.366,38.8058,8595108.0
2019-05-31,38.5351,38.7043,38.1207,38.3744,12845481.0
2019-06-01,38.5351,38.7043,38.1207,38.3744,12845481.0
2019-06-02,38.5351,38.7043,38.1207,38.3744,12845481.0
2019-06-03,38.2814,39.3302,38.1207,39.0088,13276991.0
2019-06-04,39.3133,39.6178,39.271,39.4401,10883075.0
2019-06-05,39.6431,39.77,39.3682,39.4401,10052657.0
2019-06-06,39.6008,39.6431,39.0088,39.0341,12206222.0
2019-06-07,39.3471,39.7066,39.3133,39.5416,6801691.0
2019-06-08,39.3471,39.7066,39.3133,39.5416,6801691.0
2019-06-09,39.3471,39.7066,39.3133,39.5416,6801691.0
2019-06-10,39.5247,39.7235,38.8311,38.9157,10445318.0
2019-06-11,39.0764,39.77,38.9411,39.6431,11030308.0
2019-06-12,39.7446,40.3113,39.6685,40.2859,10651395.0
2019-06-13,40.2014,40.3756,39.7277,40.0322,9327977.0
2019-06-14,40.0322,40.6243,39.9222,40.2267,10186005.0
2019-06-15,40.0322,40.6243,39.9222,40.2267,10186005.0
2019-06-16,40.0322,40.6243,39.9222,40.2267,10186005.0
2019-06-17,40.4213,40.9964,40.3029,40.7765,9514234.0
2019-06-18,40.8357,41.174,40.3536,40.4213,11523657.0
2019-06-19,40.6666,41.1656,40.3536,41.1148,8720820.0
2019-06-20,41.4447,41.9099,41.1402,41.3517,9441626.0
2019-06-21,41.2925,41.7746,40.7596,41.7323,14979313.0
2019-06-22,41.2925,41.7746,40.7596,41.7323,14979313.0
2019-06-23,41.2925,41.7746,40.7596,41.7323,14979313.0
2019-06-24,39.9392,40.1252,38.5436,38.6366,36621810.0
2019-06-25,38.7466,39.3809,38.6112,38.7127,24456742.0
2019-06-26,38.7889,38.8904,37.6724,37.9938,21924218.0
2019-06-27,38.0192,38.5404,38.0192,38.146,10918585.0
2019-06-28,38.3829,38.3998,37.9938,38.3575,15627012.0
2019-06-29,38.3829,38.3998,37.9938,38.3575,15627012.0
2019-06-30,38.3829,38.3998,37.9938,38.3575,15627012.0
2019-07-01,38.662,39.1526,38.4167,39.0595,14061145.0
2019-07-02,39.2963,39.4824,39.0595,39.4824,10958878.0
2019-07-03,39.6701,39.764,39.4483,39.7299,6121531.0
2019-07-04,39.6701,39.764,39.4483,39.7299,6121531.0
2019-07-05,39.7043,39.8237,39.1411,39.1582,9635571.0
2019-07-06,39.7043,39.8237,39.1411,39.1582,9635571.0
2019-07-07,39.7043,39.8237,39.1411,39.1582,9635571.0
2019-07-08,39.0131,39.107,38.6547,39.0558,11884076.0
2019-07-09,39.124,39.5677,38.9918,39.2862,9456987.0
2019-07-10,39.2862,39.3715,39.0344,39.2179,8807168.0
2019-07-11,39.1496,39.1582,37.6905,37.9977,23338396.0
2019-07-12,38.0318,38.1001,37.3833,37.7758,14254874.0
2019-07-13,38.0318,38.1001,37.3833,37.7758,14254874.0
2019-07-14,38.0318,38.1001,37.3833,37.7758,14254874.0
2019-07-15,37.7843,38.0318,37.5914,37.7075,8885443.0
2019-07-16,37.6734,37.9806,37.6137,37.9294,11590889.0
2019-07-17,37.9465,38.0147,37.5966,37.6563,10815867.0
2019-07-18,37.7075,37.7161,37.1444,37.5881,13178469.0
2019-07-19,37.6393,37.7075,36.914,36.9737,12023111.0
2019-07-20,37.6393,37.7075,36.914,36.9737,12023111.0
2019-07-21,37.6393,37.7075,36.914,36.9737,12023111.0
2019-07-22,37.0334,37.1273,36.4532,36.4958,12396941.0
2019-07-23,36.53,36.7518,36.2484,36.7348,17663406.0
2019-07-24,36.658,36.9566,36.4191,36.8884,14490612.0
2019-07-25,36.6068,38.9448,36.5385,38.74,33799250.0
2019-07-26,39.235,39.3459,37.7673,38.7144,20318114.0
2019-07-27,39.235,39.3459,37.7673,38.7144,20318114.0
2019-07-28,39.235,39.3459,37.7673,38.7144,20318114.0
2019-07-29,38.3987,38.8339,38.3219,38.7315,14301013.0
2019-07-30,38.4414,38.6803,37.955,38.0233,13906464.0
2019-07-31,37.8611,38.4414,37.5454,37.8953,12863092.0
2019-08-01,38.0147,38.8254,37.8953,38.5694,16077461.0
2019-08-02,38.612,39.2776,38.4926,39.2435,17928958.0
2019-08-03,38.612,39.2776,38.4926,39.2435,17928958.0
2019-08-04,38.612,39.2776,38.4926,39.2435,17928958.0
2019-08-05,38.6206,39.1667,38.3134,38.723,17156701.0
2019-08-06,38.979,38.996,38.3987,38.9875,12146769.0
2019-08-07,38.6206,39.6403,38.467,39.4568,16780736.0
2019-08-08,39.6189,40.421,39.4739,40.3528,13955743.0
2019-08-09,40.3528,40.8221,40.1907,40.3784,12213586.0
2019-08-10,40.3528,40.8221,40.1907,40.3784,12213586.0
2019-08-11,40.3528,40.8221,40.1907,40.3784,12213586.0
2019-08-12,40.1053,40.2845,39.4269,39.6872,9385841.0
2019-08-13,39.6275,40.0712,39.38,39.6701,8554842.0
2019-08-14,40.0115,40.0797,38.8595,38.9448,14371725.0
2019-08-15,39.107,39.3118,38.6718,39.0387,8513665.0
2019-08-16,39.2264,40.1565,39.0643,40.0883,9630196.0
2019-08-17,39.2264,40.1565,39.0643,40.0883,9630196.0
2019-08-18,39.2264,40.1565,39.0643,40.0883,9630196.0
2019-08-19,40.1736,40.8178,40.1224,40.4978,7788952.0
2019-08-20,40.5064,40.788,40.3101,40.6429,9178228.0
2019-08-21,40.9586,40.9672,40.4808,40.7624,6731348.0
2019-08-22,40.916,41.1549,40.5064,40.8392,6380230.0
2019-08-23,40.7624,41.125,39.4952,39.7469,16321221.0
2019-08-24,40.7624,41.125,39.4952,39.7469,16321221.0
2019-08-25,40.7624,41.125,39.4952,39.7469,16321221.0
2019-08-26,41.317,41.8802,40.7197,41.0525,20731808.0
2019-08-27,41.2402,41.3597,40.7368,40.8989,14748316.0
2019-08-28,40.7026,41.5389,40.4466,41.5218,8521524.0
2019-08-29,41.7693,41.9314,40.7624,41.189,10342535.0
2019-08-30,41.3,41.4621,40.788,41.0184,8126045.0
2019-08-31,41.3,41.4621,40.788,41.0184,8126045.0
2019-09-01,41.3,41.4621,40.788,41.0184,8126045.0
2019-09-02,41.3,41.4621,40.788,41.0184,8126045.0
2019-09-03,40.8648,41.0952,40.3272,40.9928,7708374.0
2019-09-04,41.3256,41.3256,40.5576,41.061,8141265.0
2019-09-05,41.2146,41.4535,40.8946,41.3938,7320936.0
2019-09-06,41.317,41.6413,41.1037,41.189,8241877.0
2019-09-07,41.317,41.6413,41.1037,41.189,8241877.0
2019-09-08,41.317,41.6413,41.1037,41.189,8241877.0
2019-09-09,41.3,41.3426,40.5234,41.0354,7470836.0
2019-09-10,40.7453,41.6071,40.549,41.4365,9807276.0
2019-09-11,41.6071,42.2813,41.4791,42.0167,8153806.0
2019-09-12,42.2045,42.7079,41.9911,42.3325,9046952.0
2019-09-13,42.6226,42.9639,42.0551,42.1789,7343458.0
2019-09-14,42.6226,42.9639,42.0551,42.1789,7343458.0
2019-09-15,42.6226,42.9639,42.0551,42.1789,7343458.0
2019-09-16,42.2301,42.4391,41.9937,42.213,6481756.0
2019-09-17,42.2301,42.7506,42.1106,42.4434,10074604.0
2019-09-18,42.4434,42.6482,42.1661,42.5458,8376228.0
2019-09-19,42.5714,43.1175,42.3751,42.725,8075540.0
2019-09-20,42.725,43.3948,42.6567,43.1516,13583677.0
2019-09-21,42.725,43.3948,42.6567,43.1516,13583677.0
2019-09-22,42.725,43.3948,42.6567,43.1516,13583677.0
2019-09-23,43.2711,43.5697,43.0663,43.109,9546940.0
2019-09-24,43.3394,43.4417,42.4613,42.6738,9555426.0
2019-09-25,42.6738,42.8615,42.4007,42.5287,7083600.0
2019-09-26,42.6738,42.8103,42.1386,42.6396,8205943.0
2019-09-27,42.6738,43.1474,42.6482,42.853,11466521.0
2019-09-28,42.6738,43.1474,42.6482,42.853,11466521.0
2019-09-29,42.6738,43.1474,42.6482,42.853,11466521.0
2019-09-30,43.109,43.8855,42.9383,43.2711,15970974.0
2019-10-01,43.5953,43.894,42.9596,43.2199,9939533.0
2019-10-02,42.9212,42.981,41.5645,41.9911,12719540.0
2019-10-03,42.0256,42.6365,41.776,42.6365,9305264.0
2019-10-04,42.7053,43.7293,42.6107,43.6691,10092195.0
2019-10-05,42.7053,43.7293,42.6107,43.6691,10092195.0
2019-10-06,42.7053,43.7293,42.6107,43.6691,10092195.0
2019-10-07,43.583,44.3058,43.5056,43.7809,9480308.0
2019-10-08,43.5228,44.0477,42.9893,43.3335,11327895.0
2019-10-09,43.5572,43.9616,43.2991,43.7379,7828005.0
2019-10-10,43.6777,43.8756,43.3679,43.6949,11280284.0
2019-10-11,44.1767,44.7275,44.0735,44.4091,11307215.0
2019-10-12,44.1767,44.7275,44.0735,44.4091,11307215.0
2019-10-13,44.1767,44.7275,44.0735,44.4091,11307215.0
2019-10-14,44.323,44.4607,44.1251,44.3661,5720344.0
2019-10-15,44.4349,44.8651,44.2886,44.5984,7442295.0
2019-10-16,44.7016,44.8049,44.1337,44.323,8781850.0
2019-10-17,44.8307,45.39,44.6672,45.1061,8937952.0
2019-10-18,45.1319,45.7514,45.0716,45.631,10860221.0
2019-10-19,45.1319,45.7514,45.0716,45.631,10860221.0
2019-10-20,45.1319,45.7514,45.0716,45.631,10860221.0
2019-10-21,45.7342,45.9192,45.2265,45.7772,13175690.0
2019-10-22,48.178,49.3654,46.7797,46.827,26996985.0
2019-10-23,46.8184,47.1716,46.3537,47.1282,13165181.0
2019-10-24,47.197,47.3,46.3451,46.784,14644662.0
2019-10-25,46.8958,47.5412,46.8098,47.3089,12353053.0
2019-10-26,46.8958,47.5412,46.8098,47.3089,12353053.0
2019-10-27,46.8958,47.5412,46.8098,47.3089,12353053.0
2019-10-28,47.2056,48.1263,47.0765,47.8338,13931264.0
2019-10-29,47.8596,48.2898,47.61,47.9886,9118913.0
2019-10-30,48.3931,48.9782,48.0489,48.9352,14158993.0
2019-10-31,48.5824,50.0968,48.4533,49.3654,25041935.0
2019-11-01,49.8989,50.3033,49.1245,49.1847,17122207.0
2019-11-02,49.8989,50.3033,49.1245,49.1847,17122207.0
2019-11-03,49.8989,50.3033,49.1245,49.1847,17122207.0
2019-11-04,49.1331,49.2535,48.6383,48.7373,12960131.0
2019-11-05,48.7803,48.9352,48.1607,48.5221,10503274.0
2019-11-06,48.7114,49.1675,48.307,49.0126,13475577.0
2019-11-07,49.0728,49.5805,48.961,49.5461,11893090.0
2019-11-08,49.5719,49.9548,49.2966,49.9247,11584507.0
2019-11-09,49.5719,49.9548,49.2966,49.9247,11584507.0
2019-11-10,49.5719,49.9548,49.2966,49.9247,11584507.0
2019-11-11,49.7956,50.1656,49.4342,50.0366,9096651.0
2019-11-12,50.1226,50.768,50.0108,50.2431,9701465.0
2019-11-13,50.114,50.9186,49.8172,50.5873,13395911.0
2019-11-14,50.4324,50.6389,49.8387,50.3463,10933241.0
2019-11-15,50.3722,50.5873,50.2474,50.4152,9725844.0
2019-11-16,50.3722,50.5873,50.2474,50.4152,9725844.0
2019-11-17,50.3722,50.5873,50.2474,50.4152,9725844.0
2019-11-18,50.071,50.3636,49.2966,49.6063,28506995.0
2019-11-19,49.7698,49.7784,48.4103,48.5996,39249440.0
2019-11-20,48.3242,48.6168,47.5842,48.5394,185434153.0
2019-11-21,49.1589,49.4429,48.5824,48.918,22936035.0
2019-11-22,48.7459,49.146,48.1177,48.5738,21515696.0
2019-11-23,48.7459,49.146,48.1177,48.5738,21515696.0
2019-11-24,48.7459,49.146,48.1177,48.5738,21515696.0
2019-11-25,48.9782,49.1331,48.1349,48.3328,23279584.0
2019-11-26,48.4705,48.961,48.2554,48.8147,21947506.0
2019-11-27,48.9954,49.7784,48.961,49.5633,25910682.0
2019-11-28,48.9954,49.7784,48.961,49.5633,25910682.0
2019-11-29,49.2449,49.3654,48.918,48.9954,11292388.0
2019-11-30,49.2449,49.3654,48.918,48.9954,11292388.0
2019-12-01,49.2449,49.3654,48.918,48.9954,11292388.0
2019-12-02,49.3396,49.9936,49.288,49.3998,24719772.0
2019-12-03,49.047,49.744,48.7717,49.6924,26170535.0
2019-12-04,49.7612,50.7508,49.5233,50.6819,22259508.0
2019-12-05,50.6475,51.3445,50.5959,51.181,17151800.0
2019-12-06,51.5252,52.3685,51.4736,51.5854,17773693.0
2019-12-07,51.5252,52.3685,51.4736,51.5854,17773693.0
2019-12-08,51.5252,52.3685,51.4736,51.5854,17773693.0
2019-12-09,52.1361,52.988,51.9726,52.7299,16455526.0
2019-12-10,52.5147,53.6677,52.4287,53.4268,19225196.0
2019-12-11,54.098,54.1927,53.315,53.7022,18263542.0
2019-12-12,53.7108,55.2554,53.7108,55.0187,17354350.0
2019-12-13,55.1048,55.7157,54.8897,54.9155,14569249.0
2019-12-14,55.1048,55.7157,54.8897,54.9155,14569249.0
2019-12-15,55.1048,55.7157,54.8897,54.9155,14569249.0
2019-12-16,54.2959,55.3027,54.2185,54.6401,23019464.0
2019-12-17,54.8983,55.5436,54.6702,55.165,16207782.0
2019-12-18,54.9585,55.3113,54.1841,54.3389,14824720.0
2019-12-19,54.3648,54.6057,53.9862,54.0808,12929764.0
2019-12-20,54.709,54.7176,54.141,54.6487,24137182.0
2019-12-21,54.709,54.7176,54.141,54.6487,24137182.0
2019-12-22,54.709,54.7176,54.141,54.6487,24137182.0
2019-12-23,54.6831,54.8983,54.2787,54.3906,12916065.0
2019-12-24,54.2271,54.5799,54.2185,54.3476,2890424.0
2019-12-25,54.2271,54.5799,54.2185,54.3476,2890424.0
2019-12-26,54.4078,55.1048,54.3648,55.0359,8188977.0
2019-12-27,55.2166,55.3285,54.9241,55.1908,7687022.0
2019-12-28,55.2166,55.3285,54.9241,55.1908,7687022.0
2019-12-29,55.2166,55.3285,54.9241,55.1908,7687022.0
2019-12-30,55.1478,55.4662,54.7606,54.838,7862726.0
2019-12-31,54.7176,55.2511,54.6487,55.2338,9379442.0
2020-01-01,54.7176,55.2511,54.6487,55.2338,9379442.0
2020-01-02,55.3291,55.4591,54.7096,54.8872,12417848.0
2020-01-03,54.2546,54.8785,54.2026,54.4019,12986712.0
2020-01-04,54.2546,54.8785,54.2026,54.4019,12986712.0
2020-01-05,54.2546,54.8785,54.2026,54.4019,12986712.0
2020-01-06,54.5059,54.7966,54.3066,54.5752,11312026.0
2020-01-07,54.4539,55.6151,54.3933,55.3985,15572205.0
2020-01-08,55.5024,55.9877,55.3378,55.3378,18527321.0
2020-01-09,55.5804,56.9972,55.5631,56.7156,16171348.0
2020-01-10,56.7156,57.1662,56.3603,56.525,11699844.0
2020-01-11,56.7156,57.1662,56.3603,56.525,11699844.0
2020-01-12,56.7156,57.1662,56.3603,56.525,11699844.0
2020-01-13,56.6983,58.0501,56.6463,57.3222,19246217.0
2020-01-14,57.0276,57.6515,56.8196,57.5735,30561020.0
2020-01-15,57.5648,58.1351,57.5648,57.6948,10937389.0
2020-01-16,57.7381,58.0284,57.6358,57.8681,8435750.0
2020-01-17,57.8421,58.242,57.7988,57.8161,14374964.0
2020-01-18,57.8421,58.242,57.7988,57.8161,14374964.0
2020-01-19,57.8421,58.242,57.7988,57.8161,14374964.0
2020-01-20,57.8421,58.242,57.7988,57.8161,14374964.0
2020-01-21,57.7988,58.596,57.6532,58.4314,12519551.0
2020-01-22,58.8473,59.2199,58.2494,58.4314,15187040.0
2020-01-23,58.1714,58.2754,57.2182,57.9461,13183667.0
2020-01-24,57.5302,57.8335,55.1168,55.5978,22453038.0
2020-01-25,57.5302,57.8335,55.1168,55.5978,22453038.0
2020-01-26,57.5302,57.8335,55.1168,55.5978,22453038.0
2020-01-27,54.8179,56.005,54.6706,55.1992,20951131.0
2020-01-28,55.5718,56.642,55.3725,56.161,12761941.0
2020-01-29,56.343,56.4037,55.5674,55.5804,10763852.0
2020-01-30,55.2858,55.7278,54.9305,55.2945,10783736.0
2020-01-31,55.1385,55.1905,54.168,54.5492,12898017.0
2020-02-01,55.1385,55.1905,54.168,54.5492,12898017.0
2020-02-02,55.1385,55.1905,54.168,54.5492,12898017.0
2020-02-03,54.6792,55.6671,54.6359,55.0952,15987102.0
2020-02-04,55.5198,56.2737,55.5024,55.7104,11740188.0
2020-02-05,56.2563,57.0622,56.1957,56.8369,14991624.0
2020-02-06,58.0588,58.752,57.5302,58.1454,16488538.0
2020-02-07,57.7815,58.0674,57.0536,57.4089,13093706.0
2020-02-08,57.7815,58.0674,57.0536,57.4089,13093706.0
2020-02-09,57.7815,58.0674,57.0536,57.4089,13093706.0
2020-02-10,57.0882,58.1628,57.0189,57.9808,13218474.0
2020-02-11,58.3621,58.5354,58.0328,58.0501,7261691.0
2020-02-12,58.1368,58.4877,57.6862,58.0588,11213675.0
2020-02-13,57.8161,58.0154,57.2269,57.2615,9149461.0
2020-02-14,57.4089,57.9115,57.1749,57.5215,7530791.0
2020-02-15,57.4089,57.9115,57.1749,57.5215,7530791.0
2020-02-16,57.4089,57.9115,57.1749,57.5215,7530791.0
2020-02-17,57.4089,57.9115,57.1749,57.5215,7530791.0
2020-02-18,57.6342,58.0328,56.707,57.2529,13832958.0
2020-02-19,57.1922,57.2355,56.6376,56.9409,9905376.0
2020-02-20,56.8716,57.1749,56.2303,56.473,11360503.0
2020-02-21,56.213,57.0796,56.1524,56.8716,10134807.0
2020-02-22,56.213,57.0796,56.1524,56.8716,10134807.0
2020-02-23,56.213,57.0796,56.1524,56.8716,10134807.0
2020-02-24,55.5284,56.3777,55.1905,55.4331,12105013.0
2020-02-25,55.3638,55.3811,53.3794,53.8473,15706044.0
2020-02-26,53.5094,54.9305,53.3881,53.7607,11266849.0
2020-02-27,52.8595,53.3621,51.6116,51.629,20624838.0
2020-02-28,50.0519,51.3084,48.8474,51.1784,28294863.0
2020-02-29,50.0519,51.3084,48.8474,51.1784,28294863.0
2020-03-01,50.0519,51.3084,48.8474,51.1784,28294863.0
