,BLKB US Equity,BLKB US Equity,BLKB US Equity,BLKB US Equity,BLKB US Equity
2020-08-12,65.33,65.665,63.63,63.68,325258.0
2020-08-13,63.35,64.41,63.31,63.79,201564.0
2020-08-14,63.8,64.035,63.13,63.61,157823.0
2020-08-15,63.8,64.035,63.13,63.61,157823.0
2020-08-16,63.8,64.035,63.13,63.61,157823.0
2020-08-17,63.56,64.0925,62.79,63.21,219492.0
2020-08-18,63.37,64.28,63.24,64.2,257598.0
2020-08-19,64.21,65.81,64.05,65.61,298234.0
2020-08-20,65.25,66.52,64.8925,66.05,222917.0
2020-08-21,66.34,66.35,65.01,65.545,190229.0
2020-08-22,66.34,66.35,65.01,65.545,190229.0
2020-08-23,66.34,66.35,65.01,65.545,190229.0
2020-08-24,65.9,65.9,64.985,65.26,168749.0
2020-08-25,65.45,65.85,64.88,65.31,248180.0
2020-08-26,65.58,66.25,63.5517,64.26,195735.0
2020-08-27,64.23,64.605,63.4263,63.84,205641.0
2020-08-28,65.9,66.27,65.0,65.78,441438.0
2020-08-29,65.9,66.27,65.0,65.78,441438.0
2020-08-30,65.9,66.27,65.0,65.78,441438.0
2020-08-31,65.62,66.02,63.64,63.85,412283.0
2020-09-01,63.46,65.44,63.46,65.33,257895.0
2020-09-02,65.44,66.39,65.28,66.22,202393.0
2020-09-03,65.95,65.95,61.45,62.04,207133.0
2020-09-04,62.26,62.26,57.75,60.02,318696.0
2020-09-05,62.26,62.26,57.75,60.02,318696.0
2020-09-06,62.26,62.26,57.75,60.02,318696.0
2020-09-07,62.26,62.26,57.75,60.02,318696.0
2020-09-08,59.11,59.205,57.3,57.32,257594.0
2020-09-09,58.04,58.09,56.17,57.4,321576.0
2020-09-10,57.8,59.44,57.4325,58.07,473749.0
2020-09-11,58.46,58.59,56.22,57.25,411155.0
2020-09-12,58.46,58.59,56.22,57.25,411155.0
2020-09-13,58.46,58.59,56.22,57.25,411155.0
2020-09-14,57.41,57.59,54.84,56.13,582634.0
2020-09-15,56.35,57.815,56.35,56.98,400751.0
2020-09-16,57.36,57.92,56.61,56.98,345435.0
2020-09-17,55.94,56.31,55.43,56.05,243319.0
2020-09-18,56.75,57.15,55.3,56.5,1847914.0
2020-09-19,56.75,57.15,55.3,56.5,1847914.0
2020-09-20,56.75,57.15,55.3,56.5,1847914.0
2020-09-21,55.38,57.83,54.99,57.64,441674.0
2020-09-22,58.14,59.71,56.69,59.35,393005.0
2020-09-23,59.13,60.41,57.525,57.56,518638.0
2020-09-24,57.29,57.505,55.855,56.29,235314.0
2020-09-25,56.24,57.14,55.88,56.77,337999.0
2020-09-26,56.24,57.14,55.88,56.77,337999.0
2020-09-27,56.24,57.14,55.88,56.77,337999.0
2020-09-28,57.51,58.18,57.22,57.89,226935.0
2020-09-29,57.77,57.93,56.85,57.3,107877.0
2020-09-30,56.61,57.375,55.83,55.83,254771.0
2020-10-01,55.66,56.38,55.13,55.45,293993.0
2020-10-02,54.27,55.81,53.985,54.23,324285.0
2020-10-03,54.27,55.81,53.985,54.23,324285.0
2020-10-04,54.27,55.81,53.985,54.23,324285.0
2020-10-05,54.82,55.99,54.82,55.71,293720.0
2020-10-06,55.96,58.14,55.96,56.75,357666.0
2020-10-07,56.96,57.97,56.58,57.68,263137.0
2020-10-08,58.54,59.7389,57.69,59.0,211836.0
2020-10-09,59.57,60.11,59.17,59.93,175703.0
2020-10-10,59.57,60.11,59.17,59.93,175703.0
2020-10-11,59.57,60.11,59.17,59.93,175703.0
2020-10-12,60.42,60.42,58.9,59.05,189736.0
2020-10-13,58.61,58.93,57.82,57.92,225310.0
2020-10-14,58.04,58.4,56.08,56.74,205201.0
2020-10-15,56.07,57.7,55.52,57.62,212884.0
2020-10-16,57.73,58.29,57.09,58.06,222042.0
2020-10-17,57.73,58.29,57.09,58.06,222042.0
2020-10-18,57.73,58.29,57.09,58.06,222042.0
2020-10-19,58.47,58.475,57.77,58.09,268348.0
2020-10-20,58.915,59.245,57.21,58.24,270180.0
2020-10-21,58.26,58.5275,57.76,58.26,214116.0
2020-10-22,58.49,58.79,57.04,58.53,459900.0
2020-10-23,59.01,59.01,56.61,57.36,187424.0
2020-10-24,59.01,59.01,56.61,57.36,187424.0
2020-10-25,59.01,59.01,56.61,57.36,187424.0
2020-10-26,56.56,58.11,55.95,57.97,557696.0
2020-10-27,58.22,58.805,57.03,58.49,475492.0
2020-10-28,57.57,58.08,55.96,57.76,626313.0
2020-10-29,53.43,53.77,47.65,51.5,1544135.0
2020-10-30,51.09,51.93,48.57,49.34,948729.0
2020-10-31,51.09,51.93,48.57,49.34,948729.0
2020-11-01,51.09,51.93,48.57,49.34,948729.0
2020-11-02,49.82,49.82,46.86,48.42,612758.0
2020-11-03,49.49,49.87,48.5243,49.505,456225.0
2020-11-04,48.86,49.8,47.55,47.6,340477.0
2020-11-05,48.0,51.56,48.0,51.02,451000.0
2020-11-06,51.04,51.34,49.51,49.86,335574.0
2020-11-07,51.04,51.34,49.51,49.86,335574.0
2020-11-08,51.04,51.34,49.51,49.86,335574.0
2020-11-09,52.7,54.89,51.71,51.81,402264.0
2020-11-10,52.03,53.44,51.1,51.79,300944.0
2020-11-11,52.09,52.925,50.76,51.86,229564.0
2020-11-12,51.51,52.895,49.205,50.51,426768.0
2020-11-13,51.72,52.74,51.28,52.37,302937.0
2020-11-14,51.72,52.74,51.28,52.37,302937.0
2020-11-15,51.72,52.74,51.28,52.37,302937.0
2020-11-16,52.86,53.5,51.26,52.3,282392.0
2020-11-17,52.16,53.62,51.73,53.32,264548.0
2020-11-18,53.17,54.9,52.4,53.51,264143.0
2020-11-19,53.25,54.32,52.63,53.65,230768.0
2020-11-20,53.08,54.09,52.85,53.32,266288.0
2020-11-21,53.08,54.09,52.85,53.32,266288.0
2020-11-22,53.08,54.09,52.85,53.32,266288.0
2020-11-23,53.59,55.45,53.04,55.16,275840.0
2020-11-24,55.59,57.15,54.795,56.83,415266.0
2020-11-25,56.95,57.33,55.45,56.3,249175.0
2020-11-26,56.95,57.33,55.45,56.3,249175.0
2020-11-27,56.07,56.35,55.15,55.6,140267.0
2020-11-28,56.07,56.35,55.15,55.6,140267.0
2020-11-29,56.07,56.35,55.15,55.6,140267.0
2020-11-30,55.72,56.9999,54.63,55.09,513485.0
2020-12-01,55.45,57.29,54.825,56.68,505252.0
2020-12-02,54.3859,57.155,54.09,55.09,355021.0
2020-12-03,55.48,57.4499,54.57,55.59,291316.0
2020-12-04,56.01,57.44,54.9843,56.99,244477.0
2020-12-05,56.01,57.44,54.9843,56.99,244477.0
2020-12-06,56.01,57.44,54.9843,56.99,244477.0
2020-12-07,56.72,57.28,56.09,56.28,169733.0
2020-12-08,55.81,58.16,55.55,57.35,370069.0
2020-12-09,57.7,57.7,56.02,56.31,389703.0
2020-12-10,56.04,56.95,55.32,56.28,262261.0
2020-12-11,55.83,57.13,55.1,55.92,261004.0
2020-12-12,55.83,57.13,55.1,55.92,261004.0
2020-12-13,55.83,57.13,55.1,55.92,261004.0
2020-12-14,56.55,58.66,56.28,57.3,412940.0
2020-12-15,58.27,58.42,57.06,57.57,283997.0
2020-12-16,57.53,58.305,56.69,57.38,448622.0
2020-12-17,57.71,58.45,57.07,57.33,422703.0
2020-12-18,57.62,58.525,55.36,56.08,1249556.0
2020-12-19,57.62,58.525,55.36,56.08,1249556.0
2020-12-20,57.62,58.525,55.36,56.08,1249556.0
2020-12-21,55.1391,56.77,54.09,56.77,442488.0
2020-12-22,57.0,59.43,56.77,59.26,306211.0
2020-12-23,59.26,59.9,58.46,59.22,330735.0
2020-12-24,59.32,59.33,58.52,58.88,135507.0
2020-12-25,59.32,59.33,58.52,58.88,135507.0
2020-12-26,59.32,59.33,58.52,58.88,135507.0
2020-12-27,59.32,59.33,58.52,58.88,135507.0
2020-12-28,59.31,59.57,57.63,57.97,262351.0
2020-12-29,57.91,58.23,56.86,57.07,281002.0
2020-12-30,57.41,58.0,57.04,57.49,315325.0
2020-12-31,57.25,57.86,56.4,57.56,335372.0
2021-01-01,57.25,57.86,56.4,57.56,335372.0
2021-01-02,57.25,57.86,56.4,57.56,335372.0
2021-01-03,57.25,57.86,56.4,57.56,335372.0
2021-01-04,57.8,57.92,56.42,57.16,455653.0
2021-01-05,57.76,58.49,56.01,58.08,406716.0
2021-01-06,58.17,60.49,56.0,59.68,541053.0
2021-01-07,59.64,61.29,59.475,61.0,312899.0
2021-01-08,61.34,62.48,61.3,62.24,341202.0
2021-01-09,61.34,62.48,61.3,62.24,341202.0
2021-01-10,61.34,62.48,61.3,62.24,341202.0
2021-01-11,61.19,62.1,60.88,61.62,232356.0
2021-01-12,61.93,62.37,61.11,62.21,483758.0
2021-01-13,62.46,62.64,60.96,61.62,295470.0
2021-01-14,62.2,64.12,61.67,63.64,245680.0
2021-01-15,63.2,64.74,60.0112,63.71,309027.0
2021-01-16,63.2,64.74,60.0112,63.71,309027.0
2021-01-17,63.2,64.74,60.0112,63.71,309027.0
2021-01-18,63.2,64.74,60.0112,63.71,309027.0
2021-01-19,64.77,64.77,62.985,63.9,487967.0
2021-01-20,63.7,65.77,63.7,65.54,287214.0
2021-01-21,65.84,65.84,64.7411,64.9,248143.0
2021-01-22,64.36,66.165,64.095,66.04,235389.0
2021-01-23,64.36,66.165,64.095,66.04,235389.0
2021-01-24,64.36,66.165,64.095,66.04,235389.0
2021-01-25,66.17,66.815,64.98,65.76,341244.0
2021-01-26,66.35,66.85,65.44,66.42,286999.0
2021-01-27,65.08,71.0,62.75,69.18,565524.0
2021-01-28,69.82,70.98,66.39,67.22,312051.0
2021-01-29,67.74,68.09,66.23,66.49,588416.0
2021-01-30,67.74,68.09,66.23,66.49,588416.0
2021-01-31,67.74,68.09,66.23,66.49,588416.0
2021-02-01,66.82,67.8199,64.94,66.73,457667.0
2021-02-02,67.18,67.705,65.6779,67.27,472779.0
2021-02-03,67.31,68.4,66.84,67.79,295938.0
2021-02-04,67.99,68.93,67.74,68.63,163994.0
2021-02-05,69.5,70.63,69.14,70.62,184656.0
2021-02-06,69.5,70.63,69.14,70.62,184656.0
2021-02-07,69.5,70.63,69.14,70.62,184656.0
2021-02-08,71.05,72.47,70.36,72.37,479468.0
2021-02-09,71.71,77.29,70.56,77.2,749087.0
2021-02-10,79.07,79.77,77.66,78.34,614913.0
2021-02-11,78.11,80.0,77.74,78.99,556452.0
2021-02-12,79.19,79.71,75.54,76.54,366861.0
2021-02-13,79.19,79.71,75.54,76.54,366861.0
2021-02-14,79.19,79.71,75.54,76.54,366861.0
2021-02-15,79.19,79.71,75.54,76.54,366861.0
2021-02-16,77.42,77.72,72.4801,72.91,437081.0
2021-02-17,70.56,72.73,70.2,72.34,482514.0
2021-02-18,71.25,73.67,70.87,73.02,346996.0
2021-02-19,72.68,73.5,71.88,72.49,191738.0
2021-02-20,72.68,73.5,71.88,72.49,191738.0
2021-02-21,72.68,73.5,71.88,72.49,191738.0
2021-02-22,71.83,72.52,70.57,72.2,255221.0
2021-02-23,69.5,72.12,69.5,71.81,396472.0
2021-02-24,71.38,72.27,70.2,71.91,265323.0
2021-02-25,72.12,72.7,69.75,69.8,242067.0
2021-02-26,69.54,70.15,68.0,68.82,289833.0
2021-02-27,69.54,70.15,68.0,68.82,289833.0
2021-02-28,69.54,70.15,68.0,68.82,289833.0
2021-03-01,70.0,70.73,69.44,70.42,305995.0
2021-03-02,70.01,70.67,68.8601,70.53,358177.0
2021-03-03,70.97,71.93,69.37,70.15,291669.0
2021-03-04,70.14,70.48,67.74,68.09,377934.0
2021-03-05,68.9,69.37,66.349,69.28,401041.0
2021-03-06,68.9,69.37,66.349,69.28,401041.0
2021-03-07,68.9,69.37,66.349,69.28,401041.0
2021-03-08,69.47,70.91,68.83,70.45,230809.0
2021-03-09,72.805,72.805,69.92,70.04,363253.0
2021-03-10,70.73,72.78,70.42,72.31,378989.0
2021-03-11,73.0,74.145,72.44,73.86,245746.0
2021-03-12,73.44,74.34,72.85,73.82,302147.0
2021-03-13,73.44,74.34,72.85,73.82,302147.0
2021-03-14,73.44,74.34,72.85,73.82,302147.0
2021-03-15,73.77,74.23,73.12,73.86,318814.0
2021-03-16,73.88,74.16,70.021,71.76,188333.0
2021-03-17,72.18,72.83,71.01,72.54,284671.0
2021-03-18,72.18,72.74,68.37,68.66,372428.0
2021-03-19,68.17,71.66,66.78,70.87,1126790.0
2021-03-20,68.17,71.66,66.78,70.87,1126790.0
2021-03-21,68.17,71.66,66.78,70.87,1126790.0
2021-03-22,71.32,72.32,69.92,72.03,440286.0
2021-03-23,71.52,72.44,70.0,70.4,291461.0
2021-03-24,70.92,71.29,68.69,68.89,284163.0
2021-03-25,68.05,70.49,67.26,70.23,435961.0
2021-03-26,70.78,73.27,69.52,73.25,261335.0
2021-03-27,70.78,73.27,69.52,73.25,261335.0
2021-03-28,70.78,73.27,69.52,73.25,261335.0
2021-03-29,73.14,74.35,70.13,70.14,280559.0
2021-03-30,69.78,70.45,68.72,70.19,271726.0
2021-03-31,69.58,71.79,69.58,71.08,278604.0
2021-04-01,71.35,72.37,70.65,71.23,245196.0
2021-04-02,71.35,72.37,70.65,71.23,245196.0
2021-04-03,71.35,72.37,70.65,71.23,245196.0
2021-04-04,71.35,72.37,70.65,71.23,245196.0
2021-04-05,72.15,72.23,70.79,72.09,152018.0
2021-04-06,71.81,72.54,71.595,72.02,171760.0
2021-04-07,71.98,72.43,70.41,70.56,166838.0
2021-04-08,71.25,72.28,70.35,72.225,239323.0
2021-04-09,71.72,72.37,71.0,71.97,150761.0
2021-04-10,71.72,72.37,71.0,71.97,150761.0
2021-04-11,71.72,72.37,71.0,71.97,150761.0
2021-04-12,71.93,72.635,71.2,71.55,260796.0
2021-04-13,71.23,73.08,69.7,70.56,300185.0
2021-04-14,70.93,72.2,70.47,70.61,162389.0
2021-04-15,70.96,71.79,67.91,70.57,150631.0
2021-04-16,71.12,71.97,70.44,71.75,172660.0
2021-04-17,71.12,71.97,70.44,71.75,172660.0
2021-04-18,71.12,71.97,70.44,71.75,172660.0
2021-04-19,71.69,71.82,70.05,70.7,197069.0
2021-04-20,70.32,71.3703,68.96,69.31,221024.0
2021-04-21,69.09,70.76,68.63,70.49,244009.0
2021-04-22,70.53,71.54,69.89,70.42,345765.0
2021-04-23,70.67,71.69,70.13,70.84,230324.0
2021-04-24,70.67,71.69,70.13,70.84,230324.0
2021-04-25,70.67,71.69,70.13,70.84,230324.0
2021-04-26,71.16,73.26,71.16,72.54,352048.0
2021-04-27,73.02,73.25,71.72,72.04,270869.0
2021-04-28,72.1,75.09,71.49,74.68,462354.0
2021-04-29,75.0,75.0,69.365,70.88,470047.0
