,LECO US Equity,LECO US Equity,LECO US Equity,LECO US Equity,LECO US Equity
2019-08-24,76.0144,76.4376,74.2941,74.5793,325417.0
2019-08-25,76.0144,76.4376,74.2941,74.5793,325417.0
2019-08-26,75.4717,75.4717,73.181,73.6778,362274.0
2019-08-27,74.4045,74.4229,72.9878,73.2362,407579.0
2019-08-28,73.0706,74.0917,72.5647,73.3926,406258.0
2019-08-29,74.4321,75.1543,74.0917,74.9565,260662.0
2019-08-30,75.766,76.2582,74.8829,75.95,489301.0
2019-08-31,75.766,76.2582,74.8829,75.95,489301.0
2019-09-01,75.766,76.2582,74.8829,75.95,489301.0
2019-09-02,75.766,76.2582,74.8829,75.95,489301.0
2019-09-03,75.2601,75.3786,72.7624,74.2849,292017.0
2019-09-04,75.0485,75.2141,74.2941,74.8921,265821.0
2019-09-05,75.6924,78.2591,75.6924,77.4863,334569.0
2019-09-06,77.8635,78.4063,77.1735,78.0107,278479.0
2019-09-07,77.8635,78.4063,77.1735,78.0107,278479.0
2019-09-08,77.8635,78.4063,77.1735,78.0107,278479.0
2019-09-09,78.0751,78.9122,77.6611,78.8294,366486.0
2019-09-10,78.535,80.5313,78.3327,80.4393,354335.0
2019-09-11,80.7429,81.2673,79.225,81.0557,302522.0
2019-09-12,81.0189,81.6904,80.2645,81.4144,273418.0
2019-09-13,81.9756,82.8772,81.2489,82.1872,342827.0
2019-09-14,81.9756,82.8772,81.2489,82.1872,342827.0
2019-09-15,81.9756,82.8772,81.2489,82.1872,342827.0
2019-09-16,81.7456,82.1044,81.1845,82.0216,226805.0
2019-09-17,81.4236,82.3804,80.9545,82.2516,317132.0
2019-09-18,80.1449,81.9664,78.3882,81.6352,599660.0
2019-09-19,81.7548,82.04,80.8809,81.1661,311637.0
2019-09-20,81.2397,81.5386,79.2618,79.4458,819931.0
2019-09-21,81.2397,81.5386,79.2618,79.4458,819931.0
2019-09-22,81.2397,81.5386,79.2618,79.4458,819931.0
2019-09-23,78.8294,80.4117,78.7374,80.0805,180099.0
2019-09-24,80.1449,80.6877,78.2867,78.6454,229701.0
2019-09-25,78.6178,79.915,78.5534,79.7034,308209.0
2019-09-26,79.5286,79.8782,78.7558,79.2066,211461.0
2019-09-27,79.7524,80.0715,79.0031,79.5581,300659.0
2019-09-28,79.7524,80.0715,79.0031,79.5581,300659.0
2019-09-29,79.7524,80.0715,79.0031,79.5581,300659.0
2019-09-30,79.5674,80.3629,79.4656,80.2519,235191.0
2019-10-01,80.8901,81.5283,78.2446,78.6331,232831.0
2019-10-02,77.8284,77.8284,75.4142,76.5982,364248.0
2019-10-03,76.3392,76.9774,75.3124,76.9127,236066.0
2019-10-04,76.9589,77.5971,76.6398,77.5046,151451.0
2019-10-05,76.9589,77.5971,76.6398,77.5046,151451.0
2019-10-06,76.9589,77.5971,76.6398,77.5046,151451.0
2019-10-07,77.0791,77.2826,76.1912,77.1346,447098.0
2019-10-08,74.8777,75.3355,73.37,74.5539,585959.0
2019-10-09,74.2209,75.465,73.8972,75.0072,317650.0
2019-10-10,75.2569,76.7184,75.1459,75.8859,189635.0
2019-10-11,76.9034,79.5489,76.6305,78.1059,258496.0
2019-10-12,76.9034,79.5489,76.6305,78.1059,258496.0
2019-10-13,76.9034,79.5489,76.6305,78.1059,258496.0
2019-10-14,77.7821,78.3741,77.5601,78.2076,194525.0
2019-10-15,78.4296,79.7246,78.0074,79.1141,206374.0
2019-10-16,79.1511,80.0114,78.5869,79.4471,374611.0
2019-10-17,80.0391,81.3711,80.0391,81.1953,356603.0
2019-10-18,81.2138,81.5006,80.6773,80.9641,308226.0
2019-10-19,81.2138,81.5006,80.6773,80.9641,308226.0
2019-10-20,81.2138,81.5006,80.6773,80.9641,308226.0
2019-10-21,80.9456,82.0648,80.2241,80.5386,269920.0
2019-10-22,80.6496,81.8336,79.6876,81.6116,384863.0
2019-10-23,82.3516,83.7021,81.2971,83.6651,333474.0
2019-10-24,83.7576,83.9148,82.3624,82.6476,266145.0
2019-10-25,82.7031,85.2052,82.2914,84.9878,362052.0
2019-10-26,82.7031,85.2052,82.2914,84.9878,362052.0
2019-10-27,82.7031,85.2052,82.2914,84.9878,362052.0
2019-10-28,84.9693,86.0885,84.5623,84.997,503052.0
2019-10-29,84.6825,87.3095,84.4513,87.2448,541913.0
2019-10-30,82.8973,85.0895,81.6671,82.9898,714094.0
2019-10-31,82.2961,83.0638,80.3444,82.8511,806675.0
2019-11-01,83.5633,84.9878,83.3228,84.5993,458379.0
2019-11-02,83.5633,84.9878,83.3228,84.5993,458379.0
2019-11-03,83.5633,84.9878,83.3228,84.5993,458379.0
2019-11-04,85.182,87.3743,85.182,86.9765,556587.0
2019-11-05,86.8193,87.4483,85.7003,85.8943,310430.0
2019-11-06,86.0053,86.0053,84.9045,85.367,259827.0
2019-11-07,85.6908,86.5233,84.9138,85.1173,310416.0
2019-11-08,85.0988,85.1635,84.368,85.1265,290825.0
2019-11-09,85.0988,85.1635,84.368,85.1265,290825.0
2019-11-10,85.0988,85.1635,84.368,85.1265,290825.0
2019-11-11,84.6178,85.3855,84.2293,84.5993,162587.0
2019-11-12,84.5715,85.2098,84.3357,85.1728,279418.0
2019-11-13,84.6825,84.849,83.8131,83.9888,156566.0
2019-11-14,83.7021,84.3865,83.7021,84.0998,139780.0
2019-11-15,84.5253,84.96,84.0998,84.886,236004.0
2019-11-16,84.5253,84.96,84.0998,84.886,236004.0
2019-11-17,84.5253,84.96,84.0998,84.886,236004.0
2019-11-18,84.3958,84.849,84.109,84.8213,330995.0
2019-11-19,85.2838,85.336,84.3033,84.5438,165030.0
2019-11-20,84.0905,84.7787,82.8326,83.7853,363580.0
2019-11-21,84.1738,84.5993,83.7668,84.183,197636.0
2019-11-22,84.4605,85.5243,83.9056,85.478,239697.0
2019-11-23,84.4605,85.5243,83.9056,85.478,239697.0
2019-11-24,84.4605,85.5243,83.9056,85.478,239697.0
2019-11-25,86.0145,86.8008,85.3948,86.1903,288205.0
2019-11-26,86.0423,86.7268,85.4225,85.959,252479.0
2019-11-27,86.0793,86.9025,85.626,86.4493,202558.0
2019-11-28,86.0793,86.9025,85.626,86.4493,202558.0
2019-11-29,86.3198,86.5418,85.1358,85.3393,92458.0
2019-11-30,86.3198,86.5418,85.1358,85.3393,92458.0
2019-12-01,86.3198,86.5418,85.1358,85.3393,92458.0
2019-12-02,85.7,86.3383,84.6733,84.7195,136410.0
2019-12-03,83.7761,84.3588,83.0083,83.5263,302398.0
2019-12-04,84.3033,85.2005,83.7021,84.0628,219609.0
2019-12-05,84.4975,85.1913,84.1738,84.96,215174.0
2019-12-06,86.033,86.4585,85.4503,85.5058,244189.0
2019-12-07,86.033,86.4585,85.4503,85.5058,244189.0
2019-12-08,86.033,86.4585,85.4503,85.5058,244189.0
2019-12-09,85.7555,85.8203,84.7843,85.3208,265510.0
2019-12-10,85.0803,86.3105,84.9508,85.9868,246992.0
2019-12-11,85.9035,87.735,85.3855,87.513,231712.0
2019-12-12,87.4668,89.0947,86.7638,88.7617,237193.0
2019-12-13,88.5952,89.3075,86.7638,87.18,272058.0
2019-12-14,88.5952,89.3075,86.7638,87.18,272058.0
2019-12-15,88.5952,89.3075,86.7638,87.18,272058.0
2019-12-16,87.9477,89.5295,87.5315,88.7155,434621.0
2019-12-17,89.0762,89.4092,88.2715,88.8912,266696.0
2019-12-18,89.1225,89.474,88.1235,89.363,230564.0
2019-12-19,89.5387,89.8162,88.9375,89.511,258999.0
2019-12-20,89.6312,90.5932,88.9745,90.4637,1271185.0
2019-12-21,89.6312,90.5932,88.9745,90.4637,1271185.0
2019-12-22,89.6312,90.5932,88.9745,90.4637,1271185.0
2019-12-23,90.7782,90.9447,88.734,89.8717,266751.0
2019-12-24,90.0567,90.473,89.4925,89.8717,107621.0
2019-12-25,90.0567,90.473,89.4925,89.8717,107621.0
2019-12-26,89.6775,90.4637,89.6775,90.4082,138432.0
2019-12-27,90.5655,90.732,90.066,90.2047,130185.0
2019-12-28,90.5655,90.732,90.066,90.2047,130185.0
2019-12-29,90.5655,90.732,90.066,90.2047,130185.0
2019-12-30,90.3721,90.6603,89.4145,90.3163,148729.0
2019-12-31,90.2047,90.8741,89.8515,89.9258,205309.0
2020-01-01,90.2047,90.8741,89.8515,89.9258,205309.0
2020-01-02,90.6696,91.2553,89.3866,91.2553,386531.0
2020-01-03,89.9258,90.5162,89.3079,90.3907,228944.0
2020-01-04,89.9258,90.5162,89.3079,90.3907,228944.0
2020-01-05,89.9258,90.5162,89.3079,90.3907,228944.0
2020-01-06,89.554,90.3907,89.4657,90.2419,239873.0
2020-01-07,90.2326,90.5952,89.1914,90.1862,199438.0
2020-01-08,90.0281,91.138,90.0281,90.4836,225305.0
2020-01-09,90.6975,91.0228,90.3721,90.8834,215733.0
2020-01-10,90.9206,91.0321,89.5819,89.7864,215069.0
2020-01-11,90.9206,91.0321,89.5819,89.7864,215069.0
2020-01-12,90.9206,91.0321,89.5819,89.7864,215069.0
2020-01-13,89.7585,90.1862,89.4424,89.9258,362466.0
2020-01-14,90.1676,90.3442,89.2611,89.5912,215164.0
2020-01-15,89.2844,89.8236,88.4942,89.0985,383143.0
2020-01-16,89.6562,90.6045,89.4703,90.6045,200610.0
2020-01-17,90.5952,90.9113,89.8515,90.0188,156525.0
2020-01-18,90.5952,90.9113,89.8515,90.0188,156525.0
2020-01-19,90.5952,90.9113,89.8515,90.0188,156525.0
2020-01-20,90.5952,90.9113,89.8515,90.0188,156525.0
2020-01-21,89.5819,89.5819,88.4849,88.6801,229505.0
2020-01-22,88.9962,89.3774,87.7086,87.8806,208455.0
2020-01-23,87.7226,88.55,86.765,88.1223,277017.0
2020-01-24,88.3082,88.3082,86.3931,86.4954,268252.0
2020-01-25,88.3082,88.3082,86.3931,86.4954,268252.0
2020-01-26,88.3082,88.3082,86.3931,86.4954,268252.0
2020-01-27,84.8499,85.919,84.4178,84.8499,366271.0
2020-01-28,85.2776,87.0625,84.9429,86.5791,257256.0
2020-01-29,86.9138,87.3879,86.3931,86.4396,160093.0
2020-01-30,85.8354,86.5884,85.2776,86.3931,320102.0
2020-01-31,85.9655,85.9655,82.6838,82.9069,565959.0
2020-02-01,85.9655,85.9655,82.6838,82.9069,565959.0
2020-02-02,85.9655,85.9655,82.6838,82.9069,565959.0
2020-02-03,83.5484,85.5286,83.1347,84.6733,307029.0
2020-02-04,86.1514,87.453,86.0647,86.9695,251214.0
2020-02-05,88.113,88.5314,87.4808,87.9829,239588.0
2020-02-06,88.5778,88.5778,86.5884,86.8115,246736.0
2020-02-07,86.17,86.4861,85.3426,85.7517,250722.0
2020-02-08,86.17,86.4861,85.3426,85.7517,250722.0
2020-02-09,86.17,86.4861,85.3426,85.7517,250722.0
2020-02-10,85.4077,86.0678,84.9847,86.0213,316135.0
2020-02-11,86.5233,87.7319,86.5233,87.2112,332892.0
2020-02-12,87.9736,88.4802,86.9711,88.0386,481069.0
2020-02-13,90.7254,91.2832,86.4117,86.5326,740625.0
2020-02-14,86.8394,88.0479,85.8446,86.0678,323568.0
2020-02-15,86.8394,88.0479,85.8446,86.0678,323568.0
2020-02-16,86.8394,88.0479,85.8446,86.0678,323568.0
2020-02-17,86.8394,88.0479,85.8446,86.0678,323568.0
2020-02-18,85.4077,85.9004,84.1527,84.8871,317305.0
2020-02-19,85.4077,85.6122,82.6001,83.3253,684766.0
2020-02-20,83.2695,84.3386,82.9627,83.4368,323725.0
2020-02-21,83.1115,83.3067,81.717,81.9401,339134.0
2020-02-22,83.1115,83.3067,81.717,81.9401,339134.0
2020-02-23,83.1115,83.3067,81.717,81.9401,339134.0
2020-02-24,79.0674,81.0058,78.5654,79.5509,484412.0
2020-02-25,79.9413,80.2481,77.3104,77.4034,425942.0
2020-02-26,78.0727,79.444,77.1152,77.1988,464566.0
2020-02-27,75.4511,79.1604,74.382,76.3993,645093.0
2020-02-28,74.196,76.3157,73.7405,76.1297,665173.0
2020-02-29,74.196,76.3157,73.7405,76.1297,665173.0
2020-03-01,74.196,76.3157,73.7405,76.1297,665173.0
2020-03-02,76.8177,79.337,76.0089,79.1232,498858.0
2020-03-03,78.9931,80.9175,77.2081,78.6491,631111.0
2020-03-04,80.5828,80.5828,78.7328,80.2388,401952.0
2020-03-05,78.2865,79.0117,76.2087,76.8177,318438.0
2020-03-06,74.2983,76.6038,73.7266,75.7207,292881.0
2020-03-07,74.2983,76.6038,73.7266,75.7207,292881.0
2020-03-08,74.2983,76.6038,73.7266,75.7207,292881.0
2020-03-09,70.8679,73.4244,65.0854,67.0098,724435.0
2020-03-10,69.0829,71.5837,67.5397,71.4164,656653.0
2020-03-11,69.0736,70.1427,66.3869,66.8424,385174.0
2020-03-12,62.1291,65.9686,59.6655,63.9977,691873.0
2020-03-13,67.6326,71.342,66.3032,70.8121,842451.0
