,IR US Equity,IR US Equity,IR US Equity,IR US Equity,IR US Equity
2020-02-23,38.2471,38.8251,38.1474,38.4763,2869873.0
2020-02-24,37.1509,37.2904,36.4334,36.4334,2042340.0
2020-02-25,36.7024,36.7622,35.2774,35.6062,3193193.0
2020-02-26,35.9451,36.1693,35.3272,35.6262,2791451.0
2020-02-27,34.4802,35.4867,33.4737,33.4936,3235314.0
2020-02-28,32.806,33.4737,30.9425,32.6764,9109511.0
2020-02-29,32.806,33.4737,30.9425,32.6764,9109511.0
2020-03-01,32.806,33.4737,30.9425,32.6764,9109511.0
2020-03-02,32.9455,34.6296,32.4672,32.6864,38314944.0
2020-03-03,32.4871,32.786,30.5638,31.5902,18033549.0
2020-03-04,31.7098,31.8892,29.6868,30.8428,25202770.0
2020-03-05,29.8064,30.0356,26.6872,26.7371,15758691.0
2020-03-06,25.2622,28.6903,24.5945,27.6937,17039656.0
2020-03-07,25.2622,28.6903,24.5945,27.6937,17039656.0
2020-03-08,25.2622,28.6903,24.5945,27.6937,17039656.0
2020-03-09,25.4615,26.0694,22.7908,23.2492,11306360.0
2020-03-10,24.166,24.4251,21.7843,23.7774,10318534.0
2020-03-11,23.0997,24.0564,22.3822,23.4086,10683750.0
2020-03-12,20.8974,22.7509,19.8211,21.2661,10578854.0
2020-03-13,22.3623,23.4784,20.1345,22.9203,8556235.0
2020-03-14,22.3623,23.4784,20.1345,22.9203,8556235.0
2020-03-15,22.3623,23.4784,20.1345,22.9203,8556235.0
2020-03-16,20.2696,21.9637,19.6218,21.1764,6441790.0
2020-03-17,21.4255,22.5317,20.6781,21.4654,7718343.0
2020-03-18,19.7613,20.3393,16.9511,19.1534,8292681.0
2020-03-19,18.8445,22.2726,18.7548,19.9407,5737456.0
2020-03-20,20.15,21.3159,19.3029,19.5421,5900338.0
2020-03-21,20.15,21.3159,19.3029,19.5421,5900338.0
2020-03-22,20.15,21.3159,19.3029,19.5421,5900338.0
2020-03-23,19.4225,20.14,18.2167,19.4325,6477850.0
2020-03-24,20.5187,22.4918,19.7215,22.3324,4696874.0
2020-03-25,22.6214,25.1426,21.4455,23.1994,5175624.0
2020-03-26,22.5118,24.0464,22.452,23.3289,5518516.0
2020-03-27,22.3025,22.9801,21.6149,22.5516,4304456.0
2020-03-28,22.3025,22.9801,21.6149,22.5516,4304456.0
2020-03-29,22.3025,22.9801,21.6149,22.5516,4304456.0
2020-03-30,22.6612,23.8471,22.1032,23.6677,3760198.0
2020-03-31,23.4485,25.0529,23.4485,24.7141,6458897.0
2020-04-01,23.8571,25.0131,23.5183,23.7076,7902868.0
2020-04-02,23.4485,24.6045,22.5118,22.9602,6383199.0
2020-04-03,22.9702,23.8073,22.4918,23.4086,3826767.0
2020-04-04,22.9702,23.8073,22.4918,23.4086,3826767.0
2020-04-05,22.9702,23.8073,22.4918,23.4086,3826767.0
2020-04-06,24.5646,25.9498,24.465,25.3419,5045172.0
2020-04-07,26.3684,26.7271,24.5497,24.734,4253088.0
2020-04-08,24.8138,25.7605,24.3404,25.611,3268917.0
2020-04-09,26.0594,27.4147,25.7804,26.4082,3299767.0
2020-04-10,26.0594,27.4147,25.7804,26.4082,3299767.0
2020-04-11,26.0594,27.4147,25.7804,26.4082,3299767.0
2020-04-12,26.0594,27.4147,25.7804,26.4082,3299767.0
2020-04-13,26.3883,26.8467,25.5412,26.1292,3164185.0
2020-04-14,26.7869,27.3649,26.0096,26.2587,2551422.0
2020-04-15,25.4316,25.4814,24.0664,24.2756,2597121.0
2020-04-16,24.1062,24.6942,23.1296,24.5148,3761873.0
2020-04-17,25.322,26.8965,25.2223,26.7171,3811440.0
2020-04-18,25.322,26.8965,25.2223,26.7171,3811440.0
2020-04-19,25.322,26.8965,25.2223,26.7171,3811440.0
2020-04-20,26.1591,27.028,25.5412,26.3385,4002871.0
2020-04-21,25.611,26.4481,25.5113,26.2886,3174079.0
2020-04-22,26.7171,27.0061,25.8601,26.7271,2641890.0
2020-04-23,26.9065,27.9927,26.7371,27.2652,2991293.0
2020-04-24,27.5343,28.0027,27.1457,27.7236,3126059.0
2020-04-25,27.5343,28.0027,27.1457,27.7236,3126059.0
2020-04-26,27.5343,28.0027,27.1457,27.7236,3126059.0
2020-04-27,27.9827,29.3281,27.7635,28.6704,3505470.0
2020-04-28,29.2882,29.8961,28.6305,29.1686,2800877.0
2020-04-29,29.8961,30.3744,29.6121,30.215,2132596.0
2020-04-30,29.8064,29.8463,28.77,28.9793,2507212.0
2020-05-01,28.5508,28.6554,27.5144,28.0326,1507844.0
2020-05-02,28.5508,28.6554,27.5144,28.0326,1507844.0
2020-05-03,28.5508,28.6554,27.5144,28.0326,1507844.0
2020-05-04,27.6539,27.6639,26.6872,27.2752,1763521.0
2020-05-05,27.4147,28.2817,27.4147,27.4944,2074003.0
2020-05-06,27.6439,27.6937,26.9962,27.1855,1515638.0
2020-05-07,27.6439,28.1671,27.4845,27.5841,1705738.0
2020-05-08,28.1123,29.0929,27.8532,29.069,1869989.0
2020-05-09,28.1123,29.0929,27.8532,29.069,1869989.0
2020-05-10,28.1123,29.0929,27.8532,29.069,1869989.0
2020-05-11,28.7899,29.2284,28.0525,28.9892,2878059.0
2020-05-12,27.4147,29.2982,27.3051,27.3649,5602110.0
2020-05-13,26.9364,26.9663,25.2796,25.8302,4952192.0
2020-05-14,25.332,27.046,24.7241,26.6175,3223903.0
2020-05-15,26.3484,26.7869,26.1292,26.3285,3029217.0
2020-05-16,26.3484,26.7869,26.1292,26.3285,3029217.0
2020-05-17,26.3484,26.7869,26.1292,26.3285,3029217.0
2020-05-18,27.2154,28.8597,27.2154,28.6006,2445971.0
2020-05-19,28.4212,29.0191,27.9827,28.3814,4321987.0
2020-05-20,28.77,29.5573,28.5856,28.9195,2766555.0
2020-05-21,28.8497,29.3081,28.5508,29.3081,2218191.0
2020-05-22,29.358,29.358,28.3315,28.4411,2312013.0
2020-05-23,29.358,29.358,28.3315,28.4411,2312013.0
2020-05-24,29.358,29.358,28.3315,28.4411,2312013.0
2020-05-25,29.358,29.358,28.3315,28.4411,2312013.0
2020-05-26,29.3978,30.7431,29.1886,30.3047,3931816.0
2020-05-27,30.9026,31.5802,29.7964,29.8961,3437218.0
2020-05-28,27.903,29.2683,27.8333,28.6504,6700146.0
2020-05-29,28.4611,28.5807,27.6539,28.1023,5718598.0
2020-05-30,28.4611,28.5807,27.6539,28.1023,5718598.0
2020-05-31,28.4611,28.5807,27.6539,28.1023,5718598.0
2020-06-01,28.0924,28.785,27.619,28.6604,2916735.0
2020-06-02,28.9394,29.2483,28.491,28.7501,2427836.0
2020-06-03,29.2284,30.7531,29.0191,30.6834,3020155.0
2020-06-04,30.5239,31.1717,30.3246,30.5737,3246142.0
2020-06-05,31.9689,33.8523,31.8892,33.1249,6281855.0
2020-06-06,31.9689,33.8523,31.8892,33.1249,6281855.0
2020-06-07,31.9689,33.8523,31.8892,33.1249,6281855.0
2020-06-08,34.7293,34.9784,33.3042,34.9087,6191224.0
2020-06-09,34.1912,34.3705,32.8957,32.9754,3333721.0
2020-06-10,32.8159,33.1597,32.4472,32.6665,3278004.0
2020-06-11,31.1517,31.4208,30.5538,30.6435,5547621.0
2020-06-12,31.8593,32.0486,30.4143,31.1119,3081943.0
2020-06-13,31.8593,32.0486,30.4143,31.1119,3081943.0
2020-06-14,31.8593,32.0486,30.4143,31.1119,3081943.0
2020-06-15,29.936,31.1119,29.4875,30.9126,4265546.0
2020-06-16,32.5269,32.9555,31.0122,31.2613,4577158.0
2020-06-17,30.3944,30.8528,29.3779,29.4477,11689004.0
2020-06-18,29.3081,30.1552,29.2184,29.2782,5166169.0
2020-06-19,29.7267,29.7466,28.6903,28.7102,6945785.0
2020-06-20,29.7267,29.7466,28.6903,28.7102,6945785.0
2020-06-21,29.7267,29.7466,28.6903,28.7102,6945785.0
2020-06-22,28.5109,29.348,28.3315,29.069,4126009.0
2020-06-23,29.4078,29.5373,28.76,28.8796,4871278.0
2020-06-24,28.5906,28.5906,26.6275,27.4048,10711556.0
2020-06-25,27.2652,27.5841,26.7171,27.4745,6608237.0
2020-06-26,27.4147,27.6738,26.9862,27.1357,9657299.0
2020-06-27,27.4147,27.6738,26.9862,27.1357,9657299.0
2020-06-28,27.4147,27.6738,26.9862,27.1357,9657299.0
2020-06-29,27.3948,28.202,27.1755,28.0126,3721672.0
2020-06-30,27.8133,28.2717,27.4546,28.0226,3384411.0
2020-07-01,28.0824,28.5508,27.8133,27.9429,3287061.0
2020-07-02,28.5109,29.1188,28.2518,28.3614,3861357.0
2020-07-03,28.5109,29.1188,28.2518,28.3614,3861357.0
2020-07-04,28.5109,29.1188,28.2518,28.3614,3861357.0
2020-07-05,28.5109,29.1188,28.2518,28.3614,3861357.0
2020-07-06,28.8198,29.2982,28.5159,29.2085,2797641.0
2020-07-07,29.0092,29.0391,27.9728,28.0027,2380656.0
2020-07-08,27.9827,28.3116,27.624,28.0226,2630374.0
2020-07-09,27.903,28.0126,27.0659,27.7635,2904945.0
2020-07-10,27.7236,28.3116,27.6838,28.2119,3594480.0
2020-07-11,27.7236,28.3116,27.6838,28.2119,3594480.0
2020-07-12,27.7236,28.3116,27.6838,28.2119,3594480.0
2020-07-13,28.4511,29.2085,28.3016,28.5308,3654987.0
2020-07-14,28.5807,29.6569,28.3315,29.627,3045442.0
2020-07-15,30.0655,30.9425,30.0655,30.8528,3462169.0
2020-07-16,30.783,31.2115,30.3445,30.5737,2676770.0
2020-07-17,30.7033,31.0321,30.3047,30.5438,2905694.0
2020-07-18,30.7033,31.0321,30.3047,30.5438,2905694.0
2020-07-19,30.7033,31.0321,30.3047,30.5438,2905694.0
2020-07-20,30.504,31.2713,30.3047,31.1916,3138592.0
2020-07-21,31.3909,31.8892,31.2912,31.5404,3143661.0
2020-07-22,31.6101,32.0386,31.4009,31.7895,2453689.0
2020-07-23,31.6899,31.9988,31.3012,31.5204,2109831.0
2020-07-24,31.5703,31.6799,31.1717,31.4905,2427639.0
2020-07-25,31.5703,31.6799,31.1717,31.4905,2427639.0
2020-07-26,31.5703,31.6799,31.1717,31.4905,2427639.0
2020-07-27,31.6699,31.8443,31.3112,31.7098,1862186.0
2020-07-28,31.7596,31.8593,31.072,31.2414,3074841.0
2020-07-29,31.5204,32.0486,31.2912,32.0486,1957808.0
2020-07-30,31.5603,31.7995,31.1318,31.6998,1929978.0
2020-07-31,31.5503,31.9689,30.9026,31.4806,2658326.0
2020-08-01,31.5503,31.9689,30.9026,31.4806,2658326.0
2020-08-02,31.5503,31.9689,30.9026,31.4806,2658326.0
2020-08-03,31.7297,32.5469,31.5404,32.517,2974392.0
2020-08-04,32.8259,33.3939,31.9789,32.5369,5173489.0
2020-08-05,32.8259,33.4836,32.6714,32.786,2362871.0
2020-08-06,32.7263,33.0701,32.4273,32.9256,1848024.0
2020-08-07,32.8259,33.8025,32.6465,33.7826,2916268.0
2020-08-08,32.8259,33.8025,32.6465,33.7826,2916268.0
2020-08-09,32.8259,33.8025,32.6465,33.7826,2916268.0
2020-08-10,33.8424,34.9186,33.6929,34.9087,3477542.0
2020-08-11,35.2375,36.117,35.2375,35.7358,3626044.0
2020-08-12,35.9451,36.0647,35.2575,35.4867,1977329.0
2020-08-13,35.2475,35.3372,34.9236,34.9984,1710045.0
2020-08-14,34.7293,35.4767,34.4004,35.2774,1572678.0
2020-08-15,34.7293,35.4767,34.4004,35.2774,1572678.0
2020-08-16,34.7293,35.4767,34.4004,35.2774,1572678.0
2020-08-17,35.3272,35.4169,34.5599,34.6894,1595538.0
2020-08-18,34.6097,34.8887,34.4802,34.5001,1917928.0
2020-08-19,34.5599,34.8588,34.1812,34.3107,1362990.0
2020-08-20,33.8822,34.5798,33.7128,34.5101,1647595.0
2020-08-21,34.4802,34.7991,34.3107,34.5898,1364697.0
2020-08-22,34.4802,34.7991,34.3107,34.5898,1364697.0
2020-08-23,34.4802,34.7991,34.3107,34.5898,1364697.0
2020-08-24,34.819,35.3272,34.5898,35.3172,1304527.0
2020-08-25,35.4368,35.5166,34.819,35.1179,1303484.0
2020-08-26,35.0482,35.2674,34.7692,35.0382,1202768.0
2020-08-27,35.2674,35.382,34.9585,35.1678,1421594.0
2020-08-28,35.2674,35.7159,35.0831,35.6361,2421091.0
2020-08-29,35.2674,35.7159,35.0831,35.6361,2421091.0
2020-08-30,35.2674,35.7159,35.0831,35.6361,2421091.0
2020-08-31,35.7159,35.7159,34.9386,34.9386,1779889.0
2020-09-01,34.7991,36.1045,34.4802,36.0846,1895434.0
2020-09-02,36.1344,36.2291,35.5564,35.975,2314723.0
2020-09-03,35.975,36.2141,34.9087,35.2674,2030568.0
2020-09-04,35.7657,36.0746,35.0681,35.1877,2199129.0
2020-09-05,35.7657,36.0746,35.0681,35.1877,2199129.0
2020-09-06,35.7657,36.0746,35.0681,35.1877,2199129.0
2020-09-07,35.7657,36.0746,35.0681,35.1877,2199129.0
2020-09-08,34.9485,34.9884,33.9321,34.3506,3055657.0
2020-09-09,34.7393,35.5465,34.54,35.2973,2028048.0
2020-09-10,35.2973,35.638,34.8389,34.9087,2172232.0
2020-09-11,35.108,35.9799,34.9087,35.8554,2233062.0
2020-09-12,35.108,35.9799,34.9087,35.8554,2233062.0
2020-09-13,35.108,35.9799,34.9087,35.8554,2233062.0
2020-09-14,35.8853,36.264,35.6959,36.1942,1947815.0
2020-09-15,36.244,36.4732,35.8653,36.2042,1992955.0
2020-09-16,36.4334,37.2605,36.3337,36.8021,2970576.0
2020-09-17,36.3736,37.4997,35.975,37.0612,3151651.0
2020-09-18,36.9316,37.2107,35.6959,35.7757,8420073.0
2020-09-19,36.9316,37.2107,35.6959,35.7757,8420073.0
2020-09-20,36.9316,37.2107,35.6959,35.7757,8420073.0
2020-09-21,35.0183,35.3172,33.9022,34.54,2535990.0
2020-09-22,34.4104,35.0831,34.3606,34.9784,2757111.0
2020-09-23,35.108,35.6629,34.8887,34.9087,2097203.0
2020-09-24,35.0681,35.8454,34.0815,35.2475,2025245.0
2020-09-25,34.9186,35.4916,34.7193,35.2475,1787231.0
2020-09-26,34.9186,35.4916,34.7193,35.2475,1787231.0
2020-09-27,34.9186,35.4916,34.7193,35.2475,1787231.0
2020-09-28,35.9052,36.6426,35.7558,35.9251,2406113.0
2020-09-29,36.0547,36.4234,35.5465,35.7458,1482326.0
2020-09-30,35.7856,36.2992,35.088,35.4767,2069361.0
2020-10-01,35.7657,35.965,35.0083,35.4468,1420802.0
2020-10-02,34.8688,36.4533,34.7393,35.955,1920678.0
2020-10-03,34.8688,36.4533,34.7393,35.955,1920678.0
2020-10-04,34.8688,36.4533,34.7393,35.955,1920678.0
2020-10-05,36.4633,36.9815,36.3238,36.7822,2247579.0
2020-10-06,36.8818,37.3004,36.254,36.3238,2281033.0
2020-10-07,36.7921,37.0213,36.3138,36.533,4214816.0
2020-10-08,36.7722,37.1808,36.3636,37.101,2165816.0
2020-10-09,37.4498,37.6491,36.9715,37.0014,1914868.0
2020-10-10,37.4498,37.6491,36.9715,37.0014,1914868.0
2020-10-11,37.4498,37.6491,36.9715,37.0014,1914868.0
2020-10-12,37.1708,37.2804,36.7772,37.0811,2034763.0
2020-10-13,36.9615,37.5096,36.9316,37.4,2597583.0
2020-10-14,37.4399,37.968,37.1708,37.2406,2631859.0
2020-10-15,36.4334,37.0213,36.1842,36.9416,2636405.0
2020-10-16,37.3303,37.8485,37.0761,37.0911,1611814.0
2020-10-17,37.3303,37.8485,37.0761,37.0911,1611814.0
2020-10-18,37.3303,37.8485,37.0761,37.0911,1611814.0
2020-10-19,37.0313,37.3303,36.3935,36.4732,2084406.0
2020-10-20,36.8121,37.663,36.8071,37.111,1937450.0
2020-10-21,37.1509,37.7787,37.116,37.1309,1648921.0
2020-10-22,37.0413,37.9132,36.9416,37.7986,1392454.0
2020-10-23,38.0478,38.2471,37.3303,38.1374,1827369.0
2020-10-24,38.0478,38.2471,37.3303,38.1374,1827369.0
2020-10-25,38.0478,38.2471,37.3303,38.1374,1827369.0
2020-10-26,37.6192,37.6192,35.9002,36.4334,2390299.0
2020-10-27,36.3736,36.6725,35.8155,35.975,1882026.0
2020-10-28,35.2276,35.7757,35.0283,35.1179,1918041.0
2020-10-29,34.9386,35.3372,34.5698,34.9585,1865345.0
2020-10-30,34.8289,35.1578,34.251,34.819,2369313.0
2020-10-31,34.8289,35.1578,34.251,34.819,2369313.0
2020-11-01,34.8289,35.1578,34.251,34.819,2369313.0
2020-11-02,35.4368,36.0049,35.2375,35.8554,2145461.0
2020-11-03,36.1942,38.855,35.9152,38.6158,3722004.0
2020-11-04,38.556,38.5859,36.8718,37.9381,3711048.0
2020-11-05,38.4364,40.0707,38.0278,39.6621,2432644.0
2020-11-06,39.5326,40.3248,39.5077,40.1106,1899006.0
2020-11-07,39.5326,40.3248,39.5077,40.1106,1899006.0
2020-11-08,39.5326,40.3248,39.5077,40.1106,1899006.0
2020-11-09,41.8645,45.3723,41.8645,42.6318,4984927.0
2020-11-10,42.3528,43.7031,42.3229,42.6019,3268401.0
2020-11-11,43.0005,43.0205,42.0538,42.4624,1440598.0
2020-11-12,42.004,42.7215,41.8745,42.3528,1609706.0
2020-11-13,42.8311,43.6184,42.3727,42.6119,2823064.0
2020-11-14,42.8311,43.6184,42.3727,42.6119,2823064.0
2020-11-15,42.8311,43.6184,42.3727,42.6119,2823064.0
2020-11-16,43.459,44.8441,43.0803,44.8342,3257596.0
2020-11-17,44.4057,44.8142,43.5985,44.4854,1725163.0
2020-11-18,44.8142,44.8342,43.738,43.7579,1458691.0
2020-11-19,43.5586,44.1565,43.2796,44.0469,1525832.0
2020-11-20,44.1167,44.296,43.7569,44.1067,1433436.0
2020-11-21,44.1167,44.296,43.7569,44.1067,1433436.0
2020-11-22,44.1167,44.296,43.7569,44.1067,1433436.0
2020-11-23,44.6349,44.9239,44.306,44.3259,1778031.0
2020-11-24,45.1331,45.4221,44.7843,45.3125,2076343.0
2020-11-25,45.173,45.173,44.5751,44.6548,1006403.0
2020-11-26,45.173,45.173,44.5751,44.6548,1006403.0
2020-11-27,45.0335,45.0335,44.4754,44.6448,594908.0
2020-11-28,45.0335,45.0335,44.4754,44.6448,594908.0
2020-11-29,45.0335,45.0335,44.4754,44.6448,594908.0
2020-11-30,44.4256,44.7345,43.8775,44.1167,2517327.0
2020-12-01,44.874,45.4819,44.605,44.6448,2909407.0
2020-12-02,44.2861,44.7445,43.871,44.1765,1760508.0
2020-12-03,44.0569,44.8242,43.8576,44.306,1720589.0
2020-12-04,44.6448,45.2926,44.6448,45.0335,1578785.0
2020-12-05,44.6448,45.2926,44.6448,45.0335,1578785.0
2020-12-06,44.6448,45.2926,44.6448,45.0335,1578785.0
2020-12-07,44.9438,45.0933,44.017,44.1765,1992723.0
2020-12-08,43.8875,44.4256,43.8576,44.3857,2148765.0
2020-12-09,44.6448,44.9239,44.5153,44.8342,2161921.0
2020-12-10,44.5551,44.7744,44.2761,44.6349,2208169.0
2020-12-11,44.1466,44.4754,43.9273,44.1665,2631589.0
2020-12-12,44.1466,44.4754,43.9273,44.1665,2631589.0
2020-12-13,44.1466,44.4754,43.9273,44.1665,2631589.0
2020-12-14,45.0933,45.3025,43.5985,43.7081,2269927.0
2020-12-15,44.3459,44.7744,43.7131,44.605,1716727.0
2020-12-16,44.6747,44.6996,43.6782,44.1665,1526478.0
2020-12-17,44.2861,45.4171,43.8077,45.2826,2312192.0
2020-12-18,45.3823,45.7311,44.7445,45.0634,5238914.0
2020-12-19,45.3823,45.7311,44.7445,45.0634,5238914.0
2020-12-20,45.3823,45.7311,44.7445,45.0634,5238914.0
2020-12-21,44.1266,45.5417,43.8576,45.5019,1579261.0
2020-12-22,45.6513,45.8207,45.3424,45.4022,1523431.0
2020-12-23,45.6214,45.8307,45.173,45.6015,859588.0
2020-12-24,45.6214,45.8805,45.0335,45.8706,609732.0
2020-12-25,45.6214,45.8805,45.0335,45.8706,609732.0
2020-12-26,45.6214,45.8805,45.0335,45.8706,609732.0
2020-12-27,45.6214,45.8805,45.0335,45.8706,609732.0
2020-12-28,46.1297,46.6592,44.894,44.9438,1106048.0
2020-12-29,45.0335,45.2726,43.9971,44.3259,1010319.0
2020-12-30,44.3459,45.2228,44.3459,45.0833,1439803.0
2020-12-31,45.0933,45.4819,44.2761,45.4022,1506080.0
2021-01-01,45.0933,45.4819,44.2761,45.4022,1506080.0
2021-01-02,45.0933,45.4819,44.2761,45.4022,1506080.0
2021-01-03,45.0933,45.4819,44.2761,45.4022,1506080.0
2021-01-04,45.5218,45.6015,43.6882,44.1565,2232123.0
2021-01-05,44.2163,45.2577,44.2163,45.0434,1797470.0
2021-01-06,45.7012,47.485,45.6364,46.5183,1968325.0
2021-01-07,46.8472,47.2458,46.4187,46.8571,990760.0
2021-01-08,46.9668,47.2956,45.6713,46.2393,1658987.0
2021-01-09,46.9668,47.2956,45.6713,46.2393,1658987.0
2021-01-10,46.9668,47.2956,45.6713,46.2393,1658987.0
2021-01-11,45.751,46.5183,45.4321,46.329,739759.0
2021-01-12,46.8272,47.6145,46.3788,46.897,1245342.0
2021-01-13,46.7077,47.0066,45.9204,45.9204,1577116.0
2021-01-14,46.2293,46.618,45.7709,46.1795,1799104.0
2021-01-15,47.0066,47.1362,45.3823,45.751,4577956.0
2021-01-16,47.0066,47.1362,45.3823,45.751,4577956.0
2021-01-17,47.0066,47.1362,45.3823,45.751,4577956.0
2021-01-18,47.0066,47.1362,45.3823,45.751,4577956.0
2021-01-19,46.1994,46.4286,45.7709,46.1297,1642923.0
2021-01-20,46.2891,46.5482,45.6653,45.8307,1367058.0
2021-01-21,45.7709,46.0699,45.5517,45.6015,1102243.0
2021-01-22,45.2726,45.5567,44.8541,45.0733,1319641.0
2021-01-23,45.2726,45.5567,44.8541,45.0733,1319641.0
2021-01-24,45.2726,45.5567,44.8541,45.0733,1319641.0
2021-01-25,44.8441,45.0634,44.007,44.3558,1826142.0
2021-01-26,44.7445,45.0883,43.4291,43.439,1485628.0
2021-01-27,42.4126,42.4525,40.4992,40.6686,2178438.0
2021-01-28,41.3363,42.8411,41.0673,42.4923,2174613.0
2021-01-29,42.2232,42.5023,41.2566,41.6951,3165265.0
2021-01-30,42.2232,42.5023,41.2566,41.6951,3165265.0
2021-01-31,42.2232,42.5023,41.2566,41.6951,3165265.0
2021-02-01,42.2432,42.5621,41.5356,42.4525,3118897.0
2021-02-02,42.9806,43.5138,42.4724,43.2297,1257199.0
2021-02-03,42.9706,43.5935,42.6916,43.4091,1255893.0
2021-02-04,43.6284,43.8875,42.7016,42.8411,4587713.0
2021-02-05,43.3992,43.9572,43.0404,43.6284,1357337.0
2021-02-06,43.3992,43.9572,43.0404,43.6284,1357337.0
2021-02-07,43.3992,43.9572,43.0404,43.6284,1357337.0
2021-02-08,43.6882,44.0469,43.5387,43.8974,1275396.0
2021-02-09,43.6284,44.3758,43.5287,43.9174,1339185.0
2021-02-10,44.0569,44.4854,43.6483,44.306,1534011.0
2021-02-11,44.2861,45.1132,43.3493,43.8775,1743670.0
2021-02-12,43.738,44.2163,43.2596,43.7679,1683265.0
2021-02-13,43.738,44.2163,43.2596,43.7679,1683265.0
2021-02-14,43.738,44.2163,43.2596,43.7679,1683265.0
2021-02-15,43.738,44.2163,43.2596,43.7679,1683265.0
2021-02-16,44.1167,44.3459,43.15,43.4191,1338571.0
2021-02-17,43.2895,43.4291,42.6817,42.8411,1001569.0
2021-02-18,42.5521,42.861,41.8545,42.6219,1250168.0
2021-02-19,42.9009,44.1565,42.9009,43.738,1610066.0
2021-02-20,42.9009,44.1565,42.9009,43.738,1610066.0
2021-02-21,42.9009,44.1565,42.9009,43.738,1610066.0
2021-02-22,43.3394,44.6648,43.1799,43.6184,3412621.0
2021-02-23,44.5252,46.8272,43.8036,45.4221,4562676.0
2021-02-24,45.6812,48.0928,45.3025,47.9334,4067055.0
2021-02-25,47.8437,48.7506,46.04,46.1895,3534017.0
2021-02-26,46.2094,46.7714,45.559,46.1795,2381158.0
2021-02-27,46.2094,46.7714,45.559,46.1795,2381158.0
2021-02-28,46.2094,46.7714,45.559,46.1795,2381158.0
2021-03-01,46.8771,47.8039,46.8272,47.2956,1978360.0
