,IR US Equity,IR US Equity,IR US Equity,IR US Equity,IR US Equity
2022-05-04,45.3284,47.1635,44.9245,46.8643,3178727.0
2022-05-05,46.6748,48.6694,44.8098,45.4082,3485755.0
2022-05-06,45.1289,45.2286,42.9747,43.6828,2856849.0
2022-05-07,45.1289,45.2286,42.9747,43.6828,2856849.0
2022-05-08,45.1289,45.2286,42.9747,43.6828,2856849.0
2022-05-09,43.0146,43.7526,42.7952,43.1343,2607135.0
2022-05-10,43.6629,43.992,41.4887,42.2466,3823599.0
2022-05-11,42.1569,44.0917,41.758,42.5658,3639488.0
2022-05-12,42.2766,43.7127,41.8876,42.8151,3328813.0
2022-05-13,43.1742,44.2762,43.0246,43.5332,2592972.0
2022-05-14,43.1742,44.2762,43.0246,43.5332,2592972.0
2022-05-15,43.1742,44.2762,43.0246,43.5332,2592972.0
2022-05-16,43.1542,43.6878,42.7852,43.3138,2260027.0
2022-05-17,44.361,44.7699,43.6928,44.72,1678474.0
2022-05-18,44.2114,44.8098,43.234,43.5133,2440447.0
2022-05-19,43.184,44.7106,43.0642,44.1817,2516923.0
2022-05-20,44.6108,45.0199,43.4633,44.8503,3338015.0
2022-05-21,44.6108,45.0199,43.4633,44.8503,3338015.0
2022-05-22,44.6108,45.0199,43.4633,44.8503,3338015.0
2022-05-23,45.399,45.6485,44.8702,45.2394,3879007.0
2022-05-24,45.0398,45.1696,44.1319,44.9401,3615650.0
2022-05-25,44.6407,45.9279,44.4412,45.7782,4066766.0
2022-05-26,46.297,47.654,45.9678,47.235,3769084.0
2022-05-27,47.8236,48.4223,47.4046,48.3824,2672399.0
2022-05-28,47.8236,48.4223,47.4046,48.3824,2672399.0
2022-05-29,47.8236,48.4223,47.4046,48.3824,2672399.0
2022-05-30,47.8236,48.4223,47.4046,48.3824,2672399.0
2022-05-31,47.5942,47.9733,46.7361,47.0454,9592411.0
2022-06-01,46.9057,47.5742,46.2372,47.1452,1625047.0
2022-06-02,47.5942,48.562,47.2449,48.4622,1343015.0
2022-06-03,47.8735,48.8065,47.6241,48.7416,2275213.0
2022-06-04,47.8735,48.8065,47.6241,48.7416,2275213.0
2022-06-05,47.8735,48.8065,47.6241,48.7416,2275213.0
2022-06-06,49.0809,49.5199,48.8414,49.2205,2907670.0
2022-06-07,48.8514,50.4728,48.5919,50.2882,3085059.0
2022-06-08,49.7095,50.5775,49.5199,50.1684,3557413.0
2022-06-09,49.909,50.0188,48.4622,48.4922,3393453.0
2022-06-10,47.5243,47.5243,46.1374,46.337,2464522.0
2022-06-11,47.5243,47.5243,46.1374,46.337,2464522.0
2022-06-12,47.5243,47.5243,46.1374,46.337,2464522.0
2022-06-13,45.0947,45.1795,43.7028,44.082,3599427.0
2022-06-14,44.2316,44.5908,43.1989,43.6729,3001784.0
2022-06-15,44.0919,45.1197,43.6928,44.4611,2754555.0
2022-06-16,43.4434,43.4534,41.7422,41.9866,3153151.0
2022-06-17,41.9467,42.3408,41.0637,41.1485,5401648.0
2022-06-18,41.9467,42.3408,41.0637,41.1485,5401648.0
2022-06-19,41.9467,42.3408,41.0637,41.1485,5401648.0
2022-06-20,41.9467,42.3408,41.0637,41.1485,5401648.0
2022-06-21,41.817,42.3558,41.2084,41.7671,1922272.0
2022-06-22,40.9888,41.9268,40.909,41.6673,1634924.0
2022-06-23,41.4977,41.6374,40.3104,40.8691,2629399.0
2022-06-24,41.4079,43.3636,41.3081,43.2339,3161405.0
2022-06-25,41.4079,43.3636,41.3081,43.2339,3161405.0
2022-06-26,41.4079,43.3636,41.3081,43.2339,3161405.0
2022-06-27,43.5332,43.6729,42.7849,43.2937,1800172.0
2022-06-28,43.6729,43.9423,42.6651,42.715,1871064.0
2022-06-29,42.725,42.725,41.4478,42.1862,1714874.0
2022-06-30,41.4678,42.3708,41.4378,41.9866,2838887.0
2022-07-01,41.9268,42.72,41.378,42.2061,3883217.0
2022-07-02,41.9268,42.72,41.378,42.2061,3883217.0
2022-07-03,41.9268,42.72,41.378,42.2061,3883217.0
2022-07-04,41.9268,42.72,41.378,42.2061,3883217.0
2022-07-05,41.2982,41.4478,40.47,41.348,3185589.0
2022-07-06,41.2383,41.6474,40.6895,41.378,2643328.0
2022-07-07,41.7272,43.1141,41.7272,43.0543,2368026.0
2022-07-08,43.0942,43.0942,42.0166,42.3558,1518595.0
2022-07-09,43.0942,43.0942,42.0166,42.3558,1518595.0
2022-07-10,43.0942,43.0942,42.0166,42.3558,1518595.0
2022-07-11,41.9966,42.5853,41.6574,41.8769,1929488.0
2022-07-12,41.6873,42.5753,41.5676,41.6374,2979961.0
2022-07-13,40.8591,41.0786,40.1707,40.7394,3077899.0
2022-07-14,39.8414,40.021,39.1978,39.7616,4739481.0
2022-07-15,40.6097,41.1585,40.1108,40.909,3678116.0
2022-07-16,40.6097,41.1585,40.1108,40.909,3678116.0
2022-07-17,40.6097,41.1585,40.1108,40.909,3678116.0
2022-07-18,41.4079,42.0665,40.8292,41.1285,3052687.0
2022-07-19,41.7372,43.7128,41.7372,43.174,4499483.0
2022-07-20,43.1939,44.1418,43.0443,43.9722,2715744.0
2022-07-21,43.9722,44.8902,43.633,44.8602,1633376.0
2022-07-22,44.9001,45.0897,44.082,44.4412,2200156.0
2022-07-23,44.9001,45.0897,44.082,44.4412,2200156.0
2022-07-24,44.9001,45.0897,44.082,44.4412,2200156.0
2022-07-25,44.3913,44.6607,43.9024,44.2616,1401879.0
2022-07-26,44.1817,44.6707,43.9722,44.5908,1693691.0
2022-07-27,45.0398,46.8558,44.7704,46.756,4165344.0
2022-07-28,47.1551,48.3325,46.8857,48.0531,2729378.0
2022-07-29,48.0432,49.8392,47.9733,49.6895,2896413.0
2022-07-30,48.0432,49.8392,47.9733,49.6895,2896413.0
2022-07-31,48.0432,49.8392,47.9733,49.6895,2896413.0
2022-08-01,49.0809,49.3228,48.6568,49.021,2451097.0
2022-08-02,48.7616,49.6296,48.5421,48.5919,2478200.0
2022-08-03,49.1507,49.7893,48.7915,49.7793,3062013.0
2022-08-04,48.0631,49.8491,47.9035,49.6695,4848956.0
2022-08-05,48.9112,49.7394,48.7217,49.6795,3524345.0
2022-08-06,48.9112,49.7394,48.7217,49.6795,3524345.0
2022-08-07,48.9112,49.7394,48.7217,49.6795,3524345.0
2022-08-08,49.8891,50.6374,49.7793,49.8891,2728954.0
2022-08-09,49.6895,49.6895,49.0908,49.4401,2255687.0
2022-08-10,50.5875,51.4057,50.348,51.1961,2565577.0
2022-08-11,51.7848,52.4334,51.5055,51.7449,2735540.0
2022-08-12,51.8148,53.511,51.6751,53.4811,3699740.0
2022-08-13,51.8148,53.511,51.6751,53.4811,3699740.0
2022-08-14,51.8148,53.511,51.6751,53.4811,3699740.0
2022-08-15,52.8724,53.5509,52.7577,53.3813,2434187.0
2022-08-16,53.0319,54.0401,52.9321,53.8704,2806029.0
2022-08-17,53.022,53.0419,52.0438,52.473,3117653.0
2022-08-18,52.5828,52.7026,52.1635,52.483,2196851.0
2022-08-19,51.914,51.9539,51.1355,51.7244,3849263.0
2022-08-20,51.914,51.9539,51.1355,51.7244,3849263.0
2022-08-21,51.914,51.9539,51.1355,51.7244,3849263.0
2022-08-22,50.7162,50.8759,49.2689,49.4985,6503930.0
2022-08-23,49.4885,50.1972,49.1591,49.3388,2796542.0
2022-08-24,49.0693,49.9776,48.9794,49.5683,2301614.0
2022-08-25,49.9077,51.0057,49.8329,50.7162,3244581.0
2022-08-26,50.8859,50.9708,48.1709,48.2009,2813891.0
2022-08-27,50.8859,50.9708,48.1709,48.2009,2813891.0
2022-08-28,50.8859,50.9708,48.1709,48.2009,2813891.0
2022-08-29,47.7317,47.9713,46.9731,47.7617,4018828.0
2022-08-30,47.9114,48.0611,47.1728,47.612,4777442.0
2022-08-31,47.8615,47.8815,47.1179,47.2826,6680058.0
2022-09-01,47.0829,48.3306,46.5839,48.2907,3937801.0
2022-09-02,49.0094,49.3388,47.4423,47.6519,3517963.0
2022-09-03,49.0094,49.3388,47.4423,47.6519,3517963.0
2022-09-04,49.0094,49.3388,47.4423,47.6519,3517963.0
2022-09-05,49.0094,49.3388,47.4423,47.6519,3517963.0
2022-09-06,47.9214,47.9813,47.2227,47.582,3307584.0
2022-09-07,47.5521,48.7948,47.4223,48.6401,3564940.0
2022-09-08,48.2308,49.2589,47.7617,49.219,3094263.0
2022-09-09,49.5584,50.2651,49.4286,50.1373,1780454.0
2022-09-10,49.5584,50.2651,49.4286,50.1373,1780454.0
2022-09-11,49.5584,50.2651,49.4286,50.1373,1780454.0
2022-09-12,50.5366,51.6146,50.5366,51.4549,2232875.0
2022-09-13,49.8578,50.5765,49.2489,49.4685,1966290.0
2022-09-14,49.5584,49.5683,48.5702,49.5085,2203596.0
2022-09-15,49.5584,50.4367,49.0293,49.219,3242156.0
2022-09-16,48.4005,48.4504,46.3243,47.1029,6046236.0
2022-09-17,48.4005,48.4504,46.3243,47.1029,6046236.0
2022-09-18,48.4005,48.4504,46.3243,47.1029,6046236.0
2022-09-19,46.6438,48.5303,46.6438,48.3706,2655165.0
2022-09-20,47.9114,48.0012,46.5539,47.1029,2852707.0
2022-09-21,47.4423,48.0611,46.0548,46.0648,4115531.0
2022-09-22,45.995,46.2844,44.6974,44.7273,4080607.0
2022-09-23,44.1284,44.3829,42.9805,43.9887,2907268.0
2022-09-24,44.1284,44.3829,42.9805,43.9887,2907268.0
2022-09-25,44.1284,44.3829,42.9805,43.9887,2907268.0
2022-09-26,43.6693,44.4678,43.2101,43.24,2831293.0
2022-09-27,43.8888,44.0386,42.1221,42.8508,2764979.0
2022-09-28,43.2301,44.4328,42.8707,44.0286,2275036.0
2022-09-29,43.2301,43.6593,42.5014,43.6094,2517150.0
2022-09-30,43.6792,44.2881,43.0903,43.1802,2220616.0
2022-10-01,43.6792,44.2881,43.0903,43.1802,2220616.0
2022-10-02,43.6792,44.2881,43.0903,43.1802,2220616.0
2022-10-03,44.0186,45.6506,43.4397,44.9469,2948097.0
2022-10-04,46.0748,47.043,45.9351,46.9831,1852354.0
2022-10-05,46.1746,47.0879,46.0049,46.8534,2082572.0
2022-10-06,46.6637,47.7018,46.6438,46.9232,1987776.0
2022-10-07,46.2046,46.3842,45.2364,45.5657,1638367.0
2022-10-08,46.2046,46.3842,45.2364,45.5657,1638367.0
2022-10-09,46.2046,46.3842,45.2364,45.5657,1638367.0
2022-10-10,46.0249,46.0748,44.6624,45.0767,2065599.0
2022-10-11,44.8371,46.0449,44.4678,45.3362,2279458.0
2022-10-12,45.4859,45.8253,44.2083,45.0467,1730846.0
2022-10-13,43.9487,47.063,43.4896,46.7036,2283232.0
2022-10-14,47.0929,47.4223,44.9469,45.0267,2282257.0
2022-10-15,47.0929,47.4223,44.9469,45.0267,2282257.0
2022-10-16,47.0929,47.4223,44.9469,45.0267,2282257.0
2022-10-17,46.3543,47.1029,45.9151,46.6438,2226035.0
2022-10-18,47.8415,48.3905,46.504,46.9332,3752558.0
2022-10-19,46.0149,46.8534,45.5308,46.2245,3047982.0
2022-10-20,46.3443,46.7546,45.0567,45.1166,1874799.0
2022-10-21,45.3861,46.7436,45.0567,46.7036,3317621.0
2022-10-22,45.3861,46.7436,45.0567,46.7036,3317621.0
2022-10-23,45.3861,46.7436,45.0567,46.7036,3317621.0
2022-10-24,47.1728,47.7317,46.7935,47.7018,1384954.0
2022-10-25,47.6918,48.9146,47.6719,48.7998,2518511.0
2022-10-26,49.1092,49.5184,48.2009,48.5203,2367972.0
2022-10-27,48.9894,49.4486,48.4005,48.5402,2656598.0
2022-10-28,48.7399,50.4467,48.3805,50.3569,2289940.0
2022-10-29,48.7399,50.4467,48.3805,50.3569,2289940.0
2022-10-30,48.7399,50.4467,48.3805,50.3569,2289940.0
2022-10-31,50.0774,50.9059,49.9476,50.4068,2373592.0
2022-11-01,51.0057,51.5447,50.0475,50.2072,2054049.0
2022-11-02,49.7081,51.0257,48.7499,48.9595,3045099.0
2022-11-03,49.3288,52.1336,47.5421,51.2752,4467405.0
2022-11-04,52.6127,53.4911,51.5746,52.8223,2538985.0
2022-11-05,52.6127,53.4911,51.5746,52.8223,2538985.0
2022-11-06,52.6127,53.4911,51.5746,52.8223,2538985.0
2022-11-07,53.0918,53.5809,52.453,53.1417,2640521.0
2022-11-08,53.4612,53.5011,51.8541,52.1436,4688368.0
2022-11-09,51.7044,52.3732,51.39,51.6345,2039148.0
2022-11-10,53.7406,54.2297,53.2116,53.7806,4798577.0
2022-11-11,53.9003,55.6271,53.6857,55.2079,6675643.0
2022-11-12,53.9003,55.6271,53.6857,55.2079,6675643.0
2022-11-13,53.9003,55.6271,53.6857,55.2079,6675643.0
2022-11-14,55.0782,56.1661,55.0283,55.0881,2762811.0
2022-11-15,55.9169,56.6258,54.9633,55.4276,2065324.0
2022-11-16,55.2079,55.7971,54.6837,54.9084,1970306.0
2022-11-17,53.9898,54.2893,52.7117,53.7102,1909535.0
2022-11-18,54.4191,54.6288,53.0711,53.6203,2725677.0
2022-11-19,54.4191,54.6288,53.0711,53.6203,2725677.0
2022-11-20,54.4191,54.6288,53.0711,53.6203,2725677.0
2022-11-21,53.4306,53.8699,53.2608,53.5205,1902810.0
2022-11-22,53.9199,54.1695,53.2808,53.7102,2734930.0
2022-11-23,53.7901,54.1196,53.4306,53.5604,1968102.0
2022-11-24,53.7901,54.1196,53.4306,53.5604,1968102.0
2022-11-25,53.7202,53.9498,53.2708,53.3407,1213052.0
2022-11-26,53.7202,53.9498,53.2708,53.3407,1213052.0
2022-11-27,53.7202,53.9498,53.2708,53.3407,1213052.0
2022-11-28,52.8814,53.4456,52.7216,53.0811,2490007.0
2022-11-29,53.161,53.6802,52.5419,52.7416,1796022.0
2022-11-30,52.9014,54.0646,52.2274,53.8899,5157523.0
2022-12-01,54.2594,55.0482,53.6403,54.2094,2856427.0
2022-12-02,53.4106,54.7586,53.2309,54.469,2476924.0
2022-12-03,53.4106,54.7586,53.2309,54.469,2476924.0
2022-12-04,53.4106,54.7586,53.2309,54.469,2476924.0
2022-12-05,53.7801,53.8599,52.9713,53.2409,2716998.0
2022-12-06,53.2309,53.7301,52.3023,52.6517,1715537.0
2022-12-07,52.6118,53.4605,52.6118,52.7316,2460565.0
2022-12-08,52.9813,53.6702,52.8315,53.181,2339204.0
2022-12-09,53.4206,53.5504,53.0611,53.171,2313144.0
2022-12-10,53.4206,53.5504,53.0611,53.171,2313144.0
2022-12-11,53.4206,53.5504,53.0611,53.171,2313144.0
2022-12-12,53.5205,54.1795,53.0212,54.1595,2701417.0
2022-12-13,55.9968,56.1665,54.8884,55.4476,3686544.0
2022-12-14,55.5375,55.9668,54.1895,54.6488,3028835.0
2022-12-15,53.83,53.9398,52.462,52.5219,3079050.0
2022-12-16,51.8529,52.2523,51.1939,51.7231,3750145.0
2022-12-17,51.8529,52.2523,51.1939,51.7231,3750145.0
2022-12-18,51.8529,52.2523,51.1939,51.7231,3750145.0
2022-12-19,51.833,52.1924,50.8245,50.9942,2479824.0
2022-12-20,51.0142,52.0426,50.8844,51.823,1873528.0
2022-12-21,52.3921,52.9912,52.1225,52.6418,1703144.0
2022-12-22,52.2024,52.2024,50.6747,51.9228,1572772.0
2022-12-23,51.9528,52.3222,51.5634,52.2024,2036953.0
2022-12-24,51.9528,52.3222,51.5634,52.2024,2036953.0
2022-12-25,51.9528,52.3222,51.5634,52.2024,2036953.0
2022-12-26,51.9528,52.3222,51.5634,52.2024,2036953.0
2022-12-27,52.3422,52.8065,51.9228,52.5119,1717664.0
2022-12-28,52.6118,52.7067,51.6532,51.6632,1045583.0
2022-12-29,52.0926,53.0611,52.0327,52.7117,1732018.0
2022-12-30,52.3921,52.6018,51.783,52.1725,1518246.0
2022-12-31,52.3921,52.6018,51.783,52.1725,1518246.0
2023-01-01,52.3921,52.6018,51.783,52.1725,1518246.0
2023-01-02,52.3921,52.6018,51.783,52.1725,1518246.0
2023-01-03,52.5918,53.0212,51.8979,52.9213,2099517.0
2023-01-04,53.3207,53.7501,52.9014,53.5704,2564471.0
2023-01-05,53.2908,53.6702,52.8315,53.3108,2091966.0
2023-01-06,54.0896,55.2079,53.4905,55.0382,2983620.0
2023-01-07,54.0896,55.2079,53.4905,55.0382,2983620.0
2023-01-08,54.0896,55.2079,53.4905,55.0382,2983620.0
2023-01-09,55.5574,56.4461,55.3677,55.6972,2042279.0
2023-01-10,55.5774,56.5659,55.5275,56.3463,1577771.0
2023-01-11,56.7856,57.1351,56.1665,56.6957,1683074.0
2023-01-12,56.8455,57.5145,56.3662,57.3048,2091413.0
2023-01-13,57.0951,57.5944,56.9254,57.4446,1260562.0
2023-01-14,57.0951,57.5944,56.9254,57.4446,1260562.0
2023-01-15,57.0951,57.5944,56.9254,57.4446,1260562.0
2023-01-16,57.0951,57.5944,56.9254,57.4446,1260562.0
2023-01-17,57.4147,57.6843,56.496,56.7157,1754056.0
2023-01-18,56.9553,57.2249,55.7072,55.817,1659283.0
2023-01-19,55.5474,55.6772,53.7002,53.8,1885705.0
2023-01-20,54.0497,55.2878,53.82,55.2679,1801344.0
2023-01-21,54.0497,55.2878,53.82,55.2679,1801344.0
2023-01-22,54.0497,55.2878,53.82,55.2679,1801344.0
2023-01-23,55.3977,56.1266,55.178,55.8071,2648229.0
2023-01-24,55.4176,56.526,54.8285,56.2963,1705045.0
2023-01-25,55.6373,55.9868,54.8085,55.867,1429513.0
2023-01-26,56.1565,56.2065,53.7651,55.4476,3741494.0
2023-01-27,55.2379,55.9468,54.8684,55.5774,2107947.0
2023-01-28,55.2379,55.9468,54.8684,55.5774,2107947.0
2023-01-29,55.2379,55.9468,54.8684,55.5774,2107947.0
2023-01-30,55.2579,55.6473,55.0482,55.2279,1718734.0
2023-01-31,55.4576,56.1431,55.148,55.9169,2633055.0
2023-02-01,55.6673,56.0866,54.7689,55.5774,3450955.0
2023-02-02,56.0367,56.506,55.4276,55.9269,2822344.0
2023-02-03,55.3677,57.3348,55.2978,57.0252,3437355.0
2023-02-04,55.3677,57.3348,55.2978,57.0252,3437355.0
2023-02-05,55.3677,57.3348,55.2978,57.0252,3437355.0
2023-02-06,56.3562,56.6957,55.9069,56.3063,1690027.0
2023-02-07,55.9468,57.4147,55.7871,57.215,2152540.0
2023-02-08,56.9054,57.7841,56.9054,57.2948,2167494.0
2023-02-09,57.874,58.0138,56.0667,56.3562,2125118.0
2023-02-10,56.2065,56.7706,56.0068,56.6059,1262955.0
2023-02-11,56.2065,56.7706,56.0068,56.6059,1262955.0
2023-02-12,56.2065,56.7706,56.0068,56.6059,1262955.0
2023-02-13,56.8655,57.7242,56.526,57.3348,1830785.0
2023-02-14,57.0352,57.6044,56.5659,57.3448,1204530.0
2023-02-15,57.0951,58.3183,57.0951,58.1935,2029422.0
2023-02-16,57.4746,57.9039,57.0252,57.3048,1606737.0
2023-02-17,57.0252,57.7442,56.8359,57.4945,1935271.0
2023-02-18,57.0252,57.7442,56.8359,57.4945,1935271.0
2023-02-19,57.0252,57.7442,56.8359,57.4945,1935271.0
2023-02-20,57.0252,57.7442,56.8359,57.4945,1935271.0
2023-02-21,57.9638,58.4831,55.7072,56.2963,3334313.0
2023-02-22,56.7556,57.894,56.506,57.3747,3178562.0
2023-02-23,58.2334,58.2334,56.6758,57.8041,1907618.0
2023-02-24,57.175,57.7941,56.5859,57.5944,1480259.0
2023-02-25,57.175,57.7941,56.5859,57.5944,1480259.0
2023-02-26,57.175,57.7941,56.5859,57.5944,1480259.0
2023-02-27,57.9139,58.6428,57.7242,58.2934,1976134.0
2023-02-28,58.2834,58.8591,57.9937,58.0037,3272771.0
2023-03-01,57.8838,58.4532,57.5342,57.9737,2076421.0
2023-03-02,57.6641,58.5031,57.3345,58.2235,1727908.0
2023-03-03,58.6829,59.5819,58.4232,59.4021,1908867.0
2023-03-04,58.6829,59.5819,58.4232,59.4021,1908867.0
2023-03-05,58.6829,59.5819,58.4232,59.4021,1908867.0
2023-03-06,59.3022,60.2861,59.3022,59.8017,2133903.0
2023-03-07,59.8416,60.3167,59.1249,59.3022,2556122.0
2023-03-08,59.3422,59.7018,58.7728,59.3921,2792750.0
2023-03-09,59.522,59.7008,57.8539,58.0736,4290916.0
2023-03-10,58.1336,58.3733,55.4766,55.6764,4381140.0
2023-03-11,58.1336,58.3733,55.4766,55.6764,4381140.0
2023-03-12,58.1336,58.3733,55.4766,55.6764,4381140.0
2023-03-13,54.7474,55.3467,54.0083,54.6475,3391051.0
2023-03-14,55.8761,56.5454,54.9172,55.6364,3038657.0
2023-03-15,54.3279,54.3679,52.0805,52.8696,4200931.0
2023-03-16,52.3452,53.8734,51.7808,53.4589,4558226.0
2023-03-17,53.0244,53.1792,51.7808,52.4001,4162271.0
2023-03-18,53.0244,53.1792,51.7808,52.4001,4162271.0
2023-03-19,53.0244,53.1792,51.7808,52.4001,4162271.0
2023-03-20,52.7997,54.0632,52.47,53.8485,3032137.0
2023-03-21,54.9572,56.0248,54.9172,55.8362,3367267.0
2023-03-22,55.8362,56.845,54.8873,54.8973,2189243.0
2023-03-23,54.9372,56.2907,54.3579,54.8873,2469570.0
2023-03-24,54.2081,55.137,53.3191,54.9672,1982426.0
2023-03-25,54.2081,55.137,53.3191,54.9672,1982426.0
2023-03-26,54.2081,55.137,53.3191,54.9672,1982426.0
2023-03-27,55.7363,55.8162,55.0371,55.7263,1893718.0
2023-03-28,55.7163,56.2357,55.5565,55.8961,1886839.0
2023-03-29,56.5753,56.8251,56.036,56.6353,4620149.0
2023-03-30,57.1946,57.709,56.9499,57.2646,2278678.0
2023-03-31,57.5342,58.1535,57.4244,58.1136,2175857.0
2023-04-01,57.5342,58.1535,57.4244,58.1136,2175857.0
2023-04-02,57.5342,58.1535,57.4244,58.1136,2175857.0
2023-04-03,58.0287,58.5331,57.2995,58.2235,2038452.0
2023-04-04,58.1036,58.1036,54.8223,55.1969,3569027.0
2023-04-05,54.6575,54.9172,54.0582,54.8273,6584895.0
2023-04-06,54.5377,55.2768,54.3029,54.3978,1887489.0
2023-04-07,54.5377,55.2768,54.3029,54.3978,1887489.0
2023-04-08,54.5377,55.2768,54.3029,54.3978,1887489.0
2023-04-09,54.5377,55.2768,54.3029,54.3978,1887489.0
2023-04-10,54.2081,55.5765,54.0682,55.4067,1839411.0
2023-04-11,55.7163,56.1958,55.4466,55.5365,1233887.0
2023-04-12,56.3656,56.6453,55.7563,56.3556,1957000.0
2023-04-13,56.1358,56.3956,54.1781,55.9161,2984305.0
2023-04-14,55.9561,56.9599,55.3767,55.6364,2110416.0
2023-04-15,55.9561,56.9599,55.3767,55.6364,2110416.0
2023-04-16,55.9561,56.9599,55.3767,55.6364,2110416.0
2023-04-17,55.9161,56.1408,55.5066,56.016,1519735.0
2023-04-18,56.4555,56.9349,55.8362,56.2557,1622415.0
2023-04-19,55.8162,55.976,54.9772,55.5465,2524778.0
2023-04-20,55.0371,55.6564,54.9422,55.2968,2179277.0
2023-04-21,55.5365,55.5365,54.7674,55.2768,1878093.0
2023-04-22,55.5365,55.5365,54.7674,55.2768,1878093.0
2023-04-23,55.5365,55.5365,54.7674,55.2768,1878093.0
2023-04-24,55.167,55.6264,55.0671,55.3068,1232466.0
2023-04-25,55.0071,55.5166,54.3679,54.3779,1748524.0
2023-04-26,53.8285,54.3379,53.1792,53.349,1721102.0
2023-04-27,54.4877,56.9949,54.4777,56.9349,6102724.0
2023-04-28,56.8151,57.5442,56.7951,56.9549,2457983.0
2023-04-29,56.8151,57.5442,56.7951,56.9549,2457983.0
2023-04-30,56.8151,57.5442,56.7951,56.9549,2457983.0
2023-05-01,56.7751,57.5442,56.7751,57.0548,1807005.0
2023-05-02,56.875,57.1347,55.7962,57.0348,2297177.0
2023-05-03,57.4044,57.6741,56.2757,56.5654,2454243.0
2023-05-04,57.9338,59.2023,56.7352,57.0248,4120882.0
2023-05-05,58.1835,59.5819,57.9338,59.1025,3022148.0
2023-05-06,58.1835,59.5819,57.9338,59.1025,3022148.0
2023-05-07,58.1835,59.5819,57.9338,59.1025,3022148.0
2023-05-08,59.7617,59.8316,58.3134,58.8727,1793325.0
2023-05-09,59.492,59.8216,58.6829,58.9027,2062953.0
2023-05-10,59.1924,59.2473,57.6042,58.3433,1575103.0
2023-05-11,57.8938,58.2235,57.3045,57.8838,1572443.0
2023-05-12,58.2534,58.633,57.724,58.1835,1446767.0
2023-05-13,58.2534,58.633,57.724,58.1835,1446767.0
2023-05-14,58.2534,58.633,57.724,58.1835,1446767.0
2023-05-15,57.9837,59.0026,57.9837,58.8627,1143286.0
2023-05-16,58.3433,58.653,58.0836,58.4632,1526974.0
2023-05-17,59.0925,59.4521,58.2334,58.9626,1876363.0
2023-05-18,58.8028,60.0214,58.8028,59.8616,1438740.0
2023-05-19,60.5808,60.9903,59.2323,59.6918,1647001.0
2023-05-20,60.5808,60.9903,59.2323,59.6918,1647001.0
2023-05-21,60.5808,60.9903,59.2323,59.6918,1647001.0
2023-05-22,59.8616,60.361,59.1324,59.6718,1917140.0
2023-05-23,59.2022,59.2122,57.7933,57.9632,2445351.0
2023-05-24,57.6435,57.9032,56.6143,56.8641,1854847.0
2023-05-25,57.2638,58.0731,57.014,57.5335,1972647.0
2023-05-26,57.8833,59.0423,57.3437,58.8425,2068004.0
2023-05-27,57.8833,59.0423,57.3437,58.8425,2068004.0
2023-05-28,57.8833,59.0423,57.3437,58.8425,2068004.0
2023-05-29,57.8833,59.0423,57.3437,58.8425,2068004.0
2023-05-30,59.1922,59.4845,58.208,58.3929,1565300.0
2023-05-31,58.0531,58.2829,56.4444,56.6143,3338930.0
2023-06-01,56.8741,58.213,56.5643,58.1031,2153097.0
2023-06-02,58.9524,61.5453,58.6277,61.3105,3217211.0
2023-06-03,58.9524,61.5453,58.6277,61.3105,3217211.0
2023-06-04,58.9524,61.5453,58.6277,61.3105,3217211.0
2023-06-05,61.4504,61.6103,60.0515,60.631,2281806.0
2023-06-06,60.4312,61.93,60.4312,61.4404,1486264.0
2023-06-07,61.7002,62.7593,61.1706,62.6394,1724256.0
2023-06-08,62.5695,62.8692,62.1699,62.7094,1270856.0
2023-06-09,62.9492,62.9492,61.93,62.4096,1215739.0
2023-06-10,62.9492,62.9492,61.93,62.4096,1215739.0
2023-06-11,62.9492,62.9492,61.93,62.4096,1215739.0
2023-06-12,62.2198,63.0691,61.88,62.7793,1696724.0
2023-06-13,62.8393,64.1482,62.8393,64.0483,1765444.0
2023-06-14,64.3281,64.398,63.6686,64.0683,1915701.0
2023-06-15,63.8185,64.8077,63.6686,64.6578,1961586.0
2023-06-16,64.9476,65.1914,63.9883,64.4679,4462597.0
2023-06-17,64.9476,65.1914,63.9883,64.4679,4462597.0
2023-06-18,64.9476,65.1914,63.9883,64.4679,4462597.0
2023-06-19,64.9476,65.1914,63.9883,64.4679,4462597.0
2023-06-20,63.7685,64.3381,63.4388,64.0683,2438709.0
2023-06-21,63.7285,64.6578,63.3888,64.0783,2810780.0
2023-06-22,64.0183,64.0183,63.109,63.4688,2803894.0
2023-06-23,62.6594,63.4787,61.97,63.3189,5020506.0
2023-06-24,62.6594,63.4787,61.97,63.3189,5020506.0
2023-06-25,62.6594,63.4787,61.97,63.3189,5020506.0
2023-06-26,63.2489,63.9683,63.109,63.169,2882089.0
2023-06-27,63.4688,63.9584,63.0991,63.8784,3152338.0
2023-06-28,64.2481,64.5379,63.4987,63.6086,2829774.0
2023-06-29,63.3988,64.5379,62.9495,64.348,2852110.0
2023-06-30,65.1074,65.677,64.5989,65.3073,1880677.0
2023-07-01,65.1074,65.677,64.5989,65.3073,1880677.0
2023-07-02,65.1074,65.677,64.5989,65.3073,1880677.0
2023-07-03,64.8576,65.2673,64.448,65.1874,702265.0
2023-07-04,64.8576,65.2673,64.448,65.1874,702265.0
