,HD US Equity,HD US Equity,HD US Equity,HD US Equity,HD US Equity
2022-12-11,310.917,313.78,309.418,309.95,3738832.0
2022-12-12,312.387,317.551,310.733,317.203,4900164.0
2022-12-13,333.035,335.84,319.118,321.952,5787668.0
2022-12-14,319.669,327.914,318.197,322.474,4546024.0
2022-12-15,318.615,319.176,312.745,316.836,5057631.0
2022-12-16,312.803,317.165,308.753,312.716,9614983.0
2022-12-17,312.803,317.165,308.753,312.716,9614983.0
2022-12-18,312.803,317.165,308.753,312.716,9614983.0
2022-12-19,309.002,311.333,305.636,306.903,3000613.0
2022-12-20,303.025,306.475,300.617,304.495,2632300.0
2022-12-21,307.6,309.089,304.398,308.866,2610365.0
2022-12-22,306.004,306.004,300.515,305.733,3064779.0
2022-12-23,303.828,308.615,302.773,308.257,2064872.0
2022-12-24,303.828,308.615,302.773,308.257,2064872.0
2022-12-25,303.828,308.615,302.773,308.257,2064872.0
2022-12-26,303.828,308.615,302.773,308.257,2064872.0
2022-12-27,307.948,310.982,307.077,309.05,1610418.0
2022-12-28,310.017,310.871,305.133,305.356,1568353.0
2022-12-29,308.18,311.255,307.155,309.882,1559184.0
2022-12-30,307.058,307.716,302.737,305.481,2581645.0
2022-12-31,307.058,307.716,302.737,305.481,2581645.0
2023-01-01,307.058,307.716,302.737,305.481,2581645.0
2023-01-02,307.058,307.716,302.737,305.481,2581645.0
2023-01-03,306.99,308.731,301.536,305.53,2822390.0
2023-01-04,310.52,311.913,305.98,309.224,3560934.0
2023-01-05,307.387,307.624,302.938,305.104,2935083.0
2023-01-06,305.897,308.373,298.847,307.097,4022511.0
2023-01-07,305.897,308.373,298.847,307.097,4022511.0
2023-01-08,305.897,308.373,298.847,307.097,4022511.0
2023-01-09,309.485,311.952,306.642,307.367,3466267.0
2023-01-10,305.907,310.191,303.644,310.095,2111276.0
2023-01-11,311.952,318.228,311.536,318.19,2864834.0
2023-01-12,321.294,321.294,315.975,319.031,2481803.0
2023-01-13,315.762,321.468,315.288,320.327,2798591.0
2023-01-14,315.762,321.468,315.288,320.327,2798591.0
2023-01-15,315.762,321.468,315.288,320.327,2798591.0
2023-01-16,315.762,321.468,315.288,320.327,2798591.0
2023-01-17,319.476,324.15,316.352,316.768,3988949.0
2023-01-18,319.157,323.528,312.319,313.054,2952202.0
2023-01-19,309.814,310.781,300.423,300.665,5359280.0
2023-01-20,299.824,304.882,297.29,304.65,3725066.0
2023-01-21,299.824,304.882,297.29,304.65,3725066.0
2023-01-22,299.824,304.882,297.29,304.65,3725066.0
2023-01-23,303.238,307.097,300.868,305.114,3237915.0
2023-01-24,304.766,307.648,302.358,307.251,2127866.0
2023-01-25,304.969,307.667,301.313,306.835,2060388.0
2023-01-26,303.828,308.77,302.261,303.499,3555265.0
2023-01-27,301.768,307.783,301.1,306.284,2761169.0
2023-01-28,301.768,307.783,301.1,306.284,2761169.0
2023-01-29,301.768,307.783,301.1,306.284,2761169.0
2023-01-30,305.452,307.687,303.383,303.915,2643141.0
2023-01-31,305.607,313.693,304.742,313.518,3526837.0
2023-02-01,311.797,319.684,307.201,317.31,3076471.0
2023-02-02,322.494,330.249,321.758,328.625,4776634.0
2023-02-03,321.604,323.712,319.476,320.608,3389884.0
2023-02-04,321.604,323.712,319.476,320.608,3389884.0
2023-02-05,321.604,323.712,319.476,320.608,3389884.0
2023-02-06,318.18,320.134,316.7,318.451,2229679.0
2023-02-07,313.354,316.255,310.182,314.515,3865481.0
2023-02-08,312.329,313.344,309.066,310.249,2777196.0
2023-02-09,312.484,313.248,304.485,305.182,3063322.0
2023-02-10,303.538,306.777,302.474,306.139,2768995.0
2023-02-11,303.538,306.777,302.474,306.139,2768995.0
2023-02-12,303.538,306.777,302.474,306.139,2768995.0
2023-02-13,306.913,313.054,305.24,312.899,2432487.0
2023-02-14,310.075,312.35,305.298,307.967,3380793.0
2023-02-15,305.501,310.966,305.414,310.153,2585889.0
2023-02-16,304.65,313.103,304.582,310.685,3169211.0
2023-02-17,308.209,310.066,302.667,307.503,4985543.0
2023-02-18,308.209,310.066,302.667,307.503,4985543.0
2023-02-19,308.209,310.066,302.667,307.503,4985543.0
2023-02-20,308.209,310.066,302.667,307.503,4985543.0
2023-02-21,295.51,297.889,285.332,285.79,10891773.0
2023-02-22,287.773,290.529,285.394,286.564,5922119.0
2023-02-23,287.038,290.027,284.939,289.475,4354477.0
2023-02-24,282.792,288.526,282.406,286.912,3713328.0
2023-02-25,282.792,288.526,282.406,286.912,3713328.0
2023-02-26,282.792,288.526,282.406,286.912,3713328.0
2023-02-27,289.524,290.617,285.346,286.284,3238332.0
2023-02-28,285.307,288.885,284.643,286.796,3949457.0
2023-03-01,282.328,284.069,279.175,281.235,5905093.0
2023-03-02,278.982,284.446,277.831,283.392,4103817.0
2023-03-03,284.959,288.793,284.108,288.644,4036700.0
2023-03-04,284.959,288.793,284.108,288.644,4036700.0
2023-03-05,284.959,288.793,284.108,288.644,4036700.0
2023-03-06,288.208,290.249,287.222,288.411,3763206.0
2023-03-07,289.233,289.233,280.877,281.148,4512372.0
2023-03-08,281.957,284.899,280.817,283.954,4680277.0
2023-03-09,285.474,286.759,280.311,280.554,3247953.0
2023-03-10,281.1,285.581,276.755,278.908,4730932.0
2023-03-11,281.1,285.581,276.755,278.908,4730932.0
2023-03-12,281.1,285.581,276.755,278.908,4730932.0
2023-03-13,276.648,284.782,275.294,279.112,3892100.0
2023-03-14,281.82,282.308,274.115,278.187,5115963.0
2023-03-15,276.609,281.684,275.362,280.525,4835545.0
2023-03-16,279.58,280.583,277.632,279.317,4400647.0
2023-03-17,280.379,284.402,278.861,280.934,8341992.0
2023-03-18,280.379,284.402,278.861,280.934,8341992.0
2023-03-19,280.379,284.402,278.861,280.934,8341992.0
2023-03-20,279.999,282.332,279.2,281.782,3678030.0
2023-03-21,283.895,285.318,280.164,281.947,4788155.0
2023-03-22,282.59,283.676,275.148,275.303,3723368.0
2023-03-23,277.885,278.713,272.975,276.57,6005846.0
2023-03-24,275.255,277.563,273.569,275.703,3851349.0
2023-03-25,275.255,277.563,273.569,275.703,3851349.0
2023-03-26,275.255,277.563,273.569,275.703,3851349.0
2023-03-27,276.414,277.573,273.647,273.998,4269715.0
2023-03-28,273.54,275.966,272.693,273.56,3633317.0
2023-03-29,273.979,276.648,273.979,276.034,3607467.0
2023-03-30,277.982,278.698,276.512,277.982,3432765.0
2023-03-31,279.57,287.909,279.346,287.49,5800560.0
2023-04-01,279.57,287.909,279.346,287.49,5800560.0
2023-04-02,279.57,287.909,279.346,287.49,5800560.0
2023-04-03,287.246,290.266,287.115,290.033,4007558.0
2023-04-04,289.808,292.049,286.784,287.334,2965903.0
2023-04-05,287.373,288.065,281.022,281.207,4002411.0
2023-04-06,279.823,282.298,276.891,281.148,3193441.0
2023-04-07,279.823,282.298,276.891,281.148,3193441.0
2023-04-08,279.823,282.298,276.891,281.148,3193441.0
2023-04-09,279.823,282.298,276.891,281.148,3193441.0
2023-04-10,278.732,285.069,278.275,283.642,2799984.0
2023-04-11,285.123,287.471,284.217,286.175,2497125.0
2023-04-12,288.542,290.724,282.093,282.931,3341591.0
2023-04-13,283.369,284.909,278.966,284.597,3506009.0
2023-04-14,284.597,288.542,283.847,284.636,2653419.0
2023-04-15,284.597,288.542,283.847,284.636,2653419.0
2023-04-16,284.597,288.542,283.847,284.636,2653419.0
2023-04-17,284.158,287.86,284.012,287.763,2621939.0
2023-04-18,288.659,291.503,288.269,291.221,2847773.0
2023-04-19,288.786,290.578,287.422,289.234,2889329.0
2023-04-20,288.318,293.52,287.86,290.851,3371950.0
2023-04-21,293.822,295.361,291.611,292.283,3506816.0
2023-04-22,293.822,295.361,291.611,292.283,3506816.0
2023-04-23,293.822,295.361,291.611,292.283,3506816.0
2023-04-24,292.244,294.095,291.484,293.841,2515471.0
2023-04-25,293.705,294.864,288.474,288.669,4529517.0
2023-04-26,287.792,288.318,279.658,280.622,4037371.0
2023-04-27,280.554,287.091,280.359,286.331,3133553.0
2023-04-28,286.175,293.043,285.79,292.77,4063418.0
2023-04-29,286.175,293.043,285.79,292.77,4063418.0
2023-04-30,286.175,293.043,285.79,292.77,4063418.0
2023-05-01,291.25,291.815,289.682,290.003,2969999.0
2023-05-02,290.724,290.948,283.52,286.672,3413376.0
2023-05-03,286.944,291.036,284.938,285.503,2743399.0
2023-05-04,285.152,286.973,277.953,278.362,4422521.0
2023-05-05,279.746,283.35,278.706,282.132,3806598.0
2023-05-06,279.746,283.35,278.706,282.132,3806598.0
2023-05-07,279.746,283.35,278.706,282.132,3806598.0
2023-05-08,281.528,282.346,277.086,280.486,3736546.0
2023-05-09,278.771,283.535,278.372,283.067,2569969.0
2023-05-10,284.168,285.98,278.528,281.557,3571029.0
2023-05-11,281.275,281.967,277.651,280.252,3859744.0
2023-05-12,280.554,283.447,280.018,282.96,3438271.0
2023-05-13,280.554,283.447,280.018,282.96,3438271.0
2023-05-14,280.554,283.447,280.018,282.96,3438271.0
2023-05-15,282.424,283.399,279.521,281.08,5353632.0
2023-05-16,274.466,278.693,269.926,275.031,12365693.0
2023-05-17,274.855,286.448,273.94,284.831,7956888.0
2023-05-18,285.084,288.279,284.061,287.529,4546983.0
2023-05-19,288.113,288.113,282.454,283.36,4470591.0
2023-05-20,288.113,288.113,282.454,283.36,4470591.0
2023-05-21,288.113,288.113,282.454,283.36,4470591.0
2023-05-22,283.214,285.415,280.632,283.145,3736199.0
2023-05-23,281.801,290.075,281.801,287.315,5352185.0
2023-05-24,289.682,289.833,282.678,283.574,4978212.0
2023-05-25,284.246,284.246,278.664,279.336,5355858.0
2023-05-26,279.58,285.717,278.304,285.259,4626113.0
2023-05-27,279.58,285.717,278.304,285.259,4626113.0
2023-05-28,279.58,285.717,278.304,285.259,4626113.0
2023-05-29,279.58,285.717,278.304,285.259,4626113.0
2023-05-30,285.698,286.837,281.48,284.84,5193255.0
2023-05-31,284.134,284.536,276.648,278.11,18288783.0
2023-06-01,278.698,283.771,274.705,282.957,4305103.0
2023-06-02,285.174,290.629,284.262,290.364,4515554.0
2023-06-03,285.174,290.629,284.262,290.364,4515554.0
2023-06-04,285.174,290.629,284.262,290.364,4515554.0
2023-06-05,290.05,290.178,285.876,287.578,3221947.0
2023-06-06,286.322,291.326,286.155,290.423,2855434.0
2023-06-07,291.709,296.506,291.507,296.016,4842660.0
2023-06-08,296.467,299.695,295.123,295.417,3758904.0
2023-06-09,295.309,295.751,290.521,291.748,3486443.0
2023-06-10,295.309,295.751,290.521,291.748,3486443.0
2023-06-11,295.309,295.751,290.521,291.748,3486443.0
2023-06-12,292.778,296.909,292.042,295.192,4457363.0
2023-06-13,296.703,298.39,293.043,294.426,4043383.0
2023-06-14,295.319,296.85,290.055,294.063,4175958.0
2023-06-15,295.172,297.713,293.936,296.33,4109746.0
2023-06-16,298.606,300.215,294.485,294.721,10809348.0
2023-06-17,298.606,300.215,294.485,294.721,10809348.0
2023-06-18,298.606,300.215,294.485,294.721,10809348.0
2023-06-19,298.606,300.215,294.485,294.721,10809348.0
2023-06-20,294.122,297.046,292.611,295.731,3371247.0
2023-06-21,297.164,297.847,294.521,295.035,2713378.0
2023-06-22,295.82,297.129,293.955,295.506,3052180.0
2023-06-23,294.662,296.619,293.465,295.143,8525877.0
2023-06-24,294.662,296.619,293.465,295.143,8525877.0
2023-06-25,294.662,296.619,293.465,295.143,8525877.0
2023-06-26,296.968,303.384,296.291,302.089,4440078.0
2023-06-27,302.344,309.519,302.089,307.829,5342491.0
2023-06-28,306.122,307.04,300.294,300.735,4025557.0
2023-06-29,301.0,302.324,298.302,302.02,3279710.0
2023-06-30,303.747,305.562,302.491,304.787,3230714.0
2023-07-01,303.747,305.562,302.491,304.787,3230714.0
2023-07-02,303.747,305.562,302.491,304.787,3230714.0
2023-07-03,303.944,305.533,303.08,304.179,1483269.0
2023-07-04,303.944,305.533,303.08,304.179,1483269.0
2023-07-05,304.65,306.416,304.15,304.944,2496625.0
2023-07-06,301.059,302.177,295.859,296.33,4831220.0
2023-07-07,296.3,299.872,295.221,297.105,2951873.0
2023-07-08,296.3,299.872,295.221,297.105,2951873.0
2023-07-09,296.3,299.872,295.221,297.105,2951873.0
2023-07-10,297.488,304.679,297.488,304.434,3246705.0
2023-07-11,307.015,308.643,304.885,307.75,2913954.0
2023-07-12,310.351,315.207,310.056,311.538,5300724.0
2023-07-13,312.107,312.421,307.564,308.673,3235603.0
2023-07-14,308.908,310.929,308.3,310.537,2942129.0
2023-07-15,308.908,310.929,308.3,310.537,2942129.0
2023-07-16,308.908,310.929,308.3,310.537,2942129.0
2023-07-17,309.772,311.832,308.231,310.095,2003340.0
2023-07-18,308.604,312.323,306.251,310.792,2316991.0
2023-07-19,311.028,313.912,310.718,313.461,2361436.0
2023-07-20,314.305,315.394,311.891,313.078,2101940.0
2023-07-21,315.021,315.825,313.471,314.432,3673354.0
2023-07-22,315.021,315.825,313.471,314.432,3673354.0
2023-07-23,315.021,315.825,313.471,314.432,3673354.0
2023-07-24,314.923,319.524,314.898,318.985,2621982.0
2023-07-25,318.946,320.741,317.731,319.004,2890828.0
2023-07-26,318.573,324.725,318.131,323.38,3448123.0
2023-07-27,325.46,327.153,322.733,323.498,2608561.0
2023-07-28,325.745,326.726,323.292,325.127,2268947.0
2023-07-29,325.745,326.726,323.292,325.127,2268947.0
2023-07-30,325.745,326.726,323.292,325.127,2268947.0
2023-07-31,325.402,327.776,325.235,327.55,2690587.0
2023-08-01,325.509,328.659,324.646,325.814,2547410.0
2023-08-02,323.812,326.265,321.742,322.311,2753888.0
2023-08-03,321.506,325.843,321.467,323.635,2452330.0
2023-08-04,321.977,323.312,319.201,320.28,3591635.0
2023-08-05,321.977,323.312,319.201,320.28,3591635.0
2023-08-06,321.977,323.312,319.201,320.28,3591635.0
2023-08-07,321.045,323.199,320.435,322.968,2111166.0
2023-08-08,320.427,322.335,317.297,321.634,3272766.0
2023-08-09,321.183,324.685,320.604,322.026,2698894.0
2023-08-10,324.43,326.623,322.743,323.194,3075122.0
2023-08-11,322.331,325.343,322.164,324.872,3108422.0
2023-08-12,322.331,325.343,322.164,324.872,3108422.0
2023-08-13,322.331,325.343,322.164,324.872,3108422.0
2023-08-14,325.215,327.501,322.242,323.734,3974759.0
2023-08-15,325.509,331.799,322.331,325.882,5860938.0
2023-08-16,326.353,331.445,325.431,326.756,3753910.0
2023-08-17,327.482,329.326,320.898,321.114,3885098.0
2023-08-18,318.936,322.694,318.313,321.202,3471953.0
2023-08-19,318.936,322.694,318.313,321.202,3471953.0
2023-08-20,318.936,322.694,318.313,321.202,3471953.0
2023-08-21,320.456,321.693,317.405,317.955,3109678.0
2023-08-22,319.142,320.162,315.963,318.367,2582234.0
2023-08-23,318.406,320.769,317.974,319.946,2728024.0
2023-08-24,318.995,322.801,316.233,316.512,2490159.0
2023-08-25,317.336,320.192,315.148,316.777,2418103.0
2023-08-26,317.336,320.192,315.148,316.777,2418103.0
2023-08-27,317.336,320.192,315.148,316.777,2418103.0
2023-08-28,317.111,321.271,316.787,319.77,2100114.0
2023-08-29,320.633,323.626,320.611,323.174,2628221.0
2023-08-30,323.875,327.45,323.747,326.472,2256151.0
2023-08-31,327.035,328.417,325.529,326.146,2914712.0
2023-09-01,327.825,329.257,326.976,328.891,2317413.0
2023-09-02,327.825,329.257,326.976,328.891,2317413.0
2023-09-03,327.825,329.257,326.976,328.891,2317413.0
2023-09-04,327.825,329.257,326.976,328.891,2317413.0
2023-09-05,327.667,328.121,323.251,323.658,3141630.0
2023-09-06,323.411,324.475,321.461,321.9,3199736.0
2023-09-07,320.943,325.771,320.222,324.29,2453979.0
2023-09-08,323.382,325.347,322.572,324.576,2211132.0
2023-09-09,323.382,325.347,322.572,324.576,2211132.0
2023-09-10,323.382,325.347,322.572,324.576,2211132.0
2023-09-11,325.149,325.732,323.451,324.241,2087856.0
2023-09-12,322.72,324.636,321.792,322.177,2190597.0
2023-09-13,321.94,323.836,320.913,321.782,2564520.0
2023-09-14,323.273,326.146,321.18,325.485,2707576.0
2023-09-15,323.204,325.031,316.302,317.358,7117755.0
2023-09-16,323.204,325.031,316.302,317.358,7117755.0
2023-09-17,323.204,325.031,316.302,317.358,7117755.0
2023-09-18,316.134,317.605,312.925,313.27,2740425.0
2023-09-19,311.977,312.947,308.412,310.654,2776594.0
2023-09-20,311.039,312.372,306.892,306.951,2320403.0
2023-09-21,305.509,306.324,302.502,302.902,2767805.0
2023-09-22,302.31,303.781,301.619,301.885,2289219.0
2023-09-23,302.31,303.781,301.619,301.885,2289219.0
2023-09-24,302.31,303.781,301.619,301.885,2289219.0
2023-09-25,300.681,303.426,300.681,302.636,1882366.0
2023-09-26,300.691,301.964,297.837,298.735,2655576.0
2023-09-27,299.19,300.394,296.129,298.025,2513914.0
2023-09-28,297.876,301.038,296.968,299.674,2369593.0
2023-09-29,301.115,301.826,296.05,298.36,3502578.0
2023-09-30,301.115,301.826,296.05,298.36,3502578.0
2023-10-01,301.115,301.826,296.05,298.36,3502578.0
2023-10-02,296.741,299.634,294.707,296.06,2807021.0
2023-10-03,294.164,294.544,286.424,288.269,3609222.0
2023-10-04,289.671,290.51,286.709,288.713,2956313.0
2023-10-05,288.328,288.99,286.585,288.032,2469265.0
2023-10-06,287.104,290.831,283.776,289.138,2922456.0
2023-10-07,287.104,290.831,283.776,289.138,2922456.0
2023-10-08,287.104,290.831,283.776,289.138,2922456.0
2023-10-09,286.649,291.814,286.037,291.646,1930103.0
2023-10-10,292.959,296.889,291.458,295.457,3116433.0
2023-10-11,295.971,297.067,292.179,294.302,2292761.0
2023-10-12,293.956,293.956,287.113,289.335,2546429.0
2023-10-13,289.256,291.02,287.232,288.249,2092894.0
2023-10-14,289.256,291.02,287.232,288.249,2092894.0
2023-10-15,289.256,291.02,287.232,288.249,2092894.0
2023-10-16,290.727,294.618,289.888,293.591,2567037.0
2023-10-17,292.959,294.608,290.797,292.218,2139844.0
2023-10-18,289.315,289.641,285.943,286.59,2720098.0
2023-10-19,287.341,287.676,282.818,283.164,3028600.0
2023-10-20,282.265,283.566,280.044,282.808,2885301.0
2023-10-21,282.265,283.566,280.044,282.808,2885301.0
2023-10-22,282.265,283.566,280.044,282.808,2885301.0
2023-10-23,282.226,284.622,280.754,281.485,2591071.0
2023-10-24,283.134,284.286,278.483,279.747,2705199.0
2023-10-25,278.207,279.668,275.689,277.397,2962761.0
2023-10-26,277.002,279.678,274.257,274.504,3108175.0
2023-10-27,275.472,276.153,270.811,272.983,2907338.0
2023-10-28,275.472,276.153,270.811,272.983,2907338.0
2023-10-29,275.472,276.153,270.811,272.983,2907338.0
2023-10-30,273.981,278.77,273.477,277.94,3074607.0
2023-10-31,279.036,281.811,278.074,281.11,3035976.0
2023-11-01,281.999,283.223,278.474,283.026,2747346.0
2023-11-02,286.6,290.955,286.353,290.826,3627985.0
2023-11-03,290.481,294.065,290.471,291.893,3071885.0
2023-11-04,290.481,294.065,290.471,291.893,3071885.0
2023-11-05,290.481,294.065,290.471,291.893,3071885.0
2023-11-06,291.043,292.712,289.535,290.866,2890444.0
2023-11-07,290.905,292.278,289.868,291.063,2628960.0
2023-11-08,291.32,294.262,290.411,292.199,2455045.0
2023-11-09,288.279,289.058,284.062,284.25,4059121.0
2023-11-10,285.593,287.923,283.184,287.923,3653772.0
2023-11-11,285.593,287.923,283.184,287.923,3653772.0
2023-11-12,285.593,287.923,283.184,287.923,3653772.0
2023-11-13,284.171,286.285,283.628,284.447,4586705.0
2023-11-14,297.106,304.364,296.366,299.812,7952845.0
2023-11-15,300.276,305.045,300.187,304.314,3985937.0
2023-11-16,302.033,304.077,300.503,302.586,3114150.0
2023-11-17,304.621,304.833,301.609,303.406,2770460.0
2023-11-18,304.621,304.833,301.609,303.406,2770460.0
2023-11-19,304.621,304.833,301.609,303.406,2770460.0
2023-11-20,303.327,305.776,301.895,304.314,3459474.0
2023-11-21,301.727,302.221,298.538,301.5,2977410.0
2023-11-22,303.524,305.963,302.621,305.312,2873635.0
2023-11-23,303.524,305.963,302.621,305.312,2873635.0
2023-11-24,305.292,307.464,304.433,306.793,1259937.0
2023-11-25,305.292,307.464,304.433,306.793,1259937.0
2023-11-26,305.292,307.464,304.433,306.793,1259937.0
2023-11-27,306.783,308.955,305.855,307.01,2992573.0
2023-11-28,306.803,310.624,305.499,309.4,3116918.0
2023-11-29,312.193,312.193,309.062,309.171,3084028.0
2023-11-30,310.682,311.895,306.759,311.626,4493669.0
2023-12-01,311.964,318.197,311.139,317.72,3613808.0
2023-12-02,311.964,318.197,311.139,317.72,3613808.0
2023-12-03,311.964,318.197,311.139,317.72,3613808.0
2023-12-04,317.72,323.147,317.064,322.094,3827910.0
2023-12-05,320.086,321.993,318.108,321.577,3269803.0
2023-12-06,323.068,326.358,322.283,324.171,3030897.0
2023-12-07,324.171,325.464,322.75,324.231,2742269.0
2023-12-08,324.062,325.334,323.128,324.529,2889470.0
2023-12-09,324.062,325.334,323.128,324.529,2889470.0
2023-12-10,324.062,325.334,323.128,324.529,2889470.0
2023-12-11,327.849,330.116,326.855,329.36,3520718.0
2023-12-12,328.476,332.531,328.356,331.219,2893574.0
2023-12-13,332.909,341.791,329.937,341.358,5822699.0
2023-12-14,347.661,350.971,345.931,349.718,7594781.0
2023-12-15,346.15,352.273,344.689,351.895,11212928.0
2023-12-16,346.15,352.273,344.689,351.895,11212928.0
2023-12-17,346.15,352.273,344.689,351.895,11212928.0
2023-12-18,351.607,352.81,348.237,348.724,4420534.0
2023-12-19,349.371,350.862,348.317,349.977,4654836.0
2023-12-20,348.913,352.661,346.239,346.587,3259495.0
2023-12-21,349.778,350.156,344.937,346.895,2794221.0
2023-12-22,346.965,349.251,344.629,346.518,2030139.0
2023-12-23,346.965,349.251,344.629,346.518,2030139.0
2023-12-24,346.965,349.251,344.629,346.518,2030139.0
2023-12-25,346.965,349.251,344.629,346.518,2030139.0
2023-12-26,346.359,348.009,346.09,347.233,1585615.0
2023-12-27,347.83,347.919,345.116,346.458,2764484.0
2023-12-28,346.428,346.965,343.744,345.295,2859487.0
2023-12-29,343.774,345.484,340.981,344.49,10325908.0
2023-12-30,343.774,345.484,340.981,344.49,10325908.0
2023-12-31,343.774,345.484,340.981,344.49,10325908.0
2024-01-01,343.774,345.484,340.981,344.49,10325908.0
2024-01-02,342.164,345.237,341.18,343.028,2833794.0
