,SON US Equity,SON US Equity,SON US Equity,SON US Equity,SON US Equity
2022-05-30,54.9294,55.6731,54.9294,55.6731,327210.0
2022-05-31,55.2024,55.5225,54.694,55.0424,499588.0
2022-06-01,55.1177,56.0685,54.5434,55.7578,312671.0
2022-06-02,56.1814,56.8121,55.24,56.6239,341789.0
2022-06-03,56.3132,56.5768,55.8331,56.0685,365642.0
2022-06-04,56.3132,56.5768,55.8331,56.0685,365642.0
2022-06-05,56.3132,56.5768,55.8331,56.0685,365642.0
2022-06-06,56.2285,57.0851,56.0779,56.6427,320787.0
2022-06-07,56.5768,57.3487,56.2285,57.1981,331353.0
2022-06-08,56.7933,56.8927,55.5413,55.5789,306758.0
2022-06-09,55.4472,55.6825,54.5999,54.7788,611888.0
2022-06-10,54.1669,54.2516,53.3291,53.5738,353003.0
2022-06-11,54.1669,54.2516,53.3291,53.5738,353003.0
2022-06-12,54.1669,54.2516,53.3291,53.5738,353003.0
2022-06-13,52.6889,52.7736,51.8323,52.1053,385950.0
2022-06-14,51.9546,52.3029,51.2204,51.5875,450692.0
2022-06-15,51.9076,52.1467,50.5708,51.4181,467261.0
2022-06-16,50.279,50.3261,48.6033,48.6786,600510.0
2022-06-17,48.7728,49.5541,48.4998,49.0834,1170713.0
2022-06-18,48.7728,49.5541,48.4998,49.0834,1170713.0
2022-06-19,48.7728,49.5541,48.4998,49.0834,1170713.0
2022-06-20,48.7728,49.5541,48.4998,49.0834,1170713.0
2022-06-21,49.4035,49.846,49.0834,49.1117,430298.0
2022-06-22,50.1848,51.6722,49.5918,51.5781,1165176.0
2022-06-23,51.6346,52.3406,50.9568,51.7946,638636.0
2022-06-24,52.2088,53.7621,52.1994,53.5926,827590.0
2022-06-25,52.2088,53.7621,52.1994,53.5926,827590.0
2022-06-26,52.2088,53.7621,52.1994,53.5926,827590.0
2022-06-27,53.5926,54.421,53.522,54.1857,411822.0
2022-06-28,54.4775,55.0706,53.5267,53.5267,396576.0
2022-06-29,53.5362,53.9033,53.1596,53.7338,300837.0
2022-06-30,52.8866,53.9315,52.7454,53.6962,456899.0
2022-07-01,54.1198,55.4001,53.6915,55.3813,666984.0
2022-07-02,54.1198,55.4001,53.6915,55.3813,666984.0
2022-07-03,54.1198,55.4001,53.6915,55.3813,666984.0
2022-07-04,54.1198,55.4001,53.6915,55.3813,666984.0
2022-07-05,54.7976,54.9388,52.9337,54.1104,436986.0
2022-07-06,54.261,54.6752,53.6585,54.4116,336349.0
2022-07-07,54.7223,55.3624,54.6796,55.0894,286532.0
2022-07-08,54.9012,54.9401,54.1198,54.3928,351891.0
2022-07-09,54.9012,54.9401,54.1198,54.3928,351891.0
2022-07-10,54.9012,54.9401,54.1198,54.3928,351891.0
2022-07-11,54.2234,54.8729,54.2234,54.4493,242132.0
2022-07-12,54.3552,55.0518,54.0163,54.261,262355.0
2022-07-13,53.8374,54.7035,53.6774,54.3646,298379.0
2022-07-14,53.4985,54.3457,53.0466,54.2893,364952.0
2022-07-15,54.9388,54.9859,54.1575,54.5528,308750.0
2022-07-16,54.9388,54.9859,54.1575,54.5528,308750.0
2022-07-17,54.9388,54.9859,54.1575,54.5528,308750.0
2022-07-18,54.807,54.92,53.9692,54.0539,309502.0
2022-07-19,54.7882,55.8896,54.6752,55.7578,346244.0
2022-07-20,55.6166,56.0496,55.3718,56.0026,382085.0
2022-07-21,56.0685,58.6478,56.0685,58.4219,908608.0
2022-07-22,58.7985,59.5045,57.6594,58.1771,645789.0
2022-07-23,58.7985,59.5045,57.6594,58.1771,645789.0
2022-07-24,58.7985,59.5045,57.6594,58.1771,645789.0
2022-07-25,58.6102,59.0244,57.9324,58.3843,529565.0
2022-07-26,58.1771,58.9961,57.9041,58.9867,673088.0
2022-07-27,59.1938,59.2597,58.3089,58.8926,736477.0
2022-07-28,58.8549,59.2315,58.1583,59.0056,486040.0
2022-07-29,59.1844,60.1823,59.0715,59.7681,950803.0
2022-07-30,59.1844,60.1823,59.0715,59.7681,950803.0
2022-07-31,59.1844,60.1823,59.0715,59.7681,950803.0
2022-08-01,59.721,60.5212,59.0809,60.1823,448457.0
2022-08-02,59.9752,59.9752,58.629,58.9114,806367.0
2022-08-03,59.2691,59.2691,58.4878,58.7796,424405.0
2022-08-04,58.6761,58.6761,57.6123,57.6123,675937.0
2022-08-05,57.1887,57.9795,56.8686,57.537,566842.0
2022-08-06,57.1887,57.9795,56.8686,57.537,566842.0
2022-08-07,57.1887,57.9795,56.8686,57.537,566842.0
2022-08-08,58.1395,58.5443,57.9606,58.1018,406328.0
2022-08-09,58.377,59.1077,58.0923,59.0318,698681.0
2022-08-10,59.8763,60.5405,59.8526,59.9617,960846.0
2022-08-11,60.1894,60.9913,60.123,60.4931,405844.0
2022-08-12,61.0814,61.8361,61.0814,61.5559,348264.0
2022-08-13,61.0814,61.8361,61.0814,61.5559,348264.0
2022-08-14,61.0814,61.8361,61.0814,61.5559,348264.0
2022-08-15,61.0624,62.0113,60.9011,61.9639,441080.0
2022-08-16,61.7931,62.5949,61.7551,62.4478,364141.0
2022-08-17,61.8785,62.2723,61.5559,62.0778,306243.0
2022-08-18,62.1727,62.4336,61.7504,62.1442,291186.0
2022-08-19,61.7836,61.9639,61.4515,61.4705,513634.0
2022-08-20,61.7836,61.9639,61.4515,61.4705,513634.0
2022-08-21,61.7836,61.9639,61.4515,61.4705,513634.0
2022-08-22,60.8062,61.6508,60.3396,61.2617,642050.0
2022-08-23,61.1858,61.8785,61.1716,61.5748,466192.0
2022-08-24,61.5748,62.2296,61.404,61.5559,392564.0
2022-08-25,61.7551,62.4763,61.6602,62.3719,335980.0
2022-08-26,62.353,62.4336,61.0387,61.1194,313468.0
2022-08-27,62.353,62.4336,61.0387,61.1194,313468.0
2022-08-28,62.353,62.4336,61.0387,61.1194,313468.0
2022-08-29,60.7398,61.2807,60.4172,60.9201,231856.0
2022-08-30,61.0719,61.1004,59.9237,60.8821,637567.0
2022-08-31,61.034,61.2902,59.6486,59.8004,412316.0
2022-09-01,59.0982,59.8004,58.9559,59.5442,467160.0
2022-09-02,60.1989,60.7303,59.1646,59.3544,425058.0
2022-09-03,60.1989,60.7303,59.1646,59.3544,425058.0
2022-09-04,60.1989,60.7303,59.1646,59.3544,425058.0
2022-09-05,60.1989,60.7303,59.1646,59.3544,425058.0
2022-09-06,59.4493,59.734,59.0033,59.3354,420193.0
2022-09-07,59.4588,61.1478,59.4588,60.9391,375801.0
2022-09-08,60.4267,60.9106,60.123,60.7303,409509.0
2022-09-09,61.1099,61.5654,60.977,61.404,350677.0
2022-09-10,61.1099,61.5654,60.977,61.404,350677.0
2022-09-11,61.1099,61.5654,60.977,61.404,350677.0
2022-09-12,61.6792,62.4943,61.6223,62.0683,493371.0
2022-09-13,61.2238,61.461,59.7245,60.0186,343629.0
2022-09-14,60.1894,60.1989,59.1029,59.5537,631478.0
2022-09-15,59.3829,59.9475,59.1836,59.4208,744248.0
2022-09-16,58.785,58.785,56.3748,56.7259,1285877.0
2022-09-17,58.785,58.785,56.3748,56.7259,1285877.0
2022-09-18,58.785,58.785,56.3748,56.7259,1285877.0
2022-09-19,56.65,58.434,56.5077,58.3675,468857.0
2022-09-20,57.7318,57.7318,56.5361,56.7828,342093.0
2022-09-21,57.2004,57.5325,55.9478,55.9573,364633.0
2022-09-22,55.7865,55.8814,55.0558,55.1412,464758.0
2022-09-23,54.4675,55.1317,53.196,53.9171,735488.0
2022-09-24,54.4675,55.1317,53.196,53.9171,735488.0
2022-09-25,54.4675,55.1317,53.196,53.9171,735488.0
2022-09-26,53.8982,54.0405,52.9303,53.3098,470983.0
2022-09-27,54.031,54.4106,52.5867,53.12,558622.0
2022-09-28,53.4806,54.9372,53.3288,54.5339,677907.0
2022-09-29,53.6894,53.7938,53.0536,53.5945,448156.0
2022-09-30,53.585,54.7142,53.4901,53.8317,673743.0
2022-10-01,53.585,54.7142,53.4901,53.8317,673743.0
2022-10-02,53.585,54.7142,53.4901,53.8317,673743.0
2022-10-03,54.3821,55.3215,53.6989,54.8376,405839.0
2022-10-04,55.6631,56.3748,55.6631,56.1566,580315.0
2022-10-05,55.3595,56.2989,55.1697,55.9098,492728.0
2022-10-06,55.6062,56.6405,55.6062,56.2799,848483.0
2022-10-07,55.8339,56.0142,54.6383,54.923,558557.0
2022-10-08,55.8339,56.0142,54.6383,54.923,558557.0
2022-10-09,55.8339,56.0142,54.6383,54.923,558557.0
2022-10-10,55.1033,56.0427,55.1033,55.758,665738.0
2022-10-11,55.369,56.4887,55.2456,55.9952,604339.0
2022-10-12,56.1566,56.4223,55.5208,55.5398,364204.0
2022-10-13,55.5777,57.8077,54.9752,57.5894,638189.0
2022-10-14,57.95,58.3106,57.058,57.1529,364267.0
2022-10-15,57.95,58.3106,57.058,57.1529,364267.0
2022-10-16,57.95,58.3106,57.058,57.1529,364267.0
2022-10-17,57.6369,58.3438,57.6369,58.2157,461109.0
2022-10-18,59.0982,59.677,58.638,59.1931,494682.0
2022-10-19,58.861,59.1883,58.0829,58.5194,262822.0
2022-10-20,58.5099,58.8705,57.1245,57.3427,389883.0
2022-10-21,57.6179,59.2595,57.5325,59.0413,420175.0
2022-10-22,57.6179,59.2595,57.5325,59.0413,420175.0
2022-10-23,57.6179,59.2595,57.5325,59.0413,420175.0
2022-10-24,59.3259,59.7245,58.8467,59.0792,589097.0
2022-10-25,58.842,59.8289,58.3949,59.7719,691130.0
2022-10-26,59.9617,60.2559,58.823,59.4303,519562.0
2022-10-27,59.7434,60.5975,59.6153,60.0376,478344.0
2022-10-28,60.3602,61.5748,60.123,61.5464,527381.0
2022-10-29,60.3602,61.5748,60.123,61.5464,527381.0
2022-10-30,60.3602,61.5748,60.123,61.5464,527381.0
2022-10-31,60.1799,60.2321,57.1719,58.9084,1613676.0
2022-11-01,60.6734,61.1858,55.3595,55.6062,1187546.0
2022-11-02,55.1412,55.2241,53.3383,53.3857,659620.0
2022-11-03,53.0062,53.9456,52.4273,53.3952,567568.0
2022-11-04,54.069,55.1317,53.7653,55.0463,421980.0
2022-11-05,54.069,55.1317,53.7653,55.0463,421980.0
2022-11-06,54.069,55.1317,53.7653,55.0463,421980.0
2022-11-07,55.369,55.6157,55.0748,55.5113,398717.0
2022-11-08,56.0901,56.2135,55.1887,55.331,458917.0
2022-11-09,55.1492,55.7807,53.9243,54.2975,783755.0
2022-11-10,55.8095,56.7856,55.5894,56.0009,635950.0
2022-11-11,55.9434,55.9434,55.0678,55.5989,594198.0
2022-11-12,55.9434,55.9434,55.0678,55.5989,594198.0
2022-11-13,55.9434,55.9434,55.0678,55.5989,594198.0
2022-11-14,55.6946,56.524,55.5224,55.6468,517936.0
2022-11-15,56.3645,57.5081,55.4267,55.8477,366577.0
2022-11-16,55.9817,57.0248,55.9817,56.6994,382017.0
2022-11-17,55.9626,56.6612,55.5989,56.6229,340095.0
2022-11-18,57.3023,57.7617,56.9674,57.3693,473432.0
2022-11-19,57.3023,57.7617,56.9674,57.3693,473432.0
2022-11-20,57.3023,57.7617,56.9674,57.3693,473432.0
2022-11-21,57.2258,57.8765,56.4602,57.8669,582805.0
2022-11-22,57.8956,58.6985,57.6516,58.4411,479149.0
2022-11-23,58.5272,59.0727,58.1923,58.4219,486684.0
2022-11-24,58.5272,59.0727,58.1923,58.4219,486684.0
2022-11-25,58.4698,58.6899,58.0487,58.6133,90592.0
2022-11-26,58.4698,58.6899,58.0487,58.6133,90592.0
2022-11-27,58.4698,58.6899,58.0487,58.6133,90592.0
2022-11-28,58.2114,58.355,57.331,57.4746,354724.0
2022-11-29,57.1492,57.7329,57.1492,57.3789,306809.0
2022-11-30,57.1109,58.7282,56.7951,58.7282,571625.0
2022-12-01,59.0727,59.2928,57.9741,59.2545,375080.0
2022-12-02,58.776,59.9339,58.5559,59.6851,318923.0
2022-12-03,58.776,59.9339,58.5559,59.6851,318923.0
2022-12-04,58.776,59.9339,58.5559,59.6851,318923.0
2022-12-05,59.0822,59.0822,57.6851,58.2306,443611.0
2022-12-06,58.2306,58.5559,57.3693,58.1827,445449.0
2022-12-07,58.1157,58.7377,57.7712,58.0009,301216.0
2022-12-08,58.1444,58.5368,57.7712,58.4028,395188.0
2022-12-09,58.2593,58.7248,57.3693,57.5416,380181.0
2022-12-10,58.2593,58.7248,57.3693,57.5416,380181.0
2022-12-11,58.2593,58.7248,57.3693,57.5416,380181.0
2022-12-12,57.6468,57.8765,57.2545,57.8478,374614.0
2022-12-13,58.8239,59.1875,57.5798,58.0296,618556.0
2022-12-14,57.8573,59.4267,57.4171,58.355,442960.0
2022-12-15,57.8095,57.8095,56.4028,56.7664,379851.0
2022-12-16,56.4506,56.9004,55.9339,56.508,1358486.0
2022-12-17,56.4506,56.9004,55.9339,56.508,1358486.0
2022-12-18,56.4506,56.9004,55.9339,56.508,1358486.0
2022-12-19,56.6324,57.2162,56.0966,56.5272,342898.0
2022-12-20,56.642,57.0055,56.5463,56.5846,289126.0
2022-12-21,57.0248,57.8286,56.8908,57.6851,320665.0
2022-12-22,57.4363,57.5511,56.5607,57.2162,225584.0
2022-12-23,57.2832,57.8765,57.221,57.8286,252650.0
2022-12-24,57.2832,57.8765,57.221,57.8286,252650.0
2022-12-25,57.2832,57.8765,57.221,57.8286,252650.0
2022-12-26,57.2832,57.8765,57.221,57.8286,252650.0
2022-12-27,58.0487,58.4602,57.7617,58.3741,203915.0
2022-12-28,58.5655,58.8239,57.331,57.3789,212816.0
2022-12-29,57.5894,58.1636,57.2736,58.0296,291074.0
2022-12-30,57.953,58.1731,57.4746,58.0966,302175.0
2022-12-31,57.953,58.1731,57.4746,58.0966,302175.0
2023-01-01,57.953,58.1731,57.4746,58.0966,302175.0
2023-01-02,57.953,58.1731,57.4746,58.0966,302175.0
2023-01-03,58.0966,58.7186,57.1205,57.7329,300287.0
2023-01-04,58.3454,58.7282,57.5224,57.7808,441056.0
2023-01-05,57.3215,57.3502,56.154,56.3167,623275.0
2023-01-06,56.8334,57.5703,56.575,57.5511,451891.0
2023-01-07,56.8334,57.5703,56.575,57.5511,451891.0
2023-01-08,56.8334,57.5703,56.575,57.5511,451891.0
2023-01-09,57.9339,57.9339,56.6707,57.0057,590429.0
2023-01-10,56.7473,57.2736,56.0391,57.2066,443667.0
2023-01-11,57.5033,57.6564,56.8669,57.465,255816.0
2023-01-12,57.7617,58.5368,57.2545,58.5272,404988.0
2023-01-13,58.355,58.7473,57.7138,58.5559,323627.0
2023-01-14,58.355,58.7473,57.7138,58.5559,323627.0
2023-01-15,58.355,58.7473,57.7138,58.5559,323627.0
2023-01-16,58.355,58.7473,57.7138,58.5559,323627.0
2023-01-17,58.91,59.0153,57.6468,57.8286,452438.0
2023-01-18,57.9913,57.9913,56.6707,56.6803,262739.0
2023-01-19,56.4602,56.8238,55.819,55.8669,348802.0
2023-01-20,55.9243,56.709,55.7425,56.709,324346.0
2023-01-21,55.9243,56.709,55.7425,56.709,324346.0
2023-01-22,55.9243,56.709,55.7425,56.709,324346.0
2023-01-23,56.709,57.7521,56.3549,57.264,435305.0
2023-01-24,57.5033,57.8669,56.7377,57.3406,237256.0
2023-01-25,57.2449,58.2018,57.1061,58.154,420950.0
2023-01-26,58.1731,58.6038,57.5607,57.953,263434.0
2023-01-27,57.9148,58.219,57.6085,57.666,258207.0
2023-01-28,57.9148,58.219,57.6085,57.666,258207.0
2023-01-29,57.9148,58.219,57.6085,57.666,258207.0
2023-01-30,57.4554,58.1444,57.2066,57.2545,267960.0
2023-01-31,57.5703,58.4794,57.3884,58.4794,1296747.0
2023-02-01,58.02,58.9578,57.2258,58.5655,401113.0
2023-02-02,58.5655,59.5607,58.4602,59.4746,330139.0
2023-02-03,59.3119,59.6086,58.7999,59.2641,449744.0
2023-02-04,59.3119,59.6086,58.7999,59.2641,449744.0
2023-02-05,59.3119,59.6086,58.7999,59.2641,449744.0
2023-02-06,58.977,59.3311,58.4411,58.5846,317715.0
2023-02-07,58.0105,58.0105,57.1301,57.7425,426750.0
2023-02-08,57.3215,57.666,56.6994,57.0057,469550.0
2023-02-09,57.3023,59.044,56.9578,57.5894,668013.0
2023-02-10,57.3597,57.4349,56.221,56.9674,567222.0
2023-02-11,57.3597,57.4349,56.221,56.9674,567222.0
2023-02-12,57.3597,57.4349,56.221,56.9674,567222.0
2023-02-13,57.1779,58.1731,57.0152,57.9626,369216.0
2023-02-14,58.6229,58.94,57.8669,57.9052,467872.0
2023-02-15,57.6277,58.221,57.2353,57.9243,304978.0
2023-02-16,57.2927,58.0009,57.2449,57.9626,355986.0
2023-02-17,57.9913,58.6325,57.6755,58.4411,521047.0
2023-02-18,57.9913,58.6325,57.6755,58.4411,521047.0
2023-02-19,57.9913,58.6325,57.6755,58.4411,521047.0
2023-02-20,57.9913,58.6325,57.6755,58.4411,521047.0
2023-02-21,57.9877,58.1662,55.2962,55.5856,639758.0
2023-02-22,55.7014,56.3381,55.7014,55.7979,462396.0
2023-02-23,56.0873,56.9651,56.0873,56.7529,649606.0
2023-02-24,56.2995,57.0712,55.9634,56.9072,314169.0
2023-02-25,56.2995,57.0712,55.9634,56.9072,314169.0
2023-02-26,56.2995,57.0712,55.9634,56.9072,314169.0
2023-02-27,57.4764,57.8719,57.052,57.2642,295450.0
2023-02-28,57.1195,57.4957,56.9748,56.9748,616433.0
2023-03-01,56.7143,57.8912,56.4924,57.7851,519665.0
2023-03-02,57.5536,57.8623,57.3028,57.6115,389578.0
2023-03-03,57.8237,58.3736,57.3896,58.2289,312540.0
2023-03-04,57.8237,58.3736,57.3896,58.2289,312540.0
2023-03-05,57.8237,58.3736,57.3896,58.2289,312540.0
2023-03-06,58.0263,58.1057,56.6178,56.7336,391413.0
2023-03-07,56.7336,56.9941,56.2416,56.2513,261270.0
2023-03-08,56.2223,56.5696,55.9522,56.2416,301321.0
2023-03-09,56.3381,56.4924,55.4497,55.5277,406050.0
2023-03-10,55.4602,55.4602,53.6659,54.3605,469778.0
2023-03-11,55.4602,55.4602,53.6659,54.3605,469778.0
2023-03-12,55.4602,55.4602,53.6659,54.3605,469778.0
2023-03-13,53.9456,54.9972,53.6273,54.592,573956.0
2023-03-14,55.3348,56.0776,54.8717,55.6049,551780.0
2023-03-15,54.1482,54.6981,52.7494,53.1932,756356.0
2023-03-16,52.6626,53.9071,52.3256,53.4826,480404.0
2023-03-17,53.3765,53.3765,51.8812,52.1899,1665408.0
2023-03-18,53.3765,53.3765,51.8812,52.1899,1665408.0
2023-03-19,53.3765,53.3765,51.8812,52.1899,1665408.0
2023-03-20,53.3958,55.2383,53.3958,55.1322,615915.0
2023-03-21,55.9426,56.0969,54.3798,54.6692,473561.0
2023-03-22,55.875,57.515,55.2962,55.9136,889020.0
2023-03-23,55.8171,56.4153,55.2239,55.4892,450642.0
2023-03-24,55.1997,56.5889,54.6692,56.3381,535314.0
2023-03-25,55.1997,56.5889,54.6692,56.3381,535314.0
2023-03-26,55.1997,56.5889,54.6692,56.3381,535314.0
2023-03-27,56.6564,57.1195,56.2995,56.8494,432795.0
2023-03-28,56.7047,57.7562,56.6178,57.3124,344396.0
2023-03-29,57.7176,57.8816,57.1002,57.6115,393573.0
2023-03-30,57.9588,58.1131,57.6018,57.7369,246967.0
2023-03-31,58.0552,58.8752,57.7465,58.8463,488903.0
2023-04-01,58.0552,58.8752,57.7465,58.8463,488903.0
2023-04-02,58.0552,58.8752,57.7465,58.8463,488903.0
2023-04-03,58.7305,59.0633,58.3668,58.6051,343178.0
2023-04-04,58.5858,58.5858,57.2931,57.4957,268011.0
2023-04-05,57.3124,57.7562,57.1581,57.6983,357268.0
2023-04-06,57.8623,57.8623,57.351,57.5343,319025.0
2023-04-07,57.8623,57.8623,57.351,57.5343,319025.0
2023-04-08,57.8623,57.8623,57.351,57.5343,319025.0
2023-04-09,57.8623,57.8623,57.351,57.5343,319025.0
2023-04-10,57.3607,57.7948,57.1002,57.7658,293593.0
2023-04-11,58.0166,58.5279,57.9491,58.1324,213850.0
2023-04-12,58.3639,58.5135,57.9105,58.1324,323407.0
2023-04-13,58.1228,58.6148,57.5343,58.3446,279375.0
2023-04-14,58.1517,58.5665,58.0456,58.4122,284462.0
2023-04-15,58.1517,58.5665,58.0456,58.4122,284462.0
2023-04-16,58.1517,58.5665,58.0456,58.4122,284462.0
2023-04-17,58.5472,59.1164,58.253,59.0778,331536.0
2023-04-18,59.0585,59.3769,58.7016,59.2418,644183.0
2023-04-19,59.2611,60.0714,59.0633,59.9074,372410.0
2023-04-20,60.2258,60.9975,59.9557,60.1872,403010.0
2023-04-21,60.3416,60.3416,59.1743,59.6084,349364.0
2023-04-22,60.3416,60.3416,59.1743,59.6084,349364.0
2023-04-23,60.3416,60.3416,59.1743,59.6084,349364.0
2023-04-24,59.7242,59.8949,59.4058,59.6566,312048.0
2023-04-25,59.1067,59.4155,58.5762,58.6051,297675.0
2023-04-26,58.1131,58.5183,57.2352,57.3799,273202.0
2023-04-27,57.4378,57.679,56.5793,57.6404,376200.0
2023-04-28,57.7369,58.6244,57.6452,58.4797,974426.0
2023-04-29,57.7369,58.6244,57.6452,58.4797,974426.0
2023-04-30,57.7369,58.6244,57.6452,58.4797,974426.0
2023-05-01,58.5472,60.139,58.5472,59.9364,914141.0
2023-05-02,58.0938,59.155,56.6564,57.5054,925191.0
2023-05-03,57.5247,58.4426,57.3221,57.4571,546348.0
2023-05-04,57.3703,57.7755,57.1774,57.2545,403554.0
2023-05-05,57.7369,58.4411,57.7369,58.0263,499185.0
2023-05-06,57.7369,58.4411,57.7369,58.0263,499185.0
2023-05-07,57.7369,58.4411,57.7369,58.0263,499185.0
2023-05-08,58.1903,58.2771,57.4668,57.7369,522910.0
2023-05-09,57.5131,58.0482,56.8174,57.2115,402980.0
2023-05-10,57.445,57.6979,56.8709,57.552,284006.0
2023-05-11,57.2406,57.5228,57.0947,57.4839,225806.0
2023-05-12,57.6882,58.165,57.3671,58.0677,365671.0
2023-05-13,57.6882,58.165,57.3671,58.0677,365671.0
2023-05-14,57.6882,58.165,57.3671,58.0677,365671.0
2023-05-15,58.0871,58.2915,57.5423,57.912,380614.0
2023-05-16,57.8439,57.8439,56.9001,56.9293,455183.0
2023-05-17,57.0655,57.3078,56.686,57.0947,305810.0
2023-05-18,57.0363,57.9023,56.6471,57.8925,341191.0
2023-05-19,58.3693,58.4958,57.7661,58.0482,396613.0
2023-05-20,58.3693,58.4958,57.7661,58.0482,396613.0
2023-05-21,58.3693,58.4958,57.7661,58.0482,396613.0
2023-05-22,58.0677,58.6807,57.6688,58.6028,445617.0
2023-05-23,58.4861,59.7412,58.2282,59.1866,673563.0
2023-05-24,58.9434,59.0163,58.2234,58.4763,557245.0
2023-05-25,58.2039,58.6223,58.0288,58.3888,506996.0
2023-05-26,58.4958,59.6634,58.4569,59.0796,461577.0
2023-05-27,58.4958,59.6634,58.4569,59.0796,461577.0
2023-05-28,58.4958,59.6634,58.4569,59.0796,461577.0
2023-05-29,58.4958,59.6634,58.4569,59.0796,461577.0
2023-05-30,59.0115,60.0964,58.7926,59.6731,534638.0
2023-05-31,59.4688,59.7509,57.8439,58.2428,644122.0
2023-06-01,58.3109,58.3839,57.0752,57.6396,713579.0
2023-06-02,58.4082,60.5391,58.4082,60.0137,585470.0
2023-06-03,58.4082,60.5391,58.4082,60.0137,585470.0
2023-06-04,58.4082,60.5391,58.4082,60.0137,585470.0
2023-06-05,60.072,60.4174,59.3618,59.9261,380241.0
2023-06-06,60.1109,61.0742,59.8774,61.0353,356811.0
2023-06-07,61.4245,62.018,61.2591,61.7942,442958.0
2023-06-08,61.8623,61.8866,61.2785,61.6093,583873.0
2023-06-09,61.5315,61.872,60.8893,61.2396,786583.0
2023-06-10,61.5315,61.872,60.8893,61.2396,786583.0
2023-06-11,61.5315,61.872,60.8893,61.2396,786583.0
2023-06-12,61.045,61.0645,58.9336,59.3326,949053.0
2023-06-13,59.4396,60.3834,59.099,59.6245,845794.0
2023-06-14,59.8969,60.0623,57.9509,58.2136,697500.0
2023-06-15,58.1261,58.7488,57.5812,58.739,511822.0
2023-06-16,58.7099,59.0115,58.1066,59.0115,1314828.0
2023-06-17,58.7099,59.0115,58.1066,59.0115,1314828.0
2023-06-18,58.7099,59.0115,58.1066,59.0115,1314828.0
2023-06-19,58.7099,59.0115,58.1066,59.0115,1314828.0
2023-06-20,58.4082,58.598,57.4936,57.5034,727788.0
2023-06-21,57.1823,57.6396,56.5839,56.9974,576732.0
2023-06-22,57.1336,57.1336,55.9271,56.4233,550910.0
2023-06-23,55.9466,56.326,55.2704,55.7909,634654.0
2023-06-24,55.9466,56.326,55.2704,55.7909,634654.0
2023-06-25,55.9466,56.326,55.2704,55.7909,634654.0
2023-06-26,55.6839,56.5109,55.6839,56.1704,337005.0
2023-06-27,56.4623,57.0752,55.8201,56.8709,399562.0
2023-06-28,56.7833,56.8223,55.6887,56.4623,488281.0
2023-06-29,56.5304,57.3088,56.1606,57.2796,291062.0
2023-06-30,57.4644,57.8925,57.1774,57.4255,368638.0
2023-07-01,57.4644,57.8925,57.1774,57.4255,368638.0
2023-07-02,57.4644,57.8925,57.1774,57.4255,368638.0
2023-07-03,57.4061,58.2623,57.2893,58.1163,265491.0
2023-07-04,57.4061,58.2623,57.2893,58.1163,265491.0
2023-07-05,57.4644,57.6785,55.4309,55.499,472705.0
2023-07-06,54.8471,55.392,54.4871,55.3044,688130.0
2023-07-07,54.8958,55.9563,54.8763,55.5282,1173703.0
2023-07-08,54.8958,55.9563,54.8763,55.5282,1173703.0
2023-07-09,54.8958,55.9563,54.8763,55.5282,1173703.0
2023-07-10,55.1585,55.8044,54.5698,54.9931,603506.0
2023-07-11,55.1779,55.4698,54.8763,55.246,566687.0
2023-07-12,55.9368,56.2239,55.7325,56.1606,551324.0
2023-07-13,56.1412,56.3942,55.7325,56.3747,377620.0
2023-07-14,56.4525,56.6605,55.4893,56.2677,679569.0
2023-07-15,56.4525,56.6605,55.4893,56.2677,679569.0
2023-07-16,56.4525,56.6605,55.4893,56.2677,679569.0
2023-07-17,55.9077,56.3942,55.645,56.2093,640156.0
2023-07-18,56.0439,57.1433,56.0439,57.0169,623983.0
2023-07-19,57.046,57.3934,56.5887,56.8028,666296.0
2023-07-20,57.2212,57.3574,56.4671,56.8223,419398.0
2023-07-21,56.8223,57.0752,56.4817,56.7347,387968.0
2023-07-22,56.8223,57.0752,56.4817,56.7347,387968.0
2023-07-23,56.8223,57.0752,56.4817,56.7347,387968.0
2023-07-24,56.7347,57.0947,56.2969,56.6569,518299.0
2023-07-25,56.6374,57.7369,56.4623,57.5034,477125.0
2023-07-26,57.2698,57.479,56.7979,57.0752,556300.0
2023-07-27,57.5131,57.6396,56.8038,56.9488,453000.0
2023-07-28,57.4158,57.5909,56.7639,57.2796,619252.0
2023-07-29,57.4158,57.5909,56.7639,57.2796,619252.0
2023-07-30,57.4158,57.5909,56.7639,57.2796,619252.0
2023-07-31,57.552,57.7271,56.8612,57.0558,4316135.0
2023-08-01,56.2287,59.3326,55.7617,58.0969,1097073.0
2023-08-02,57.5812,57.5812,56.2009,56.5109,688330.0
2023-08-03,56.1217,56.8125,55.8317,56.2093,565221.0
2023-08-04,56.5304,56.7347,55.9466,56.1023,419376.0
2023-08-05,56.5304,56.7347,55.9466,56.1023,419376.0
2023-08-06,56.5304,56.7347,55.9466,56.1023,419376.0
2023-08-07,56.112,56.8271,56.112,56.2482,346630.0
2023-08-08,55.606,55.7666,55.1147,55.3725,432462.0
2023-08-09,55.343,55.7652,55.0976,55.5983,389943.0
2023-08-10,55.9321,56.2757,55.667,55.7848,378890.0
2023-08-11,55.4412,55.9027,55.4412,55.6278,269409.0
2023-08-12,55.4412,55.9027,55.4412,55.6278,269409.0
