,SON US Equity,SON US Equity,SON US Equity,SON US Equity,SON US Equity
2020-02-14,50.2112,50.5683,49.2183,49.4709,535782.0
2020-02-15,50.2112,50.5683,49.2183,49.4709,535782.0
2020-02-16,50.2112,50.5683,49.2183,49.4709,535782.0
2020-02-17,50.2112,50.5683,49.2183,49.4709,535782.0
2020-02-18,48.626,49.4534,48.5825,49.4186,433921.0
2020-02-19,49.4099,49.6102,49.1747,49.1921,307452.0
2020-02-20,49.1399,49.828,49.0615,49.6451,392384.0
2020-02-21,49.497,50.0588,49.1747,49.8018,513726.0
2020-02-22,49.497,50.0588,49.1747,49.8018,513726.0
2020-02-23,49.497,50.0588,49.1747,49.8018,513726.0
2020-02-24,48.8176,48.9788,47.4328,47.4502,867862.0
2020-02-25,47.4766,47.6057,45.6418,45.6769,690409.0
2020-02-26,46.0544,46.4503,45.1414,45.2643,663280.0
2020-02-27,44.6849,45.4003,43.7894,43.7894,865473.0
2020-02-28,42.692,43.2539,41.4805,42.3233,1245211.0
2020-02-29,42.692,43.2539,41.4805,42.3233,1245211.0
2020-03-01,42.692,43.2539,41.4805,42.3233,1245211.0
2020-03-02,42.6394,44.5971,41.7966,44.5093,1114214.0
2020-03-03,44.5444,46.1334,44.0967,44.3776,994759.0
2020-03-04,45.0711,45.9841,44.3864,45.8964,821651.0
2020-03-05,44.7463,44.9219,43.3768,44.1845,694665.0
2020-03-06,42.8149,44.5707,42.8149,44.4127,877185.0
2020-03-07,42.8149,44.5707,42.8149,44.4127,877185.0
2020-03-08,42.8149,44.5707,42.8149,44.4127,877185.0
2020-03-09,41.6298,42.6657,40.6202,42.0687,733170.0
2020-03-10,43.2188,44.5795,42.2706,44.5356,891157.0
2020-03-11,43.2276,43.7806,41.4103,41.858,831628.0
2020-03-12,39.0224,40.4973,37.1525,38.8644,750695.0
2020-03-13,41.0153,41.4279,38.5308,41.305,854746.0
2020-03-14,41.0153,41.4279,38.5308,41.305,854746.0
2020-03-15,41.0153,41.4279,38.5308,41.305,854746.0
2020-03-16,38.0743,40.9099,35.3089,36.1429,1351673.0
2020-03-17,37.0647,41.7176,36.8189,41.463,1030051.0
2020-03-18,38.9171,40.7255,34.9666,36.3536,858108.0
2020-03-19,36.3273,38.5528,34.9753,35.9849,914321.0
2020-03-20,36.3097,39.7423,35.2738,37.1086,1148163.0
2020-03-21,36.3097,39.7423,35.2738,37.1086,1148163.0
2020-03-22,36.3097,39.7423,35.2738,37.1086,1148163.0
2020-03-23,36.5819,37.0911,32.7455,33.2898,826950.0
2020-03-24,35.0456,37.2666,34.273,37.0296,506589.0
2020-03-25,37.0647,38.601,35.5723,36.4239,656396.0
2020-03-26,36.8453,39.2419,36.3975,38.6186,540381.0
2020-03-27,37.451,38.127,36.4063,37.2403,532453.0
2020-03-28,37.451,38.127,36.4063,37.2403,532453.0
2020-03-29,37.451,38.127,36.4063,37.2403,532453.0
2020-03-30,37.5125,41.5244,37.3544,41.1996,1100642.0
2020-03-31,40.7782,41.103,39.1717,40.6904,823350.0
2020-04-01,39.0488,41.024,38.8907,39.9267,711867.0
2020-04-02,39.4877,41.1469,39.4877,40.2603,453996.0
2020-04-03,39.9179,40.5763,38.2762,39.0137,577420.0
2020-04-04,39.9179,40.5763,38.2762,39.0137,577420.0
2020-04-05,39.9179,40.5763,38.2762,39.0137,577420.0
2020-04-06,40.6026,41.9897,40.0057,41.7966,758283.0
2020-04-07,42.7008,43.3944,41.3065,41.4191,547863.0
2020-04-08,41.5244,43.5831,41.0416,43.1749,437847.0
2020-04-09,43.6489,45.4398,43.6489,44.36,604500.0
2020-04-10,43.6489,45.4398,43.6489,44.36,604500.0
2020-04-11,43.6489,45.4398,43.6489,44.36,604500.0
2020-04-12,43.6489,45.4398,43.6489,44.36,604500.0
2020-04-13,43.9474,44.1757,42.7008,43.3417,302071.0
2020-04-14,44.0879,44.8165,43.7499,44.1932,452284.0
2020-04-15,43.0169,43.6402,42.2794,42.7359,608572.0
2020-04-16,44.2371,44.36,39.0927,41.8493,818911.0
2020-04-17,43.8948,44.044,42.9378,43.7631,617407.0
2020-04-18,43.8948,44.044,42.9378,43.7631,617407.0
2020-04-19,43.8948,44.044,42.9378,43.7631,617407.0
2020-04-20,42.7096,42.8852,41.1821,41.6122,672728.0
2020-04-21,40.9714,41.7088,40.4622,40.8397,489586.0
2020-04-22,42.2443,42.2443,40.9977,41.2962,356476.0
2020-04-23,41.542,42.2706,41.1294,41.1557,644079.0
2020-04-24,41.7615,41.8317,40.6641,41.2698,316530.0
2020-04-25,41.7615,41.8317,40.6641,41.2698,316530.0
2020-04-26,41.7615,41.8317,40.6641,41.2698,316530.0
2020-04-27,41.9195,42.9203,41.5244,42.6657,314100.0
2020-04-28,43.3505,43.9123,42.7447,43.3856,509748.0
2020-04-29,44.2459,44.5707,43.4558,44.4303,497546.0
2020-04-30,43.4382,43.8509,42.1741,42.8764,861452.0
2020-05-01,42.4023,42.8588,41.7615,42.8149,428497.0
2020-05-02,42.4023,42.8588,41.7615,42.8149,428497.0
2020-05-03,42.4023,42.8588,41.7615,42.8149,428497.0
2020-05-04,42.3058,42.771,41.5771,41.8844,382154.0
2020-05-05,42.2531,42.3878,41.3401,41.3401,452072.0
2020-05-06,41.6737,41.6781,40.5675,40.9362,373831.0
2020-05-07,41.5122,42.1192,41.2348,41.8046,525429.0
2020-05-08,42.6021,44.0375,42.3628,43.9666,370571.0
2020-05-09,42.6021,44.0375,42.3628,43.9666,370571.0
2020-05-10,42.6021,44.0375,42.3628,43.9666,370571.0
2020-05-11,43.3198,43.3198,42.1945,42.5666,603267.0
2020-05-12,42.6198,42.8324,41.0603,41.0869,369885.0
2020-05-13,40.7147,40.8122,38.8806,39.3679,539948.0
2020-05-14,38.5084,39.8996,37.5781,39.8907,607497.0
2020-05-15,39.5097,40.3958,39.0667,40.1654,1405257.0
2020-05-16,39.5097,40.3958,39.0667,40.1654,1405257.0
2020-05-17,39.5097,40.3958,39.0667,40.1654,1405257.0
2020-05-18,41.5654,43.1071,41.5476,42.7084,633267.0
2020-05-19,42.3717,43.2312,41.7071,41.7603,394554.0
2020-05-20,42.5135,43.0983,42.3097,42.4692,361348.0
2020-05-21,43.6919,44.3653,43.0761,43.6388,670662.0
2020-05-22,43.4261,43.6565,42.354,43.5413,357603.0
2020-05-23,43.4261,43.6565,42.354,43.5413,357603.0
2020-05-24,43.4261,43.6565,42.354,43.5413,357603.0
2020-05-25,43.4261,43.6565,42.354,43.5413,357603.0
2020-05-26,44.8261,45.9868,44.5869,45.6236,394367.0
2020-05-27,46.4742,47.1742,46.2084,46.5273,371959.0
2020-05-28,47.0678,47.0678,45.8628,46.297,311147.0
2020-05-29,46.0577,46.1463,45.1274,45.9071,455625.0
2020-05-30,46.0577,46.1463,45.1274,45.9071,455625.0
2020-05-31,46.0577,46.1463,45.1274,45.9071,455625.0
2020-06-01,46.0754,46.6071,45.7299,46.4476,321790.0
2020-06-02,46.6159,47.1299,46.359,46.6159,370998.0
2020-06-03,47.3159,48.3526,47.3159,48.2818,365233.0
2020-06-04,47.7944,48.3438,47.3868,48.2906,425143.0
2020-06-05,49.2298,49.859,48.5564,48.6805,420302.0
2020-06-06,49.2298,49.859,48.5564,48.6805,420302.0
2020-06-07,49.2298,49.859,48.5564,48.6805,420302.0
2020-06-08,48.9197,49.5311,48.6539,49.2298,378658.0
2020-06-09,48.521,49.1855,47.9176,48.7425,359208.0
2020-06-10,48.5653,48.6007,47.2008,47.3248,318959.0
2020-06-11,45.7299,45.9957,43.1071,43.2932,423222.0
2020-06-12,44.8261,45.0919,42.673,44.0818,659631.0
2020-06-13,44.8261,45.0919,42.673,44.0818,659631.0
2020-06-14,44.8261,45.0919,42.673,44.0818,659631.0
2020-06-15,42.6995,45.2603,42.3806,44.5248,399811.0
2020-06-16,46.1729,46.7622,44.959,44.959,441447.0
2020-06-17,45.34,46.3235,44.5957,45.597,708316.0
2020-06-18,45.1539,45.9603,45.1539,45.5084,487959.0
2020-06-19,45.916,46.3457,45.3932,46.2261,1489905.0
2020-06-20,45.916,46.3457,45.3932,46.2261,1489905.0
2020-06-21,45.916,46.3457,45.3932,46.2261,1489905.0
2020-06-22,45.8628,45.8628,45.021,45.4286,436875.0
2020-06-23,45.8894,45.978,45.2736,45.6236,452600.0
2020-06-24,45.1008,45.1406,44.0907,44.1084,351154.0
2020-06-25,43.9223,44.835,43.3198,44.7995,372834.0
2020-06-26,44.5514,45.1628,43.9578,44.1527,668500.0
2020-06-27,44.5514,45.1628,43.9578,44.1527,668500.0
2020-06-28,44.5514,45.1628,43.9578,44.1527,668500.0
2020-06-29,44.3033,46.2438,44.3033,45.9337,337844.0
2020-06-30,45.659,46.5805,45.4729,46.3324,457773.0
2020-07-01,46.3324,46.5096,45.3843,45.9603,270764.0
2020-07-02,46.7666,47.2096,46.4387,46.8109,275755.0
2020-07-03,46.7666,47.2096,46.4387,46.8109,275755.0
2020-07-04,46.7666,47.2096,46.4387,46.8109,275755.0
2020-07-05,46.7666,47.2096,46.4387,46.8109,275755.0
2020-07-06,47.8476,47.8476,46.5096,46.7843,376315.0
2020-07-07,46.3058,46.6425,45.9603,46.04,259042.0
2020-07-08,45.9514,46.0843,44.9856,45.2514,325499.0
2020-07-09,45.2603,45.278,43.7362,44.2679,482476.0
2020-07-10,44.4894,45.6501,44.3299,45.6058,333317.0
2020-07-11,44.4894,45.6501,44.3299,45.6058,333317.0
2020-07-12,44.4894,45.6501,44.3299,45.6058,333317.0
2020-07-13,46.0223,46.0932,45.2868,45.402,480319.0
2020-07-14,45.3843,46.3944,45.2297,46.3767,733079.0
2020-07-15,47.5197,47.945,46.8729,47.4754,404632.0
2020-07-16,47.5729,48.0381,45.2514,47.7944,834237.0
2020-07-17,48.1488,49.0172,47.9805,48.4678,513787.0
2020-07-18,48.1488,49.0172,47.9805,48.4678,513787.0
2020-07-19,48.1488,49.0172,47.9805,48.4678,513787.0
2020-07-20,48.2729,48.4678,46.5628,47.2716,607718.0
2020-07-21,47.44,47.6615,46.9881,47.4223,441362.0
2020-07-22,47.3159,48.2109,47.2008,47.8121,435947.0
2020-07-23,47.5906,48.2906,47.3514,47.5286,302648.0
2020-07-24,47.821,47.883,47.3602,47.5906,288226.0
2020-07-25,47.821,47.883,47.3602,47.5906,288226.0
2020-07-26,47.821,47.883,47.3602,47.5906,288226.0
2020-07-27,47.9273,48.1843,47.3957,47.6172,415377.0
2020-07-28,48.2906,48.3349,47.2894,47.378,328037.0
2020-07-29,47.4932,48.1311,47.2362,48.0514,314583.0
2020-07-30,47.5286,47.6261,46.359,46.5185,472746.0
2020-07-31,46.3413,46.3413,45.021,45.8451,859045.0
2020-08-01,46.3413,46.3413,45.021,45.8451,859045.0
2020-08-02,46.3413,46.3413,45.021,45.8451,859045.0
2020-08-03,46.2084,46.7489,45.6324,46.3147,556928.0
2020-08-04,45.2425,46.3147,45.2425,46.2084,422760.0
2020-08-05,46.5096,47.183,46.5096,46.8552,379130.0
2020-08-06,46.7311,47.4577,46.6159,46.6868,400862.0
2020-08-07,46.4724,47.473,46.2491,47.4551,337192.0
2020-08-08,46.4724,47.473,46.2491,47.4551,337192.0
2020-08-09,46.4724,47.473,46.2491,47.4551,337192.0
2020-08-10,47.7946,48.0358,47.4523,47.6963,195572.0
2020-08-11,48.5182,49.0632,48.3485,48.3753,321162.0
2020-08-12,48.822,49.0006,48.4646,48.947,329992.0
2020-08-13,48.5629,48.9828,48.382,48.6969,381217.0
2020-08-14,48.3127,49.7064,48.2145,49.2508,416336.0
2020-08-15,48.3127,49.7064,48.2145,49.2508,416336.0
2020-08-16,48.3127,49.7064,48.2145,49.2508,416336.0
2020-08-17,49.2508,49.9208,49.1614,49.224,375748.0
2020-08-18,48.9917,49.2597,48.1966,48.2502,234921.0
2020-08-19,48.4199,48.7505,48.1251,48.3217,338768.0
2020-08-20,47.8303,48.009,47.3301,47.5266,248017.0
2020-08-21,47.3211,47.4998,46.9638,47.4462,360644.0
2020-08-22,47.3211,47.4998,46.9638,47.4462,360644.0
2020-08-23,47.3211,47.4998,46.9638,47.4462,360644.0
2020-08-24,47.8214,48.7684,47.8035,48.6254,287499.0
2020-08-25,49.0542,49.0542,48.0001,48.0269,214821.0
2020-08-26,47.9018,48.143,47.3926,48.009,370229.0
2020-08-27,48.2234,48.5272,47.6483,47.9733,325366.0
2020-08-28,47.9018,48.0386,47.3971,47.9643,237748.0
2020-08-29,47.9018,48.0386,47.3971,47.9643,237748.0
2020-08-30,47.9018,48.0386,47.3971,47.9643,237748.0
2020-08-31,47.875,47.8839,47.3479,47.3747,333290.0
2020-09-01,47.2586,48.2502,46.8744,48.2055,199163.0
2020-09-02,48.1698,49.2954,48.0447,49.1525,242319.0
2020-09-03,49.2954,49.4205,48.0447,48.3306,338133.0
2020-09-04,49.0989,49.1882,47.875,48.8041,329795.0
2020-09-05,49.0989,49.1882,47.875,48.8041,329795.0
2020-09-06,49.0989,49.1882,47.875,48.8041,329795.0
2020-09-07,49.0989,49.1882,47.875,48.8041,329795.0
2020-09-08,48.5808,48.7594,47.0263,47.1335,420880.0
2020-09-09,47.2943,48.3574,47.2943,47.8482,388132.0
2020-09-10,47.875,48.4021,47.473,47.473,342719.0
2020-09-11,47.4283,48.1341,47.3926,47.7857,236645.0
2020-09-12,47.4283,48.1341,47.3926,47.7857,236645.0
2020-09-13,47.4283,48.1341,47.3926,47.7857,236645.0
2020-09-14,48.2502,48.6254,48.0626,48.2591,269253.0
2020-09-15,48.554,48.7621,48.3347,48.4378,434413.0
2020-09-16,48.5182,48.6344,47.6785,47.8125,413547.0
2020-09-17,47.0888,47.3747,46.0972,47.3301,610968.0
2020-09-18,47.5355,47.8795,46.4992,46.6332,869212.0
2020-09-19,47.5355,47.8795,46.4992,46.6332,869212.0
2020-09-20,47.5355,47.8795,46.4992,46.6332,869212.0
2020-09-21,45.7399,45.9096,44.4088,44.9269,462895.0
2020-09-22,44.6857,45.1771,44.3016,44.3909,456119.0
2020-09-23,44.3194,45.0788,43.5065,43.5065,570906.0
2020-09-24,43.569,44.4088,43.1938,43.8192,340584.0
2020-09-25,43.3993,45.1306,43.3189,44.918,340719.0
2020-09-26,43.3993,45.1306,43.3189,44.918,340719.0
2020-09-27,43.3993,45.1306,43.3189,44.918,340719.0
2020-09-28,45.454,45.7756,44.7929,45.5701,397807.0
2020-09-29,45.8113,45.8113,44.9269,45.1324,227539.0
2020-09-30,45.4004,46.007,45.3021,45.6237,394651.0
2020-10-01,45.7577,46.2134,45.4719,46.0794,412130.0
2020-10-02,45.4272,46.7762,45.186,46.3384,239578.0
2020-10-03,45.4272,46.7762,45.186,46.3384,239578.0
2020-10-04,45.4272,46.7762,45.186,46.3384,239578.0
2020-10-05,46.9012,47.1564,46.4501,46.928,323723.0
2020-10-06,47.4105,47.6517,46.5975,46.66,321727.0
2020-10-07,47.1156,47.5713,46.9638,47.2765,286268.0
2020-10-08,47.3479,47.54,46.937,47.3747,334801.0
2020-10-09,47.9107,48.4289,47.3569,47.4819,418333.0
2020-10-10,47.9107,48.4289,47.3569,47.4819,418333.0
2020-10-11,47.9107,48.4289,47.3569,47.4819,418333.0
2020-10-12,47.741,48.7594,47.6338,48.0626,273936.0
2020-10-13,48.0805,48.277,47.6427,47.9643,272757.0
2020-10-14,48.2502,48.5986,48.0403,48.4825,303942.0
2020-10-15,47.9465,49.9565,47.7499,49.7243,786144.0
2020-10-16,49.8583,50.0101,49.4026,49.4652,366409.0
2020-10-17,49.8583,50.0101,49.4026,49.4652,366409.0
2020-10-18,49.8583,50.0101,49.4026,49.4652,366409.0
2020-10-19,49.6796,49.8543,48.8354,48.8934,330082.0
2020-10-20,49.2686,49.6885,48.8443,49.2418,387470.0
2020-10-21,49.2061,49.9208,49.0274,49.6438,468102.0
2020-10-22,48.2859,48.6701,47.1603,47.7946,738506.0
2020-10-23,46.9816,48.1698,46.9816,47.5355,774808.0
2020-10-24,46.9816,48.1698,46.9816,47.5355,774808.0
2020-10-25,46.9816,48.1698,46.9816,47.5355,774808.0
2020-10-26,46.9102,47.3211,45.8024,46.0883,544615.0
2020-10-27,46.0436,46.2,45.0341,45.0877,574726.0
2020-10-28,44.248,44.784,43.6137,43.6762,597754.0
2020-10-29,43.6048,44.6053,43.0598,44.4356,512140.0
2020-10-30,44.239,44.8197,43.4618,43.6762,1042564.0
2020-10-31,44.239,44.8197,43.4618,43.6762,1042564.0
2020-11-01,44.239,44.8197,43.4618,43.6762,1042564.0
2020-11-02,44.3373,45.4183,44.3373,45.4093,480412.0
2020-11-03,46.267,47.3479,46.0794,47.1424,390309.0
2020-11-04,46.4814,46.8923,45.5969,46.1419,313544.0
2020-11-05,46.7136,47.6963,46.66,47.2943,230546.0
2020-11-06,47.5087,47.6606,46.9682,47.4283,231774.0
2020-11-07,47.5087,47.6606,46.9682,47.4283,231774.0
2020-11-08,47.5087,47.6606,46.9682,47.4283,231774.0
2020-11-09,50.2924,51.4992,49.0225,49.3737,856284.0
2020-11-10,49.5719,51.5398,49.5088,51.5173,620304.0
2020-11-11,51.9135,51.9135,49.8601,50.1933,666243.0
2020-11-12,49.5448,49.779,48.6622,49.1125,429748.0
2020-11-13,49.734,50.7697,49.3647,50.6166,371592.0
2020-11-14,49.734,50.7697,49.3647,50.6166,371592.0
2020-11-15,49.734,50.7697,49.3647,50.6166,371592.0
2020-11-16,51.9045,52.1027,50.4275,51.3101,586469.0
2020-11-17,51.0129,52.3909,51.0129,51.9856,424161.0
2020-11-18,52.1207,52.1747,51.3461,51.5353,374930.0
2020-11-19,51.3371,52.0216,50.9228,51.9226,442933.0
2020-11-20,51.8865,52.3549,51.3191,51.7064,358758.0
2020-11-21,51.8865,52.3549,51.3191,51.7064,358758.0
2020-11-22,51.8865,52.3549,51.3191,51.7064,358758.0
2020-11-23,52.2828,52.553,51.6794,51.7424,390972.0
2020-11-24,52.607,53.4492,52.3729,53.3096,485290.0
2020-11-25,52.9493,53.5167,52.517,53.0394,452364.0
2020-11-26,52.9493,53.5167,52.517,53.0394,452364.0
2020-11-27,53.1114,53.2105,52.6701,53.1024,97940.0
2020-11-28,53.1114,53.2105,52.6701,53.1024,97940.0
2020-11-29,53.1114,53.2105,52.6701,53.1024,97940.0
2020-11-30,52.6431,53.2375,52.1747,52.2918,434033.0
2020-12-01,53.0123,53.1224,52.49,53.0304,288157.0
2020-12-02,52.8502,53.4762,52.526,52.6881,447170.0
2020-12-03,52.8322,53.1519,52.4629,52.8322,605834.0
2020-12-04,53.0934,54.2192,53.0934,54.2102,341254.0
2020-12-05,53.0934,54.2192,53.0934,54.2102,341254.0
2020-12-06,53.0934,54.2192,53.0934,54.2102,341254.0
2020-12-07,54.2823,54.3993,53.7869,54.2372,418683.0
2020-12-08,53.7509,54.7866,53.7509,54.7416,278051.0
2020-12-09,54.7326,55.6693,54.6785,55.6062,512176.0
2020-12-10,55.1739,55.8674,55.0388,55.5522,681215.0
2020-12-11,55.2369,55.8584,54.8767,55.1739,806561.0
2020-12-12,55.2369,55.8584,54.8767,55.1739,806561.0
2020-12-13,55.2369,55.8584,54.8767,55.1739,806561.0
2020-12-14,55.8044,55.9575,53.859,53.868,447074.0
2020-12-15,54.2192,54.7506,53.8319,54.1742,402410.0
2020-12-16,54.3723,54.6335,53.7419,54.0031,420909.0
2020-12-17,54.0661,54.2462,53.7329,53.985,463681.0
2020-12-18,54.3273,54.5434,53.6518,53.931,988188.0
2020-12-19,54.3273,54.5434,53.6518,53.931,988188.0
2020-12-20,54.3273,54.5434,53.6518,53.931,988188.0
2020-12-21,52.9763,53.6248,52.3226,53.4987,429201.0
2020-12-22,53.3816,53.4897,52.7693,53.4537,379722.0
2020-12-23,53.5707,54.3453,53.2105,53.4176,516028.0
2020-12-24,53.6698,53.6698,52.9853,53.5257,146525.0
2020-12-25,53.6698,53.6698,52.9853,53.5257,146525.0
2020-12-26,53.6698,53.6698,52.9853,53.5257,146525.0
2020-12-27,53.6698,53.6698,52.9853,53.5257,146525.0
2020-12-28,53.8409,53.8409,53.251,53.5437,230333.0
2020-12-29,53.7419,53.868,52.8412,52.9133,259669.0
2020-12-30,53.0033,53.8184,52.9587,53.5617,212386.0
2020-12-31,53.5077,53.7027,52.7602,53.3636,358339.0
2021-01-01,53.5077,53.7027,52.7602,53.3636,358339.0
2021-01-02,53.5077,53.7027,52.7602,53.3636,358339.0
2021-01-03,53.5077,53.7027,52.7602,53.3636,358339.0
2021-01-04,53.3366,53.6338,52.1027,52.598,416243.0
2021-01-05,52.6341,53.4176,52.6341,53.0484,320676.0
2021-01-06,54.0301,55.7413,53.985,55.1289,510250.0
2021-01-07,55.291,55.7503,54.9487,55.4711,544720.0
2021-01-08,55.4441,55.5882,53.5798,54.4354,534846.0
2021-01-09,55.4441,55.5882,53.5798,54.4354,534846.0
2021-01-10,55.4441,55.5882,53.5798,54.4354,534846.0
2021-01-11,54.0031,55.4261,54.0031,55.1379,299988.0
2021-01-12,55.273,55.7683,54.6876,55.4891,309467.0
2021-01-13,55.354,55.354,53.904,54.6966,246012.0
2021-01-14,54.8587,54.9668,54.0931,54.3093,258882.0
2021-01-15,53.886,54.3903,53.1925,54.0571,295750.0
2021-01-16,53.886,54.3903,53.1925,54.0571,295750.0
2021-01-17,53.886,54.3903,53.1925,54.0571,295750.0
2021-01-18,53.886,54.3903,53.1925,54.0571,295750.0
2021-01-19,54.6695,54.7686,53.8229,54.1382,445574.0
2021-01-20,54.6155,55.5702,54.2733,55.4891,482887.0
2021-01-21,55.336,55.6551,54.629,54.8587,319742.0
2021-01-22,54.4534,54.8136,53.7599,54.5344,266930.0
2021-01-23,54.4534,54.8136,53.7599,54.5344,266930.0
2021-01-24,54.4534,54.8136,53.7599,54.5344,266930.0
2021-01-25,54.6425,55.5702,54.4264,55.1469,404150.0
2021-01-26,53.7419,54.5344,53.7239,54.0031,349105.0
2021-01-27,53.1925,53.5077,51.9406,52.0126,500109.0
2021-01-28,52.508,52.8682,52.1117,52.6971,441199.0
2021-01-29,52.4539,52.8862,51.8415,52.1567,849374.0
2021-01-30,52.4539,52.8862,51.8415,52.1567,849374.0
2021-01-31,52.4539,52.8862,51.8415,52.1567,849374.0
2021-02-01,52.8502,52.8502,51.5263,52.4449,407972.0
2021-02-02,52.7602,53.895,52.1477,52.8862,304630.0
2021-02-03,52.7782,52.9133,52.0667,52.6791,299824.0
2021-02-04,52.8142,53.0844,51.9361,52.553,456081.0
2021-02-05,52.9043,53.949,52.598,53.868,368590.0
2021-02-06,52.9043,53.949,52.598,53.868,368590.0
2021-02-07,52.9043,53.949,52.598,53.868,368590.0
2021-02-08,54.1652,54.4624,53.8139,54.4624,341231.0
2021-02-09,54.5254,55.0979,54.2012,54.6425,601040.0
2021-02-10,55.5792,56.0295,55.0137,55.2279,408957.0
2021-02-11,54.9037,54.9848,51.9857,53.6158,673787.0
2021-02-12,53.4176,54.4354,53.4176,53.6968,514945.0
2021-02-13,53.4176,54.4354,53.4176,53.6968,514945.0
2021-02-14,53.4176,54.4354,53.4176,53.6968,514945.0
2021-02-15,53.4176,54.4354,53.4176,53.6968,514945.0
2021-02-16,53.886,53.949,52.8682,53.5437,393244.0
2021-02-17,53.1925,54.1562,53.1835,53.4987,360911.0
2021-02-18,53.4537,53.7869,53.3456,53.3996,397546.0
2021-02-19,53.5888,54.5254,53.2915,54.3723,413716.0
2021-02-20,53.5888,54.5254,53.2915,54.3723,413716.0
2021-02-21,53.5888,54.5254,53.2915,54.3723,413716.0
2021-02-22,54.1742,55.7323,54.0931,55.345,564270.0
2021-02-23,55.3269,55.5991,54.0748,54.9912,290391.0
2021-02-24,55.1363,55.2997,54.7099,55.0275,289418.0
2021-02-25,54.846,55.277,54.4831,55.1636,529402.0
2021-02-26,55.1363,55.2452,54.0431,54.0476,433260.0
2021-02-27,55.1363,55.2452,54.0431,54.0476,433260.0
2021-02-28,55.1363,55.2452,54.0431,54.0476,433260.0
2021-03-01,54.6373,55.6172,54.6373,55.3995,367722.0
2021-03-02,55.2543,56.0436,54.9821,55.7079,445995.0
2021-03-03,55.7624,56.216,55.0547,55.5991,433842.0
2021-03-04,55.4267,55.7352,53.9206,54.7008,430846.0
2021-03-05,55.0456,56.4701,54.474,56.4519,542736.0
2021-03-06,55.0456,56.4701,54.474,56.4519,542736.0
2021-03-07,55.0456,56.4701,54.474,56.4519,542736.0
2021-03-08,56.8965,58.1849,56.4429,57.4772,628052.0
2021-03-09,57.4409,58.4117,56.4973,56.4973,561596.0
2021-03-10,56.5064,57.0054,56.0255,56.8784,522426.0
2021-03-11,56.6515,56.9872,55.6807,56.1888,475395.0
2021-03-12,56.4156,57.4227,56.4156,57.0054,489296.0
2021-03-13,56.4156,57.4227,56.4156,57.0054,489296.0
2021-03-14,56.4156,57.4227,56.4156,57.0054,489296.0
