,MMM US Equity,MMM US Equity,MMM US Equity,MMM US Equity,MMM US Equity
2019-02-23,140.702,141.982,140.282,141.772,1534158.0
2019-02-24,140.702,141.982,140.282,141.772,1534158.0
2019-02-25,142.53,143.126,142.442,142.605,2183547.0
2019-02-26,142.605,143.289,141.785,141.792,1671310.0
2019-02-27,141.941,142.002,140.966,141.555,1540585.0
2019-02-28,141.569,141.569,140.153,140.444,2121733.0
2019-03-01,141.406,142.049,140.113,140.512,1754444.0
2019-03-02,141.406,142.049,140.113,140.512,1754444.0
2019-03-03,141.406,142.049,140.113,140.512,1754444.0
2019-03-04,141.528,142.198,139.326,140.085,1990128.0
2019-03-05,139.219,140.35,138.04,138.04,2744490.0
2019-03-06,138.643,138.684,137.309,137.336,1825348.0
2019-03-07,137.173,137.173,134.424,135.345,3339599.0
2019-03-08,134.343,136.232,134.085,136.043,1724488.0
2019-03-09,134.343,136.232,134.085,136.043,1724488.0
2019-03-10,134.343,136.232,134.085,136.043,1724488.0
2019-03-11,136.713,140.289,136.564,140.248,2385314.0
2019-03-12,140.749,141.122,139.08,139.368,2115092.0
2019-03-13,140.065,140.383,139.252,139.95,2036665.0
2019-03-14,139.977,140.485,139.32,140.438,1793356.0
2019-03-15,141.128,141.304,140.038,140.912,4394759.0
2019-03-16,141.128,141.304,140.038,140.912,4394759.0
2019-03-17,141.128,141.304,140.038,140.912,4394759.0
2019-03-18,141.155,141.264,139.24,141.189,1843555.0
2019-03-19,141.602,142.578,141.071,141.548,2351597.0
2019-03-20,141.535,142.557,140.377,141.061,1734653.0
2019-03-21,140.045,142.32,139.483,141.948,2288068.0
2019-03-22,141.054,141.189,138.467,138.596,2716057.0
2019-03-23,141.054,141.189,138.467,138.596,2716057.0
2019-03-24,141.054,141.189,138.467,138.596,2716057.0
2019-03-25,137.783,139.144,136.964,137.614,2020649.0
2019-03-26,138.826,140.614,138.67,140.343,1895577.0
2019-03-27,140.451,140.818,138.913,140.289,2003968.0
2019-03-28,140.857,141.359,139.936,141.216,1670590.0
2019-03-29,141.731,141.87,139.638,140.708,2858396.0
2019-03-30,141.731,141.87,139.638,140.708,2858396.0
2019-03-31,141.731,141.87,139.638,140.708,2858396.0
2019-04-01,142.137,143.83,141.707,143.526,2588445.0
2019-04-02,143.729,144.04,142.891,143.654,1413493.0
2019-04-03,144.21,144.873,143.864,144.331,1569956.0
2019-04-04,144.582,145.781,143.786,145.618,1560926.0
2019-04-05,146.194,146.607,145.462,145.876,1391097.0
2019-04-06,146.194,146.607,145.462,145.876,1391097.0
2019-04-07,146.194,146.607,145.462,145.876,1391097.0
2019-04-08,145.401,145.645,144.562,145.611,1130042.0
2019-04-09,145.205,145.307,143.444,143.539,1516450.0
2019-04-10,143.851,144.047,142.699,143.641,1348780.0
2019-04-11,143.37,144.724,143.187,144.602,1181248.0
2019-04-12,145.666,147.284,145.158,147.237,1922409.0
2019-04-13,145.666,147.284,145.158,147.237,1922409.0
2019-04-14,145.666,147.284,145.158,147.237,1922409.0
2019-04-15,146.844,147.196,145.53,146.16,1483313.0
2019-04-16,146.675,147.406,145.923,146.885,1549643.0
2019-04-17,147.379,148.53,147.071,147.386,1977615.0
2019-04-18,147.616,148.76,147.372,148.225,1780159.0
2019-04-19,147.616,148.76,147.372,148.225,1780159.0
2019-04-20,147.616,148.76,147.372,148.225,1780159.0
2019-04-21,147.616,148.76,147.372,148.225,1780159.0
2019-04-22,147.155,148.578,147.135,147.995,1403478.0
2019-04-23,147.636,148.679,147.074,148.645,1561876.0
2019-04-24,148.307,148.815,147.697,148.361,2048899.0
2019-04-25,133.774,134.736,128.397,129.155,14646157.0
2019-04-26,129.027,130.192,128.234,129.799,4491273.0
2019-04-27,129.027,130.192,128.234,129.799,4491273.0
2019-04-28,129.027,130.192,128.234,129.799,4491273.0
2019-04-29,129.697,130.151,128.499,128.81,3803436.0
2019-04-30,129.25,129.25,126.33,128.336,4540971.0
2019-05-01,128.322,128.471,125.905,126.006,3818525.0
2019-05-02,124.943,126.298,124.185,125.113,5654907.0
2019-05-03,125.83,126.423,124.665,125.431,4747767.0
2019-05-04,125.83,126.423,124.665,125.431,4747767.0
2019-05-05,125.83,126.423,124.665,125.431,4747767.0
2019-05-06,123.277,123.999,121.984,123.955,6517556.0
2019-05-07,123.122,123.183,120.413,121.3,5415556.0
2019-05-08,121.564,122.251,120.88,120.941,2990518.0
2019-05-09,120.067,120.135,117.955,118.699,5098235.0
2019-05-10,118.523,119.411,117.162,119.092,5012341.0
2019-05-11,118.523,119.411,117.162,119.092,5012341.0
2019-05-12,118.523,119.411,117.162,119.092,5012341.0
2019-05-13,117.789,118.225,117.013,117.88,5916911.0
2019-05-14,118.368,119.844,118.178,118.652,4013992.0
2019-05-15,117.846,118.95,117.596,117.914,3015543.0
2019-05-16,118.097,118.097,116.045,116.35,4039493.0
2019-05-17,115.124,115.3,114.061,114.508,4595046.0
2019-05-18,115.124,115.3,114.061,114.508,4595046.0
2019-05-19,115.124,115.3,114.061,114.508,4595046.0
2019-05-20,113.742,113.742,112.151,112.584,4374976.0
2019-05-21,113.099,113.377,112.537,113.295,4148575.0
2019-05-22,113.383,115.639,112.727,114.948,4504159.0
2019-05-23,114.456,114.948,112.414,113.288,3830288.0
2019-05-24,113.609,114.347,112.913,113.438,2366928.0
2019-05-25,113.609,114.347,112.913,113.438,2366928.0
2019-05-26,113.609,114.347,112.913,113.438,2366928.0
2019-05-27,113.609,114.347,112.913,113.438,2366928.0
2019-05-28,113.923,114.053,111.567,111.567,4875105.0
2019-05-29,111.335,111.874,109.621,110.235,3669087.0
2019-05-30,110.235,110.829,109.279,109.675,2478748.0
2019-05-31,109.163,109.784,109.026,109.108,3521955.0
2019-06-01,109.163,109.784,109.026,109.108,3521955.0
2019-06-02,109.163,109.784,109.026,109.108,3521955.0
2019-06-03,109.108,110.304,108.815,109.306,3726881.0
2019-06-04,110.461,112.755,110.358,112.209,3747008.0
2019-06-05,112.79,113.261,111.246,111.909,3161679.0
2019-06-06,112.011,113.616,110.959,112.503,3581835.0
2019-06-07,113.076,114.121,112.448,113.794,2017674.0
2019-06-08,113.076,114.121,112.448,113.794,2017674.0
2019-06-09,113.076,114.121,112.448,113.794,2017674.0
2019-06-10,114.818,116.259,114.654,114.941,2257636.0
2019-06-11,116.047,116.355,115.084,115.364,2227253.0
2019-06-12,116.02,116.211,115.146,115.433,2166416.0
2019-06-13,115.672,116.041,114.654,115.324,2141467.0
2019-06-14,114.907,114.914,113.411,113.848,2719182.0
2019-06-15,114.907,114.914,113.411,113.848,2719182.0
2019-06-16,114.907,114.914,113.411,113.848,2719182.0
2019-06-17,114.128,114.354,113.689,113.91,1783368.0
2019-06-18,114.641,117.657,114.449,117.379,3623040.0
2019-06-19,117.393,118.028,116.478,116.621,2777447.0
2019-06-20,118.069,119.032,117.27,118.8,3064186.0
2019-06-21,118.67,119.223,117.905,118.397,4880902.0
2019-06-22,118.67,119.223,117.905,118.397,4880902.0
2019-06-23,118.67,119.223,117.905,118.397,4880902.0
2019-06-24,118.397,119.073,118.39,118.417,2711904.0
2019-06-25,118.329,118.424,116.98,117.495,2733265.0
2019-06-26,117.714,118.322,117.283,117.393,1812226.0
2019-06-27,117.823,118.015,116.553,117.133,1718539.0
2019-06-28,117.372,119.094,117.318,118.39,3600970.0
2019-06-29,117.372,119.094,117.318,118.39,3600970.0
2019-06-30,117.372,119.094,117.318,118.39,3600970.0
2019-07-01,119.838,120.057,118.513,119.189,2107994.0
2019-07-02,119.592,119.592,118.206,118.855,1555476.0
2019-07-03,118.957,119.551,118.11,119.51,1170675.0
2019-07-04,118.957,119.551,118.11,119.51,1170675.0
2019-07-05,118.158,118.349,115.921,117.475,1740696.0
2019-07-06,118.158,118.349,115.921,117.475,1740696.0
2019-07-07,118.158,118.349,115.921,117.475,1740696.0
2019-07-08,116.054,116.437,115.269,115.556,2285513.0
2019-07-09,113.937,114.367,112.209,113.172,4536143.0
2019-07-10,113.507,114.275,113.08,113.172,2661694.0
2019-07-11,113.582,115.487,113.288,115.453,2815142.0
2019-07-12,116.177,118.404,115.594,118.39,3160670.0
2019-07-13,116.177,118.404,115.594,118.39,3160670.0
2019-07-14,116.177,118.404,115.594,118.39,3160670.0
2019-07-15,118.417,119.012,116.935,118.049,2187533.0
2019-07-16,117.987,121.061,117.967,120.542,3918853.0
2019-07-17,120.446,120.542,118.909,119.299,2947472.0
2019-07-18,119.128,119.62,117.748,118.199,2223279.0
2019-07-19,118.165,118.834,117.618,117.892,2360660.0
2019-07-20,118.165,118.834,117.618,117.892,2360660.0
2019-07-21,118.165,118.834,117.618,117.892,2360660.0
2019-07-22,118.028,119.667,117.564,119.278,2004610.0
2019-07-23,120.207,121.587,119.968,121.245,2360731.0
2019-07-24,120.842,123.137,120.384,122.543,3532346.0
2019-07-25,127.727,128.212,120.658,121.662,7362223.0
2019-07-26,121.32,121.839,116.498,118.827,4016128.0
2019-07-27,121.32,121.839,116.498,118.827,4016128.0
2019-07-28,121.32,121.839,116.498,118.827,4016128.0
2019-07-29,118.725,121.313,118.609,120.726,2638931.0
2019-07-30,119.975,121.443,118.704,121.32,1978939.0
2019-07-31,121.334,121.589,118.431,119.333,3015762.0
2019-08-01,119.38,121.348,118.178,118.404,2381294.0
2019-08-02,118.062,118.103,115.979,116.485,2423102.0
2019-08-03,118.062,118.103,115.979,116.485,2423102.0
2019-08-04,118.062,118.103,115.979,116.485,2423102.0
2019-08-05,115.392,115.44,112.298,112.496,2894657.0
2019-08-06,112.571,113.022,111.26,111.813,3494834.0
2019-08-07,110.645,111.977,107.94,111.765,5993166.0
2019-08-08,112.264,113.029,111.704,112.161,3260527.0
2019-08-09,112.38,112.523,110.665,111.649,1582093.0
2019-08-10,112.38,112.523,110.665,111.649,1582093.0
2019-08-11,112.38,112.523,110.665,111.649,1582093.0
2019-08-12,111.342,112.544,110.338,110.713,1473832.0
2019-08-13,111.027,114.661,110.747,112.612,3247304.0
2019-08-14,110.986,111.239,108.371,108.466,4056102.0
2019-08-15,108.942,110.072,107.267,108.101,4452733.0
2019-08-16,108.79,111.595,108.521,111.313,3481777.0
2019-08-17,108.79,111.595,108.521,111.313,3481777.0
2019-08-18,108.79,111.595,108.521,111.313,3481777.0
2019-08-19,112.836,113.003,111.506,112.312,3197998.0
2019-08-20,112.422,112.422,110.941,110.975,2061691.0
2019-08-21,112.133,112.795,111.003,111.072,1623565.0
2019-08-22,111.657,112.298,110.382,110.885,1441603.0
2019-08-23,110.334,110.52,107.019,107.419,4224008.0
2019-08-24,110.334,110.52,107.019,107.419,4224008.0
2019-08-25,110.334,110.52,107.019,107.419,4224008.0
2019-08-26,108.218,108.532,106.888,107.605,2215423.0
2019-08-27,108.439,108.542,107.108,107.35,2281142.0
2019-08-28,106.902,108.749,106.143,108.59,2352823.0
2019-08-29,109.796,110.989,109.624,110.527,3170688.0
2019-08-30,111.361,111.758,110.561,111.464,1967010.0
2019-08-31,111.361,111.758,110.561,111.464,1967010.0
2019-09-01,111.361,111.758,110.561,111.464,1967010.0
2019-09-02,111.361,111.758,110.561,111.464,1967010.0
2019-09-03,111.244,111.402,108.39,109.342,1835782.0
2019-09-04,110.162,110.713,109.583,110.327,1520739.0
2019-09-05,112.002,114.7,111.926,113.194,2421764.0
2019-09-06,113.477,113.642,112.312,112.995,1762386.0
2019-09-07,113.477,113.642,112.312,112.995,1762386.0
2019-09-08,113.477,113.642,112.312,112.995,1762386.0
2019-09-09,113.725,115.689,113.511,114.373,3091339.0
2019-09-10,114.525,116.551,114.421,116.386,3240355.0
2019-09-11,117.075,117.096,113.98,115.848,3579099.0
2019-09-12,116.909,118.446,116.213,117.571,2870355.0
2019-09-13,117.578,118.881,117.075,118.164,2534191.0
2019-09-14,117.578,118.881,117.075,118.164,2534191.0
2019-09-15,117.578,118.881,117.075,118.164,2534191.0
2019-09-16,118.005,118.005,115.731,116.944,2459306.0
2019-09-17,115.627,116.186,114.759,115.841,2742017.0
2019-09-18,115.524,115.827,113.897,115.407,2190557.0
2019-09-19,115.372,116.351,115.042,115.152,1631552.0
2019-09-20,115.4,116.599,114.745,114.938,3712913.0
2019-09-21,115.4,116.599,114.745,114.938,3712913.0
2019-09-22,115.4,116.599,114.745,114.938,3712913.0
2019-09-23,114.063,115.4,113.381,114.938,2114937.0
2019-09-24,115.138,115.483,113.146,113.546,3052313.0
2019-09-25,113.56,113.711,112.819,113.036,2788159.0
2019-09-26,113.036,113.318,112.209,112.919,2784498.0
2019-09-27,113.367,114.166,112.705,113.401,2870298.0
2019-09-28,113.367,114.166,112.705,113.401,2870298.0
2019-09-29,113.367,114.166,112.705,113.401,2870298.0
2019-09-30,113.87,114.115,112.995,113.312,2574771.0
2019-10-01,113.725,113.87,109.018,109.162,3283467.0
2019-10-02,108.253,108.363,106.578,107.281,3046851.0
2019-10-03,106.929,107.15,103.945,106.991,3089563.0
2019-10-04,106.991,107.556,106.419,107.398,2648859.0
2019-10-05,106.991,107.556,106.419,107.398,2648859.0
2019-10-06,106.991,107.556,106.419,107.398,2648859.0
2019-10-07,106.833,107.074,105.813,105.813,2522123.0
2019-10-08,104.992,105.316,103.786,103.897,2822012.0
2019-10-09,104.999,105.068,103.931,104.069,3434926.0
2019-10-10,104.041,105.518,103.986,104.979,3201645.0
2019-10-11,106.233,110.003,106.219,108.969,4686467.0
2019-10-12,106.233,110.003,106.219,108.969,4686467.0
2019-10-13,106.233,110.003,106.219,108.969,4686467.0
2019-10-14,108.928,111.926,108.446,110.63,3283072.0
2019-10-15,109.831,113.05,109.831,112.333,3103740.0
2019-10-16,112.416,113.174,111.74,111.781,1951970.0
2019-10-17,112.443,114.063,112.402,112.719,1984704.0
2019-10-18,112.733,113.222,112.333,112.416,2693736.0
2019-10-19,112.733,113.222,112.333,112.416,2693736.0
2019-10-20,112.733,113.222,112.333,112.416,2693736.0
2019-10-21,114.049,114.518,113.56,114.373,2011631.0
2019-10-22,114.6,116.417,113.794,115.476,2085530.0
2019-10-23,115.386,116.317,114.8,116.317,2717458.0
2019-10-24,113.835,113.897,110.025,111.582,5959562.0
2019-10-25,112.009,115.538,111.747,114.476,3104753.0
2019-10-26,112.009,115.538,111.747,114.476,3104753.0
2019-10-27,112.009,115.538,111.747,114.476,3104753.0
2019-10-28,114.745,116.971,114.552,116.523,3138032.0
2019-10-29,115.814,117.137,115.455,116.351,2669380.0
2019-10-30,115.951,116.186,115.124,116.048,1780351.0
2019-10-31,116.144,116.179,112.726,113.718,2653140.0
2019-11-01,115.062,117.275,114.911,117.233,2467439.0
2019-11-02,115.062,117.275,114.911,117.233,2467439.0
2019-11-03,115.062,117.275,114.911,117.233,2467439.0
2019-11-04,118.288,120.618,118.288,120.549,4142793.0
2019-11-05,120.618,120.935,119.77,120.804,2304382.0
2019-11-06,120.556,120.618,118.798,119.928,3012883.0
2019-11-07,121.121,121.796,119.784,120.287,3358790.0
2019-11-08,120.328,120.528,118.626,119.342,1615589.0
2019-11-09,120.328,120.528,118.626,119.342,1615589.0
2019-11-10,120.328,120.528,118.626,119.342,1615589.0
2019-11-11,118.894,118.894,116.93,117.247,2664268.0
2019-11-12,117.419,118.598,117.192,117.75,1740740.0
2019-11-13,117.247,118.129,116.882,117.55,1830861.0
2019-11-14,117.158,118.77,117.123,117.812,1613987.0
2019-11-15,118.315,119.025,117.888,118.467,2617186.0
2019-11-16,118.315,119.025,117.888,118.467,2617186.0
2019-11-17,118.315,119.025,117.888,118.467,2617186.0
2019-11-18,117.716,117.995,116.599,117.544,2364756.0
2019-11-19,118.357,118.357,116.847,117.64,1791801.0
2019-11-20,117.027,117.171,115.207,115.634,2692491.0
2019-11-21,116.017,116.1,114.369,114.807,3605927.0
2019-11-22,115.057,116.622,114.71,116.517,3268383.0
2019-11-23,115.057,116.622,114.71,116.517,3268383.0
2019-11-24,115.057,116.622,114.71,116.517,3268383.0
2019-11-25,117.122,118.433,116.706,118.353,2761863.0
2019-11-26,118.047,118.36,117.289,117.65,2610945.0
2019-11-27,118.186,119.138,117.845,118.61,1331913.0
2019-11-28,118.186,119.138,117.845,118.61,1331913.0
2019-11-29,118.485,118.589,117.671,118.026,942523.0
2019-11-30,118.485,118.589,117.671,118.026,942523.0
2019-12-01,118.485,118.589,117.671,118.026,942523.0
2019-12-02,118.297,119.368,116.962,116.983,2342652.0
2019-12-03,115.752,115.822,114.293,114.828,2727837.0
2019-12-04,115.697,117.397,115.405,116.197,2140161.0
2019-12-05,116.253,116.705,113.125,114.272,3309411.0
2019-12-06,116.274,119.569,116.274,119.208,3880746.0
2019-12-07,116.274,119.569,116.274,119.208,3880746.0
2019-12-08,116.274,119.569,116.274,119.208,3880746.0
2019-12-09,117.769,119.062,117.345,118.068,2087248.0
2019-12-10,117.581,117.762,116.079,116.559,2670466.0
2019-12-11,117.059,117.379,116.33,117.31,1859298.0
2019-12-12,115.912,118.777,115.631,117.185,2872506.0
2019-12-13,117.922,118.968,116.851,117.345,2098066.0
2019-12-14,117.922,118.968,116.851,117.345,2098066.0
2019-12-15,117.922,118.968,116.851,117.345,2098066.0
2019-12-16,117.449,118.763,116.927,118.707,2917226.0
2019-12-17,118.429,119.43,117.637,118.137,2672645.0
2019-12-18,118.033,118.186,116.927,117.511,2270426.0
2019-12-19,117.922,119.979,117.595,119.68,2757612.0
2019-12-20,121.516,121.989,119.715,121.919,7513632.0
2019-12-21,121.516,121.989,119.715,121.919,7513632.0
2019-12-22,121.516,121.989,119.715,121.919,7513632.0
2019-12-23,122.851,124.568,122.746,124.074,4876334.0
2019-12-24,123.935,124.213,122.386,122.83,1259530.0
2019-12-25,123.935,124.213,122.386,122.83,1259530.0
2019-12-26,122.67,122.816,122.009,122.767,1435527.0
2019-12-27,122.809,123.428,122.093,123.233,1472999.0
2019-12-28,122.809,123.428,122.093,123.233,1472999.0
2019-12-29,122.809,123.428,122.093,123.233,1472999.0
2019-12-30,123.233,124.417,122.072,122.239,1715119.0
2019-12-31,121.822,122.767,121.71,122.649,1574011.0
2020-01-01,121.822,122.767,121.71,122.649,1574011.0
2020-01-02,123.525,125.145,123.146,125.138,3448335.0
2020-01-03,123.066,124.206,122.1,124.06,2467310.0
2020-01-04,123.066,124.206,122.1,124.06,2467310.0
2020-01-05,123.066,124.206,122.1,124.06,2467310.0
2020-01-06,123.156,124.241,122.6,124.178,1997981.0
2020-01-07,123.942,124.102,122.927,123.678,2176615.0
2020-01-08,123.747,126.181,123.504,125.576,2758339.0
2020-01-09,126.188,126.243,124.971,125.972,2746346.0
2020-01-10,126.257,126.653,125.235,125.465,2103818.0
2020-01-11,126.257,126.653,125.235,125.465,2103818.0
2020-01-12,126.257,126.653,125.235,125.465,2103818.0
2020-01-13,125.791,126.688,125.388,125.777,2091209.0
2020-01-14,125.777,126.907,125.284,126.09,2911327.0
2020-01-15,126.125,126.431,124.568,124.985,2482218.0
2020-01-16,125.611,125.972,124.922,125.84,2149924.0
2020-01-17,125.833,126.636,125.624,126.076,3690110.0
2020-01-18,125.833,126.636,125.624,126.076,3690110.0
2020-01-19,125.833,126.636,125.624,126.076,3690110.0
2020-01-20,125.833,126.636,125.624,126.076,3690110.0
2020-01-21,126.424,126.466,124.185,124.714,3368041.0
2020-01-22,124.797,125.534,123.664,123.768,2420200.0
2020-01-23,123.101,124.05,122.628,123.567,2358443.0
2020-01-24,124.088,125.006,123.421,123.852,2643095.0
2020-01-25,124.088,125.006,123.421,123.852,2643095.0
2020-01-26,124.088,125.006,123.421,123.852,2643095.0
2020-01-27,125.041,125.548,122.037,122.1,4361414.0
2020-01-28,119.507,119.813,114.744,115.113,8920690.0
2020-01-29,115.648,115.732,112.297,112.624,5344836.0
2020-01-30,111.929,113.069,110.372,112.979,4357053.0
2020-01-31,112.624,113.077,110.0,110.302,5740330.0
2020-02-01,112.624,113.077,110.0,110.302,5740330.0
2020-02-02,112.624,113.077,110.0,110.302,5740330.0
2020-02-03,111.254,111.449,108.717,108.863,3927092.0
2020-02-04,111.074,111.206,109.148,109.315,4363945.0
2020-02-05,110.622,112.853,110.33,112.853,3118214.0
2020-02-06,114.355,114.71,112.951,113.243,3413761.0
2020-02-07,112.214,112.568,110.976,111.289,2736232.0
2020-02-08,112.214,112.568,110.976,111.289,2736232.0
2020-02-09,112.214,112.568,110.976,111.289,2736232.0
2020-02-10,111.38,112.106,110.448,111.338,2754764.0
2020-02-11,111.929,112.986,111.248,112.937,2275323.0
2020-02-12,114.181,114.737,113.712,113.875,2736382.0
2020-02-13,113.476,113.553,111.539,112.073,3414117.0
2020-02-14,112.136,113.041,111.413,112.949,2233840.0
2020-02-15,112.136,113.041,111.413,112.949,2233840.0
2020-02-16,112.136,113.041,111.413,112.949,2233840.0
2020-02-17,112.136,113.041,111.413,112.949,2233840.0
2020-02-18,112.493,112.613,110.866,111.455,2481963.0
2020-02-19,111.595,112.571,111.09,111.778,2296554.0
2020-02-20,111.539,113.216,111.189,111.231,3275083.0
2020-02-21,111.069,111.252,109.519,110.087,3535642.0
2020-02-22,111.069,111.252,109.519,110.087,3535642.0
2020-02-23,111.069,111.252,109.519,110.087,3535642.0
2020-02-24,108.348,108.53,106.783,107.015,3635787.0
2020-02-25,107.548,107.639,102.399,103.016,5263388.0
2020-02-26,104.924,106.503,103.886,104.496,5155285.0
2020-02-27,106.089,109.035,104.524,105.338,8241561.0
2020-02-28,108.095,109.94,102.42,104.693,11508710.0
2020-02-29,108.095,109.94,102.42,104.693,11508710.0
2020-03-01,108.095,109.94,102.42,104.693,11508710.0
2020-03-02,106.166,107.632,104.082,107.344,8026254.0
2020-03-03,106.937,108.032,101.325,101.887,8296485.0
2020-03-04,103.135,108.032,102.413,108.018,5773845.0
2020-03-05,105.787,108.277,104.908,106.215,5887040.0
2020-03-06,104.938,108.551,103.732,107.786,7155126.0
2020-03-07,104.938,108.551,103.732,107.786,7155126.0
2020-03-08,104.938,108.551,103.732,107.786,7155126.0
2020-03-09,102.834,104.847,100.701,101.059,8194358.0
2020-03-10,104.538,107.597,101.636,107.541,5651741.0
2020-03-11,105.036,105.036,102.75,103.29,4753737.0
2020-03-12,98.183,99.41,91.434,93.707,8215829.0
2020-03-13,98.919,99.396,91.897,99.389,6580346.0
2020-03-14,98.919,99.396,91.897,99.389,6580346.0
2020-03-15,98.919,99.396,91.897,99.389,6580346.0
2020-03-16,91.098,95.054,89.8,91.834,7440840.0
2020-03-17,92.557,95.945,90.922,94.31,6535424.0
2020-03-18,90.115,97.769,90.066,96.12,6860393.0
2020-03-19,96.604,98.337,93.251,96.464,6365999.0
2020-03-20,96.857,97.678,86.082,87.611,9589183.0
2020-03-21,96.857,97.678,86.082,87.611,9589183.0
2020-03-22,96.857,97.678,86.082,87.611,9589183.0
2020-03-23,89.905,90.073,80.0,82.686,7934299.0
2020-03-24,85.787,93.616,84.882,93.104,9311725.0
2020-03-25,93.405,94.486,88.951,92.276,7742500.0
2020-03-26,92.451,95.671,91.624,95.531,6718291.0
2020-03-27,93.181,96.155,91.834,93.469,4262337.0
2020-03-28,93.181,96.155,91.834,93.469,4262337.0
2020-03-29,93.181,96.155,91.834,93.469,4262337.0
2020-03-30,92.774,96.815,91.939,96.625,3869504.0
2020-03-31,95.187,97.818,95.18,95.763,3614963.0
2020-04-01,92.599,95.289,91.904,93.398,3777954.0
2020-04-02,92.851,96.955,92.669,96.745,3990340.0
2020-04-03,95.412,96.411,93.23,93.854,3588252.0
2020-04-04,95.412,96.411,93.23,93.854,3588252.0
2020-04-05,95.412,96.411,93.23,93.854,3588252.0
2020-04-06,96.71,99.088,96.036,98.702,5639666.0
2020-04-07,103.472,105.675,101.294,101.438,5496738.0
2020-04-08,102.23,105.032,100.954,104.517,3071063.0
2020-04-09,104.146,105.036,102.799,103.668,4784237.0
2020-04-10,104.146,105.036,102.799,103.668,4784237.0
2020-04-11,104.146,105.036,102.799,103.668,4784237.0
2020-04-12,104.146,105.036,102.799,103.668,4784237.0
2020-04-13,103.472,104.229,101.929,102.7,2642295.0
2020-04-14,104.959,105.913,103.858,105.324,3318390.0
2020-04-15,103.956,104.209,101.648,101.831,3043859.0
2020-04-16,101.908,102.732,100.477,101.648,4170357.0
2020-04-17,103.43,104.17,101.578,102.742,5393130.0
2020-04-18,103.43,104.17,101.578,102.742,5393130.0
2020-04-19,103.43,104.17,101.578,102.742,5393130.0
2020-04-20,101.543,103.135,100.771,100.785,2893045.0
2020-04-21,99.789,100.154,98.564,99.354,2331372.0
2020-04-22,100.568,101.354,99.41,100.743,2750414.0
