,KO US Equity,KO US Equity,KO US Equity,KO US Equity,KO US Equity
2019-03-19,38.9951,39.1149,38.8153,39.0036,14986950.0
2019-03-20,38.8667,39.2904,38.6783,38.978,13376078.0
2019-03-21,38.978,39.1749,38.9009,38.9608,20043423.0
2019-03-22,38.918,39.4702,38.918,39.3204,19055939.0
2019-03-23,38.918,39.4702,38.918,39.3204,19055939.0
2019-03-24,38.918,39.4702,38.918,39.3204,19055939.0
2019-03-25,39.2605,39.5515,39.2005,39.406,11668222.0
2019-03-26,39.5259,40.0566,39.5259,39.9282,11434888.0
2019-03-27,39.9368,40.1551,39.6628,39.9025,11543630.0
2019-03-28,39.9625,40.1679,39.7912,39.8769,11121067.0
2019-03-29,39.9539,40.1551,39.7913,40.1166,16045553.0
2019-03-30,39.9539,40.1551,39.7913,40.1166,16045553.0
2019-03-31,39.9539,40.1551,39.7913,40.1166,16045553.0
2019-04-01,40.2279,40.3777,39.8854,39.9967,11522684.0
2019-04-02,40.0224,40.1765,39.8683,39.8683,8495331.0
2019-04-03,39.7399,39.8854,39.4103,39.5344,12854520.0
2019-04-04,39.6714,39.8426,39.4745,39.7912,7814918.0
2019-04-05,39.7998,39.8769,39.5515,39.7827,7677796.0
2019-04-06,39.7998,39.8769,39.5515,39.7827,7677796.0
2019-04-07,39.7998,39.8769,39.5515,39.7827,7677796.0
2019-04-08,39.8426,39.8683,39.6072,39.8512,9421519.0
2019-04-09,39.7656,39.9967,39.6115,39.9539,8641776.0
2019-04-10,40.0994,40.2364,39.8597,39.9282,8060254.0
2019-04-11,39.9967,40.0224,39.8426,39.9881,7352467.0
2019-04-12,39.9539,40.1764,39.8683,40.0138,10690040.0
2019-04-13,39.9539,40.1764,39.8683,40.0138,10690040.0
2019-04-14,39.9539,40.1764,39.8683,40.0138,10690040.0
2019-04-15,40.1337,40.2707,39.9796,40.2364,10261724.0
2019-04-16,40.2792,40.322,39.9796,40.1936,10804647.0
2019-04-17,40.4076,40.703,40.3648,40.4761,11849263.0
2019-04-18,40.5189,40.7329,40.4676,40.6473,12167116.0
2019-04-19,40.5189,40.7329,40.4676,40.6473,12167116.0
2019-04-20,40.5189,40.7329,40.4676,40.6473,12167116.0
2019-04-21,40.5189,40.7329,40.4676,40.6473,12167116.0
2019-04-22,40.5788,40.7586,40.2493,40.5788,9834685.0
2019-04-23,41.1696,41.7089,40.7073,41.2723,25327963.0
2019-04-24,41.1182,41.2851,41.0197,41.0754,15997286.0
2019-04-25,40.8699,40.9983,40.6388,40.9555,11444411.0
2019-04-26,41.0839,41.4777,41.0754,41.3151,10154302.0
2019-04-27,41.0839,41.4777,41.0754,41.3151,10154302.0
2019-04-28,41.0839,41.4777,41.0754,41.3151,10154302.0
2019-04-29,41.238,41.4777,41.1867,41.4521,9731540.0
2019-04-30,41.5462,42.1027,41.4264,42.0,17912962.0
2019-05-01,41.9058,42.0128,41.5634,41.5976,10551594.0
2019-05-02,41.5462,41.748,41.3237,41.4264,8724932.0
2019-05-03,41.6062,41.9144,41.5377,41.7089,7076949.0
2019-05-04,41.6062,41.9144,41.5377,41.7089,7076949.0
2019-05-05,41.6062,41.9144,41.5377,41.7089,7076949.0
2019-05-06,41.375,41.6147,41.3151,41.4949,8658209.0
2019-05-07,41.2894,41.3408,40.8956,41.0925,12487481.0
2019-05-08,41.1353,41.2894,40.9384,40.9641,9281542.0
2019-05-09,40.9213,41.0754,40.2963,40.5788,11450532.0
2019-05-10,40.5874,41.3451,40.5788,41.2552,9653803.0
2019-05-11,40.5874,41.3451,40.5788,41.2552,9653803.0
2019-05-12,40.5874,41.3451,40.5788,41.2552,9653803.0
2019-05-13,41.0155,41.2038,40.8614,41.1353,11911503.0
2019-05-14,41.5462,42.2225,41.3921,41.6832,16844203.0
2019-05-15,41.6661,42.2739,41.6062,42.1027,11422539.0
2019-05-16,42.1797,42.5136,42.1284,42.4451,17771456.0
2019-05-17,42.1797,42.4195,42.0976,42.1198,11257015.0
2019-05-18,42.1797,42.4195,42.0976,42.1198,11257015.0
2019-05-19,42.1797,42.4195,42.0976,42.1198,11257015.0
2019-05-20,41.9828,42.0685,41.7431,41.8202,13850532.0
2019-05-21,41.9486,41.9743,41.4735,41.6062,10587371.0
2019-05-22,41.7603,42.5564,41.7089,42.5051,16050700.0
2019-05-23,42.3766,42.7191,42.3425,42.6763,12199513.0
2019-05-24,42.6506,42.7105,42.4023,42.4708,6887900.0
2019-05-25,42.6506,42.7105,42.4023,42.4708,6887900.0
2019-05-26,42.6506,42.7105,42.4023,42.4708,6887900.0
2019-05-27,42.6506,42.7105,42.4023,42.4708,6887900.0
2019-05-28,42.4623,42.5222,41.9743,42.0342,18614225.0
2019-05-29,41.726,41.9743,41.4435,41.6147,12534850.0
2019-05-30,41.7089,42.214,41.6661,42.1626,9087412.0
2019-05-31,41.9486,42.214,41.7603,42.0599,11368639.0
2019-06-01,41.9486,42.214,41.7603,42.0599,11368639.0
2019-06-02,41.9486,42.214,41.7603,42.0599,11368639.0
2019-06-03,42.0856,42.7876,41.9657,42.7876,14167447.0
2019-06-04,42.8047,43.0444,42.4751,42.8047,12010729.0
2019-06-05,42.8133,43.7806,42.535,43.4724,15837552.0
2019-06-06,43.5837,44.1231,43.3098,44.0032,15190441.0
2019-06-07,44.0632,44.6753,44.046,44.0803,15293561.0
2019-06-08,44.0632,44.6753,44.046,44.0803,15293561.0
2019-06-09,44.0632,44.6753,44.046,44.0803,15293561.0
2019-06-10,44.1231,44.1231,43.7378,43.9861,9737469.0
2019-06-11,44.046,44.1659,43.8149,43.9433,9915822.0
2019-06-12,44.0888,44.6325,44.0632,44.2087,11088124.0
2019-06-13,44.3985,44.6056,43.8075,44.1138,10353646.0
2019-06-14,44.0448,44.4589,44.0448,44.2691,8694261.0
2019-06-15,44.0448,44.4589,44.0448,44.2691,8694261.0
2019-06-16,44.0448,44.4589,44.0448,44.2691,8694261.0
2019-06-17,44.2173,44.4158,43.6651,43.8895,12322605.0
2019-06-18,44.2173,44.2605,43.5961,43.691,9221096.0
2019-06-19,43.6047,44.2087,43.5444,44.1052,9414126.0
2019-06-20,44.433,44.6789,44.3036,44.5711,10656580.0
2019-06-21,44.4589,44.7695,44.3554,44.4762,21264422.0
2019-06-22,44.4589,44.7695,44.3554,44.4762,21264422.0
2019-06-23,44.4589,44.7695,44.3554,44.4762,21264422.0
2019-06-24,44.6401,45.037,44.6056,44.7954,10780166.0
2019-06-25,44.8644,44.9507,44.5538,44.6573,11519910.0
2019-06-26,44.4503,44.5538,44.075,44.1052,12405074.0
2019-06-27,44.2518,44.3467,43.9714,44.0706,12374915.0
2019-06-28,44.2346,44.3467,43.5875,43.9326,16339869.0
2019-06-29,44.2346,44.3467,43.5875,43.9326,16339869.0
2019-06-30,44.2346,44.3467,43.5875,43.9326,16339869.0
2019-07-01,44.062,44.5452,43.8118,44.5193,14983242.0
2019-07-02,44.6746,44.9075,44.4762,44.8471,8570397.0
2019-07-03,44.8644,45.1483,44.8644,44.9507,7253702.0
2019-07-04,44.8644,45.1483,44.8644,44.9507,7253702.0
2019-07-05,44.7695,44.9679,44.4158,44.9593,8916270.0
2019-07-06,44.7695,44.9679,44.4158,44.9593,8916270.0
2019-07-07,44.7695,44.9679,44.4158,44.9593,8916270.0
2019-07-08,45.037,45.1491,44.7695,44.8644,9495084.0
2019-07-09,44.6228,44.8385,44.3726,44.5107,10584925.0
2019-07-10,44.6918,44.8385,44.5667,44.7091,7620933.0
2019-07-11,44.8558,44.9162,44.5711,44.8989,10376532.0
2019-07-12,45.0801,45.1146,44.7868,44.9679,7347728.0
2019-07-13,45.0801,45.1146,44.7868,44.9679,7347728.0
2019-07-14,45.0801,45.1146,44.7868,44.9679,7347728.0
2019-07-15,45.106,45.1146,44.7479,44.9766,5876139.0
2019-07-16,44.8299,45.2699,44.7005,44.9852,7132540.0
2019-07-17,45.0542,45.0887,44.873,45.0197,8264361.0
2019-07-18,44.8989,45.0068,44.5797,44.8903,11912294.0
2019-07-19,44.9852,44.9938,44.3209,44.3381,10355791.0
2019-07-20,44.9852,44.9938,44.3209,44.3381,10355791.0
2019-07-21,44.9852,44.9938,44.3209,44.3381,10355791.0
2019-07-22,44.4503,44.4503,44.1138,44.1914,12095776.0
2019-07-23,45.9429,47.1378,45.5201,46.8747,33417948.0
2019-07-24,46.6935,47.2974,46.2621,46.4001,15633378.0
2019-07-25,46.2707,46.4174,45.4813,45.7876,19134962.0
2019-07-26,46.0205,46.8574,45.8911,46.7366,11452089.0
2019-07-27,46.0205,46.8574,45.8911,46.7366,11452089.0
2019-07-28,46.0205,46.8574,45.8911,46.7366,11452089.0
2019-07-29,46.7366,46.8445,46.5038,46.5813,12283929.0
2019-07-30,46.5554,46.8488,46.2146,46.3484,8127139.0
2019-07-31,46.1672,46.1672,44.8989,45.4079,16865525.0
2019-08-01,45.5374,45.8997,44.873,44.8903,19527452.0
2019-08-02,44.7868,45.4942,44.7868,45.1491,13102306.0
2019-08-03,44.7868,45.4942,44.7868,45.1491,13102306.0
2019-08-04,44.7868,45.4942,44.7868,45.1491,13102306.0
2019-08-05,45.2009,45.4338,44.3467,44.5624,19986478.0
2019-08-06,44.7522,45.5192,44.5279,45.0973,19903076.0
2019-08-07,45.0973,46.0637,44.666,45.8825,17937044.0
2019-08-08,45.9084,46.4032,45.5978,46.3225,10799081.0
2019-08-09,46.4088,46.5037,45.7962,46.0895,9260870.0
2019-08-10,46.4088,46.5037,45.7962,46.0895,9260870.0
2019-08-11,46.4088,46.5037,45.7962,46.0895,9260870.0
2019-08-12,45.9688,46.1025,45.7185,45.8997,6418760.0
2019-08-13,45.6409,46.2535,45.615,46.1586,8657591.0
2019-08-14,46.0205,46.5598,45.7013,45.7185,17088932.0
2019-08-15,46.0982,46.59,45.9256,46.4778,12393223.0
2019-08-16,46.5727,47.0127,46.5468,46.9437,14288686.0
2019-08-17,46.5727,47.0127,46.5468,46.9437,14288686.0
2019-08-18,46.5727,47.0127,46.5468,46.9437,14288686.0
2019-08-19,46.9696,47.2629,46.8574,47.1853,10936540.0
2019-08-20,47.1249,47.1766,46.4519,46.4864,8176977.0
2019-08-21,46.8056,46.9437,46.4605,46.6762,10886650.0
2019-08-22,46.6935,47.1421,46.6762,47.0127,7467949.0
2019-08-23,46.9523,47.2025,46.0637,46.3656,14160658.0
2019-08-24,46.9523,47.2025,46.0637,46.3656,14160658.0
2019-08-25,46.9523,47.2025,46.0637,46.3656,14160658.0
2019-08-26,46.59,47.0559,46.357,47.0559,9227331.0
2019-08-27,47.1939,47.4053,46.9437,47.2112,13538722.0
2019-08-28,47.1594,47.5821,46.9532,47.5476,10052411.0
2019-08-29,47.6771,47.7461,47.1076,47.4959,9262980.0
2019-08-30,47.5908,47.6425,47.2888,47.4872,8746708.0
2019-08-31,47.5908,47.6425,47.2888,47.4872,8746708.0
2019-09-01,47.5908,47.6425,47.2888,47.4872,8746708.0
2019-09-02,47.5908,47.6425,47.2888,47.4872,8746708.0
2019-09-03,47.4355,47.7374,47.3406,47.7116,12991495.0
2019-09-04,47.7547,48.2465,47.7116,48.1171,10733807.0
2019-09-05,48.0998,48.1171,47.4786,47.5563,13677162.0
2019-09-06,47.8324,47.8324,47.2457,47.6512,9093514.0
2019-09-07,47.8324,47.8324,47.2457,47.6512,9093514.0
2019-09-08,47.8324,47.8324,47.2457,47.6512,9093514.0
2019-09-09,47.4786,47.5218,46.9006,47.0386,10814948.0
2019-09-10,46.7884,46.9696,46.4605,46.9351,12038561.0
2019-09-11,46.8402,47.2802,46.5637,47.2543,9740376.0
2019-09-12,47.539,47.7202,47.4355,47.5476,12357891.0
2019-09-13,47.3477,47.6172,46.9914,47.1565,11486110.0
2019-09-14,47.3477,47.6172,46.9914,47.1565,11486110.0
2019-09-15,47.3477,47.6172,46.9914,47.1565,11486110.0
2019-09-16,47.0175,47.2261,46.609,46.8958,11172001.0
2019-09-17,47.0175,47.5363,46.8958,47.1392,11402943.0
2019-09-18,47.1044,47.1783,46.7741,47.1305,9786556.0
2019-09-19,47.1305,47.4477,47.0436,47.3825,8088639.0
2019-09-20,47.5302,47.5302,46.8437,46.8524,19349483.0
2019-09-21,47.5302,47.5302,46.8437,46.8524,19349483.0
2019-09-22,47.5302,47.5302,46.8437,46.8524,19349483.0
2019-09-23,46.8524,47.2434,46.8263,47.0522,6837554.0
2019-09-24,47.1478,47.4607,46.9653,47.1913,10336537.0
2019-09-25,47.313,47.3477,46.9306,47.0783,10289534.0
2019-09-26,47.339,47.4303,47.0436,47.2695,11252681.0
2019-09-27,47.4173,47.4824,46.9306,47.2,7941142.0
2019-09-28,47.4173,47.4824,46.9306,47.2,7941142.0
2019-09-29,47.4173,47.4824,46.9306,47.2,7941142.0
2019-09-30,47.0609,47.5216,47.0609,47.313,9822826.0
2019-10-01,47.3912,47.6085,46.9393,47.4955,14650924.0
2019-10-02,47.1131,47.3086,45.9746,46.131,15384000.0
2019-10-03,46.496,46.9108,45.9082,46.7915,14206690.0
2019-10-04,46.9306,47.3999,46.835,47.3999,9926618.0
2019-10-05,46.9306,47.3999,46.835,47.3999,9926618.0
2019-10-06,46.9306,47.3999,46.835,47.3999,9926618.0
2019-10-07,47.2174,47.2434,46.7307,46.8176,6105344.0
2019-10-08,46.8263,46.9914,46.4526,46.5656,13558243.0
2019-10-09,46.9827,46.9871,46.5265,46.7828,7168098.0
2019-10-10,46.5395,46.8263,46.3744,46.6351,9054321.0
2019-10-11,46.6264,46.6699,46.231,46.3222,9433728.0
2019-10-12,46.6264,46.6699,46.231,46.3222,9433728.0
2019-10-13,46.6264,46.6699,46.231,46.3222,9433728.0
2019-10-14,46.4873,46.6525,46.2527,46.3222,7363270.0
2019-10-15,46.4352,46.6525,46.2961,46.5047,9575426.0
2019-10-16,46.4613,46.5569,46.178,46.4873,10675920.0
2019-10-17,46.6612,47.0349,46.5656,46.7481,13336937.0
2019-10-18,47.7997,48.1386,47.3217,47.6085,18122505.0
2019-10-19,47.7997,48.1386,47.3217,47.6085,18122505.0
2019-10-20,47.7997,48.1386,47.3217,47.6085,18122505.0
2019-10-21,47.3217,47.4173,46.6525,47.1305,12879184.0
2019-10-22,47.1305,47.2956,46.7046,46.8002,9618980.0
2019-10-23,46.9827,47.5042,46.9393,47.4868,8648741.0
2019-10-24,47.426,47.6406,47.3521,47.4607,11069474.0
2019-10-25,47.4086,47.4173,46.6438,46.7133,9782440.0
2019-10-26,47.4086,47.4173,46.6438,46.7133,9782440.0
2019-10-27,47.4086,47.4173,46.6438,46.7133,9782440.0
2019-10-28,46.7046,46.8871,46.3831,46.5569,8866055.0
2019-10-29,46.4004,46.6351,46.2875,46.4178,7999726.0
2019-10-30,46.5134,46.974,46.2005,46.8784,8620879.0
2019-10-31,46.8958,47.339,46.8002,47.3043,13981961.0
2019-11-01,47.4781,47.5737,46.8002,46.8437,9889529.0
2019-11-02,47.4781,47.5737,46.8002,46.8437,9889529.0
2019-11-03,47.4781,47.5737,46.8002,46.8437,9889529.0
2019-11-04,46.8958,46.9306,46.0354,46.1832,17515050.0
2019-11-05,45.9659,45.9659,45.2967,45.5574,19283965.0
2019-11-06,45.653,45.8877,45.5487,45.8877,13288901.0
2019-11-07,45.9572,46.0615,45.1576,45.4444,11725819.0
2019-11-08,45.5922,45.7139,45.2706,45.3749,7141931.0
2019-11-09,45.5922,45.7139,45.2706,45.3749,7141931.0
2019-11-10,45.5922,45.7139,45.2706,45.3749,7141931.0
2019-11-11,45.4792,45.514,44.9969,45.0534,8198919.0
2019-11-12,45.1142,45.1142,44.8301,44.9404,12656896.0
2019-11-13,45.3488,45.5835,45.1587,45.5487,12538461.0
2019-11-14,45.653,45.7747,45.4966,45.7399,8660825.0
2019-11-15,45.7486,45.7834,45.5183,45.7747,8982554.0
2019-11-16,45.7486,45.7834,45.5183,45.7747,8982554.0
2019-11-17,45.7486,45.7834,45.5183,45.7747,8982554.0
2019-11-18,45.7834,46.4439,45.7747,46.0876,13783406.0
2019-11-19,46.1919,46.3309,45.9485,46.131,12679741.0
2019-11-20,46.1484,46.4091,46.0702,46.2527,11970306.0
2019-11-21,46.1571,46.357,45.8659,46.0267,7856139.0
2019-11-22,46.0267,46.2247,45.8442,46.0876,9113348.0
2019-11-23,46.0267,46.2247,45.8442,46.0876,9113348.0
2019-11-24,46.0267,46.2247,45.8442,46.0876,9113348.0
2019-11-25,46.3048,46.4004,45.8616,46.2527,10965781.0
2019-11-26,46.3309,46.8784,46.2527,46.8437,13240294.0
2019-11-27,46.8697,47.0175,46.5829,46.8871,9596440.0
2019-11-28,46.8697,47.0175,46.5829,46.8871,9596440.0
2019-11-29,47.0184,47.0403,46.5982,46.7558,7222347.0
2019-11-30,47.0184,47.0403,46.5982,46.7558,7222347.0
2019-12-01,47.0184,47.0403,46.5982,46.7558,7222347.0
2019-12-02,46.6857,47.0622,46.2742,47.0622,13182506.0
2019-12-03,47.0272,47.141,46.7558,47.106,15847772.0
2019-12-04,47.106,47.5525,47.036,47.535,13624914.0
2019-12-05,47.465,47.535,47.1323,47.4475,14069775.0
2019-12-06,47.5525,47.7189,47.43,47.6489,7843836.0
2019-12-07,47.5525,47.7189,47.43,47.6489,7843836.0
2019-12-08,47.5525,47.7189,47.43,47.6489,7843836.0
2019-12-09,47.5438,47.7277,47.2986,47.3424,13925131.0
2019-12-10,47.3161,47.3424,47.0447,47.0797,8994061.0
2019-12-11,47.2286,47.4125,46.9834,47.2373,8879196.0
2019-12-12,47.2899,47.6751,47.2286,47.4037,11233465.0
2019-12-13,47.2286,47.7627,47.141,47.6489,13072403.0
2019-12-14,47.2286,47.7627,47.141,47.6489,13072403.0
2019-12-15,47.2286,47.7627,47.141,47.6489,13072403.0
2019-12-16,47.8853,48.0078,47.6051,47.6489,9538429.0
2019-12-17,47.6313,47.789,47.535,47.6489,9230076.0
2019-12-18,47.7452,47.9378,47.1804,47.2023,15132347.0
2019-12-19,47.3161,47.5788,47.2111,47.5613,15150936.0
2019-12-20,48.1042,48.3318,47.6926,48.1304,23833294.0
2019-12-21,48.1042,48.3318,47.6926,48.1304,23833294.0
2019-12-22,48.1042,48.3318,47.6926,48.1304,23833294.0
2019-12-23,48.1567,48.3668,48.0166,48.0779,9300763.0
2019-12-24,47.9816,48.1567,47.8415,47.9028,3359259.0
2019-12-25,47.9816,48.1567,47.8415,47.9028,3359259.0
2019-12-26,48.0866,48.1742,47.9728,48.1742,6228683.0
2019-12-27,48.1655,48.5463,48.1567,48.4631,6895612.0
2019-12-28,48.1655,48.5463,48.1567,48.4631,6895612.0
2019-12-29,48.1655,48.5463,48.1567,48.4631,6895612.0
2019-12-30,48.3143,48.4938,48.2092,48.3931,6432611.0
2019-12-31,48.3318,48.4894,48.1392,48.4631,7982821.0
2020-01-01,48.3318,48.4894,48.1392,48.4631,7982821.0
2020-01-02,48.4369,48.5332,47.9466,48.1479,11099117.0
2020-01-03,47.5613,48.1479,47.3599,47.8853,11354497.0
2020-01-04,47.5613,48.1479,47.3599,47.8853,11354497.0
2020-01-05,47.5613,48.1479,47.3599,47.8853,11354497.0
2020-01-06,47.8502,48.0735,47.7364,47.8678,14698444.0
2020-01-07,47.6751,47.8065,47.4125,47.5,10230672.0
2020-01-08,47.5175,47.8415,47.4125,47.5876,10676712.0
2020-01-09,48.1567,48.5025,48.0157,48.4544,15410150.0
2020-01-10,48.577,48.971,48.5507,48.6207,13041106.0
2020-01-11,48.577,48.971,48.5507,48.6207,13041106.0
2020-01-12,48.577,48.971,48.5507,48.6207,13041106.0
2020-01-13,48.6207,49.2337,48.5244,49.1461,14303171.0
2020-01-14,49.2424,49.2879,48.8834,49.0323,16347160.0
2020-01-15,49.0323,49.8903,49.0323,49.6452,17735380.0
2020-01-16,49.7765,49.8641,49.562,49.7502,10234416.0
2020-01-17,49.794,50.0392,49.7327,49.8553,14264298.0
2020-01-18,49.794,50.0392,49.7327,49.8553,14264298.0
2020-01-19,49.794,50.0392,49.7327,49.8553,14264298.0
2020-01-20,49.794,50.0392,49.7327,49.8553,14264298.0
2020-01-21,49.7765,50.1224,49.5353,50.0567,11968923.0
2020-01-22,50.1267,50.4682,50.0654,50.4419,12869732.0
2020-01-23,50.2406,50.6477,50.118,50.6346,12858946.0
2020-01-24,50.6521,50.6696,50.3106,50.5032,8594325.0
2020-01-25,50.6521,50.6696,50.3106,50.5032,8594325.0
2020-01-26,50.6521,50.6696,50.3106,50.5032,8594325.0
2020-01-27,50.0917,50.6521,50.0217,50.3281,14359938.0
2020-01-28,50.3019,50.5645,49.8816,49.9166,15240426.0
2020-01-29,49.9078,50.133,49.6102,49.9166,13173958.0
2020-01-30,50.7221,51.6415,50.5733,51.5364,20225581.0
2020-01-31,51.6327,51.7247,50.9104,51.1337,17685226.0
2020-02-01,51.6327,51.7247,50.9104,51.1337,17685226.0
2020-02-02,51.6327,51.7247,50.9104,51.1337,17685226.0
2020-02-03,51.4401,51.6327,51.2387,51.2913,12336755.0
2020-02-04,51.4401,52.053,51.3263,51.5189,15417924.0
2020-02-05,51.5714,51.729,51.2519,51.5277,11414910.0
2020-02-06,51.6415,51.9567,51.5189,51.6502,9347024.0
2020-02-07,51.5539,51.9348,51.5277,51.8254,8757800.0
2020-02-08,51.5539,51.9348,51.5277,51.8254,8757800.0
2020-02-09,51.5539,51.9348,51.5277,51.8254,8757800.0
2020-02-10,51.9392,52.3945,51.9085,52.3157,7984915.0
2020-02-11,52.2894,52.3595,51.9392,52.1756,7431244.0
2020-02-12,52.0793,52.3288,51.9348,52.018,9179101.0
2020-02-13,51.9917,52.3945,51.8429,52.1931,8173191.0
2020-02-14,52.2106,52.5959,52.2019,52.4908,9965811.0
2020-02-15,52.2106,52.5959,52.2019,52.4908,9965811.0
2020-02-16,52.2106,52.5959,52.2019,52.4908,9965811.0
2020-02-17,52.2106,52.5959,52.2019,52.4908,9965811.0
2020-02-18,52.3682,52.4733,52.053,52.1231,10076116.0
2020-02-19,52.1055,52.5346,52.0705,52.3332,6265794.0
2020-02-20,52.2544,52.412,51.7553,52.2894,7597337.0
2020-02-21,52.1055,52.6484,52.0355,52.6484,10842358.0
2020-02-22,52.1055,52.6484,52.0355,52.6484,10842358.0
2020-02-23,52.1055,52.6484,52.0355,52.6484,10842358.0
2020-02-24,51.7553,52.3595,51.2825,51.3525,14415502.0
2020-02-25,51.3963,51.8341,50.4507,50.6258,15915089.0
2020-02-26,50.7659,51.1949,50.3237,50.4332,15839658.0
2020-02-27,50.0392,50.6871,48.0516,48.0954,23754008.0
2020-02-28,47.1323,47.1848,45.1622,46.8346,40891823.0
2020-02-29,47.1323,47.1848,45.1622,46.8346,40891823.0
