,TERP US Equity,TERP US Equity,TERP US Equity,TERP US Equity,TERP US Equity
2020-02-17,19.9055,20.1105,19.7786,20.0715,667568.0
2020-02-18,20.257,20.6963,20.1593,20.6767,953306.0
2020-02-19,20.7451,20.9599,20.7158,20.8427,941820.0
2020-02-20,20.8915,21.0672,20.5889,20.7939,912533.0
2020-02-21,20.7744,20.816,20.5303,20.6475,917354.0
2020-02-22,20.7744,20.816,20.5303,20.6475,917354.0
2020-02-23,20.7744,20.816,20.5303,20.6475,917354.0
2020-02-24,20.4229,20.4229,19.9348,19.9446,1276118.0
2020-02-25,19.9055,20.0327,18.9976,19.0757,1218353.0
2020-02-26,18.9878,19.476,18.9195,19.227,1121957.0
2020-02-27,18.9878,18.9878,18.2166,18.2557,3256110.0
2020-02-28,17.7578,18.3631,17.2111,18.3435,2859328.0
2020-02-29,17.7578,18.3631,17.2111,18.3435,2859328.0
2020-03-01,17.7578,18.3631,17.2111,18.3435,2859328.0
2020-03-02,18.3826,19.4272,18.1092,19.2026,2278201.0
2020-03-03,19.3881,19.9494,19.1745,19.5248,1550020.0
2020-03-04,19.7103,20.1984,19.7103,19.8079,1068469.0
2020-03-05,19.5736,19.5951,19.1245,19.476,717874.0
2020-03-06,19.0367,19.3979,18.5583,19.3198,969520.0
2020-03-07,19.0367,19.3979,18.5583,19.3198,969520.0
2020-03-08,19.0367,19.3979,18.5583,19.3198,969520.0
2020-03-09,17.7773,18.1971,16.9866,16.9963,1579748.0
2020-03-10,17.3673,17.8456,16.5863,17.2697,1434910.0
2020-03-11,16.8889,17.0549,15.5417,15.9029,1384636.0
2020-03-12,15.1317,15.1561,13.1402,13.1792,1458377.0
2020-03-13,14.0481,14.4776,13.394,14.4191,1623908.0
2020-03-14,14.0481,14.4776,13.394,14.4191,1623908.0
2020-03-15,14.0481,14.4776,13.394,14.4191,1623908.0
2020-03-16,12.0077,13.3452,11.7149,11.7246,1416326.0
2020-03-17,12.5447,15.0438,12.2323,14.8095,3052397.0
2020-03-18,13.8724,14.2433,11.6661,12.8864,2783455.0
2020-03-19,12.8473,13.3159,11.5782,13.2183,1352489.0
2020-03-20,13.3354,14.0383,13.0377,13.5697,2044997.0
2020-03-21,13.3354,14.0383,13.0377,13.5697,2044997.0
2020-03-22,13.3354,14.0383,13.0377,13.5697,2044997.0
2020-03-23,13.599,13.599,11.1291,11.2951,1423981.0
2020-03-24,11.9004,13.1304,11.6564,13.1109,1117573.0
2020-03-25,13.1792,15.8834,12.7009,15.2879,1448459.0
2020-03-26,15.3091,16.5255,15.2399,15.8233,1724695.0
2020-03-27,15.4574,15.6058,14.6761,14.9926,855482.0
2020-03-28,15.4574,15.6058,14.6761,14.9926,855482.0
2020-03-29,15.4574,15.6058,14.6761,14.9926,855482.0
2020-03-30,15.0915,15.3684,14.3498,15.2497,1116651.0
2020-03-31,15.23,16.4365,15.1508,15.5959,1077907.0
2020-04-01,14.7256,15.0717,14.3498,14.5278,923375.0
2020-04-02,14.3597,14.9333,14.2707,14.6366,849683.0
2020-04-03,14.4388,14.9135,14.2212,14.5476,1047755.0
2020-04-04,14.4388,14.9135,14.2212,14.5476,1047755.0
2020-04-05,14.4388,14.9135,14.2212,14.5476,1047755.0
2020-04-06,15.1311,15.9024,14.9728,15.8134,717624.0
2020-04-07,16.6244,16.6244,15.7442,16.0013,1054553.0
2020-04-08,16.1497,16.7727,15.7739,16.565,495662.0
2020-04-09,16.8617,17.4156,16.6046,16.7826,969761.0
2020-04-10,16.8617,17.4156,16.6046,16.7826,969761.0
2020-04-11,16.8617,17.4156,16.6046,16.7826,969761.0
2020-04-12,16.8617,17.4156,16.6046,16.7826,969761.0
2020-04-13,16.7134,16.7925,15.9816,16.6541,392523.0
2020-04-14,16.9804,17.533,16.8518,17.0101,657829.0
2020-04-15,16.387,16.7579,16.3376,16.4563,1046691.0
2020-04-16,16.5156,16.8123,16.1596,16.5552,486352.0
2020-04-17,17.1189,17.3562,16.8716,17.3167,1045915.0
2020-04-18,17.1189,17.3562,16.8716,17.3167,1045915.0
2020-04-19,17.1189,17.3562,16.8716,17.3167,1045915.0
2020-04-20,16.8716,16.9606,16.3079,16.8815,506676.0
2020-04-21,16.4662,16.7628,16.0409,16.0409,440285.0
2020-04-22,16.4068,16.5552,16.1299,16.2684,389792.0
2020-04-23,16.3475,16.6145,16.1497,16.1695,666246.0
2020-04-24,16.2288,16.3766,16.0013,16.2387,280885.0
2020-04-25,16.2288,16.3766,16.0013,16.2387,280885.0
2020-04-26,16.2288,16.3766,16.0013,16.2387,280885.0
2020-04-27,16.4068,17.3068,16.2585,16.9112,425781.0
2020-04-28,17.3859,17.5837,16.9903,17.0595,476799.0
2020-04-29,17.6529,17.9199,17.4156,17.643,498721.0
2020-04-30,17.3463,17.5144,16.6837,17.1288,621118.0
2020-05-01,16.7332,16.8024,16.3673,16.6343,474321.0
2020-05-02,16.7332,16.8024,16.3673,16.6343,474321.0
2020-05-03,16.7332,16.8024,16.3673,16.6343,474321.0
2020-05-04,16.3673,16.8024,16.1645,16.2189,544940.0
2020-05-05,16.3771,16.926,16.3574,16.6639,559353.0
2020-05-06,16.7332,17.2771,16.7332,17.0299,821951.0
2020-05-07,17.3958,17.4798,17.0101,17.4452,438823.0
2020-05-08,17.7716,18.2166,17.6745,18.1474,392642.0
2020-05-09,17.7716,18.2166,17.6745,18.1474,392642.0
2020-05-10,17.7716,18.2166,17.6745,18.1474,392642.0
2020-05-11,17.5837,18.6913,17.5837,18.5924,705168.0
2020-05-12,18.5825,19.077,18.1968,18.2018,780884.0
2020-05-13,18.2661,18.3847,17.554,17.6826,989820.0
2020-05-14,17.287,17.732,16.9409,17.7221,903674.0
2020-05-15,17.9793,17.9793,17.2573,17.376,425182.0
2020-05-16,17.9793,17.9793,17.2573,17.376,425182.0
2020-05-17,17.9793,17.9793,17.2573,17.376,425182.0
2020-05-18,17.8309,19.1759,17.7716,19.0572,835950.0
2020-05-19,19.4528,19.4528,18.0979,18.0979,625081.0
2020-05-20,18.4243,18.454,18.0979,18.3254,1001615.0
2020-05-21,18.2364,18.4936,17.9288,18.1474,440521.0
2020-05-22,18.2858,18.2858,17.91,18.1177,340526.0
2020-05-23,18.2858,18.2858,17.91,18.1177,340526.0
2020-05-24,18.2858,18.2858,17.91,18.1177,340526.0
2020-05-25,18.2858,18.2858,17.91,18.1177,340526.0
2020-05-26,18.6814,19.0177,18.5133,18.8001,579496.0
2020-05-27,18.3254,18.3946,18.0584,18.2661,916500.0
2020-05-28,18.3748,18.4045,17.9644,18.0386,684663.0
2020-05-29,18.0,18.38,17.9399,18.38,1074368.0
2020-05-30,18.0,18.38,17.9399,18.38,1074368.0
2020-05-31,18.0,18.38,17.9399,18.38,1074368.0
2020-06-01,18.44,18.47,18.17,18.31,1189970.0
2020-06-02,18.43,18.6,18.23,18.57,826416.0
2020-06-03,18.73,19.26,18.61,18.72,1161271.0
2020-06-04,18.64,18.73,18.05,18.23,483301.0
2020-06-05,18.57,18.97,18.33,18.39,602351.0
2020-06-06,18.57,18.97,18.33,18.39,602351.0
2020-06-07,18.57,18.97,18.33,18.39,602351.0
2020-06-08,18.56,19.105,18.455,19.05,658190.0
2020-06-09,18.86,19.06,18.51,19.01,633981.0
2020-06-10,19.12,19.2,18.8,18.84,810608.0
2020-06-11,18.15,18.36,17.49,17.51,863571.0
2020-06-12,18.0,18.19,17.19,17.64,841170.0
2020-06-13,18.0,18.19,17.19,17.64,841170.0
2020-06-14,18.0,18.19,17.19,17.64,841170.0
2020-06-15,17.3,18.38,17.2,18.26,412452.0
2020-06-16,18.84,18.89,18.07,18.38,724990.0
2020-06-17,18.48,18.87,18.36,18.67,418296.0
2020-06-18,18.57,18.83,18.38,18.63,330229.0
2020-06-19,18.84,19.2,18.78,19.0,2264141.0
2020-06-20,18.84,19.2,18.78,19.0,2264141.0
2020-06-21,18.84,19.2,18.78,19.0,2264141.0
2020-06-22,18.92,19.2,18.82,19.09,658733.0
2020-06-23,19.46,19.53,19.04,19.285,1005090.0
2020-06-24,19.05,19.12,18.11,18.31,827455.0
2020-06-25,18.07,18.47,17.85,18.46,554415.0
2020-06-26,18.46,18.49,18.01,18.07,2521526.0
2020-06-27,18.46,18.49,18.01,18.07,2521526.0
2020-06-28,18.46,18.49,18.01,18.07,2521526.0
2020-06-29,18.22,18.52,17.86,18.1,982793.0
2020-06-30,18.17,18.5,18.12,18.44,492415.0
2020-07-01,18.43,18.74,18.42,18.67,591899.0
2020-07-02,18.88,19.15,18.68,19.12,613552.0
2020-07-03,18.88,19.15,18.68,19.12,613552.0
2020-07-04,18.88,19.15,18.68,19.12,613552.0
2020-07-05,18.88,19.15,18.68,19.12,613552.0
2020-07-06,19.33,19.46,19.13,19.21,381662.0
2020-07-07,19.06,19.24,18.81,19.2,540623.0
2020-07-08,19.14,19.45,19.02,19.42,648828.0
2020-07-09,19.41,19.55,19.2,19.39,622370.0
2020-07-10,19.3,19.53,19.14,19.24,610501.0
2020-07-11,19.3,19.53,19.14,19.24,610501.0
2020-07-12,19.3,19.53,19.14,19.24,610501.0
2020-07-13,19.27,19.685,19.23,19.37,719748.0
2020-07-14,19.23,20.28,19.16,20.26,851862.0
2020-07-15,20.29,21.1,20.29,21.025,1023578.0
2020-07-16,20.77,20.97,20.48,20.78,1133356.0
2020-07-17,20.68,21.71,20.68,21.71,1187950.0
2020-07-18,20.68,21.71,20.68,21.71,1187950.0
2020-07-19,20.68,21.71,20.68,21.71,1187950.0
2020-07-20,21.57,21.98,21.51,21.62,1184415.0
2020-07-21,21.74,21.94,21.68,21.81,1225054.0
2020-07-22,21.75,21.82,21.48,21.54,1767525.0
2020-07-23,21.8,21.8,20.91,21.07,2260547.0
2020-07-24,20.73,20.85,20.08,20.24,1861707.0
2020-07-25,20.73,20.85,20.08,20.24,1861707.0
2020-07-26,20.73,20.85,20.08,20.24,1861707.0
2020-07-27,20.15,20.3,19.61,20.06,2102041.0
2020-07-28,19.8,20.14,19.06,19.74,5157396.0
2020-07-29,19.81,21.13,19.81,20.81,3231692.0
2020-07-30,21.1,21.26,19.35,19.35,32881289.0
2020-07-31,21.1,21.26,19.35,19.35,32881289.0
2020-08-01,21.1,21.26,19.35,19.35,32881289.0
2020-08-02,21.1,21.26,19.35,19.35,32881289.0
2020-08-03,21.1,21.26,19.35,19.35,32881289.0
2020-08-04,21.1,21.26,19.35,19.35,32881289.0
2020-08-05,21.1,21.26,19.35,19.35,32881289.0
2020-08-06,21.1,21.26,19.35,19.35,32881289.0
2020-08-07,21.1,21.26,19.35,19.35,32881289.0
2020-08-08,21.1,21.26,19.35,19.35,32881289.0
2020-08-09,21.1,21.26,19.35,19.35,32881289.0
2020-08-10,21.1,21.26,19.35,19.35,32881289.0
2020-08-11,21.1,21.26,19.35,19.35,32881289.0
2020-08-12,21.1,21.26,19.35,19.35,32881289.0
2020-08-13,21.1,21.26,19.35,19.35,32881289.0
2020-08-14,21.1,21.26,19.35,19.35,32881289.0
2020-08-15,21.1,21.26,19.35,19.35,32881289.0
2020-08-16,21.1,21.26,19.35,19.35,32881289.0
2020-08-17,21.1,21.26,19.35,19.35,32881289.0
2020-08-18,21.1,21.26,19.35,19.35,32881289.0
2020-08-19,21.1,21.26,19.35,19.35,32881289.0
2020-08-20,21.1,21.26,19.35,19.35,32881289.0
2020-08-21,21.1,21.26,19.35,19.35,32881289.0
2020-08-22,21.1,21.26,19.35,19.35,32881289.0
2020-08-23,21.1,21.26,19.35,19.35,32881289.0
2020-08-24,21.1,21.26,19.35,19.35,32881289.0
2020-08-25,21.1,21.26,19.35,19.35,32881289.0
2020-08-26,21.1,21.26,19.35,19.35,32881289.0
2020-08-27,21.1,21.26,19.35,19.35,32881289.0
2020-08-28,21.1,21.26,19.35,19.35,32881289.0
2020-08-29,21.1,21.26,19.35,19.35,32881289.0
2020-08-30,21.1,21.26,19.35,19.35,32881289.0
2020-08-31,21.1,21.26,19.35,19.35,32881289.0
2020-09-01,21.1,21.26,19.35,19.35,32881289.0
2020-09-02,21.1,21.26,19.35,19.35,32881289.0
2020-09-03,21.1,21.26,19.35,19.35,32881289.0
2020-09-04,21.1,21.26,19.35,19.35,32881289.0
2020-09-05,21.1,21.26,19.35,19.35,32881289.0
2020-09-06,21.1,21.26,19.35,19.35,32881289.0
2020-09-07,21.1,21.26,19.35,19.35,32881289.0
2020-09-08,21.1,21.26,19.35,19.35,32881289.0
2020-09-09,21.1,21.26,19.35,19.35,32881289.0
2020-09-10,21.1,21.26,19.35,19.35,32881289.0
2020-09-11,21.1,21.26,19.35,19.35,32881289.0
2020-09-12,21.1,21.26,19.35,19.35,32881289.0
2020-09-13,21.1,21.26,19.35,19.35,32881289.0
2020-09-14,21.1,21.26,19.35,19.35,32881289.0
2020-09-15,21.1,21.26,19.35,19.35,32881289.0
2020-09-16,21.1,21.26,19.35,19.35,32881289.0
2020-09-17,21.1,21.26,19.35,19.35,32881289.0
2020-09-18,21.1,21.26,19.35,19.35,32881289.0
2020-09-19,21.1,21.26,19.35,19.35,32881289.0
2020-09-20,21.1,21.26,19.35,19.35,32881289.0
2020-09-21,21.1,21.26,19.35,19.35,32881289.0
2020-09-22,21.1,21.26,19.35,19.35,32881289.0
2020-09-23,21.1,21.26,19.35,19.35,32881289.0
2020-09-24,21.1,21.26,19.35,19.35,32881289.0
2020-09-25,21.1,21.26,19.35,19.35,32881289.0
2020-09-26,21.1,21.26,19.35,19.35,32881289.0
2020-09-27,21.1,21.26,19.35,19.35,32881289.0
2020-09-28,21.1,21.26,19.35,19.35,32881289.0
2020-09-29,21.1,21.26,19.35,19.35,32881289.0
2020-09-30,21.1,21.26,19.35,19.35,32881289.0
2020-10-01,21.1,21.26,19.35,19.35,32881289.0
2020-10-02,21.1,21.26,19.35,19.35,32881289.0
2020-10-03,21.1,21.26,19.35,19.35,32881289.0
2020-10-04,21.1,21.26,19.35,19.35,32881289.0
2020-10-05,21.1,21.26,19.35,19.35,32881289.0
2020-10-06,21.1,21.26,19.35,19.35,32881289.0
2020-10-07,21.1,21.26,19.35,19.35,32881289.0
2020-10-08,21.1,21.26,19.35,19.35,32881289.0
2020-10-09,21.1,21.26,19.35,19.35,32881289.0
2020-10-10,21.1,21.26,19.35,19.35,32881289.0
2020-10-11,21.1,21.26,19.35,19.35,32881289.0
2020-10-12,21.1,21.26,19.35,19.35,32881289.0
2020-10-13,21.1,21.26,19.35,19.35,32881289.0
2020-10-14,21.1,21.26,19.35,19.35,32881289.0
2020-10-15,21.1,21.26,19.35,19.35,32881289.0
2020-10-16,21.1,21.26,19.35,19.35,32881289.0
2020-10-17,21.1,21.26,19.35,19.35,32881289.0
2020-10-18,21.1,21.26,19.35,19.35,32881289.0
2020-10-19,21.1,21.26,19.35,19.35,32881289.0
2020-10-20,21.1,21.26,19.35,19.35,32881289.0
2020-10-21,21.1,21.26,19.35,19.35,32881289.0
2020-10-22,21.1,21.26,19.35,19.35,32881289.0
2020-10-23,21.1,21.26,19.35,19.35,32881289.0
2020-10-24,21.1,21.26,19.35,19.35,32881289.0
2020-10-25,21.1,21.26,19.35,19.35,32881289.0
2020-10-26,21.1,21.26,19.35,19.35,32881289.0
2020-10-27,21.1,21.26,19.35,19.35,32881289.0
2020-10-28,21.1,21.26,19.35,19.35,32881289.0
2020-10-29,21.1,21.26,19.35,19.35,32881289.0
2020-10-30,21.1,21.26,19.35,19.35,32881289.0
2020-10-31,21.1,21.26,19.35,19.35,32881289.0
2020-11-01,21.1,21.26,19.35,19.35,32881289.0
2020-11-02,21.1,21.26,19.35,19.35,32881289.0
2020-11-03,21.1,21.26,19.35,19.35,32881289.0
2020-11-04,21.1,21.26,19.35,19.35,32881289.0
2020-11-05,21.1,21.26,19.35,19.35,32881289.0
2020-11-06,21.1,21.26,19.35,19.35,32881289.0
2020-11-07,21.1,21.26,19.35,19.35,32881289.0
2020-11-08,21.1,21.26,19.35,19.35,32881289.0
2020-11-09,21.1,21.26,19.35,19.35,32881289.0
2020-11-10,21.1,21.26,19.35,19.35,32881289.0
2020-11-11,21.1,21.26,19.35,19.35,32881289.0
2020-11-12,21.1,21.26,19.35,19.35,32881289.0
2020-11-13,21.1,21.26,19.35,19.35,32881289.0
2020-11-14,21.1,21.26,19.35,19.35,32881289.0
2020-11-15,21.1,21.26,19.35,19.35,32881289.0
2020-11-16,21.1,21.26,19.35,19.35,32881289.0
2020-11-17,21.1,21.26,19.35,19.35,32881289.0
2020-11-18,21.1,21.26,19.35,19.35,32881289.0
2020-11-19,21.1,21.26,19.35,19.35,32881289.0
2020-11-20,21.1,21.26,19.35,19.35,32881289.0
2020-11-21,21.1,21.26,19.35,19.35,32881289.0
2020-11-22,21.1,21.26,19.35,19.35,32881289.0
2020-11-23,21.1,21.26,19.35,19.35,32881289.0
2020-11-24,21.1,21.26,19.35,19.35,32881289.0
2020-11-25,21.1,21.26,19.35,19.35,32881289.0
2020-11-26,21.1,21.26,19.35,19.35,32881289.0
2020-11-27,21.1,21.26,19.35,19.35,32881289.0
2020-11-28,21.1,21.26,19.35,19.35,32881289.0
2020-11-29,21.1,21.26,19.35,19.35,32881289.0
2020-11-30,21.1,21.26,19.35,19.35,32881289.0
2020-12-01,21.1,21.26,19.35,19.35,32881289.0
2020-12-02,21.1,21.26,19.35,19.35,32881289.0
2020-12-03,21.1,21.26,19.35,19.35,32881289.0
2020-12-04,21.1,21.26,19.35,19.35,32881289.0
2020-12-05,21.1,21.26,19.35,19.35,32881289.0
2020-12-06,21.1,21.26,19.35,19.35,32881289.0
2020-12-07,21.1,21.26,19.35,19.35,32881289.0
2020-12-08,21.1,21.26,19.35,19.35,32881289.0
2020-12-09,21.1,21.26,19.35,19.35,32881289.0
2020-12-10,21.1,21.26,19.35,19.35,32881289.0
2020-12-11,21.1,21.26,19.35,19.35,32881289.0
2020-12-12,21.1,21.26,19.35,19.35,32881289.0
2020-12-13,21.1,21.26,19.35,19.35,32881289.0
2020-12-14,21.1,21.26,19.35,19.35,32881289.0
2020-12-15,21.1,21.26,19.35,19.35,32881289.0
2020-12-16,21.1,21.26,19.35,19.35,32881289.0
2020-12-17,21.1,21.26,19.35,19.35,32881289.0
2020-12-18,21.1,21.26,19.35,19.35,32881289.0
2020-12-19,21.1,21.26,19.35,19.35,32881289.0
2020-12-20,21.1,21.26,19.35,19.35,32881289.0
2020-12-21,21.1,21.26,19.35,19.35,32881289.0
2020-12-22,21.1,21.26,19.35,19.35,32881289.0
2020-12-23,21.1,21.26,19.35,19.35,32881289.0
2020-12-24,21.1,21.26,19.35,19.35,32881289.0
2020-12-25,21.1,21.26,19.35,19.35,32881289.0
2020-12-26,21.1,21.26,19.35,19.35,32881289.0
2020-12-27,21.1,21.26,19.35,19.35,32881289.0
2020-12-28,21.1,21.26,19.35,19.35,32881289.0
2020-12-29,21.1,21.26,19.35,19.35,32881289.0
2020-12-30,21.1,21.26,19.35,19.35,32881289.0
2020-12-31,21.1,21.26,19.35,19.35,32881289.0
2021-01-01,21.1,21.26,19.35,19.35,32881289.0
2021-01-02,21.1,21.26,19.35,19.35,32881289.0
2021-01-03,21.1,21.26,19.35,19.35,32881289.0
2021-01-04,21.1,21.26,19.35,19.35,32881289.0
2021-01-05,21.1,21.26,19.35,19.35,32881289.0
2021-01-06,21.1,21.26,19.35,19.35,32881289.0
2021-01-07,21.1,21.26,19.35,19.35,32881289.0
2021-01-08,21.1,21.26,19.35,19.35,32881289.0
2021-01-09,21.1,21.26,19.35,19.35,32881289.0
2021-01-10,21.1,21.26,19.35,19.35,32881289.0
2021-01-11,21.1,21.26,19.35,19.35,32881289.0
2021-01-12,21.1,21.26,19.35,19.35,32881289.0
2021-01-13,21.1,21.26,19.35,19.35,32881289.0
2021-01-14,21.1,21.26,19.35,19.35,32881289.0
2021-01-15,21.1,21.26,19.35,19.35,32881289.0
2021-01-16,21.1,21.26,19.35,19.35,32881289.0
2021-01-17,21.1,21.26,19.35,19.35,32881289.0
2021-01-18,21.1,21.26,19.35,19.35,32881289.0
2021-01-19,21.1,21.26,19.35,19.35,32881289.0
2021-01-20,21.1,21.26,19.35,19.35,32881289.0
2021-01-21,21.1,21.26,19.35,19.35,32881289.0
2021-01-22,21.1,21.26,19.35,19.35,32881289.0
2021-01-23,21.1,21.26,19.35,19.35,32881289.0
2021-01-24,21.1,21.26,19.35,19.35,32881289.0
2021-01-25,21.1,21.26,19.35,19.35,32881289.0
2021-01-26,21.1,21.26,19.35,19.35,32881289.0
2021-01-27,21.1,21.26,19.35,19.35,32881289.0
2021-01-28,21.1,21.26,19.35,19.35,32881289.0
2021-01-29,21.1,21.26,19.35,19.35,32881289.0
2021-01-30,21.1,21.26,19.35,19.35,32881289.0
2021-01-31,21.1,21.26,19.35,19.35,32881289.0
2021-02-01,21.1,21.26,19.35,19.35,32881289.0
2021-02-02,21.1,21.26,19.35,19.35,32881289.0
2021-02-03,21.1,21.26,19.35,19.35,32881289.0
2021-02-04,21.1,21.26,19.35,19.35,32881289.0
2021-02-05,21.1,21.26,19.35,19.35,32881289.0
2021-02-06,21.1,21.26,19.35,19.35,32881289.0
2021-02-07,21.1,21.26,19.35,19.35,32881289.0
2021-02-08,21.1,21.26,19.35,19.35,32881289.0
2021-02-09,21.1,21.26,19.35,19.35,32881289.0
2021-02-10,21.1,21.26,19.35,19.35,32881289.0
2021-02-11,21.1,21.26,19.35,19.35,32881289.0
2021-02-12,21.1,21.26,19.35,19.35,32881289.0
2021-02-13,21.1,21.26,19.35,19.35,32881289.0
2021-02-14,21.1,21.26,19.35,19.35,32881289.0
2021-02-15,21.1,21.26,19.35,19.35,32881289.0
2021-02-16,21.1,21.26,19.35,19.35,32881289.0
2021-02-17,21.1,21.26,19.35,19.35,32881289.0
2021-02-18,21.1,21.26,19.35,19.35,32881289.0
2021-02-19,21.1,21.26,19.35,19.35,32881289.0
2021-02-20,21.1,21.26,19.35,19.35,32881289.0
2021-02-21,21.1,21.26,19.35,19.35,32881289.0
2021-02-22,21.1,21.26,19.35,19.35,32881289.0
2021-02-23,21.1,21.26,19.35,19.35,32881289.0
2021-02-24,21.1,21.26,19.35,19.35,32881289.0
2021-02-25,21.1,21.26,19.35,19.35,32881289.0
2021-02-26,21.1,21.26,19.35,19.35,32881289.0
2021-02-27,21.1,21.26,19.35,19.35,32881289.0
2021-02-28,21.1,21.26,19.35,19.35,32881289.0
2021-03-01,21.1,21.26,19.35,19.35,32881289.0
2021-03-02,21.1,21.26,19.35,19.35,32881289.0
2021-03-03,21.1,21.26,19.35,19.35,32881289.0
2021-03-04,21.1,21.26,19.35,19.35,32881289.0
2021-03-05,21.1,21.26,19.35,19.35,32881289.0
2021-03-06,21.1,21.26,19.35,19.35,32881289.0
2021-03-07,21.1,21.26,19.35,19.35,32881289.0
2021-03-08,21.1,21.26,19.35,19.35,32881289.0
2021-03-09,21.1,21.26,19.35,19.35,32881289.0
2021-03-10,21.1,21.26,19.35,19.35,32881289.0
2021-03-11,21.1,21.26,19.35,19.35,32881289.0
2021-03-12,21.1,21.26,19.35,19.35,32881289.0
2021-03-13,21.1,21.26,19.35,19.35,32881289.0
2021-03-14,21.1,21.26,19.35,19.35,32881289.0
2021-03-15,21.1,21.26,19.35,19.35,32881289.0
2021-03-16,21.1,21.26,19.35,19.35,32881289.0
2021-03-17,21.1,21.26,19.35,19.35,32881289.0
2021-03-18,21.1,21.26,19.35,19.35,32881289.0
2021-03-19,21.1,21.26,19.35,19.35,32881289.0
2021-03-20,21.1,21.26,19.35,19.35,32881289.0
2021-03-21,21.1,21.26,19.35,19.35,32881289.0
2021-03-22,21.1,21.26,19.35,19.35,32881289.0
2021-03-23,21.1,21.26,19.35,19.35,32881289.0
2021-03-24,21.1,21.26,19.35,19.35,32881289.0
2021-03-25,21.1,21.26,19.35,19.35,32881289.0
2021-03-26,21.1,21.26,19.35,19.35,32881289.0
2021-03-27,21.1,21.26,19.35,19.35,32881289.0
2021-03-28,21.1,21.26,19.35,19.35,32881289.0
2021-03-29,21.1,21.26,19.35,19.35,32881289.0
2021-03-30,21.1,21.26,19.35,19.35,32881289.0
2021-03-31,21.1,21.26,19.35,19.35,32881289.0
2021-04-01,21.1,21.26,19.35,19.35,32881289.0
2021-04-02,21.1,21.26,19.35,19.35,32881289.0
2021-04-03,21.1,21.26,19.35,19.35,32881289.0
2021-04-04,21.1,21.26,19.35,19.35,32881289.0
2021-04-05,21.1,21.26,19.35,19.35,32881289.0
2021-04-06,21.1,21.26,19.35,19.35,32881289.0
2021-04-07,21.1,21.26,19.35,19.35,32881289.0
