,WAL US Equity,WAL US Equity,WAL US Equity,WAL US Equity,WAL US Equity
2019-05-22,40.2862,40.4299,39.4435,39.6407,505614.0
2019-05-23,39.2373,39.2642,38.5471,38.8877,670422.0
2019-05-24,39.1208,39.6049,39.1208,39.4346,623567.0
2019-05-25,39.1208,39.6049,39.1208,39.4346,623567.0
2019-05-26,39.1208,39.6049,39.1208,39.4346,623567.0
2019-05-27,39.1208,39.6049,39.1208,39.4346,623567.0
2019-05-28,39.1925,39.4973,38.7981,38.9953,763923.0
2019-05-29,38.5202,39.2194,38.1437,39.1118,413275.0
2019-05-30,39.2015,39.2732,37.6237,38.0361,396754.0
2019-05-31,37.4265,37.6058,36.7452,36.8887,1007238.0
2019-06-01,37.4265,37.6058,36.7452,36.8887,1007238.0
2019-06-02,37.4265,37.6058,36.7452,36.8887,1007238.0
2019-06-03,36.8618,37.9823,36.79,37.7134,1175057.0
2019-06-04,38.3319,39.2104,38.2333,39.1746,475818.0
2019-06-05,39.5869,40.1607,39.1118,39.8021,1333939.0
2019-06-06,39.8828,39.9635,39.1567,39.7573,708616.0
2019-06-07,39.4525,39.5063,39.076,39.2194,476180.0
2019-06-08,39.4525,39.5063,39.076,39.2194,476180.0
2019-06-09,39.4525,39.5063,39.076,39.2194,476180.0
2019-06-10,39.6407,40.0172,39.2553,39.3628,546943.0
2019-06-11,39.6228,39.8559,39.0401,39.1656,402751.0
2019-06-12,39.1746,39.2732,38.5023,38.6905,656548.0
2019-06-13,38.8519,39.2642,38.7174,38.8698,499121.0
2019-06-14,38.8698,39.2015,38.2692,39.1208,551583.0
2019-06-15,38.8698,39.2015,38.2692,39.1208,551583.0
2019-06-16,38.8698,39.2015,38.2692,39.1208,551583.0
2019-06-17,39.1118,39.4077,38.8429,38.9594,722446.0
2019-06-18,38.825,39.7483,38.6009,39.2911,747742.0
2019-06-19,39.5332,39.9276,38.5919,38.6546,651824.0
2019-06-20,38.816,38.9774,37.821,38.6188,687092.0
2019-06-21,38.5471,39.1477,38.5112,38.7533,654869.0
2019-06-22,38.5471,39.1477,38.5112,38.7533,654869.0
2019-06-23,38.5471,39.1477,38.5112,38.7533,654869.0
2019-06-24,38.7443,39.1208,38.2423,38.5023,450455.0
2019-06-25,38.4843,39.0043,38.0451,38.7712,605107.0
2019-06-26,39.0491,39.3001,38.7084,39.1477,501642.0
2019-06-27,39.0491,39.8648,39.0491,39.8111,734558.0
2019-06-28,40.322,40.6089,39.5601,40.089,1760587.0
2019-06-29,40.322,40.6089,39.5601,40.089,1760587.0
2019-06-30,40.322,40.6089,39.5601,40.089,1760587.0
2019-07-01,40.4834,40.7792,39.829,40.3758,726881.0
2019-07-02,40.2682,40.322,39.2911,39.7483,727359.0
2019-07-03,39.9366,40.0531,39.6228,40.0172,264800.0
2019-07-04,39.9366,40.0531,39.6228,40.0172,264800.0
2019-07-05,40.34,40.9137,40.071,40.4386,420690.0
2019-07-06,40.34,40.9137,40.071,40.4386,420690.0
2019-07-07,40.34,40.9137,40.071,40.4386,420690.0
2019-07-08,40.0352,40.1069,39.4077,39.578,493567.0
2019-07-09,39.1298,39.5869,39.0894,39.5063,455446.0
2019-07-10,39.4973,39.5152,38.7969,39.1208,670288.0
2019-07-11,39.3539,39.6497,38.9953,39.3897,745697.0
2019-07-12,39.4794,40.4924,39.2373,40.4475,798333.0
2019-07-13,39.4794,40.4924,39.2373,40.4475,798333.0
2019-07-14,39.4794,40.4924,39.2373,40.4475,798333.0
2019-07-15,40.5192,40.5192,39.3628,39.4794,800915.0
2019-07-16,39.4435,39.7125,39.067,39.6049,532227.0
2019-07-17,39.4077,39.4973,38.8877,39.076,532269.0
2019-07-18,38.9684,39.8648,38.7084,39.8648,1116613.0
2019-07-19,41.0213,42.8321,40.9675,41.2364,1903181.0
2019-07-20,41.0213,42.8321,40.9675,41.2364,1903181.0
2019-07-21,41.0213,42.8321,40.9675,41.2364,1903181.0
2019-07-22,41.3888,41.7205,40.972,41.586,926787.0
2019-07-23,41.586,42.2628,41.4516,42.1956,603992.0
2019-07-24,42.1956,43.6478,42.0522,43.5044,677134.0
2019-07-25,43.6209,43.8809,43.2893,43.4865,721890.0
2019-07-26,43.5134,44.5712,43.343,44.5532,714574.0
2019-07-27,43.5134,44.5712,43.343,44.5532,714574.0
2019-07-28,43.5134,44.5712,43.343,44.5532,714574.0
2019-07-29,44.4457,45.1897,44.2305,44.5981,1303310.0
2019-07-30,44.1678,44.8849,43.8182,44.858,657259.0
2019-07-31,44.7236,45.1449,44.0512,44.3202,960215.0
2019-08-01,44.2036,44.6698,41.4695,41.6577,1119743.0
2019-08-02,41.5143,41.6937,40.4296,40.9854,710157.0
2019-08-03,41.5143,41.6937,40.4296,40.9854,710157.0
2019-08-04,41.5143,41.6937,40.4296,40.9854,710157.0
2019-08-05,40.1338,40.34,39.0222,39.7573,1219715.0
2019-08-06,40.1607,40.3803,39.2284,40.0441,995169.0
2019-08-07,39.2194,39.8111,38.8788,39.7483,843039.0
2019-08-08,40.2593,40.7075,39.9455,40.6268,647487.0
2019-08-09,40.34,40.5282,40.0441,40.1965,491589.0
2019-08-10,40.34,40.5282,40.0441,40.1965,491589.0
2019-08-11,40.34,40.5282,40.0441,40.1965,491589.0
2019-08-12,39.578,39.8021,39.0849,39.2015,479119.0
2019-08-13,39.1567,40.2862,39.0132,39.578,565354.0
2019-08-14,38.5023,38.9774,37.8837,38.0899,1472203.0
2019-08-15,38.2973,38.5498,37.5849,37.7202,827192.0
2019-08-16,38.117,38.915,38.117,38.7301,696313.0
2019-08-17,38.117,38.915,38.117,38.7301,696313.0
2019-08-18,38.117,38.915,38.117,38.7301,696313.0
2019-08-19,39.4966,39.7672,39.154,39.3253,1064515.0
2019-08-20,39.1269,39.3523,38.8203,39.0548,398850.0
2019-08-21,39.4876,39.5868,39.0548,39.2802,725981.0
2019-08-22,39.5778,39.8213,38.9646,39.2892,678453.0
2019-08-23,39.2171,40.0016,37.8374,37.9997,1143783.0
2019-08-24,39.2171,40.0016,37.8374,37.9997,1143783.0
2019-08-25,39.2171,40.0016,37.8374,37.9997,1143783.0
2019-08-26,38.135,38.4326,37.7833,38.1981,690674.0
2019-08-27,38.4326,38.5408,37.2423,37.3685,681108.0
2019-08-28,37.2062,38.1034,37.2062,37.7202,352322.0
2019-08-29,38.135,39.0818,38.135,38.9556,593931.0
2019-08-30,39.2081,39.7311,38.9466,39.154,1226755.0
2019-08-31,39.2081,39.7311,38.9466,39.154,1226755.0
2019-09-01,39.2081,39.7311,38.9466,39.154,1226755.0
2019-09-02,39.2081,39.7311,38.9466,39.154,1226755.0
2019-09-03,38.7482,38.8654,37.4857,37.9276,602428.0
2019-09-04,38.2883,38.4957,37.9366,38.3244,285305.0
2019-09-05,39.1269,39.9565,39.0187,39.7672,825289.0
2019-09-06,39.7762,40.0106,39.3253,39.4515,624974.0
2019-09-07,39.7762,40.0106,39.3253,39.4515,624974.0
2019-09-08,39.7762,40.0106,39.3253,39.4515,624974.0
2019-09-09,39.8754,41.769,39.6139,41.4985,1099793.0
2019-09-10,41.9223,42.788,41.742,42.3642,1169338.0
2019-09-11,42.4904,42.8872,41.4444,42.6798,1052212.0
2019-09-12,42.1478,42.6618,41.7059,42.3101,1130447.0
2019-09-13,42.9503,43.1397,42.3732,42.6167,1301616.0
2019-09-14,42.9503,43.1397,42.3732,42.6167,1301616.0
2019-09-15,42.9503,43.1397,42.3732,42.6167,1301616.0
2019-09-16,42.1207,42.8151,41.9404,42.6798,635723.0
2019-09-17,42.4814,42.4814,41.9133,42.0937,1237744.0
2019-09-18,41.7961,42.6978,41.5346,42.5896,840894.0
2019-09-19,42.4003,42.7069,42.0396,42.1658,545026.0
2019-09-20,42.2109,42.4995,41.5165,41.5977,1360265.0
2019-09-21,42.2109,42.4995,41.5165,41.5977,1360265.0
2019-09-22,42.2109,42.4995,41.5165,41.5977,1360265.0
2019-09-23,41.219,42.3191,41.1468,42.1658,571224.0
2019-09-24,42.1748,42.4003,41.1649,41.3362,749170.0
2019-09-25,41.3452,42.1342,41.21,41.9584,463344.0
2019-09-26,41.7239,41.9404,41.0485,41.228,547080.0
2019-09-27,41.5887,42.3281,41.246,41.6157,666908.0
2019-09-28,41.5887,42.3281,41.246,41.6157,666908.0
2019-09-29,41.5887,42.3281,41.246,41.6157,666908.0
2019-09-30,41.8502,41.8502,41.2731,41.5526,382318.0
2019-10-01,41.9043,42.256,40.1369,40.182,380729.0
2019-10-02,39.7942,39.9385,39.1359,39.4876,614847.0
2019-10-03,38.7752,39.2757,38.3694,39.1359,808598.0
2019-10-04,39.3523,39.8844,38.7842,39.8213,881274.0
2019-10-05,39.3523,39.8844,38.7842,39.8213,881274.0
2019-10-06,39.3523,39.8844,38.7842,39.8213,881274.0
2019-10-07,39.6499,40.0557,39.4245,39.668,762112.0
2019-10-08,38.9375,39.2802,38.3785,38.4596,845304.0
2019-10-09,38.8474,39.1089,38.4686,38.8744,498238.0
2019-10-10,39.1359,39.7942,39.0052,39.4696,595894.0
2019-10-11,40.714,41.1288,40.2902,40.4525,1008048.0
2019-10-12,40.714,41.1288,40.2902,40.4525,1008048.0
2019-10-13,40.714,41.1288,40.2902,40.4525,1008048.0
2019-10-14,40.1188,40.7771,39.8483,40.3533,439744.0
2019-10-15,40.723,41.4715,40.1729,41.2731,620996.0
2019-10-16,41.21,41.7781,40.9214,41.228,891717.0
2019-10-17,41.5977,41.742,41.0837,41.7059,995032.0
2019-10-18,42.247,43.6447,41.9314,43.293,2001357.0
2019-10-19,42.247,43.6447,41.9314,43.293,2001357.0
2019-10-20,42.247,43.6447,41.9314,43.293,2001357.0
2019-10-21,43.8881,44.4112,43.5365,43.6266,1233590.0
2019-10-22,43.6717,44.6817,43.2389,43.9603,864279.0
2019-10-23,43.5906,44.2128,43.3291,44.1857,680403.0
2019-10-24,44.1316,44.1767,43.1397,43.6447,545531.0
2019-10-25,43.5184,44.8169,43.3922,44.5104,849442.0
2019-10-26,43.5184,44.8169,43.3922,44.5104,849442.0
2019-10-27,43.5184,44.8169,43.3922,44.5104,849442.0
2019-10-28,44.835,45.3039,44.5735,44.9071,923205.0
2019-10-29,44.6005,45.89,44.6005,45.6375,1044796.0
2019-10-30,45.4392,45.6105,44.6366,45.2408,735352.0
2019-10-31,44.853,44.8981,43.7799,44.4833,779946.0
2019-11-01,45.0514,45.5383,44.8891,45.5203,697524.0
2019-11-02,45.0514,45.5383,44.8891,45.5203,697524.0
2019-11-03,45.0514,45.5383,44.8891,45.5203,697524.0
2019-11-04,45.8179,46.5663,45.6375,46.5032,829407.0
2019-11-05,46.7737,47.1074,46.413,46.6926,804842.0
2019-11-06,46.386,46.7918,45.8855,46.5483,723632.0
2019-11-07,46.9451,48.3338,46.9451,47.4951,1484202.0
2019-11-08,47.3418,47.5763,46.9721,47.405,684020.0
2019-11-09,47.3418,47.5763,46.9721,47.405,684020.0
2019-11-10,47.3418,47.5763,46.9721,47.405,684020.0
2019-11-11,46.9811,47.5583,46.7828,46.9992,657004.0
2019-11-12,46.9992,47.4591,46.7737,47.1164,586039.0
2019-11-13,46.5754,46.8369,46.2237,46.5303,416195.0
2019-11-14,46.2856,46.7342,46.1135,46.6571,426583.0
2019-11-15,46.9199,46.9471,46.639,46.7024,299863.0
2019-11-16,46.9199,46.9471,46.639,46.7024,299863.0
2019-11-17,46.9199,46.9471,46.639,46.7024,299863.0
2019-11-18,46.5756,46.6843,46.2131,46.4759,451119.0
2019-11-19,46.6662,47.0015,46.3672,46.6571,985530.0
2019-11-20,46.4306,46.7568,45.9866,46.195,637806.0
2019-11-21,46.5212,46.5212,45.7329,46.2131,422740.0
2019-11-22,46.34,46.9199,46.2131,46.9109,519581.0
2019-11-23,46.34,46.9199,46.2131,46.9109,519581.0
2019-11-24,46.34,46.9199,46.2131,46.9109,519581.0
2019-11-25,46.9109,47.6539,46.7749,47.5723,517578.0
2019-11-26,47.6267,47.6947,47.2824,47.4455,500265.0
2019-11-27,47.7536,47.9376,47.527,47.9076,231267.0
2019-11-28,47.7536,47.9376,47.527,47.9076,231267.0
2019-11-29,47.6901,47.8985,47.2099,47.2642,181387.0
2019-11-30,47.6901,47.8985,47.2099,47.2642,181387.0
2019-12-01,47.6901,47.8985,47.2099,47.2642,181387.0
2019-12-02,47.5723,48.0163,47.2416,47.3458,524016.0
2019-12-03,46.5937,47.0015,46.1497,46.9018,504802.0
2019-12-04,47.1011,48.107,47.1011,47.6811,401661.0
2019-12-05,47.9892,48.1613,47.6539,48.0979,368169.0
2019-12-06,48.9315,49.3937,48.6325,48.7141,430704.0
2019-12-07,48.9315,49.3937,48.6325,48.7141,430704.0
2019-12-08,48.9315,49.3937,48.6325,48.7141,430704.0
2019-12-09,48.5419,49.004,48.4785,48.8047,610512.0
2019-12-10,48.7956,49.2124,48.5865,49.0222,361076.0
2019-12-11,49.0131,49.2578,48.8764,48.9134,440781.0
2019-12-12,49.1762,50.7348,49.1309,50.7076,857393.0
2019-12-13,50.6079,51.1788,50.2545,50.6804,663443.0
2019-12-14,50.6079,51.1788,50.2545,50.6804,663443.0
2019-12-15,50.6079,51.1788,50.2545,50.6804,663443.0
2019-12-16,51.36,51.6388,50.9069,51.0791,566213.0
2019-12-17,51.1244,52.0849,51.0247,51.8403,716750.0
2019-12-18,52.0396,52.0396,51.5412,51.7225,666773.0
2019-12-19,51.8221,51.9581,51.514,51.6953,773876.0
2019-12-20,51.9852,52.1166,51.6137,51.7768,947069.0
2019-12-21,51.9852,52.1166,51.6137,51.7768,947069.0
2019-12-22,51.9852,52.1166,51.6137,51.7768,947069.0
2019-12-23,52.0577,52.1936,51.5503,51.7225,313360.0
2019-12-24,51.7406,51.9309,51.5503,51.7406,182367.0
2019-12-25,51.7406,51.9309,51.5503,51.7406,182367.0
2019-12-26,51.9127,52.0849,51.7496,51.9309,274113.0
2019-12-27,51.9943,52.2027,51.6318,51.659,338021.0
2019-12-28,51.9943,52.2027,51.6318,51.659,338021.0
2019-12-29,51.9943,52.2027,51.6318,51.659,338021.0
2019-12-30,52.0034,52.0305,51.4959,51.7768,318100.0
2019-12-31,51.514,51.9581,51.514,51.65,855339.0
2020-01-01,51.514,51.9581,51.514,51.65,855339.0
2020-01-02,51.8493,52.3296,51.3968,52.3296,499388.0
2020-01-03,51.5594,51.8946,51.1516,51.804,586271.0
2020-01-04,51.5594,51.8946,51.1516,51.804,586271.0
2020-01-05,51.5594,51.8946,51.1516,51.804,586271.0
2020-01-06,51.1606,51.4959,50.617,51.4869,1024614.0
2020-01-07,51.3962,51.7043,51.0338,51.2422,476280.0
2020-01-08,51.4234,52.2661,51.2966,52.0215,731121.0
2020-01-09,52.3749,52.4746,51.7587,52.1846,702914.0
2020-01-10,52.3114,52.3114,51.659,51.7406,687798.0
2020-01-11,52.3114,52.3114,51.659,51.7406,687798.0
2020-01-12,52.3114,52.3114,51.659,51.7406,687798.0
2020-01-13,52.0034,52.2208,51.4325,52.094,570451.0
2020-01-14,52.094,52.6739,51.9852,52.1574,770524.0
2020-01-15,51.6953,52.0215,51.4506,51.6681,594886.0
2020-01-16,52.0487,52.3341,51.9037,52.1936,585850.0
2020-01-17,52.4927,52.8279,52.2752,52.5833,526756.0
2020-01-18,52.4927,52.8279,52.2752,52.5833,526756.0
2020-01-19,52.4927,52.8279,52.2752,52.5833,526756.0
2020-01-20,52.4927,52.8279,52.2752,52.5833,526756.0
2020-01-21,52.1302,52.5561,51.6953,51.7678,1063869.0
2020-01-22,51.8946,52.1121,51.5594,51.8765,698337.0
2020-01-23,51.6771,52.3296,51.07,52.2299,806395.0
2020-01-24,52.4021,53.4079,50.8797,52.094,1440742.0
2020-01-25,52.4021,53.4079,50.8797,52.094,1440742.0
2020-01-26,52.4021,53.4079,50.8797,52.094,1440742.0
2020-01-27,50.9069,51.5231,50.5173,51.1788,817756.0
2020-01-28,51.5684,52.2299,51.3147,51.6228,573271.0
2020-01-29,51.7134,52.0034,50.9613,51.07,539328.0
2020-01-30,50.5264,51.3781,50.2817,51.3781,403246.0
2020-01-31,50.7348,51.1244,49.8558,50.0461,598324.0
2020-02-01,50.7348,51.1244,49.8558,50.0461,598324.0
2020-02-02,50.7348,51.1244,49.8558,50.0461,598324.0
2020-02-03,50.4176,51.1153,50.2726,50.7166,550160.0
2020-02-04,51.6137,51.949,51.2784,51.7496,499673.0
2020-02-05,52.393,52.8823,52.248,52.7283,471109.0
2020-02-06,53.0726,53.2901,52.0124,52.0305,593611.0
2020-02-07,51.5956,52.0124,51.215,51.3056,278443.0
2020-02-08,51.5956,52.0124,51.215,51.3056,278443.0
2020-02-09,51.5956,52.0124,51.215,51.3056,278443.0
2020-02-10,50.9613,51.1516,50.7302,51.0247,470419.0
2020-02-11,51.1063,52.1393,51.0882,51.6862,389513.0
2020-02-12,52.2661,52.7192,52.0305,52.5017,415409.0
2020-02-13,52.2378,53.0387,52.2378,53.0205,279271.0
2020-02-14,52.9477,53.3117,52.7111,52.9568,359838.0
2020-02-15,52.9477,53.3117,52.7111,52.9568,359838.0
2020-02-16,52.9477,53.3117,52.7111,52.9568,359838.0
2020-02-17,52.9477,53.3117,52.7111,52.9568,359838.0
2020-02-18,52.6929,53.0114,51.7282,51.983,315262.0
2020-02-19,52.3561,52.6747,52.1741,52.3288,379219.0
2020-02-20,52.165,53.0478,52.165,52.9204,291581.0
2020-02-21,52.4562,53.0569,50.8363,50.8909,789436.0
2020-02-22,52.4562,53.0569,50.8363,50.8909,789436.0
2020-02-23,52.4562,53.0569,50.8363,50.8909,789436.0
2020-02-24,48.9616,49.3711,48.1971,48.543,908241.0
2020-02-25,48.7796,48.7796,46.2041,46.3952,759929.0
2020-02-26,46.8957,47.2598,45.6034,45.658,593768.0
2020-02-27,44.6479,45.8583,43.5649,43.5649,1230338.0
2020-02-28,42.0633,43.0553,40.8438,41.8995,1690760.0
2020-02-29,42.0633,43.0553,40.8438,41.8995,1690760.0
2020-03-01,42.0633,43.0553,40.8438,41.8995,1690760.0
2020-03-02,42.0542,43.2873,41.5081,43.2191,1011182.0
2020-03-03,42.9733,43.4375,40.3967,40.7619,1143472.0
2020-03-04,41.3352,41.3625,39.6789,40.4889,1106344.0
2020-03-05,39.1056,40.0429,38.4321,38.8871,1132242.0
2020-03-06,37.0124,38.1045,35.6746,36.0477,1294456.0
2020-03-07,37.0124,38.1045,35.6746,36.0477,1294456.0
2020-03-08,37.0124,38.1045,35.6746,36.0477,1294456.0
2020-03-09,32.362,32.4939,28.2849,29.8047,1959767.0
2020-03-10,32.3074,33.536,30.4508,31.8887,2560119.0
2020-03-11,30.6692,30.8604,29.0857,29.4498,2067770.0
