,WAL US Equity,WAL US Equity,WAL US Equity,WAL US Equity,WAL US Equity
2021-05-23,92.7732,93.9589,91.1581,92.1197,764250.0
2021-05-24,92.3344,92.6519,91.2374,91.9983,603618.0
2021-05-25,92.157,93.7535,89.3563,89.6269,1061215.0
2021-05-26,90.0377,91.5362,89.2722,91.4008,487997.0
2021-05-27,93.1747,93.8375,91.7182,92.9599,615572.0
2021-05-28,93.2587,93.5855,91.4568,93.3707,335778.0
2021-05-29,93.2587,93.5855,91.4568,93.3707,335778.0
2021-05-30,93.2587,93.5855,91.4568,93.3707,335778.0
2021-05-31,93.2587,93.5855,91.4568,93.3707,335778.0
2021-06-01,94.379,95.8915,94.0616,95.7608,559464.0
2021-06-02,96.1902,96.6104,94.7618,95.5367,934118.0
2021-06-03,95.238,96.4703,94.3604,95.0232,566851.0
2021-06-04,94.6871,95.5834,93.0813,95.4714,1423240.0
2021-06-05,94.6871,95.5834,93.0813,95.4714,1423240.0
2021-06-06,94.6871,95.5834,93.0813,95.4714,1423240.0
2021-06-07,95.9195,97.0212,95.8168,96.5917,516953.0
2021-06-08,95.5367,96.7177,94.3884,95.8822,728418.0
2021-06-09,96.0595,96.3303,93.016,94.9672,1075011.0
2021-06-10,96.1996,96.6571,91.4942,91.5128,700065.0
2021-06-11,91.8863,93.0813,90.3925,90.7753,782726.0
2021-06-12,91.8863,93.0813,90.3925,90.7753,782726.0
2021-06-13,91.8863,93.0813,90.3925,90.7753,782726.0
2021-06-14,90.6446,91.4848,87.8811,88.5813,656416.0
2021-06-15,88.1332,91.2701,87.9371,89.9257,578382.0
2021-06-16,89.1601,91.6435,87.6243,90.8967,838832.0
2021-06-17,91.6716,91.7089,84.6695,84.8655,1025436.0
2021-06-18,83.4651,84.6228,81.9433,83.241,1544106.0
2021-06-19,83.4651,84.6228,81.9433,83.241,1544106.0
2021-06-20,83.4651,84.6228,81.9433,83.241,1544106.0
2021-06-21,84.7161,88.4693,84.2867,88.1985,802493.0
2021-06-22,88.0305,89.739,86.1072,88.796,692672.0
2021-06-23,88.9734,90.1591,88.5813,89.0574,354273.0
2021-06-24,89.7576,89.9179,87.0408,88.3759,843061.0
2021-06-25,88.684,89.4496,87.7877,88.8894,2373505.0
2021-06-26,88.684,89.4496,87.7877,88.8894,2373505.0
2021-06-27,88.684,89.4496,87.7877,88.8894,2373505.0
2021-06-28,88.8894,88.8894,85.7805,86.1539,898959.0
2021-06-29,86.9848,87.9184,85.4257,86.2193,690012.0
2021-06-30,85.8551,86.9568,85.2576,86.6861,593897.0
2021-07-01,87.3863,89.7203,86.8448,89.0201,623636.0
2021-07-02,88.9454,89.7053,88.1658,89.2628,754418.0
2021-07-03,88.9454,89.7053,88.1658,89.2628,754418.0
2021-07-04,88.9454,89.7053,88.1658,89.2628,754418.0
2021-07-05,88.9454,89.7053,88.1658,89.2628,754418.0
2021-07-06,88.6653,89.7576,85.5097,86.4433,537770.0
2021-07-07,85.5284,87.629,85.4537,87.2649,627571.0
2021-07-08,85.5377,86.9755,83.7825,85.4444,901183.0
2021-07-09,87.6664,91.2608,86.5227,91.046,641505.0
2021-07-10,87.6664,91.2608,86.5227,91.046,641505.0
2021-07-11,87.6664,91.2608,86.5227,91.046,641505.0
2021-07-12,90.1311,92.6892,89.2069,92.0357,666689.0
2021-07-13,91.8583,91.8583,89.0761,89.9817,611409.0
2021-07-14,90.2571,91.6389,88.1892,89.8323,690088.0
2021-07-15,88.6933,91.4428,88.4319,91.0927,854217.0
2021-07-16,91.961,94.295,87.9931,88.0958,1403372.0
2021-07-17,91.961,94.295,87.9931,88.0958,1403372.0
2021-07-18,91.961,94.295,87.9931,88.0958,1403372.0
2021-07-19,86.0699,86.9475,83.7358,84.0439,1052412.0
2021-07-20,83.9319,90.5886,83.9319,88.2452,993089.0
2021-07-21,89.4309,91.2234,89.3329,89.8137,479101.0
2021-07-22,89.3562,89.8277,87.7971,88.2545,426704.0
2021-07-23,89.3375,90.5979,88.3292,89.2068,286867.0
2021-07-24,89.3375,90.5979,88.3292,89.2068,286867.0
2021-07-25,89.3375,90.5979,88.3292,89.2068,286867.0
2021-07-26,89.4682,91.3448,87.8998,88.9641,546179.0
2021-07-27,87.573,88.4132,86.5974,87.4236,571624.0
2021-07-28,88.1705,89.4496,86.3219,88.0305,490856.0
2021-07-29,89.1228,89.7016,87.6944,88.572,450902.0
2021-07-30,88.2639,89.8137,86.4527,86.658,574454.0
2021-07-31,88.2639,89.8137,86.4527,86.658,574454.0
2021-08-01,88.2639,89.8137,86.4527,86.658,574454.0
2021-08-02,87.2742,90.2991,85.6311,85.9578,728918.0
2021-08-03,86.2939,87.6103,84.1093,87.3489,491294.0
2021-08-04,85.547,88.0071,85.127,86.6487,395474.0
2021-08-05,87.573,90.7473,87.0782,90.7099,626790.0
2021-08-06,92.2224,94.4817,91.2234,93.5668,495272.0
2021-08-07,92.2224,94.4817,91.2234,93.5668,495272.0
2021-08-08,92.2224,94.4817,91.2234,93.5668,495272.0
2021-08-09,93.1373,95.434,91.9796,93.3894,635784.0
2021-08-10,93.128,94.2763,91.7089,94.1176,510483.0
2021-08-11,94.6591,95.7141,93.3812,95.7048,517514.0
2021-08-12,95.686,96.4636,94.3651,94.7211,385636.0
2021-08-13,94.8803,95.3206,93.2597,93.5688,344963.0
2021-08-14,94.8803,95.3206,93.2597,93.5688,344963.0
2021-08-15,94.8803,95.3206,93.2597,93.5688,344963.0
2021-08-16,92.173,93.7749,91.5453,92.7069,432528.0
2021-08-17,92.2104,92.3259,88.9316,90.0932,534317.0
2021-08-18,88.9972,91.2502,88.5943,88.7911,595252.0
2021-08-19,87.7418,89.0065,85.7183,87.1048,843536.0
2021-08-20,86.8612,89.2407,86.8612,89.0815,475091.0
2021-08-21,86.8612,89.2407,86.8612,89.0815,475091.0
2021-08-22,86.8612,89.2407,86.8612,89.0815,475091.0
2021-08-23,89.9527,90.8708,89.1283,90.1213,511456.0
2021-08-24,90.6272,92.2385,90.4961,91.5266,474243.0
2021-08-25,92.1074,93.1941,90.8895,91.8638,730607.0
2021-08-26,92.2854,92.7257,90.215,90.2806,457955.0
2021-08-27,90.5523,94.1215,90.5523,93.5969,473190.0
2021-08-28,90.5523,94.1215,90.5523,93.5969,473190.0
2021-08-29,90.5523,94.1215,90.5523,93.5969,473190.0
2021-08-30,93.7468,94.4213,91.0019,91.0394,422211.0
2021-08-31,91.1799,92.3415,90.468,91.3954,374512.0
2021-09-01,91.8732,91.8732,90.1963,90.4961,418654.0
2021-09-02,90.8521,92.9308,90.0718,91.639,398805.0
2021-09-03,91.7795,92.6788,91.0394,91.3486,319964.0
2021-09-04,91.7795,92.6788,91.0394,91.3486,319964.0
2021-09-05,91.7795,92.6788,91.0394,91.3486,319964.0
2021-09-06,91.7795,92.6788,91.0394,91.3486,319964.0
2021-09-07,91.7514,93.4658,90.9083,90.9645,418049.0
2021-09-08,90.2525,91.1753,88.9503,89.1939,480737.0
2021-09-09,88.8285,91.7561,88.5756,90.9551,554924.0
2021-09-10,92.0886,92.0886,89.6436,89.8497,444297.0
2021-09-11,92.0886,92.0886,89.6436,89.8497,444297.0
2021-09-12,92.0886,92.0886,89.6436,89.8497,444297.0
2021-09-13,90.8333,93.3252,90.2806,93.1941,641440.0
2021-09-14,93.6438,94.7867,91.1612,91.6764,790220.0
2021-09-15,92.0699,94.5056,91.283,93.3159,625664.0
2021-09-16,93.967,94.6415,92.7444,92.7538,572141.0
2021-09-17,92.4915,93.2503,91.1518,92.1449,919946.0
2021-09-18,92.4915,93.2503,91.1518,92.1449,919946.0
2021-09-19,92.4915,93.2503,91.1518,92.1449,919946.0
2021-09-20,90.7396,90.7396,88.229,89.8309,702878.0
2021-09-21,90.4024,92.1636,88.5569,90.4024,551815.0
2021-09-22,91.5266,92.6319,90.9176,90.9457,446317.0
2021-09-23,91.8544,95.8265,91.5125,95.508,482478.0
2021-09-24,94.7398,96.8945,94.4963,96.5572,472557.0
2021-09-25,94.7398,96.8945,94.4963,96.5572,472557.0
2021-09-26,94.7398,96.8945,94.4963,96.5572,472557.0
2021-09-27,97.7845,100.4637,97.2224,100.3045,580642.0
2021-09-28,101.1757,102.047,99.7705,100.3701,669734.0
2021-09-29,100.7167,102.5341,99.3583,101.869,580769.0
2021-09-30,102.7683,103.5271,101.4849,101.9439,943022.0
2021-10-01,102.1406,103.7239,100.623,103.4615,722121.0
2021-10-02,102.1406,103.7239,100.623,103.4615,722121.0
2021-10-03,102.1406,103.7239,100.623,103.4615,722121.0
2021-10-04,103.4615,104.8855,100.5668,101.2788,823187.0
2021-10-05,102.5622,103.6489,100.6605,102.7964,921927.0
2021-10-06,101.869,102.3561,97.9531,101.2975,662505.0
2021-10-07,102.5903,105.1853,101.4568,104.3328,653631.0
2021-10-08,104.1173,105.3633,103.4147,105.2509,518911.0
2021-10-09,104.1173,105.3633,103.4147,105.2509,518911.0
2021-10-10,104.1173,105.3633,103.4147,105.2509,518911.0
2021-10-11,106.0565,107.0538,104.1735,104.3421,583220.0
2021-10-12,103.9674,105.3164,103.3117,104.6232,301624.0
2021-10-13,104.3234,105.5038,101.9533,104.5108,418395.0
2021-10-14,106.0378,106.628,104.1782,106.5437,382203.0
2021-10-15,107.7334,109.1293,106.8903,107.1526,754895.0
2021-10-16,107.7334,109.1293,106.8903,107.1526,754895.0
2021-10-17,107.7334,109.1293,106.8903,107.1526,754895.0
2021-10-18,111.2558,112.4175,108.0145,109.2604,968017.0
2021-10-19,109.4759,110.3377,108.8014,110.0567,744697.0
2021-10-20,109.9162,111.8554,109.504,111.5088,634169.0
2021-10-21,111.4807,112.3051,109.785,111.7055,639975.0
2021-10-22,106.8388,116.9891,106.8388,114.3098,1026716.0
2021-10-23,106.8388,116.9891,106.8388,114.3098,1026716.0
2021-10-24,106.8388,116.9891,106.8388,114.3098,1026716.0
2021-10-25,115.5839,116.1179,109.86,111.0497,1150855.0
2021-10-26,111.5181,113.7196,110.3096,111.031,634934.0
2021-10-27,110.0942,110.9092,106.7217,107.0308,668497.0
2021-10-28,107.2275,108.8014,107.0308,108.792,627548.0
2021-10-29,109.0168,110.3284,107.9395,108.7545,614301.0
2021-10-30,109.0168,110.3284,107.9395,108.7545,614301.0
2021-10-31,109.0168,110.3284,107.9395,108.7545,614301.0
2021-11-01,109.6351,112.4081,109.6351,112.3987,654584.0
2021-11-02,112.3238,113.448,110.675,111.4619,550346.0
2021-11-03,111.0497,115.2935,110.5907,115.0218,631735.0
2021-11-04,114.1693,114.9656,109.7288,110.9748,637729.0
2021-11-05,111.6118,113.3074,109.4759,109.9818,941857.0
2021-11-06,111.6118,113.3074,109.4759,109.9818,941857.0
2021-11-07,111.6118,113.3074,109.4759,109.9818,941857.0
2021-11-08,110.5813,112.0381,109.8412,110.2253,399919.0
2021-11-09,109.2136,112.5393,108.4347,112.4362,474870.0
2021-11-10,112.3051,113.8976,111.4994,112.024,520537.0
2021-11-11,112.38,113.2044,110.2722,110.3565,414685.0
2021-11-12,110.4408,111.1922,109.4759,110.6656,473392.0
2021-11-13,110.4408,111.1922,109.4759,110.6656,473392.0
2021-11-14,110.4408,111.1922,109.4759,110.6656,473392.0
2021-11-15,111.2277,111.9491,109.9911,110.6375,366386.0
2021-11-16,110.2253,111.8366,109.7476,110.319,310916.0
2021-11-17,110.2066,110.2066,107.5086,109.6726,389706.0
2021-11-18,109.9921,110.6311,107.38,107.9156,526454.0
2021-11-19,106.6001,107.831,105.1531,107.5021,775547.0
2021-11-20,106.6001,107.831,105.1531,107.5021,775547.0
2021-11-21,106.6001,107.831,105.1531,107.5021,775547.0
2021-11-22,108.8082,110.7673,108.1035,109.3344,603208.0
2021-11-23,109.87,112.3694,109.0337,112.36,868662.0
2021-11-24,112.0029,112.5949,110.4808,111.0915,558743.0
2021-11-25,112.0029,112.5949,110.4808,111.0915,558743.0
2021-11-26,105.745,106.4873,103.5745,105.3786,670434.0
2021-11-27,105.745,106.4873,103.5745,105.3786,670434.0
2021-11-28,105.745,106.4873,103.5745,105.3786,670434.0
2021-11-29,107.1827,107.6318,104.3732,105.3692,480432.0
2021-11-30,103.9597,104.6034,102.259,103.1517,1003182.0
2021-12-01,105.7168,107.8686,101.7892,102.0617,894751.0
2021-12-02,103.2081,105.0685,102.0194,104.7772,913755.0
2021-12-03,104.9933,105.3128,98.5945,99.1771,1396101.0
2021-12-04,104.9933,105.3128,98.5945,99.1771,1396101.0
2021-12-05,104.9933,105.3128,98.5945,99.1771,1396101.0
2021-12-06,101.0563,104.0725,99.9476,101.8832,933193.0
2021-12-07,102.945,104.6833,102.3812,103.4054,1325468.0
2021-12-08,103.5275,104.5455,101.7704,102.9074,804063.0
2021-12-09,102.1087,102.4235,100.6523,101.0657,810554.0
2021-12-10,101.4885,102.0711,98.7636,100.6241,908034.0
2021-12-11,101.4885,102.0711,98.7636,100.6241,908034.0
2021-12-12,101.4885,102.0711,98.7636,100.6241,908034.0
2021-12-13,100.4268,100.4268,97.2696,98.4911,964770.0
2021-12-14,98.8858,101.902,98.6979,98.9046,1021942.0
2021-12-15,99.3462,100.3986,97.5327,99.8536,739419.0
2021-12-16,101.3664,101.3664,98.0307,98.463,924042.0
2021-12-17,97.7488,98.0824,93.8494,95.2495,1572003.0
2021-12-18,97.7488,98.0824,93.8494,95.2495,1572003.0
2021-12-19,97.7488,98.0824,93.8494,95.2495,1572003.0
2021-12-20,93.5863,93.8635,90.9742,92.8158,914259.0
2021-12-21,94.3004,97.2884,93.7179,96.9878,876396.0
2021-12-22,96.5931,98.6039,96.4428,98.3502,345880.0
2021-12-23,99.4402,100.4456,99.0831,99.3274,558479.0
2021-12-24,99.4402,100.4456,99.0831,99.3274,558479.0
2021-12-25,99.4402,100.4456,99.0831,99.3274,558479.0
2021-12-26,99.4402,100.4456,99.0831,99.3274,558479.0
2021-12-27,99.8254,101.1785,98.961,101.0563,289523.0
2021-12-28,100.5771,102.1463,100.3892,101.1127,291323.0
2021-12-29,101.1033,102.3436,100.5395,101.5167,312399.0
2021-12-30,102.2402,103.2644,101.2067,101.2818,360464.0
2021-12-31,100.9342,101.9912,100.7181,101.1503,343581.0
2022-01-01,100.9342,101.9912,100.7181,101.1503,343581.0
2022-01-02,100.9342,101.9912,100.7181,101.1503,343581.0
2022-01-03,101.7234,103.7812,101.7234,102.9074,526776.0
2022-01-04,104.4296,108.7894,104.0161,108.2444,750322.0
2022-01-05,108.3384,111.0821,107.9156,108.9585,1368263.0
2022-01-06,110.4149,115.2728,108.5263,114.258,1290846.0
2022-01-07,114.1828,115.7425,111.1197,112.0311,887300.0
2022-01-08,114.1828,115.7425,111.1197,112.0311,887300.0
2022-01-09,114.1828,115.7425,111.1197,112.0311,887300.0
2022-01-10,112.6982,113.2338,107.6431,110.0109,768681.0
2022-01-11,110.4056,114.4835,108.6485,114.4365,1072605.0
2022-01-12,114.6339,117.3869,113.4969,114.6714,922570.0
2022-01-13,114.6714,116.5507,114.3144,114.756,692920.0
2022-01-14,112.1157,115.0379,112.0687,114.9627,528552.0
2022-01-15,112.1157,115.0379,112.0687,114.9627,528552.0
2022-01-16,112.1157,115.0379,112.0687,114.9627,528552.0
2022-01-17,112.1157,115.0379,112.0687,114.9627,528552.0
2022-01-18,114.6714,114.9533,111.27,111.7586,701038.0
2022-01-19,112.266,112.266,106.4122,106.5531,855370.0
2022-01-20,106.6565,109.6633,105.5853,106.0833,736065.0
2022-01-21,104.8994,106.9947,103.6121,103.8846,973371.0
2022-01-22,104.8994,106.9947,103.6121,103.8846,973371.0
2022-01-23,104.8994,106.9947,103.6121,103.8846,973371.0
2022-01-24,100.9999,104.5987,99.2522,104.2792,925050.0
2022-01-25,103.1799,104.9229,101.0093,103.9504,756360.0
2022-01-26,104.9088,106.5343,101.7141,103.1141,931004.0
2022-01-27,104.6175,106.6189,99.4026,100.5677,940004.0
2022-01-28,98.6603,98.6603,88.0238,89.452,3541794.0
2022-01-29,98.6603,98.6603,88.0238,89.452,3541794.0
2022-01-30,98.6603,98.6603,88.0238,89.452,3541794.0
2022-01-31,88.4372,93.5346,87.7795,93.2011,2086809.0
2022-02-01,93.934,94.5729,91.9185,93.5393,1255809.0
2022-02-02,93.0789,93.6427,90.9037,92.8346,1052144.0
2022-02-03,93.0038,93.5534,89.8654,90.2601,985248.0
2022-02-04,90.5607,92.9756,89.311,91.9984,916822.0
2022-02-05,90.5607,92.9756,89.311,91.9984,916822.0
2022-02-06,90.5607,92.9756,89.311,91.9984,916822.0
2022-02-07,92.299,94.4884,91.1621,93.3608,695892.0
2022-02-08,94.6857,96.283,93.685,96.2079,723089.0
2022-02-09,96.2549,96.5461,94.1595,95.3528,571055.0
2022-02-10,94.9018,96.7528,92.0829,92.7782,1179357.0
2022-02-11,92.2615,94.8172,90.044,91.1997,1196028.0
2022-02-12,92.2615,94.8172,90.044,91.1997,1196028.0
2022-02-13,92.2615,94.8172,90.044,91.1997,1196028.0
2022-02-14,91.3876,92.5058,88.7849,89.0667,1393445.0
2022-02-15,90.4104,92.3178,89.7339,92.1205,837393.0
2022-02-16,91.2185,93.4591,91.2185,92.299,737429.0
2022-02-17,91.705,92.7045,88.1405,88.2536,806212.0
2022-02-18,88.3291,89.2343,87.405,87.7727,717108.0
2022-02-19,88.3291,89.2343,87.405,87.7727,717108.0
2022-02-20,88.3291,89.2343,87.405,87.7727,717108.0
2022-02-21,88.3291,89.2343,87.405,87.7727,717108.0
2022-02-22,87.4427,87.867,85.9811,86.3865,935669.0
2022-02-23,87.6218,87.7256,83.9442,84.2743,778134.0
2022-02-24,80.5023,85.5284,79.88,85.0569,1296791.0
2022-02-25,85.783,89.1589,85.783,88.9232,741997.0
2022-02-26,85.783,89.1589,85.783,88.9232,741997.0
2022-02-27,85.783,89.1589,85.783,88.9232,741997.0
2022-02-28,86.2357,89.1778,86.2357,88.3951,904220.0
2022-03-01,86.9523,87.8482,82.3883,83.7933,1208055.0
2022-03-02,84.444,88.1593,84.3686,87.1786,1280369.0
2022-03-03,87.3955,87.7822,83.6,84.8023,1063319.0
2022-03-04,82.6901,83.2841,78.3052,79.9837,1281917.0
2022-03-05,82.6901,83.2841,78.3052,79.9837,1281917.0
2022-03-06,82.6901,83.2841,78.3052,79.9837,1281917.0
2022-03-07,79.8611,79.9931,72.7793,73.0622,1608426.0
2022-03-08,74.4767,77.1548,71.8175,74.901,1506637.0
2022-03-09,78.8568,81.0021,78.6447,79.8422,1122254.0
2022-03-10,77.994,81.3982,77.9563,79.9554,901982.0
2022-03-11,80.6061,81.5679,78.2675,78.3052,633790.0
2022-03-12,80.6061,81.5679,78.2675,78.3052,633790.0
2022-03-13,80.6061,81.5679,78.2675,78.3052,633790.0
2022-03-14,79.3048,81.2001,76.787,77.3245,676015.0
2022-03-15,77.9657,78.9936,76.2401,78.0034,694316.0
2022-03-16,79.4933,82.9824,79.0973,81.8508,899403.0
2022-03-17,80.0497,81.9262,79.5688,81.4547,693274.0
2022-03-18,81.6433,83.567,79.9931,82.6146,1589364.0
2022-03-19,81.6433,83.567,79.9931,82.6146,1589364.0
2022-03-20,81.6433,83.567,79.9931,82.6146,1589364.0
2022-03-21,83.2653,83.8311,80.2666,81.3322,889681.0
2022-03-22,82.6995,84.1705,82.5109,83.0107,749087.0
2022-03-23,81.6905,82.5297,80.8135,80.9738,1220371.0
2022-03-24,82.3883,82.3883,80.1251,80.9361,869056.0
2022-03-25,81.0493,81.964,80.6815,81.7376,574593.0
2022-03-26,81.0493,81.964,80.6815,81.7376,574593.0
2022-03-27,81.0493,81.964,80.6815,81.7376,574593.0
2022-03-28,81.1153,81.1153,78.5692,80.9078,665594.0
2022-03-29,82.9258,82.9824,80.8607,82.0677,898257.0
2022-03-30,82.0394,82.2751,79.0219,80.0497,1154856.0
2022-03-31,79.9271,80.4363,78.0977,78.0977,982678.0
2022-04-01,79.3425,79.9271,75.4197,76.1269,838187.0
2022-04-02,79.3425,79.9271,75.4197,76.1269,838187.0
2022-04-03,79.3425,79.9271,75.4197,76.1269,838187.0
2022-04-04,76.0609,77.0699,74.8822,75.8534,946426.0
2022-04-05,75.4574,76.3438,73.5054,73.6846,855142.0
2022-04-06,72.8548,73.4205,70.9122,71.7798,1404631.0
2022-04-07,72.0344,72.3927,69.13,70.8179,1280237.0
2022-04-08,70.9877,72.7133,70.3794,70.7048,988856.0
2022-04-09,70.9877,72.7133,70.3794,70.7048,988856.0
2022-04-10,70.9877,72.7133,70.3794,70.7048,988856.0
2022-04-11,70.1955,73.7223,70.1343,72.0815,1062463.0
2022-04-12,72.0909,73.9015,70.4124,70.9877,586764.0
2022-04-13,70.1484,72.4587,69.9315,72.3738,571281.0
2022-04-14,72.2135,72.6944,70.9311,71.346,817532.0
2022-04-15,72.2135,72.6944,70.9311,71.346,817532.0
2022-04-16,72.2135,72.6944,70.9311,71.346,817532.0
2022-04-17,72.2135,72.6944,70.9311,71.346,817532.0
2022-04-18,70.8179,71.4969,69.8419,70.5916,1032563.0
2022-04-19,71.478,74.3871,70.8745,74.1749,1258575.0
2022-04-20,75.033,76.6173,74.2126,74.2692,999848.0
2022-04-21,75.1556,75.4293,71.0065,71.8552,1081004.0
2022-04-22,70.3087,75.3065,69.3846,73.5809,2441207.0
2022-04-23,70.3087,75.3065,69.3846,73.5809,2441207.0
2022-04-24,70.3087,75.3065,69.3846,73.5809,2441207.0
2022-04-25,73.4583,76.0798,72.7133,75.6271,1118586.0
2022-04-26,74.2504,75.3678,72.0344,72.0344,1264377.0
2022-04-27,71.478,74.0335,71.4591,72.5907,1015800.0
2022-04-28,73.6091,74.4767,72.0485,74.2032,821806.0
2022-04-29,74.5333,74.9953,71.4214,71.7703,744708.0
2022-04-30,74.5333,74.9953,71.4214,71.7703,744708.0
2022-05-01,74.5333,74.9953,71.4214,71.7703,744708.0
2022-05-02,73.8449,73.8449,71.2988,73.3828,904807.0
2022-05-03,73.7412,75.7639,73.2319,75.1462,692840.0
2022-05-04,74.835,78.6352,74.6653,78.3901,826587.0
2022-05-05,76.9001,77.1389,74.0146,75.6743,622187.0
2022-05-06,75.5705,75.5705,72.751,74.0618,577366.0
2022-05-07,75.5705,75.5705,72.751,74.0618,577366.0
2022-05-08,75.5705,75.5705,72.751,74.0618,577366.0
2022-05-09,72.8453,73.6846,71.3224,71.7986,641578.0
2022-05-10,72.4493,72.8699,68.9131,71.0537,540606.0
2022-05-11,71.7043,73.0056,69.0074,69.1017,597808.0
2022-05-12,68.4668,70.3524,67.9173,70.2482,962461.0
2022-05-13,71.3283,73.3039,71.1957,72.0768,500601.0
2022-05-14,71.3283,73.3039,71.1957,72.0768,500601.0
2022-05-15,71.3283,73.3039,71.1957,72.0768,500601.0
2022-05-16,72.1526,72.1526,69.5754,69.9923,420565.0
2022-05-17,72.1432,73.5929,71.7168,73.2518,486423.0
2022-05-18,72.0958,72.6359,70.0018,70.3334,469698.0
2022-05-19,69.4617,71.5747,69.1301,70.4471,602639.0
2022-05-20,71.0725,71.6647,68.2773,70.5419,542728.0
2022-05-21,71.0725,71.6647,68.2773,70.5419,542728.0
2022-05-22,71.0725,71.6647,68.2773,70.5419,542728.0
2022-05-23,72.1526,73.5644,70.8451,72.6643,838174.0
2022-05-24,71.7642,71.9489,69.3291,71.641,831176.0
2022-05-25,70.7693,74.5925,70.7693,73.934,576041.0
2022-05-26,74.5688,77.0564,74.5688,76.6154,747029.0
2022-05-27,76.7291,77.9988,76.0659,77.7903,779163.0
2022-05-28,76.7291,77.9988,76.0659,77.7903,779163.0
2022-05-29,76.7291,77.9988,76.0659,77.7903,779163.0
2022-05-30,76.7291,77.9988,76.0659,77.7903,779163.0
2022-05-31,77.705,77.8566,75.7342,77.0986,603903.0
2022-06-01,77.4966,77.7903,74.2656,75.4215,442289.0
2022-06-02,75.232,77.4397,75.232,77.326,636047.0
2022-06-03,76.4259,77.0181,75.8195,76.6912,612313.0
2022-06-04,76.4259,77.0181,75.8195,76.6912,612313.0
2022-06-05,76.4259,77.0181,75.8195,76.6912,612313.0
2022-06-06,78.2451,78.6904,76.8807,76.9944,469717.0
2022-06-07,75.8763,78.8515,75.7437,78.8136,736139.0
2022-06-08,77.4776,78.2356,76.6154,77.9703,1212844.0
2022-06-09,77.2029,77.7335,74.7583,74.9099,1037988.0
2022-06-10,72.8538,73.7918,69.7081,70.5987,872356.0
2022-06-11,72.8538,73.7918,69.7081,70.5987,872356.0
2022-06-12,72.8538,73.7918,69.7081,70.5987,872356.0
2022-06-13,68.391,69.7649,67.6804,68.1447,821129.0
2022-06-14,68.23,69.4199,68.031,69.0448,456729.0
2022-06-15,69.3386,70.7124,68.3721,69.0354,717359.0
2022-06-16,67.093,67.4246,64.8284,65.4159,764803.0
2022-06-17,65.7475,66.7898,65.378,66.1455,986441.0
2022-06-18,65.7475,66.7898,65.378,66.1455,986441.0
2022-06-19,65.7475,66.7898,65.378,66.1455,986441.0
2022-06-20,65.7475,66.7898,65.378,66.1455,986441.0
2022-06-21,68.1257,68.2205,65.8707,66.2971,673491.0
2022-06-22,65.3495,67.5462,65.3495,67.2635,820529.0
2022-06-23,66.9887,67.9884,64.8853,67.0361,814296.0
2022-06-24,67.6236,70.6745,67.5193,70.5419,869888.0
2022-06-25,67.6236,70.6745,67.5193,70.5419,869888.0
2022-06-26,67.6236,70.6745,67.5193,70.5419,869888.0
2022-06-27,71.0914,71.4799,69.2438,69.7176,403140.0
2022-06-28,70.6272,71.2904,69.5186,69.6228,655843.0
2022-06-29,69.7555,69.9213,68.4953,68.8364,387377.0
2022-06-30,67.0456,68.0784,65.4064,66.894,781734.0
2022-07-01,66.3255,68.1058,66.117,68.0026,487364.0
2022-07-02,66.3255,68.1058,66.117,68.0026,487364.0
2022-07-03,66.3255,68.1058,66.117,68.0026,487364.0
2022-07-04,66.3255,68.1058,66.117,68.0026,487364.0
2022-07-05,66.6855,69.3859,65.6812,69.2912,687648.0
2022-07-06,68.6184,69.547,67.3914,68.3626,544692.0
2022-07-07,68.6374,69.8976,68.5142,69.8692,500804.0
2022-07-08,70.0776,70.5608,68.5385,69.6512,319461.0
2022-07-09,70.0776,70.5608,68.5385,69.6512,319461.0
2022-07-10,70.0776,70.5608,68.5385,69.6512,319461.0
2022-07-11,69.0448,69.277,68.031,68.5332,385137.0
2022-07-12,68.0499,70.305,68.0499,68.4668,442166.0
2022-07-13,67.5478,67.5951,66.2592,67.254,369116.0
2022-07-14,65.7475,66.3634,64.8189,66.0223,389999.0
2022-07-15,67.1119,69.4428,66.695,69.1112,427650.0
2022-07-16,67.1119,69.4428,66.695,69.1112,427650.0
2022-07-17,67.1119,69.4428,66.695,69.1112,427650.0
2022-07-18,70.5893,71.8021,69.8786,70.2955,670085.0
2022-07-19,71.4231,72.9296,71.3473,72.4085,498830.0
2022-07-20,71.7831,74.6825,71.6941,74.6067,624809.0
2022-07-21,74.2466,74.7772,72.8254,73.6497,1178774.0
2022-07-22,74.2466,75.4879,69.7839,70.2766,1735880.0
2022-07-23,74.2466,75.4879,69.7839,70.2766,1735880.0
2022-07-24,74.2466,75.4879,69.7839,70.2766,1735880.0
2022-07-25,70.5987,72.3611,69.9734,72.0674,690715.0
2022-07-26,70.9019,71.4989,69.0922,69.1017,645337.0
2022-07-27,69.4333,70.8925,69.2722,70.504,724202.0
2022-07-28,70.1155,72.2569,69.0922,72.1053,671188.0
2022-07-29,72.219,73.4981,72.0958,72.3706,888487.0
2022-07-30,72.219,73.4981,72.0958,72.3706,888487.0
2022-07-31,72.219,73.4981,72.0958,72.3706,888487.0
2022-08-01,71.9442,72.38,70.4377,72.1242,683363.0
2022-08-02,71.8021,72.0697,70.1724,71.3283,527311.0
2022-08-03,72.02,73.2897,71.2952,72.399,462105.0
