,ARCH US Equity,ARCH US Equity,ARCH US Equity,ARCH US Equity,ARCH US Equity
2019-03-30,70.4493,70.6006,68.6867,69.0423,304169.0
2019-03-31,70.4493,70.6006,68.6867,69.0423,304169.0
2019-04-01,69.7306,70.4478,68.5468,69.4129,341083.0
2019-04-02,69.708,69.708,68.2555,69.0423,197335.0
2019-04-03,69.5264,69.8366,68.2253,68.4522,213062.0
2019-04-04,68.3539,69.2087,68.0816,68.6413,171900.0
2019-04-05,68.6489,69.6853,68.369,69.3978,240428.0
2019-04-06,68.6489,69.6853,68.369,69.3978,240428.0
2019-04-07,68.6489,69.6853,68.369,69.3978,240428.0
2019-04-08,69.3449,69.6474,68.1799,68.422,182955.0
2019-04-09,68.2858,68.2858,66.9242,67.0603,147373.0
2019-04-10,67.4764,67.8433,66.8069,67.31,277974.0
2019-04-11,67.2116,67.6201,65.5928,66.0542,214078.0
2019-04-12,66.5384,66.866,65.9029,65.971,174885.0
2019-04-13,66.5384,66.866,65.9029,65.971,174885.0
2019-04-14,66.5384,66.866,65.9029,65.971,174885.0
2019-04-15,65.6684,66.2736,64.1384,65.5928,205326.0
2019-04-16,65.7744,67.5823,65.3432,67.2192,350318.0
2019-04-17,67.1889,68.2782,66.5913,67.9832,229752.0
2019-04-18,67.4537,68.5581,67.0149,67.7336,227405.0
2019-04-19,67.4537,68.5581,67.0149,67.7336,227405.0
2019-04-20,67.4537,68.5581,67.0149,67.7336,227405.0
2019-04-21,67.4537,68.5581,67.0149,67.7336,227405.0
2019-04-22,68.0059,69.5415,67.7412,69.3146,358782.0
2019-04-23,73.4903,77.0986,73.3995,75.6159,844500.0
2019-04-24,76.4026,76.5691,75.1091,75.4571,446736.0
2019-04-25,75.1318,75.7672,74.5266,74.5342,333908.0
2019-04-26,74.5039,75.8958,74.2316,75.4495,187560.0
2019-04-27,74.5039,75.8958,74.2316,75.4495,187560.0
2019-04-28,74.5039,75.8958,74.2316,75.4495,187560.0
2019-04-29,75.4873,76.1379,74.9956,75.3965,302034.0
2019-04-30,75.1923,75.3058,73.1499,73.3617,222131.0
2019-05-01,73.513,74.05,72.3631,73.3087,156810.0
2019-05-02,72.87,73.4903,71.3949,71.8487,230822.0
2019-05-03,72.3556,74.1522,72.0605,73.929,260049.0
2019-05-04,72.3556,74.1522,72.0605,73.929,260049.0
2019-05-05,72.3556,74.1522,72.0605,73.929,260049.0
2019-05-06,73.165,74.1106,72.6657,73.339,184060.0
2019-05-07,72.817,73.547,72.1589,73.0137,167286.0
2019-05-08,73.0213,73.2293,71.6899,72.3329,156249.0
2019-05-09,71.8941,73.0591,71.0208,72.4085,176455.0
2019-05-10,72.3556,73.8155,71.8034,73.6189,198134.0
2019-05-11,72.3556,73.8155,71.8034,73.6189,198134.0
2019-05-12,72.3556,73.8155,71.8034,73.6189,198134.0
2019-05-13,72.8246,73.053,69.2768,69.3297,248170.0
2019-05-14,69.4734,70.646,69.4281,69.9425,156346.0
2019-05-15,69.4356,70.3926,69.4356,70.1164,137062.0
2019-05-16,70.3812,71.8941,70.1089,70.2072,139253.0
2019-05-17,69.5415,70.2677,67.953,68.2934,204165.0
2019-05-18,69.5415,70.2677,67.953,68.2934,204165.0
2019-05-19,69.5415,70.2677,67.953,68.2934,204165.0
2019-05-20,67.8924,68.5279,67.3251,67.6428,216473.0
2019-05-21,68.1875,68.9591,68.0589,68.2404,111131.0
2019-05-22,67.9303,68.7548,67.3251,68.0589,218703.0
2019-05-23,67.1587,67.3932,65.6155,66.8183,275011.0
2019-05-24,67.7865,67.7865,66.5762,67.0301,175178.0
2019-05-25,67.7865,67.7865,66.5762,67.0301,175178.0
2019-05-26,67.7865,67.7865,66.5762,67.0301,175178.0
2019-05-27,67.7865,67.7865,66.5762,67.0301,175178.0
2019-05-28,67.1587,67.9605,66.4173,66.4552,195120.0
2019-05-29,65.5928,66.7994,65.4831,66.4098,174997.0
2019-05-30,66.2501,67.3374,66.1132,66.6227,194152.0
2019-05-31,65.6494,67.2766,65.2312,67.0257,288915.0
2019-06-01,65.6494,67.2766,65.2312,67.0257,288915.0
2019-06-02,65.6494,67.2766,65.2312,67.0257,288915.0
2019-06-03,66.8736,68.037,66.3109,66.5314,222038.0
2019-06-04,66.9192,68.113,65.8699,67.8773,294102.0
2019-06-05,67.7784,67.8621,65.9612,66.942,221565.0
2019-06-06,66.8432,67.4363,66.3566,66.6759,178388.0
2019-06-07,66.6075,67.7366,66.1741,67.4819,191685.0
2019-06-08,66.6075,67.7366,66.1741,67.4819,191685.0
2019-06-09,66.6075,67.7366,66.1741,67.4819,191685.0
2019-06-10,67.8241,68.7593,67.383,67.5503,134352.0
2019-06-11,68.2194,69.2839,67.672,68.075,197334.0
2019-06-12,67.3298,68.4704,66.3261,66.8888,244140.0
2019-06-13,67.4819,68.189,66.6379,67.0105,206649.0
2019-06-14,66.7596,68.3867,66.4098,67.4059,201108.0
2019-06-15,66.7596,68.3867,66.4098,67.4059,201108.0
2019-06-16,66.7596,68.3867,66.4098,67.4059,201108.0
2019-06-17,67.2462,68.3335,67.0181,67.8773,197967.0
2019-06-18,68.1966,70.5309,67.8088,68.7365,175423.0
2019-06-19,72.8804,74.3631,71.1772,71.7855,593564.0
2019-06-20,72.409,73.8271,71.5574,71.7399,384097.0
2019-06-21,71.4586,72.6447,71.0024,71.4053,343569.0
2019-06-22,71.4586,72.6447,71.0024,71.4053,343569.0
2019-06-23,71.4586,72.6447,71.0024,71.4053,343569.0
2019-06-24,71.5042,71.8235,69.915,69.9379,142125.0
2019-06-25,69.9379,69.9379,67.4211,67.5047,184312.0
2019-06-26,67.4135,68.7593,67.3374,68.478,119863.0
2019-06-27,68.9114,69.5197,67.5351,69.1927,149586.0
2019-06-28,69.5805,71.6791,69.3144,71.6335,246240.0
2019-06-29,69.5805,71.6791,69.3144,71.6335,246240.0
2019-06-30,69.5805,71.6791,69.3144,71.6335,246240.0
2019-07-01,72.2341,72.6143,70.5613,71.3293,118344.0
2019-07-02,71.3901,71.7589,68.2042,68.7365,150190.0
2019-07-03,68.9646,70.0899,68.4476,68.8201,119688.0
2019-07-04,68.9646,70.0899,68.4476,68.8201,119688.0
2019-07-05,68.5768,69.2003,67.9343,69.1851,144870.0
2019-07-06,68.5768,69.2003,67.9343,69.1851,144870.0
2019-07-07,68.5768,69.2003,67.9343,69.1851,144870.0
2019-07-08,68.9038,70.3332,68.9038,69.2383,110646.0
2019-07-09,69.1547,69.3752,66.9344,68.3259,109120.0
2019-07-10,68.9418,70.0747,67.4895,68.0294,148430.0
2019-07-11,68.0294,68.0294,66.6227,67.8012,137504.0
2019-07-12,67.8469,68.8962,67.8469,68.5996,126565.0
2019-07-13,67.8469,68.8962,67.8469,68.5996,126565.0
2019-07-14,67.8469,68.8962,67.8469,68.5996,126565.0
2019-07-15,68.7289,69.9512,67.2462,67.4059,189353.0
2019-07-16,67.0333,68.2042,66.7976,68.0826,218827.0
2019-07-17,68.037,68.3715,66.5467,66.9953,181699.0
2019-07-18,66.8888,66.8888,65.2008,65.3909,224442.0
2019-07-19,65.3453,66.1513,64.9955,65.9156,155870.0
2019-07-20,65.3453,66.1513,64.9955,65.9156,155870.0
2019-07-21,65.3453,66.1513,64.9955,65.9156,155870.0
2019-07-22,65.9612,67.5579,65.9612,67.2918,298857.0
2019-07-23,67.8317,69.1851,67.1346,68.63,380946.0
2019-07-24,70.3104,72.1999,66.5713,69.2915,534553.0
2019-07-25,69.3904,69.5121,67.2006,67.71,303125.0
2019-07-26,68.2879,69.6147,68.0522,69.5577,330591.0
2019-07-27,68.2879,69.6147,68.0522,69.5577,330591.0
2019-07-28,68.2879,69.6147,68.0522,69.5577,330591.0
2019-07-29,69.5197,70.1279,67.71,68.6376,254789.0
2019-07-30,68.4856,69.8162,67.3526,69.6489,257552.0
2019-07-31,69.6793,70.2344,67.7328,67.7936,309714.0
2019-08-01,67.6872,68.075,59.2434,59.7186,813412.0
2019-08-02,59.7719,60.5094,58.5857,59.5285,517164.0
2019-08-03,59.7719,60.5094,58.5857,59.5285,517164.0
2019-08-04,59.7719,60.5094,58.5857,59.5285,517164.0
2019-08-05,58.0762,58.924,57.217,58.6921,400658.0
2019-08-06,57.4452,58.1371,57.027,57.8786,261256.0
2019-08-07,56.4187,58.0002,56.1449,57.62,430528.0
2019-08-08,58.1219,60.3269,58.1219,59.711,304364.0
2019-08-09,59.4221,59.5209,57.7113,57.8481,242630.0
2019-08-10,59.4221,59.5209,57.7113,57.8481,242630.0
2019-08-11,59.4221,59.5209,57.7113,57.8481,242630.0
2019-08-12,57.4071,57.468,56.3274,57.4223,169278.0
2019-08-13,57.3615,59.8859,57.3615,58.9583,223933.0
2019-08-14,57.468,58.2701,56.5403,57.4071,253246.0
2019-08-15,57.5212,57.8101,56.4111,57.3159,227240.0
2019-08-16,57.6657,59.0267,57.5744,58.4108,190394.0
2019-08-17,57.6657,59.0267,57.5744,58.4108,190394.0
2019-08-18,57.6657,59.0267,57.5744,58.4108,190394.0
2019-08-19,58.4184,59.7338,58.2511,59.27,195111.0
2019-08-20,58.7226,59.2586,58.3196,58.4032,134587.0
2019-08-21,58.829,59.4677,58.3804,59.2092,221181.0
2019-08-22,58.9431,58.9735,56.9509,57.0878,179195.0
2019-08-23,56.4111,56.6468,54.974,55.1489,233191.0
2019-08-24,56.4111,56.6468,54.974,55.1489,233191.0
2019-08-25,56.4111,56.6468,54.974,55.1489,233191.0
2019-08-26,55.5214,56.9514,55.0956,56.8597,153005.0
2019-08-27,57.2322,58.6921,57.065,58.0762,337809.0
2019-08-28,57.6961,57.6999,55.4986,56.3122,278916.0
2019-08-29,56.9242,58.2553,56.7406,57.6357,171269.0
2019-08-30,58.0105,58.8673,57.628,58.569,153905.0
2019-08-31,58.0105,58.8673,57.628,58.569,153905.0
2019-09-01,58.0105,58.8673,57.628,58.569,153905.0
2019-09-02,58.0105,58.8673,57.628,58.569,153905.0
2019-09-03,57.7887,58.9056,57.3756,58.6761,247671.0
2019-09-04,59.5099,60.0873,59.0509,59.4411,198632.0
2019-09-05,60.1984,60.8411,58.1329,58.263,218884.0
2019-09-06,59.8389,59.8389,58.1176,58.6302,251260.0
2019-09-07,59.8389,59.8389,58.1176,58.6302,251260.0
2019-09-08,59.8389,59.8389,58.1176,58.6302,251260.0
2019-09-09,58.9362,62.1569,58.9362,61.9656,220608.0
2019-09-10,62.2028,63.8246,62.2028,62.8071,250484.0
2019-09-11,63.5415,65.5229,62.3328,63.1131,377331.0
2019-09-12,62.6771,63.9164,61.4072,61.5219,434866.0
2019-09-13,63.3656,63.4956,61.0859,61.6367,234931.0
2019-09-14,63.3656,63.4956,61.0859,61.6367,234931.0
2019-09-15,63.3656,63.4956,61.0859,61.6367,234931.0
2019-09-16,62.2946,63.3348,61.9465,62.723,217011.0
2019-09-17,62.0192,62.1263,61.0208,61.6443,183176.0
2019-09-18,61.0476,61.0553,57.7275,59.3187,395651.0
2019-09-19,59.4487,59.8006,57.3756,58.1329,233689.0
2019-09-20,57.5898,57.9799,54.262,55.0346,540643.0
2019-09-21,57.5898,57.9799,54.262,55.0346,540643.0
2019-09-22,57.5898,57.9799,54.262,55.0346,540643.0
2019-09-23,54.4456,57.039,53.6729,55.9374,219910.0
2019-09-24,55.3559,55.9756,52.5025,53.0227,257465.0
2019-09-25,52.7167,55.7614,52.556,55.3177,283176.0
2019-09-26,54.9811,55.7346,54.2199,55.463,172326.0
2019-09-27,55.5013,57.8193,55.463,56.9242,289670.0
2019-09-28,55.5013,57.8193,55.463,56.9242,289670.0
2019-09-29,55.5013,57.8193,55.463,56.9242,289670.0
2019-09-30,56.5264,57.3297,55.7614,56.7636,212831.0
2019-10-01,57.3603,58.6723,55.6773,56.2893,259076.0
2019-10-02,56.2281,57.7428,55.4936,57.1002,196460.0
2019-10-03,56.6641,58.3318,56.3046,58.263,208950.0
2019-10-04,58.2859,59.311,57.3909,58.699,204762.0
2019-10-05,58.2859,59.311,57.3909,58.699,204762.0
2019-10-06,58.2859,59.311,57.3909,58.699,204762.0
2019-10-07,58.5001,58.8291,57.4521,57.8116,210475.0
2019-10-08,57.0084,57.3373,54.6904,56.8554,208335.0
2019-10-09,56.8554,58.2936,56.8554,58.0641,158193.0
2019-10-10,57.9493,60.0952,57.6357,59.2192,186712.0
2019-10-11,60.2214,62.1607,59.5788,60.688,203249.0
2019-10-12,60.2214,62.1607,59.5788,60.688,203249.0
2019-10-13,60.2214,62.1607,59.5788,60.688,203249.0
2019-10-14,60.0225,60.9405,59.2521,60.6574,104690.0
2019-10-15,60.2979,61.2848,59.8618,60.4662,200259.0
2019-10-16,58.0641,61.1624,58.0641,60.3132,106035.0
2019-10-17,60.8028,61.3919,60.3285,60.7875,121312.0
2019-10-18,60.6574,61.2083,60.099,60.4203,175469.0
2019-10-19,60.6574,61.2083,60.099,60.4203,175469.0
2019-10-20,60.6574,61.2083,60.099,60.4203,175469.0
2019-10-21,61.0782,61.6596,60.2749,60.382,197661.0
2019-10-22,63.3962,68.407,62.1263,63.7175,625006.0
2019-10-23,64.9032,66.2535,63.159,65.7907,541484.0
2019-10-24,66.0661,66.1732,64.0732,64.9797,254340.0
2019-10-25,64.7273,65.6988,63.9164,63.9393,260134.0
2019-10-26,64.7273,65.6988,63.9164,63.9393,260134.0
2019-10-27,64.7273,65.6988,63.9164,63.9393,260134.0
2019-10-28,63.8552,65.4081,63.8552,64.1153,250490.0
2019-10-29,63.8016,64.5858,61.0629,63.0672,412033.0
2019-10-30,62.7,63.3656,62.2907,62.7765,164629.0
2019-10-31,61.7667,62.1569,59.923,60.3514,362070.0
2019-11-01,60.0378,61.2542,58.416,60.4585,314657.0
2019-11-02,60.0378,61.2542,58.416,60.4585,314657.0
2019-11-03,60.0378,61.2542,58.416,60.4585,314657.0
2019-11-04,61.2389,61.2465,59.1963,59.5864,165093.0
2019-11-05,59.9689,61.3072,59.464,60.7493,202320.0
2019-11-06,60.6651,61.5372,60.3247,61.4607,390928.0
2019-11-07,62.1033,62.4284,58.9056,60.3973,187857.0
2019-11-08,60.405,62.0421,60.405,61.5219,268127.0
2019-11-09,60.405,62.0421,60.405,61.5219,268127.0
2019-11-10,60.405,62.0421,60.405,61.5219,268127.0
2019-11-11,61.1088,61.1088,59.1733,59.487,206796.0
2019-11-12,59.6323,59.6323,57.7332,57.9264,218780.0
2019-11-13,57.4444,58.5307,56.8018,58.0029,428909.0
2019-11-14,58.0258,59.0433,58.0258,58.8138,164708.0
2019-11-15,58.9974,59.3569,58.11,58.4695,324464.0
2019-11-16,58.9974,59.3569,58.11,58.4695,324464.0
2019-11-17,58.9974,59.3569,58.11,58.4695,324464.0
2019-11-18,58.2553,58.2553,56.7253,57.6739,228636.0
2019-11-19,57.8728,58.0947,57.2991,57.7351,184592.0
2019-11-20,57.6127,58.4007,57.2838,57.3909,1012567.0
2019-11-21,57.475,57.9493,56.2128,57.5515,262610.0
2019-11-22,57.6816,58.2515,56.9089,57.2302,477959.0
2019-11-23,57.6816,58.2515,56.9089,57.2302,477959.0
2019-11-24,57.6816,58.2515,56.9089,57.2302,477959.0
2019-11-25,57.4138,58.9438,57.4062,57.7351,245618.0
2019-11-26,57.9646,58.5231,57.6395,57.7428,389305.0
2019-11-27,57.9275,58.4893,57.0501,57.8505,151166.0
2019-11-28,57.9275,58.4893,57.0501,57.8505,151166.0
2019-11-29,57.535,57.6812,56.7885,57.0348,56904.0
2019-11-30,57.535,57.6812,56.7885,57.0348,56904.0
2019-12-01,57.535,57.6812,56.7885,57.0348,56904.0
2019-12-02,56.927,57.1887,55.2224,56.0343,182757.0
2019-12-03,55.5417,56.4268,54.5567,56.219,144889.0
2019-12-04,56.6038,57.7158,56.1035,57.0424,113046.0
2019-12-05,57.2195,57.2964,56.3729,56.7654,194742.0
2019-12-06,57.4042,58.1853,57.1656,57.9121,184249.0
2019-12-07,57.4042,58.1853,57.1656,57.9121,184249.0
2019-12-08,57.4042,58.1853,57.1656,57.9121,184249.0
2019-12-09,58.0121,59.0703,57.7967,58.1661,295229.0
2019-12-10,58.2199,58.674,57.8659,58.4585,186947.0
2019-12-11,58.4816,58.5278,57.6043,58.0429,161684.0
2019-12-12,58.0583,60.0747,57.5427,59.7514,569292.0
2019-12-13,59.4667,59.5783,56.6115,56.9655,412969.0
2019-12-14,59.4667,59.5783,56.6115,56.9655,412969.0
2019-12-15,59.4667,59.5783,56.6115,56.9655,412969.0
2019-12-16,57.3272,59.8053,57.1348,59.0203,211436.0
2019-12-17,59.0588,59.2897,55.9496,56.8654,240477.0
2019-12-18,56.7192,58.0506,56.7192,57.7505,230013.0
2019-12-19,57.7351,58.1468,55.6649,56.2652,215478.0
2019-12-20,56.1805,56.4499,53.7909,54.1872,1027203.0
2019-12-21,56.1805,56.4499,53.7909,54.1872,1027203.0
2019-12-22,56.1805,56.4499,53.7909,54.1872,1027203.0
2019-12-23,54.2873,54.8299,53.6024,54.2873,382320.0
2019-12-24,54.3566,55.3801,53.7409,54.9184,213705.0
2019-12-25,54.3566,55.3801,53.7409,54.9184,213705.0
2019-12-26,54.8491,55.3262,54.6067,54.9953,162713.0
2019-12-27,55.0492,55.3801,54.6798,54.9799,84878.0
2019-12-28,55.0492,55.3801,54.6798,54.9799,84878.0
2019-12-29,55.0492,55.3801,54.6798,54.9799,84878.0
2019-12-30,55.0492,55.8419,54.7721,54.8722,174166.0
2019-12-31,54.6182,55.7803,54.6182,55.2108,155039.0
2020-01-01,54.6182,55.7803,54.6182,55.2108,155039.0
2020-01-02,55.6649,57.4657,55.6649,56.5422,232679.0
2020-01-03,56.3344,57.3041,56.1805,56.5961,242997.0
2020-01-04,56.3344,57.3041,56.1805,56.5961,242997.0
2020-01-05,56.3344,57.3041,56.1805,56.5961,242997.0
2020-01-06,56.4499,57.9236,55.6187,55.6803,386118.0
2020-01-07,55.7726,56.1343,54.8106,55.3493,363124.0
2020-01-08,55.3493,55.8505,53.8717,54.4104,312627.0
2020-01-09,54.4797,55.4109,54.0641,54.6721,304058.0
2020-01-10,54.5567,55.0723,53.7178,53.8178,237852.0
2020-01-11,54.5567,55.0723,53.7178,53.8178,237852.0
2020-01-12,54.5567,55.0723,53.7178,53.8178,237852.0
2020-01-13,53.9102,55.3763,53.5023,55.2339,233337.0
2020-01-14,54.9953,55.0761,53.0867,53.5639,357446.0
2020-01-15,53.4638,53.7255,50.3624,51.2936,503635.0
2020-01-16,51.8631,53.8563,51.8631,52.9097,207723.0
2020-01-17,53.1021,53.3176,49.9083,51.0242,479489.0
2020-01-18,53.1021,53.3176,49.9083,51.0242,479489.0
2020-01-19,53.1021,53.3176,49.9083,51.0242,479489.0
2020-01-20,53.1021,53.3176,49.9083,51.0242,479489.0
2020-01-21,50.8934,50.8934,47.6996,48.0613,395101.0
2020-01-22,48.1074,48.2844,45.7525,46.8992,682189.0
2020-01-23,46.5375,46.5375,45.2599,46.0141,367156.0
2020-01-24,46.0064,46.0064,42.5933,44.0286,551318.0
2020-01-25,46.0064,46.0064,42.5933,44.0286,551318.0
2020-01-26,46.0064,46.0064,42.5933,44.0286,551318.0
2020-01-27,43.0897,43.2821,41.9584,42.7126,579174.0
2020-01-28,43.0666,43.359,41.7044,42.3124,464548.0
2020-01-29,42.297,42.3739,41.3966,41.9738,663915.0
2020-01-30,41.512,42.701,40.6654,41.6351,419560.0
2020-01-31,41.1272,41.5582,39.3263,39.6573,401330.0
2020-02-01,41.1272,41.5582,39.3263,39.6573,401330.0
2020-02-02,41.1272,41.5582,39.3263,39.6573,401330.0
2020-02-03,39.8189,40.0729,39.057,39.6342,643926.0
2020-02-04,40.019,42.4355,40.0036,41.7583,522696.0
2020-02-05,42.4201,46.0372,42.1892,45.0983,834034.0
2020-02-06,44.7674,47.8612,42.828,44.2287,818921.0
2020-02-07,43.9131,44.144,42.0969,42.8588,302174.0
2020-02-08,43.9131,44.144,42.0969,42.8588,302174.0
2020-02-09,43.9131,44.144,42.0969,42.8588,302174.0
2020-02-10,42.6972,43.8554,42.2662,43.259,386702.0
2020-02-11,43.7977,44.8982,43.4899,44.3903,482328.0
2020-02-12,45.0752,45.7833,43.082,43.4899,333366.0
2020-02-13,43.0281,43.9131,42.5048,43.8054,271632.0
2020-02-14,44.0825,44.1979,42.7972,43.1051,199037.0
2020-02-15,44.0825,44.1979,42.7972,43.1051,199037.0
2020-02-16,44.0825,44.1979,42.7972,43.1051,199037.0
2020-02-17,44.0825,44.1979,42.7972,43.1051,199037.0
2020-02-18,42.9204,43.1205,41.5582,42.4971,300080.0
2020-02-19,42.9435,43.0666,42.0507,42.574,252258.0
2020-02-20,42.551,42.551,41.1811,41.3581,652239.0
2020-02-21,40.8271,40.931,38.9185,39.588,487293.0
2020-02-22,40.8271,40.931,38.9185,39.588,487293.0
2020-02-23,40.8271,40.931,38.9185,39.588,487293.0
2020-02-24,38.4798,40.3538,37.2023,40.0729,485792.0
2020-02-25,40.2499,40.2537,38.0257,38.9954,386120.0
2020-02-26,39.0339,39.0801,35.7016,35.9863,609359.0
2020-02-27,34.9781,38.3657,34.6395,37.5486,575228.0
2020-02-28,36.9175,40.6116,36.9175,38.7492,477431.0
2020-02-29,36.9175,40.6116,36.9175,38.7492,477431.0
2020-03-01,36.9175,40.6116,36.9175,38.7492,477431.0
2020-03-02,38.7802,39.0367,35.6166,36.5105,714440.0
2020-03-03,36.6582,37.0157,34.606,36.3084,470571.0
2020-03-04,36.3706,37.2878,35.6671,36.6737,250023.0
2020-03-05,36.0519,36.4288,34.2873,35.3989,431678.0
2020-03-06,34.5361,35.36,33.5878,34.4739,740206.0
2020-03-07,34.5361,35.36,33.5878,34.4739,740206.0
2020-03-08,34.5361,35.36,33.5878,34.4739,740206.0
2020-03-09,28.6518,31.73,27.2527,29.1726,585455.0
2020-03-10,30.1054,31.0304,27.2838,28.9239,728009.0
2020-03-11,28.0999,28.5274,25.5037,26.6619,801674.0
2020-03-12,24.7031,26.864,24.0812,24.5243,656179.0
2020-03-13,26.5764,28.3564,24.3222,28.0611,731863.0
