,CHRW US Equity,CHRW US Equity,CHRW US Equity,CHRW US Equity,CHRW US Equity
2022-07-18,94.7904,95.3923,93.9212,94.1409,863358.0
2022-07-19,94.4274,96.7487,93.6059,96.4144,1361119.0
2022-07-20,96.4144,97.5702,96.1565,97.1977,1102973.0
2022-07-21,97.0735,97.2455,96.2042,96.8442,940276.0
2022-07-22,97.3792,97.747,96.6627,97.427,727696.0
2022-07-23,97.3792,97.747,96.6627,97.427,727696.0
2022-07-24,97.3792,97.747,96.6627,97.427,727696.0
2022-07-25,97.981,97.981,96.0418,96.3953,879182.0
2022-07-26,95.803,96.0323,94.16,95.3827,935570.0
2022-07-27,95.3827,97.255,94.0071,96.6054,1656923.0
2022-07-28,99.4808,104.0182,97.2311,103.2349,3277688.0
2022-07-29,103.2349,105.8332,103.0439,105.7473,1782961.0
2022-07-30,103.2349,105.8332,103.0439,105.7473,1782961.0
2022-07-31,103.2349,105.8332,103.0439,105.7473,1782961.0
2022-08-01,105.2983,105.8906,103.0439,104.792,1368495.0
2022-08-02,104.9544,105.155,102.4039,104.152,1657300.0
2022-08-03,105.0308,105.0595,103.1394,104.343,900785.0
2022-08-04,104.5245,104.8589,102.165,102.7095,1101481.0
2022-08-05,102.614,104.9449,102.4755,104.8302,684623.0
2022-08-06,102.614,104.9449,102.4755,104.8302,684623.0
2022-08-07,102.614,104.9449,102.4755,104.8302,684623.0
2022-08-08,104.8302,107.2184,104.7251,106.2153,1264385.0
2022-08-09,107.1419,109.2244,106.5306,106.9509,1217675.0
2022-08-10,107.9444,110.8006,107.4046,110.428,1357707.0
2022-08-11,111.4884,113.6664,110.5045,112.1762,1346177.0
2022-08-12,112.3386,113.1887,111.4728,112.0329,1124042.0
2022-08-13,112.3386,113.1887,111.4728,112.0329,1124042.0
2022-08-14,112.3386,113.1887,111.4728,112.0329,1124042.0
2022-08-15,111.7654,113.5708,111.1063,112.6156,1049570.0
2022-08-16,112.5774,113.1505,111.9756,112.2908,841827.0
2022-08-17,110.9439,112.1189,110.0937,110.9152,1227658.0
2022-08-18,111.2114,113.6568,110.9916,113.4562,848255.0
2022-08-19,113.1792,113.5785,111.8132,111.88,881383.0
2022-08-20,113.1792,113.5785,111.8132,111.88,881383.0
2022-08-21,113.1792,113.5785,111.8132,111.88,881383.0
2022-08-22,111.0776,111.8418,110.3421,110.791,1017163.0
2022-08-23,111.0012,112.5201,111.0012,111.7845,1301986.0
2022-08-24,111.5935,113.9243,111.5935,113.59,1144756.0
2022-08-25,114.2968,115.8062,112.4341,114.2013,1180977.0
2022-08-26,113.7523,114.144,110.0364,110.151,745913.0
2022-08-27,113.7523,114.144,110.0364,110.151,745913.0
2022-08-28,113.7523,114.144,110.0364,110.151,745913.0
2022-08-29,109.5492,111.0203,108.7945,109.8835,772819.0
2022-08-30,109.702,110.3325,108.5748,109.3677,1153283.0
2022-08-31,109.9886,110.4471,108.1163,109.0429,1434257.0
2022-09-01,108.7069,110.6939,108.2942,110.2715,967469.0
2022-09-02,110.9819,112.0857,110.1468,110.7323,1195258.0
2022-09-03,110.9819,112.0857,110.1468,110.7323,1195258.0
2022-09-04,110.9819,112.0857,110.1468,110.7323,1195258.0
2022-09-05,110.9819,112.0857,110.1468,110.7323,1195258.0
2022-09-06,109.6668,110.3675,107.3727,108.371,1846468.0
2022-09-07,108.4958,109.8972,107.0559,109.5708,1037051.0
2022-09-08,109.2541,109.6764,108.2462,108.6877,938458.0
2022-09-09,109.7532,110.2811,109.3549,109.7052,972171.0
2022-09-10,109.7532,110.2811,109.3549,109.7052,972171.0
2022-09-11,109.7532,110.2811,109.3549,109.7052,972171.0
2022-09-12,109.8396,109.9692,108.6493,108.9949,903511.0
2022-09-13,107.3727,108.3566,105.2322,105.6449,1252138.0
2022-09-14,106.0289,106.0289,103.8595,105.5873,1553766.0
2022-09-15,105.1458,105.4625,102.6693,103.4084,1252635.0
2022-09-16,99.9816,100.7783,97.4091,99.6264,3622830.0
2022-09-17,99.9816,100.7783,97.4091,99.6264,3622830.0
2022-09-18,99.9816,100.7783,97.4091,99.6264,3622830.0
2022-09-19,99.4057,101.815,99.0889,101.719,1565027.0
2022-09-20,101.5174,101.5174,98.3018,98.3882,1725099.0
2022-09-21,98.9449,100.3655,97.3803,97.3995,1375396.0
2022-09-22,97.1019,97.1499,96.1132,96.3148,904403.0
2022-09-23,95.0574,95.5277,92.7153,93.7615,1476678.0
2022-09-24,95.0574,95.5277,92.7153,93.7615,1476678.0
2022-09-25,95.0574,95.5277,92.7153,93.7615,1476678.0
2022-09-26,93.8959,94.4238,92.6087,93.3008,1291112.0
2022-09-27,93.6751,95.8397,93.1712,94.1263,1194187.0
2022-09-28,94.1263,95.9981,93.7759,95.4893,1537922.0
2022-09-29,94.9134,94.9134,93.2432,94.7694,1078161.0
2022-09-30,94.9518,94.9518,92.1873,92.4465,1432647.0
2022-10-01,94.9518,94.9518,92.1873,92.4465,1432647.0
2022-10-02,94.9518,94.9518,92.1873,92.4465,1432647.0
2022-10-03,93.1568,95.3357,93.1088,94.7598,1398939.0
2022-10-04,94.5966,96.4492,93.7039,96.3532,1554541.0
2022-10-05,95.6045,96.4588,95.2014,95.6429,1150246.0
2022-10-06,95.7965,95.8637,93.4736,93.5792,1374430.0
2022-10-07,91.285,92.1489,89.2693,91.0067,2086771.0
2022-10-08,91.285,92.1489,89.2693,91.0067,2086771.0
2022-10-09,91.285,92.1489,89.2693,91.0067,2086771.0
2022-10-10,91.237,91.5634,89.826,90.3635,1025660.0
2022-10-11,90.162,91.3138,89.8308,90.2771,1105616.0
2022-10-12,90.3731,92.0913,89.7588,90.6899,949497.0
2022-10-13,89.2693,92.0241,88.1846,91.477,1247164.0
2022-10-14,92.5521,92.9263,90.4883,91.0835,1287640.0
2022-10-15,92.5521,92.9263,90.4883,91.0835,1287640.0
2022-10-16,92.5521,92.9263,90.4883,91.0835,1287640.0
2022-10-17,92.2161,92.6481,91.1506,92.4273,1265600.0
2022-10-18,93.8479,94.4526,91.9761,92.3409,979240.0
2022-10-19,91.7938,91.7938,87.1815,89.7012,2226585.0
2022-10-20,89.1157,90.5459,88.2326,88.7605,1196276.0
2022-10-21,88.7413,90.5603,88.4438,90.3059,922474.0
2022-10-22,88.7413,90.5603,88.4438,90.3059,922474.0
2022-10-23,88.7413,90.5603,88.4438,90.3059,922474.0
2022-10-24,90.4499,91.9377,90.1236,90.6515,982735.0
2022-10-25,90.7667,91.6882,90.3347,90.9971,1083399.0
2022-10-26,91.669,93.5024,90.5267,92.6289,1105588.0
2022-10-27,93.3872,94.4047,92.8976,92.9168,1258362.0
2022-10-28,93.3008,94.0687,92.1393,93.8767,1123323.0
2022-10-29,93.3008,94.0687,92.1393,93.8767,1123323.0
2022-10-30,93.3008,94.0687,92.1393,93.8767,1123323.0
2022-10-31,93.8767,95.6477,93.5216,93.7999,1682606.0
2022-11-01,94.3375,94.8078,92.0529,93.9151,1561275.0
2022-11-02,85.5065,89.49,84.1435,84.633,6191993.0
2022-11-03,84.0187,85.7465,83.126,84.921,2439760.0
2022-11-04,85.5737,86.668,84.7002,86.3608,1870481.0
2022-11-05,85.5737,86.668,84.7002,86.3608,1870481.0
2022-11-06,85.5737,86.668,84.7002,86.3608,1870481.0
2022-11-07,86.812,88.9957,86.7736,88.367,1727861.0
2022-11-08,89.1349,90.4115,88.2806,88.7893,1376531.0
2022-11-09,88.2134,90.5939,86.6296,86.6872,1875136.0
2022-11-10,89.3749,90.3587,88.415,90.162,1761534.0
2022-11-11,90.6419,94.6734,90.2484,94.3183,1943294.0
2022-11-12,90.6419,94.6734,90.2484,94.3183,1943294.0
2022-11-13,90.6419,94.6734,90.2484,94.3183,1943294.0
2022-11-14,93.9727,96.55,93.8383,94.0303,1288441.0
2022-11-15,93.5696,94.7694,91.717,93.7615,2147120.0
2022-11-16,93.08,93.08,88.4678,89.0773,1903281.0
2022-11-17,88.4918,91.4482,88.1558,91.4098,1181655.0
2022-11-18,92.8688,93.5216,91.693,93.1952,1141736.0
2022-11-19,92.8688,93.5216,91.693,93.1952,1141736.0
2022-11-20,92.8688,93.5216,91.693,93.1952,1141736.0
2022-11-21,92.8976,93.8863,92.4993,93.6559,741306.0
2022-11-22,93.9055,95.019,92.7153,93.7327,878565.0
2022-11-23,94.3759,95.019,94.0975,94.1263,672499.0
2022-11-24,94.3759,95.019,94.0975,94.1263,672499.0
2022-11-25,94.2223,94.827,93.8623,94.7982,365987.0
2022-11-26,94.2223,94.827,93.8623,94.7982,365987.0
2022-11-27,94.2223,94.827,93.8623,94.7982,365987.0
2022-11-28,94.0687,95.7293,93.6175,93.7519,1231385.0
2022-11-29,93.8575,94.7406,92.8112,93.6847,1172076.0
2022-11-30,93.9247,96.7468,92.4849,96.1996,2310807.0
2022-12-01,96.4797,97.2282,94.6255,95.3884,1469977.0
2022-12-02,93.4762,94.7317,92.7422,93.399,1467007.0
2022-12-03,93.4762,94.7317,92.7422,93.399,1467007.0
2022-12-04,93.4762,94.7317,92.7422,93.399,1467007.0
2022-12-05,92.9257,93.8722,91.8151,92.1531,1350641.0
2022-12-06,92.1048,92.2304,90.55,92.1242,1352549.0
2022-12-07,91.5833,94.0557,91.0052,92.8195,1551558.0
2022-12-08,92.9451,94.0074,92.0372,92.7905,977599.0
2022-12-09,92.9064,93.2927,91.7861,92.0372,881225.0
2022-12-10,92.9064,93.2927,91.7861,92.0372,881225.0
2022-12-11,92.9064,93.2927,91.7861,92.0372,881225.0
2022-12-12,92.3656,94.4034,91.96,94.2875,905634.0
2022-12-13,97.291,97.4262,92.0855,92.298,1514945.0
2022-12-14,92.298,94.1716,91.7523,92.9161,1835794.0
2022-12-15,91.8924,92.2787,90.6755,91.5157,1979903.0
2022-12-16,90.3278,92.1918,90.0284,90.859,4376649.0
2022-12-17,90.3278,92.1918,90.0284,90.859,4376649.0
2022-12-18,90.3278,92.1918,90.0284,90.859,4376649.0
2022-12-19,90.9169,91.5061,88.8792,90.3085,1292863.0
2022-12-20,89.7484,90.2795,88.9371,89.2172,1060739.0
2022-12-21,90.7914,91.057,89.6035,89.7387,795894.0
2022-12-22,89.4297,89.4297,87.6237,89.2945,782189.0
2022-12-23,89.4973,90.1347,88.8888,89.8932,515359.0
2022-12-24,89.4973,90.1347,88.8888,89.8932,515359.0
2022-12-25,89.4973,90.1347,88.8888,89.8932,515359.0
2022-12-26,89.4973,90.1347,88.8888,89.8932,515359.0
2022-12-27,89.9898,90.6562,89.1593,89.9512,530183.0
2022-12-28,90.1347,90.4341,87.9327,88.0003,566369.0
2022-12-29,88.6957,90.3616,88.0293,89.0917,808163.0
2022-12-30,88.4639,88.8019,87.3823,88.4253,822268.0
2022-12-31,88.4639,88.8019,87.3823,88.4253,822268.0
2023-01-01,88.4639,88.8019,87.3823,88.4253,822268.0
2023-01-02,88.4639,88.8019,87.3823,88.4253,822268.0
2023-01-03,88.5508,89.5311,85.2962,87.1891,2124224.0
2023-01-04,84.5912,87.9617,83.9635,87.6913,2246853.0
2023-01-05,86.0592,87.1118,85.3735,86.9283,1717345.0
2023-01-06,87.9714,90.2313,87.4595,90.1154,1113805.0
2023-01-07,87.9714,90.2313,87.4595,90.1154,1113805.0
2023-01-08,87.9714,90.2313,87.4595,90.1154,1113805.0
2023-01-09,90.1926,91.1391,88.744,90.1637,1954795.0
2023-01-10,89.2172,89.9222,88.5701,89.6228,1682481.0
2023-01-11,90.2023,91.8779,89.8353,91.7282,1765041.0
2023-01-12,92.0566,92.269,89.8836,90.2989,1269527.0
2023-01-13,90.2409,90.6562,89.758,90.4244,917594.0
2023-01-14,90.2409,90.6562,89.758,90.4244,917594.0
2023-01-15,90.2409,90.6562,89.758,90.4244,917594.0
2023-01-16,90.2409,90.6562,89.758,90.4244,917594.0
2023-01-17,90.3858,91.2163,89.3621,89.5069,1645388.0
2023-01-18,89.816,93.5921,89.7967,90.0381,2046103.0
2023-01-19,89.7967,90.4582,88.2708,89.6132,1974591.0
2023-01-20,89.8643,90.9652,89.0434,90.3471,1163443.0
2023-01-21,89.8643,90.9652,89.0434,90.3471,1163443.0
2023-01-22,89.8643,90.9652,89.0434,90.3471,1163443.0
2023-01-23,90.6659,94.809,90.55,94.7027,1832633.0
2023-01-24,94.075,96.9337,93.8046,95.6975,2187742.0
2023-01-25,94.9152,95.3788,93.1962,93.5245,1392050.0
2023-01-26,94.4516,94.7607,93.1092,94.1426,1194814.0
2023-01-27,94.1136,96.4701,94.104,94.6448,1268821.0
2023-01-28,94.1136,96.4701,94.104,94.6448,1268821.0
2023-01-29,94.1136,96.4701,94.104,94.6448,1268821.0
2023-01-30,94.2005,94.9104,93.1092,93.3024,1182006.0
2023-01-31,93.3024,96.953,93.3024,96.7405,7929580.0
2023-02-01,95.9775,99.01,95.1566,98.6237,3374693.0
2023-02-02,93.9784,104.3507,93.9012,100.8064,4809486.0
2023-02-03,99.5798,100.9705,98.1602,100.0724,2005338.0
2023-02-04,99.5798,100.9705,98.1602,100.0724,2005338.0
2023-02-05,99.5798,100.9705,98.1602,100.0724,2005338.0
2023-02-06,100.6905,100.6905,99.068,99.4253,1286464.0
2023-02-07,98.8942,101.8011,98.6527,101.6176,1799467.0
2023-02-08,101.6949,102.453,98.7976,99.8889,1382221.0
2023-02-09,100.1979,100.2945,97.5711,98.1891,1013110.0
2023-02-10,98.2278,99.773,97.967,99.5895,783530.0
2023-02-11,98.2278,99.773,97.967,99.5895,783530.0
2023-02-12,98.2278,99.773,97.967,99.5895,783530.0
2023-02-13,98.7203,100.7774,98.4596,100.3138,1009020.0
2023-02-14,99.773,101.6466,99.1259,101.3762,1170110.0
2023-02-15,100.3042,101.6949,99.8213,101.579,1040125.0
2023-02-16,100.0724,100.7484,99.4929,100.1786,941843.0
2023-02-17,99.2322,99.8792,97.5517,97.7063,1253214.0
2023-02-18,99.2322,99.8792,97.5517,97.7063,1253214.0
2023-02-19,99.2322,99.8792,97.5517,97.7063,1253214.0
2023-02-20,99.2322,99.8792,97.5517,97.7063,1253214.0
2023-02-21,96.9916,97.6869,95.852,96.3735,1248003.0
2023-02-22,96.9916,97.6,96.0801,96.4604,946048.0
2023-02-23,97.1944,98.4209,96.7888,97.4938,1050676.0
2023-02-24,96.8178,97.1461,96.2769,96.9047,910692.0
2023-02-25,96.8178,97.1461,96.2769,96.9047,910692.0
2023-02-26,96.8178,97.1461,96.2769,96.9047,910692.0
2023-02-27,97.5904,98.2036,97.1027,97.5035,1054127.0
2023-02-28,96.953,97.8028,96.3677,96.5377,1628720.0
2023-03-01,96.3928,97.2234,95.6975,95.9775,1075879.0
2023-03-02,95.5305,98.7178,95.0253,98.436,931851.0
2023-03-03,99.0142,99.1454,97.7752,98.1251,863689.0
2023-03-04,99.0142,99.1454,97.7752,98.1251,863689.0
2023-03-05,99.0142,99.1454,97.7752,98.1251,863689.0
2023-03-06,98.0279,99.1259,97.5323,97.6392,1032495.0
2023-03-07,97.6586,98.9024,97.4351,98.1931,974536.0
2023-03-08,98.6206,99.9616,98.3729,99.7576,1197042.0
2023-03-09,100.1754,103.353,99.8839,100.4281,2120331.0
2023-03-10,100.7487,102.6727,99.2523,99.4272,1526617.0
2023-03-11,100.7487,102.6727,99.2523,99.4272,1526617.0
2023-03-12,100.7487,102.6727,99.2523,99.4272,1526617.0
2023-03-13,98.3291,99.7187,96.9396,98.4263,984851.0
2023-03-14,99.1842,100.3163,94.1021,95.0155,1675496.0
2023-03-15,93.5871,95.5986,93.2859,94.8406,1337743.0
2023-03-16,94.3256,95.8998,94.1798,95.4334,1081438.0
2023-03-17,95.8026,96.5411,92.5959,93.1984,2919669.0
2023-03-18,95.8026,96.5411,92.5959,93.1984,2919669.0
2023-03-19,95.8026,96.5411,92.5959,93.1984,2919669.0
2023-03-20,93.2859,93.6551,92.3433,93.2567,1013997.0
2023-03-21,94.0924,94.7726,93.383,93.8883,971046.0
2023-03-22,93.6357,94.7823,92.2364,92.2753,803008.0
2023-03-23,92.2753,93.7037,91.5659,92.1878,1053508.0
2023-03-24,91.9837,93.2664,91.2209,92.7806,892340.0
2023-03-25,91.9837,93.2664,91.2209,92.7806,892340.0
2023-03-26,91.9837,93.2664,91.2209,92.7806,892340.0
2023-03-27,93.6454,94.0681,92.8583,93.7329,544098.0
2023-03-28,93.5288,94.6366,93.2373,93.7814,711113.0
2023-03-29,94.1993,94.5394,93.0526,93.7037,694718.0
2023-03-30,94.0049,94.7629,93.7717,93.9175,656998.0
2023-03-31,94.3353,96.7938,94.1021,96.5606,1117246.0
2023-04-01,94.3353,96.7938,94.1021,96.5606,1117246.0
2023-04-02,94.3353,96.7938,94.1021,96.5606,1117246.0
2023-04-03,96.2934,96.2934,93.247,94.2673,996362.0
2023-04-04,94.4228,94.8601,91.6048,91.9935,1039875.0
2023-04-05,91.9546,92.732,90.2929,90.5456,1116299.0
2023-04-06,90.2443,90.6136,89.5447,90.05,867957.0
2023-04-07,90.2443,90.6136,89.5447,90.05,867957.0
2023-04-08,90.2443,90.6136,89.5447,90.05,867957.0
2023-04-09,90.2443,90.6136,89.5447,90.05,867957.0
2023-04-10,89.5933,92.4502,88.9422,92.4502,1114816.0
2023-04-11,92.664,93.9466,91.3521,92.9846,853293.0
2023-04-12,93.5968,93.6697,91.9692,92.0518,726105.0
2023-04-13,92.1781,93.3344,90.7205,92.8777,1022686.0
2023-04-14,92.6056,93.9175,92.3822,92.868,768912.0
2023-04-15,92.6056,93.9175,92.3822,92.868,768912.0
2023-04-16,92.6056,93.9175,92.3822,92.868,768912.0
2023-04-17,93.4219,93.4219,92.0032,93.0624,933629.0
2023-04-18,93.0138,94.6268,92.5765,93.2081,1038722.0
2023-04-19,92.9943,93.4268,92.319,93.2859,840302.0
2023-04-20,93.2373,94.8406,93.2373,94.3645,862369.0
2023-04-21,94.8115,95.2487,93.8349,94.6366,791951.0
2023-04-22,94.8115,95.2487,93.8349,94.6366,791951.0
2023-04-23,94.8115,95.2487,93.8349,94.6366,791951.0
2023-04-24,94.3936,95.8998,94.3548,95.7832,1012300.0
2023-04-25,94.7143,95.239,92.9166,93.1498,1212630.0
2023-04-26,92.0469,92.7125,89.7002,89.8848,1888940.0
2023-04-27,92.5668,97.7995,92.285,96.8618,3024715.0
2023-04-28,97.027,99.194,96.5411,98.0182,2102000.0
2023-04-29,97.027,99.194,96.5411,98.0182,2102000.0
2023-04-30,97.027,99.194,96.5411,98.0182,2102000.0
2023-05-01,98.3971,101.8176,98.3971,101.4872,2131664.0
2023-05-02,101.2832,101.8662,99.3883,101.4484,1512637.0
2023-05-03,102.0314,103.1392,101.7788,102.0946,1381898.0
2023-05-04,101.7205,102.2015,99.7673,99.8353,1021176.0
2023-05-05,100.2434,101.9148,100.2434,101.5455,842988.0
2023-05-06,100.2434,101.9148,100.2434,101.5455,842988.0
2023-05-07,100.2434,101.9148,100.2434,101.5455,842988.0
2023-05-08,101.5455,101.6233,99.879,100.0491,941094.0
2023-05-09,99.4466,99.7284,98.5332,98.7178,1019517.0
2023-05-10,99.2814,99.5875,96.7452,97.8141,999618.0
2023-05-11,97.5809,97.989,96.3225,96.4926,709620.0
2023-05-12,96.9201,97.3865,95.9095,96.4343,668720.0
2023-05-13,96.9201,97.3865,95.9095,96.4343,668720.0
2023-05-14,96.9201,97.3865,95.9095,96.4343,668720.0
2023-05-15,96.4343,97.3428,95.686,97.1922,659047.0
2023-05-16,96.4051,96.4051,93.9175,95.2002,996851.0
2023-05-17,95.6957,98.0862,95.4431,97.8627,1131552.0
2023-05-18,97.7364,98.7664,97.0513,98.6206,757262.0
2023-05-19,98.8441,98.9607,95.929,97.5906,791171.0
2023-05-20,98.8441,98.9607,95.929,97.5906,791171.0
2023-05-21,98.8441,98.9607,95.929,97.5906,791171.0
2023-05-22,98.504,98.6887,97.027,98.232,688954.0
2023-05-23,98.3291,99.3494,98.057,98.6012,778161.0
2023-05-24,98.1445,98.1445,95.6083,96.512,835801.0
2023-05-25,96.6286,97.0999,95.9484,96.6092,663920.0
2023-05-26,96.201,96.3176,94.588,94.7823,1569778.0
2023-05-27,96.201,96.3176,94.588,94.7823,1569778.0
2023-05-28,96.201,96.3176,94.588,94.7823,1569778.0
2023-05-29,96.201,96.3176,94.588,94.7823,1569778.0
2023-05-30,94.9086,95.929,93.7912,94.792,1063160.0
2023-05-31,94.6074,95.103,91.5853,91.8671,2772630.0
2023-06-01,92.4637,93.4907,91.4759,92.7865,1530778.0
2023-06-02,92.6691,96.102,92.1899,95.525,1809432.0
2023-06-03,92.6691,96.102,92.1899,95.525,1809432.0
2023-06-04,92.6691,96.102,92.1899,95.525,1809432.0
2023-06-05,92.9429,93.119,89.1726,89.3927,2679054.0
2023-06-06,89.4709,91.2705,88.5027,89.3829,1641522.0
2023-06-07,88.9134,90.1262,88.6396,89.8817,1338219.0
2023-06-08,90.1066,90.3414,88.9232,89.2166,1007127.0
2023-06-09,89.2166,89.7545,87.4855,87.7593,1177384.0
2023-06-10,89.2166,89.7545,87.4855,87.7593,1177384.0
2023-06-11,89.2166,89.7545,87.4855,87.7593,1177384.0
2023-06-12,88.5809,88.8939,87.1041,88.3364,1170641.0
2023-06-13,88.4635,89.7056,88.1114,89.334,1037143.0
2023-06-14,89.9893,93.3439,89.4709,92.5322,1518647.0
2023-06-15,92.5322,93.6471,92.3072,93.2657,923972.0
2023-06-16,93.8819,94.2242,92.3366,92.542,1841147.0
2023-06-17,93.8819,94.2242,92.3366,92.542,1841147.0
2023-06-18,93.8819,94.2242,92.3366,92.542,1841147.0
2023-06-19,93.8819,94.2242,92.3366,92.542,1841147.0
2023-06-20,92.004,92.5126,90.5394,90.625,944467.0
2023-06-21,89.9599,91.784,89.6665,91.3683,666774.0
2023-06-22,91.2901,91.3487,89.8426,90.0186,897067.0
2023-06-23,89.5394,90.0382,88.1799,88.4635,3115698.0
2023-06-24,89.5394,90.0382,88.1799,88.4635,3115698.0
2023-06-25,89.5394,90.0382,88.1799,88.4635,3115698.0
2023-06-26,88.2288,90.615,88.2288,90.5272,843542.0
2023-06-27,90.8891,92.9527,90.6446,92.3659,694693.0
2023-06-28,92.4833,92.6251,90.8597,91.8182,646248.0
2023-06-29,91.3585,92.4539,91.2314,92.2094,594027.0
2023-06-30,92.6202,92.6691,91.0896,92.2779,915524.0
2023-07-01,92.6202,92.6691,91.0896,92.2779,915524.0
2023-07-02,92.6202,92.6691,91.0896,92.2779,915524.0
2023-07-03,91.9454,93.5689,91.8182,93.4222,469966.0
2023-07-04,91.9454,93.5689,91.8182,93.4222,469966.0
2023-07-05,92.7669,93.8134,92.0823,92.5713,767208.0
2023-07-06,91.427,93.119,91.1629,92.8549,762867.0
2023-07-07,92.9527,94.3807,92.9527,93.1679,1155030.0
2023-07-08,92.9527,94.3807,92.9527,93.1679,1155030.0
2023-07-09,92.9527,94.3807,92.9527,93.1679,1155030.0
2023-07-10,93.4809,94.7963,93.4809,94.1166,641563.0
2023-07-11,94.0775,96.1705,94.0188,96.0531,840288.0
2023-07-12,96.9725,96.9725,94.899,95.4956,925711.0
2023-07-13,95.6521,95.8379,94.5958,94.723,713917.0
2023-07-14,95.036,95.036,93.0359,93.5004,751001.0
2023-07-15,95.036,95.036,93.0359,93.5004,751001.0
2023-07-16,95.036,95.036,93.0359,93.5004,751001.0
2023-07-17,92.8451,93.207,91.9307,92.7669,674366.0
2023-07-18,92.9136,94.6154,92.9136,93.7938,679706.0
2023-07-19,94.0481,96.4052,94.0139,96.1607,959695.0
2023-07-20,96.1607,97.2561,95.2218,96.3954,1031564.0
2023-07-21,96.2487,96.8062,95.8086,96.4345,635025.0
2023-07-22,96.2487,96.8062,95.8086,96.4345,635025.0
2023-07-23,96.2487,96.8062,95.8086,96.4345,635025.0
2023-07-24,95.7108,96.8747,95.1435,95.789,874376.0
2023-07-25,95.8184,96.4932,95.1533,95.7695,620683.0
2023-07-26,95.9944,96.9333,95.5837,96.1216,982933.0
2023-07-27,96.6302,96.6302,95.1338,95.5152,724913.0
2023-07-28,96.5813,98.4395,96.1314,98.195,1176183.0
2023-07-29,96.5813,98.4395,96.1314,98.195,1176183.0
2023-07-30,96.5813,98.4395,96.1314,98.195,1176183.0
2023-07-31,98.2341,98.6645,97.2952,97.9798,1201263.0
2023-08-01,97.706,97.7549,96.5128,97.2072,835371.0
2023-08-02,96.4834,97.4126,94.9675,95.3,1387945.0
2023-08-03,97.4321,97.8136,94.3807,96.0629,1598301.0
2023-08-04,96.3367,97.4321,95.8966,96.3563,808156.0
2023-08-05,96.3367,97.4321,95.8966,96.3563,808156.0
2023-08-06,96.3367,97.4321,95.8966,96.3563,808156.0
2023-08-07,97.1583,98.2244,97.0605,97.8038,916383.0
2023-08-08,97.2463,97.4597,95.1631,95.7695,1057199.0
2023-08-09,95.6423,96.5813,95.2071,95.8086,916244.0
2023-08-10,96.2976,96.8844,93.9992,94.322,874973.0
2023-08-11,93.7841,93.7841,92.5811,93.1386,872665.0
2023-08-12,93.7841,93.7841,92.5811,93.1386,872665.0
2023-08-13,93.7841,93.7841,92.5811,93.1386,872665.0
2023-08-14,92.9527,93.5493,91.7889,93.295,923182.0
2023-08-15,93.031,93.2461,91.9454,92.4833,781292.0
2023-08-16,92.3855,93.119,91.8475,92.2388,659998.0
2023-08-17,92.6593,92.9625,91.0358,91.2803,692852.0
2023-08-18,90.7717,92.9527,90.5859,92.9038,850407.0
2023-08-19,90.7717,92.9527,90.5859,92.9038,850407.0
2023-08-20,90.7717,92.9527,90.5859,92.9038,850407.0
2023-08-21,92.8256,93.207,91.0113,91.4661,825918.0
2023-08-22,91.4661,91.8378,90.3854,90.8206,581706.0
2023-08-23,90.8206,91.2216,90.3218,91.1434,452833.0
2023-08-24,90.8402,91.4857,90.4098,91.0945,529018.0
2023-08-25,91.2118,92.2094,91.0749,91.7008,463048.0
2023-08-26,91.2118,92.2094,91.0749,91.7008,463048.0
2023-08-27,91.2118,92.2094,91.0749,91.7008,463048.0
2023-08-28,92.1507,92.229,90.5859,90.9967,648157.0
2023-08-29,90.8499,92.3463,90.5761,92.3072,664003.0
2023-08-30,92.4442,92.8843,91.8573,92.5517,983961.0
2023-08-31,91.213,91.7347,88.9784,89.0178,1910998.0
2023-09-01,89.6183,89.6183,86.5568,86.9703,1402466.0
2023-09-02,89.6183,89.6183,86.5568,86.9703,1402466.0
2023-09-03,89.6183,89.6183,86.5568,86.9703,1402466.0
2023-09-04,89.6183,89.6183,86.5568,86.9703,1402466.0
2023-09-05,86.9309,87.7676,86.1532,87.2656,1143227.0
2023-09-06,87.1967,87.9251,85.8579,86.0154,1092041.0
2023-09-07,85.8776,86.2566,84.6767,84.844,1691856.0
2023-09-08,84.9031,85.346,83.8941,84.972,1114481.0
2023-09-09,84.9031,85.346,83.8941,84.972,1114481.0
2023-09-10,84.9031,85.346,83.8941,84.972,1114481.0
2023-09-11,85.4445,85.7004,84.7702,85.1984,651941.0
2023-09-12,84.844,86.4584,84.5684,85.6217,917143.0
2023-09-13,86.0745,86.3403,85.0803,86.0056,1177787.0
2023-09-14,87.0195,88.6634,86.7832,88.4862,1015243.0
2023-09-15,88.4862,89.8348,88.3287,89.1261,2382465.0
2023-09-16,88.4862,89.8348,88.3287,89.1261,2382465.0
2023-09-17,88.4862,89.8348,88.3287,89.1261,2382465.0
2023-09-18,88.8209,88.9489,86.232,86.4485,838409.0
2023-09-19,86.5962,87.364,86.3796,87.1179,1011975.0
2023-09-20,87.1967,87.4526,86.1631,86.2123,518336.0
2023-09-21,86.3206,86.4879,85.3854,85.3953,656347.0
2023-09-22,85.5921,85.7742,84.5167,84.5881,507844.0
2023-09-23,85.5921,85.7742,84.5167,84.5881,507844.0
2023-09-24,85.5921,85.7742,84.5167,84.5881,507844.0
