,TX US Equity,TX US Equity,TX US Equity,TX US Equity,TX US Equity
2010-02-09,16.7688,17.4708,15.9401,17.2637,1262028.0
2010-02-10,17.3557,18.052,17.0335,17.3039,303542.0
2010-02-11,17.1486,17.3845,16.6537,17.2924,535288.0
2010-02-12,16.8551,17.7816,16.7515,17.7816,272670.0
2010-02-13,16.8551,17.7816,16.7515,17.7816,272670.0
2010-02-14,16.8551,17.7816,16.7515,17.7816,272670.0
2010-02-15,16.8551,17.7816,16.7515,17.7816,272670.0
2010-02-16,17.8852,18.334,17.7701,18.0118,292450.0
2010-02-17,18.0463,18.3916,17.983,18.0751,261035.0
2010-02-18,18.1614,18.3858,18.1027,18.3513,203290.0
2010-02-19,18.1096,18.357,17.9369,18.2304,322107.0
2010-02-20,18.1096,18.357,17.9369,18.2304,322107.0
2010-02-21,18.1096,18.357,17.9369,18.2304,322107.0
2010-02-22,18.3225,18.3225,17.7355,18.2247,222592.0
2010-02-23,18.2419,18.2419,16.9184,17.2061,378673.0
2010-02-24,17.6032,17.9635,17.2004,17.3615,448562.0
2010-02-25,16.9126,19.5137,16.7162,19.4734,998397.0
2010-02-26,19.4561,19.8302,18.7771,19.6978,492359.0
2010-02-27,19.4561,19.8302,18.7771,19.6978,492359.0
2010-02-28,19.4561,19.8302,18.7771,19.6978,492359.0
2010-03-01,19.5655,19.9395,19.4159,19.8244,310653.0
2010-03-02,19.6921,20.5725,19.6921,20.3366,317497.0
2010-03-03,20.1582,21.2803,20.1582,20.6588,667067.0
2010-03-04,20.4632,20.7106,19.9395,20.0546,412000.0
2010-03-05,20.6128,20.7164,20.4172,20.6473,145967.0
2010-03-06,20.6128,20.7164,20.4172,20.6473,145967.0
2010-03-07,20.6128,20.7164,20.4172,20.6473,145967.0
2010-03-08,20.6013,20.9868,19.905,20.4287,214287.0
2010-03-09,20.1755,21.0847,20.0949,20.9926,346719.0
2010-03-10,20.9926,21.7407,20.9926,21.6486,326432.0
2010-03-11,21.43,21.7637,20.9293,21.194,429912.0
2010-03-12,21.0214,21.3034,20.9178,21.1652,120415.0
2010-03-13,21.0214,21.3034,20.9178,21.1652,120415.0
2010-03-14,21.0214,21.3034,20.9178,21.1652,120415.0
2010-03-15,21.0617,21.1768,20.6876,20.9408,97567.0
2010-03-16,20.8372,21.3033,20.6934,21.0904,132750.0
2010-03-17,21.2343,21.4242,21.0847,21.194,83580.0
2010-03-18,21.1768,21.2918,20.8085,21.1365,206454.0
2010-03-19,21.3954,21.6141,21.1595,21.6141,322804.0
2010-03-20,21.3954,21.6141,21.1595,21.6141,322804.0
2010-03-21,21.3954,21.6141,21.1595,21.6141,322804.0
2010-03-22,21.3954,21.7637,21.148,21.6716,194507.0
2010-03-23,21.4875,23.024,21.3897,22.9894,420881.0
2010-03-24,23.0527,23.0527,22.3967,22.7362,232283.0
2010-03-25,22.5003,22.9549,22.4197,22.5003,864581.0
2010-03-26,22.3277,22.8859,22.2356,22.5521,256945.0
2010-03-27,22.3277,22.8859,22.2356,22.5521,256945.0
2010-03-28,22.3277,22.8859,22.2356,22.5521,256945.0
2010-03-29,22.7305,23.6109,22.5751,23.6109,383072.0
2010-03-30,23.657,23.947,23.5131,23.7893,298737.0
2010-03-31,23.4958,24.267,23.4556,23.6109,206357.0
2010-04-01,23.6512,24.1576,23.6167,24.1576,130978.0
2010-04-02,23.6512,24.1576,23.6167,24.1576,130978.0
2010-04-03,23.6512,24.1576,23.6167,24.1576,130978.0
2010-04-04,23.6512,24.1576,23.6167,24.1576,130978.0
2010-04-05,24.2554,25.0438,24.1576,24.7734,205036.0
2010-04-06,24.7964,25.0035,24.4569,24.5086,199982.0
2010-04-07,24.5892,24.8021,23.7145,23.8411,363850.0
2010-04-08,23.703,23.7318,23.2426,23.5937,247037.0
2010-04-09,23.8584,24.0886,23.4441,24.008,209266.0
2010-04-10,23.8584,24.0886,23.4441,24.008,209266.0
2010-04-11,23.8584,24.0886,23.4441,24.008,209266.0
2010-04-12,23.749,24.1921,23.6973,23.7663,90809.0
2010-04-13,23.68,23.6973,22.5061,22.8283,433961.0
2010-04-14,23.1218,23.1851,22.788,22.8053,145820.0
2010-04-15,22.5406,22.9261,21.7234,21.8385,618570.0
2010-04-16,21.8731,22.0514,20.9466,21.5623,658599.0
2010-04-17,21.8731,22.0514,20.9466,21.5623,658599.0
2010-04-18,21.8731,22.0514,20.9466,21.5623,658599.0
2010-04-19,21.3494,21.5738,20.889,21.2746,306173.0
2010-04-20,21.6199,21.8098,21.2401,21.3206,373970.0
2010-04-21,21.5911,21.9536,21.4013,21.6832,309788.0
2010-04-22,21.1998,21.453,20.7106,21.3724,295741.0
2010-04-23,21.4933,21.7522,21.476,21.5681,201176.0
2010-04-24,21.4933,21.7522,21.476,21.5681,201176.0
2010-04-25,21.4933,21.7522,21.476,21.5681,201176.0
2010-04-26,21.3667,22.0514,21.3264,21.4242,197764.0
2010-04-27,21.3436,21.3436,20.4287,20.4344,290667.0
2010-04-28,20.7221,20.9063,20.2848,20.889,396825.0
2010-04-29,21.217,21.5623,21.0214,21.5048,374598.0
2010-04-30,21.6429,21.7465,20.9869,21.2573,278366.0
2010-05-01,21.6429,21.7465,20.9869,21.2573,278366.0
2010-05-02,21.6429,21.7465,20.9869,21.2573,278366.0
2010-05-03,21.4875,21.85,20.7279,20.8603,245048.0
2010-05-04,20.4287,20.5667,19.4561,19.531,511590.0
2010-05-05,19.7611,22.8341,19.3813,21.8961,1439679.0
2010-05-06,21.5623,21.7982,18.5182,19.8072,822561.0
2010-05-07,19.6633,20.5035,18.8116,20.3308,762190.0
2010-05-08,19.6633,20.5035,18.8116,20.3308,762190.0
2010-05-09,19.6633,20.5035,18.8116,20.3308,762190.0
2010-05-10,21.8615,22.5579,21.4184,22.5233,773606.0
2010-05-11,22.4773,22.5808,21.7982,22.1378,410993.0
2010-05-12,22.1147,22.4485,21.8155,21.9709,202572.0
2010-05-13,21.453,22.3162,20.9581,21.0904,370304.0
2010-05-14,20.7452,20.7739,19.6921,19.859,423675.0
2010-05-15,20.7452,20.7739,19.6921,19.859,423675.0
2010-05-16,20.7452,20.7739,19.6921,19.859,423675.0
2010-05-17,20.1064,20.2963,18.6678,19.2778,359929.0
2010-05-18,19.2317,19.9683,18.8001,18.944,304703.0
2010-05-19,18.6908,18.9443,17.6437,18.4031,360290.0
2010-05-20,17.6262,17.8794,16.7112,17.1371,724023.0
2010-05-21,16.6192,18.8807,16.5905,18.8749,715173.0
2010-05-22,16.6192,18.8807,16.5905,18.8749,715173.0
2010-05-23,16.6192,18.8807,16.5905,18.8749,715173.0
2010-05-24,18.8749,19.5482,18.7253,19.1339,652012.0
2010-05-25,17.9887,19.6633,16.6997,19.6058,479253.0
2010-05-26,20.0891,20.5783,18.9037,18.99,367290.0
2010-05-27,19.8935,20.1179,19.3353,19.7957,347346.0
2010-05-28,19.8244,19.9683,19.2375,19.5943,166570.0
2010-05-29,19.8244,19.9683,19.2375,19.5943,166570.0
2010-05-30,19.8244,19.9683,19.2375,19.5943,166570.0
2010-05-31,19.8244,19.9683,19.2375,19.5943,166570.0
2010-06-01,19.4734,20.0086,18.9037,18.9325,342460.0
2010-06-02,19.2202,20.2618,18.7368,20.2618,225805.0
2010-06-03,20.1742,20.3844,19.2636,19.678,189035.0
2010-06-04,19.6722,19.7244,18.5514,18.7148,360346.0
2010-06-05,19.6722,19.7244,18.5514,18.7148,360346.0
2010-06-06,19.6722,19.7244,18.5514,18.7148,360346.0
2010-06-07,19.2344,19.3452,18.172,18.1895,158294.0
2010-06-08,18.1194,18.8199,18.0961,18.7674,290487.0
2010-06-09,19.0884,19.7305,18.9016,19.0651,446523.0
2010-06-10,19.4971,20.3201,19.4971,20.3201,491133.0
2010-06-11,20.2326,21.0031,20.0983,20.9623,312827.0
2010-06-12,20.2326,21.0031,20.0983,20.9623,312827.0
2010-06-13,20.2326,21.0031,20.0983,20.9623,312827.0
2010-06-14,21.5168,21.5985,20.6996,20.7638,151636.0
2010-06-15,20.8922,21.1199,20.4778,21.0673,179953.0
2010-06-16,21.0206,21.3651,20.8514,20.9915,225345.0
2010-06-17,20.9856,20.9856,20.1742,20.5478,161245.0
2010-06-18,20.7463,21.3651,20.6062,21.1491,483028.0
2010-06-19,20.7463,21.3651,20.6062,21.1491,483028.0
2010-06-20,20.7463,21.3651,20.6062,21.1491,483028.0
2010-06-21,21.3651,22.0655,20.9623,21.1374,212484.0
2010-06-22,21.0265,21.3067,20.5712,20.7171,215137.0
2010-06-23,20.5712,21.5664,20.4953,21.5227,202024.0
2010-06-24,21.4876,21.5518,20.7375,20.758,174893.0
2010-06-25,20.8922,21.4818,20.5945,21.4059,110498.0
2010-06-26,20.8922,21.4818,20.5945,21.4059,110498.0
2010-06-27,20.8922,21.4818,20.5945,21.4059,110498.0
2010-06-28,21.4059,21.4701,20.5945,20.9272,272184.0
2010-06-29,20.3435,20.6529,19.7131,19.9115,712696.0
2010-06-30,19.7539,20.5653,19.0184,19.2169,397015.0
2010-07-01,18.9775,19.3219,18.12,18.8316,600418.0
2010-07-02,19.1001,19.176,18.6915,18.9717,180504.0
2010-07-03,19.1001,19.176,18.6915,18.9717,180504.0
2010-07-04,19.1001,19.176,18.6915,18.9717,180504.0
2010-07-05,19.1001,19.176,18.6915,18.9717,180504.0
2010-07-06,20.4719,20.4719,19.7539,20.0925,256697.0
2010-07-07,20.3143,21.0615,20.0283,21.009,234552.0
2010-07-08,21.476,21.5927,20.9623,21.581,295788.0
2010-07-09,21.4643,22.1473,21.4001,22.1473,322043.0
2010-07-10,21.4643,22.1473,21.4001,22.1473,322043.0
2010-07-11,21.4643,22.1473,21.4001,22.1473,322043.0
2010-07-12,21.6803,21.9663,21.1608,21.3475,307223.0
2010-07-13,21.4526,21.7386,21.1783,21.3651,309996.0
2010-07-14,21.1257,21.3475,20.5653,20.6937,258015.0
2010-07-15,20.7404,20.7404,20.145,20.361,168778.0
2010-07-16,20.2968,20.3493,19.3803,19.5146,209410.0
2010-07-17,20.2968,20.3493,19.3803,19.5146,209410.0
2010-07-18,20.2968,20.3493,19.3803,19.5146,209410.0
2010-07-19,19.6255,20.0808,19.5613,19.7656,223868.0
2010-07-20,19.5554,20.793,19.5554,20.7229,340235.0
2010-07-21,20.9272,20.9739,20.3026,20.577,215207.0
2010-07-22,20.5828,21.3651,20.5828,21.2425,375117.0
2010-07-23,21.1841,21.7853,21.1374,21.7737,225989.0
2010-07-24,21.1841,21.7853,21.1374,21.7737,225989.0
2010-07-25,21.1841,21.7853,21.1374,21.7737,225989.0
2010-07-26,21.5752,21.8437,21.4293,21.5927,145362.0
2010-07-27,21.511,21.7211,20.5887,21.044,246185.0
2010-07-28,21.0557,21.0557,20.4311,20.6529,139684.0
2010-07-29,20.4894,20.7638,19.7714,20.2968,276384.0
2010-07-30,19.9641,20.9272,19.9466,20.8689,211835.0
2010-07-31,19.9641,20.9272,19.9466,20.8689,211835.0
2010-08-01,19.9641,20.9272,19.9466,20.8689,211835.0
2010-08-02,21.1607,21.225,20.8572,20.9214,320255.0
2010-08-03,21.0206,21.0206,20.5069,20.8455,205376.0
2010-08-04,20.9915,21.1841,19.3336,20.1333,633729.0
2010-08-05,20.0983,20.4602,19.8473,20.2793,362490.0
2010-08-06,19.8765,20.8842,19.8765,20.8805,245108.0
2010-08-07,19.8765,20.8842,19.8765,20.8805,245108.0
2010-08-08,19.8765,20.8842,19.8765,20.8805,245108.0
2010-08-09,21.3242,21.4409,20.7346,20.9214,185374.0
2010-08-10,20.5186,20.6003,19.6138,19.8415,480268.0
2010-08-11,19.4854,19.4854,18.7966,18.9717,313691.0
2010-08-12,18.4463,19.4153,18.3121,19.3978,502287.0
2010-08-13,19.3978,19.6138,18.9367,18.9659,225767.0
2010-08-14,19.3978,19.6138,18.9367,18.9659,225767.0
2010-08-15,19.3978,19.6138,18.9367,18.9659,225767.0
2010-08-16,18.96,19.4504,18.7324,19.1994,105150.0
2010-08-17,19.3862,19.678,19.1643,19.5554,341821.0
2010-08-18,19.7189,19.9057,19.176,19.3161,645845.0
2010-08-19,19.2461,19.5438,19.0242,19.2052,202645.0
2010-08-20,19.2344,19.5496,18.925,19.3686,259774.0
2010-08-21,19.2344,19.5496,18.925,19.3686,259774.0
2010-08-22,19.2344,19.5496,18.925,19.3686,259774.0
2010-08-23,19.4562,19.5204,18.8374,18.8549,163250.0
2010-08-24,18.5047,18.5281,17.6991,18.0202,556561.0
2010-08-25,17.6875,18.3588,17.5882,18.3062,390068.0
2010-08-26,18.6098,19.3503,18.6039,18.8549,517067.0
2010-08-27,19.176,19.5438,18.6448,19.5204,285858.0
2010-08-28,19.176,19.5438,18.6448,19.5204,285858.0
2010-08-29,19.176,19.5438,18.6448,19.5204,285858.0
2010-08-30,19.3453,19.5321,18.9483,18.9659,142400.0
2010-08-31,18.7615,19.4329,18.5748,19.1293,277530.0
2010-09-01,19.9816,19.9991,19.4562,19.824,221808.0
2010-09-02,19.8356,20.2384,19.7131,19.7598,273918.0
2010-09-03,20.0983,20.2151,19.8356,19.9641,182273.0
2010-09-04,20.0983,20.2151,19.8356,19.9641,182273.0
2010-09-05,20.0983,20.2151,19.8356,19.9641,182273.0
2010-09-06,20.0983,20.2151,19.8356,19.9641,182273.0
2010-09-07,19.6897,20.0516,19.5613,19.8882,168790.0
2010-09-08,19.8765,20.2968,19.7949,19.9582,71927.0
2010-09-09,20.2034,20.396,19.894,20.0575,135564.0
2010-09-10,20.0808,20.2151,19.9115,20.0516,69481.0
2010-09-11,20.0808,20.2151,19.9115,20.0516,69481.0
2010-09-12,20.0808,20.2151,19.9115,20.0516,69481.0
2010-09-13,20.3318,20.5303,19.9933,20.5128,180403.0
2010-09-14,20.6062,20.7171,20.3523,20.6003,271429.0
2010-09-15,20.4544,20.9214,20.3201,20.5887,307085.0
2010-09-16,20.5945,20.6587,20.3785,20.4836,152560.0
2010-09-17,20.4953,20.5712,19.6138,19.7364,201146.0
2010-09-18,20.4953,20.5712,19.6138,19.7364,201146.0
2010-09-19,20.4953,20.5712,19.6138,19.7364,201146.0
2010-09-20,19.7364,20.0224,19.7014,19.8765,166455.0
2010-09-21,19.3278,19.7948,19.106,19.5204,249470.0
2010-09-22,19.4562,19.7656,18.9892,19.1118,195253.0
2010-09-23,18.925,18.925,18.2362,18.4055,433477.0
2010-09-24,18.8199,18.9892,18.2946,18.9425,741692.0
2010-09-25,18.8199,18.9892,18.2946,18.9425,741692.0
2010-09-26,18.8199,18.9892,18.2946,18.9425,741692.0
2010-09-27,18.7265,19.5846,18.7265,19.4679,553851.0
2010-09-28,19.5554,19.5846,19.1614,19.2986,421653.0
2010-09-29,19.0476,19.6255,19.0476,19.4387,225660.0
2010-09-30,19.5146,19.6021,19.0359,19.0593,257967.0
2010-10-01,19.2169,19.3862,18.9775,19.2636,202835.0
2010-10-02,19.2169,19.3862,18.9775,19.2636,202835.0
2010-10-03,19.2169,19.3862,18.9775,19.2636,202835.0
2010-10-04,19.3395,19.3395,18.8783,19.0009,109216.0
2010-10-05,19.5029,19.9933,19.4387,19.7656,353257.0
2010-10-06,19.9349,20.3493,19.7481,20.2267,246114.0
2010-10-07,20.5069,20.5069,19.859,20.1509,182460.0
2010-10-08,20.145,20.7696,20.145,20.5887,134972.0
2010-10-09,20.145,20.7696,20.145,20.5887,134972.0
2010-10-10,20.145,20.7696,20.145,20.5887,134972.0
2010-10-11,20.612,20.7755,20.4252,20.6646,195899.0
2010-10-12,20.5449,20.8047,20.2209,20.7521,215061.0
2010-10-13,20.9156,21.1432,20.4019,20.828,332266.0
2010-10-14,20.8981,20.9506,20.6295,20.9272,222929.0
2010-10-15,21.009,21.0148,20.7171,20.8747,129929.0
2010-10-16,21.009,21.0148,20.7171,20.8747,129929.0
2010-10-17,21.009,21.0148,20.7171,20.8747,129929.0
2010-10-18,20.9681,21.0557,20.7696,20.8514,68831.0
2010-10-19,20.5303,20.863,20.3727,20.5595,305626.0
2010-10-20,20.5361,21.1024,20.5361,20.6996,112022.0
2010-10-21,20.7638,20.8805,20.1567,20.4252,282440.0
2010-10-22,20.4311,20.6937,20.396,20.5011,155203.0
2010-10-23,20.4311,20.6937,20.396,20.5011,155203.0
2010-10-24,20.4311,20.6937,20.396,20.5011,155203.0
2010-10-25,20.8105,20.9448,20.5128,20.542,99514.0
2010-10-26,20.4836,20.4836,19.9291,20.0341,217343.0
2010-10-27,19.9874,20.793,19.9466,20.361,538488.0
2010-10-28,20.5186,20.6412,19.9582,20.0108,224373.0
2010-10-29,19.8123,20.0341,19.7364,20.0108,194956.0
2010-10-30,19.8123,20.0341,19.7364,20.0108,194956.0
2010-10-31,19.8123,20.0341,19.7364,20.0108,194956.0
2010-11-01,20.0633,20.6237,19.9991,20.6179,191126.0
2010-11-02,20.7288,20.828,20.5595,20.6762,108413.0
2010-11-03,20.5828,20.6528,20.2851,20.5828,207244.0
2010-11-04,20.4894,21.2833,20.4486,21.1607,291854.0
2010-11-05,21.3067,21.3417,20.6529,21.3067,302640.0
2010-11-06,21.3067,21.3417,20.6529,21.3067,302640.0
2010-11-07,21.3067,21.3417,20.6529,21.3067,302640.0
2010-11-08,21.3067,21.5869,21.3067,21.5577,169462.0
2010-11-09,21.5518,21.6394,20.6587,20.8222,170352.0
2010-11-10,20.7288,20.9681,20.2326,20.8514,135175.0
2010-11-11,20.6937,20.9039,20.1217,20.2676,274170.0
2010-11-12,20.1392,20.1976,19.6547,20.0458,263718.0
2010-11-13,20.1392,20.1976,19.6547,20.0458,263718.0
2010-11-14,20.1392,20.1976,19.6547,20.0458,263718.0
2010-11-15,20.0399,20.2443,19.8473,19.9524,104707.0
2010-11-16,19.7948,19.871,19.4387,19.6547,307806.0
2010-11-17,19.5788,19.9699,19.5671,19.7598,131917.0
2010-11-18,20.0458,20.2618,19.8911,20.0341,189491.0
2010-11-19,19.8648,20.6292,19.6839,20.4194,255869.0
2010-11-20,19.8648,20.6292,19.6839,20.4194,255869.0
2010-11-21,19.8648,20.6292,19.6839,20.4194,255869.0
2010-11-22,20.3785,20.3785,19.8473,20.2151,165316.0
2010-11-23,20.0866,20.1275,19.7422,19.9757,194675.0
2010-11-24,19.8415,20.0983,19.7422,20.0575,204586.0
2010-11-25,19.8415,20.0983,19.7422,20.0575,204586.0
2010-11-26,19.8473,20.0399,19.8181,19.8532,78362.0
2010-11-27,19.8473,20.0399,19.8181,19.8532,78362.0
2010-11-28,19.8473,20.0399,19.8181,19.8532,78362.0
2010-11-29,20.1042,20.3026,19.8123,20.2559,325881.0
2010-11-30,19.9115,20.2092,19.7598,19.9524,308677.0
2010-12-01,20.2618,20.9973,20.2384,20.7813,371726.0
2010-12-02,20.9097,21.4818,20.8222,21.4526,287594.0
2010-12-03,21.3651,21.943,21.3651,21.8671,235170.0
2010-12-04,21.3651,21.943,21.3651,21.8671,235170.0
2010-12-05,21.3651,21.943,21.3651,21.8671,235170.0
2010-12-06,21.8612,22.2232,21.7445,22.2115,283780.0
2010-12-07,22.4683,23.0929,22.1823,22.2523,725440.0
2010-12-08,22.1881,22.2757,21.832,21.9838,356018.0
2010-12-09,22.1356,22.2757,21.5752,21.6861,242523.0
2010-12-10,21.8379,22.0714,21.6219,21.9663,222787.0
2010-12-11,21.8379,22.0714,21.6219,21.9663,222787.0
2010-12-12,21.8379,22.0714,21.6219,21.9663,222787.0
2010-12-13,22.1881,23.3089,22.1881,23.2389,716206.0
2010-12-14,23.3498,23.4549,22.8419,23.1046,498709.0
2010-12-15,23.1805,23.4082,22.5676,22.8361,364911.0
2010-12-16,22.7602,22.9412,22.6493,22.8711,266209.0
2010-12-17,22.9645,24.3246,22.8244,24.0736,810612.0
2010-12-18,22.9645,24.3246,22.8244,24.0736,810612.0
2010-12-19,22.9645,24.3246,22.8244,24.0736,810612.0
2010-12-20,24.3013,24.4822,23.846,23.9977,327264.0
2010-12-21,24.167,25.5972,24.167,25.1419,728461.0
2010-12-22,25.1302,25.1302,24.5231,24.6807,212045.0
2010-12-23,24.348,24.7099,24.313,24.4998,201311.0
2010-12-24,24.348,24.7099,24.313,24.4998,201311.0
2010-12-25,24.348,24.7099,24.313,24.4998,201311.0
2010-12-26,24.348,24.7099,24.313,24.4998,201311.0
2010-12-27,24.5465,24.5465,24.1086,24.3772,91669.0
2010-12-28,24.4589,24.5114,24.2663,24.2896,150704.0
2010-12-29,24.3713,24.6982,24.3246,24.6574,112421.0
2010-12-30,24.5756,24.9784,24.2312,24.348,230553.0
2010-12-31,24.3888,24.78,24.3013,24.7566,254099.0
2011-01-01,24.3888,24.78,24.3013,24.7566,254099.0
2011-01-02,24.3888,24.78,24.3013,24.7566,254099.0
2011-01-03,25.0076,25.101,24.7391,24.78,157495.0
2011-01-04,24.9201,25.3695,24.6574,25.0251,319402.0
2011-01-05,24.8091,25.4396,24.4939,25.2528,282786.0
2011-01-06,25.2703,25.3695,24.6807,24.9201,215474.0
2011-01-07,24.9668,25.101,24.4881,24.7333,219740.0
2011-01-08,24.9668,25.101,24.4881,24.7333,219740.0
2011-01-09,24.9668,25.101,24.4881,24.7333,219740.0
2011-01-10,24.7741,24.8734,24.5406,24.6282,115837.0
2011-01-11,24.8617,25.2003,24.7683,25.0251,116308.0
2011-01-12,25.4162,25.5038,24.9843,25.1536,405067.0
2011-01-13,25.1944,25.3228,24.7741,24.9317,213173.0
2011-01-14,24.7683,24.7977,24.1086,24.2896,219626.0
2011-01-15,24.7683,24.7977,24.1086,24.2896,219626.0
2011-01-16,24.7683,24.7977,24.1086,24.2896,219626.0
2011-01-17,24.7683,24.7977,24.1086,24.2896,219626.0
2011-01-18,24.132,25.1069,23.9335,24.7391,347375.0
2011-01-19,24.7508,24.8617,24.3655,24.4239,200047.0
2011-01-20,24.2721,24.2721,23.1747,23.4665,409834.0
2011-01-21,23.7584,24.097,23.7584,23.951,318962.0
2011-01-22,23.7584,24.097,23.7584,23.951,318962.0
2011-01-23,23.7584,24.097,23.7584,23.951,318962.0
2011-01-24,23.8051,24.3772,23.7235,24.0153,252515.0
2011-01-25,23.8051,24.348,23.8051,24.313,131448.0
2011-01-26,24.3538,25.3345,23.9802,24.3888,609555.0
2011-01-27,24.5523,24.5523,22.9061,23.0112,665319.0
2011-01-28,23.5249,23.7234,22.3516,22.3574,297976.0
2011-01-29,23.5249,23.7234,22.3516,22.3574,297976.0
2011-01-30,23.5249,23.7234,22.3516,22.3574,297976.0
2011-01-31,22.6435,23.198,21.7737,22.731,565058.0
2011-02-01,22.9295,23.3673,22.6551,23.3556,201685.0
2011-02-02,23.3848,23.665,23.1104,23.2038,325650.0
2011-02-03,23.0287,23.2155,22.7135,23.163,180751.0
2011-02-04,23.0696,23.128,22.8186,22.9528,179999.0
2011-02-05,23.0696,23.128,22.8186,22.9528,179999.0
2011-02-06,23.0696,23.128,22.8186,22.9528,179999.0
2011-02-07,23.0813,23.3615,22.6551,22.6551,197569.0
2011-02-08,22.8769,22.8769,21.7883,22.1239,711118.0
2011-02-09,21.9721,21.9721,21.1024,21.4526,1552294.0
2011-02-10,20.9448,21.0732,20.7696,20.8689,10916652.0
2011-02-11,20.8338,21.0498,20.7813,20.9798,2859895.0
2011-02-12,20.8338,21.0498,20.7813,20.9798,2859895.0
2011-02-13,20.8338,21.0498,20.7813,20.9798,2859895.0
2011-02-14,21.26,21.3008,21.0206,21.2425,2075228.0
2011-02-15,21.4293,21.5343,21.1316,21.225,2284963.0
2011-02-16,21.368,22.0364,21.2191,21.8904,1675315.0
2011-02-17,22.0305,22.4683,21.7445,22.2465,1545196.0
2011-02-18,22.194,22.299,21.8379,21.9605,1272297.0
2011-02-19,22.194,22.299,21.8379,21.9605,1272297.0
2011-02-20,22.194,22.299,21.8379,21.9605,1272297.0
2011-02-21,22.194,22.299,21.8379,21.9605,1272297.0
2011-02-22,21.6161,21.6977,20.5142,20.5536,2304479.0
2011-02-23,20.6354,21.079,20.5186,20.9156,1239896.0
2011-02-24,20.8047,21.0557,20.5536,20.8338,646612.0
2011-02-25,21.1024,21.3417,20.8514,20.9156,724895.0
2011-02-26,21.1024,21.3417,20.8514,20.9156,724895.0
2011-02-27,21.1024,21.3417,20.8514,20.9156,724895.0
2011-02-28,20.9039,21.2658,20.758,21.0382,448903.0
2011-03-01,21.0849,21.3067,20.5478,20.5828,533603.0
2011-03-02,20.6412,21.0498,20.6295,21.0206,839704.0
2011-03-03,21.1899,21.4993,21.1607,21.4643,772928.0
2011-03-04,21.2483,21.7153,21.225,21.5577,755511.0
2011-03-05,21.2483,21.7153,21.225,21.5577,755511.0
2011-03-06,21.2483,21.7153,21.225,21.5577,755511.0
2011-03-07,21.1549,21.7737,21.1257,21.26,525940.0
2011-03-08,21.26,21.4468,20.9856,21.2133,398241.0
2011-03-09,21.3475,21.3826,20.8514,21.114,576357.0
2011-03-10,20.9448,21.0557,20.4019,20.4077,782043.0
2011-03-11,20.6704,20.8689,20.3085,20.7113,943943.0
2011-03-12,20.6704,20.8689,20.3085,20.7113,943943.0
2011-03-13,20.6704,20.8689,20.3085,20.7113,943943.0
2011-03-14,20.7113,20.8455,20.3493,20.6412,357954.0
2011-03-15,19.9349,20.3668,19.7014,20.2501,1037391.0
