,HOG US Equity,HOG US Equity,HOG US Equity,HOG US Equity,HOG US Equity
2019-04-03,34.3447,34.4532,33.7302,34.3086,2079584.0
2019-04-04,34.7063,36.0349,34.6068,35.3028,4103590.0
2019-04-05,35.3209,36.8212,35.0452,36.4325,3838097.0
2019-04-06,35.3209,36.8212,35.0452,36.4325,3838097.0
2019-04-07,35.3209,36.8212,35.0452,36.4325,3838097.0
2019-04-08,35.9897,36.4325,35.6282,36.4145,2900983.0
2019-04-09,36.0981,36.1252,34.9051,35.0949,1639565.0
2019-04-10,34.9864,35.6282,34.7379,35.5468,1432197.0
2019-04-11,35.5287,35.8541,35.4745,35.6282,1323629.0
2019-04-12,36.0981,36.5048,35.7999,36.3512,1419231.0
2019-04-13,36.0981,36.5048,35.7999,36.3512,1419231.0
2019-04-14,36.0981,36.5048,35.7999,36.3512,1419231.0
2019-04-15,36.4868,36.6043,36.0258,36.2156,975579.0
2019-04-16,36.4416,36.9748,36.2789,36.8393,2714611.0
2019-04-17,37.0562,37.3092,36.9839,37.0923,1602343.0
2019-04-18,37.1556,37.4177,36.6133,36.9568,2649984.0
2019-04-19,37.1556,37.4177,36.6133,36.9568,2649984.0
2019-04-20,37.1556,37.4177,36.6133,36.9568,2649984.0
2019-04-21,37.1556,37.4177,36.6133,36.9568,2649984.0
2019-04-22,36.5229,36.776,35.7592,35.8993,3722404.0
2019-04-23,36.0801,36.4371,34.4622,35.1762,5588799.0
2019-04-24,34.2996,34.6792,33.2873,34.1459,4601975.0
2019-04-25,34.0465,34.0465,32.7631,32.98,3228850.0
2019-04-26,33.1788,33.685,32.51,33.5404,2483222.0
2019-04-27,33.1788,33.685,32.51,33.5404,2483222.0
2019-04-28,33.1788,33.685,32.51,33.5404,2483222.0
2019-04-29,33.4861,34.0826,33.4229,33.929,1382451.0
2019-04-30,33.7844,33.8115,33.093,33.6488,1405291.0
2019-05-01,33.694,33.7166,32.98,32.989,2036390.0
2019-05-02,33.0613,33.6759,32.8263,33.5042,1682244.0
2019-05-03,33.694,33.8928,33.2421,33.6307,805645.0
2019-05-04,33.694,33.8928,33.2421,33.6307,805645.0
2019-05-05,33.694,33.8928,33.2421,33.6307,805645.0
2019-05-06,32.8986,33.2195,32.3744,33.1156,1271763.0
2019-05-07,32.98,33.0523,32.519,32.8083,1275073.0
2019-05-08,32.9438,33.1517,32.7269,32.736,1938391.0
2019-05-09,32.3202,32.6953,31.8954,32.4919,1278883.0
2019-05-10,32.3654,32.5914,31.5203,32.4467,1238548.0
2019-05-11,32.3654,32.5914,31.5203,32.4467,1238548.0
2019-05-12,32.3654,32.5914,31.5203,32.4467,1238548.0
2019-05-13,31.6333,31.6333,30.5804,30.7295,1649489.0
2019-05-14,30.9103,31.7373,30.7837,31.3983,1564944.0
2019-05-15,31.0458,31.7327,30.8018,31.5972,2068770.0
2019-05-16,31.5881,32.0852,31.5881,31.7237,1070815.0
2019-05-17,31.3802,31.796,31.0549,31.2356,1177092.0
2019-05-18,31.3802,31.796,31.0549,31.2356,1177092.0
2019-05-19,31.3802,31.796,31.0549,31.2356,1177092.0
2019-05-20,30.9645,31.561,30.8922,31.4616,1562304.0
2019-05-21,31.6966,32.3157,31.6062,32.2298,1444098.0
2019-05-22,31.9858,32.1756,31.7779,31.796,1311742.0
2019-05-23,31.4797,31.4797,30.8108,30.9645,1829022.0
2019-05-24,31.2718,31.2899,30.7069,31.1814,1539279.0
2019-05-25,31.2718,31.2899,30.7069,31.1814,1539279.0
2019-05-26,31.2718,31.2899,30.7069,31.1814,1539279.0
2019-05-27,31.2718,31.2899,30.7069,31.1814,1539279.0
2019-05-28,31.2628,31.3079,30.3775,30.6482,1965127.0
2019-05-29,30.47,30.7076,30.0633,30.406,1351734.0
2019-05-30,30.4243,30.9817,30.3146,30.5339,1219842.0
2019-05-31,29.949,30.1684,29.7297,29.9033,1473220.0
2019-06-01,29.949,30.1684,29.7297,29.9033,1473220.0
2019-06-02,29.949,30.1684,29.7297,29.9033,1473220.0
2019-06-03,29.9125,30.6436,29.8851,30.6253,1623447.0
2019-06-04,31.0731,31.4204,30.3786,31.2925,1970157.0
2019-06-05,31.4296,31.5575,31.0183,31.4113,1991153.0
2019-06-06,31.3839,31.6306,31.0686,31.3747,2553031.0
2019-06-07,31.5118,31.9505,31.2514,31.6672,1241645.0
2019-06-08,31.5118,31.9505,31.2514,31.6672,1241645.0
2019-06-09,31.5118,31.9505,31.2514,31.6672,1241645.0
2019-06-10,31.9414,32.5537,31.7951,32.0419,1163377.0
2019-06-11,32.5263,32.6542,32.0053,32.0693,1459322.0
2019-06-12,31.9231,31.9231,31.4661,31.5758,1121506.0
2019-06-13,31.6672,31.9871,31.5758,31.8957,962143.0
2019-06-14,31.7312,31.7403,31.3108,31.6581,873553.0
2019-06-15,31.7312,31.7403,31.3108,31.6581,873553.0
2019-06-16,31.7312,31.7403,31.3108,31.6581,873553.0
2019-06-17,31.722,31.9505,31.5301,31.5849,1351285.0
2019-06-18,31.85,32.6451,31.6855,31.9688,1961107.0
2019-06-19,32.1881,32.3252,31.7951,31.9048,1455506.0
2019-06-20,32.3618,33.0244,32.1424,32.9101,2229159.0
2019-06-21,33.2665,33.495,32.6725,33.4859,3787886.0
2019-06-22,33.2665,33.495,32.6725,33.4859,3787886.0
2019-06-23,33.2665,33.495,32.6725,33.4859,3787886.0
2019-06-24,33.4767,33.6687,32.0876,32.2612,2335837.0
2019-06-25,32.3709,32.5354,32.0785,32.1607,1477950.0
2019-06-26,32.3069,32.7273,32.1698,32.6085,1282093.0
2019-06-27,32.837,32.9284,32.3846,32.5263,1434487.0
2019-06-28,32.6816,33.1386,32.5902,32.7456,2406677.0
2019-06-29,32.6816,33.1386,32.5902,32.7456,2406677.0
2019-06-30,32.6816,33.1386,32.5902,32.7456,2406677.0
2019-07-01,33.3762,33.5407,32.243,32.6085,1759596.0
2019-07-02,32.572,32.572,31.882,32.1424,1769246.0
2019-07-03,32.3709,33.3397,32.2155,33.1386,1022765.0
2019-07-04,32.3709,33.3397,32.2155,33.1386,1022765.0
2019-07-05,32.837,33.102,32.2521,32.9193,1579414.0
2019-07-06,32.837,33.102,32.2521,32.9193,1579414.0
2019-07-07,32.837,33.102,32.2521,32.9193,1579414.0
2019-07-08,32.8644,33.3122,32.5445,32.6725,1458104.0
2019-07-09,32.4623,32.6771,32.0465,32.3983,1728821.0
2019-07-10,32.6542,32.9284,32.4623,32.572,1095115.0
2019-07-11,32.6268,33.0106,32.4303,32.9924,1218335.0
2019-07-12,33.1477,33.8058,33.1477,33.4767,1089511.0
2019-07-13,33.1477,33.8058,33.1477,33.4767,1089511.0
2019-07-14,33.1477,33.8058,33.1477,33.4767,1089511.0
2019-07-15,33.5681,33.5864,32.9914,33.2574,1290848.0
2019-07-16,33.1295,33.6824,32.965,33.4493,1040417.0
2019-07-17,33.3671,33.431,32.7548,32.773,1081563.0
2019-07-18,32.6999,32.773,32.38,32.6634,1434052.0
2019-07-19,32.7456,32.901,31.8408,31.85,2298547.0
2019-07-20,32.7456,32.901,31.8408,31.85,2298547.0
2019-07-21,32.7456,32.901,31.8408,31.85,2298547.0
2019-07-22,31.9688,31.9688,31.2011,31.329,3889818.0
2019-07-23,30.1592,33.4909,29.8485,33.3397,6849693.0
2019-07-24,33.1203,33.1203,31.9368,32.6177,3498329.0
2019-07-25,32.2978,33.1569,32.2155,32.508,2250678.0
2019-07-26,32.4806,33.166,32.2521,32.8096,1890669.0
2019-07-27,32.4806,33.166,32.2521,32.8096,1890669.0
2019-07-28,32.4806,33.166,32.2521,32.8096,1890669.0
2019-07-29,32.6816,32.8553,31.9139,32.5171,1860322.0
2019-07-30,32.1698,32.3663,31.6763,32.1698,2201377.0
2019-07-31,32.1607,32.965,32.1196,32.6999,3399422.0
2019-08-01,32.7548,32.773,31.5575,31.8408,2599848.0
2019-08-02,31.6946,32.243,31.5575,31.9962,1850046.0
2019-08-03,31.6946,32.243,31.5575,31.9962,1850046.0
2019-08-04,31.6946,32.243,31.5575,31.9962,1850046.0
2019-08-05,31.393,31.7586,30.2506,30.4334,2353867.0
2019-08-06,30.6527,30.8447,29.9582,30.5248,1586548.0
2019-08-07,30.1044,30.5796,29.9582,30.4882,1246519.0
2019-08-08,30.7167,31.4204,30.6984,31.393,1250419.0
2019-08-09,31.1097,31.3839,30.799,30.9269,1021594.0
2019-08-10,31.1097,31.3839,30.799,30.9269,1021594.0
2019-08-11,31.1097,31.3839,30.799,30.9269,1021594.0
2019-08-12,30.7259,30.7716,30.1318,30.2963,813041.0
2019-08-13,30.1318,31.5438,30.1227,30.8812,1525492.0
2019-08-14,30.2689,30.2689,29.0443,29.1082,1909630.0
2019-08-15,29.1905,29.291,28.4776,28.6421,1764410.0
2019-08-16,28.9254,29.6017,28.8706,29.4829,1306338.0
2019-08-17,28.9254,29.6017,28.8706,29.4829,1306338.0
2019-08-18,28.9254,29.6017,28.8706,29.4829,1306338.0
2019-08-19,29.9399,30.0953,29.684,29.7571,1323688.0
2019-08-20,29.556,29.6801,28.9437,29.1356,1446432.0
2019-08-21,29.4738,29.5286,29.1813,29.3093,862378.0
2019-08-22,29.4555,29.7023,29.1082,29.2179,1311175.0
2019-08-23,28.962,29.1219,27.9567,28.0755,1908054.0
2019-08-24,28.962,29.1219,27.9567,28.0755,1908054.0
2019-08-25,28.962,29.1219,27.9567,28.0755,1908054.0
2019-08-26,28.5964,28.6604,28.1029,28.2309,1113272.0
2019-08-27,28.569,28.5964,27.7739,27.7739,1301395.0
2019-08-28,27.7282,28.24,27.5728,28.1578,1921067.0
2019-08-29,28.5142,28.8523,28.3405,28.7061,1237197.0
2019-08-30,29.0168,29.4144,28.9574,29.1539,1866131.0
2019-08-31,29.0168,29.4144,28.9574,29.1539,1866131.0
2019-09-01,29.0168,29.4144,28.9574,29.1539,1866131.0
2019-09-02,29.0168,29.4144,28.9574,29.1539,1866131.0
2019-09-03,28.8158,28.866,28.1029,28.3588,1394663.0
2019-09-04,28.569,28.9437,28.5507,28.7701,1016232.0
2019-09-05,29.4098,30.2232,29.2179,29.7754,1858894.0
2019-09-06,29.9125,30.1592,29.6429,29.748,1192278.0
2019-09-07,29.9125,30.1592,29.6429,29.748,1192278.0
2019-09-08,29.9125,30.1592,29.6429,29.748,1192278.0
2019-09-09,29.8851,31.5301,29.8394,31.4387,2406285.0
2019-09-10,31.5301,32.5491,31.3747,32.3435,2033403.0
2019-09-11,32.2978,32.7047,31.6032,32.6268,1590699.0
2019-09-12,32.6908,33.2665,32.4166,32.9467,1449179.0
2019-09-13,33.3762,33.888,33.2208,33.5042,1943927.0
2019-09-14,33.3762,33.888,33.2208,33.5042,1943927.0
2019-09-15,33.3762,33.888,33.2208,33.5042,1943927.0
2019-09-16,33.2041,33.3887,32.8532,33.3703,1915005.0
2019-09-17,32.964,33.2595,32.096,32.2438,1667242.0
2019-09-18,32.0499,32.2345,31.5328,31.976,1931915.0
2019-09-19,32.2068,32.7054,32.0868,32.1237,1707069.0
2019-09-20,32.4838,34.0997,32.4561,32.5669,4127371.0
2019-09-21,32.4838,34.0997,32.4561,32.5669,4127371.0
2019-09-22,32.4838,34.0997,32.4561,32.5669,4127371.0
2019-09-23,32.1237,32.8116,32.0406,32.6962,2191038.0
2019-09-24,32.9732,34.0536,31.3112,31.4127,3150494.0
2019-09-25,31.3943,32.6962,31.3389,32.3546,2435705.0
2019-09-26,32.5762,32.6316,32.0683,32.5208,1657819.0
2019-09-27,32.53,33.0471,32.4746,32.9732,1382255.0
2019-09-28,32.53,33.0471,32.4746,32.9732,1382255.0
2019-09-29,32.53,33.0471,32.4746,32.9732,1382255.0
2019-09-30,33.0563,33.795,33.0286,33.2133,1815978.0
2019-10-01,33.2318,33.6565,32.5023,32.7886,1075801.0
2019-10-02,32.4561,32.6223,31.8467,32.1422,1507671.0
2019-10-03,31.9483,32.3915,31.4635,32.3823,1182624.0
2019-10-04,32.3823,32.7119,32.2068,32.6593,1300411.0
2019-10-05,32.3823,32.7119,32.2068,32.6593,1300411.0
2019-10-06,32.3823,32.7119,32.2068,32.6593,1300411.0
2019-10-07,32.4007,32.4561,31.4127,31.4958,2283839.0
2019-10-08,31.1634,31.3573,30.5448,30.6279,1762046.0
2019-10-09,30.7479,30.9418,30.2585,30.711,1665022.0
2019-10-10,31.0342,31.5974,30.7664,31.2096,1459817.0
2019-10-11,31.856,32.7886,31.819,32.41,1434489.0
2019-10-12,31.856,32.7886,31.819,32.41,1434489.0
2019-10-13,31.856,32.7886,31.819,32.41,1434489.0
2019-10-14,32.3176,32.65,31.7729,32.5115,2605676.0
2019-10-15,32.5485,33.7027,32.3453,33.638,2191238.0
2019-10-16,33.7396,34.1182,33.4995,33.7581,1349328.0
2019-10-17,34.0074,34.0074,33.5457,33.8874,945477.0
2019-10-18,33.8227,34.1736,33.5919,33.7673,2118651.0
2019-10-19,33.8227,34.1736,33.5919,33.7673,2118651.0
2019-10-20,33.8227,34.1736,33.5919,33.7673,2118651.0
2019-10-21,34.109,34.4506,34.0951,34.2382,2455881.0
2019-10-22,36.2973,37.7562,35.1893,36.9714,7878523.0
2019-10-23,36.9344,37.0545,36.2604,36.5282,2906078.0
2019-10-24,36.6574,36.7775,35.6417,35.7802,2144843.0
2019-10-25,35.6787,36.6482,35.6787,36.3712,2822705.0
2019-10-26,35.6787,36.6482,35.6787,36.3712,2822705.0
2019-10-27,35.6787,36.6482,35.6787,36.3712,2822705.0
2019-10-28,36.7036,37.5439,36.5789,37.2576,2091951.0
2019-10-29,37.1653,37.7285,36.819,37.3777,1651815.0
2019-10-30,37.1838,37.2115,36.6574,37.0545,1017410.0
2019-10-31,36.8052,36.916,35.5771,35.928,2050695.0
2019-11-01,36.3158,36.3435,35.9095,36.3158,1915200.0
2019-11-02,36.3158,36.3435,35.9095,36.3158,1915200.0
2019-11-03,36.3158,36.3435,35.9095,36.3158,1915200.0
2019-11-04,35.6694,36.3804,35.4663,35.8726,3097428.0
2019-11-05,36.1127,36.6851,35.9926,36.4266,2205598.0
2019-11-06,36.325,36.362,35.3139,35.5863,2240404.0
2019-11-07,36.1404,36.4635,36.0018,36.2419,1878952.0
2019-11-08,36.1311,36.3897,35.7802,36.3712,993378.0
2019-11-09,36.1311,36.3897,35.7802,36.3712,993378.0
2019-11-10,36.1311,36.3897,35.7802,36.3712,993378.0
2019-11-11,36.1588,36.2789,35.4294,35.5679,1175979.0
2019-11-12,35.5679,36.1865,35.374,35.4201,1785599.0
2019-11-13,35.3278,35.3536,34.903,34.9123,1282349.0
2019-11-14,34.7553,34.9954,34.6307,34.783,1115373.0
2019-11-15,35.1339,35.3093,34.5799,35.0693,880905.0
2019-11-16,35.1339,35.3093,34.5799,35.0693,880905.0
2019-11-17,35.1339,35.3093,34.5799,35.0693,880905.0
2019-11-18,34.8292,34.94,34.5522,34.6722,962421.0
2019-11-19,34.6999,34.6999,33.8597,34.0351,1369485.0
2019-11-20,33.5088,33.7211,32.7193,32.7978,2532369.0
2019-11-21,32.9271,33.3155,32.7701,33.0286,1173033.0
2019-11-22,33.2872,33.8412,33.1579,33.675,1324354.0
2019-11-23,33.2872,33.8412,33.1579,33.675,1324354.0
2019-11-24,33.2872,33.8412,33.1579,33.675,1324354.0
2019-11-25,33.7765,34.4691,33.5457,34.2844,1547859.0
2019-11-26,34.1551,34.3536,33.8966,34.3213,1537218.0
2019-11-27,34.1182,34.3121,33.7396,34.1367,1080859.0
2019-11-28,34.1182,34.3121,33.7396,34.1367,1080859.0
2019-11-29,33.7211,34.072,33.5457,33.5919,631521.0
2019-11-30,33.7211,34.072,33.5457,33.5919,631521.0
2019-12-01,33.7211,34.072,33.5457,33.5919,631521.0
2019-12-02,33.8966,34.2752,33.4626,33.518,1221037.0
2019-12-03,32.964,33.2133,32.373,33.1579,1496867.0
2019-12-04,33.518,33.8227,33.0933,33.2133,2004123.0
2019-12-05,33.4257,33.675,32.9178,33.1302,1981509.0
2019-12-06,33.3518,34.0997,33.3518,34.0813,1485285.0
2019-12-07,33.3518,34.0997,33.3518,34.0813,1485285.0
2019-12-08,33.3518,34.0997,33.3518,34.0813,1485285.0
2019-12-09,34.1551,34.3236,33.832,33.9058,1214590.0
2019-12-10,33.9335,34.4691,33.6657,34.3398,1671843.0
2019-12-11,34.4968,34.7184,34.3767,34.6907,915644.0
2019-12-12,34.7645,35.6694,34.5245,35.3186,1551939.0
2019-12-13,35.3885,35.976,34.4187,34.829,1437878.0
2019-12-14,35.3885,35.976,34.4187,34.829,1437878.0
2019-12-15,35.3885,35.976,34.4187,34.829,1437878.0
2019-12-16,34.9502,35.1367,34.2695,34.4187,1952877.0
2019-12-17,34.2788,35.0528,34.1389,34.9036,1490144.0
2019-12-18,34.7917,35.3419,34.6705,35.258,1359122.0
2019-12-19,35.1834,35.188,34.6751,34.8383,1589552.0
2019-12-20,34.885,35.3885,34.7357,34.9036,3701789.0
2019-12-21,34.885,35.3885,34.7357,34.9036,3701789.0
2019-12-22,34.885,35.3885,34.7357,34.9036,3701789.0
2019-12-23,34.9969,35.4911,34.8104,35.3605,1128350.0
2019-12-24,35.2953,35.3885,35.1088,35.3326,550906.0
2019-12-25,35.2953,35.3885,35.1088,35.3326,550906.0
2019-12-26,35.4351,35.4445,35.0155,35.2859,739755.0
2019-12-27,35.4818,35.4957,35.1461,35.2113,675328.0
2019-12-28,35.4818,35.4957,35.1461,35.2113,675328.0
2019-12-29,35.4818,35.4957,35.1461,35.2113,675328.0
2019-12-30,35.1927,35.3139,34.8477,35.0155,1042591.0
2019-12-31,34.9502,35.1927,34.6192,34.6798,1018387.0
2020-01-01,34.9502,35.1927,34.6192,34.6798,1018387.0
2020-01-02,34.9782,35.1181,34.111,34.5865,1772812.0
2020-01-03,34.1016,34.3627,33.6727,33.8312,1258233.0
2020-01-04,34.1016,34.3627,33.6727,33.8312,1258233.0
2020-01-05,34.1016,34.3627,33.6727,33.8312,1258233.0
2020-01-06,33.8592,34.1949,33.4442,34.083,2238007.0
2020-01-07,34.2508,34.3068,33.4675,33.5888,1667085.0
2020-01-08,33.5701,34.2694,33.4869,34.0643,1791880.0
2020-01-09,34.0084,34.2788,33.337,33.8126,1743052.0
2020-01-10,33.8126,33.9431,32.3858,32.4884,2749026.0
2020-01-11,33.8126,33.9431,32.3858,32.4884,2749026.0
2020-01-12,33.8126,33.9431,32.3858,32.4884,2749026.0
2020-01-13,32.5257,33.0852,32.3206,32.9826,1237812.0
2020-01-14,32.8241,33.6634,32.8148,33.2344,1834070.0
2020-01-15,33.4209,33.7659,32.9547,33.1132,1031800.0
2020-01-16,33.2344,33.654,33.2158,33.3463,867592.0
2020-01-17,33.4489,33.7333,33.0013,33.309,1177021.0
2020-01-18,33.4489,33.7333,33.0013,33.309,1177021.0
2020-01-19,33.4489,33.7333,33.0013,33.309,1177021.0
2020-01-20,33.4489,33.7333,33.0013,33.309,1177021.0
2020-01-21,33.1412,33.2997,32.6563,32.7961,1116507.0
2020-01-22,32.9267,32.964,32.5537,32.7961,1401706.0
2020-01-23,32.563,32.964,32.19,32.8707,1731057.0
2020-01-24,32.8521,33.1039,32.3066,32.8521,1994728.0
2020-01-25,32.8521,33.1039,32.3066,32.8521,1994728.0
2020-01-26,32.8521,33.1039,32.3066,32.8521,1994728.0
2020-01-27,32.3019,32.7402,32.0408,32.4884,2967241.0
2020-01-28,30.4089,32.1341,30.2597,31.5093,7818721.0
2020-01-29,31.7984,32.4159,31.127,31.5373,2623889.0
2020-01-30,31.1736,31.7144,30.9591,31.6865,1901118.0
2020-01-31,31.4254,31.6025,30.8192,31.1456,1550847.0
2020-02-01,31.4254,31.6025,30.8192,31.1456,1550847.0
2020-02-02,31.4254,31.6025,30.8192,31.1456,1550847.0
2020-02-03,31.416,31.8263,31.2482,31.7984,1645791.0
2020-02-04,32.4511,32.6003,31.9476,31.9755,1533371.0
2020-02-05,32.3858,32.9826,32.3753,32.9547,1978294.0
2020-02-06,33.1039,33.1971,32.1714,32.1714,1538176.0
2020-02-07,31.9382,32.0035,31.5046,31.5839,1207992.0
2020-02-08,31.9382,32.0035,31.5046,31.5839,1207992.0
2020-02-09,31.9382,32.0035,31.5046,31.5839,1207992.0
2020-02-10,31.5,31.6492,30.9778,31.6398,956188.0
2020-02-11,31.789,32.1434,31.5839,31.873,1077161.0
2020-02-12,32.3392,32.619,32.0128,32.3485,1109492.0
2020-02-13,32.0408,32.2646,31.6958,32.2273,1002568.0
2020-02-14,32.2833,32.2833,31.7144,32.0408,1263187.0
2020-02-15,32.2833,32.2833,31.7144,32.0408,1263187.0
2020-02-16,32.2833,32.2833,31.7144,32.0408,1263187.0
2020-02-17,32.2833,32.2833,31.7144,32.0408,1263187.0
2020-02-18,32.0408,32.4418,31.8077,32.2366,1162401.0
2020-02-19,32.4604,32.5817,32.2833,32.5071,921705.0
2020-02-20,33.1132,33.5888,32.5723,33.4489,1919559.0
2020-02-21,33.1971,33.3463,32.591,32.8148,1464399.0
2020-02-22,33.1971,33.3463,32.591,32.8148,1464399.0
2020-02-23,33.1971,33.3463,32.591,32.8148,1464399.0
2020-02-24,31.9476,32.0128,31.444,31.8263,1762082.0
2020-02-25,32.0874,32.0874,30.3157,30.5488,1682830.0
2020-02-26,30.8192,30.8565,29.3645,29.6163,2336549.0
2020-02-27,29.0195,30.1012,28.2176,29.0661,1811015.0
2020-02-28,28.2642,28.9822,27.6021,28.4134,3006361.0
2020-02-29,28.2642,28.9822,27.6021,28.4134,3006361.0
2020-03-01,28.2642,28.9822,27.6021,28.4134,3006361.0
2020-03-02,28.3574,28.9636,27.6207,28.9636,2261084.0
2020-03-03,29.0009,29.1034,26.8281,27.2757,3011488.0
