,CBSH US Equity,CBSH US Equity,CBSH US Equity,CBSH US Equity,CBSH US Equity
2020-02-13,53.9452,54.1825,53.7461,54.1289,433228.0
2020-02-14,54.0141,54.1443,53.6428,53.7155,449503.0
2020-02-15,54.0141,54.1443,53.6428,53.7155,449503.0
2020-02-16,54.0141,54.1443,53.6428,53.7155,449503.0
2020-02-17,54.0141,54.1443,53.6428,53.7155,449503.0
2020-02-18,53.371,53.7921,53.0111,53.2868,411140.0
2020-02-19,53.4935,53.6313,53.2791,53.2868,381281.0
2020-02-20,53.1949,53.6313,52.8044,53.5471,386874.0
2020-02-21,53.2102,53.394,52.4676,52.8504,785883.0
2020-02-22,53.2102,53.394,52.4676,52.8504,785883.0
2020-02-23,53.2102,53.394,52.4676,52.8504,785883.0
2020-02-24,51.3651,51.9163,51.2885,51.5565,612851.0
2020-02-25,51.6024,51.7402,50.0597,50.2473,881129.0
2020-02-26,50.6071,51.2349,49.3668,49.4281,508225.0
2020-02-27,48.5936,50.7909,48.0193,48.8692,1113236.0
2020-02-28,47.4528,48.1036,45.8794,46.7331,1386884.0
2020-02-29,47.4528,48.1036,45.8794,46.7331,1386884.0
2020-03-01,47.4528,48.1036,45.8794,46.7331,1386884.0
2020-03-02,46.6565,48.605,46.224,48.5629,810940.0
2020-03-03,48.3256,48.9993,46.8097,47.2767,770162.0
2020-03-04,47.8586,48.7543,47.1542,48.6625,653212.0
2020-03-05,47.2477,48.3664,45.0872,45.8176,979919.0
2020-03-06,44.2798,45.51,43.7878,44.5643,810726.0
2020-03-07,44.2798,45.51,43.7878,44.5643,810726.0
2020-03-08,44.2798,45.51,43.7878,44.5643,810726.0
2020-03-09,40.9813,41.6656,39.7358,40.3432,1158301.0
2020-03-10,41.8579,43.4456,40.5661,43.4187,1381137.0
2020-03-11,42.3653,42.546,40.5969,41.1582,1393529.0
2020-03-12,38.767,40.9198,37.0524,38.89,1575828.0
2020-03-13,41.2966,43.8954,40.62,43.7954,1565250.0
2020-03-14,41.2966,43.8954,40.62,43.7954,1565250.0
2020-03-15,41.2966,43.8954,40.62,43.7954,1565250.0
2020-03-16,37.6521,44.2106,37.0293,40.5661,1471355.0
2020-03-17,41.3504,47.0094,40.8199,46.8479,1676431.0
2020-03-18,44.2414,47.7244,42.4922,47.1785,2275758.0
2020-03-19,46.3251,46.8863,44.2645,44.9795,1325451.0
2020-03-20,43.9954,45.5485,39.3898,40.1125,1145336.0
2020-03-21,43.9954,45.5485,39.3898,40.1125,1145336.0
2020-03-22,43.9954,45.5485,39.3898,40.1125,1145336.0
2020-03-23,40.3893,40.3893,34.9918,35.4531,1277614.0
2020-03-24,36.7756,38.4363,36.0836,38.2134,1070845.0
2020-03-25,38.444,39.9434,36.6372,37.4368,830901.0
2020-03-26,37.6828,40.2201,37.2676,39.6896,937775.0
2020-03-27,38.2057,39.1591,37.7828,37.9673,649686.0
2020-03-28,38.2057,39.1591,37.7828,37.9673,649686.0
2020-03-29,38.2057,39.1591,37.7828,37.9673,649686.0
2020-03-30,38.3133,39.1053,37.6905,38.767,696908.0
2020-03-31,38.0596,39.3398,37.4676,38.7131,686835.0
2020-04-01,36.9908,38.2826,36.9524,38.0903,567242.0
2020-04-02,37.6367,39.6742,37.1447,39.6589,445833.0
2020-04-03,39.1283,39.8511,37.0139,37.5752,593036.0
2020-04-04,39.1283,39.8511,37.0139,37.5752,593036.0
2020-04-05,39.1283,39.8511,37.0139,37.5752,593036.0
2020-04-06,39.6973,40.6277,39.0021,40.2893,772385.0
2020-04-07,41.3196,43.0035,40.9275,41.6887,613121.0
2020-04-08,42.4422,43.165,40.9852,42.842,703478.0
2020-04-09,43.6032,45.856,43.0727,45.6484,560598.0
2020-04-10,43.6032,45.856,43.0727,45.6484,560598.0
2020-04-11,43.6032,45.856,43.0727,45.6484,560598.0
2020-04-12,43.6032,45.856,43.0727,45.6484,560598.0
2020-04-13,45.5024,45.5024,42.2619,42.4576,572405.0
2020-04-14,43.7493,44.4221,42.5191,43.1342,615693.0
2020-04-15,42.2039,42.8805,41.6426,41.8271,526281.0
2020-04-16,42.027,42.2039,40.8891,41.6272,1010410.0
2020-04-17,43.0958,44.5182,42.9651,44.0722,686041.0
2020-04-18,43.0958,44.5182,42.9651,44.0722,686041.0
2020-04-19,43.0958,44.5182,42.9651,44.0722,686041.0
2020-04-20,43.2418,44.8027,42.6344,43.3956,606575.0
2020-04-21,42.4576,43.1111,42.1347,42.6191,609648.0
2020-04-22,43.4264,43.8646,41.2581,42.1347,612450.0
2020-04-23,42.1885,43.3726,42.1885,42.7036,416853.0
2020-04-24,43.1342,43.5417,41.9386,42.4807,564143.0
2020-04-25,43.1342,43.5417,41.9386,42.4807,564143.0
2020-04-26,43.1342,43.5417,41.9386,42.4807,564143.0
2020-04-27,43.1265,44.5489,42.5652,44.2106,446555.0
2020-04-28,43.3802,46.3328,43.3802,45.5562,674078.0
2020-04-29,46.4635,48.9969,46.079,48.5394,903965.0
2020-04-30,47.6706,47.7167,46.3328,47.0478,793024.0
2020-05-01,46.0175,46.202,44.1722,44.7642,737666.0
2020-05-02,46.0175,46.202,44.1722,44.7642,737666.0
2020-05-03,46.0175,46.202,44.1722,44.7642,737666.0
2020-05-04,44.1414,45.041,43.9338,44.918,420267.0
2020-05-05,45.5562,46.3174,44.5182,44.6489,429804.0
2020-05-06,45.0949,45.1948,43.9338,44.0415,373761.0
2020-05-07,44.3721,45.3025,43.9723,44.1953,343106.0
2020-05-08,45.1333,45.61,44.9334,45.2486,452912.0
2020-05-09,45.1333,45.61,44.9334,45.2486,452912.0
2020-05-10,45.1333,45.61,44.9334,45.2486,452912.0
2020-05-11,44.6643,44.9834,43.9954,44.3952,738291.0
2020-05-12,44.7181,44.7181,42.5806,42.6037,784240.0
2020-05-13,41.9578,42.3346,40.0818,40.743,702459.0
2020-05-14,39.7742,42.5499,39.2398,42.0578,724348.0
2020-05-15,41.5503,41.7348,41.1582,41.6887,983665.0
2020-05-16,41.5503,41.7348,41.1582,41.6887,983665.0
2020-05-17,41.5503,41.7348,41.1582,41.6887,983665.0
2020-05-18,43.5494,45.7273,43.2995,45.3947,542026.0
2020-05-19,45.1256,45.683,44.0107,44.0338,403284.0
2020-05-20,44.9103,45.9099,43.6878,45.7868,410682.0
2020-05-21,45.4639,46.3212,45.3025,46.1713,586567.0
2020-05-22,46.2712,46.4942,45.4947,45.7561,339785.0
2020-05-23,46.2712,46.4942,45.4947,45.7561,339785.0
2020-05-24,46.2712,46.4942,45.4947,45.7561,339785.0
2020-05-25,46.2712,46.4942,45.4947,45.7561,339785.0
2020-05-26,47.2477,48.8316,46.9325,48.4625,516832.0
2020-05-27,49.9619,50.3386,48.6932,50.1464,719227.0
2020-05-28,50.6154,50.7461,48.747,49.1123,453899.0
2020-05-29,48.5471,49.4006,47.5091,49.0008,603552.0
2020-05-30,48.5471,49.4006,47.5091,49.0008,603552.0
2020-05-31,48.5471,49.4006,47.5091,49.0008,603552.0
2020-06-01,49.4698,49.4698,48.4472,48.8316,439352.0
2020-06-02,49.5544,49.6466,48.4241,48.8854,512760.0
2020-06-03,49.5159,50.5693,49.4313,50.2079,624582.0
2020-06-04,50.2388,50.6171,49.4667,50.5554,728404.0
2020-06-05,53.1727,53.3811,51.4664,52.694,667285.0
2020-06-06,53.1727,53.3811,51.4664,52.694,667285.0
2020-06-07,53.1727,53.3811,51.4664,52.694,667285.0
2020-06-08,53.2576,53.8675,52.3774,53.0569,649007.0
2020-06-09,51.976,53.412,51.8293,52.833,472030.0
2020-06-10,52.6013,52.6013,50.4473,50.7715,680799.0
2020-06-11,48.6947,49.5439,46.4711,46.6409,732597.0
2020-06-12,48.3704,48.3704,45.5832,47.0501,859698.0
2020-06-13,48.3704,48.3704,45.5832,47.0501,859698.0
2020-06-14,48.3704,48.3704,45.5832,47.0501,859698.0
2020-06-15,45.3825,48.077,45.1972,47.6987,626861.0
2020-06-16,48.548,49.9377,47.7527,48.8182,457119.0
2020-06-17,47.5443,48.7178,47.0965,47.2509,591593.0
2020-06-18,46.888,47.8531,46.4093,47.3435,622082.0
2020-06-19,48.0847,48.1774,46.2665,47.7373,1643653.0
2020-06-20,48.0847,48.1774,46.2665,47.7373,1643653.0
2020-06-21,48.0847,48.1774,46.2665,47.7373,1643653.0
2020-06-22,47.5211,48.9572,46.5792,46.9807,380080.0
2020-06-23,47.7064,47.8917,46.2163,46.2549,442945.0
2020-06-24,46.0156,46.0156,44.3633,44.6181,528745.0
2020-06-25,44.4637,45.9847,44.2166,45.8766,460448.0
2020-06-26,45.0119,45.2744,43.7843,44.178,1017677.0
2020-06-27,45.0119,45.2744,43.7843,44.178,1017677.0
2020-06-28,45.0119,45.2744,43.7843,44.178,1017677.0
2020-06-29,44.8961,45.6836,44.5255,45.1586,394601.0
2020-06-30,44.5872,46.0542,44.5177,45.9152,444502.0
2020-07-01,45.9924,46.224,44.6027,44.6953,418166.0
2020-07-02,45.8766,46.2549,44.6876,44.8497,267286.0
2020-07-03,45.8766,46.2549,44.6876,44.8497,267286.0
2020-07-04,45.8766,46.2549,44.6876,44.8497,267286.0
2020-07-05,45.8766,46.2549,44.6876,44.8497,267286.0
2020-07-06,45.7067,46.224,44.3016,44.51,374144.0
2020-07-07,43.985,44.1317,43.2361,43.2979,466211.0
2020-07-08,43.3674,43.8383,42.4486,43.1589,460243.0
2020-07-09,42.9041,43.1589,41.6225,41.7614,395864.0
2020-07-10,41.746,42.9504,41.7306,42.9041,371747.0
2020-07-11,41.746,42.9504,41.7306,42.9041,371747.0
2020-07-12,41.746,42.9504,41.7306,42.9041,371747.0
2020-07-13,43.0431,43.846,42.5991,43.321,438263.0
2020-07-14,43.0199,43.321,42.1089,42.8192,415517.0
2020-07-15,43.6916,44.4791,43.4368,44.1394,401978.0
2020-07-16,43.9773,45.1064,43.5295,44.6567,541853.0
2020-07-17,44.5255,45.035,43.5218,43.5913,436703.0
2020-07-18,44.5255,45.035,43.5218,43.5913,436703.0
2020-07-19,44.5255,45.035,43.5218,43.5913,436703.0
2020-07-20,43.2515,43.5835,42.9582,43.2284,459604.0
2020-07-21,42.4717,45.313,42.4717,45.0582,778166.0
2020-07-22,44.3865,44.8343,43.7379,44.1857,546969.0
2020-07-23,44.2784,45.7531,44.2784,45.4365,733223.0
2020-07-24,45.7917,46.1159,44.9887,45.0582,451206.0
2020-07-25,45.7917,46.1159,44.9887,45.0582,451206.0
2020-07-26,45.7917,46.1159,44.9887,45.0582,451206.0
2020-07-27,44.8497,45.0003,43.3905,43.9232,728282.0
2020-07-28,44.0082,44.4019,43.6839,43.7766,1041460.0
2020-07-29,43.7071,45.1431,43.3674,44.8729,2678226.0
2020-07-30,43.9541,44.2784,42.989,44.263,488710.0
2020-07-31,44.124,44.5486,43.5295,44.2089,681769.0
2020-08-01,44.124,44.5486,43.5295,44.2089,681769.0
2020-08-02,44.124,44.5486,43.5295,44.2089,681769.0
2020-08-03,44.2398,44.7648,43.6762,44.4019,436627.0
2020-08-04,44.2321,44.5486,43.7572,44.3556,411494.0
2020-08-05,44.7802,45.5678,44.6567,45.4442,456355.0
2020-08-06,45.3439,45.5981,44.8652,45.0968,263769.0
2020-08-07,44.981,46.3167,44.6277,46.2781,367317.0
2020-08-08,44.981,46.3167,44.6277,46.2781,367317.0
2020-08-09,44.981,46.3167,44.6277,46.2781,367317.0
2020-08-10,46.3244,47.0965,46.17,46.3321,416212.0
2020-08-11,47.1196,47.938,46.9729,47.1351,445377.0
2020-08-12,47.8685,47.8685,46.4942,47.1814,360622.0
2020-08-13,46.9112,47.2663,46.5483,46.8262,328498.0
2020-08-14,46.4711,47.4439,46.224,47.0733,282275.0
2020-08-15,46.4711,47.4439,46.224,47.0733,282275.0
2020-08-16,46.4711,47.4439,46.224,47.0733,282275.0
2020-08-17,47.081,47.2895,46.5637,46.9343,284698.0
2020-08-18,46.7954,46.9343,45.8534,45.9538,296141.0
2020-08-19,45.9538,46.6101,45.7839,45.9924,234025.0
2020-08-20,45.4674,45.7531,45.2375,45.3902,289661.0
2020-08-21,45.228,45.3902,44.7571,45.1586,280321.0
2020-08-22,45.228,45.3902,44.7571,45.1586,280321.0
2020-08-23,45.228,45.3902,44.7571,45.1586,280321.0
2020-08-24,45.7067,46.4325,45.1045,46.3784,256272.0
2020-08-25,46.5792,46.9034,45.9306,46.2626,348476.0
2020-08-26,46.1468,46.2009,45.6913,45.8766,324094.0
2020-08-27,45.8998,46.749,45.8882,46.4711,228194.0
2020-08-28,46.888,46.888,45.7994,46.0078,473492.0
2020-08-29,46.888,46.888,45.7994,46.0078,473492.0
2020-08-30,46.888,46.888,45.7994,46.0078,473492.0
2020-08-31,45.7685,46.5097,45.6681,45.9924,346453.0
2020-09-01,46.0619,46.4788,45.313,45.4906,227495.0
2020-09-02,45.3053,45.838,45.0891,45.6836,236207.0
2020-09-03,45.8154,46.8935,45.4897,45.7068,275503.0
2020-09-04,46.6996,46.8276,45.6874,46.56,306783.0
2020-09-05,46.6996,46.8276,45.6874,46.56,306783.0
2020-09-06,46.6996,46.8276,45.6874,46.56,306783.0
2020-09-07,46.6996,46.8276,45.6874,46.56,306783.0
2020-09-08,45.9163,45.9473,44.1091,44.1091,533179.0
2020-09-09,44.2021,44.272,43.3335,43.8221,401676.0
2020-09-10,44.1479,44.1556,43.0155,43.0775,401532.0
2020-09-11,43.1163,43.1589,42.3717,42.8371,513032.0
2020-09-12,43.1163,43.1589,42.3717,42.8371,513032.0
2020-09-13,43.1163,43.1589,42.3717,42.8371,513032.0
2020-09-14,42.9457,44.303,42.8681,43.8841,357726.0
2020-09-15,44.1323,44.1323,43.0775,43.3102,323691.0
2020-09-16,43.411,44.2254,42.9379,43.7368,393677.0
2020-09-17,43.2094,44.0587,43.1085,43.9462,437593.0
2020-09-18,44.0315,44.1479,43.1861,43.5351,1345852.0
2020-09-19,44.0315,44.1479,43.1861,43.5351,1345852.0
2020-09-20,44.0315,44.1479,43.1861,43.5351,1345852.0
2020-09-21,42.6975,44.4348,41.6737,42.1856,679732.0
2020-09-22,42.3252,44.427,41.9761,42.0925,575766.0
2020-09-23,42.139,42.9301,41.4642,41.4953,600619.0
2020-09-24,41.5418,42.5036,41.3014,41.6969,431840.0
2020-09-25,41.2626,42.2011,41.1307,41.9374,260540.0
2020-09-26,41.2626,42.2011,41.1307,41.9374,260540.0
2020-09-27,41.2626,42.2011,41.1307,41.9374,260540.0
2020-09-28,42.6742,43.3141,42.2476,43.1318,419077.0
2020-09-29,42.5346,42.9069,41.9917,42.7905,397405.0
2020-09-30,43.0542,43.8492,42.7207,43.6592,671953.0
2020-10-01,43.5041,44.1479,42.8758,43.3257,540038.0
2020-10-02,42.6897,44.3883,42.426,44.1323,438098.0
2020-10-03,42.6897,44.3883,42.426,44.1323,438098.0
2020-10-04,42.6897,44.3883,42.426,44.1323,438098.0
2020-10-05,44.5977,45.7068,44.5977,45.5672,622078.0
2020-10-06,45.606,47.3124,45.5517,46.0016,484207.0
2020-10-07,46.5755,47.3124,46.3816,46.8237,511509.0
2020-10-08,47.1727,47.4132,46.2187,47.3511,341606.0
2020-10-09,47.5838,47.6028,46.6453,46.9323,275932.0
2020-10-10,47.5838,47.6028,46.6453,46.9323,275932.0
2020-10-11,47.5838,47.6028,46.6453,46.9323,275932.0
2020-10-12,46.9401,47.5205,46.8625,47.1107,277605.0
2020-10-13,46.9013,46.9944,45.2647,45.288,371234.0
2020-10-14,45.4897,45.7689,44.5279,44.5822,355376.0
2020-10-15,44.2487,45.8309,44.1944,45.4043,338695.0
2020-10-16,45.6448,46.0093,45.067,45.2104,414095.0
2020-10-17,45.6448,46.0093,45.067,45.2104,414095.0
2020-10-18,45.6448,46.0093,45.067,45.2104,414095.0
2020-10-19,45.6138,46.0946,45.0786,45.3888,588030.0
2020-10-20,47.8863,48.0957,46.6846,47.1883,585570.0
2020-10-21,48.1966,48.1966,46.9633,47.5605,492263.0
2020-10-22,47.3822,48.9799,47.3822,48.9101,863594.0
2020-10-23,49.3057,49.8564,48.724,49.453,485292.0
2020-10-24,49.3057,49.8564,48.724,49.453,485292.0
2020-10-25,49.3057,49.8564,48.724,49.453,485292.0
2020-10-26,48.9722,49.104,48.1966,48.8791,589787.0
2020-10-27,48.6076,49.0497,47.514,47.5683,566475.0
2020-10-28,46.7849,48.0026,46.7306,47.4132,700083.0
2020-10-29,47.227,48.5921,46.6065,48.3362,414468.0
2020-10-30,48.2353,48.7395,47.483,48.2819,606457.0
2020-10-31,48.2353,48.7395,47.483,48.2819,606457.0
2020-11-01,48.2353,48.7395,47.483,48.2819,606457.0
2020-11-02,48.5068,49.6547,48.3749,49.5306,372615.0
2020-11-03,50.6341,51.361,49.8874,51.0818,364009.0
2020-11-04,49.771,49.771,47.5993,47.6381,416215.0
2020-11-05,47.7932,49.1506,47.7932,48.8868,355892.0
2020-11-06,49.4996,49.5073,48.3129,48.4835,247862.0
2020-11-07,49.4996,49.5073,48.3129,48.4835,247862.0
2020-11-08,49.4996,49.5073,48.3129,48.4835,247862.0
2020-11-09,52.7416,53.7189,50.7561,52.4469,831442.0
2020-11-10,52.7572,53.6181,51.5394,53.207,443315.0
2020-11-11,53.2768,53.5638,51.6325,53.1605,483261.0
2020-11-12,52.3073,52.7649,51.8885,52.4547,364506.0
2020-11-13,52.8425,53.5793,52.7804,53.3311,252850.0
2020-11-14,52.8425,53.5793,52.7804,53.3311,252850.0
2020-11-15,52.8425,53.5793,52.7804,53.3311,252850.0
2020-11-16,54.2929,55.4485,54.2929,54.8901,509656.0
2020-11-17,54.1222,54.6807,53.6724,54.1377,429091.0
2020-11-18,54.1145,54.417,52.7339,52.8192,355082.0
2020-11-19,52.509,53.2458,52.2142,53.1992,289682.0
2020-11-20,52.8657,53.4513,52.54,53.2923,986192.0
2020-11-21,52.8657,53.4513,52.54,53.2923,986192.0
2020-11-22,52.8657,53.4513,52.54,53.2923,986192.0
2020-11-23,54.1688,54.1688,52.5865,52.8425,604063.0
2020-11-24,53.3233,54.3433,53.2923,54.099,823800.0
2020-11-25,53.4474,53.7344,52.3228,53.5638,1725772.0
2020-11-26,53.4474,53.7344,52.3228,53.5638,1725772.0
2020-11-27,53.7189,53.7189,52.4081,52.7804,179562.0
2020-11-28,53.7189,53.7189,52.4081,52.7804,179562.0
2020-11-29,53.7189,53.7189,52.4081,52.7804,179562.0
2020-11-30,52.6873,52.9743,51.0896,51.1594,578936.0
2020-12-01,51.5503,52.8424,51.4358,51.6157,421418.0
2020-12-02,51.9919,52.1555,51.0024,51.7384,483919.0
2020-12-03,51.7466,52.1963,51.4358,51.8284,531862.0
2020-12-04,52.4498,52.5521,51.4358,51.9101,381787.0
2020-12-05,52.4498,52.5521,51.4358,51.9101,381787.0
2020-12-06,52.4498,52.5521,51.4358,51.9101,381787.0
2020-12-07,51.5013,52.3599,51.2723,52.0819,405834.0
2020-12-08,51.1982,52.3345,51.1982,51.9347,285776.0
2020-12-09,52.2454,52.2618,51.3541,51.8856,345977.0
2020-12-10,51.3459,51.7548,51.1251,51.6321,357023.0
2020-12-11,51.1006,52.0164,50.9288,51.5094,293739.0
2020-12-12,51.1006,52.0164,50.9288,51.5094,293739.0
2020-12-13,51.1006,52.0164,50.9288,51.5094,293739.0
2020-12-14,52.4008,52.6011,51.1987,51.5013,337290.0
2020-12-15,51.7956,52.8424,51.7793,52.6134,385048.0
2020-12-16,52.7279,52.9787,51.9837,52.8015,444161.0
2020-12-17,52.7933,52.8342,52.2291,52.7524,302909.0
2020-12-18,52.8096,52.8679,51.1251,51.2887,1028125.0
2020-12-19,52.8096,52.8679,51.1251,51.2887,1028125.0
2020-12-20,52.8096,52.8679,51.1251,51.2887,1028125.0
2020-12-21,51.4358,52.4335,51.0679,52.4253,637768.0
2020-12-22,52.548,53.3902,52.548,53.1286,774536.0
2020-12-23,53.5129,55.361,53.3166,54.486,1871576.0
2020-12-24,54.7313,54.7886,53.4311,54.2816,291392.0
2020-12-25,54.7313,54.7886,53.4311,54.2816,291392.0
2020-12-26,54.7313,54.7886,53.4311,54.2816,291392.0
2020-12-27,54.7313,54.7886,53.4311,54.2816,291392.0
2020-12-28,54.4288,54.9521,53.9913,54.7232,272579.0
2020-12-29,54.764,54.8704,53.4802,53.7092,288467.0
2020-12-30,53.6928,54.3118,53.5293,53.9545,356407.0
2020-12-31,54.0853,54.1671,53.194,53.7255,436594.0
2021-01-01,54.0853,54.1671,53.194,53.7255,436594.0
2021-01-02,54.0853,54.1671,53.194,53.7255,436594.0
2021-01-03,54.0853,54.1671,53.194,53.7255,436594.0
2021-01-04,53.8564,54.854,52.9568,54.0363,407729.0
2021-01-05,53.8155,54.8704,53.7337,54.4042,379303.0
2021-01-06,55.8026,57.344,54.9521,56.8329,810160.0
2021-01-07,57.2418,57.8469,56.698,57.7406,528355.0
2021-01-08,57.7979,57.7979,56.3586,57.2827,380218.0
2021-01-09,57.7979,57.7979,56.3586,57.2827,380218.0
2021-01-10,57.7979,57.7979,56.3586,57.2827,380218.0
2021-01-11,56.5794,58.4602,56.4241,58.2885,467851.0
2021-01-12,58.4929,59.834,58.3539,59.0899,624859.0
2021-01-13,58.7219,59.139,57.8265,58.1658,557674.0
2021-01-14,58.8119,58.8977,58.1699,58.4766,475253.0
2021-01-15,57.5689,58.3253,57.0128,57.6507,549875.0
2021-01-16,57.5689,58.3253,57.0128,57.6507,549875.0
2021-01-17,57.5689,58.3253,57.0128,57.6507,549875.0
2021-01-18,57.5689,58.3253,57.0128,57.6507,549875.0
2021-01-19,57.8715,58.5256,57.7284,58.1577,559749.0
2021-01-20,58.1577,58.7628,55.3283,56.285,784127.0
2021-01-21,56.3259,56.8288,55.6472,55.7617,565787.0
2021-01-22,55.6063,56.8738,55.5654,56.743,496753.0
2021-01-23,55.6063,56.8738,55.5654,56.743,496753.0
2021-01-24,55.6063,56.8738,55.5654,56.743,496753.0
2021-01-25,55.9907,56.6898,55.7044,56.1051,412889.0
2021-01-26,56.5713,57.667,56.007,57.2582,629845.0
2021-01-27,56.6776,58.3049,56.4649,56.743,847610.0
2021-01-28,56.9229,56.9229,55.4509,55.5245,612291.0
2021-01-29,55.6554,56.3014,54.5923,54.6659,811708.0
2021-01-30,55.6554,56.3014,54.5923,54.6659,811708.0
2021-01-31,55.6554,56.3014,54.5923,54.6659,811708.0
2021-02-01,54.715,55.5818,54.4615,55.5327,451126.0
2021-02-02,56.1378,56.1378,55.222,55.778,477186.0
2021-02-03,55.868,56.2278,55.1647,56.007,308533.0
2021-02-04,56.146,57.8224,56.146,57.667,501064.0
2021-02-05,58.1822,58.4275,57.4381,58.1086,237549.0
2021-02-06,58.1822,58.4275,57.4381,58.1086,237549.0
2021-02-07,58.1822,58.4275,57.4381,58.1086,237549.0
2021-02-08,58.3948,59.2371,58.1004,59.2207,374009.0
2021-02-09,59.2289,60.5046,59.1062,60.3737,441244.0
2021-02-10,60.5128,60.9216,59.2207,59.3107,448581.0
2021-02-11,58.9427,60.0303,58.8855,59.7441,380092.0
2021-02-12,59.9076,60.4964,58.9672,60.0221,245242.0
2021-02-13,59.9076,60.4964,58.9672,60.0221,245242.0
2021-02-14,59.9076,60.4964,58.9672,60.0221,245242.0
2021-02-15,59.9076,60.4964,58.9672,60.0221,245242.0
2021-02-16,60.6681,60.8317,59.834,60.6845,419580.0
2021-02-17,60.8317,61.0688,59.9567,60.1611,322666.0
2021-02-18,59.5887,60.4392,59.5887,59.8422,420605.0
2021-02-19,60.0466,60.8439,60.0466,60.48,370829.0
2021-02-20,60.0466,60.8439,60.0466,60.48,370829.0
2021-02-21,60.0466,60.8439,60.0466,60.48,370829.0
2021-02-22,60.5046,61.2814,60.5046,60.7172,641559.0
2021-02-23,60.9053,61.6167,60.3574,61.5268,755338.0
2021-02-24,62.0665,63.7347,61.4368,63.5547,1846414.0
2021-02-25,64.3807,64.6669,61.952,62.0828,472553.0
2021-02-26,61.5022,62.2954,60.431,60.5373,658552.0
2021-02-27,61.5022,62.2954,60.431,60.5373,658552.0
2021-02-28,61.5022,62.2954,60.431,60.5373,658552.0
2021-03-01,61.4859,62.4549,60.8971,62.1646,442608.0
2021-03-02,61.5595,62.0992,60.3901,60.8071,398911.0
2021-03-03,61.216,62.8924,61.1751,61.8702,466847.0
2021-03-04,61.862,62.8842,60.5986,61.0934,387685.0
2021-03-05,61.9193,63.3421,61.0934,63.0723,513240.0
2021-03-06,61.9193,63.3421,61.0934,63.0723,513240.0
2021-03-07,61.9193,63.3421,61.0934,63.0723,513240.0
2021-03-08,63.9851,65.101,63.5956,64.7564,522807.0
2021-03-09,63.9769,65.101,62.6312,64.0015,400769.0
2021-03-10,64.5184,64.9697,64.0836,64.8549,438080.0
2021-03-11,64.4364,65.4621,64.2149,64.8303,319322.0
2021-03-12,65.4539,66.6108,64.8467,66.2334,467675.0
