,ALXN US Equity,ALXN US Equity,ALXN US Equity,ALXN US Equity,ALXN US Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
2019-10-12,99.13,101.1608,98.92,99.25,1181591.0
2019-10-13,99.13,101.1608,98.92,99.25,1181591.0
2019-10-14,99.5,103.14,98.73,101.34,2041666.0
2019-10-15,101.6,105.13,101.5,104.81,1767409.0
2019-10-16,102.8,104.9,99.41,99.51,2699812.0
2019-10-17,101.2,101.79,99.4652,99.99,1439535.0
2019-10-18,100.29,100.45,97.585,98.41,1624218.0
2019-10-19,100.29,100.45,97.585,98.41,1624218.0
2019-10-20,100.29,100.45,97.585,98.41,1624218.0
2019-10-21,100.0,101.36,98.53,100.73,1802565.0
2019-10-22,101.99,103.73,98.74,99.28,2461060.0
2019-10-23,101.0,107.04,100.95,106.63,4396521.0
2019-10-24,107.86,108.0,104.31,106.08,1930850.0
2019-10-25,105.09,105.6839,103.32,105.18,1547768.0
2019-10-26,105.09,105.6839,103.32,105.18,1547768.0
2019-10-27,105.09,105.6839,103.32,105.18,1547768.0
2019-10-28,105.0,106.86,104.2,106.56,1479961.0
2019-10-29,106.57,108.06,106.57,107.49,1534056.0
2019-10-30,107.49,107.73,104.96,106.25,1053209.0
2019-10-31,106.23,106.42,104.45,105.4,1277365.0
2019-11-01,106.26,109.68,105.62,109.38,1889115.0
2019-11-02,106.26,109.68,105.62,109.38,1889115.0
2019-11-03,106.26,109.68,105.62,109.38,1889115.0
2019-11-04,110.26,111.0,108.37,108.53,1309884.0
2019-11-05,108.69,109.375,107.1,107.23,1560674.0
2019-11-06,107.42,109.25,106.39,106.63,1512336.0
2019-11-07,106.91,108.64,106.77,108.05,1421122.0
2019-11-08,107.28,111.04,107.0,110.79,1255688.0
2019-11-09,107.28,111.04,107.0,110.79,1255688.0
2019-11-10,107.28,111.04,107.0,110.79,1255688.0
2019-11-11,110.67,110.79,108.345,109.01,1328102.0
2019-11-12,109.38,110.1595,108.44,109.44,1329175.0
2019-11-13,109.02,109.02,106.7299,107.13,1422869.0
2019-11-14,107.37,107.78,104.52,105.89,1603682.0
2019-11-15,106.84,108.59,106.02,108.37,1751415.0
2019-11-16,106.84,108.59,106.02,108.37,1751415.0
2019-11-17,106.84,108.59,106.02,108.37,1751415.0
2019-11-18,108.54,109.0,106.78,107.97,1429634.0
2019-11-19,109.0,112.04,108.0,110.65,1819931.0
2019-11-20,110.55,111.64,107.59,108.53,2519799.0
2019-11-21,108.47,110.07,108.0,109.53,1650460.0
2019-11-22,109.8,111.43,108.67,111.03,1195127.0
2019-11-23,109.8,111.43,108.67,111.03,1195127.0
2019-11-24,109.8,111.43,108.67,111.03,1195127.0
2019-11-25,110.75,114.36,110.01,114.3,1781108.0
2019-11-26,113.95,113.95,112.22,113.56,1373392.0
2019-11-27,114.19,114.98,113.245,114.65,1049365.0
2019-11-28,114.19,114.98,113.245,114.65,1049365.0
2019-11-29,114.13,115.0,113.38,113.94,609578.0
2019-11-30,114.13,115.0,113.38,113.94,609578.0
2019-12-01,114.13,115.0,113.38,113.94,609578.0
2019-12-02,113.2,114.96,112.0054,112.91,1560474.0
2019-12-03,112.0,114.13,111.29,114.05,1915461.0
2019-12-04,114.61,116.59,114.27,115.45,1662879.0
2019-12-05,115.59,116.0,106.13,107.42,3552634.0
2019-12-06,113.8,114.79,109.59,113.89,4297383.0
2019-12-07,113.8,114.79,109.59,113.89,4297383.0
2019-12-08,113.8,114.79,109.59,113.89,4297383.0
2019-12-09,114.08,116.2,111.4,112.48,2077744.0
2019-12-10,113.03,113.54,110.59,111.2,1657504.0
2019-12-11,111.51,112.87,108.911,109.5,1595780.0
2019-12-12,109.6,112.84,109.15,112.47,1818087.0
2019-12-13,112.82,113.7895,109.72,110.42,1566461.0
2019-12-14,112.82,113.7895,109.72,110.42,1566461.0
2019-12-15,112.82,113.7895,109.72,110.42,1566461.0
2019-12-16,111.22,111.8,110.25,111.37,1773859.0
2019-12-17,109.51,110.12,106.76,109.82,1868226.0
2019-12-18,109.43,109.74,107.32,109.2,1841805.0
2019-12-19,110.05,112.36,109.315,111.24,2365695.0
2019-12-20,111.59,111.94,107.73,109.75,4479926.0
2019-12-21,111.59,111.94,107.73,109.75,4479926.0
2019-12-22,111.59,111.94,107.73,109.75,4479926.0
2019-12-23,110.68,110.98,109.42,110.46,1503971.0
2019-12-24,111.1,111.23,109.8238,110.28,403899.0
2019-12-25,111.1,111.23,109.8238,110.28,403899.0
2019-12-26,110.12,110.95,108.52,108.93,911006.0
2019-12-27,108.85,109.3,107.81,108.55,1167779.0
2019-12-28,108.85,109.3,107.81,108.55,1167779.0
2019-12-29,108.85,109.3,107.81,108.55,1167779.0
2019-12-30,108.95,108.95,107.1,107.34,1036803.0
2019-12-31,106.8,108.4,106.7,108.15,1162742.0
2020-01-01,106.8,108.4,106.7,108.15,1162742.0
2020-01-02,109.36,109.8,107.16,107.84,1402303.0
2020-01-03,106.36,107.38,105.18,106.41,1316179.0
2020-01-04,106.36,107.38,105.18,106.41,1316179.0
2020-01-05,106.36,107.38,105.18,106.41,1316179.0
2020-01-06,105.65,107.77,104.56,106.58,1661283.0
2020-01-07,104.95,108.59,104.58,106.85,2992200.0
2020-01-08,106.94,109.19,105.73,108.58,1737034.0
2020-01-09,109.21,111.2,108.83,110.74,1788238.0
2020-01-10,111.22,111.22,108.77,109.48,1080957.0
2020-01-11,111.22,111.22,108.77,109.48,1080957.0
2020-01-12,111.22,111.22,108.77,109.48,1080957.0
2020-01-13,109.71,114.14,107.62,113.92,2401491.0
2020-01-14,113.5,113.5,110.6,112.79,2290298.0
2020-01-15,112.52,114.36,112.2,112.53,2015863.0
2020-01-16,113.51,113.81,111.38,112.51,1375539.0
2020-01-17,113.15,114.35,112.47,113.27,1938423.0
2020-01-18,113.15,114.35,112.47,113.27,1938423.0
2020-01-19,113.15,114.35,112.47,113.27,1938423.0
2020-01-20,113.15,114.35,112.47,113.27,1938423.0
2020-01-21,113.86,114.5,112.675,113.01,1335561.0
2020-01-22,113.27,113.54,110.12,111.4,1420735.0
2020-01-23,111.06,111.28,108.02,108.55,1760097.0
2020-01-24,109.05,109.15,104.635,105.27,2071611.0
2020-01-25,109.05,109.15,104.635,105.27,2071611.0
2020-01-26,109.05,109.15,104.635,105.27,2071611.0
2020-01-27,104.08,106.23,103.24,105.3,1594779.0
2020-01-28,106.92,107.15,105.77,106.97,1435302.0
2020-01-29,107.13,108.91,106.85,106.94,1795555.0
2020-01-30,106.0,106.94,99.98,100.3,3943568.0
2020-01-31,101.36,102.74,98.75,99.39,3648916.0
2020-02-01,101.36,102.74,98.75,99.39,3648916.0
2020-02-02,101.36,102.74,98.75,99.39,3648916.0
2020-02-03,100.09,101.81,99.3151,100.85,1484375.0
2020-02-04,103.0,104.31,101.5,102.94,1898612.0
2020-02-05,104.5,105.95,103.03,103.65,2533445.0
2020-02-06,104.63,104.935,102.08,104.04,1583363.0
2020-02-07,102.97,103.765,100.37,100.56,2251049.0
2020-02-08,102.97,103.765,100.37,100.56,2251049.0
2020-02-09,102.97,103.765,100.37,100.56,2251049.0
2020-02-10,100.14,102.91,99.82,101.01,2078067.0
2020-02-11,101.14,102.6574,100.8282,102.46,1409099.0
2020-02-12,102.49,105.23,101.57,105.19,3422030.0
2020-02-13,105.3,106.5,103.18,103.42,1943869.0
2020-02-14,104.46,104.52,102.23,102.56,1577910.0
2020-02-15,104.46,104.52,102.23,102.56,1577910.0
2020-02-16,104.46,104.52,102.23,102.56,1577910.0
2020-02-17,104.46,104.52,102.23,102.56,1577910.0
2020-02-18,102.85,103.35,101.5,102.16,2522037.0
2020-02-19,102.38,103.61,101.95,103.21,3179555.0
2020-02-20,102.96,103.29,100.95,102.54,1652317.0
2020-02-21,102.15,103.21,101.52,103.14,1728580.0
2020-02-22,102.15,103.21,101.52,103.14,1728580.0
2020-02-23,102.15,103.21,101.52,103.14,1728580.0
2020-02-24,100.77,102.15,97.75,99.02,3052969.0
2020-02-25,100.46,100.85,94.77,96.14,3976146.0
2020-02-26,96.99,97.97,94.43,94.78,2586506.0
2020-02-27,93.0,95.035,90.905,92.09,2861142.0
2020-02-28,90.0,94.08,89.7,94.03,3320432.0
2020-02-29,90.0,94.08,89.7,94.03,3320432.0
2020-03-01,90.0,94.08,89.7,94.03,3320432.0
2020-03-02,90.48,96.48,90.48,96.16,3570993.0
2020-03-03,93.78,97.16,91.79,93.72,2455431.0
2020-03-04,94.77,97.28,94.12,97.22,2554011.0
2020-03-05,93.5,95.89,93.04,94.18,1831104.0
2020-03-06,91.02,92.39,89.31,91.98,2859774.0
2020-03-07,91.02,92.39,89.31,91.98,2859774.0
2020-03-08,91.02,92.39,89.31,91.98,2859774.0
2020-03-09,86.5,90.39,85.07,86.42,3089694.0
2020-03-10,88.89,89.36,84.51,88.84,3233083.0
2020-03-11,86.41,88.41,82.175,83.77,3239782.0
2020-03-12,78.24,81.99,73.98,76.71,4875234.0
2020-03-13,80.78,82.4,77.52,80.44,4517182.0
2020-03-14,80.78,82.4,77.52,80.44,4517182.0
2020-03-15,80.78,82.4,77.52,80.44,4517182.0
2020-03-16,73.69,81.56,72.67,75.56,4032001.0
2020-03-17,76.9,82.65,75.57,82.36,4390162.0
2020-03-18,78.65,84.92,77.81,82.5,3875778.0
2020-03-19,82.51,87.92,81.2921,83.5,3321579.0
2020-03-20,84.63,85.84,79.55,80.35,2874984.0
2020-03-21,84.63,85.84,79.55,80.35,2874984.0
2020-03-22,84.63,85.84,79.55,80.35,2874984.0
2020-03-23,81.89,83.43,77.2275,81.13,3492082.0
2020-03-24,82.98,87.0,81.1,85.93,2920183.0
2020-03-25,85.09,86.76,83.27,84.47,2355752.0
2020-03-26,83.73,86.39,83.69,86.14,2851294.0
2020-03-27,85.02,86.62,83.3,84.01,2538328.0
2020-03-28,85.02,86.62,83.3,84.01,2538328.0
2020-03-29,85.02,86.62,83.3,84.01,2538328.0
2020-03-30,85.43,87.56,83.54,87.26,3507367.0
2020-03-31,86.96,91.53,85.625,89.79,3039638.0
2020-04-01,87.5,92.36,87.1,89.93,2755869.0
2020-04-02,88.75,90.69,87.56,90.35,2325888.0
2020-04-03,91.15,92.11,88.92,89.77,1693879.0
2020-04-04,91.15,92.11,88.92,89.77,1693879.0
2020-04-05,91.15,92.11,88.92,89.77,1693879.0
2020-04-06,91.57,96.05,90.55,95.91,2826424.0
2020-04-07,96.77,98.95,94.0,94.72,3294153.0
2020-04-08,95.5,99.11,95.35,98.56,2464721.0
2020-04-09,97.91,99.28,94.23,96.23,3281409.0
2020-04-10,97.91,99.28,94.23,96.23,3281409.0
2020-04-11,97.91,99.28,94.23,96.23,3281409.0
2020-04-12,97.91,99.28,94.23,96.23,3281409.0
2020-04-13,96.38,97.1162,95.0,96.54,1712507.0
2020-04-14,97.34,100.11,97.34,99.4,2041804.0
2020-04-15,98.4,98.4,95.86,96.94,1711860.0
2020-04-16,97.52,99.98,97.1,98.6,3290138.0
2020-04-17,101.54,103.87,99.94,103.48,3952857.0
2020-04-18,101.54,103.87,99.94,103.48,3952857.0
2020-04-19,101.54,103.87,99.94,103.48,3952857.0
2020-04-20,103.62,109.13,102.99,106.72,3703316.0
2020-04-21,105.99,106.21,103.14,103.39,1698432.0
2020-04-22,105.43,105.87,101.85,103.91,1383013.0
2020-04-23,104.0,106.24,103.69,104.14,1295438.0
2020-04-24,104.28,108.55,104.27,108.12,1889204.0
2020-04-25,104.28,108.55,104.27,108.12,1889204.0
2020-04-26,104.28,108.55,104.27,108.12,1889204.0
2020-04-27,110.0,111.66,109.675,110.86,2390970.0
2020-04-28,111.42,111.99,106.295,106.92,2217481.0
2020-04-29,108.58,109.89,107.0442,108.45,1621349.0
2020-04-30,107.61,108.45,106.3,107.47,1284850.0
2020-05-01,106.16,106.84,103.25,103.91,2305882.0
2020-05-02,106.16,106.84,103.25,103.91,2305882.0
2020-05-03,106.16,106.84,103.25,103.91,2305882.0
2020-05-04,103.3,104.3,102.37,103.84,1886107.0
2020-05-05,99.0235,100.98,97.07,98.25,6349267.0
2020-05-06,100.0,100.0,94.82,96.84,3690814.0
2020-05-07,97.81,98.7,96.64,96.92,1642655.0
2020-05-08,98.11,98.49,96.695,97.34,2176373.0
2020-05-09,98.11,98.49,96.695,97.34,2176373.0
2020-05-10,98.11,98.49,96.695,97.34,2176373.0
2020-05-11,97.32,102.165,96.98,101.34,2081459.0
2020-05-12,104.0,105.8,101.59,101.65,2909859.0
2020-05-13,102.0,103.2,99.9,102.45,2049752.0
2020-05-14,101.14,101.74,98.89,100.92,1869786.0
2020-05-15,100.68,102.29,99.67,101.94,1172993.0
2020-05-16,100.68,102.29,99.67,101.94,1172993.0
2020-05-17,100.68,102.29,99.67,101.94,1172993.0
2020-05-18,103.58,104.83,102.58,102.72,1726507.0
2020-05-19,103.22,103.22,100.38,101.22,2050616.0
2020-05-20,102.29,105.29,101.36,103.91,1867782.0
2020-05-21,103.4696,103.92,100.0431,101.14,1459071.0
2020-05-22,101.21,102.15,100.345,101.5,1063979.0
2020-05-23,101.21,102.15,100.345,101.5,1063979.0
2020-05-24,101.21,102.15,100.345,101.5,1063979.0
2020-05-25,101.21,102.15,100.345,101.5,1063979.0
2020-05-26,102.86,104.88,102.01,102.8,2125071.0
2020-05-27,103.31,106.25,100.4,106.14,1959195.0
2020-05-28,113.13,115.99,111.76,114.42,5622199.0
2020-05-29,115.38,120.19,114.0209,119.9,4171453.0
2020-05-30,115.38,120.19,114.0209,119.9,4171453.0
2020-05-31,115.38,120.19,114.0209,119.9,4171453.0
2020-06-01,119.3,121.5,117.26,118.92,2227504.0
2020-06-02,117.67,118.3108,114.42,116.28,2036672.0
2020-06-03,116.85,117.6,113.61,113.77,1396353.0
2020-06-04,113.19,114.3,112.76,113.68,1357330.0
2020-06-05,113.78,116.42,112.63,115.21,1416124.0
2020-06-06,113.78,116.42,112.63,115.21,1416124.0
2020-06-07,113.78,116.42,112.63,115.21,1416124.0
2020-06-08,114.61,120.5,114.61,119.74,2686216.0
2020-06-09,119.01,120.17,115.78,115.99,2274814.0
2020-06-10,115.99,117.295,115.345,116.33,1607410.0
2020-06-11,115.0,115.03,109.66,109.82,2905670.0
2020-06-12,111.9,112.11,107.39,109.3,2474644.0
2020-06-13,111.9,112.11,107.39,109.3,2474644.0
2020-06-14,111.9,112.11,107.39,109.3,2474644.0
2020-06-15,108.23,111.64,107.75,110.44,1878114.0
2020-06-16,112.28,114.71,109.83,113.4,1926576.0
2020-06-17,114.15,116.8,113.93,115.52,1521522.0
2020-06-18,114.68,116.82,114.15,116.32,1359565.0
2020-06-19,116.95,119.52,116.2,119.35,2807882.0
2020-06-20,116.95,119.52,116.2,119.35,2807882.0
2020-06-21,116.95,119.52,116.2,119.35,2807882.0
2020-06-22,118.86,119.78,116.83,116.92,2137819.0
2020-06-23,117.74,119.5,115.06,115.49,1878016.0
2020-06-24,113.96,115.75,111.36,111.95,2096673.0
2020-06-25,111.62,113.65,110.75,113.47,1353798.0
2020-06-26,113.48,114.635,110.54,113.61,5042553.0
2020-06-27,113.48,114.635,110.54,113.61,5042553.0
2020-06-28,113.48,114.635,110.54,113.61,5042553.0
2020-06-29,113.59,113.88,110.58,111.22,1730827.0
2020-06-30,110.99,112.85,110.7,112.24,2103560.0
2020-07-01,112.06,113.08,110.96,112.39,1433494.0
2020-07-02,114.49,114.49,111.72,112.3,1283159.0
2020-07-03,114.49,114.49,111.72,112.3,1283159.0
2020-07-04,114.49,114.49,111.72,112.3,1283159.0
2020-07-05,114.49,114.49,111.72,112.3,1283159.0
2020-07-06,113.75,113.99,112.42,113.57,1540609.0
2020-07-07,113.0,113.44,112.285,112.46,1525064.0
2020-07-08,112.8,113.0,107.94,108.0,2380238.0
2020-07-09,108.71,109.25,106.235,108.47,1788539.0
2020-07-10,108.38,109.2,107.77,108.82,1233176.0
2020-07-11,108.38,109.2,107.77,108.82,1233176.0
2020-07-12,108.38,109.2,107.77,108.82,1233176.0
2020-07-13,108.75,110.32,106.4,107.03,1563960.0
2020-07-14,106.89,109.14,105.67,108.57,1799602.0
2020-07-15,109.06,111.51,108.36,111.13,1359040.0
2020-07-16,111.23,111.39,108.01,109.47,1232565.0
2020-07-17,109.94,110.4,107.85,109.24,1860482.0
2020-07-18,109.94,110.4,107.85,109.24,1860482.0
2020-07-19,109.94,110.4,107.85,109.24,1860482.0
2020-07-20,109.83,111.25,109.48,109.54,1124454.0
2020-07-21,109.37,109.5905,106.51,107.01,1812660.0
2020-07-22,107.5,107.86,104.77,105.88,1706043.0
2020-07-23,106.28,106.79,104.52,104.79,1216056.0
2020-07-24,104.4,104.615,100.83,101.49,2437430.0
2020-07-25,104.4,104.615,100.83,101.49,2437430.0
2020-07-26,104.4,104.615,100.83,101.49,2437430.0
2020-07-27,102.32,107.84,102.175,106.85,2573629.0
2020-07-28,107.21,107.77,104.79,105.21,1201747.0
2020-07-29,105.59,105.99,104.29,104.6,1258903.0
2020-07-30,105.2,108.48,104.52,104.81,2128688.0
2020-07-31,103.88,104.79,101.26,102.49,2158967.0
2020-08-01,103.88,104.79,101.26,102.49,2158967.0
2020-08-02,103.88,104.79,101.26,102.49,2158967.0
2020-08-03,102.67,105.13,101.75,104.85,1410029.0
2020-08-04,104.73,105.3,103.14,105.22,1552616.0
2020-08-05,105.37,105.67,102.26,102.75,1266140.0
2020-08-06,103.05,104.44,102.0,103.9,1203415.0
2020-08-07,103.6,104.16,102.31,103.28,1846471.0
2020-08-08,103.6,104.16,102.31,103.28,1846471.0
2020-08-09,103.6,104.16,102.31,103.28,1846471.0
2020-08-10,103.1,103.66,101.11,101.88,1829850.0
2020-08-11,102.86,102.86,101.1,101.24,1510182.0
2020-08-12,100.79,103.0,100.78,102.78,1650511.0
2020-08-13,102.54,103.29,101.74,101.89,1093352.0
2020-08-14,101.18,103.46,101.1735,102.97,865841.0
2020-08-15,101.18,103.46,101.1735,102.97,865841.0
2020-08-16,101.18,103.46,101.1735,102.97,865841.0
2020-08-17,102.96,103.41,102.0901,102.75,1634337.0
2020-08-18,103.24,104.29,102.16,103.31,1306317.0
2020-08-19,103.71,104.0,101.29,101.7,1136792.0
2020-08-20,101.6,102.065,100.25,100.97,1348177.0
2020-08-21,100.8,101.14,99.91,100.51,1211949.0
2020-08-22,100.8,101.14,99.91,100.51,1211949.0
2020-08-23,100.8,101.14,99.91,100.51,1211949.0
2020-08-24,101.0,102.84,100.75,102.43,1731158.0
2020-08-25,101.94,103.36,101.54,103.34,1177272.0
2020-08-26,103.01,104.47,102.5,104.3,1618314.0
2020-08-27,104.34,106.5,103.77,106.11,1305085.0
2020-08-28,106.5386,107.08,104.75,106.99,1065106.0
2020-08-29,106.5386,107.08,104.75,106.99,1065106.0
2020-08-30,106.5386,107.08,104.75,106.99,1065106.0
2020-08-31,107.7,118.0,107.66,114.22,5534872.0
2020-09-01,114.8,117.34,111.91,112.68,2542471.0
2020-09-02,113.0,114.66,112.06,113.82,1495209.0
2020-09-03,114.32,114.32,110.59,111.52,2572641.0
2020-09-04,111.83,113.94,110.69,112.97,3187490.0
2020-09-05,111.83,113.94,110.69,112.97,3187490.0
2020-09-06,111.83,113.94,110.69,112.97,3187490.0
2020-09-07,111.83,113.94,110.69,112.97,3187490.0
2020-09-08,111.72,111.78,108.07,108.19,2054888.0
2020-09-09,108.5,110.11,102.82,108.28,2512230.0
2020-09-10,108.66,109.7599,105.79,106.01,1787076.0
2020-09-11,106.54,107.62,104.25,105.36,1471839.0
2020-09-12,106.54,107.62,104.25,105.36,1471839.0
2020-09-13,106.54,107.62,104.25,105.36,1471839.0
2020-09-14,106.95,110.62,106.405,108.72,2777028.0
2020-09-15,110.22,120.81,109.53,115.58,4923993.0
2020-09-16,115.2554,117.965,114.12,116.57,3267982.0
2020-09-17,114.97,115.25,112.72,114.13,2750356.0
2020-09-18,114.39,114.77,109.8,113.72,3644391.0
2020-09-19,114.39,114.77,109.8,113.72,3644391.0
2020-09-20,114.39,114.77,109.8,113.72,3644391.0
2020-09-21,111.41,112.43,109.51,111.74,2766889.0
2020-09-22,111.44,114.8,110.72,114.51,2334467.0
2020-09-23,114.65,114.995,111.52,112.43,2024538.0
2020-09-24,112.02,113.6,110.41,112.02,1250655.0
2020-09-25,111.19,114.9399,109.93,114.43,1847185.0
2020-09-26,111.19,114.9399,109.93,114.43,1847185.0
2020-09-27,111.19,114.9399,109.93,114.43,1847185.0
2020-09-28,115.7,115.76,112.73,113.3,1311061.0
2020-09-29,113.57,114.12,112.03,112.46,1021480.0
2020-09-30,113.13,115.0,112.85,114.43,1697399.0
2020-10-01,114.62,116.53,114.11,115.63,1498272.0
2020-10-02,113.83,115.25,110.4,111.55,2021862.0
2020-10-03,113.83,115.25,110.4,111.55,2021862.0
2020-10-04,113.83,115.25,110.4,111.55,2021862.0
2020-10-05,113.43,116.165,113.07,115.25,2843032.0
2020-10-06,119.17,119.9,114.69,116.08,4189133.0
2020-10-07,117.5,126.65,117.37,125.33,6425083.0
2020-10-08,125.64,126.73,121.64,123.14,2778615.0
2020-10-09,122.9,128.57,120.78,124.52,4586298.0
2020-10-10,122.9,128.57,120.78,124.52,4586298.0
2020-10-11,122.9,128.57,120.78,124.52,4586298.0
2020-10-12,124.83,125.185,122.25,124.38,2380578.0
2020-10-13,124.24,124.98,122.88,123.75,1461461.0
2020-10-14,124.11,124.42,122.21,122.52,1883948.0
2020-10-15,120.79,122.3,119.59,122.03,1474412.0
2020-10-16,120.975,126.72,120.63,124.13,4251190.0
2020-10-17,120.975,126.72,120.63,124.13,4251190.0
2020-10-18,120.975,126.72,120.63,124.13,4251190.0
2020-10-19,124.31,124.815,121.24,121.76,1623032.0
2020-10-20,122.05,125.0,122.05,124.0,1645984.0
2020-10-21,123.72,123.72,118.18,118.19,2055180.0
2020-10-22,118.37,121.43,118.305,119.67,1333115.0
2020-10-23,120.48,121.97,119.285,121.61,996826.0
2020-10-24,120.48,121.97,119.285,121.61,996826.0
2020-10-25,120.48,121.97,119.285,121.61,996826.0
2020-10-26,119.75,120.8,118.9254,120.76,1176162.0
2020-10-27,120.44,121.81,119.8,120.0,944950.0
2020-10-28,118.09,118.78,114.83,114.85,1805453.0
2020-10-29,118.21,119.98,115.2,118.21,2138765.0
2020-10-30,116.43,117.23,113.235,115.14,1820263.0
2020-10-31,116.43,117.23,113.235,115.14,1820263.0
2020-11-01,116.43,117.23,113.235,115.14,1820263.0
2020-11-02,116.11,116.975,112.27,114.83,1543539.0
2020-11-03,115.51,118.09,115.39,117.02,1353146.0
2020-11-04,119.7,124.29,119.565,123.35,2071049.0
2020-11-05,124.0,125.58,121.767,125.44,1513319.0
2020-11-06,125.75,126.3,124.475,125.26,1330716.0
2020-11-07,125.75,126.3,124.475,125.26,1330716.0
2020-11-08,125.75,126.3,124.475,125.26,1330716.0
2020-11-09,127.05,128.46,124.77,124.88,1500654.0
2020-11-10,124.0,127.72,123.21,127.09,1094972.0
2020-11-11,127.2,128.44,124.81,127.62,1362189.0
2020-11-12,127.72,128.49,124.96,125.6,699607.0
2020-11-13,125.96,128.54,125.51,127.76,942958.0
2020-11-14,125.96,128.54,125.51,127.76,942958.0
2020-11-15,125.96,128.54,125.51,127.76,942958.0
2020-11-16,127.51,128.19,126.24,127.81,977553.0
2020-11-17,127.82,128.38,126.01,127.69,1092659.0
2020-11-18,127.39,127.66,123.41,123.47,999722.0
2020-11-19,122.43,122.985,121.0972,122.05,1249815.0
2020-11-20,121.63,122.355,120.42,121.38,1321833.0
2020-11-21,121.63,122.355,120.42,121.38,1321833.0
2020-11-22,121.63,122.355,120.42,121.38,1321833.0
2020-11-23,122.1227,123.8,121.05,122.61,1103896.0
2020-11-24,122.66,124.39,121.23,123.11,1076751.0
2020-11-25,123.79,124.5,122.33,122.93,792817.0
2020-11-26,123.79,124.5,122.33,122.93,792817.0
2020-11-27,122.57,124.0,122.06,123.83,440843.0
2020-11-28,122.57,124.0,122.06,123.83,440843.0
2020-11-29,122.57,124.0,122.06,123.83,440843.0
2020-11-30,124.0,124.0,120.8,122.11,1964112.0
2020-12-01,123.59,123.69,121.12,122.15,1303391.0
2020-12-02,121.76,123.5,121.18,122.75,818068.0
2020-12-03,122.26,122.73,120.11,121.06,1048970.0
2020-12-04,121.05,121.455,119.4,120.51,1012315.0
2020-12-05,121.05,121.455,119.4,120.51,1012315.0
2020-12-06,121.05,121.455,119.4,120.51,1012315.0
2020-12-07,119.75,120.89,118.05,118.83,1378261.0
2020-12-08,119.07,120.2,118.7,119.22,1037701.0
2020-12-09,120.1,120.5,116.61,117.74,1154442.0
2020-12-10,117.51,120.05,117.22,118.87,979553.0
2020-12-11,118.74,121.39,118.11,120.98,1374995.0
2020-12-12,118.74,121.39,118.11,120.98,1374995.0
2020-12-13,118.74,121.39,118.11,120.98,1374995.0
2020-12-14,157.35,160.03,155.98,156.31,22390519.0
2020-12-15,157.44,158.0,156.68,157.91,7361359.0
2020-12-16,159.68,160.03,157.8,158.03,7443273.0
2020-12-17,158.0,159.18,157.16,157.93,5504599.0
2020-12-18,157.96,158.21,155.83,156.75,5954596.0
2020-12-19,157.96,158.21,155.83,156.75,5954596.0
2020-12-20,157.96,158.21,155.83,156.75,5954596.0
2020-12-21,154.96,155.64,153.81,154.83,3807202.0
2020-12-22,154.0,154.17,152.74,153.81,2930889.0
2020-12-23,154.15,154.23,153.16,153.24,4204247.0
2020-12-24,153.54,153.61,151.99,152.63,1083896.0
2020-12-25,153.54,153.61,151.99,152.63,1083896.0
2020-12-26,153.54,153.61,151.99,152.63,1083896.0
2020-12-27,153.54,153.61,151.99,152.63,1083896.0
2020-12-28,155.9,156.24,153.9,154.36,2675715.0
2020-12-29,156.99,157.15,155.27,155.35,2836548.0
2020-12-30,156.51,156.96,155.93,156.23,1895178.0
2020-12-31,155.81,156.35,154.23,156.24,1242649.0
2021-01-01,155.81,156.35,154.23,156.24,1242649.0
2021-01-02,155.81,156.35,154.23,156.24,1242649.0
2021-01-03,155.81,156.35,154.23,156.24,1242649.0
2021-01-04,157.61,158.2,155.43,156.81,3650839.0
2021-01-05,156.24,157.8,155.83,157.36,2742363.0
2021-01-06,157.35,158.95,157.23,157.76,2991813.0
2021-01-07,156.73,157.47,155.75,155.75,4517474.0
2021-01-08,156.79,157.57,156.24,157.35,2861609.0
2021-01-09,156.79,157.57,156.24,157.35,2861609.0
2021-01-10,156.79,157.57,156.24,157.35,2861609.0
2021-01-11,156.88,157.915,156.34,156.5,3423034.0
2021-01-12,156.62,156.75,155.59,155.59,2802561.0
2021-01-13,156.53,157.58,156.2,156.44,3653360.0
2021-01-14,157.36,158.11,156.43,156.65,3512507.0
2021-01-15,156.5,157.5,156.42,156.7,2106122.0
2021-01-16,156.5,157.5,156.42,156.7,2106122.0
2021-01-17,156.5,157.5,156.42,156.7,2106122.0
2021-01-18,156.5,157.5,156.42,156.7,2106122.0
2021-01-19,159.0,159.4,158.105,158.71,4397079.0
2021-01-20,159.1,159.1,157.26,157.74,3717827.0
2021-01-21,158.24,158.94,157.78,157.86,3579909.0
2021-01-22,158.36,160.33,158.01,159.73,2790679.0
2021-01-23,158.36,160.33,158.01,159.73,2790679.0
2021-01-24,158.36,160.33,158.01,159.73,2790679.0
2021-01-25,160.59,161.75,160.415,161.32,1644039.0
2021-01-26,162.25,162.6,161.69,161.75,2360631.0
2021-01-27,159.77,159.81,155.28,155.69,3729585.0
2021-01-28,155.94,158.44,155.7,157.29,2722424.0
2021-01-29,156.47,156.82,153.24,153.33,4334916.0
2021-01-30,156.47,156.82,153.24,153.33,4334916.0
2021-01-31,156.47,156.82,153.24,153.33,4334916.0
2021-02-01,156.4,156.77,155.5,155.7,4481610.0
