,AGCO US Equity,AGCO US Equity,AGCO US Equity,AGCO US Equity,AGCO US Equity
2020-03-24,36.1596,37.6593,35.2091,37.3977,819189.0
2020-03-25,37.8337,40.9553,37.5808,38.7841,938747.0
2020-03-26,38.819,42.5248,38.4179,41.3476,652895.0
2020-03-27,39.7869,41.1471,38.7056,40.2839,620837.0
2020-03-28,39.7869,41.1471,38.7056,40.2839,620837.0
2020-03-29,39.7869,41.1471,38.7056,40.2839,620837.0
2020-03-30,40.1705,41.6354,39.2898,41.2343,463256.0
2020-03-31,40.6762,42.1324,40.5106,41.1994,826759.0
2020-04-01,39.0719,40.5019,38.2348,38.9585,602648.0
2020-04-02,38.6185,39.97,37.7177,38.9324,496437.0
2020-04-03,38.7754,39.0806,37.3977,37.9296,476133.0
2020-04-04,38.7754,39.0806,37.3977,37.9296,476133.0
2020-04-05,38.7754,39.0806,37.3977,37.9296,476133.0
2020-04-06,39.7345,41.6354,39.2898,41.5831,802128.0
2020-04-07,43.3967,44.4082,42.6286,42.8474,567524.0
2020-04-08,43.4142,44.7657,42.6294,44.5128,330883.0
2020-04-09,45.1842,46.1957,44.5477,45.4283,405242.0
2020-04-10,45.1842,46.1957,44.5477,45.4283,405242.0
2020-04-11,45.1842,46.1957,44.5477,45.4283,405242.0
2020-04-12,45.1842,46.1957,44.5477,45.4283,405242.0
2020-04-13,45.254,45.8905,43.6845,44.3994,551613.0
2020-04-14,45.1755,45.8774,43.0567,43.4752,585269.0
2020-04-15,41.8011,41.8621,40.2926,41.6528,487003.0
2020-04-16,41.1209,41.5376,38.7318,39.1678,1008134.0
2020-04-17,40.7111,43.2485,40.5542,43.1526,869531.0
2020-04-18,40.7111,43.2485,40.5542,43.1526,869531.0
2020-04-19,40.7111,43.2485,40.5542,43.1526,869531.0
2020-04-20,41.7836,42.9869,40.467,42.8648,1223198.0
2020-04-21,41.5307,42.5073,40.7722,41.5831,600744.0
2020-04-22,42.7951,42.9695,41.6528,42.1411,303941.0
2020-04-23,42.612,43.2398,41.9667,42.6556,883020.0
2020-04-24,43.327,43.7629,42.3329,43.3793,500260.0
2020-04-25,43.327,43.7629,42.3329,43.3793,500260.0
2020-04-26,43.327,43.7629,42.3329,43.3793,500260.0
2020-04-27,43.5362,44.8005,43.0131,44.2425,495847.0
2020-04-28,45.3411,46.0125,44.6698,45.0534,592451.0
2020-04-29,46.1433,47.3728,46.0387,47.0327,469913.0
2020-04-30,46.3788,46.6578,45.5068,46.0736,731183.0
2020-05-01,45.0185,45.1493,43.3488,43.8501,429317.0
2020-05-02,45.0185,45.1493,43.3488,43.8501,429317.0
2020-05-03,45.0185,45.1493,43.3488,43.8501,429317.0
2020-05-04,43.5188,43.5188,42.2283,43.2834,662824.0
2020-05-05,44.4779,47.0502,42.4986,42.7602,1006720.0
2020-05-06,43.4142,43.4142,41.8272,42.2893,464617.0
2020-05-07,43.0218,43.7629,42.7952,43.1177,311749.0
2020-05-08,43.8327,44.9837,43.8327,44.5826,374604.0
2020-05-09,43.8327,44.9837,43.8327,44.5826,374604.0
2020-05-10,43.8327,44.9837,43.8327,44.5826,374604.0
2020-05-11,43.7281,44.2948,42.7428,43.9286,504046.0
2020-05-12,43.9635,44.3384,41.5177,41.5482,574647.0
2020-05-13,41.1297,41.4523,39.3814,39.7345,563205.0
2020-05-14,39.0695,40.4783,37.4857,39.9708,421695.0
2020-05-15,39.7083,40.5746,39.1833,40.0145,461789.0
2020-05-16,39.7083,40.5746,39.1833,40.0145,461789.0
2020-05-17,39.7083,40.5746,39.1833,40.0145,461789.0
2020-05-18,41.5546,43.6546,41.5546,43.1296,641071.0
2020-05-19,43.3134,43.3484,42.0533,42.3858,440091.0
2020-05-20,42.9721,44.9934,42.9721,44.7046,399265.0
2020-05-21,44.5559,45.3697,44.2934,44.7134,518062.0
2020-05-22,45.2559,45.5622,44.6434,45.3609,552728.0
2020-05-23,45.2559,45.5622,44.6434,45.3609,552728.0
2020-05-24,45.2559,45.5622,44.6434,45.3609,552728.0
2020-05-25,45.2559,45.5622,44.6434,45.3609,552728.0
2020-05-26,47.4522,50.7335,47.2859,49.911,898252.0
2020-05-27,51.2235,52.466,49.6222,50.8648,657314.0
2020-05-28,51.5735,51.5735,49.6135,50.4973,964040.0
2020-05-29,49.7797,49.7797,47.2509,48.3272,656621.0
2020-05-30,49.7797,49.7797,47.2509,48.3272,656621.0
2020-05-31,49.7797,49.7797,47.2509,48.3272,656621.0
2020-06-01,48.4235,50.121,47.8897,49.5085,560162.0
2020-06-02,50.0772,50.4185,49.5085,49.9285,591615.0
2020-06-03,50.9785,52.1685,50.7598,52.0373,392429.0
2020-06-04,51.5823,53.4111,51.101,53.4111,623481.0
2020-06-05,55.2398,56.8411,54.5661,55.1348,485511.0
2020-06-06,55.2398,56.8411,54.5661,55.1348,485511.0
2020-06-07,55.2398,56.8411,54.5661,55.1348,485511.0
2020-06-08,56.0886,56.5436,55.0473,55.6686,475821.0
2020-06-09,54.2773,54.7805,53.1311,53.8923,380681.0
2020-06-10,53.7523,53.9098,51.1798,51.2498,571000.0
2020-06-11,48.8172,49.0185,47.5747,47.6184,501730.0
2020-06-12,49.911,49.911,47.0147,48.3272,469517.0
2020-06-13,49.911,49.911,47.0147,48.3272,469517.0
2020-06-14,49.911,49.911,47.0147,48.3272,469517.0
2020-06-15,46.3934,49.2372,46.2447,48.6947,466691.0
2020-06-16,51.0748,51.7135,48.7385,49.2547,453152.0
2020-06-17,49.2897,49.2897,47.7234,47.8284,346288.0
2020-06-18,47.2684,48.4322,47.0759,47.3997,368017.0
2020-06-19,47.916,48.4322,46.6472,47.4609,703869.0
2020-06-20,47.916,48.4322,46.6472,47.4609,703869.0
2020-06-21,47.916,48.4322,46.6472,47.4609,703869.0
2020-06-22,47.1547,47.9072,46.3672,47.4434,430336.0
2020-06-23,47.986,48.3053,47.5922,47.7934,373686.0
2020-06-24,47.0584,47.3297,46.2709,46.4897,703798.0
2020-06-25,46.1047,47.4478,45.5447,47.2859,606035.0
2020-06-26,46.9709,47.2772,45.9734,46.1134,731190.0
2020-06-27,46.9709,47.2772,45.9734,46.1134,731190.0
2020-06-28,46.9709,47.2772,45.9734,46.1134,731190.0
2020-06-29,46.8659,48.2572,46.8047,47.6884,469466.0
2020-06-30,47.2859,48.7997,46.9447,48.5285,744099.0
2020-07-01,47.3472,48.721,46.8222,47.2159,486917.0
2020-07-02,48.266,49.6747,47.6797,47.8197,594949.0
2020-07-03,48.266,49.6747,47.6797,47.8197,594949.0
2020-07-04,48.266,49.6747,47.6797,47.8197,594949.0
2020-07-05,48.266,49.6747,47.6797,47.8197,594949.0
2020-07-06,49.2197,50.0947,48.6335,49.4297,581467.0
2020-07-07,48.7735,49.2372,48.231,48.2922,458467.0
2020-07-08,48.4235,48.4235,47.0759,47.5747,270020.0
2020-07-09,47.3472,47.6884,45.8159,46.7434,381279.0
2020-07-10,46.7959,47.6184,46.4809,47.5659,472993.0
2020-07-11,46.7959,47.6184,46.4809,47.5659,472993.0
2020-07-12,46.7959,47.6184,46.4809,47.5659,472993.0
2020-07-13,48.3185,50.9348,48.021,50.3135,936612.0
2020-07-14,50.3135,53.2886,49.6135,52.9911,967126.0
2020-07-15,54.1286,54.6011,53.2186,54.1461,567275.0
2020-07-16,54.1111,55.7649,53.4548,53.9186,464139.0
2020-07-17,54.2073,55.2748,53.9011,54.7761,600500.0
2020-07-18,54.2073,55.2748,53.9011,54.7761,600500.0
2020-07-19,54.2073,55.2748,53.9011,54.7761,600500.0
2020-07-20,54.3473,54.8986,53.2973,53.6736,408225.0
2020-07-21,54.0936,55.0911,53.9011,54.2248,394488.0
2020-07-22,54.9511,55.7736,54.7455,55.3361,307607.0
2020-07-23,55.1786,56.0011,55.1786,55.7036,418890.0
2020-07-24,55.9224,55.9224,54.8548,55.4761,342145.0
2020-07-25,55.9224,55.9224,54.8548,55.4761,342145.0
2020-07-26,55.9224,55.9224,54.8548,55.4761,342145.0
2020-07-27,55.2048,56.0186,54.5398,55.4761,619287.0
2020-07-28,55.0036,55.3886,54.0586,54.3036,628363.0
2020-07-29,54.4436,55.9005,54.2423,55.5024,470432.0
2020-07-30,59.0637,59.9081,57.6199,59.4312,1076523.0
2020-07-31,59.0112,59.4487,55.8874,57.4274,778945.0
2020-08-01,59.0112,59.4487,55.8874,57.4274,778945.0
2020-08-02,59.0112,59.4487,55.8874,57.4274,778945.0
2020-08-03,58.3374,59.5756,57.8561,59.1687,584870.0
2020-08-04,58.8362,60.1924,58.8362,59.4312,446884.0
2020-08-05,60.1224,60.665,59.5537,60.0699,374919.0
2020-08-06,59.6237,60.1312,59.4224,59.7637,238213.0
2020-08-07,59.7549,60.1924,59.2124,60.1224,383503.0
2020-08-08,59.7549,60.1924,59.2124,60.1224,383503.0
2020-08-09,59.7549,60.1924,59.2124,60.1224,383503.0
2020-08-10,60.2712,62.2225,60.2362,61.645,541653.0
2020-08-11,62.7387,64.9482,62.5769,64.0075,888265.0
2020-08-12,64.4975,64.8038,63.2288,64.2613,398901.0
2020-08-13,63.7088,64.1298,63.2879,63.9544,271760.0
2020-08-14,63.5071,65.1119,63.1827,64.5068,404669.0
2020-08-15,63.5071,65.1119,63.1827,64.5068,404669.0
2020-08-16,63.5071,65.1119,63.1827,64.5068,404669.0
2020-08-17,65.1119,65.1119,63.6738,64.0947,384479.0
2020-08-18,64.0508,64.3928,62.8494,63.0073,558513.0
2020-08-19,63.4721,63.9631,62.9014,63.1213,461435.0
2020-08-20,62.3934,62.8758,61.7577,62.3057,521569.0
2020-08-21,62.6477,63.7965,62.4504,63.1827,418875.0
2020-08-22,62.6477,63.7965,62.4504,63.1827,418875.0
2020-08-23,62.6477,63.7965,62.4504,63.1827,418875.0
2020-08-24,63.893,64.2613,62.867,63.1827,558396.0
2020-08-25,63.3844,63.6738,62.3057,62.4022,308266.0
2020-08-26,62.5776,62.8977,62.069,62.6214,311966.0
2020-08-27,63.1301,64.1999,62.5688,63.6211,365568.0
2020-08-28,63.8667,64.2438,62.8231,63.5948,322999.0
2020-08-29,63.8667,64.2438,62.8231,63.5948,322999.0
2020-08-30,63.8667,64.2438,62.8231,63.5948,322999.0
2020-08-31,63.6036,63.6036,62.2707,62.3496,486741.0
2020-09-01,61.9637,64.4805,61.5604,64.3578,427090.0
2020-09-02,64.4981,65.489,64.121,64.7261,381668.0
2020-09-03,66.5325,66.9096,63.893,64.463,566877.0
2020-09-04,65.5855,65.9625,63.9456,64.691,532233.0
2020-09-05,65.5855,65.9625,63.9456,64.691,532233.0
2020-09-06,65.5855,65.9625,63.9456,64.691,532233.0
2020-09-07,65.5855,65.9625,63.9456,64.691,532233.0
2020-09-08,64.2964,64.6471,63.4019,64.0158,473525.0
2020-09-09,64.463,66.2432,64.463,65.717,570659.0
2020-09-10,65.9187,66.6641,65.0418,65.7959,601561.0
2020-09-11,65.8485,67.5585,65.5504,66.1642,648182.0
2020-09-12,65.8485,67.5585,65.5504,66.1642,648182.0
2020-09-13,65.8485,67.5585,65.5504,66.1642,648182.0
2020-09-14,66.3396,68.0146,66.0064,66.3484,476799.0
2020-09-15,66.8921,67.2078,65.9099,66.3659,469785.0
2020-09-16,66.6378,67.7515,66.0239,66.8745,554173.0
2020-09-17,66.3308,67.6813,65.6863,66.8745,558066.0
2020-09-18,67.0149,67.4095,65.6556,65.8661,918750.0
2020-09-19,67.0149,67.4095,65.6556,65.8661,918750.0
2020-09-20,67.0149,67.4095,65.6556,65.8661,918750.0
2020-09-21,64.2876,64.3578,61.1482,62.069,586775.0
2020-09-22,62.069,63.3756,61.9374,62.9634,409656.0
2020-09-23,63.8316,64.1955,61.7884,61.9024,410736.0
2020-09-24,61.727,63.1213,61.1044,62.0339,365861.0
2020-09-25,61.4551,63.1564,61.306,62.7091,523565.0
2020-09-26,61.4551,63.1564,61.306,62.7091,523565.0
2020-09-27,61.4551,63.1564,61.306,62.7091,523565.0
2020-09-28,63.7439,64.5068,63.3318,63.9281,346309.0
2020-09-29,63.7965,64.2701,62.9547,63.7176,286384.0
2020-09-30,63.8404,66.2081,63.8404,65.1295,728129.0
2020-10-01,65.6907,65.945,63.7088,64.2876,651560.0
2020-10-02,63.2923,66.2738,63.0599,65.9362,363572.0
2020-10-03,63.2923,66.2738,63.0599,65.9362,363572.0
2020-10-04,63.2923,66.2738,63.0599,65.9362,363572.0
2020-10-05,66.743,67.9444,66.6202,67.2341,381884.0
2020-10-06,67.8041,69.3826,67.2341,67.5322,488180.0
2020-10-07,68.3829,69.593,68.0321,69.2335,391091.0
2020-10-08,69.5316,69.9701,68.6898,69.8561,288383.0
2020-10-09,70.6278,71.1276,69.9263,70.6541,417174.0
2020-10-10,70.6278,71.1276,69.9263,70.6541,417174.0
2020-10-11,70.6278,71.1276,69.9263,70.6541,417174.0
2020-10-12,71.189,71.189,69.9876,70.6892,195763.0
2020-10-13,71.3907,72.294,69.8868,70.7593,433815.0
2020-10-14,70.4875,71.9695,70.4086,70.4699,350027.0
2020-10-15,69.2773,70.8909,69.0406,70.6716,350788.0
2020-10-16,73.1095,73.2849,71.3206,71.417,610751.0
2020-10-17,73.1095,73.2849,71.3206,71.417,610751.0
2020-10-18,73.1095,73.2849,71.3206,71.417,610751.0
2020-10-19,72.0046,72.5746,71.0224,71.3381,398001.0
2020-10-20,72.1098,72.6447,70.7418,71.1101,484200.0
2020-10-21,71.2153,72.7237,71.1452,71.3995,786754.0
2020-10-22,71.4346,71.952,70.8909,71.8116,609514.0
2020-10-23,72.1712,73.2937,71.9388,72.6272,522054.0
2020-10-24,72.1712,73.2937,71.9388,72.6272,522054.0
2020-10-25,72.1712,73.2937,71.9388,72.6272,522054.0
2020-10-26,71.5486,71.6626,70.5445,71.4346,769695.0
2020-10-27,71.1189,71.6187,68.2864,68.4179,907792.0
2020-10-28,66.6465,68.1198,66.2295,67.0324,741743.0
2020-10-29,66.4624,68.0496,65.5635,67.7164,871023.0
2020-10-30,67.6813,68.453,66.6816,67.5498,659529.0
2020-10-31,67.6813,68.453,66.6816,67.5498,659529.0
2020-11-01,67.6813,68.453,66.6816,67.5498,659529.0
2020-11-02,68.3916,70.2595,67.9444,70.2595,834461.0
2020-11-03,73.8724,76.7224,72.636,76.2401,1306205.0
2020-11-04,75.6263,78.0992,74.1092,75.8017,1019900.0
2020-11-05,76.9943,79.6689,76.6084,79.4497,468311.0
2020-11-06,79.2743,80.2258,79.0288,79.5286,528709.0
2020-11-07,79.2743,80.2258,79.0288,79.5286,528709.0
2020-11-08,79.2743,80.2258,79.0288,79.5286,528709.0
2020-11-09,85.3953,87.4604,78.3272,78.5026,1242192.0
2020-11-10,79.1428,79.5374,76.7312,78.1168,1419331.0
2020-11-11,78.4588,78.6999,76.6786,77.3626,1068051.0
2020-11-12,77.4503,79.134,76.9943,78.6955,492653.0
2020-11-13,78.9327,81.6561,78.9327,81.1114,769077.0
2020-11-14,78.9327,81.6561,78.9327,81.1114,769077.0
2020-11-15,78.9327,81.6561,78.9327,81.1114,769077.0
2020-11-16,82.5785,85.1788,82.0075,84.8011,846726.0
2020-11-17,83.7205,83.7205,81.6473,81.8757,931486.0
2020-11-18,82.3237,82.7674,81.2707,81.4452,988956.0
2020-11-19,81.0323,81.902,80.7073,80.9269,514968.0
2020-11-20,80.6546,81.2783,80.391,80.7424,621183.0
2020-11-21,80.6546,81.2783,80.391,80.7424,621183.0
2020-11-22,80.6546,81.2783,80.391,80.7424,621183.0
2020-11-23,81.6034,83.1934,81.6034,82.5433,1118192.0
2020-11-24,83.9489,85.1613,83.211,84.52,437420.0
2020-11-25,84.5551,84.5551,81.4277,81.8757,419317.0
2020-11-26,84.5551,84.5551,81.4277,81.8757,419317.0
2020-11-27,81.9899,82.7718,81.722,82.1041,178880.0
2020-11-28,81.9899,82.7718,81.722,82.1041,178880.0
2020-11-29,81.9899,82.7718,81.722,82.1041,178880.0
2020-11-30,82.0163,82.2183,81.0675,81.2695,572064.0
2020-12-01,82.1568,83.1846,80.3647,80.9006,571251.0
2020-12-02,80.6194,81.5067,79.9957,80.7073,480843.0
2020-12-03,80.5492,82.2886,80.5492,81.7088,558571.0
2020-12-04,82.3413,83.1846,79.3632,79.697,1134417.0
2020-12-05,82.3413,83.1846,79.3632,79.697,1134417.0
2020-12-06,82.3413,83.1846,79.3632,79.697,1134417.0
2020-12-07,79.4071,80.3735,77.3339,78.2036,1045782.0
2020-12-08,78.1684,79.7849,78.0894,78.3002,644383.0
2020-12-09,78.7834,79.5828,78.1948,79.0382,690043.0
2020-12-10,78.2826,78.8361,77.637,78.3529,652612.0
2020-12-11,77.7292,78.9986,77.6062,78.7746,1343081.0
2020-12-12,77.7292,78.9986,77.6062,78.7746,1343081.0
2020-12-13,77.7292,78.9986,77.6062,78.7746,1343081.0
2020-12-14,79.9518,80.2241,78.1948,78.2212,516444.0
2020-12-15,83.1671,84.8661,82.1305,84.7572,1233837.0
2020-12-16,84.6254,86.4913,84.4611,85.9256,920517.0
2020-12-17,86.356,87.9022,85.9695,87.6738,818093.0
2020-12-18,87.665,90.441,87.665,90.3795,1431516.0
2020-12-19,87.665,90.441,87.665,90.3795,1431516.0
2020-12-20,87.665,90.441,87.665,90.3795,1431516.0
2020-12-21,89.0003,91.7588,88.8777,90.7221,786494.0
2020-12-22,90.4498,91.0164,90.3795,90.5728,705371.0
2020-12-23,91.012,91.8905,90.0457,91.056,559962.0
2020-12-24,91.4776,91.6797,90.3707,90.6694,178971.0
2020-12-25,91.4776,91.6797,90.3707,90.6694,178971.0
2020-12-26,91.4776,91.6797,90.3707,90.6694,178971.0
2020-12-27,91.4776,91.6797,90.3707,90.6694,178971.0
2020-12-28,91.4337,91.5347,89.6679,89.7646,636758.0
2020-12-29,89.6767,90.1072,88.0603,88.9564,269682.0
2020-12-30,89.5274,90.3356,89.2243,89.7646,337219.0
2020-12-31,90.0193,91.0911,89.176,90.564,617302.0
2021-01-01,90.0193,91.0911,89.176,90.564,617302.0
2021-01-02,90.0193,91.0911,89.176,90.564,617302.0
2021-01-03,90.0193,91.0911,89.176,90.564,617302.0
2021-01-04,90.9857,91.5743,88.7133,90.0545,787070.0
2021-01-05,89.624,93.2171,89.624,92.646,1277220.0
2021-01-06,93.8496,97.9082,93.8496,96.5641,968634.0
2021-01-07,97.4514,100.9478,96.6432,100.8512,702727.0
2021-01-08,100.7633,101.5803,96.9155,98.4705,479162.0
2021-01-09,100.7633,101.5803,96.9155,98.4705,479162.0
2021-01-10,100.7633,101.5803,96.9155,98.4705,479162.0
2021-01-11,97.0122,100.6843,96.6344,100.5261,1000572.0
2021-01-12,100.1835,101.3958,98.8746,100.7106,1163521.0
2021-01-13,100.9742,102.0723,100.4559,100.737,815325.0
2021-01-14,101.7209,103.759,100.7545,102.1426,733361.0
2021-01-15,101.6594,101.6594,98.6725,100.2626,405187.0
2021-01-16,101.6594,101.6594,98.6725,100.2626,405187.0
2021-01-17,101.6594,101.6594,98.6725,100.2626,405187.0
2021-01-18,101.6594,101.6594,98.6725,100.2626,405187.0
2021-01-19,100.9215,103.0474,100.9215,101.8263,606901.0
2021-01-20,102.2743,102.6125,100.491,101.5013,599694.0
2021-01-21,102.327,102.327,100.5525,101.0884,538486.0
2021-01-22,99.9288,101.2026,99.5071,100.2274,706391.0
2021-01-23,99.9288,101.2026,99.5071,100.2274,706391.0
2021-01-24,99.9288,101.2026,99.5071,100.2274,706391.0
2021-01-25,99.9727,101.0181,97.6798,98.5144,848100.0
2021-01-26,99.5774,99.5774,97.3767,97.5744,364188.0
2021-01-27,95.6856,95.7735,89.3341,90.3092,889368.0
2021-01-28,92.9184,99.2347,92.4352,98.7691,1157439.0
2021-01-29,98.04,98.7164,95.8086,97.425,806570.0
2021-01-30,98.04,98.7164,95.8086,97.425,806570.0
2021-01-31,98.04,98.7164,95.8086,97.425,806570.0
2021-02-01,98.5056,101.1762,97.5041,100.693,918301.0
2021-02-02,102.0108,104.2202,101.9142,103.065,545401.0
2021-02-03,102.8629,104.0313,102.1513,103.4515,588440.0
2021-02-04,108.0548,109.6757,105.4193,106.3857,762722.0
2021-02-05,107.2115,107.2115,104.1236,105.147,580048.0
2021-02-06,107.2115,107.2115,104.1236,105.147,580048.0
2021-02-07,107.2115,107.2115,104.1236,105.147,580048.0
2021-02-08,106.781,108.0548,106.2451,107.0358,392712.0
2021-02-09,106.6492,108.0373,106.2451,106.8513,482743.0
2021-02-10,107.5892,107.6867,104.5672,105.1382,657205.0
2021-02-11,105.718,106.6492,103.6887,106.2188,569453.0
2021-02-12,105.5062,105.6997,102.6297,104.3275,1040258.0
2021-02-13,105.5062,105.6997,102.6297,104.3275,1040258.0
2021-02-14,105.5062,105.6997,102.6297,104.3275,1040258.0
2021-02-15,105.5062,105.6997,102.6297,104.3275,1040258.0
2021-02-16,104.8553,105.4534,102.6649,103.4918,699786.0
2021-02-17,103.0872,104.7851,102.4143,104.4242,529863.0
2021-02-18,103.9756,104.433,101.0903,101.2223,523621.0
2021-02-19,103.6413,110.274,103.6413,109.0073,847633.0
2021-02-20,103.6413,110.274,103.6413,109.0073,847633.0
2021-02-21,103.6413,110.274,103.6413,109.0073,847633.0
2021-02-22,107.7933,113.0801,107.7669,111.2768,929036.0
2021-02-23,110.0101,111.2504,107.4239,110.9337,592205.0
2021-02-24,111.6638,114.3468,110.5291,114.206,718651.0
2021-02-25,114.2588,114.8438,112.7546,113.6167,811200.0
2021-02-26,113.7134,115.4112,112.5963,113.8982,570491.0
2021-02-27,113.7134,115.4112,112.5963,113.8982,570491.0
2021-02-28,113.7134,115.4112,112.5963,113.8982,570491.0
2021-03-01,115.5079,117.3904,114.5667,115.8598,537977.0
2021-03-02,115.5255,115.7103,111.787,113.5727,588472.0
2021-03-03,113.6431,114.3204,110.8545,110.8721,590696.0
2021-03-04,111.6638,113.4495,108.7346,110.6258,896347.0
2021-03-05,113.168,118.0414,110.9513,117.3464,816359.0
2021-03-06,113.168,118.0414,110.9513,117.3464,816359.0
2021-03-07,113.168,118.0414,110.9513,117.3464,816359.0
2021-03-08,118.7011,121.2785,117.0297,117.2321,813481.0
2021-03-09,117.8302,118.6043,114.9625,115.1649,465784.0
2021-03-10,115.1737,119.1937,114.4787,118.7451,383064.0
2021-03-11,119.6423,122.8172,119.1233,120.003,475074.0
2021-03-12,119.8183,121.9031,119.6335,121.7975,407177.0
