,IPG US Equity,IPG US Equity,IPG US Equity,IPG US Equity,IPG US Equity
2019-02-20,18.9415,19.2086,18.8484,19.152,4016629.0
2019-02-21,19.152,19.322,18.9091,18.9496,5339206.0
2019-02-22,19.0548,19.3341,19.0548,19.2248,2920511.0
2019-02-23,19.0548,19.3341,19.0548,19.2248,2920511.0
2019-02-24,19.0548,19.3341,19.0548,19.2248,2920511.0
2019-02-25,19.3301,19.411,19.1358,19.1439,3280321.0
2019-02-26,19.1358,19.3113,18.9658,19.1277,4864066.0
2019-02-27,18.9982,19.0791,18.4558,18.6258,5727006.0
2019-02-28,18.6217,18.9325,18.5113,18.8344,7426199.0
2019-03-01,19.0715,19.1492,18.6054,18.9162,5683675.0
2019-03-02,19.0715,19.1492,18.6054,18.9162,5683675.0
2019-03-03,19.0715,19.1492,18.6054,18.9162,5683675.0
2019-03-04,18.957,19.1533,18.6258,18.7771,4921537.0
2019-03-05,18.7444,18.8671,18.6749,18.7608,4251555.0
2019-03-06,18.7608,18.8262,18.5768,18.6872,3262918.0
2019-03-07,18.7117,18.7199,18.2783,18.2783,3450417.0
2019-03-08,18.1638,18.3396,17.9429,18.1965,7094062.0
2019-03-09,18.1638,18.3396,17.9429,18.1965,7094062.0
2019-03-10,18.1638,18.3396,17.9429,18.1965,7094062.0
2019-03-11,18.2783,18.4909,18.176,18.4418,5763861.0
2019-03-12,18.5481,18.5931,18.36,18.3682,4694226.0
2019-03-13,18.36,18.36,18.0697,18.1801,5962302.0
2019-03-14,18.2619,18.4255,18.1801,18.3355,5360322.0
2019-03-15,18.3191,18.4418,18.2496,18.2701,6698832.0
2019-03-16,18.3191,18.4418,18.2496,18.2701,6698832.0
2019-03-17,18.3191,18.4418,18.2496,18.2701,6698832.0
2019-03-18,18.2619,18.3273,18.0166,18.1638,3919894.0
2019-03-19,18.2128,18.36,18.1515,18.221,4216463.0
2019-03-20,18.1801,18.221,17.8366,17.9429,3196297.0
2019-03-21,17.8775,18.0995,17.8533,17.9348,5621414.0
2019-03-22,17.8121,17.9348,17.1987,17.2805,6303762.0
2019-03-23,17.8121,17.9348,17.1987,17.2805,6303762.0
2019-03-24,17.8121,17.9348,17.1987,17.2805,6303762.0
2019-03-25,17.2314,17.5504,17.0025,17.1415,5358427.0
2019-03-26,17.1415,17.256,16.8553,17.0025,5859318.0
2019-03-27,17.1333,17.3132,17.0761,17.1906,5495588.0
2019-03-28,17.1987,17.3991,17.0883,17.117,5372328.0
2019-03-29,17.1906,17.2069,17.0188,17.1824,4350308.0
2019-03-30,17.1906,17.2069,17.0188,17.1824,4350308.0
2019-03-31,17.1906,17.2069,17.0188,17.1824,4350308.0
2019-04-01,17.3459,17.6812,17.2233,17.3132,3183810.0
2019-04-02,17.3623,17.3868,17.1497,17.1742,3074152.0
2019-04-03,17.2314,17.4686,17.0924,17.2314,6416032.0
2019-04-04,17.2723,17.6158,17.1824,17.3705,3113391.0
2019-04-05,17.4686,17.714,17.4114,17.6076,3943421.0
2019-04-06,17.4686,17.714,17.4114,17.6076,3943421.0
2019-04-07,17.4686,17.714,17.4114,17.6076,3943421.0
2019-04-08,17.5749,17.6526,17.4032,17.5995,2349439.0
2019-04-09,17.5831,17.7467,17.4523,17.6322,3333730.0
2019-04-10,17.624,17.808,17.5749,17.6731,2458423.0
2019-04-11,17.7467,18.0493,17.7467,17.8857,3379857.0
2019-04-12,17.9593,17.9838,17.7508,17.8203,3183904.0
2019-04-13,17.9593,17.9838,17.7508,17.8203,3183904.0
2019-04-14,17.9593,17.9838,17.7508,17.8203,3183904.0
2019-04-15,17.8612,17.9593,17.5708,17.9429,3430950.0
2019-04-16,18.1229,18.5645,18.1229,18.2374,5682210.0
2019-04-17,18.2864,18.4418,18.1638,18.4091,4068628.0
2019-04-18,18.4827,18.7771,18.4582,18.5236,4326007.0
2019-04-19,18.4827,18.7771,18.4582,18.5236,4326007.0
2019-04-20,18.4827,18.7771,18.4582,18.5236,4326007.0
2019-04-21,18.4827,18.7771,18.4582,18.5236,4326007.0
2019-04-22,18.4255,18.4623,18.2742,18.3682,2715393.0
2019-04-23,18.4091,18.5277,18.3273,18.3846,3408584.0
2019-04-24,18.3682,18.54,18.2537,18.4336,3520545.0
2019-04-25,18.3682,18.4214,18.1638,18.221,4154571.0
2019-04-26,18.8098,19.3496,18.6136,19.1779,4845514.0
2019-04-27,18.8098,19.3496,18.6136,19.1779,4845514.0
2019-04-28,18.8098,19.3496,18.6136,19.1779,4845514.0
2019-04-29,19.3496,19.5459,19.186,19.2187,5210342.0
2019-04-30,18.908,19.1697,18.679,18.8098,5420916.0
2019-05-01,18.818,19.1043,18.7853,18.8753,3557767.0
2019-05-02,18.9407,18.9407,18.4745,18.7035,3284251.0
2019-05-03,18.957,19.186,18.818,18.8834,3288367.0
2019-05-04,18.957,19.186,18.818,18.8834,3288367.0
2019-05-05,18.957,19.186,18.818,18.8834,3288367.0
2019-05-06,18.6299,19.0715,18.6136,19.047,2082326.0
2019-05-07,18.8262,18.9243,18.3927,18.6299,3611484.0
2019-05-08,18.6626,19.0715,18.5563,19.0552,3266694.0
2019-05-09,18.8671,18.9734,18.6953,18.7608,4178119.0
2019-05-10,18.7281,18.8998,18.4827,18.8753,2821947.0
2019-05-11,18.7281,18.8998,18.4827,18.8753,2821947.0
2019-05-12,18.7281,18.8998,18.4827,18.8753,2821947.0
2019-05-13,18.54,18.6381,18.2455,18.2783,2479199.0
2019-05-14,18.3437,18.4541,18.2905,18.311,1963712.0
2019-05-15,18.2455,18.54,18.1392,18.4664,2266454.0
2019-05-16,18.4582,18.6136,18.3437,18.3764,1672035.0
2019-05-17,18.2047,18.6299,18.0983,18.4255,2401596.0
2019-05-18,18.2047,18.6299,18.0983,18.4255,2401596.0
2019-05-19,18.2047,18.6299,18.0983,18.4255,2401596.0
2019-05-20,18.2946,18.4009,18.1065,18.1719,1902077.0
2019-05-21,18.311,18.5563,18.2783,18.5072,2455362.0
2019-05-22,18.4909,18.54,18.3846,18.4909,2215335.0
2019-05-23,18.2864,18.2864,17.8366,18.1965,2754417.0
2019-05-24,18.3191,18.3273,18.0411,18.0738,1427428.0
2019-05-25,18.3191,18.3273,18.0411,18.0738,1427428.0
2019-05-26,18.3191,18.3273,18.0411,18.0738,1427428.0
2019-05-27,18.3191,18.3273,18.0411,18.0738,1427428.0
2019-05-28,18.0738,18.2047,17.9429,17.9675,3578589.0
2019-05-29,17.8939,17.9266,17.7058,17.7467,2030727.0
2019-05-30,17.7794,17.9021,17.5586,17.624,2498346.0
2019-05-31,17.4793,17.7191,17.4049,17.5455,4002721.0
2019-06-01,17.4793,17.7191,17.4049,17.5455,4002721.0
2019-06-02,17.4793,17.7191,17.4049,17.5455,4002721.0
2019-06-03,17.5703,17.8018,17.4876,17.7522,2835219.0
2019-06-04,17.9754,18.0664,17.7522,17.8927,3238877.0
2019-06-05,18.0002,18.0498,17.8266,17.9341,2532096.0
2019-06-06,18.0167,18.1738,17.8845,18.0746,2538444.0
2019-06-07,18.1656,18.4136,18.1408,18.149,2489699.0
2019-06-08,18.1656,18.4136,18.1408,18.149,2489699.0
2019-06-09,18.1656,18.4136,18.1408,18.149,2489699.0
2019-06-10,18.1904,18.2731,17.4958,17.6281,4418006.0
2019-06-11,17.7522,17.901,17.6364,17.8762,2811511.0
2019-06-12,18.0167,18.1325,17.8969,18.0829,4284821.0
2019-06-13,18.1904,18.4136,18.116,18.4136,1869783.0
2019-06-14,18.3392,18.4136,18.2235,18.2483,1962853.0
2019-06-15,18.3392,18.4136,18.2235,18.2483,1962853.0
2019-06-16,18.3392,18.4136,18.2235,18.2483,1962853.0
2019-06-17,18.2152,18.2896,18.0953,18.1656,2269319.0
2019-06-18,18.3061,18.5873,18.2325,18.3723,3144515.0
2019-06-19,18.4715,18.7857,18.4467,18.5625,2867988.0
2019-06-20,18.7361,18.7427,18.2896,18.5873,2919245.0
2019-06-21,18.6121,18.8353,18.4715,18.5625,7840890.0
2019-06-22,18.6121,18.8353,18.4715,18.5625,7840890.0
2019-06-23,18.6121,18.8353,18.4715,18.5625,7840890.0
2019-06-24,18.5707,18.6948,18.3971,18.6865,1812848.0
2019-06-25,18.6617,18.7113,18.4715,18.4963,2749932.0
2019-06-26,18.4963,18.5707,18.2896,18.3144,2820018.0
2019-06-27,18.3558,18.4219,18.2152,18.24,2690171.0
2019-06-28,18.2896,18.7237,18.2896,18.6782,7033228.0
2019-06-29,18.2896,18.7237,18.2896,18.6782,7033228.0
2019-06-30,18.2896,18.7237,18.2896,18.6782,7033228.0
2019-07-01,18.8684,18.9759,18.5046,18.6286,4371910.0
2019-07-02,18.6121,19.1909,18.6121,19.1826,6047032.0
2019-07-03,19.1826,19.2487,18.9511,19.1495,1785341.0
2019-07-04,19.1826,19.2487,18.9511,19.1495,1785341.0
2019-07-05,19.1164,19.3314,19.0172,19.3149,3904305.0
2019-07-06,19.1164,19.3314,19.0172,19.3149,3904305.0
2019-07-07,19.1164,19.3314,19.0172,19.3149,3904305.0
2019-07-08,19.2735,19.4306,19.1661,19.2818,3386891.0
2019-07-09,19.2074,19.3066,19.0503,19.1412,2762794.0
2019-07-10,19.3066,19.41,19.1743,19.2487,3264765.0
2019-07-11,19.2322,19.2942,18.9883,19.2074,3003011.0
2019-07-12,19.2405,19.6622,19.1991,19.6539,2409593.0
2019-07-13,19.2405,19.6622,19.1991,19.6539,2409593.0
2019-07-14,19.2405,19.6622,19.1991,19.6539,2409593.0
2019-07-15,19.596,19.6539,19.4678,19.6043,1938871.0
2019-07-16,19.596,19.7448,19.5216,19.5877,2955697.0
2019-07-17,19.5299,19.5381,19.0048,19.0916,2957212.0
2019-07-18,19.0338,19.042,18.5211,18.8767,4053332.0
2019-07-19,18.8767,19.009,18.7774,18.8519,3139682.0
2019-07-20,18.8767,19.009,18.7774,18.8519,3139682.0
2019-07-21,18.8767,19.009,18.7774,18.8519,3139682.0
2019-07-22,18.8849,19.0792,18.8353,18.8353,4409909.0
2019-07-23,18.1904,18.6369,18.025,18.5542,7448708.0
2019-07-24,18.6534,19.0172,18.4715,18.827,3247675.0
2019-07-25,18.8105,19.0999,18.8105,19.0338,4112865.0
2019-07-26,19.0834,19.1247,18.9387,19.0751,2417057.0
2019-07-27,19.0834,19.1247,18.9387,19.0751,2417057.0
2019-07-28,19.0834,19.1247,18.9387,19.0751,2417057.0
2019-07-29,19.1247,19.2074,18.9263,19.1412,3263886.0
2019-07-30,18.9841,19.1082,18.8932,18.9759,2224973.0
2019-07-31,18.9593,19.1743,18.7774,18.9511,4601910.0
2019-08-01,18.9097,19.0007,18.2731,18.3971,3232291.0
2019-08-02,18.2317,18.2896,17.9671,18.0002,2705624.0
2019-08-03,18.2317,18.2896,17.9671,18.0002,2705624.0
2019-08-04,18.2317,18.2896,17.9671,18.0002,2705624.0
2019-08-05,17.7315,17.81,17.2974,17.4958,4245663.0
2019-08-06,17.5537,17.6281,17.2313,17.6033,3594513.0
2019-08-07,17.3387,17.5455,17.2065,17.4214,4390971.0
2019-08-08,17.5868,17.7522,17.5372,17.7522,2540497.0
2019-08-09,17.7687,17.7687,17.4049,17.5289,2520298.0
2019-08-10,17.7687,17.7687,17.4049,17.5289,2520298.0
2019-08-11,17.7687,17.7687,17.4049,17.5289,2520298.0
2019-08-12,17.4214,17.4628,17.1899,17.3139,1911619.0
2019-08-13,17.2395,17.6157,17.1286,17.2065,3005850.0
2019-08-14,16.9336,16.9915,16.3962,16.4375,3241497.0
2019-08-15,16.4044,16.4375,16.1729,16.1812,3108545.0
2019-08-16,16.2969,16.669,16.2391,16.6194,3717384.0
2019-08-17,16.2969,16.669,16.2391,16.6194,3717384.0
2019-08-18,16.2969,16.669,16.2391,16.6194,3717384.0
2019-08-19,16.8344,16.9915,16.76,16.9336,2754083.0
2019-08-20,16.8757,16.9584,16.7352,16.8178,3516949.0
2019-08-21,16.8923,17.0411,16.8509,17.008,2657009.0
2019-08-22,17.0576,17.1155,16.8344,16.8426,2405644.0
2019-08-23,16.7517,16.884,16.3879,16.421,3608811.0
2019-08-24,16.7517,16.884,16.3879,16.421,3608811.0
2019-08-25,16.7517,16.884,16.3879,16.421,3608811.0
2019-08-26,16.5863,16.6607,16.3631,16.5119,1770549.0
2019-08-27,16.6277,16.6277,16.3135,16.454,2334857.0
2019-08-28,16.3879,16.6318,16.2969,16.4623,2433604.0
2019-08-29,16.6359,16.7021,16.5284,16.5367,3472399.0
2019-08-30,16.725,16.8254,16.5744,16.6329,4206283.0
2019-08-31,16.725,16.8254,16.5744,16.6329,4206283.0
2019-09-01,16.725,16.8254,16.5744,16.6329,4206283.0
2019-09-02,16.725,16.8254,16.5744,16.6329,4206283.0
2019-09-03,16.4991,16.7291,16.407,16.6748,2804022.0
2019-09-04,16.8505,16.909,16.6622,16.8505,3693535.0
2019-09-05,16.9843,17.2521,16.8923,17.1015,2957919.0
2019-09-06,17.16,17.4612,17.1433,17.3441,2832723.0
2019-09-07,17.16,17.4612,17.1433,17.3441,2832723.0
2019-09-08,17.16,17.4612,17.1433,17.3441,2832723.0
2019-09-09,17.4612,17.7457,17.411,17.6286,2677056.0
2019-09-10,17.5867,18.2142,17.5616,18.0971,3819570.0
2019-09-11,17.9967,18.2686,17.4612,17.8043,5132722.0
2019-09-12,17.7457,17.7875,17.4947,17.662,3197461.0
2019-09-13,17.7708,17.913,17.5365,17.729,2980046.0
2019-09-14,17.7708,17.913,17.5365,17.729,2980046.0
2019-09-15,17.7708,17.913,17.5365,17.729,2980046.0
2019-09-16,17.6537,17.913,17.5867,17.913,2213324.0
2019-09-17,17.821,17.8545,17.5951,17.8043,3081651.0
2019-09-18,17.7959,17.9298,17.7039,17.9298,2947183.0
2019-09-19,17.9298,18.0218,17.7792,17.8377,3172223.0
2019-09-20,17.8796,17.9214,17.6327,17.7039,4220222.0
2019-09-21,17.8796,17.9214,17.6327,17.7039,4220222.0
2019-09-22,17.8796,17.9214,17.6327,17.7039,4220222.0
2019-09-23,17.6704,17.7792,17.5784,17.7541,1776445.0
2019-09-24,17.7624,17.98,17.6955,17.821,4912675.0
2019-09-25,17.821,17.8545,17.4361,17.57,2851207.0
2019-09-26,17.5533,17.6286,17.4236,17.5031,2442392.0
2019-09-27,17.5616,17.913,17.5365,17.913,4107411.0
2019-09-28,17.5616,17.913,17.5365,17.913,4107411.0
2019-09-29,17.5616,17.913,17.5365,17.913,4107411.0
2019-09-30,17.98,18.1766,17.9298,18.0385,3351863.0
2019-10-01,18.1557,18.2728,17.8043,17.8043,2679997.0
2019-10-02,17.6788,17.6871,17.1684,17.1684,3361106.0
2019-10-03,17.1684,17.1935,16.8505,17.1517,1936286.0
2019-10-04,17.2186,17.4445,17.1768,17.4445,2389433.0
2019-10-05,17.2186,17.4445,17.1768,17.4445,2389433.0
2019-10-06,17.2186,17.4445,17.1768,17.4445,2389433.0
2019-10-07,17.3441,17.7457,17.2688,17.662,6608349.0
2019-10-08,17.478,17.4947,16.9425,16.9592,7838709.0
2019-10-09,17.0011,17.0011,16.6246,16.817,4667879.0
2019-10-10,16.7919,17.1684,16.4907,16.5911,6010917.0
2019-10-11,16.7584,17.0847,16.7082,16.8003,3826402.0
2019-10-12,16.7584,17.0847,16.7082,16.8003,3826402.0
2019-10-13,16.7584,17.0847,16.7082,16.8003,3826402.0
2019-10-14,16.7333,17.1977,16.6664,17.0178,4486713.0
2019-10-15,17.0011,17.319,16.9174,17.3023,2190914.0
2019-10-16,17.2437,17.4529,17.16,17.4027,3894887.0
2019-10-17,17.5282,17.5282,17.2186,17.3776,3085642.0
2019-10-18,17.3106,17.3441,17.2102,17.2772,2101986.0
2019-10-19,17.3106,17.3441,17.2102,17.2772,2101986.0
2019-10-20,17.3106,17.3441,17.2102,17.2772,2101986.0
2019-10-21,17.3859,17.4445,17.206,17.4027,2875986.0
2019-10-22,17.3274,18.0887,17.1517,17.9883,4757232.0
2019-10-23,17.9298,18.0553,17.7959,17.9047,3101530.0
2019-10-24,17.9632,17.9925,17.5951,17.9716,2326966.0
2019-10-25,18.164,18.4108,18.1055,18.2812,2667125.0
2019-10-26,18.164,18.4108,18.1055,18.2812,2667125.0
2019-10-27,18.164,18.4108,18.1055,18.2812,2667125.0
2019-10-28,18.323,18.7999,18.2812,18.5489,2557278.0
2019-10-29,18.4903,18.666,18.3899,18.4401,2544128.0
2019-10-30,18.3983,18.5071,18.2937,18.4903,1852562.0
2019-10-31,18.3983,18.4067,18.0134,18.1975,2653244.0
2019-11-01,18.2895,18.4736,18.2059,18.3648,2444334.0
2019-11-02,18.2895,18.4736,18.2059,18.3648,2444334.0
2019-11-03,18.2895,18.4736,18.2059,18.3648,2444334.0
2019-11-04,18.3983,18.4903,18.2644,18.4401,2545197.0
2019-11-05,18.5405,18.8459,18.4945,18.7413,2538686.0
2019-11-06,18.7246,18.7999,18.5489,18.7079,4551532.0
2019-11-07,18.8334,19.1304,18.7915,18.9672,4200051.0
2019-11-08,18.9672,19.2182,18.8083,19.2182,2072234.0
2019-11-09,18.9672,19.2182,18.8083,19.2182,2072234.0
2019-11-10,18.9672,19.2182,18.8083,19.2182,2072234.0
2019-11-11,19.0258,19.0927,18.6995,18.8334,2674789.0
2019-11-12,18.7664,18.9505,18.6744,18.7832,1843404.0
2019-11-13,18.6828,18.7413,18.5071,18.5238,2285197.0
2019-11-14,18.4652,18.6874,18.4652,18.5991,1809480.0
2019-11-15,18.6493,18.6995,18.4067,18.6828,1690639.0
2019-11-16,18.6493,18.6995,18.4067,18.6828,1690639.0
2019-11-17,18.6493,18.6995,18.4067,18.6828,1690639.0
2019-11-18,18.6493,18.733,18.4527,18.7079,1755826.0
2019-11-19,18.7748,18.7999,18.6116,18.7497,1392767.0
2019-11-20,18.6326,18.7079,18.4318,18.5154,2145336.0
2019-11-21,18.5405,18.6577,18.3314,18.6158,2423014.0
2019-11-22,18.6911,18.7581,18.4234,18.482,3074329.0
2019-11-23,18.6911,18.7581,18.4234,18.482,3074329.0
2019-11-24,18.6911,18.7581,18.4234,18.482,3074329.0
2019-11-25,18.5405,18.6493,18.4569,18.6326,3408289.0
2019-11-26,18.666,18.7079,18.5573,18.666,3969921.0
2019-11-27,18.7246,18.9421,18.666,18.8417,1934451.0
2019-11-28,18.7246,18.9421,18.666,18.8417,1934451.0
2019-11-29,18.9643,19.0869,18.846,18.939,1818531.0
2019-11-30,18.9643,19.0869,18.846,18.939,1818531.0
2019-12-01,18.9643,19.0869,18.846,18.939,1818531.0
2019-12-02,18.939,19.0024,18.7445,18.7699,3249967.0
2019-12-03,18.5585,18.8544,18.364,18.8375,3873504.0
2019-12-04,18.846,19.0658,18.7022,18.7022,2955663.0
2019-12-05,18.7529,18.8586,18.6515,18.8375,3161612.0
2019-12-06,19.0151,19.0446,18.8333,19.0151,3151300.0
2019-12-07,19.0151,19.0446,18.8333,19.0151,3151300.0
2019-12-08,19.0151,19.0446,18.8333,19.0151,3151300.0
2019-12-09,18.9812,19.0827,18.9136,18.9305,2106965.0
2019-12-10,18.9136,19.1588,18.8333,18.9305,3003086.0
2019-12-11,19.0066,19.2941,18.9728,19.1841,2843614.0
2019-12-12,19.3025,19.5054,19.1757,19.497,2796967.0
2019-12-13,19.5477,19.6196,19.4124,19.4716,2953398.0
2019-12-14,19.5477,19.6196,19.4124,19.4716,2953398.0
2019-12-15,19.5477,19.6196,19.4124,19.4716,2953398.0
2019-12-16,19.5646,19.59,19.2983,19.3532,3608205.0
2019-12-17,19.3025,19.3659,19.0404,19.0658,4689328.0
2019-12-18,19.0658,19.1503,18.846,19.0235,4524698.0
2019-12-19,19.0489,19.311,18.9812,19.2687,3020053.0
2019-12-20,19.6238,19.721,19.311,19.4801,8212081.0
2019-12-21,19.6238,19.721,19.311,19.4801,8212081.0
2019-12-22,19.6238,19.721,19.311,19.4801,8212081.0
2019-12-23,19.5223,19.5519,19.3786,19.4716,1769265.0
2019-12-24,19.5308,19.5393,19.4071,19.4632,687910.0
2019-12-25,19.5308,19.5393,19.4071,19.4632,687910.0
2019-12-26,19.4632,19.5731,19.3997,19.5646,990948.0
2019-12-27,19.59,19.683,19.4801,19.497,1226087.0
2019-12-28,19.59,19.683,19.4801,19.497,1226087.0
2019-12-29,19.59,19.683,19.4801,19.497,1226087.0
2019-12-30,19.5646,19.59,19.4378,19.5139,1626843.0
2019-12-31,19.4885,19.5308,19.4293,19.5308,2139147.0
2020-01-01,19.4885,19.5308,19.4293,19.5308,2139147.0
2020-01-02,19.6745,19.7506,18.9263,19.2011,4513051.0
2020-01-03,18.9474,19.2602,18.9474,19.218,2301957.0
2020-01-04,18.9474,19.2602,18.9474,19.218,2301957.0
2020-01-05,18.9474,19.2602,18.9474,19.218,2301957.0
2020-01-06,19.0911,19.404,19.0404,19.3871,3322999.0
2020-01-07,19.3448,19.4632,19.2433,19.4293,2853385.0
2020-01-08,19.4632,19.5815,19.2941,19.4801,4438228.0
2020-01-09,19.5815,19.5815,19.3279,19.5815,3887184.0
2020-01-10,19.5646,19.7337,19.5308,19.5477,3725524.0
2020-01-11,19.5646,19.7337,19.5308,19.5477,3725524.0
2020-01-12,19.5646,19.7337,19.5308,19.5477,3725524.0
2020-01-13,19.5646,19.7844,19.4885,19.7506,2351826.0
2020-01-14,19.7084,20.017,19.6619,19.9789,3233583.0
2020-01-15,19.962,20.241,19.8775,20.1226,1634171.0
2020-01-16,20.1818,20.3256,20.0381,20.0719,3166951.0
2020-01-17,20.1396,20.4186,20.0973,20.4186,2718162.0
2020-01-18,20.1396,20.4186,20.0973,20.4186,2718162.0
2020-01-19,20.1396,20.4186,20.0973,20.4186,2718162.0
2020-01-20,20.1396,20.4186,20.0973,20.4186,2718162.0
2020-01-21,20.3256,20.3763,20.1311,20.334,2966519.0
2020-01-22,20.4017,20.4017,20.0043,20.0381,2765759.0
2020-01-23,19.9282,20.0127,19.6914,19.9028,2841024.0
2020-01-24,19.9958,19.9958,19.5942,19.7929,2247650.0
2020-01-25,19.9958,19.9958,19.5942,19.7929,2247650.0
2020-01-26,19.9958,19.9958,19.5942,19.7929,2247650.0
2020-01-27,19.5223,19.6492,19.4674,19.5815,2546458.0
2020-01-28,19.6745,19.7929,19.5393,19.6407,2202555.0
2020-01-29,19.6576,19.7253,19.4547,19.4632,2099243.0
2020-01-30,19.3194,19.6576,19.1588,19.6153,3846325.0
2020-01-31,19.6153,19.6661,19.1165,19.1926,4826812.0
2020-02-01,19.6153,19.6661,19.1165,19.1926,4826812.0
2020-02-02,19.6153,19.6661,19.1165,19.1926,4826812.0
2020-02-03,19.3025,19.4885,19.2053,19.2602,3338785.0
2020-02-04,19.4885,19.4885,19.2772,19.3363,4865055.0
2020-02-05,19.4801,20.0888,19.4463,19.8859,4273218.0
2020-02-06,20.0043,20.0888,19.6238,19.6238,2565348.0
2020-02-07,19.5223,19.5731,19.2518,19.4632,3589344.0
2020-02-08,19.5223,19.5731,19.2518,19.4632,3589344.0
2020-02-09,19.5223,19.5731,19.2518,19.4632,3589344.0
2020-02-10,19.4293,19.59,19.3871,19.5815,3113862.0
2020-02-11,19.6576,19.8267,19.4547,19.6576,3993194.0
2020-02-12,20.2917,21.2634,20.1142,21.1203,8906958.0
2020-02-13,21.1034,21.2176,20.9766,21.188,4346588.0
2020-02-14,21.2218,21.3063,20.6342,20.6891,2497899.0
2020-02-15,21.2218,21.3063,20.6342,20.6891,2497899.0
2020-02-16,21.2218,21.3063,20.6342,20.6891,2497899.0
2020-02-17,21.2218,21.3063,20.6342,20.6891,2497899.0
2020-02-18,20.6299,21.0865,20.5792,21.0189,4446667.0
2020-02-19,21.0865,21.2471,20.9428,21.1288,2794020.0
2020-02-20,21.0611,21.1372,20.8413,21.078,2027503.0
2020-02-21,20.9597,20.9597,20.4355,20.6384,4801439.0
2020-02-22,20.9597,20.9597,20.4355,20.6384,4801439.0
2020-02-23,20.9597,20.9597,20.4355,20.6384,4801439.0
2020-02-24,20.2495,20.4355,20.0635,20.2579,3228539.0
2020-02-25,20.3087,20.4101,19.3406,19.5731,5006883.0
2020-02-26,19.6661,20.1226,19.4293,19.4378,4952363.0
2020-02-27,19.0066,19.218,18.4232,18.4317,6834978.0
2020-02-28,17.8799,18.3761,17.5804,18.2734,7259416.0
2020-02-29,17.8799,18.3761,17.5804,18.2734,7259416.0
