,BSIG US Equity,BSIG US Equity,BSIG US Equity,BSIG US Equity,BSIG US Equity
2019-05-30,10.8675,11.0099,10.5448,10.5638,961360.0
2019-05-31,10.4119,10.4784,10.1794,10.1936,529576.0
2019-06-01,10.4119,10.4784,10.1794,10.1936,529576.0
2019-06-02,10.4119,10.4784,10.1794,10.1936,529576.0
2019-06-03,10.1462,11.5034,10.1272,10.5258,997642.0
2019-06-04,10.6207,10.7251,10.4689,10.5448,647354.0
2019-06-05,10.5448,10.5543,10.2885,10.3265,422792.0
2019-06-06,10.2885,10.3834,10.0797,10.355,451750.0
2019-06-07,10.3929,10.4973,10.279,10.4309,341823.0
2019-06-08,10.3929,10.4973,10.279,10.4309,341823.0
2019-06-09,10.3929,10.4973,10.279,10.4309,341823.0
2019-06-10,10.4973,10.6967,10.4973,10.5448,282004.0
2019-06-11,10.6112,10.731,10.4309,10.4784,355119.0
2019-06-12,10.4404,10.5828,10.4214,10.4784,366770.0
2019-06-13,10.5358,10.622,10.4784,10.5167,339942.0
2019-06-14,10.5358,10.5358,10.2868,10.2868,210720.0
2019-06-15,10.5358,10.5358,10.2868,10.2868,210720.0
2019-06-16,10.5358,10.5358,10.2868,10.2868,210720.0
2019-06-17,10.2772,10.3538,10.1814,10.2581,284968.0
2019-06-18,10.306,10.5454,10.2868,10.2964,169520.0
2019-06-19,10.306,10.5454,10.2198,10.5167,590929.0
2019-06-20,10.6699,10.7274,10.5454,10.5741,453646.0
2019-06-21,10.5358,10.567,10.4209,10.44,523543.0
2019-06-22,10.5358,10.567,10.4209,10.44,523543.0
2019-06-23,10.5358,10.567,10.4209,10.44,523543.0
2019-06-24,10.4113,10.4736,10.1144,10.373,615837.0
2019-06-25,10.373,10.4688,10.2964,10.4305,457189.0
2019-06-26,10.4305,10.5167,10.3634,10.5071,361712.0
2019-06-27,10.5358,10.6603,10.5358,10.6412,520824.0
2019-06-28,10.737,11.0099,10.737,10.9285,3203382.0
2019-06-29,10.737,11.0099,10.737,10.9285,3203382.0
2019-06-30,10.737,11.0099,10.737,10.9285,3203382.0
2019-07-01,11.1009,11.3236,11.1009,11.1967,399699.0
2019-07-02,11.1584,11.2254,11.0626,11.1871,268140.0
2019-07-03,11.2063,11.3595,11.0914,11.3404,168366.0
2019-07-04,11.2063,11.3595,11.0914,11.3404,168366.0
2019-07-05,11.3404,11.4697,11.2638,11.4553,278071.0
2019-07-06,11.3404,11.4697,11.2638,11.4553,278071.0
2019-07-07,11.3404,11.4697,11.2638,11.4553,278071.0
2019-07-08,11.3787,11.5511,11.3212,11.4266,567767.0
2019-07-09,11.3595,11.4649,11.168,11.4457,500587.0
2019-07-10,11.4074,11.4745,11.0961,11.1297,388486.0
2019-07-11,11.1297,11.1297,10.9189,11.0052,344360.0
2019-07-12,10.9668,11.1009,10.9381,11.053,272066.0
2019-07-13,10.9668,11.1009,10.9381,11.053,272066.0
2019-07-14,10.9668,11.1009,10.9381,11.053,272066.0
2019-07-15,11.0243,11.1105,10.8615,11.0818,352111.0
2019-07-16,11.1584,11.3883,10.9827,11.35,400628.0
2019-07-17,11.3116,11.3116,10.4496,10.622,615933.0
2019-07-18,10.555,10.8423,10.555,10.737,336739.0
2019-07-19,10.7753,10.9477,10.6603,10.6603,336077.0
2019-07-20,10.7753,10.9477,10.6603,10.6603,336077.0
2019-07-21,10.7753,10.9477,10.6603,10.6603,336077.0
2019-07-22,10.5933,10.7082,10.2772,10.4496,307217.0
2019-07-23,10.4592,10.6651,10.4113,10.5741,285591.0
2019-07-24,10.4784,10.804,10.4784,10.7274,310429.0
2019-07-25,10.7178,10.7465,10.4784,10.5262,277783.0
2019-07-26,10.5262,10.7657,10.44,10.6795,205767.0
2019-07-27,10.5262,10.7657,10.44,10.6795,205767.0
2019-07-28,10.5262,10.7657,10.44,10.6795,205767.0
2019-07-29,10.6316,10.6891,10.4017,10.44,266437.0
2019-07-30,10.3251,10.4688,10.2868,10.4592,185665.0
2019-07-31,10.4592,10.5358,10.2198,10.2485,359930.0
2019-08-01,10.191,10.3538,9.5206,9.5684,939505.0
2019-08-02,9.396,9.5014,9.1087,9.329,591266.0
2019-08-03,9.396,9.5014,9.1087,9.329,591266.0
2019-08-04,9.396,9.5014,9.1087,9.329,591266.0
2019-08-05,9.1279,9.3098,8.8214,8.9938,519510.0
2019-08-06,8.9842,9.0895,8.6633,8.8118,638993.0
2019-08-07,8.6873,8.6873,8.3903,8.534,504745.0
2019-08-08,8.6011,8.8214,8.5628,8.6202,311315.0
2019-08-09,8.6968,8.7064,8.4382,8.4478,516874.0
2019-08-10,8.6968,8.7064,8.4382,8.4478,516874.0
2019-08-11,8.6968,8.7064,8.4382,8.4478,516874.0
2019-08-12,8.352,8.4861,8.3041,8.4574,343553.0
2019-08-13,8.3808,8.6968,8.3712,8.5436,448813.0
2019-08-14,8.3329,8.3664,8.1605,8.1701,580645.0
2019-08-15,8.1892,8.2275,8.0455,8.0743,301260.0
2019-08-16,8.0934,8.3233,8.0934,8.2275,550088.0
2019-08-17,8.0934,8.3233,8.0934,8.2275,550088.0
2019-08-18,8.0934,8.3233,8.0934,8.2275,550088.0
2019-08-19,8.3425,8.467,8.2658,8.352,489889.0
2019-08-20,8.2754,8.4095,8.2084,8.3425,388956.0
2019-08-21,8.4095,8.9746,8.3999,8.898,417047.0
2019-08-22,8.9363,9.0704,8.8788,8.898,405580.0
2019-08-23,8.7639,8.965,8.4861,8.534,317250.0
2019-08-24,8.7639,8.965,8.4861,8.534,317250.0
2019-08-25,8.7639,8.965,8.4861,8.534,317250.0
2019-08-26,8.6106,8.7543,8.534,8.5723,434786.0
2019-08-27,8.6585,8.7064,8.3137,8.3903,466457.0
2019-08-28,8.3712,8.6633,8.2563,8.4766,380150.0
2019-08-29,8.5915,8.7639,8.5628,8.6777,570725.0
2019-08-30,8.7447,8.8357,8.6202,8.7064,610266.0
2019-08-31,8.7447,8.8357,8.6202,8.7064,610266.0
2019-09-01,8.7447,8.8357,8.6202,8.7064,610266.0
2019-09-02,8.7447,8.8357,8.6202,8.7064,610266.0
2019-09-03,8.649,8.7783,8.4861,8.6777,648212.0
2019-09-04,8.783,8.8693,8.6681,8.6777,418220.0
2019-09-05,8.8405,9.2428,8.783,9.0704,472443.0
2019-09-06,9.0991,9.2045,8.9363,8.9555,4058621.0
2019-09-07,9.0991,9.2045,8.9363,8.9555,4058621.0
2019-09-08,9.0991,9.2045,8.9363,8.9555,4058621.0
2019-09-09,9.08,10.0378,9.0273,9.7217,1051860.0
2019-09-10,9.7504,10.0761,9.6451,9.9037,618757.0
2019-09-11,9.9611,9.9803,9.578,9.7983,801637.0
2019-09-12,9.7209,10.0885,9.6629,10.0305,690390.0
2019-09-13,10.1272,10.3883,10.0595,10.1852,572234.0
2019-09-14,10.1272,10.3883,10.0595,10.1852,572234.0
2019-09-15,10.1272,10.3883,10.0595,10.1852,572234.0
2019-09-16,10.311,10.4174,10.1272,10.1949,764457.0
2019-09-17,10.0788,10.2046,9.9434,10.2046,660009.0
2019-09-18,10.1272,10.3303,10.0691,10.1949,935353.0
2019-09-19,10.1562,10.4754,10.1465,10.2142,1309552.0
2019-09-20,10.2046,10.427,9.9047,9.9047,4769615.0
2019-09-21,10.2046,10.427,9.9047,9.9047,4769615.0
2019-09-22,10.2046,10.427,9.9047,9.9047,4769615.0
2019-09-23,9.808,10.0595,9.6822,10.0208,1061154.0
2019-09-24,10.0595,10.132,9.9096,9.9434,1134491.0
2019-09-25,9.8854,10.0982,9.7596,9.8273,477169.0
2019-09-26,9.7209,9.7838,9.6339,9.6532,372550.0
2019-09-27,9.6436,9.8177,9.5758,9.6726,492567.0
2019-09-28,9.6436,9.8177,9.5758,9.6726,492567.0
2019-09-29,9.6436,9.8177,9.5758,9.6726,492567.0
2019-09-30,9.6532,9.6726,9.5033,9.5855,483421.0
2019-10-01,9.6726,9.7886,9.039,9.1793,701753.0
2019-10-02,9.0439,9.1406,8.9375,9.0342,721661.0
2019-10-03,8.9955,9.1793,8.8698,9.0439,1079132.0
2019-10-04,8.9665,9.2083,8.9471,9.1986,508532.0
2019-10-05,8.9665,9.2083,8.9471,9.1986,508532.0
2019-10-06,8.9665,9.2083,8.9471,9.1986,508532.0
2019-10-07,9.0825,9.2276,8.9761,9.1212,551142.0
2019-10-08,8.9665,9.0052,8.7537,8.773,704242.0
2019-10-09,8.8601,8.9278,8.7585,8.7827,732678.0
2019-10-10,8.8311,9.0439,8.7924,8.9665,1199773.0
2019-10-11,9.1889,9.305,9.0632,9.0729,672195.0
2019-10-12,9.1889,9.305,9.0632,9.0729,672195.0
2019-10-13,9.1889,9.305,9.0632,9.0729,672195.0
2019-10-14,8.9761,9.0825,8.9181,8.9665,513088.0
2019-10-15,9.0245,9.3147,8.9665,9.1406,873833.0
2019-10-16,9.1212,9.2373,9.1116,9.1696,480588.0
2019-10-17,9.2373,9.2857,9.1503,9.1696,181111.0
2019-10-18,9.1019,9.276,9.1019,9.2276,411967.0
2019-10-19,9.1019,9.276,9.1019,9.2276,411967.0
2019-10-20,9.1019,9.276,9.1019,9.2276,411967.0
2019-10-21,9.3921,9.5178,9.3079,9.3921,549671.0
2019-10-22,9.3727,9.4017,9.1599,9.1793,257917.0
2019-10-23,9.1116,9.276,9.0825,9.1696,258847.0
2019-10-24,9.1406,9.218,9.039,9.0729,653036.0
2019-10-25,9.0148,9.2276,9.0148,9.1406,496552.0
2019-10-26,9.0148,9.2276,9.0148,9.1406,496552.0
2019-10-27,9.0148,9.2276,9.0148,9.1406,496552.0
2019-10-28,9.1986,9.4114,9.1986,9.3727,445690.0
2019-10-29,9.4017,9.5178,9.3244,9.4791,471809.0
2019-10-30,9.4501,9.7886,9.4017,9.6919,605496.0
2019-10-31,9.6436,9.6436,9.3631,9.4985,646723.0
2019-11-01,9.5565,9.837,9.5565,9.7209,653524.0
2019-11-02,9.5565,9.837,9.5565,9.7209,653524.0
2019-11-03,9.5565,9.837,9.5565,9.7209,653524.0
2019-11-04,9.8273,10.1949,9.8273,10.1852,884697.0
2019-11-05,10.0498,10.0837,9.3147,9.7016,905899.0
2019-11-06,9.6436,9.8273,9.5565,9.6822,571774.0
2019-11-07,9.8273,9.9676,9.7258,9.7693,348152.0
2019-11-08,9.7306,9.8564,9.7016,9.8273,349886.0
2019-11-09,9.7306,9.8564,9.7016,9.8273,349886.0
2019-11-10,9.7306,9.8564,9.7016,9.8273,349886.0
2019-11-11,9.8273,9.8273,9.6242,9.6726,245688.0
2019-11-12,9.6436,9.7113,9.629,9.6726,278127.0
2019-11-13,9.5081,9.5517,9.1406,9.1599,449828.0
2019-11-14,9.0632,9.2373,9.0561,9.1599,536938.0
2019-11-15,9.2083,9.2373,9.0825,9.1696,848177.0
2019-11-16,9.2083,9.2373,9.0825,9.1696,848177.0
2019-11-17,9.2083,9.2373,9.0825,9.1696,848177.0
2019-11-18,9.1696,9.3824,9.1212,9.2953,593332.0
2019-11-19,9.3147,9.3921,9.1309,9.305,331373.0
2019-11-20,9.2083,9.276,9.0439,9.1793,835399.0
2019-11-21,9.1986,9.218,9.0342,9.1406,429762.0
2019-11-22,9.1696,9.3195,9.1648,9.2953,273851.0
2019-11-23,9.1696,9.3195,9.1648,9.2953,273851.0
2019-11-24,9.1696,9.3195,9.1648,9.2953,273851.0
2019-11-25,9.3534,9.4211,9.276,9.3921,298092.0
2019-11-26,9.3437,9.4211,9.1309,9.1599,426292.0
2019-11-27,9.2083,9.2953,9.0439,9.0922,421542.0
2019-11-28,9.2083,9.2953,9.0439,9.0922,421542.0
2019-11-29,9.1309,9.3534,9.1019,9.3147,655116.0
2019-11-30,9.1309,9.3534,9.1019,9.3147,655116.0
2019-12-01,9.1309,9.3534,9.1019,9.3147,655116.0
2019-12-02,9.3921,9.5081,9.3292,9.4114,1181171.0
2019-12-03,9.305,9.3534,9.1019,9.1116,674660.0
2019-12-04,9.1889,9.2663,9.1503,9.2373,272220.0
2019-12-05,9.3244,9.4308,9.2373,9.247,233325.0
2019-12-06,9.4211,9.6339,9.3824,9.5855,404969.0
2019-12-07,9.4211,9.6339,9.3824,9.5855,404969.0
2019-12-08,9.4211,9.6339,9.3824,9.5855,404969.0
2019-12-09,9.5081,9.8564,9.5081,9.7886,513671.0
2019-12-10,9.7209,10.0305,9.6726,9.9241,552440.0
2019-12-11,9.9337,10.0982,9.866,9.9724,537097.0
2019-12-12,10.0017,10.6366,10.0017,10.5389,733470.0
2019-12-13,10.451,10.5389,10.0115,10.0506,320666.0
2019-12-14,10.451,10.5389,10.0115,10.0506,320666.0
2019-12-15,10.451,10.5389,10.0115,10.0506,320666.0
2019-12-16,10.0408,10.2947,9.7478,9.7868,1362463.0
2019-12-17,9.8064,9.8406,9.6892,9.7868,430051.0
2019-12-18,9.8747,9.9675,9.8161,9.8259,510593.0
2019-12-19,9.9138,9.9334,9.8113,9.8552,520568.0
2019-12-20,9.9236,9.9724,9.821,9.9627,1393751.0
2019-12-21,9.9236,9.9724,9.821,9.9627,1393751.0
2019-12-22,9.9236,9.9724,9.821,9.9627,1393751.0
2019-12-23,9.992,10.0506,9.8259,9.865,300741.0
2019-12-24,9.904,9.9529,9.8454,9.8552,52106.0
2019-12-25,9.904,9.9529,9.8454,9.8552,52106.0
2019-12-26,9.9236,9.9627,9.8699,9.9529,126498.0
2019-12-27,10.0115,10.0213,9.8552,9.8747,234040.0
2019-12-28,10.0115,10.0213,9.8552,9.8747,234040.0
2019-12-29,10.0115,10.0213,9.8552,9.8747,234040.0
2019-12-30,9.9138,9.9138,9.8161,9.8357,285596.0
2019-12-31,10.324,10.4119,9.9529,9.9822,752258.0
2020-01-01,10.324,10.4119,9.9529,9.9822,752258.0
2020-01-02,9.572,9.7673,9.4841,9.6306,659862.0
2020-01-03,9.4157,9.5427,9.3082,9.3278,444771.0
2020-01-04,9.4157,9.5427,9.3082,9.3278,444771.0
2020-01-05,9.4157,9.5427,9.3082,9.3278,444771.0
2020-01-06,9.2106,9.3668,9.0641,9.2496,337261.0
2020-01-07,9.2301,9.4548,9.1227,9.3571,336619.0
2020-01-08,9.445,9.6306,9.4157,9.5524,406329.0
2020-01-09,9.6306,9.6794,9.5231,9.6599,244434.0
2020-01-10,9.6599,9.8064,9.6013,9.8064,343072.0
2020-01-11,9.6599,9.8064,9.6013,9.8064,343072.0
2020-01-12,9.6599,9.8064,9.6013,9.8064,343072.0
2020-01-13,9.7966,9.9431,9.7575,9.9431,343686.0
2020-01-14,9.8552,9.9236,9.7575,9.8259,278057.0
2020-01-15,9.7185,9.8747,9.7185,9.8357,299576.0
2020-01-16,9.9236,10.0115,9.8845,9.9822,323366.0
2020-01-17,10.0603,10.1189,9.904,9.9334,197214.0
2020-01-18,10.0603,10.1189,9.904,9.9334,197214.0
2020-01-19,10.0603,10.1189,9.904,9.9334,197214.0
2020-01-20,10.0603,10.1189,9.904,9.9334,197214.0
2020-01-21,9.7966,9.865,9.7009,9.7673,383896.0
2020-01-22,9.7966,9.8845,9.6696,9.7673,328531.0
2020-01-23,9.6501,9.7087,9.4645,9.4841,335414.0
2020-01-24,9.4841,9.5085,9.1715,9.2789,291417.0
2020-01-25,9.4841,9.5085,9.1715,9.2789,291417.0
2020-01-26,9.4841,9.5085,9.1715,9.2789,291417.0
2020-01-27,9.0836,9.1324,9.025,9.0543,269132.0
2020-01-28,9.0445,9.1715,9.0055,9.0543,349453.0
2020-01-29,9.0445,9.318,9.0445,9.2301,383252.0
2020-01-30,9.1324,9.2692,9.0445,9.2106,311205.0
2020-01-31,9.1324,9.2008,8.9469,8.9957,351540.0
2020-02-01,9.1324,9.2008,8.9469,8.9957,351540.0
2020-02-02,9.1324,9.2008,8.9469,8.9957,351540.0
2020-02-03,9.025,9.2985,8.9859,9.1715,435697.0
2020-02-04,9.3278,9.8064,9.3278,9.7087,460309.0
2020-02-05,9.8747,10.3045,9.8552,9.8943,604389.0
2020-02-06,10.0701,10.2068,9.8552,10.0701,347648.0
2020-02-07,10.0994,10.2166,9.6501,9.7185,273438.0
2020-02-08,10.0994,10.2166,9.6501,9.7185,273438.0
2020-02-09,10.0994,10.2166,9.6501,9.7185,273438.0
2020-02-10,9.6208,9.9138,9.6208,9.8454,392616.0
2020-02-11,9.9236,10.2166,9.8454,10.1189,231376.0
2020-02-12,10.1678,10.3143,9.8552,9.9822,408997.0
2020-02-13,9.9431,10.1873,9.7868,10.0603,270860.0
2020-02-14,9.992,10.2068,9.9627,10.0017,292883.0
2020-02-15,9.992,10.2068,9.9627,10.0017,292883.0
2020-02-16,9.992,10.2068,9.9627,10.0017,292883.0
2020-02-17,9.992,10.2068,9.9627,10.0017,292883.0
2020-02-18,10.0017,10.451,9.9334,10.3924,471668.0
2020-02-19,10.3924,10.4217,10.0896,10.2654,403083.0
2020-02-20,10.158,10.744,10.158,10.6464,334818.0
2020-02-21,10.6171,10.705,10.3924,10.6952,655219.0
2020-02-22,10.6171,10.705,10.3924,10.6952,655219.0
2020-02-23,10.6171,10.705,10.3924,10.6952,655219.0
2020-02-24,10.1775,10.4217,10.0799,10.3533,807757.0
2020-02-25,10.3533,10.6366,10.0213,10.0213,956086.0
2020-02-26,10.0506,10.0994,9.235,9.3375,557569.0
2020-02-27,9.0543,9.2789,8.771,9.0836,404455.0
2020-02-28,8.7906,9.152,8.605,9.1324,958021.0
2020-02-29,8.7906,9.152,8.605,9.1324,958021.0
2020-03-01,8.7906,9.152,8.605,9.1324,958021.0
2020-03-02,9.1617,9.1617,8.7369,8.9469,935501.0
2020-03-03,8.8785,9.0543,8.0873,8.1752,1425038.0
2020-03-04,8.3022,8.3413,7.9311,8.2338,563035.0
2020-03-05,7.9604,8.0483,7.3939,7.8724,912462.0
2020-03-06,7.4915,7.8627,7.2034,7.3059,489846.0
2020-03-07,7.4915,7.8627,7.2034,7.3059,489846.0
2020-03-08,7.4915,7.8627,7.2034,7.3059,489846.0
2020-03-09,6.6906,6.7492,5.792,6.2022,706901.0
2020-03-10,6.4757,6.5832,5.8555,6.5636,1136330.0
2020-03-11,6.3194,6.6515,5.8897,6.4757,806981.0
2020-03-12,6.0493,6.1881,5.8113,5.9204,777779.0
