,HES US Equity,HES US Equity,HES US Equity,HES US Equity,HES US Equity
2022-05-04,106.5721,108.9689,104.434,108.8468,1961976.0
2022-05-05,109.7841,109.8622,103.537,106.9724,1795661.0
2022-05-06,108.9933,114.5484,106.1523,114.4703,3301976.0
2022-05-07,108.9933,114.5484,106.1523,114.4703,3301976.0
2022-05-08,108.9933,114.5484,106.1523,114.4703,3301976.0
2022-05-09,111.8538,112.5665,103.2869,104.1997,5186008.0
2022-05-10,105.4005,107.8022,100.1871,103.2625,2839865.0
2022-05-11,105.2834,110.1795,104.971,107.0895,3484276.0
2022-05-12,106.7576,106.8357,102.4424,105.8203,2138212.0
2022-05-13,108.3685,112.0393,107.9389,111.5609,2148459.0
2022-05-14,108.3685,112.0393,107.9389,111.5609,2148459.0
2022-05-15,108.3685,112.0393,107.9389,111.5609,2148459.0
2022-05-16,112.0198,116.0372,111.7855,114.1969,2200363.0
2022-05-17,115.2025,116.3545,114.1969,115.5637,1757988.0
2022-05-18,115.8176,116.5955,109.2862,111.4828,1983104.0
2022-05-19,108.7395,113.084,108.7395,110.7409,1854120.0
2022-05-20,111.8734,113.7869,107.8413,110.653,1732345.0
2022-05-21,111.8734,113.7869,107.8413,110.653,1732345.0
2022-05-22,111.8734,113.7869,107.8413,110.653,1732345.0
2022-05-23,111.4438,114.4312,109.4131,114.1969,2045133.0
2022-05-24,112.9473,115.4661,111.3754,114.9389,1946833.0
2022-05-25,114.441,116.8524,114.441,116.4424,1768658.0
2022-05-26,117.2039,118.8831,115.9083,117.8092,1696285.0
2022-05-27,117.243,120.4452,116.3155,120.3573,1806789.0
2022-05-28,117.243,120.4452,116.3155,120.3573,1806789.0
2022-05-29,117.243,120.4452,116.3155,120.3573,1806789.0
2022-05-30,117.243,120.4452,116.3155,120.3573,1806789.0
2022-05-31,123.9696,126.3322,119.8204,120.1523,4275706.0
2022-06-01,121.9585,124.7799,120.6697,124.4285,3282115.0
2022-06-02,122.6809,124.9264,121.9877,123.2569,1618738.0
2022-06-03,123.2764,125.3901,122.9445,124.858,1245429.0
2022-06-04,123.2764,125.3901,122.9445,124.858,1245429.0
2022-06-05,123.2764,125.3901,122.9445,124.858,1245429.0
2022-06-06,125.7074,126.547,123.0421,123.6084,1422887.0
2022-06-07,123.0617,126.3615,123.0617,126.0296,1645810.0
2022-06-08,126.2932,128.319,125.1314,126.5666,1605744.0
2022-06-09,125.805,126.6251,123.3741,123.8525,1298676.0
2022-06-10,122.5833,126.3069,121.2067,124.6921,3044913.0
2022-06-11,122.5833,126.3069,121.2067,124.6921,3044913.0
2022-06-12,122.5833,126.3069,121.2067,124.6921,3044913.0
2022-06-13,120.3476,121.3629,115.6418,118.6586,2642442.0
2022-06-14,121.5426,123.2368,115.5198,117.5862,2699279.0
2022-06-15,117.1259,117.5176,112.8855,114.7364,2910469.0
2022-06-16,111.5144,112.1608,105.3252,106.4612,3482584.0
2022-06-17,104.9922,106.6473,98.519,100.742,7278157.0
2022-06-18,104.9922,106.6473,98.519,100.742,7278157.0
2022-06-19,104.9922,106.6473,98.519,100.742,7278157.0
2022-06-20,104.9922,106.6473,98.519,100.742,7278157.0
2022-06-21,104.0815,106.4024,102.8475,105.5113,3282210.0
2022-06-22,99.0674,102.3579,98.2839,101.2023,3765023.0
2022-06-23,102.3089,102.5733,96.0805,97.3046,2428043.0
2022-06-24,99.0086,101.8192,97.4074,99.5864,6554663.0
2022-06-25,99.0086,101.8192,97.4074,99.5864,6554663.0
2022-06-26,99.0086,101.8192,97.4074,99.5864,6554663.0
2022-06-27,101.1533,105.1881,100.4923,104.7474,3141144.0
2022-06-28,107.9693,110.7408,107.2397,110.5841,3543091.0
2022-06-29,112.3762,112.9247,106.422,107.0684,2686488.0
2022-06-30,104.5711,107.1271,102.8083,103.7485,2810236.0
2022-07-01,105.1195,105.6679,99.4199,103.2099,1495993.0
2022-07-02,105.1195,105.6679,99.4199,103.2099,1495993.0
2022-07-03,105.1195,105.6679,99.4199,103.2099,1495993.0
2022-07-04,105.1195,105.6679,99.4199,103.2099,1495993.0
2022-07-05,100.6734,100.7322,94.1022,96.1588,2824940.0
2022-07-06,94.7094,97.1675,90.376,93.5734,3902119.0
2022-07-07,96.8345,99.1947,95.3851,97.8432,1937168.0
2022-07-08,99.2143,99.2828,95.8258,98.1076,1307379.0
2022-07-09,99.2143,99.2828,95.8258,98.1076,1307379.0
2022-07-10,99.2143,99.2828,95.8258,98.1076,1307379.0
2022-07-11,96.8443,98.0587,95.2774,96.3645,1493546.0
2022-07-12,92.2905,93.4657,89.8422,92.6235,1967538.0
2022-07-13,91.3504,95.8356,91.3504,93.9456,1751160.0
2022-07-14,90.0185,92.3395,88.4712,92.2416,2224099.0
2022-07-15,94.6507,94.6507,92.0555,93.2405,1368642.0
2022-07-16,94.6507,94.6507,92.0555,93.2405,1368642.0
2022-07-17,94.6507,94.6507,92.0555,93.2405,1368642.0
2022-07-18,96.1098,99.5032,95.5418,97.7257,2235879.0
2022-07-19,97.2948,102.2306,97.2458,101.9368,1697080.0
2022-07-20,100.6636,103.298,100.0859,102.7496,1454890.0
2022-07-21,98.9107,101.2463,97.5298,101.2219,1953634.0
2022-07-22,101.2317,102.4362,98.5875,99.2926,1367734.0
2022-07-23,101.2317,102.4362,98.5875,99.2926,1367734.0
2022-07-24,101.2317,102.4362,98.5875,99.2926,1367734.0
2022-07-25,100.8693,104.3361,99.6256,104.1206,1327800.0
2022-07-26,105.4035,106.2849,101.7213,103.063,1925809.0
2022-07-27,103.014,105.1097,97.2263,104.4634,3392485.0
2022-07-28,105.8246,107.6358,103.9933,106.9215,2121921.0
2022-07-29,109.3306,111.2598,107.1663,110.1434,2056835.0
2022-07-30,109.3306,111.2598,107.1663,110.1434,2056835.0
2022-07-31,109.3306,111.2598,107.1663,110.1434,2056835.0
2022-08-01,107.9106,107.9106,104.9335,106.4906,1696113.0
2022-08-02,106.6962,107.9693,105.0901,107.3426,1270934.0
2022-08-03,108.6744,108.6744,102.397,103.4743,1754681.0
2022-08-04,102.9748,103.6995,97.5396,97.7943,2696268.0
2022-08-05,96.384,102.113,96.2372,100.7616,1539851.0
2022-08-06,96.384,102.113,96.2372,100.7616,1539851.0
2022-08-07,96.384,102.113,96.2372,100.7616,1539851.0
2022-08-08,100.7322,102.5048,100.5363,101.8388,1498274.0
2022-08-09,103.6408,105.8736,103.1315,104.3752,1328186.0
2022-08-10,104.15,105.9911,102.5341,105.3644,1072274.0
2022-08-11,108.1848,111.1423,107.2348,109.8202,1522817.0
2022-08-12,109.1837,111.7005,108.1946,111.3675,1095243.0
2022-08-13,109.1837,111.7005,108.1946,111.3675,1095243.0
2022-08-14,109.1837,111.7005,108.1946,111.3675,1095243.0
2022-08-15,107.0488,109.6586,104.6886,109.1543,1123114.0
2022-08-16,110.163,111.0738,107.2642,108.5863,1028613.0
2022-08-17,108.7528,110.5498,107.7245,110.4176,1241090.0
2022-08-18,112.3958,115.1085,112.2391,114.4818,1306844.0
2022-08-19,114.0509,115.1183,113.0814,114.2173,1121232.0
2022-08-20,114.0509,115.1183,113.0814,114.2173,1121232.0
2022-08-21,114.0509,115.1183,113.0814,114.2173,1121232.0
2022-08-22,112.9149,114.5993,110.7457,113.8256,1067741.0
2022-08-23,116.3425,119.3196,115.8724,117.6547,1067640.0
2022-08-24,117.8016,120.8669,117.3414,120.5829,1118359.0
2022-08-25,121.6699,122.091,120.4947,122.0714,997219.0
2022-08-26,122.0519,123.9321,120.2597,122.0225,1137501.0
2022-08-27,122.0519,123.9321,120.2597,122.0225,1137501.0
2022-08-28,122.0519,123.9321,120.2597,122.0225,1137501.0
2022-08-29,121.6308,126.4098,121.3174,123.9909,1748533.0
2022-08-30,121.621,122.0519,118.2325,119.5938,1497435.0
2022-08-31,116.646,121.004,115.7255,118.2815,2093388.0
2022-09-01,115.8626,116.3718,113.1989,114.0411,1460013.0
2022-09-02,117.5176,119.2608,116.2543,118.4088,1860145.0
2022-09-03,117.5176,119.2608,116.2543,118.4088,1860145.0
2022-09-04,117.5176,119.2608,116.2543,118.4088,1860145.0
2022-09-05,117.5176,119.2608,116.2543,118.4088,1860145.0
2022-09-06,119.2902,120.0394,116.0487,116.9692,1400483.0
2022-09-07,114.0215,116.362,113.1107,115.5198,2047253.0
2022-09-08,116.2837,116.5677,113.855,115.6569,2191603.0
2022-09-09,118.1542,120.5339,117.3903,119.9365,1468678.0
2022-09-10,118.1542,120.5339,117.3903,119.9365,1468678.0
2022-09-11,118.1542,120.5339,117.3903,119.9365,1468678.0
2022-09-12,122.0127,125.1955,121.3076,124.2945,2047026.0
2022-09-13,122.8549,125.597,120.5731,121.1411,1788816.0
2022-09-14,122.9332,127.5752,122.1596,125.4403,2677948.0
2022-09-15,122.6101,123.6873,119.8484,122.3652,2470963.0
2022-09-16,121.0244,121.545,117.2133,119.4823,4050824.0
2022-09-17,121.0244,121.545,117.2133,119.4823,4050824.0
2022-09-18,121.0244,121.545,117.2133,119.4823,4050824.0
2022-09-19,115.622,119.109,114.9246,118.1366,2209106.0
2022-09-20,117.3704,117.8812,115.3175,117.1936,1910056.0
2022-09-21,119.8457,120.4252,114.7772,114.846,1333547.0
2022-09-22,116.9284,117.7928,112.2921,112.3707,1956771.0
2022-09-23,107.1254,107.5773,100.9274,102.7445,2945295.0
2022-09-24,107.1254,107.5773,100.9274,102.7445,2945295.0
2022-09-25,107.1254,107.5773,100.9274,102.7445,2945295.0
2022-09-26,101.8998,102.8379,98.5601,98.953,2317840.0
2022-09-27,101.3006,101.7819,98.7074,99.2968,1983041.0
2022-09-28,100.1907,106.3986,99.8174,106.3789,2301493.0
2022-09-29,105.4949,107.98,103.4298,107.204,2661634.0
2022-09-30,106.0744,108.255,104.768,107.0567,2466348.0
2022-10-01,106.0744,108.255,104.768,107.0567,2466348.0
2022-10-02,106.0744,108.255,104.768,107.0567,2466348.0
2022-10-03,111.3884,115.455,111.3884,114.7281,2409335.0
2022-10-04,117.1248,122.0018,116.7319,121.8888,2543335.0
2022-10-05,122.1246,126.0241,120.0962,124.6588,2287388.0
2022-10-06,123.3033,128.4503,123.3033,128.0672,3010056.0
2022-10-07,128.0869,129.4915,125.2482,125.9259,3077418.0
2022-10-08,128.0869,129.4915,125.2482,125.9259,3077418.0
2022-10-09,128.0869,129.4915,125.2482,125.9259,3077418.0
2022-10-10,126.1715,128.47,123.2738,124.5311,1848659.0
2022-10-11,122.0067,124.5311,120.9016,121.9576,1786048.0
2022-10-12,120.661,124.148,119.6935,123.4211,1313091.0
2022-10-13,121.4763,128.0967,120.7396,126.8099,2192975.0
2022-10-14,125.3464,127.3698,120.2779,120.4154,1518745.0
2022-10-15,125.3464,127.3698,120.2779,120.4154,1518745.0
2022-10-16,125.3464,127.3698,120.2779,120.4154,1518745.0
2022-10-17,122.596,125.091,122.3014,122.6943,1685204.0
2022-10-18,123.9909,126.1224,121.5548,123.6274,1164201.0
2022-10-19,123.6864,128.0574,123.3426,126.7117,1988121.0
2022-10-20,127.9395,130.9453,126.7805,127.8413,2180147.0
2022-10-21,128.1065,133.3125,127.7529,133.175,2251717.0
2022-10-22,128.1065,133.3125,127.7529,133.175,2251717.0
2022-10-23,128.1065,133.3125,127.7529,133.175,2251717.0
2022-10-24,133.3911,135.5521,132.1927,133.8429,1714304.0
2022-10-25,133.8331,135.5423,131.5444,133.342,2185256.0
2022-10-26,136.3674,142.7324,131.8981,139.766,3464041.0
2022-10-27,141.5832,144.9032,138.3613,139.2356,3137420.0
2022-10-28,140.8759,141.534,134.7228,137.9783,2600265.0
2022-10-29,140.8759,141.534,134.7228,137.9783,2600265.0
2022-10-30,140.8759,141.534,134.7228,137.9783,2600265.0
2022-10-31,136.5442,140.9054,136.4459,138.5774,1837399.0
2022-11-01,141.534,142.4156,139.766,140.7581,2338495.0
2022-11-02,139.4811,141.259,136.7504,137.9095,2162735.0
2022-11-03,136.4852,142.1038,135.9843,139.5793,3150435.0
2022-11-04,142.5065,144.3531,139.5499,143.9308,2869751.0
2022-11-05,142.5065,144.3531,139.5499,143.9308,2869751.0
2022-11-06,142.5065,144.3531,139.5499,143.9308,2869751.0
2022-11-07,144.4121,146.1212,143.1744,146.1016,1943057.0
2022-11-08,144.9818,146.7695,143.0467,145.6595,1559542.0
2022-11-09,142.6538,143.1106,134.8056,135.2672,2204071.0
2022-11-10,138.2336,138.489,135.0757,137.3594,2513166.0
2022-11-11,140.5125,143.9406,139.0195,142.9976,2308359.0
2022-11-12,140.5125,143.9406,139.0195,142.9976,2308359.0
2022-11-13,140.5125,143.9406,139.0195,142.9976,2308359.0
2022-11-14,142.1332,145.2863,141.593,142.9289,1659379.0
2022-11-15,144.2647,147.1722,142.978,146.7891,1866141.0
2022-11-16,145.0211,146.74,142.7913,144.0977,1686603.0
2022-11-17,142.0448,144.2647,141.0134,144.0683,1583627.0
2022-11-18,140.0115,142.0645,136.9174,141.4358,2114982.0
2022-11-19,140.0115,142.0645,136.9174,141.4358,2114982.0
2022-11-20,140.0115,142.0645,136.9174,141.4358,2114982.0
2022-11-21,137.2514,139.1373,132.0159,138.4203,2618030.0
2022-11-22,141.4849,146.5239,140.3062,145.4827,2115150.0
2022-11-23,143.1941,144.8639,139.0587,142.3297,1594159.0
2022-11-24,143.1941,144.8639,139.0587,142.3297,1594159.0
2022-11-25,142.9092,143.6066,141.5338,142.1922,642976.0
2022-11-26,142.9092,143.6066,141.5338,142.1922,642976.0
2022-11-27,142.9092,143.6066,141.5338,142.1922,642976.0
2022-11-28,137.4773,140.1982,136.2642,137.0451,2391647.0
2022-11-29,138.5185,140.4536,137.7032,139.4615,1679959.0
2022-11-30,142.1529,142.868,138.5332,141.3572,2801094.0
2022-12-01,143.145,144.5103,140.704,140.8268,1459324.0
2022-12-02,140.2473,142.0252,139.4811,141.4653,1632274.0
2022-12-03,140.2473,142.0252,139.4811,141.4653,1632274.0
2022-12-04,140.2473,142.0252,139.4811,141.4653,1632274.0
2022-12-05,143.7147,144.913,137.6025,138.0961,2396953.0
2022-12-06,136.9371,138.9802,132.0307,133.2045,1756849.0
2022-12-07,133.4893,134.2899,131.2596,132.3794,1525192.0
2022-12-08,136.0334,136.3674,130.3068,131.073,2136498.0
2022-12-09,131.3676,132.291,126.7215,127.026,2069607.0
2022-12-10,131.3676,132.291,126.7215,127.026,2069607.0
2022-12-11,131.3676,132.291,126.7215,127.026,2069607.0
2022-12-12,128.1262,132.1878,127.8806,131.7802,1387481.0
2022-12-13,135.336,136.9665,133.6563,134.7368,1621748.0
2022-12-14,135.886,136.8683,131.7802,133.7447,1300499.0
2022-12-15,132.0454,133.1161,130.4689,132.2811,1478724.0
2022-12-16,129.538,131.8872,128.3067,131.0155,3025574.0
2022-12-17,129.538,131.8872,128.3067,131.0155,3025574.0
2022-12-18,129.538,131.8872,128.3067,131.0155,3025574.0
2022-12-19,132.6506,133.9015,130.6658,131.6262,1102954.0
2022-12-20,131.4489,134.8865,131.2026,133.9705,1125754.0
2022-12-21,136.7679,138.6493,134.9653,138.1863,1177227.0
2022-12-22,138.0583,138.0878,130.3457,133.2711,1009381.0
2022-12-23,135.0244,139.5949,134.4728,139.5555,1162940.0
2022-12-24,135.0244,139.5949,134.4728,139.5555,1162940.0
2022-12-25,135.0244,139.5949,134.4728,139.5555,1162940.0
2022-12-26,135.0244,139.5949,134.4728,139.5555,1162940.0
2022-12-27,140.6981,142.3061,139.6146,141.2595,952797.0
2022-12-28,140.6193,140.6784,135.9208,136.561,937779.0
2022-12-29,135.97,139.851,135.3643,138.7478,743445.0
2022-12-30,138.0287,139.9889,137.3293,139.6934,846175.0
2022-12-31,138.0287,139.9889,137.3293,139.6934,846175.0
2023-01-01,138.0287,139.9889,137.3293,139.6934,846175.0
2023-01-02,138.0287,139.9889,137.3293,139.6934,846175.0
2023-01-03,137.94,139.3289,130.4343,132.5028,1556999.0
2023-01-04,129.1834,134.8668,128.6318,134.5221,1342734.0
2023-01-05,134.1379,139.4323,134.0985,138.669,1658975.0
2023-01-06,141.3974,143.2324,139.8707,141.5452,1559811.0
2023-01-07,141.3974,143.2324,139.8707,141.5452,1559811.0
2023-01-08,141.3974,143.2324,139.8707,141.5452,1559811.0
2023-01-09,144.4805,145.1404,141.427,142.0574,1818500.0
2023-01-10,142.4415,143.4216,140.0233,141.4664,1359240.0
2023-01-11,143.0227,143.7811,140.5011,143.0719,1293231.0
2023-01-12,144.904,151.0849,144.5297,148.4697,2535927.0
2023-01-13,148.5879,150.9027,147.268,149.9276,1776371.0
2023-01-14,148.5879,150.9027,147.268,149.9276,1776371.0
2023-01-15,148.5879,150.9027,147.268,149.9276,1776371.0
2023-01-16,148.5879,150.9027,147.268,149.9276,1776371.0
2023-01-17,149.4548,150.6171,147.8295,149.376,1176817.0
2023-01-18,150.9027,154.626,148.3614,148.4993,1776919.0
2023-01-19,147.3961,151.9567,146.6278,151.5233,1202416.0
2023-01-20,151.9567,153.0007,149.9396,152.4787,1668541.0
2023-01-21,151.9567,153.0007,149.9396,152.4787,1668541.0
2023-01-22,151.9567,153.0007,149.9396,152.4787,1668541.0
2023-01-23,153.5425,154.5472,151.8434,152.8333,1677636.0
2023-01-24,151.7892,153.119,148.8588,151.5725,1643685.0
2023-01-25,152.6363,155.5224,149.3267,155.5224,2324222.0
2023-01-26,157.059,158.1129,153.1781,158.0341,1503050.0
2023-01-27,157.1181,157.5687,153.3455,153.907,1921588.0
2023-01-28,157.1181,157.5687,153.3455,153.907,1921588.0
2023-01-29,157.1181,157.5687,153.3455,153.907,1921588.0
2023-01-30,152.0946,152.6757,149.2282,149.4942,1588502.0
2023-01-31,149.3464,150.5974,147.3567,147.9083,2708783.0
2023-02-01,147.0021,147.3222,138.472,142.0771,3311562.0
2023-02-02,141.3088,141.4664,135.1722,136.6989,3473339.0
2023-02-03,137.1914,140.6094,135.379,135.5071,1854328.0
2023-02-04,137.1914,140.6094,135.379,135.5071,1854328.0
2023-02-05,137.1914,140.6094,135.379,135.5071,1854328.0
2023-02-06,135.6056,136.9944,133.3696,135.2411,1846949.0
2023-02-07,136.2951,141.624,134.6107,141.1216,1646518.0
2023-02-08,140.3632,141.6437,138.6148,140.5897,1393574.0
2023-02-09,140.2745,140.8754,137.8415,138.5311,1024906.0
2023-02-10,141.1315,144.6381,141.1315,144.3918,1496016.0
2023-02-11,141.1315,144.6381,141.1315,144.3918,1496016.0
2023-02-12,141.1315,144.6381,141.1315,144.3918,1496016.0
2023-02-13,142.8257,145.5246,141.8801,144.8154,1474685.0
2023-02-14,143.1507,145.9809,142.4317,145.7708,1073694.0
2023-02-15,142.9734,144.5987,140.5109,143.8205,1882636.0
2023-02-16,143.4955,144.5297,141.4664,141.6043,1300902.0
2023-02-17,138.3636,138.8512,133.015,133.4878,2633018.0
2023-02-18,138.3636,138.8512,133.015,133.4878,2633018.0
2023-02-19,138.3636,138.8512,133.015,133.4878,2633018.0
2023-02-20,138.3636,138.8512,133.015,133.4878,2633018.0
2023-02-21,131.8133,134.0394,131.0844,133.8326,1940698.0
2023-02-22,133.6159,135.0737,131.5277,132.6112,2029623.0
2023-02-23,135.7041,136.3443,131.5861,133.7636,1332217.0
2023-02-24,132.1187,137.0141,131.6803,136.8664,1825619.0
2023-02-25,132.1187,137.0141,131.6803,136.8664,1825619.0
2023-02-26,132.1187,137.0141,131.6803,136.8664,1825619.0
2023-02-27,136.8762,137.9893,135.0638,136.7974,1300940.0
2023-02-28,138.0977,138.8364,132.5521,132.6801,1847819.0
2023-03-01,133.2613,137.1323,132.3255,135.7927,1386335.0
2023-03-02,135.4283,138.472,134.8274,138.1469,1199151.0
2023-03-03,135.448,139.5456,134.9456,139.0433,1173061.0
2023-03-04,135.448,139.5456,134.9456,139.0433,1173061.0
2023-03-05,135.448,139.5456,134.9456,139.0433,1173061.0
2023-03-06,137.9006,139.9928,136.4428,139.4274,1316961.0
2023-03-07,138.5409,138.7675,133.9803,134.8274,2000683.0
2023-03-08,134.3546,136.5709,132.2566,133.8227,1607106.0
2023-03-09,134.3743,135.9602,131.2125,131.8724,1316264.0
2023-03-10,131.534,132.9422,127.3636,128.1048,1622605.0
2023-03-11,131.534,132.9422,127.3636,128.1048,1622605.0
2023-03-12,131.534,132.9422,127.3636,128.1048,1622605.0
2023-03-13,124.2704,125.5008,121.4046,123.3613,2807804.0
2023-03-14,123.9542,127.3043,121.3354,123.4107,2087331.0
2023-03-15,117.5208,118.9636,112.7476,115.4258,2850901.0
2023-03-16,113.5481,119.5961,112.4808,119.3688,3341192.0
2023-03-17,119.3392,120.273,115.6234,116.9378,5028851.0
2023-03-18,119.3392,120.273,115.6234,116.9378,5028851.0
2023-03-19,119.3392,120.273,115.6234,116.9378,5028851.0
2023-03-20,117.4121,121.7307,116.9921,120.3274,2049783.0
2023-03-21,123.4305,125.4464,122.9265,124.6064,1656897.0
2023-03-22,125.0907,125.7429,122.0963,122.205,1931756.0
2023-03-23,122.8474,124.1716,118.0643,119.1415,1442559.0
2023-03-24,116.414,121.6417,115.9396,121.0488,2066566.0
2023-03-25,116.414,121.6417,115.9396,121.0488,2066566.0
2023-03-26,116.414,121.6417,115.9396,121.0488,2066566.0
2023-03-27,123.1636,126.9337,121.2712,125.3674,2124718.0
2023-03-28,124.7349,128.3024,124.7349,128.0752,1606573.0
2023-03-29,129.2363,131.4549,128.51,131.4351,1751170.0
2023-03-30,132.878,132.9076,129.686,130.9114,1166328.0
2023-03-31,131.6723,131.8107,129.8342,130.7829,1364059.0
2023-04-01,131.6723,131.8107,129.8342,130.7829,1364059.0
2023-04-02,131.6723,131.8107,129.8342,130.7829,1364059.0
2023-04-03,137.6709,142.5034,137.6709,141.8215,3162845.0
2023-04-04,142.197,142.197,137.1867,139.262,1697725.0
2023-04-05,139.8351,140.5862,137.2756,140.5368,1348723.0
2023-04-06,139.3509,140.2798,138.3528,139.2224,1463583.0
2023-04-07,139.3509,140.2798,138.3528,139.2224,1463583.0
2023-04-08,139.3509,140.2798,138.3528,139.2224,1463583.0
2023-04-09,139.3509,140.2798,138.3528,139.2224,1463583.0
2023-04-10,140.8333,143.2841,139.8845,140.6554,1536587.0
2023-04-11,141.7424,143.8276,140.5763,143.0963,1427572.0
2023-04-12,143.2841,145.893,142.701,144.4502,1683420.0
2023-04-13,144.2031,146.822,143.462,145.5175,1270127.0
2023-04-14,146.7034,148.4229,145.5768,147.1777,1551660.0
2023-04-15,146.7034,148.4229,145.5768,147.1777,1551660.0
2023-04-16,146.7034,148.4229,145.5768,147.1777,1551660.0
2023-04-17,146.9405,147.1876,143.4125,143.9363,1159451.0
2023-04-18,143.4027,144.3415,142.6516,144.0845,863034.0
2023-04-19,142.3551,143.2841,140.2996,143.2347,1681117.0
2023-04-20,141.5744,142.4638,140.3885,142.2958,1123016.0
2023-04-21,142.7702,143.3434,141.0507,142.1476,1199925.0
2023-04-22,142.7702,143.3434,141.0507,142.1476,1199925.0
2023-04-23,142.7702,143.3434,141.0507,142.1476,1199925.0
2023-04-24,142.1476,144.8356,141.9104,144.0154,1178646.0
2023-04-25,142.0191,142.9975,139.4596,139.509,1810353.0
2023-04-26,138.5208,144.2031,138.3726,141.2681,2426535.0
2023-04-27,141.1297,142.1921,137.5227,139.8154,1492608.0
2023-04-28,139.4794,144.6478,139.2916,143.3533,1147414.0
2023-04-29,139.4794,144.6478,139.2916,143.3533,1147414.0
2023-04-30,139.4794,144.6478,139.2916,143.3533,1147414.0
2023-05-01,141.5448,143.546,140.4478,141.6238,1096170.0
2023-05-02,139.845,139.845,134.054,135.4671,1613951.0
2023-05-03,133.293,136.0798,132.2554,133.718,2583526.0
2023-05-04,134.0836,135.9415,128.7967,129.3994,2768335.0
2023-05-05,133.8464,136.1391,132.5914,134.6963,1487486.0
2023-05-06,133.8464,136.1391,132.5914,134.6963,1487486.0
2023-05-07,133.8464,136.1391,132.5914,134.6963,1487486.0
2023-05-08,137.7203,139.005,135.1509,135.2695,1125121.0
2023-05-09,133.797,135.9316,133.1547,134.558,1013806.0
2023-05-10,135.2991,135.35,131.2276,133.6488,1299936.0
2023-05-11,131.613,132.5815,129.3401,130.9707,1577506.0
2023-05-12,132.3048,132.7594,130.0813,131.2276,1442242.0
2023-05-13,132.3048,132.7594,130.0813,131.2276,1442242.0
2023-05-14,132.3048,132.7594,130.0813,131.2276,1442242.0
2023-05-15,132.3048,133.5302,131.03,133.0559,994920.0
2023-05-16,132.1664,132.6408,128.4704,128.5792,1281384.0
2023-05-17,130.3777,132.1269,128.8064,130.6347,1213345.0
2023-05-18,130.0911,131.6674,128.8657,131.5439,1140361.0
2023-05-19,133.0559,133.7279,131.4351,131.9787,1571965.0
2023-05-20,133.0559,133.7279,131.4351,131.9787,1571965.0
2023-05-21,133.0559,133.7279,131.4351,131.9787,1571965.0
2023-05-22,132.0281,133.3721,131.2869,131.5142,1507181.0
2023-05-23,132.3246,133.2436,129.686,130.4074,1621272.0
2023-05-24,131.4944,132.7297,130.1307,131.5439,1544847.0
2023-05-25,128.9646,129.9034,126.4643,127.5909,1276120.0
2023-05-26,129.35,129.35,126.6422,128.6681,1451718.0
2023-05-27,129.35,129.35,126.6422,128.6681,1451718.0
2023-05-28,129.35,129.35,126.6422,128.6681,1451718.0
2023-05-29,129.35,129.35,126.6422,128.6681,1451718.0
2023-05-30,126.069,127.3142,124.9029,126.3853,1696101.0
2023-05-31,124.4384,125.318,122.8079,125.1796,3165781.0
2023-06-01,125.4366,129.7848,124.7695,127.5316,1618760.0
2023-06-02,130.3481,133.1447,128.93,132.0973,1600526.0
2023-06-03,130.3481,133.1447,128.93,132.0973,1600526.0
2023-06-04,130.3481,133.1447,128.93,132.0973,1600526.0
2023-06-05,134.4394,134.8791,129.5773,130.1504,1695056.0
2023-06-06,127.7688,130.7039,127.5316,130.694,1102706.0
2023-06-07,131.5142,135.8229,131.5043,135.4671,1439763.0
2023-06-08,135.4177,136.2973,132.5271,135.4078,1379790.0
2023-06-09,135.141,135.8624,133.4413,134.7853,1105046.0
2023-06-10,135.141,135.8624,133.4413,134.7853,1105046.0
2023-06-11,135.141,135.8624,133.4413,134.7853,1105046.0
2023-06-12,132.1071,134.6988,131.445,133.1744,1623874.0
2023-06-13,135.1608,137.4041,134.5481,134.9533,1660501.0
2023-06-14,136.3983,136.9336,130.9356,132.8788,1354167.0
2023-06-15,132.9581,136.5539,132.7499,134.6435,1347370.0
2023-06-16,135.2482,135.7737,133.7562,134.3956,2571197.0
2023-06-17,135.2482,135.7737,133.7562,134.3956,2571197.0
2023-06-18,135.2482,135.7737,133.7562,134.3956,2571197.0
2023-06-19,135.2482,135.7737,133.7562,134.3956,2571197.0
2023-06-20,133.3943,133.3943,129.6963,131.2231,1277393.0
2023-06-21,131.4611,133.9693,130.886,131.9369,1608648.0
2023-06-22,130.5192,132.6111,129.736,132.502,1733304.0
2023-06-23,130.5787,131.2132,129.4782,130.4796,2586253.0
2023-06-24,130.5787,131.2132,129.4782,130.4796,2586253.0
2023-06-25,130.5787,131.2132,129.4782,130.4796,2586253.0
2023-06-26,130.6679,134.1329,130.4102,133.8305,1364898.0
2023-06-27,133.8206,133.8603,131.5979,131.7287,1946886.0
2023-06-28,132.5516,132.9779,130.4399,132.4029,2037558.0
2023-06-29,132.621,133.3299,131.5999,132.7102,1823369.0
2023-06-30,134.2767,135.8113,132.7499,134.7823,2452413.0
2023-07-01,134.2767,135.8113,132.7499,134.7823,2452413.0
2023-07-02,134.2767,135.8113,132.7499,134.7823,2452413.0
2023-07-03,135.278,137.4293,134.7922,136.2297,824755.0
2023-07-04,135.278,137.4293,134.7922,136.2297,824755.0
2023-07-05,135.6944,135.6944,132.2145,133.2853,2497229.0
2023-07-06,132.2443,133.6322,128.0109,128.9726,2027611.0
