,HES US Equity,HES US Equity,HES US Equity,HES US Equity,HES US Equity
2020-06-02,47.3404,49.1649,47.0096,48.9096,3169897.0
2020-06-03,49.9211,50.0913,47.8887,49.2594,2245063.0
2020-06-04,48.9853,50.3181,48.3046,49.6092,1655269.0
2020-06-05,52.9366,54.761,52.4167,53.9103,6349778.0
2020-06-06,52.9366,54.761,52.4167,53.9103,6349778.0
2020-06-07,52.9366,54.761,52.4167,53.9103,6349778.0
2020-06-08,56.5571,56.7461,54.8366,56.6989,4411375.0
2020-06-09,53.967,55.4464,53.3147,54.5152,2841760.0
2020-06-10,53.1068,53.6267,50.6112,50.6395,2203408.0
2020-06-11,46.8394,49.0231,45.5727,45.913,3543776.0
2020-06-12,48.5641,49.1342,45.533,47.1388,2930161.0
2020-06-13,48.5641,49.1342,45.533,47.1388,2930161.0
2020-06-14,48.5641,49.1342,45.533,47.1388,2930161.0
2020-06-15,44.4307,47.4333,43.9557,47.1293,2327691.0
2020-06-16,49.8848,49.9418,47.2718,49.6093,2398786.0
2020-06-17,49.3527,49.4667,47.8989,47.8989,1858034.0
2020-06-18,47.3858,49.4002,47.172,49.0772,2140000.0
2020-06-19,50.8825,50.8825,48.6876,48.6876,4852563.0
2020-06-20,50.8825,50.8825,48.6876,48.6876,4852563.0
2020-06-21,50.8825,50.8825,48.6876,48.6876,4852563.0
2020-06-22,48.4025,49.3812,47.6709,49.2387,1934238.0
2020-06-23,49.8848,51.0488,49.709,49.7993,2206951.0
2020-06-24,48.9631,49.2197,46.4641,46.5212,1970967.0
2020-06-25,46.1696,48.184,45.6185,48.108,1499064.0
2020-06-26,47.4333,47.5854,45.799,46.0651,2672126.0
2020-06-27,47.4333,47.5854,45.799,46.0651,2672126.0
2020-06-28,47.4333,47.5854,45.799,46.0651,2672126.0
2020-06-29,46.4451,47.4713,46.0081,47.4523,1638198.0
2020-06-30,46.8537,49.5903,46.8537,49.2292,2205147.0
2020-07-01,49.1437,49.6948,47.0723,47.3668,1850785.0
2020-07-02,48.6496,49.4857,48.4595,48.9251,1851324.0
2020-07-03,48.6496,49.4857,48.4595,48.9251,1851324.0
2020-07-04,48.6496,49.4857,48.4595,48.9251,1851324.0
2020-07-05,48.6496,49.4857,48.4595,48.9251,1851324.0
2020-07-06,49.8468,49.8468,46.39,47.0248,2745644.0
2020-07-07,46.3596,47.4333,45.742,45.951,1912647.0
2020-07-08,46.0461,47.2243,45.742,46.8632,1944023.0
2020-07-09,46.5497,46.7492,42.3973,42.4544,4375825.0
2020-07-10,42.1693,43.345,41.9384,42.6634,2617172.0
2020-07-11,42.1693,43.345,41.9384,42.6634,2617172.0
2020-07-12,42.1693,43.345,41.9384,42.6634,2617172.0
2020-07-13,43.0055,44.2597,41.8272,43.072,2195680.0
2020-07-14,42.8344,45.2289,42.5494,45.1149,2125346.0
2020-07-15,46.3691,46.6162,44.6255,46.2361,3034657.0
2020-07-16,45.799,46.9582,44.9343,46.2456,1374569.0
2020-07-17,46.6067,47.3193,45.3334,45.4855,1498386.0
2020-07-18,46.6067,47.3193,45.3334,45.4855,1498386.0
2020-07-19,46.6067,47.3193,45.3334,45.4855,1498386.0
2020-07-20,45.533,46.9107,45.5045,45.799,1987082.0
2020-07-21,46.6162,50.2649,46.6162,49.6568,2959283.0
2020-07-22,48.6971,49.9513,47.6044,49.4952,1838152.0
2020-07-23,48.8111,49.2292,47.6139,48.4975,1609669.0
2020-07-24,48.6781,49.3242,47.8799,47.9464,1125492.0
2020-07-25,48.6781,49.3242,47.8799,47.9464,1125492.0
2020-07-26,48.6781,49.3242,47.8799,47.9464,1125492.0
2020-07-27,47.6519,48.412,47.2633,47.7849,1122548.0
2020-07-28,47.4999,47.8039,45.5805,45.704,2477762.0
2020-07-29,47.5189,47.7944,46.3216,47.5094,2492294.0
2020-07-30,46.2171,46.5972,44.2217,45.1719,2700522.0
2020-07-31,44.7728,46.8347,44.6208,46.7587,2344033.0
2020-08-01,44.7728,46.8347,44.6208,46.7587,2344033.0
2020-08-02,44.7728,46.8347,44.6208,46.7587,2344033.0
2020-08-03,46.8632,47.9464,46.1411,47.3573,1611480.0
2020-08-04,47.1768,48.3075,47.1768,48.1555,1665154.0
2020-08-05,49.3717,51.5001,48.8301,50.9395,3257966.0
2020-08-06,50.4359,51.0345,49.9513,50.7305,1599554.0
2020-08-07,50.1984,50.873,49.6758,50.3884,2302222.0
2020-08-08,50.1984,50.873,49.6758,50.3884,2302222.0
2020-08-09,50.1984,50.873,49.6758,50.3884,2302222.0
2020-08-10,50.911,52.8209,50.6735,52.3933,2785056.0
2020-08-11,53.524,54.0276,50.7305,50.854,2387346.0
2020-08-12,52.0703,52.0703,50.6165,51.1486,2074146.0
2020-08-13,50.816,51.3387,49.9133,50.1034,1602914.0
2020-08-14,49.6378,51.1106,49.4857,51.1011,1229555.0
2020-08-15,49.6378,51.1106,49.4857,51.1011,1229555.0
2020-08-16,49.6378,51.1106,49.4857,51.1011,1229555.0
2020-08-17,50.911,50.911,49.0392,49.8563,1352383.0
2020-08-18,49.1912,49.9608,46.2266,47.5284,2419055.0
2020-08-19,47.2623,47.7184,46.0651,46.0746,2426239.0
2020-08-20,45.4474,46.3976,45.2062,45.742,2080213.0
2020-08-21,45.4569,45.761,44.6018,45.1434,1599340.0
2020-08-22,45.4569,45.761,44.6018,45.1434,1599340.0
2020-08-23,45.4569,45.761,44.6018,45.1434,1599340.0
2020-08-24,45.5235,46.0461,44.7586,45.4474,1675035.0
2020-08-25,46.3501,46.3501,44.9914,45.913,1860312.0
2020-08-26,45.723,45.723,43.9557,43.9937,1547234.0
2020-08-27,44.2882,44.7158,43.4996,44.1077,1731797.0
2020-08-28,44.3832,44.6778,43.6231,44.6018,1685344.0
2020-08-29,44.3832,44.6778,43.6231,44.6018,1685344.0
2020-08-30,44.3832,44.6778,43.6231,44.6018,1685344.0
2020-08-31,44.6018,44.673,43.4093,43.7466,1628946.0
2020-09-01,43.4235,43.6896,42.8487,43.6516,1495784.0
2020-09-02,43.4235,44.4022,43.11,43.6041,1826079.0
2020-09-03,43.357,45.1054,43.1385,44.0982,2356761.0
2020-09-04,44.7063,45.4595,44.0982,44.8013,2008311.0
2020-09-05,44.7063,45.4595,44.0982,44.8013,2008311.0
2020-09-06,44.7063,45.4595,44.0982,44.8013,2008311.0
2020-09-07,44.7063,45.4595,44.0982,44.8013,2008311.0
2020-09-08,43.6801,44.5258,41.9508,43.4235,2590525.0
2020-09-09,43.6706,45.2764,43.4806,44.6113,2197728.0
2020-09-10,44.5828,44.5828,41.3046,41.3521,3390011.0
2020-09-11,41.3901,41.5612,40.592,41.0956,2227199.0
2020-09-12,41.3901,41.5612,40.592,41.0956,2227199.0
2020-09-13,41.3901,41.5612,40.592,41.0956,2227199.0
2020-09-14,41.3536,42.9592,40.9427,41.8984,2340805.0
2020-09-15,42.0035,42.338,40.871,40.9522,2149321.0
2020-09-16,41.6594,42.8828,41.2294,42.2424,4560238.0
2020-09-17,41.411,42.6916,41.3823,42.2902,3250813.0
2020-09-18,42.3189,42.6725,41.0765,41.1147,5029550.0
2020-09-19,42.3189,42.6725,41.0765,41.1147,5029550.0
2020-09-20,42.3189,42.6725,41.0765,41.1147,5029550.0
2020-09-21,39.9583,40.5269,38.9261,39.3275,3554196.0
2020-09-22,39.4231,39.9392,38.8019,39.404,1758759.0
2020-09-23,39.7767,40.073,37.5499,37.655,1651882.0
2020-09-24,37.0051,38.2093,36.5923,37.7028,2905372.0
2020-09-25,37.4734,39.0695,37.1963,38.6872,2792797.0
2020-09-26,37.4734,39.0695,37.1963,38.6872,2792797.0
2020-09-27,37.4734,39.0695,37.1963,38.6872,2792797.0
2020-09-28,39.404,39.705,38.496,39.2128,1861309.0
2020-09-29,39.0217,39.0742,38.0086,38.8879,1886684.0
2020-09-30,38.6776,39.7385,38.6776,39.1173,1840467.0
2020-10-01,38.2284,38.5916,36.9478,37.2536,3050238.0
2020-10-02,35.8296,36.9478,35.8105,36.0399,3224804.0
2020-10-03,35.8296,36.9478,35.8105,36.0399,3224804.0
2020-10-04,35.8296,36.9478,35.8105,36.0399,3224804.0
2020-10-05,36.6228,37.6359,36.489,37.6168,2593391.0
2020-10-06,38.3718,38.7636,36.1677,36.2883,2691464.0
2020-10-07,36.5177,36.9382,34.9981,36.0112,3618719.0
2020-10-08,36.4795,36.9956,36.0064,36.8809,2179351.0
2020-10-09,37.397,37.6525,36.059,36.3744,1641283.0
2020-10-10,37.397,37.6525,36.059,36.3744,1641283.0
2020-10-11,37.397,37.6525,36.059,36.3744,1641283.0
2020-10-12,36.1068,37.1007,35.3804,36.9287,1602772.0
2020-10-13,36.814,37.7315,36.5798,36.9382,1900729.0
2020-10-14,37.0625,38.5629,36.8331,36.8809,1421248.0
2020-10-15,36.1163,37.6359,35.8584,37.5786,1469872.0
2020-10-16,37.4161,37.9226,36.317,36.3744,1640077.0
2020-10-17,37.4161,37.9226,36.317,36.3744,1640077.0
2020-10-18,37.4161,37.9226,36.317,36.3744,1640077.0
2020-10-19,36.7758,36.9287,34.8835,34.979,2146060.0
2020-10-20,35.2657,36.4699,35.1224,36.1737,2131122.0
2020-10-21,35.6767,36.3648,35.2849,35.5429,1831251.0
2020-10-22,35.6002,37.569,35.5525,37.5117,1867883.0
2020-10-23,37.7984,38.1424,37.2823,37.6263,1572022.0
2020-10-24,37.7984,38.1424,37.2823,37.6263,1572022.0
2020-10-25,37.7984,38.1424,37.2823,37.6263,1572022.0
2020-10-26,36.7566,36.8283,35.5238,35.7723,2363011.0
2020-10-27,35.6194,36.0494,35.1511,35.7436,2025768.0
2020-10-28,34.7879,36.2501,33.6888,34.5203,3407081.0
2020-10-29,33.3352,35.6576,33.2779,35.5333,2325743.0
2020-10-30,35.2849,35.8392,34.6923,35.5716,1833269.0
2020-10-31,35.2849,35.8392,34.6923,35.5716,1833269.0
2020-11-01,35.2849,35.8392,34.6923,35.5716,1833269.0
2020-11-02,36.1354,36.7566,35.1929,36.3552,2350030.0
2020-11-03,36.7375,36.9669,34.807,35.2753,2320571.0
2020-11-04,35.4378,36.5559,34.3196,35.5716,2464630.0
2020-11-05,35.5716,36.6336,35.3231,35.3613,1330709.0
2020-11-06,35.2275,36.0924,34.8261,34.8739,1676115.0
2020-11-07,35.2275,36.0924,34.8261,34.8739,1676115.0
2020-11-08,35.2275,36.0924,34.8261,34.8739,1676115.0
2020-11-09,39.0408,43.0835,39.0408,41.4683,4636376.0
2020-11-10,42.2233,42.835,40.7133,42.8063,3037363.0
2020-11-11,43.1504,43.3893,41.6117,42.0513,2693823.0
2020-11-12,41.8124,42.2138,39.2702,39.748,3212892.0
2020-11-13,40.1399,41.7932,40.0539,41.497,1685813.0
2020-11-14,40.1399,41.7932,40.0539,41.497,1685813.0
2020-11-15,40.1399,41.7932,40.0539,41.497,1685813.0
2020-11-16,43.4084,44.9662,42.3953,44.7464,3220269.0
2020-11-17,44.3163,45.2911,42.7107,45.2147,2845596.0
2020-11-18,45.3103,46.2564,43.8767,43.9914,2688382.0
2020-11-19,43.5326,45.0904,42.8159,44.9853,1716411.0
2020-11-20,44.7368,45.0235,44.0201,44.4788,1736149.0
2020-11-21,44.7368,45.0235,44.0201,44.4788,1736149.0
2020-11-22,44.7368,45.0235,44.0201,44.4788,1736149.0
2020-11-23,45.4249,47.7664,45.4011,47.7282,3012495.0
2020-11-24,49.3051,52.0576,48.4068,51.2643,3619719.0
2020-11-25,50.4615,51.6275,49.8594,50.2513,2176114.0
2020-11-26,50.4615,51.6275,49.8594,50.2513,2176114.0
2020-11-27,49.5345,50.2083,48.2443,48.5215,1253851.0
2020-11-28,49.5345,50.2083,48.2443,48.5215,1253851.0
2020-11-29,49.5345,50.2083,48.2443,48.5215,1253851.0
2020-11-30,47.8429,48.7222,44.8037,45.0904,4305467.0
2020-12-01,46.7343,47.6326,45.2911,45.6448,3013272.0
2020-12-02,45.3867,47.8238,45.014,46.935,1927878.0
2020-12-03,47.4033,49.697,46.7821,48.7413,1927900.0
2020-12-04,49.8786,51.9811,49.7352,51.9811,2252323.0
2020-12-05,49.8786,51.9811,49.7352,51.9811,2252323.0
2020-12-06,49.8786,51.9811,49.7352,51.9811,2252323.0
2020-12-07,51.2739,51.2739,49.697,50.2035,1979461.0
2020-12-08,49.3434,51.1019,49.2669,50.4138,1648040.0
2020-12-09,51.1401,52.459,50.2895,51.6944,2123123.0
2020-12-10,51.7709,55.6702,51.7709,54.7622,3807174.0
2020-12-11,54.2366,54.8769,53.5294,54.1219,1947140.0
2020-12-12,54.2366,54.8769,53.5294,54.1219,1947140.0
2020-12-13,54.2366,54.8769,53.5294,54.1219,1947140.0
2020-12-14,55.1395,55.6769,51.5118,51.7413,1839515.0
2020-12-15,52.538,54.2179,51.9333,54.1411,2270987.0
2020-12-16,54.4483,55.3123,53.066,54.3523,2928022.0
2020-12-17,55.0051,55.5427,53.8916,54.4003,2020928.0
2020-12-18,54.6403,55.2355,53.0756,53.7092,4784792.0
2020-12-19,54.6403,55.2355,53.0756,53.7092,4784792.0
2020-12-20,54.6403,55.2355,53.0756,53.7092,4784792.0
2020-12-21,51.3861,52.7972,50.7141,52.1156,1892635.0
2020-12-22,52.0196,52.202,49.9462,50.0038,1942877.0
2020-12-23,50.5797,52.73,50.5797,52.0292,1214533.0
2020-12-24,52.0196,52.0772,51.1461,51.3957,783133.0
2020-12-25,52.0196,52.0772,51.1461,51.3957,783133.0
2020-12-26,52.0196,52.0772,51.1461,51.3957,783133.0
2020-12-27,52.0196,52.0772,51.1461,51.3957,783133.0
2020-12-28,51.8181,52.6724,50.5317,50.7141,894642.0
2020-12-29,51.0693,51.4149,50.0902,50.4645,901427.0
2020-12-30,50.3685,51.7509,50.3685,51.6165,1543113.0
2020-12-31,51.3381,51.3477,50.2629,50.6757,1382616.0
2021-01-01,51.3381,51.3477,50.2629,50.6757,1382616.0
2021-01-02,51.3381,51.3477,50.2629,50.6757,1382616.0
2021-01-03,51.3381,51.3477,50.2629,50.6757,1382616.0
2021-01-04,51.6933,52.4132,50.5413,50.6853,2139422.0
2021-01-05,51.3957,55.4659,51.3957,54.2755,2360391.0
2021-01-06,55.1587,57.5778,54.4195,57.3378,2759468.0
2021-01-07,57.597,59.2193,57.261,58.7105,1762472.0
2021-01-08,59.1521,59.4497,57.5298,57.8369,1710824.0
2021-01-09,59.1521,59.4497,57.5298,57.8369,1710824.0
2021-01-10,59.1521,59.4497,57.5298,57.8369,1710824.0
2021-01-11,56.253,58.5185,55.9266,58.4993,1195466.0
2021-01-12,59.1713,61.3408,58.7201,61.2832,1955656.0
2021-01-13,61.0624,61.2448,59.0657,59.6128,1192834.0
2021-01-14,60.064,62.2287,60.064,61.2256,1724229.0
2021-01-15,60.0064,60.0496,57.8369,58.5953,1973106.0
2021-01-16,60.0064,60.0496,57.8369,58.5953,1973106.0
2021-01-17,60.0064,60.0496,57.8369,58.5953,1973106.0
2021-01-18,60.0064,60.0496,57.8369,58.5953,1973106.0
2021-01-19,59.3633,60.3424,58.6049,59.6512,2057719.0
2021-01-20,60.4096,60.4096,59.0465,59.7664,1088275.0
2021-01-21,59.5169,59.7568,56.637,58.2785,2323060.0
2021-01-22,56.4834,57.9425,55.7443,57.5298,2053135.0
2021-01-23,56.4834,57.9425,55.7443,57.5298,2053135.0
2021-01-24,56.4834,57.9425,55.7443,57.5298,2053135.0
2021-01-25,56.493,56.8482,54.9187,55.7251,2905280.0
2021-01-26,56.1762,57.7025,54.8035,54.8995,1908621.0
2021-01-27,54.4291,56.6754,52.5572,53.7284,2622451.0
2021-01-28,54.3043,54.8707,52.2308,53.6612,2128592.0
2021-01-29,53.2004,53.8916,51.5253,51.8181,1737053.0
2021-01-30,53.2004,53.8916,51.5253,51.8181,1737053.0
2021-01-31,53.2004,53.8916,51.5253,51.8181,1737053.0
2021-02-01,52.8164,53.162,51.2901,52.3172,1390856.0
2021-02-02,54.0835,54.4195,52.2212,52.298,1556024.0
2021-02-03,52.6436,56.0898,52.3748,56.0226,2427424.0
2021-02-04,56.3394,56.493,54.0739,55.5523,2387546.0
2021-02-05,56.829,56.901,54.6019,54.6595,2069668.0
2021-02-06,56.829,56.901,54.6019,54.6595,2069668.0
2021-02-07,56.829,56.901,54.6019,54.6595,2069668.0
2021-02-08,55.4851,58.1249,55.4563,57.9617,1932616.0
2021-02-09,57.3378,57.5874,56.0322,56.109,2163867.0
2021-02-10,56.5122,58.0769,56.3394,57.309,2443907.0
2021-02-11,57.3858,57.7889,55.0627,55.6003,2225219.0
2021-02-12,55.1971,57.7169,55.1971,57.597,2233681.0
2021-02-13,55.1971,57.7169,55.1971,57.597,2233681.0
2021-02-14,55.1971,57.7169,55.1971,57.597,2233681.0
2021-02-15,55.1971,57.7169,55.1971,57.597,2233681.0
2021-02-16,58.8161,60.1024,58.0865,59.2769,2202054.0
2021-02-17,59.1713,60.5248,58.4705,59.3441,1829660.0
2021-02-18,59.1329,59.824,57.9713,58.2881,1781502.0
2021-02-19,58.5569,61.1392,58.4129,61.0336,2421983.0
2021-02-20,58.5569,61.1392,58.4129,61.0336,2421983.0
2021-02-21,58.5569,61.1392,58.4129,61.0336,2421983.0
2021-02-22,61.1296,64.2302,61.1296,62.7903,2521530.0
2021-02-23,63.7406,65.5357,60.832,65.5261,2884944.0
2021-02-24,65.5549,67.6764,64.4606,66.0445,4252272.0
2021-02-25,66.4765,66.7357,63.8078,64.2782,2575281.0
2021-02-26,63.3663,64.115,60.6208,62.9055,2391890.0
2021-02-27,63.3663,64.115,60.6208,62.9055,2391890.0
2021-02-28,63.3663,64.115,60.6208,62.9055,2391890.0
2021-03-01,63.6542,64.5566,62.4735,62.9055,2128518.0
