,NWBI US Equity,NWBI US Equity,NWBI US Equity,NWBI US Equity,NWBI US Equity
2020-05-02,8.0098,8.122,7.7738,7.9092,874285.0
2020-05-03,8.0098,8.122,7.7738,7.9092,874285.0
2020-05-04,7.9479,7.9711,7.708,7.9324,812660.0
2020-05-05,8.0408,8.1259,7.739,7.8473,1329068.0
2020-05-06,7.871,7.9814,7.7211,7.8946,886881.0
2020-05-07,7.9498,8.214,7.9025,8.1628,1468043.0
2020-05-08,8.2811,8.5729,8.2811,8.565,1100728.0
2020-05-09,8.2811,8.5729,8.2811,8.565,1100728.0
2020-05-10,8.2811,8.5729,8.2811,8.565,1100728.0
2020-05-11,8.4388,8.494,7.9853,8.0445,1181192.0
2020-05-12,8.0445,8.1155,7.658,7.6738,945409.0
2020-05-13,7.6028,7.6896,7.0981,7.2006,1324898.0
2020-05-14,7.0271,7.1809,6.7195,7.1533,870422.0
2020-05-15,7.1612,7.24,6.9955,7.1217,997704.0
2020-05-16,7.1612,7.24,6.9955,7.1217,997704.0
2020-05-17,7.1612,7.24,6.9955,7.1217,997704.0
2020-05-18,7.4135,7.8079,7.2637,7.7369,924890.0
2020-05-19,7.7054,7.7054,7.3031,7.3031,700159.0
2020-05-20,7.4135,7.7172,7.3978,7.658,724782.0
2020-05-21,7.6028,7.729,7.5731,7.6028,432186.0
2020-05-22,7.6423,7.658,7.4648,7.6107,462166.0
2020-05-23,7.6423,7.658,7.4648,7.6107,462166.0
2020-05-24,7.6423,7.658,7.4648,7.6107,462166.0
2020-05-25,7.6423,7.658,7.4648,7.6107,462166.0
2020-05-26,7.9498,8.0997,7.9104,7.9577,793141.0
2020-05-27,8.1628,8.5019,8.0997,8.4625,793067.0
2020-05-28,8.5887,8.5887,8.1155,8.1707,613244.0
2020-05-29,8.0524,8.0524,7.7684,7.8552,547297.0
2020-05-30,8.0524,8.0524,7.7684,7.8552,547297.0
2020-05-31,8.0524,8.0524,7.7684,7.8552,547297.0
2020-06-01,7.8867,8.0524,7.7763,7.7842,624334.0
2020-06-02,7.8631,7.9735,7.6817,7.7448,559739.0
2020-06-03,7.9025,8.3521,7.9025,8.1549,661696.0
2020-06-04,8.1076,8.3047,7.9814,8.3047,505993.0
2020-06-05,8.5177,8.7937,8.4546,8.6281,986978.0
2020-06-06,8.5177,8.7937,8.4546,8.6281,986978.0
2020-06-07,8.5177,8.7937,8.4546,8.6281,986978.0
2020-06-08,8.8095,8.9791,8.6715,8.8844,746880.0
2020-06-09,8.6675,8.9751,8.5308,8.8134,557360.0
2020-06-10,8.778,8.778,8.3047,8.3205,490100.0
2020-06-11,7.9262,7.9735,7.7054,7.7684,832886.0
2020-06-12,8.1076,8.1312,7.7211,7.9814,728884.0
2020-06-13,8.1076,8.1312,7.7211,7.9814,728884.0
2020-06-14,8.1076,8.1312,7.7211,7.9814,728884.0
2020-06-15,7.7211,8.3126,7.6738,8.08,1273834.0
2020-06-16,8.3836,8.565,8.218,8.3284,937823.0
2020-06-17,8.3126,8.36,8.0287,8.0524,740282.0
2020-06-18,7.9262,8.2732,7.8946,8.1155,788085.0
2020-06-19,8.289,8.289,8.0366,8.1234,3357257.0
2020-06-20,8.289,8.289,8.0366,8.1234,3357257.0
2020-06-21,8.289,8.289,8.0366,8.1234,3357257.0
2020-06-22,7.9972,8.0445,7.8946,7.9932,768153.0
2020-06-23,8.1391,8.2495,7.9262,7.9498,592779.0
2020-06-24,7.8867,7.9183,7.524,7.5871,649529.0
2020-06-25,7.5476,7.8158,7.4609,7.8,571783.0
2020-06-26,7.6501,7.8789,7.3741,7.4688,1268687.0
2020-06-27,7.6501,7.8789,7.3741,7.4688,1268687.0
2020-06-28,7.6501,7.8789,7.3741,7.4688,1268687.0
2020-06-29,7.5792,7.9538,7.524,7.8946,587091.0
2020-06-30,7.8394,8.1391,7.8394,8.0642,529246.0
2020-07-01,8.0603,8.2101,7.658,7.6817,399867.0
2020-07-02,7.8867,7.9735,7.6265,7.658,417970.0
2020-07-03,7.8867,7.9735,7.6265,7.658,417970.0
2020-07-04,7.8867,7.9735,7.6265,7.658,417970.0
2020-07-05,7.8867,7.9735,7.6265,7.658,417970.0
2020-07-06,7.8552,7.942,7.6186,7.6659,481102.0
2020-07-07,7.5318,7.5555,7.4135,7.4451,709066.0
2020-07-08,7.4451,7.4898,7.2637,7.4293,616791.0
2020-07-09,7.4214,7.4451,7.0981,7.106,754437.0
2020-07-10,7.1769,7.5003,7.1769,7.4806,775058.0
2020-07-11,7.1769,7.5003,7.1769,7.4806,775058.0
2020-07-12,7.1769,7.5003,7.1769,7.4806,775058.0
2020-07-13,7.5003,7.7132,7.4175,7.5634,724766.0
2020-07-14,7.5634,7.6501,7.4609,7.5555,684441.0
2020-07-15,7.7527,7.9972,7.7448,7.9104,662648.0
2020-07-16,7.8158,7.9814,7.7763,7.9104,461375.0
2020-07-17,7.9104,7.9656,7.7448,7.7527,787018.0
2020-07-18,7.9104,7.9656,7.7448,7.7527,787018.0
2020-07-19,7.9104,7.9656,7.7448,7.7527,787018.0
2020-07-20,7.7132,7.7684,7.5752,7.5949,509620.0
2020-07-21,7.6738,8.0484,7.6379,8.0208,838206.0
2020-07-22,7.9341,7.9735,7.7132,7.7684,436648.0
2020-07-23,7.7527,7.9814,7.7527,7.9656,631743.0
2020-07-24,7.9735,8.0445,7.8,7.8276,439346.0
2020-07-25,7.9735,8.0445,7.8,7.8276,439346.0
2020-07-26,7.9735,8.0445,7.8,7.8276,439346.0
2020-07-27,7.7684,7.7684,7.5476,7.6462,626507.0
2020-07-28,7.6659,7.8315,7.3741,7.6817,522881.0
2020-07-29,7.7369,7.8,7.5555,7.7882,438702.0
2020-07-30,7.6896,7.7763,7.5476,7.6817,382628.0
2020-07-31,7.6738,7.7763,7.5161,7.7684,1067461.0
2020-08-01,7.6738,7.7763,7.5161,7.7684,1067461.0
2020-08-02,7.6738,7.7763,7.5161,7.7684,1067461.0
2020-08-03,7.8237,7.8473,7.7172,7.7448,676142.0
2020-08-04,7.7684,7.8079,7.5713,7.7882,765272.0
2020-08-05,7.8243,8.0736,7.7145,8.0133,1213489.0
2020-08-06,7.9691,8.0897,7.9128,8.0093,575932.0
2020-08-07,7.9289,8.2747,7.9048,8.2586,613043.0
2020-08-08,7.9289,8.2747,7.9048,8.2586,613043.0
2020-08-09,7.9289,8.2747,7.9048,8.2586,613043.0
2020-08-10,8.3149,8.4757,8.2586,8.331,484857.0
2020-08-11,8.4918,8.6205,8.331,8.3712,635949.0
2020-08-12,8.5481,8.6205,8.2425,8.3872,466673.0
2020-08-13,8.3149,8.4516,8.1742,8.2425,325588.0
2020-08-14,8.2908,8.5199,8.1299,8.4114,698009.0
2020-08-15,8.2908,8.5199,8.1299,8.4114,698009.0
2020-08-16,8.2908,8.5199,8.1299,8.4114,698009.0
2020-08-17,8.3551,8.3631,8.1701,8.3109,510151.0
2020-08-18,8.3229,8.3229,8.0495,8.0616,418898.0
2020-08-19,8.0495,8.179,8.0013,8.0495,405141.0
2020-08-20,7.953,8.0736,7.8967,7.9369,326671.0
2020-08-21,7.9128,8.0013,7.8565,7.9852,635495.0
2020-08-22,7.9128,8.0013,7.8565,7.9852,635495.0
2020-08-23,7.9128,8.0013,7.8565,7.9852,635495.0
2020-08-24,8.1138,8.2908,7.9691,8.2747,413057.0
2020-08-25,8.2827,8.3953,8.1621,8.2023,368378.0
2020-08-26,8.1782,8.1943,7.9972,8.0415,447806.0
2020-08-27,8.0817,8.2465,8.0093,8.154,458770.0
2020-08-28,8.2505,8.2505,8.0616,8.1299,394957.0
2020-08-29,8.2505,8.2505,8.0616,8.1299,394957.0
2020-08-30,8.2505,8.2505,8.0616,8.1299,394957.0
2020-08-31,8.1219,8.1621,8.0415,8.1299,593674.0
2020-09-01,8.0897,8.1621,8.0093,8.1219,353383.0
2020-09-02,8.0897,8.2345,8.0656,8.1862,362947.0
2020-09-03,8.2425,8.3953,8.146,8.2184,528230.0
2020-09-04,8.3953,8.4435,8.154,8.2747,434513.0
2020-09-05,8.3953,8.4435,8.154,8.2747,434513.0
2020-09-06,8.3953,8.4435,8.154,8.2747,434513.0
2020-09-07,8.3953,8.4435,8.154,8.2747,434513.0
2020-09-08,8.2184,8.3229,8.0415,8.2103,751037.0
2020-09-09,8.2586,8.4435,8.1219,8.146,455485.0
2020-09-10,8.1621,8.2345,8.0254,8.0575,546291.0
2020-09-11,8.007,8.0817,7.9611,8.0133,531778.0
2020-09-12,8.007,8.0817,7.9611,8.0133,531778.0
2020-09-13,8.007,8.0817,7.9611,8.0133,531778.0
2020-09-14,8.0575,8.347,7.9932,8.2747,507758.0
2020-09-15,8.3068,8.3229,8.1943,8.2063,389409.0
2020-09-16,8.1862,8.2827,8.0817,8.146,806362.0
2020-09-17,8.0736,8.2063,8.0736,8.138,615800.0
2020-09-18,8.1782,8.1862,7.8766,8.0013,2939843.0
2020-09-19,8.1782,8.1862,7.8766,8.0013,2939843.0
2020-09-20,8.1782,8.1862,7.8766,8.0013,2939843.0
2020-09-21,7.8806,7.8887,7.4946,7.5188,1126768.0
2020-09-22,7.5429,7.6756,7.3499,7.3901,578445.0
2020-09-23,7.3901,7.5188,7.1569,7.1569,652054.0
2020-09-24,7.181,7.4142,7.1087,7.2735,836760.0
2020-09-25,7.2132,7.3821,7.1891,7.3258,523509.0
2020-09-26,7.2132,7.3821,7.1891,7.3258,523509.0
2020-09-27,7.2132,7.3821,7.1891,7.3258,523509.0
2020-09-28,7.4384,7.6474,7.4303,7.5509,717839.0
2020-09-29,7.5509,7.567,7.2936,7.4223,476933.0
2020-09-30,7.4625,7.5429,7.3097,7.3981,732576.0
2020-10-01,7.4223,7.4866,7.2936,7.4786,419452.0
2020-10-02,7.3338,7.7118,7.3258,7.6515,672311.0
2020-10-03,7.3338,7.7118,7.3258,7.6515,672311.0
2020-10-04,7.3338,7.7118,7.3258,7.6515,672311.0
2020-10-05,7.7198,7.8967,7.6796,7.8485,460574.0
2020-10-06,7.945,8.1299,7.8525,7.8565,787465.0
2020-10-07,7.9048,8.0937,7.9048,8.0575,688405.0
2020-10-08,8.146,8.2184,8.0575,8.1862,419289.0
2020-10-09,8.2908,8.3149,8.0736,8.0897,459632.0
2020-10-10,8.2908,8.3149,8.0736,8.0897,459632.0
2020-10-11,8.2908,8.3149,8.0736,8.0897,459632.0
2020-10-12,8.0495,8.3551,8.0495,8.3229,584724.0
2020-10-13,8.3229,8.3229,8.0254,8.0334,535636.0
2020-10-14,8.0334,8.15,7.9932,8.0254,323159.0
2020-10-15,7.8967,8.2264,7.8967,8.1943,485471.0
2020-10-16,8.1862,8.2747,8.0376,8.2345,503882.0
2020-10-17,8.1862,8.2747,8.0376,8.2345,503882.0
2020-10-18,8.1862,8.2747,8.0376,8.2345,503882.0
2020-10-19,8.2827,8.3269,8.1058,8.138,331998.0
2020-10-20,8.2345,8.335,8.2023,8.2505,410243.0
2020-10-21,8.2505,8.331,8.2103,8.2908,287626.0
2020-10-22,8.3792,8.524,8.2988,8.4837,557088.0
2020-10-23,8.4998,8.6526,8.4315,8.4998,467311.0
2020-10-24,8.4998,8.6526,8.4315,8.4998,467311.0
2020-10-25,8.4998,8.6526,8.4315,8.4998,467311.0
2020-10-26,8.4435,8.5521,8.2827,8.5481,532025.0
2020-10-27,8.7089,8.7089,8.4435,8.4435,470745.0
2020-10-28,8.2908,8.4998,8.2827,8.3792,474856.0
2020-10-29,8.331,8.5258,8.1943,8.4717,617037.0
2020-10-30,8.4516,8.6446,8.4516,8.5802,527298.0
2020-10-31,8.4516,8.6446,8.4516,8.5802,527298.0
2020-11-01,8.4516,8.6446,8.4516,8.5802,527298.0
2020-11-02,8.6365,8.8175,8.5561,8.7893,500083.0
2020-11-03,8.9662,9.0466,8.8818,8.9662,511614.0
2020-11-04,8.8026,8.8026,8.3281,8.3527,437213.0
2020-11-05,8.3527,8.7372,8.3363,8.6554,516267.0
2020-11-06,8.7535,8.7699,8.3527,8.4099,455178.0
2020-11-07,8.7535,8.7699,8.3527,8.4099,455178.0
2020-11-08,8.7535,8.7699,8.3527,8.4099,455178.0
2020-11-09,9.0644,9.8579,8.999,9.6043,1020624.0
2020-11-10,9.7271,10.0502,9.6043,9.8907,824436.0
2020-11-11,9.907,9.907,9.4407,9.5634,453252.0
2020-11-12,9.4325,9.5553,9.2771,9.4285,621648.0
2020-11-13,9.4816,9.6371,9.4489,9.5716,350430.0
2020-11-14,9.4816,9.6371,9.4489,9.5716,350430.0
2020-11-15,9.4816,9.6371,9.4489,9.5716,350430.0
2020-11-16,10.0052,10.1443,9.8089,10.1361,802715.0
2020-11-17,10.0134,10.0461,9.7966,9.9316,597202.0
2020-11-18,10.0052,10.0052,9.7189,9.7189,434078.0
2020-11-19,9.678,9.6984,9.453,9.6289,475010.0
2020-11-20,9.4653,9.7843,9.4571,9.768,771899.0
2020-11-21,9.4653,9.7843,9.4571,9.768,771899.0
2020-11-22,9.4653,9.7843,9.4571,9.768,771899.0
2020-11-23,9.907,9.9643,9.768,9.8211,658391.0
2020-11-24,9.9561,10.3406,9.9438,10.2506,606289.0
2020-11-25,10.1279,10.2506,10.0052,10.1197,426135.0
2020-11-26,10.1279,10.2506,10.0052,10.1197,426135.0
2020-11-27,10.1034,10.1443,9.8007,9.9316,243758.0
2020-11-28,10.1034,10.1443,9.8007,9.9316,243758.0
2020-11-29,10.1034,10.1443,9.8007,9.9316,243758.0
2020-11-30,9.8334,9.9234,9.6534,9.678,696033.0
2020-12-01,9.8089,9.9807,9.7107,9.7761,421338.0
2020-12-02,9.7107,9.9847,9.7107,9.9234,533166.0
2020-12-03,9.9398,10.0706,9.8252,9.9479,355326.0
2020-12-04,10.2015,10.2343,10.0625,10.2343,605064.0
2020-12-05,10.2015,10.2343,10.0625,10.2343,605064.0
2020-12-06,10.2015,10.2343,10.0625,10.2343,605064.0
2020-12-07,10.1688,10.2506,10.0297,10.1852,402443.0
2020-12-08,10.1116,10.267,10.1034,10.2506,442715.0
2020-12-09,10.3324,10.4388,10.2179,10.2506,543580.0
2020-12-10,10.177,10.177,10.0829,10.1525,306608.0
2020-12-11,9.9725,10.1975,9.9643,10.1361,427994.0
2020-12-12,9.9725,10.1975,9.9643,10.1361,427994.0
2020-12-13,9.9725,10.1975,9.9643,10.1361,427994.0
2020-12-14,10.2097,10.2506,10.0052,10.0134,600166.0
2020-12-15,10.1606,10.2588,9.9807,10.177,612596.0
2020-12-16,10.2261,10.2261,10.1197,10.1197,423220.0
2020-12-17,10.1116,10.1443,9.9316,10.1034,481714.0
2020-12-18,10.1116,10.2588,9.9561,10.0297,2075319.0
2020-12-19,10.1116,10.2588,9.9561,10.0297,2075319.0
2020-12-20,10.1116,10.2588,9.9561,10.0297,2075319.0
2020-12-21,10.0052,10.1116,9.907,10.0297,568473.0
2020-12-22,10.0134,10.1197,9.9234,10.0706,592249.0
2020-12-23,10.0788,10.3161,10.0788,10.2752,429355.0
2020-12-24,10.3079,10.3324,10.1443,10.267,249340.0
2020-12-25,10.3079,10.3324,10.1443,10.267,249340.0
2020-12-26,10.3079,10.3324,10.1443,10.267,249340.0
2020-12-27,10.3079,10.3324,10.1443,10.267,249340.0
2020-12-28,10.3243,10.5083,10.2384,10.4715,605927.0
2020-12-29,10.4551,10.5042,10.2056,10.2343,382052.0
2020-12-30,10.2343,10.3815,10.1443,10.3161,320398.0
2020-12-31,10.3243,10.447,10.267,10.4224,396094.0
2021-01-01,10.3243,10.447,10.267,10.4224,396094.0
2021-01-02,10.3243,10.447,10.267,10.4224,396094.0
2021-01-03,10.3243,10.447,10.267,10.4224,396094.0
2021-01-04,10.447,10.4797,10.1606,10.357,766520.0
2021-01-05,10.3243,10.4838,10.2997,10.3733,727791.0
2021-01-06,10.7485,11.2814,10.6351,11.1996,1128350.0
2021-01-07,11.4778,11.5514,11.216,11.4287,665882.0
2021-01-08,11.6087,11.6659,11.1914,11.3387,707528.0
2021-01-09,11.6087,11.6659,11.1914,11.3387,707528.0
2021-01-10,11.6087,11.6659,11.1914,11.3387,707528.0
2021-01-11,11.216,11.4696,11.1669,11.4532,508579.0
2021-01-12,11.5023,11.6577,11.3796,11.5677,476897.0
2021-01-13,11.5432,11.5432,11.3141,11.3223,610639.0
2021-01-14,11.4369,11.5391,11.3714,11.4328,609490.0
2021-01-15,11.3305,11.3673,11.1751,11.3305,662473.0
2021-01-16,11.3305,11.3673,11.1751,11.3305,662473.0
2021-01-17,11.3305,11.3673,11.1751,11.3305,662473.0
2021-01-18,11.3305,11.3673,11.1751,11.3305,662473.0
2021-01-19,11.4123,11.4123,11.2242,11.3632,657308.0
2021-01-20,11.3469,11.3469,11.1587,11.306,560521.0
2021-01-21,11.3714,11.3714,11.1178,11.2487,531690.0
2021-01-22,11.1505,11.3632,11.0114,11.3387,596801.0
2021-01-23,11.1505,11.3632,11.0114,11.3387,596801.0
2021-01-24,11.1505,11.3632,11.0114,11.3387,596801.0
2021-01-25,11.2487,11.3387,10.9476,11.1423,720536.0
2021-01-26,11.3796,11.3796,10.9378,10.9624,526597.0
2021-01-27,10.8806,10.9378,10.5288,10.6024,856162.0
2021-01-28,10.7742,10.7742,10.6106,10.6924,737274.0
2021-01-29,10.7169,10.8753,10.4224,10.4306,1448073.0
2021-01-30,10.7169,10.8753,10.4224,10.4306,1448073.0
2021-01-31,10.7169,10.8753,10.4224,10.4306,1448073.0
2021-02-01,10.4715,10.7169,10.3734,10.6638,606220.0
2021-02-02,10.7497,10.8765,10.6433,10.7906,654742.0
2021-02-03,10.7574,10.8819,10.6744,10.8321,891624.0
2021-02-04,10.8985,11.1558,10.8736,11.0728,729193.0
2021-02-05,11.0728,11.2056,10.8653,10.9317,568050.0
2021-02-06,11.0728,11.2056,10.8653,10.9317,568050.0
2021-02-07,11.0728,11.2056,10.8653,10.9317,568050.0
2021-02-08,10.9649,11.1309,10.8902,11.1184,440564.0
2021-02-09,11.1226,11.4131,10.9773,11.4131,674095.0
2021-02-10,11.4961,11.5044,11.2637,11.2886,579915.0
2021-02-11,11.2803,11.3757,11.0728,11.1558,611976.0
2021-02-12,11.1558,11.3061,11.0739,11.2471,305760.0
2021-02-13,11.1558,11.3061,11.0739,11.2471,305760.0
2021-02-14,11.1558,11.3061,11.0739,11.2471,305760.0
2021-02-15,11.1558,11.3061,11.0739,11.2471,305760.0
2021-02-16,11.4131,11.5044,11.2507,11.4131,543739.0
2021-02-17,11.3716,11.4795,11.3218,11.3799,509760.0
2021-02-18,11.3633,11.521,11.2886,11.4297,537722.0
2021-02-19,11.4463,11.5791,11.4214,11.5459,596760.0
2021-02-20,11.4463,11.5791,11.4214,11.5459,596760.0
2021-02-21,11.4463,11.5791,11.4214,11.5459,596760.0
2021-02-22,11.5376,11.8364,11.5376,11.77,713326.0
2021-02-23,11.8198,12.0937,11.7949,11.9028,864892.0
2021-02-24,11.9443,12.1435,11.9277,12.0107,754668.0
2021-02-25,12.0356,12.102,11.77,11.8281,511006.0
2021-02-26,11.77,11.8862,11.5791,11.7202,868084.0
2021-02-27,11.77,11.8862,11.5791,11.7202,868084.0
2021-02-28,11.77,11.8862,11.5791,11.7202,868084.0
2021-03-01,11.8447,11.9692,11.7866,11.8862,547727.0
2021-03-02,11.8032,11.9277,11.7783,11.8115,421737.0
2021-03-03,11.8862,12.2597,11.8862,11.9609,595717.0
2021-03-04,12.0107,12.2348,11.8074,12.0024,839066.0
2021-03-05,12.2431,12.4258,12.1767,12.4009,1210009.0
2021-03-06,12.2431,12.4258,12.1767,12.4009,1210009.0
2021-03-07,12.2431,12.4258,12.1767,12.4009,1210009.0
2021-03-08,12.5171,12.8491,12.4507,12.7744,943416.0
2021-03-09,12.6665,12.6665,12.3427,12.4507,675170.0
2021-03-10,12.5254,12.7246,12.4258,12.6665,775299.0
2021-03-11,12.6167,12.7163,12.5088,12.6001,547134.0
