,NWBI US Equity,NWBI US Equity,NWBI US Equity,NWBI US Equity,NWBI US Equity
2022-05-26,11.3658,11.4999,11.3658,11.4641,706666.0
2022-05-27,11.4641,11.5267,11.4195,11.4999,664910.0
2022-05-28,11.4641,11.5267,11.4195,11.4999,664910.0
2022-05-29,11.4641,11.5267,11.4195,11.4999,664910.0
2022-05-30,11.4641,11.5267,11.4195,11.4999,664910.0
2022-05-31,11.4195,11.5758,11.3435,11.5177,1065829.0
2022-06-01,11.5267,11.5267,11.3122,11.4195,688000.0
2022-06-02,11.4463,11.4909,11.3033,11.4731,850157.0
2022-06-03,11.4373,11.4731,11.2899,11.3212,602924.0
2022-06-04,11.4373,11.4731,11.2899,11.3212,602924.0
2022-06-05,11.4373,11.4731,11.2899,11.3212,602924.0
2022-06-06,11.348,11.4373,11.2944,11.348,468219.0
2022-06-07,11.2854,11.4239,11.2407,11.3837,642752.0
2022-06-08,11.348,11.4195,11.1961,11.2407,533759.0
2022-06-09,11.2139,11.2988,11.0442,11.0531,774046.0
2022-06-10,11.0263,11.1067,10.9545,11.062,1023102.0
2022-06-11,11.0263,11.1067,10.9545,11.062,1023102.0
2022-06-12,11.0263,11.1067,10.9545,11.062,1023102.0
2022-06-13,10.9191,11.2095,10.9191,11.0174,1427144.0
2022-06-14,11.0442,11.1514,10.9459,11.0263,918227.0
2022-06-15,11.0978,11.1961,10.9906,11.0799,940138.0
2022-06-16,10.9906,11.0084,10.7806,10.8208,986817.0
2022-06-17,10.8833,11.071,10.8297,10.9101,2279637.0
2022-06-18,10.8833,11.071,10.8297,10.9101,2279637.0
2022-06-19,10.8833,11.071,10.8297,10.9101,2279637.0
2022-06-20,10.8833,11.071,10.8297,10.9101,2279637.0
2022-06-21,11.0352,11.2407,10.9906,11.2318,1349452.0
2022-06-22,11.1335,11.3033,11.1157,11.2586,988005.0
2022-06-23,11.2497,11.281,11.0799,11.1693,927631.0
2022-06-24,11.1693,11.5624,11.1693,11.5088,2543614.0
2022-06-25,11.1693,11.5624,11.1693,11.5088,2543614.0
2022-06-26,11.1693,11.5624,11.1693,11.5088,2543614.0
2022-06-27,11.5803,11.6071,11.415,11.4463,703462.0
2022-06-28,11.482,11.6339,11.4329,11.4552,667519.0
2022-06-29,11.4999,11.4999,11.3301,11.3748,667332.0
2022-06-30,11.2497,11.5133,11.2497,11.4373,925982.0
2022-07-01,11.3926,11.6339,11.3569,11.625,880180.0
2022-07-02,11.3926,11.6339,11.3569,11.625,880180.0
2022-07-03,11.3926,11.6339,11.3569,11.625,880180.0
2022-07-04,11.3926,11.6339,11.3569,11.625,880180.0
2022-07-05,11.4731,11.6428,11.3122,11.6339,1119137.0
2022-07-06,11.5892,11.625,11.4239,11.5624,730132.0
2022-07-07,11.6518,11.7054,11.482,11.4999,716851.0
2022-07-08,11.5356,11.5535,11.3837,11.4909,680219.0
2022-07-09,11.5356,11.5535,11.3837,11.4909,680219.0
2022-07-10,11.5356,11.5535,11.3837,11.4909,680219.0
2022-07-11,11.4373,11.5088,11.3748,11.4195,537422.0
2022-07-12,11.3748,11.5446,11.2854,11.4016,723877.0
2022-07-13,11.3926,11.4016,11.2139,11.2497,519289.0
2022-07-14,11.1693,11.348,10.9772,11.0888,650045.0
2022-07-15,11.2318,11.339,11.138,11.3301,569832.0
2022-07-16,11.2318,11.339,11.138,11.3301,569832.0
2022-07-17,11.2318,11.339,11.138,11.3301,569832.0
2022-07-18,11.3837,11.4641,11.3078,11.348,483353.0
2022-07-19,11.4373,11.6518,11.4105,11.6071,592567.0
2022-07-20,11.616,11.7501,11.5624,11.7054,652764.0
2022-07-21,11.625,11.7322,11.549,11.7322,603327.0
2022-07-22,11.7411,11.759,11.558,11.6786,628788.0
2022-07-23,11.7411,11.759,11.558,11.6786,628788.0
2022-07-24,11.7411,11.759,11.558,11.6786,628788.0
2022-07-25,11.759,12.0628,11.7054,12.0181,1292598.0
2022-07-26,11.9913,12.3532,11.9913,12.17,1279643.0
2022-07-27,12.17,12.4292,12.1254,12.3666,890278.0
2022-07-28,12.3219,12.6615,12.3219,12.6436,954582.0
2022-07-29,12.5989,12.8759,12.5203,12.8491,706319.0
2022-07-30,12.5989,12.8759,12.5203,12.8491,706319.0
2022-07-31,12.5989,12.8759,12.5203,12.8491,706319.0
2022-08-01,12.7955,13.001,12.6972,12.9027,753382.0
2022-08-02,12.8938,12.8938,12.7062,12.7151,681990.0
2022-08-03,12.7967,12.8646,12.6562,12.7242,690181.0
2022-08-04,12.7695,12.842,12.697,12.7695,584829.0
2022-08-05,12.7785,12.8963,12.7595,12.8329,830645.0
2022-08-06,12.7785,12.8963,12.7595,12.8329,830645.0
2022-08-07,12.7785,12.8963,12.7595,12.8329,830645.0
2022-08-08,12.8782,12.9417,12.8284,12.8692,634102.0
2022-08-09,12.9145,13.0821,12.8465,13.0776,684860.0
2022-08-10,13.141,13.2226,13.0912,13.1048,627557.0
2022-08-11,13.1682,13.3132,13.1456,13.277,702196.0
2022-08-12,13.3676,13.4673,13.3087,13.4673,608505.0
2022-08-13,13.3676,13.4673,13.3087,13.4673,608505.0
2022-08-14,13.3676,13.4673,13.3087,13.4673,608505.0
2022-08-15,13.3857,13.6757,13.286,13.6667,838658.0
2022-08-16,13.5942,13.7709,13.5262,13.7211,652112.0
2022-08-17,13.6304,13.7483,13.567,13.7392,462295.0
2022-08-18,13.7754,13.7936,13.6984,13.7483,392872.0
2022-08-19,13.6576,13.6939,13.5217,13.567,515231.0
2022-08-20,13.6576,13.6939,13.5217,13.567,515231.0
2022-08-21,13.6576,13.6939,13.5217,13.567,515231.0
2022-08-22,13.4492,13.4492,13.2498,13.2679,610785.0
2022-08-23,13.2951,13.3676,13.1864,13.1954,337048.0
2022-08-24,13.132,13.1954,12.9779,13.0323,711134.0
2022-08-25,13.0414,13.2317,13.0232,13.141,772184.0
2022-08-26,13.1954,13.286,12.9054,12.9145,673407.0
2022-08-27,13.1954,13.286,12.9054,12.9145,673407.0
2022-08-28,13.1954,13.286,12.9054,12.9145,673407.0
2022-08-29,12.9054,12.9054,12.7831,12.8238,810829.0
2022-08-30,12.8148,12.9326,12.706,12.9235,581531.0
2022-08-31,12.9054,12.9598,12.7151,12.7513,938481.0
2022-09-01,12.7785,12.8148,12.6245,12.8057,818543.0
2022-09-02,12.9054,12.9054,12.561,12.6335,551016.0
2022-09-03,12.9054,12.9054,12.561,12.6335,551016.0
2022-09-04,12.9054,12.9054,12.561,12.6335,551016.0
2022-09-05,12.9054,12.9054,12.561,12.6335,551016.0
2022-09-06,12.6517,12.6879,12.3118,12.416,749417.0
2022-09-07,12.3526,12.5066,12.3345,12.4613,586202.0
2022-09-08,12.4341,12.6562,12.3526,12.6426,593324.0
2022-09-09,12.7151,12.7967,12.6607,12.7604,428232.0
2022-09-10,12.7151,12.7967,12.6607,12.7604,428232.0
2022-09-11,12.7151,12.7967,12.6607,12.7604,428232.0
2022-09-12,12.7695,12.8601,12.6562,12.842,939295.0
2022-09-13,12.6788,12.7423,12.348,12.4251,759373.0
2022-09-14,12.4613,12.5882,12.3843,12.5792,734953.0
2022-09-15,12.561,12.8012,12.4795,12.7604,867835.0
2022-09-16,12.7332,12.9462,12.5701,12.9235,3290157.0
2022-09-17,12.7332,12.9462,12.5701,12.9235,3290157.0
2022-09-18,12.7332,12.9462,12.5701,12.9235,3290157.0
2022-09-19,12.8057,13.1592,12.7513,13.1229,640359.0
2022-09-20,13.1139,13.2951,13.0504,13.2498,533445.0
2022-09-21,13.3132,13.422,13.1501,13.1682,567999.0
2022-09-22,13.1954,13.2498,12.8601,12.9145,894913.0
2022-09-23,12.8329,12.8329,12.6154,12.7242,1011694.0
2022-09-24,12.8329,12.8329,12.6154,12.7242,1011694.0
2022-09-25,12.8329,12.8329,12.6154,12.7242,1011694.0
2022-09-26,12.6335,12.8057,12.5701,12.5973,840696.0
2022-09-27,12.6426,12.6698,12.3752,12.407,903424.0
2022-09-28,12.416,12.7559,12.3979,12.6788,1192207.0
2022-09-29,12.5973,12.6063,12.3571,12.4613,1116745.0
2022-09-30,12.4976,12.57,12.2348,12.2438,944641.0
2022-10-01,12.4976,12.57,12.2348,12.2438,944641.0
2022-10-02,12.4976,12.57,12.2348,12.2438,944641.0
2022-10-03,12.3888,12.4749,12.2166,12.3979,823103.0
2022-10-04,12.4795,12.7967,12.4795,12.7151,810813.0
2022-10-05,12.5973,12.6245,12.3571,12.5882,756296.0
2022-10-06,12.5066,12.5837,12.4387,12.4976,916704.0
2022-10-07,12.4613,12.4795,12.2348,12.2438,1149668.0
2022-10-08,12.4613,12.4795,12.2348,12.2438,1149668.0
2022-10-09,12.4613,12.4795,12.2348,12.2438,1149668.0
2022-10-10,12.3798,12.4749,12.2982,12.3163,907178.0
2022-10-11,12.3254,12.5066,12.2755,12.4704,766364.0
2022-10-12,12.4523,12.6154,12.3073,12.4976,475853.0
2022-10-13,12.4251,12.8873,12.3345,12.8238,913366.0
2022-10-14,12.9145,13.0504,12.7332,12.7695,743408.0
2022-10-15,12.9145,13.0504,12.7332,12.7695,743408.0
2022-10-16,12.9145,13.0504,12.7332,12.7695,743408.0
2022-10-17,12.9145,13.0504,12.8193,13.0232,1062274.0
2022-10-18,13.141,13.2181,12.9281,13.0323,966045.0
2022-10-19,12.9417,13.0414,12.7513,12.8963,713435.0
2022-10-20,12.8782,12.8782,12.3345,12.4432,952089.0
2022-10-21,12.5338,12.6607,12.3979,12.5248,1213010.0
2022-10-22,12.5338,12.6607,12.3979,12.5248,1213010.0
2022-10-23,12.5338,12.6607,12.3979,12.5248,1213010.0
2022-10-24,12.6245,12.8873,12.4885,12.7967,825606.0
2022-10-25,12.851,13.2,12.8065,13.1139,928680.0
2022-10-26,13.1682,13.2317,12.8782,12.8873,819422.0
2022-10-27,13.0142,13.3087,12.9326,13.1139,706017.0
2022-10-28,13.0595,13.5625,13.0595,13.5398,860837.0
2022-10-29,13.0595,13.5625,13.0595,13.5398,860837.0
2022-10-30,13.0595,13.5625,13.0595,13.5398,860837.0
2022-10-31,13.5036,13.7165,13.4582,13.6486,1366134.0
2022-11-01,13.6667,13.7392,13.6032,13.6667,916630.0
2022-11-02,13.6667,13.7861,13.4003,13.4922,857475.0
2022-11-03,13.4187,13.4876,13.2258,13.4554,411332.0
2022-11-04,13.5473,13.7677,13.4554,13.7585,591987.0
2022-11-05,13.5473,13.7677,13.4554,13.7585,591987.0
2022-11-06,13.5473,13.7677,13.4554,13.7585,591987.0
2022-11-07,13.7769,13.832,13.607,13.6667,499993.0
2022-11-08,13.6667,13.731,13.5014,13.584,484645.0
2022-11-09,13.5657,13.6851,13.4554,13.5106,534026.0
2022-11-10,13.731,14.0157,13.6851,13.8688,1012785.0
2022-11-11,13.9147,13.9882,13.5565,13.6391,561733.0
2022-11-12,13.9147,13.9882,13.5565,13.6391,561733.0
2022-11-13,13.9147,13.9882,13.5565,13.6391,561733.0
2022-11-14,13.6116,13.9055,13.584,13.6942,839707.0
2022-11-15,13.7585,13.8963,13.6024,13.7953,671503.0
2022-11-16,13.7953,13.8779,13.6391,13.6759,557845.0
2022-11-17,13.5748,13.6575,13.4279,13.5748,454465.0
2022-11-18,13.7953,13.7953,13.5335,13.584,637723.0
2022-11-19,13.7953,13.7953,13.5335,13.584,637723.0
2022-11-20,13.7953,13.7953,13.5335,13.584,637723.0
2022-11-21,13.6024,13.832,13.584,13.8228,440427.0
2022-11-22,13.8779,13.9698,13.8237,13.9147,494487.0
2022-11-23,13.8871,13.933,13.8136,13.8963,446634.0
2022-11-24,13.8871,13.933,13.8136,13.8963,446634.0
2022-11-25,13.979,14.0984,13.9101,13.9882,368118.0
2022-11-26,13.979,14.0984,13.9101,13.9882,368118.0
2022-11-27,13.979,14.0984,13.9101,13.9882,368118.0
2022-11-28,13.9055,13.9698,13.7172,13.7494,474560.0
2022-11-29,13.7585,13.8596,13.6575,13.832,407420.0
2022-11-30,13.7769,14.0708,13.6391,14.0433,860933.0
2022-12-01,14.0433,14.0433,13.8642,13.8779,502763.0
2022-12-02,13.7769,13.8963,13.7402,13.8963,572871.0
2022-12-03,13.7769,13.8963,13.7402,13.8963,572871.0
2022-12-04,13.7769,13.8963,13.7402,13.8963,572871.0
2022-12-05,13.832,13.832,13.0789,13.1432,922417.0
2022-12-06,13.1432,13.1891,13.0441,13.0972,543830.0
2022-12-07,13.0881,13.1753,12.9687,13.1248,544135.0
2022-12-08,13.1799,13.3039,13.1615,13.2809,411759.0
2022-12-09,13.2718,13.2718,13.0882,13.1524,385550.0
2022-12-10,13.2718,13.2718,13.0882,13.1524,385550.0
2022-12-11,13.2718,13.2718,13.0882,13.1524,385550.0
2022-12-12,13.1799,13.2718,12.9824,13.2075,678948.0
2022-12-13,13.3636,13.5381,13.01,13.0881,829050.0
2022-12-14,13.0881,13.2166,12.8171,12.8401,826695.0
2022-12-15,12.785,12.9044,12.6977,12.739,1125949.0
2022-12-16,12.6656,12.8033,12.4911,12.5829,3809178.0
2022-12-17,12.6656,12.8033,12.4911,12.5829,3809178.0
2022-12-18,12.6656,12.8033,12.4911,12.5829,3809178.0
2022-12-19,12.638,12.8217,12.5186,12.7666,710793.0
2022-12-20,12.7758,12.8906,12.7666,12.7942,441198.0
2022-12-21,12.8952,13.0421,12.8401,13.0054,448791.0
2022-12-22,12.9778,12.9778,12.6885,12.785,561965.0
2022-12-23,12.7942,12.9319,12.7942,12.886,424960.0
2022-12-24,12.7942,12.9319,12.7942,12.886,424960.0
2022-12-25,12.7942,12.9319,12.7942,12.886,424960.0
2022-12-26,12.7942,12.9319,12.7942,12.886,424960.0
2022-12-27,12.9503,12.9503,12.8309,12.8676,438372.0
2022-12-28,12.9227,12.9273,12.7712,12.7758,367607.0
2022-12-29,12.8309,12.9227,12.7942,12.8676,337718.0
2022-12-30,12.8676,12.8676,12.7666,12.8401,535653.0
2022-12-31,12.8676,12.8676,12.7666,12.8401,535653.0
2023-01-01,12.8676,12.8676,12.7666,12.8401,535653.0
2023-01-02,12.8676,12.8676,12.7666,12.8401,535653.0
2023-01-03,12.8584,12.9411,12.6288,12.8033,488612.0
2023-01-04,12.8584,12.9319,12.7318,12.8493,659831.0
2023-01-05,12.7758,12.8401,12.638,12.6931,571914.0
2023-01-06,12.7666,13.0421,12.7666,13.033,409070.0
2023-01-07,12.7666,13.0421,12.7666,13.033,409070.0
2023-01-08,12.7666,13.0421,12.7666,13.033,409070.0
2023-01-09,12.9962,13.033,12.7758,12.8401,388673.0
2023-01-10,12.886,12.9595,12.739,12.9044,456898.0
2023-01-11,12.9044,13.0146,12.8584,12.9962,458681.0
2023-01-12,13.0421,13.2442,12.9503,13.1248,455427.0
2023-01-13,13.0421,13.2258,12.886,13.1707,550819.0
2023-01-14,13.0421,13.2258,12.886,13.1707,550819.0
2023-01-15,13.0421,13.2258,12.886,13.1707,550819.0
2023-01-16,13.0421,13.2258,12.886,13.1707,550819.0
2023-01-17,13.2075,13.2442,13.0008,13.0421,453367.0
2023-01-18,13.0146,13.0146,12.6288,12.6472,628835.0
2023-01-19,12.5645,12.7299,12.4911,12.6196,501349.0
2023-01-20,12.7574,12.7574,12.5508,12.6839,700089.0
2023-01-21,12.7574,12.7574,12.5508,12.6839,700089.0
2023-01-22,12.7574,12.7574,12.5508,12.6839,700089.0
2023-01-23,12.6196,12.7482,12.4268,12.4543,668497.0
2023-01-24,12.4819,12.638,12.3717,12.6288,442881.0
2023-01-25,12.4819,12.5554,12.2523,12.3166,795720.0
2023-01-26,12.3625,12.4433,12.2201,12.3257,499731.0
2023-01-27,12.4176,12.8125,12.3671,12.7666,863750.0
2023-01-28,12.4176,12.8125,12.3671,12.7666,863750.0
2023-01-29,12.4176,12.8125,12.3671,12.7666,863750.0
2023-01-30,12.7758,12.8493,12.6196,12.638,760745.0
2023-01-31,12.7115,13.0789,12.7023,12.987,1970748.0
2023-02-01,12.9591,13.369,12.8659,13.1734,962944.0
2023-02-02,13.1734,13.5367,13.1734,13.5274,649578.0
2023-02-03,13.4715,13.6392,13.4482,13.5926,811782.0
2023-02-04,13.4715,13.6392,13.4482,13.5926,811782.0
2023-02-05,13.4715,13.6392,13.4482,13.5926,811782.0
2023-02-06,13.5926,13.6205,13.2852,13.4249,661426.0
2023-02-07,13.3504,13.5274,13.2758,13.4435,523967.0
2023-02-08,13.3969,13.4435,13.2665,13.2852,468913.0
2023-02-09,13.3876,13.4063,12.9498,12.9963,588817.0
2023-02-10,13.0243,13.2293,12.9777,13.1827,558428.0
2023-02-11,13.0243,13.2293,12.9777,13.1827,558428.0
2023-02-12,13.0243,13.2293,12.9777,13.1827,558428.0
2023-02-13,13.192,13.2758,13.1268,13.2386,304879.0
2023-02-14,13.2665,13.2758,13.0336,13.1454,465725.0
2023-02-15,13.0429,13.2293,13.0429,13.2106,320930.0
2023-02-16,13.0802,13.1594,13.015,13.0802,374139.0
2023-02-17,13.0988,13.1547,13.0243,13.0988,623124.0
2023-02-18,13.0988,13.1547,13.0243,13.0988,623124.0
2023-02-19,13.0988,13.1547,13.0243,13.0988,623124.0
2023-02-20,13.0988,13.1547,13.0243,13.0988,623124.0
2023-02-21,12.9963,13.0243,12.7634,12.7821,548216.0
2023-02-22,12.7821,13.0103,12.7598,12.9311,1048213.0
2023-02-23,12.9498,13.0057,12.7728,12.9684,597663.0
2023-02-24,12.9125,12.9404,12.796,12.8845,586135.0
2023-02-25,12.9125,12.9404,12.796,12.8845,586135.0
2023-02-26,12.9125,12.9404,12.796,12.8845,586135.0
2023-02-27,12.9684,13.0243,12.8193,12.838,413375.0
2023-02-28,12.8845,13.001,12.8659,12.8752,630033.0
2023-03-01,12.81,12.8659,12.7355,12.8007,501068.0
2023-03-02,12.7541,12.7681,12.6423,12.7448,558208.0
2023-03-03,12.8473,12.8659,12.6703,12.8473,399462.0
2023-03-04,12.8473,12.8659,12.6703,12.8473,399462.0
2023-03-05,12.8473,12.8659,12.6703,12.8473,399462.0
2023-03-06,12.8286,12.9032,12.4374,12.5119,755177.0
2023-03-07,12.4653,12.4839,12.3582,12.3815,495255.0
2023-03-08,12.4374,12.4467,12.279,12.3815,403016.0
2023-03-09,12.3162,12.3442,11.7479,11.8784,837502.0
2023-03-10,11.5989,12.0368,11.4359,11.8877,1245710.0
2023-03-11,11.5989,12.0368,11.4359,11.8877,1245710.0
2023-03-12,11.5989,12.0368,11.4359,11.8877,1245710.0
2023-03-13,11.4498,12.4187,10.9281,11.9715,2346001.0
2023-03-14,12.5026,12.987,11.9529,12.0833,1421157.0
2023-03-15,11.6548,12.1206,11.6058,11.925,1460821.0
2023-03-16,11.7666,12.5585,11.6315,12.279,1258671.0
2023-03-17,12.0647,12.1439,11.5244,11.6641,4086845.0
2023-03-18,12.0647,12.1439,11.5244,11.6641,4086845.0
2023-03-19,12.0647,12.1439,11.5244,11.6641,4086845.0
2023-03-20,12.1579,12.1579,11.7293,11.7852,1101650.0
2023-03-21,12.1579,12.3982,12.0274,12.1206,915046.0
2023-03-22,12.0927,12.1392,11.4405,11.4778,1432858.0
2023-03-23,11.5989,11.7852,11.2775,11.3194,1087433.0
2023-03-24,11.3567,11.7712,11.2728,11.7573,1303292.0
2023-03-25,11.3567,11.7712,11.2728,11.7573,1303292.0
2023-03-26,11.3567,11.7712,11.2728,11.7573,1303292.0
2023-03-27,11.9529,12.0088,11.5011,11.5057,1019832.0
2023-03-28,11.4964,11.6012,11.366,11.4405,582019.0
2023-03-29,11.5616,11.5616,11.3287,11.4591,796250.0
2023-03-30,11.5709,11.5709,11.0679,11.189,794643.0
2023-03-31,11.3008,11.3101,11.0958,11.2076,781781.0
2023-04-01,11.3008,11.3101,11.0958,11.2076,781781.0
2023-04-02,11.3008,11.3101,11.0958,11.2076,781781.0
2023-04-03,11.2449,11.2914,11.012,11.0679,714321.0
2023-04-04,11.0772,11.0865,10.6672,10.8443,887519.0
2023-04-05,10.7231,10.8629,10.6952,10.7697,671216.0
2023-04-06,10.7231,10.9514,10.7231,10.8722,707281.0
2023-04-07,10.7231,10.9514,10.7231,10.8722,707281.0
2023-04-08,10.7231,10.9514,10.7231,10.8722,707281.0
2023-04-09,10.7231,10.9514,10.7231,10.8722,707281.0
2023-04-10,10.9002,11.0399,10.807,10.9467,742729.0
2023-04-11,10.984,11.0213,10.8489,10.8722,537337.0
2023-04-12,10.9374,10.9654,10.7511,10.7977,460184.0
2023-04-13,10.7697,10.8722,10.6766,10.7977,643348.0
2023-04-14,10.9654,11.0399,10.5834,10.6672,777854.0
2023-04-15,10.9654,11.0399,10.5834,10.6672,777854.0
2023-04-16,10.9654,11.0399,10.5834,10.6672,777854.0
2023-04-17,10.6672,10.8722,10.5089,10.8722,645514.0
2023-04-18,10.8722,10.9728,10.5368,10.6207,527507.0
2023-04-19,10.6486,10.9002,10.602,10.807,615155.0
2023-04-20,10.7418,10.7977,10.6114,10.7231,598156.0
2023-04-21,10.6859,10.7767,10.5834,10.6766,580395.0
2023-04-22,10.6859,10.7767,10.5834,10.6766,580395.0
2023-04-23,10.6859,10.7767,10.5834,10.6766,580395.0
2023-04-24,10.6393,10.9048,10.6393,10.8163,600366.0
2023-04-25,10.5927,10.7138,10.3691,10.4343,881340.0
2023-04-26,10.3971,10.5984,10.3691,10.5368,1038372.0
2023-04-27,10.6207,10.9188,10.5974,10.9188,760362.0
2023-04-28,10.9561,11.0352,10.8256,10.8908,642643.0
2023-04-29,10.9561,11.0352,10.8256,10.8908,642643.0
2023-04-30,10.9561,11.0352,10.8256,10.8908,642643.0
2023-05-01,10.8815,10.9467,10.5275,10.5555,989406.0
2023-05-02,10.5741,10.5741,9.9224,10.1176,1141033.0
2023-05-03,10.1366,10.3644,10.0417,10.0796,1333345.0
2023-05-04,9.8518,9.9278,9.4057,9.8139,1108809.0
2023-05-05,10.1555,10.1745,9.8661,10.0986,1081438.0
2023-05-06,10.1555,10.1745,9.8661,10.0986,1081438.0
2023-05-07,10.1555,10.1745,9.8661,10.0986,1081438.0
2023-05-08,10.2125,10.2125,9.8423,9.8613,723243.0
2023-05-09,9.8139,9.917,9.662,9.8044,795232.0
2023-05-10,10.0037,10.0037,9.7379,9.8708,736420.0
2023-05-11,9.7949,9.8803,9.7095,9.7949,655052.0
2023-05-12,9.8613,10.0606,9.7379,10.0511,683365.0
2023-05-13,9.8613,10.0606,9.7379,10.0511,683365.0
2023-05-14,9.8613,10.0606,9.7379,10.0511,683365.0
2023-05-15,10.0606,10.241,10.0037,10.0986,921037.0
2023-05-16,10.1461,10.241,10.0037,10.0037,626469.0
2023-05-17,10.1745,10.6491,10.1176,10.5826,987112.0
2023-05-18,10.4877,10.6396,10.4023,10.4877,706408.0
2023-05-19,10.6111,10.6187,10.1318,10.222,552521.0
2023-05-20,10.6111,10.6187,10.1318,10.222,552521.0
2023-05-21,10.6111,10.6187,10.1318,10.222,552521.0
2023-05-22,10.3264,10.3454,10.1413,10.241,1009440.0
2023-05-23,10.2694,10.6016,10.2505,10.2979,813657.0
2023-05-24,10.241,10.3264,10.0891,10.2125,660017.0
2023-05-25,10.0796,10.203,10.0084,10.1176,626341.0
2023-05-26,10.1461,10.2125,10.0132,10.203,417605.0
2023-05-27,10.1461,10.2125,10.0132,10.203,417605.0
2023-05-28,10.1461,10.2125,10.0132,10.203,417605.0
2023-05-29,10.1461,10.2125,10.0132,10.203,417605.0
2023-05-30,10.2315,10.2315,9.9989,10.203,509114.0
2023-05-31,10.1366,10.165,9.8803,9.9752,734750.0
2023-06-01,10.0132,10.2979,9.9562,10.222,557594.0
2023-06-02,10.3549,10.8285,10.2599,10.782,790202.0
2023-06-03,10.3549,10.8285,10.2599,10.782,790202.0
2023-06-04,10.3549,10.8285,10.2599,10.782,790202.0
2023-06-05,10.7535,10.7535,10.3454,10.3928,726742.0
2023-06-06,10.3833,10.9243,10.3833,10.8009,682480.0
2023-06-07,10.9338,11.2945,10.8674,11.1806,884196.0
2023-06-08,11.1426,11.1711,10.8674,10.9908,537258.0
2023-06-09,11.0098,11.0667,10.8009,10.8674,455011.0
2023-06-10,11.0098,11.0667,10.8009,10.8674,455011.0
2023-06-11,11.0098,11.0667,10.8009,10.8674,455011.0
2023-06-12,10.9053,11.1331,10.8152,10.8674,693986.0
2023-06-13,10.9338,11.1901,10.8674,11.1142,614659.0
2023-06-14,11.0952,11.2233,10.8816,10.9148,782656.0
2023-06-15,10.8579,11.1331,10.8294,11.0952,597980.0
2023-06-16,11.1711,11.1711,10.7725,11.0003,3198526.0
2023-06-17,11.1711,11.1711,10.7725,11.0003,3198526.0
2023-06-18,11.1711,11.1711,10.7725,11.0003,3198526.0
2023-06-19,11.1711,11.1711,10.7725,11.0003,3198526.0
2023-06-20,10.9908,11.0003,10.706,10.7345,679952.0
2023-06-21,10.7345,10.7345,10.4213,10.4403,716028.0
2023-06-22,10.4023,10.4498,10.0986,10.1366,743676.0
2023-06-23,10.0796,10.1935,9.8423,9.9752,2438424.0
2023-06-24,10.0796,10.1935,9.8423,9.9752,2438424.0
2023-06-25,10.0796,10.1935,9.8423,9.9752,2438424.0
2023-06-26,9.9752,10.1555,9.9657,10.0891,788065.0
2023-06-27,10.0796,10.2599,9.9752,10.1081,522808.0
2023-06-28,10.1271,10.1555,9.9752,10.0796,542300.0
2023-06-29,10.184,10.2988,10.184,10.2125,410354.0
2023-06-30,10.2315,10.2694,10.0511,10.0606,482563.0
2023-07-01,10.2315,10.2694,10.0511,10.0606,482563.0
2023-07-02,10.2315,10.2694,10.0511,10.0606,482563.0
2023-07-03,10.0606,10.2694,10.0606,10.184,305808.0
2023-07-04,10.0606,10.2694,10.0606,10.184,305808.0
2023-07-05,10.1271,10.222,9.9942,10.1176,579237.0
2023-07-06,9.9752,10.0084,9.8328,9.9657,564671.0
2023-07-07,9.9657,10.1888,9.9657,10.0986,497529.0
2023-07-08,9.9657,10.1888,9.9657,10.0986,497529.0
2023-07-09,9.9657,10.1888,9.9657,10.0986,497529.0
2023-07-10,10.0606,10.3264,10.0606,10.222,537801.0
2023-07-11,10.2599,10.3359,10.1461,10.241,405052.0
2023-07-12,10.4308,10.5067,10.3311,10.3833,436646.0
2023-07-13,10.4403,10.5921,10.3833,10.5826,526361.0
2023-07-14,10.706,10.706,10.4023,10.5732,631194.0
2023-07-15,10.706,10.706,10.4023,10.5732,631194.0
2023-07-16,10.706,10.706,10.4023,10.5732,631194.0
2023-07-17,10.5826,10.8294,10.5589,10.725,475623.0
2023-07-18,10.725,11.0572,10.706,11.0477,480965.0
2023-07-19,11.0667,11.285,10.9908,11.2755,609665.0
2023-07-20,11.285,11.285,10.9908,11.1521,558599.0
2023-07-21,11.2186,11.247,11.043,11.1142,529781.0
2023-07-22,11.2186,11.247,11.043,11.1142,529781.0
2023-07-23,11.2186,11.247,11.043,11.1142,529781.0
2023-07-24,11.0477,11.4274,11.0477,11.3704,417532.0
2023-07-25,11.3609,11.4369,11.1948,11.285,524343.0
2023-07-26,11.3989,11.6789,11.3419,11.5887,576970.0
2023-07-27,11.6646,11.7026,11.5128,11.5792,628685.0
2023-07-28,11.7026,11.8118,11.6362,11.7216,550981.0
2023-07-29,11.7026,11.8118,11.6362,11.7216,550981.0
2023-07-30,11.7026,11.8118,11.6362,11.7216,550981.0
2023-07-31,11.7121,11.826,11.6646,11.7311,533721.0
2023-08-01,11.8165,11.8165,11.4653,11.5697,564823.0
2023-08-02,11.4925,11.5746,11.3574,11.4829,488224.0
2023-08-03,11.4636,11.7193,11.3507,11.6855,450314.0
2023-08-04,11.5408,11.7338,11.5408,11.5987,434931.0
2023-08-05,11.5408,11.7338,11.5408,11.5987,434931.0
2023-08-06,11.5408,11.7338,11.5408,11.5987,434931.0
2023-08-07,11.6276,11.7338,11.5504,11.6662,427579.0
