,CE US Equity,CE US Equity,CE US Equity,CE US Equity,CE US Equity
2019-02-05,87.5633,88.4134,87.0054,87.4216,936561.0
2019-02-06,86.4563,87.5898,86.2527,87.2179,849147.0
2019-02-07,86.6512,86.9877,84.3415,85.0306,808273.0
2019-02-08,84.2867,85.0749,83.7377,85.0395,1213664.0
2019-02-09,84.2867,85.0749,83.7377,85.0395,1213664.0
2019-02-10,84.2867,85.0749,83.7377,85.0395,1213664.0
2019-02-11,85.4114,85.7745,84.5967,84.9952,1123015.0
2019-02-12,85.8984,88.0149,85.8984,87.9175,1511921.0
2019-02-13,88.1389,88.6879,87.4836,87.5101,811700.0
2019-02-14,87.1116,88.6437,86.9744,88.1477,921538.0
2019-02-15,89.1628,89.4922,88.5306,89.2696,1337652.0
2019-02-16,89.1628,89.4922,88.5306,89.2696,1337652.0
2019-02-17,89.1628,89.4922,88.5306,89.2696,1337652.0
2019-02-18,89.1628,89.4922,88.5306,89.2696,1337652.0
2019-02-19,88.3703,90.3203,87.5601,89.884,1019226.0
2019-02-20,90.0265,91.9363,89.8217,91.46,875565.0
2019-02-21,91.7627,92.2079,90.8545,91.2641,1149039.0
2019-02-22,91.8784,92.6086,91.6113,92.3682,852063.0
2019-02-23,91.8784,92.6086,91.6113,92.3682,852063.0
2019-02-24,91.8784,92.6086,91.6113,92.3682,852063.0
2019-02-25,92.8757,93.3209,92.4758,92.7065,735894.0
2019-02-26,92.5818,93.1161,91.3976,91.4244,845268.0
2019-02-27,91.2196,92.4038,91.1038,92.0565,782611.0
2019-02-28,91.8161,92.0031,90.8456,91.0771,1070667.0
2019-03-01,91.923,92.9335,91.2552,91.5312,893199.0
2019-03-02,91.923,92.9335,91.2552,91.5312,893199.0
2019-03-03,91.923,92.9335,91.2552,91.5312,893199.0
2019-03-04,92.0832,92.7243,90.2312,91.4867,987732.0
2019-03-05,91.362,92.0387,90.7388,91.46,1094107.0
2019-03-06,91.6558,92.9024,91.2641,91.7627,898525.0
2019-03-07,91.3442,91.7093,89.1361,90.4449,1103096.0
2019-03-08,89.6703,89.9285,88.5395,88.8422,1048112.0
2019-03-09,89.6703,89.9285,88.5395,88.8422,1048112.0
2019-03-10,89.6703,89.9285,88.5395,88.8422,1048112.0
2019-03-11,89.3141,90.3915,88.7265,90.3648,809990.0
2019-03-12,90.6052,91.0415,89.9285,90.0888,818598.0
2019-03-13,90.5429,91.2819,90.1155,90.6586,721053.0
2019-03-14,90.3648,90.6497,88.9758,89.3676,1112361.0
2019-03-15,89.3052,90.2468,89.0025,90.1333,2198526.0
2019-03-16,89.3052,90.2468,89.0025,90.1333,2198526.0
2019-03-17,89.3052,90.2468,89.0025,90.1333,2198526.0
2019-03-18,90.1867,90.436,88.8333,90.2401,861926.0
2019-03-19,90.7922,91.5312,89.4833,89.884,644441.0
2019-03-20,89.8929,90.2134,88.4934,89.9285,1165712.0
2019-03-21,89.7771,91.8695,89.7771,91.4244,553578.0
2019-03-22,90.5162,90.5162,87.3286,87.382,771198.0
2019-03-23,90.5162,90.5162,87.3286,87.382,771198.0
2019-03-24,90.5162,90.5162,87.3286,87.382,771198.0
2019-03-25,87.2396,87.8005,85.9797,86.1266,849073.0
2019-03-26,86.7409,87.4889,86.0732,86.4471,1099651.0
2019-03-27,86.456,87.2485,85.8595,86.3581,1177275.0
2019-03-28,86.4738,87.5779,86.3581,87.5067,781964.0
2019-03-29,87.7204,88.308,87.293,87.8005,774208.0
2019-03-30,87.7204,88.308,87.293,87.8005,774208.0
2019-03-31,87.7204,88.308,87.293,87.8005,774208.0
2019-04-01,88.5751,90.2758,88.5573,90.1333,845058.0
2019-04-02,90.5251,91.1661,89.9641,90.6497,864229.0
2019-04-03,91.4511,92.4928,91.2196,91.8873,892288.0
2019-04-04,92.3236,93.4633,92.0743,93.401,1073676.0
2019-04-05,93.7482,94.5674,93.5613,94.1667,863754.0
2019-04-06,93.7482,94.5674,93.5613,94.1667,863754.0
2019-04-07,93.7482,94.5674,93.5613,94.1667,863754.0
2019-04-08,93.49,94.2201,91.2285,91.362,1685088.0
2019-04-09,90.5251,90.7922,89.421,90.4805,723575.0
2019-04-10,90.9435,91.0121,89.4655,90.6497,761522.0
2019-04-11,90.8189,91.4377,90.4894,90.9079,563312.0
2019-04-12,92.0743,93.8106,91.5935,93.7571,1479377.0
2019-04-13,92.0743,93.8106,91.5935,93.7571,1479377.0
2019-04-14,92.0743,93.8106,91.5935,93.7571,1479377.0
2019-04-15,93.3476,94.2469,92.3058,92.5907,523572.0
2019-04-16,92.7955,93.9976,92.6887,93.8195,754324.0
2019-04-17,94.5585,97.0605,93.8462,93.8818,1057772.0
2019-04-18,94.3893,94.8345,92.8668,93.6592,896521.0
2019-04-19,94.3893,94.8345,92.8668,93.6592,896521.0
2019-04-20,94.3893,94.8345,92.8668,93.6592,896521.0
2019-04-21,94.3893,94.8345,92.8668,93.6592,896521.0
2019-04-22,93.2674,94.1934,92.9113,93.0181,1044245.0
2019-04-23,98.1289,101.361,97.1406,99.8741,1956267.0
2019-04-24,99.9542,100.4706,98.6008,98.7344,1480167.0
2019-04-25,98.3248,98.3248,96.2235,96.7844,984631.0
2019-04-26,96.9277,98.1277,96.5651,97.2143,573614.0
2019-04-27,96.9277,98.1277,96.5651,97.2143,573614.0
2019-04-28,96.9277,98.1277,96.5651,97.2143,573614.0
2019-04-29,97.2859,97.474,96.1934,96.5606,1255677.0
2019-04-30,96.6233,97.4292,96.2114,96.6143,1616695.0
2019-05-01,96.489,96.6994,94.7159,94.7696,1414345.0
2019-05-02,94.4383,95.4771,94.0264,95.1099,1974695.0
2019-05-03,95.6114,97.5635,95.5935,97.4024,1335375.0
2019-05-04,95.6114,97.5635,95.5935,97.4024,1335375.0
2019-05-05,95.6114,97.5635,95.5935,97.4024,1335375.0
2019-05-06,95.6472,96.8024,94.4114,96.5516,1307990.0
2019-05-07,95.3785,95.6203,94.0532,94.8323,1110319.0
2019-05-08,94.4562,95.1457,93.6682,94.698,876910.0
2019-05-09,93.3637,93.4891,92.5757,92.7727,1354840.0
2019-05-10,92.5309,92.9339,90.9235,92.5578,871845.0
2019-05-11,92.5309,92.9339,90.9235,92.5578,871845.0
2019-05-12,92.5309,92.9339,90.9235,92.5578,871845.0
2019-05-13,90.7041,90.7041,87.9012,88.7877,1135813.0
2019-05-14,89.1728,90.6996,88.94,89.9429,1382772.0
2019-05-15,89.0385,90.8921,88.8057,90.6235,1197804.0
2019-05-16,91.1966,92.1279,90.7578,91.1698,1382421.0
2019-05-17,90.0952,91.8951,90.0658,91.0175,953597.0
2019-05-18,90.0952,91.8951,90.0658,91.0175,953597.0
2019-05-19,90.0952,91.8951,90.0658,91.0175,953597.0
2019-05-20,89.9698,90.4399,88.9042,89.137,1082361.0
2019-05-21,89.8623,90.3817,89.325,89.8265,832202.0
2019-05-22,89.5668,89.9967,88.931,89.6474,974035.0
2019-05-23,88.537,88.7072,86.7281,88.3131,957087.0
2019-05-24,89.1459,89.4952,87.9908,88.9937,792625.0
2019-05-25,89.1459,89.4952,87.9908,88.9937,792625.0
2019-05-26,89.1459,89.4952,87.9908,88.9937,792625.0
2019-05-27,89.1459,89.4952,87.9908,88.9937,792625.0
2019-05-28,88.9758,89.8355,88.8325,89.2176,1617581.0
2019-05-29,88.3221,89.4056,87.7669,89.1907,1044571.0
2019-05-30,89.2176,90.0862,88.0445,88.2863,791701.0
2019-05-31,86.8804,87.5072,84.8297,85.0088,1268962.0
2019-06-01,86.8804,87.5072,84.8297,85.0088,1268962.0
2019-06-02,86.8804,87.5072,84.8297,85.0088,1268962.0
2019-06-03,85.0267,86.7729,84.9551,86.7729,1504237.0
2019-06-04,87.9012,90.2564,87.9012,90.2295,1771810.0
2019-06-05,90.5966,90.9817,89.0519,90.4086,1277442.0
2019-06-06,90.4175,90.6951,89.325,89.8982,1079899.0
2019-06-07,90.1668,91.0802,89.0385,90.5519,683487.0
2019-06-08,90.1668,91.0802,89.0385,90.5519,683487.0
2019-06-09,90.1668,91.0802,89.0385,90.5519,683487.0
2019-06-10,90.9817,92.3966,90.9011,91.8772,732017.0
2019-06-11,93.301,94.1517,92.3563,92.7816,774236.0
2019-06-12,92.6921,94.0264,91.6085,93.301,741520.0
2019-06-13,93.5965,94.3129,93.2025,94.2592,672363.0
2019-06-14,94.2681,94.3935,93.0324,93.301,719925.0
2019-06-15,94.2681,94.3935,93.0324,93.301,719925.0
2019-06-16,94.2681,94.3935,93.0324,93.301,719925.0
2019-06-17,93.1577,93.4264,92.0205,92.1369,782085.0
2019-06-18,92.8354,94.3778,92.1996,93.7756,769541.0
2019-06-19,93.8204,93.9682,93.0055,93.6592,632354.0
2019-06-20,94.8233,94.8233,93.3144,94.1249,793514.0
2019-06-21,94.0801,95.1681,93.4443,94.6442,1040684.0
2019-06-22,94.0801,95.1681,93.4443,94.6442,1040684.0
2019-06-23,94.0801,95.1681,93.4443,94.6442,1040684.0
2019-06-24,94.2502,95.0741,93.7488,94.2502,627735.0
2019-06-25,94.3487,94.3487,93.0861,93.5159,555920.0
2019-06-26,93.892,95.3248,93.8428,94.7607,1234293.0
2019-06-27,95.2263,95.7457,94.8771,95.0472,1065812.0
2019-06-28,95.2532,96.8113,95.2532,96.5337,2452266.0
2019-06-29,95.2532,96.8113,95.2532,96.5337,2452266.0
2019-06-30,95.2532,96.8113,95.2532,96.5337,2452266.0
2019-07-01,97.7158,98.5934,96.6591,98.1814,1298785.0
2019-07-02,97.7606,97.7606,95.7905,96.2293,786585.0
2019-07-03,95.9069,96.2606,94.9398,95.6651,428513.0
2019-07-04,95.9069,96.2606,94.9398,95.6651,428513.0
2019-07-05,94.8323,95.1547,93.8652,94.5905,585912.0
2019-07-06,94.8323,95.1547,93.8652,94.5905,585912.0
2019-07-07,94.8323,95.1547,93.8652,94.5905,585912.0
2019-07-08,94.2502,94.6801,93.2025,93.7846,907163.0
2019-07-09,93.5428,93.901,92.3742,93.7846,898908.0
2019-07-10,94.5278,94.6532,93.1309,93.4891,1252334.0
2019-07-11,93.5786,94.5189,93.3368,94.3219,1549681.0
2019-07-12,94.6353,96.6636,94.3756,95.8263,714494.0
2019-07-13,94.6353,96.6636,94.3756,95.8263,714494.0
2019-07-14,94.6353,96.6636,94.3756,95.8263,714494.0
2019-07-15,95.8711,95.9517,94.9577,95.88,598220.0
2019-07-16,96.1039,97.3397,95.7636,96.7576,713604.0
2019-07-17,96.6143,96.8024,95.4412,95.4502,710702.0
2019-07-18,94.8502,95.7547,94.7696,95.0024,749919.0
2019-07-19,95.4323,96.6233,95.1009,95.8711,881990.0
2019-07-20,95.4323,96.6233,95.1009,95.8711,881990.0
2019-07-21,95.4323,96.6233,95.1009,95.8711,881990.0
2019-07-22,95.7099,96.2696,94.2055,94.6353,1002216.0
2019-07-23,94.9398,99.059,93.7308,98.7814,1490571.0
2019-07-24,98.5934,101.1634,98.5934,100.5276,1223523.0
2019-07-25,99.9423,101.185,99.0835,100.4106,1049101.0
2019-07-26,100.3835,100.5276,98.2945,100.0954,683427.0
2019-07-27,100.3835,100.5276,98.2945,100.0954,683427.0
2019-07-28,100.3835,100.5276,98.2945,100.0954,683427.0
2019-07-29,99.9423,101.5271,99.7262,100.9598,792704.0
2019-07-30,100.1044,101.4911,99.5101,101.32,896490.0
2019-07-31,101.284,102.1304,100.1584,101.0049,1169123.0
2019-08-01,100.8428,102.1304,96.7547,97.457,974588.0
2019-08-02,96.6917,97.0068,94.2064,96.4575,1027169.0
2019-08-03,96.6917,97.0068,94.2064,96.4575,1027169.0
2019-08-04,96.6917,97.0068,94.2064,96.4575,1027169.0
2019-08-05,94.7196,95.3725,91.8922,92.9187,1270360.0
2019-08-06,93.9813,94.454,92.2659,94.2154,1007119.0
2019-08-07,92.8827,96.0028,92.2974,95.8452,1074041.0
2019-08-08,96.8808,99.5191,96.8808,98.2765,1002366.0
2019-08-09,97.9433,98.7267,97.1419,98.2855,848658.0
2019-08-10,97.9433,98.7267,97.1419,98.2855,848658.0
2019-08-11,97.9433,98.7267,97.1419,98.2855,848658.0
2019-08-12,97.6822,98.4926,97.1059,97.8532,947706.0
2019-08-13,97.5651,101.7883,97.295,99.9513,1133824.0
2019-08-14,98.1864,98.6637,97.421,97.8172,1403906.0
2019-08-15,98.0964,98.4656,96.0331,96.7457,878427.0
2019-08-16,97.5471,99.6362,97.331,99.321,804303.0
2019-08-17,97.5471,99.6362,97.331,99.321,804303.0
2019-08-18,97.5471,99.6362,97.331,99.321,804303.0
2019-08-19,100.8968,101.5992,100.3115,101.293,868017.0
2019-08-20,100.6627,101.0139,99.7262,100.6177,612522.0
2019-08-21,101.8603,102.4276,101.6442,101.9053,699829.0
2019-08-22,102.2385,103.3551,100.9688,102.4186,867243.0
2019-08-23,101.7342,101.7523,96.0343,96.5746,1104319.0
2019-08-24,101.7342,101.7523,96.0343,96.5746,1104319.0
2019-08-25,101.7342,101.7523,96.0343,96.5746,1104319.0
2019-08-26,97.349,98.1414,95.9533,96.7097,682389.0
2019-08-27,97.376,97.8983,95.3851,96.5476,1040644.0
2019-08-28,96.3855,98.7987,95.9803,98.6367,798045.0
2019-08-29,100.1134,101.176,99.7352,100.6357,671818.0
2019-08-30,101.6172,102.7428,101.4011,102.0854,1061281.0
2019-08-31,101.6172,102.7428,101.4011,102.0854,1061281.0
2019-09-01,101.6172,102.7428,101.4011,102.0854,1061281.0
2019-09-02,101.6172,102.7428,101.4011,102.0854,1061281.0
2019-09-03,100.7527,101.4011,99.6227,100.5817,589147.0
2019-09-04,102.0494,102.9949,101.6442,102.4906,829867.0
2019-09-05,103.7783,106.5607,103.4181,105.9214,818985.0
2019-09-06,106.1465,106.6328,105.219,106.3176,555500.0
2019-09-07,106.1465,106.6328,105.219,106.3176,555500.0
2019-09-08,106.1465,106.6328,105.219,106.3176,555500.0
2019-09-09,106.6238,109.01,106.4347,108.8749,901626.0
2019-09-10,108.9289,111.5673,108.7263,111.045,1340678.0
2019-09-11,111.1621,111.9815,109.2621,111.9365,947569.0
2019-09-12,112.5488,112.5578,110.3697,111.8374,753843.0
2019-09-13,112.8099,114.4938,112.5128,112.999,799842.0
2019-09-14,112.8099,114.4938,112.5128,112.999,799842.0
2019-09-15,112.8099,114.4938,112.5128,112.999,799842.0
2019-09-16,112.6929,113.4673,111.4772,112.0625,607569.0
2019-09-17,111.7744,111.8825,110.0815,111.6393,916950.0
2019-09-18,111.2071,111.7024,110.0635,111.4232,754282.0
2019-09-19,111.4232,112.0355,110.973,111.4772,685699.0
2019-09-20,111.8554,111.8554,110.0635,110.4687,1506693.0
2019-09-21,111.8554,111.8554,110.0635,110.4687,1506693.0
2019-09-22,111.8554,111.8554,110.0635,110.4687,1506693.0
2019-09-23,109.4872,110.9009,109.1811,110.2796,771331.0
2019-09-24,109.9104,110.3066,108.8029,109.2711,619541.0
2019-09-25,109.5773,110.4147,109.064,110.0455,716169.0
2019-09-26,109.118,110.059,108.7128,109.4872,656314.0
2019-09-27,109.7484,111.2972,109.4602,109.9825,716059.0
2019-09-28,109.7484,111.2972,109.4602,109.9825,716059.0
2019-09-29,109.7484,111.2972,109.4602,109.9825,716059.0
2019-09-30,110.2436,110.7389,109.109,110.1175,777427.0
2019-10-01,110.2886,111.6017,108.0375,108.3707,1197119.0
2019-10-02,107.2811,107.8394,105.5522,106.3446,1067455.0
2019-10-03,105.9754,106.8849,104.9849,106.8579,747149.0
2019-10-04,106.6958,108.0105,106.4437,107.6323,534007.0
2019-10-05,106.6958,108.0105,106.4437,107.6323,534007.0
2019-10-06,106.6958,108.0105,106.4437,107.6323,534007.0
2019-10-07,107.2451,108.4517,106.6778,107.5512,706991.0
2019-10-08,106.7678,107.6413,105.6422,106.1195,1066950.0
2019-10-09,107.6323,107.7387,105.6873,106.9029,743530.0
2019-10-10,107.2,107.8304,105.9484,106.5787,909723.0
2019-10-11,107.7763,110.5993,107.7763,109.7394,802233.0
2019-10-12,107.7763,110.5993,107.7763,109.7394,802233.0
2019-10-13,107.7763,110.5993,107.7763,109.7394,802233.0
2019-10-14,109.064,109.5458,108.4517,108.4517,644368.0
2019-10-15,108.9199,110.3472,108.5417,109.8924,672292.0
2019-10-16,110.2166,111.3332,109.01,109.4242,752650.0
2019-10-17,109.7934,110.1446,108.9109,109.8204,552711.0
2019-10-18,109.2441,111.6033,109.2441,109.5413,953175.0
2019-10-19,109.2441,111.6033,109.2441,109.5413,953175.0
2019-10-20,109.2441,111.6033,109.2441,109.5413,953175.0
2019-10-21,109.9194,110.7929,109.1496,109.2351,991307.0
2019-10-22,109.001,110.2346,103.6973,107.4252,1479802.0
2019-10-23,107.3711,110.7028,107.3711,109.6403,1083424.0
2019-10-24,110.6128,111.3152,109.5142,111.2251,765815.0
2019-10-25,111.2613,112.6188,110.4015,111.9038,558995.0
2019-10-26,111.2613,112.6188,110.4015,111.9038,558995.0
2019-10-27,111.2613,112.6188,110.4015,111.9038,558995.0
2019-10-28,112.5464,113.8541,109.5553,110.0124,1294063.0
2019-10-29,109.6594,112.6369,109.5508,111.569,625416.0
2019-10-30,111.0169,111.2341,109.9038,110.664,619110.0
2019-10-31,110.5644,110.7907,108.682,109.6413,986282.0
2019-11-01,110.673,111.6142,110.1481,110.8631,1084119.0
2019-11-02,110.673,111.6142,110.1481,110.8631,1084119.0
2019-11-03,110.673,111.6142,110.1481,110.8631,1084119.0
2019-11-04,112.0848,112.3201,111.0169,111.9129,925443.0
2019-11-05,112.2749,113.7229,112.0124,112.655,611634.0
2019-11-06,112.4016,113.2613,111.7558,113.198,624827.0
2019-11-07,113.0532,114.0758,112.4468,113.7953,777033.0
2019-11-08,113.7772,116.6325,113.4423,115.2161,885837.0
2019-11-09,113.7772,116.6325,113.4423,115.2161,885837.0
2019-11-10,113.7772,116.6325,113.4423,115.2161,885837.0
2019-11-11,114.3383,115.1437,114.3383,114.6912,500444.0
2019-11-12,115.1347,115.5781,114.6098,114.8813,438849.0
2019-11-13,114.0125,114.4288,113.1075,113.4966,425662.0
2019-11-14,113.2251,114.4786,113.2251,114.3111,382296.0
2019-11-15,114.8903,115.4605,113.56,113.9944,630470.0
2019-11-16,114.8903,115.4605,113.56,113.9944,630470.0
2019-11-17,114.8903,115.4605,113.56,113.9944,630470.0
2019-11-18,113.4876,113.75,112.293,113.56,1006894.0
2019-11-19,114.3111,114.3835,112.2206,113.931,625788.0
2019-11-20,113.2161,113.9944,112.3111,112.4378,513416.0
2019-11-21,112.6097,112.8586,111.8676,112.1029,647392.0
2019-11-22,112.4649,113.8043,112.3835,112.9355,502279.0
2019-11-23,112.4649,113.8043,112.3835,112.9355,502279.0
2019-11-24,112.4649,113.8043,112.3835,112.9355,502279.0
2019-11-25,113.1346,114.5374,112.664,114.4016,548408.0
2019-11-26,114.4378,115.4062,114.008,115.2885,553939.0
2019-11-27,115.4152,115.4152,114.1166,114.5102,632608.0
2019-11-28,115.4152,115.4152,114.1166,114.5102,632608.0
2019-11-29,114.3745,114.5283,113.5057,113.6414,257385.0
2019-11-30,114.3745,114.5283,113.5057,113.6414,257385.0
2019-12-01,114.3745,114.5283,113.5057,113.6414,257385.0
2019-12-02,113.8948,114.6098,112.655,112.9446,714726.0
2019-12-03,111.3789,111.3789,110.0033,110.9174,661147.0
2019-12-04,111.3518,112.5283,110.4377,110.5101,905107.0
2019-12-05,110.8812,111.7138,110.121,111.6142,548660.0
2019-12-06,112.664,113.6324,112.3925,113.3156,512632.0
2019-12-07,112.664,113.6324,112.3925,113.3156,512632.0
2019-12-08,112.664,113.6324,112.3925,113.3156,512632.0
2019-12-09,113.2885,113.4146,111.5735,112.0939,468131.0
2019-12-10,111.9491,111.9491,109.2522,109.4603,891153.0
2019-12-11,110.1843,111.2794,109.8404,111.1255,777849.0
2019-12-12,111.0622,113.6052,110.6368,113.4514,653866.0
2019-12-13,113.6595,114.3111,112.474,112.6459,423138.0
2019-12-14,113.6595,114.3111,112.474,112.6459,423138.0
2019-12-15,113.6595,114.3111,112.474,112.6459,423138.0
2019-12-16,113.3518,114.2433,111.8703,111.931,1143566.0
2019-12-17,111.931,112.5464,109.9219,111.5237,906844.0
2019-12-18,111.4423,111.6006,109.406,109.5961,1164725.0
2019-12-19,110.1934,111.7047,109.4241,110.845,1085898.0
2019-12-20,110.845,112.5464,110.1934,111.6323,2163024.0
2019-12-21,110.845,112.5464,110.1934,111.6323,2163024.0
2019-12-22,110.845,112.5464,110.1934,111.6323,2163024.0
2019-12-23,111.5509,111.9898,110.6459,111.5056,685727.0
2019-12-24,111.5871,111.9491,111.0169,111.6685,167194.0
2019-12-25,111.5871,111.9491,111.0169,111.6685,167194.0
2019-12-26,111.3699,111.6187,110.5373,111.4151,391712.0
2019-12-27,112.0667,112.4559,111.5871,111.6052,534111.0
2019-12-28,112.0667,112.4559,111.5871,111.6052,534111.0
2019-12-29,112.0667,112.4559,111.5871,111.6052,534111.0
2019-12-30,111.6595,111.8857,110.8178,111.0441,416680.0
2019-12-31,110.9174,111.5509,110.7454,111.4242,633023.0
2020-01-01,110.9174,111.5509,110.7454,111.4242,633023.0
2020-01-02,112.1301,112.7545,109.7861,109.8947,908115.0
2020-01-03,108.6277,109.2703,108.3291,108.4015,770872.0
2020-01-04,108.6277,109.2703,108.3291,108.4015,770872.0
2020-01-05,108.6277,109.2703,108.3291,108.4015,770872.0
2020-01-06,107.6231,108.1481,106.9896,107.2068,711412.0
2020-01-07,106.0032,107.7861,105.0891,106.7905,1231346.0
2020-01-08,106.5643,107.1525,105.4783,105.9579,826325.0
2020-01-09,106.2837,106.6638,105.5688,106.6638,998306.0
2020-01-10,106.7543,106.9263,105.7181,105.8946,555090.0
2020-01-11,106.7543,106.9263,105.7181,105.8946,555090.0
2020-01-12,106.7543,106.9263,105.7181,105.8946,555090.0
2020-01-13,106.0484,107.2702,105.786,106.9082,470208.0
2020-01-14,106.9263,108.0304,106.3199,107.1978,856805.0
2020-01-15,106.8539,108.2024,106.7272,106.9715,542180.0
2020-01-16,107.5145,108.2838,106.5643,106.9172,788328.0
2020-01-17,107.1616,107.7861,106.1027,106.4195,1218415.0
2020-01-18,107.1616,107.7861,106.1027,106.4195,1218415.0
2020-01-19,107.1616,107.7861,106.1027,106.4195,1218415.0
2020-01-20,107.1616,107.7861,106.1027,106.4195,1218415.0
2020-01-21,105.976,107.0892,105.4059,106.3833,924814.0
2020-01-22,106.8629,107.0801,105.6683,105.6864,708603.0
2020-01-23,104.9353,105.0665,103.3832,104.6004,595977.0
2020-01-24,104.5733,104.9715,103.2882,103.6321,696970.0
2020-01-25,104.5733,104.9715,103.2882,103.6321,696970.0
2020-01-26,104.5733,104.9715,103.2882,103.6321,696970.0
2020-01-27,101.5506,101.5596,100.3017,100.7632,632876.0
2020-01-28,101.1886,101.9035,100.6727,101.5958,560780.0
2020-01-29,102.528,103.3425,101.1886,101.2972,531547.0
2020-01-30,100.0845,101.1705,98.7835,99.7225,875949.0
2020-01-31,97.5052,97.5052,91.5412,93.668,2414968.0
2020-02-01,97.5052,97.5052,91.5412,93.668,2414968.0
2020-02-02,97.5052,97.5052,91.5412,93.668,2414968.0
2020-02-03,94.7811,95.5685,93.2155,94.8083,1508082.0
2020-02-04,96.0753,97.4871,95.9848,97.1341,994488.0
2020-02-05,98.4917,99.8039,98.1478,99.4238,1207535.0
2020-02-06,99.7225,99.9759,97.9713,99.0618,782325.0
2020-02-07,97.9215,98.4826,97.0889,98.2745,641640.0
2020-02-08,97.9215,98.4826,97.0889,98.2745,641640.0
2020-02-09,97.9215,98.4826,97.0889,98.2745,641640.0
2020-02-10,97.8672,98.4283,97.3151,97.3513,810143.0
2020-02-11,98.0301,98.8989,97.6952,98.3016,604312.0
2020-02-12,99.3514,101.1976,98.8989,100.8356,1051432.0
2020-02-13,100.003,100.8447,99.7858,100.003,801083.0
2020-02-14,99.9302,100.3489,99.1111,100.1304,997631.0
2020-02-15,99.9302,100.3489,99.1111,100.1304,997631.0
2020-02-16,99.9302,100.3489,99.1111,100.1304,997631.0
2020-02-17,99.9302,100.3489,99.1111,100.1304,997631.0
2020-02-18,99.4752,99.8392,96.7266,98.0645,1061857.0
2020-02-19,98.4922,99.3295,98.2329,98.5195,674764.0
2020-02-20,98.2465,99.8438,98.019,99.1111,749331.0
2020-02-21,98.4103,98.5924,97.5457,98.2738,652267.0
2020-02-22,98.4103,98.5924,97.5457,98.2738,652267.0
2020-02-23,98.4103,98.5924,97.5457,98.2738,652267.0
2020-02-24,95.1248,95.4616,93.5139,94.6061,764097.0
2020-02-25,95.1794,95.1794,88.8724,89.018,1328133.0
2020-02-26,89.9463,90.9838,88.1534,88.1625,1691760.0
2020-02-27,85.9236,87.6437,83.4663,83.4845,1169927.0
2020-02-28,80.7997,85.5505,80.1535,85.3138,2435412.0
2020-02-29,80.7997,85.5505,80.1535,85.3138,2435412.0
2020-03-01,80.7997,85.5505,80.1535,85.3138,2435412.0
2020-03-02,85.6324,87.9167,84.3855,87.7074,1434687.0
2020-03-03,87.3616,88.7723,84.563,86.142,1216331.0
2020-03-04,87.6983,89.2819,84.5675,89.0817,1091169.0
2020-03-05,85.9964,87.1067,84.9543,86.233,915024.0
2020-03-06,83.3025,86.4879,82.5835,83.9578,1365560.0
2020-03-07,83.3025,86.4879,82.5835,83.9578,1365560.0
