,NI US Equity,NI US Equity,NI US Equity,NI US Equity,NI US Equity
2020-04-19,23.0416,23.3193,22.4688,22.894,2435448.0
2020-04-20,22.6858,22.8767,21.9481,22.113,2644328.0
2020-04-21,21.6617,22.2952,21.6617,22.0262,2636299.0
2020-04-22,22.4254,22.7118,22.0522,22.5729,2917618.0
2020-04-23,22.4861,22.6944,22.0956,22.4341,3341663.0
2020-04-24,22.113,22.6597,21.9654,22.5903,3993112.0
2020-04-25,22.113,22.6597,21.9654,22.5903,3993112.0
2020-04-26,22.113,22.6597,21.9654,22.5903,3993112.0
2020-04-27,22.7205,22.9288,22.5209,22.7812,2151280.0
2020-04-28,23.2672,23.4668,23.0763,23.3019,3014833.0
2020-04-29,23.8267,23.8267,22.6109,22.6809,3219721.0
2020-04-30,22.4622,22.4885,21.8499,21.9636,2955662.0
2020-05-01,21.7537,21.7625,21.1414,21.4038,2207349.0
2020-05-02,21.7537,21.7625,21.1414,21.4038,2207349.0
2020-05-03,21.7537,21.7625,21.1414,21.4038,2207349.0
2020-05-04,21.3601,21.57,21.0802,21.3426,2369543.0
2020-05-05,21.4126,21.7318,21.3688,21.4563,3466556.0
2020-05-06,21.5438,21.5525,19.9956,20.0481,4410155.0
2020-05-07,20.4154,20.6603,19.9868,20.0306,4612803.0
2020-05-08,20.2317,20.4548,20.0918,20.3542,3748904.0
2020-05-09,20.2317,20.4548,20.0918,20.3542,3748904.0
2020-05-10,20.2317,20.4548,20.0918,20.3542,3748904.0
2020-05-11,20.223,20.7522,19.8819,20.5466,5410316.0
2020-05-12,20.5729,20.6122,19.8425,19.9168,3727612.0
2020-05-13,19.8381,19.8381,19.2346,19.602,4270651.0
2020-05-14,19.4795,19.7507,18.8672,19.6719,3434655.0
2020-05-15,19.5582,19.7681,18.7579,19.567,9315567.0
2020-05-16,19.5582,19.7681,18.7579,19.567,9315567.0
2020-05-17,19.5582,19.7681,18.7579,19.567,9315567.0
2020-05-18,20.0655,20.6254,20.0481,20.2667,3931799.0
2020-05-19,20.1793,20.4417,20.0393,20.1618,2647046.0
2020-05-20,20.2142,20.5335,20.083,20.188,1895159.0
2020-05-21,20.1005,20.5204,20.0568,20.1093,2284909.0
2020-05-22,20.0568,20.2317,19.9781,20.1968,1899231.0
2020-05-23,20.0568,20.2317,19.9781,20.1968,1899231.0
2020-05-24,20.0568,20.2317,19.9781,20.1968,1899231.0
2020-05-25,20.0568,20.2317,19.9781,20.1968,1899231.0
2020-05-26,20.5029,20.8441,20.3804,20.4592,1890702.0
2020-05-27,20.7741,20.8703,20.1355,20.3979,4091811.0
2020-05-28,20.7216,21.054,20.6079,21.0102,3594637.0
2020-05-29,20.8615,21.0714,20.6691,20.844,5885783.0
2020-05-30,20.8615,21.0714,20.6691,20.844,5885783.0
2020-05-31,20.8615,21.0714,20.6691,20.844,5885783.0
2020-06-01,20.8178,21.3688,20.7216,21.1764,2402420.0
2020-06-02,21.4038,21.6662,21.2289,21.6225,3544611.0
2020-06-03,21.78,22.4054,21.7012,22.1473,3984020.0
2020-06-04,21.9199,22.0074,21.2814,21.535,3247076.0
2020-06-05,21.9024,22.4622,21.8762,21.9374,2665559.0
2020-06-06,21.9024,22.4622,21.8762,21.9374,2665559.0
2020-06-07,21.9024,22.4622,21.8762,21.9374,2665559.0
2020-06-08,21.9724,22.4535,21.675,22.401,1945240.0
2020-06-09,22.1561,22.1561,21.57,21.7187,2028694.0
2020-06-10,21.7275,21.8849,21.3251,21.3514,2504332.0
2020-06-11,20.879,20.9752,20.1005,20.223,2414892.0
2020-06-12,20.6778,20.7391,19.8731,20.3454,2521738.0
2020-06-13,20.6778,20.7391,19.8731,20.3454,2521738.0
2020-06-14,20.6778,20.7391,19.8731,20.3454,2521738.0
2020-06-15,19.9781,20.6516,19.6632,20.5379,3139457.0
2020-06-16,21.0977,21.3601,20.5685,20.6778,2606408.0
2020-06-17,20.7303,20.7784,20.3717,20.5991,2036943.0
2020-06-18,20.4417,20.7915,20.4242,20.7566,1997262.0
2020-06-19,21.1327,21.1327,20.0655,20.0918,5728310.0
2020-06-20,21.1327,21.1327,20.0655,20.0918,5728310.0
2020-06-21,21.1327,21.1327,20.0655,20.0918,5728310.0
2020-06-22,20.0218,20.3804,19.8206,20.3192,2114232.0
2020-06-23,20.5991,20.5991,19.9081,19.9868,2729870.0
2020-06-24,19.7856,19.8994,19.3221,19.5932,2590022.0
2020-06-25,19.5407,19.567,18.8147,19.532,3687074.0
2020-06-26,19.5407,19.6719,19.2433,19.5495,7111333.0
2020-06-27,19.5407,19.6719,19.2433,19.5495,7111333.0
2020-06-28,19.5407,19.6719,19.2433,19.5495,7111333.0
2020-06-29,19.7419,19.8994,19.5451,19.8469,1892511.0
2020-06-30,19.8556,20.083,19.6999,19.8906,3340312.0
2020-07-01,19.8819,20.6516,19.8731,20.5204,3927665.0
2020-07-02,20.6428,20.8003,20.3804,20.4329,2353938.0
2020-07-03,20.6428,20.8003,20.3804,20.4329,2353938.0
2020-07-04,20.6428,20.8003,20.3804,20.4329,2353938.0
2020-07-05,20.6428,20.8003,20.3804,20.4329,2353938.0
2020-07-06,20.5466,20.8003,20.0743,20.3717,2576426.0
2020-07-07,20.1355,20.4679,20.0393,20.4067,3190874.0
2020-07-08,20.3804,20.5073,20.188,20.4504,3755550.0
2020-07-09,20.2842,20.3706,19.7944,20.0743,2886076.0
2020-07-10,20.0218,20.656,20.0218,20.6166,3070824.0
2020-07-11,20.0218,20.656,20.0218,20.6166,3070824.0
2020-07-12,20.0218,20.656,20.0218,20.6166,3070824.0
2020-07-13,20.6254,21.1064,20.5641,21.0102,5628451.0
2020-07-14,21.0627,21.2201,20.6516,20.7741,5504811.0
2020-07-15,20.9665,21.2027,20.7216,20.7478,3111223.0
2020-07-16,20.7653,21.1327,20.6953,20.8615,1749507.0
2020-07-17,20.984,21.3514,20.8965,21.2901,1867324.0
2020-07-18,20.984,21.3514,20.8965,21.2901,1867324.0
2020-07-19,20.984,21.3514,20.8965,21.2901,1867324.0
2020-07-20,21.1852,21.1939,20.7478,20.7741,2535926.0
2020-07-21,20.7303,21.1677,20.7216,20.8265,3085162.0
2020-07-22,20.7915,21.7056,20.5772,21.5525,3395339.0
2020-07-23,21.5525,21.71,21.3951,21.64,3559152.0
2020-07-24,21.7625,22.1386,21.3514,21.4651,2722229.0
2020-07-25,21.7625,22.1386,21.3514,21.4651,2722229.0
2020-07-26,21.7625,22.1386,21.3514,21.4651,2722229.0
2020-07-27,21.4301,21.4301,21.1239,21.2376,1422696.0
2020-07-28,21.1327,21.7056,21.1239,21.5788,1802548.0
2020-07-29,21.6575,21.7012,21.4388,21.6575,1764579.0
2020-07-30,21.4634,21.609,21.2429,21.6046,1880907.0
2020-07-31,21.5604,21.6707,21.2032,21.5693,2575703.0
2020-08-01,21.5604,21.6707,21.2032,21.5693,2575703.0
2020-08-02,21.5604,21.6707,21.2032,21.5693,2575703.0
2020-08-03,21.4899,21.5119,20.9694,21.1546,2249538.0
2020-08-04,21.0488,21.4811,21.0488,21.3046,3290554.0
2020-08-05,21.7016,22.1691,21.1546,21.4899,4103734.0
2020-08-06,21.3399,21.5384,21.0921,21.4722,2846448.0
2020-08-07,21.3311,22.125,21.3311,21.8339,3434000.0
2020-08-08,21.3311,22.125,21.3311,21.8339,3434000.0
2020-08-09,21.3311,22.125,21.3311,21.8339,3434000.0
2020-08-10,21.9045,22.0015,21.6398,21.8869,2771913.0
2020-08-11,22.0104,22.0104,21.3223,21.4281,2918443.0
2020-08-12,21.5957,21.8604,21.4546,21.8339,2890266.0
2020-08-13,21.6663,21.7898,21.3752,21.4811,2311139.0
2020-08-14,21.4634,21.4678,21.2208,21.2781,1504119.0
2020-08-15,21.4634,21.4678,21.2208,21.2781,1504119.0
2020-08-16,21.4634,21.4678,21.2208,21.2781,1504119.0
2020-08-17,21.287,21.4281,21.1282,21.137,1886845.0
2020-08-18,21.1282,21.1899,20.6783,20.8018,2159945.0
2020-08-19,20.8371,20.8371,20.59,20.6783,1960052.0
2020-08-20,20.5371,20.6253,20.1931,20.2636,3243320.0
2020-08-21,20.3607,20.3607,19.9284,20.0431,2795084.0
2020-08-22,20.3607,20.3607,19.9284,20.0431,2795084.0
2020-08-23,20.3607,20.3607,19.9284,20.0431,2795084.0
2020-08-24,20.0607,20.3342,19.8402,20.3166,3208434.0
2020-08-25,20.3254,20.3254,19.9902,20.0607,2197009.0
2020-08-26,19.9284,19.9461,19.4873,19.5755,2776806.0
2020-08-27,19.6638,19.7784,19.3638,19.5667,3324575.0
2020-08-28,19.6285,19.752,19.2844,19.7167,2719850.0
2020-08-29,19.6285,19.752,19.2844,19.7167,2719850.0
2020-08-30,19.6285,19.752,19.2844,19.7167,2719850.0
2020-08-31,19.6285,19.7784,19.4035,19.5491,3110175.0
2020-09-01,19.452,19.452,18.7992,18.8698,3275191.0
2020-09-02,18.8786,19.7432,18.861,19.6461,4552191.0
2020-09-03,19.8137,20.1754,19.5491,19.7784,3209312.0
2020-09-04,19.8137,20.0828,19.5403,19.6549,2861256.0
2020-09-05,19.8137,20.0828,19.5403,19.6549,2861256.0
2020-09-06,19.8137,20.0828,19.5403,19.6549,2861256.0
2020-09-07,19.8137,20.0828,19.5403,19.6549,2861256.0
2020-09-08,19.6814,19.699,19.2139,19.3815,3051985.0
2020-09-09,19.5226,19.7873,19.3991,19.505,2647420.0
2020-09-10,19.3991,19.505,19.28,19.3021,2584746.0
2020-09-11,19.3285,19.5226,19.205,19.4432,2269141.0
2020-09-12,19.3285,19.5226,19.205,19.4432,2269141.0
2020-09-13,19.3285,19.5226,19.205,19.4432,2269141.0
2020-09-14,19.5667,19.902,19.5403,19.7432,3856449.0
2020-09-15,19.7873,19.9505,19.4035,19.505,3245219.0
2020-09-16,19.5138,19.8667,19.4961,19.6373,4725943.0
2020-09-17,19.5667,19.7961,19.3991,19.7784,2979089.0
2020-09-18,19.6902,19.9769,19.3285,19.3903,5579589.0
2020-09-19,19.6902,19.9769,19.3285,19.3903,5579589.0
2020-09-20,19.6902,19.9769,19.3285,19.3903,5579589.0
2020-09-21,19.2491,19.7035,18.9404,19.5844,3942810.0
2020-09-22,19.6108,19.7123,19.3109,19.4785,2580264.0
2020-09-23,19.752,19.8667,19.0462,19.0639,3731529.0
2020-09-24,19.0551,19.2359,18.7772,19.0992,2134471.0
2020-09-25,18.9757,19.5844,18.9404,19.5314,2787698.0
2020-09-26,18.9757,19.5844,18.9404,19.5314,2787698.0
2020-09-27,18.9757,19.5844,18.9404,19.5314,2787698.0
2020-09-28,19.5667,19.6549,19.2668,19.2756,3639908.0
2020-09-29,19.3815,19.5182,19.0595,19.3726,2867604.0
2020-09-30,19.5226,19.6638,19.3726,19.4079,3854469.0
2020-10-01,19.4344,19.4873,19.0859,19.4079,6901379.0
2020-10-02,19.2227,19.6902,19.1168,19.5314,4625123.0
2020-10-03,19.2227,19.6902,19.1168,19.5314,4625123.0
2020-10-04,19.2227,19.6902,19.1168,19.5314,4625123.0
2020-10-05,19.5579,19.6285,19.2756,19.3991,4582531.0
2020-10-06,19.4432,20.1093,19.3638,19.7696,2544947.0
2020-10-07,19.7873,19.8667,19.3903,19.452,4345465.0
2020-10-08,19.5403,19.8358,19.4697,19.7255,4468213.0
2020-10-09,19.7696,19.9372,19.602,19.8402,2800302.0
2020-10-10,19.7696,19.9372,19.602,19.8402,2800302.0
2020-10-11,19.7696,19.9372,19.602,19.8402,2800302.0
2020-10-12,19.8402,20.4313,19.7961,20.3607,3341362.0
2020-10-13,20.1578,20.4048,20.0652,20.3871,3345732.0
2020-10-14,20.4048,20.5812,20.3166,20.5548,3167539.0
2020-10-15,20.3871,20.74,20.2328,20.6342,2257864.0
2020-10-16,20.6165,20.8944,20.4974,20.7312,2100189.0
2020-10-17,20.6165,20.8944,20.4974,20.7312,2100189.0
2020-10-18,20.6165,20.8944,20.4974,20.7312,2100189.0
2020-10-19,21.0135,21.04,20.6077,20.7047,2896923.0
2020-10-20,20.8106,20.8988,20.4673,20.8194,2354842.0
2020-10-21,20.7136,20.987,20.5812,20.8018,2310991.0
2020-10-22,20.8106,21.2737,20.665,21.2076,3060065.0
2020-10-23,21.3487,21.4943,21.1723,21.4458,2483747.0
2020-10-24,21.3487,21.4943,21.1723,21.4458,2483747.0
2020-10-25,21.3487,21.4943,21.1723,21.4458,2483747.0
2020-10-26,21.287,21.4237,21.1238,21.3928,2611749.0
2020-10-27,21.4017,21.631,21.2958,21.4017,3312362.0
2020-10-28,21.1282,21.4369,20.396,20.4489,4575877.0
2020-10-29,20.3332,20.6759,20.0127,20.44,3324244.0
2020-10-30,20.3866,20.5824,20.164,20.4489,3603889.0
2020-10-31,20.3866,20.5824,20.164,20.4489,3603889.0
2020-11-01,20.3866,20.5824,20.164,20.4489,3603889.0
2020-11-02,20.6715,21.0097,20.4311,20.8762,3082856.0
2020-11-03,21.1789,21.5973,21.0409,21.3925,2863877.0
2020-11-04,21.3213,21.6774,20.9697,21.0543,4166546.0
2020-11-05,21.2234,21.5617,21.0454,21.0543,3431476.0
2020-11-06,21.0275,21.2323,20.6403,20.6715,3809389.0
2020-11-07,21.0275,21.2323,20.6403,20.6715,3809389.0
2020-11-08,21.0275,21.2323,20.6403,20.6715,3809389.0
2020-11-09,21.5795,22.2472,21.446,21.4638,4572562.0
2020-11-10,21.5795,22.3629,21.4638,22.3184,4389648.0
2020-11-11,22.4074,22.443,21.8332,21.9356,3017970.0
2020-11-12,21.8199,21.8199,21.0854,21.2501,2842603.0
2020-11-13,21.3569,21.811,21.2679,21.7843,2518399.0
2020-11-14,21.3569,21.811,21.2679,21.7843,2518399.0
2020-11-15,21.3569,21.811,21.2679,21.7843,2518399.0
2020-11-16,22.1849,22.1849,21.7353,21.9178,3528020.0
2020-11-17,21.7041,22.3006,21.6685,22.0335,3132392.0
2020-11-18,22.2917,22.3629,21.3035,21.3302,2450021.0
2020-11-19,21.2412,21.3035,20.8807,21.0097,1795504.0
2020-11-20,20.983,21.3658,20.9207,21.2768,2645131.0
2020-11-21,20.983,21.3658,20.9207,21.2768,2645131.0
2020-11-22,20.983,21.3658,20.9207,21.2768,2645131.0
2020-11-23,21.2946,21.7843,21.2501,21.6418,3207897.0
2020-11-24,21.8288,22.5143,21.6685,22.2027,3416361.0
2020-11-25,22.2116,22.2383,21.8599,22.1671,2049134.0
2020-11-26,22.2116,22.2383,21.8599,22.1671,2049134.0
2020-11-27,22.0513,22.0602,21.673,21.8199,880069.0
2020-11-28,22.0513,22.0602,21.673,21.8199,880069.0
2020-11-29,22.0513,22.0602,21.673,21.8199,880069.0
2020-11-30,21.6863,21.811,21.3881,21.5439,3601188.0
2020-12-01,21.6596,21.9801,21.624,21.8021,2108485.0
2020-12-02,21.7308,21.989,21.6418,21.9178,1954098.0
2020-12-03,21.8377,22.0825,21.6596,21.6863,2566231.0
2020-12-04,21.7041,21.7843,21.3347,21.3658,2529724.0
2020-12-05,21.7041,21.7843,21.3347,21.3658,2529724.0
2020-12-06,21.7041,21.7843,21.3347,21.3658,2529724.0
2020-12-07,21.2768,21.4193,21.1477,21.2946,3224180.0
2020-12-08,21.17,21.2768,20.6447,20.6625,4285074.0
2020-12-09,20.7071,20.8851,20.5424,20.6536,3286673.0
2020-12-10,20.5913,20.6447,19.9949,20.0928,4347193.0
2020-12-11,20.0305,20.4133,20.0305,20.3777,3952504.0
2020-12-12,20.0305,20.4133,20.0305,20.3777,3952504.0
2020-12-13,20.0305,20.4133,20.0305,20.3777,3952504.0
2020-12-14,20.5913,20.8228,20.164,20.164,2694772.0
2020-12-15,20.2619,20.6982,20.0839,20.6536,2073287.0
2020-12-16,20.7516,20.894,20.2664,20.2975,1719012.0
2020-12-17,20.3866,20.5735,20.3065,20.3065,1731569.0
2020-12-18,20.3065,20.4133,19.8524,19.9415,4378886.0
2020-12-19,20.3065,20.4133,19.8524,19.9415,4378886.0
2020-12-20,20.3065,20.4133,19.8524,19.9415,4378886.0
2020-12-21,19.6655,19.8435,19.069,19.1669,4111042.0
2020-12-22,19.1758,19.3529,18.8554,19.3272,2859619.0
2020-12-23,19.3895,19.7278,19.345,19.5052,3564207.0
2020-12-24,19.4963,19.7011,19.256,19.6655,1097752.0
2020-12-25,19.4963,19.7011,19.256,19.6655,1097752.0
2020-12-26,19.4963,19.7011,19.256,19.6655,1097752.0
2020-12-27,19.4963,19.7011,19.256,19.6655,1097752.0
2020-12-28,19.7456,20.0127,19.6744,19.8524,2392419.0
2020-12-29,19.8702,20.0928,19.8257,19.888,2639232.0
2020-12-30,19.8613,20.1284,19.7278,20.075,2217440.0
2020-12-31,20.1106,20.44,20.0082,20.4222,1812582.0
2021-01-01,20.1106,20.44,20.0082,20.4222,1812582.0
2021-01-02,20.1106,20.44,20.0082,20.4222,1812582.0
2021-01-03,20.1106,20.44,20.0082,20.4222,1812582.0
2021-01-04,20.4133,20.431,20.0038,20.1017,3363250.0
2021-01-05,20.1017,20.1996,19.8702,20.0483,2731249.0
2021-01-06,20.164,20.618,20.1195,20.4934,2350461.0
2021-01-07,20.529,20.6002,19.6477,19.7011,3047935.0
2021-01-08,19.6299,19.7011,19.2782,19.4162,3282150.0
2021-01-09,19.6299,19.7011,19.2782,19.4162,3282150.0
2021-01-10,19.6299,19.7011,19.2782,19.4162,3282150.0
2021-01-11,19.3272,19.5586,19.2738,19.4785,3242034.0
2021-01-12,19.434,19.6343,19.1135,19.4696,3365186.0
2021-01-13,19.4607,19.7545,19.2649,19.5943,2756137.0
2021-01-14,19.5943,19.5943,19.2382,19.4607,2586239.0
2021-01-15,19.4518,20.5201,19.345,20.4133,6053232.0
2021-01-16,19.4518,20.5201,19.345,20.4133,6053232.0
2021-01-17,19.4518,20.5201,19.345,20.4133,6053232.0
2021-01-18,19.4518,20.5201,19.345,20.4133,6053232.0
2021-01-19,20.4934,20.4934,19.8524,19.9949,3899888.0
2021-01-20,19.8435,20.0928,19.8079,19.9236,3170472.0
2021-01-21,19.7723,19.8969,19.3717,19.5141,2792403.0
2021-01-22,19.4162,19.5854,19.256,19.523,2175834.0
2021-01-23,19.4162,19.5854,19.256,19.523,2175834.0
2021-01-24,19.4162,19.5854,19.256,19.523,2175834.0
2021-01-25,19.523,19.8079,19.2916,19.6833,3189226.0
2021-01-26,19.6655,19.7011,19.2827,19.3272,2439089.0
2021-01-27,19.2204,19.4073,18.7752,18.9266,3934089.0
2021-01-28,19.0512,20.164,18.9355,19.7367,4151073.0
2021-01-29,19.3183,19.8302,19.118,19.7189,5158897.0
2021-01-30,19.3183,19.8302,19.118,19.7189,5158897.0
2021-01-31,19.3183,19.8302,19.118,19.7189,5158897.0
2021-02-01,19.7367,19.8613,19.5943,19.7812,2693550.0
2021-02-02,19.8257,20.2352,19.6566,20.0038,3318838.0
2021-02-03,19.9682,20.0216,19.6833,19.8168,2117289.0
2021-02-04,19.7545,20.2708,19.5943,20.2619,3188187.0
2021-02-05,20.3421,20.4266,20.1551,20.2975,2870795.0
2021-02-06,20.3421,20.4266,20.1551,20.2975,2870795.0
2021-02-07,20.3421,20.4266,20.1551,20.2975,2870795.0
2021-02-08,20.3245,20.3829,19.956,20.0638,2065149.0
2021-02-09,20.1357,20.1717,19.8121,20.0998,1884190.0
2021-02-10,20.2526,20.311,20.0369,20.1987,2112774.0
2021-02-11,20.1357,20.4683,20.1357,20.4504,2797605.0
2021-02-12,20.4234,20.5762,20.1447,20.2526,1977552.0
2021-02-13,20.4234,20.5762,20.1447,20.2526,1977552.0
2021-02-14,20.4234,20.5762,20.1447,20.2526,1977552.0
2021-02-15,20.4234,20.5762,20.1447,20.2526,1977552.0
2021-02-16,20.1717,20.3874,20.0728,20.1178,3022415.0
2021-02-17,20.3335,20.4832,19.8391,20.3784,1996154.0
2021-02-18,20.3964,20.711,20.2436,20.5313,2581981.0
2021-02-19,20.5672,20.8818,20.3784,20.5313,3396898.0
2021-02-20,20.5672,20.8818,20.3784,20.5313,3396898.0
2021-02-21,20.5672,20.8818,20.3784,20.5313,3396898.0
2021-02-22,20.4953,20.5852,19.7986,20.1178,2662816.0
2021-02-23,20.2796,20.5043,20.0099,20.3245,2359897.0
2021-02-24,20.3155,20.3515,19.929,19.938,3223179.0
2021-02-25,19.947,20.1627,19.8054,19.8751,3503036.0
2021-02-26,20.0099,20.0099,19.3627,19.4166,5016323.0
2021-02-27,20.0099,20.0099,19.3627,19.4166,5016323.0
2021-02-28,20.0099,20.0099,19.3627,19.4166,5016323.0
2021-03-01,19.5604,19.9874,19.5604,19.7762,4104646.0
