,AWR US Equity,AWR US Equity,AWR US Equity,AWR US Equity,AWR US Equity
2022-05-30,75.962,77.4223,75.962,77.0645,121243.0
2022-05-31,76.755,76.871,75.3044,76.6389,176478.0
2022-06-01,76.9001,77.4223,76.5132,76.7743,115345.0
2022-06-02,77.4126,78.9599,76.0297,78.8342,140779.0
2022-06-03,78.3506,79.0179,78.1379,78.1669,105171.0
2022-06-04,78.3506,79.0179,78.1379,78.1669,105171.0
2022-06-05,78.3506,79.0179,78.1379,78.1669,105171.0
2022-06-06,78.5827,78.8245,78.1282,78.2152,86709.0
2022-06-07,78.5537,79.0469,77.3642,78.6794,171339.0
2022-06-08,78.457,78.457,76.5084,76.6293,133926.0
2022-06-09,76.784,77.6012,75.9427,76.049,109667.0
2022-06-10,75.5268,77.1805,74.7193,76.4455,141234.0
2022-06-11,75.5268,77.1805,74.7193,76.4455,141234.0
2022-06-12,75.5268,77.1805,74.7193,76.4455,141234.0
2022-06-13,75.5365,75.6574,72.558,72.8868,184605.0
2022-06-14,72.616,73.1382,69.27,70.2951,179015.0
2022-06-15,70.7786,71.765,69.4006,70.7303,162476.0
2022-06-16,69.8599,70.1645,68.8735,69.0766,264404.0
2022-06-17,69.1249,70.5852,68.8929,70.2177,490004.0
2022-06-18,69.1249,70.5852,68.8929,70.2177,490004.0
2022-06-19,69.1249,70.5852,68.8929,70.2177,490004.0
2022-06-20,69.1249,70.5852,68.8929,70.2177,490004.0
2022-06-21,70.4015,70.6916,69.1734,69.9179,189951.0
2022-06-22,69.9469,72.6353,69.9324,71.7747,160958.0
2022-06-23,72.1228,75.6622,72.1228,75.4011,178850.0
2022-06-24,75.5558,76.5906,74.9659,76.4842,320115.0
2022-06-25,75.5558,76.5906,74.9659,76.4842,320115.0
2022-06-26,75.5558,76.5906,74.9659,76.4842,320115.0
2022-06-27,76.3005,77.2464,76.0684,77.0935,101910.0
2022-06-28,77.5093,78.0895,76.4262,76.5132,122391.0
2022-06-29,76.4939,77.5673,75.8846,77.2482,119925.0
2022-06-30,76.8517,78.8632,76.8517,78.8245,174971.0
2022-07-01,78.8342,81.1744,78.8342,80.9327,240467.0
2022-07-02,78.8342,81.1744,78.8342,80.9327,240467.0
2022-07-03,78.8342,81.1744,78.8342,80.9327,240467.0
2022-07-04,78.8342,81.1744,78.8342,80.9327,240467.0
2022-07-05,80.2654,80.4975,77.2192,79.8109,291455.0
2022-07-06,79.6658,81.5274,79.1146,80.8166,128970.0
2022-07-07,80.8166,81.3968,80.0623,80.3911,127654.0
2022-07-08,80.4298,80.4298,79.1388,79.4241,105140.0
2022-07-09,80.4298,80.4298,79.1388,79.4241,105140.0
2022-07-10,80.4298,80.4298,79.1388,79.4241,105140.0
2022-07-11,79.7238,79.9173,78.8967,79.6658,76042.0
2022-07-12,79.7335,80.4395,78.3796,78.8922,80474.0
2022-07-13,78.6891,79.5691,78.1505,79.0953,91710.0
2022-07-14,78.0025,79.5401,78.0025,79.3177,87682.0
2022-07-15,79.7142,80.9037,78.6698,80.4491,143380.0
2022-07-16,79.7142,80.9037,78.6698,80.4491,143380.0
2022-07-17,79.7142,80.9037,78.6698,80.4491,143380.0
2022-07-18,79.8012,79.8012,77.8429,78.0218,179768.0
2022-07-19,78.428,79.395,78.399,79.0276,162055.0
2022-07-20,79.6658,79.7021,78.2056,78.3023,139771.0
2022-07-21,77.8188,79.2693,77.7027,79.1146,104618.0
2022-07-22,79.279,80.2654,79.0131,79.8399,125320.0
2022-07-23,79.279,80.2654,79.0131,79.8399,125320.0
2022-07-24,79.279,80.2654,79.0131,79.8399,125320.0
2022-07-25,80.2364,81.039,79.4241,81.01,100239.0
2022-07-26,80.7006,81.6966,80.4008,81.5903,131250.0
2022-07-27,81.3388,81.4645,80.5265,81.2131,232166.0
2022-07-28,81.9094,84.6597,81.1164,84.4817,186418.0
2022-07-29,84.385,85.1877,84.0321,84.298,345030.0
2022-07-30,84.385,85.1877,84.0321,84.298,345030.0
2022-07-31,84.385,85.1877,84.0321,84.298,345030.0
2022-08-01,84.2497,86.3243,83.9402,84.8686,228121.0
2022-08-02,85.1103,86.2321,84.1874,85.4295,169748.0
2022-08-03,85.6325,87.615,84.8589,87.3346,164633.0
2022-08-04,87.586,88.0212,86.058,87.4409,150482.0
2022-08-05,87.0348,87.0348,84.2013,84.9363,149739.0
2022-08-06,87.0348,87.0348,84.2013,84.9363,149739.0
2022-08-07,87.0348,87.0348,84.2013,84.9363,149739.0
2022-08-08,85.2264,86.1838,84.0466,84.8105,133102.0
2022-08-09,84.8879,85.855,84.8782,85.3037,166428.0
2022-08-10,85.8646,85.9323,84.8396,85.6035,159714.0
2022-08-11,85.4004,86.2805,84.5398,84.7042,103064.0
2022-08-12,85.1777,86.4309,84.7697,86.4115,133470.0
2022-08-13,85.1777,86.4309,84.7697,86.4115,133470.0
2022-08-14,85.1777,86.4309,84.7697,86.4115,133470.0
2022-08-15,86.4115,87.2858,85.7509,87.2761,154067.0
2022-08-16,86.9167,87.1207,86.3824,87.1012,118709.0
2022-08-17,86.8098,87.4704,86.0326,86.9749,114742.0
2022-08-18,86.7807,87.1695,86.0423,86.6738,95155.0
2022-08-19,86.7224,86.8487,85.6044,85.9938,123414.0
2022-08-20,86.7224,86.8487,85.6044,85.9938,123414.0
2022-08-21,86.7224,86.8487,85.6044,85.9938,123414.0
2022-08-22,85.6829,86.1298,84.1674,84.5171,134391.0
2022-08-23,84.6629,84.6629,81.6611,82.3799,168574.0
2022-08-24,82.4965,82.7782,81.6004,82.5839,110168.0
2022-08-25,82.8657,83.9877,82.4674,83.944,96495.0
2022-08-26,83.8954,84.0674,82.3411,82.3508,126061.0
2022-08-27,83.8954,84.0674,82.3411,82.3508,126061.0
2022-08-28,83.8954,84.0674,82.3411,82.3508,126061.0
2022-08-29,82.2731,83.0502,81.2288,82.2439,90915.0
2022-08-30,82.8268,82.8268,80.7965,81.0102,107304.0
2022-08-31,81.3599,81.4959,80.2767,80.6022,104396.0
2022-09-01,80.573,81.8068,80.2621,81.389,129880.0
2022-09-02,81.6125,82.5257,80.267,80.4953,148838.0
2022-09-03,81.6125,82.5257,80.267,80.4953,148838.0
2022-09-04,81.6125,82.5257,80.267,80.4953,148838.0
2022-09-05,81.6125,82.5257,80.267,80.4953,148838.0
2022-09-06,80.165,80.7382,79.8376,80.0581,113626.0
2022-09-07,80.505,81.6125,80.505,81.3988,124018.0
2022-09-08,80.981,82.2634,80.6119,81.7193,133983.0
2022-09-09,82.4868,82.5548,81.3599,81.9816,156893.0
2022-09-10,82.4868,82.5548,81.3599,81.9816,156893.0
2022-09-11,82.4868,82.5548,81.3599,81.9816,156893.0
2022-09-12,81.9525,84.0023,81.7873,83.7788,147104.0
2022-09-13,82.8754,85.0029,82.5305,83.7108,317858.0
2022-09-14,83.6331,87.0769,83.5408,86.8195,319453.0
2022-09-15,85.6343,86.1298,83.7983,84.3811,381044.0
2022-09-16,84.1286,86.4941,82.7005,83.3417,978017.0
2022-09-17,84.1286,86.4941,82.7005,83.3417,978017.0
2022-09-18,84.1286,86.4941,82.7005,83.3417,978017.0
2022-09-19,83.9926,84.08,82.2002,83.8663,243351.0
2022-09-20,82.9628,83.4194,81.7873,82.9045,166459.0
2022-09-21,83.8663,85.1,81.7291,82.3216,199069.0
2022-09-22,81.7291,82.3799,80.5536,81.9136,153539.0
2022-09-23,81.253,82.2585,79.8638,80.8936,167623.0
2022-09-24,81.253,82.2585,79.8638,80.8936,167623.0
2022-09-25,81.253,82.2585,79.8638,80.8936,167623.0
2022-09-26,80.3884,81.2919,79.6598,79.7667,148436.0
2022-09-27,80.2039,80.3982,77.2409,77.8626,177566.0
2022-09-28,78.3095,80.2039,77.6198,79.4364,181559.0
2022-09-29,78.941,79.0915,77.1826,77.4643,161141.0
2022-09-30,77.8918,77.8918,75.6866,75.7254,287212.0
2022-10-01,77.8918,77.8918,75.6866,75.7254,287212.0
2022-10-02,77.8918,77.8918,75.6866,75.7254,287212.0
2022-10-03,76.8426,79.7424,76.3569,79.6307,255693.0
2022-10-04,79.8347,82.0594,79.8347,81.6999,257954.0
2022-10-05,80.5536,80.8256,79.0187,80.1261,193190.0
2022-10-06,79.7084,79.7084,78.4455,78.6884,133445.0
2022-10-07,78.5038,78.5826,76.8135,77.4352,129613.0
2022-10-08,78.5038,78.5826,76.8135,77.4352,129613.0
2022-10-09,78.5038,78.5826,76.8135,77.4352,129613.0
2022-10-10,77.6003,79.1255,77.6003,78.3872,122766.0
2022-10-11,78.6107,81.3677,78.4358,80.8547,247065.0
2022-10-12,80.7867,81.2919,79.7764,80.2427,186798.0
2022-10-13,79.1741,83.0308,78.9847,82.7005,170575.0
2022-10-14,83.3514,84.1674,82.3896,82.4576,137208.0
2022-10-15,83.3514,84.1674,82.3896,82.4576,137208.0
2022-10-16,83.3514,84.1674,82.3896,82.4576,137208.0
2022-10-17,83.4291,85.44,83.4291,84.0897,250847.0
2022-10-18,85.0612,85.9161,84.08,84.76,163638.0
2022-10-19,83.4777,84.4589,82.7199,83.6623,167586.0
2022-10-20,81.8359,82.6131,76.046,76.0557,359663.0
2022-10-21,76.7746,79.3198,75.7546,78.4747,637589.0
2022-10-22,76.7746,79.3198,75.7546,78.4747,637589.0
2022-10-23,76.7746,79.3198,75.7546,78.4747,637589.0
2022-10-24,78.7467,80.369,78.6009,79.8347,198242.0
2022-10-25,80.6216,82.992,79.6016,82.6034,166201.0
2022-10-26,83.2931,83.3077,81.8456,82.3022,160908.0
2022-10-27,82.5354,85.9646,82.5354,84.76,158384.0
2022-10-28,85.0417,87.0915,84.7989,87.0818,164897.0
2022-10-29,85.0417,87.0915,84.7989,87.0818,164897.0
2022-10-30,85.0417,87.0915,84.7989,87.0818,164897.0
2022-10-31,87.1595,88.4127,86.5864,87.8784,339004.0
2022-11-01,88.0144,88.0144,84.8766,85.5275,187339.0
2022-11-02,85.5275,87.0138,84.0508,84.216,132212.0
2022-11-03,83.5165,85.4303,82.6908,85.168,115230.0
2022-11-04,85.1875,86.4406,84.5463,86.3824,126695.0
2022-11-05,85.1875,86.4406,84.5463,86.3824,126695.0
2022-11-06,85.1875,86.4406,84.5463,86.3824,126695.0
2022-11-07,86.4601,86.7418,85.3137,86.5378,151222.0
2022-11-08,85.2069,88.3058,84.1334,87.2081,161255.0
2022-11-09,86.9555,88.2378,86.5232,87.7133,190058.0
2022-11-10,90.7928,93.4449,89.8019,93.2894,203313.0
2022-11-11,93.0369,93.0369,88.2476,89.8213,264803.0
2022-11-12,93.0369,93.0369,88.2476,89.8213,264803.0
2022-11-13,93.0369,93.0369,88.2476,89.8213,264803.0
2022-11-14,88.9505,93.302,88.9505,92.58,188635.0
2022-11-15,92.9507,94.1215,92.3751,93.8971,186239.0
2022-11-16,94.102,95.2045,93.5751,94.8337,147919.0
2022-11-17,94.1215,94.1215,92.6873,93.9459,109361.0
2022-11-18,95.5362,96.3655,94.8728,95.2045,218883.0
2022-11-19,95.5362,96.3655,94.8728,95.2045,218883.0
2022-11-20,95.5362,96.3655,94.8728,95.2045,218883.0
2022-11-21,95.4387,96.4436,94.2679,95.0289,177204.0
2022-11-22,95.1264,96.1655,93.9849,95.5655,146009.0
2022-11-23,95.6143,96.6387,95.0289,96.5802,187473.0
2022-11-24,95.6143,96.6387,95.0289,96.5802,187473.0
2022-11-25,96.8143,98.0583,96.7753,97.0485,84670.0
2022-11-26,96.8143,98.0583,96.7753,97.0485,84670.0
2022-11-27,96.8143,98.0583,96.7753,97.0485,84670.0
2022-11-28,96.1997,96.5899,95.0484,95.3704,132635.0
2022-11-29,94.3947,95.0874,94.0825,94.541,85344.0
2022-11-30,92.7556,95.7948,92.7556,95.6045,229772.0
2022-12-01,96.7168,97.0973,95.1557,96.2777,154849.0
2022-12-02,95.6143,96.0679,94.3557,95.7899,154431.0
2022-12-03,95.6143,96.0679,94.3557,95.7899,154431.0
2022-12-04,95.6143,96.0679,94.3557,95.7899,154431.0
2022-12-05,94.9703,95.3704,94.141,95.224,135162.0
2022-12-06,94.6874,94.9899,92.819,93.9459,160887.0
2022-12-07,94.0435,94.9508,93.4236,94.0727,142377.0
2022-12-08,94.1898,94.9216,92.941,94.5801,144639.0
2022-12-09,93.9752,94.7575,93.7996,94.4825,151323.0
2022-12-10,93.9752,94.7575,93.7996,94.4825,151323.0
2022-12-11,93.9752,94.7575,93.7996,94.4825,151323.0
2022-12-12,94.8825,95.146,93.1978,94.6874,181565.0
2022-12-13,96.5216,97.268,94.3264,94.8045,306817.0
2022-12-14,94.9216,96.2777,93.3215,93.6532,186996.0
2022-12-15,93.6532,93.6532,91.336,92.0043,175104.0
2022-12-16,90.7848,91.6726,89.6433,90.697,477349.0
2022-12-17,90.7848,91.6726,89.6433,90.697,477349.0
2022-12-18,90.7848,91.6726,89.6433,90.697,477349.0
2022-12-19,90.1701,91.2628,89.975,90.2286,230762.0
2022-12-20,90.2286,90.2286,89.5652,89.7798,242410.0
2022-12-21,90.0823,91.0482,89.8775,90.7945,239488.0
2022-12-22,90.4433,90.6189,89.5652,90.5018,179180.0
2022-12-23,90.4921,91.7312,90.3457,91.4385,93386.0
2022-12-24,90.4921,91.7312,90.3457,91.4385,93386.0
2022-12-25,90.4921,91.7312,90.3457,91.4385,93386.0
2022-12-26,90.4921,91.7312,90.3457,91.4385,93386.0
2022-12-27,90.9116,92.658,90.9116,92.5897,83726.0
2022-12-28,92.9507,93.3215,91.7019,91.9458,118413.0
2022-12-29,92.5605,92.6775,91.5214,92.3361,149782.0
2022-12-30,92.219,92.5507,89.9457,90.2969,131313.0
2022-12-31,92.219,92.5507,89.9457,90.2969,131313.0
2023-01-01,92.219,92.5507,89.9457,90.2969,131313.0
2023-01-02,92.219,92.5507,89.9457,90.2969,131313.0
2023-01-03,91.3702,92.9507,90.4628,92.8239,229546.0
2023-01-04,93.38,95.1216,93.3605,93.9069,181537.0
2023-01-05,92.3458,93.2044,90.6384,90.6579,154042.0
2023-01-06,91.7312,93.0288,91.7312,92.3458,103880.0
2023-01-07,91.7312,93.0288,91.7312,92.3458,103880.0
2023-01-08,91.7312,93.0288,91.7312,92.3458,103880.0
2023-01-09,92.4434,93.2434,90.9507,90.9897,128292.0
2023-01-10,90.9897,92.8239,90.3311,92.5702,160657.0
2023-01-11,92.4044,93.5654,92.2287,92.98,94752.0
2023-01-12,93.2142,93.5361,92.5125,92.941,124654.0
2023-01-13,92.7849,93.4239,91.9653,93.1556,127602.0
2023-01-14,92.7849,93.4239,91.9653,93.1556,127602.0
2023-01-15,92.7849,93.4239,91.9653,93.1556,127602.0
2023-01-16,92.7849,93.4239,91.9653,93.1556,127602.0
2023-01-17,93.4483,94.1313,92.6336,93.6922,144866.0
2023-01-18,93.9264,93.9264,91.136,91.9458,121297.0
2023-01-19,92.0336,92.18,90.5896,90.6189,137775.0
2023-01-20,91.0189,91.0189,89.2432,90.775,195752.0
2023-01-21,91.0189,91.0189,89.2432,90.775,195752.0
2023-01-22,91.0189,91.0189,89.2432,90.775,195752.0
2023-01-23,90.4433,92.3556,89.4189,91.5751,143310.0
2023-01-24,91.2531,93.9752,91.0872,93.8874,138219.0
2023-01-25,93.1654,93.78,92.4836,93.7605,153553.0
2023-01-26,93.5264,93.9264,92.3946,92.6775,115270.0
2023-01-27,92.7263,93.5459,92.3361,92.8727,133723.0
2023-01-28,92.7263,93.5459,92.3361,92.8727,133723.0
2023-01-29,92.7263,93.5459,92.3361,92.8727,133723.0
2023-01-30,92.3653,92.6775,90.2189,90.5311,166551.0
2023-01-31,90.9897,92.78,90.375,91.8775,796459.0
2023-02-01,91.5263,95.1752,91.2336,94.6191,222021.0
2023-02-02,95.1362,96.7753,95.1362,96.3558,158545.0
2023-02-03,96.0436,96.2875,94.2874,95.5265,182241.0
2023-02-04,96.0436,96.2875,94.2874,95.5265,182241.0
2023-02-05,96.0436,96.2875,94.2874,95.5265,182241.0
2023-02-06,95.6143,95.6143,94.4435,95.5167,134899.0
2023-02-07,94.9118,94.9118,92.4775,94.4142,125586.0
2023-02-08,93.78,94.2116,91.9556,92.1214,121109.0
2023-02-09,92.3751,92.8629,90.0042,90.2872,112556.0
2023-02-10,90.6579,91.5799,90.3848,91.2824,103910.0
2023-02-11,90.6579,91.5799,90.3848,91.2824,103910.0
2023-02-12,90.6579,91.5799,90.3848,91.2824,103910.0
2023-02-13,91.4092,92.6385,91.2921,92.58,140894.0
2023-02-14,92.3751,92.4434,90.9653,91.3214,87686.0
2023-02-15,90.8433,91.4579,90.6335,90.9311,104749.0
2023-02-16,90.0433,90.5067,89.0579,90.3555,135202.0
2023-02-17,90.8919,93.0378,90.8919,92.3715,121491.0
2023-02-18,90.8919,93.0378,90.8919,92.3715,121491.0
2023-02-19,90.8919,93.0378,90.8919,92.3715,121491.0
2023-02-20,90.8919,93.0378,90.8919,92.3715,121491.0
2023-02-21,91.8032,91.8032,90.9115,91.2937,98656.0
2023-02-22,91.7248,92.6655,90.9115,91.2937,148437.0
2023-02-23,91.3329,92.1462,89.1478,90.0885,111400.0
2023-02-24,89.4319,89.5985,88.6285,89.4809,97367.0
2023-02-25,89.4319,89.5985,88.6285,89.4809,97367.0
2023-02-26,89.4319,89.5985,88.6285,89.4809,97367.0
2023-02-27,89.9905,91.4897,88.0503,88.1581,130999.0
2023-02-28,87.7956,88.6775,87.3742,87.5016,301007.0
2023-03-01,86.6981,86.7569,84.9148,85.1598,192071.0
2023-03-02,84.758,84.9246,80.8484,83.0335,297361.0
2023-03-03,83.9055,85.4831,82.7787,85.4439,176498.0
2023-03-04,83.9055,85.4831,82.7787,85.4439,176498.0
2023-03-05,83.9055,85.4831,82.7787,85.4439,176498.0
2023-03-06,85.0128,85.2087,83.0139,84.0623,220404.0
2023-03-07,84.6012,84.6894,83.4842,83.7781,121338.0
2023-03-08,83.4548,84.8168,82.6268,84.7188,110888.0
2023-03-09,85.0226,85.2136,83.7879,84.0525,128206.0
2023-03-10,84.2093,84.4053,82.1908,83.0335,162995.0
2023-03-11,84.2093,84.4053,82.1908,83.0335,162995.0
2023-03-12,84.2093,84.4053,82.1908,83.0335,162995.0
2023-03-13,83.0628,85.2185,83.0628,83.3078,168544.0
2023-03-14,84.7188,85.4537,83.9545,84.9834,150749.0
2023-03-15,84.1799,86.0612,84.1309,85.6399,160754.0
2023-03-16,84.954,86.6883,84.954,86.4434,172186.0
2023-03-17,86.022,86.7079,84.4885,84.9932,667704.0
2023-03-18,86.022,86.7079,84.4885,84.9932,667704.0
2023-03-19,86.022,86.7079,84.4885,84.9932,667704.0
2023-03-20,85.4831,86.8941,85.4831,86.1886,184448.0
2023-03-21,86.6589,86.9235,82.5141,83.5528,218385.0
2023-03-22,83.6312,84.5424,82.1663,82.2594,199972.0
2023-03-23,82.3671,82.8236,81.3285,82.1222,236031.0
2023-03-24,82.2006,85.0226,81.9752,84.8952,164527.0
2023-03-25,82.2006,85.0226,81.9752,84.8952,164527.0
2023-03-26,82.2006,85.0226,81.9752,84.8952,164527.0
2023-03-27,85.5615,85.8653,84.709,84.8952,119530.0
2023-03-28,84.3759,85.8555,84.3759,84.807,130795.0
2023-03-29,85.101,85.9926,85.101,85.4341,173585.0
2023-03-30,85.7281,86.6099,85.3459,86.0612,109002.0
2023-03-31,86.6001,87.2175,86.071,87.0999,186565.0
2023-04-01,86.6001,87.2175,86.071,87.0999,186565.0
2023-04-02,86.6001,87.2175,86.071,87.0999,186565.0
2023-04-03,86.7667,87.3056,85.8653,86.8941,160749.0
2023-04-04,86.9431,88.1287,86.6981,87.9034,139081.0
2023-04-05,88.2071,89.8533,87.9524,89.8435,151799.0
2023-04-06,90.4608,91.2055,89.8729,90.8234,133836.0
2023-04-07,90.4608,91.2055,89.8729,90.8234,133836.0
2023-04-08,90.4608,91.2055,89.8729,90.8234,133836.0
2023-04-09,90.4608,91.2055,89.8729,90.8234,133836.0
2023-04-10,90.2256,91.7028,89.7553,90.9899,218647.0
2023-04-11,90.8723,92.0874,90.6617,91.96,153882.0
2023-04-12,92.3911,93.1603,90.9948,91.3133,77115.0
2023-04-13,91.0389,91.7836,89.9611,91.7346,91420.0
2023-04-14,91.1859,91.7738,88.8244,89.3732,119676.0
2023-04-15,91.1859,91.7738,88.8244,89.3732,119676.0
2023-04-16,91.1859,91.7738,88.8244,89.3732,119676.0
2023-04-17,89.0498,89.2997,87.8152,88.8048,128748.0
2023-04-18,88.5795,88.5795,86.2082,87.1391,130347.0
2023-04-19,87.3546,88.2169,86.9627,87.9916,105130.0
2023-04-20,88.0699,89.4809,87.8298,89.3634,128093.0
2023-04-21,90.2256,90.5098,88.9596,89.3536,335587.0
2023-04-22,90.2256,90.5098,88.9596,89.3536,335587.0
2023-04-23,90.2256,90.5098,88.9596,89.3536,335587.0
2023-04-24,89.0204,89.8925,88.6579,89.0694,75804.0
2023-04-25,88.8244,89.7455,88.4717,89.6279,124701.0
2023-04-26,88.6187,89.2556,87.3938,88.0209,112560.0
2023-04-27,87.8446,88.1483,86.6099,88.1091,140568.0
2023-04-28,88.0111,88.5158,86.7079,86.9627,212009.0
2023-04-29,88.0111,88.5158,86.7079,86.9627,212009.0
2023-04-30,88.0111,88.5158,86.7079,86.9627,212009.0
2023-05-01,86.7177,87.486,86.0318,86.2376,110712.0
2023-05-02,86.0318,86.9431,85.15,86.6393,125297.0
2023-05-03,86.8745,88.2561,86.6491,87.3644,138150.0
2023-05-04,87.0019,88.8832,86.7961,88.8832,89765.0
2023-05-05,89.2948,89.5887,88.4815,89.0498,87433.0
2023-05-06,89.2948,89.5887,88.4815,89.0498,87433.0
2023-05-07,89.2948,89.5887,88.4815,89.0498,87433.0
2023-05-08,88.6873,89.0596,87.9034,88.6383,71774.0
2023-05-09,88.746,88.8146,88.0209,88.4815,96636.0
2023-05-10,89.1576,90.5,88.6481,90.2746,86705.0
2023-05-11,90.6568,90.8234,86.5022,87.6584,203250.0
2023-05-12,89.1282,90.6568,88.3835,89.9219,166898.0
2023-05-13,89.1282,90.6568,88.3835,89.9219,166898.0
2023-05-14,89.1282,90.6568,88.3835,89.9219,166898.0
2023-05-15,89.8827,89.9121,88.2757,88.7754,114963.0
2023-05-16,88.9714,89.04,87.5604,87.9524,103495.0
2023-05-17,88.0209,89.6279,87.3742,89.3144,201488.0
2023-05-18,88.8494,88.8986,87.7963,88.2884,157575.0
2023-05-19,89.056,89.1741,85.395,85.5032,444678.0
2023-05-20,89.056,89.1741,85.395,85.5032,444678.0
2023-05-21,89.056,89.1741,85.395,85.5032,444678.0
2023-05-22,85.9363,87.9538,85.5131,87.8357,152157.0
2023-05-23,87.255,88.7706,86.8615,87.8455,113966.0
2023-05-24,87.8455,87.8849,86.7826,86.9204,127711.0
2023-05-25,86.4283,86.448,85.208,86.3398,148478.0
2023-05-26,86.9795,88.7854,86.4972,88.564,208688.0
2023-05-27,86.9795,88.7854,86.4972,88.564,208688.0
2023-05-28,86.9795,88.7854,86.4972,88.564,208688.0
2023-05-29,86.9795,88.7854,86.4972,88.564,208688.0
2023-05-30,88.5147,88.9773,86.5366,86.7826,123333.0
2023-05-31,87.0484,87.5995,85.6017,87.4125,159402.0
2023-06-01,87.5896,87.5896,85.828,87.383,165102.0
2023-06-02,87.5011,90.4142,87.255,90.1583,166528.0
2023-06-03,87.5011,90.4142,87.255,90.1583,166528.0
2023-06-04,87.5011,90.4142,87.255,90.1583,166528.0
2023-06-05,88.6919,88.9281,86.8614,88.1408,187338.0
2023-06-06,87.9931,89.6072,87.4174,89.1348,151901.0
2023-06-07,88.8789,91.3786,88.4459,90.857,174038.0
2023-06-08,90.5913,90.8964,89.0659,89.676,126321.0
2023-06-09,89.3316,89.4989,88.1014,89.184,120167.0
2023-06-10,89.3316,89.4989,88.1014,89.184,120167.0
2023-06-11,89.3316,89.4989,88.1014,89.184,120167.0
2023-06-12,89.2627,89.2627,84.5978,86.0248,349832.0
2023-06-13,85.6804,87.0976,85.4245,85.9855,255538.0
2023-06-14,85.9363,86.4579,84.8439,84.9324,223560.0
2023-06-15,84.8832,86.635,84.214,86.3201,224807.0
2023-06-16,87.0779,87.3534,85.6115,86.2807,656189.0
2023-06-17,87.0779,87.3534,85.6115,86.2807,656189.0
2023-06-18,87.0779,87.3534,85.6115,86.2807,656189.0
2023-06-19,87.0779,87.3534,85.6115,86.2807,656189.0
2023-06-20,86.5071,87.0188,85.267,86.0544,171461.0
2023-06-21,86.015,86.389,84.6864,86.1429,177050.0
2023-06-22,86.389,86.389,84.9521,85.8083,276334.0
2023-06-23,85.7099,86.6104,82.9248,83.2987,1090448.0
2023-06-24,85.7099,86.6104,82.9248,83.2987,1090448.0
2023-06-25,85.7099,86.6104,82.9248,83.2987,1090448.0
2023-06-26,83.5546,84.7356,83.0921,83.5152,196037.0
2023-06-27,83.9286,85.1194,83.2644,84.775,137921.0
2023-06-28,84.8635,84.8635,83.2692,84.1057,186660.0
2023-06-29,83.8499,85.6607,83.6727,85.5131,210779.0
2023-06-30,85.5131,85.6902,84.4846,85.6213,218334.0
2023-07-01,85.5131,85.6902,84.4846,85.6213,218334.0
2023-07-02,85.5131,85.6902,84.4846,85.6213,218334.0
2023-07-03,85.0997,86.2463,85.0997,86.1921,117733.0
2023-07-04,85.0997,86.2463,85.0997,86.1921,117733.0
2023-07-05,85.8477,86.4283,85.1096,85.6213,286506.0
2023-07-06,84.9127,86.0839,84.4305,85.9559,247978.0
2023-07-07,85.1194,85.1194,82.3933,82.5114,362274.0
2023-07-08,85.1194,85.1194,82.3933,82.5114,362274.0
2023-07-09,85.1194,85.1194,82.3933,82.5114,362274.0
2023-07-10,82.7279,83.7219,81.9209,82.9543,273586.0
2023-07-11,82.9051,84.4502,82.6098,84.4207,189748.0
2023-07-12,85.0899,85.6804,84.0688,85.1588,175993.0
2023-07-13,84.9226,86.0937,84.7799,85.9264,189361.0
2023-07-14,85.7788,86.0052,84.647,85.3556,227144.0
2023-07-15,85.7788,86.0052,84.647,85.3556,227144.0
2023-07-16,85.7788,86.0052,84.647,85.3556,227144.0
2023-07-17,85.2572,86.3001,84.7553,85.4737,187351.0
2023-07-18,84.775,86.1134,84.6618,85.454,186400.0
2023-07-19,85.641,86.5858,85.3138,86.3791,241189.0
2023-07-20,86.0544,87.9046,85.4343,87.5011,160482.0
2023-07-21,87.816,88.5049,87.0583,88.4557,367510.0
2023-07-22,87.816,88.5049,87.0583,88.4557,367510.0
2023-07-23,87.816,88.5049,87.0583,88.4557,367510.0
2023-07-24,88.249,88.249,86.1234,87.1369,192905.0
2023-07-25,86.7531,87.068,86.1233,86.763,174897.0
2023-07-26,86.4874,87.629,86.261,86.8122,190393.0
2023-07-27,86.8515,87.196,84.6077,85.3064,203565.0
2023-07-28,85.641,86.822,84.9718,86.6744,221885.0
2023-07-29,85.641,86.822,84.9718,86.6744,221885.0
2023-07-30,85.641,86.822,84.9718,86.6744,221885.0
2023-07-31,86.7039,88.0522,86.4775,87.009,1626337.0
2023-08-01,86.8811,87.4125,84.8586,85.1096,175361.0
2023-08-02,84.834,85.9461,84.6448,85.6804,146968.0
2023-08-03,85.6312,85.6312,84.3665,84.5683,229697.0
2023-08-04,84.775,85.5524,84.3124,84.6273,214972.0
2023-08-05,84.775,85.5524,84.3124,84.6273,214972.0
2023-08-06,84.775,85.5524,84.3124,84.6273,214972.0
2023-08-07,84.6273,86.0052,84.6273,85.7296,241400.0
2023-08-08,86.5858,88.3081,85.5229,86.7728,210135.0
2023-08-09,86.8811,87.196,86.0642,86.822,207517.0
2023-08-10,86.8614,87.5011,86.5956,86.9696,247926.0
2023-08-11,87.0877,88.2392,87.0877,87.7077,272570.0
2023-08-12,87.0877,88.2392,87.0877,87.7077,272570.0
2023-08-13,87.0877,88.2392,87.0877,87.7077,272570.0
