,AWR US Equity,AWR US Equity,AWR US Equity,AWR US Equity,AWR US Equity
2020-04-26,76.5246,77.9117,76.1151,76.5153,263780.0
2020-04-27,77.2507,78.0141,75.4074,76.3384,268021.0
2020-04-28,78.0793,78.6658,76.7014,77.2414,227118.0
2020-04-29,78.2841,79.3454,76.1987,78.042,316186.0
2020-04-30,77.1762,77.1762,73.5548,73.89,790674.0
2020-05-01,73.1452,74.0296,71.6836,72.4004,269843.0
2020-05-02,73.1452,74.0296,71.6836,72.4004,269843.0
2020-05-03,73.1452,74.0296,71.6836,72.4004,269843.0
2020-05-04,71.395,72.9497,70.7577,71.8232,253395.0
2020-05-05,71.0505,74.0762,70.1196,72.5773,248698.0
2020-05-06,72.5773,72.6704,68.9931,69.0583,219189.0
2020-05-07,70.2779,70.4734,68.7418,68.928,256521.0
2020-05-08,69.2166,70.734,69.1152,70.5106,248993.0
2020-05-09,69.2166,70.734,69.1152,70.5106,248993.0
2020-05-10,69.2166,70.734,69.1152,70.5106,248993.0
2020-05-11,70.8085,72.0094,69.4586,71.3764,281501.0
2020-05-12,71.8698,71.8698,69.9893,70.0917,235868.0
2020-05-13,69.5703,70.9388,69.2166,70.7992,305922.0
2020-05-14,69.9532,71.3086,68.1212,70.7384,346240.0
2020-05-15,71.0468,71.0468,68.2334,70.0654,453554.0
2020-05-16,71.0468,71.0468,68.2334,70.0654,453554.0
2020-05-17,71.0468,71.0468,68.2334,70.0654,453554.0
2020-05-18,72.4115,73.9912,71.7666,73.5705,332406.0
2020-05-19,74.0005,74.0005,70.5608,70.6823,166372.0
2020-05-20,71.9068,73.449,70.5982,72.8882,219242.0
2020-05-21,73.0284,74.5605,73.0284,73.7762,170387.0
2020-05-22,73.7855,74.4305,73.1683,74.4118,118235.0
2020-05-23,73.7855,74.4305,73.1683,74.4118,118235.0
2020-05-24,73.7855,74.4305,73.1683,74.4118,118235.0
2020-05-25,73.7855,74.4305,73.1683,74.4118,118235.0
2020-05-26,75.4586,75.9634,73.851,73.9538,184698.0
2020-05-27,74.6081,74.6735,73.1686,74.3277,202367.0
2020-05-28,75.1502,77.3,75.0427,75.3465,192613.0
2020-05-29,75.2717,76.8701,74.5707,76.6551,298014.0
2020-05-30,75.2717,76.8701,74.5707,76.6551,298014.0
2020-05-31,75.2717,76.8701,74.5707,76.6551,298014.0
2020-06-01,76.6457,77.4542,75.8045,75.8606,226470.0
2020-06-02,76.2064,76.2064,75.0006,75.6362,184351.0
2020-06-03,76.2718,76.6644,74.4772,76.1597,279253.0
2020-06-04,75.4213,75.8793,74.7763,75.7858,176956.0
2020-06-05,76.0101,78.5151,76.0101,77.0103,188662.0
2020-06-06,76.0101,78.5151,76.0101,77.0103,188662.0
2020-06-07,76.0101,78.5151,76.0101,77.0103,188662.0
2020-06-08,77.1131,77.3187,75.898,76.2625,166308.0
2020-06-09,75.4213,75.6783,73.3836,74.309,207758.0
2020-06-10,74.4492,75.44,74.1033,74.6361,204231.0
2020-06-11,73.0471,73.2901,70.3832,70.6356,221984.0
2020-06-12,72.7387,72.7387,70.3832,71.4955,232892.0
2020-06-13,72.7387,72.7387,70.3832,71.4955,232892.0
2020-06-14,72.7387,72.7387,70.3832,71.4955,232892.0
2020-06-15,70.6075,74.7567,69.9159,73.7949,249524.0
2020-06-16,74.7763,75.9353,72.6732,73.2621,137699.0
2020-06-17,73.2621,73.3743,72.0283,72.5798,117395.0
2020-06-18,72.0657,73.054,71.5235,72.5237,205854.0
2020-06-19,73.6173,73.7201,71.8133,71.9722,417730.0
2020-06-20,73.6173,73.7201,71.8133,71.9722,417730.0
2020-06-21,73.6173,73.7201,71.8133,71.9722,417730.0
2020-06-22,71.7198,72.9817,71.2805,72.5611,161168.0
2020-06-23,73.0845,73.3836,71.8554,72.2713,213292.0
2020-06-24,71.5049,72.2713,71.0842,71.5703,214853.0
2020-06-25,71.4768,71.4768,70.028,70.729,170237.0
2020-06-26,70.4954,71.5142,68.897,69.0279,412912.0
2020-06-27,70.4954,71.5142,68.897,69.0279,412912.0
2020-06-28,70.4954,71.5142,68.897,69.0279,412912.0
2020-06-29,70.0467,72.505,69.1961,72.2433,227911.0
2020-06-30,71.9255,73.9538,71.9255,73.4958,235738.0
2020-07-01,73.6827,74.0145,73.178,73.3462,153203.0
2020-07-02,73.9912,75.1876,73.8229,74.3931,125012.0
2020-07-03,73.9912,75.1876,73.8229,74.3931,125012.0
2020-07-04,73.9912,75.1876,73.8229,74.3931,125012.0
2020-07-05,73.9912,75.1876,73.8229,74.3931,125012.0
2020-07-06,74.8604,75.3465,72.4769,73.1593,162345.0
2020-07-07,72.2433,72.6966,71.7572,72.2246,161298.0
2020-07-08,72.075,72.6732,71.2712,72.4582,154062.0
2020-07-09,72.4582,72.4582,69.8599,71.4488,150212.0
2020-07-10,71.804,72.8134,71.0468,72.7854,144335.0
2020-07-11,71.804,72.8134,71.0468,72.7854,144335.0
2020-07-12,71.804,72.8134,71.0468,72.7854,144335.0
2020-07-13,73.0004,73.1593,71.6451,71.8881,120918.0
2020-07-14,72.1031,72.8976,70.7571,71.5703,232086.0
2020-07-15,72.7013,73.0471,71.6738,72.1685,227114.0
2020-07-16,72.3554,73.449,72.0376,72.5237,149289.0
2020-07-17,72.8508,74.9633,72.8508,74.7015,140884.0
2020-07-18,72.8508,74.9633,72.8508,74.7015,140884.0
2020-07-19,72.8508,74.9633,72.8508,74.7015,140884.0
2020-07-20,74.4024,74.767,73.2714,73.7388,97554.0
2020-07-21,73.9631,75.5054,73.9631,75.3932,206140.0
2020-07-22,75.0848,76.4214,74.982,75.6736,195093.0
2020-07-23,75.8512,76.8233,75.5521,76.0288,169944.0
2020-07-24,75.9353,76.412,74.5894,74.9633,126356.0
2020-07-25,75.9353,76.412,74.5894,74.9633,126356.0
2020-07-26,75.9353,76.412,74.5894,74.9633,126356.0
2020-07-27,74.6642,74.6642,73.421,74.0379,183957.0
2020-07-28,73.6266,74.3931,73.4958,74.0472,177968.0
2020-07-29,74.4492,75.267,73.9444,74.6548,155006.0
2020-07-30,74.0566,74.4305,72.8789,73.2154,156581.0
2020-07-31,72.8976,73.7949,71.5235,71.86,719207.0
2020-08-01,72.8976,73.7949,71.5235,71.86,719207.0
2020-08-02,72.8976,73.7949,71.5235,71.86,719207.0
2020-08-03,71.8787,72.0844,70.7104,71.9722,235867.0
2020-08-04,71.6824,71.7282,69.0653,71.0655,271465.0
2020-08-05,71.2618,71.6544,70.4954,71.6357,198269.0
2020-08-06,71.3833,71.9535,70.6169,71.6451,117772.0
2020-08-07,71.4394,74.8885,71.3445,74.6548,153425.0
2020-08-08,71.4394,74.8885,71.3445,74.6548,153425.0
2020-08-09,71.4394,74.8885,71.3445,74.6548,153425.0
2020-08-10,74.8604,75.7671,74.365,74.6361,154152.0
2020-08-11,74.9072,75.0941,72.72,73.0284,145023.0
2020-08-12,73.9351,75.8372,73.6126,75.0474,180718.0
2020-08-13,74.5146,74.7015,73.4584,73.7949,122778.0
2020-08-14,73.7057,74.2736,73.2176,73.9122,124763.0
2020-08-15,73.7057,74.2736,73.2176,73.9122,124763.0
2020-08-16,73.7057,74.2736,73.2176,73.9122,124763.0
2020-08-17,74.0155,74.635,73.5555,73.8465,173490.0
2020-08-18,73.471,73.8559,72.4197,73.3302,148277.0
2020-08-19,73.3021,73.7338,72.3258,72.3634,219570.0
2020-08-20,72.3258,72.8233,71.7908,72.2977,116178.0
2020-08-21,71.9316,72.3634,71.2276,71.8189,163018.0
2020-08-22,71.9316,72.3634,71.2276,71.8189,163018.0
2020-08-23,71.9316,72.3634,71.2276,71.8189,163018.0
2020-08-24,72.3634,73.0955,71.0586,73.0111,226812.0
2020-08-25,73.1894,74.9635,72.9454,73.2645,418491.0
2020-08-26,73.4522,73.4522,71.4341,71.7438,1151272.0
2020-08-27,71.6687,73.0768,71.6687,72.2883,275705.0
2020-08-28,71.5373,71.8659,69.1343,71.8189,321466.0
2020-08-29,71.5373,71.8659,69.1343,71.8189,321466.0
2020-08-30,71.5373,71.8659,69.1343,71.8189,321466.0
2020-08-31,71.8283,72.4385,71.2182,71.4153,264479.0
2020-09-01,71.19,71.2933,70.1293,70.5892,141838.0
2020-09-02,70.5799,72.9735,70.5329,72.4948,166564.0
2020-09-03,72.5793,73.5461,72.0067,72.6074,191014.0
2020-09-04,73.3865,73.4804,71.1431,72.2695,205466.0
2020-09-05,73.3865,73.4804,71.1431,72.2695,205466.0
2020-09-06,73.3865,73.4804,71.1431,72.2695,205466.0
2020-09-07,73.3865,73.4804,71.1431,72.2695,205466.0
2020-09-08,72.2319,72.2319,70.3733,70.6831,193998.0
2020-09-09,71.2839,72.1381,70.3733,71.0023,152351.0
2020-09-10,71.1806,71.1806,69.5191,69.5191,192184.0
2020-09-11,69.735,69.8383,68.7213,68.9372,138358.0
2020-09-12,69.735,69.8383,68.7213,68.9372,138358.0
2020-09-13,69.735,69.8383,68.7213,68.9372,138358.0
2020-09-14,69.4347,69.7679,68.9559,69.0404,147634.0
2020-09-15,69.6224,69.6734,67.6793,68.036,194165.0
2020-09-16,68.0548,68.6462,67.8013,67.9234,268389.0
2020-09-17,67.5104,67.6605,66.6186,66.8627,222341.0
2020-09-18,67.3414,67.3414,65.0041,65.6987,687967.0
2020-09-19,67.3414,67.3414,65.0041,65.6987,687967.0
2020-09-20,67.3414,67.3414,65.0041,65.6987,687967.0
2020-09-21,67.4916,69.904,66.5857,69.8101,337721.0
2020-09-22,69.7069,70.7113,68.083,68.9841,218470.0
2020-09-23,68.7964,69.2845,67.5948,67.6136,303803.0
2020-09-24,67.7638,69.0498,67.5854,68.449,177091.0
2020-09-25,67.9797,69.444,67.6981,69.3126,117946.0
2020-09-26,67.9797,69.444,67.6981,69.3126,117946.0
2020-09-27,67.9797,69.444,67.6981,69.3126,117946.0
2020-09-28,69.4722,70.3546,69.3783,69.7726,232021.0
2020-09-29,69.8946,70.2983,69.2282,69.8852,111438.0
2020-09-30,70.364,71.0586,69.7163,70.3546,206308.0
2020-10-01,70.3358,71.5279,70.0542,71.4341,167140.0
2020-10-02,70.7394,72.3446,70.6831,72.0161,162827.0
2020-10-03,70.7394,72.3446,70.6831,72.0161,162827.0
2020-10-04,70.7394,72.3446,70.6831,72.0161,162827.0
2020-10-05,72.1662,72.2695,71.2369,71.7157,134061.0
2020-10-06,72.3728,72.8327,71.4622,72.0724,234679.0
2020-10-07,72.1475,72.3493,70.2701,71.2651,202257.0
2020-10-08,71.7344,72.5042,71.3856,71.8471,103300.0
2020-10-09,72.2038,72.5136,71.3402,71.9691,131799.0
2020-10-10,72.2038,72.5136,71.3402,71.9691,131799.0
2020-10-11,72.2038,72.5136,71.3402,71.9691,131799.0
2020-10-12,71.8846,74.4848,71.8846,74.2595,179809.0
2020-10-13,73.4616,73.931,72.7482,73.4804,138782.0
2020-10-14,73.3959,73.9779,72.2038,72.6262,106043.0
2020-10-15,72.0818,73.0674,71.9316,72.5699,141382.0
2020-10-16,72.7013,73.5742,72.2132,72.8609,229195.0
2020-10-17,72.7013,73.5742,72.2132,72.8609,229195.0
2020-10-18,72.7013,73.5742,72.2132,72.8609,229195.0
2020-10-19,72.6356,73.7338,71.894,71.9785,113837.0
2020-10-20,72.2977,72.5229,71.4059,71.8283,133388.0
2020-10-21,71.5185,72.8796,71.5185,72.4103,190984.0
2020-10-22,72.7107,73.3114,72.3634,73.0017,162250.0
2020-10-23,73.0392,74.6256,73.0392,74.3722,139343.0
2020-10-24,73.0392,74.6256,73.0392,74.3722,139343.0
2020-10-25,73.0392,74.6256,73.0392,74.3722,139343.0
2020-10-26,74.0061,74.0061,72.7201,73.0298,191998.0
2020-10-27,72.6544,74.1469,72.6544,73.3021,211526.0
2020-10-28,72.1193,72.8139,70.9835,71.1525,233216.0
2020-10-29,71.1525,71.8752,69.8383,71.19,135945.0
2020-10-30,71.1525,71.6781,69.8242,70.1105,528746.0
2020-10-31,71.1525,71.6781,69.8242,70.1105,528746.0
2020-11-01,71.1525,71.6781,69.8242,70.1105,528746.0
2020-11-02,70.2607,71.6124,70.2044,71.481,320973.0
2020-11-03,72.0254,72.0254,69.7726,70.6643,214222.0
2020-11-04,69.5567,71.068,67.4353,68.0079,255496.0
2020-11-05,68.4209,70.026,67.9609,68.4115,186384.0
2020-11-06,68.787,69.3596,67.9515,68.4866,147501.0
2020-11-07,68.787,69.3596,67.9515,68.4866,147501.0
2020-11-08,68.787,69.3596,67.9515,68.4866,147501.0
2020-11-09,69.9509,73.3771,69.9509,70.6925,337190.0
2020-11-10,71.481,75.2357,70.9178,74.7852,236009.0
2020-11-11,74.879,74.879,73.0674,74.2501,153664.0
2020-11-12,73.6869,73.6869,71.3496,72.1662,138858.0
2020-11-13,72.746,73.1184,71.6147,72.7837,120743.0
2020-11-14,72.746,73.1184,71.6147,72.7837,120743.0
2020-11-15,72.746,73.1184,71.6147,72.7837,120743.0
2020-11-16,74.0565,74.7165,72.878,74.6033,285919.0
2020-11-17,74.0094,74.2356,72.8497,73.3306,203248.0
2020-11-18,73.5191,73.7548,70.5776,70.587,211129.0
2020-11-19,69.7762,70.6625,69.154,70.4645,119248.0
2020-11-20,70.1722,71.9541,70.1722,71.1433,148854.0
2020-11-21,70.1722,71.9541,70.1722,71.1433,148854.0
2020-11-22,70.1722,71.9541,70.1722,71.1433,148854.0
2020-11-23,71.1998,71.8881,70.7662,71.4261,162749.0
2020-11-24,72.1332,73.0006,71.5487,72.0012,190560.0
2020-11-25,72.2463,73.2269,71.5581,71.6618,394350.0
2020-11-26,72.2463,73.2269,71.5581,71.6618,394350.0
2020-11-27,71.511,71.6893,70.4492,70.8604,74908.0
2020-11-28,71.511,71.6893,70.4492,70.8604,74908.0
2020-11-29,71.511,71.6893,70.4492,70.8604,74908.0
2020-11-30,70.7473,70.9123,69.352,69.5971,219417.0
2020-12-01,70.4079,71.1621,69.7743,70.1816,212008.0
2020-12-02,70.2193,70.7284,69.1728,70.2665,162155.0
2020-12-03,70.257,70.7662,69.5971,69.6159,122200.0
2020-12-04,69.7668,70.1816,69.2671,69.7385,122455.0
2020-12-05,69.7668,70.1816,69.2671,69.7385,122455.0
2020-12-06,69.7668,70.1816,69.2671,69.7385,122455.0
2020-12-07,69.5405,70.2099,69.3816,70.1062,114745.0
2020-12-08,69.7951,70.653,69.6725,70.4645,110169.0
2020-12-09,70.9453,71.379,70.456,71.2093,140728.0
2020-12-10,71.379,71.5487,70.2193,71.379,128185.0
2020-12-11,71.2847,72.8215,71.099,72.6989,178683.0
2020-12-12,71.2847,72.8215,71.099,72.6989,178683.0
2020-12-13,71.2847,72.8215,71.099,72.6989,178683.0
2020-12-14,73.2174,74.1791,72.0295,72.0295,167409.0
2020-12-15,72.1238,74.5091,71.7561,74.2074,149964.0
2020-12-16,74.5279,75.664,73.6605,73.8302,193495.0
2020-12-17,73.9057,75.8478,73.9057,75.4707,160788.0
2020-12-18,75.631,76.3098,73.5474,73.7171,895072.0
2020-12-19,75.631,76.3098,73.5474,73.7171,895072.0
2020-12-20,75.631,76.3098,73.5474,73.7171,895072.0
2020-12-21,72.7083,72.7366,70.587,72.1238,191422.0
2020-12-22,71.9729,72.7837,71.5958,72.6895,163594.0
2020-12-23,73.1609,73.6511,72.4857,72.9723,167041.0
2020-12-24,73.472,73.472,72.3453,73.2269,52194.0
2020-12-25,73.472,73.472,72.3453,73.2269,52194.0
2020-12-26,73.472,73.472,72.3453,73.2269,52194.0
2020-12-27,73.472,73.472,72.3453,73.2269,52194.0
2020-12-28,73.538,75.1313,73.538,74.6222,151750.0
2020-12-29,74.7636,75.235,73.4861,73.868,99730.0
2020-12-30,73.868,74.6033,73.4626,73.9528,98599.0
2020-12-31,73.8491,75.0842,73.8491,74.9616,108502.0
2021-01-01,73.8491,75.0842,73.8491,74.9616,108502.0
2021-01-02,73.8491,75.0842,73.8491,74.9616,108502.0
2021-01-03,73.8491,75.0842,73.8491,74.9616,108502.0
2021-01-04,74.9616,75.0464,73.0477,73.7171,145804.0
2021-01-05,73.9434,74.4431,73.0666,73.9999,155628.0
2021-01-06,74.7165,77.7523,74.7165,77.0923,275020.0
2021-01-07,77.2054,77.3742,75.1879,75.5084,127187.0
2021-01-08,75.961,76.3475,75.2633,76.3475,113040.0
2021-01-09,75.961,76.3475,75.2633,76.3475,113040.0
2021-01-10,75.961,76.3475,75.2633,76.3475,113040.0
2021-01-11,76.0458,76.4606,75.3104,76.0835,99509.0
2021-01-12,76.0364,76.4795,75.4613,76.0929,83667.0
2021-01-13,76.3664,77.1394,75.8195,76.2061,108783.0
2021-01-14,76.8566,76.8849,75.5912,75.9138,135226.0
2021-01-15,75.5367,76.8095,75.4613,76.7152,152388.0
2021-01-16,75.5367,76.8095,75.4613,76.7152,152388.0
2021-01-17,75.5367,76.8095,75.4613,76.7152,152388.0
2021-01-18,75.5367,76.8095,75.4613,76.7152,152388.0
2021-01-19,76.9509,77.3469,76.2869,76.8943,227258.0
2021-01-20,76.5361,77.0452,75.5933,76.4324,157945.0
2021-01-21,76.8566,76.8566,75.0087,75.2539,153397.0
2021-01-22,74.9522,75.9798,74.3676,75.9044,158678.0
2021-01-23,74.9522,75.9798,74.3676,75.9044,158678.0
2021-01-24,74.9522,75.9798,74.3676,75.9044,158678.0
2021-01-25,75.2916,76.7435,74.9616,76.0929,149137.0
2021-01-26,75.8572,76.0364,75.103,75.8478,161931.0
2021-01-27,74.8013,75.2539,73.3871,73.9717,253765.0
2021-01-28,74.4336,76.3852,73.6417,73.8491,182437.0
2021-01-29,73.5945,75.2821,72.7932,72.8403,440492.0
2021-01-30,73.5945,75.2821,72.7932,72.8403,440492.0
2021-01-31,73.5945,75.2821,72.7932,72.8403,440492.0
2021-02-01,72.7932,75.1124,72.4726,74.7919,225995.0
2021-02-02,75.2727,76.6492,75.1172,75.9327,135038.0
2021-02-03,75.4236,75.697,74.086,75.1784,123699.0
2021-02-04,74.7448,75.8384,74.5185,75.235,125285.0
2021-02-05,75.9044,76.7623,75.4236,76.6963,94224.0
2021-02-06,75.9044,76.7623,75.4236,76.6963,94224.0
2021-02-07,75.9044,76.7623,75.4236,76.6963,94224.0
2021-02-08,76.8566,76.8566,75.4707,76.3475,107283.0
2021-02-09,76.3475,77.6014,76.1259,77.4694,132752.0
2021-02-10,77.7806,78.2944,76.7906,77.2054,153451.0
2021-02-11,77.5166,78.186,76.3946,76.9509,111440.0
2021-02-12,76.5201,76.6886,74.6646,75.2705,110206.0
2021-02-13,76.5201,76.6886,74.6646,75.2705,110206.0
2021-02-14,76.5201,76.6886,74.6646,75.2705,110206.0
2021-02-15,76.5201,76.6886,74.6646,75.2705,110206.0
2021-02-16,75.3557,75.3557,74.2102,74.3049,116861.0
2021-02-17,74.0588,74.2292,73.6327,74.2008,143677.0
2021-02-18,74.2102,75.1001,73.9415,74.1534,146389.0
2021-02-19,74.2102,74.7025,73.6138,73.8126,123636.0
2021-02-20,74.2102,74.7025,73.6138,73.8126,123636.0
2021-02-21,74.2102,74.7025,73.6138,73.8126,123636.0
2021-02-22,73.8789,73.8789,71.6826,72.7997,123939.0
2021-02-23,74.5605,77.2207,72.1985,72.2127,209578.0
2021-02-24,72.137,73.0789,71.7867,72.0139,237524.0
2021-02-25,71.7299,72.847,69.9975,70.1584,231353.0
2021-02-26,70.2152,70.8968,69.136,69.155,314990.0
2021-02-27,70.2152,70.8968,69.136,69.155,314990.0
2021-02-28,70.2152,70.8968,69.136,69.155,314990.0
2021-03-01,69.8082,70.149,68.8804,69.5052,145684.0
2021-03-02,69.7419,69.846,67.7539,67.8296,174742.0
2021-03-03,67.6024,68.0473,66.5516,67.0155,225690.0
2021-03-04,66.722,68.8709,66.3812,66.8735,209658.0
2021-03-05,67.3563,67.9527,66.3338,67.1575,285179.0
2021-03-06,67.3563,67.9527,66.3338,67.1575,285179.0
2021-03-07,67.3563,67.9527,66.3338,67.1575,285179.0
2021-03-08,67.9148,68.5491,67.1669,67.7065,185243.0
2021-03-09,67.5551,68.71,67.4604,68.3124,176683.0
2021-03-10,68.4449,69.2118,67.5929,68.0852,195032.0
2021-03-11,68.2367,68.5017,67.2332,67.9527,170381.0
2021-03-12,68.3597,69.1076,67.9195,68.3124,288352.0
2021-03-13,68.3597,69.1076,67.9195,68.3124,288352.0
