,AIN US Equity,AIN US Equity,AIN US Equity,AIN US Equity,AIN US Equity
2020-03-12,50.8102,50.8102,43.1135,43.3325,408514.0
2020-03-13,45.8854,45.8854,40.9225,42.018,632332.0
2020-03-14,45.8854,45.8854,40.9225,42.018,632332.0
2020-03-15,45.8854,45.8854,40.9225,42.018,632332.0
2020-03-16,39.9128,39.9128,37.3885,38.5506,491961.0
2020-03-17,39.3126,39.3126,33.4353,35.4738,446200.0
2020-03-18,33.4162,34.0021,29.0153,30.1108,370561.0
2020-03-19,29.8329,38.2854,29.3729,37.6146,346542.0
2020-03-20,37.9212,39.6175,35.0175,35.9854,482617.0
2020-03-21,37.9212,39.6175,35.0175,35.9854,482617.0
2020-03-22,37.9212,39.6175,35.0175,35.9854,482617.0
2020-03-23,35.7937,40.1733,34.6017,39.3683,454744.0
2020-03-24,41.8408,44.2175,39.881,41.6491,686573.0
2020-03-25,41.8887,43.01,38.7646,38.8987,335614.0
2020-03-26,39.3396,46.46,38.9179,45.9329,310945.0
2020-03-27,44.9266,47.38,42.9429,45.9808,480727.0
2020-03-28,44.9266,47.38,42.9429,45.9808,480727.0
2020-03-29,44.9266,47.38,42.9429,45.9808,480727.0
2020-03-30,45.5208,46.7906,43.9491,46.3258,431544.0
2020-03-31,46.0287,47.1212,44.239,45.3579,222835.0
2020-04-01,43.422,43.7,41.3041,41.6779,303928.0
2020-04-02,41.3904,43.171,40.0104,41.9462,153952.0
2020-04-03,41.5246,42.2577,39.1575,40.3746,156412.0
2020-04-04,41.5246,42.2577,39.1575,40.3746,156412.0
2020-04-05,41.5246,42.2577,39.1575,40.3746,156412.0
2020-04-06,42.3583,43.192,41.2083,42.2625,239475.0
2020-04-07,43.6137,45.7891,42.4733,43.6425,305440.0
2020-04-08,44.5241,45.9425,43.8533,45.377,181225.0
2020-04-09,46.6516,47.4854,44.7733,45.8179,313890.0
2020-04-10,46.6516,47.4854,44.7733,45.8179,313890.0
2020-04-11,46.6516,47.4854,44.7733,45.8179,313890.0
2020-04-12,46.6516,47.4854,44.7733,45.8179,313890.0
2020-04-13,45.262,45.262,42.0421,42.7321,271424.0
2020-04-14,43.815,44.8787,43.1489,44.0833,395587.0
2020-04-15,43.93,44.0641,41.4862,42.9908,414317.0
2020-04-16,42.8854,43.8725,41.3616,43.4029,374079.0
2020-04-17,44.8212,46.6516,44.8212,46.0,244710.0
2020-04-18,44.8212,46.6516,44.8212,46.0,244710.0
2020-04-19,44.8212,46.6516,44.8212,46.0,244710.0
2020-04-20,44.85,46.1629,44.1858,45.7604,281314.0
2020-04-21,44.7062,45.6645,44.0641,45.032,287152.0
2020-04-22,46.1533,46.3737,44.6104,45.5687,293561.0
2020-04-23,45.6358,47.7873,45.6358,46.5175,236947.0
2020-04-24,46.805,46.8816,44.3708,44.6583,238107.0
2020-04-25,46.805,46.8816,44.3708,44.6583,238107.0
2020-04-26,46.805,46.8816,44.3708,44.6583,238107.0
2020-04-27,44.85,47.9106,44.85,47.0637,168586.0
2020-04-28,48.2425,49.771,47.3608,49.3254,187933.0
2020-04-29,50.6862,54.165,50.4754,53.3695,248900.0
2020-04-30,49.862,53.2737,46.968,49.0091,348597.0
2020-05-01,47.8495,49.057,46.7762,48.2425,212906.0
2020-05-02,47.8495,49.057,46.7762,48.2425,212906.0
2020-05-03,47.8495,49.057,46.7762,48.2425,212906.0
2020-05-04,47.8016,49.0187,46.6995,48.9133,198360.0
2020-05-05,50.1112,50.3891,47.3895,47.6291,384291.0
2020-05-06,47.7537,50.2454,47.5141,48.9612,210948.0
2020-05-07,49.5745,50.0454,48.875,49.3925,152515.0
2020-05-08,50.7437,52.2195,50.2837,52.2195,130740.0
2020-05-09,50.7437,52.2195,50.2837,52.2195,130740.0
2020-05-10,50.7437,52.2195,50.2837,52.2195,130740.0
2020-05-11,51.3666,51.3666,48.875,49.2391,258937.0
2020-05-12,49.4595,49.6225,48.0125,48.022,286017.0
2020-05-13,47.5812,47.5812,45.8083,46.9966,321001.0
2020-05-14,45.9137,47.8591,44.0162,47.6483,291605.0
2020-05-15,47.4662,48.827,46.9621,47.7058,171409.0
2020-05-16,47.4662,48.827,46.9621,47.7058,171409.0
2020-05-17,47.4662,48.827,46.9621,47.7058,171409.0
2020-05-18,49.7279,52.7083,49.7279,52.4783,174379.0
2020-05-19,52.0279,52.8904,50.7341,50.7533,167066.0
2020-05-20,52.1812,53.2737,51.7212,53.015,156406.0
2020-05-21,52.6891,54.1697,52.4304,53.1491,179713.0
2020-05-22,53.1491,53.6762,52.095,53.1012,113207.0
2020-05-23,53.1491,53.6762,52.095,53.1012,113207.0
2020-05-24,53.1491,53.6762,52.095,53.1012,113207.0
2020-05-25,53.1491,53.6762,52.095,53.1012,113207.0
2020-05-26,55.3533,59.3975,55.2047,57.9504,257757.0
2020-05-27,59.6179,62.3395,58.6691,62.2629,305280.0
2020-05-28,63.0295,63.3458,59.6945,59.8287,321952.0
2020-05-29,58.9854,58.9854,57.0879,57.7875,222540.0
2020-05-30,58.9854,58.9854,57.0879,57.7875,222540.0
2020-05-31,58.9854,58.9854,57.0879,57.7875,222540.0
2020-06-01,58.1325,60.1354,57.6629,59.0812,168458.0
2020-06-02,59.6754,60.0108,58.4247,59.3112,122270.0
2020-06-03,60.6337,62.4258,60.145,61.707,174735.0
2020-06-04,59.381,64.0715,59.381,63.1296,252492.0
2020-06-05,66.09,71.3572,65.5709,68.5794,314825.0
2020-06-06,66.09,71.3572,65.5709,68.5794,314825.0
2020-06-07,66.09,71.3572,65.5709,68.5794,314825.0
2020-06-08,69.3868,70.6748,67.599,68.2238,221957.0
2020-06-09,66.5802,66.955,64.1484,65.1,188235.0
2020-06-10,64.3118,64.3118,61.2649,61.5437,227377.0
2020-06-11,58.0834,58.5352,53.8543,54.1715,225147.0
2020-06-12,56.882,57.4895,53.3449,55.3729,252304.0
2020-06-13,56.882,57.4895,53.3449,55.3729,252304.0
2020-06-14,56.882,57.4895,53.3449,55.3729,252304.0
2020-06-15,53.2584,58.6313,53.2584,57.574,146696.0
2020-06-16,60.4575,61.0967,59.0446,59.5348,135664.0
2020-06-17,59.6501,59.6501,56.8724,57.3433,113760.0
2020-06-18,56.4495,57.8912,56.065,56.6417,102484.0
2020-06-19,57.4395,57.6605,54.902,55.5171,453635.0
2020-06-20,57.4395,57.6605,54.902,55.5171,453635.0
2020-06-21,57.4395,57.6605,54.902,55.5171,453635.0
2020-06-22,55.1999,56.1034,54.4118,56.0938,213149.0
2020-06-23,56.9108,56.9108,54.729,55.3153,161743.0
2020-06-24,54.1619,55.1567,52.4414,52.8162,234094.0
2020-06-25,52.3357,54.4887,52.3357,54.4598,153894.0
2020-06-26,53.7486,53.9552,52.0185,52.2299,302952.0
2020-06-27,53.7486,53.9552,52.0185,52.2299,302952.0
2020-06-28,53.7486,53.9552,52.0185,52.2299,302952.0
2020-06-29,53.2968,56.6994,53.1719,56.3053,186108.0
2020-06-30,55.6421,56.9445,55.2672,56.4302,133400.0
2020-07-01,56.5936,57.1703,54.1907,54.306,130654.0
2020-07-02,55.4787,56.6417,54.3445,54.729,171481.0
2020-07-03,55.4787,56.6417,54.3445,54.729,171481.0
2020-07-04,55.4787,56.6417,54.3445,54.729,171481.0
2020-07-05,55.4787,56.6417,54.3445,54.729,171481.0
2020-07-06,56.2572,56.2668,54.2916,54.6809,330385.0
2020-07-07,53.8447,54.0273,51.2591,51.3072,250618.0
2020-07-08,50.9516,52.6336,50.6007,50.7689,437507.0
2020-07-09,50.7689,50.8362,49.0773,49.1638,373598.0
2020-07-10,49.3464,50.6632,49.3464,49.8751,636164.0
2020-07-11,49.3464,50.6632,49.3464,49.8751,636164.0
2020-07-12,49.3464,50.6632,49.3464,49.8751,636164.0
2020-07-13,50.2884,51.5475,48.491,48.5871,904375.0
2020-07-14,48.5679,50.5287,47.8758,50.1057,631876.0
2020-07-15,52.1146,53.0758,51.6148,52.3453,372497.0
2020-07-16,52.153,52.153,50.4229,50.9708,371019.0
2020-07-17,51.0669,52.302,50.4133,50.5383,180598.0
2020-07-18,51.0669,52.302,50.4133,50.5383,180598.0
2020-07-19,51.0669,52.302,50.4133,50.5383,180598.0
2020-07-20,50.173,50.5671,48.2363,48.7697,154219.0
2020-07-21,49.4521,51.1342,49.4521,49.9616,485119.0
2020-07-22,49.8943,51.3841,49.8943,50.5767,258187.0
2020-07-23,50.4421,51.0044,49.7693,50.2115,249861.0
2020-07-24,50.4325,50.8203,49.6828,49.952,157825.0
2020-07-25,50.4325,50.8203,49.6828,49.952,157825.0
2020-07-26,50.4325,50.8203,49.6828,49.952,157825.0
2020-07-27,49.827,50.6248,49.481,50.0288,146149.0
2020-07-28,49.6924,50.6728,48.9427,48.9523,169295.0
2020-07-29,49.183,49.7789,47.1646,47.6355,323617.0
2020-07-30,49.7501,49.7501,45.8766,46.2995,489964.0
2020-07-31,45.8189,46.5206,44.5117,46.213,443259.0
2020-08-01,45.8189,46.5206,44.5117,46.213,443259.0
2020-08-02,45.8189,46.5206,44.5117,46.213,443259.0
2020-08-03,46.3668,47.155,45.1509,46.9627,248324.0
2020-08-04,46.9147,47.6067,46.1457,47.3376,208956.0
2020-08-05,48.1161,49.4521,47.8278,49.4521,154123.0
2020-08-06,49.4906,49.9423,49.1926,49.5002,157322.0
2020-08-07,49.1926,50.6824,49.1061,50.4614,124686.0
2020-08-08,49.1926,50.6824,49.1061,50.4614,124686.0
2020-08-09,49.1926,50.6824,49.1061,50.4614,124686.0
2020-08-10,50.9227,52.5471,50.9035,51.6917,193860.0
2020-08-11,52.4702,53.1142,51.5331,51.7109,169354.0
2020-08-12,52.4414,52.4414,50.7593,51.5379,133949.0
2020-08-13,50.817,51.807,50.4902,50.8362,150668.0
2020-08-14,50.298,51.5571,50.2307,51.2303,84483.0
2020-08-15,50.298,51.5571,50.2307,51.2303,84483.0
2020-08-16,50.298,51.5571,50.2307,51.2303,84483.0
2020-08-17,51.163,51.1919,49.7309,49.9616,96225.0
2020-08-18,49.654,49.9712,48.2507,48.8754,128118.0
2020-08-19,48.8658,50.0865,48.5871,49.6444,211952.0
2020-08-20,48.8754,49.1157,48.0681,48.4429,178219.0
2020-08-21,48.2315,48.8754,47.1357,47.9719,120368.0
2020-08-22,48.2315,48.8754,47.1357,47.9719,120368.0
2020-08-23,48.2315,48.8754,47.1357,47.9719,120368.0
2020-08-24,48.3372,48.9523,47.7028,48.8466,471700.0
2020-08-25,49.1542,49.5483,48.3276,48.9619,131030.0
2020-08-26,48.7409,49.2311,48.4237,49.2119,159450.0
2020-08-27,49.7309,50.6728,49.529,50.2211,166605.0
2020-08-28,50.6728,51.1822,50.0961,50.7978,110536.0
2020-08-29,50.6728,51.1822,50.0961,50.7978,110536.0
2020-08-30,50.6728,51.1822,50.0961,50.7978,110536.0
2020-08-31,50.5287,50.5287,49.2695,49.8847,223930.0
2020-09-01,49.4521,50.6344,49.135,50.5767,169322.0
2020-09-02,50.5767,51.759,50.0961,51.6724,141747.0
2020-09-03,51.5475,51.9512,49.9279,50.2307,316334.0
2020-09-04,51.5234,51.6295,49.0924,49.3432,147895.0
2020-09-05,51.5234,51.6295,49.0924,49.3432,147895.0
2020-09-06,51.5234,51.6295,49.0924,49.3432,147895.0
2020-09-07,51.5234,51.6295,49.0924,49.3432,147895.0
2020-09-08,48.5522,49.5168,48.2338,48.938,244137.0
2020-09-09,49.3239,49.3239,47.7837,48.7162,272199.0
2020-09-10,49.1696,49.459,48.6197,48.7451,313049.0
2020-09-11,48.8705,49.9124,48.7162,49.5844,209566.0
2020-09-12,48.8705,49.9124,48.7162,49.5844,209566.0
2020-09-13,48.8705,49.9124,48.7162,49.5844,209566.0
2020-09-14,49.9895,50.9012,49.7387,50.7323,173532.0
2020-09-15,50.8674,50.9156,49.5964,50.1728,343984.0
2020-09-16,50.2307,52.3626,49.594,51.5716,266910.0
2020-09-17,51.0314,52.0443,50.0764,51.8996,158767.0
2020-09-18,53.0669,53.2212,52.0057,52.5749,617050.0
2020-09-19,53.0669,53.2212,52.0057,52.5749,617050.0
2020-09-20,53.0669,53.2212,52.0057,52.5749,617050.0
2020-09-21,51.6198,51.6198,48.147,48.7933,607619.0
2020-09-22,48.8319,49.3143,47.819,48.7451,253783.0
2020-09-23,48.6101,49.4541,47.9155,48.0023,270762.0
2020-09-24,48.2821,48.8705,47.2499,47.7515,214561.0
2020-09-25,47.7225,48.1229,47.0569,47.7901,114164.0
2020-09-26,47.7225,48.1229,47.0569,47.7901,114164.0
2020-09-27,47.7225,48.1229,47.0569,47.7901,114164.0
2020-09-28,48.5039,49.6326,48.5039,49.0345,130344.0
2020-09-29,48.7548,48.9284,47.7225,48.2628,127928.0
2020-09-30,48.3882,49.1117,47.5586,47.7611,177406.0
2020-10-01,47.9444,48.8319,47.4331,48.7644,198803.0
2020-10-02,47.8673,49.8448,47.655,49.3046,113345.0
2020-10-03,47.8673,49.8448,47.655,49.3046,113345.0
2020-10-04,47.8673,49.8448,47.655,49.3046,113345.0
2020-10-05,49.7001,50.2886,49.5265,49.9799,116742.0
2020-10-06,50.578,52.4302,50.2018,50.4815,208000.0
2020-10-07,51.1182,51.7645,50.1439,51.5716,215325.0
2020-10-08,52.0732,52.2951,51.1279,51.562,114307.0
2020-10-09,51.9382,52.816,51.6825,52.8064,171645.0
2020-10-10,51.9382,52.816,51.6825,52.8064,171645.0
2020-10-11,51.9382,52.816,51.6825,52.8064,171645.0
2020-10-12,53.0186,53.8772,52.4205,53.5203,149638.0
2020-10-13,52.7389,53.1923,51.562,53.0572,175482.0
2020-10-14,53.0572,53.5395,52.3868,53.0958,179863.0
2020-10-15,52.5266,53.2309,51.7163,53.1923,276096.0
2020-10-16,53.2887,54.6875,52.681,54.3788,131883.0
2020-10-17,53.2887,54.6875,52.681,54.3788,131883.0
2020-10-18,53.2887,54.6875,52.681,54.3788,131883.0
2020-10-19,54.8515,54.8563,52.6038,52.6713,107335.0
2020-10-20,53.2887,53.5974,52.6906,52.9414,77066.0
2020-10-21,52.816,53.0476,52.1023,52.189,76299.0
2020-10-22,52.4591,53.5203,51.9768,53.4624,157263.0
2020-10-23,53.5781,54.3113,52.3723,52.5266,122868.0
2020-10-24,53.5781,54.3113,52.3723,52.5266,122868.0
2020-10-25,53.5781,54.3113,52.3723,52.5266,122868.0
2020-10-26,51.7453,52.1022,49.8931,51.1761,188576.0
2020-10-27,51.1761,51.4944,50.414,50.5201,117009.0
2020-10-28,49.2757,49.9413,48.4846,49.2371,148448.0
2020-10-29,50.9639,51.5571,46.8543,47.7515,281257.0
2020-10-30,47.6647,49.3914,47.6647,49.1406,147911.0
2020-10-31,47.6647,49.3914,47.6647,49.1406,147911.0
2020-11-01,47.6647,49.3914,47.6647,49.1406,147911.0
2020-11-02,50.1632,51.7742,49.8063,51.1664,216766.0
2020-11-03,52.4881,53.2598,51.1954,51.9478,123931.0
2020-11-04,50.8385,50.8385,49.6519,50.6262,118147.0
2020-11-05,50.742,52.681,50.742,52.2951,142666.0
2020-11-06,52.3048,52.5942,51.4848,52.1986,107221.0
2020-11-07,52.3048,52.5942,51.4848,52.1986,107221.0
2020-11-08,52.3048,52.5942,51.4848,52.1986,107221.0
2020-11-09,56.7133,59.8003,56.4384,57.3693,319646.0
2020-11-10,57.3693,62.0576,56.9545,61.4885,331083.0
2020-11-11,61.6332,62.212,59.6942,61.1894,206821.0
2020-11-12,60.1958,61.2377,59.125,59.4048,240241.0
2020-11-13,60.3502,62.0818,60.3502,61.7104,115343.0
2020-11-14,60.3502,62.0818,60.3502,61.7104,115343.0
2020-11-15,60.3502,62.0818,60.3502,61.7104,115343.0
2020-11-16,63.9195,64.4983,62.9837,63.9291,275582.0
2020-11-17,63.6011,64.4404,62.2216,64.1896,300851.0
2020-11-18,64.8745,66.5241,64.5369,65.9067,289979.0
2020-11-19,65.5884,66.0707,64.4983,66.0225,224141.0
2020-11-20,65.4051,66.0803,65.4051,66.0128,165270.0
2020-11-21,65.4051,66.0803,65.4051,66.0128,165270.0
2020-11-22,65.4051,66.0803,65.4051,66.0128,165270.0
2020-11-23,66.9582,68.738,66.4276,67.8361,198758.0
2020-11-24,68.3473,70.2285,68.2412,70.1127,175209.0
2020-11-25,69.4953,69.9776,67.865,68.8393,165550.0
2020-11-26,69.4953,69.9776,67.865,68.8393,165550.0
2020-11-27,68.8393,68.9937,67.6045,68.2605,75841.0
2020-11-28,68.8393,68.9937,67.6045,68.2605,75841.0
2020-11-29,68.8393,68.9937,67.6045,68.2605,75841.0
2020-11-30,67.865,68.1544,65.7716,66.1093,206852.0
2020-12-01,67.2958,67.5901,66.225,67.045,144078.0
2020-12-02,66.717,68.2798,66.5434,67.9132,181900.0
2020-12-03,68.0386,69.2155,67.4309,67.6528,111077.0
2020-12-04,68.3184,69.8426,68.2026,69.5725,110237.0
2020-12-05,68.3184,69.8426,68.2026,69.5725,110237.0
2020-12-06,68.3184,69.8426,68.2026,69.5725,110237.0
2020-12-07,69.5821,70.3635,68.492,69.2059,102211.0
2020-12-08,68.492,70.3924,68.492,70.1223,157299.0
2020-12-09,70.7108,71.3137,69.2252,69.804,123576.0
2020-12-10,69.0901,70.021,68.2895,68.8683,106538.0
2020-12-11,68.1255,69.8077,67.9808,68.7525,109669.0
2020-12-12,68.1255,69.8077,67.9808,68.7525,109669.0
2020-12-13,68.1255,69.8077,67.9808,68.7525,109669.0
2020-12-14,69.6111,69.6255,67.8843,67.9132,176805.0
2020-12-15,68.82,71.1352,68.5499,70.6047,132439.0
2020-12-16,70.9134,70.9905,68.8876,69.1577,123484.0
2020-12-17,69.6689,70.5468,68.2509,70.431,139461.0
2020-12-18,70.3249,71.743,69.7365,71.3861,711277.0
2020-12-19,70.3249,71.743,69.7365,71.3861,711277.0
2020-12-20,70.3249,71.743,69.7365,71.3861,711277.0
2020-12-21,70.0029,70.5542,68.4068,70.0609,174671.0
2020-12-22,70.1383,70.2544,68.7647,69.6643,84873.0
2020-12-23,70.5445,71.6086,69.7417,71.2023,72662.0
2020-12-24,71.4925,71.5022,69.7997,70.6993,52299.0
2020-12-25,71.4925,71.5022,69.7997,70.6993,52299.0
2020-12-26,71.4925,71.5022,69.7997,70.6993,52299.0
2020-12-27,71.4925,71.5022,69.7997,70.6993,52299.0
2020-12-28,71.3571,71.3571,70.2253,70.8444,85048.0
2020-12-29,71.0475,71.3764,68.6289,69.7901,99551.0
2020-12-30,69.7901,71.7827,69.7901,70.738,74397.0
2020-12-31,70.6509,71.5505,69.466,71.0185,89296.0
2021-01-01,70.6509,71.5505,69.466,71.0185,89296.0
2021-01-02,70.6509,71.5505,69.466,71.0185,89296.0
2021-01-03,70.6509,71.5505,69.466,71.0185,89296.0
2021-01-04,71.715,71.715,68.078,68.6583,134538.0
2021-01-05,68.4939,71.5892,68.3101,70.6703,107294.0
2021-01-06,72.2276,75.9324,72.2276,74.4427,200233.0
2021-01-07,74.8587,75.8356,73.7705,74.5491,105418.0
2021-01-08,74.6265,75.1198,72.4501,73.6979,99062.0
2021-01-09,74.6265,75.1198,72.4501,73.6979,99062.0
2021-01-10,74.6265,75.1198,72.4501,73.6979,99062.0
2021-01-11,71.7537,74.6749,71.4828,74.4717,91929.0
2021-01-12,74.2783,76.2129,74.1816,75.8646,97501.0
2021-01-13,75.8356,76.0001,73.2723,73.5625,85795.0
2021-01-14,74.0558,75.9904,73.8914,75.4584,99369.0
2021-01-15,73.8914,74.7281,72.3355,73.5431,95864.0
2021-01-16,73.8914,74.7281,72.3355,73.5431,95864.0
2021-01-17,73.8914,74.7281,72.3355,73.5431,95864.0
2021-01-18,73.8914,74.7281,72.3355,73.5431,95864.0
2021-01-19,74.1235,75.2069,72.8951,74.5975,113385.0
2021-01-20,74.4427,76.0001,74.3267,75.5841,94967.0
2021-01-21,76.0291,76.0291,73.2626,73.8237,91086.0
2021-01-22,72.8564,74.4524,72.5855,74.2106,117634.0
2021-01-23,72.8564,74.4524,72.5855,74.2106,117634.0
2021-01-24,72.8564,74.4524,72.5855,74.2106,117634.0
2021-01-25,73.4271,74.4427,72.5081,73.901,125650.0
2021-01-26,74.936,74.936,71.299,71.3571,106178.0
2021-01-27,69.5095,70.4672,68.078,69.4515,151157.0
2021-01-28,70.6316,71.4635,69.5337,70.5155,134340.0
2021-01-29,70.3704,70.3704,67.2461,67.2461,120415.0
2021-01-30,70.3704,70.3704,67.2461,67.2461,120415.0
2021-01-31,70.3704,70.3704,67.2461,67.2461,120415.0
2021-02-01,68.1844,69.4902,66.2594,69.2677,144428.0
2021-02-02,70.3317,70.767,69.0646,69.6933,137626.0
2021-02-03,69.3064,70.3027,69.0452,69.4128,150328.0
2021-02-04,69.4128,71.3524,69.4128,71.2603,75089.0
2021-02-05,72.2083,72.4598,70.5542,72.3147,97950.0
2021-02-06,72.2083,72.4598,70.5542,72.3147,97950.0
2021-02-07,72.2083,72.4598,70.5542,72.3147,97950.0
2021-02-08,72.8177,73.8817,71.8504,72.6049,85428.0
2021-02-09,72.5662,73.4077,71.3571,73.1079,87086.0
2021-02-10,72.9338,74.3557,72.4985,72.8951,100827.0
2021-02-11,71.7246,71.7246,63.013,69.4709,541222.0
2021-02-12,68.3972,71.3909,68.1263,71.2216,161053.0
2021-02-13,68.3972,71.3909,68.1263,71.2216,161053.0
2021-02-14,68.3972,71.3909,68.1263,71.2216,161053.0
2021-02-15,68.3972,71.3909,68.1263,71.2216,161053.0
2021-02-16,71.9955,74.4476,71.9374,73.9397,238343.0
2021-02-17,73.2723,75.3326,73.1272,75.1295,145431.0
2021-02-18,75.0038,78.3312,74.6185,77.8379,185007.0
2021-02-19,78.0797,78.1813,75.695,77.1898,149759.0
2021-02-20,78.0797,78.1813,75.695,77.1898,149759.0
2021-02-21,78.0797,78.1813,75.695,77.1898,149759.0
2021-02-22,76.3773,80.2755,76.3773,79.5307,138866.0
2021-02-23,79.3566,80.9333,78.989,80.585,163062.0
2021-02-24,81.2234,81.8425,80.4786,80.7688,178493.0
2021-02-25,80.7398,81.088,77.4413,77.509,107349.0
2021-02-26,77.7992,78.0894,75.913,76.4644,169990.0
2021-02-27,77.7992,78.0894,75.913,76.4644,169990.0
2021-02-28,77.7992,78.0894,75.913,76.4644,169990.0
2021-03-01,78.1668,82.1133,77.7412,81.2525,317783.0
2021-03-02,81.3685,81.9005,79.7312,81.1751,204098.0
2021-03-03,81.504,84.0576,81.504,83.0613,160972.0
2021-03-04,83.158,84.5606,81.4266,83.7868,220878.0
2021-03-05,85.6923,86.7563,82.9936,84.9669,242304.0
2021-03-06,85.6923,86.7563,82.9936,84.9669,242304.0
2021-03-07,85.6923,86.7563,82.9936,84.9669,242304.0
2021-03-08,84.5122,84.9475,82.5776,83.7868,125950.0
2021-03-09,84.1737,84.1737,82.4712,82.8678,168534.0
2021-03-10,82.8775,85.4505,82.4374,85.1313,131090.0
2021-03-11,85.6343,85.6585,83.0274,83.3805,167692.0
2021-03-12,83.8158,84.6283,82.4326,83.187,201386.0
2021-03-13,83.8158,84.6283,82.4326,83.187,201386.0
2021-03-14,83.8158,84.6283,82.4326,83.187,201386.0
