,AEE US Equity,AEE US Equity,AEE US Equity,AEE US Equity,AEE US Equity
2020-02-05,72.9397,73.4993,72.7886,73.446,1071230.0
2020-02-06,73.4815,74.0412,73.3483,73.8813,1388321.0
2020-02-07,74.13,74.4054,73.9701,74.2632,1597912.0
2020-02-08,74.13,74.4054,73.9701,74.2632,1597912.0
2020-02-09,74.13,74.4054,73.9701,74.2632,1597912.0
2020-02-10,74.3965,74.6452,73.9523,74.6008,1220500.0
2020-02-11,74.7607,75.045,74.5031,74.8584,1498106.0
2020-02-12,74.583,75.2759,74.4409,75.1249,1155439.0
2020-02-13,75.1249,76.262,74.9473,76.1731,1069670.0
2020-02-14,76.3952,77.168,76.2175,77.097,1754321.0
2020-02-15,76.3952,77.168,76.2175,77.097,1754321.0
2020-02-16,76.3952,77.168,76.2175,77.097,1754321.0
2020-02-17,76.3952,77.168,76.2175,77.097,1754321.0
2020-02-18,77.4257,77.5722,76.8394,77.0614,2305848.0
2020-02-19,76.9637,77.0259,76.1909,76.2886,1598577.0
2020-02-20,75.9955,76.3241,75.5957,76.0932,1999047.0
2020-02-21,76.0932,76.7683,75.7112,75.8089,2212936.0
2020-02-22,76.0932,76.7683,75.7112,75.8089,2212936.0
2020-02-23,76.0932,76.7683,75.7112,75.8089,2212936.0
2020-02-24,75.5069,76.0576,75.0983,75.347,1700536.0
2020-02-25,75.4181,75.7912,74.0145,74.2277,2613111.0
2020-02-26,75.267,76.8127,74.6497,75.6934,2840838.0
2020-02-27,75.6401,76.222,72.46,72.46,2564011.0
2020-02-28,71.1364,71.314,68.5691,70.177,4614961.0
2020-02-29,71.1364,71.314,68.5691,70.177,4614961.0
2020-03-01,71.1364,71.314,68.5691,70.177,4614961.0
2020-03-02,70.4346,75.0272,70.3102,74.9917,2835748.0
2020-03-03,74.7696,76.3952,73.6947,73.8724,2231890.0
2020-03-04,74.3876,77.8654,74.3876,77.3457,1952673.0
2020-03-05,76.0399,77.3901,75.6046,76.4396,2061771.0
2020-03-06,74.4498,76.1198,72.2201,75.8178,3040899.0
2020-03-07,74.4498,76.1198,72.2201,75.8178,3040899.0
2020-03-08,74.4498,76.1198,72.2201,75.8178,3040899.0
2020-03-09,72.8419,74.0589,71.0831,72.4866,4268426.0
2020-03-10,73.2776,74.7075,70.7483,73.8138,2920841.0
2020-03-11,72.357,73.1614,71.1326,72.2766,2737945.0
2020-03-12,67.4772,68.6525,63.4911,64.7066,2950579.0
2020-03-13,67.6202,68.3799,63.6341,68.0581,2490850.0
2020-03-14,67.6202,68.3799,63.6341,68.0581,2490850.0
2020-03-15,67.6202,68.3799,63.6341,68.0581,2490850.0
2020-03-16,62.5795,64.6441,58.0304,58.942,3280471.0
2020-03-17,60.515,70.7662,59.7553,69.4345,3872136.0
2020-03-18,64.2955,69.1574,62.7225,68.0581,2533260.0
2020-03-19,68.5944,69.8545,63.4107,64.2419,3094856.0
2020-03-20,63.9023,64.0229,55.4207,56.2429,3145762.0
2020-03-21,63.9023,64.0229,55.4207,56.2429,3145762.0
2020-03-22,63.9023,64.0229,55.4207,56.2429,3145762.0
2020-03-23,56.377,58.0393,52.4982,54.8487,3118409.0
2020-03-24,56.663,58.5309,53.8924,58.3521,2620470.0
2020-03-25,57.3154,61.7752,55.048,60.3631,2397373.0
2020-03-26,60.0056,65.8595,59.5587,65.0552,2056060.0
2020-03-27,63.3392,68.8357,62.9549,66.3511,1829817.0
2020-03-28,63.3392,68.8357,62.9549,66.3511,1829817.0
2020-03-29,63.3392,68.8357,62.9549,66.3511,1829817.0
2020-03-30,67.9419,70.3997,66.7265,69.8635,2470024.0
2020-03-31,68.5944,68.5944,64.7781,65.0909,2556924.0
2020-04-01,62.4812,63.089,58.8929,60.5329,1976801.0
2020-04-02,59.7464,64.6262,59.6659,64.0542,2064956.0
2020-04-03,62.7493,64.0363,61.1049,61.4445,2175540.0
2020-04-04,62.7493,64.0363,61.1049,61.4445,2175540.0
2020-04-05,62.7493,64.0363,61.1049,61.4445,2175540.0
2020-04-06,63.6431,67.0661,63.2409,66.3958,1320770.0
2020-04-07,67.6023,67.6023,63.6431,63.9291,2606538.0
2020-04-08,64.4564,68.7329,63.9916,67.933,1365697.0
2020-04-09,68.3978,72.6162,68.3978,70.6053,1659951.0
2020-04-10,68.3978,72.6162,68.3978,70.6053,1659951.0
2020-04-11,68.3978,72.6162,68.3978,70.6053,1659951.0
2020-04-12,68.3978,72.6162,68.3978,70.6053,1659951.0
2020-04-13,69.6579,70.507,66.6639,67.7632,992659.0
2020-04-14,67.9509,69.4702,67.7989,68.9697,1153636.0
2020-04-15,67.9419,68.1475,66.2885,67.4772,1436269.0
2020-04-16,68.0313,69.4702,66.941,69.0502,1601384.0
2020-04-17,70.3819,70.4623,68.0045,69.5596,1577831.0
2020-04-18,70.3819,70.4623,68.0045,69.5596,1577831.0
2020-04-19,70.3819,70.4623,68.0045,69.5596,1577831.0
2020-04-20,70.1495,70.2746,65.3501,65.4574,1850985.0
2020-04-21,64.1614,66.4494,63.9648,66.1545,2648558.0
2020-04-22,67.2985,69.0412,66.217,68.6212,1507889.0
2020-04-23,68.3084,68.858,65.8953,66.3064,1531186.0
2020-04-24,66.074,66.36,64.9569,65.8149,1460276.0
2020-04-25,66.074,66.36,64.9569,65.8149,1460276.0
2020-04-26,66.074,66.36,64.9569,65.8149,1460276.0
2020-04-27,66.2528,66.5164,65.5378,65.6182,1112351.0
2020-04-28,66.1992,67.1197,65.4574,66.36,1410761.0
2020-04-29,67.6917,67.6917,65.073,66.6907,1747838.0
2020-04-30,66.2438,66.3153,64.4296,65.0194,1742562.0
2020-05-01,64.0899,64.3223,62.9191,63.8576,1520238.0
2020-05-02,64.0899,64.3223,62.9191,63.8576,1520238.0
2020-05-03,64.0899,64.3223,62.9191,63.8576,1520238.0
2020-05-04,63.6163,64.0542,62.6242,63.8486,1130137.0
2020-05-05,63.5358,64.8988,63.5358,64.4832,1375319.0
2020-05-06,64.7602,64.7602,62.3918,62.4186,1985287.0
2020-05-07,63.2588,63.6878,62.0433,62.2488,2300342.0
2020-05-08,62.9281,63.4643,62.4812,63.3303,1219469.0
2020-05-09,62.9281,63.4643,62.4812,63.3303,1219469.0
2020-05-10,62.9281,63.4643,62.4812,63.3303,1219469.0
2020-05-11,63.0443,63.8844,61.8377,63.3034,2311772.0
2020-05-12,62.7493,63.3034,61.1317,61.6411,3072654.0
2020-05-13,61.2121,61.3551,59.8804,61.087,2586315.0
2020-05-14,60.5239,61.5517,59.2816,61.4177,1999032.0
2020-05-15,61.1227,62.3025,59.4782,61.4534,6530994.0
2020-05-16,61.1227,62.3025,59.4782,61.4534,6530994.0
2020-05-17,61.1227,62.3025,59.4782,61.4534,6530994.0
2020-05-18,62.9996,64.9747,62.517,64.5547,2530174.0
2020-05-19,64.1972,64.2419,63.1336,63.1426,1272468.0
2020-05-20,63.6341,63.7146,62.6242,62.8566,1531716.0
2020-05-21,62.6689,63.2856,61.7215,61.936,1510859.0
2020-05-22,61.945,62.4723,61.7171,62.4008,1340046.0
2020-05-23,61.945,62.4723,61.7171,62.4008,1340046.0
2020-05-24,61.945,62.4723,61.7171,62.4008,1340046.0
2020-05-25,61.945,62.4723,61.7171,62.4008,1340046.0
2020-05-26,63.4733,64.4474,62.9638,63.2409,1784180.0
2020-05-27,64.2866,64.2866,61.936,63.0175,2586457.0
2020-05-28,64.6083,66.4852,64.1525,66.083,2379878.0
2020-05-29,65.788,67.2716,65.5646,66.789,1876956.0
2020-05-30,65.788,67.2716,65.5646,66.789,1876956.0
2020-05-31,65.788,67.2716,65.5646,66.789,1876956.0
2020-06-01,66.6728,67.3163,65.9132,66.4673,1038094.0
2020-06-02,66.8695,67.0125,65.9042,66.9499,1363702.0
2020-06-03,67.0571,68.1564,67.0303,67.9956,1344425.0
2020-06-04,67.5576,67.7811,65.2563,66.1277,1267104.0
2020-06-05,66.6997,68.7642,66.3153,67.5487,1723467.0
2020-06-06,66.6997,68.7642,66.3153,67.5487,1723467.0
2020-06-07,66.6997,68.7642,66.3153,67.5487,1723467.0
2020-06-08,67.1733,69.1932,66.5924,69.0144,1245755.0
2020-06-09,68.4432,68.4432,66.6082,67.7056,1436466.0
2020-06-10,67.5887,68.6726,67.2019,67.3368,1109566.0
2020-06-11,66.1045,66.4014,63.9277,64.6203,1727930.0
2020-06-12,65.9696,66.1405,63.7208,64.5394,1522995.0
2020-06-13,65.9696,66.1405,63.7208,64.5394,1522995.0
2020-06-14,65.9696,66.1405,63.7208,64.5394,1522995.0
2020-06-15,63.334,65.5108,62.7134,65.0701,1668084.0
2020-06-16,66.6172,67.2379,64.8992,65.259,2314562.0
2020-06-17,65.4119,65.6907,64.2246,65.178,2199894.0
2020-06-18,64.6833,65.259,63.5139,65.178,2041381.0
2020-06-19,65.7267,65.9336,62.7314,62.7854,3733957.0
2020-06-20,65.7267,65.9336,62.7314,62.7854,3733957.0
2020-06-21,65.7267,65.9336,62.7314,62.7854,3733957.0
2020-06-22,62.5425,64.1706,61.4181,63.5229,2053486.0
2020-06-23,64.1616,64.1616,62.2322,62.9653,1783676.0
2020-06-24,62.3716,62.8483,61.4001,62.4795,1674508.0
2020-06-25,62.4615,62.4615,60.3927,61.8948,1388534.0
2020-06-26,61.634,62.5875,60.8514,61.9758,3616690.0
2020-06-27,61.634,62.5875,60.8514,61.9758,3616690.0
2020-06-28,61.634,62.5875,60.8514,61.9758,3616690.0
2020-06-29,62.4615,62.7854,61.643,62.7224,1248638.0
2020-06-30,62.6954,63.5949,62.6055,63.2891,1350960.0
2020-07-01,63.2711,65.4389,63.1991,65.205,1782100.0
2020-07-02,65.5108,66.4104,65.4569,65.8706,1774368.0
2020-07-03,65.5108,66.4104,65.4569,65.8706,1774368.0
2020-07-04,65.5108,66.4104,65.4569,65.8706,1774368.0
2020-07-05,65.5108,66.4104,65.4569,65.8706,1774368.0
2020-07-06,66.2215,66.995,65.178,65.9696,1682939.0
2020-07-07,65.304,66.0865,64.8002,65.9696,1163790.0
2020-07-08,65.9066,66.8331,65.4929,66.5093,1245765.0
2020-07-09,66.1585,66.5003,64.4584,66.2484,1363301.0
2020-07-10,66.2035,67.5167,66.2035,67.049,1188105.0
2020-07-11,66.2035,67.5167,66.2035,67.049,1188105.0
2020-07-12,66.2035,67.5167,66.2035,67.049,1188105.0
2020-07-13,67.1839,68.3983,67.004,67.9665,1783488.0
2020-07-14,68.0744,69.1898,67.7686,68.875,2206224.0
2020-07-15,69.5406,69.779,68.1779,68.2993,1713919.0
2020-07-16,68.2993,69.5676,68.1734,69.0729,1605297.0
2020-07-17,69.4507,70.9798,69.0909,70.8269,1372393.0
2020-07-18,69.4507,70.9798,69.0909,70.8269,1372393.0
2020-07-19,69.4507,70.9798,69.0909,70.8269,1372393.0
2020-07-20,70.5571,71.2227,69.9229,69.9724,1022918.0
2020-07-21,70.0084,70.7684,69.7385,70.1613,1360150.0
2020-07-22,69.8285,72.2301,69.5406,72.1492,1153384.0
2020-07-23,72.1672,72.6979,71.8613,72.428,1482240.0
2020-07-24,72.509,73.1386,71.1687,71.5285,780074.0
2020-07-25,72.509,73.1386,71.1687,71.5285,780074.0
2020-07-26,72.509,73.1386,71.1687,71.5285,780074.0
2020-07-27,71.5555,71.5555,70.593,71.0698,1103795.0
2020-07-28,70.8359,72.401,70.692,71.6635,1061855.0
2020-07-29,71.7804,72.3201,71.6724,72.0952,655417.0
2020-07-30,71.6545,71.8838,71.0878,71.5555,1009264.0
2020-07-31,71.6185,72.2211,70.9528,72.1762,1107713.0
2020-08-01,71.6185,72.2211,70.9528,72.1762,1107713.0
2020-08-02,71.6185,72.2211,70.9528,72.1762,1107713.0
2020-08-03,71.9243,71.9603,70.3592,71.3126,1211889.0
2020-08-04,71.0878,74.1461,71.0698,73.9302,2629716.0
2020-08-05,74.0022,74.1191,71.7444,72.3651,2350278.0
2020-08-06,72.2032,73.3005,71.8523,72.9138,1547829.0
2020-08-07,71.3666,74.3979,71.3666,73.9212,1435118.0
2020-08-08,71.3666,74.3979,71.3666,73.9212,1435118.0
2020-08-09,71.3666,74.3979,71.3666,73.9212,1435118.0
2020-08-10,74.6408,75.5133,73.8852,74.8837,1249451.0
2020-08-11,75.2525,75.5223,72.7249,73.0037,1037557.0
2020-08-12,73.3275,74.6588,72.8328,73.7413,1151925.0
2020-08-13,72.8148,73.4445,72.3471,73.1926,1464298.0
2020-08-14,73.4085,73.7053,72.473,73.1027,645401.0
2020-08-15,73.4085,73.7053,72.473,73.1027,645401.0
2020-08-16,73.4085,73.7053,72.473,73.1027,645401.0
2020-08-17,73.2016,73.9662,72.7788,73.2466,733956.0
2020-08-18,73.3095,73.5974,72.7429,73.0217,1014484.0
2020-08-19,73.3815,73.5704,72.7968,72.9947,612323.0
2020-08-20,72.5899,73.1566,72.0772,72.3831,816000.0
2020-08-21,72.7159,72.8058,71.4566,72.6079,880318.0
2020-08-22,72.7159,72.8058,71.4566,72.6079,880318.0
2020-08-23,72.7159,72.8058,71.4566,72.6079,880318.0
2020-08-24,72.9497,73.1386,72.1132,73.0847,837051.0
2020-08-25,73.3455,73.4265,71.5015,71.6005,1259575.0
2020-08-26,71.1957,71.1957,69.8465,70.5571,1305583.0
2020-08-27,70.9259,71.3666,70.4671,70.9978,716613.0
2020-08-28,71.4116,71.4116,70.1883,70.755,735577.0
2020-08-29,71.4116,71.4116,70.1883,70.755,735577.0
2020-08-30,71.4116,71.4116,70.1883,70.755,735577.0
2020-08-31,70.4221,71.3396,70.3142,71.1597,1122832.0
2020-09-01,71.1597,71.1597,69.8554,70.593,665144.0
2020-09-02,70.647,72.5135,70.2827,72.1672,1495694.0
2020-09-03,72.5899,73.0217,70.4671,71.1507,1155891.0
2020-09-04,71.2227,71.6095,70.0264,71.0248,1084653.0
2020-09-05,71.2227,71.6095,70.0264,71.0248,1084653.0
2020-09-06,71.2227,71.6095,70.0264,71.0248,1084653.0
2020-09-07,71.2227,71.6095,70.0264,71.0248,1084653.0
2020-09-08,70.9931,70.9931,69.3548,70.0608,984257.0
2020-09-09,70.5405,72.0748,70.3369,70.9479,1365693.0
2020-09-10,70.7035,71.138,69.056,69.2099,898366.0
2020-09-11,69.4362,69.5448,68.6487,69.3366,959509.0
2020-09-12,69.4362,69.5448,68.6487,69.3366,959509.0
2020-09-13,69.4362,69.5448,68.6487,69.3366,959509.0
2020-09-14,69.6625,70.4229,69.3819,69.6806,936784.0
2020-09-15,69.916,70.9479,69.5901,70.1513,1068404.0
2020-09-16,70.1332,71.3733,70.0155,70.5496,1193658.0
2020-09-17,69.9974,70.3957,69.3276,70.2599,1123147.0
2020-09-18,70.0879,70.6763,69.5629,69.572,2281076.0
2020-09-19,70.0879,70.6763,69.5629,69.572,2281076.0
2020-09-20,70.0879,70.6763,69.5629,69.572,2281076.0
2020-09-21,68.5763,69.8481,68.1328,69.3548,1660807.0
2020-09-22,69.3004,70.5496,69.2914,69.753,1152865.0
2020-09-23,69.8073,70.1875,68.3681,68.4405,995344.0
2020-09-24,68.5944,69.7711,68.1418,69.4272,794241.0
2020-09-25,69.2552,70.8755,68.9565,70.794,764681.0
2020-09-26,69.2552,70.8755,68.9565,70.794,764681.0
2020-09-27,69.2552,70.8755,68.9565,70.794,764681.0
2020-09-28,71.4819,71.844,70.6763,70.9841,713509.0
2020-09-29,71.3552,71.844,71.0565,71.5272,898240.0
2020-09-30,71.7806,72.3328,71.0836,71.5815,1444914.0
2020-10-01,71.663,72.6043,71.5634,72.2875,1060789.0
2020-10-02,71.9074,73.0615,71.4729,72.2423,900613.0
2020-10-03,71.9074,73.0615,71.4729,72.2423,900613.0
2020-10-04,71.9074,73.0615,71.4729,72.2423,900613.0
2020-10-05,72.2785,73.3737,71.3461,73.066,1066570.0
2020-10-06,73.0569,74.2518,72.2604,73.591,1216565.0
2020-10-07,73.7811,74.1023,72.4595,73.0388,963716.0
2020-10-08,73.4824,73.9983,73.066,73.9802,1199667.0
2020-10-09,74.0707,74.7044,73.6091,74.2699,971008.0
2020-10-10,74.0707,74.7044,73.6091,74.2699,971008.0
2020-10-11,74.0707,74.7044,73.6091,74.2699,971008.0
2020-10-12,74.3242,75.4919,74.2699,74.7134,816342.0
2020-10-13,74.0436,74.0436,72.2966,73.4552,1115137.0
2020-10-14,73.5367,73.9078,73.2651,73.6362,698193.0
2020-10-15,72.9212,74.1341,72.7401,73.4552,636905.0
2020-10-16,73.5548,74.8311,73.4643,74.5776,953457.0
2020-10-17,73.5548,74.8311,73.4643,74.5776,953457.0
2020-10-18,73.5548,74.8311,73.4643,74.5776,953457.0
2020-10-19,74.5867,74.985,73.514,73.8987,795934.0
2020-10-20,74.3966,74.8763,73.6091,74.3513,916025.0
2020-10-21,74.469,75.3108,74.0345,74.4871,868071.0
2020-10-22,74.3785,75.2927,74.0436,75.1569,535423.0
2020-10-23,75.6457,75.6548,74.8401,75.4828,1026611.0
2020-10-24,75.6457,75.6548,74.8401,75.4828,1026611.0
2020-10-25,75.6457,75.6548,74.8401,75.4828,1026611.0
2020-10-26,74.8673,76.1255,74.4283,76.0893,1027036.0
2020-10-27,76.2432,77.3294,75.9807,76.2069,1381101.0
2020-10-28,75.2294,76.1798,73.5638,73.6543,1131517.0
2020-10-29,73.4733,74.6319,72.3328,73.6272,890589.0
2020-10-30,73.2651,74.4328,72.7492,73.4281,1330350.0
2020-10-31,73.2651,74.4328,72.7492,73.4281,1330350.0
2020-11-01,73.2651,74.4328,72.7492,73.4281,1330350.0
2020-11-02,74.2156,75.3742,73.8173,75.3199,1109704.0
2020-11-03,76.2341,77.1664,75.6548,76.3246,854745.0
2020-11-04,76.0531,77.4742,75.5009,75.5371,1209182.0
2020-11-05,76.1255,76.6776,73.8173,74.65,1692421.0
2020-11-06,74.4056,75.1117,73.7268,74.0888,1262485.0
2020-11-07,74.4056,75.1117,73.7268,74.0888,1262485.0
2020-11-08,74.4056,75.1117,73.7268,74.0888,1262485.0
2020-11-09,77.2751,78.66,74.9035,75.166,1967448.0
2020-11-10,75.2113,75.863,74.6048,74.641,1521302.0
2020-11-11,74.9488,75.4557,74.1794,74.5595,1724671.0
2020-11-12,74.3875,75.0393,73.1293,73.6272,1654681.0
2020-11-13,73.7087,75.0121,73.6272,74.3332,1467446.0
2020-11-14,73.7087,75.0121,73.6272,74.3332,1467446.0
2020-11-15,73.7087,75.0121,73.6272,74.3332,1467446.0
2020-11-16,75.4647,76.4513,74.5143,76.3337,2218390.0
2020-11-17,75.7272,75.7272,72.9302,72.9574,2013264.0
2020-11-18,74.125,74.125,71.3099,71.5634,2428495.0
2020-11-19,71.491,71.7535,70.2509,70.9207,1536392.0
2020-11-20,71.1923,71.8621,70.8392,71.0112,1358445.0
2020-11-21,71.1923,71.8621,70.8392,71.0112,1358445.0
2020-11-22,71.1923,71.8621,70.8392,71.0112,1358445.0
2020-11-23,71.1561,71.9436,70.9162,71.7806,2356419.0
2020-11-24,72.1155,72.3237,71.0203,71.5724,3116140.0
2020-11-25,71.6901,72.9483,71.5091,72.9393,1657694.0
2020-11-26,71.6901,72.9483,71.5091,72.9393,1657694.0
2020-11-27,72.7763,72.903,71.4457,71.5,438661.0
2020-11-28,72.7763,72.903,71.4457,71.5,438661.0
2020-11-29,72.7763,72.903,71.4457,71.5,438661.0
2020-11-30,71.2918,71.3009,70.2147,70.4048,1418833.0
2020-12-01,70.8755,71.7354,70.45,71.0655,1246076.0
2020-12-02,70.7035,71.1108,69.7078,71.0474,914137.0
2020-12-03,70.7849,71.0067,70.2147,70.5224,1122239.0
2020-12-04,70.3686,70.7849,69.1918,69.7711,1123095.0
2020-12-05,70.3686,70.7849,69.1918,69.7711,1123095.0
2020-12-06,70.3686,70.7849,69.1918,69.7711,1123095.0
2020-12-07,69.6354,70.794,69.4815,70.7849,1638014.0
2020-12-08,70.2337,71.2724,69.9968,70.3977,1723956.0
2020-12-09,70.3613,71.0811,70.1335,70.8897,1449754.0
2020-12-10,70.8077,71.2087,69.8692,70.4706,1105731.0
2020-12-11,70.1335,70.744,69.8419,70.5891,1172969.0
2020-12-12,70.1335,70.744,69.8419,70.5891,1172969.0
2020-12-13,70.1335,70.744,69.8419,70.5891,1172969.0
2020-12-14,70.8624,71.6187,69.933,70.3795,1368174.0
2020-12-15,70.5982,72.211,70.1152,71.7371,1419770.0
2020-12-16,71.9832,72.5663,70.6984,71.072,1326559.0
2020-12-17,71.4,72.5845,71.154,71.7462,1692146.0
2020-12-18,71.6825,72.4387,71.4547,71.8556,2410151.0
2020-12-19,71.6825,72.4387,71.4547,71.8556,2410151.0
2020-12-20,71.6825,72.4387,71.4547,71.8556,2410151.0
2020-12-21,70.7166,71.3636,69.5868,70.2337,1395848.0
2020-12-22,70.1608,70.2428,69.0264,69.7508,1680643.0
2020-12-23,69.9786,70.3157,68.8305,68.9945,1226295.0
2020-12-24,69.1129,69.7508,68.9307,69.6779,462903.0
2020-12-25,69.1129,69.7508,68.9307,69.6779,462903.0
2020-12-26,69.1129,69.7508,68.9307,69.6779,462903.0
2020-12-27,69.1129,69.7508,68.9307,69.6779,462903.0
2020-12-28,69.8237,70.343,69.6688,69.933,991551.0
2020-12-29,70.0241,70.5891,69.7508,69.769,1027626.0
2020-12-30,69.7963,70.3339,69.7098,70.1335,1526587.0
2020-12-31,70.3977,71.1722,69.9148,71.1266,1238714.0
2021-01-01,70.3977,71.1722,69.9148,71.1266,1238714.0
2021-01-02,70.3977,71.1722,69.9148,71.1266,1238714.0
2021-01-03,70.3977,71.1722,69.9148,71.1266,1238714.0
2021-01-04,70.744,71.0538,68.8487,69.3681,2807583.0
2021-01-05,69.605,69.7781,68.7758,69.0309,1570814.0
2021-01-06,68.8578,70.1608,68.7302,69.605,2284388.0
2021-01-07,69.8145,69.9695,67.4181,67.6459,2153808.0
2021-01-08,67.7006,68.4569,67.5184,68.3384,1552748.0
2021-01-09,67.7006,68.4569,67.5184,68.3384,1552748.0
2021-01-10,67.7006,68.4569,67.5184,68.3384,1552748.0
2021-01-11,68.2564,68.6391,67.7679,68.3749,2480388.0
2021-01-12,68.22,68.5298,66.8806,67.6459,1456489.0
2021-01-13,67.8282,69.0309,67.6915,68.794,1879765.0
2021-01-14,68.9672,68.9672,66.5443,67.4181,1764548.0
2021-01-15,67.3361,68.138,66.8988,67.7826,1240093.0
2021-01-16,67.3361,68.138,66.8988,67.7826,1240093.0
2021-01-17,67.3361,68.138,66.8988,67.7826,1240093.0
2021-01-18,67.3361,68.138,66.8988,67.7826,1240093.0
2021-01-19,67.8646,67.8646,66.3065,66.507,2451722.0
2021-01-20,65.9603,66.384,65.4637,66.0969,2273375.0
2021-01-21,65.8965,66.2518,65.2587,65.368,2416856.0
2021-01-22,65.2951,66.6072,64.7028,66.4067,2680496.0
2021-01-23,65.2951,66.6072,64.7028,66.4067,2680496.0
2021-01-24,65.2951,66.6072,64.7028,66.4067,2680496.0
2021-01-25,65.8965,68.4751,65.7142,68.4113,2551584.0
2021-01-26,68.2018,68.958,67.1175,68.5298,1224138.0
2021-01-27,67.7644,69.6232,67.4728,68.4204,1505644.0
2021-01-28,68.4478,69.4045,67.3453,67.3453,1650024.0
2021-01-29,66.9352,67.2906,66.0423,66.261,1744201.0
2021-01-30,66.9352,67.2906,66.0423,66.261,1744201.0
2021-01-31,66.9352,67.2906,66.0423,66.261,1744201.0
2021-02-01,66.4705,67.1539,66.0058,66.3703,1365206.0
2021-02-02,66.3703,67.9125,65.7871,66.3065,908540.0
2021-02-03,66.3065,66.753,65.9603,66.2792,748373.0
2021-02-04,66.1789,67.7553,65.8373,67.3635,1453364.0
2021-02-05,67.6186,68.2109,67.2906,67.6095,1243493.0
2021-02-06,67.6186,68.2109,67.2906,67.6095,1243493.0
2021-02-07,67.6186,68.2109,67.2906,67.6095,1243493.0
2021-02-08,67.6915,67.8373,65.8418,66.1425,1637153.0
2021-02-09,66.6892,66.9717,65.9238,66.753,777579.0
2021-02-10,67.1904,67.6551,66.6719,66.917,1720008.0
2021-02-11,66.999,67.2541,65.8145,66.1152,1492402.0
2021-02-12,65.9056,66.8897,65.5229,66.7712,1247311.0
2021-02-13,65.9056,66.8897,65.5229,66.7712,1247311.0
2021-02-14,65.9056,66.8897,65.5229,66.7712,1247311.0
2021-02-15,65.9056,66.8897,65.5229,66.7712,1247311.0
2021-02-16,66.7074,67.0992,65.4409,66.2063,1660445.0
2021-02-17,66.4979,67.0628,65.8691,66.7894,1487169.0
2021-02-18,66.7348,67.9922,66.5161,67.5093,1436936.0
2021-02-19,67.5093,67.5639,65.8418,65.9056,1813736.0
2021-02-20,67.5093,67.5639,65.8418,65.9056,1813736.0
2021-02-21,67.5093,67.5639,65.8418,65.9056,1813736.0
2021-02-22,65.942,66.0605,63.5896,64.6937,2226363.0
2021-02-23,65.2313,66.3247,64.8942,65.4773,1780895.0
2021-02-24,65.2131,65.614,64.7302,65.0582,1145964.0
2021-02-25,64.8851,65.6687,64.8851,65.0673,1292358.0
2021-02-26,65.1766,66.1881,64.0103,64.0286,2361133.0
2021-02-27,65.1766,66.1881,64.0103,64.0286,2361133.0
2021-02-28,65.1766,66.1881,64.0103,64.0286,2361133.0
2021-03-01,64.6391,65.6459,64.5935,65.1402,1438293.0
2021-03-02,65.3771,65.7598,64.557,65.5229,1422760.0
