,CXT US Equity,CXT US Equity,CXT US Equity,CXT US Equity,CXT US Equity
2019-02-01,26.0843,26.3111,25.6746,26.0338,499999.0
2019-02-02,26.0843,26.3111,25.6746,26.0338,499999.0
2019-02-03,26.0843,26.3111,25.6746,26.0338,499999.0
2019-02-04,26.2008,26.2008,25.766,26.0654,721698.0
2019-02-05,26.0622,26.2828,25.9299,26.1788,427249.0
2019-02-06,26.1221,26.4277,26.037,26.1315,306696.0
2019-02-07,25.9236,25.9645,25.3942,25.6935,282398.0
2019-02-08,25.5328,25.892,25.391,25.6463,314483.0
2019-02-09,25.5328,25.892,25.391,25.6463,314483.0
2019-02-10,25.5328,25.892,25.391,25.6463,314483.0
2019-02-11,25.7408,25.9078,25.6029,25.7502,255587.0
2019-02-12,25.9488,26.4016,25.9488,26.2639,305831.0
2019-02-13,26.3836,26.4498,26.1067,26.2481,260230.0
2019-02-14,26.0874,26.3962,26.0307,26.2229,314755.0
2019-02-15,26.3899,26.8153,26.3899,26.6861,278623.0
2019-02-16,26.3899,26.8153,26.3899,26.6861,278623.0
2019-02-17,26.3899,26.8153,26.3899,26.6861,278623.0
2019-02-18,26.3899,26.8153,26.3899,26.6861,278623.0
2019-02-19,26.538,26.9918,26.504,26.601,516300.0
2019-02-20,26.6577,26.9697,26.6309,26.8783,391917.0
2019-02-21,26.8248,26.9792,26.6357,26.8121,220780.0
2019-02-22,26.8972,27.1682,26.7523,26.9508,236839.0
2019-02-23,26.8972,27.1682,26.7523,26.9508,236839.0
2019-02-24,26.8972,27.1682,26.7523,26.9508,236839.0
2019-02-25,27.1178,27.3888,26.935,26.9665,287919.0
2019-02-26,26.8972,27.08,26.7806,26.8058,216273.0
2019-02-27,26.7615,27.0053,26.6428,26.9071,378227.0
2019-02-28,26.9135,26.9135,26.6507,26.771,278819.0
2019-03-01,26.9166,27.0084,26.7235,26.9135,242031.0
2019-03-02,26.9166,27.0084,26.7235,26.9135,242031.0
2019-03-03,26.9166,27.0084,26.7235,26.9135,242031.0
2019-03-04,27.0338,27.1256,26.7077,26.8976,329488.0
2019-03-05,26.8945,26.9831,26.676,26.7837,299026.0
2019-03-06,26.809,26.9609,26.4988,26.5178,259398.0
2019-03-07,26.4355,26.4355,25.9131,26.2867,470679.0
2019-03-08,26.0081,26.0714,25.6599,25.8625,180890.0
2019-03-09,26.0081,26.0714,25.6599,25.8625,180890.0
2019-03-10,26.0081,26.0714,25.6599,25.8625,180890.0
2019-03-11,25.8308,26.2677,25.6156,26.2107,225507.0
2019-03-12,26.2709,26.293,26.0725,26.1252,173456.0
2019-03-13,26.2487,26.4465,26.0968,26.2645,316081.0
2019-03-14,26.198,26.2645,26.0382,26.2012,220289.0
2019-03-15,26.2487,26.4481,26.1189,26.2297,334544.0
2019-03-16,26.2487,26.4481,26.1189,26.2297,334544.0
2019-03-17,26.2487,26.4481,26.1189,26.2297,334544.0
2019-03-18,26.255,26.8438,26.1284,26.8375,389274.0
2019-03-19,26.9198,27.0812,26.7425,26.8628,347166.0
2019-03-20,26.7742,26.9514,26.5273,26.6507,306518.0
2019-03-21,26.4988,27.1572,26.4988,27.0939,223140.0
2019-03-22,27.0274,27.0622,25.9891,26.0018,270337.0
2019-03-23,27.0274,27.0622,25.9891,26.0018,270337.0
2019-03-24,27.0274,27.0622,25.9891,26.0018,270337.0
2019-03-25,25.9606,26.0983,25.7501,25.9353,149671.0
2019-03-26,26.1854,26.4101,26.1031,26.312,227854.0
2019-03-27,26.3183,26.4386,26.1442,26.3532,237952.0
2019-03-28,26.4196,26.8122,26.3215,26.6507,162368.0
2019-03-29,26.8217,27.0084,26.6286,26.7868,173041.0
2019-03-30,26.8217,27.0084,26.6286,26.7868,173041.0
2019-03-31,26.8217,27.0084,26.6286,26.7868,173041.0
2019-04-01,27.0559,27.4294,26.923,27.3028,196611.0
2019-04-02,27.3281,27.3313,26.9799,27.1097,229823.0
2019-04-03,27.3155,27.5149,27.1667,27.287,240461.0
2019-04-04,27.3408,27.6194,27.1952,27.5814,160082.0
2019-04-05,27.6289,27.9708,27.6289,27.8188,255358.0
2019-04-06,27.6289,27.9708,27.6289,27.8188,255358.0
2019-04-07,27.6289,27.9708,27.6289,27.8188,255358.0
2019-04-08,27.67,27.7428,27.3693,27.7333,191597.0
2019-04-09,27.5339,27.5339,27.1002,27.1762,134227.0
2019-04-10,27.2965,27.2965,27.0021,27.2079,151325.0
2019-04-11,27.4105,27.6415,27.2269,27.5782,154020.0
2019-04-12,27.7872,28.0119,27.7492,27.8758,141630.0
2019-04-13,27.7872,28.0119,27.7492,27.8758,141630.0
2019-04-14,27.7872,28.0119,27.7492,27.8758,141630.0
2019-04-15,27.9011,27.9739,27.5624,27.6415,169579.0
2019-04-16,27.651,27.9644,27.5561,27.9644,181051.0
2019-04-17,28.0879,28.1417,27.7602,27.8156,205161.0
2019-04-18,27.9138,28.1765,27.6827,27.9391,185338.0
2019-04-19,27.9138,28.1765,27.6827,27.9391,185338.0
2019-04-20,27.9138,28.1765,27.6827,27.9391,185338.0
2019-04-21,27.9138,28.1765,27.6827,27.9391,185338.0
2019-04-22,27.7682,27.8156,27.5751,27.7523,192008.0
2019-04-23,27.8125,28.0499,27.6558,27.9138,177990.0
2019-04-24,27.9296,28.1164,27.7428,27.7777,167722.0
2019-04-25,27.5434,27.6801,27.1445,27.2142,145519.0
2019-04-26,27.3503,27.5766,27.1129,27.5244,138646.0
2019-04-27,27.3503,27.5766,27.1129,27.5244,138646.0
2019-04-28,27.3503,27.5766,27.1129,27.5244,138646.0
2019-04-29,27.6479,27.8346,27.5687,27.7682,242623.0
2019-04-30,28.4899,28.4899,26.3342,26.923,738117.0
2019-05-01,26.923,27.3471,26.695,26.9071,363786.0
2019-05-02,26.7805,27.1351,26.7235,27.1002,315404.0
2019-05-03,27.3756,28.1733,27.3756,28.091,353962.0
2019-05-04,27.3756,28.1733,27.3756,28.091,353962.0
2019-05-05,27.3756,28.1733,27.3756,28.091,353962.0
2019-05-06,27.4073,27.8489,27.1176,27.7175,321628.0
2019-05-07,27.325,27.4105,26.9166,27.1161,212756.0
2019-05-08,27.0622,27.23,26.9103,27.0306,451110.0
2019-05-09,26.7678,27.2648,26.5937,27.1382,255787.0
2019-05-10,26.9641,27.3092,26.5747,27.2047,146423.0
2019-05-11,26.9641,27.3092,26.5747,27.2047,146423.0
2019-05-12,26.9641,27.3092,26.5747,27.2047,146423.0
2019-05-13,26.5937,26.9388,26.3373,26.7773,433324.0
2019-05-14,26.8881,27.3408,26.771,27.1382,234856.0
2019-05-15,26.8786,27.1762,26.6349,27.0369,214107.0
2019-05-16,27.2079,27.4611,26.9989,27.3028,219501.0
2019-05-17,27.0338,27.1477,26.7995,26.9071,142003.0
2019-05-18,27.0338,27.1477,26.7995,26.9071,142003.0
2019-05-19,27.0338,27.1477,26.7995,26.9071,142003.0
2019-05-20,26.7552,27.0258,26.6776,26.8628,152808.0
2019-05-21,25.9575,26.6491,25.2294,26.6032,750320.0
2019-05-22,26.5684,26.6539,25.9068,25.9955,289348.0
2019-05-23,25.7422,25.8752,25.318,25.4826,272991.0
2019-05-24,25.7201,25.8752,25.3687,25.489,158205.0
2019-05-25,25.7201,25.8752,25.3687,25.489,158205.0
2019-05-26,25.7201,25.8752,25.3687,25.489,158205.0
2019-05-27,25.7201,25.8752,25.3687,25.489,158205.0
2019-05-28,25.5776,25.5903,25.0648,25.0774,197027.0
2019-05-29,24.8938,25.1566,24.7862,25.0268,189042.0
2019-05-30,25.0713,25.2272,24.7246,24.8773,161595.0
2019-05-31,24.6101,24.6101,24.2347,24.3237,301022.0
2019-06-01,24.6101,24.6101,24.2347,24.3237,301022.0
2019-06-02,24.6101,24.6101,24.2347,24.3237,301022.0
2019-06-03,24.3874,24.8741,24.3874,24.6291,252294.0
2019-06-04,25.0745,25.7648,24.9854,25.7394,187893.0
2019-06-05,25.7426,25.8549,25.4563,25.609,167625.0
2019-06-06,25.6185,25.6185,25.1604,25.4754,257474.0
2019-06-07,25.6917,25.7442,25.4085,25.4594,328621.0
2019-06-08,25.6917,25.7442,25.4085,25.4594,328621.0
2019-06-09,25.6917,25.7442,25.4085,25.4594,328621.0
2019-06-10,25.5899,25.7839,25.4467,25.4467,595474.0
2019-06-11,25.6471,25.8603,25.2209,25.3863,345278.0
2019-06-12,25.3386,25.5546,25.1859,25.5485,202286.0
2019-06-13,25.698,26.1466,25.574,25.9048,260759.0
2019-06-14,25.8348,25.8348,25.2877,25.3386,178049.0
2019-06-15,25.8348,25.8348,25.2877,25.3386,178049.0
2019-06-16,25.8348,25.8348,25.2877,25.3386,178049.0
2019-06-17,25.3099,25.3863,25.0581,25.17,250115.0
2019-06-18,25.3672,25.7346,25.1922,25.3449,459600.0
2019-06-19,25.4913,25.6853,25.2686,25.4594,436958.0
2019-06-20,25.8889,26.3581,25.8221,26.242,497532.0
2019-06-21,26.1211,26.1211,25.4499,25.6821,534511.0
2019-06-22,26.1211,26.1211,25.4499,25.6821,534511.0
2019-06-23,26.1211,26.1211,25.4499,25.6821,534511.0
2019-06-24,25.7521,25.8253,25.5549,25.644,303777.0
2019-06-25,25.7617,26.0003,25.6153,25.733,407497.0
2019-06-26,25.8094,25.8889,25.5772,25.5962,172717.0
2019-06-27,25.6567,26.0543,25.5135,25.9971,369514.0
2019-06-28,26.0766,26.5729,25.943,26.5442,493674.0
2019-06-29,26.0766,26.5729,25.943,26.5442,493674.0
2019-06-30,26.0766,26.5729,25.943,26.5442,493674.0
2019-07-01,26.8592,26.9005,26.4456,26.6397,361016.0
2019-07-02,26.6238,26.9005,26.3343,26.8465,467886.0
2019-07-03,26.9674,27.0278,26.8449,26.9833,163640.0
2019-07-04,26.9674,27.0278,26.8449,26.9833,163640.0
2019-07-05,26.8751,26.9228,26.5538,26.8974,174551.0
2019-07-06,26.8751,26.9228,26.5538,26.8974,174551.0
2019-07-07,26.8751,26.9228,26.5538,26.8974,174551.0
2019-07-08,26.7797,26.9069,26.557,26.6429,283545.0
2019-07-09,26.4933,26.5665,26.3343,26.3947,195721.0
2019-07-10,26.5983,26.5983,25.8985,25.9207,273139.0
2019-07-11,25.9907,26.0798,25.6249,25.9239,242761.0
2019-07-12,26.0289,26.5602,26.0289,26.4361,235299.0
2019-07-13,26.0289,26.5602,26.0289,26.4361,235299.0
2019-07-14,26.0289,26.5602,26.0289,26.4361,235299.0
2019-07-15,26.4711,26.7367,26.3915,26.681,314882.0
2019-07-16,26.6842,27.1379,26.557,27.1137,432735.0
2019-07-17,27.0469,27.1869,26.4679,26.4902,409654.0
2019-07-18,26.4361,26.8656,26.2452,26.5729,493179.0
2019-07-19,26.6365,27.3777,26.5983,27.171,519142.0
2019-07-20,26.6365,27.3777,26.5983,27.171,519142.0
2019-07-21,26.6365,27.3777,26.5983,27.171,519142.0
2019-07-22,27.2632,27.54,27.1423,27.4764,422052.0
2019-07-23,27.8167,29.0224,27.4795,28.2844,1026456.0
2019-07-24,28.2049,28.3544,27.3841,27.4827,620323.0
2019-07-25,27.4827,27.6863,27.2441,27.4127,404887.0
2019-07-26,27.4859,27.5589,27.2902,27.3491,297428.0
2019-07-27,27.4859,27.5589,27.2902,27.3491,297428.0
2019-07-28,27.4859,27.5589,27.2902,27.3491,297428.0
2019-07-29,27.3014,27.338,26.7606,26.8178,471356.0
2019-07-30,26.5538,27.0564,26.4393,27.0055,274099.0
2019-07-31,26.9674,27.101,26.5474,26.627,289787.0
2019-08-01,26.6397,26.8019,26.1307,26.2738,521118.0
2019-08-02,26.1752,26.2579,25.7203,25.7267,317326.0
2019-08-03,26.1752,26.2579,25.7203,25.7267,317326.0
2019-08-04,26.1752,26.2579,25.7203,25.7267,317326.0
2019-08-05,25.2718,25.4054,24.5258,24.7341,424174.0
2019-08-06,24.9059,25.2399,24.785,25.1191,347102.0
2019-08-07,24.8805,25.0395,24.6959,24.9059,331140.0
2019-08-08,25.065,25.4022,25.065,25.294,225811.0
2019-08-09,25.1509,25.154,24.7532,24.7914,314379.0
2019-08-10,25.1509,25.154,24.7532,24.7914,314379.0
2019-08-11,25.1509,25.154,24.7532,24.7914,314379.0
2019-08-12,24.6514,24.7278,24.2824,24.3047,183934.0
2019-08-13,24.2728,25.0109,24.1297,24.7246,237432.0
2019-08-14,24.2315,24.4128,23.6048,23.6334,270234.0
2019-08-15,23.7479,23.7479,23.2501,23.398,198505.0
2019-08-16,23.5507,23.9834,23.5507,23.9515,252550.0
2019-08-17,23.5507,23.9834,23.5507,23.9515,252550.0
2019-08-18,23.5507,23.9834,23.5507,23.9515,252550.0
2019-08-19,24.3365,24.3619,24.0056,24.1838,456330.0
2019-08-20,24.0438,24.0597,23.7461,23.9802,366373.0
2019-08-21,24.3015,24.3874,23.88,24.0183,243921.0
2019-08-22,24.0788,24.2378,23.6207,23.7702,159537.0
2019-08-23,23.6334,23.8879,23.1181,23.1626,301786.0
2019-08-24,23.6334,23.8879,23.1181,23.1626,301786.0
2019-08-25,23.6334,23.8879,23.1181,23.1626,301786.0
2019-08-26,23.4394,23.4394,23.0862,23.3026,188633.0
2019-08-27,23.503,23.503,23.1658,23.2039,214449.0
2019-08-28,23.1085,23.7129,23.1085,23.5825,161701.0
2019-08-29,23.9087,24.1326,23.8575,24.0686,179144.0
2019-08-30,24.3149,24.4972,24.1326,24.382,218902.0
2019-08-31,24.3149,24.4972,24.1326,24.382,218902.0
2019-09-01,24.3149,24.4972,24.1326,24.382,218902.0
2019-09-02,24.3149,24.4972,24.1326,24.382,218902.0
2019-09-03,24.155,24.1774,23.4258,23.752,194753.0
2019-09-04,24.0878,24.1678,23.8863,24.0047,324103.0
2019-09-05,24.3916,25.0089,24.3357,24.9161,200584.0
2019-09-06,25.0248,25.2551,24.7562,25.0089,409481.0
2019-09-07,25.0248,25.2551,24.7562,25.0089,409481.0
2019-09-08,25.0248,25.2551,24.7562,25.0089,409481.0
2019-09-09,25.1112,25.5046,24.9673,25.4566,303905.0
2019-09-10,25.5109,25.9267,25.3111,25.9235,315411.0
2019-09-11,26.0674,26.3376,25.8995,26.3105,199711.0
2019-09-12,26.3552,26.4928,25.9971,26.1761,210378.0
2019-09-13,26.4,26.6782,26.2433,26.5695,288206.0
2019-09-14,26.4,26.6782,26.2433,26.5695,288206.0
2019-09-15,26.4,26.6782,26.2433,26.5695,288206.0
2019-09-16,26.3712,26.5855,26.3137,26.4256,162937.0
2019-09-17,26.3105,26.3105,25.8244,26.2113,179646.0
2019-09-18,26.0802,26.1602,25.7252,26.0098,179733.0
2019-09-19,26.0962,26.1792,25.7684,25.8116,177360.0
2019-09-20,25.9683,26.1953,25.7685,25.786,378101.0
2019-09-21,25.9683,26.1953,25.7685,25.786,378101.0
2019-09-22,25.9683,26.1953,25.7685,25.786,378101.0
2019-09-23,25.5717,26.029,25.4278,25.8531,211107.0
2019-09-24,25.9363,26.061,25.6485,25.7028,450557.0
2019-09-25,25.7828,26.0003,25.738,25.9203,271086.0
2019-09-26,25.8819,25.9772,25.5987,25.7476,240177.0
2019-09-27,25.9171,25.9619,25.447,25.6772,247396.0
2019-09-28,25.9171,25.9619,25.447,25.6772,247396.0
2019-09-29,25.9171,25.9619,25.447,25.6772,247396.0
2019-09-30,25.7668,25.9139,25.6453,25.786,160646.0
2019-10-01,25.9715,26.1249,24.9577,24.9833,283858.0
2019-10-02,24.6763,24.7381,24.163,24.4556,192660.0
2019-10-03,24.3724,24.6427,24.0494,24.5803,218833.0
2019-10-04,24.6251,24.8106,24.5068,24.7818,111997.0
2019-10-05,24.6251,24.8106,24.5068,24.7818,111997.0
2019-10-06,24.6251,24.8106,24.5068,24.7818,111997.0
2019-10-07,24.6858,24.7114,24.4428,24.4748,162394.0
2019-10-08,24.1614,24.2541,23.9215,23.9439,198192.0
2019-10-09,24.2221,24.2381,23.8799,24.0494,287417.0
2019-10-10,24.0974,24.447,23.8575,24.1134,642742.0
2019-10-11,24.4236,25.4278,24.4076,25.0952,276938.0
2019-10-12,24.4236,25.4278,24.4076,25.0952,276938.0
2019-10-13,24.4236,25.4278,24.4076,25.0952,276938.0
2019-10-14,24.8809,25.4598,24.7636,25.3862,464780.0
2019-10-15,25.5269,26.0658,25.447,25.9331,283673.0
2019-10-16,25.8435,26.2401,25.8435,26.0386,468636.0
2019-10-17,26.2945,26.5983,26.1761,26.1825,349214.0
2019-10-18,26.0258,26.1474,25.8244,25.8947,229393.0
2019-10-19,26.0258,26.1474,25.8244,25.8947,229393.0
2019-10-20,26.0258,26.1474,25.8244,25.8947,229393.0
2019-10-21,26.1218,26.3201,25.9107,25.9267,253579.0
2019-10-22,25.9267,26.4608,25.7412,26.384,249298.0
2019-10-23,26.4512,26.48,26.1122,26.3137,158887.0
2019-10-24,26.384,26.4022,25.9555,26.1346,121955.0
2019-10-25,26.1058,26.4975,26.0514,26.4288,229421.0
2019-10-26,26.1058,26.4975,26.0514,26.4288,229421.0
2019-10-27,26.1058,26.4975,26.0514,26.4288,229421.0
2019-10-28,26.6047,27.0044,26.4416,26.9501,288708.0
2019-10-29,23.9375,25.1048,23.7456,24.785,1047578.0
2019-10-30,24.3724,24.8521,24.1486,24.6507,626009.0
2019-10-31,24.5547,24.6123,24.2893,24.4716,438886.0
2019-11-01,24.6826,24.8569,24.5227,24.6027,641426.0
2019-11-02,24.6826,24.8569,24.5227,24.6027,641426.0
2019-11-03,24.6826,24.8569,24.5227,24.6027,641426.0
2019-11-04,24.9001,25.9779,24.769,25.8627,787373.0
2019-11-05,25.9043,26.0642,25.3926,25.6677,345073.0
2019-11-06,25.5333,25.8723,25.4406,25.8084,308405.0
2019-11-07,25.9587,26.3201,25.5365,25.6836,353513.0
2019-11-08,25.8244,25.8643,25.5589,25.8084,324092.0
2019-11-09,25.8244,25.8643,25.5589,25.8084,324092.0
2019-11-10,25.8244,25.8643,25.5589,25.8084,324092.0
2019-11-11,25.6165,26.1506,25.6037,26.0003,479436.0
2019-11-12,25.9779,26.2081,25.9683,26.1186,277561.0
2019-11-13,25.8499,26.0706,25.8244,25.9555,390545.0
2019-11-14,25.7956,26.1554,25.7956,26.0994,274339.0
2019-11-15,26.2785,26.5119,26.2689,26.5055,246890.0
2019-11-16,26.2785,26.5119,26.2689,26.5055,246890.0
2019-11-17,26.2785,26.5119,26.2689,26.5055,246890.0
2019-11-18,26.3456,26.4608,26.1761,26.4544,412319.0
2019-11-19,26.6431,26.7358,26.384,26.4384,291972.0
2019-11-20,26.3776,26.6239,26.2817,26.4928,527262.0
2019-11-21,26.5215,26.6207,26.2513,26.4832,447478.0
2019-11-22,26.6335,26.6718,26.3456,26.5631,323686.0
2019-11-23,26.6335,26.6718,26.3456,26.5631,323686.0
2019-11-24,26.6335,26.6718,26.3456,26.5631,323686.0
2019-11-25,26.6239,26.8925,26.4832,26.8317,289938.0
2019-11-26,26.7806,26.9309,26.6431,26.7262,242383.0
2019-11-27,26.8001,26.8917,26.5848,26.8322,109655.0
2019-11-28,26.8001,26.8917,26.5848,26.8322,109655.0
2019-11-29,26.7937,26.8869,26.5399,26.6909,86111.0
2019-11-30,26.7937,26.8869,26.5399,26.6909,86111.0
2019-12-01,26.7937,26.8869,26.5399,26.6909,86111.0
2019-12-02,26.8065,26.9061,26.4949,26.4949,239309.0
2019-12-03,26.2121,26.2378,25.9133,26.1993,216454.0
2019-12-04,26.437,26.7712,26.286,26.3246,237377.0
2019-12-05,26.5077,27.0315,26.4435,27.0186,204101.0
2019-12-06,27.311,27.6484,27.2001,27.5584,278121.0
2019-12-07,27.311,27.6484,27.2001,27.5584,278121.0
2019-12-08,27.311,27.6484,27.2001,27.5584,278121.0
2019-12-09,27.5327,27.7865,27.3769,27.6002,255118.0
2019-12-10,27.5937,27.7448,27.176,27.2853,256783.0
2019-12-11,27.3656,27.4138,26.9993,27.3849,362433.0
2019-12-12,27.5166,27.944,27.3753,27.9022,253834.0
2019-12-13,27.8219,27.9509,27.4331,27.5006,192902.0
2019-12-14,27.8219,27.9509,27.4331,27.5006,192902.0
2019-12-15,27.8219,27.9509,27.4331,27.5006,192902.0
2019-12-16,27.7672,27.8187,27.5006,27.5552,185274.0
2019-12-17,27.6002,27.6452,27.3174,27.4042,253505.0
2019-12-18,27.5134,27.5134,27.1825,27.356,229117.0
2019-12-19,27.4427,27.4652,27.2034,27.3817,207069.0
2019-12-20,27.6194,27.7576,27.4749,27.6002,721626.0
2019-12-21,27.6194,27.7576,27.4749,27.6002,721626.0
2019-12-22,27.6194,27.7576,27.4749,27.6002,721626.0
2019-12-23,27.6901,27.9343,27.5134,27.8508,167437.0
2019-12-24,27.8572,27.8572,27.6291,27.6355,54959.0
2019-12-25,27.8572,27.8572,27.6291,27.6355,54959.0
2019-12-26,27.7094,27.8765,27.4813,27.8701,127642.0
2019-12-27,27.8829,27.9857,27.6644,27.7126,115502.0
2019-12-28,27.8829,27.9857,27.6644,27.7126,115502.0
2019-12-29,27.8829,27.9857,27.6644,27.7126,115502.0
2019-12-30,27.7287,27.8669,27.5584,27.7608,124693.0
2019-12-31,27.7512,28.0275,27.7142,27.7544,188806.0
2020-01-01,27.7512,28.0275,27.7142,27.7544,188806.0
2020-01-02,27.9408,28.1335,27.7126,28.1271,188937.0
2020-01-03,27.6933,27.9215,27.507,27.8636,177058.0
2020-01-04,27.6933,27.9215,27.507,27.8636,177058.0
2020-01-05,27.6933,27.9215,27.507,27.8636,177058.0
2020-01-06,27.6194,27.9472,27.5006,27.8893,184015.0
2020-01-07,27.6901,28.0018,27.6002,27.7255,195839.0
2020-01-08,27.8122,27.989,27.6846,27.8154,163482.0
2020-01-09,27.9536,28.0275,27.7608,28.0179,112075.0
2020-01-10,28.005,28.1271,27.5648,27.6034,174792.0
2020-01-11,28.005,28.1271,27.5648,27.6034,174792.0
2020-01-12,28.005,28.1271,27.5648,27.6034,174792.0
2020-01-13,27.6805,28.0982,27.5327,28.0661,147245.0
2020-01-14,28.0082,28.2267,27.9141,28.0018,244464.0
2020-01-15,27.9793,28.2251,27.8219,27.9697,169122.0
2020-01-16,28.1625,28.1753,27.9343,28.1753,189723.0
2020-01-17,28.2685,28.3158,28.042,28.0821,204972.0
2020-01-18,28.2685,28.3158,28.042,28.0821,204972.0
2020-01-19,28.2685,28.3158,28.042,28.0821,204972.0
2020-01-20,28.2685,28.3158,28.042,28.0821,204972.0
2020-01-21,27.9118,27.9118,27.4684,27.5006,395533.0
2020-01-22,27.6066,27.7062,27.3881,27.4813,192282.0
2020-01-23,27.3238,27.5359,27.0218,27.4427,338663.0
2020-01-24,27.6002,27.6002,27.2435,27.4781,189359.0
2020-01-25,27.6002,27.6002,27.2435,27.4781,189359.0
2020-01-26,27.6002,27.6002,27.2435,27.4781,189359.0
2020-01-27,26.8965,27.1246,26.7882,26.8547,310580.0
2020-01-28,27.9536,28.1914,27.311,27.4363,542983.0
2020-01-29,27.7126,28.156,27.7126,27.8058,331508.0
2020-01-30,27.4781,27.9922,27.4395,27.944,251062.0
2020-01-31,27.7833,27.7897,27.2467,27.4588,311210.0
2020-02-01,27.7833,27.7897,27.2467,27.4588,311210.0
2020-02-02,27.7833,27.7897,27.2467,27.4588,311210.0
2020-02-03,27.6612,28.1175,27.5488,27.8444,311760.0
2020-02-04,28.1239,28.4966,28.0886,28.2235,276153.0
2020-02-05,28.5962,28.7697,28.4324,28.7151,249316.0
2020-02-06,28.7601,28.7601,28.3552,28.5737,263430.0
2020-02-07,28.3938,28.397,28.103,28.2235,202108.0
2020-02-08,28.3938,28.397,28.103,28.2235,202108.0
2020-02-09,28.3938,28.397,28.103,28.2235,202108.0
2020-02-10,28.0693,28.4805,27.8411,28.4548,267078.0
2020-02-11,28.5994,28.7296,28.3809,28.4002,249938.0
2020-02-12,28.6219,28.6926,28.336,28.503,338297.0
2020-02-13,28.3809,28.4532,28.1528,28.2492,160243.0
2020-02-14,28.2878,28.2878,27.8347,28.0596,197574.0
2020-02-15,28.2878,28.2878,27.8347,28.0596,197574.0
2020-02-16,28.2878,28.2878,27.8347,28.0596,197574.0
2020-02-17,28.2878,28.2878,27.8347,28.0596,197574.0
2020-02-18,27.9632,28.0821,27.6676,27.8926,156459.0
2020-02-19,27.9729,28.021,27.5295,27.5327,273285.0
2020-02-20,27.462,27.8219,27.3785,27.6516,153731.0
2020-02-21,27.4524,27.6227,27.2001,27.2885,168421.0
2020-02-22,27.4524,27.6227,27.2001,27.2885,168421.0
2020-02-23,27.4524,27.6227,27.2001,27.2885,168421.0
2020-02-24,26.3792,26.3953,26.0611,26.1639,311842.0
2020-02-25,26.3471,26.3471,24.9269,24.959,335672.0
2020-02-26,25.1679,25.2225,24.1365,24.1686,363274.0
2020-02-27,23.6063,24.1589,22.9374,22.9471,841149.0
2020-02-28,22.1263,22.2943,21.312,21.9583,1117204.0
2020-02-29,22.1263,22.2943,21.312,21.9583,1117204.0
2020-03-01,22.1263,22.2943,21.312,21.9583,1117204.0
2020-03-02,22.2039,23.1248,21.7708,23.1248,738381.0
2020-03-03,22.7144,23.6322,22.3008,22.346,466969.0
2020-03-04,22.7306,22.8308,22.1845,22.7661,520131.0
2020-03-05,22.0681,22.11,21.312,21.4121,347071.0
2020-03-06,20.5913,21.5026,20.517,21.0114,491887.0
2020-03-07,20.5913,21.5026,20.517,21.0114,491887.0
2020-03-08,20.5913,21.5026,20.517,21.0114,491887.0
2020-03-09,19.386,19.6606,18.6492,18.8851,404145.0
2020-03-10,19.5443,19.9095,18.9402,19.903,710246.0
2020-03-11,19.205,19.5831,18.5005,18.6847,659229.0
2020-03-12,16.1577,17.418,15.8345,16.3095,590891.0
2020-03-13,17.3953,17.935,16.3386,17.935,516880.0
