,SNDR US Equity,SNDR US Equity,SNDR US Equity,SNDR US Equity,SNDR US Equity
2020-03-14,14.6619,15.7235,14.4966,15.7235,647169.0
2020-03-15,14.6619,15.7235,14.4966,15.7235,647169.0
2020-03-16,14.3139,15.2275,13.9745,14.4531,773994.0
2020-03-17,14.6445,15.7496,14.5401,15.6104,1015015.0
2020-03-18,14.7576,16.6111,14.4199,16.0455,1000909.0
2020-03-19,16.0455,16.6024,15.3929,15.6626,1041742.0
2020-03-20,15.7496,16.1673,15.2101,15.7496,1292389.0
2020-03-21,15.7496,16.1673,15.2101,15.7496,1292389.0
2020-03-22,15.7496,16.1673,15.2101,15.7496,1292389.0
2020-03-23,15.6626,16.0107,14.5314,14.8273,907791.0
2020-03-24,15.2623,15.7105,15.0404,15.4799,719019.0
2020-03-25,15.4712,16.8721,15.3145,16.0455,736860.0
2020-03-26,15.9497,16.1412,15.3667,15.5321,1153166.0
2020-03-27,15.3667,15.8453,15.1144,15.4538,1191576.0
2020-03-28,15.3667,15.8453,15.1144,15.4538,1191576.0
2020-03-29,15.3667,15.8453,15.1144,15.4538,1191576.0
2020-03-30,15.6104,16.7024,15.4451,16.5327,1023597.0
2020-03-31,16.5327,16.9591,16.4544,16.8286,938490.0
2020-04-01,16.35,16.6459,15.8975,16.1238,920765.0
2020-04-02,16.0629,16.2978,15.68,16.2021,827529.0
2020-04-03,16.0977,16.3935,15.6191,16.176,1013822.0
2020-04-04,16.0977,16.3935,15.6191,16.176,1013822.0
2020-04-05,16.0977,16.3935,15.6191,16.176,1013822.0
2020-04-06,16.6372,17.0374,16.0803,16.7938,850282.0
2020-04-07,17.2637,17.429,16.672,16.933,1063351.0
2020-04-08,16.9765,17.429,16.7851,17.255,573283.0
2020-04-09,17.4029,17.8206,17.2724,17.6204,740063.0
2020-04-10,17.4029,17.8206,17.2724,17.6204,740063.0
2020-04-11,17.4029,17.8206,17.2724,17.6204,740063.0
2020-04-12,17.4029,17.8206,17.2724,17.6204,740063.0
2020-04-13,17.4986,17.603,16.7851,17.0983,897385.0
2020-04-14,17.3507,17.8032,17.1636,17.5595,896840.0
2020-04-15,17.342,17.8989,17.1592,17.7945,803805.0
2020-04-16,17.7945,18.36,17.6639,18.2382,1045603.0
2020-04-17,18.5776,18.8038,18.4732,18.6472,797543.0
2020-04-18,18.5776,18.8038,18.4732,18.6472,797543.0
2020-04-19,18.5776,18.8038,18.4732,18.6472,797543.0
2020-04-20,18.4471,18.7255,18.1773,18.2991,546699.0
2020-04-21,17.8989,18.0903,17.6639,17.7945,584119.0
2020-04-22,17.9859,18.0816,17.7161,17.8728,382629.0
2020-04-23,17.9076,18.4819,17.8293,18.099,518169.0
2020-04-24,18.3078,18.4906,17.925,18.273,780545.0
2020-04-25,18.3078,18.4906,17.925,18.273,780545.0
2020-04-26,18.3078,18.4906,17.925,18.273,780545.0
2020-04-27,18.36,19.3564,18.2469,19.2476,1229482.0
2020-04-28,19.3346,19.5434,18.856,18.8908,751165.0
2020-04-29,19.3607,19.9089,19.0997,19.3868,1119351.0
2020-04-30,19.3694,19.3781,18.6994,19.0649,1030372.0
2020-05-01,18.7168,19.6305,18.6733,19.4129,878958.0
2020-05-02,18.7168,19.6305,18.6733,19.4129,878958.0
2020-05-03,18.7168,19.6305,18.6733,19.4129,878958.0
2020-05-04,19.2563,19.2563,18.2382,18.2643,1029706.0
2020-05-05,18.2991,18.7734,18.2991,18.6646,808837.0
2020-05-06,18.7951,19.1301,18.4384,18.4732,623214.0
2020-05-07,18.7342,18.8865,18.3949,18.4645,541968.0
2020-05-08,18.6646,18.9082,18.4471,18.8212,430494.0
2020-05-09,18.6646,18.9082,18.4471,18.8212,430494.0
2020-05-10,18.6646,18.9082,18.4471,18.8212,430494.0
2020-05-11,18.7081,19.5173,18.6298,19.3955,582873.0
2020-05-12,19.5782,19.6218,18.7864,18.7951,616893.0
2020-05-13,18.6994,18.769,18.1817,18.4993,412912.0
2020-05-14,18.2469,18.4471,17.8206,18.3078,617706.0
2020-05-15,18.099,18.4993,18.0468,18.2991,399593.0
2020-05-16,18.099,18.4993,18.0468,18.2991,399593.0
2020-05-17,18.099,18.4993,18.0468,18.2991,399593.0
2020-05-18,18.6646,19.5217,18.595,19.2563,599965.0
2020-05-19,19.2302,19.4825,18.7864,18.8038,569379.0
2020-05-20,19.0562,19.3694,18.9778,19.1171,617844.0
2020-05-21,19.004,19.2041,18.8734,19.0127,598412.0
2020-05-22,19.0301,19.5608,18.9343,19.4303,1272305.0
2020-05-23,19.0301,19.5608,18.9343,19.4303,1272305.0
2020-05-24,19.0301,19.5608,18.9343,19.4303,1272305.0
2020-05-25,19.0301,19.5608,18.9343,19.4303,1272305.0
2020-05-26,19.7262,20.0046,19.6218,19.6566,939819.0
2020-05-27,19.8306,20.0394,19.6392,20.022,1143163.0
2020-05-28,20.1438,20.7181,19.9698,20.6137,1014311.0
2020-05-29,20.5615,21.0923,20.2918,21.0314,994038.0
2020-05-30,20.5615,21.0923,20.2918,21.0314,994038.0
2020-05-31,20.5615,21.0923,20.2918,21.0314,994038.0
2020-06-01,20.9705,21.1837,20.7094,20.9009,788265.0
2020-06-02,21.0923,21.1576,20.7181,20.7964,688239.0
2020-06-03,20.9183,21.0836,20.1264,20.1699,849209.0
2020-06-04,19.935,20.2048,19.9176,20.1351,1209079.0
2020-06-05,20.4571,20.5441,20.1003,20.2309,837800.0
2020-06-06,20.4571,20.5441,20.1003,20.2309,837800.0
2020-06-07,20.4571,20.5441,20.1003,20.2309,837800.0
2020-06-08,20.2483,20.692,20.2483,20.4745,774753.0
2020-06-09,20.3266,20.3483,19.8915,20.2396,558285.0
2020-06-10,20.2657,20.8835,20.1873,20.605,751509.0
2020-06-11,20.2865,20.2865,19.3377,19.3617,506362.0
2020-06-12,19.7281,19.8328,19.2526,19.5536,602575.0
2020-06-13,19.7281,19.8328,19.2526,19.5536,602575.0
2020-06-14,19.7281,19.8328,19.2526,19.5536,602575.0
2020-06-15,19.222,19.9637,19.065,19.859,1091699.0
2020-06-16,20.4261,20.4872,19.9899,20.2691,674265.0
2020-06-17,20.461,20.9409,20.3302,20.8188,693032.0
2020-06-18,20.7228,21.1416,20.7228,21.1067,763364.0
2020-06-19,21.3336,21.3772,20.4785,20.7752,719709.0
2020-06-20,21.3336,21.3772,20.4785,20.7752,719709.0
2020-06-21,21.3336,21.3772,20.4785,20.7752,719709.0
2020-06-22,20.7752,20.8799,20.4785,20.6268,560569.0
2020-06-23,20.906,21.1416,20.7839,20.9322,682454.0
2020-06-24,20.8799,20.9497,20.5963,20.6705,492742.0
2020-06-25,20.557,20.5853,20.2167,20.5309,533958.0
2020-06-26,20.5309,20.8275,20.4087,20.6879,840979.0
2020-06-27,20.5309,20.8275,20.4087,20.6879,840979.0
2020-06-28,20.5309,20.8275,20.4087,20.6879,840979.0
2020-06-29,20.8711,21.1678,20.749,21.0544,389331.0
2020-06-30,21.002,21.5866,20.9846,21.5255,784987.0
2020-07-01,21.5954,21.7524,20.9758,20.9933,511320.0
2020-07-02,21.2027,21.3161,21.1067,21.1591,410184.0
2020-07-03,21.2027,21.3161,21.1067,21.1591,410184.0
2020-07-04,21.2027,21.3161,21.1067,21.1591,410184.0
2020-07-05,21.2027,21.3161,21.1067,21.1591,410184.0
2020-07-06,21.543,21.5866,21.3685,21.543,395517.0
2020-07-07,21.5692,22.1189,21.3947,22.0229,601599.0
2020-07-08,22.2498,22.2847,21.8833,22.0665,394721.0
2020-07-09,22.1363,22.2323,21.9007,22.0229,314627.0
2020-07-10,22.1974,22.2498,21.8309,21.9182,509972.0
2020-07-11,22.1974,22.2498,21.8309,21.9182,509972.0
2020-07-12,22.1974,22.2498,21.8309,21.9182,509972.0
2020-07-13,22.0316,22.0316,21.4296,21.4383,574294.0
2020-07-14,21.4383,22.084,21.2725,21.9356,724238.0
2020-07-15,22.1887,22.3632,21.8658,22.1363,397995.0
2020-07-16,22.0491,22.5726,22.0491,22.3457,478325.0
2020-07-17,22.4679,23.0874,22.4243,22.8867,631277.0
2020-07-18,22.4679,23.0874,22.4243,22.8867,631277.0
2020-07-19,22.4679,23.0874,22.4243,22.8867,631277.0
2020-07-20,22.7995,22.8518,22.5813,22.6686,444743.0
2020-07-21,22.6075,22.8431,22.4592,22.5988,968788.0
2020-07-22,22.59,22.7995,22.2672,22.2759,437167.0
2020-07-23,22.2498,22.433,21.9269,22.0403,679043.0
2020-07-24,21.9356,22.0665,21.8178,21.8658,482154.0
2020-07-25,21.9356,22.0665,21.8178,21.8658,482154.0
2020-07-26,21.9356,22.0665,21.8178,21.8658,482154.0
2020-07-27,21.8397,21.9793,21.6041,21.8746,1049118.0
2020-07-28,21.9095,22.0491,21.4514,21.5081,611457.0
2020-07-29,21.5692,21.988,21.5081,21.8484,639976.0
2020-07-30,21.7262,21.735,19.9724,21.5255,972296.0
2020-07-31,21.8048,22.3632,21.4034,21.9269,597484.0
2020-08-01,21.8048,22.3632,21.4034,21.9269,597484.0
2020-08-02,21.8048,22.3632,21.4034,21.9269,597484.0
2020-08-03,22.084,22.4941,21.9618,22.0491,492261.0
2020-08-04,22.0491,22.2934,21.8048,22.2847,415065.0
2020-08-05,22.2934,22.3326,21.3598,21.4034,573659.0
2020-08-06,21.3336,21.639,21.2202,21.4819,497732.0
2020-08-07,21.4557,21.9095,21.4034,21.7175,530768.0
2020-08-08,21.4557,21.9095,21.4034,21.7175,530768.0
2020-08-09,21.4557,21.9095,21.4034,21.7175,530768.0
2020-08-10,21.7437,22.5377,21.7437,22.241,497757.0
2020-08-11,22.3457,22.5726,22.1887,22.3806,684338.0
2020-08-12,22.5202,23.4626,22.5202,23.0787,747694.0
2020-08-13,22.9652,23.1659,22.4941,22.6424,386362.0
2020-08-14,22.6948,22.9216,22.5639,22.6686,502362.0
2020-08-15,22.6948,22.9216,22.5639,22.6686,502362.0
2020-08-16,22.6948,22.9216,22.5639,22.6686,502362.0
2020-08-17,22.7733,23.1834,22.7733,23.035,423585.0
2020-08-18,22.9652,23.1136,22.7035,22.9652,257705.0
2020-08-19,22.9478,23.2924,22.9478,23.1834,256413.0
2020-08-20,23.0001,23.2881,22.9827,23.2008,374674.0
2020-08-21,23.0874,23.8552,23.0359,23.7767,491104.0
2020-08-22,23.0874,23.8552,23.0359,23.7767,491104.0
2020-08-23,23.0874,23.8552,23.0359,23.7767,491104.0
2020-08-24,23.864,23.9599,23.4888,23.6284,311046.0
2020-08-25,23.6633,23.8203,23.5411,23.6545,252916.0
2020-08-26,23.6371,23.9512,23.6022,23.9076,262498.0
2020-08-27,23.9076,23.9425,23.6633,23.7331,280016.0
2020-08-28,23.8465,23.9992,23.6371,23.7331,377620.0
2020-08-29,23.8465,23.9992,23.6371,23.7331,377620.0
2020-08-30,23.8465,23.9992,23.6371,23.7331,377620.0
2020-08-31,23.8203,24.0995,23.576,23.6109,494407.0
2020-09-01,23.6022,24.0734,23.3841,24.0385,361436.0
2020-09-02,24.0821,24.1432,23.6894,23.9425,433707.0
2020-09-03,23.8989,23.8989,23.4364,23.6545,367252.0
2020-09-04,23.7942,23.9076,23.323,23.7069,439718.0
2020-09-05,23.7942,23.9076,23.323,23.7069,439718.0
2020-09-06,23.7942,23.9076,23.323,23.7069,439718.0
2020-09-07,23.7942,23.9076,23.323,23.7069,439718.0
2020-09-08,23.6371,23.9599,23.419,23.6633,505612.0
2020-09-09,23.7942,24.5445,23.7942,24.2217,450788.0
2020-09-10,24.2523,24.4097,23.4127,23.4739,716901.0
2020-09-11,23.6313,23.6838,23.0716,23.194,567489.0
2020-09-12,23.6313,23.6838,23.0716,23.194,567489.0
2020-09-13,23.6313,23.6838,23.0716,23.194,567489.0
2020-09-14,23.2902,23.4389,22.4069,22.5556,574076.0
2020-09-15,22.6605,23.2465,22.4856,23.0541,456867.0
2020-09-16,23.2115,23.2815,22.4681,22.5906,416414.0
2020-09-17,22.2757,22.9667,22.2145,22.9404,592590.0
2020-09-18,22.9579,23.0016,22.1533,22.4681,613373.0
2020-09-19,22.9579,23.0016,22.1533,22.4681,613373.0
2020-09-20,22.9579,23.0016,22.1533,22.4681,613373.0
2020-09-21,22.2582,22.2714,21.5586,22.1358,363400.0
2020-09-22,22.2233,22.302,21.6373,21.9084,291485.0
2020-09-23,21.9696,22.4136,21.9259,22.0746,342789.0
2020-09-24,22.0483,22.5119,21.3933,22.0921,378233.0
2020-09-25,21.9871,22.1883,21.8472,21.9521,313517.0
2020-09-26,21.9871,22.1883,21.8472,21.9521,313517.0
2020-09-27,21.9871,22.1883,21.8472,21.9521,313517.0
2020-09-28,22.1096,22.3369,21.8253,22.2582,477944.0
2020-09-29,22.2407,22.4332,21.9696,21.9696,253175.0
2020-09-30,21.9784,22.0746,21.4973,21.6285,465166.0
2020-10-01,21.6898,21.8734,21.3749,21.7772,507805.0
2020-10-02,21.6635,22.302,21.6373,21.9609,392180.0
2020-10-03,21.6635,22.302,21.6373,21.9609,392180.0
2020-10-04,21.6635,22.302,21.6373,21.9609,392180.0
2020-10-05,22.1445,22.302,21.681,21.8822,664612.0
2020-10-06,21.7422,21.9259,21.5673,21.7247,862068.0
2020-10-07,22.0833,22.6518,21.8822,22.3544,518093.0
2020-10-08,22.5119,22.6256,22.3014,22.3894,377901.0
2020-10-09,21.8209,21.9959,21.4361,21.786,522101.0
2020-10-10,21.8209,21.9959,21.4361,21.786,522101.0
2020-10-11,21.8209,21.9959,21.4361,21.786,522101.0
2020-10-12,21.9609,22.1883,21.4274,21.4973,893014.0
2020-10-13,21.5673,22.302,21.3574,22.1533,527975.0
2020-10-14,22.2058,22.3914,22.0396,22.0396,317253.0
2020-10-15,21.9346,22.4157,21.8647,22.3982,530653.0
2020-10-16,21.9521,22.1314,21.3355,21.3924,519910.0
2020-10-17,21.9521,22.1314,21.3355,21.3924,519910.0
2020-10-18,21.9521,22.1314,21.3355,21.3924,519910.0
2020-10-19,21.3662,21.388,20.4129,20.4828,515812.0
2020-10-20,20.4303,21.0076,20.4303,20.7889,451225.0
2020-10-21,20.8239,21.1038,20.3167,20.6577,571595.0
2020-10-22,20.7714,20.9551,20.5615,20.9114,324159.0
2020-10-23,20.8676,21.1613,20.5965,21.0163,649614.0
2020-10-24,20.8676,21.1613,20.5965,21.0163,649614.0
2020-10-25,20.8676,21.1613,20.5965,21.0163,649614.0
2020-10-26,20.8939,21.165,20.5266,21.0688,925247.0
2020-10-27,21.0513,21.1825,20.3473,20.3779,624597.0
2020-10-28,20.1417,20.3167,19.8531,19.9668,1026732.0
2020-10-29,20.1155,20.3691,19.4158,19.7919,760516.0
2020-10-30,19.7132,19.9668,19.066,19.2934,1024694.0
2020-10-31,19.7132,19.9668,19.066,19.2934,1024694.0
2020-11-01,19.7132,19.9668,19.066,19.2934,1024694.0
2020-11-02,19.5733,19.7948,19.1884,19.3459,1226479.0
2020-11-03,19.5558,20.3516,19.5033,20.2379,999462.0
2020-11-04,20.2904,20.5052,19.9493,20.0105,734684.0
2020-11-05,20.3167,21.0076,20.2904,20.719,1014412.0
2020-11-06,20.7285,20.7381,20.0312,20.0503,633820.0
2020-11-07,20.7285,20.7381,20.0312,20.0503,633820.0
2020-11-08,20.7285,20.7381,20.0312,20.0503,633820.0
2020-11-09,21.9703,22.2378,20.547,20.91,1422140.0
2020-11-10,20.91,21.4163,20.6521,21.2252,934910.0
2020-11-11,21.4258,21.6455,20.633,20.6999,797878.0
2020-11-12,20.6808,20.7763,20.2031,20.4133,467938.0
2020-11-13,20.5566,20.9578,20.4278,20.8049,305639.0
2020-11-14,20.5566,20.9578,20.4278,20.8049,305639.0
2020-11-15,20.5566,20.9578,20.4278,20.8049,305639.0
2020-11-16,20.9196,21.1393,20.7858,21.0246,590424.0
2020-11-17,20.9578,21.273,20.6999,21.2443,551058.0
2020-11-18,21.2443,21.4354,20.8909,20.9387,651272.0
2020-11-19,20.9387,21.0915,20.8049,20.996,365314.0
2020-11-20,20.8049,20.996,20.6903,20.7954,535731.0
2020-11-21,20.8049,20.996,20.6903,20.7954,535731.0
2020-11-22,20.8049,20.996,20.6903,20.7954,535731.0
2020-11-23,20.8814,21.0151,20.1315,20.3082,689526.0
2020-11-24,19.8306,20.7667,19.8211,20.6903,906400.0
2020-11-25,20.6521,20.6521,20.0503,20.356,510535.0
2020-11-26,20.6521,20.6521,20.0503,20.356,510535.0
2020-11-27,20.3369,20.4133,20.0025,20.356,183793.0
2020-11-28,20.3369,20.4133,20.0025,20.356,183793.0
2020-11-29,20.3369,20.4133,20.0025,20.356,183793.0
2020-11-30,20.3464,20.4228,19.9548,19.9643,596164.0
2020-12-01,20.1267,20.4133,20.0121,20.2796,449917.0
2020-12-02,20.3178,20.3327,20.0216,20.1267,388239.0
2020-12-03,20.1267,20.2318,19.7064,19.7446,626460.0
2020-12-04,19.7733,20.3464,19.7733,20.3082,548727.0
2020-12-05,19.7733,20.3464,19.7733,20.3082,548727.0
2020-12-06,19.7733,20.3464,19.7733,20.3082,548727.0
2020-12-07,20.4037,20.5184,20.1554,20.2318,402820.0
2020-12-08,20.2414,20.3942,19.8975,19.9834,927302.0
2020-12-09,20.1649,20.3178,19.9834,20.2605,468512.0
2020-12-10,20.1503,20.4186,19.7181,20.2078,597283.0
2020-12-11,20.064,20.3419,20.0065,20.1311,647031.0
2020-12-12,20.064,20.3419,20.0065,20.1311,647031.0
2020-12-13,20.064,20.3419,20.0065,20.1311,647031.0
2020-12-14,19.8724,20.1455,19.4987,19.5083,949766.0
2020-12-15,19.6233,19.7766,19.4125,19.5658,940772.0
2020-12-16,19.5945,19.7766,19.4029,19.5754,970843.0
2020-12-17,19.5945,19.8149,19.355,19.7958,630459.0
2020-12-18,19.9012,20.1503,19.7191,19.8437,1739180.0
2020-12-19,19.9012,20.1503,19.7191,19.8437,1739180.0
2020-12-20,19.9012,20.1503,19.7191,19.8437,1739180.0
2020-12-21,19.7191,20.1886,19.5853,19.9586,719360.0
2020-12-22,19.9395,20.0928,19.7191,19.8149,511237.0
2020-12-23,19.9395,20.0257,19.7526,19.8532,498621.0
2020-12-24,19.8437,19.9682,19.6904,19.8628,135168.0
2020-12-25,19.8437,19.9682,19.6904,19.8628,135168.0
2020-12-26,19.8437,19.9682,19.6904,19.8628,135168.0
2020-12-27,19.8437,19.9682,19.6904,19.8628,135168.0
2020-12-28,19.8916,20.0545,19.7862,19.8149,365625.0
2020-12-29,19.8149,20.064,19.6904,19.6999,450528.0
2020-12-30,19.7095,19.882,19.6016,19.6329,410682.0
2020-12-31,19.7191,19.8628,19.5466,19.8341,409938.0
2021-01-01,19.7191,19.8628,19.5466,19.8341,409938.0
2021-01-02,19.7191,19.8628,19.5466,19.8341,409938.0
2021-01-03,19.7191,19.8628,19.5466,19.8341,409938.0
2021-01-04,19.9395,20.064,19.537,19.6041,550171.0
2021-01-05,19.6041,20.294,19.5562,20.0832,833059.0
2021-01-06,20.179,21.1564,20.1475,21.0126,850497.0
2021-01-07,21.0318,21.348,20.7348,21.1468,951539.0
2021-01-08,21.2043,21.7313,21.2043,21.3097,1313574.0
2021-01-09,21.2043,21.7313,21.2043,21.3097,1313574.0
2021-01-10,21.2043,21.7313,21.2043,21.3097,1313574.0
2021-01-11,21.0701,21.5013,20.9668,21.2234,614988.0
2021-01-12,21.2713,21.7792,21.2713,21.5971,794792.0
2021-01-13,21.6163,21.7408,21.1276,21.3863,593851.0
2021-01-14,21.5492,22.0906,21.4055,21.8079,701000.0
2021-01-15,21.7121,21.7792,21.2905,21.7696,484936.0
2021-01-16,21.7121,21.7792,21.2905,21.7696,484936.0
2021-01-17,21.7121,21.7792,21.2905,21.7696,484936.0
2021-01-18,21.7121,21.7792,21.2905,21.7696,484936.0
2021-01-19,22.8811,22.8811,22.172,22.3924,943927.0
2021-01-20,22.4595,22.8427,22.2678,22.6032,665012.0
2021-01-21,22.7277,22.7277,22.1912,22.4307,582008.0
2021-01-22,22.3157,22.5074,22.0762,22.3732,663484.0
2021-01-23,22.3157,22.5074,22.0762,22.3732,663484.0
2021-01-24,22.3157,22.5074,22.0762,22.3732,663484.0
2021-01-25,22.3828,22.699,22.0666,22.5361,494640.0
2021-01-26,22.2966,22.3062,21.4773,21.53,647816.0
2021-01-27,21.2905,21.2905,20.5048,20.6294,718234.0
2021-01-28,20.7443,20.8785,20.3227,20.3323,707727.0
2021-01-29,20.2461,20.4952,19.9778,20.1215,846195.0
2021-01-30,20.2461,20.4952,19.9778,20.1215,846195.0
2021-01-31,20.2461,20.4952,19.9778,20.1215,846195.0
2021-02-01,20.8785,21.118,20.2605,20.8402,809278.0
2021-02-02,21.0605,21.2138,20.5431,20.8976,516138.0
2021-02-03,20.8689,21.0701,20.4473,20.6581,473205.0
2021-02-04,21.3288,21.3288,20.8114,21.2138,731978.0
2021-02-05,21.2713,21.3767,21.051,21.2713,448091.0
2021-02-06,21.2713,21.3767,21.051,21.2713,448091.0
2021-02-07,21.2713,21.3767,21.051,21.2713,448091.0
2021-02-08,21.3576,21.463,20.9072,21.2713,836686.0
2021-02-09,21.2617,22.0262,21.2218,21.9708,523491.0
2021-02-10,22.0379,22.1233,21.3863,21.7696,344770.0
2021-02-11,21.8367,21.8558,21.2426,21.4917,361186.0
2021-02-12,21.4055,21.7025,21.4055,21.6833,327623.0
2021-02-13,21.4055,21.7025,21.4055,21.6833,327623.0
2021-02-14,21.4055,21.7025,21.4055,21.6833,327623.0
2021-02-15,21.4055,21.7025,21.4055,21.6833,327623.0
2021-02-16,21.8558,21.8558,21.4055,21.5588,292505.0
2021-02-17,21.463,21.7408,21.2617,21.6259,431385.0
2021-02-18,21.3959,22.2008,21.3959,22.1624,531191.0
2021-02-19,22.2487,22.4882,22.1481,22.4595,618537.0
2021-02-20,22.2487,22.4882,22.1481,22.4595,618537.0
2021-02-21,22.2487,22.4882,22.1481,22.4595,618537.0
2021-02-22,22.2487,22.5457,22.1816,22.3062,522906.0
2021-02-23,22.2774,22.4307,21.875,22.3062,416299.0
2021-02-24,22.4786,22.5792,22.2774,22.5361,337915.0
2021-02-25,22.5265,22.699,22.3062,22.4499,353214.0
2021-02-26,22.4882,22.5457,22.0091,22.1624,530203.0
2021-02-27,22.4882,22.5457,22.0091,22.1624,530203.0
2021-02-28,22.4882,22.5457,22.0091,22.1624,530203.0
2021-03-01,22.5074,22.9673,22.3157,22.7373,412126.0
2021-03-02,22.7182,23.1685,22.5649,22.9194,376609.0
2021-03-03,22.9385,23.6955,22.8715,23.4847,402424.0
2021-03-04,23.9925,24.1363,23.226,23.4176,467910.0
2021-03-05,23.5709,23.9925,23.1877,23.9542,426531.0
2021-03-06,23.5709,23.9925,23.1877,23.9542,426531.0
2021-03-07,23.5709,23.9925,23.1877,23.9542,426531.0
2021-03-08,24.0596,25.0274,24.0596,24.7207,1382079.0
2021-03-09,24.9794,25.0944,24.5387,24.5578,783568.0
2021-03-10,24.2417,24.2704,23.2643,23.6093,824991.0
2021-03-11,23.0616,23.9119,22.9751,23.8687,758775.0
