,TMX US Equity,TMX US Equity,TMX US Equity,TMX US Equity,TMX US Equity
2021-05-02,50.57,51.11,50.2,50.89,502137.0
2021-05-03,50.91,52.18,50.88,51.33,533458.0
2021-05-04,51.57,51.82,50.595,50.84,339441.0
2021-05-05,50.7,51.1,50.5,50.63,408194.0
2021-05-06,50.25,51.0,47.525,48.8,1339489.0
2021-05-07,49.37,50.12,49.12,49.98,608102.0
2021-05-08,49.37,50.12,49.12,49.98,608102.0
2021-05-09,49.37,50.12,49.12,49.98,608102.0
2021-05-10,49.97,50.24,49.26,49.44,501880.0
2021-05-11,48.81,49.06,47.75,48.02,629532.0
2021-05-12,47.56,48.18,46.38,46.57,864229.0
2021-05-13,46.97,47.56,46.78,47.3,818889.0
2021-05-14,47.46,48.62,47.44,48.62,733037.0
2021-05-15,47.46,48.62,47.44,48.62,733037.0
2021-05-16,47.46,48.62,47.44,48.62,733037.0
2021-05-17,48.24,49.14,48.2,48.83,704318.0
2021-05-18,49.07,49.32,48.35,48.61,627400.0
2021-05-19,47.87,48.83,47.5,48.78,541584.0
2021-05-20,49.05,49.4499,48.27,49.02,568279.0
2021-05-21,49.16,49.6813,48.73,48.96,595301.0
2021-05-22,49.16,49.6813,48.73,48.96,595301.0
2021-05-23,49.16,49.6813,48.73,48.96,595301.0
2021-05-24,48.98,49.15,48.68,48.79,553097.0
2021-05-25,49.02,49.22,48.21,48.36,573154.0
2021-05-26,48.41,48.85,48.36,48.66,678787.0
2021-05-27,48.94,49.55,48.91,49.3,1011329.0
2021-05-28,49.33,49.69,49.07,49.34,618280.0
2021-05-29,49.33,49.69,49.07,49.34,618280.0
2021-05-30,49.33,49.69,49.07,49.34,618280.0
2021-05-31,49.33,49.69,49.07,49.34,618280.0
2021-06-01,49.72,49.9199,49.02,49.38,597259.0
2021-06-02,49.41,49.44,48.67,48.83,701493.0
2021-06-03,48.47,48.58,47.85,48.43,627679.0
2021-06-04,48.57,49.22,48.56,49.05,576304.0
2021-06-05,48.57,49.22,48.56,49.05,576304.0
2021-06-06,48.57,49.22,48.56,49.05,576304.0
2021-06-07,48.91,49.6,48.8,49.6,760578.0
2021-06-08,49.74,50.555,49.41,50.5,540733.0
2021-06-09,50.78,51.05,50.4499,50.58,462847.0
2021-06-10,50.58,50.62,50.09,50.61,347590.0
2021-06-11,50.71,50.97,50.39,50.73,370431.0
2021-06-12,50.71,50.97,50.39,50.73,370431.0
2021-06-13,50.71,50.97,50.39,50.73,370431.0
2021-06-14,50.75,50.75,50.12,50.45,367189.0
2021-06-15,50.47,50.48,49.83,49.95,524008.0
2021-06-16,49.9,50.15,49.5,49.9,515755.0
2021-06-17,49.73,50.31,49.54,50.14,420717.0
2021-06-18,49.81,50.03,49.145,49.24,761281.0
2021-06-19,49.81,50.03,49.145,49.24,761281.0
2021-06-20,49.81,50.03,49.145,49.24,761281.0
2021-06-21,49.56,50.23,49.11,50.18,393881.0
2021-06-22,50.17,50.42,49.95,50.0,342949.0
2021-06-23,49.85,50.02,49.42,49.42,345661.0
2021-06-24,49.72,49.72,49.09,49.4,581316.0
2021-06-25,49.38,49.47,48.56,48.86,1586323.0
2021-06-26,49.38,49.47,48.56,48.86,1586323.0
2021-06-27,49.38,49.47,48.56,48.86,1586323.0
2021-06-28,48.87,48.99,47.61,48.02,826359.0
2021-06-29,47.89,48.85,47.89,47.93,687927.0
2021-06-30,47.83,48.21,47.36,47.71,1034416.0
2021-07-01,47.91,49.24,47.91,49.13,634746.0
2021-07-02,49.41,49.48,48.915,49.28,413244.0
2021-07-03,49.41,49.48,48.915,49.28,413244.0
2021-07-04,49.41,49.48,48.915,49.28,413244.0
2021-07-05,49.41,49.48,48.915,49.28,413244.0
2021-07-06,49.39,49.58,48.68,49.4,396156.0
2021-07-07,49.46,50.02,49.45,49.92,423646.0
2021-07-08,49.13,49.7,48.97,49.21,337841.0
2021-07-09,49.47,49.96,49.33,49.71,302143.0
2021-07-10,49.47,49.96,49.33,49.71,302143.0
2021-07-11,49.47,49.96,49.33,49.71,302143.0
2021-07-12,49.59,50.25,49.34,50.14,310384.0
2021-07-13,50.04,50.2986,49.04,49.07,336907.0
2021-07-14,49.13,49.6185,48.9,49.16,354249.0
2021-07-15,48.73,49.36,48.73,49.12,319417.0
2021-07-16,49.47,50.54,49.18,49.85,512914.0
2021-07-17,49.47,50.54,49.18,49.85,512914.0
2021-07-18,49.47,50.54,49.18,49.85,512914.0
2021-07-19,49.27,50.05,49.02,49.43,593253.0
2021-07-20,49.86,51.8,49.86,51.38,756557.0
2021-07-21,51.35,52.12,51.35,51.65,363916.0
2021-07-22,51.83,52.23,51.41,52.08,303991.0
2021-07-23,52.28,53.22,52.18,53.0,600269.0
2021-07-24,52.28,53.22,52.18,53.0,600269.0
2021-07-25,52.28,53.22,52.18,53.0,600269.0
2021-07-26,52.71,53.14,52.41,53.03,523170.0
2021-07-27,52.89,52.99,52.355,52.86,513604.0
2021-07-28,52.84,53.13,52.035,52.41,382780.0
2021-07-29,52.9,53.33,52.67,52.81,546912.0
2021-07-30,52.555,53.2802,52.37,52.5,423515.0
2021-07-31,52.555,53.2802,52.37,52.5,423515.0
2021-08-01,52.555,53.2802,52.37,52.5,423515.0
2021-08-02,52.78,53.26,51.95,51.96,475783.0
2021-08-03,52.31,52.31,51.295,51.58,467364.0
2021-08-04,51.33,51.92,51.26,51.53,509916.0
2021-08-05,51.31,51.7,46.9,46.97,815631.0
2021-08-06,46.99,47.19,45.88,46.07,1487139.0
2021-08-07,46.99,47.19,45.88,46.07,1487139.0
2021-08-08,46.99,47.19,45.88,46.07,1487139.0
2021-08-09,46.06,46.215,44.16,44.33,1455309.0
2021-08-10,44.22,44.38,43.04,43.85,1288819.0
2021-08-11,43.42,43.68,42.44,43.34,1010072.0
2021-08-12,43.13,43.46,42.5,42.55,636624.0
2021-08-13,42.49,42.615,41.88,42.12,760564.0
2021-08-14,42.49,42.615,41.88,42.12,760564.0
2021-08-15,42.49,42.615,41.88,42.12,760564.0
2021-08-16,41.88,42.465,41.31,42.16,1034285.0
2021-08-17,42.08,43.01,41.44,42.85,1090697.0
2021-08-18,42.81,42.81,41.82,42.1,741941.0
2021-08-19,41.65,42.65,41.57,41.86,621914.0
2021-08-20,41.87,42.155,41.7538,42.04,477447.0
2021-08-21,41.87,42.155,41.7538,42.04,477447.0
2021-08-22,41.87,42.155,41.7538,42.04,477447.0
2021-08-23,41.87,42.16,41.54,41.73,452033.0
2021-08-24,41.78,42.07,41.52,41.96,519257.0
2021-08-25,42.06,42.22,41.64,41.66,461749.0
2021-08-26,41.55,41.76,41.18,41.44,473782.0
2021-08-27,41.46,42.2,41.45,41.93,461535.0
2021-08-28,41.46,42.2,41.45,41.93,461535.0
2021-08-29,41.46,42.2,41.45,41.93,461535.0
2021-08-30,41.98,41.98,41.57,41.74,417393.0
2021-08-31,41.72,41.97,41.57,41.63,396910.0
2021-09-01,41.57,42.0,41.26,41.64,451577.0
2021-09-02,41.85,42.329,41.61,42.26,1062660.0
2021-09-03,41.96,42.53,41.48,42.32,856788.0
2021-09-04,41.96,42.53,41.48,42.32,856788.0
2021-09-05,41.96,42.53,41.48,42.32,856788.0
2021-09-06,41.96,42.53,41.48,42.32,856788.0
2021-09-07,45.35,45.35,42.45,42.6,946224.0
2021-09-08,42.95,44.86,42.87,44.67,983397.0
2021-09-09,44.39,45.39,44.39,44.75,1006185.0
2021-09-10,45.25,46.17,44.87,45.44,1375354.0
2021-09-11,45.25,46.17,44.87,45.44,1375354.0
2021-09-12,45.25,46.17,44.87,45.44,1375354.0
2021-09-13,45.52,45.84,43.45,43.66,1032092.0
2021-09-14,43.66,44.46,43.31,43.96,845518.0
2021-09-15,43.66,43.66,42.23,42.91,1209630.0
2021-09-16,42.82,43.91,42.78,43.55,739741.0
2021-09-17,43.48,43.81,43.01,43.45,1883214.0
2021-09-18,43.48,43.81,43.01,43.45,1883214.0
2021-09-19,43.48,43.81,43.01,43.45,1883214.0
2021-09-20,43.19,44.32,42.86,44.19,971974.0
2021-09-21,44.18,44.68,43.975,44.34,805043.0
2021-09-22,44.17,44.46,43.81,43.89,781299.0
2021-09-23,44.03,44.69,43.91,44.22,699773.0
2021-09-24,44.22,44.785,44.06,44.51,749649.0
2021-09-25,44.22,44.785,44.06,44.51,749649.0
2021-09-26,44.22,44.785,44.06,44.51,749649.0
2021-09-27,44.13,44.99,42.43,42.54,1159319.0
2021-09-28,42.59,42.59,41.87,42.04,1026666.0
2021-09-29,42.38,43.28,42.12,42.24,904093.0
2021-09-30,42.1,42.65,41.51,41.67,1051892.0
2021-10-01,41.72,42.2,40.55,40.9,1875442.0
2021-10-02,41.72,42.2,40.55,40.9,1875442.0
2021-10-03,41.72,42.2,40.55,40.9,1875442.0
2021-10-04,40.96,41.03,39.97,40.16,1670258.0
2021-10-05,40.33,41.16,39.92,40.53,1171691.0
2021-10-06,40.13,40.51,39.36,40.2,1079205.0
2021-10-07,40.39,41.11,39.84,40.3,846222.0
2021-10-08,40.3,40.4,39.49,39.94,815391.0
2021-10-09,40.3,40.4,39.49,39.94,815391.0
2021-10-10,40.3,40.4,39.49,39.94,815391.0
2021-10-11,39.94,39.94,38.88,39.2,1179444.0
2021-10-12,39.37,40.405,39.15,40.08,489739.0
2021-10-13,40.02,40.21,39.455,40.03,755146.0
2021-10-14,40.12,40.73,40.11,40.4,217042.0
2021-10-15,40.52,40.81,40.245,40.3,230453.0
2021-10-16,40.52,40.81,40.245,40.3,230453.0
2021-10-17,40.52,40.81,40.245,40.3,230453.0
2021-10-18,40.23,40.93,39.77,40.92,525857.0
2021-10-19,41.09,41.75,40.75,41.58,546777.0
2021-10-20,41.8,41.8,41.0,41.21,475205.0
2021-10-21,41.21,41.89,41.03,41.37,339765.0
2021-10-22,41.43,41.56,41.0,41.04,377798.0
2021-10-23,41.43,41.56,41.0,41.04,377798.0
2021-10-24,41.43,41.56,41.0,41.04,377798.0
2021-10-25,41.045,41.58,40.72,41.39,593221.0
2021-10-26,41.47,41.87,40.81,40.81,387060.0
2021-10-27,40.58,40.58,39.24,39.89,1027165.0
2021-10-28,38.66,40.14,38.47,39.83,1157961.0
2021-10-29,39.64,40.62,39.64,40.48,898783.0
2021-10-30,39.64,40.62,39.64,40.48,898783.0
2021-10-31,39.64,40.62,39.64,40.48,898783.0
2021-11-01,40.74,41.25,40.4,40.89,1092799.0
2021-11-02,41.3,42.23,39.6,40.76,1295618.0
2021-11-03,40.89,41.19,40.34,40.9,681755.0
2021-11-04,41.02,41.885,41.02,41.4,738385.0
2021-11-05,41.72,41.86,40.54,40.59,537523.0
2021-11-06,41.72,41.86,40.54,40.59,537523.0
2021-11-07,41.72,41.86,40.54,40.59,537523.0
2021-11-08,40.74,40.74,40.04,40.31,547563.0
2021-11-09,40.29,40.41,39.975,40.25,393876.0
2021-11-10,39.92,40.83,39.91,40.8,460923.0
2021-11-11,40.93,40.98,40.34,40.6,386456.0
2021-11-12,40.6,40.995,40.19,40.62,432224.0
2021-11-13,40.6,40.995,40.19,40.62,432224.0
2021-11-14,40.6,40.995,40.19,40.62,432224.0
2021-11-15,40.77,41.185,40.11,40.22,430236.0
2021-11-16,40.21,41.45,40.16,41.0,498380.0
2021-11-17,40.88,40.88,40.32,40.61,384849.0
2021-11-18,40.52,40.52,39.47,39.6,614848.0
2021-11-19,39.61,39.93,39.3,39.4,627959.0
2021-11-20,39.61,39.93,39.3,39.4,627959.0
2021-11-21,39.61,39.93,39.3,39.4,627959.0
2021-11-22,39.41,39.9,38.87,39.19,575508.0
2021-11-23,39.01,39.7,38.99,39.41,537003.0
2021-11-24,39.37,39.97,39.06,39.72,486308.0
2021-11-25,39.37,39.97,39.06,39.72,486308.0
2021-11-26,39.41,39.9,39.0,39.47,401082.0
2021-11-27,39.41,39.9,39.0,39.47,401082.0
2021-11-28,39.41,39.9,39.0,39.47,401082.0
2021-11-29,39.735,39.79,38.57,38.71,601136.0
2021-11-30,38.26,38.48,37.3,37.32,618962.0
2021-12-01,37.82,37.94,36.3,36.31,625115.0
2021-12-02,36.38,37.81,36.38,37.72,677970.0
2021-12-03,37.9,38.09,37.06,37.26,651892.0
2021-12-04,37.9,38.09,37.06,37.26,651892.0
2021-12-05,37.9,38.09,37.06,37.26,651892.0
2021-12-06,37.535,38.05,36.75,37.88,982090.0
2021-12-07,38.52,38.71,37.93,37.98,755291.0
2021-12-08,38.02,38.49,37.36,38.14,1136128.0
2021-12-09,38.12,38.2,37.56,37.65,854877.0
2021-12-10,37.75,38.09,37.22,37.48,933951.0
2021-12-11,37.75,38.09,37.22,37.48,933951.0
2021-12-12,37.75,38.09,37.22,37.48,933951.0
2021-12-13,37.5,38.23,37.22,37.41,1027855.0
2021-12-14,47.9,48.69,43.45,44.15,11547616.0
2021-12-15,43.31,44.21,41.915,42.2,3449316.0
2021-12-16,42.85,43.88,42.73,43.7,3966066.0
2021-12-17,43.62,45.23,43.62,44.01,3047127.0
2021-12-18,43.62,45.23,43.62,44.01,3047127.0
2021-12-19,43.62,45.23,43.62,44.01,3047127.0
2021-12-20,44.05,45.09,44.02,44.17,3034134.0
2021-12-21,44.84,45.85,44.73,45.08,2240762.0
2021-12-22,45.08,45.28,44.05,44.33,1515748.0
2021-12-23,44.5,45.41,44.35,44.35,1197906.0
2021-12-24,44.5,45.41,44.35,44.35,1197906.0
2021-12-25,44.5,45.41,44.35,44.35,1197906.0
2021-12-26,44.5,45.41,44.35,44.35,1197906.0
2021-12-27,44.45,45.18,44.2,45.08,433283.0
2021-12-28,45.19,45.81,45.02,45.17,378343.0
2021-12-29,45.24,45.64,44.95,45.11,468297.0
2021-12-30,45.16,45.585,44.915,44.98,581958.0
2021-12-31,44.97,45.35,44.89,45.23,457637.0
2022-01-01,44.97,45.35,44.89,45.23,457637.0
2022-01-02,44.97,45.35,44.89,45.23,457637.0
2022-01-03,45.25,45.52,44.96,45.4,990180.0
2022-01-04,45.24,45.4,44.77,44.83,1483210.0
2022-01-05,44.78,45.17,43.09,43.67,1858276.0
2022-01-06,43.525,43.92,43.05,43.32,1180232.0
2022-01-07,43.33,44.2795,43.33,43.57,1092910.0
2022-01-08,43.33,44.2795,43.33,43.57,1092910.0
2022-01-09,43.33,44.2795,43.33,43.57,1092910.0
2022-01-10,43.21,43.73,42.64,43.38,1395032.0
2022-01-11,43.59,44.07,43.21,43.74,1618900.0
2022-01-12,44.03,44.83,43.93,44.09,1178168.0
2022-01-13,44.54,44.88,43.48,43.51,684093.0
2022-01-14,43.49,43.645,42.56,42.73,1058326.0
2022-01-15,43.49,43.645,42.56,42.73,1058326.0
2022-01-16,43.49,43.645,42.56,42.73,1058326.0
2022-01-17,43.49,43.645,42.56,42.73,1058326.0
2022-01-18,42.48,42.55,41.69,42.06,845312.0
2022-01-19,41.64,42.64,41.64,42.1,1307194.0
2022-01-20,42.24,43.795,42.2,43.08,755326.0
2022-01-21,42.73,43.59,42.44,42.48,833436.0
2022-01-22,42.73,43.59,42.44,42.48,833436.0
2022-01-23,42.73,43.59,42.44,42.48,833436.0
2022-01-24,42.07,42.92,41.26,42.9,1299577.0
2022-01-25,42.75,43.24,41.47,41.75,1390734.0
2022-01-26,42.0,42.42,40.81,41.21,1032908.0
2022-01-27,41.34,42.3,41.23,41.73,1102700.0
2022-01-28,41.72,42.51,41.14,42.47,772511.0
2022-01-29,41.72,42.51,41.14,42.47,772511.0
2022-01-30,41.72,42.51,41.14,42.47,772511.0
2022-01-31,42.6,43.17,42.35,43.14,706295.0
2022-02-01,43.03,43.53,42.9,43.19,1435907.0
2022-02-02,43.35,44.03,43.09,43.44,1072184.0
2022-02-03,42.95,43.84,42.95,43.27,663314.0
2022-02-04,43.33,43.57,42.93,42.99,566623.0
2022-02-05,43.33,43.57,42.93,42.99,566623.0
2022-02-06,43.33,43.57,42.93,42.99,566623.0
2022-02-07,42.77,43.18,42.54,42.8,1072085.0
2022-02-08,42.47,43.44,42.47,43.08,903826.0
2022-02-09,43.58,44.24,43.21,43.26,704495.0
2022-02-10,42.61,43.43,42.5,42.83,671623.0
2022-02-11,42.94,43.45,42.46,42.69,786972.0
2022-02-12,42.94,43.45,42.46,42.69,786972.0
2022-02-13,42.94,43.45,42.46,42.69,786972.0
2022-02-14,42.75,43.08,42.2,42.25,743832.0
2022-02-15,42.56,43.49,42.56,42.84,547083.0
2022-02-16,42.6,43.23,42.6,42.73,661024.0
2022-02-17,42.75,43.48,42.31,42.34,567498.0
2022-02-18,42.25,42.8,41.88,42.2,548276.0
2022-02-19,42.25,42.8,41.88,42.2,548276.0
2022-02-20,42.25,42.8,41.88,42.2,548276.0
2022-02-21,42.25,42.8,41.88,42.2,548276.0
2022-02-22,41.93,42.45,41.71,41.9,337279.0
2022-02-23,42.13,42.55,41.19,41.37,724775.0
2022-02-24,41.08,41.61,40.97,41.51,703364.0
2022-02-25,42.15,42.73,41.97,42.64,748651.0
2022-02-26,42.15,42.73,41.97,42.64,748651.0
2022-02-27,42.15,42.73,41.97,42.64,748651.0
2022-02-28,42.45,43.16,42.26,42.56,836379.0
2022-03-01,43.53,44.66,43.3,43.5,678520.0
2022-03-02,43.8,44.66,43.61,44.5,1034402.0
2022-03-03,43.26,43.41,42.16,42.75,917941.0
2022-03-04,42.05,42.1,41.21,41.63,865569.0
2022-03-05,42.05,42.1,41.21,41.63,865569.0
2022-03-06,42.05,42.1,41.21,41.63,865569.0
2022-03-07,41.47,41.47,40.41,40.53,915664.0
2022-03-08,39.96,40.25,38.93,39.05,992110.0
2022-03-09,40.19,41.02,40.0,40.84,818021.0
2022-03-10,40.3,41.09,40.1,40.63,904913.0
2022-03-11,40.95,41.29,40.14,40.32,625456.0
2022-03-12,40.95,41.29,40.14,40.32,625456.0
2022-03-13,40.95,41.29,40.14,40.32,625456.0
2022-03-14,41.26,41.65,40.18,40.2,1031881.0
2022-03-15,42.76,43.81,42.5,43.1,2918985.0
2022-03-16,43.64,44.65,43.57,44.05,1279356.0
2022-03-17,44.22,44.72,43.95,44.41,1084106.0
2022-03-18,44.33,45.41,44.31,45.36,1191029.0
2022-03-19,44.33,45.41,44.31,45.36,1191029.0
2022-03-20,44.33,45.41,44.31,45.36,1191029.0
2022-03-21,45.06,45.47,44.61,44.74,644965.0
2022-03-22,45.1,45.47,44.825,45.05,562548.0
2022-03-23,44.75,45.15,44.7,44.74,488341.0
2022-03-24,45.13,45.59,45.07,45.42,841469.0
2022-03-25,46.43,46.6,45.945,46.25,1026947.0
2022-03-26,46.43,46.6,45.945,46.25,1026947.0
2022-03-27,46.43,46.6,45.945,46.25,1026947.0
2022-03-28,46.0,46.14,45.46,46.02,536926.0
2022-03-29,46.26,47.06,46.06,46.35,703268.0
2022-03-30,46.1,46.36,45.85,46.12,426808.0
2022-03-31,46.04,46.34,45.61,45.63,564140.0
2022-04-01,45.73,46.05,45.45,45.55,513934.0
2022-04-02,45.73,46.05,45.45,45.55,513934.0
2022-04-03,45.73,46.05,45.45,45.55,513934.0
2022-04-04,45.65,45.835,45.45,45.56,866477.0
2022-04-05,45.3,46.25,45.3,45.72,514181.0
2022-04-06,46.07,46.45,45.79,46.09,986662.0
2022-04-07,46.41,46.595,45.9,46.1,846692.0
2022-04-08,45.88,46.11,45.62,45.73,737635.0
2022-04-09,45.88,46.11,45.62,45.73,737635.0
2022-04-10,45.88,46.11,45.62,45.73,737635.0
2022-04-11,45.71,46.21,45.68,45.77,581571.0
2022-04-12,46.26,46.47,45.66,45.84,492403.0
2022-04-13,45.91,46.19,45.81,45.94,516273.0
2022-04-14,45.85,46.51,45.85,45.96,283408.0
2022-04-15,45.85,46.51,45.85,45.96,283408.0
2022-04-16,45.85,46.51,45.85,45.96,283408.0
2022-04-17,45.85,46.51,45.85,45.96,283408.0
2022-04-18,45.8,46.08,45.24,45.42,673652.0
2022-04-19,45.14,45.395,44.98,45.25,531327.0
2022-04-20,45.06,45.35,44.815,45.02,629513.0
2022-04-21,46.4,46.5482,45.9775,46.01,646522.0
2022-04-22,46.52,46.7,45.78,45.95,682652.0
2022-04-23,46.52,46.7,45.78,45.95,682652.0
2022-04-24,46.52,46.7,45.78,45.95,682652.0
2022-04-25,45.44,46.25,45.34,46.23,295360.0
2022-04-26,45.5,45.52,44.17,44.17,753581.0
2022-04-27,45.06,45.48,45.04,45.35,566309.0
2022-04-28,46.0,46.98,45.65,46.98,636533.0
2022-04-29,46.59,46.83,45.865,45.89,701330.0
2022-04-30,46.59,46.83,45.865,45.89,701330.0
2022-05-01,46.59,46.83,45.865,45.89,701330.0
2022-05-02,45.75,46.16,45.22,46.0,282647.0
2022-05-03,46.38,46.52,45.591,45.75,560965.0
2022-05-04,45.8,46.15,45.35,45.78,1437466.0
2022-05-05,46.03,46.09,44.93,45.51,1349470.0
2022-05-06,45.1,45.35,43.74,43.99,1388676.0
2022-05-07,45.1,45.35,43.74,43.99,1388676.0
2022-05-08,45.1,45.35,43.74,43.99,1388676.0
2022-05-09,43.76,44.22,42.9375,43.22,1387032.0
2022-05-10,43.48,43.95,42.01,42.71,1879766.0
2022-05-11,42.91,43.26,42.22,42.34,1528089.0
2022-05-12,42.44,42.88,42.23,42.35,1129642.0
2022-05-13,42.85,43.45,42.85,43.11,1052129.0
2022-05-14,42.85,43.45,42.85,43.11,1052129.0
2022-05-15,42.85,43.45,42.85,43.11,1052129.0
2022-05-16,43.11,43.51,42.65,42.72,837153.0
2022-05-17,43.78,44.39,43.52,44.18,804704.0
2022-05-18,43.39,43.39,41.55,41.77,864256.0
2022-05-19,42.03,42.23,41.46,41.91,889729.0
2022-05-20,42.26,42.38,41.17,41.55,762865.0
2022-05-21,42.26,42.38,41.17,41.55,762865.0
2022-05-22,42.26,42.38,41.17,41.55,762865.0
2022-05-23,42.75,43.33,42.635,42.85,588117.0
2022-05-24,42.63,43.08,42.13,42.25,991940.0
2022-05-25,42.04,42.87,42.04,42.41,666459.0
2022-05-26,42.85,43.25,42.7,42.72,505603.0
2022-05-27,43.8,44.25,43.8,44.22,448553.0
2022-05-28,43.8,44.25,43.8,44.22,448553.0
2022-05-29,43.8,44.25,43.8,44.22,448553.0
2022-05-30,43.8,44.25,43.8,44.22,448553.0
2022-05-31,43.86,44.04,43.28,43.41,799440.0
2022-06-01,43.36,43.4,42.5,42.84,506507.0
2022-06-02,42.71,43.27,42.645,43.17,400307.0
2022-06-03,42.74,43.33,42.74,42.97,380106.0
2022-06-04,42.74,43.33,42.74,42.97,380106.0
2022-06-05,42.74,43.33,42.74,42.97,380106.0
2022-06-06,43.39,43.93,43.39,43.5,835095.0
2022-06-07,43.31,44.22,43.26,44.16,735246.0
2022-06-08,43.26,43.41,42.585,42.98,1157753.0
2022-06-09,42.87,43.095,42.13,42.25,637890.0
2022-06-10,41.55,41.775,41.095,41.27,474608.0
2022-06-11,41.55,41.775,41.095,41.27,474608.0
2022-06-12,41.55,41.775,41.095,41.27,474608.0
2022-06-13,40.63,40.74,39.68,39.91,731937.0
2022-06-14,39.91,39.91,38.76,38.94,362532.0
2022-06-15,39.17,39.77,38.95,39.41,650496.0
2022-06-16,38.88,39.27,38.48,38.64,976344.0
2022-06-17,38.65,38.93,38.185,38.48,1529691.0
2022-06-18,38.65,38.93,38.185,38.48,1529691.0
2022-06-19,38.65,38.93,38.185,38.48,1529691.0
2022-06-20,38.65,38.93,38.185,38.48,1529691.0
2022-06-21,38.99,39.51,38.82,39.33,681955.0
2022-06-22,39.27,40.14,39.23,39.56,681703.0
2022-06-23,40.2,40.86,40.06,40.84,936242.0
2022-06-24,41.38,41.875,41.29,41.42,1251193.0
2022-06-25,41.38,41.875,41.29,41.42,1251193.0
2022-06-26,41.38,41.875,41.29,41.42,1251193.0
2022-06-27,41.7,42.13,41.69,41.89,834027.0
2022-06-28,41.78,41.83,40.7,40.75,707649.0
2022-06-29,41.18,41.18,40.68,40.91,1007228.0
2022-06-30,40.61,40.94,40.4,40.65,1066981.0
2022-07-01,40.56,41.01,40.56,40.91,469958.0
2022-07-02,40.56,41.01,40.56,40.91,469958.0
2022-07-03,40.56,41.01,40.56,40.91,469958.0
2022-07-04,40.56,41.01,40.56,40.91,469958.0
2022-07-05,40.71,41.22,40.635,41.2,483696.0
2022-07-06,41.4,41.84,41.33,41.52,799483.0
2022-07-07,41.76,42.13,41.67,41.86,762155.0
2022-07-08,41.62,42.02,41.59,41.75,770461.0
2022-07-09,41.62,42.02,41.59,41.75,770461.0
2022-07-10,41.62,42.02,41.59,41.75,770461.0
2022-07-11,41.89,42.09,41.56,41.66,641973.0
2022-07-12,41.77,41.89,41.18,41.39,1958062.0
2022-07-13,40.66,41.47,40.66,41.25,537203.0
2022-07-14,40.98,41.19,40.72,40.96,1135462.0
2022-07-15,42.08,42.555,42.0,42.04,1530462.0
2022-07-16,42.08,42.555,42.0,42.04,1530462.0
2022-07-17,42.08,42.555,42.0,42.04,1530462.0
2022-07-18,42.25,42.76,42.05,42.1,607172.0
2022-07-19,42.67,42.97,42.62,42.64,913501.0
2022-07-20,42.32,42.64,42.31,42.4,803829.0
2022-07-21,42.5,42.8,42.41,42.75,619248.0
2022-07-22,42.92,43.23,42.715,42.73,1380274.0
2022-07-23,42.92,43.23,42.715,42.73,1380274.0
2022-07-24,42.92,43.23,42.715,42.73,1380274.0
2022-07-25,42.53,42.82,42.42,42.54,1361687.0
2022-07-26,42.21,42.61,41.88,42.1,1822544.0
2022-07-27,42.35,42.59,42.0201,42.49,1515921.0
2022-07-28,43.1,44.34,42.61,43.82,2242535.0
2022-07-29,44.54,45.22,44.44,44.7,861228.0
2022-07-30,44.54,45.22,44.44,44.7,861228.0
2022-07-31,44.54,45.22,44.44,44.7,861228.0
2022-08-01,44.63,45.27,44.59,44.79,611636.0
2022-08-02,44.51,45.22,44.51,44.89,379151.0
2022-08-03,44.89,45.46,44.89,45.32,303543.0
2022-08-04,45.11,45.63,45.02,45.4,410874.0
2022-08-05,44.52,45.07,44.425,44.86,435597.0
2022-08-06,44.52,45.07,44.425,44.86,435597.0
2022-08-07,44.52,45.07,44.425,44.86,435597.0
2022-08-08,44.97,45.36,44.66,44.8,719700.0
2022-08-09,44.81,44.94,44.59,44.77,772021.0
2022-08-10,45.55,45.97,45.54,45.66,923992.0
2022-08-11,45.31,45.32,44.49,44.5,489292.0
2022-08-12,44.38,44.82,44.38,44.65,577692.0
2022-08-13,44.38,44.82,44.38,44.65,577692.0
2022-08-14,44.38,44.82,44.38,44.65,577692.0
2022-08-15,44.9,45.115,44.75,44.82,590410.0
2022-08-16,44.66,45.26,44.66,45.07,744903.0
2022-08-17,44.81,45.04,44.72,44.99,1077064.0
2022-08-18,44.82,44.905,44.6402,44.71,365788.0
2022-08-19,44.57,44.58,44.09,44.18,595063.0
2022-08-20,44.57,44.58,44.09,44.18,595063.0
2022-08-21,44.57,44.58,44.09,44.18,595063.0
2022-08-22,43.89,44.39,43.69,43.75,623302.0
2022-08-23,43.81,44.11,43.47,43.52,476569.0
2022-08-24,43.54,43.993,43.54,43.77,604521.0
2022-08-25,44.49,44.75,44.28,44.37,1353558.0
2022-08-26,44.18,44.3,43.35,43.38,585011.0
2022-08-27,44.18,44.3,43.35,43.38,585011.0
2022-08-28,44.18,44.3,43.35,43.38,585011.0
2022-08-29,43.18,43.22,42.68,42.76,445150.0
2022-08-30,43.39,43.74,42.62,42.83,1240266.0
2022-08-31,42.77,42.93,42.48,42.65,723731.0
2022-09-01,42.03,42.27,41.73,42.14,594472.0
2022-09-02,42.17,42.75,42.04,42.25,348898.0
2022-09-03,42.17,42.75,42.04,42.25,348898.0
2022-09-04,42.17,42.75,42.04,42.25,348898.0
2022-09-05,42.17,42.75,42.04,42.25,348898.0
2022-09-06,42.91,43.25,42.55,42.9,852749.0
