,CBRL US Equity,CBRL US Equity,CBRL US Equity,CBRL US Equity,CBRL US Equity
2023-01-29,100.761,101.498,100.263,101.139,215526.0
2023-01-30,100.466,101.374,100.259,100.494,196891.0
2023-01-31,100.448,102.825,99.863,102.816,355749.0
2023-02-01,102.604,103.664,99.185,102.945,420959.0
2023-02-02,103.24,107.787,103.24,106.916,433497.0
2023-02-03,105.81,106.769,105.262,106.308,254116.0
2023-02-04,105.81,106.769,105.262,106.308,254116.0
2023-02-05,105.81,106.769,105.262,106.308,254116.0
2023-02-06,105.986,107.396,105.649,106.336,309514.0
2023-02-07,105.691,107.432,104.843,107.045,285647.0
2023-02-08,106.419,107.322,104.097,104.391,239405.0
2023-02-09,105.414,105.875,102.535,102.991,265691.0
2023-02-10,102.466,102.53,98.494,99.701,536383.0
2023-02-11,102.466,102.53,98.494,99.701,536383.0
2023-02-12,102.466,102.53,98.494,99.701,536383.0
2023-02-13,100.291,102.171,99.959,101.977,243352.0
2023-02-14,101.535,102.811,100.199,102.143,232656.0
2023-02-15,101.811,103.323,101.48,103.0,291015.0
2023-02-16,102.281,104.35,101.498,102.291,356700.0
2023-02-17,102.18,102.549,100.945,101.894,248464.0
2023-02-18,102.18,102.549,100.945,101.894,248464.0
2023-02-19,102.18,102.549,100.945,101.894,248464.0
2023-02-20,102.18,102.549,100.945,101.894,248464.0
2023-02-21,101.406,102.084,99.443,99.821,325888.0
2023-02-22,100.024,102.272,100.024,102.208,301799.0
2023-02-23,102.208,103.101,99.056,100.614,307487.0
2023-02-24,99.637,101.388,99.637,100.669,333390.0
2023-02-25,99.637,101.388,99.637,100.669,333390.0
2023-02-26,99.637,101.388,99.637,100.669,333390.0
2023-02-27,101.646,101.646,99.296,99.323,619657.0
2023-02-28,105.967,107.524,98.227,100.402,881964.0
2023-03-01,100.77,103.65,99.674,102.115,465271.0
2023-03-02,102.152,104.318,101.555,103.82,327943.0
2023-03-03,104.198,104.198,100.973,101.24,305635.0
2023-03-04,104.198,104.198,100.973,101.24,305635.0
2023-03-05,104.198,104.198,100.973,101.24,305635.0
2023-03-06,102.816,104.935,101.857,102.152,791428.0
2023-03-07,102.097,103.811,101.268,101.673,424883.0
2023-03-08,101.682,102.53,101.171,102.346,371854.0
2023-03-09,102.76,103.203,99.388,99.406,497933.0
2023-03-10,99.287,100.623,97.656,97.895,550741.0
2023-03-11,99.287,100.623,97.656,97.895,550741.0
2023-03-12,99.287,100.623,97.656,97.895,550741.0
2023-03-13,97.066,101.351,96.513,100.779,770291.0
2023-03-14,102.106,104.622,101.231,102.392,698921.0
2023-03-15,101.111,103.244,100.236,103.166,844257.0
2023-03-16,102.115,105.506,101.406,105.156,525644.0
2023-03-17,104.649,105.433,99.968,102.014,5625477.0
2023-03-18,104.649,105.433,99.968,102.014,5625477.0
2023-03-19,104.649,105.433,99.968,102.014,5625477.0
2023-03-20,102.014,105.433,101.203,104.631,598419.0
2023-03-21,105.506,106.188,102.917,103.617,502703.0
2023-03-22,103.82,106.561,103.203,104.649,395276.0
2023-03-23,105.534,105.571,101.839,103.581,411730.0
2023-03-24,105.027,105.027,102.641,103.728,454141.0
2023-03-25,105.027,105.027,102.641,103.728,454141.0
2023-03-26,105.027,105.027,102.641,103.728,454141.0
2023-03-27,104.253,104.778,102.198,102.76,529819.0
2023-03-28,102.521,104.345,102.208,103.958,272764.0
2023-03-29,104.327,104.585,102.797,104.087,293043.0
2023-03-30,104.318,104.944,103.194,103.581,298662.0
2023-03-31,104.189,105.248,103.59,104.677,498784.0
2023-04-01,104.189,105.248,103.59,104.677,498784.0
2023-04-02,104.189,105.248,103.59,104.677,498784.0
2023-04-03,104.502,105.654,104.032,104.99,328147.0
2023-04-04,105.0,105.304,103.12,104.041,300536.0
2023-04-05,104.032,104.318,102.212,104.161,308291.0
2023-04-06,104.438,104.53,103.203,104.244,311793.0
2023-04-07,104.438,104.53,103.203,104.244,311793.0
2023-04-08,104.438,104.53,103.203,104.244,311793.0
2023-04-09,104.438,104.53,103.203,104.244,311793.0
2023-04-10,104.382,109.33,104.06,108.916,926558.0
2023-04-11,109.183,111.132,109.022,110.694,575489.0
2023-04-12,110.934,111.653,107.828,108.077,381833.0
2023-04-13,108.553,108.925,106.875,107.323,375576.0
2023-04-14,107.36,108.841,105.431,105.739,398656.0
2023-04-15,107.36,108.841,105.431,105.739,398656.0
2023-04-16,107.36,108.841,105.431,105.739,398656.0
2023-04-17,105.944,106.391,99.216,100.604,1159021.0
2023-04-18,101.07,101.797,99.598,100.483,479142.0
2023-04-19,100.045,100.921,98.946,100.157,419567.0
2023-04-20,99.906,100.324,98.741,99.002,471551.0
2023-04-21,98.974,100.437,98.601,99.393,263901.0
2023-04-22,98.974,100.437,98.601,99.393,263901.0
2023-04-23,98.974,100.437,98.601,99.393,263901.0
2023-04-24,99.179,99.314,96.817,98.033,413625.0
2023-04-25,97.697,97.697,95.619,95.685,349313.0
2023-04-26,95.89,96.626,95.526,95.526,381781.0
2023-04-27,95.787,98.135,95.442,97.995,340416.0
2023-04-28,98.126,99.123,96.393,98.918,348121.0
2023-04-29,98.126,99.123,96.393,98.918,348121.0
2023-04-30,98.126,99.123,96.393,98.918,348121.0
2023-05-01,98.452,100.092,96.812,96.831,327710.0
2023-05-02,96.831,97.467,94.407,96.318,341914.0
2023-05-03,96.682,97.809,95.098,95.34,382754.0
2023-05-04,95.386,96.402,94.157,95.843,277960.0
2023-05-05,97.101,97.25,94.734,96.542,287651.0
2023-05-06,97.101,97.25,94.734,96.542,287651.0
2023-05-07,97.101,97.25,94.734,96.542,287651.0
2023-05-08,96.411,96.57,93.546,94.166,522301.0
2023-05-09,92.992,94.846,92.479,92.628,557107.0
2023-05-10,93.56,94.18,90.672,91.501,497973.0
2023-05-11,91.249,91.631,89.116,91.557,490044.0
2023-05-12,91.697,94.278,91.128,94.175,771584.0
2023-05-13,91.697,94.278,91.128,94.175,771584.0
2023-05-14,91.697,94.278,91.128,94.175,771584.0
2023-05-15,94.641,99.281,94.116,99.179,1045941.0
2023-05-16,98.899,100.101,96.756,98.806,568859.0
2023-05-17,99.598,104.294,99.286,104.238,639853.0
2023-05-18,104.546,107.77,103.47,107.733,501917.0
2023-05-19,108.133,108.133,103.404,104.322,526762.0
2023-05-20,108.133,108.133,103.404,104.322,526762.0
2023-05-21,108.133,108.133,103.404,104.322,526762.0
2023-05-22,103.633,104.266,98.881,99.16,565796.0
2023-05-23,99.579,100.496,98.079,98.433,547478.0
2023-05-24,98.163,99.486,96.98,98.219,376235.0
2023-05-25,98.07,98.75,96.272,96.533,339937.0
2023-05-26,96.225,97.194,95.265,95.358,400459.0
2023-05-27,96.225,97.194,95.265,95.358,400459.0
2023-05-28,96.225,97.194,95.265,95.358,400459.0
2023-05-29,96.225,97.194,95.265,95.358,400459.0
2023-05-30,95.312,95.47,92.804,93.849,413165.0
2023-05-31,93.253,93.709,90.001,91.333,716292.0
2023-06-01,90.942,92.591,90.402,92.349,402550.0
2023-06-02,93.569,95.871,92.833,95.321,480048.0
2023-06-03,93.569,95.871,92.833,95.321,480048.0
2023-06-04,93.569,95.871,92.833,95.321,480048.0
2023-06-05,94.539,94.65,90.467,90.662,1043694.0
2023-06-06,87.541,89.647,85.128,86.535,1581892.0
2023-06-07,86.19,89.846,86.19,88.519,870735.0
2023-06-08,88.221,89.637,86.74,88.696,813355.0
2023-06-09,88.379,88.379,84.112,84.969,1114761.0
2023-06-10,88.379,88.379,84.112,84.969,1114761.0
2023-06-11,88.379,88.379,84.112,84.969,1114761.0
2023-06-12,85.053,87.056,84.112,86.917,787891.0
2023-06-13,87.354,88.081,86.32,87.354,528188.0
2023-06-14,88.081,89.451,86.833,89.442,672139.0
2023-06-15,88.696,90.019,87.83,89.479,659522.0
2023-06-16,90.318,90.383,88.338,88.529,774024.0
2023-06-17,90.318,90.383,88.338,88.529,774024.0
2023-06-18,90.318,90.383,88.338,88.529,774024.0
2023-06-19,90.318,90.383,88.338,88.529,774024.0
2023-06-20,88.966,89.33,86.963,87.066,516557.0
2023-06-21,86.74,87.792,86.553,87.299,429517.0
2023-06-22,86.33,87.168,84.256,85.966,576903.0
2023-06-23,85.258,86.087,84.158,84.289,534731.0
2023-06-24,85.258,86.087,84.158,84.289,534731.0
2023-06-25,85.258,86.087,84.158,84.289,534731.0
2023-06-26,84.093,86.339,83.926,86.302,489286.0
2023-06-27,86.302,88.063,85.319,87.802,456451.0
2023-06-28,87.774,87.908,85.701,86.991,387572.0
2023-06-29,86.945,88.277,86.292,88.044,346135.0
2023-06-30,88.519,88.584,86.637,86.823,438886.0
2023-07-01,88.519,88.584,86.637,86.823,438886.0
2023-07-02,88.519,88.584,86.637,86.823,438886.0
2023-07-03,86.497,87.914,86.32,86.805,282981.0
2023-07-04,86.497,87.914,86.32,86.805,282981.0
2023-07-05,86.693,86.693,83.953,84.485,866170.0
2023-07-06,84.047,85.1,83.092,84.783,617829.0
2023-07-07,85.016,87.056,85.016,86.516,447084.0
2023-07-08,85.016,87.056,85.016,86.516,447084.0
2023-07-09,85.016,87.056,85.016,86.516,447084.0
2023-07-10,86.469,88.976,86.469,88.016,666523.0
2023-07-11,88.566,89.926,88.435,89.898,460032.0
2023-07-12,90.728,91.026,89.144,89.917,497506.0
2023-07-13,89.982,91.193,89.786,90.401,334722.0
2023-07-14,90.383,90.527,87.41,87.634,483763.0
2023-07-15,90.383,90.527,87.41,87.634,483763.0
2023-07-16,90.383,90.527,87.41,87.634,483763.0
2023-07-17,87.606,88.538,86.339,86.385,613667.0
2023-07-18,86.74,91.874,85.98,90.83,869447.0
2023-07-19,91.305,91.594,89.684,91.026,630854.0
2023-07-20,90.79,92.452,89.477,91.923,711976.0
2023-07-21,92.546,92.867,90.563,90.761,563688.0
2023-07-22,92.546,92.867,90.563,90.761,563688.0
2023-07-23,92.546,92.867,90.563,90.761,563688.0
2023-07-24,91.167,91.569,90.166,90.204,359102.0
2023-07-25,89.552,90.12,87.834,88.098,462315.0
2023-07-26,88.485,90.62,88.485,90.469,364247.0
2023-07-27,90.742,91.413,89.316,89.713,342238.0
2023-07-28,89.959,90.672,88.245,88.533,308182.0
2023-07-29,89.959,90.672,88.245,88.533,308182.0
2023-07-30,89.959,90.672,88.245,88.533,308182.0
2023-07-31,88.495,89.855,87.843,88.013,575287.0
2023-08-01,87.824,88.127,86.502,87.56,416798.0
2023-08-02,86.974,88.164,86.379,88.051,299346.0
2023-08-03,87.248,88.202,86.526,87.088,423591.0
2023-08-04,87.815,87.824,85.435,85.492,481808.0
2023-08-05,87.815,87.824,85.435,85.492,481808.0
2023-08-06,87.815,87.824,85.435,85.492,481808.0
2023-08-07,85.718,86.634,85.265,85.426,552028.0
2023-08-08,85.237,85.936,84.311,85.53,448825.0
2023-08-09,84.887,85.539,84.283,84.387,294450.0
2023-08-10,84.292,85.662,82.838,83.018,575925.0
2023-08-11,83.036,83.721,81.922,82.489,608052.0
2023-08-12,83.036,83.721,81.922,82.489,608052.0
2023-08-13,83.036,83.721,81.922,82.489,608052.0
2023-08-14,81.932,82.319,78.751,81.337,987191.0
2023-08-15,80.978,81.412,80.033,81.167,433353.0
2023-08-16,80.846,81.658,80.307,81.025,491949.0
2023-08-17,80.987,81.365,79.108,79.231,496944.0
2023-08-18,78.796,80.652,78.721,80.355,359012.0
2023-08-19,78.796,80.652,78.721,80.355,359012.0
2023-08-20,78.796,80.652,78.721,80.355,359012.0
2023-08-21,80.288,80.789,78.353,78.456,524700.0
2023-08-22,78.589,79.245,77.69,78.881,350627.0
2023-08-23,78.947,79.004,77.871,77.956,279718.0
2023-08-24,77.71,78.929,77.03,77.068,396962.0
2023-08-25,77.474,77.673,76.077,76.133,332557.0
2023-08-26,77.474,77.673,76.077,76.133,332557.0
2023-08-27,77.474,77.673,76.077,76.133,332557.0
2023-08-28,76.067,76.969,75.765,76.445,438771.0
2023-08-29,76.313,77.776,76.294,77.654,379059.0
2023-08-30,77.54,79.306,77.191,79.066,333163.0
2023-08-31,79.231,79.476,77.786,77.843,268644.0
2023-09-01,78.154,78.409,76.067,76.757,379462.0
2023-09-02,78.154,78.409,76.067,76.757,379462.0
2023-09-03,78.154,78.409,76.067,76.757,379462.0
2023-09-04,78.154,78.409,76.067,76.757,379462.0
2023-09-05,76.284,76.284,72.219,72.441,772544.0
2023-09-06,72.224,72.753,70.023,70.751,812492.0
2023-09-07,70.751,72.828,70.269,72.535,492123.0
2023-09-08,71.893,72.63,70.533,70.599,427327.0
2023-09-09,71.893,72.63,70.533,70.599,427327.0
2023-09-10,71.893,72.63,70.533,70.599,427327.0
2023-09-11,70.939,71.194,69.759,70.349,594880.0
2023-09-12,69.995,71.109,69.665,70.052,766839.0
2023-09-13,71.128,73.942,67.143,67.927,1928083.0
2023-09-14,67.917,69.192,64.886,66.605,1376206.0
2023-09-15,66.605,66.931,65.028,65.566,1082434.0
2023-09-16,66.605,66.931,65.028,65.566,1082434.0
2023-09-17,66.605,66.931,65.028,65.566,1082434.0
2023-09-18,66.048,66.175,64.716,65.472,662951.0
2023-09-19,65.169,65.821,64.565,65.103,477525.0
2023-09-20,65.16,66.331,65.132,65.547,390858.0
2023-09-21,65.169,66.775,64.839,65.311,478502.0
2023-09-22,65.217,65.613,62.591,63.035,671877.0
2023-09-23,65.217,65.613,62.591,63.035,671877.0
2023-09-24,65.217,65.613,62.591,63.035,671877.0
2023-09-25,62.695,62.827,60.259,60.391,703558.0
2023-09-26,60.174,60.74,59.551,60.183,662240.0
2023-09-27,60.268,60.523,59.201,59.702,513393.0
2023-09-28,59.645,62.799,59.522,62.478,589492.0
2023-09-29,63.073,64.112,62.969,63.46,607835.0
2023-09-30,63.073,64.112,62.969,63.46,607835.0
2023-10-01,63.073,64.112,62.969,63.46,607835.0
2023-10-02,63.186,63.503,61.553,62.223,608642.0
2023-10-03,62.063,62.299,60.268,60.457,468181.0
2023-10-04,61.071,63.243,60.86,63.073,654967.0
2023-10-05,63.262,64.055,62.374,63.611,570202.0
2023-10-06,63.271,64.112,61.26,63.082,664913.0
2023-10-07,63.271,64.112,61.26,63.082,664913.0
2023-10-08,63.271,64.112,61.26,63.082,664913.0
2023-10-09,62.582,63.904,61.968,63.517,327080.0
2023-10-10,63.564,64.782,63.196,64.622,373669.0
2023-10-11,64.631,64.655,62.903,63.668,364971.0
2023-10-12,64.102,64.14,62.714,63.309,495737.0
2023-10-13,63.432,64.615,63.238,63.885,464489.0
2023-10-14,63.432,64.615,63.238,63.885,464489.0
2023-10-15,63.432,64.615,63.238,63.885,464489.0
2023-10-16,64.357,66.501,63.781,66.076,640258.0
2023-10-17,66.104,67.795,65.764,67.691,560204.0
2023-10-18,67.521,68.852,66.594,68.05,726692.0
2023-10-19,67.049,68.877,66.674,67.261,623286.0
2023-10-20,67.203,67.203,65.001,65.367,594899.0
2023-10-21,67.203,67.203,65.001,65.367,594899.0
2023-10-22,67.203,67.203,65.001,65.367,594899.0
2023-10-23,65.059,66.309,64.607,65.501,443922.0
2023-10-24,66.146,66.261,65.03,65.213,352389.0
2023-10-25,64.761,64.953,63.308,64.338,396417.0
2023-10-26,64.434,64.57,62.078,62.481,510271.0
2023-10-27,62.731,63.366,61.712,62.145,436633.0
2023-10-28,62.731,63.366,61.712,62.145,436633.0
2023-10-29,62.731,63.366,61.712,62.145,436633.0
2023-10-30,62.905,63.366,61.077,61.991,601649.0
2023-10-31,62.395,64.491,62.049,63.818,621282.0
2023-11-01,63.78,64.251,62.102,63.232,349644.0
2023-11-02,64.136,64.979,63.501,64.741,374014.0
2023-11-03,65.443,67.054,65.395,66.059,355352.0
2023-11-04,65.443,67.054,65.395,66.059,355352.0
2023-11-05,65.443,67.054,65.395,66.059,355352.0
2023-11-06,65.684,65.924,63.626,63.684,463817.0
2023-11-07,63.789,64.27,62.193,62.376,449411.0
2023-11-08,62.558,63.434,62.193,62.318,327583.0
2023-11-09,62.914,62.914,61.674,61.789,331719.0
2023-11-10,61.914,63.578,61.616,63.443,445029.0
2023-11-11,61.914,63.578,61.616,63.443,445029.0
2023-11-12,61.914,63.578,61.616,63.443,445029.0
2023-11-13,63.453,65.838,63.405,65.136,682946.0
2023-11-14,66.905,69.781,66.905,69.771,808027.0
2023-11-15,69.761,71.594,69.511,71.108,662317.0
2023-11-16,71.329,72.272,70.406,71.598,588717.0
2023-11-17,72.522,74.416,72.07,73.377,855128.0
2023-11-18,72.522,74.416,72.07,73.377,855128.0
2023-11-19,72.522,74.416,72.07,73.377,855128.0
2023-11-20,73.262,74.474,72.642,73.916,621809.0
2023-11-21,72.983,73.709,71.887,73.262,381284.0
2023-11-22,73.954,75.46,73.599,74.262,424240.0
2023-11-23,73.954,75.46,73.599,74.262,424240.0
2023-11-24,74.378,75.974,74.378,75.339,353273.0
2023-11-25,74.378,75.974,74.378,75.339,353273.0
2023-11-26,74.378,75.974,74.378,75.339,353273.0
2023-11-27,74.503,74.647,72.916,73.618,896820.0
2023-11-28,73.512,73.618,72.127,72.262,616268.0
2023-11-29,73.166,73.445,71.387,72.233,813694.0
2023-11-30,67.521,69.175,63.934,64.559,2009759.0
2023-12-01,64.443,69.704,64.443,69.588,1305672.0
2023-12-02,64.443,69.704,64.443,69.588,1305672.0
2023-12-03,64.443,69.704,64.443,69.588,1305672.0
2023-12-04,69.242,73.118,69.233,70.8,914871.0
2023-12-05,70.771,70.771,67.737,67.877,503851.0
2023-12-06,68.665,70.925,68.665,70.252,507995.0
2023-12-07,70.165,71.166,69.377,71.127,384198.0
2023-12-08,70.627,71.166,70.252,70.387,309419.0
2023-12-09,70.627,71.166,70.252,70.387,309419.0
2023-12-10,70.627,71.166,70.252,70.387,309419.0
2023-12-11,70.512,71.608,69.636,70.983,456550.0
2023-12-12,71.108,71.618,69.944,70.81,486684.0
2023-12-13,70.665,74.628,69.992,74.358,630392.0
2023-12-14,75.234,76.931,74.935,76.763,870298.0
2023-12-15,76.484,77.984,75.33,77.243,987561.0
2023-12-16,76.484,77.984,75.33,77.243,987561.0
2023-12-17,76.484,77.984,75.33,77.243,987561.0
2023-12-18,77.609,78.571,76.181,76.407,439102.0
2023-12-19,77.243,78.378,77.032,77.494,376278.0
2023-12-20,77.263,78.253,75.344,75.474,423297.0
2023-12-21,76.753,77.638,75.445,76.58,278772.0
2023-12-22,76.715,77.609,75.647,76.917,335833.0
2023-12-23,76.715,77.609,75.647,76.917,335833.0
2023-12-24,76.715,77.609,75.647,76.917,335833.0
2023-12-25,76.715,77.609,75.647,76.917,335833.0
2023-12-26,76.936,79.927,76.849,79.494,452573.0
2023-12-27,80.042,80.316,78.859,79.821,445746.0
2023-12-28,79.263,79.321,75.628,75.907,653951.0
2023-12-29,75.772,76.277,73.579,74.128,695704.0
2023-12-30,75.772,76.277,73.579,74.128,695704.0
2023-12-31,75.772,76.277,73.579,74.128,695704.0
2024-01-01,75.772,76.277,73.579,74.128,695704.0
2024-01-02,73.589,76.013,72.925,74.368,457332.0
2024-01-03,74.156,74.156,71.283,71.348,537268.0
2024-01-04,71.743,72.272,70.925,71.81,461249.0
2024-01-05,71.281,73.012,71.233,71.348,523509.0
2024-01-06,71.281,73.012,71.233,71.348,523509.0
2024-01-07,71.281,73.012,71.233,71.348,523509.0
2024-01-08,71.685,74.214,71.069,74.003,391627.0
2024-01-09,72.839,73.349,72.291,72.464,322181.0
2024-01-10,72.473,73.373,72.137,73.166,342803.0
2024-01-11,73.339,73.339,70.137,70.339,540257.0
2024-01-12,70.819,70.973,68.559,69.309,551363.0
2024-01-13,70.819,70.973,68.559,69.309,551363.0
2024-01-14,70.819,70.973,68.559,69.309,551363.0
2024-01-15,70.819,70.973,68.559,69.309,551363.0
2024-01-16,69.213,70.026,67.82,69.887,515743.0
2024-01-17,68.877,70.262,68.444,69.992,682790.0
2024-01-18,70.306,71.481,69.464,71.432,540962.0
2024-01-19,71.921,72.812,70.581,71.98,599694.0
2024-01-20,71.921,72.812,70.581,71.98,599694.0
2024-01-21,71.921,72.812,70.581,71.98,599694.0
2024-01-22,72.225,74.781,71.774,74.34,608395.0
2024-01-23,74.663,76.254,73.811,73.948,701441.0
2024-01-24,74.604,74.604,72.105,72.754,655741.0
2024-01-25,73.557,73.831,71.295,72.9,550435.0
2024-01-26,74.036,75.251,73.429,75.055,512157.0
2024-01-27,74.036,75.251,73.429,75.055,512157.0
2024-01-28,74.036,75.251,73.429,75.055,512157.0
2024-01-29,74.771,77.796,74.018,77.18,650940.0
2024-01-30,76.572,76.945,74.996,76.817,404668.0
2024-01-31,76.935,78.124,75.515,75.74,401894.0
2024-02-01,76.729,79.882,76.719,79.618,586470.0
2024-02-02,79.099,81.253,77.4,80.577,462554.0
2024-02-03,79.099,81.253,77.4,80.577,462554.0
2024-02-04,79.099,81.253,77.4,80.577,462554.0
2024-02-05,79.304,79.304,75.681,76.993,566661.0
2024-02-06,76.788,77.18,75.604,75.73,436575.0
2024-02-07,76.269,77.14,75.025,76.504,468455.0
2024-02-08,77.082,79.089,76.675,78.913,508744.0
2024-02-09,78.785,78.962,76.426,77.17,466825.0
2024-02-10,78.785,78.962,76.426,77.17,466825.0
2024-02-11,78.785,78.962,76.426,77.17,466825.0
2024-02-12,76.71,78.041,74.967,75.055,666171.0
2024-02-13,73.39,75.838,72.705,73.331,673055.0
2024-02-14,74.154,74.575,71.187,71.471,559519.0
2024-02-15,71.931,72.989,71.549,71.706,417127.0
2024-02-16,71.109,71.686,69.943,70.012,541608.0
2024-02-17,71.109,71.686,69.943,70.012,541608.0
2024-02-18,71.109,71.686,69.943,70.012,541608.0
2024-02-19,71.109,71.686,69.943,70.012,541608.0
2024-02-20,70.188,71.619,69.542,70.12,508061.0
2024-02-21,70.531,70.658,69.424,70.658,408242.0
2024-02-22,70.658,71.089,69.434,69.434,568853.0
2024-02-23,69.033,69.885,68.2,68.974,538969.0
2024-02-24,69.033,69.885,68.2,68.974,538969.0
2024-02-25,69.033,69.885,68.2,68.974,538969.0
2024-02-26,69.659,71.667,69.155,70.815,1123670.0
2024-02-27,72.46,72.656,67.809,68.641,1259631.0
2024-02-28,67.809,68.641,64.666,64.959,1264121.0
2024-02-29,65.498,65.796,64.098,64.754,1014200.0
2024-03-01,64.666,65.703,63.503,64.93,634775.0
2024-03-02,64.666,65.703,63.503,64.93,634775.0
2024-03-03,64.666,65.703,63.503,64.93,634775.0
2024-03-04,65.596,67.897,64.969,66.144,645163.0
2024-03-05,65.85,67.544,65.361,67.084,514424.0
2024-03-06,66.888,68.132,66.291,67.603,503208.0
2024-03-07,67.623,68.024,66.57,67.623,446136.0
2024-03-08,68.2,69.986,68.132,69.464,694671.0
2024-03-09,68.2,69.986,68.132,69.464,694671.0
2024-03-10,68.2,69.986,68.132,69.464,694671.0
2024-03-11,68.994,69.542,66.715,67.016,569807.0
2024-03-12,66.927,67.133,64.94,65.057,622306.0
2024-03-13,65.067,66.164,64.861,65.087,531695.0
2024-03-14,65.106,66.222,64.421,66.154,484574.0
2024-03-15,65.508,66.8,65.508,65.87,713204.0
2024-03-16,65.508,66.8,65.508,65.87,713204.0
2024-03-17,65.508,66.8,65.508,65.87,713204.0
2024-03-18,64.979,65.547,63.285,63.373,675901.0
2024-03-19,63.275,64.475,63.099,64.058,427120.0
2024-03-20,64.225,66.947,63.647,66.937,484970.0
2024-03-21,66.624,66.624,64.519,64.587,702076.0
2024-03-22,64.93,65.439,64.039,64.528,685559.0
2024-03-23,64.93,65.439,64.039,64.528,685559.0
2024-03-24,64.93,65.439,64.039,64.528,685559.0
2024-03-25,64.528,65.326,63.615,64.528,583128.0
2024-03-26,64.861,67.515,64.754,67.456,655685.0
2024-03-27,67.907,71.226,67.73,71.06,957165.0
2024-03-28,71.03,72.665,70.761,71.216,617292.0
2024-03-29,71.03,72.665,70.761,71.216,617292.0
2024-03-30,71.03,72.665,70.761,71.216,617292.0
2024-03-31,71.03,72.665,70.761,71.216,617292.0
2024-04-01,71.471,71.676,69.561,69.875,704558.0
2024-04-02,69.787,70.413,68.856,70.169,847578.0
2024-04-03,70.178,70.472,68.034,68.68,558835.0
2024-04-04,69.121,69.65,63.804,64.274,1175428.0
2024-04-05,63.804,64.147,62.482,62.893,853733.0
2024-04-06,63.804,64.147,62.482,62.893,853733.0
2024-04-07,63.804,64.147,62.482,62.893,853733.0
2024-04-08,63.402,65.537,63.26,65.028,827220.0
2024-04-09,65.116,65.18,63.696,63.951,807779.0
2024-04-10,62.423,62.864,60.499,61.16,1529076.0
2024-04-11,61.35,61.525,58.575,58.79,1374922.0
2024-04-12,58.52,59.9,56.79,59.16,1336117.0
2024-04-13,58.52,59.9,56.79,59.16,1336117.0
2024-04-14,58.52,59.9,56.79,59.16,1336117.0
2024-04-15,59.12,61.12,59.12,60.84,993077.0
2024-04-16,60.21,60.48,59.278,60.09,721473.0
2024-04-17,59.58,60.01,54.87,55.87,1436363.0
2024-04-18,55.87,56.51,55.385,56.38,771968.0
2024-04-19,56.09,58.72,56.09,58.7,801161.0
2024-04-20,56.09,58.72,56.09,58.7,801161.0
2024-04-21,56.09,58.72,56.09,58.7,801161.0
2024-04-22,59.0,59.94,58.415,59.6,749329.0
2024-04-23,59.53,61.06,59.365,60.84,555478.0
2024-04-24,60.57,61.42,60.3,61.07,388289.0
2024-04-25,60.98,62.3,60.58,60.69,563446.0
2024-04-26,60.4,61.01,59.27,59.32,481518.0
2024-04-27,60.4,61.01,59.27,59.32,481518.0
2024-04-28,60.4,61.01,59.27,59.32,481518.0
2024-04-29,59.71,60.96,58.865,59.28,515734.0
2024-04-30,58.81,58.96,57.82,58.19,505767.0
2024-05-01,58.18,58.38,55.75,56.36,639854.0
