,CBRL US Equity,CBRL US Equity,CBRL US Equity,CBRL US Equity,CBRL US Equity
2020-05-09,74.942,80.659,74.667,80.0,641462.0
2020-05-10,74.942,80.659,74.667,80.0,641462.0
2020-05-11,77.926,79.764,76.838,78.103,573925.0
2020-05-12,78.55,79.595,73.315,73.635,670000.0
2020-05-13,73.34,73.416,68.788,71.064,609307.0
2020-05-14,69.15,71.114,64.952,70.482,854081.0
2020-05-15,69.806,73.863,68.594,73.719,1074518.0
2020-05-16,69.806,73.863,68.594,73.719,1074518.0
2020-05-17,69.806,73.863,68.594,73.719,1074518.0
2020-05-18,78.642,80.691,77.091,79.974,737234.0
2020-05-19,80.126,83.835,78.398,81.508,709643.0
2020-05-20,82.731,84.268,82.2,83.11,515164.0
2020-05-21,83.456,85.985,83.119,84.813,484989.0
2020-05-22,85.277,86.617,83.178,86.406,500989.0
2020-05-23,85.277,86.617,83.178,86.406,500989.0
2020-05-24,85.277,86.617,83.178,86.406,500989.0
2020-05-25,85.277,86.617,83.178,86.406,500989.0
2020-05-26,91.675,91.844,89.412,91.279,722164.0
2020-05-27,93.934,96.24,91.877,95.215,761711.0
2020-05-28,95.258,96.152,90.811,91.321,632601.0
2020-05-29,89.138,90.613,86.828,90.309,675933.0
2020-05-30,89.138,90.613,86.828,90.309,675933.0
2020-05-31,89.138,90.613,86.828,90.309,675933.0
2020-06-01,90.68,93.218,90.646,90.781,938195.0
2020-06-02,88.699,92.231,87.047,90.225,1203897.0
2020-06-03,94.609,101.083,93.943,100.147,1093736.0
2020-06-04,100.67,106.992,100.543,105.862,1196243.0
2020-06-05,111.291,115.291,107.473,109.268,1315798.0
2020-06-06,111.291,115.291,107.473,109.268,1315798.0
2020-06-07,111.291,115.291,107.473,109.268,1315798.0
2020-06-08,112.775,113.761,108.583,111.983,568946.0
2020-06-09,107.666,112.455,105.61,109.799,844567.0
2020-06-10,108.745,109.158,100.661,100.729,941330.0
2020-06-11,93.462,97.146,91.296,93.614,875600.0
2020-06-12,98.495,98.925,92.172,96.438,444646.0
2020-06-13,98.495,98.925,92.172,96.438,444646.0
2020-06-14,98.495,98.925,92.172,96.438,444646.0
2020-06-15,90.722,99.076,90.571,97.888,462682.0
2020-06-16,103.283,103.485,96.48,98.916,512471.0
2020-06-17,99.009,99.017,95.308,95.527,389158.0
2020-06-18,95.258,97.197,93.572,95.763,391808.0
2020-06-19,97.247,97.938,93.597,94.415,754724.0
2020-06-20,97.247,97.938,93.597,94.415,754724.0
2020-06-21,97.247,97.938,93.597,94.415,754724.0
2020-06-22,94.002,94.895,91.903,93.049,352857.0
2020-06-23,94.929,97.135,94.048,96.176,398443.0
2020-06-24,94.313,95.359,90.385,92.122,603296.0
2020-06-25,89.955,94.018,89.711,91.793,370558.0
2020-06-26,90.613,91.306,85.42,86.301,812917.0
2020-06-27,90.613,91.306,85.42,86.301,812917.0
2020-06-28,90.613,91.306,85.42,86.301,812917.0
2020-06-29,86.963,92.299,85.471,92.147,490170.0
2020-06-30,91.329,93.816,90.208,93.496,430303.0
2020-07-01,93.15,95.258,90.798,92.139,439140.0
2020-07-02,94.625,94.727,88.91,89.298,368288.0
2020-07-03,94.625,94.727,88.91,89.298,368288.0
2020-07-04,94.625,94.727,88.91,89.298,368288.0
2020-07-05,94.625,94.727,88.91,89.298,368288.0
2020-07-06,90.461,90.917,87.182,90.503,517108.0
2020-07-07,88.657,89.778,86.415,86.87,390757.0
2020-07-08,86.625,87.169,83.667,87.022,494954.0
2020-07-09,86.828,87.005,82.284,82.748,592579.0
2020-07-10,82.41,84.821,81.062,83.844,675966.0
2020-07-11,82.41,84.821,81.062,83.844,675966.0
2020-07-12,82.41,84.821,81.062,83.844,675966.0
2020-07-13,84.855,87.034,83.283,84.695,548697.0
2020-07-14,84.08,85.825,82.857,85.294,278225.0
2020-07-15,87.983,93.985,87.578,93.605,506328.0
2020-07-16,91.565,93.125,90.065,90.874,334850.0
2020-07-17,91.245,91.376,89.238,89.517,238903.0
2020-07-18,91.245,91.376,89.238,89.517,238903.0
2020-07-19,91.245,91.376,89.238,89.517,238903.0
2020-07-20,89.357,89.58,85.997,87.013,230709.0
2020-07-21,87.966,89.677,87.624,88.556,197896.0
2020-07-22,87.544,90.874,87.35,89.441,310709.0
2020-07-23,88.733,91.085,87.721,90.065,325753.0
2020-07-24,89.719,92.729,89.719,92.164,406172.0
2020-07-25,89.719,92.729,89.719,92.164,406172.0
2020-07-26,89.719,92.729,89.719,92.164,406172.0
2020-07-27,92.172,92.231,88.64,90.115,343967.0
2020-07-28,89.643,92.223,89.213,91.22,213177.0
2020-07-29,92.021,96.893,91.583,94.979,567471.0
2020-07-30,93.361,95.502,92.83,94.853,305081.0
2020-07-31,95.165,95.165,91.801,93.125,306222.0
2020-08-01,95.165,95.165,91.801,93.125,306222.0
2020-08-02,95.165,95.165,91.801,93.125,306222.0
2020-08-03,92.914,93.142,90.942,91.877,236170.0
2020-08-04,91.877,95.047,91.877,93.782,306741.0
2020-08-05,95.266,95.443,93.808,94.533,239666.0
2020-08-06,94.077,98.195,94.077,97.028,302784.0
2020-08-07,96.185,98.158,96.028,98.141,244685.0
2020-08-08,96.185,98.158,96.028,98.141,244685.0
2020-08-09,96.185,98.158,96.028,98.141,244685.0
2020-08-10,98.562,100.737,97.947,99.523,254127.0
2020-08-11,101.167,104.657,100.982,101.715,518413.0
2020-08-12,103.376,104.084,99.253,100.923,351014.0
2020-08-13,101.286,103.292,100.369,101.8,185843.0
2020-08-14,100.386,102.797,100.386,102.022,150930.0
2020-08-15,100.386,102.797,100.386,102.022,150930.0
2020-08-16,100.386,102.797,100.386,102.022,150930.0
2020-08-17,102.431,102.951,99.465,100.556,189865.0
2020-08-18,99.508,100.539,97.292,100.19,264235.0
2020-08-19,99.857,100.556,98.783,99.09,218310.0
2020-08-20,98.008,100.403,97.582,99.516,353403.0
2020-08-21,98.033,101.476,98.033,100.513,174489.0
2020-08-22,98.033,101.476,98.033,100.513,174489.0
2020-08-23,98.033,101.476,98.033,100.513,174489.0
2020-08-24,101.647,103.351,99.107,102.823,254861.0
2020-08-25,103.496,105.516,103.062,104.101,343104.0
2020-08-26,103.965,104.996,103.155,103.846,251857.0
2020-08-27,104.792,110.911,104.792,110.681,556775.0
2020-08-28,111.209,118.973,110.996,118.189,869465.0
2020-08-29,111.209,118.973,110.996,118.189,869465.0
2020-08-30,111.209,118.973,110.996,118.189,869465.0
2020-08-31,118.146,118.146,113.825,113.953,516455.0
2020-09-01,113.612,116.57,111.431,115.82,382697.0
2020-09-02,116.195,118.104,115.628,116.357,248852.0
2020-09-03,116.757,118.938,112.598,115.232,289082.0
2020-09-04,116.851,117.763,113.669,116.152,268528.0
2020-09-05,116.851,117.763,113.669,116.152,268528.0
2020-09-06,116.851,117.763,113.669,116.152,268528.0
2020-09-07,116.851,117.763,113.669,116.152,268528.0
2020-09-08,113.774,116.22,113.604,113.604,301792.0
2020-09-09,113.911,116.288,112.692,116.024,378143.0
2020-09-10,116.629,119.016,116.058,116.842,498403.0
2020-09-11,117.686,117.686,113.949,116.578,417661.0
2020-09-12,117.686,117.686,113.949,116.578,417661.0
2020-09-13,117.686,117.686,113.949,116.578,417661.0
2020-09-14,117.669,119.139,114.661,117.695,475509.0
2020-09-15,115.726,117.09,109.428,111.823,806950.0
2020-09-16,113.604,113.604,104.374,106.505,1073270.0
2020-09-17,103.803,107.323,103.778,105.218,457519.0
2020-09-18,105.959,106.407,100.616,100.803,726874.0
2020-09-19,105.959,106.407,100.616,100.803,726874.0
2020-09-20,105.959,106.407,100.616,100.803,726874.0
2020-09-21,98.826,99.303,96.176,98.604,406205.0
2020-09-22,98.971,101.255,97.991,101.033,331506.0
2020-09-23,101.246,102.082,98.127,98.187,473434.0
2020-09-24,98.673,99.678,96.039,97.71,394158.0
2020-09-25,97.778,99.423,95.281,99.15,471523.0
2020-09-26,97.778,99.423,95.281,99.15,471523.0
2020-09-27,97.778,99.423,95.281,99.15,471523.0
2020-09-28,100.888,102.499,99.661,101.928,354250.0
2020-09-29,101.511,101.511,96.755,97.07,371990.0
2020-09-30,97.761,100.004,97.164,97.718,436674.0
2020-10-01,98.093,98.666,95.545,97.428,450848.0
2020-10-02,95.46,101.374,94.82,100.82,424586.0
2020-10-03,95.46,101.374,94.82,100.82,424586.0
2020-10-04,95.46,101.374,94.82,100.82,424586.0
2020-10-05,101.545,102.192,98.408,99.729,381953.0
2020-10-06,100.752,103.957,98.69,99.235,392309.0
2020-10-07,100.727,101.44,98.894,99.448,225062.0
2020-10-08,100.045,100.661,98.702,100.241,252532.0
2020-10-09,101.263,101.741,98.102,100.786,324813.0
2020-10-10,101.263,101.741,98.102,100.786,324813.0
2020-10-11,101.263,101.741,98.102,100.786,324813.0
2020-10-12,102.354,103.07,100.147,100.369,341552.0
2020-10-13,100.369,100.565,97.386,99.908,249270.0
2020-10-14,100.096,100.972,99.508,100.522,206311.0
2020-10-15,98.783,102.384,98.783,102.303,233060.0
2020-10-16,102.303,102.495,99.636,99.687,219634.0
2020-10-17,102.303,102.495,99.636,99.687,219634.0
2020-10-18,102.303,102.495,99.636,99.687,219634.0
2020-10-19,100.709,101.28,99.218,99.499,262340.0
2020-10-20,100.121,103.488,99.683,102.32,383087.0
2020-10-21,101.826,102.789,100.94,102.337,240760.0
2020-10-22,102.857,107.877,102.192,107.689,595690.0
2020-10-23,108.081,108.482,103.974,106.522,889883.0
2020-10-24,108.081,108.482,103.974,106.522,889883.0
2020-10-25,108.081,108.482,103.974,106.522,889883.0
2020-10-26,104.562,105.243,101.161,102.397,626073.0
2020-10-27,101.511,104.272,101.511,103.377,380510.0
2020-10-28,101.033,101.575,93.218,93.295,559983.0
2020-10-29,93.389,96.815,91.12,96.414,362023.0
2020-10-30,96.448,97.867,94.275,97.002,351409.0
2020-10-31,96.448,97.867,94.275,97.002,351409.0
2020-11-01,96.448,97.867,94.275,97.002,351409.0
2020-11-02,98.255,98.92,94.232,97.675,302969.0
2020-11-03,99.175,99.849,97.318,98.042,332516.0
2020-11-04,97.582,99.38,95.681,97.573,350935.0
2020-11-05,100.275,101.851,99.789,101.102,408964.0
2020-11-06,100.403,103.974,99.101,102.218,360832.0
2020-11-07,100.403,103.974,99.101,102.218,360832.0
2020-11-08,100.403,103.974,99.101,102.218,360832.0
2020-11-09,114.567,127.146,112.496,117.004,1290806.0
2020-11-10,116.459,119.314,112.931,114.882,642276.0
2020-11-11,115.121,115.896,109.232,110.681,469859.0
2020-11-12,108.718,110.706,107.272,108.294,311824.0
2020-11-13,108.61,111.158,108.346,110.561,170967.0
2020-11-14,108.61,111.158,108.346,110.561,170967.0
2020-11-15,108.61,111.158,108.346,110.561,170967.0
2020-11-16,114.192,117.124,112.82,115.854,367278.0
2020-11-17,115.053,118.905,114.303,116.885,324626.0
2020-11-18,117.021,118.879,116.357,116.681,228914.0
2020-11-19,116.34,118.729,115.82,118.428,206256.0
2020-11-20,117.013,118.973,115.641,118.581,267157.0
2020-11-21,117.013,118.973,115.641,118.581,267157.0
2020-11-22,117.013,118.973,115.641,118.581,267157.0
2020-11-23,120.115,121.018,118.036,120.754,245518.0
2020-11-24,121.7,124.214,120.695,123.916,287766.0
2020-11-25,122.723,123.873,121.176,123.558,206891.0
2020-11-26,122.723,123.873,121.176,123.558,206891.0
2020-11-27,123.848,124.485,121.598,121.922,106419.0
2020-11-28,123.848,124.485,121.598,121.922,106419.0
2020-11-29,123.848,124.485,121.598,121.922,106419.0
2020-11-30,121.802,121.802,118.078,118.956,330779.0
2020-12-01,120.856,121.598,118.956,121.104,510089.0
2020-12-02,119.936,121.283,118.206,120.729,443581.0
2020-12-03,118.624,125.552,118.462,123.217,680147.0
2020-12-04,125.68,125.68,118.885,120.285,732171.0
2020-12-05,125.68,125.68,118.885,120.285,732171.0
2020-12-06,125.68,125.68,118.885,120.285,732171.0
2020-12-07,120.038,121.862,111.541,111.976,659524.0
2020-12-08,111.934,115.053,111.841,113.314,395097.0
2020-12-09,114.149,115.304,112.666,115.138,239961.0
2020-12-10,113.595,116.493,113.272,116.263,209026.0
2020-12-11,115.607,116.757,114.806,115.095,431699.0
2020-12-12,115.607,116.757,114.806,115.095,431699.0
2020-12-13,115.607,116.757,114.806,115.095,431699.0
2020-12-14,116.195,116.791,114.081,115.036,345850.0
2020-12-15,115.053,117.439,114.703,116.723,268575.0
2020-12-16,116.118,117.976,114.736,116.323,204592.0
2020-12-17,115.675,116.732,114.141,115.786,356562.0
2020-12-18,115.82,117.482,113.902,114.857,440796.0
2020-12-19,115.82,117.482,113.902,114.857,440796.0
2020-12-20,115.82,117.482,113.902,114.857,440796.0
2020-12-21,111.695,114.712,109.522,114.107,250987.0
2020-12-22,114.703,116.084,112.999,115.521,231791.0
2020-12-23,116.416,116.757,114.124,115.649,269437.0
2020-12-24,116.446,116.732,113.195,115.095,225086.0
2020-12-25,116.446,116.732,113.195,115.095,225086.0
2020-12-26,116.446,116.732,113.195,115.095,225086.0
2020-12-27,116.446,116.732,113.195,115.095,225086.0
2020-12-28,116.519,118.445,114.754,117.158,300807.0
2020-12-29,116.859,116.928,113.945,115.249,170715.0
2020-12-30,114.695,116.331,112.607,113.212,202683.0
2020-12-31,113.135,113.872,111.12,112.428,247434.0
2021-01-01,113.135,113.872,111.12,112.428,247434.0
2021-01-02,113.135,113.872,111.12,112.428,247434.0
2021-01-03,113.135,113.872,111.12,112.428,247434.0
2021-01-04,112.428,112.905,105.456,107.834,453709.0
2021-01-05,108.064,111.043,108.064,110.604,289395.0
2021-01-06,110.8,115.445,110.8,114.175,321994.0
2021-01-07,114.473,115.351,113.033,114.431,262589.0
2021-01-08,114.865,116.519,114.473,116.365,399879.0
2021-01-09,114.865,116.519,114.473,116.365,399879.0
2021-01-10,114.865,116.519,114.473,116.365,399879.0
2021-01-11,114.115,118.564,113.796,117.661,263944.0
2021-01-12,118.155,121.513,117.661,120.141,290267.0
2021-01-13,119.365,120.429,118.462,119.408,186552.0
2021-01-14,120.829,123.558,120.562,121.947,235641.0
2021-01-15,121.547,121.636,118.215,120.217,250155.0
2021-01-16,121.547,121.636,118.215,120.217,250155.0
2021-01-17,121.547,121.636,118.215,120.217,250155.0
2021-01-18,121.547,121.636,118.215,120.217,250155.0
2021-01-19,120.652,121.606,119.118,120.507,177385.0
2021-01-20,120.132,122.697,119.374,121.998,268872.0
2021-01-21,121.393,121.913,118.982,119.28,186324.0
2021-01-22,118.982,119.425,117.081,119.22,164297.0
2021-01-23,118.982,119.425,117.081,119.22,164297.0
2021-01-24,118.982,119.425,117.081,119.22,164297.0
2021-01-25,118.291,121.376,117.827,119.143,240063.0
2021-01-26,120.686,120.805,115.905,116.161,201400.0
2021-01-27,115.044,118.619,113.732,116.467,325489.0
2021-01-28,118.167,119.57,115.232,118.053,246462.0
2021-01-29,117.03,117.823,114.098,115.317,384096.0
2021-01-30,117.03,117.823,114.098,115.317,384096.0
2021-01-31,117.03,117.823,114.098,115.317,384096.0
2021-02-01,115.411,118.087,113.502,117.788,236947.0
2021-02-02,120.0,120.0,117.929,118.879,255298.0
2021-02-03,118.564,123.43,118.564,121.973,265580.0
2021-02-04,122.885,126.848,121.837,125.476,281009.0
2021-02-05,126.822,128.177,124.726,125.936,209474.0
2021-02-06,126.822,128.177,124.726,125.936,209474.0
2021-02-07,126.822,128.177,124.726,125.936,209474.0
2021-02-08,125.425,127.325,123.831,126.882,294658.0
2021-02-09,125.919,128.467,125.356,127.24,335705.0
2021-02-10,127.24,129.541,126.984,127.521,188819.0
2021-02-11,127.836,128.339,125.944,127.87,264475.0
2021-02-12,127.64,128.305,124.905,127.41,255904.0
2021-02-13,127.64,128.305,124.905,127.41,255904.0
2021-02-14,127.64,128.305,124.905,127.41,255904.0
2021-02-15,127.64,128.305,124.905,127.41,255904.0
2021-02-16,127.726,127.836,123.822,125.331,221565.0
2021-02-17,124.334,126.089,123.243,124.649,301001.0
2021-02-18,123.908,128.407,123.575,127.964,242200.0
2021-02-19,128.731,131.808,128.514,130.606,257064.0
2021-02-20,128.731,131.808,128.514,130.606,257064.0
2021-02-21,128.731,131.808,128.514,130.606,257064.0
2021-02-22,130.598,135.66,130.069,134.654,370027.0
2021-02-23,128.689,133.231,125.883,129.541,470928.0
2021-02-24,129.362,136.359,129.132,134.978,341232.0
2021-02-25,135.489,135.489,130.487,131.314,321671.0
2021-02-26,133.24,133.785,129.055,131.987,193370.0
2021-02-27,133.24,133.785,129.055,131.987,193370.0
2021-02-28,133.24,133.785,129.055,131.987,193370.0
2021-03-01,134.705,136.265,133.457,135.779,261791.0
2021-03-02,136.009,136.457,133.376,133.93,221067.0
2021-03-03,134.356,137.577,133.188,135.771,307158.0
2021-03-04,136.768,137.85,132.524,135.737,228335.0
2021-03-05,137.697,139.751,133.316,139.197,283584.0
2021-03-06,137.697,139.751,133.316,139.197,283584.0
2021-03-07,137.697,139.751,133.316,139.197,283584.0
2021-03-08,140.509,143.296,140.296,142.538,333931.0
2021-03-09,143.466,143.816,139.512,140.799,490052.0
2021-03-10,141.677,145.154,141.396,144.643,306592.0
2021-03-11,144.361,145.393,142.465,143.782,189889.0
2021-03-12,144.864,147.31,144.327,146.594,215216.0
2021-03-13,144.864,147.31,144.327,146.594,215216.0
2021-03-14,144.864,147.31,144.327,146.594,215216.0
2021-03-15,147.31,148.793,145.128,146.858,211098.0
2021-03-16,144.31,145.733,141.523,143.168,290775.0
2021-03-17,143.109,148.052,140.854,147.898,326028.0
2021-03-18,147.412,149.142,144.873,145.018,279946.0
2021-03-19,146.023,146.91,142.474,144.907,376383.0
2021-03-20,146.023,146.91,142.474,144.907,376383.0
2021-03-21,146.023,146.91,142.474,144.907,376383.0
2021-03-22,145.256,145.626,141.029,142.256,226268.0
2021-03-23,140.177,141.498,135.771,136.026,369811.0
2021-03-24,137.109,142.307,136.141,136.325,400577.0
2021-03-25,135.328,143.509,135.285,143.16,291741.0
2021-03-26,144.813,146.714,142.452,146.611,202182.0
2021-03-27,144.813,146.714,142.452,146.611,202182.0
2021-03-28,144.813,146.714,142.452,146.611,202182.0
2021-03-29,146.62,149.006,142.486,143.79,273937.0
2021-03-30,144.063,146.731,144.063,146.645,159340.0
2021-03-31,146.33,148.29,146.33,147.336,340670.0
2021-04-01,146.594,147.387,144.37,145.282,433580.0
2021-04-02,146.594,147.387,144.37,145.282,433580.0
2021-04-03,146.594,147.387,144.37,145.282,433580.0
2021-04-04,146.594,147.387,144.37,145.282,433580.0
2021-04-05,146.543,147.438,144.694,146.645,216152.0
2021-04-06,146.108,149.458,145.938,146.304,194226.0
2021-04-07,147.498,148.87,145.938,148.537,219141.0
2021-04-08,148.299,149.577,146.181,149.151,182002.0
2021-04-09,148.759,149.909,146.564,149.219,379011.0
2021-04-10,148.759,149.909,146.564,149.219,379011.0
2021-04-11,148.759,149.909,146.564,149.219,379011.0
2021-04-12,148.963,152.236,148.963,151.708,322254.0
2021-04-13,150.395,151.682,147.864,148.145,557815.0
2021-04-14,148.844,152.398,147.966,149.245,306712.0
2021-04-15,147.532,148.802,144.404,145.512,391363.0
2021-04-16,147.344,147.489,144.285,146.236,172394.0
2021-04-17,147.344,147.489,144.285,146.236,172394.0
2021-04-18,147.344,147.489,144.285,146.236,172394.0
2021-04-19,146.603,148.793,145.129,148.111,343588.0
2021-04-20,147.881,147.89,140.697,142.529,396946.0
2021-04-21,142.853,145.495,142.103,144.941,214775.0
2021-04-22,145.001,147.804,144.229,146.006,186419.0
2021-04-23,147.029,147.029,144.276,145.41,175251.0
2021-04-24,147.029,147.029,144.276,145.41,175251.0
2021-04-25,147.029,147.029,144.276,145.41,175251.0
2021-04-26,146.875,147.864,143.1,143.236,235888.0
2021-04-27,143.236,144.447,141.779,142.137,244466.0
2021-04-28,142.751,143.39,139.844,140.927,276880.0
2021-04-29,142.256,146.415,141.685,144.472,316746.0
2021-04-30,143.211,145.393,141.374,142.725,262636.0
2021-05-01,143.211,145.393,141.374,142.725,262636.0
2021-05-02,143.211,145.393,141.374,142.725,262636.0
2021-05-03,143.62,144.881,141.975,142.12,223445.0
2021-05-04,143.015,143.015,137.808,140.842,243425.0
2021-05-05,141.097,141.643,137.663,139.487,191294.0
2021-05-06,139.836,140.452,136.257,138.08,200431.0
2021-05-07,137.45,140.467,136.836,140.134,176658.0
2021-05-08,137.45,140.467,136.836,140.134,176658.0
2021-05-09,137.45,140.467,136.836,140.134,176658.0
2021-05-10,140.432,140.432,135.225,135.873,294829.0
2021-05-11,134.501,134.808,131.688,132.856,262455.0
2021-05-12,132.856,133.487,125.782,126.558,458422.0
2021-05-13,127.41,129.89,126.183,128.902,555827.0
2021-05-14,130.581,134.475,130.154,134.092,228779.0
2021-05-15,130.581,134.475,130.154,134.092,228779.0
2021-05-16,130.581,134.475,130.154,134.092,228779.0
2021-05-17,133.333,136.146,132.762,135.984,316479.0
2021-05-18,136.418,138.502,135.2,136.555,338062.0
2021-05-19,134.186,137.39,133.154,137.364,289557.0
2021-05-20,136.938,138.379,135.119,137.952,225911.0
2021-05-21,138.711,140.585,135.762,136.674,293145.0
2021-05-22,138.711,140.585,135.762,136.674,293145.0
2021-05-23,138.711,140.585,135.762,136.674,293145.0
2021-05-24,137.612,138.702,136.453,137.126,328654.0
2021-05-25,140.492,140.799,130.129,134.399,880924.0
2021-05-26,135.507,139.018,134.646,136.359,439610.0
2021-05-27,137.381,137.381,133.802,136.384,364513.0
2021-05-28,136.649,136.768,132.251,134.416,382350.0
2021-05-29,136.649,136.768,132.251,134.416,382350.0
2021-05-30,136.649,136.768,132.251,134.416,382350.0
2021-05-31,136.649,136.768,132.251,134.416,382350.0
2021-06-01,134.85,135.217,132.311,134.646,438458.0
2021-06-02,135.089,135.967,133.248,133.947,582385.0
2021-06-03,133.444,133.444,129.933,132.012,394093.0
2021-06-04,132.106,133.112,131.264,132.83,209877.0
2021-06-05,132.106,133.112,131.264,132.83,209877.0
2021-06-06,132.106,133.112,131.264,132.83,209877.0
2021-06-07,133.325,134.347,132.95,134.024,255456.0
2021-06-08,134.33,139.231,133.947,137.884,322072.0
2021-06-09,138.387,138.754,134.117,134.237,255524.0
2021-06-10,134.237,134.552,131.22,131.936,311225.0
2021-06-11,132.498,133.615,131.808,132.379,156995.0
2021-06-12,132.498,133.615,131.808,132.379,156995.0
2021-06-13,132.498,133.615,131.808,132.379,156995.0
2021-06-14,132.634,133.103,129.907,130.708,152861.0
2021-06-15,126.328,129.566,125.733,128.271,443953.0
2021-06-16,128.084,129.762,127.504,129.226,1005387.0
2021-06-17,129.217,129.626,124.444,124.734,488419.0
2021-06-18,123.797,124.322,122.212,122.723,424754.0
2021-06-19,123.797,124.322,122.212,122.723,424754.0
2021-06-20,123.797,124.322,122.212,122.723,424754.0
2021-06-21,123.268,125.369,122.569,124.734,247481.0
2021-06-22,125.288,125.467,123.481,125.339,215312.0
2021-06-23,125.314,127.657,124.572,127.018,405973.0
2021-06-24,128.476,129.618,127.487,129.566,245382.0
2021-06-25,130.018,130.824,125.987,127.086,1028167.0
2021-06-26,130.018,130.824,125.987,127.086,1028167.0
2021-06-27,130.018,130.824,125.987,127.086,1028167.0
2021-06-28,127.086,127.568,123.175,126.183,351929.0
2021-06-29,126.2,126.2,123.507,123.899,292647.0
2021-06-30,123.822,127.47,123.507,126.524,352579.0
2021-07-01,127.402,128.851,126.307,127.325,258023.0
2021-07-02,127.427,127.973,126.848,127.402,197899.0
2021-07-03,127.427,127.973,126.848,127.402,197899.0
2021-07-04,127.427,127.973,126.848,127.402,197899.0
2021-07-05,127.427,127.973,126.848,127.402,197899.0
2021-07-06,127.282,128.382,124.104,125.084,248504.0
2021-07-07,124.53,124.871,121.666,124.112,284010.0
2021-07-08,122.024,123.916,120.422,121.624,365746.0
2021-07-09,123.089,125.621,122.919,124.061,237955.0
2021-07-10,123.089,125.621,122.919,124.061,237955.0
2021-07-11,123.089,125.621,122.919,124.061,237955.0
2021-07-12,123.942,125.007,123.149,124.99,212771.0
2021-07-13,124.104,124.525,123.464,123.643,237824.0
2021-07-14,124.223,126.302,123.814,124.538,367045.0
2021-07-15,124.572,124.572,119.698,121.878,397396.0
2021-07-16,122.633,124.384,118.351,120.9,1059645.0
2021-07-17,122.633,124.384,118.351,120.9,1059645.0
2021-07-18,122.633,124.384,118.351,120.9,1059645.0
2021-07-19,118.523,119.776,114.687,116.48,417424.0
2021-07-20,117.03,123.268,116.692,121.56,408750.0
2021-07-21,122.032,124.667,121.466,121.835,363369.0
2021-07-22,121.363,122.11,119.741,120.96,186507.0
2021-07-23,122.093,122.093,118.523,119.089,195979.0
2021-07-24,122.093,122.093,118.523,119.089,195979.0
2021-07-25,122.093,122.093,118.523,119.089,195979.0
2021-07-26,118.995,122.702,118.995,121.346,296439.0
2021-07-27,119.587,121.209,118.609,120.823,187282.0
2021-07-28,120.539,120.539,116.0,118.24,411300.0
2021-07-29,119.587,121.621,118.617,119.621,233487.0
2021-07-30,118.746,120.209,116.369,116.858,269528.0
2021-07-31,118.746,120.209,116.369,116.858,269528.0
2021-08-01,118.746,120.209,116.369,116.858,269528.0
2021-08-02,117.742,119.278,116.142,117.236,309813.0
2021-08-03,117.742,117.742,113.7,115.107,235131.0
2021-08-04,114.344,115.459,113.511,114.241,179289.0
2021-08-05,115.004,115.803,114.14,114.773,181201.0
2021-08-06,115.554,116.914,114.747,115.768,152018.0
2021-08-07,115.554,116.914,114.747,115.768,152018.0
2021-08-08,115.554,116.914,114.747,115.768,152018.0
2021-08-09,115.125,115.279,112.713,114.696,277712.0
2021-08-10,114.678,116.618,114.301,116.189,168727.0
2021-08-11,116.704,118.84,114.987,118.772,162254.0
2021-08-12,118.231,118.832,116.626,118.171,155808.0
2021-08-13,118.351,118.411,117.424,117.75,102928.0
2021-08-14,118.351,118.411,117.424,117.75,102928.0
2021-08-15,118.351,118.411,117.424,117.75,102928.0
2021-08-16,117.081,118.008,116.042,117.699,142811.0
2021-08-17,116.995,117.673,114.987,115.725,160207.0
2021-08-18,115.451,117.158,113.734,115.391,181279.0
2021-08-19,114.541,114.987,111.366,114.378,269359.0
2021-08-20,113.812,116.927,113.477,116.618,168517.0
2021-08-21,113.812,116.927,113.477,116.618,168517.0
2021-08-22,113.812,116.927,113.477,116.618,168517.0
2021-08-23,117.244,118.789,115.871,117.759,222194.0
2021-08-24,118.257,120.891,118.257,120.085,243434.0
2021-08-25,118.291,122.131,117.661,121.492,335254.0
2021-08-26,120.986,121.981,119.252,120.565,176855.0
2021-08-27,120.651,124.658,120.651,123.955,239516.0
2021-08-28,120.651,124.658,120.651,123.955,239516.0
2021-08-29,120.651,124.658,120.651,123.955,239516.0
2021-08-30,123.955,123.955,120.299,121.363,258578.0
2021-08-31,121.458,123.611,121.056,123.208,473975.0
2021-09-01,123.98,125.585,122.766,125.413,252349.0
2021-09-02,125.506,125.792,123.903,125.165,226909.0
2021-09-03,124.976,125.087,121.672,122.976,293950.0
2021-09-04,124.976,125.087,121.672,122.976,293950.0
2021-09-05,124.976,125.087,121.672,122.976,293950.0
2021-09-06,124.976,125.087,121.672,122.976,293950.0
2021-09-07,122.273,124.143,121.08,121.526,264518.0
2021-09-08,120.325,121.174,118.021,118.351,271973.0
2021-09-09,117.974,119.544,117.021,117.948,307077.0
2021-09-10,118.712,119.458,116.377,116.489,181575.0
2021-09-11,118.712,119.458,116.377,116.489,181575.0
2021-09-12,118.712,119.458,116.377,116.489,181575.0
2021-09-13,117.244,118.754,115.631,118.6,170668.0
2021-09-14,119.063,119.063,115.717,116.094,243078.0
2021-09-15,114.738,115.768,112.902,115.622,315876.0
2021-09-16,116.051,118.042,115.983,117.055,145828.0
2021-09-17,116.978,119.595,116.18,118.943,503052.0
