,SO US Equity,SO US Equity,SO US Equity,SO US Equity,SO US Equity
2020-03-04,54.8517,57.5671,54.8432,57.5332,6517378.0
2020-03-05,56.8543,58.1781,56.2688,57.338,7867244.0
2020-03-06,55.59,56.9859,53.8843,56.744,9790809.0
2020-03-07,55.59,56.9859,53.8843,56.744,9790809.0
2020-03-08,55.59,56.9859,53.8843,56.744,9790809.0
2020-03-09,53.3413,55.2505,52.3569,52.7473,8520034.0
2020-03-10,53.5364,53.7825,50.0403,52.6285,10316630.0
2020-03-11,51.2877,51.5423,48.445,49.3699,7726640.0
2020-03-12,45.6702,48.0971,42.4541,44.287,10790436.0
2020-03-13,46.7733,46.8327,43.2772,45.7974,9862382.0
2020-03-14,46.7733,46.8327,43.2772,45.7974,9862382.0
2020-03-15,46.7733,46.8327,43.2772,45.7974,9862382.0
2020-03-16,41.5122,44.6604,40.1629,40.409,10451495.0
2020-03-17,41.5885,48.0122,41.5232,47.9952,10298355.0
2020-03-18,44.9828,47.6473,42.8868,47.4522,8141908.0
2020-03-19,47.4522,47.537,42.8614,43.1923,6855363.0
2020-03-20,43.2857,43.4639,39.1616,39.3398,11839181.0
2020-03-21,43.2857,43.4639,39.1616,39.3398,11839181.0
2020-03-22,43.2857,43.4639,39.1616,39.3398,11839181.0
2020-03-23,38.7628,38.8986,35.6061,36.6838,10345983.0
2020-03-24,38.6694,41.911,37.9397,41.614,8055163.0
2020-03-25,41.5037,44.1258,40.0696,42.5474,8206540.0
2020-03-26,42.4286,47.3503,42.3455,46.7903,8650472.0
2020-03-27,45.161,49.4378,44.9743,47.5285,10065107.0
2020-03-28,45.161,49.4378,44.9743,47.5285,10065107.0
2020-03-29,45.161,49.4378,44.9743,47.5285,10065107.0
2020-03-30,48.131,49.5312,47.7407,49.2087,7222648.0
2020-03-31,48.3686,48.6147,45.475,45.9417,9808419.0
2020-04-01,44.0409,44.4906,41.8007,42.5474,6933156.0
2020-04-02,41.928,44.847,41.8431,44.4652,5471118.0
2020-04-03,43.7778,44.8216,42.3777,42.6577,6180478.0
2020-04-04,43.7778,44.8216,42.3777,42.6577,6180478.0
2020-04-05,43.7778,44.8216,42.3777,42.6577,6180478.0
2020-04-06,44.5755,47.6898,44.3209,47.0109,6795841.0
2020-04-07,48.6741,48.7929,46.5696,46.7733,6086049.0
2020-04-08,46.9091,49.7433,46.5018,49.3699,5636153.0
2020-04-09,49.9894,52.4927,49.9045,51.1944,7530945.0
2020-04-10,49.9894,52.4927,49.9045,51.1944,7530945.0
2020-04-11,49.9894,52.4927,49.9045,51.1944,7530945.0
2020-04-12,49.9894,52.4927,49.9045,51.1944,7530945.0
2020-04-13,50.9143,51.1095,48.5044,48.9796,4771812.0
2020-04-14,50.1252,50.5664,49.2511,50.0658,4522706.0
2020-04-15,49.2002,49.2087,47.0788,47.4267,5571903.0
2020-04-16,47.7067,47.9019,46.6842,46.943,5003642.0
2020-04-17,47.9443,49.0899,47.5285,48.7674,4648081.0
2020-04-18,47.9443,49.0899,47.5285,48.7674,4648081.0
2020-04-19,47.9443,49.0899,47.5285,48.7674,4648081.0
2020-04-20,48.165,48.165,46.8582,47.1212,4436615.0
2020-04-21,46.5951,47.3673,46.1623,47.0958,5497974.0
2020-04-22,47.9274,48.899,47.7152,48.411,3663227.0
2020-04-23,48.3771,48.7929,47.6049,48.1989,4653205.0
2020-04-24,48.2922,49.3784,47.7661,48.9881,4860081.0
2020-04-25,48.2922,49.3784,47.7661,48.9881,4860081.0
2020-04-26,48.2922,49.3784,47.7661,48.9881,4860081.0
2020-04-27,49.3784,50.2567,49.1917,49.6245,4661921.0
2020-04-28,50.244,50.8125,49.0144,49.2681,3713897.0
2020-04-29,50.2525,50.3161,48.5977,48.6826,4590319.0
2020-04-30,48.742,48.7505,47.2417,48.1395,8494305.0
2020-05-01,47.6728,47.7916,45.8993,46.1708,4758658.0
2020-05-02,47.6728,47.7916,45.8993,46.1708,4758658.0
2020-05-03,47.6728,47.7916,45.8993,46.1708,4758658.0
2020-05-04,46.2217,46.7648,45.5429,46.6036,4480339.0
2020-05-05,46.8751,47.7398,46.8072,47.2061,4002683.0
2020-05-06,47.4606,47.4606,45.3986,45.5174,3796693.0
2020-05-07,46.0605,46.4593,45.7126,46.0181,4697698.0
2020-05-08,46.5102,47.2146,46.2854,47.0194,4349403.0
2020-05-09,46.5102,47.2146,46.2854,47.0194,4349403.0
2020-05-10,46.5102,47.2146,46.2854,47.0194,4349403.0
2020-05-11,46.5612,47.52,45.8399,47.3588,6947118.0
2020-05-12,47.554,48.2583,46.8666,47.1127,8898166.0
2020-05-13,46.8157,47.0618,45.2459,45.6447,7166296.0
2020-05-14,45.1695,46.5102,44.7155,46.4593,5028772.0
2020-05-15,46.0214,46.1245,44.6391,45.1113,7756250.0
2020-05-16,46.0214,46.1245,44.6391,45.1113,7756250.0
2020-05-17,46.0214,46.1245,44.6391,45.1113,7756250.0
2020-05-18,46.3305,47.0818,46.1502,46.7255,4266066.0
2020-05-19,46.4421,46.6825,45.9871,45.9957,3199363.0
2020-05-20,46.528,47.4982,46.1502,47.0775,6340913.0
2020-05-21,46.9916,47.3093,46.0987,46.2189,3198469.0
2020-05-22,46.1245,46.8972,46.0042,46.8629,4437827.0
2020-05-23,46.1245,46.8972,46.0042,46.8629,4437827.0
2020-05-24,46.1245,46.8972,46.0042,46.8629,4437827.0
2020-05-25,46.1245,46.8972,46.0042,46.8629,4437827.0
2020-05-26,47.6528,47.9318,46.8285,46.9315,6801394.0
2020-05-27,47.7816,47.7816,46.6997,47.2321,4483142.0
2020-05-28,47.8159,48.9836,47.6699,48.8634,4551371.0
2020-05-29,48.5371,49.5487,48.2366,49.0008,6581795.0
2020-05-30,48.5371,49.5487,48.2366,49.0008,6581795.0
2020-05-31,48.5371,49.5487,48.2366,49.0008,6581795.0
2020-06-01,49.0265,49.9023,48.5286,49.5417,3119294.0
2020-06-02,49.7478,49.8336,49.0008,49.7993,4098443.0
2020-06-03,50.0912,50.9284,49.8852,50.4089,3717749.0
2020-06-04,50.1513,50.3658,49.018,49.7564,3346267.0
2020-06-05,50.0998,51.5337,50.0225,50.1857,4681570.0
2020-06-06,50.0998,51.5337,50.0225,50.1857,4681570.0
2020-06-07,50.0998,51.5337,50.0225,50.1857,4681570.0
2020-06-08,50.0569,51.9201,49.9109,51.7483,5035949.0
2020-06-09,50.9584,51.2503,50.0225,50.967,7344153.0
2020-06-10,50.8811,51.7526,50.5892,50.8296,5150069.0
2020-06-11,49.7993,49.9624,47.9275,48.1594,5447569.0
2020-06-12,49.2154,49.3271,47.5669,48.228,4533730.0
2020-06-13,49.2154,49.3271,47.5669,48.228,4533730.0
2020-06-14,49.2154,49.3271,47.5669,48.228,4533730.0
2020-06-15,47.4811,48.9063,46.8113,48.4427,4628187.0
2020-06-16,49.5074,49.8251,47.9705,48.271,5001014.0
2020-06-17,48.4942,48.5243,47.4811,48.1164,4593228.0
2020-06-18,47.8331,48.2538,47.4038,48.1765,3770337.0
2020-06-19,48.8462,49.0265,46.03,46.03,10412151.0
2020-06-20,48.8462,49.0265,46.03,46.03,10412151.0
2020-06-21,48.8462,49.0265,46.03,46.03,10412151.0
2020-06-22,46.3219,47.0689,45.7982,46.9401,4692717.0
2020-06-23,47.4725,47.6013,45.7252,45.7381,6071064.0
2020-06-24,45.4032,45.5492,44.3986,44.9739,6370309.0
2020-06-25,44.7335,44.8623,43.5486,44.0037,6995173.0
2020-06-26,43.935,44.5424,43.2739,43.7203,6729957.0
2020-06-27,43.935,44.5424,43.2739,43.7203,6729957.0
2020-06-28,43.935,44.5424,43.2739,43.7203,6729957.0
2020-06-29,44.1067,44.2699,43.4628,44.2699,3956188.0
2020-06-30,44.3471,44.785,43.9007,44.5189,5075908.0
2020-07-01,44.5274,45.5578,44.3557,45.3946,3873343.0
2020-07-02,45.7553,45.8755,45.2269,45.3259,3413119.0
2020-07-03,45.7553,45.8755,45.2269,45.3259,3413119.0
2020-07-04,45.7553,45.8755,45.2269,45.3259,3413119.0
2020-07-05,45.7553,45.8755,45.2269,45.3259,3413119.0
2020-07-06,45.4977,45.927,44.6992,45.1714,3318805.0
2020-07-07,44.6476,45.3989,44.3471,45.2658,3520890.0
2020-07-08,45.0941,45.781,45.0297,45.5578,3346092.0
2020-07-09,45.2744,45.3088,44.1497,44.5961,3700531.0
2020-07-10,44.6476,45.8583,44.6476,45.7037,4034485.0
2020-07-11,44.6476,45.8583,44.6476,45.7037,4034485.0
2020-07-12,44.6476,45.8583,44.6476,45.7037,4034485.0
2020-07-13,45.7724,46.2618,45.3946,45.6608,3562260.0
2020-07-14,45.5578,46.5194,45.5492,46.0901,6023677.0
2020-07-15,46.7255,46.8586,45.429,45.5234,4380215.0
2020-07-16,45.6436,46.2876,45.5492,46.1416,3201491.0
2020-07-17,46.4507,47.0088,46.3048,46.8629,3806124.0
2020-07-18,46.4507,47.0088,46.3048,46.8629,3806124.0
2020-07-19,46.4507,47.0088,46.3048,46.8629,3806124.0
2020-07-20,46.6568,46.923,46.4121,46.5881,3044343.0
2020-07-21,46.5623,47.5583,46.5538,47.1119,3954755.0
2020-07-22,46.9831,48.3139,46.3305,47.8932,3870388.0
2020-07-23,47.73,48.125,47.3694,47.7043,3690885.0
2020-07-24,47.9447,48.3397,46.923,47.0947,2741849.0
2020-07-25,47.9447,48.3397,46.923,47.0947,2741849.0
2020-07-26,47.9447,48.3397,46.923,47.0947,2741849.0
2020-07-27,47.026,47.0861,46.3176,46.5881,3341417.0
2020-07-28,46.4507,47.773,46.4507,47.4639,2702962.0
2020-07-29,47.6528,47.7547,46.9916,47.5583,3248597.0
2020-07-30,47.4896,47.6742,46.5967,47.4295,4484248.0
2020-07-31,47.1119,47.2063,46.1674,46.8886,5643630.0
2020-08-01,47.1119,47.2063,46.1674,46.8886,5643630.0
2020-08-02,47.1119,47.2063,46.1674,46.8886,5643630.0
2020-08-03,46.8543,46.8886,46.2618,46.3734,3927600.0
2020-08-04,46.2618,46.9916,46.1931,46.7426,3803598.0
2020-08-05,46.88,46.9144,45.7424,45.8497,4557665.0
2020-08-06,45.7638,46.425,45.5664,46.2704,2713519.0
2020-08-07,45.9871,47.1634,45.9871,46.9573,3145052.0
2020-08-08,45.9871,47.1634,45.9871,46.9573,3145052.0
2020-08-09,45.9871,47.1634,45.9871,46.9573,3145052.0
2020-08-10,47.0861,47.541,46.8629,47.2836,2255827.0
2020-08-11,47.4553,47.5497,46.3906,46.528,5215717.0
2020-08-12,46.8113,47.5583,46.5795,47.1033,4673232.0
2020-08-13,46.8972,47.2664,46.7512,47.2321,3926136.0
2020-08-14,47.0409,47.1278,46.4068,46.5284,3122206.0
2020-08-15,47.0409,47.1278,46.4068,46.5284,3122206.0
2020-08-16,47.0409,47.1278,46.4068,46.5284,3122206.0
2020-08-17,46.5284,46.9323,46.2591,46.5544,2725576.0
2020-08-18,46.5458,46.6761,45.8942,46.0853,6647764.0
2020-08-19,46.3633,46.4589,45.9898,46.207,2594243.0
2020-08-20,45.9116,46.1484,45.2427,45.3904,3309634.0
2020-08-21,45.5728,45.651,45.0544,45.4946,3536874.0
2020-08-22,45.5728,45.651,45.0544,45.4946,3536874.0
2020-08-23,45.5728,45.651,45.0544,45.4946,3536874.0
2020-08-24,45.512,45.9985,45.1428,45.9203,3386084.0
2020-08-25,46.068,46.094,45.3382,45.5294,2409164.0
2020-08-26,45.1819,45.3643,44.7041,44.9299,3015505.0
2020-08-27,44.956,45.4859,44.8692,45.3469,3543167.0
2020-08-28,45.4338,45.6119,45.0515,45.5381,2866951.0
2020-08-29,45.4338,45.6119,45.0515,45.5381,2866951.0
2020-08-30,45.4338,45.6119,45.0515,45.5381,2866951.0
2020-08-31,45.2687,45.7379,45.2079,45.3296,3863932.0
2020-09-01,45.1906,45.4512,44.8162,45.0081,3214258.0
2020-09-02,44.9734,46.4676,44.8344,46.2243,4047112.0
2020-09-03,46.3981,46.8585,45.3382,45.6944,4326023.0
2020-09-04,45.79,45.929,44.7562,45.4251,3475658.0
2020-09-05,45.79,45.929,44.7562,45.4251,3475658.0
2020-09-06,45.79,45.929,44.7562,45.4251,3475658.0
2020-09-07,45.79,45.929,44.7562,45.4251,3475658.0
2020-09-08,45.5467,46.32,45.0603,45.9116,6763243.0
2020-09-09,46.1809,46.7456,45.7552,45.9116,4665389.0
2020-09-10,45.2253,45.2687,44.652,44.791,6263296.0
2020-09-11,44.7649,45.1384,44.4912,44.9647,3803110.0
2020-09-12,44.7649,45.1384,44.4912,44.9647,3803110.0
2020-09-13,44.7649,45.1384,44.4912,44.9647,3803110.0
2020-09-14,45.1645,46.2026,45.1645,45.9203,3705714.0
2020-09-15,46.1462,46.7369,45.816,46.0506,3519028.0
2020-09-16,45.8682,46.7543,45.8682,46.2938,2842049.0
2020-09-17,46.0245,46.5197,45.6597,46.4936,3841906.0
2020-09-18,46.1722,46.4676,45.7908,45.8768,6289244.0
2020-09-19,46.1722,46.4676,45.7908,45.8768,6289244.0
2020-09-20,46.1722,46.4676,45.7908,45.8768,6289244.0
2020-09-21,45.7987,46.1679,45.3542,46.068,4813271.0
2020-09-22,45.9898,46.6239,45.7841,46.1462,4047522.0
2020-09-23,46.3025,46.3025,45.5902,45.6336,2786670.0
2020-09-24,45.6336,46.207,45.1819,46.0853,3146340.0
2020-09-25,45.7813,46.7845,45.6336,46.7456,3061997.0
2020-09-26,45.7813,46.7845,45.6336,46.7456,3061997.0
2020-09-27,45.7813,46.7845,45.6336,46.7456,3061997.0
2020-09-28,46.9106,47.5187,46.5718,46.6587,4436051.0
2020-09-29,46.8672,47.067,46.233,46.65,2952034.0
2020-09-30,46.8932,47.345,46.8064,47.1017,4659988.0
2020-10-01,47.1712,47.5491,46.8889,47.4492,5565800.0
2020-10-02,47.1799,49.1432,46.9888,48.8739,6697081.0
2020-10-03,47.1799,49.1432,46.9888,48.8739,6697081.0
2020-10-04,47.1799,49.1432,46.9888,48.8739,6697081.0
2020-10-05,48.926,49.8287,48.8826,49.6644,5229106.0
2020-10-06,49.5515,51.1065,49.4473,50.2378,4779260.0
2020-10-07,50.5418,50.9154,50.1075,50.2117,3224350.0
2020-10-08,50.3855,51.2151,50.2986,51.0023,3003043.0
2020-10-09,51.2542,51.4279,50.7156,51.0283,3921017.0
2020-10-10,51.2542,51.4279,50.7156,51.0283,3921017.0
2020-10-11,51.2542,51.4279,50.7156,51.0283,3921017.0
2020-10-12,50.9849,51.4193,50.7677,51.1326,3807098.0
2020-10-13,50.7764,50.9936,49.9077,50.6808,3590475.0
2020-10-14,50.5158,50.7764,50.2204,50.3855,2596730.0
2020-10-15,50.0467,50.5679,49.8469,50.4029,3356750.0
2020-10-16,50.6287,50.8589,50.2291,50.6895,3241617.0
2020-10-17,50.6287,50.8589,50.2291,50.6895,3241617.0
2020-10-18,50.6287,50.8589,50.2291,50.6895,3241617.0
2020-10-19,50.759,51.2976,50.3942,50.4202,3989545.0
2020-10-20,50.6113,51.0674,50.3768,50.9067,3384478.0
2020-10-21,50.5766,51.4019,50.5245,51.1413,3900557.0
2020-10-22,51.1239,52.6633,50.9936,52.6094,4964068.0
2020-10-23,52.7831,53.2175,52.5486,52.8613,4395253.0
2020-10-24,52.7831,53.2175,52.5486,52.8613,4395253.0
2020-10-25,52.7831,53.2175,52.5486,52.8613,4395253.0
2020-10-26,52.3575,52.8526,51.9622,52.6528,3949410.0
2020-10-27,52.7918,53.0785,52.3053,52.3053,3484257.0
2020-10-28,51.6886,52.1663,50.5418,50.6982,4240445.0
2020-10-29,50.3247,51.4453,49.5168,50.5679,3758899.0
2020-10-30,50.5418,50.898,49.4473,49.9077,4145150.0
2020-10-31,50.5418,50.898,49.4473,49.9077,4145150.0
2020-11-01,50.5418,50.898,49.4473,49.9077,4145150.0
2020-11-02,50.4029,51.4714,50.193,51.2629,3659545.0
2020-11-03,51.8015,52.6615,51.7059,52.0013,3121168.0
2020-11-04,51.7059,52.9569,51.5148,51.9144,4099964.0
2020-11-05,52.0621,53.3217,52.0621,52.2706,2758637.0
2020-11-06,52.3575,52.8092,51.8015,52.0882,2971225.0
2020-11-07,52.3575,52.8092,51.8015,52.0882,2971225.0
2020-11-08,52.3575,52.8092,51.8015,52.0882,2971225.0
2020-11-09,54.0254,56.0191,53.426,54.1383,6352964.0
2020-11-10,54.3989,56.1798,54.3208,55.7455,5515373.0
2020-11-11,55.8063,56.1016,55.3632,55.5283,3459902.0
2020-11-12,55.2069,56.0408,54.7057,55.1808,4190816.0
2020-11-13,55.2861,56.2953,55.2422,56.0759,3655418.0
2020-11-14,55.2861,56.2953,55.2422,56.0759,3655418.0
2020-11-15,55.2861,56.2953,55.2422,56.0759,3655418.0
2020-11-16,56.8657,56.9798,55.8916,56.269,4014372.0
2020-11-17,55.8565,55.9794,54.6192,54.7245,3771229.0
2020-11-18,55.0404,55.3563,54.1585,54.2155,3990914.0
2020-11-19,54.1716,54.1716,53.022,53.5924,3393966.0
2020-11-20,53.5135,53.9435,53.2151,53.4257,3967402.0
2020-11-21,53.5135,53.9435,53.2151,53.4257,3967402.0
2020-11-22,53.5135,53.9435,53.2151,53.4257,3967402.0
2020-11-23,53.4871,53.5354,52.9781,53.0483,3324400.0
2020-11-24,53.5222,53.9435,53.0922,53.6977,3353077.0
2020-11-25,53.5924,53.9259,53.0045,53.4345,2849841.0
2020-11-26,53.5924,53.9259,53.0045,53.4345,2849841.0
2020-11-27,53.3467,53.3555,52.8465,53.2239,1694845.0
2020-11-28,53.3467,53.3555,52.8465,53.2239,1694845.0
2020-11-29,53.3467,53.3555,52.8465,53.2239,1694845.0
2020-11-30,52.8816,53.0659,52.1752,52.5218,6823061.0
2020-12-01,53.1624,54.2769,52.6885,53.1537,5217119.0
2020-12-02,53.101,54.3471,52.8202,54.3033,3892405.0
2020-12-03,54.1102,54.5928,53.8601,54.3033,4171361.0
2020-12-04,54.3559,54.5841,53.5749,53.9873,2928683.0
2020-12-05,54.3559,54.5841,53.5749,53.9873,2928683.0
2020-12-06,54.3559,54.5841,53.5749,53.9873,2928683.0
2020-12-07,53.7855,54.5314,53.6802,54.1716,4110961.0
2020-12-08,53.8557,53.9698,53.1975,53.531,3677538.0
2020-12-09,53.531,53.7707,53.0659,53.3292,2691422.0
2020-12-10,53.4696,53.6971,53.0396,53.0922,3206076.0
2020-12-11,52.8904,53.1975,52.8158,53.022,2139914.0
2020-12-12,52.8904,53.1975,52.8158,53.022,2139914.0
2020-12-13,52.8904,53.1975,52.8158,53.022,2139914.0
2020-12-14,53.6012,53.7197,52.3288,52.3551,3017613.0
2020-12-15,52.9781,53.7328,52.4692,53.4081,3116942.0
2020-12-16,53.5749,54.0137,52.8728,53.0308,2670766.0
2020-12-17,53.3643,53.9171,53.3116,53.5924,2991571.0
2020-12-18,53.5924,53.755,52.4867,52.7763,7612189.0
2020-12-19,53.5924,53.755,52.4867,52.7763,7612189.0
2020-12-20,53.5924,53.755,52.4867,52.7763,7612189.0
2020-12-21,52.4077,52.7149,51.8198,52.6534,4059204.0
2020-12-22,52.592,52.6973,52.32,52.4077,2715340.0
2020-12-23,52.6622,52.9781,52.0918,52.1094,2462356.0
2020-12-24,52.2849,52.5218,52.0392,52.4779,857976.0
2020-12-25,52.2849,52.5218,52.0392,52.4779,857976.0
2020-12-26,52.2849,52.5218,52.0392,52.4779,857976.0
2020-12-27,52.2849,52.5218,52.0392,52.4779,857976.0
2020-12-28,52.671,53.1098,52.3946,52.6447,2293993.0
2020-12-29,52.6622,53.0922,52.5832,52.7149,1746668.0
2020-12-30,52.7149,53.4169,52.6771,53.1888,1963787.0
2020-12-31,53.1624,53.9522,53.0483,53.9084,2417546.0
2021-01-01,53.1624,53.9522,53.0483,53.9084,2417546.0
2021-01-02,53.1624,53.9522,53.0483,53.9084,2417546.0
2021-01-03,53.1624,53.9522,53.0483,53.9084,2417546.0
2021-01-04,53.8645,53.961,51.732,52.0918,4774326.0
2021-01-05,52.241,52.6271,52.0128,52.4341,3905408.0
2021-01-06,52.7061,54.0575,52.5174,53.7153,4102514.0
2021-01-07,53.8645,54.0137,53.3643,53.6539,4690431.0
2021-01-08,53.5924,54.1497,53.3292,54.0312,3965950.0
2021-01-09,53.5924,54.1497,53.3292,54.0312,3965950.0
2021-01-10,53.5924,54.1497,53.3292,54.0312,3965950.0
2021-01-11,53.6977,54.1628,53.3116,53.7153,2873270.0
2021-01-12,53.5749,53.6626,51.3371,51.6179,7012201.0
2021-01-13,51.653,52.6315,51.6443,52.399,3949453.0
2021-01-14,52.2849,52.3814,51.7583,51.811,3776673.0
2021-01-15,51.5565,52.5218,51.302,52.3551,4108127.0
2021-01-16,51.5565,52.5218,51.302,52.3551,4108127.0
2021-01-17,51.5565,52.5218,51.302,52.3551,4108127.0
2021-01-18,51.5565,52.5218,51.302,52.3551,4108127.0
2021-01-19,52.9255,53.6539,52.5569,53.5837,6270348.0
2021-01-20,53.3379,53.6451,52.7939,53.2239,5151218.0
2021-01-21,52.6534,53.1712,52.3112,52.5481,3530798.0
2021-01-22,52.4077,53.1273,52.3288,52.7763,3079351.0
2021-01-23,52.4077,53.1273,52.3288,52.7763,3079351.0
2021-01-24,52.4077,53.1273,52.3288,52.7763,3079351.0
2021-01-25,52.5394,53.5661,52.2849,53.5486,4013097.0
2021-01-26,53.4345,53.4784,52.3814,52.3814,3222806.0
2021-01-27,52.2147,52.3726,51.0124,51.3722,5062734.0
2021-01-28,51.5565,52.8904,51.4687,51.811,2764362.0
2021-01-29,51.5653,52.0128,51.0826,51.7057,3464470.0
2021-01-30,51.5653,52.0128,51.0826,51.7057,3464470.0
2021-01-31,51.5653,52.0128,51.0826,51.7057,3464470.0
2021-02-01,52.026,52.4516,51.4512,51.8724,3257430.0
2021-02-02,52.0392,53.2677,51.7232,52.3375,3391906.0
2021-02-03,52.3024,52.5569,52.0479,52.1708,3165014.0
2021-02-04,52.2585,53.0659,52.1708,52.9518,3223653.0
2021-02-05,53.2063,53.7372,52.9518,53.4257,3087239.0
2021-02-06,53.2063,53.7372,52.9518,53.4257,3087239.0
2021-02-07,53.2063,53.7372,52.9518,53.4257,3087239.0
2021-02-08,53.4784,53.7767,53.2063,53.2941,3550200.0
2021-02-09,53.3818,53.4345,53.0156,53.2151,2077430.0
2021-02-10,53.4608,53.7241,53.1624,53.4696,3022420.0
2021-02-11,53.5135,53.9873,53.18,53.7855,4502599.0
2021-02-12,53.6081,53.8298,52.7745,53.2977,4867064.0
2021-02-13,53.6081,53.8298,52.7745,53.2977,4867064.0
2021-02-14,53.6081,53.8298,52.7745,53.2977,4867064.0
2021-02-15,53.6081,53.8298,52.7745,53.2977,4867064.0
2021-02-16,53.2179,53.2977,52.5794,52.5883,3039556.0
2021-02-17,52.6504,52.7036,52.2602,52.5617,2933302.0
2021-02-18,52.606,53.5123,52.5439,53.076,4531528.0
2021-02-19,52.9962,53.0938,52.3932,52.5972,3194778.0
2021-02-20,52.9962,53.0938,52.3932,52.5972,3194778.0
2021-02-21,52.9962,53.0938,52.3932,52.5972,3194778.0
2021-02-22,52.606,52.8277,51.8258,52.5794,4076099.0
2021-02-23,52.5173,53.4662,52.2424,52.2513,3990657.0
2021-02-24,52.1183,52.2602,51.5596,51.7724,5076918.0
2021-02-25,51.6837,52.0119,51.0984,51.2226,4064334.0
2021-02-26,51.4798,51.7369,50.2737,50.3003,6092382.0
2021-02-27,51.4798,51.7369,50.2737,50.3003,6092382.0
2021-02-28,51.4798,51.7369,50.2737,50.3003,6092382.0
