,REGI US Equity,REGI US Equity,REGI US Equity,REGI US Equity,REGI US Equity
2020-04-10,24.35,24.76,22.55,23.44,633754.0
2020-04-11,24.35,24.76,22.55,23.44,633754.0
2020-04-12,24.35,24.76,22.55,23.44,633754.0
2020-04-13,24.03,24.66,23.37,23.65,910100.0
2020-04-14,23.86,24.17,22.67,22.78,648981.0
2020-04-15,21.75,22.2,19.69,21.28,712382.0
2020-04-16,21.33,21.51,19.6,20.93,498417.0
2020-04-17,21.47,22.59,21.27,22.46,744974.0
2020-04-18,21.47,22.59,21.27,22.46,744974.0
2020-04-19,21.47,22.59,21.27,22.46,744974.0
2020-04-20,21.32,22.83,21.0001,22.4,738379.0
2020-04-21,21.89,22.11,20.93,21.28,548750.0
2020-04-22,21.99,22.264,21.35,22.03,478656.0
2020-04-23,22.91,23.49,22.5,23.26,399916.0
2020-04-24,23.52,24.0,22.8601,23.74,363668.0
2020-04-25,23.52,24.0,22.8601,23.74,363668.0
2020-04-26,23.52,24.0,22.8601,23.74,363668.0
2020-04-27,23.69,24.7,23.57,24.49,355288.0
2020-04-28,24.9,25.45,24.07,24.46,432696.0
2020-04-29,25.45,25.67,24.7,24.98,604567.0
2020-04-30,24.89,25.885,24.5,24.81,836355.0
2020-05-01,24.81,25.8,22.66,23.06,889601.0
2020-05-02,24.81,25.8,22.66,23.06,889601.0
2020-05-03,24.81,25.8,22.66,23.06,889601.0
2020-05-04,22.51,24.83,22.16,24.57,769876.0
2020-05-05,25.33,26.1,24.11,24.24,599192.0
2020-05-06,24.41,24.77,23.29,23.5,482536.0
2020-05-07,24.22,24.52,23.87,24.19,586792.0
2020-05-08,24.61,25.05,24.39,24.6,581980.0
2020-05-09,24.61,25.05,24.39,24.6,581980.0
2020-05-10,24.61,25.05,24.39,24.6,581980.0
2020-05-11,24.21,25.36,24.09,25.16,568145.0
2020-05-12,25.43,26.1,25.27,25.78,636826.0
2020-05-13,25.78,25.78,22.3,22.92,804112.0
2020-05-14,22.31,23.21,21.65,23.15,651205.0
2020-05-15,23.13,24.13,22.786,24.02,352165.0
2020-05-16,23.13,24.13,22.786,24.02,352165.0
2020-05-17,23.13,24.13,22.786,24.02,352165.0
2020-05-18,25.57,26.0,25.41,25.78,687065.0
2020-05-19,25.91,27.45,25.72,26.32,571243.0
2020-05-20,26.4,27.29,25.83,26.16,468794.0
2020-05-21,26.1,27.63,25.81,27.19,682088.0
2020-05-22,27.54,27.6,26.51,26.81,359666.0
2020-05-23,27.54,27.6,26.51,26.81,359666.0
2020-05-24,27.54,27.6,26.51,26.81,359666.0
2020-05-25,27.54,27.6,26.51,26.81,359666.0
2020-05-26,27.38,27.8009,26.685,27.15,509645.0
2020-05-27,27.74,29.19,26.94,29.1,540259.0
2020-05-28,29.77,30.34,27.87,28.04,674547.0
2020-05-29,27.84,28.63,27.14,28.45,587830.0
2020-05-30,27.84,28.63,27.14,28.45,587830.0
2020-05-31,27.84,28.63,27.14,28.45,587830.0
2020-06-01,28.5,28.74,27.97,28.02,434927.0
2020-06-02,28.43,29.83,28.05,29.72,584014.0
2020-06-03,29.96,30.0,28.475,29.04,872081.0
2020-06-04,28.59,29.61,28.39,29.57,493670.0
2020-06-05,30.0,32.35,30.0,31.845,924608.0
2020-06-06,30.0,32.35,30.0,31.845,924608.0
2020-06-07,30.0,32.35,30.0,31.845,924608.0
2020-06-08,32.08,32.89,31.79,32.41,820835.0
2020-06-09,31.69,32.81,31.11,32.58,542890.0
2020-06-10,32.37,32.82,31.23,31.28,752042.0
2020-06-11,29.01,29.53,26.93,27.04,689406.0
2020-06-12,28.25,28.5,26.8,27.395,520219.0
2020-06-13,28.25,28.5,26.8,27.395,520219.0
2020-06-14,28.25,28.5,26.8,27.395,520219.0
2020-06-15,26.53,28.11,25.66,27.91,571996.0
2020-06-16,29.37,30.07,28.01,28.33,487444.0
2020-06-17,28.51,28.5729,27.07,27.63,602221.0
2020-06-18,27.38,28.58,27.25,28.41,387860.0
2020-06-19,29.33,29.33,27.99,28.23,1266898.0
2020-06-20,29.33,29.33,27.99,28.23,1266898.0
2020-06-21,29.33,29.33,27.99,28.23,1266898.0
2020-06-22,27.96,28.22,26.89,28.05,445575.0
2020-06-23,28.58,28.9,28.13,28.58,370960.0
2020-06-24,25.41,26.4287,22.55,22.73,3191961.0
2020-06-25,23.25,23.43,22.125,23.04,1803474.0
2020-06-26,22.91,23.19,22.1,22.31,1143692.0
2020-06-27,22.91,23.19,22.1,22.31,1143692.0
2020-06-28,22.91,23.19,22.1,22.31,1143692.0
2020-06-29,22.9,24.57,22.7,24.25,983393.0
2020-06-30,24.0,24.95,23.5879,24.78,807158.0
2020-07-01,24.88,25.42,23.7,23.92,608156.0
2020-07-02,24.3,24.86,23.64,23.74,430710.0
2020-07-03,24.3,24.86,23.64,23.74,430710.0
2020-07-04,24.3,24.86,23.64,23.74,430710.0
2020-07-05,24.3,24.86,23.64,23.74,430710.0
2020-07-06,24.45,24.63,23.81,24.02,513290.0
2020-07-07,23.8,24.37,23.5,23.525,436255.0
2020-07-08,23.64,24.89,23.46,24.74,568506.0
2020-07-09,24.93,24.9799,22.98,23.74,497865.0
2020-07-10,23.8,23.8298,23.13,23.38,481309.0
2020-07-11,23.8,23.8298,23.13,23.38,481309.0
2020-07-12,23.8,23.8298,23.13,23.38,481309.0
2020-07-13,23.8,23.94,22.85,22.86,604231.0
2020-07-14,22.72,23.57,22.5911,23.32,320029.0
2020-07-15,23.8,24.86,23.6501,24.79,466428.0
2020-07-16,24.64,25.46,24.14,25.1,421372.0
2020-07-17,25.05,25.95,25.01,25.55,584664.0
2020-07-18,25.05,25.95,25.01,25.55,584664.0
2020-07-19,25.05,25.95,25.01,25.55,584664.0
2020-07-20,25.55,26.39,25.38,25.665,518103.0
2020-07-21,26.17,26.43,25.8833,26.03,343752.0
2020-07-22,26.0,26.65,25.82,26.32,466656.0
2020-07-23,26.16,27.5,26.09,26.79,628589.0
2020-07-24,26.83,27.42,26.45,27.21,306457.0
2020-07-25,26.83,27.42,26.45,27.21,306457.0
2020-07-26,26.83,27.42,26.45,27.21,306457.0
2020-07-27,27.24,27.87,27.05,27.74,408165.0
2020-07-28,27.81,28.2,27.34,27.35,260788.0
2020-07-29,27.39,28.49,27.3,28.33,299885.0
2020-07-30,28.01,28.26,27.48,28.12,325040.0
2020-07-31,28.15,28.49,27.06,27.58,402696.0
2020-08-01,28.15,28.49,27.06,27.58,402696.0
2020-08-02,28.15,28.49,27.06,27.58,402696.0
2020-08-03,27.92,28.73,27.67,28.43,422950.0
2020-08-04,28.43,29.16,28.2665,28.68,502869.0
2020-08-05,30.0,33.15,29.4642,31.02,984643.0
2020-08-06,31.29,33.41,31.0,32.48,869374.0
2020-08-07,32.48,34.98,32.0,34.85,829026.0
2020-08-08,32.48,34.98,32.0,34.85,829026.0
2020-08-09,32.48,34.98,32.0,34.85,829026.0
2020-08-10,35.0,38.61,35.0,37.61,1307945.0
2020-08-11,38.5,40.14,37.22,37.61,1094786.0
2020-08-12,37.75,39.51,37.75,38.74,778428.0
2020-08-13,38.7,40.2599,38.4,39.5,1170368.0
2020-08-14,39.55,40.45,39.0101,39.65,788350.0
2020-08-15,39.55,40.45,39.0101,39.65,788350.0
2020-08-16,39.55,40.45,39.0101,39.65,788350.0
2020-08-17,40.55,40.8025,39.51,39.68,684791.0
2020-08-18,39.51,39.77,36.54,37.83,923420.0
2020-08-19,38.01,38.43,37.34,37.67,664230.0
2020-08-20,37.1029,38.09,37.1029,37.67,493405.0
2020-08-21,37.37,37.845,36.26,36.55,721810.0
2020-08-22,37.37,37.845,36.26,36.55,721810.0
2020-08-23,37.37,37.845,36.26,36.55,721810.0
2020-08-24,37.27,38.75,36.71,38.29,812523.0
2020-08-25,38.3,38.61,37.33,38.085,443914.0
2020-08-26,38.18,38.65,36.22,36.72,635458.0
2020-08-27,36.75,37.1401,35.01,35.95,593165.0
2020-08-28,36.3,36.41,34.72,35.53,471045.0
2020-08-29,36.3,36.41,34.72,35.53,471045.0
2020-08-30,36.3,36.41,34.72,35.53,471045.0
2020-08-31,35.4,35.4,33.33,33.43,1442553.0
2020-09-01,35.11,39.04,35.09,38.62,1572449.0
2020-09-02,38.76,38.89,36.32,38.6,948639.0
2020-09-03,38.5,39.06,37.48,37.85,753489.0
2020-09-04,38.14,39.44,36.01,39.35,867317.0
2020-09-05,38.14,39.44,36.01,39.35,867317.0
2020-09-06,38.14,39.44,36.01,39.35,867317.0
2020-09-07,38.14,39.44,36.01,39.35,867317.0
2020-09-08,39.25,39.43,37.81,38.36,956600.0
2020-09-09,38.83,44.42,38.83,42.96,1598332.0
2020-09-10,43.48,44.125,41.39,41.56,1097834.0
2020-09-11,41.84,42.31,40.555,41.25,522782.0
2020-09-12,41.84,42.31,40.555,41.25,522782.0
2020-09-13,41.84,42.31,40.555,41.25,522782.0
2020-09-14,41.74,43.5,40.925,43.4,802938.0
2020-09-15,43.87,46.2,43.6,45.29,1021812.0
2020-09-16,45.88,47.96,45.43,47.06,1207429.0
2020-09-17,46.37,48.34,45.7606,47.37,874259.0
2020-09-18,47.541,49.22,46.36,48.8,1636987.0
2020-09-19,47.541,49.22,46.36,48.8,1636987.0
2020-09-20,47.541,49.22,46.36,48.8,1636987.0
2020-09-21,47.35,47.74,42.79,46.88,1311281.0
2020-09-22,47.21,48.64,46.12,47.46,788032.0
2020-09-23,47.93,49.32,45.68,45.79,994397.0
2020-09-24,45.49,47.7,43.8201,46.44,632506.0
2020-09-25,46.2,46.9,44.4,45.15,785621.0
2020-09-26,46.2,46.9,44.4,45.15,785621.0
2020-09-27,46.2,46.9,44.4,45.15,785621.0
2020-09-28,46.16,47.85,45.3,46.83,961308.0
2020-09-29,46.86,50.32,46.09,50.02,1848013.0
2020-09-30,50.74,54.74,50.35,53.42,2075824.0
2020-10-01,54.03,54.9898,52.73,53.93,1014362.0
2020-10-02,52.35,56.2999,51.105,55.7,1198838.0
2020-10-03,52.35,56.2999,51.105,55.7,1198838.0
2020-10-04,52.35,56.2999,51.105,55.7,1198838.0
2020-10-05,57.5,58.42,56.21,57.08,1205617.0
2020-10-06,57.41,59.5063,55.15,56.41,1319405.0
2020-10-07,57.44,61.2891,56.7485,59.73,1626121.0
2020-10-08,60.85,62.29,59.25,60.16,1339394.0
2020-10-09,60.7,63.78,60.25,63.27,1152447.0
2020-10-10,60.7,63.78,60.25,63.27,1152447.0
2020-10-11,60.7,63.78,60.25,63.27,1152447.0
2020-10-12,65.21,65.654,61.35,63.13,1646672.0
2020-10-13,62.04,63.0,57.0,58.29,1690559.0
2020-10-14,59.65,59.87,56.38,56.49,1197104.0
2020-10-15,54.24,57.2,53.49,56.94,1204166.0
2020-10-16,57.5,57.7681,54.824,55.87,969516.0
2020-10-17,57.5,57.7681,54.824,55.87,969516.0
2020-10-18,57.5,57.7681,54.824,55.87,969516.0
2020-10-19,56.28,56.99,54.39,55.39,618021.0
2020-10-20,56.29,59.83,55.56,59.07,1067787.0
2020-10-21,60.25,61.17,57.87,59.55,1202743.0
2020-10-22,59.56,62.86,59.5,61.86,1050861.0
2020-10-23,63.25,63.97,58.01,58.84,1077259.0
2020-10-24,63.25,63.97,58.01,58.84,1077259.0
2020-10-25,63.25,63.97,58.01,58.84,1077259.0
2020-10-26,58.0,58.63,55.34,57.29,1093272.0
2020-10-27,57.12,59.775,55.62,59.12,619234.0
2020-10-28,56.635,58.4253,53.81,55.15,993538.0
2020-10-29,55.06,57.75,54.04,57.34,580709.0
2020-10-30,57.0,58.2951,54.53,56.4,804677.0
2020-10-31,57.0,58.2951,54.53,56.4,804677.0
2020-11-01,57.0,58.2951,54.53,56.4,804677.0
2020-11-02,57.46,57.62,53.8434,55.48,929550.0
2020-11-03,56.75,58.01,53.9,54.73,755486.0
2020-11-04,52.83,53.73,48.63,51.64,1622425.0
2020-11-05,53.46,58.07,53.13,57.35,1448551.0
2020-11-06,55.26,56.47,53.13,53.64,2023857.0
2020-11-07,55.26,56.47,53.13,53.64,2023857.0
2020-11-08,55.26,56.47,53.13,53.64,2023857.0
2020-11-09,58.25,60.6,56.185,57.83,1849153.0
2020-11-10,58.33,62.03,57.25,61.39,1382337.0
2020-11-11,61.91,64.37,61.91,63.6,1156012.0
2020-11-12,63.35,63.42,58.5001,59.46,969201.0
2020-11-13,61.09,61.42,59.36,60.31,708064.0
2020-11-14,61.09,61.42,59.36,60.31,708064.0
2020-11-15,61.09,61.42,59.36,60.31,708064.0
2020-11-16,62.17,62.17,58.545,61.19,1155330.0
2020-11-17,61.29,62.34,58.885,59.16,994544.0
2020-11-18,60.58,60.58,56.15,56.2,1122767.0
2020-11-19,56.2,56.39,53.52,55.81,1023412.0
2020-11-20,55.43,56.2699,53.51,54.1,771236.0
2020-11-21,55.43,56.2699,53.51,54.1,771236.0
2020-11-22,55.43,56.2699,53.51,54.1,771236.0
2020-11-23,55.35,57.95,54.71,57.76,735130.0
2020-11-24,58.52,61.773,56.6914,58.14,1265374.0
2020-11-25,57.78,61.2473,55.83,59.38,1226736.0
2020-11-26,57.78,61.2473,55.83,59.38,1226736.0
2020-11-27,60.0,62.18,59.2,61.87,623448.0
2020-11-28,60.0,62.18,59.2,61.87,623448.0
2020-11-29,60.0,62.18,59.2,61.87,623448.0
2020-11-30,61.97,63.61,57.26,58.08,1194121.0
2020-12-01,59.73,60.7,58.4,58.51,811034.0
2020-12-02,57.81,60.93,56.56,59.66,827567.0
2020-12-03,59.49,60.16,57.5,58.68,621007.0
2020-12-04,59.55,60.35,57.98,59.34,728584.0
2020-12-05,59.55,60.35,57.98,59.34,728584.0
2020-12-06,59.55,60.35,57.98,59.34,728584.0
2020-12-07,59.18,59.33,54.92,55.37,1183388.0
2020-12-08,55.51,58.99,54.95,58.9,914275.0
2020-12-09,59.61,60.73,57.17,58.39,1108657.0
2020-12-10,57.78,60.7,57.2,57.85,804168.0
2020-12-11,58.06,62.565,57.34,62.15,1248466.0
2020-12-12,58.06,62.565,57.34,62.15,1248466.0
2020-12-13,58.06,62.565,57.34,62.15,1248466.0
2020-12-14,64.01,67.89,61.56,64.83,2567113.0
2020-12-15,67.04,72.455,65.75,71.07,1981821.0
2020-12-16,71.01,71.23,67.22,70.67,1107979.0
2020-12-17,71.42,73.55,69.61,73.27,951451.0
2020-12-18,73.43,76.63,72.73,75.58,4032676.0
2020-12-19,73.43,76.63,72.73,75.58,4032676.0
2020-12-20,73.43,76.63,72.73,75.58,4032676.0
2020-12-21,72.0,78.59,70.27,77.52,1654983.0
2020-12-22,79.1,80.99,75.2,79.01,1077970.0
2020-12-23,79.6,80.87,76.82,77.23,935929.0
2020-12-24,77.35,77.8,72.04,72.62,688925.0
2020-12-25,77.35,77.8,72.04,72.62,688925.0
2020-12-26,77.35,77.8,72.04,72.62,688925.0
2020-12-27,77.35,77.8,72.04,72.62,688925.0
2020-12-28,74.83,76.24,73.04,74.1,881455.0
2020-12-29,75.1199,75.44,67.24,68.91,1203242.0
2020-12-30,69.53,73.7,69.28,72.925,814480.0
2020-12-31,73.69,73.98,70.51,70.82,595605.0
2021-01-01,73.69,73.98,70.51,70.82,595605.0
2021-01-02,73.69,73.98,70.51,70.82,595605.0
2021-01-03,73.69,73.98,70.51,70.82,595605.0
2021-01-04,71.22,73.82,68.9202,69.33,809259.0
2021-01-05,69.0,77.86,69.0,75.31,1333681.0
2021-01-06,78.5,89.6,78.245,84.86,2255628.0
2021-01-07,92.69,93.13,85.305,88.04,1433828.0
2021-01-08,89.93,90.0,82.34,84.29,1285197.0
2021-01-09,89.93,90.0,82.34,84.29,1285197.0
2021-01-10,89.93,90.0,82.34,84.29,1285197.0
2021-01-11,82.75,86.45,81.0001,85.83,942156.0
2021-01-12,87.285,89.73,84.585,86.18,987522.0
2021-01-13,87.4,88.455,84.12,85.21,766752.0
2021-01-14,85.99,86.82,82.58,83.19,783722.0
2021-01-15,81.68,81.99,76.1399,80.01,1163293.0
2021-01-16,81.68,81.99,76.1399,80.01,1163293.0
2021-01-17,81.68,81.99,76.1399,80.01,1163293.0
2021-01-18,81.68,81.99,76.1399,80.01,1163293.0
2021-01-19,82.93,87.58,78.73,86.78,1221686.0
2021-01-20,88.79,95.1,88.0,91.26,1462685.0
2021-01-21,93.39,99.28,91.77,97.05,1344850.0
2021-01-22,95.91,101.05,94.0,100.53,912905.0
2021-01-23,95.91,101.05,94.0,100.53,912905.0
2021-01-24,95.91,101.05,94.0,100.53,912905.0
2021-01-25,102.45,109.98,98.01,100.25,1537184.0
2021-01-26,101.0,104.07,98.1484,98.25,1112386.0
2021-01-27,93.3641,98.28,87.1238,96.51,1497228.0
2021-01-28,96.2995,97.7,89.35,93.09,1029218.0
2021-01-29,93.45,97.62,87.52,89.6,1022081.0
2021-01-30,93.45,97.62,87.52,89.6,1022081.0
2021-01-31,93.45,97.62,87.52,89.6,1022081.0
2021-02-01,92.0,99.0,88.81,98.98,851951.0
2021-02-02,102.414,102.414,92.9638,94.57,846505.0
2021-02-03,95.36,99.7467,94.42,97.42,675969.0
2021-02-04,98.56,99.48,95.64,96.94,612174.0
2021-02-05,97.57,99.85,94.5,98.68,482559.0
2021-02-06,97.57,99.85,94.5,98.68,482559.0
2021-02-07,97.57,99.85,94.5,98.68,482559.0
2021-02-08,101.96,114.34,101.01,111.49,1423195.0
2021-02-09,114.3,114.34,109.54,110.6,1348219.0
2021-02-10,111.27,117.0,109.83,113.68,979491.0
2021-02-11,113.29,114.9601,107.53,109.09,854730.0
2021-02-12,108.81,111.07,103.74,108.93,686937.0
2021-02-13,108.81,111.07,103.74,108.93,686937.0
2021-02-14,108.81,111.07,103.74,108.93,686937.0
2021-02-15,108.81,111.07,103.74,108.93,686937.0
2021-02-16,111.18,114.4,105.6,107.97,775746.0
2021-02-17,106.12,107.01,98.47,102.44,1232285.0
2021-02-18,99.93,100.25,92.55,93.51,1466758.0
2021-02-19,95.01,99.56,94.63,96.95,964594.0
2021-02-20,95.01,99.56,94.63,96.95,964594.0
2021-02-21,95.01,99.56,94.63,96.95,964594.0
2021-02-22,96.55,101.4,94.7917,97.42,1011064.0
2021-02-23,91.0,95.66,84.11,93.7,1545489.0
2021-02-24,95.68,98.3899,92.0583,94.09,1042304.0
2021-02-25,95.5,96.233,84.96,85.94,1267385.0
2021-02-26,82.06,92.2981,76.4,77.77,2395738.0
2021-02-27,82.06,92.2981,76.4,77.77,2395738.0
2021-02-28,82.06,92.2981,76.4,77.77,2395738.0
2021-03-01,81.01,88.73,81.0,86.67,1151479.0
2021-03-02,86.5,88.51,82.56,83.52,828863.0
2021-03-03,84.9,85.68,75.35,75.52,1312353.0
2021-03-04,74.17,76.8594,69.5,73.86,1777927.0
2021-03-05,74.8,76.435,65.41,76.27,1506422.0
2021-03-06,74.8,76.435,65.41,76.27,1506422.0
2021-03-07,74.8,76.435,65.41,76.27,1506422.0
2021-03-08,75.7,77.68,71.64,74.505,1165469.0
2021-03-09,77.68,82.365,77.61,77.69,1133680.0
2021-03-10,81.16,85.22,79.99,82.31,945821.0
2021-03-11,83.99,84.44,80.3001,82.72,1034645.0
2021-03-12,80.5283,83.26,79.25,80.55,847277.0
2021-03-13,80.5283,83.26,79.25,80.55,847277.0
2021-03-14,80.5283,83.26,79.25,80.55,847277.0
2021-03-15,79.8,80.35,77.2063,79.02,977601.0
2021-03-16,78.99,79.14,75.0,75.1,858380.0
2021-03-17,66.86,70.32,66.5,69.19,5976908.0
2021-03-18,68.49,72.05,67.5,67.83,1929293.0
2021-03-19,69.3869,69.5,66.65,67.44,2459636.0
2021-03-20,69.3869,69.5,66.65,67.44,2459636.0
2021-03-21,69.3869,69.5,66.65,67.44,2459636.0
2021-03-22,67.58,70.24,66.91,68.82,1478959.0
2021-03-23,67.9,68.81,62.86,63.14,1710843.0
2021-03-24,65.51,66.93,62.97,63.61,1461063.0
2021-03-25,61.14,63.86,58.5,63.44,1920942.0
2021-03-26,65.5,67.34,61.1,63.78,2246533.0
2021-03-27,65.5,67.34,61.1,63.78,2246533.0
2021-03-28,65.5,67.34,61.1,63.78,2246533.0
2021-03-29,63.9,64.47,59.22,60.32,1060234.0
2021-03-30,60.41,65.71,59.42,65.53,956746.0
2021-03-31,67.07,68.4621,65.06,66.04,1619006.0
2021-04-01,67.18,70.0,66.8,68.48,1053276.0
2021-04-02,67.18,70.0,66.8,68.48,1053276.0
2021-04-03,67.18,70.0,66.8,68.48,1053276.0
2021-04-04,67.18,70.0,66.8,68.48,1053276.0
2021-04-05,69.0,69.5,62.7,63.37,1414203.0
2021-04-06,63.95,67.575,63.78,65.31,1237581.0
2021-04-07,66.32,66.52,61.8307,63.05,1444917.0
2021-04-08,62.09,66.05,61.92,64.94,1377492.0
2021-04-09,63.54,64.59,62.2531,63.78,1052456.0
2021-04-10,63.54,64.59,62.2531,63.78,1052456.0
2021-04-11,63.54,64.59,62.2531,63.78,1052456.0
2021-04-12,63.28,63.6,59.7,60.87,1109564.0
2021-04-13,60.23,61.67,57.11,61.41,2186989.0
2021-04-14,61.45,65.08,61.33,63.76,2032929.0
2021-04-15,63.8,64.44,58.62,60.68,1714199.0
2021-04-16,60.99,64.99,60.11,64.84,4498889.0
2021-04-17,60.99,64.99,60.11,64.84,4498889.0
2021-04-18,60.99,64.99,60.11,64.84,4498889.0
2021-04-19,63.95,65.97,59.81,61.81,1826802.0
2021-04-20,61.39,61.95,57.97,58.88,1960789.0
2021-04-21,58.5,60.18,57.18,60.11,1337108.0
2021-04-22,60.6,61.03,56.54,57.63,1452001.0
2021-04-23,58.23,59.9,56.68,58.64,901487.0
2021-04-24,58.23,59.9,56.68,58.64,901487.0
2021-04-25,58.23,59.9,56.68,58.64,901487.0
2021-04-26,58.78,60.51,57.885,60.32,1066906.0
2021-04-27,61.34,61.34,57.94,59.07,1258465.0
2021-04-28,58.8,59.5899,57.78,58.07,906330.0
2021-04-29,58.54,59.26,55.01,55.47,1185607.0
