,REGI US Equity,REGI US Equity,REGI US Equity,REGI US Equity,REGI US Equity
2023-12-25,61.46,61.505,61.44,61.5,2345177.0
2023-12-26,61.46,61.505,61.44,61.5,2345177.0
2023-12-27,61.46,61.505,61.44,61.5,2345177.0
2023-12-28,61.46,61.505,61.44,61.5,2345177.0
2023-12-29,61.46,61.505,61.44,61.5,2345177.0
2023-12-30,61.46,61.505,61.44,61.5,2345177.0
2023-12-31,61.46,61.505,61.44,61.5,2345177.0
2024-01-01,61.46,61.505,61.44,61.5,2345177.0
2024-01-02,61.46,61.505,61.44,61.5,2345177.0
2024-01-03,61.46,61.505,61.44,61.5,2345177.0
2024-01-04,61.46,61.505,61.44,61.5,2345177.0
2024-01-05,61.46,61.505,61.44,61.5,2345177.0
2024-01-06,61.46,61.505,61.44,61.5,2345177.0
2024-01-07,61.46,61.505,61.44,61.5,2345177.0
2024-01-08,61.46,61.505,61.44,61.5,2345177.0
2024-01-09,61.46,61.505,61.44,61.5,2345177.0
2024-01-10,61.46,61.505,61.44,61.5,2345177.0
2024-01-11,61.46,61.505,61.44,61.5,2345177.0
2024-01-12,61.46,61.505,61.44,61.5,2345177.0
2024-01-13,61.46,61.505,61.44,61.5,2345177.0
2024-01-14,61.46,61.505,61.44,61.5,2345177.0
2024-01-15,61.46,61.505,61.44,61.5,2345177.0
2024-01-16,61.46,61.505,61.44,61.5,2345177.0
2024-01-17,61.46,61.505,61.44,61.5,2345177.0
2024-01-18,61.46,61.505,61.44,61.5,2345177.0
2024-01-19,61.46,61.505,61.44,61.5,2345177.0
2024-01-20,61.46,61.505,61.44,61.5,2345177.0
2024-01-21,61.46,61.505,61.44,61.5,2345177.0
2024-01-22,61.46,61.505,61.44,61.5,2345177.0
2024-01-23,61.46,61.505,61.44,61.5,2345177.0
2024-01-24,61.46,61.505,61.44,61.5,2345177.0
2024-01-25,61.46,61.505,61.44,61.5,2345177.0
2024-01-26,61.46,61.505,61.44,61.5,2345177.0
2024-01-27,61.46,61.505,61.44,61.5,2345177.0
2024-01-28,61.46,61.505,61.44,61.5,2345177.0
2024-01-29,61.46,61.505,61.44,61.5,2345177.0
2024-01-30,61.46,61.505,61.44,61.5,2345177.0
2024-01-31,61.46,61.505,61.44,61.5,2345177.0
2024-02-01,61.46,61.505,61.44,61.5,2345177.0
2024-02-02,61.46,61.505,61.44,61.5,2345177.0
2024-02-03,61.46,61.505,61.44,61.5,2345177.0
2024-02-04,61.46,61.505,61.44,61.5,2345177.0
2024-02-05,61.46,61.505,61.44,61.5,2345177.0
2024-02-06,61.46,61.505,61.44,61.5,2345177.0
2024-02-07,61.46,61.505,61.44,61.5,2345177.0
2024-02-08,61.46,61.505,61.44,61.5,2345177.0
2024-02-09,61.46,61.505,61.44,61.5,2345177.0
2024-02-10,61.46,61.505,61.44,61.5,2345177.0
2024-02-11,61.46,61.505,61.44,61.5,2345177.0
2024-02-12,61.46,61.505,61.44,61.5,2345177.0
2024-02-13,61.46,61.505,61.44,61.5,2345177.0
2024-02-14,61.46,61.505,61.44,61.5,2345177.0
2024-02-15,61.46,61.505,61.44,61.5,2345177.0
2024-02-16,61.46,61.505,61.44,61.5,2345177.0
2024-02-17,61.46,61.505,61.44,61.5,2345177.0
2024-02-18,61.46,61.505,61.44,61.5,2345177.0
2024-02-19,61.46,61.505,61.44,61.5,2345177.0
2024-02-20,61.46,61.505,61.44,61.5,2345177.0
2024-02-21,61.46,61.505,61.44,61.5,2345177.0
2024-02-22,61.46,61.505,61.44,61.5,2345177.0
2024-02-23,61.46,61.505,61.44,61.5,2345177.0
2024-02-24,61.46,61.505,61.44,61.5,2345177.0
2024-02-25,61.46,61.505,61.44,61.5,2345177.0
2024-02-26,61.46,61.505,61.44,61.5,2345177.0
2024-02-27,61.46,61.505,61.44,61.5,2345177.0
2024-02-28,61.46,61.505,61.44,61.5,2345177.0
2024-02-29,61.46,61.505,61.44,61.5,2345177.0
2024-03-01,61.46,61.505,61.44,61.5,2345177.0
2024-03-02,61.46,61.505,61.44,61.5,2345177.0
2024-03-03,61.46,61.505,61.44,61.5,2345177.0
2024-03-04,61.46,61.505,61.44,61.5,2345177.0
2024-03-05,61.46,61.505,61.44,61.5,2345177.0
2024-03-06,61.46,61.505,61.44,61.5,2345177.0
2024-03-07,61.46,61.505,61.44,61.5,2345177.0
2024-03-08,61.46,61.505,61.44,61.5,2345177.0
2024-03-09,61.46,61.505,61.44,61.5,2345177.0
2024-03-10,61.46,61.505,61.44,61.5,2345177.0
2024-03-11,61.46,61.505,61.44,61.5,2345177.0
2024-03-12,61.46,61.505,61.44,61.5,2345177.0
2024-03-13,61.46,61.505,61.44,61.5,2345177.0
2024-03-14,61.46,61.505,61.44,61.5,2345177.0
2024-03-15,61.46,61.505,61.44,61.5,2345177.0
2024-03-16,61.46,61.505,61.44,61.5,2345177.0
2024-03-17,61.46,61.505,61.44,61.5,2345177.0
2024-03-18,61.46,61.505,61.44,61.5,2345177.0
2024-03-19,61.46,61.505,61.44,61.5,2345177.0
2024-03-20,61.46,61.505,61.44,61.5,2345177.0
2024-03-21,61.46,61.505,61.44,61.5,2345177.0
2024-03-22,61.46,61.505,61.44,61.5,2345177.0
2024-03-23,61.46,61.505,61.44,61.5,2345177.0
2024-03-24,61.46,61.505,61.44,61.5,2345177.0
2024-03-25,61.46,61.505,61.44,61.5,2345177.0
2024-03-26,61.46,61.505,61.44,61.5,2345177.0
2024-03-27,61.46,61.505,61.44,61.5,2345177.0
2024-03-28,61.46,61.505,61.44,61.5,2345177.0
2024-03-29,61.46,61.505,61.44,61.5,2345177.0
2024-03-30,61.46,61.505,61.44,61.5,2345177.0
2024-03-31,61.46,61.505,61.44,61.5,2345177.0
2024-04-01,61.46,61.505,61.44,61.5,2345177.0
2024-04-02,61.46,61.505,61.44,61.5,2345177.0
2024-04-03,61.46,61.505,61.44,61.5,2345177.0
2024-04-04,61.46,61.505,61.44,61.5,2345177.0
2024-04-05,61.46,61.505,61.44,61.5,2345177.0
2024-04-06,61.46,61.505,61.44,61.5,2345177.0
2024-04-07,61.46,61.505,61.44,61.5,2345177.0
2024-04-08,61.46,61.505,61.44,61.5,2345177.0
