,HA US Equity,HA US Equity,HA US Equity,HA US Equity,HA US Equity
2019-04-19,29.982,30.0802,29.2548,29.9328,693045.0
2019-04-20,29.982,30.0802,29.2548,29.9328,693045.0
2019-04-21,29.982,30.0802,29.2548,29.9328,693045.0
2019-04-22,29.5889,29.7166,29.127,29.1762,611141.0
2019-04-23,29.2548,30.2178,28.9207,29.9132,838689.0
2019-04-24,29.4906,29.746,27.0877,27.8495,2259224.0
2019-04-25,27.7021,28.3507,26.4541,26.5032,1880862.0
2019-04-26,26.5819,26.9061,26.3362,26.7489,1060742.0
2019-04-27,26.5819,26.9061,26.3362,26.7489,1060742.0
2019-04-28,26.5819,26.9061,26.3362,26.7489,1060742.0
2019-04-29,26.6899,27.653,26.6506,27.4466,820293.0
2019-04-30,27.4466,27.938,27.0732,27.7218,728922.0
2019-05-01,27.7807,28.2917,27.2304,27.3189,918078.0
2019-05-02,27.1715,27.6039,26.3264,26.5327,1258389.0
2019-05-03,26.7293,27.6333,26.7096,27.5645,583652.0
2019-05-04,26.7293,27.6333,26.7096,27.5645,583652.0
2019-05-05,26.7293,27.6333,26.7096,27.5645,583652.0
2019-05-06,27.0241,27.8299,26.6506,27.7513,519244.0
2019-05-07,27.4564,27.7955,26.7686,27.1027,530908.0
2019-05-08,27.0535,27.2108,26.3951,26.631,423129.0
2019-05-09,26.5327,26.7489,26.1789,26.2477,815017.0
2019-05-10,26.1298,26.5391,25.2356,26.2576,635676.0
2019-05-11,26.1298,26.5391,25.2356,26.2576,635676.0
2019-05-12,26.1298,26.5391,25.2356,26.2576,635676.0
2019-05-13,25.6876,25.7466,25.0095,25.039,753425.0
2019-05-14,25.0882,25.9431,24.6066,25.7367,1133529.0
2019-05-15,25.55,26.5622,25.2159,26.4934,904914.0
2019-05-16,26.4342,27.135,26.2565,26.3651,706977.0
2019-05-17,26.1084,26.9573,25.8814,26.5822,928832.0
2019-05-18,26.1084,26.9573,25.8814,26.5822,928832.0
2019-05-19,26.1084,26.9573,25.8814,26.5822,928832.0
2019-05-20,26.1775,26.5308,25.457,26.1084,766509.0
2019-05-21,26.1775,26.8093,26.1479,26.4737,614179.0
2019-05-22,26.3848,26.6267,25.8814,25.9308,406203.0
2019-05-23,25.6643,25.8962,25.151,25.4372,722617.0
2019-05-24,25.605,25.7341,24.9733,25.0029,541915.0
2019-05-25,25.605,25.7341,24.9733,25.0029,541915.0
2019-05-26,25.605,25.7341,24.9733,25.0029,541915.0
2019-05-27,25.605,25.7341,24.9733,25.0029,541915.0
2019-05-28,25.0029,25.4668,24.7561,25.1806,567692.0
2019-05-29,25.1214,25.2596,24.8351,25.1608,529086.0
2019-05-30,25.072,25.8024,24.8845,25.4471,489426.0
2019-05-31,25.0819,25.2645,24.5834,24.6574,649849.0
2019-06-01,25.0819,25.2645,24.5834,24.6574,649849.0
2019-06-02,25.0819,25.2645,24.5834,24.6574,649849.0
2019-06-03,24.5587,25.5557,24.5587,25.4866,614572.0
2019-06-04,25.8617,26.6513,25.5557,26.5822,675640.0
2019-06-05,26.6513,26.7352,25.8123,26.0196,553504.0
2019-06-06,26.069,26.4835,25.4965,25.8913,649896.0
2019-06-07,25.9999,26.0887,25.2102,25.2398,687560.0
2019-06-08,25.9999,26.0887,25.2102,25.2398,687560.0
2019-06-09,25.9999,26.0887,25.2102,25.2398,687560.0
2019-06-10,25.2596,25.8123,24.9437,25.5359,863909.0
2019-06-11,25.8419,26.0591,25.4816,25.8814,488042.0
2019-06-12,25.8617,26.3552,25.5952,26.0986,326951.0
2019-06-13,26.1479,26.9672,26.1479,26.7106,540419.0
2019-06-14,26.6119,26.9376,26.2762,26.3256,347579.0
2019-06-15,26.6119,26.9376,26.2762,26.3256,347579.0
2019-06-16,26.6119,26.9376,26.2762,26.3256,347579.0
2019-06-17,25.8222,26.2664,25.4965,25.7334,430354.0
2019-06-18,25.7531,26.4174,25.7334,25.99,346195.0
2019-06-19,26.1381,26.1726,25.4668,25.6346,479737.0
2019-06-20,25.7432,25.9604,25.5261,25.6445,506707.0
2019-06-21,25.5261,26.0245,25.1214,25.3583,933781.0
2019-06-22,25.5261,26.0245,25.1214,25.3583,933781.0
2019-06-23,25.5261,26.0245,25.1214,25.3583,933781.0
2019-06-24,25.3583,25.7037,24.8943,25.3879,743915.0
2019-06-25,25.3583,25.8123,25.2556,25.378,441883.0
2019-06-26,25.5162,26.0788,25.1906,25.8814,416419.0
2019-06-27,26.0788,26.7106,25.9924,26.7007,513978.0
2019-06-28,26.7501,27.3127,26.6958,27.0758,764855.0
2019-06-29,26.7501,27.3127,26.6958,27.0758,764855.0
2019-06-30,26.7501,27.3127,26.6958,27.0758,764855.0
2019-07-01,27.2732,27.5101,27.056,27.2929,458923.0
2019-07-02,27.4114,27.5891,26.7303,27.214,424530.0
2019-07-03,27.3818,27.5496,26.9771,27.056,407992.0
2019-07-04,27.3818,27.5496,26.9771,27.056,407992.0
2019-07-05,26.9277,27.8062,26.9277,27.6384,382459.0
2019-07-06,26.9277,27.8062,26.9277,27.6384,382459.0
2019-07-07,26.9277,27.8062,26.9277,27.6384,382459.0
2019-07-08,27.4805,28.1122,27.4509,27.7569,482449.0
2019-07-09,27.5299,27.7174,26.2664,26.7303,882170.0
2019-07-10,27.135,27.3324,26.7402,26.8784,452917.0
2019-07-11,27.0166,27.1251,26.0224,26.069,704245.0
2019-07-12,26.0887,27.3917,26.069,27.2732,589043.0
2019-07-13,26.0887,27.3917,26.069,27.2732,589043.0
2019-07-14,26.0887,27.3917,26.069,27.2732,589043.0
2019-07-15,27.2929,27.9247,27.1794,27.7766,597686.0
2019-07-16,27.9543,28.8229,27.8852,28.5367,708568.0
2019-07-17,28.3195,28.4553,27.1449,27.2041,612832.0
2019-07-18,27.0758,27.3127,26.7303,27.1942,508823.0
2019-07-19,27.1942,27.6878,26.9277,26.9771,433842.0
2019-07-20,27.1942,27.6878,26.9277,26.9771,433842.0
2019-07-21,27.1942,27.6878,26.9277,26.9771,433842.0
2019-07-22,27.0955,27.8161,26.7106,26.7501,324308.0
2019-07-23,26.8981,27.4953,26.7797,27.3226,615210.0
2019-07-24,27.2337,28.2652,27.056,28.1813,706985.0
2019-07-25,27.6582,27.8408,26.6217,26.6513,646586.0
2019-07-26,26.7402,26.8799,26.5033,26.7599,346296.0
2019-07-27,26.7402,26.8799,26.5033,26.7599,346296.0
2019-07-28,26.7402,26.8799,26.5033,26.7599,346296.0
2019-07-29,26.1282,26.4046,25.8715,26.0986,662060.0
2019-07-30,25.8419,26.5033,25.8419,26.3453,762616.0
2019-07-31,27.2436,27.2831,25.2892,25.6544,1809272.0
2019-08-01,25.9406,26.068,25.2003,25.605,930423.0
2019-08-02,25.4866,26.7599,25.4274,26.7402,868178.0
2019-08-03,25.4866,26.7599,25.4274,26.7402,868178.0
2019-08-04,25.4866,26.7599,25.4274,26.7402,868178.0
2019-08-05,25.9604,26.1578,24.1639,24.4403,1304682.0
2019-08-06,24.6772,25.3583,24.4501,25.2892,674495.0
2019-08-07,25.1214,25.5557,24.7265,25.457,584984.0
2019-08-08,25.6741,26.3453,25.5965,26.2565,546624.0
2019-08-09,26.0788,26.1479,25.3089,25.3879,443759.0
2019-08-10,26.0788,26.1479,25.3089,25.3879,443759.0
2019-08-11,26.0788,26.1479,25.3089,25.3879,443759.0
2019-08-12,25.1905,25.3188,24.8943,25.2694,534518.0
2019-08-13,25.1905,25.7432,24.8154,25.2497,393707.0
2019-08-14,24.8055,24.9536,24.0948,24.4107,553832.0
2019-08-15,24.4999,24.5098,23.4912,23.5874,578816.0
2019-08-16,23.8552,24.6388,23.8552,24.5198,396501.0
2019-08-17,23.8552,24.6388,23.8552,24.5198,396501.0
2019-08-18,23.8552,24.6388,23.8552,24.5198,396501.0
2019-08-19,25.0752,25.3133,24.6785,24.9264,375666.0
2019-08-20,24.8967,25.2438,24.6685,25.2141,374894.0
2019-08-21,23.8552,24.4999,22.655,23.9048,1639552.0
2019-08-22,23.9345,24.2916,23.8353,24.004,474656.0
2019-08-23,23.9544,24.0932,23.1212,23.3394,674467.0
2019-08-24,23.9544,24.0932,23.1212,23.3394,674467.0
2019-08-25,23.9544,24.0932,23.1212,23.3394,674467.0
2019-08-26,23.6072,23.7213,23.0617,23.1609,583989.0
2019-08-27,23.4783,23.7064,22.7195,23.3096,824134.0
2019-08-28,23.2799,24.0536,23.1212,23.8056,365951.0
2019-08-29,24.0436,24.7876,23.9395,24.6586,372016.0
2019-08-30,24.6685,24.8818,24.1329,24.2123,386240.0
2019-08-31,24.6685,24.8818,24.1329,24.2123,386240.0
2019-09-01,24.6685,24.8818,24.1329,24.2123,386240.0
2019-09-02,24.6685,24.8818,24.1329,24.2123,386240.0
2019-09-03,23.8453,23.9296,22.9426,23.4187,658730.0
2019-09-04,23.7461,23.7957,22.7343,23.0319,617014.0
2019-09-05,23.3295,24.0337,23.141,23.6469,578946.0
2019-09-06,23.8849,24.49,23.7362,24.0139,402534.0
2019-09-07,23.8849,24.49,23.7362,24.0139,402534.0
2019-09-08,23.8849,24.49,23.7362,24.0139,402534.0
2019-09-09,23.9742,25.3034,23.9742,25.2637,758621.0
2019-09-10,25.3331,26.8904,25.0355,26.8606,967738.0
2019-09-11,27.0293,28.0013,26.5135,27.8625,779976.0
2019-09-12,27.7533,28.3931,27.2276,27.4756,761245.0
2019-09-13,27.9121,28.2691,27.6641,28.1303,452523.0
2019-09-14,27.9121,28.2691,27.6641,28.1303,452523.0
2019-09-15,27.9121,28.2691,27.6641,28.1303,452523.0
2019-09-16,27.2772,27.8625,26.6226,27.8327,704538.0
2019-09-17,27.4756,28.0212,27.3367,27.545,534414.0
2019-09-18,27.5649,27.7682,27.0491,27.2872,597403.0
2019-09-19,27.307,27.426,26.6027,26.6127,573794.0
2019-09-20,26.6722,27.178,26.6325,26.7515,982103.0
2019-09-21,26.6722,27.178,26.6325,26.7515,982103.0
2019-09-22,26.6722,27.178,26.6325,26.7515,982103.0
2019-09-23,26.444,27.2177,26.2407,27.0392,607613.0
2019-09-24,27.2078,27.555,26.7763,26.94,462734.0
2019-09-25,26.8606,27.3665,26.6027,27.0689,391030.0
2019-09-26,27.0689,27.1086,26.0076,26.0374,653995.0
2019-09-27,26.206,26.7912,25.9283,25.9382,410711.0
2019-09-28,26.206,26.7912,25.9283,25.9382,410711.0
2019-09-29,26.206,26.7912,25.9283,25.9382,410711.0
2019-09-30,26.0969,26.2655,25.7497,26.0473,952244.0
2019-10-01,26.2159,27.1384,26.0374,26.3944,508056.0
2019-10-02,26.1564,26.4341,25.5017,25.9183,505152.0
2019-10-03,25.7596,26.1068,25.2637,25.3232,496636.0
2019-10-04,25.2538,25.71,25.224,25.4918,337510.0
2019-10-05,25.2538,25.71,25.224,25.4918,337510.0
2019-10-06,25.2538,25.71,25.224,25.4918,337510.0
2019-10-07,25.5216,25.5309,24.8272,25.0058,743946.0
2019-10-08,26.1861,26.8805,26.0076,26.7763,3065515.0
2019-10-09,26.7714,27.4955,26.7267,27.2673,681625.0
2019-10-10,27.2177,27.5946,26.454,27.4855,740308.0
2019-10-11,27.8129,28.3485,27.2624,27.2971,817990.0
2019-10-12,27.8129,28.3485,27.2624,27.2971,817990.0
2019-10-13,27.8129,28.3485,27.2624,27.2971,817990.0
2019-10-14,27.0193,28.1699,27.0193,28.1203,716535.0
2019-10-15,28.1203,28.4378,27.9021,28.2691,547053.0
2019-10-16,28.3981,29.6082,28.3584,29.3007,1048573.0
2019-10-17,29.5685,30.005,28.8048,28.8643,617614.0
2019-10-18,28.8147,29.0131,27.9269,28.1898,833183.0
2019-10-19,28.8147,29.0131,27.9269,28.1898,833183.0
2019-10-20,28.8147,29.0131,27.9269,28.1898,833183.0
2019-10-21,28.7948,29.5288,28.6857,29.2313,768603.0
2019-10-22,29.4594,30.1637,29.1519,29.8859,984295.0
2019-10-23,28.2691,29.023,26.9797,27.7633,1901392.0
2019-10-24,28.1402,28.3187,26.9301,27.307,957525.0
2019-10-25,27.1384,27.7831,27.1384,27.4657,638402.0
2019-10-26,27.1384,27.7831,27.1384,27.4657,638402.0
2019-10-27,27.1384,27.7831,27.1384,27.4657,638402.0
2019-10-28,27.4855,28.1997,27.4657,27.7732,462479.0
2019-10-29,27.6442,28.1104,27.4955,27.8625,491901.0
2019-10-30,27.6938,28.1997,27.4571,28.0807,466625.0
2019-10-31,28.0212,28.408,27.4756,28.3782,549260.0
2019-11-01,28.7651,28.904,28.0906,28.2394,545600.0
2019-11-02,28.7651,28.904,28.0906,28.2394,545600.0
2019-11-03,28.7651,28.904,28.0906,28.2394,545600.0
2019-11-04,28.7849,29.2065,28.4874,29.023,820871.0
2019-11-05,29.0527,30.1339,29.0174,29.9256,893345.0
2019-11-06,29.8066,30.4116,29.628,30.3819,523845.0
2019-11-07,30.5009,30.858,29.7371,29.9355,459618.0
2019-11-08,29.7669,29.9157,29.261,29.8958,319725.0
2019-11-09,29.7669,29.9157,29.261,29.8958,319725.0
2019-11-10,29.7669,29.9157,29.261,29.8958,319725.0
2019-11-11,29.8562,30.3819,29.7024,29.995,451191.0
2019-11-12,29.9752,30.2133,29.271,29.3801,552147.0
2019-11-13,29.1122,29.9058,29.0527,29.7867,414837.0
2019-11-14,29.8764,30.1751,29.6174,30.1652,329860.0
2019-11-15,30.4241,30.6133,30.1851,30.5038,412978.0
2019-11-16,30.4241,30.6133,30.1851,30.5038,412978.0
2019-11-17,30.4241,30.6133,30.1851,30.5038,412978.0
2019-11-18,30.2648,30.4739,30.0656,30.3146,435224.0
2019-11-19,30.3444,31.171,30.0556,30.8922,637275.0
2019-11-20,30.5934,30.8125,29.8764,30.4042,532135.0
2019-11-21,30.5536,30.5536,29.727,29.9162,467857.0
2019-11-22,30.0855,30.5337,29.8963,30.454,350594.0
2019-11-23,30.0855,30.5337,29.8963,30.454,350594.0
2019-11-24,30.0855,30.5337,29.8963,30.454,350594.0
2019-11-25,30.6233,31.0913,30.2648,30.6382,539245.0
2019-11-26,30.5436,30.942,30.4639,30.7328,588187.0
2019-11-27,30.7926,30.9918,30.3942,30.5436,274891.0
2019-11-28,30.7926,30.9918,30.3942,30.5436,274891.0
2019-11-29,30.3245,30.5934,30.1054,30.1652,210665.0
2019-11-30,30.3245,30.5934,30.1054,30.1652,210665.0
2019-12-01,30.3245,30.5934,30.1054,30.1652,210665.0
2019-12-02,30.1652,30.5337,29.8863,29.956,328555.0
2019-12-03,29.717,29.717,28.7311,28.9602,633767.0
2019-12-04,29.1693,29.5676,29.0498,29.1394,542518.0
2019-12-05,29.239,29.4581,29.01,29.3286,325360.0
2019-12-06,29.6075,29.9959,29.5129,29.7967,373935.0
2019-12-07,29.6075,29.9959,29.5129,29.7967,373935.0
2019-12-08,29.6075,29.9959,29.5129,29.7967,373935.0
2019-12-09,29.7668,29.9859,29.5179,29.5975,359870.0
2019-12-10,29.5776,29.8764,29.0697,29.1693,419081.0
2019-12-11,29.2888,29.4083,28.9004,29.0,257322.0
2019-12-12,29.1693,30.1576,29.1693,29.9959,600874.0
2019-12-13,29.966,30.3544,29.3884,29.4183,340100.0
2019-12-14,29.966,30.3544,29.3884,29.4183,340100.0
2019-12-15,29.966,30.3544,29.3884,29.4183,340100.0
2019-12-16,29.5577,30.1453,29.43,29.717,612930.0
2019-12-17,29.6274,31.2108,29.6274,30.7627,1132696.0
2019-12-18,30.8225,30.9445,30.3245,30.4341,328715.0
2019-12-19,30.4739,30.4789,30.0357,30.2747,589602.0
2019-12-20,30.3544,30.4938,29.9959,30.1652,1404803.0
2019-12-21,30.3544,30.4938,29.9959,30.1652,1404803.0
2019-12-22,30.3544,30.4938,29.9959,30.1652,1404803.0
2019-12-23,30.2349,30.9818,30.215,30.6731,448824.0
2019-12-24,30.7029,30.8623,30.3544,30.6133,161609.0
2019-12-25,30.7029,30.8623,30.3544,30.6133,161609.0
2019-12-26,30.6133,30.7913,30.0956,30.2448,249130.0
2019-12-27,30.4141,30.4341,29.6374,29.7071,309707.0
2019-12-28,30.4141,30.4341,29.6374,29.7071,309707.0
2019-12-29,30.4141,30.4341,29.6374,29.7071,309707.0
2019-12-30,29.7369,29.8124,29.1494,29.1593,457043.0
2019-12-31,29.0896,29.4432,29.0398,29.1693,471148.0
2020-01-01,29.0896,29.4432,29.0398,29.1693,471148.0
2020-01-02,29.5079,29.8266,28.9004,29.1095,439525.0
2020-01-03,28.8904,29.0797,27.9543,28.9701,527776.0
2020-01-04,28.8904,29.0797,27.9543,28.9701,527776.0
2020-01-05,28.8904,29.0797,27.9543,28.9701,527776.0
2020-01-06,28.5718,29.01,28.3029,28.9602,494564.0
2020-01-07,28.8606,29.1693,28.6415,29.0299,457374.0
2020-01-08,28.9004,29.3187,28.7112,28.9701,507204.0
2020-01-09,29.0299,29.488,28.6514,28.7411,432811.0
2020-01-10,28.7012,29.0199,28.4224,28.9801,502153.0
2020-01-11,28.7012,29.0199,28.4224,28.9801,502153.0
2020-01-12,28.7012,29.0199,28.4224,28.9801,502153.0
2020-01-13,28.9402,29.478,28.6913,29.4083,441699.0
2020-01-14,29.4979,30.1969,29.3386,29.488,475576.0
2020-01-15,29.3983,29.8166,29.3884,29.5378,360232.0
2020-01-16,29.8266,30.6133,29.727,30.3146,449970.0
2020-01-17,30.4739,30.6332,29.6971,29.9262,381207.0
2020-01-18,30.4739,30.6332,29.6971,29.9262,381207.0
2020-01-19,30.4739,30.6332,29.6971,29.9262,381207.0
2020-01-20,30.4739,30.6332,29.6971,29.9262,381207.0
2020-01-21,29.6872,29.8365,27.7352,28.283,1158900.0
2020-01-22,28.4722,29.3087,28.1834,29.0,1065415.0
2020-01-23,28.9104,29.7668,28.4622,29.712,776316.0
2020-01-24,29.7369,29.7369,28.2232,28.9004,823342.0
2020-01-25,29.7369,29.7369,28.2232,28.9004,823342.0
2020-01-26,29.7369,29.7369,28.2232,28.9004,823342.0
2020-01-27,27.8846,28.0539,26.9485,27.317,973725.0
2020-01-28,27.5261,27.7751,27.3668,27.4663,520588.0
2020-01-29,27.6058,27.8547,27.1177,27.1775,515177.0
2020-01-30,26.8887,27.9742,26.7593,27.785,732179.0
2020-01-31,28.3726,29.5378,27.2174,27.7651,917472.0
2020-02-01,28.3726,29.5378,27.2174,27.7651,917472.0
2020-02-02,28.3726,29.5378,27.2174,27.7651,917472.0
2020-02-03,28.0639,28.2587,27.1676,27.4813,902903.0
2020-02-04,28.0838,29.1494,28.0838,29.0697,787142.0
2020-02-05,29.5179,30.6267,29.5179,29.8465,744069.0
2020-02-06,30.1652,30.3345,28.4523,28.6614,838096.0
2020-02-07,28.3925,28.6016,27.7551,28.2232,595909.0
2020-02-08,28.3925,28.6016,27.7551,28.2232,595909.0
2020-02-09,28.3925,28.6016,27.7551,28.2232,595909.0
2020-02-10,28.0838,28.3128,27.7601,28.1435,524402.0
2020-02-11,28.1037,29.1693,28.1037,28.4523,402868.0
2020-02-12,28.6813,29.0398,28.6116,29.0,386726.0
2020-02-13,28.77,28.8,28.07,28.51,579724.0
2020-02-14,28.47,28.65,27.8,27.96,485458.0
2020-02-15,28.47,28.65,27.8,27.96,485458.0
2020-02-16,28.47,28.65,27.8,27.96,485458.0
2020-02-17,28.47,28.65,27.8,27.96,485458.0
2020-02-18,27.78,28.05,26.9868,27.04,550022.0
2020-02-19,27.02,27.05,26.3,26.7,762008.0
2020-02-20,26.68,27.27,26.5649,26.79,387411.0
2020-02-21,26.55,26.88,26.0601,26.81,441419.0
2020-02-22,26.55,26.88,26.0601,26.81,441419.0
2020-02-23,26.55,26.88,26.0601,26.81,441419.0
2020-02-24,25.61,26.06,24.53,25.36,817974.0
2020-02-25,25.48,25.635,24.15,24.19,969549.0
2020-02-26,24.3,24.32,22.88,23.265,1116628.0
2020-02-27,22.51,23.67,21.36,22.07,1285322.0
2020-02-28,21.21,21.9,20.52,20.88,1303162.0
2020-02-29,21.21,21.9,20.52,20.88,1303162.0
2020-03-01,21.21,21.9,20.52,20.88,1303162.0
2020-03-02,20.84,20.84,19.0,19.97,1440361.0
2020-03-03,20.25,20.9,18.59,19.15,1412048.0
2020-03-04,19.48,19.5649,18.33,19.0,1788788.0
2020-03-05,18.5,18.58,16.71,16.82,1838988.0
2020-03-06,16.2,18.46,16.04,17.62,2215264.0
2020-03-07,16.2,18.46,16.04,17.62,2215264.0
2020-03-08,16.2,18.46,16.04,17.62,2215264.0
2020-03-09,16.55,17.62,16.41,16.85,1522206.0
2020-03-10,17.71,17.855,16.11,17.46,1553258.0
2020-03-11,16.92,17.15,15.56,15.74,1132292.0
2020-03-12,14.26,14.31,12.25,12.26,2096658.0
2020-03-13,13.6,14.16,11.87,14.13,2913624.0
2020-03-14,13.6,14.16,11.87,14.13,2913624.0
2020-03-15,13.6,14.16,11.87,14.13,2913624.0
