,SCHW US Equity,SCHW US Equity,SCHW US Equity,SCHW US Equity,SCHW US Equity
2020-05-29,33.6399,34.2572,33.4499,34.1052,14247662.0
2020-05-30,33.6399,34.2572,33.4499,34.1052,14247662.0
2020-05-31,33.6399,34.2572,33.4499,34.1052,14247662.0
2020-06-01,34.2287,34.7891,34.1337,34.6751,7469783.0
2020-06-02,35.1405,35.6391,34.9125,35.2734,6232941.0
2020-06-03,36.3751,37.6573,36.1852,37.5243,9672058.0
2020-06-04,38.0087,39.6185,37.1824,39.5853,26855949.0
2020-06-05,42.463,43.5552,40.5635,40.668,20489936.0
2020-06-06,42.463,43.5552,40.5635,40.668,20489936.0
2020-06-07,42.463,43.5552,40.5635,40.668,20489936.0
2020-06-08,40.8484,41.0953,39.2433,39.7182,12200419.0
2020-06-09,38.607,39.0249,38.0752,38.1606,11529154.0
2020-06-10,37.6573,37.9422,36.1282,36.2042,11641176.0
2020-06-11,34.7036,35.6818,34.2667,34.3427,11348260.0
2020-06-12,35.7578,35.8053,33.6589,34.7226,15666475.0
2020-06-13,35.7578,35.8053,33.6589,34.7226,15666475.0
2020-06-14,35.7578,35.8053,33.6589,34.7226,15666475.0
2020-06-15,33.5734,35.2829,33.3929,34.8081,10015161.0
2020-06-16,35.9667,36.0902,34.5896,35.0645,12663243.0
2020-06-17,35.1784,35.3399,34.6086,34.827,12120929.0
2020-06-18,34.4756,35.2069,34.2002,35.0265,10430497.0
2020-06-19,35.7673,35.7673,33.9628,34.827,14796391.0
2020-06-20,35.7673,35.7673,33.9628,34.827,14796391.0
2020-06-21,35.7673,35.7673,33.9628,34.827,14796391.0
2020-06-22,34.5801,34.9173,34.3522,34.5896,8242752.0
2020-06-23,34.9695,35.2069,34.0767,34.0862,9923139.0
2020-06-24,33.7158,33.7538,31.9742,32.1013,14398522.0
2020-06-25,31.8923,32.5097,31.6074,32.3672,14814470.0
2020-06-26,31.9303,32.0538,30.0403,30.1543,28270653.0
2020-06-27,31.9303,32.0538,30.0403,30.1543,28270653.0
2020-06-28,31.9303,32.0538,30.0403,30.1543,28270653.0
2020-06-29,30.4867,31.1325,30.3253,31.1041,12378618.0
2020-06-30,30.9616,32.277,30.8951,32.0443,15650360.0
2020-07-01,31.9873,32.4005,31.161,31.3605,21721444.0
2020-07-02,32.1013,32.4717,31.6074,31.7119,7862691.0
2020-07-03,32.1013,32.4717,31.6074,31.7119,7862691.0
2020-07-04,32.1013,32.4717,31.6074,31.7119,7862691.0
2020-07-05,32.1013,32.4717,31.6074,31.7119,7862691.0
2020-07-06,32.3862,33.1365,32.3007,32.4907,13573679.0
2020-07-07,32.1013,32.4622,31.8449,32.1868,7198781.0
2020-07-08,32.3102,32.7946,32.0633,32.6996,6915966.0
2020-07-09,32.5857,32.7281,31.7404,32.1773,8475822.0
2020-07-10,32.1108,33.1508,32.1108,33.051,6258806.0
2020-07-11,32.1108,33.1508,32.1108,33.051,6258806.0
2020-07-12,32.1108,33.1508,32.1108,33.051,6258806.0
2020-07-13,33.4404,33.6541,32.5857,32.6996,8679881.0
2020-07-14,32.5572,33.127,32.2627,32.8136,7862266.0
2020-07-15,33.3454,34.0103,33.0415,33.8678,9873268.0
2020-07-16,33.1365,34.2667,32.7186,33.165,12191446.0
2020-07-17,33.165,33.3265,31.7499,31.7594,11840603.0
2020-07-18,33.165,33.3265,31.7499,31.7594,11840603.0
2020-07-19,33.165,33.3265,31.7499,31.7594,11840603.0
2020-07-20,31.7404,32.2342,31.3795,32.1393,9564139.0
2020-07-21,32.3387,33.5829,32.3102,33.4689,11387134.0
2020-07-22,33.2885,33.4024,32.7376,33.108,7584979.0
2020-07-23,33.051,34.0483,32.7756,33.4404,7457272.0
2020-07-24,33.4404,33.7253,32.975,33.184,6578036.0
2020-07-25,33.4404,33.7253,32.975,33.184,6578036.0
2020-07-26,33.4404,33.7253,32.975,33.184,6578036.0
2020-07-27,32.8136,32.9371,31.9588,32.1393,10588156.0
2020-07-28,31.9113,32.3102,31.8638,31.9683,8882806.0
2020-07-29,32.0158,32.3957,31.7499,32.3672,6592698.0
2020-07-30,31.7594,32.0348,31.237,31.8923,7323592.0
2020-07-31,31.7499,31.7879,31.0186,31.484,10385035.0
2020-08-01,31.7499,31.7879,31.0186,31.484,10385035.0
2020-08-02,31.7499,31.7879,31.0186,31.484,10385035.0
2020-08-03,31.6074,31.9303,31.142,31.6644,7285614.0
2020-08-04,31.446,32.2437,31.446,32.2437,14859277.0
2020-08-05,32.4907,32.6284,32.1773,32.4812,8279431.0
2020-08-06,32.0611,32.443,31.5264,31.641,8077668.0
2020-08-07,31.5264,32.5194,31.3546,32.5003,7823115.0
2020-08-08,31.5264,32.5194,31.3546,32.5003,7823115.0
2020-08-09,31.5264,32.5194,31.3546,32.5003,7823115.0
2020-08-10,32.5194,32.7294,32.0324,32.2711,6043193.0
2020-08-11,32.9108,33.9467,32.6817,33.3787,12160483.0
2020-08-12,33.8942,34.37,33.1782,33.2641,8998737.0
2020-08-13,32.9299,33.3357,32.5623,33.0445,5937679.0
2020-08-14,32.8917,33.856,32.739,33.4646,8740679.0
2020-08-15,32.8917,33.856,32.739,33.4646,8740679.0
2020-08-16,32.8917,33.856,32.739,33.4646,8740679.0
2020-08-17,33.3023,33.6794,32.9108,33.054,8341023.0
2020-08-18,32.9395,33.4168,32.6912,33.3691,7709969.0
2020-08-19,33.3691,34.2761,33.3691,34.0947,8035659.0
2020-08-20,33.6364,33.751,32.9204,32.9872,8160987.0
2020-08-21,32.9872,33.3118,32.6817,32.8917,5804467.0
2020-08-22,32.9872,33.3118,32.6817,32.8917,5804467.0
2020-08-23,32.9872,33.3118,32.6817,32.8917,5804467.0
2020-08-24,32.9395,33.8942,32.9013,33.5314,9919969.0
2020-08-25,33.8942,34.2475,33.646,33.942,5261042.0
2020-08-26,33.9706,34.1043,33.5314,33.8179,4117870.0
2020-08-27,33.8847,34.7249,33.541,34.448,6467447.0
2020-08-28,34.5148,34.8204,34.2284,34.639,6156466.0
2020-08-29,34.5148,34.8204,34.2284,34.639,6156466.0
2020-08-30,34.5148,34.8204,34.2284,34.639,6156466.0
2020-08-31,34.4957,34.5626,33.8465,33.9229,8331386.0
2020-09-01,33.5696,34.6151,33.3787,34.1807,6146828.0
2020-09-02,34.1616,34.4862,33.856,34.343,8021186.0
2020-09-03,34.658,35.207,33.6078,33.7892,13777918.0
2020-09-04,34.6103,35.2214,34.0184,34.5626,11453963.0
2020-09-05,34.6103,35.2214,34.0184,34.5626,11453963.0
2020-09-06,34.6103,35.2214,34.0184,34.5626,11453963.0
2020-09-07,34.6103,35.2214,34.0184,34.5626,11453963.0
2020-09-08,33.8656,34.0852,33.0445,33.0922,9023220.0
2020-09-09,33.35,33.6699,32.9968,33.4455,7657697.0
2020-09-10,33.6078,33.7749,32.9586,33.0922,5709901.0
2020-09-11,33.1209,33.9563,33.1209,33.646,5890260.0
2020-09-12,33.1209,33.9563,33.1209,33.646,5890260.0
2020-09-13,33.1209,33.9563,33.1209,33.646,5890260.0
2020-09-14,33.8942,34.5339,33.7319,34.1138,6875630.0
2020-09-15,33.1113,33.5266,32.2616,33.1782,12952479.0
2020-09-16,33.35,34.4432,33.2354,34.1138,8778863.0
2020-09-17,33.5505,34.4384,33.4741,34.1902,7298589.0
2020-09-18,33.9993,34.8872,33.9993,34.4003,9021042.0
2020-09-19,33.9993,34.8872,33.9993,34.4003,9021042.0
2020-09-20,33.9993,34.8872,33.9993,34.4003,9021042.0
2020-09-21,33.5505,34.2952,32.9395,33.646,11448059.0
2020-09-22,33.5792,34.1807,32.8917,33.3882,7816868.0
2020-09-23,33.5983,34.1902,33.1973,33.2068,8152049.0
2020-09-24,33.3309,33.3882,32.5576,32.8058,7039172.0
2020-09-25,32.5576,33.4837,32.4239,33.3596,5768369.0
2020-09-26,32.5576,33.4837,32.4239,33.3596,5768369.0
2020-09-27,32.5576,33.4837,32.4239,33.3596,5768369.0
2020-09-28,33.9038,34.6676,33.8226,34.5626,6035488.0
2020-09-29,34.5148,34.6199,33.8847,34.1616,7150277.0
2020-09-30,34.448,35.0209,34.3287,34.5912,7214286.0
2020-10-01,35.2405,36.052,34.9445,36.0234,19959112.0
2020-10-02,35.4887,36.7347,35.3932,35.9661,22728265.0
2020-10-03,35.4887,36.7347,35.3932,35.9661,22728265.0
2020-10-04,35.4887,36.7347,35.3932,35.9661,22728265.0
2020-10-05,36.4435,36.959,35.0877,35.2691,94997699.0
2020-10-06,35.4601,35.7656,34.4384,35.0877,19905327.0
2020-10-07,35.7942,36.4339,35.2309,36.0711,18282552.0
2020-10-08,36.1188,36.2334,35.7465,36.0329,10818256.0
2020-10-09,36.4721,36.7203,35.8658,36.5007,11644108.0
2020-10-10,36.4721,36.7203,35.8658,36.5007,11644108.0
2020-10-11,36.4721,36.7203,35.8658,36.5007,11644108.0
2020-10-12,36.5198,36.7872,36.1857,36.7299,14481628.0
2020-10-13,36.5962,36.7681,35.7178,35.9088,10841084.0
2020-10-14,35.6128,36.2239,35.3359,35.441,10014150.0
2020-10-15,35.6224,37.2741,35.5508,37.2646,15406697.0
2020-10-16,37.5033,37.9711,36.8158,37.5128,14090513.0
2020-10-17,37.5033,37.9711,36.8158,37.5128,14090513.0
2020-10-18,37.5033,37.9711,36.8158,37.5128,14090513.0
2020-10-19,37.6274,37.7658,36.9781,37.1309,12294107.0
2020-10-20,37.4173,38.3053,37.3123,37.36,9961378.0
2020-10-21,37.36,37.6369,36.9829,37.1691,7673000.0
2020-10-22,37.1595,38.4437,36.959,38.3148,10094088.0
2020-10-23,38.8781,39.0786,38.1143,38.5249,8243377.0
2020-10-24,38.8781,39.0786,38.1143,38.5249,8243377.0
2020-10-25,38.8781,39.0786,38.1143,38.5249,8243377.0
2020-10-26,38.0188,38.1907,36.9161,37.3791,11991755.0
2020-10-27,37.2837,37.446,36.5724,36.7299,7881951.0
2020-10-28,36.1284,36.7872,35.6033,36.4244,13941437.0
2020-10-29,36.2525,38.9402,35.6415,38.4867,14757254.0
2020-10-30,38.2862,39.2743,38.1907,39.2505,13155012.0
2020-10-31,38.2862,39.2743,38.1907,39.2505,13155012.0
2020-11-01,38.2862,39.2743,38.1907,39.2505,13155012.0
2020-11-02,39.4032,40.759,39.0404,39.3937,12719840.0
2020-11-03,40.1861,41.7902,40.1861,40.6349,12927331.0
2020-11-04,38.1811,40.062,37.7133,38.9927,15044200.0
2020-11-05,38.9545,40.2912,38.9545,39.5751,9875996.0
2020-11-06,40.0811,40.1002,39.1264,39.2696,6824116.0
2020-11-07,40.0811,40.1002,39.1264,39.2696,6824116.0
2020-11-08,40.0811,40.1002,39.1264,39.2696,6824116.0
2020-11-09,43.1459,43.8143,41.7806,42.9263,14747812.0
2020-11-10,43.2223,44.3871,42.8404,44.3203,10791888.0
2020-11-11,45.3037,45.3323,43.8143,44.1389,14938438.0
2020-11-12,43.5159,43.6117,42.4232,42.8641,9621962.0
2020-11-13,43.2187,44.3066,43.1421,44.091,7519373.0
2020-11-14,43.2187,44.3066,43.1421,44.091,7519373.0
2020-11-15,43.2187,44.3066,43.1421,44.091,7519373.0
2020-11-16,45.1357,45.4425,44.0718,44.944,10663997.0
2020-11-17,44.9153,46.909,44.8099,46.8706,16788620.0
2020-11-18,46.8898,47.7668,45.7204,45.7204,15442354.0
2020-11-19,44.9632,45.3658,44.3306,45.1262,11022251.0
2020-11-20,44.7332,45.0016,44.4888,44.6757,6365831.0
2020-11-21,44.7332,45.0016,44.4888,44.6757,6365831.0
2020-11-22,44.7332,45.0016,44.4888,44.6757,6365831.0
2020-11-23,45.3179,46.3435,44.7907,46.238,6970721.0
2020-11-24,46.8994,47.81,46.5831,47.7237,10117354.0
2020-11-25,47.0336,48.0687,46.8419,47.6853,9898159.0
2020-11-26,47.0336,48.0687,46.8419,47.6853,9898159.0
2020-11-27,47.5512,48.0064,47.4074,47.6374,4626640.0
2020-11-28,47.5512,48.0064,47.4074,47.6374,4626640.0
2020-11-29,47.5512,48.0064,47.4074,47.6374,4626640.0
2020-11-30,47.4074,47.671,46.4968,46.7556,21664552.0
2020-12-01,48.0017,48.9026,47.6087,47.9441,12399991.0
2020-12-02,47.5224,48.8835,47.4936,48.7493,6785281.0
2020-12-03,48.5384,49.1039,48.1454,48.9506,7579286.0
2020-12-04,49.286,49.6599,48.8451,48.8739,7371353.0
2020-12-05,49.286,49.6599,48.8451,48.8739,7371353.0
2020-12-06,49.286,49.6599,48.8451,48.8739,7371353.0
2020-12-07,48.4905,48.9458,48.3659,48.6534,7657147.0
2020-12-08,48.0687,48.8547,48.0687,48.4521,7494512.0
2020-12-09,48.8068,48.8835,48.0783,48.4521,5592017.0
2020-12-10,48.0783,48.2796,47.4745,48.0208,7825323.0
2020-12-11,47.2349,47.4649,46.861,47.3786,7629787.0
2020-12-12,47.2349,47.4649,46.861,47.3786,7629787.0
2020-12-13,47.2349,47.4649,46.861,47.3786,7629787.0
2020-12-14,48.2988,49.5448,47.7524,47.7716,7980974.0
2020-12-15,48.1934,49.4011,47.9418,48.9314,7674583.0
2020-12-16,48.941,49.564,48.5097,49.5353,7448029.0
2020-12-17,49.5544,49.8803,49.1806,49.6311,7291028.0
2020-12-18,49.7365,50.0528,49.1998,49.8228,16739597.0
2020-12-19,49.7365,50.0528,49.1998,49.8228,16739597.0
2020-12-20,49.7365,50.0528,49.1998,49.8228,16739597.0
2020-12-21,49.7461,49.8995,48.8355,49.6023,7605579.0
2020-12-22,49.6023,49.9091,49.3148,49.4969,5444435.0
2020-12-23,49.6982,50.5225,49.4586,50.1774,4254103.0
2020-12-24,50.2062,50.2062,49.6886,49.8995,1633112.0
2020-12-25,50.2062,50.2062,49.6886,49.8995,1633112.0
2020-12-26,50.2062,50.2062,49.6886,49.8995,1633112.0
2020-12-27,50.2062,50.2062,49.6886,49.8995,1633112.0
2020-12-28,50.4362,50.7669,50.1104,50.743,4635051.0
2020-12-29,50.7909,51.112,50.3404,50.3596,3421489.0
2020-12-30,50.3596,50.7334,50.1774,50.235,3971451.0
2020-12-31,50.3691,50.9155,50.0912,50.8388,4085062.0
2021-01-01,50.3691,50.9155,50.0912,50.8388,4085062.0
2021-01-02,50.3691,50.9155,50.0912,50.8388,4085062.0
2021-01-03,50.3691,50.9155,50.0912,50.8388,4085062.0
2021-01-04,51.0113,51.251,49.7749,50.5704,8649960.0
2021-01-05,49.8036,50.7525,49.7845,50.58,7995727.0
2021-01-06,52.1136,55.43,51.7973,55.0275,16551756.0
2021-01-07,55.4875,56.9756,55.2383,56.609,10949815.0
2021-01-08,56.3981,57.1074,55.8134,56.5323,9165419.0
2021-01-09,56.3981,57.1074,55.8134,56.5323,9165419.0
2021-01-10,56.3981,57.1074,55.8134,56.5323,9165419.0
2021-01-11,56.4077,57.8454,55.7176,57.7496,8767889.0
2021-01-12,58.2768,59.4653,57.9317,58.6602,12194523.0
2021-01-13,58.0659,58.8231,56.7336,57.0403,17171716.0
2021-01-14,57.1362,57.3087,56.6783,56.8678,9165765.0
2021-01-15,56.1297,56.7144,55.5546,56.3118,9952427.0
2021-01-16,56.1297,56.7144,55.5546,56.3118,9952427.0
2021-01-17,56.1297,56.7144,55.5546,56.3118,9952427.0
2021-01-18,56.1297,56.7144,55.5546,56.3118,9952427.0
2021-01-19,56.7815,57.117,55.43,56.7719,8277199.0
2021-01-20,56.8869,56.9828,55.6984,56.1777,9798238.0
2021-01-21,56.4173,56.5227,55.9189,56.2639,6367143.0
2021-01-22,55.7463,56.4748,55.5302,55.9764,5472359.0
2021-01-23,55.7463,56.4748,55.5302,55.9764,5472359.0
2021-01-24,55.7463,56.4748,55.5302,55.9764,5472359.0
2021-01-25,54.8933,55.7655,54.2511,54.7112,7888874.0
2021-01-26,55.1041,55.2958,53.79,53.8773,6786858.0
2021-01-27,53.1105,53.1105,50.9538,51.0784,10579816.0
2021-01-28,51.4235,53.12,51.3468,51.5098,11278569.0
2021-01-29,51.0497,51.0784,48.6582,49.4011,17772190.0
2021-01-30,51.0497,51.0784,48.6582,49.4011,17772190.0
2021-01-31,51.0497,51.0784,48.6582,49.4011,17772190.0
2021-02-01,49.9666,51.4906,49.8132,51.1551,8601101.0
2021-02-02,51.8836,53.0434,51.8644,52.2766,8720628.0
2021-02-03,52.4108,53.0242,50.7621,51.2414,10230566.0
2021-02-04,51.6344,52.9092,51.4043,52.9092,7891037.0
2021-02-05,53.3788,54.045,52.9954,53.4268,7994697.0
2021-02-06,53.3788,54.045,52.9954,53.4268,7994697.0
2021-02-07,53.3788,54.045,52.9954,53.4268,7994697.0
2021-02-08,53.6568,53.779,52.9283,53.5322,5377144.0
2021-02-09,53.1776,54.184,52.6983,53.9348,5541197.0
2021-02-10,54.2511,54.529,53.0721,53.3884,7549406.0
2021-02-11,53.5135,54.2058,53.2827,53.7827,6040402.0
2021-02-12,53.7827,56.0232,53.6673,55.9559,8138119.0
2021-02-13,53.7827,56.0232,53.6673,55.9559,8138119.0
2021-02-14,53.7827,56.0232,53.6673,55.9559,8138119.0
2021-02-15,53.7827,56.0232,53.6673,55.9559,8138119.0
2021-02-16,56.6675,58.9946,56.3887,58.61,11008933.0
2021-02-17,58.283,59.0283,58.0426,58.9465,9507567.0
2021-02-18,58.6484,59.8408,58.3119,59.5523,6157666.0
2021-02-19,60.0428,61.014,58.7927,59.5331,8421356.0
2021-02-20,60.0428,61.014,58.7927,59.5331,8421356.0
2021-02-21,60.0428,61.014,58.7927,59.5331,8421356.0
2021-02-22,60.2447,60.6678,59.6966,60.5332,8049364.0
2021-02-23,61.014,61.014,59.0812,60.2639,8613271.0
2021-02-24,60.5813,62.918,60.0908,61.966,11535329.0
2021-02-25,61.8794,62.7353,60.5524,60.6774,10584110.0
2021-02-26,60.4947,60.8505,58.8985,59.3504,9543676.0
2021-02-27,60.4947,60.8505,58.8985,59.3504,9543676.0
2021-02-28,60.4947,60.8505,58.8985,59.3504,9543676.0
