,OMC US Equity,OMC US Equity,OMC US Equity,OMC US Equity,OMC US Equity
2020-02-06,66.7791,67.3164,65.2953,65.3124,1352830.0
2020-02-07,65.0054,65.193,63.9198,64.5875,1867576.0
2020-02-08,65.0054,65.193,63.9198,64.5875,1867576.0
2020-02-09,65.0054,65.193,63.9198,64.5875,1867576.0
2020-02-10,64.5364,65.6705,64.5108,65.662,3172428.0
2020-02-11,67.7854,68.4335,65.3465,65.9008,3727755.0
2020-02-12,66.5148,67.6148,66.0458,67.2396,2650768.0
2020-02-13,66.9667,68.2373,66.9667,67.8195,2695387.0
2020-02-14,68.0071,68.0071,66.1481,66.6342,1551926.0
2020-02-15,68.0071,68.0071,66.1481,66.6342,1551926.0
2020-02-16,68.0071,68.0071,66.1481,66.6342,1551926.0
2020-02-17,68.0071,68.0071,66.1481,66.6342,1551926.0
2020-02-18,66.6171,67.1373,66.6086,67.0349,1902497.0
2020-02-19,67.1714,67.4272,66.9326,67.0435,1356000.0
2020-02-20,66.9326,67.359,66.3954,67.1799,1405016.0
2020-02-21,66.8388,67.0008,66.0628,66.745,2300314.0
2020-02-22,66.8388,67.0008,66.0628,66.745,2300314.0
2020-02-23,66.8388,67.0008,66.0628,66.745,2300314.0
2020-02-24,65.5341,65.5725,64.2891,65.0139,1946717.0
2020-02-25,65.1077,65.1845,62.6689,63.1208,2596931.0
2020-02-26,63.172,64.0588,61.7479,61.7479,3233176.0
2020-02-27,60.3153,61.4068,59.2578,59.2834,4206866.0
2020-02-28,57.9787,59.4454,57.1856,59.0788,4338939.0
2020-02-29,57.9787,59.4454,57.1856,59.0788,4338939.0
2020-03-01,57.9787,59.4454,57.1856,59.0788,4338939.0
2020-03-02,59.1896,60.0935,57.6035,59.9997,3538401.0
2020-03-03,59.7951,61.1765,58.1663,59.002,2445489.0
2020-03-04,59.8207,60.6393,59.1555,60.5284,2718395.0
2020-03-05,58.8912,59.0788,57.7016,58.0896,3066536.0
2020-03-06,56.4608,57.5864,55.2328,56.1282,4352409.0
2020-03-07,56.4608,57.5864,55.2328,56.1282,4352409.0
2020-03-08,56.4608,57.5864,55.2328,56.1282,4352409.0
2020-03-09,53.9234,53.932,51.8908,51.9942,3560810.0
2020-03-10,53.4152,55.3186,51.1846,55.2756,2865852.0
2020-03-11,53.7856,54.1559,52.5109,53.5875,2850531.0
2020-03-12,50.5386,51.331,47.6707,48.7042,3116784.0
2020-03-13,51.1415,54.2076,47.7051,54.1818,4004765.0
2020-03-14,51.1415,54.2076,47.7051,54.1818,4004765.0
2020-03-15,51.1415,54.2076,47.7051,54.1818,4004765.0
2020-03-16,48.9798,52.3128,45.5089,49.2898,4404870.0
2020-03-17,50.3406,51.5808,45.2161,51.2535,4066436.0
2020-03-18,48.0496,48.6094,44.217,48.2563,3439818.0
2020-03-19,47.5845,50.4267,46.9515,47.2314,2884204.0
2020-03-20,47.8171,47.8687,41.6677,42.6409,3724197.0
2020-03-21,47.8171,47.8687,41.6677,42.6409,3724197.0
2020-03-22,47.8171,47.8687,41.6677,42.6409,3724197.0
2020-03-23,42.0208,43.4591,39.9366,41.5988,3214824.0
2020-03-24,44.484,45.0783,42.7184,44.3376,3357624.0
2020-03-25,44.4582,48.8161,42.8132,44.9232,5590143.0
2020-03-26,45.4658,48.7386,45.2075,48.5319,3272037.0
2020-03-27,46.7233,48.1616,44.1395,44.7682,3339848.0
2020-03-28,46.7233,48.1616,44.1395,44.7682,3339848.0
2020-03-29,46.7233,48.1616,44.1395,44.7682,3339848.0
2020-03-30,44.3462,47.7998,43.5452,47.3003,3251783.0
2020-03-31,47.4467,48.4027,46.5424,47.2831,2484925.0
2020-04-01,45.0352,45.8103,43.7605,44.5012,3258626.0
2020-04-02,44.0361,46.5941,43.2179,44.8802,2678711.0
2020-04-03,44.6132,45.8792,42.6151,42.7098,2310619.0
2020-04-04,44.6132,45.8792,42.6151,42.7098,2310619.0
2020-04-05,44.6132,45.8792,42.6151,42.7098,2310619.0
2020-04-06,44.6304,46.551,44.0017,46.2496,2223692.0
2020-04-07,48.618,48.8764,46.6716,46.7319,2827194.0
2020-04-08,46.8869,47.4984,45.5606,47.085,2470642.0
2020-04-09,47.886,49.6602,47.7568,48.9195,2532358.0
2020-04-10,47.886,49.6602,47.7568,48.9195,2532358.0
2020-04-11,47.886,49.6602,47.7568,48.9195,2532358.0
2020-04-12,47.886,49.6602,47.7568,48.9195,2532358.0
2020-04-13,48.5491,48.6869,46.4563,48.0152,2116557.0
2020-04-14,49.0573,49.109,47.774,47.8774,1997807.0
2020-04-15,46.4649,46.8008,43.7347,44.751,3606513.0
2020-04-16,45.0955,45.9051,42.6969,45.6639,3335078.0
2020-04-17,47.1281,48.4932,46.1807,46.9989,2450703.0
2020-04-18,47.1281,48.4932,46.1807,46.9989,2450703.0
2020-04-19,47.1281,48.4932,46.1807,46.9989,2450703.0
2020-04-20,45.9912,47.6965,44.8543,46.4391,2649715.0
2020-04-21,44.8888,45.6725,43.7864,44.217,2785638.0
2020-04-22,45.1386,45.3711,43.4634,43.6572,2179516.0
2020-04-23,43.8897,45.974,43.7519,44.3462,1897722.0
2020-04-24,44.5615,45.0998,44.1137,44.8113,1593598.0
2020-04-25,44.5615,45.0998,44.1137,44.8113,1593598.0
2020-04-26,44.5615,45.0998,44.1137,44.8113,1593598.0
2020-04-27,45.2677,47.1711,45.2677,46.8008,3014620.0
2020-04-28,46.9386,49.0711,46.5424,48.6611,3392585.0
2020-04-29,49.8066,53.8889,49.8066,52.8468,6059645.0
2020-04-30,51.3999,51.7186,48.997,49.1176,3186485.0
2020-05-01,48.2477,48.5061,47.3778,48.1357,2367772.0
2020-05-02,48.2477,48.5061,47.3778,48.1357,2367772.0
2020-05-03,48.2477,48.5061,47.3778,48.1357,2367772.0
2020-05-04,47.24,47.2831,45.6122,46.7405,2753986.0
2020-05-05,47.24,47.662,46.5596,46.6974,2330030.0
2020-05-06,46.9386,47.1625,45.918,46.8008,1721811.0
2020-05-07,47.3261,47.9463,45.974,46.1893,2703468.0
2020-05-08,47.1797,47.7396,46.7792,47.4639,1833888.0
2020-05-09,47.1797,47.7396,46.7792,47.4639,1833888.0
2020-05-10,47.1797,47.7396,46.7792,47.4639,1833888.0
2020-05-11,47.0936,47.0936,45.1988,46.1634,1937753.0
2020-05-12,46.3013,46.6888,44.6562,44.6649,1619151.0
2020-05-13,44.2601,44.3893,41.7452,42.2533,2630253.0
2020-05-14,41.6763,43.4117,40.1605,43.2696,3047570.0
2020-05-15,42.8132,44.1739,42.2619,43.8381,4187626.0
2020-05-16,42.8132,44.1739,42.2619,43.8381,4187626.0
2020-05-17,42.8132,44.1739,42.2619,43.8381,4187626.0
2020-05-18,45.8534,46.4907,45.6467,45.7931,1965376.0
2020-05-19,45.5778,45.974,44.484,45.0352,2297501.0
2020-05-20,45.5003,46.0773,45.0223,45.1644,2002118.0
2020-05-21,45.0783,45.8792,44.5787,44.6649,2300340.0
2020-05-22,44.6649,45.3539,44.0878,44.596,2026766.0
2020-05-23,44.6649,45.3539,44.0878,44.596,2026766.0
2020-05-24,44.6649,45.3539,44.0878,44.596,2026766.0
2020-05-25,44.6649,45.3539,44.0878,44.596,2026766.0
2020-05-26,46.1979,46.9644,45.8448,46.5855,3991468.0
2020-05-27,47.9463,49.996,47.7998,49.7893,3861678.0
2020-05-28,49.6429,49.7893,47.4037,47.5156,2083768.0
2020-05-29,46.9472,47.3261,45.7759,47.1883,3461841.0
2020-05-30,46.9472,47.3261,45.7759,47.1883,3461841.0
2020-05-31,46.9472,47.3261,45.7759,47.1883,3461841.0
2020-06-01,47.2745,48.5836,47.2745,47.8687,2155006.0
2020-06-02,48.4027,48.4802,47.3864,47.5931,2492807.0
2020-06-03,48.5405,49.4319,47.9376,49.2037,2904100.0
2020-06-04,48.8161,49.8755,47.7309,49.8324,2883499.0
2020-06-05,51.5894,54.1473,51.5894,52.3473,4737426.0
2020-06-06,51.5894,54.1473,51.5894,52.3473,4737426.0
2020-06-07,51.5894,54.1473,51.5894,52.3473,4737426.0
2020-06-08,52.864,55.1205,52.8597,55.0344,3272925.0
2020-06-09,54.0698,54.2421,51.8822,51.9683,2670376.0
2020-06-10,51.7789,51.7789,49.3673,50.0563,2521275.0
2020-06-11,48.0531,48.7411,47.0514,47.4259,2879832.0
2020-06-12,48.9066,49.7907,46.9164,47.9311,2353625.0
2020-06-13,48.9066,49.7907,46.9164,47.9311,2353625.0
2020-06-14,48.9066,49.7907,46.9164,47.9311,2353625.0
2020-06-15,46.5288,49.5599,46.4765,49.0547,3217695.0
2020-06-16,50.6051,51.3454,48.6628,49.0895,2340825.0
2020-06-17,49.0024,49.2986,48.0705,48.2447,1693731.0
2020-06-18,47.4259,48.5234,47.2082,48.2708,2130829.0
2020-06-19,49.2724,49.6208,46.4504,46.4504,9254848.0
2020-06-20,49.2724,49.6208,46.4504,46.4504,9254848.0
2020-06-21,49.2724,49.6208,46.4504,46.4504,9254848.0
2020-06-22,46.1804,46.4853,45.0917,45.9539,2868079.0
2020-06-23,46.642,47.6437,46.1891,47.1211,3605434.0
2020-06-24,46.4853,46.7204,45.3007,45.6839,2753128.0
2020-06-25,45.3094,46.3372,44.482,45.9888,3319223.0
2020-06-26,45.7449,46.102,44.6387,45.9714,4731097.0
2020-06-27,45.7449,46.102,44.6387,45.9714,4731097.0
2020-06-28,45.7449,46.102,44.6387,45.9714,4731097.0
2020-06-29,46.3459,48.1489,46.2762,47.2866,2923963.0
2020-06-30,47.2692,47.9485,46.9382,47.5566,2381376.0
2020-07-01,47.4346,48.776,47.2082,47.5043,2206232.0
2020-07-02,48.3492,48.7237,47.3475,47.5653,1689110.0
2020-07-03,48.3492,48.7237,47.3475,47.5653,1689110.0
2020-07-04,48.3492,48.7237,47.3475,47.5653,1689110.0
2020-07-05,48.3492,48.7237,47.3475,47.5653,1689110.0
2020-07-06,48.445,48.715,47.5566,48.1314,1539978.0
2020-07-07,47.6001,48.5321,47.1385,48.5234,2534069.0
2020-07-08,48.3056,48.3318,46.2588,46.6856,3267139.0
2020-07-09,46.5462,46.6725,44.3078,44.9958,2627828.0
2020-07-10,45.0133,47.3127,44.8826,46.8772,1708391.0
2020-07-11,45.0133,47.3127,44.8826,46.8772,1708391.0
2020-07-12,45.0133,47.3127,44.8826,46.8772,1708391.0
2020-07-13,47.2692,48.3056,47.095,47.4956,1953860.0
2020-07-14,47.304,48.1402,46.8772,47.783,1429195.0
2020-07-15,48.776,49.316,48.1619,48.9763,1740092.0
2020-07-16,48.7934,49.6296,48.2795,48.9937,1352877.0
2020-07-17,48.9763,49.0502,47.9311,48.506,1517594.0
2020-07-18,48.9763,49.0502,47.9311,48.506,1517594.0
2020-07-19,48.9763,49.0502,47.9311,48.506,1517594.0
2020-07-20,48.0966,48.0966,46.2065,47.0079,1712093.0
2020-07-21,47.1559,48.2708,47.0427,47.4695,1283125.0
2020-07-22,47.3563,48.1576,47.1472,47.8876,1411990.0
2020-07-23,49.7079,50.2828,48.6976,49.0634,2647338.0
2020-07-24,49.3073,50.2741,48.4711,49.2637,2397615.0
2020-07-25,49.3073,50.2741,48.4711,49.2637,2397615.0
2020-07-26,49.3073,50.2741,48.4711,49.2637,2397615.0
2020-07-27,48.8805,50.0389,48.5669,49.6557,3765107.0
2020-07-28,46.163,48.1314,45.5097,47.6088,5147802.0
2020-07-29,47.6088,48.3448,46.8162,47.0514,5704695.0
2020-07-30,46.5027,46.7291,45.6317,46.3894,2506742.0
2020-07-31,46.0933,46.8598,45.4923,46.7988,3417014.0
2020-08-01,46.0933,46.8598,45.4923,46.7988,3417014.0
2020-08-02,46.0933,46.8598,45.4923,46.7988,3417014.0
2020-08-03,46.8946,47.5392,46.3372,46.7727,2273034.0
2020-08-04,46.5549,47.095,46.1369,46.2849,1988006.0
2020-08-05,46.703,46.9251,45.771,45.9017,2431246.0
2020-08-06,45.7275,46.9904,45.6665,46.7553,2069205.0
2020-08-07,46.3111,46.4243,45.6926,46.3982,1817524.0
2020-08-08,46.3111,46.4243,45.6926,46.3982,1817524.0
2020-08-09,46.3111,46.4243,45.6926,46.3982,1817524.0
2020-08-10,46.5636,48.1314,46.4504,47.9137,2002519.0
2020-08-11,48.6628,49.9692,48.4276,48.5495,1690072.0
2020-08-12,48.8718,49.046,47.1037,47.1646,1753010.0
2020-08-13,46.7204,47.6524,46.4853,47.3127,1256677.0
2020-08-14,46.9817,48.2273,46.9817,47.7743,1118355.0
2020-08-15,46.9817,48.2273,46.9817,47.7743,1118355.0
2020-08-16,46.9817,48.2273,46.9817,47.7743,1118355.0
2020-08-17,47.6437,47.8701,46.6072,46.8859,1962754.0
2020-08-18,46.8772,47.574,46.5985,47.1385,1499195.0
2020-08-19,47.0601,47.6698,46.6246,46.7988,1076142.0
2020-08-20,46.5288,46.7074,46.0149,46.041,1251469.0
2020-08-21,45.9714,46.1412,45.2049,45.771,1960524.0
2020-08-22,45.9714,46.1412,45.2049,45.771,1960524.0
2020-08-23,45.9714,46.1412,45.2049,45.771,1960524.0
2020-08-24,45.9104,47.6524,45.5968,47.4608,1712236.0
2020-08-25,47.4695,47.8876,46.3459,46.8598,1083371.0
2020-08-26,46.6595,47.034,46.0062,46.7378,1562089.0
2020-08-27,47.095,48.445,47.095,47.8701,1839297.0
2020-08-28,47.8876,48.1314,47.2779,48.0008,1051860.0
2020-08-29,47.8876,48.1314,47.2779,48.0008,1051860.0
2020-08-30,47.8876,48.1314,47.2779,48.0008,1051860.0
2020-08-31,47.9485,48.1402,47.0383,47.1124,1704828.0
2020-09-01,46.7901,46.9033,46.1543,46.1804,1676941.0
2020-09-02,46.102,47.2866,45.9539,46.973,1719575.0
2020-09-03,47.5043,48.7324,46.7204,47.2866,1939312.0
2020-09-04,47.5217,48.175,46.8162,47.1037,1320725.0
2020-09-05,47.5217,48.175,46.8162,47.1037,1320725.0
2020-09-06,47.5217,48.175,46.8162,47.1037,1320725.0
2020-09-07,47.5217,48.175,46.8162,47.1037,1320725.0
2020-09-08,47.0079,47.3258,46.4591,46.8859,1728461.0
2020-09-09,46.8075,47.1821,46.1456,46.163,1387721.0
2020-09-10,46.1717,46.703,44.9262,45.1178,1729122.0
2020-09-11,45.1526,45.7667,44.8652,45.5707,1517495.0
2020-09-12,45.1526,45.7667,44.8652,45.5707,1517495.0
2020-09-13,45.1526,45.7667,44.8652,45.5707,1517495.0
2020-09-14,46.0759,47.5217,45.7623,46.8859,1594930.0
2020-09-15,46.9208,47.6959,46.2849,46.7814,1927506.0
2020-09-16,47.095,48.0618,46.7248,46.9643,2187653.0
2020-09-17,46.3982,47.1821,46.1194,46.6769,1799430.0
2020-09-18,46.3595,47.0648,45.3367,45.4513,3107106.0
2020-09-19,46.3595,47.0648,45.3367,45.4513,3107106.0
2020-09-20,46.3595,47.0648,45.3367,45.4513,3107106.0
2020-09-21,44.6049,44.8341,43.1413,43.4234,3091279.0
2020-09-22,43.494,44.1155,43.2823,43.829,1791690.0
2020-09-23,43.9348,44.7812,42.9385,43.0355,2032156.0
2020-09-24,43.0443,43.7056,42.3213,43.1148,1381178.0
2020-09-25,42.7533,43.4234,42.4447,43.3352,1422874.0
2020-09-26,42.7533,43.4234,42.4447,43.3352,1422874.0
2020-09-27,42.7533,43.4234,42.4447,43.3352,1422874.0
2020-09-28,44.0141,44.3404,43.5645,43.7673,1692124.0
2020-09-29,43.6703,44.023,42.7886,43.0707,1470692.0
2020-09-30,43.3617,44.0671,43.1369,43.6438,1842475.0
2020-10-01,43.7761,44.0053,43.2383,43.7056,1618226.0
2020-10-02,43.1765,45.4954,43.0355,45.2573,1653624.0
2020-10-03,43.1765,45.4954,43.0355,45.2573,1653624.0
2020-10-04,43.1765,45.4954,43.0355,45.2573,1653624.0
2020-10-05,45.6276,46.2404,45.0898,45.5836,1725958.0
2020-10-06,46.0068,46.5093,45.0016,45.1604,1750320.0
2020-10-07,45.5924,46.2977,45.3984,45.9803,1518607.0
2020-10-08,46.4917,46.9105,46.2801,46.862,1941138.0
2020-10-09,47.1882,47.391,46.1831,46.2625,2161051.0
2020-10-10,47.1882,47.391,46.1831,46.2625,2161051.0
2020-10-11,47.1882,47.391,46.1831,46.2625,2161051.0
2020-10-12,46.9149,47.4616,46.5799,47.1265,2570680.0
2020-10-13,47.2235,47.5145,46.4741,46.6063,2054653.0
2020-10-14,46.3154,47.2191,46.3154,46.8885,2158909.0
2020-10-15,45.9451,46.7562,44.9135,46.5446,1850421.0
2020-10-16,46.4917,46.6504,45.5659,46.2713,1749322.0
2020-10-17,46.4917,46.6504,45.5659,46.2713,1749322.0
2020-10-18,46.4917,46.6504,45.5659,46.2713,1749322.0
2020-10-19,46.3506,46.3859,44.6666,44.8253,1563740.0
2020-10-20,45.3631,45.4601,44.8077,45.0986,1464610.0
2020-10-21,45.2221,45.9891,44.5784,45.4072,2136419.0
2020-10-22,45.6717,45.8481,44.7283,45.4778,2140969.0
2020-10-23,46.0509,46.5358,45.6894,46.4829,2293874.0
2020-10-24,46.0509,46.5358,45.6894,46.4829,2293874.0
2020-10-25,46.0509,46.5358,45.6894,46.4829,2293874.0
2020-10-26,46.1126,46.139,44.8518,45.178,2665157.0
2020-10-27,46.7298,46.7298,42.7445,43.0443,6550359.0
2020-10-28,42.4095,42.8503,40.5226,40.6373,3626715.0
2020-10-29,40.3199,40.9018,39.2354,40.3816,4168382.0
2020-10-30,40.3375,41.7923,40.2802,41.6159,3068152.0
2020-10-31,40.3375,41.7923,40.2802,41.6159,3068152.0
2020-11-01,40.3375,41.7923,40.2802,41.6159,3068152.0
2020-11-02,42.286,43.3881,42.0215,42.9561,2848491.0
2020-11-03,43.732,44.9223,43.4587,44.1288,3219487.0
2020-11-04,43.8819,43.8819,41.9818,42.1802,3756105.0
2020-11-05,42.6387,44.0671,42.3566,43.4851,2040718.0
2020-11-06,43.4146,43.7936,42.3654,42.6387,2120752.0
2020-11-07,43.4146,43.7936,42.3654,42.6387,2120752.0
2020-11-08,43.4146,43.7936,42.3654,42.6387,2120752.0
2020-11-09,46.3418,50.1772,46.2537,48.9252,6214862.0
2020-11-10,49.5336,50.6269,49.031,50.2565,5467895.0
2020-11-11,50.3976,50.9531,49.6658,50.4593,4448403.0
2020-11-12,49.7716,50.4593,49.1721,49.5776,5381693.0
2020-11-13,50.0185,51.4997,49.9435,51.4556,2410076.0
2020-11-14,50.0185,51.4997,49.9435,51.4556,2410076.0
2020-11-15,50.0185,51.4997,49.9435,51.4556,2410076.0
2020-11-16,53.5541,54.6297,52.8575,54.5592,3680243.0
2020-11-17,53.7833,54.9383,53.5364,54.5239,2070819.0
2020-11-18,54.3211,54.427,52.6195,52.6371,2971743.0
2020-11-19,52.2844,52.496,51.244,52.3638,1684746.0
2020-11-20,52.0816,52.7429,51.8789,52.593,1693597.0
2020-11-21,52.0816,52.7429,51.8789,52.593,1693597.0
2020-11-22,52.0816,52.7429,51.8789,52.593,1693597.0
2020-11-23,53.1397,54.1977,52.5578,53.8715,1679707.0
2020-11-24,54.8149,57.4159,54.665,56.8163,4414703.0
2020-11-25,55.9258,56.9133,55.8553,56.5783,2841478.0
2020-11-26,55.9258,56.9133,55.8553,56.5783,2841478.0
2020-11-27,56.111,56.6665,55.5291,55.5467,1525550.0
2020-11-28,56.111,56.6665,55.5291,55.5467,1525550.0
2020-11-29,56.111,56.6665,55.5291,55.5467,1525550.0
2020-11-30,55.5467,56.3843,55.1588,55.5467,4237923.0
2020-12-01,56.3314,57.1514,55.4144,55.8729,2243075.0
2020-12-02,55.917,56.5959,55.679,56.1374,2093028.0
2020-12-03,56.6224,57.7333,56.2961,57.363,2173593.0
2020-12-04,57.5746,58.0154,57.0809,57.3013,1997203.0
2020-12-05,57.5746,58.0154,57.0809,57.3013,1997203.0
2020-12-06,57.5746,58.0154,57.0809,57.3013,1997203.0
2020-12-07,56.931,57.2043,56.4284,56.6929,2142417.0
2020-12-08,56.2256,57.0456,56.1463,57.0015,1593018.0
2020-12-09,57.1867,57.5129,56.4681,56.7458,1749493.0
2020-12-10,56.3226,56.7634,55.8994,56.3931,1516286.0
2020-12-11,56.0316,57.5393,56.014,56.9486,1488856.0
2020-12-12,56.0316,57.5393,56.014,56.9486,1488856.0
2020-12-13,56.0316,57.5393,56.014,56.9486,1488856.0
2020-12-14,57.1514,57.2925,56.0493,56.0581,2026343.0
2020-12-15,56.8428,56.9927,55.7936,56.7282,1704600.0
2020-12-16,56.4637,57.2925,56.2873,57.0809,1832313.0
2020-12-17,57.3894,57.6187,55.6613,55.82,1918787.0
2020-12-18,55.6151,56.0116,54.5639,54.8936,3142677.0
2020-12-19,55.6151,56.0116,54.5639,54.8936,3142677.0
2020-12-20,55.6151,56.0116,54.5639,54.8936,3142677.0
2020-12-21,54.1542,54.2522,52.6041,53.9315,2379338.0
2020-12-22,54.1096,54.4036,52.9783,53.2633,2542075.0
2020-12-23,53.388,55.241,53.348,54.5907,1668443.0
2020-12-24,54.6352,54.7243,54.1274,54.6085,346004.0
2020-12-25,54.6352,54.7243,54.1274,54.6085,346004.0
2020-12-26,54.6352,54.7243,54.1274,54.6085,346004.0
2020-12-27,54.6352,54.7243,54.1274,54.6085,346004.0
2020-12-28,55.0539,56.31,54.8223,55.5706,1277756.0
2020-12-29,55.6419,55.8022,54.9515,55.2766,803437.0
2020-12-30,55.3212,55.8111,54.9843,55.1341,666256.0
2020-12-31,54.9737,55.7042,54.6619,55.5617,978662.0
2021-01-01,54.9737,55.7042,54.6619,55.5617,978662.0
2021-01-02,54.9737,55.7042,54.6619,55.5617,978662.0
2021-01-03,54.9737,55.7042,54.6619,55.5617,978662.0
2021-01-04,55.437,55.7131,53.78,54.2343,1572207.0
2021-01-05,54.0384,55.722,54.0384,55.1252,1660720.0
2021-01-06,56.0427,60.2475,56.0427,59.6596,3442480.0
2021-01-07,59.5883,60.1851,56.8712,56.987,2758375.0
2021-01-08,57.0672,57.5483,55.673,56.6485,2213529.0
2021-01-09,57.0672,57.5483,55.673,56.6485,2213529.0
2021-01-10,57.0672,57.5483,55.673,56.6485,2213529.0
2021-01-11,56.2565,57.6017,55.8735,56.7465,1273727.0
2021-01-12,56.9336,57.4592,56.4481,56.9514,1431933.0
2021-01-13,56.7732,57.2008,55.6686,56.0695,1755273.0
2021-01-14,56.3456,56.6663,55.7309,56.4703,1774607.0
2021-01-15,56.31,56.3946,55.3083,56.2298,1370940.0
2021-01-16,56.31,56.3946,55.3083,56.2298,1370940.0
2021-01-17,56.31,56.3946,55.3083,56.2298,1370940.0
2021-01-18,56.31,56.3946,55.3083,56.2298,1370940.0
2021-01-19,56.4793,57.0138,56.0739,56.212,1391429.0
2021-01-20,56.506,56.6485,55.7666,56.0071,1456556.0
2021-01-21,55.9537,56.8089,55.6508,56.2209,1535264.0
2021-01-22,55.7399,56.1675,55.045,55.7399,1761983.0
2021-01-23,55.7399,56.1675,55.045,55.7399,1761983.0
2021-01-24,55.7399,56.1675,55.045,55.7399,1761983.0
2021-01-25,55.0183,56.9959,54.751,56.9336,1443192.0
2021-01-26,57.379,58.6529,56.5951,58.4124,1993061.0
2021-01-27,58.1718,61.0225,57.4592,59.3032,3680505.0
2021-01-28,59.2676,59.6863,57.4325,57.4503,2456444.0
2021-01-29,57.4503,57.8957,55.4548,55.5706,2105186.0
2021-01-30,57.4503,57.8957,55.4548,55.5706,2105186.0
2021-01-31,57.4503,57.8957,55.4548,55.5706,2105186.0
2021-02-01,55.5706,56.2031,55.0005,55.9982,2042844.0
2021-02-02,56.6218,57.1474,55.82,55.8378,2010601.0
2021-02-03,55.6775,57.477,55.4993,57.1652,1550429.0
2021-02-04,57.1652,58.3589,56.8623,57.7799,1628265.0
2021-02-05,57.9759,58.9736,57.9313,58.6885,1259133.0
2021-02-06,57.9759,58.9736,57.9313,58.6885,1259133.0
2021-02-07,57.9759,58.9736,57.9313,58.6885,1259133.0
2021-02-08,58.9112,59.5348,58.5549,59.4636,1070273.0
2021-02-09,59.7575,59.7575,58.8667,59.4547,1150402.0
2021-02-10,59.5348,59.6952,57.2097,57.967,3132553.0
2021-02-11,57.967,58.8311,56.8,58.8133,1566871.0
2021-02-12,58.7331,59.2052,58.4569,59.0181,1060737.0
2021-02-13,58.7331,59.2052,58.4569,59.0181,1060737.0
2021-02-14,58.7331,59.2052,58.4569,59.0181,1060737.0
2021-02-15,58.7331,59.2052,58.4569,59.0181,1060737.0
2021-02-16,59.0983,59.1696,57.9046,58.7064,2213773.0
2021-02-17,58.3678,60.252,58.1986,59.7754,2346684.0
2021-02-18,60.6217,61.0225,59.2141,59.4725,2931153.0
2021-02-19,59.7219,60.4479,58.8222,60.2653,2055467.0
2021-02-20,59.7219,60.4479,58.8222,60.2653,2055467.0
2021-02-21,59.7219,60.4479,58.8222,60.2653,2055467.0
2021-02-22,60.4257,64.1227,60.3544,62.8755,2597909.0
2021-02-23,63.2051,63.4367,61.9579,62.9824,1714273.0
2021-02-24,62.7686,63.4991,62.341,63.1427,1363736.0
2021-02-25,63.1249,63.5792,61.37,61.5303,2457854.0
2021-02-26,61.7619,62.3143,60.6707,61.2274,1812469.0
2021-02-27,61.7619,62.3143,60.6707,61.2274,1812469.0
2021-02-28,61.7619,62.3143,60.6707,61.2274,1812469.0
