,PPL US Equity,PPL US Equity,PPL US Equity,PPL US Equity,PPL US Equity
2020-08-25,24.0921,24.1091,23.596,23.6766,4605409.0
2020-08-26,23.5155,23.6427,23.2102,23.4731,3276868.0
2020-08-27,23.5664,23.7572,23.3501,23.4476,4396203.0
2020-08-28,23.4731,23.5197,23.1254,23.507,4269100.0
2020-08-29,23.4731,23.5197,23.1254,23.507,4269100.0
2020-08-30,23.4731,23.5197,23.1254,23.507,4269100.0
2020-08-31,23.524,23.6342,23.3035,23.4307,4849717.0
2020-09-01,23.3628,23.3883,23.083,23.2611,3314598.0
2020-09-02,23.278,24.2702,23.1508,24.1515,5157610.0
2020-09-03,24.2363,24.4313,23.702,23.9819,6224011.0
2020-09-04,23.9649,24.1685,23.4349,23.9904,4831185.0
2020-09-05,23.9649,24.1685,23.4349,23.9904,4831185.0
2020-09-06,23.9649,24.1685,23.4349,23.9904,4831185.0
2020-09-07,23.9649,24.1685,23.4349,23.9904,4831185.0
2020-09-08,24.0243,24.2609,23.6172,23.9395,5909792.0
2020-09-09,24.0987,24.6539,23.8147,23.8836,7302292.0
2020-09-10,23.7631,23.8319,23.3844,23.479,4554295.0
2020-09-11,23.6426,23.8362,23.4876,23.6942,3840802.0
2020-09-12,23.6426,23.8362,23.4876,23.6942,3840802.0
2020-09-13,23.6426,23.8362,23.4876,23.6942,3840802.0
2020-09-14,23.8319,24.1917,23.8061,24.0299,3891649.0
2020-09-15,24.1676,24.3569,23.7372,23.8577,3732442.0
2020-09-16,23.8405,24.3268,23.7889,24.1073,6347129.0
2020-09-17,23.918,24.0987,23.5479,23.6684,6795296.0
2020-09-18,23.5049,23.634,22.9325,23.0659,10507146.0
2020-09-19,23.5049,23.634,22.9325,23.0659,10507146.0
2020-09-20,23.5049,23.634,22.9325,23.0659,10507146.0
2020-09-21,22.7733,22.9024,22.3516,22.5753,7228239.0
2020-09-22,22.5151,22.7561,22.429,22.6012,6707663.0
2020-09-23,22.5667,22.7389,22.2913,22.2999,3627585.0
2020-09-24,22.2655,22.5452,21.9212,22.4376,3755638.0
2020-09-25,22.2827,22.8852,22.2483,22.7819,4280672.0
2020-09-26,22.2827,22.8852,22.2483,22.7819,4280672.0
2020-09-27,22.2827,22.8852,22.2483,22.7819,4280672.0
2020-09-28,22.9885,23.2122,22.868,22.9626,3559944.0
2020-09-29,23.109,23.5703,23.0143,23.1348,5496331.0
2020-09-30,23.3241,23.6254,23.2467,23.4188,6601321.0
2020-10-01,23.6081,23.8061,23.4446,23.7114,3904619.0
2020-10-02,23.4102,24.4602,23.3413,24.2795,5297387.0
2020-10-03,23.4102,24.4602,23.3413,24.2795,5297387.0
2020-10-04,23.4102,24.4602,23.3413,24.2795,5297387.0
2020-10-05,24.4172,24.6108,24.245,24.4774,3361306.0
2020-10-06,24.5635,25.0799,24.3827,24.7012,4021001.0
2020-10-07,24.8733,24.968,24.6065,24.7528,2863508.0
2020-10-08,24.8475,25.1143,24.7528,25.0541,3177421.0
2020-10-09,25.1746,25.252,24.7442,24.9078,3635025.0
2020-10-10,25.1746,25.252,24.7442,24.9078,3635025.0
2020-10-11,25.1746,25.252,24.7442,24.9078,3635025.0
2020-10-12,24.8991,25.0928,24.8733,24.9508,2604466.0
2020-10-13,24.8733,24.8733,24.2536,24.5032,2890978.0
2020-10-14,24.5377,24.7184,24.2967,24.5118,2395152.0
2020-10-15,24.3139,24.6826,24.3053,24.5721,3072435.0
2020-10-16,24.6151,24.7098,24.4,24.6065,3219150.0
2020-10-17,24.6151,24.7098,24.4,24.6065,3219150.0
2020-10-18,24.6151,24.7098,24.4,24.6065,3219150.0
2020-10-19,24.6409,24.7012,23.8577,23.9008,4161559.0
2020-10-20,24.0557,24.2709,23.9266,24.159,3745819.0
2020-10-21,24.0901,24.2623,23.8793,24.0127,4018932.0
2020-10-22,23.9524,24.486,23.6684,24.4688,3912238.0
2020-10-23,24.684,24.7485,24.3354,24.6754,3360676.0
2020-10-24,24.684,24.7485,24.3354,24.6754,3360676.0
2020-10-25,24.684,24.7485,24.3354,24.6754,3360676.0
2020-10-26,24.4,24.8991,24.3397,24.8905,4670769.0
2020-10-27,24.8819,24.9422,24.5463,24.5635,3748849.0
2020-10-28,24.0643,24.3914,23.4532,23.4963,5380115.0
2020-10-29,23.3585,24.0643,23.0057,23.7459,3876515.0
2020-10-30,23.5221,23.8534,23.4317,23.6684,3975432.0
2020-10-31,23.5221,23.8534,23.4317,23.6684,3975432.0
2020-11-01,23.5221,23.8534,23.4317,23.6684,3975432.0
2020-11-02,23.8922,24.2795,23.677,24.1934,4026010.0
2020-11-03,24.5032,24.9336,24.4516,24.8217,5571113.0
2020-11-04,24.5893,24.8475,24.0299,24.0299,4065107.0
2020-11-05,24.2795,24.6206,23.9438,24.1504,2807582.0
2020-11-06,24.1504,24.4774,23.634,23.7631,3371380.0
2020-11-07,24.1504,24.4774,23.634,23.7631,3371380.0
2020-11-08,24.1504,24.4774,23.634,23.7631,3371380.0
2020-11-09,24.5807,25.4586,24.4258,24.7442,6560316.0
2020-11-10,24.7442,25.6565,24.727,25.5963,6276089.0
2020-11-11,25.691,25.7856,25.1875,25.3123,3957793.0
2020-11-12,25.0282,25.3166,24.7184,24.8647,5705004.0
2020-11-13,24.9594,25.8373,24.9594,25.6565,4260873.0
2020-11-14,24.9594,25.8373,24.9594,25.6565,4260873.0
2020-11-15,24.9594,25.8373,24.9594,25.6565,4260873.0
2020-11-16,26.1127,26.2676,25.7942,26.0783,5334103.0
2020-11-17,25.8803,26.0266,25.3037,25.4155,3690700.0
2020-11-18,25.5877,25.9233,25.1617,25.1746,3943632.0
2020-11-19,25.1315,25.2692,24.9422,25.1573,3757572.0
2020-11-20,25.1315,25.3599,25.0455,25.0885,3504525.0
2020-11-21,25.1315,25.3599,25.0455,25.0885,3504525.0
2020-11-22,25.1315,25.3599,25.0455,25.0885,3504525.0
2020-11-23,25.1746,25.8803,25.097,25.8115,4245572.0
2020-11-24,26.0869,26.5129,26.0025,26.4053,4998224.0
2020-11-25,26.2934,26.3365,24.7184,25.2951,9237295.0
2020-11-26,26.2934,26.3365,24.7184,25.2951,9237295.0
2020-11-27,25.3467,25.3803,24.9164,25.0541,2645521.0
2020-11-28,25.3467,25.3803,24.9164,25.0541,2645521.0
2020-11-29,25.3467,25.3803,24.9164,25.0541,2645521.0
2020-11-30,24.7614,24.9591,24.4258,24.4602,7431898.0
2020-12-01,24.5807,24.8561,24.3311,24.4086,5316893.0
2020-12-02,24.3139,24.6323,23.9095,24.5549,5594996.0
2020-12-03,24.486,24.6496,24.3211,24.4946,3527431.0
2020-12-04,24.5205,24.7399,24.4688,24.6237,5082181.0
2020-12-05,24.5205,24.7399,24.4688,24.6237,5082181.0
2020-12-06,24.5205,24.7399,24.4688,24.6237,5082181.0
2020-12-07,24.5291,25.2047,24.5118,24.8303,5592386.0
2020-12-08,24.7528,25.1617,24.6883,25.0024,4722374.0
2020-12-09,25.0068,25.2949,24.9369,25.2164,4465610.0
2020-12-10,25.164,25.2687,24.5178,24.5528,4218857.0
2020-12-11,24.4393,24.6488,24.4043,24.5178,4838454.0
2020-12-12,24.4393,24.6488,24.4043,24.5178,4838454.0
2020-12-13,24.4393,24.6488,24.4043,24.5178,4838454.0
2020-12-14,24.7187,24.8234,24.0638,24.0987,5661438.0
2020-12-15,24.2821,24.5077,23.8543,24.3869,5551877.0
2020-12-16,24.4567,24.6139,23.8281,23.8543,7328509.0
2020-12-17,23.9328,24.2821,23.8804,23.8804,8698149.0
2020-12-18,23.8804,24.0813,23.3478,23.5312,12709240.0
2020-12-19,23.8804,24.0813,23.3478,23.5312,12709240.0
2020-12-20,23.8804,24.0813,23.3478,23.5312,12709240.0
2020-12-21,23.1907,23.3391,22.8327,23.3216,8463913.0
2020-12-22,23.2692,23.2954,22.9025,22.9898,7584111.0
2020-12-23,23.1033,23.5879,23.0335,23.3828,4984217.0
2020-12-24,23.3566,23.505,23.0981,23.4788,1985581.0
2020-12-25,23.3566,23.505,23.0981,23.4788,1985581.0
2020-12-26,23.3566,23.505,23.0981,23.4788,1985581.0
2020-12-27,23.3566,23.505,23.0981,23.4788,1985581.0
2020-12-28,23.6098,23.9154,23.505,23.7931,3770727.0
2020-12-29,23.863,24.0987,23.7495,23.8368,3599696.0
2020-12-30,23.7669,24.221,23.7407,24.09,3618097.0
2020-12-31,24.0638,24.6401,23.9765,24.6226,4228422.0
2021-01-01,24.0638,24.6401,23.9765,24.6226,4228422.0
2021-01-02,24.0638,24.6401,23.9765,24.6226,4228422.0
2021-01-03,24.0638,24.6401,23.9765,24.6226,4228422.0
2021-01-04,24.6925,24.8409,23.933,24.0813,5958469.0
2021-01-05,24.0551,24.3039,23.8281,24.1075,3981668.0
2021-01-06,24.3869,24.7099,24.2646,24.544,3764778.0
2021-01-07,24.6837,24.7099,24.1686,24.221,4330962.0
2021-01-08,24.2821,24.4305,24.1686,24.2821,3418886.0
2021-01-09,24.2821,24.4305,24.1686,24.2821,3418886.0
2021-01-10,24.2821,24.4305,24.1686,24.2821,3418886.0
2021-01-11,24.1686,24.3694,24.0987,24.2472,3093891.0
2021-01-12,24.186,24.4218,23.959,24.4043,4462130.0
2021-01-13,24.4305,24.6837,24.3519,24.5266,3056072.0
2021-01-14,24.579,24.8933,24.317,24.6313,2879853.0
2021-01-15,24.5615,24.9893,24.4393,24.9457,3356329.0
2021-01-16,24.5615,24.9893,24.4393,24.9457,3356329.0
2021-01-17,24.5615,24.9893,24.4393,24.9457,3356329.0
2021-01-18,24.5615,24.9893,24.4393,24.9457,3356329.0
2021-01-19,25.0417,25.0505,24.5571,24.5702,2617610.0
2021-01-20,24.4742,24.5702,24.2908,24.4218,4069716.0
2021-01-21,24.2384,24.4305,23.9852,24.2384,3626792.0
2021-01-22,24.1162,24.4043,24.0376,24.2908,2990627.0
2021-01-23,24.1162,24.4043,24.0376,24.2908,2990627.0
2021-01-24,24.1162,24.4043,24.0376,24.2908,2990627.0
2021-01-25,24.1337,25.0155,24.0527,24.544,6237404.0
2021-01-26,24.5528,24.8234,24.3083,24.6663,3469806.0
2021-01-27,24.4916,24.8322,24.2559,24.2734,6147009.0
2021-01-28,24.3519,24.9806,24.2472,24.5615,3754550.0
2021-01-29,24.3781,24.5615,24.0725,24.1599,5880742.0
2021-01-30,24.3781,24.5615,24.0725,24.1599,5880742.0
2021-01-31,24.3781,24.5615,24.0725,24.1599,5880742.0
2021-02-01,24.2297,24.5397,24.0725,24.4043,3274067.0
2021-02-02,24.4916,24.8147,24.3083,24.3083,3257349.0
2021-02-03,24.2297,24.4567,24.1511,24.2646,2996184.0
2021-02-04,24.2297,24.3869,24.1075,24.3607,3637363.0
2021-02-05,24.5353,24.6444,24.3083,24.3345,3057160.0
2021-02-06,24.5353,24.6444,24.3083,24.3345,3057160.0
2021-02-07,24.5353,24.6444,24.3083,24.3345,3057160.0
2021-02-08,24.4393,24.5877,24.186,24.3345,3651451.0
2021-02-09,24.3869,24.4785,24.221,24.4043,2674106.0
2021-02-10,24.6226,24.7623,24.3519,24.5004,3347813.0
2021-02-11,24.4655,24.5397,24.2603,24.3956,2455534.0
2021-02-12,24.3345,24.5659,24.3083,24.4567,2777180.0
2021-02-13,24.3345,24.5659,24.3083,24.4567,2777180.0
2021-02-14,24.3345,24.5659,24.3083,24.4567,2777180.0
2021-02-15,24.3345,24.5659,24.3083,24.4567,2777180.0
2021-02-16,24.448,24.6226,24.2996,24.4567,4098073.0
2021-02-17,24.4829,24.5702,24.2908,24.5091,3248275.0
2021-02-18,24.6052,24.7798,24.2384,24.2472,4160684.0
2021-02-19,24.2821,24.3214,24.0813,24.1686,4809703.0
2021-02-20,24.2821,24.3214,24.0813,24.1686,4809703.0
2021-02-21,24.2821,24.3214,24.0813,24.1686,4809703.0
2021-02-22,24.2734,24.4327,23.8804,23.994,4922135.0
2021-02-23,24.2472,24.3519,23.9503,23.994,4701255.0
2021-02-24,24.0114,24.1773,23.8368,24.0027,4365424.0
2021-02-25,23.9241,24.1511,23.5268,23.5661,5451105.0
2021-02-26,23.6272,23.636,22.8327,22.8676,9397562.0
2021-02-27,23.6272,23.636,22.8327,22.8676,9397562.0
