,PNW US Equity,PNW US Equity,PNW US Equity,PNW US Equity,PNW US Equity
2020-02-02,82.0011,82.4945,81.5077,81.7,2172599.0
2020-02-03,81.9007,82.453,81.5328,82.16,776460.0
2020-02-04,82.0011,82.4423,81.6415,81.6415,1090628.0
2020-02-05,81.4491,82.1516,81.123,82.1015,751837.0
2020-02-06,82.1349,82.4231,81.8255,81.9509,984523.0
2020-02-07,82.2604,82.3691,81.8255,82.0095,1000869.0
2020-02-08,82.2604,82.3691,81.8255,82.0095,1000869.0
2020-02-09,82.2604,82.3691,81.8255,82.0095,1000869.0
2020-02-10,82.16,82.6952,81.8506,82.6367,649042.0
2020-02-11,82.528,83.0716,82.3356,82.4694,689573.0
2020-02-12,82.2269,82.6534,82.0178,82.5029,649270.0
2020-02-13,82.5949,83.8159,82.5531,83.8159,685061.0
2020-02-14,83.9664,84.2508,83.5316,83.9915,714985.0
2020-02-15,83.9664,84.2508,83.5316,83.9915,714985.0
2020-02-16,83.9664,84.2508,83.5316,83.9915,714985.0
2020-02-17,83.9664,84.2508,83.5316,83.9915,714985.0
2020-02-18,84.2341,85.4467,84.0083,85.1457,1066945.0
2020-02-19,85.0202,85.2878,84.5686,84.9198,894733.0
2020-02-20,84.602,85.0871,84.485,84.5435,1309365.0
2020-02-21,84.2257,88.24,83.9455,86.6427,2333689.0
2020-02-22,84.2257,88.24,83.9455,86.6427,2333689.0
2020-02-23,84.2257,88.24,83.9455,86.6427,2333689.0
2020-02-24,86.4001,86.4001,84.4181,84.4181,1312558.0
2020-02-25,84.4181,84.7442,82.2436,82.2938,975091.0
2020-02-26,82.5949,83.0465,81.2568,81.2902,978438.0
2020-02-27,80.939,81.6415,78.2293,78.2878,1451857.0
2020-02-28,76.4228,76.8661,74.0979,74.8422,1847867.0
2020-02-29,76.4228,76.8661,74.0979,74.8422,1847867.0
2020-03-01,76.4228,76.8661,74.0979,74.8422,1847867.0
2020-03-02,75.2687,79.442,74.9258,79.3751,1534550.0
2020-03-03,79.1911,81.5662,78.6976,79.0238,1527005.0
2020-03-04,80.019,84.2424,80.019,83.8494,1217490.0
2020-03-05,82.2854,83.9163,82.0011,83.3559,988961.0
2020-03-06,81.0226,83.3894,79.7388,83.0549,1995707.0
2020-03-07,81.0226,83.3894,79.7388,83.0549,1995707.0
2020-03-08,81.0226,83.3894,79.7388,83.0549,1995707.0
2020-03-09,80.111,81.9175,77.8697,79.7598,1250970.0
2020-03-10,80.6128,82.1976,77.2006,80.4455,997232.0
2020-03-11,78.706,78.7269,73.7215,74.8924,1454247.0
2020-03-12,68.1684,69.7825,65.0907,66.9892,2171880.0
2020-03-13,70.1086,70.5686,64.2963,68.2186,1233380.0
2020-03-14,70.1086,70.5686,64.2963,68.2186,1233380.0
2020-03-15,70.1086,70.5686,64.2963,68.2186,1233380.0
2020-03-16,63.1421,65.4503,56.5435,56.9617,1342795.0
2020-03-17,58.5173,62.7072,56.2599,62.5818,1861789.0
2020-03-18,58.9689,59.2407,50.221,54.8374,2921204.0
2020-03-19,54.5782,60.3572,51.626,57.1708,1860865.0
2020-03-20,57.9151,60.3028,54.5866,54.8207,1976268.0
2020-03-21,57.9151,60.3028,54.5866,54.8207,1976268.0
2020-03-22,57.9151,60.3028,54.5866,54.8207,1976268.0
2020-03-23,53.5328,55.5734,51.1953,52.6128,1412427.0
2020-03-24,54.9462,60.0059,54.4277,59.4121,1116696.0
2020-03-25,59.2198,63.4599,56.6606,60.7669,1112863.0
2020-03-26,60.9342,67.1648,60.4826,66.3536,1217528.0
2020-03-27,63.7777,66.847,62.8327,64.9235,1084023.0
2020-03-28,63.7777,66.847,62.8327,64.9235,1084023.0
2020-03-29,63.7777,66.847,62.8327,64.9235,1084023.0
2020-03-30,65.6009,67.077,64.083,65.534,902577.0
2020-03-31,64.6809,66.0274,63.1505,63.3846,1030260.0
2020-04-01,60.6833,61.9963,57.89,59.2448,896513.0
2020-04-02,58.4002,62.3225,58.4002,60.0226,993337.0
2020-04-03,59.3201,60.3112,56.2759,57.0286,1152603.0
2020-04-04,59.3201,60.3112,56.2759,57.0286,1152603.0
2020-04-05,59.3201,60.3112,56.2759,57.0286,1152603.0
2020-04-06,59.9808,63.9784,59.1027,62.1636,1194554.0
2020-04-07,64.522,64.6517,60.8631,61.5531,1010649.0
2020-04-08,61.62,66.8386,61.3858,65.9605,1165301.0
2020-04-09,67.1481,70.8279,66.6714,68.7705,1634571.0
2020-04-10,67.1481,70.8279,66.6714,68.7705,1634571.0
2020-04-11,67.1481,70.8279,66.6714,68.7705,1634571.0
2020-04-12,67.1481,70.8279,66.6714,68.7705,1634571.0
2020-04-13,67.8255,68.206,65.3082,66.5794,819540.0
2020-04-14,67.7669,68.5949,66.8428,68.436,1198775.0
2020-04-15,66.0776,67.4324,65.5533,66.6212,902186.0
2020-04-16,66.8052,67.3739,65.2413,66.0776,971409.0
2020-04-17,67.399,68.5113,65.8141,66.8303,1505261.0
2020-04-18,67.399,68.5113,65.8141,66.8303,1505261.0
2020-04-19,67.399,68.5113,65.8141,66.8303,1505261.0
2020-04-20,66.6128,66.7843,63.6773,64.062,649436.0
2020-04-21,62.8494,63.6439,61.9963,63.2341,687283.0
2020-04-22,64.2126,65.4085,63.2759,64.8816,671638.0
2020-04-23,64.9318,65.3834,63.301,63.4097,660385.0
2020-04-24,63.7693,64.7311,62.749,64.5137,1026802.0
2020-04-25,63.7693,64.7311,62.749,64.5137,1026802.0
2020-04-26,63.7693,64.7311,62.749,64.5137,1026802.0
2020-04-27,65.1911,66.5459,64.8565,65.8685,740815.0
2020-04-28,67.6331,67.6331,66.1779,66.8972,1197564.0
2020-04-29,68.16,68.1767,65.442,65.6929,1226161.0
2020-04-30,65.0489,65.2078,63.1421,64.3882,1381421.0
2020-05-01,63.7736,63.7736,61.6697,62.6245,1479753.0
2020-05-02,63.7736,63.7736,61.6697,62.6245,1479753.0
2020-05-03,63.7736,63.7736,61.6697,62.6245,1479753.0
2020-05-04,62.5231,62.7174,61.467,62.2274,834385.0
2020-05-05,62.5569,63.9932,62.3372,63.0638,1037320.0
2020-05-06,63.3427,63.3511,60.5798,60.8417,868418.0
2020-05-07,61.6275,62.4133,60.5122,60.6305,1585461.0
2020-05-08,62.7935,63.3427,61.3656,62.4133,1268379.0
2020-05-09,62.7935,63.3427,61.3656,62.4133,1268379.0
2020-05-10,62.7935,63.3427,61.3656,62.4133,1268379.0
2020-05-11,61.6782,62.4471,60.7699,62.2274,1189830.0
2020-05-12,62.9456,63.0723,61.0868,61.2388,1271544.0
2020-05-13,60.7995,61.3909,59.9123,61.2219,1373636.0
2020-05-14,60.4869,61.4247,59.2364,60.8502,1554856.0
2020-05-15,60.1827,60.6305,58.7731,60.3432,2709431.0
2020-05-16,60.1827,60.6305,58.7731,60.3432,2709431.0
2020-05-17,60.1827,60.6305,58.7731,60.3432,2709431.0
2020-05-18,62.2612,63.7905,61.9908,63.2497,940628.0
2020-05-19,63.0554,63.0554,61.3064,61.3318,638207.0
2020-05-20,61.6106,61.7035,60.639,61.4839,1446351.0
2020-05-21,61.3487,61.9486,60.96,61.0699,941195.0
2020-05-22,61.0023,61.4585,60.4108,61.3909,825208.0
2020-05-23,61.0023,61.4585,60.4108,61.3909,825208.0
2020-05-24,61.0023,61.4585,60.4108,61.3909,825208.0
2020-05-25,61.0023,61.4585,60.4108,61.3909,825208.0
2020-05-26,62.8442,63.706,62.3203,62.8104,1085333.0
2020-05-27,63.9003,64.0862,62.3457,63.7905,1433462.0
2020-05-28,64.9311,65.3958,63.9087,64.9311,1264029.0
2020-05-29,64.5678,66.4688,63.8412,65.8182,4708486.0
2020-05-30,64.5678,66.4688,63.8412,65.8182,4708486.0
2020-05-31,64.5678,66.4688,63.8412,65.8182,4708486.0
2020-06-01,65.8182,66.021,64.7959,65.5479,1245444.0
2020-06-02,65.9957,66.5449,65.607,66.0379,1035720.0
2020-06-03,66.8406,67.7108,66.6492,66.7223,718911.0
2020-06-04,66.3928,66.3928,64.8762,65.7591,879523.0
2020-06-05,66.9335,68.4966,66.9335,67.0687,778389.0
2020-06-06,66.9335,68.4966,66.9335,67.0687,778389.0
2020-06-07,66.9335,68.4966,66.9335,67.0687,778389.0
2020-06-08,67.2546,69.5274,67.0434,69.3162,1445658.0
2020-06-09,68.5557,68.5557,65.9281,67.6855,972163.0
2020-06-10,67.5081,67.9094,65.7506,66.0126,1321060.0
2020-06-11,64.61,65.0578,62.4978,63.1145,1828865.0
2020-06-12,64.6692,64.6692,63.0047,63.875,1437635.0
2020-06-13,64.6692,64.6692,63.0047,63.875,1437635.0
2020-06-14,64.6692,64.6692,63.0047,63.875,1437635.0
2020-06-15,63.7398,65.5648,62.8906,65.1339,1112332.0
2020-06-16,66.7814,67.3306,64.9057,65.2522,1114658.0
2020-06-17,65.6324,65.6493,64.0693,64.4241,1204838.0
2020-06-18,64.4579,65.4972,64.2298,64.7621,1279822.0
2020-06-19,65.5225,65.7,62.0415,62.1006,2726812.0
2020-06-20,65.5225,65.7,62.0415,62.1006,2726812.0
2020-06-21,65.5225,65.7,62.0415,62.1006,2726812.0
2020-06-22,62.1767,62.9202,61.5261,61.9148,1146139.0
2020-06-23,62.4471,62.5907,60.791,61.0361,861815.0
2020-06-24,60.4362,61.1121,59.9715,60.5122,1235287.0
2020-06-25,60.2841,60.3432,59.4392,60.2925,1313799.0
2020-06-26,60.1574,61.0192,59.1097,60.0306,1302787.0
2020-06-27,60.1574,61.0192,59.1097,60.0306,1302787.0
2020-06-28,60.1574,61.0192,59.1097,60.0306,1302787.0
2020-06-29,60.6728,61.6444,59.887,61.6444,775070.0
2020-06-30,61.5515,62.1682,61.1121,61.9232,1229956.0
2020-07-01,62.1175,63.9763,62.0373,63.6975,1026536.0
2020-07-02,64.12,65.1508,63.7989,64.2383,1001121.0
2020-07-03,64.12,65.1508,63.7989,64.2383,1001121.0
2020-07-04,64.12,65.1508,63.7989,64.2383,1001121.0
2020-07-05,64.12,65.1508,63.7989,64.2383,1001121.0
2020-07-06,64.8297,65.5141,64.1369,64.8888,921853.0
2020-07-07,64.1115,64.7959,63.8158,64.2129,1347863.0
2020-07-08,64.2129,64.9776,63.9594,64.8212,715308.0
2020-07-09,64.6185,64.8128,63.4609,64.4241,698031.0
2020-07-10,64.2805,66.2407,64.2805,66.1224,627656.0
2020-07-11,64.2805,66.2407,64.2805,66.1224,627656.0
2020-07-12,64.2805,66.2407,64.2805,66.1224,627656.0
2020-07-13,66.1731,67.2546,66.021,66.6716,749481.0
2020-07-14,66.6378,67.5799,66.5956,67.2715,837713.0
2020-07-15,68.2093,68.353,67.0856,67.4912,808066.0
2020-07-16,67.5925,68.2347,67.4489,68.0657,696690.0
2020-07-17,68.6487,69.7893,68.5135,69.7302,641168.0
2020-07-18,68.6487,69.7893,68.5135,69.7302,641168.0
2020-07-19,68.6487,69.7893,68.5135,69.7302,641168.0
2020-07-20,69.5527,69.7175,68.1079,68.2516,904039.0
2020-07-21,68.3107,68.9951,68.0403,68.3699,764010.0
2020-07-22,67.9728,70.2033,67.4743,70.1104,1020561.0
2020-07-23,70.0428,70.4061,69.2148,69.5443,811367.0
2020-07-24,69.8315,70.3174,68.4628,68.7585,849042.0
2020-07-25,69.8315,70.3174,68.4628,68.7585,849042.0
2020-07-26,69.8315,70.3174,68.4628,68.7585,849042.0
2020-07-27,68.6909,68.7163,66.8068,67.8291,638657.0
2020-07-28,67.5587,68.9444,67.5587,68.6318,710320.0
2020-07-29,68.6402,69.5865,68.2093,69.3584,833936.0
2020-07-30,68.8177,70.4652,67.9559,69.8738,1145271.0
2020-07-31,69.1935,71.036,68.7415,70.8654,1542590.0
2020-08-01,69.1935,71.036,68.7415,70.8654,1542590.0
2020-08-02,69.1935,71.036,68.7415,70.8654,1542590.0
2020-08-03,70.7886,70.8313,68.7756,69.9356,817017.0
2020-08-04,69.5518,69.8248,68.8438,69.5944,1320807.0
2020-08-05,69.6883,69.7992,67.5985,68.0164,1150237.0
2020-08-06,68.2382,69.6456,67.2829,68.9121,1113010.0
2020-08-07,68.6647,70.392,68.6647,70.0806,968042.0
2020-08-08,68.6647,70.392,68.6647,70.0806,968042.0
2020-08-09,68.6647,70.392,68.6647,70.0806,968042.0
2020-08-10,70.4645,70.7374,69.9015,70.4389,787246.0
2020-08-11,70.7118,71.1639,68.8182,68.895,1447221.0
2020-08-12,69.2277,69.4494,68.5026,68.605,780575.0
2020-08-13,68.3065,68.3065,66.029,66.9502,1420008.0
2020-08-14,66.9417,67.1464,66.319,66.5323,662138.0
2020-08-15,66.9417,67.1464,66.319,66.5323,662138.0
2020-08-16,66.9417,67.1464,66.319,66.5323,662138.0
2020-08-17,66.4214,66.6943,65.031,65.1675,1436773.0
2020-08-18,65.2699,65.5428,63.9051,64.6131,1525697.0
2020-08-19,64.8775,65.0822,64.0416,64.8434,945305.0
2020-08-20,64.6131,64.7239,63.7302,63.9477,516077.0
2020-08-21,64.0245,64.1013,62.9071,63.3421,727553.0
2020-08-22,64.0245,64.1013,62.9071,63.3421,727553.0
2020-08-23,64.0245,64.1013,62.9071,63.3421,727553.0
2020-08-24,63.453,64.306,62.6768,64.1013,655720.0
2020-08-25,64.2548,64.2548,63.163,63.5212,492565.0
2020-08-26,63.2227,63.2654,61.7129,62.1138,779983.0
2020-08-27,62.2759,62.728,61.6575,62.4636,602898.0
2020-08-28,62.7706,63.0521,62.0371,62.6768,528753.0
2020-08-29,62.7706,63.0521,62.0371,62.6768,528753.0
2020-08-30,62.7706,63.0521,62.0371,62.6768,528753.0
2020-08-31,62.4636,63.1033,62.2503,62.5659,852308.0
2020-09-01,62.2674,62.3143,60.7917,61.022,1026150.0
2020-09-02,61.022,63.4957,60.9879,63.0521,889598.0
2020-09-03,63.4615,63.7857,61.6618,62.2418,839029.0
2020-09-04,62.3697,62.6,60.9282,61.7556,906746.0
2020-09-05,62.3697,62.6,60.9282,61.7556,906746.0
2020-09-06,62.3697,62.6,60.9282,61.7556,906746.0
2020-09-07,62.3697,62.6,60.9282,61.7556,906746.0
2020-09-08,61.8409,62.7536,60.9538,62.4209,987131.0
2020-09-09,62.2588,63.1801,61.8494,61.9518,570503.0
2020-09-10,61.9006,62.0029,60.6723,60.8941,1005475.0
2020-09-11,61.15,61.15,60.1349,60.4761,514195.0
2020-09-12,61.15,61.15,60.1349,60.4761,514195.0
2020-09-13,61.15,61.15,60.1349,60.4761,514195.0
2020-09-14,60.6467,61.9006,60.5827,61.4912,807477.0
2020-09-15,61.7129,62.4806,61.1244,61.4315,773249.0
2020-09-16,61.4144,62.293,61.3291,61.6703,805900.0
2020-09-17,61.457,61.8324,60.8344,61.5509,901403.0
2020-09-18,61.1585,61.7641,60.0582,60.0752,1575647.0
2020-09-19,61.1585,61.7641,60.0582,60.0752,1575647.0
2020-09-20,61.1585,61.7641,60.0582,60.0752,1575647.0
2020-09-21,59.7084,61.0391,59.1028,60.3993,944086.0
2020-09-22,60.2288,61.7812,60.152,61.2694,767707.0
2020-09-23,61.295,61.8409,60.4846,60.5017,675214.0
2020-09-24,60.5614,62.3015,60.0496,62.0627,978589.0
2020-09-25,61.6618,63.035,61.4144,62.9242,747111.0
2020-09-26,61.6618,63.035,61.4144,62.9242,747111.0
2020-09-27,61.6618,63.035,61.4144,62.9242,747111.0
2020-09-28,63.2654,63.8454,62.8047,63.0265,781338.0
2020-09-29,62.9668,63.6748,62.5915,62.6512,658992.0
2020-09-30,63.2568,64.1439,62.9156,63.5895,1265969.0
2020-10-01,63.9477,64.7069,63.4189,64.2463,843651.0
2020-10-02,63.4359,66.6176,63.2739,66.4128,1039504.0
2020-10-03,63.4359,66.6176,63.2739,66.4128,1039504.0
2020-10-04,63.4359,66.6176,63.2739,66.4128,1039504.0
2020-10-05,66.464,68.5282,66.1314,67.9311,1166296.0
2020-10-06,68.2467,70.4048,67.7179,69.1935,1251332.0
2020-10-07,69.6627,71.1383,69.2447,70.7545,1056496.0
2020-10-08,70.6948,71.744,70.6692,71.2578,761988.0
2020-10-09,71.7098,71.8548,70.0465,70.4218,670805.0
2020-10-10,71.7098,71.8548,70.0465,70.4218,670805.0
2020-10-11,71.7098,71.8548,70.0465,70.4218,670805.0
2020-10-12,69.6456,70.0551,69.1509,69.5689,732010.0
2020-10-13,69.3641,69.3641,67.7605,68.8609,1060837.0
2020-10-14,69.0571,69.3641,68.3406,68.46,783189.0
2020-10-15,67.8544,69.5006,67.7605,68.9888,686004.0
2020-10-16,69.0315,69.8333,68.5794,69.1509,600567.0
2020-10-17,69.0315,69.8333,68.5794,69.1509,600567.0
2020-10-18,69.0315,69.8333,68.5794,69.1509,600567.0
2020-10-19,69.4409,70.1659,69.4153,69.7821,762614.0
2020-10-20,70.1745,70.4986,69.5859,70.2257,444954.0
2020-10-21,70.1915,71.8207,69.8887,71.3857,1025615.0
2020-10-22,71.3601,73.2793,70.6095,73.1258,1137519.0
2020-10-23,73.9276,74.2474,73.1258,73.9788,1161076.0
2020-10-24,73.9276,74.2474,73.1258,73.9788,1161076.0
2020-10-25,73.9276,74.2474,73.1258,73.9788,1161076.0
2020-10-26,73.5779,74.0982,72.7471,73.7911,963904.0
2020-10-27,73.629,74.3199,73.2196,73.2367,921038.0
2020-10-28,72.341,73.1343,70.3195,70.601,1441137.0
2020-10-29,70.1233,71.6416,69.0656,71.0189,1147369.0
2020-10-30,70.95,71.7943,68.9253,70.278,1420741.0
2020-10-31,70.95,71.7943,68.9253,70.278,1420741.0
2020-11-01,70.95,71.7943,68.9253,70.278,1420741.0
2020-11-02,70.7174,71.3894,69.089,69.8472,982233.0
2020-11-03,70.7519,71.3549,69.7438,70.4417,867428.0
2020-11-04,69.942,73.2504,69.942,70.8208,1135926.0
2020-11-05,71.467,73.8836,71.2257,72.7851,985013.0
2020-11-06,72.587,73.7501,72.0184,72.1907,926101.0
2020-11-07,72.587,73.7501,72.0184,72.1907,926101.0
2020-11-08,72.587,73.7501,72.0184,72.1907,926101.0
2020-11-09,74.672,77.4118,74.672,75.7662,1408596.0
2020-11-10,76.0419,78.4543,75.8609,78.3164,1191585.0
2020-11-11,78.1872,79.1607,77.1102,77.1878,817972.0
2020-11-12,77.0068,77.2782,74.7151,75.68,889571.0
2020-11-13,76.1022,77.5238,76.045,77.0757,682205.0
2020-11-14,76.1022,77.5238,76.045,77.0757,682205.0
2020-11-15,76.1022,77.5238,76.045,77.0757,682205.0
2020-11-16,78.4112,78.7464,77.2954,77.9201,704383.0
2020-11-17,77.1964,77.6616,74.7151,74.7668,1153967.0
2020-11-18,75.3268,75.9385,72.8196,72.9919,1033613.0
2020-11-19,73.1901,73.2375,71.7254,71.9839,773715.0
2020-11-20,71.803,72.8368,71.6393,71.7254,744660.0
2020-11-21,71.803,72.8368,71.6393,71.7254,744660.0
2020-11-22,71.803,72.8368,71.6393,71.7254,744660.0
2020-11-23,71.846,73.0005,71.7943,72.7851,662090.0
2020-11-24,73.2418,74.2757,73.0264,73.9052,781351.0
2020-11-25,73.707,74.7064,73.1298,74.5427,986685.0
2020-11-26,73.707,74.7064,73.1298,74.5427,986685.0
2020-11-27,74.3877,74.3877,72.0356,72.3199,289245.0
2020-11-28,74.3877,74.3877,72.0356,72.3199,289245.0
2020-11-29,74.3877,74.3877,72.0356,72.3199,289245.0
2020-11-30,72.3716,72.5956,70.0983,70.5192,1460424.0
2020-12-01,71.2516,71.6565,70.8251,70.95,610322.0
2020-12-02,70.6054,71.6134,69.8558,71.4153,657942.0
2020-12-03,71.4153,71.467,70.0023,70.1315,818344.0
2020-12-04,70.2177,71.2602,70.0411,71.0017,1231281.0
2020-12-05,70.2177,71.2602,70.0411,71.0017,1231281.0
2020-12-06,70.2177,71.2602,70.0411,71.0017,1231281.0
2020-12-07,70.4675,71.8374,70.3038,71.1482,576915.0
2020-12-08,70.6743,71.3549,70.2866,70.4934,690294.0
2020-12-09,70.502,70.9242,69.4164,70.0712,1133713.0
2020-12-10,70.2091,70.5063,69.3992,69.5629,895900.0
2020-12-11,69.425,69.8989,68.6582,68.6841,879806.0
2020-12-12,69.425,69.8989,68.6582,68.6841,879806.0
2020-12-13,69.425,69.8989,68.6582,68.6841,879806.0
2020-12-14,69.4595,69.9377,67.9733,68.1844,1505787.0
2020-12-15,68.4515,69.3389,67.8484,68.9512,1215524.0
2020-12-16,69.2527,69.6146,67.7278,67.7622,766033.0
2020-12-17,67.8914,69.1063,67.8255,68.3395,870821.0
2020-12-18,68.2705,68.7056,67.3831,67.7622,1319356.0
2020-12-19,68.2705,68.7056,67.3831,67.7622,1319356.0
2020-12-20,68.2705,68.7056,67.3831,67.7622,1319356.0
2020-12-21,67.2022,67.5942,65.8237,66.5905,823258.0
2020-12-22,66.4612,67.3444,65.6083,67.0127,894023.0
2020-12-23,67.5382,68.3825,66.6422,66.6853,635344.0
2020-12-24,66.7025,67.2539,66.0994,67.0902,239259.0
2020-12-25,66.7025,67.2539,66.0994,67.0902,239259.0
2020-12-26,66.7025,67.2539,66.0994,67.0902,239259.0
2020-12-27,66.7025,67.2539,66.0994,67.0902,239259.0
2020-12-28,67.3573,68.2447,67.0643,67.5727,386702.0
2020-12-29,67.5727,68.3653,67.5727,68.1241,641297.0
2020-12-30,67.9345,68.5885,67.6416,68.1585,561948.0
2020-12-31,68.1068,68.9512,67.9259,68.8823,539364.0
2021-01-01,68.1068,68.9512,67.9259,68.8823,539364.0
2021-01-02,68.1068,68.9512,67.9259,68.8823,539364.0
2021-01-03,68.1068,68.9512,67.9259,68.8823,539364.0
2021-01-04,68.9253,69.5715,67.8053,68.1413,963539.0
2021-01-05,68.1413,68.3395,66.6249,66.9696,1020318.0
2021-01-06,67.2711,69.4767,67.2022,69.3389,852966.0
2021-01-07,69.3389,69.3733,66.8317,67.1505,816386.0
2021-01-08,67.1763,67.2797,66.3062,67.004,513238.0
2021-01-09,67.1763,67.2797,66.3062,67.004,513238.0
2021-01-10,67.1763,67.2797,66.3062,67.004,513238.0
2021-01-11,66.6939,67.297,65.6341,66.0735,637087.0
2021-01-12,66.1252,66.5302,65.3498,65.8409,1083504.0
2021-01-13,65.8754,67.3142,65.6428,67.1419,847928.0
2021-01-14,67.2884,67.3799,66.2631,66.3837,584585.0
2021-01-15,66.2889,67.8484,65.6083,67.6761,789707.0
2021-01-16,66.2889,67.8484,65.6083,67.6761,789707.0
2021-01-17,66.2889,67.8484,65.6083,67.6761,789707.0
2021-01-18,66.2889,67.8484,65.6083,67.6761,789707.0
2021-01-19,67.8139,67.8914,66.9006,67.2022,1131497.0
2021-01-20,66.849,67.3314,66.1425,67.1505,1188857.0
2021-01-21,66.9696,67.116,65.7978,66.7973,956289.0
2021-01-22,66.5474,66.7757,65.8754,66.4182,504663.0
2021-01-23,66.5474,66.7757,65.8754,66.4182,504663.0
2021-01-24,66.5474,66.7757,65.8754,66.4182,504663.0
2021-01-25,66.0735,67.5985,66.0132,67.5124,855604.0
2021-01-26,67.6157,67.7959,66.3579,66.7714,770509.0
2021-01-27,66.2372,66.6637,64.6606,65.7461,1166902.0
2021-01-28,66.0305,67.1074,65.6255,66.0649,1063054.0
2021-01-29,65.5336,66.2478,65.0928,65.5423,1756941.0
2021-01-30,65.5336,66.2478,65.0928,65.5423,1756941.0
2021-01-31,65.5336,66.2478,65.0928,65.5423,1756941.0
2021-02-01,65.8297,66.8401,65.3681,66.3698,782345.0
2021-02-02,66.6136,68.1553,66.3611,66.8053,920147.0
2021-02-03,66.544,67.2294,66.1172,66.8314,614587.0
2021-02-04,66.7356,67.3017,66.4133,67.1188,773191.0
2021-02-05,67.5979,67.9724,66.9446,67.7459,728645.0
2021-02-06,67.5979,67.9724,66.9446,67.7459,728645.0
2021-02-07,67.5979,67.9724,66.9446,67.7459,728645.0
2021-02-08,67.7721,67.8853,66.4569,67.0143,806565.0
2021-02-09,67.1188,67.8679,66.2217,66.7704,516622.0
2021-02-10,67.0666,67.5021,66.5527,67.1711,644452.0
2021-02-11,67.2669,67.4411,66.4743,66.7704,522335.0
2021-02-12,66.5788,67.1188,66.0823,66.3611,610941.0
2021-02-13,66.5788,67.1188,66.0823,66.3611,610941.0
2021-02-14,66.5788,67.1188,66.0823,66.3611,610941.0
2021-02-15,66.5788,67.1188,66.0823,66.3611,610941.0
2021-02-16,66.3088,66.5265,65.6468,66.213,663078.0
2021-02-17,66.3175,67.2495,66.091,67.1972,580446.0
2021-02-18,67.1449,67.8679,67.0753,67.2146,741787.0
2021-02-19,67.1972,67.2843,66.3262,66.422,508078.0
2021-02-20,67.1972,67.2843,66.3262,66.422,508078.0
2021-02-21,67.1972,67.2843,66.3262,66.422,508078.0
2021-02-22,66.2304,66.3523,63.6784,64.9675,1207870.0
2021-02-23,65.5859,66.2652,64.6713,65.7601,998662.0
2021-02-24,65.5423,65.6904,63.1732,63.6348,1779578.0
2021-02-25,63.1471,64.2445,62.7987,63.6174,1290189.0
2021-02-26,63.5652,64.1923,60.8738,60.9086,1309384.0
2021-02-27,63.5652,64.1923,60.8738,60.9086,1309384.0
2021-02-28,63.5652,64.1923,60.8738,60.9086,1309384.0
2021-03-01,62.2587,64.0181,61.7187,62.9729,1436685.0
2021-03-02,62.9816,64.7758,62.7534,64.2097,954538.0
2021-03-03,64.0965,64.1227,62.7726,63.5739,770859.0
2021-03-04,63.8961,65.7862,63.539,65.0197,1106499.0
2021-03-05,65.22,66.7965,65.1852,66.4569,1022287.0
2021-03-06,65.22,66.7965,65.1852,66.4569,1022287.0
2021-03-07,65.22,66.7965,65.1852,66.4569,1022287.0
