,KLAC US Equity,KLAC US Equity,KLAC US Equity,KLAC US Equity,KLAC US Equity
2020-05-12,161.6391,162.5625,157.0715,157.2235,965411.0
2020-05-13,157.0336,160.1102,152.5602,155.7991,1805145.0
2020-05-14,154.3557,168.0393,150.8802,167.8399,2683539.0
2020-05-15,160.3305,163.756,158.3744,159.758,3709972.0
2020-05-16,160.3305,163.756,158.3744,159.758,3709972.0
2020-05-17,160.3305,163.756,158.3744,159.758,3709972.0
2020-05-18,163.9373,165.5212,161.0461,164.4144,1492117.0
2020-05-19,164.319,169.4906,163.298,164.6147,1074834.0
2020-05-20,167.4582,171.9524,166.9531,169.7673,1302644.0
2020-05-21,168.0593,169.128,163.9855,164.5289,1001799.0
2020-05-22,165.8075,165.9983,162.5919,165.0728,666445.0
2020-05-23,165.8075,165.9983,162.5919,165.0728,666445.0
2020-05-24,165.8075,165.9983,162.5919,165.0728,666445.0
2020-05-25,165.8075,165.9983,162.5919,165.0728,666445.0
2020-05-26,168.8036,172.0669,166.6856,168.546,1911356.0
2020-05-27,169.9581,170.7024,160.5309,168.6318,1659567.0
2020-05-28,169.5192,171.96,165.4544,166.609,1272036.0
2020-05-29,167.9353,169.815,165.6166,167.8971,1792117.0
2020-05-30,167.9353,169.815,165.6166,167.8971,1792117.0
2020-05-31,167.9353,169.815,165.6166,167.8971,1792117.0
2020-06-01,166.9811,170.2253,165.5021,167.8971,1085607.0
2020-06-02,167.2674,169.4143,165.0156,169.1662,892655.0
2020-06-03,170.6452,178.3835,170.2062,177.5248,1659961.0
2020-06-04,176.3416,180.4541,175.2729,177.7538,1068678.0
2020-06-05,181.5037,187.2574,180.6545,183.6601,1500164.0
2020-06-06,181.5037,187.2574,180.6545,183.6601,1500164.0
2020-06-07,181.5037,187.2574,180.6545,183.6601,1500164.0
2020-06-08,184.7479,185.1677,180.1201,183.0781,816520.0
2020-06-09,181.809,183.7269,180.0056,182.2766,776389.0
2020-06-10,183.6124,186.0647,181.6182,183.9368,779670.0
2020-06-11,182.5533,182.5533,171.5993,172.3054,1460454.0
2020-06-12,177.6393,179.7671,171.8188,176.2271,1253125.0
2020-06-13,177.6393,179.7671,171.8188,176.2271,1253125.0
2020-06-14,177.6393,179.7671,171.8188,176.2271,1253125.0
2020-06-15,170.0726,179.5047,168.4887,179.1469,1270852.0
2020-06-16,184.9721,187.9444,180.082,184.1468,1482522.0
2020-06-17,184.3185,187.3051,183.3643,185.0055,1246231.0
2020-06-18,185.3872,185.3872,183.2498,184.8624,937974.0
2020-06-19,187.4291,188.4501,183.2498,184.2517,3330982.0
2020-06-20,187.4291,188.4501,183.2498,184.2517,3330982.0
2020-06-21,187.4291,188.4501,183.2498,184.2517,3330982.0
2020-06-22,180.6736,184.891,180.6736,183.0685,1179321.0
2020-06-23,186.2173,186.2173,183.4788,184.3567,1089264.0
2020-06-24,183.4025,184.1563,177.1813,179.977,1486651.0
2020-06-25,182.1621,183.8796,178.832,183.5361,1133682.0
2020-06-26,183.8033,184.3471,180.3778,180.8835,1713514.0
2020-06-27,183.8033,184.3471,180.3778,180.8835,1713514.0
2020-06-28,183.8033,184.3471,180.3778,180.8835,1713514.0
2020-06-29,181.809,182.9636,178.0353,182.9445,677689.0
2020-06-30,182.2766,186.8853,182.2766,185.5685,1253618.0
2020-07-01,185.5685,186.3223,183.1258,184.2994,1262023.0
2020-07-02,185.6448,189.1276,185.3681,187.5055,1247045.0
2020-07-03,185.6448,189.1276,185.3681,187.5055,1247045.0
2020-07-04,185.6448,189.1276,185.3681,187.5055,1247045.0
2020-07-05,185.6448,189.1276,185.3681,187.5055,1247045.0
2020-07-06,190.2487,197.0473,189.1371,194.2611,1367367.0
2020-07-07,194.1561,195.9213,192.5531,193.4023,1311301.0
2020-07-08,194.0174,196.303,191.9567,195.1389,748749.0
2020-07-09,193.6981,197.0282,191.4462,194.2611,1083717.0
2020-07-10,194.2706,194.8431,189.1467,192.992,994873.0
2020-07-11,194.2706,194.8431,189.1467,192.992,994873.0
2020-07-12,194.2706,194.8431,189.1467,192.992,994873.0
2020-07-13,195.5727,198.2591,189.9577,190.4253,1152480.0
2020-07-14,188.7459,192.4099,185.12,191.7229,1612007.0
2020-07-15,192.6103,194.8145,185.4063,187.057,1454253.0
2020-07-16,185.0914,188.431,184.1563,187.057,989574.0
2020-07-17,188.9463,189.2898,186.0837,188.1639,824320.0
2020-07-18,188.9463,189.2898,186.0837,188.1639,824320.0
2020-07-19,188.9463,189.2898,186.0837,188.1639,824320.0
2020-07-20,188.2784,194.6236,187.5627,193.7076,756634.0
2020-07-21,194.5282,195.3011,191.5894,194.1847,920952.0
2020-07-22,195.5969,197.386,193.8985,196.5034,947247.0
2020-07-23,196.3507,199.7094,193.0206,194.5759,1156125.0
2020-07-24,187.391,188.2211,178.5648,179.5858,2477569.0
2020-07-25,187.391,188.2211,178.5648,179.5858,2477569.0
2020-07-26,187.391,188.2211,178.5648,179.5858,2477569.0
2020-07-27,183.4598,188.8127,181.4703,188.0398,1857903.0
2020-07-28,186.3509,187.9062,183.3834,183.6506,1151974.0
2020-07-29,182.725,186.7517,181.6182,186.1887,1479781.0
2020-07-30,185.8834,189.8814,184.8719,188.8318,1166931.0
2020-07-31,190.8356,190.8356,186.1028,190.6733,1150187.0
2020-08-01,190.8356,190.8356,186.1028,190.6733,1150187.0
2020-08-02,190.8356,190.8356,186.1028,190.6733,1150187.0
2020-08-03,193.3069,198.5071,193.221,198.135,1809921.0
2020-08-04,191.0655,195.7687,190.9828,195.511,1727901.0
2020-08-05,196.5797,196.7515,193.0922,194.6427,834902.0
2020-08-06,193.9366,194.8431,191.7802,194.2611,1036683.0
2020-08-07,192.6103,197.0684,191.1123,193.555,990972.0
2020-08-08,192.6103,197.0684,191.1123,193.555,990972.0
2020-08-09,192.6103,197.0684,191.1123,193.555,990972.0
2020-08-10,192.1714,194.0416,189.1657,193.784,1018875.0
2020-08-11,194.2324,195.4347,190.8833,191.3508,745274.0
2020-08-12,192.3241,199.1942,191.8947,198.469,823551.0
2020-08-13,198.2686,200.6254,196.9614,200.3392,1152713.0
2020-08-14,201.3165,206.2229,200.7607,202.6869,1209398.0
2020-08-15,201.3165,206.2229,200.7607,202.6869,1209398.0
2020-08-16,201.3165,206.2229,200.7607,202.6869,1209398.0
2020-08-17,204.2968,209.4523,203.9326,207.5933,1320429.0
2020-08-18,208.6282,208.8103,202.5479,202.9264,842705.0
2020-08-19,203.8368,203.8454,200.7511,201.7573,734320.0
2020-08-20,197.9817,200.121,196.5251,198.2212,915264.0
2020-08-21,198.1254,198.2404,193.682,195.4614,1425883.0
2020-08-22,198.1254,198.2404,193.682,195.4614,1425883.0
2020-08-23,198.1254,198.2404,193.682,195.4614,1425883.0
2020-08-24,198.8441,199.9653,196.7359,199.6683,922389.0
2020-08-25,199.352,202.3706,198.5471,201.5082,869698.0
2020-08-26,201.0194,203.7889,200.8517,203.3768,615178.0
2020-08-27,204.8622,205.2071,195.011,195.9214,1158966.0
2020-08-28,196.2472,200.2049,195.4422,199.9078,828891.0
2020-08-29,196.2472,200.2049,195.4422,199.9078,828891.0
2020-08-30,196.2472,200.2049,195.4422,199.9078,828891.0
2020-08-31,199.1125,199.4287,195.471,196.5826,930130.0
2020-09-01,197.3013,199.788,195.9789,199.2754,738071.0
2020-09-02,201.8915,207.1525,200.2816,206.5487,1171850.0
2020-09-03,204.6993,205.1113,191.8966,193.0082,1807358.0
2020-09-04,191.5037,192.0691,178.9885,185.3036,2380604.0
2020-09-05,191.5037,192.0691,178.9885,185.3036,2380604.0
2020-09-06,191.5037,192.0691,178.9885,185.3036,2380604.0
2020-09-07,191.5037,192.0691,178.9885,185.3036,2380604.0
2020-09-08,173.6317,175.0499,166.5739,167.192,2919401.0
2020-09-09,171.4528,172.4338,165.6397,167.1824,2314517.0
2020-09-10,168.6869,169.9518,165.4192,165.9079,2413087.0
2020-09-11,167.5753,169.1565,164.1638,164.7675,1318835.0
2020-09-12,167.5753,169.1565,164.1638,164.7675,1318835.0
2020-09-13,167.5753,169.1565,164.1638,164.7675,1318835.0
2020-09-14,169.1948,171.0635,167.6903,170.6514,1254365.0
2020-09-15,172.4721,173.3921,169.9327,173.2196,1441443.0
2020-09-16,174.7912,177.4648,173.0758,173.2675,1624484.0
2020-09-17,168.0544,173.1813,167.4124,172.9609,1090140.0
2020-09-18,173.67,176.8515,169.2715,171.4947,1792847.0
2020-09-19,173.67,176.8515,169.2715,171.4947,1792847.0
2020-09-20,173.67,176.8515,169.2715,171.4947,1792847.0
2020-09-21,170.9197,173.6604,168.2863,173.5454,1099329.0
2020-09-22,175.1841,175.9627,170.1339,175.6536,837722.0
2020-09-23,176.6886,178.5572,172.453,173.2483,1136501.0
2020-09-24,170.6514,179.7359,170.6514,176.8419,1134149.0
2020-09-25,176.0465,180.7517,174.0054,180.0713,906859.0
2020-09-26,176.0465,180.7517,174.0054,180.0713,906859.0
2020-09-27,176.0465,180.7517,174.0054,180.0713,906859.0
2020-09-28,180.2917,185.6006,179.0076,185.1886,1348816.0
2020-09-29,186.7314,187.6418,184.5657,185.2652,766737.0
2020-09-30,184.6328,188.2647,183.0803,185.6581,1019255.0
2020-10-01,189.3763,191.8582,187.498,190.6795,915251.0
2020-10-02,184.077,188.1305,182.8408,183.9524,1092077.0
2020-10-03,184.077,188.1305,182.8408,183.9524,1092077.0
2020-10-04,184.077,188.1305,182.8408,183.9524,1092077.0
2020-10-05,185.2173,191.657,184.6807,191.6091,1242321.0
2020-10-06,191.5516,197.2534,190.3921,191.4941,1278751.0
2020-10-07,194.5318,197.1096,192.7207,194.436,1164895.0
2020-10-08,196.918,198.3171,195.9405,198.0679,686008.0
2020-10-09,201.2207,203.2618,200.0803,202.2365,1200145.0
2020-10-10,201.2207,203.2618,200.0803,202.2365,1200145.0
2020-10-11,201.2207,203.2618,200.0803,202.2365,1200145.0
2020-10-12,205.0347,206.8937,203.7314,205.6,1288985.0
2020-10-13,206.8937,212.4134,205.1592,210.7652,944261.0
2020-10-14,210.9089,214.215,206.1367,206.9896,1399005.0
2020-10-15,200.6553,204.9388,199.4296,204.2009,1168527.0
2020-10-16,205.485,205.8779,198.94,199.7066,1225955.0
2020-10-17,205.485,205.8779,198.94,199.7066,1225955.0
2020-10-18,205.485,205.8779,198.94,199.7066,1225955.0
2020-10-19,203.4822,203.4822,197.4067,198.1829,994563.0
2020-10-20,200.1282,200.569,196.5059,197.1384,607240.0
2020-10-21,197.1767,200.1474,197.0521,197.6942,607025.0
2020-10-22,196.7359,197.3588,193.1136,194.8289,884854.0
2020-10-23,196.5922,197.8763,193.7604,194.6948,842874.0
2020-10-24,196.5922,197.8763,193.7604,194.6948,842874.0
2020-10-25,196.5922,197.8763,193.7604,194.6948,842874.0
2020-10-26,192.2799,193.976,188.8205,190.6412,942634.0
2020-10-27,191.6666,192.1266,188.9067,190.3058,739178.0
2020-10-28,186.4056,188.0538,182.5341,182.6012,1554791.0
2020-10-29,182.4575,195.5668,182.2706,193.5257,1351524.0
2020-10-30,190.2196,192.6153,187.1914,188.9546,1047289.0
2020-10-31,190.2196,192.6153,187.1914,188.9546,1047289.0
2020-11-01,190.2196,192.6153,187.1914,188.9546,1047289.0
2020-11-02,191.4653,194.7427,190.5267,193.794,817887.0
2020-11-03,196.5059,203.5397,195.9789,202.0831,1188206.0
2020-11-04,205.3701,212.5284,201.8004,211.3306,1356776.0
2020-11-05,213.5634,219.3802,213.5634,218.5848,1276481.0
2020-11-06,219.3323,223.5487,216.3041,222.0155,695959.0
2020-11-07,219.3323,223.5487,216.3041,222.0155,695959.0
2020-11-08,219.3323,223.5487,216.3041,222.0155,695959.0
2020-11-09,227.7939,232.4824,222.255,222.6288,1135000.0
2020-11-10,220.4055,222.5809,213.8221,214.3971,1071620.0
2020-11-11,217.7319,224.3633,216.2849,223.7691,994842.0
2020-11-12,225.3215,226.275,221.6609,223.5296,895330.0
2020-11-13,228.1374,231.7642,226.5598,227.1273,892703.0
2020-11-14,228.1374,231.7642,226.5598,227.1273,892703.0
2020-11-15,228.1374,231.7642,226.5598,227.1273,892703.0
2020-11-16,228.6088,233.3515,227.3871,232.5915,882846.0
2020-11-17,233.236,234.554,230.5905,232.6492,1401204.0
2020-11-18,234.3519,235.439,230.831,231.2062,832311.0
2020-11-19,227.1466,235.0782,227.0408,234.4866,716422.0
2020-11-20,235.0253,237.9883,233.2649,233.3515,583089.0
2020-11-21,235.0253,237.9883,233.2649,233.3515,583089.0
2020-11-22,235.0253,237.9883,233.2649,233.3515,583089.0
2020-11-23,234.0345,240.9224,233.438,240.73,720431.0
2020-11-24,241.2206,242.1345,238.3828,240.6626,750209.0
2020-11-25,240.4991,241.5595,237.7285,239.489,547223.0
2020-11-26,240.4991,241.5595,237.7285,239.489,547223.0
2020-11-27,241.5669,246.4827,241.5669,244.4721,335501.0
2020-11-28,241.5669,246.4827,241.5669,244.4721,335501.0
2020-11-29,241.5669,246.4827,241.5669,244.4721,335501.0
2020-11-30,247.2234,247.2234,238.9743,242.3942,1017718.0
2020-12-01,244.7896,248.8877,242.9907,246.906,903485.0
2020-12-02,245.0974,248.6953,244.6068,246.5789,849071.0
2020-12-03,248.8204,251.8987,247.2764,247.6082,518592.0
2020-12-04,248.3394,254.1306,248.2768,253.6784,748968.0
2020-12-05,248.3394,254.1306,248.2768,253.6784,748968.0
2020-12-06,248.3394,254.1306,248.2768,253.6784,748968.0
2020-12-07,255.1503,257.7477,252.8126,256.5644,693721.0
2020-12-08,256.93,258.5269,254.6308,256.7953,712722.0
2020-12-09,256.4778,258.6712,244.1932,246.7424,1197161.0
2020-12-10,245.4534,249.2725,243.9555,246.2518,1009689.0
2020-12-11,243.9623,248.0796,242.6732,247.8391,1122835.0
2020-12-12,243.9623,248.0796,242.6732,247.8391,1122835.0
2020-12-13,243.9623,248.0796,242.6732,247.8391,1122835.0
2020-12-14,247.6852,253.842,247.6852,250.2441,1039532.0
2020-12-15,253.9574,254.727,249.7246,251.0907,774086.0
2020-12-16,251.437,251.5717,247.9597,250.6482,699125.0
2020-12-17,252.8896,253.3417,247.9161,249.8112,1355109.0
2020-12-18,248.9166,252.8896,247.5024,252.1873,2220195.0
2020-12-19,248.9166,252.8896,247.5024,252.1873,2220195.0
2020-12-20,248.9166,252.8896,247.5024,252.1873,2220195.0
2020-12-21,248.8877,252.0911,248.1951,250.8598,1023195.0
2020-12-22,250.0613,251.081,246.5212,247.8006,753371.0
2020-12-23,248.628,248.7434,242.9233,243.1831,676409.0
2020-12-24,245.1744,249.234,244.3182,249.234,367241.0
2020-12-25,245.1744,249.234,244.3182,249.234,367241.0
2020-12-26,245.1744,249.234,244.3182,249.234,367241.0
2020-12-27,245.1744,249.234,244.3182,249.234,367241.0
2020-12-28,250.879,251.562,247.4351,247.791,497360.0
2020-12-29,248.2335,248.9262,242.4423,244.6934,579207.0
2020-12-30,246.8867,252.399,245.5075,250.2634,641508.0
2020-12-31,248.2624,250.1094,245.843,249.0705,728028.0
2021-01-01,248.2624,250.1094,245.843,249.0705,728028.0
2021-01-02,248.2624,250.1094,245.843,249.0705,728028.0
2021-01-03,248.2624,250.1094,245.843,249.0705,728028.0
2021-01-04,252.1008,260.0084,247.9065,250.4365,1252064.0
2021-01-05,250.3018,256.1988,249.1186,255.689,1074856.0
2021-01-06,252.4759,260.6433,251.8603,255.1311,850554.0
2021-01-07,258.4787,268.7337,258.1565,267.6178,1011896.0
2021-01-08,271.4946,276.42,268.9357,272.4181,1051805.0
2021-01-09,271.4946,276.42,268.9357,272.4181,1051805.0
2021-01-10,271.4946,276.42,268.9357,272.4181,1051805.0
2021-01-11,270.6577,279.7966,267.4446,278.1228,1203959.0
2021-01-12,278.0169,285.0395,276.093,279.9313,1323577.0
2021-01-13,277.7764,282.3652,274.3229,279.0751,1154581.0
2021-01-14,291.3117,303.8658,290.4363,292.3315,2431231.0
2021-01-15,291.9563,293.2261,284.7509,292.572,1606579.0
2021-01-16,291.9563,293.2261,284.7509,292.572,1606579.0
2021-01-17,291.9563,293.2261,284.7509,292.572,1606579.0
2021-01-18,291.9563,293.2261,284.7509,292.572,1606579.0
2021-01-19,296.141,304.7604,296.141,302.1438,1274958.0
2021-01-20,304.8771,305.53,290.7634,292.7644,1019699.0
2021-01-21,296.2564,297.1607,289.0126,293.6013,1063124.0
2021-01-22,293.6975,297.5984,292.899,293.4185,725154.0
2021-01-23,293.6975,297.5984,292.899,293.4185,725154.0
2021-01-24,293.6975,297.5984,292.899,293.4185,725154.0
2021-01-25,297.6417,300.4603,291.7735,297.1607,955821.0
2021-01-26,298.2189,298.9307,291.3117,292.014,832412.0
2021-01-27,286.0015,287.4541,272.2958,273.6302,1658044.0
2021-01-28,279.6812,285.4628,277.483,280.0371,1021246.0
2021-01-29,276.1507,278.2093,269.0896,269.4263,1163789.0
2021-01-30,276.1507,278.2093,269.0896,269.4263,1163789.0
2021-01-31,276.1507,278.2093,269.0896,269.4263,1163789.0
2021-02-01,275.1502,282.8462,271.7544,281.4994,1052592.0
2021-02-02,284.7509,288.2333,282.4598,287.4253,1106911.0
2021-02-03,290.1381,290.1381,274.6884,275.4196,1279883.0
2021-02-04,277.4812,286.8481,275.4388,283.0482,1401821.0
2021-02-05,284.7798,286.8144,275.6985,277.0838,890442.0
2021-02-06,284.7798,286.8144,275.6985,277.0838,890442.0
2021-02-07,284.7798,286.8144,275.6985,277.0838,890442.0
2021-02-08,278.9212,291.0905,277.6899,290.773,1018152.0
2021-02-09,288.8779,293.8418,285.2512,286.9731,735482.0
2021-02-10,290.648,292.5816,284.7509,286.2997,547082.0
2021-02-11,288.0313,314.0822,288.0313,312.1486,2285695.0
2021-02-12,309.3107,322.0427,306.7999,319.2,1503138.0
2021-02-13,309.3107,322.0427,306.7999,319.2,1503138.0
2021-02-14,309.3107,322.0427,306.7999,319.2,1503138.0
2021-02-15,309.3107,322.0427,306.7999,319.2,1503138.0
2021-02-16,319.8638,329.2048,319.8638,324.3659,1395924.0
2021-02-17,320.5949,321.9802,311.0808,317.7474,1063010.0
2021-02-18,314.5642,316.397,309.7748,313.6575,1005813.0
2021-02-19,318.9243,326.0432,316.3873,318.9725,1512402.0
2021-02-20,318.9243,326.0432,316.3873,318.9725,1512402.0
2021-02-21,318.9243,326.0432,316.3873,318.9725,1512402.0
2021-02-22,313.5031,315.4131,302.7475,304.9758,1123135.0
2021-02-23,296.8537,310.098,292.9277,307.5031,1745850.0
2021-02-24,302.7379,317.1012,299.1109,316.8118,1170304.0
2021-02-25,311.2748,314.8054,291.7798,294.008,1528269.0
2021-02-26,300.307,303.5994,292.4453,300.2202,1316296.0
2021-02-27,300.307,303.5994,292.4453,300.2202,1316296.0
2021-02-28,300.307,303.5994,292.4453,300.2202,1316296.0
2021-03-01,304.8364,314.8536,303.8665,314.4581,1293996.0
2021-03-02,314.352,315.1237,298.6961,298.8601,1176122.0
2021-03-03,299.5064,303.9147,292.7926,293.0627,1155398.0
2021-03-04,291.4904,295.426,272.3426,277.4454,1655325.0
2021-03-05,282.3361,286.7348,268.3394,285.4036,1631399.0
