,KLAC US Equity,KLAC US Equity,KLAC US Equity,KLAC US Equity,KLAC US Equity
2022-05-12,301.5117,312.2452,299.004,307.9518,1498163.0
2022-05-13,313.6204,330.626,311.349,329.363,1982297.0
2022-05-14,313.6204,330.626,311.349,329.363,1982297.0
2022-05-15,313.6204,330.626,311.349,329.363,1982297.0
2022-05-16,325.0064,330.6554,322.0106,323.6064,937178.0
2022-05-17,333.0148,345.7225,330.4693,344.1365,1657405.0
2022-05-18,337.8512,343.6176,324.4973,326.847,1668629.0
2022-05-19,325.7602,339.1631,324.8155,331.419,1450789.0
2022-05-20,335.4917,339.4666,311.3588,328.4428,1996953.0
2022-05-21,335.4917,339.4666,311.3588,328.4428,1996953.0
2022-05-22,335.4917,339.4666,311.3588,328.4428,1996953.0
2022-05-23,329.7351,338.2232,328.6484,334.0232,1085900.0
2022-05-24,329.9505,331.8498,319.7295,323.1658,1308250.0
2022-05-25,321.6875,332.7309,320.684,330.8903,1166479.0
2022-05-26,326.24,347.0736,326.1127,345.8694,1435048.0
2022-05-27,350.5295,364.5296,350.5295,363.482,1456200.0
2022-05-28,350.5295,364.5296,350.5295,363.482,1456200.0
2022-05-29,350.5295,364.5296,350.5295,363.482,1456200.0
2022-05-30,350.5295,364.5296,350.5295,363.482,1456200.0
2022-05-31,358.6163,359.9673,350.2652,357.1967,1592659.0
2022-06-01,358.8414,361.2988,343.4218,349.5016,1110093.0
2022-06-02,348.4932,364.1869,346.7113,363.9715,1161457.0
2022-06-03,355.2974,358.7044,351.8267,354.8372,799931.0
2022-06-04,355.2974,358.7044,351.8267,354.8372,799931.0
2022-06-05,355.2974,358.7044,351.8267,354.8372,799931.0
2022-06-06,362.3953,363.7855,352.5403,354.8666,582306.0
2022-06-07,351.068,360.9757,347.8474,359.517,675946.0
2022-06-08,358.4205,359.4582,349.7953,353.8974,891876.0
2022-06-09,349.7463,356.1981,342.1687,342.247,908842.0
2022-06-10,336.5001,338.5561,326.2987,326.6609,1227342.0
2022-06-11,336.5001,338.5561,326.2987,326.6609,1227342.0
2022-06-12,336.5001,338.5561,326.2987,326.6609,1227342.0
2022-06-13,315.5686,318.4274,306.1063,307.2959,1904171.0
2022-06-14,312.0637,313.9043,305.1028,309.8315,1170299.0
2022-06-15,315.6274,322.5686,309.577,316.998,1214694.0
2022-06-16,312.4064,314.8637,300.1,303.8889,2211580.0
2022-06-17,304.6819,309.763,298.5532,305.3868,3072052.0
2022-06-18,304.6819,309.763,298.5532,305.3868,3072052.0
2022-06-19,304.6819,309.763,298.5532,305.3868,3072052.0
2022-06-20,304.6819,309.763,298.5532,305.3868,3072052.0
2022-06-21,312.7882,325.6134,311.0651,320.356,1370343.0
2022-06-22,311.2805,322.4218,309.4889,317.6343,1077196.0
2022-06-23,319.5728,320.7281,309.5378,313.9336,1330261.0
2022-06-24,321.0413,332.447,317.5364,332.3784,1924481.0
2022-06-25,321.0413,332.447,317.5364,332.3784,1924481.0
2022-06-26,321.0413,332.447,317.5364,332.3784,1924481.0
2022-06-27,335.6288,337.701,327.9924,331.4875,1369936.0
2022-06-28,334.3267,337.998,321.5113,323.1658,1283087.0
2022-06-29,316.7924,318.3784,309.577,313.8455,1226112.0
2022-06-30,309.1168,318.77,306.6105,312.3868,1302591.0
2022-07-01,303.1448,307.1098,285.9924,290.0455,2323600.0
2022-07-02,303.1448,307.1098,285.9924,290.0455,2323600.0
2022-07-03,303.1448,307.1098,285.9924,290.0455,2323600.0
2022-07-04,303.1448,307.1098,285.9924,290.0455,2323600.0
2022-07-05,280.2748,289.5266,276.8972,289.3602,2222636.0
2022-07-06,289.2035,291.0245,284.7235,286.8539,2201210.0
2022-07-07,295.0189,309.0092,293.0022,307.5798,1887008.0
2022-07-08,302.7924,312.1322,301.97,310.1938,1007002.0
2022-07-09,302.7924,312.1322,301.97,310.1938,1007002.0
2022-07-10,302.7924,312.1322,301.97,310.1938,1007002.0
2022-07-11,306.3462,309.8609,301.5392,306.6008,1384541.0
2022-07-12,308.5392,312.7979,304.956,307.198,1078425.0
2022-07-13,301.177,309.9294,299.9728,306.5518,1055957.0
2022-07-14,304.5154,314.5406,295.7728,312.3966,1628896.0
2022-07-15,315.5099,319.426,310.0029,319.3868,1238495.0
2022-07-16,315.5099,319.426,310.0029,319.3868,1238495.0
2022-07-17,315.5099,319.426,310.0029,319.3868,1238495.0
2022-07-18,324.5463,333.7001,319.6609,322.5784,1683142.0
2022-07-19,327.1211,338.9281,326.3379,338.3309,2044785.0
2022-07-20,336.4512,350.0988,334.8945,348.9729,1689224.0
2022-07-21,350.6666,353.7897,345.1057,352.9771,1243992.0
2022-07-22,352.9086,352.9086,344.3911,346.5939,1468326.0
2022-07-23,352.9086,352.9086,344.3911,346.5939,1468326.0
2022-07-24,352.9086,352.9086,344.3911,346.5939,1468326.0
2022-07-25,341.033,344.2344,335.7952,343.2456,986458.0
2022-07-26,342.5211,344.9834,336.9505,338.654,835916.0
2022-07-27,342.9323,356.854,342.6288,353.5645,1318223.0
2022-07-28,353.5645,363.531,346.5547,362.2191,1315202.0
2022-07-29,354.4456,380.0569,352.6246,375.4946,1826992.0
2022-07-30,354.4456,380.0569,352.6246,375.4946,1826992.0
2022-07-31,354.4456,380.0569,352.6246,375.4946,1826992.0
2022-08-01,373.1939,382.5044,370.531,377.5506,1029384.0
2022-08-02,375.6611,381.8632,371.3436,374.6625,1205978.0
2022-08-03,375.0737,389.4555,375.0737,387.6247,1354641.0
2022-08-04,389.6513,390.5912,385.3308,389.0639,1156357.0
2022-08-05,380.9282,389.1324,377.903,387.4387,1213816.0
2022-08-06,380.9282,389.1324,377.903,387.4387,1213816.0
2022-08-07,380.9282,389.1324,377.903,387.4387,1213816.0
2022-08-08,382.6513,388.3688,373.3995,379.5478,1600131.0
2022-08-09,366.6736,366.703,348.219,350.8037,3194605.0
2022-08-10,360.2806,367.6233,356.061,366.654,1755517.0
2022-08-11,367.6037,377.529,363.3009,364.931,1323832.0
2022-08-12,367.8097,377.0447,365.9529,374.51,1137117.0
2022-08-13,367.8097,377.0447,365.9529,374.51,1137117.0
2022-08-14,367.8097,377.0447,365.9529,374.51,1137117.0
2022-08-15,371.3662,378.8819,367.5249,377.5753,1303574.0
2022-08-16,377.2117,379.211,371.7591,374.0483,872660.0
2022-08-17,370.2462,372.5058,362.7108,368.5072,1198393.0
2022-08-18,369.8925,377.3051,367.0827,375.3156,1119324.0
2022-08-19,369.7942,372.157,362.7403,365.2848,1257344.0
2022-08-20,369.7942,372.157,362.7403,365.2848,1257344.0
2022-08-21,369.7942,372.157,362.7403,365.2848,1257344.0
2022-08-22,357.3171,359.9403,351.7859,353.4856,1338906.0
2022-08-23,355.3424,362.7108,354.9298,356.0891,860295.0
2022-08-24,353.9375,359.1543,351.4028,356.3052,938639.0
2022-08-25,357.7494,370.7276,356.374,370.1086,1285317.0
2022-08-26,368.635,370.3837,352.6996,352.8765,1604358.0
2022-08-27,368.635,370.3837,352.6996,352.8765,1604358.0
2022-08-28,368.635,370.3837,352.6996,352.8765,1604358.0
2022-08-29,347.2863,353.4119,345.1053,347.1782,1319884.0
2022-08-30,351.0294,351.1276,337.4176,341.0478,1416757.0
2022-08-31,343.7004,343.7004,333.8857,338.0906,1564840.0
2022-09-01,328.9833,331.9503,323.2163,331.1938,1870424.0
2022-09-02,335.772,339.2597,327.1363,329.3664,1300820.0
2022-09-03,335.772,339.2597,327.1363,329.3664,1300820.0
2022-09-04,335.772,339.2597,327.1363,329.3664,1300820.0
2022-09-05,335.772,339.2597,327.1363,329.3664,1300820.0
2022-09-06,327.9517,331.1447,320.9763,324.7784,1402842.0
2022-09-07,326.2914,334.8681,322.9707,331.8913,1604872.0
2022-09-08,329.9362,345.2625,326.9594,344.9284,2258265.0
2022-09-09,350.5972,356.3642,350.5972,352.3754,1655431.0
2022-09-10,350.5972,356.3642,350.5972,352.3754,1655431.0
2022-09-11,350.5972,356.3642,350.5972,352.3754,1655431.0
2022-09-12,350.6758,353.1122,346.5593,351.1965,1141339.0
2022-09-13,336.9608,342.207,333.5713,334.7011,2326580.0
2022-09-14,337.5109,343.6218,331.8913,340.5271,1803010.0
2022-09-15,338.5916,338.5916,328.5117,331.4394,1577641.0
2022-09-16,329.0422,332.2254,322.4893,329.6415,4219260.0
2022-09-17,329.0422,332.2254,322.4893,329.6415,4219260.0
2022-09-18,329.0422,332.2254,322.4893,329.6415,4219260.0
2022-09-19,327.3917,332.2077,324.3461,328.4822,1417477.0
2022-09-20,325.8591,326.6549,322.224,324.1103,1162544.0
2022-09-21,326.5861,331.6162,317.184,317.1939,1800932.0
2022-09-22,314.7181,315.4844,306.7897,307.5757,2290501.0
2022-09-23,304.8445,305.542,296.8768,302.2017,1839908.0
2022-09-24,304.8445,305.542,296.8768,302.2017,1839908.0
2022-09-25,304.8445,305.542,296.8768,302.2017,1839908.0
2022-09-26,303.4887,307.4873,297.6038,298.2424,1476400.0
2022-09-27,305.4536,306.1118,297.1912,302.968,1364511.0
2022-09-28,300.5512,311.2009,298.154,310.1497,1693306.0
2022-09-29,305.4732,306.7504,300.7526,305.2571,1785022.0
2022-09-30,297.6136,306.5034,297.034,297.3189,1641433.0
2022-10-01,297.6136,306.5034,297.034,297.3189,1641433.0
2022-10-02,297.6136,306.5034,297.034,297.3189,1641433.0
2022-10-03,300.8164,315.3174,299.4263,310.975,1869321.0
2022-10-04,323.9236,325.0338,317.6556,321.5461,1549465.0
2022-10-05,314.4627,327.2738,310.8079,323.2752,1349040.0
2022-10-06,322.4401,329.0127,320.8928,321.7426,1317682.0
2022-10-07,312.7139,316.1057,305.4929,308.6465,2194515.0
2022-10-08,312.7139,316.1057,305.4929,308.6465,2194515.0
2022-10-09,312.7139,316.1057,305.4929,308.6465,2194515.0
2022-10-10,308.2929,308.2929,291.0017,294.0866,2097033.0
2022-10-11,285.4804,293.7231,271.7654,275.9899,3561163.0
2022-10-12,276.2552,276.9871,269.0047,269.9871,2427449.0
2022-10-13,254.7592,279.1829,245.809,273.6517,4588861.0
2022-10-14,275.7836,275.9801,258.5612,259.0721,2346087.0
2022-10-15,275.7836,275.9801,258.5612,259.0721,2346087.0
2022-10-16,275.7836,275.9801,258.5612,259.0721,2346087.0
2022-10-17,265.9198,267.757,257.3037,258.6005,2557272.0
2022-10-18,267.2756,269.7366,257.9816,264.0433,1763593.0
2022-10-19,263.4145,269.3092,259.1998,267.1871,1991228.0
2022-10-20,269.604,277.6109,266.7647,272.1485,1942369.0
2022-10-21,272.5513,286.4137,270.2917,285.5295,2067737.0
2022-10-22,272.5513,286.4137,270.2917,285.5295,2067737.0
2022-10-23,272.5513,286.4137,270.2917,285.5295,2067737.0
2022-10-24,286.2762,291.8074,284.2277,290.206,1369105.0
2022-10-25,292.4558,302.3392,292.0824,299.5196,1774994.0
2022-10-26,295.7175,305.6943,293.7919,301.0227,1960202.0
2022-10-27,310.2381,310.2381,298.935,303.4887,2298679.0
2022-10-28,305.2767,317.4689,304.5301,315.8577,2880156.0
2022-10-29,305.2767,317.4689,304.5301,315.8577,2880156.0
2022-10-30,305.2767,317.4689,304.5301,315.8577,2880156.0
2022-10-31,312.2816,313.9714,308.4894,310.8964,1364348.0
2022-11-01,317.803,318.977,313.4606,315.5433,1667017.0
2022-11-02,316.3588,321.8802,304.422,306.9371,1846800.0
2022-11-03,301.9266,314.3448,301.9069,308.9216,1711826.0
2022-11-04,319.6205,322.6072,313.1658,322.2731,1875842.0
2022-11-05,319.6205,322.6072,313.1658,322.2731,1875842.0
2022-11-06,319.6205,322.6072,313.1658,322.2731,1875842.0
2022-11-07,324.9552,331.9552,322.6661,331.2527,1955570.0
2022-11-08,337.4815,339.6036,329.8062,336.1257,1485537.0
2022-11-09,330.2899,337.5994,328.7573,331.5966,1470988.0
2022-11-10,351.2849,362.6911,343.4941,361.7873,2734336.0
2022-11-11,364.0273,376.2195,359.7241,373.5374,1665311.0
2022-11-12,364.0273,376.2195,359.7241,373.5374,1665311.0
2022-11-13,364.0273,376.2195,359.7241,373.5374,1665311.0
2022-11-14,370.5109,380.2606,370.5109,372.5515,1263440.0
2022-11-15,384.5785,386.9346,374.4738,380.0832,1742890.0
2022-11-16,366.5183,372.2558,362.3581,365.1677,2455817.0
2022-11-17,356.6404,371.1221,354.9053,370.6587,987924.0
2022-11-18,377.1356,377.4116,366.5183,371.0038,1121627.0
2022-11-19,377.1356,377.4116,366.5183,371.0038,1121627.0
2022-11-20,377.1356,377.4116,366.5183,371.0038,1121627.0
2022-11-21,366.3507,371.0136,365.5226,366.8337,1082697.0
2022-11-22,370.7277,377.6975,363.7678,376.761,1380440.0
2022-11-23,375.1048,383.3561,374.7104,380.162,1400968.0
2022-11-24,375.1048,383.3561,374.7104,380.162,1400968.0
2022-11-25,376.5835,379.0678,374.6119,374.6316,624364.0
2022-11-26,376.5835,379.0678,374.6119,374.6316,624364.0
2022-11-27,376.5835,379.0678,374.6119,374.6316,624364.0
2022-11-28,369.8898,375.1442,367.6618,369.6138,1413628.0
2022-11-29,369.525,371.6643,365.6113,369.0223,813219.0
2022-11-30,370.5404,389.2217,367.0802,387.5754,2795171.0
2022-12-01,389.3992,390.3061,377.8306,385.1897,1838034.0
2022-12-02,375.2625,385.8108,373.9415,384.0363,921415.0
2022-12-03,375.2625,385.8108,373.9415,384.0363,921415.0
2022-12-04,375.2625,385.8108,373.9415,384.0363,921415.0
2022-12-05,380.9803,386.6685,379.1269,383.0603,1236388.0
2022-12-06,385.1207,385.7812,374.7893,377.8059,1171269.0
2022-12-07,373.7838,383.504,373.074,382.5872,828176.0
2022-12-08,385.5249,391.8834,382.6926,390.3061,1129951.0
2022-12-09,386.353,394.8606,382.1041,387.8317,1380426.0
2022-12-10,386.353,394.8606,382.1041,387.8317,1380426.0
2022-12-11,386.353,394.8606,382.1041,387.8317,1380426.0
2022-12-12,379.9353,395.324,378.2693,395.2254,1555775.0
2022-12-13,409.7662,413.6208,397.8329,403.2302,2221889.0
2022-12-14,402.5796,408.1692,396.0337,400.4502,1556979.0
2022-12-15,392.4059,393.9734,377.8158,379.2945,2091607.0
2022-12-16,376.6229,382.2618,374.8583,380.0733,2360859.0
2022-12-17,376.6229,382.2618,374.8583,380.0733,2360859.0
2022-12-18,376.6229,382.2618,374.8583,380.0733,2360859.0
2022-12-19,379.5114,380.3444,374.0352,378.22,1122826.0
2022-12-20,375.3907,384.2138,373.0937,380.4381,903436.0
2022-12-21,383.2969,392.4848,382.0844,391.1539,1124963.0
2022-12-22,380.6155,381.2957,361.8543,368.5491,2075821.0
2022-12-23,366.9619,372.6402,362.5065,372.0389,891989.0
2022-12-24,366.9619,372.6402,362.5065,372.0389,891989.0
2022-12-25,366.9619,372.6402,362.5065,372.0389,891989.0
2022-12-26,366.9619,372.6402,362.5065,372.0389,891989.0
2022-12-27,370.9249,370.9249,363.6298,365.8381,988864.0
2022-12-28,364.0734,370.156,361.1258,362.5454,610582.0
2022-12-29,367.8491,375.9526,367.4548,374.4738,787197.0
2022-12-30,369.2391,372.1522,365.0593,371.684,669384.0
2022-12-31,369.2391,372.1522,365.0593,371.684,669384.0
2023-01-01,369.2391,372.1522,365.0593,371.684,669384.0
2023-01-02,369.2391,372.1522,365.0593,371.684,669384.0
2023-01-03,378.5551,379.2847,367.2971,371.2108,764064.0
2023-01-04,377.4215,379.7036,368.7857,374.8386,1187726.0
2023-01-05,369.3673,375.3907,367.8294,368.1745,924944.0
2023-01-06,374.602,392.1102,372.3412,391.9525,1423444.0
2023-01-07,374.602,392.1102,372.3412,391.9525,1423444.0
2023-01-08,374.602,392.1102,372.3412,391.9525,1423444.0
2023-01-09,396.921,410.9985,394.4467,402.5402,1955400.0
2023-01-10,401.2192,410.7915,400.5784,410.3676,979044.0
2023-01-11,407.4101,413.5715,405.4476,413.2067,1230789.0
2023-01-12,413.2067,416.7064,401.7022,413.1279,1505336.0
2023-01-13,409.8944,415.1784,406.5968,414.0841,1615447.0
2023-01-14,409.8944,415.1784,406.5968,414.0841,1615447.0
2023-01-15,409.8944,415.1784,406.5968,414.0841,1615447.0
2023-01-16,409.8944,415.1784,406.5968,414.0841,1615447.0
2023-01-17,411.8069,414.5672,407.8242,410.0521,1046162.0
2023-01-18,416.2234,422.2073,408.8889,409.1747,1184050.0
2023-01-19,405.0934,408.9283,396.1422,396.3985,1409869.0
2023-01-20,399.1292,408.9184,396.9456,407.9819,923364.0
2023-01-21,399.1292,408.9184,396.9456,407.9819,923364.0
2023-01-22,399.1292,408.9184,396.9456,407.9819,923364.0
2023-01-23,401.8205,422.4833,401.8205,419.5456,1459432.0
2023-01-24,412.9011,420.2356,411.5308,417.1402,852722.0
2023-01-25,406.8975,417.0514,402.6289,416.6275,1276252.0
2023-01-26,417.9978,423.3706,409.1156,422.6805,1646299.0
2023-01-27,399.2574,404.6897,389.6851,393.7072,2385450.0
2023-01-28,399.2574,404.6897,389.6851,393.7072,2385450.0
2023-01-29,399.2574,404.6897,389.6851,393.7072,2385450.0
2023-01-30,389.6752,391.0685,381.6309,382.183,1446149.0
2023-01-31,382.4886,387.4867,382.3653,386.9149,1113310.0
2023-02-01,386.9839,408.1396,385.239,403.9597,1727768.0
2023-02-02,408.1298,411.0232,402.8162,408.3861,1343068.0
2023-02-03,403.2894,415.8093,400.4749,402.481,1080536.0
2023-02-04,403.2894,415.8093,400.4749,402.481,1080536.0
2023-02-05,403.2894,415.8093,400.4749,402.481,1080536.0
2023-02-06,398.6363,407.3114,396.3728,399.839,855502.0
2023-02-07,401.16,412.5857,397.409,410.9196,1435345.0
2023-02-08,407.1242,409.8254,397.9265,398.8039,937693.0
2023-02-09,405.5469,408.3664,394.1607,398.0152,1231805.0
2023-02-10,394.5736,396.2648,386.5873,391.3296,910708.0
2023-02-11,394.5736,396.2648,386.5873,391.3296,910708.0
2023-02-12,394.5736,396.2648,386.5873,391.3296,910708.0
2023-02-13,391.8637,399.8351,389.1142,398.2724,1250766.0
2023-02-14,393.2384,403.5142,391.9347,397.9065,1353180.0
2023-02-15,394.3955,400.4186,388.8868,400.0131,940470.0
2023-02-16,392.9219,395.8988,386.4538,388.5109,1334574.0
2023-02-17,388.5109,390.756,379.7879,383.6549,991208.0
2023-02-18,388.5109,390.756,379.7879,383.6549,991208.0
2023-02-19,388.5109,390.756,379.7879,383.6549,991208.0
2023-02-20,388.5109,390.756,379.7879,383.6549,991208.0
2023-02-21,379.6396,383.4472,373.9429,374.1803,1160970.0
2023-02-22,376.2868,377.2362,369.7396,373.5967,884516.0
2023-02-23,381.4396,386.2461,374.9715,384.1,1121132.0
2023-02-24,378.0077,380.0705,373.6165,375.6737,726407.0
2023-02-25,378.0077,380.0705,373.6165,375.6737,726407.0
2023-02-26,378.0077,380.0705,373.6165,375.6737,726407.0
2023-02-27,382.4483,382.4483,374.4176,374.922,756337.0
2023-02-28,374.0517,380.1786,371.7176,375.2088,1189991.0
2023-03-01,369.71,379.1801,368.9979,374.1803,731702.0
2023-03-02,368.7902,377.078,363.2419,374.1506,864643.0
2023-03-03,375.2583,379.0857,369.9283,377.3352,782950.0
2023-03-04,375.2583,379.0857,369.9283,377.3352,782950.0
2023-03-05,375.2583,379.0857,369.9283,377.3352,782950.0
2023-03-06,380.5099,381.7659,373.488,375.4956,773304.0
2023-03-07,375.5649,376.5143,368.266,371.2726,693392.0
2023-03-08,374.5066,384.9011,372.1924,383.1505,962430.0
2023-03-09,382.7154,390.5681,373.4286,374.3088,959826.0
2023-03-10,379.867,380.7473,359.632,363.4693,1142566.0
2023-03-11,379.867,380.7473,359.632,363.4693,1142566.0
2023-03-12,379.867,380.7473,359.632,363.4693,1142566.0
2023-03-13,358.9199,366.4364,355.8837,360.8089,1246552.0
2023-03-14,368.5133,375.9901,365.6155,374.8528,1362853.0
2023-03-15,369.1462,369.5814,357.476,366.2386,1013384.0
2023-03-16,363.677,386.1868,360.9869,385.6132,1356160.0
2023-03-17,385.6132,387.4132,378.5616,383.4868,3033728.0
2023-03-18,385.6132,387.4132,378.5616,383.4868,3033728.0
2023-03-19,385.6132,387.4132,378.5616,383.4868,3033728.0
2023-03-20,385.267,387.1436,380.0055,385.6527,875959.0
2023-03-21,388.4318,392.2418,376.1782,380.8264,764269.0
2023-03-22,378.2253,393.0307,377.1077,377.6616,886377.0
2023-03-23,383.7934,392.6252,377.6715,384.5351,1219616.0
2023-03-24,380.6681,381.3901,366.4265,370.9462,1375756.0
2023-03-25,380.6681,381.3901,366.4265,370.9462,1375756.0
2023-03-26,380.6681,381.3901,366.4265,370.9462,1375756.0
2023-03-27,373.3495,375.6408,368.2265,369.9078,768818.0
2023-03-28,369.4924,369.7127,361.4073,366.9309,926472.0
2023-03-29,374.3385,384.2088,371.955,380.9154,1284036.0
2023-03-30,386.0483,395.4538,385.2671,391.6758,983737.0
2023-03-31,389.4011,395.4834,388.5653,394.7812,1055518.0
2023-04-01,389.4011,395.4834,388.5653,394.7812,1055518.0
2023-04-02,389.4011,395.4834,388.5653,394.7812,1055518.0
2023-04-03,392.8527,395.9878,388.2934,394.6032,787868.0
2023-04-04,396.6505,397.0362,385.9692,388.5307,851565.0
2023-04-05,384.0308,384.634,372.6572,377.4143,985627.0
2023-04-06,370.2045,374.7737,363.6999,370.5407,746807.0
2023-04-07,370.2045,374.7737,363.6999,370.5407,746807.0
2023-04-08,370.2045,374.7737,363.6999,370.5407,746807.0
2023-04-09,370.2045,374.7737,363.6999,370.5407,746807.0
2023-04-10,365.8034,379.2736,364.4188,378.4627,1008937.0
2023-04-11,380.0154,381.2022,372.8847,373.755,991570.0
2023-04-12,376.5638,377.7703,365.299,366.0704,811760.0
2023-04-13,365.932,372.6077,362.9987,370.2737,816930.0
2023-04-14,369.2946,375.9753,366.9407,370.9165,786788.0
2023-04-15,369.2946,375.9753,366.9407,370.9165,786788.0
2023-04-16,369.2946,375.9753,366.9407,370.9165,786788.0
2023-04-17,360.3342,368.0682,357.9309,368.0188,1027048.0
2023-04-18,371.0847,372.6275,363.6474,367.1287,881098.0
2023-04-19,362.9353,363.2419,356.5018,357.2881,1218554.0
2023-04-20,358.0496,375.5649,357.8023,371.5792,1665155.0
2023-04-21,370.6396,370.6792,365.21,367.8803,918245.0
2023-04-22,370.6396,370.6792,365.21,367.8803,918245.0
2023-04-23,370.6396,370.6792,365.21,367.8803,918245.0
2023-04-24,368.7605,370.9858,366.6648,368.2265,602817.0
2023-04-25,366.1199,366.7924,353.3024,353.8166,1292789.0
2023-04-26,354.0639,356.4968,351.9672,353.4309,1274552.0
2023-04-27,379.5308,381.5681,364.943,380.411,2129694.0
2023-04-28,381.6769,385.2275,375.9605,382.2901,1326742.0
2023-04-29,381.6769,385.2275,375.9605,382.2901,1326742.0
2023-04-30,381.6769,385.2275,375.9605,382.2901,1326742.0
2023-05-01,381.5582,385.4351,378.6011,380.2033,691368.0
2023-05-02,381.4099,381.8549,372.4396,374.2891,839871.0
2023-05-03,374.5363,382.0527,373.0627,374.0121,719489.0
2023-05-04,374.0121,374.5462,365.5957,369.1264,724468.0
2023-05-05,377.4044,383.9121,375.4066,381.4198,893068.0
2023-05-06,377.4044,383.9121,375.4066,381.4198,893068.0
2023-05-07,377.4044,383.9121,375.4066,381.4198,893068.0
2023-05-08,382.0429,382.9527,376.9627,379.3033,687703.0
2023-05-09,375.1693,377.0187,370.3726,371.6187,799110.0
2023-05-10,376.811,384.0901,376.3212,382.1319,881274.0
2023-05-11,381.6275,385.3709,377.622,382.2901,744284.0
2023-05-12,385.0388,387.7188,379.9481,384.0068,686736.0
2023-05-13,385.0388,387.7188,379.9481,384.0068,686736.0
2023-05-14,385.0388,387.7188,379.9481,384.0068,686736.0
2023-05-15,385.9816,401.6209,382.8458,401.0056,1204936.0
2023-05-16,400.4698,410.0955,400.4698,405.6796,1278229.0
2023-05-17,408.1902,417.3197,405.6498,413.6381,1170643.0
2023-05-18,413.3206,426.1119,413.3206,425.2882,1187928.0
2023-05-19,425.715,426.1615,418.8678,420.396,1064619.0
2023-05-20,425.715,426.1615,418.8678,420.396,1064619.0
2023-05-21,425.715,426.1615,418.8678,420.396,1064619.0
2023-05-22,416.5953,422.8868,415.6526,417.5877,685816.0
2023-05-23,414.3725,417.5777,411.1474,411.5145,753096.0
2023-05-24,403.7346,407.3268,401.7003,405.7689,888415.0
2023-05-25,414.9977,432.9591,414.9183,430.9247,1626274.0
2023-05-26,431.669,461.4393,431.1431,457.6585,2163622.0
2023-05-27,431.669,461.4393,431.1431,457.6585,2163622.0
2023-05-28,431.669,461.4393,431.1431,457.6585,2163622.0
2023-05-29,431.669,461.4393,431.1431,457.6585,2163622.0
2023-05-30,464.2278,470.3406,450.1861,455.2173,1233079.0
2023-05-31,445.4129,452.0269,438.8337,439.5978,1743854.0
2023-06-01,441.9894,452.2403,433.8522,449.0648,1266551.0
2023-06-02,451.0296,455.1578,441.7515,454.5524,1206791.0
2023-06-03,451.0296,455.1578,441.7515,454.5524,1206791.0
2023-06-04,451.0296,455.1578,441.7515,454.5524,1206791.0
2023-06-05,452.8853,457.8718,447.9633,454.5425,1009586.0
2023-06-06,447.5763,461.1118,443.5781,457.4699,1131440.0
2023-06-07,460.437,469.2986,457.0879,460.2088,1086520.0
2023-06-08,461.1118,471.715,460.4668,470.2314,950921.0
2023-06-09,472.097,474.2537,461.35,462.0843,1065541.0
2023-06-10,472.097,474.2537,461.35,462.0843,1065541.0
2023-06-11,472.097,474.2537,461.35,462.0843,1065541.0
2023-06-12,465.3888,472.6428,462.5209,471.7894,1193874.0
2023-06-13,476.3244,478.5076,468.8289,476.2153,752993.0
2023-06-14,468.1872,477.4656,467.5422,476.8603,913741.0
2023-06-15,471.6406,473.4268,466.9666,468.9612,1038163.0
2023-06-16,469.6559,471.3677,459.5538,461.3301,2012063.0
2023-06-17,469.6559,471.3677,459.5538,461.3301,2012063.0
2023-06-18,469.6559,471.3677,459.5538,461.3301,2012063.0
2023-06-19,469.6559,471.3677,459.5538,461.3301,2012063.0
2023-06-20,462.7393,466.5995,456.8249,460.8935,822024.0
2023-06-21,457.4004,460.9332,451.9426,452.9349,876548.0
2023-06-22,449.5808,464.3072,449.4916,463.8011,749783.0
2023-06-23,453.9967,456.428,451.109,453.4509,829350.0
2023-06-24,453.9967,456.428,451.109,453.4509,829350.0
2023-06-25,453.9967,456.428,451.109,453.4509,829350.0
2023-06-26,454.5921,464.7636,454.5921,455.0387,615277.0
2023-06-27,456.6959,474.9649,456.6959,473.2779,863807.0
2023-06-28,466.8079,473.9062,465.9247,470.7971,730636.0
2023-06-29,475.5107,475.729,468.9612,473.5756,588840.0
2023-06-30,479.0434,484.5112,477.5152,481.306,909464.0
2023-07-01,479.0434,484.5112,477.5152,481.306,909464.0
2023-07-02,479.0434,484.5112,477.5152,481.306,909464.0
2023-07-03,481.3258,484.67,473.6848,481.1075,424919.0
2023-07-04,481.3258,484.67,473.6848,481.1075,424919.0
2023-07-05,471.6604,475.9225,463.4339,464.327,1119116.0
2023-07-06,459.4546,461.4889,450.1216,458.0058,1246382.0
2023-07-07,452.4189,462.387,450.62,452.3395,926668.0
2023-07-08,452.4189,462.387,450.62,452.3395,926668.0
2023-07-09,452.4189,462.387,450.62,452.3395,926668.0
2023-07-10,452.8853,466.1429,452.8853,464.0789,935684.0
2023-07-11,464.2278,464.2278,448.0824,455.9616,687124.0
2023-07-12,462.8484,463.8705,456.294,462.5011,874573.0
2023-07-13,467.6216,473.923,465.3888,472.1764,803107.0
2023-07-14,474.4985,478.1206,468.1475,471.1543,828517.0
2023-07-15,474.4985,478.1206,468.1475,471.1543,828517.0
2023-07-16,474.4985,478.1206,468.1475,471.1543,828517.0
2023-07-17,472.7619,489.7508,472.5337,486.6249,816199.0
