,KRNY US Equity,KRNY US Equity,KRNY US Equity,KRNY US Equity,KRNY US Equity
2023-08-09,8.1395,8.1686,7.9745,8.0716,243535.0
2023-08-10,8.0716,8.1686,7.9066,8.0425,236666.0
2023-08-11,7.994,8.1201,7.8688,8.1007,186565.0
2023-08-12,7.994,8.1201,7.8688,8.1007,186565.0
2023-08-13,7.994,8.1201,7.8688,8.1007,186565.0
2023-08-14,8.0522,8.0716,7.9648,8.0231,127988.0
2023-08-15,7.926,7.9745,7.8193,7.8581,208403.0
2023-08-16,7.8387,7.9066,7.7078,7.732,150641.0
2023-08-17,7.7417,7.7999,7.7029,7.7611,210794.0
2023-08-18,7.7029,7.8096,7.7029,7.7611,371875.0
2023-08-19,7.7029,7.8096,7.7029,7.7611,371875.0
2023-08-20,7.7029,7.8096,7.7029,7.7611,371875.0
2023-08-21,7.7611,7.7902,7.5865,7.5962,179155.0
2023-08-22,7.5962,7.6835,7.2955,7.2955,259095.0
2023-08-23,7.3343,7.3925,7.276,7.3149,181869.0
2023-08-24,7.2955,7.4798,7.2955,7.3828,174711.0
2023-08-25,7.4022,7.441,7.1499,7.179,156016.0
2023-08-26,7.4022,7.441,7.1499,7.179,156016.0
2023-08-27,7.4022,7.441,7.1499,7.179,156016.0
2023-08-28,7.2081,7.3139,7.1596,7.2178,225314.0
2023-08-29,7.2372,7.3246,7.179,7.2663,163169.0
2023-08-30,7.2663,7.3052,7.1499,7.276,220509.0
2023-08-31,7.276,7.3246,7.1208,7.1887,196756.0
2023-09-01,7.2566,7.3537,7.1742,7.2178,262785.0
2023-09-02,7.2566,7.3537,7.1742,7.2178,262785.0
2023-09-03,7.2566,7.3537,7.1742,7.2178,262785.0
2023-09-04,7.2566,7.3537,7.1742,7.2178,262785.0
2023-09-05,7.2178,7.2469,7.1208,7.1693,322911.0
2023-09-06,7.1499,7.2372,6.9947,7.0141,258356.0
2023-09-07,6.9947,7.0481,6.9414,7.0238,380364.0
2023-09-08,7.0626,7.0626,6.9656,6.985,198013.0
2023-09-09,7.0626,7.0626,6.9656,6.985,198013.0
2023-09-10,7.0626,7.0626,6.9656,6.985,198013.0
2023-09-11,7.0044,7.0834,6.9365,6.9559,254409.0
2023-09-12,6.9753,7.0335,6.9268,6.9365,250372.0
2023-09-13,6.9656,7.0723,6.8492,6.8589,227447.0
2023-09-14,6.8783,7.2081,6.8783,7.2081,334394.0
2023-09-15,7.1887,7.2566,6.888,6.9171,1217412.0
2023-09-16,7.1887,7.2566,6.888,6.9171,1217412.0
2023-09-17,7.1887,7.2566,6.888,6.9171,1217412.0
2023-09-18,6.9656,6.9656,6.7473,6.8104,235955.0
2023-09-19,6.8007,6.888,6.7619,6.8395,264834.0
2023-09-20,6.8492,6.9171,6.7619,6.7716,156224.0
2023-09-21,6.7231,6.8055,6.6932,6.7231,253204.0
2023-09-22,6.7328,6.7619,6.6358,6.6649,166874.0
2023-09-23,6.7328,6.7619,6.6358,6.6649,166874.0
2023-09-24,6.7328,6.7619,6.6358,6.6649,166874.0
2023-09-25,6.6358,6.6988,6.597,6.6649,146183.0
2023-09-26,6.6067,6.694,6.4999,6.5096,244711.0
2023-09-27,6.5581,6.6746,6.529,6.6164,261185.0
2023-09-28,6.6358,6.7522,6.6358,6.6358,177328.0
2023-09-29,6.694,6.7473,6.6649,6.7231,261910.0
2023-09-30,6.694,6.7473,6.6649,6.7231,261910.0
2023-10-01,6.694,6.7473,6.6649,6.7231,261910.0
2023-10-02,6.6746,6.7328,6.5872,6.6067,219090.0
2023-10-03,6.5775,6.597,6.466,6.5193,256798.0
2023-10-04,6.5387,6.6455,6.4708,6.6358,250289.0
2023-10-05,6.6358,6.8589,6.6164,6.8298,277554.0
2023-10-06,6.7425,6.791,6.4708,6.7619,381814.0
2023-10-07,6.7425,6.791,6.4708,6.7619,381814.0
2023-10-08,6.7425,6.791,6.4708,6.7619,381814.0
2023-10-09,6.6746,6.9219,6.5872,6.8589,278070.0
2023-10-10,6.8977,6.9462,6.7037,6.8686,232430.0
2023-10-11,6.8783,6.9365,6.6988,6.791,346705.0
2023-10-12,6.791,6.791,6.5678,6.597,319889.0
2023-10-13,6.6455,6.7134,6.4417,6.4514,240752.0
2023-10-14,6.6455,6.7134,6.4417,6.4514,240752.0
2023-10-15,6.6455,6.7134,6.4417,6.4514,240752.0
2023-10-16,6.4999,6.5766,6.4514,6.4999,224973.0
2023-10-17,6.4514,6.7182,6.4417,6.6746,321737.0
2023-10-18,6.6552,6.694,6.5581,6.5678,250353.0
2023-10-19,6.5678,6.6988,6.5581,6.6067,270443.0
2023-10-20,6.6164,6.6164,6.4417,6.4514,249506.0
2023-10-21,6.6164,6.6164,6.4417,6.4514,249506.0
2023-10-22,6.6164,6.6164,6.4417,6.4514,249506.0
2023-10-23,6.4417,6.5145,6.4029,6.4126,264751.0
2023-10-24,6.4417,6.529,6.2817,6.3738,306261.0
2023-10-25,6.335,6.466,6.2526,6.432,261502.0
2023-10-26,6.5678,6.7619,6.3641,6.7522,271966.0
2023-10-27,6.7231,6.8007,6.5775,6.6746,291723.0
2023-10-28,6.7231,6.8007,6.5775,6.6746,291723.0
2023-10-29,6.7231,6.8007,6.5775,6.6746,291723.0
2023-10-30,6.7037,6.8395,6.7037,6.791,249069.0
2023-10-31,6.791,6.8055,6.6687,6.7328,230324.0
2023-11-01,6.7425,6.8831,6.6552,6.8492,229430.0
2023-11-02,6.9171,7.1984,6.9171,7.1984,394920.0
2023-11-03,7.3731,7.5545,7.3343,7.4701,261126.0
2023-11-04,7.3731,7.5545,7.3343,7.4701,261126.0
2023-11-05,7.3731,7.5545,7.3343,7.4701,261126.0
2023-11-06,7.4701,7.4846,7.3828,7.4022,183110.0
2023-11-07,7.412,7.412,7.1955,7.284,191252.0
2023-11-08,7.284,7.284,7.0872,7.1266,149374.0
2023-11-09,7.1462,7.2102,7.0134,7.0478,219405.0
2023-11-10,7.0773,7.1462,6.9888,7.1069,192936.0
2023-11-11,7.0773,7.1462,6.9888,7.1069,192936.0
2023-11-12,7.0773,7.1462,6.9888,7.1069,192936.0
2023-11-13,7.0675,7.0872,7.0084,7.0478,155965.0
2023-11-14,7.3234,7.7073,7.3234,7.7073,213036.0
2023-11-15,7.7073,7.8353,7.663,7.7073,258131.0
2023-11-16,7.7368,7.7368,7.5006,7.5695,128756.0
2023-11-17,7.6483,7.7565,7.6286,7.7368,211122.0
2023-11-18,7.6483,7.7565,7.6286,7.7368,211122.0
2023-11-19,7.6483,7.7565,7.6286,7.7368,211122.0
2023-11-20,7.7467,7.8254,7.6483,7.8254,241079.0
2023-11-21,7.7664,7.7861,7.6384,7.6778,196901.0
2023-11-22,7.7861,7.8156,7.7024,7.8057,268726.0
2023-11-23,7.7861,7.8156,7.7024,7.8057,268726.0
2023-11-24,7.7959,7.8845,7.7762,7.8451,112674.0
2023-11-25,7.7959,7.8845,7.7762,7.8451,112674.0
2023-11-26,7.7959,7.8845,7.7762,7.8451,112674.0
2023-11-27,7.8451,7.8451,7.7565,7.8057,186686.0
2023-11-28,7.7762,7.7811,7.6827,7.7467,161544.0
2023-11-29,7.8353,7.9878,7.8353,7.8746,323079.0
2023-11-30,7.8943,7.9239,7.7565,7.7762,236914.0
2023-12-01,7.7861,8.1699,7.6975,8.1699,265858.0
2023-12-02,7.7861,8.1699,7.6975,8.1699,265858.0
2023-12-03,7.7861,8.1699,7.6975,8.1699,265858.0
2023-12-04,8.1306,8.2389,8.0518,8.1699,295092.0
2023-12-05,8.1699,8.2389,8.0912,8.101,240438.0
2023-12-06,8.1503,8.3274,8.1404,8.1503,283903.0
2023-12-07,8.1896,8.357,8.0912,8.357,265565.0
2023-12-08,8.3471,8.4456,8.2389,8.3963,210860.0
2023-12-09,8.3471,8.4456,8.2389,8.3963,210860.0
2023-12-10,8.3471,8.4456,8.2389,8.3963,210860.0
2023-12-11,8.4357,8.608,8.3865,8.5046,383205.0
2023-12-12,8.5046,8.5046,7.7959,8.4357,223242.0
2023-12-13,8.4259,8.918,8.2389,8.8984,812257.0
2023-12-14,8.9771,9.233,8.9771,9.2232,688647.0
2023-12-15,9.2626,9.2724,8.9771,8.9771,1037316.0
2023-12-16,9.2626,9.2724,8.9771,8.9771,1037316.0
2023-12-17,9.2626,9.2724,8.9771,8.9771,1037316.0
2023-12-18,9.046,9.0952,8.8984,8.9476,336948.0
2023-12-19,9.0066,9.1346,8.9673,9.0952,387214.0
2023-12-20,9.1051,9.3118,8.9771,8.9968,367043.0
2023-12-21,9.2921,9.2921,8.9476,9.0263,323571.0
2023-12-22,9.046,9.233,9.0165,9.1641,253545.0
2023-12-23,9.046,9.233,9.0165,9.1641,253545.0
2023-12-24,9.046,9.233,9.0165,9.1641,253545.0
2023-12-25,9.046,9.233,9.0165,9.1641,253545.0
2023-12-26,9.2133,9.2724,9.1247,9.2232,260776.0
2023-12-27,9.2232,9.2527,9.0903,9.1346,209518.0
2023-12-28,9.0952,9.1444,8.9771,8.9771,278375.0
2023-12-29,8.9574,8.9574,8.7901,8.8294,275288.0
2023-12-30,8.9574,8.9574,8.7901,8.8294,275288.0
2023-12-31,8.9574,8.9574,8.7901,8.8294,275288.0
2024-01-01,8.9574,8.9574,8.7901,8.8294,275288.0
2024-01-02,8.7605,8.8984,8.6916,8.7901,247217.0
2024-01-03,8.7605,8.7901,8.5341,8.5538,286874.0
2024-01-04,8.5637,8.6818,8.5637,8.5932,198756.0
2024-01-05,8.5637,8.7113,8.5194,8.544,390285.0
2024-01-06,8.5637,8.7113,8.5194,8.544,390285.0
2024-01-07,8.5637,8.7113,8.5194,8.544,390285.0
2024-01-08,8.5145,8.5243,8.352,8.4357,306659.0
2024-01-09,8.3176,8.3274,8.2192,8.2389,263716.0
2024-01-10,8.2192,8.2782,8.1306,8.2684,308297.0
2024-01-11,8.2192,8.2192,8.0321,8.0715,280638.0
2024-01-12,8.1404,8.1847,7.914,7.9928,213680.0
2024-01-13,8.1404,8.1847,7.914,7.9928,213680.0
2024-01-14,8.1404,8.1847,7.914,7.9928,213680.0
2024-01-15,8.1404,8.1847,7.914,7.9928,213680.0
2024-01-16,7.8943,8.042,7.7664,7.8746,354241.0
2024-01-17,7.7861,7.9337,7.6975,7.7959,274342.0
2024-01-18,7.8451,7.9239,7.7959,7.8353,311107.0
2024-01-19,7.9042,7.9632,7.7467,7.9632,269609.0
2024-01-20,7.9042,7.9632,7.7467,7.9632,269609.0
2024-01-21,7.9042,7.9632,7.7467,7.9632,269609.0
2024-01-22,8.0321,8.2487,8.0125,8.2389,256152.0
2024-01-23,8.2881,8.3274,8.1207,8.1207,364755.0
2024-01-24,8.1699,8.2585,8.1207,8.2093,328007.0
2024-01-25,8.1896,8.1896,7.5449,7.6483,688991.0
2024-01-26,7.6778,7.7713,7.5892,7.6483,396284.0
2024-01-27,7.6778,7.7713,7.5892,7.6483,396284.0
2024-01-28,7.6778,7.7713,7.5892,7.6483,396284.0
2024-01-29,7.6778,7.7467,7.599,7.727,447388.0
2024-01-30,7.7073,7.7565,7.6187,7.6187,293757.0
2024-01-31,7.4612,7.4612,7.1167,7.1167,614063.0
2024-02-01,7.1561,7.3431,6.9976,7.1462,609635.0
2024-02-02,7.0675,7.1758,6.9888,7.1167,413770.0
2024-02-03,7.0675,7.1758,6.9888,7.1167,413770.0
2024-02-04,7.0675,7.1758,6.9888,7.1167,413770.0
2024-02-05,7.0478,7.0478,6.8854,6.91,702762.0
2024-02-06,6.88,6.96,6.61,6.68,668923.0
2024-02-07,6.73,6.74,6.08,6.09,980199.0
2024-02-08,6.08,6.505,5.995,6.44,1141279.0
2024-02-09,6.47,6.68,6.39,6.67,703679.0
2024-02-10,6.47,6.68,6.39,6.67,703679.0
2024-02-11,6.47,6.68,6.39,6.67,703679.0
2024-02-12,6.64,6.92,6.62,6.82,500943.0
2024-02-13,6.56,6.75,6.33,6.38,519777.0
2024-02-14,6.48,6.655,6.36,6.48,417468.0
2024-02-15,6.54,6.845,6.54,6.82,575652.0
2024-02-16,6.75,6.83,6.64,6.75,318265.0
2024-02-17,6.75,6.83,6.64,6.75,318265.0
2024-02-18,6.75,6.83,6.64,6.75,318265.0
2024-02-19,6.75,6.83,6.64,6.75,318265.0
2024-02-20,6.65,6.8,6.63,6.64,309449.0
2024-02-21,6.65,6.721,6.55,6.62,353357.0
2024-02-22,6.6,6.62,6.4,6.48,479678.0
2024-02-23,6.49,6.57,6.39,6.51,461502.0
2024-02-24,6.49,6.57,6.39,6.51,461502.0
2024-02-25,6.49,6.57,6.39,6.51,461502.0
2024-02-26,6.47,6.54,6.35,6.36,273821.0
2024-02-27,6.38,6.46,6.295,6.32,276428.0
2024-02-28,6.25,6.32,6.176,6.26,402157.0
2024-02-29,6.38,6.49,6.34,6.36,491356.0
2024-03-01,6.31,6.31,6.1,6.14,437302.0
2024-03-02,6.31,6.31,6.1,6.14,437302.0
2024-03-03,6.31,6.31,6.1,6.14,437302.0
2024-03-04,6.16,6.25,5.94,5.97,509150.0
2024-03-05,5.95,6.18,5.95,6.14,467036.0
2024-03-06,6.15,6.375,6.025,6.24,514215.0
2024-03-07,6.32,6.36,6.1944,6.26,284882.0
2024-03-08,6.35,6.4,6.24,6.37,357484.0
2024-03-09,6.35,6.4,6.24,6.37,357484.0
2024-03-10,6.35,6.4,6.24,6.37,357484.0
2024-03-11,6.33,6.43,6.31,6.36,245254.0
2024-03-12,6.36,6.37,6.16,6.21,290908.0
2024-03-13,6.21,6.4,6.21,6.27,591382.0
2024-03-14,6.29,6.29,5.86,5.89,696999.0
2024-03-15,5.87,6.005,5.82,5.92,1139628.0
2024-03-16,5.87,6.005,5.82,5.92,1139628.0
2024-03-17,5.87,6.005,5.82,5.92,1139628.0
2024-03-18,5.93,6.13,5.785,5.9,777095.0
2024-03-19,5.9,5.99,5.85,5.87,506063.0
2024-03-20,5.83,6.25,5.83,6.2,382858.0
2024-03-21,6.21,6.2983,6.09,6.16,316944.0
2024-03-22,6.17,6.21,5.995,6.02,231500.0
2024-03-23,6.17,6.21,5.995,6.02,231500.0
2024-03-24,6.17,6.21,5.995,6.02,231500.0
2024-03-25,6.04,6.14,6.04,6.07,193624.0
2024-03-26,6.13,6.185,5.97,6.01,233309.0
2024-03-27,6.06,6.33,6.06,6.32,332858.0
2024-03-28,6.3,6.46,6.28,6.44,410462.0
2024-03-29,6.3,6.46,6.28,6.44,410462.0
2024-03-30,6.3,6.46,6.28,6.44,410462.0
2024-03-31,6.3,6.46,6.28,6.44,410462.0
2024-04-01,6.44,6.44,6.215,6.29,284456.0
2024-04-02,6.2,6.29,6.14,6.26,452892.0
2024-04-03,6.25,6.45,6.21,6.39,468348.0
2024-04-04,6.43,6.585,6.26,6.29,359563.0
2024-04-05,6.25,6.37,6.15,6.16,799116.0
2024-04-06,6.25,6.37,6.15,6.16,799116.0
2024-04-07,6.25,6.37,6.15,6.16,799116.0
2024-04-08,6.17,6.24,6.01,6.09,451308.0
