,PEG US Equity,PEG US Equity,PEG US Equity,PEG US Equity,PEG US Equity
2020-03-10,44.9318,46.0484,43.7848,46.0006,5151438.0
2020-03-11,44.8362,44.8797,41.8385,42.3598,5351182.0
2020-03-12,40.0659,44.3844,38.4497,38.7451,7152746.0
2020-03-13,40.7697,40.9782,36.6945,38.3541,7933105.0
2020-03-14,40.7697,40.9782,36.6945,38.3541,7933105.0
2020-03-15,40.7697,40.9782,36.6945,38.3541,7933105.0
2020-03-16,35.4519,39.0058,34.375,35.0001,5742010.0
2020-03-17,35.8168,37.659,34.9306,37.433,7256058.0
2020-03-18,35.3303,35.8603,31.8372,33.2448,5646316.0
2020-03-19,33.1753,35.365,31.4809,34.0095,5351991.0
2020-03-20,34.0095,35.087,32.5932,32.8625,6740139.0
2020-03-21,34.0095,35.087,32.5932,32.8625,6740139.0
2020-03-22,34.0095,35.087,32.5932,32.8625,6740139.0
2020-03-23,32.3846,33.1145,30.1949,32.0284,5522671.0
2020-03-24,33.4708,35.7995,33.2535,35.4345,3875162.0
2020-03-25,35.3563,37.659,34.3831,35.5301,4929864.0
2020-03-26,35.6865,38.5105,35.1825,38.2411,3358057.0
2020-03-27,36.8856,39.8921,36.8422,38.6495,3651709.0
2020-03-28,36.8856,39.8921,36.8422,38.6495,3651709.0
2020-03-29,36.8856,39.8921,36.8422,38.6495,3651709.0
2020-03-30,39.0753,39.475,37.7632,38.6756,5166347.0
2020-03-31,38.3802,39.8313,38.0239,39.0232,6467949.0
2020-04-01,37.407,37.7458,36.1731,37.1811,3904363.0
2020-04-02,36.79,39.5706,36.6597,39.3447,5214834.0
2020-04-03,38.9623,39.8139,38.1716,38.5453,4000997.0
2020-04-04,38.9623,39.8139,38.1716,38.5453,4000997.0
2020-04-05,38.9623,39.8139,38.1716,38.5453,4000997.0
2020-04-06,39.979,41.1781,39.4663,40.7089,4289820.0
2020-04-07,42.0209,43.3069,41.2737,41.2997,4271052.0
2020-04-08,40.9695,44.5234,40.9695,44.1932,4300219.0
2020-04-09,44.8015,47.0607,44.7807,46.0093,3819290.0
2020-04-10,44.8015,47.0607,44.7807,46.0093,3819290.0
2020-04-11,44.8015,47.0607,44.7807,46.0093,3819290.0
2020-04-12,44.8015,47.0607,44.7807,46.0093,3819290.0
2020-04-13,45.2099,45.7486,44.367,44.8884,2013688.0
2020-04-14,45.7051,46.5784,45.1004,46.4698,4253684.0
2020-04-15,45.3054,45.5574,44.2367,45.1925,2886660.0
2020-04-16,45.2446,45.8963,44.5726,45.3315,3339214.0
2020-04-17,46.1744,47.6776,45.8442,47.4604,3143607.0
2020-04-18,46.1744,47.6776,45.8442,47.4604,3143607.0
2020-04-19,46.1744,47.6776,45.8442,47.4604,3143607.0
2020-04-20,46.6696,46.8782,44.8623,45.0448,2911285.0
2020-04-21,43.9326,44.5343,42.7861,43.4546,3086368.0
2020-04-22,44.3062,44.871,43.4807,44.4018,2211475.0
2020-04-23,44.4365,44.8493,43.4546,43.7675,2066896.0
2020-04-24,44.1585,44.8406,43.7153,44.6364,2594387.0
2020-04-25,44.1585,44.8406,43.7153,44.6364,2594387.0
2020-04-26,44.1585,44.8406,43.7153,44.6364,2594387.0
2020-04-27,44.8797,45.388,44.5147,45.1925,2105067.0
2020-04-28,45.7399,46.409,44.9144,45.0795,1828690.0
2020-04-29,45.9224,46.1831,44.8449,45.4445,2176427.0
2020-04-30,45.2359,45.3141,43.5589,44.0629,2310419.0
2020-05-01,43.6197,43.7601,42.6031,42.9333,2240574.0
2020-05-02,43.6197,43.7601,42.6031,42.9333,2240574.0
2020-05-03,43.6197,43.7601,42.6031,42.9333,2240574.0
2020-05-04,43.2113,43.2113,41.6473,42.6987,2168920.0
2020-05-05,42.7508,43.6979,42.6987,43.3069,2276349.0
2020-05-06,43.5155,43.5415,41.7255,41.7516,2146818.0
2020-05-07,42.3511,42.438,41.4301,41.5517,2169604.0
2020-05-08,42.047,42.577,41.7863,42.3772,2121774.0
2020-05-09,42.047,42.577,41.7863,42.3772,2121774.0
2020-05-10,42.047,42.577,41.7863,42.3772,2121774.0
2020-05-11,42.0296,42.047,40.8218,41.8819,2481162.0
2020-05-12,41.8558,41.908,40.6654,40.6654,2794783.0
2020-05-13,40.4656,40.4916,38.6104,39.0666,3538868.0
2020-05-14,38.6843,40.5264,38.1195,40.4743,4694963.0
2020-05-15,40.2744,40.4829,39.0666,39.5011,4422706.0
2020-05-16,40.2744,40.4829,39.0666,39.5011,4422706.0
2020-05-17,40.2744,40.4829,39.0666,39.5011,4422706.0
2020-05-18,40.5872,43.3851,40.4134,42.8812,4632830.0
2020-05-19,42.6031,42.8551,41.8385,42.1426,4613287.0
2020-05-20,42.551,43.0636,42.0209,42.3598,2767772.0
2020-05-21,42.1686,42.829,41.7168,41.7689,1846125.0
2020-05-22,41.8124,41.8385,41.3953,41.8124,1168535.0
2020-05-23,41.8124,41.8385,41.3953,41.8124,1168535.0
2020-05-24,41.8124,41.8385,41.3953,41.8124,1168535.0
2020-05-25,41.8124,41.8385,41.3953,41.8124,1168535.0
2020-05-26,42.8985,43.7761,42.8377,42.9246,1483531.0
2020-05-27,43.7675,44.1237,42.7943,43.3678,2633383.0
2020-05-28,43.9847,44.6016,43.2809,44.3409,3296980.0
2020-05-29,44.1063,44.4278,43.5589,44.3496,4433114.0
2020-05-30,44.1063,44.4278,43.5589,44.3496,4433114.0
2020-05-31,44.1063,44.4278,43.5589,44.3496,4433114.0
2020-06-01,44.2454,45.8051,44.1585,45.375,2330905.0
2020-06-02,45.6183,45.7138,44.7928,45.4184,2032518.0
2020-06-03,45.7834,46.1744,45.4532,45.8355,1743332.0
2020-06-04,45.4358,45.6356,44.5495,45.1317,2370044.0
2020-06-05,45.8616,47.4864,45.5314,46.4698,2329995.0
2020-06-06,45.8616,47.4864,45.5314,46.4698,2329995.0
2020-06-07,45.8616,47.4864,45.5314,46.4698,2329995.0
2020-06-08,46.4786,48.8683,46.4786,48.6709,3050506.0
2020-06-09,48.1009,48.1009,46.5838,47.0661,2731763.0
2020-06-10,46.8293,46.8767,45.7156,45.777,4257460.0
2020-06-11,44.8299,45.014,43.3347,43.8477,2992824.0
2020-06-12,44.9176,44.9877,42.9094,43.5934,2385537.0
2020-06-13,44.9176,44.9877,42.9094,43.5934,2385537.0
2020-06-14,44.9176,44.9877,42.9094,43.5934,2385537.0
2020-06-15,42.6463,43.9442,42.0236,43.76,2653897.0
2020-06-16,44.9088,45.7068,44.2072,44.4791,2232058.0
2020-06-17,44.558,44.6983,43.8565,44.2511,1739296.0
2020-06-18,43.9266,44.273,43.5846,44.1722,1723826.0
2020-06-19,44.7948,44.8299,42.7164,42.7164,4503661.0
2020-06-20,44.7948,44.8299,42.7164,42.7164,4503661.0
2020-06-21,44.7948,44.8299,42.7164,42.7164,4503661.0
2020-06-22,42.6638,43.2952,42.3481,43.0847,1826609.0
2020-06-23,43.5671,43.8126,42.769,43.0058,1706998.0
2020-06-24,42.5235,42.769,41.6158,42.2341,2430580.0
2020-06-25,42.0762,42.1026,41.2782,42.0675,2470124.0
2020-06-26,42.0061,42.506,40.9537,41.6553,3910899.0
2020-06-27,42.0061,42.506,40.9537,41.6553,3910899.0
2020-06-28,42.0061,42.506,40.9537,41.6553,3910899.0
2020-06-29,42.0499,43.2338,41.7868,43.1549,2458313.0
2020-06-30,43.2338,43.6372,42.6287,43.111,3386896.0
2020-07-01,43.1286,44.2396,42.9181,43.6285,2616938.0
2020-07-02,44.0406,44.3714,43.7951,43.9442,1594050.0
2020-07-03,44.0406,44.3714,43.7951,43.9442,1594050.0
2020-07-04,44.0406,44.3714,43.7951,43.9442,1594050.0
2020-07-05,44.0406,44.3714,43.7951,43.9442,1594050.0
2020-07-06,44.4352,45.1456,43.9178,44.3914,2351662.0
2020-07-07,43.9091,44.1678,43.4092,44.102,1822529.0
2020-07-08,43.9617,44.786,43.8302,44.6106,2636409.0
2020-07-09,44.1722,44.2248,43.0234,43.6635,2981911.0
2020-07-10,43.6635,44.751,43.5495,44.3651,3166049.0
2020-07-11,43.6635,44.751,43.5495,44.3651,3166049.0
2020-07-12,43.6635,44.751,43.5495,44.3651,3166049.0
2020-07-13,44.6896,45.5841,44.4791,45.435,3269308.0
2020-07-14,45.3736,45.6805,44.7597,45.1807,2643832.0
2020-07-15,45.7682,46.6539,45.2508,45.9524,3863103.0
2020-07-16,45.9436,46.5399,45.492,46.3996,1951790.0
2020-07-17,46.6189,48.3114,46.5049,48.3026,4413069.0
2020-07-18,46.6189,48.3114,46.5049,48.3026,4413069.0
2020-07-19,46.6189,48.3114,46.5049,48.3026,4413069.0
2020-07-20,47.8203,47.8729,46.2944,46.3207,2038161.0
2020-07-21,45.9085,46.6842,45.6761,45.8384,2058472.0
2020-07-22,45.5578,46.5268,44.8299,46.4698,2923499.0
2020-07-23,46.347,46.8907,45.9348,46.2242,1810203.0
2020-07-24,46.4698,46.8556,45.6805,45.8384,1694056.0
2020-07-25,46.4698,46.8556,45.6805,45.8384,1694056.0
2020-07-26,46.4698,46.8556,45.6805,45.8384,1694056.0
2020-07-27,45.7507,45.8822,44.7334,45.5928,1703989.0
2020-07-28,45.4701,46.1716,45.4701,45.9611,1553703.0
2020-07-29,46.0839,46.1892,45.4701,46.119,2133610.0
2020-07-30,45.5753,46.0839,45.2157,45.9436,1394208.0
2020-07-31,46.0401,49.2234,45.8735,49.0568,4455723.0
2020-08-01,46.0401,49.2234,45.8735,49.0568,4455723.0
2020-08-02,46.0401,49.2234,45.8735,49.0568,4455723.0
2020-08-03,48.6709,48.8288,47.3204,47.7677,2912886.0
2020-08-04,47.8554,49.2936,47.6624,48.8025,2685975.0
2020-08-05,49.048,49.048,47.7063,47.8641,1978547.0
2020-08-06,47.0398,47.9694,46.7943,47.908,1777507.0
2020-08-07,47.4783,49.0568,47.4783,48.8025,1801207.0
2020-08-08,47.4783,49.0568,47.4783,48.8025,1801207.0
2020-08-09,47.4783,49.0568,47.4783,48.8025,1801207.0
2020-08-10,48.9077,49.2234,48.4429,48.5394,1511858.0
2020-08-11,48.9077,49.3111,47.7238,47.7677,1531038.0
2020-08-12,47.9781,48.9866,47.8115,48.6972,1987374.0
2020-08-13,48.3465,48.8112,47.9606,48.6359,1439238.0
2020-08-14,48.5657,48.7937,48.0483,48.3815,1016897.0
2020-08-15,48.5657,48.7937,48.0483,48.3815,1016897.0
2020-08-16,48.5657,48.7937,48.0483,48.3815,1016897.0
2020-08-17,48.2675,48.3728,47.7326,47.9869,1419499.0
2020-08-18,47.9343,48.2149,47.3292,47.8203,2050811.0
2020-08-19,48.0045,48.022,47.4783,47.6537,1197904.0
2020-08-20,47.2941,47.566,47.0047,47.224,1121338.0
2020-08-21,47.4081,47.4081,46.3119,46.7241,2082205.0
2020-08-22,47.4081,47.4081,46.3119,46.7241,2082205.0
2020-08-23,47.4081,47.4081,46.3119,46.7241,2082205.0
2020-08-24,46.8907,47.281,46.4522,47.2678,1390520.0
2020-08-25,47.3906,47.3994,46.5224,47.0047,1280105.0
2020-08-26,46.5224,46.5487,45.7181,45.9962,1475472.0
2020-08-27,46.2769,46.4742,45.5227,45.8559,2205288.0
2020-08-28,45.8735,45.9129,45.2157,45.7419,2792642.0
2020-08-29,45.8735,45.9129,45.2157,45.7419,2792642.0
2020-08-30,45.8735,45.9129,45.2157,45.7419,2792642.0
2020-08-31,45.777,46.0401,45.5227,45.8121,1916479.0
2020-09-01,45.4437,45.4437,44.5054,44.7246,1463176.0
2020-09-02,44.6633,46.5662,44.4528,46.4084,2201950.0
2020-09-03,46.7153,47.1187,45.1982,45.6279,1680841.0
2020-09-04,45.7507,46.1541,45.0403,46.0576,2271900.0
2020-09-05,45.7507,46.1541,45.0403,46.0576,2271900.0
2020-09-06,45.7507,46.1541,45.0403,46.0576,2271900.0
2020-09-07,45.7507,46.1541,45.0403,46.0576,2271900.0
2020-09-08,46.1373,46.2258,45.2521,46.0311,2656002.0
2020-09-09,46.2878,47.8812,46.1948,47.2969,3618997.0
2020-09-10,46.8897,47.2438,46.2789,46.2966,2377102.0
2020-09-11,46.3497,46.5445,45.5885,46.3763,1606082.0
2020-09-12,46.3497,46.5445,45.5885,46.3763,1606082.0
2020-09-13,46.3497,46.5445,45.5885,46.3763,1606082.0
2020-09-14,46.5622,46.7127,46.1727,46.456,1422268.0
2020-09-15,46.6419,46.6419,45.5708,45.7212,1762547.0
2020-09-16,45.7567,47.0623,45.5531,46.9163,2213825.0
2020-09-17,46.4825,47.0113,45.9514,46.2435,1931465.0
2020-09-18,46.0311,46.456,45.1813,45.438,3654291.0
2020-09-19,46.0311,46.456,45.1813,45.438,3654291.0
2020-09-20,46.0311,46.456,45.1813,45.438,3654291.0
2020-09-21,45.0131,45.6327,44.5439,45.2963,1681281.0
2020-09-22,45.916,46.6861,45.6239,46.4471,2112208.0
2020-09-23,46.4914,46.695,45.8806,45.9603,1890469.0
2020-09-24,45.9071,47.7484,45.7301,47.3323,3414832.0
2020-09-25,46.9694,48.1113,46.7304,47.9166,2392747.0
2020-09-26,46.9694,48.1113,46.7304,47.9166,2392747.0
2020-09-27,46.9694,48.1113,46.7304,47.9166,2392747.0
2020-09-28,48.3061,48.8328,48.0582,48.1113,1622078.0
2020-09-29,48.3326,48.9993,48.1113,48.5097,1802409.0
2020-09-30,48.846,49.0408,48.2707,48.607,2886940.0
2020-10-01,48.6513,49.0142,48.2175,48.7487,2277680.0
2020-10-02,48.3238,49.9349,47.9608,49.5277,3631364.0
2020-10-03,48.3238,49.9349,47.9608,49.5277,3631364.0
2020-10-04,48.3238,49.9349,47.9608,49.5277,3631364.0
2020-10-05,49.6162,50.3686,49.1824,49.8552,1907949.0
2020-10-06,49.9172,50.4084,49.1824,49.4834,2455996.0
2020-10-07,49.9083,50.7581,49.9083,50.4837,2112217.0
2020-10-08,50.5722,51.7761,50.5634,51.6964,1463505.0
2020-10-09,51.9089,51.9531,50.767,50.9529,2202725.0
2020-10-10,51.9089,51.9531,50.767,50.9529,2202725.0
2020-10-11,51.9089,51.9531,50.767,50.9529,2202725.0
2020-10-12,50.9174,51.3733,50.6696,51.1299,1943810.0
2020-10-13,50.705,51.3069,50.2801,51.2715,2469753.0
2020-10-14,51.2715,51.9354,51.2051,51.36,1386415.0
2020-10-15,50.8997,52.1213,50.8201,51.7407,1445140.0
2020-10-16,51.9443,52.9623,51.5725,52.6702,2545417.0
2020-10-17,51.9443,52.9623,51.5725,52.6702,2545417.0
2020-10-18,51.9443,52.9623,51.5725,52.6702,2545417.0
2020-10-19,52.7056,52.9888,52.2718,52.6702,1946791.0
2020-10-20,52.918,53.1836,52.6613,53.0154,1519795.0
2020-10-21,52.918,53.2633,52.6436,52.6879,2199262.0
2020-10-22,52.8207,53.9006,52.355,53.8829,1571490.0
2020-10-23,53.9449,54.0511,53.5023,53.9272,1845279.0
2020-10-24,53.9449,54.0511,53.5023,53.9272,1845279.0
2020-10-25,53.9449,54.0511,53.5023,53.9272,1845279.0
2020-10-26,53.5111,53.9891,53.0906,53.9803,1840156.0
2020-10-27,53.9626,54.7858,53.7944,53.998,1789866.0
2020-10-28,53.3164,53.7413,51.7938,51.9443,2509526.0
2020-10-29,51.7938,53.3783,51.484,52.8649,2627725.0
2020-10-30,52.378,52.8649,50.8378,51.4751,3240554.0
2020-10-31,52.378,52.8649,50.8378,51.4751,3240554.0
2020-11-01,52.378,52.8649,50.8378,51.4751,3240554.0
2020-11-02,52.1302,52.3869,51.3423,51.7761,3326113.0
2020-11-03,52.6613,53.1305,52.1169,52.5108,1702251.0
2020-11-04,52.6171,53.2544,51.5636,51.6964,1898407.0
2020-11-05,52.1213,52.7941,51.6079,52.0417,1721823.0
2020-11-06,51.8735,52.3515,51.6876,51.7141,1502660.0
2020-11-07,51.8735,52.3515,51.6876,51.7141,1502660.0
2020-11-08,51.8735,52.3515,51.6876,51.7141,1502660.0
2020-11-09,54.0334,55.016,53.3783,53.4492,2495734.0
2020-11-10,53.4757,53.7678,52.9888,53.759,1931496.0
2020-11-11,54.1042,54.2104,53.2278,53.8918,1655841.0
2020-11-12,53.219,53.3518,52.0328,52.3869,1859875.0
2020-11-13,52.7321,53.0508,52.3603,52.5639,3022402.0
2020-11-14,52.7321,53.0508,52.3603,52.5639,3022402.0
2020-11-15,52.7321,53.0508,52.3603,52.5639,3022402.0
2020-11-16,53.4934,53.5642,52.4577,52.6879,4383292.0
2020-11-17,52.502,52.6259,52.1744,52.2718,3758815.0
2020-11-18,52.5639,52.5639,51.1299,51.183,2651965.0
2020-11-19,51.183,51.183,50.3155,51.006,2496920.0
2020-11-20,51.1653,51.7186,50.767,51.5282,5497585.0
2020-11-21,51.1653,51.7186,50.767,51.5282,5497585.0
2020-11-22,51.1653,51.7186,50.767,51.5282,5497585.0
2020-11-23,51.7938,52.139,51.3423,51.7141,2038444.0
2020-11-24,51.9354,53.0242,51.7363,52.8295,2299087.0
2020-11-25,52.8207,53.1128,52.5923,53.0862,1982474.0
2020-11-26,52.8207,53.1128,52.5923,53.0862,1982474.0
2020-11-27,52.9446,53.0862,52.0948,52.5374,898686.0
2020-11-28,52.9446,53.0862,52.0948,52.5374,898686.0
2020-11-29,52.9446,53.0862,52.0948,52.5374,898686.0
2020-11-30,52.2984,52.2984,51.4973,51.5902,3996426.0
2020-12-01,52.1302,52.4577,50.7581,50.9086,2522643.0
2020-12-02,50.7581,51.3733,50.466,51.0768,3046948.0
2020-12-03,50.8112,51.245,50.3244,51.0148,2688176.0
2020-12-04,50.9706,51.2872,50.7138,51.0148,3044993.0
2020-12-05,50.9706,51.2872,50.7138,51.0148,3044993.0
2020-12-06,50.9706,51.2872,50.7138,51.0148,3044993.0
2020-12-07,50.7935,51.3158,50.6165,50.9263,2085490.0
2020-12-08,50.6696,50.8112,50.1606,50.6607,2509557.0
2020-12-09,50.8393,51.1161,50.4197,50.7947,1597078.0
2020-12-10,50.625,50.9554,49.8348,50.5357,1697273.0
2020-12-11,50.1875,50.6964,50.1072,50.4286,1626051.0
2020-12-12,50.1875,50.6964,50.1072,50.4286,1626051.0
2020-12-13,50.1875,50.6964,50.1072,50.4286,1626051.0
2020-12-14,50.7768,51.2232,50.2054,50.3839,2589574.0
2020-12-15,50.6964,51.7232,50.3393,51.6161,2046772.0
2020-12-16,51.4554,51.9464,50.9464,51.0268,2053979.0
2020-12-17,51.3661,51.75,51.0447,51.0625,2246890.0
2020-12-18,51.0447,51.25,50.3572,50.7322,4616479.0
2020-12-19,51.0447,51.25,50.3572,50.7322,4616479.0
2020-12-20,51.0447,51.25,50.3572,50.7322,4616479.0
2020-12-21,50.2411,50.8125,49.9152,50.4197,3160263.0
2020-12-22,50.4107,50.6116,50.1339,50.3482,2098796.0
2020-12-23,50.7143,51.1875,50.4732,50.4732,1527699.0
2020-12-24,50.4822,51.0625,50.4554,51.0268,772970.0
2020-12-25,50.4822,51.0625,50.4554,51.0268,772970.0
2020-12-26,50.4822,51.0625,50.4554,51.0268,772970.0
2020-12-27,50.4822,51.0625,50.4554,51.0268,772970.0
2020-12-28,51.4643,51.5179,51.0625,51.1786,1038660.0
2020-12-29,51.2679,51.6964,50.8072,50.9643,1946326.0
2020-12-30,50.8572,51.4911,50.8572,51.2143,1188059.0
2020-12-31,51.1429,52.0893,51.0625,52.0536,1860423.0
2021-01-01,51.1429,52.0893,51.0625,52.0536,1860423.0
2021-01-02,51.1429,52.0893,51.0625,52.0536,1860423.0
2021-01-03,51.1429,52.0893,51.0625,52.0536,1860423.0
2021-01-04,51.9107,52.5982,49.5893,49.7589,3856940.0
2021-01-05,49.7411,50.0402,49.0714,49.7679,2882535.0
2021-01-06,50.2143,50.9375,49.875,50.8125,2320452.0
2021-01-07,50.7143,50.9107,49.8036,50.0893,2791652.0
2021-01-08,50.1697,51.3304,50.1072,51.1697,2925762.0
2021-01-09,50.1697,51.3304,50.1072,51.1697,2925762.0
2021-01-10,50.1697,51.3304,50.1072,51.1697,2925762.0
2021-01-11,50.9286,51.3036,50.5447,50.875,2500880.0
2021-01-12,50.8482,51.375,50.2947,51.2054,2355998.0
2021-01-13,51.4107,52.5804,51.2598,52.3929,2677543.0
2021-01-14,52.1607,52.3929,51.5625,51.5893,1894144.0
2021-01-15,51.5268,53.1786,51.1786,53.0179,3101326.0
2021-01-16,51.5268,53.1786,51.1786,53.0179,3101326.0
2021-01-17,51.5268,53.1786,51.1786,53.0179,3101326.0
2021-01-18,51.5268,53.1786,51.1786,53.0179,3101326.0
2021-01-19,53.2411,53.2411,51.8839,51.9464,2093718.0
2021-01-20,51.7857,53.0804,51.3929,52.9107,2486109.0
2021-01-21,52.7679,52.9688,52.0268,52.0982,1751526.0
2021-01-22,51.8393,52.3125,51.4643,52.1072,1375693.0
2021-01-23,51.8393,52.3125,51.4643,52.1072,1375693.0
2021-01-24,51.8393,52.3125,51.4643,52.1072,1375693.0
2021-01-25,52.0447,52.625,51.6161,52.25,2284172.0
2021-01-26,52.4018,52.4732,51.5848,52.0804,1430057.0
2021-01-27,51.6607,52.0179,49.9643,50.3214,2233309.0
2021-01-28,50.4107,51.8393,50.3125,50.9375,1705472.0
2021-01-29,50.4911,50.9822,49.6161,50.3839,2096310.0
2021-01-30,50.4911,50.9822,49.6161,50.3839,2096310.0
2021-01-31,50.4911,50.9822,49.6161,50.3839,2096310.0
2021-02-01,50.4643,51.3348,49.75,51.0268,1284749.0
2021-02-02,51.3036,52.6697,50.9911,52.0982,2613135.0
2021-02-03,51.9554,52.3748,51.6607,51.875,1706852.0
2021-02-04,51.8125,52.625,51.7232,52.2857,1423784.0
2021-02-05,52.6697,53.1161,52.2143,52.9643,1953367.0
2021-02-06,52.6697,53.1161,52.2143,52.9643,1953367.0
2021-02-07,52.6697,53.1161,52.2143,52.9643,1953367.0
2021-02-08,52.9911,53.5625,52.1339,52.5089,1643535.0
2021-02-09,52.6607,52.8124,51.9732,52.4375,1513894.0
2021-02-10,52.7589,52.817,52.2768,52.5447,1615839.0
2021-02-11,52.4732,52.6429,52.0179,52.2947,1405318.0
2021-02-12,51.9732,52.4554,51.7947,52.0268,1251388.0
2021-02-13,51.9732,52.4554,51.7947,52.0268,1251388.0
2021-02-14,51.9732,52.4554,51.7947,52.0268,1251388.0
2021-02-15,51.9732,52.4554,51.7947,52.0268,1251388.0
2021-02-16,52.0089,52.1786,51.1875,51.7411,2307281.0
2021-02-17,51.8125,52.0,51.25,51.7947,1343890.0
2021-02-18,51.7679,52.5,51.5714,52.2322,1113760.0
2021-02-19,52.2768,52.2813,51.3081,51.5625,3815125.0
2021-02-20,52.2768,52.2813,51.3081,51.5625,3815125.0
2021-02-21,52.2768,52.2813,51.3081,51.5625,3815125.0
2021-02-22,51.5,51.5625,50.1563,50.9732,2013365.0
2021-02-23,51.375,52.0447,51.3482,51.5804,1488455.0
2021-02-24,51.3125,51.4732,49.9822,50.0447,2954986.0
2021-02-25,49.9643,50.4018,49.6964,49.9107,3159914.0
2021-02-26,49.9464,50.3514,48.0268,48.0625,4100881.0
2021-02-27,49.9464,50.3514,48.0268,48.0625,4100881.0
