,CVBF US Equity,CVBF US Equity,CVBF US Equity,CVBF US Equity,CVBF US Equity
2020-03-14,13.6295,14.4437,13.4175,14.4268,1899450.0
2020-03-15,13.6295,14.4437,13.4175,14.4268,1899450.0
2020-03-16,13.163,14.7999,12.8916,14.2571,1265243.0
2020-03-17,14.4692,16.5132,14.4352,16.4962,1961951.0
2020-03-18,15.699,16.615,15.5293,16.14,2109071.0
2020-03-19,15.8771,16.95,15.3258,16.3096,2431708.0
2020-03-20,16.1824,16.7167,14.9356,15.0883,2306808.0
2020-03-21,16.1824,16.7167,14.9356,15.0883,2306808.0
2020-03-22,16.1824,16.7167,14.9356,15.0883,2306808.0
2020-03-23,15.0544,15.6905,13.5108,13.7652,2028109.0
2020-03-24,14.2826,15.2579,14.0451,15.207,1519286.0
2020-03-25,15.3003,16.2418,14.766,15.3936,1702783.0
2020-03-26,15.5802,16.9372,15.5802,16.8609,1923098.0
2020-03-27,16.3266,16.7422,16.2163,16.3011,1843020.0
2020-03-28,16.3266,16.7422,16.2163,16.3011,1843020.0
2020-03-29,16.3266,16.7422,16.2163,16.3011,1843020.0
2020-03-30,16.4623,17.1111,16.4623,17.056,1798901.0
2020-03-31,16.9372,17.1493,16.7422,17.0051,1644375.0
2020-04-01,16.2757,16.9033,15.894,16.3605,1196557.0
2020-04-02,16.2248,16.9203,16.1315,16.8524,780315.0
2020-04-03,16.7591,16.9627,16.1654,16.5386,874165.0
2020-04-04,16.7591,16.9627,16.1654,16.5386,874165.0
2020-04-05,16.7591,16.9627,16.1654,16.5386,874165.0
2020-04-06,17.1493,17.1747,16.3351,16.6743,1386915.0
2020-04-07,17.1622,17.1622,16.272,16.3405,1132220.0
2020-04-08,16.3063,16.486,15.9895,16.2891,1155697.0
2020-04-09,16.6829,17.7529,16.6058,17.6758,1074981.0
2020-04-10,16.6829,17.7529,16.6058,17.6758,1074981.0
2020-04-11,16.6829,17.7529,16.6058,17.6758,1074981.0
2020-04-12,16.6829,17.7529,16.6058,17.6758,1074981.0
2020-04-13,17.6073,17.7871,16.4004,16.5545,616625.0
2020-04-14,16.991,17.0809,16.2677,16.6144,643856.0
2020-04-15,15.9981,16.1693,15.7028,15.7927,644796.0
2020-04-16,15.8012,16.3747,15.4674,15.904,1086017.0
2020-04-17,16.1351,16.7257,16.1351,16.5716,754370.0
2020-04-18,16.1351,16.7257,16.1351,16.5716,754370.0
2020-04-19,16.1351,16.7257,16.1351,16.5716,754370.0
2020-04-20,16.2635,17.0082,16.2121,16.7171,745051.0
2020-04-21,16.3234,16.7086,16.1693,16.5459,504202.0
2020-04-22,16.9054,17.1194,16.2207,16.3319,477908.0
2020-04-23,15.8954,16.563,15.6215,16.3319,592486.0
2020-04-24,16.563,16.8969,16.3148,16.5031,698874.0
2020-04-25,16.563,16.8969,16.3148,16.5031,698874.0
2020-04-26,16.563,16.8969,16.3148,16.5031,698874.0
2020-04-27,16.7428,17.6416,16.6658,17.4661,692059.0
2020-04-28,17.7956,17.9754,17.6929,17.8128,826624.0
2020-04-29,17.9754,19.0197,17.9668,18.6003,1029447.0
2020-04-30,18.1124,18.2151,17.7186,17.7914,757980.0
2020-05-01,17.4276,17.8513,16.8883,17.128,646039.0
2020-05-02,17.4276,17.8513,16.8883,17.128,646039.0
2020-05-03,17.4276,17.8513,16.8883,17.128,646039.0
2020-05-04,16.8798,17.0381,16.6529,16.914,717018.0
2020-05-05,17.1708,17.2564,16.7428,16.777,449012.0
2020-05-06,16.8712,17.3077,16.1693,16.2977,714594.0
2020-05-07,16.6058,16.6914,15.8783,15.9211,678386.0
2020-05-08,16.3405,16.6914,16.1522,16.6315,488264.0
2020-05-09,16.3405,16.6914,16.1522,16.6315,488264.0
2020-05-10,16.3405,16.6914,16.1522,16.6315,488264.0
2020-05-11,16.409,16.9397,15.8483,15.9125,592643.0
2020-05-12,15.9468,15.9724,15.0865,15.1336,583158.0
2020-05-13,14.9795,15.2663,14.2648,14.4873,899683.0
2020-05-14,14.0893,14.5772,13.6699,14.4488,1068249.0
2020-05-15,14.3803,14.4317,14.2006,14.3418,777301.0
2020-05-16,14.3803,14.4317,14.2006,14.3418,777301.0
2020-05-17,14.3803,14.4317,14.2006,14.3418,777301.0
2020-05-18,14.9453,15.6643,14.5258,15.5787,721942.0
2020-05-19,15.4845,15.6472,14.9881,14.9966,609352.0
2020-05-20,15.2363,15.8269,15.2363,15.6728,646929.0
2020-05-21,15.63,15.8612,15.416,15.5016,444386.0
2020-05-22,15.5444,15.6557,15.2877,15.4332,383537.0
2020-05-23,15.5444,15.6557,15.2877,15.4332,383537.0
2020-05-24,15.5444,15.6557,15.2877,15.4332,383537.0
2020-05-25,15.5444,15.6557,15.2877,15.4332,383537.0
2020-05-26,16.0923,16.5031,15.6728,16.3448,581712.0
2020-05-27,16.991,17.4875,16.7257,17.4062,718043.0
2020-05-28,17.6587,17.6587,16.6658,16.7942,497399.0
2020-05-29,17.0167,17.0167,16.272,16.7,706132.0
2020-05-30,17.0167,17.0167,16.272,16.7,706132.0
2020-05-31,17.0167,17.0167,16.272,16.7,706132.0
2020-06-01,16.7856,16.8712,16.4261,16.4347,493474.0
2020-06-02,16.5973,16.623,16.0152,16.1179,387623.0
2020-06-03,16.5459,17.0424,16.5031,16.7685,596655.0
2020-06-04,16.6486,16.9654,16.4518,16.8626,696525.0
2020-06-05,17.5474,18.6088,17.2821,18.1252,1254572.0
2020-06-06,17.5474,18.6088,17.2821,18.1252,1254572.0
2020-06-07,17.5474,18.6088,17.2821,18.1252,1254572.0
2020-06-08,18.061,18.5061,17.5731,17.7186,699667.0
2020-06-09,17.1793,17.8128,17.0167,17.5046,748855.0
2020-06-10,17.5303,17.5303,16.8626,17.0167,703166.0
2020-06-11,16.195,16.4579,15.4974,15.5872,819299.0
2020-06-12,16.3234,16.3234,15.3133,15.844,1033065.0
2020-06-13,16.3234,16.3234,15.3133,15.844,1033065.0
2020-06-14,16.3234,16.3234,15.3133,15.844,1033065.0
2020-06-15,15.2705,16.1094,15.2192,15.9125,800340.0
2020-06-16,16.5374,16.6658,16.0495,16.3747,701333.0
2020-06-17,16.5117,16.5716,15.9639,16.0152,576810.0
2020-06-18,15.8526,16.3148,15.8269,16.195,637020.0
2020-06-19,16.2207,16.2977,15.5444,16.1522,3890714.0
2020-06-20,16.2207,16.2977,15.5444,16.1522,3890714.0
2020-06-21,16.2207,16.2977,15.5444,16.1522,3890714.0
2020-06-22,15.9468,16.1351,15.7242,15.9296,575806.0
2020-06-23,16.0495,16.2891,15.7285,15.7413,570580.0
2020-06-24,15.5616,15.5616,15.0052,15.0737,688373.0
2020-06-25,14.9795,15.5616,14.7997,15.5273,700948.0
2020-06-26,15.1935,15.3647,14.8597,15.2021,1664200.0
2020-06-27,15.1935,15.3647,14.8597,15.2021,1664200.0
2020-06-28,15.1935,15.3647,14.8597,15.2021,1664200.0
2020-06-29,15.4332,15.9211,15.2363,15.7499,693017.0
2020-06-30,15.6386,16.2121,15.6215,16.0409,664508.0
2020-07-01,16.1094,16.2378,15.4332,15.5016,529873.0
2020-07-02,15.7584,15.9553,15.3091,15.3732,675138.0
2020-07-03,15.7584,15.9553,15.3091,15.3732,675138.0
2020-07-04,15.7584,15.9553,15.3091,15.3732,675138.0
2020-07-05,15.7584,15.9553,15.3091,15.3732,675138.0
2020-07-06,15.7927,15.904,15.4246,15.5359,491395.0
2020-07-07,15.3219,15.3989,15.0565,15.1849,759976.0
2020-07-08,15.1417,15.2541,14.6315,14.8909,844878.0
2020-07-09,14.7612,14.8304,14.3721,14.4326,598947.0
2020-07-10,14.4672,14.9774,14.4672,14.9342,725611.0
2020-07-11,14.4672,14.9774,14.4672,14.9342,725611.0
2020-07-12,14.4672,14.9774,14.4672,14.9342,725611.0
2020-07-13,15.1504,15.5827,14.9082,15.3319,802727.0
2020-07-14,15.2801,15.4011,14.8563,15.0812,437951.0
2020-07-15,15.4357,15.747,15.306,15.6173,563617.0
2020-07-16,15.4617,15.8421,15.2974,15.6951,395300.0
2020-07-17,15.5741,15.7297,15.3147,15.3406,503034.0
2020-07-18,15.5741,15.7297,15.3147,15.3406,503034.0
2020-07-19,15.5741,15.7297,15.3147,15.3406,503034.0
2020-07-20,15.3147,15.4098,15.0898,15.1676,362291.0
2020-07-21,15.3838,15.9459,15.0985,15.9459,572950.0
2020-07-22,15.8335,15.8854,15.4617,15.5827,363703.0
2020-07-23,16.4302,16.7328,15.907,16.3523,640852.0
2020-07-24,16.2745,16.5599,16.1448,16.1535,690814.0
2020-07-25,16.2745,16.5599,16.1448,16.1535,690814.0
2020-07-26,16.2745,16.5599,16.1448,16.1535,690814.0
2020-07-27,16.067,16.0756,15.5308,15.6865,647544.0
2020-07-28,15.5308,15.8681,15.4444,15.4703,640134.0
2020-07-29,15.4357,15.8767,15.3492,15.8594,654850.0
2020-07-30,15.5481,15.7211,15.3579,15.5914,502781.0
2020-07-31,15.5395,15.6346,15.2368,15.626,720340.0
2020-08-01,15.5395,15.6346,15.2368,15.626,720340.0
2020-08-02,15.5395,15.6346,15.2368,15.626,720340.0
2020-08-03,15.6606,15.8162,15.3665,15.6,521272.0
2020-08-04,15.5135,15.6865,15.2887,15.5265,428231.0
2020-08-05,15.5914,15.8508,15.4963,15.8119,549654.0
2020-08-06,15.7297,15.8724,15.5741,15.7816,274048.0
2020-08-07,15.6519,16.4821,15.6087,16.4734,524544.0
2020-08-08,15.6519,16.4821,15.6087,16.4734,524544.0
2020-08-09,15.6519,16.4821,15.6087,16.4734,524544.0
2020-08-10,16.5512,16.975,16.4042,16.6377,343651.0
2020-08-11,16.8971,17.1349,16.6896,16.802,442481.0
2020-08-12,17.1825,17.1825,16.5339,16.6377,366753.0
2020-08-13,16.4994,16.6031,16.3523,16.4388,303257.0
2020-08-14,16.2918,16.6637,16.2226,16.5383,290658.0
2020-08-15,16.2918,16.6637,16.2226,16.5383,290658.0
2020-08-16,16.2918,16.6637,16.2226,16.5383,290658.0
2020-08-17,16.4648,16.6637,16.2313,16.3264,283501.0
2020-08-18,16.3264,16.3264,15.8378,15.8854,313513.0
2020-08-19,15.9805,16.2399,15.894,16.067,323571.0
2020-08-20,15.8421,16.2702,15.6951,15.7557,307174.0
2020-08-21,15.6087,15.8335,15.5395,15.7211,358127.0
2020-08-22,15.6087,15.8335,15.5395,15.7211,358127.0
2020-08-23,15.6087,15.8335,15.5395,15.7211,358127.0
2020-08-24,15.8854,16.2053,15.6346,16.1621,308428.0
2020-08-25,16.3696,16.4561,16.0151,16.1145,268317.0
2020-08-26,16.0237,16.0929,15.773,15.7903,301986.0
2020-08-27,15.8335,16.1621,15.8162,16.041,361998.0
2020-08-28,16.1621,16.1621,15.8162,15.9286,269224.0
2020-08-29,16.1621,16.1621,15.8162,15.9286,269224.0
2020-08-30,16.1621,16.1621,15.8162,15.9286,269224.0
2020-08-31,15.8162,15.9978,15.7124,15.747,485970.0
2020-09-01,15.6606,15.8594,15.5395,15.6606,420851.0
2020-09-02,15.6,15.8508,15.5308,15.6346,410719.0
2020-09-03,15.7211,16.1967,15.6606,15.7211,339325.0
2020-09-04,16.0324,16.1621,15.6951,16.0065,404543.0
2020-09-05,16.0324,16.1621,15.6951,16.0065,404543.0
2020-09-06,16.0324,16.1621,15.6951,16.0065,404543.0
2020-09-07,16.0324,16.1621,15.6951,16.0065,404543.0
2020-09-08,15.8335,15.8378,15.0985,15.2541,491714.0
2020-09-09,15.2801,15.8249,14.9515,15.0033,414471.0
2020-09-10,15.0466,15.1071,14.7093,14.8304,487094.0
2020-09-11,14.9515,14.9861,14.7007,14.7699,339932.0
2020-09-12,14.9515,14.9861,14.7007,14.7699,339932.0
2020-09-13,14.9515,14.9861,14.7007,14.7699,339932.0
2020-09-14,14.7699,15.012,14.692,14.839,406093.0
2020-09-15,14.9255,14.9255,14.571,14.6142,387274.0
2020-09-16,14.6142,15.0691,14.5364,14.7785,676793.0
2020-09-17,14.6747,14.8131,14.6445,14.7093,547268.0
2020-09-18,14.8217,14.9428,14.5537,14.8909,2560576.0
2020-09-19,14.8217,14.9428,14.5537,14.8909,2560576.0
2020-09-20,14.8217,14.9428,14.5537,14.8909,2560576.0
2020-09-21,14.545,14.9688,13.9311,14.1429,735065.0
2020-09-22,14.1905,14.545,13.8576,13.9354,666274.0
2020-09-23,13.9657,15.0033,13.637,13.637,588289.0
2020-09-24,13.6803,13.9657,13.4641,13.8273,382859.0
2020-09-25,13.663,13.9311,13.663,13.8965,503093.0
2020-09-26,13.663,13.9311,13.663,13.8965,503093.0
2020-09-27,13.663,13.9311,13.663,13.8965,503093.0
2020-09-28,14.1127,14.4629,14.0781,14.4153,520655.0
2020-09-29,14.3375,14.3548,14.0608,14.3115,339195.0
2020-09-30,14.3894,14.5364,14.2164,14.3807,760327.0
2020-10-01,14.3461,14.5277,14.0608,14.3029,339169.0
2020-10-02,14.0608,14.7266,14.0608,14.6056,336849.0
2020-10-03,14.0608,14.7266,14.0608,14.6056,336849.0
2020-10-04,14.0608,14.7266,14.0608,14.6056,336849.0
2020-10-05,14.7785,15.0725,14.6747,15.012,353168.0
2020-10-06,15.1693,15.6062,15.0295,15.1518,589009.0
2020-10-07,15.3353,15.6149,15.2741,15.4489,512316.0
2020-10-08,15.5887,15.711,15.4227,15.6324,332248.0
2020-10-09,15.7285,15.7897,15.5887,15.6411,237829.0
2020-10-10,15.7285,15.7897,15.5887,15.6411,237829.0
2020-10-11,15.7285,15.7897,15.5887,15.6411,237829.0
2020-10-12,15.545,16.0344,15.0989,15.9557,330458.0
2020-10-13,15.8945,16.0344,15.344,15.379,274681.0
2020-10-14,15.4314,15.545,15.0732,15.0906,239803.0
2020-10-15,14.9334,15.6411,14.9334,15.6062,267630.0
2020-10-16,15.5013,15.7373,15.3178,15.6149,285178.0
2020-10-17,15.5013,15.7373,15.3178,15.6149,285178.0
2020-10-18,15.5013,15.7373,15.3178,15.6149,285178.0
2020-10-19,15.6936,15.8159,15.3703,15.379,207550.0
2020-10-20,15.5625,15.8334,15.4751,15.5625,244116.0
2020-10-21,15.6062,15.8858,15.5625,15.5887,198580.0
2020-10-22,15.4314,16.0693,15.4314,16.0169,357692.0
2020-10-23,16.1654,16.5412,15.9644,16.1654,334140.0
2020-10-24,16.1654,16.5412,15.9644,16.1654,334140.0
2020-10-25,16.1654,16.5412,15.9644,16.1654,334140.0
2020-10-26,16.0344,16.0344,15.58,15.9644,361295.0
2020-10-27,15.8945,15.993,15.4751,15.4751,282267.0
2020-10-28,15.1518,15.4402,14.9246,14.9421,413799.0
2020-10-29,14.8897,15.2741,14.7324,15.2042,336206.0
2020-10-30,15.1518,15.4402,15.1518,15.2916,550485.0
2020-10-31,15.1518,15.4402,15.1518,15.2916,550485.0
2020-11-01,15.1518,15.4402,15.1518,15.2916,550485.0
2020-11-02,15.5275,15.7285,15.2348,15.7285,345684.0
2020-11-03,15.8159,16.1742,15.7897,15.9644,461381.0
2020-11-04,15.5712,15.5712,14.5445,14.6188,400502.0
2020-11-05,14.645,15.13,14.645,14.9814,263555.0
2020-11-06,15.3877,15.6411,15.1868,15.5101,564850.0
2020-11-07,15.3877,15.6411,15.1868,15.5101,564850.0
2020-11-08,15.3877,15.6411,15.1868,15.5101,564850.0
2020-11-09,16.8662,18.4286,15.8159,17.9393,756748.0
2020-11-10,18.2276,18.647,17.8956,18.3325,634089.0
2020-11-11,18.3674,18.3674,17.3101,17.5286,316627.0
2020-11-12,17.214,17.7295,16.8557,17.0917,356776.0
2020-11-13,17.3363,17.7033,17.3188,17.5897,312563.0
2020-11-14,17.3363,17.7033,17.3188,17.5897,312563.0
2020-11-15,17.3363,17.7033,17.3188,17.5897,312563.0
2020-11-16,18.1752,18.4723,17.7645,18.3849,375464.0
2020-11-17,18.114,18.3062,17.747,18.2975,356261.0
2020-11-18,18.4286,18.4461,17.699,17.7033,314205.0
2020-11-19,17.6247,17.6684,17.3625,17.6072,271930.0
2020-11-20,17.1965,17.6858,17.1878,17.3888,342996.0
2020-11-21,17.1965,17.6858,17.1878,17.3888,342996.0
2020-11-22,17.1965,17.6858,17.1878,17.3888,342996.0
2020-11-23,17.6509,17.6946,17.4062,17.5897,300211.0
2020-11-24,17.7907,18.3849,17.7907,18.1402,647488.0
2020-11-25,17.9305,17.9305,17.4936,17.7383,395715.0
2020-11-26,17.9305,17.9305,17.4936,17.7383,395715.0
2020-11-27,17.6509,17.6509,17.2227,17.4674,159039.0
2020-11-28,17.6509,17.6509,17.2227,17.4674,159039.0
2020-11-29,17.6509,17.6509,17.2227,17.4674,159039.0
2020-11-30,17.1878,17.3452,16.5237,16.5936,419680.0
2020-12-01,16.9518,17.1179,16.681,16.8557,439558.0
2020-12-02,16.8557,17.1266,16.7683,16.9693,278455.0
2020-12-03,16.9518,17.0742,16.6198,16.8208,193532.0
2020-12-04,17.0305,17.3101,16.8732,17.2752,221003.0
2020-12-05,17.0305,17.3101,16.8732,17.2752,221003.0
2020-12-06,17.0305,17.3101,16.8732,17.2752,221003.0
2020-12-07,17.0392,17.2839,16.9344,17.2053,254368.0
2020-12-08,17.0392,17.3014,17.0392,17.2664,222376.0
2020-12-09,17.415,17.415,17.1091,17.2577,299635.0
2020-12-10,17.0654,17.3538,16.6897,17.3276,271121.0
2020-12-11,17.1353,17.415,17.1266,17.1703,243322.0
2020-12-12,17.1353,17.415,17.1266,17.1703,243322.0
2020-12-13,17.1353,17.415,17.1266,17.1703,243322.0
2020-12-14,17.4849,17.4849,17.0261,17.0567,280350.0
2020-12-15,17.179,17.3888,17.013,17.3888,330596.0
2020-12-16,17.3888,17.4062,17.2577,17.3888,265332.0
2020-12-17,15.7897,17.4237,15.7897,17.3625,340513.0
2020-12-18,17.3713,17.4674,17.1004,17.1528,1709854.0
2020-12-19,17.3713,17.4674,17.1004,17.1528,1709854.0
2020-12-20,17.3713,17.4674,17.1004,17.1528,1709854.0
2020-12-21,17.0567,17.214,16.7771,16.9344,399431.0
2020-12-22,16.9256,16.9387,16.5936,16.6067,379026.0
2020-12-23,16.7858,17.1441,16.6984,17.0742,451066.0
2020-12-24,17.0392,17.1528,16.8557,17.1528,224291.0
2020-12-25,17.0392,17.1528,16.8557,17.1528,224291.0
2020-12-26,17.0392,17.1528,16.8557,17.1528,224291.0
2020-12-27,17.0392,17.1528,16.8557,17.1528,224291.0
2020-12-28,17.2402,17.4499,17.0829,17.3188,416782.0
2020-12-29,17.3451,17.5286,16.9344,17.0611,388267.0
2020-12-30,17.1713,17.2639,17.0126,17.0919,165149.0
2020-12-31,17.1801,17.2948,16.9067,17.1978,265221.0
2021-01-01,17.1801,17.2948,16.9067,17.1978,265221.0
2021-01-02,17.1801,17.2948,16.9067,17.1978,265221.0
2021-01-03,17.1801,17.2948,16.9067,17.1978,265221.0
2021-01-04,17.2507,17.5065,16.8847,17.2154,480216.0
2021-01-05,17.1625,17.6828,17.1096,17.3918,603959.0
2021-01-06,17.9651,19.3409,17.9651,19.0498,1114682.0
2021-01-07,19.3321,19.3938,18.7368,19.1028,482868.0
2021-01-08,19.1028,19.3056,18.3705,18.75,580300.0
2021-01-09,19.1028,19.3056,18.3705,18.75,580300.0
2021-01-10,19.1028,19.3056,18.3705,18.75,580300.0
2021-01-11,18.6353,18.9793,18.4678,18.9705,302351.0
2021-01-12,18.9705,19.2968,18.8294,19.1821,235520.0
2021-01-13,19.1028,19.138,18.556,18.7059,386148.0
2021-01-14,18.8911,19.0763,18.7235,18.9131,837313.0
2021-01-15,18.7941,19.0498,18.4854,18.6177,628321.0
2021-01-16,18.7941,19.0498,18.4854,18.6177,628321.0
2021-01-17,18.7941,19.0498,18.4854,18.6177,628321.0
2021-01-18,18.7941,19.0498,18.4854,18.6177,628321.0
2021-01-19,18.6706,19.0322,17.9033,18.9528,387133.0
2021-01-20,18.8205,19.0675,18.309,18.7853,402323.0
2021-01-21,18.9087,18.9705,18.309,18.503,323531.0
2021-01-22,18.2737,19.0763,18.1855,19.0057,535714.0
2021-01-23,18.2737,19.0763,18.1855,19.0057,535714.0
2021-01-24,18.2737,19.0763,18.1855,19.0057,535714.0
2021-01-25,18.7588,19.1645,18.4942,18.7941,435365.0
2021-01-26,18.9528,18.9528,18.309,18.3267,260005.0
2021-01-27,17.9827,18.1944,17.5594,17.5946,606782.0
2021-01-28,17.9121,17.9121,17.3212,17.6123,688536.0
2021-01-29,17.5241,17.7799,17.0743,17.136,671293.0
2021-01-30,17.5241,17.7799,17.0743,17.136,671293.0
2021-01-31,17.5241,17.7799,17.0743,17.136,671293.0
2021-02-01,17.2066,17.5373,17.0302,17.4271,664878.0
2021-02-02,17.6387,17.8945,17.4183,17.6564,400211.0
2021-02-03,17.5241,17.6211,17.2683,17.4447,424654.0
2021-02-04,17.5858,18.1062,17.4535,17.9562,597050.0
2021-02-05,18.1855,18.2385,17.577,17.7887,303523.0
2021-02-06,18.1855,18.2385,17.577,17.7887,303523.0
2021-02-07,18.1855,18.2385,17.577,17.7887,303523.0
2021-02-08,17.8769,18.1414,17.7181,18.1238,377409.0
2021-02-09,18.1326,18.3972,17.9474,18.3619,259331.0
2021-02-10,18.4942,18.6794,18.309,18.4766,410625.0
2021-02-11,18.4413,18.7059,18.0974,18.4766,399689.0
2021-02-12,18.3443,18.6971,18.3443,18.6265,277240.0
2021-02-13,18.3443,18.6971,18.3443,18.6265,277240.0
2021-02-14,18.3443,18.6971,18.3443,18.6265,277240.0
2021-02-15,18.3443,18.6971,18.3443,18.6265,277240.0
2021-02-16,18.6882,18.8117,18.556,18.6265,588235.0
2021-02-17,18.5295,18.7853,18.4501,18.5295,245958.0
2021-02-18,18.4678,18.6442,18.2649,18.3311,212506.0
2021-02-19,18.3796,18.6882,18.3796,18.6442,425172.0
2021-02-20,18.3796,18.6882,18.3796,18.6442,425172.0
2021-02-21,18.3796,18.6882,18.3796,18.6442,425172.0
2021-02-22,18.6265,19.2174,18.5119,19.0543,381037.0
2021-02-23,19.1469,19.6937,18.9617,19.2791,507544.0
2021-02-24,19.482,19.848,19.482,19.7113,580049.0
2021-02-25,19.676,19.9223,19.2527,19.2791,347514.0
2021-02-26,19.1116,19.3497,18.8558,18.8823,540944.0
2021-02-27,19.1116,19.3497,18.8558,18.8823,540944.0
2021-02-28,19.1116,19.3497,18.8558,18.8823,540944.0
2021-03-01,19.3321,19.5085,19.1204,19.385,315326.0
2021-03-02,19.3938,19.4908,18.9969,19.1028,198924.0
2021-03-03,19.2615,19.9582,19.0146,19.407,445308.0
2021-03-04,19.5349,20.1699,19.2791,19.579,471095.0
2021-03-05,19.5525,20.1787,19.5525,20.0905,547418.0
2021-03-06,19.5525,20.1787,19.5525,20.0905,547418.0
2021-03-07,19.5525,20.1787,19.5525,20.0905,547418.0
2021-03-08,20.2846,21.9426,20.1434,21.2635,1245332.0
2021-03-09,20.7255,21.4487,20.4213,21.0607,793326.0
2021-03-10,21.0077,21.5281,20.4786,21.3076,702214.0
2021-03-11,21.3076,21.5193,21.0871,21.4752,430121.0
