,OMF US Equity,OMF US Equity,OMF US Equity,OMF US Equity,OMF US Equity
2019-02-14,17.6148,17.7246,17.5155,17.6358,1037264.0
2019-02-15,17.7769,18.0331,17.6148,17.7769,1154083.0
2019-02-16,17.7769,18.0331,17.6148,17.7769,1154083.0
2019-02-17,17.7769,18.0331,17.6148,17.7769,1154083.0
2019-02-18,17.7769,18.0331,17.6148,17.7769,1154083.0
2019-02-19,17.7351,18.3102,17.6671,18.1638,1191058.0
2019-02-20,18.2684,18.3233,18.0122,18.0802,695013.0
2019-02-21,18.0906,18.1482,17.7456,17.7769,966340.0
2019-02-22,17.8972,17.8998,17.5992,17.6619,1208426.0
2019-02-23,17.8972,17.8998,17.5992,17.6619,1208426.0
2019-02-24,17.8972,17.8998,17.5992,17.6619,1208426.0
2019-02-25,17.7778,18.0306,17.6461,17.704,1331361.0
2019-02-26,17.5355,17.7357,17.5355,17.5934,770733.0
2019-02-27,17.5671,17.6777,17.4091,17.4459,742473.0
2019-02-28,17.4459,17.4723,17.3301,17.3827,945340.0
2019-03-01,17.5408,17.7646,17.4038,17.5987,881215.0
2019-03-02,17.5408,17.7646,17.4038,17.5987,881215.0
2019-03-03,17.5408,17.7646,17.4038,17.5987,881215.0
2019-03-04,17.6672,17.8937,17.604,17.7778,601700.0
2019-03-05,17.8147,17.8147,17.4933,17.6882,498270.0
2019-03-06,17.6988,17.7198,17.3037,17.309,379482.0
2019-03-07,17.3248,17.3838,16.8981,17.014,606085.0
2019-03-08,16.8191,16.9929,16.777,16.8718,308632.0
2019-03-09,16.8191,16.9929,16.777,16.8718,308632.0
2019-03-10,16.8191,16.9929,16.777,16.8718,308632.0
2019-03-11,16.9719,17.2616,16.9719,17.2247,489485.0
2019-03-12,17.2774,17.6303,17.2774,17.4512,825830.0
2019-03-13,17.5829,17.7093,17.4986,17.5987,909172.0
2019-03-14,17.6514,17.7936,17.5566,17.6724,559400.0
2019-03-15,17.5882,17.9569,17.5882,17.9042,894476.0
2019-03-16,17.5882,17.9569,17.5882,17.9042,894476.0
2019-03-17,17.5882,17.9569,17.5882,17.9042,894476.0
2019-03-18,17.9569,18.1202,17.8779,17.9885,474808.0
2019-03-19,18.0938,18.1096,17.8147,17.8515,609572.0
2019-03-20,17.7304,17.7304,17.3169,17.3827,455329.0
2019-03-21,17.2352,17.6408,17.1668,17.604,606022.0
2019-03-22,17.3933,17.3933,16.6347,16.7822,599628.0
2019-03-23,17.3933,17.3933,16.6347,16.7822,599628.0
2019-03-24,17.3933,17.3933,16.6347,16.7822,599628.0
2019-03-25,16.719,16.856,16.345,16.5031,597785.0
2019-03-26,16.6295,16.8033,16.424,16.6347,462117.0
2019-03-27,16.5347,16.7243,16.3345,16.4925,710425.0
2019-03-28,16.561,16.6769,16.4451,16.561,599029.0
2019-03-29,16.7717,16.9455,16.6716,16.7243,520979.0
2019-03-30,16.7717,16.9455,16.6716,16.7243,520979.0
2019-03-31,16.7717,16.9455,16.6716,16.7243,520979.0
2019-04-01,16.9087,17.3195,16.9087,17.3195,295044.0
2019-04-02,17.3775,17.5144,17.2142,17.2668,479197.0
2019-04-03,17.4249,17.5275,17.2721,17.3459,256715.0
2019-04-04,17.3459,17.5803,17.3353,17.4459,366366.0
2019-04-05,17.5302,17.6408,17.4064,17.4512,414066.0
2019-04-06,17.5302,17.6408,17.4064,17.4512,414066.0
2019-04-07,17.5302,17.6408,17.4064,17.4512,414066.0
2019-04-08,17.4091,17.5408,17.3144,17.5408,296880.0
2019-04-09,17.4986,17.4986,17.2194,17.251,295975.0
2019-04-10,17.2352,17.4775,17.1799,17.3617,396566.0
2019-04-11,17.4249,17.5566,17.2774,17.3511,611423.0
2019-04-12,17.5724,17.7515,17.4986,17.604,269105.0
2019-04-13,17.5724,17.7515,17.4986,17.604,269105.0
2019-04-14,17.5724,17.7515,17.4986,17.604,269105.0
2019-04-15,17.5987,17.6514,17.2616,17.3827,249447.0
2019-04-16,17.546,17.8094,17.4512,17.7462,389834.0
2019-04-17,17.8515,17.9147,17.7304,17.8094,409103.0
2019-04-18,17.8041,17.8357,17.4565,17.604,341703.0
2019-04-19,17.8041,17.8357,17.4565,17.604,341703.0
2019-04-20,17.8041,17.8357,17.4565,17.604,341703.0
2019-04-21,17.8041,17.8357,17.4565,17.604,341703.0
2019-04-22,17.5091,17.5618,17.251,17.3669,236357.0
2019-04-23,17.4143,17.8673,17.3827,17.8463,505606.0
2019-04-24,17.7725,17.999,17.6303,17.8199,713734.0
2019-04-25,17.7567,18.0938,17.6356,17.7936,455552.0
2019-04-26,17.7146,18.4257,17.7146,18.3941,487319.0
2019-04-27,17.7146,18.4257,17.7146,18.3941,487319.0
2019-04-28,17.7146,18.4257,17.7146,18.3941,487319.0
2019-04-29,18.4362,18.9103,18.4152,18.6153,901138.0
2019-04-30,18.3203,18.6153,17.7883,17.8937,882720.0
2019-05-01,18.0675,18.304,17.8094,17.8094,725674.0
2019-05-02,17.7567,18.0833,17.7146,17.8989,448960.0
2019-05-03,17.9411,18.1887,17.9411,18.1044,326189.0
2019-05-04,17.9411,18.1887,17.9411,18.1044,326189.0
2019-05-05,17.9411,18.1887,17.9411,18.1044,326189.0
2019-05-06,17.5829,18.2993,17.5829,18.2413,480083.0
2019-05-07,17.9832,18.294,17.8937,18.0886,383487.0
2019-05-08,17.9674,18.1202,17.7831,17.8515,482495.0
2019-05-09,17.6672,17.7304,17.3722,17.7304,614811.0
2019-05-10,17.6988,17.9622,17.6145,17.8726,386568.0
2019-05-11,17.6988,17.9622,17.6145,17.8726,386568.0
2019-05-12,17.6988,17.9622,17.6145,17.8726,386568.0
2019-05-13,17.4881,17.546,17.1194,17.1668,299208.0
2019-05-14,17.251,17.6303,17.1984,17.4723,368698.0
2019-05-15,17.1246,17.2036,16.8931,17.0193,544176.0
2019-05-16,17.1246,17.2932,17.0166,17.0719,478865.0
2019-05-17,16.8929,17.0614,16.8138,16.8454,295927.0
2019-05-18,16.8929,17.0614,16.8138,16.8454,295927.0
2019-05-19,16.8929,17.0614,16.8138,16.8454,295927.0
2019-05-20,16.7243,16.9692,16.6775,16.7506,262542.0
2019-05-21,16.9192,16.9824,16.8349,16.9245,350326.0
2019-05-22,16.856,16.9245,16.7664,16.7928,230875.0
2019-05-23,16.6242,16.6242,16.1291,16.3345,285385.0
2019-05-24,16.4925,16.698,16.4293,16.5926,531306.0
2019-05-25,16.4925,16.698,16.4293,16.5926,531306.0
2019-05-26,16.4925,16.698,16.4293,16.5926,531306.0
2019-05-27,16.4925,16.698,16.4293,16.5926,531306.0
2019-05-28,16.5448,16.9112,16.5236,16.5236,328804.0
2019-05-29,16.4439,16.6298,16.3006,16.5979,422459.0
2019-05-30,16.6138,16.8217,16.2528,16.4014,217976.0
2019-05-31,16.1253,16.1253,15.8492,15.8599,412808.0
2019-06-01,16.1253,16.1253,15.8492,15.8599,412808.0
2019-06-02,16.1253,16.1253,15.8492,15.8599,412808.0
2019-06-03,15.8864,16.3324,15.8864,16.1094,617970.0
2019-06-04,16.3377,16.6935,16.3377,16.651,427400.0
2019-06-05,16.7253,16.8209,16.3324,16.5342,187731.0
2019-06-06,16.5926,16.7997,16.4864,16.7041,276267.0
2019-06-07,16.7306,16.8315,16.5448,16.5501,228411.0
2019-06-08,16.7306,16.8315,16.5448,16.5501,228411.0
2019-06-09,16.7306,16.8315,16.5448,16.5501,228411.0
2019-06-10,16.6032,16.8581,16.5873,16.7041,296250.0
2019-06-11,16.8528,17.0864,16.7784,17.0121,351488.0
2019-06-12,16.9802,16.9802,16.659,16.7253,466965.0
2019-06-13,16.8315,16.9324,16.7306,16.7625,501811.0
2019-06-14,16.7572,16.8156,16.5342,16.7784,330816.0
2019-06-15,16.7572,16.8156,16.5342,16.7784,330816.0
2019-06-16,16.7572,16.8156,16.5342,16.7784,330816.0
2019-06-17,16.8315,16.8315,16.5926,16.736,530536.0
2019-06-18,16.7891,17.1395,16.6829,16.9908,456942.0
2019-06-19,17.0227,17.182,16.8846,16.9165,572698.0
2019-06-20,17.1342,17.2722,17.0094,17.2085,555180.0
2019-06-21,17.1873,17.5059,17.1023,17.3997,735099.0
2019-06-22,17.1873,17.5059,17.1023,17.3997,735099.0
2019-06-23,17.1873,17.5059,17.1023,17.3997,735099.0
2019-06-24,17.405,17.474,16.9271,17.0067,676437.0
2019-06-25,17.0121,17.0121,16.6988,16.7944,444876.0
2019-06-26,17.0121,17.5589,17.0121,17.2563,455636.0
2019-06-27,17.2616,17.6545,17.1713,17.628,484465.0
2019-06-28,17.8138,18.0793,17.8138,17.9519,1388358.0
2019-06-29,17.8138,18.0793,17.8138,17.9519,1388358.0
2019-06-30,17.8138,18.0793,17.8138,17.9519,1388358.0
2019-07-01,18.1536,18.4191,18.0129,18.143,664678.0
2019-07-02,18.1112,18.1802,17.9837,18.0103,464168.0
2019-07-03,18.1058,18.4616,18.0687,18.435,281183.0
2019-07-04,18.1058,18.4616,18.0687,18.435,281183.0
2019-07-05,18.4032,18.5678,18.3129,18.4244,212115.0
2019-07-06,18.4032,18.5678,18.3129,18.4244,212115.0
2019-07-07,18.4032,18.5678,18.3129,18.4244,212115.0
2019-07-08,18.4403,18.5996,18.0793,18.143,262561.0
2019-07-09,17.9731,18.1908,17.9731,18.1483,189122.0
2019-07-10,18.1483,18.2917,18.0315,18.0952,430454.0
2019-07-11,18.3395,18.4457,18.1218,18.1271,439472.0
2019-07-12,18.1696,18.4297,18.1696,18.366,275038.0
2019-07-13,18.1696,18.4297,18.1696,18.366,275038.0
2019-07-14,18.1696,18.4297,18.1696,18.366,275038.0
2019-07-15,18.3766,18.5041,17.9572,18.0103,335339.0
2019-07-16,18.4722,18.6527,18.3501,18.4775,595441.0
2019-07-17,18.4138,18.4138,17.9625,18.0581,423599.0
2019-07-18,18.0156,18.4457,18.0156,18.3607,265477.0
2019-07-19,18.4085,18.6049,18.3129,18.3129,522940.0
2019-07-20,18.4085,18.6049,18.3129,18.3129,522940.0
2019-07-21,18.4085,18.6049,18.3129,18.3129,522940.0
2019-07-22,18.2864,18.4191,18.228,18.2545,209708.0
2019-07-23,18.3448,18.5784,18.2864,18.5147,253130.0
2019-07-24,18.5041,19.4465,18.5041,19.4332,436393.0
2019-07-25,19.4704,19.4704,18.6687,18.7218,529412.0
2019-07-26,18.7111,19.1359,18.6527,19.1041,377640.0
2019-07-27,18.7111,19.1359,18.6527,19.1041,377640.0
2019-07-28,18.7111,19.1359,18.6527,19.1041,377640.0
2019-07-29,19.1412,19.1648,18.9023,18.9925,419272.0
2019-07-30,20.7713,22.3852,20.6704,22.3376,2777138.0
2019-07-31,22.4066,22.686,21.9288,22.0084,1071927.0
2019-08-01,22.1199,22.9801,21.9659,21.9978,1204886.0
2019-08-02,21.9925,22.035,21.2385,21.7748,648251.0
2019-08-03,21.9925,22.035,21.2385,21.7748,648251.0
2019-08-04,21.9925,22.035,21.2385,21.7748,648251.0
2019-08-05,21.5783,21.5783,20.835,21.1376,713675.0
2019-08-06,21.3129,21.4111,20.8191,21.0633,664836.0
2019-08-07,20.6279,21.058,20.4686,20.9677,668925.0
2019-08-08,21.1642,21.4934,21.1642,21.4721,581278.0
2019-08-09,21.4031,21.6367,21.0527,21.0686,477843.0
2019-08-10,21.4031,21.6367,21.0527,21.0686,477843.0
2019-08-11,21.4031,21.6367,21.0527,21.0686,477843.0
2019-08-12,20.8244,20.8615,20.5377,20.5377,377869.0
2019-08-13,20.5005,21.0899,20.5005,20.7394,345346.0
2019-08-14,20.2881,20.2881,19.9005,19.9589,583536.0
2019-08-15,19.9642,20.1023,19.5182,19.6138,497463.0
2019-08-16,19.6934,20.2562,19.6934,20.0704,620740.0
2019-08-17,19.6934,20.2562,19.6934,20.0704,620740.0
2019-08-18,19.6934,20.2562,19.6934,20.0704,620740.0
2019-08-19,20.3518,20.6651,20.1182,20.5058,867980.0
2019-08-20,20.4474,20.835,20.0279,20.7182,1017281.0
2019-08-21,20.8509,21.1907,20.7925,20.9253,725928.0
2019-08-22,20.9199,21.1429,20.6704,21.1005,388941.0
2019-08-23,20.8828,21.1483,20.0916,20.2456,830023.0
2019-08-24,20.8828,21.1483,20.0916,20.2456,830023.0
2019-08-25,20.8828,21.1483,20.0916,20.2456,830023.0
2019-08-26,20.5447,20.7083,20.2005,20.556,618880.0
2019-08-27,20.6068,20.6068,19.7491,19.9522,871932.0
2019-08-28,19.845,20.2287,19.7829,19.9804,730609.0
2019-08-29,20.2174,20.4008,20.0651,20.3472,649938.0
2019-08-30,20.5334,20.635,20.1638,20.2287,497480.0
2019-08-31,20.5334,20.635,20.1638,20.2287,497480.0
2019-09-01,20.5334,20.635,20.1638,20.2287,497480.0
2019-09-02,20.5334,20.635,20.1638,20.2287,497480.0
2019-09-03,20.0369,20.0516,19.6362,19.924,894153.0
2019-09-04,20.1328,20.3754,20.003,20.3528,782322.0
2019-09-05,20.6463,21.2613,20.6463,21.1541,737157.0
2019-09-06,21.1146,21.2833,20.934,21.0299,498879.0
2019-09-07,21.1146,21.2833,20.934,21.0299,498879.0
2019-09-08,21.1146,21.2833,20.934,21.0299,498879.0
2019-09-09,21.0807,21.645,21.0525,21.6168,657418.0
2019-09-10,21.5829,21.8933,21.4531,21.6732,655748.0
2019-09-11,21.6732,21.7578,21.1992,21.7014,550848.0
2019-09-12,21.5604,21.8071,21.3403,21.6619,400425.0
2019-09-13,21.8425,22.0766,21.6845,21.8989,695876.0
2019-09-14,21.8425,22.0766,21.6845,21.8989,695876.0
2019-09-15,21.8425,22.0766,21.6845,21.8989,695876.0
2019-09-16,21.7071,21.9328,21.4249,21.4644,626944.0
2019-09-17,21.3516,21.4306,21.0836,21.3741,333740.0
2019-09-18,21.2444,21.2698,21.0243,21.1541,569849.0
2019-09-19,21.0864,21.6619,21.0864,21.3854,577468.0
2019-09-20,21.329,21.5965,21.1202,21.171,612045.0
2019-09-21,21.329,21.5965,21.1202,21.171,612045.0
2019-09-22,21.329,21.5965,21.1202,21.171,612045.0
2019-09-23,20.951,21.6958,20.8776,21.5716,529725.0
2019-09-24,21.5716,21.6975,21.0779,21.1597,586056.0
2019-09-25,21.0694,21.5604,21.0694,21.5265,485788.0
2019-09-26,21.4588,21.6111,20.9622,20.9622,421549.0
2019-09-27,21.0356,21.1569,20.539,20.6068,519701.0
2019-09-28,21.0356,21.1569,20.539,20.6068,519701.0
2019-09-29,21.0356,21.1569,20.539,20.6068,519701.0
2019-09-30,20.7196,20.9115,20.4713,20.697,544952.0
2019-10-01,20.872,20.9397,19.8281,19.9748,451434.0
2019-10-02,19.8168,19.8958,19.4726,19.8789,608317.0
2019-10-03,19.7829,19.8732,19.292,19.5854,723670.0
2019-10-04,19.5854,20.003,19.4613,19.9804,401310.0
2019-10-05,19.5854,20.003,19.4613,19.9804,401310.0
2019-10-06,19.5854,20.003,19.4613,19.9804,401310.0
2019-10-07,19.9071,20.1384,19.7068,19.7322,478313.0
2019-10-08,19.5347,19.5347,19.1481,19.1905,320340.0
2019-10-09,19.2977,19.6475,19.1961,19.4952,477422.0
2019-10-10,19.6644,19.9409,19.5234,19.7491,300470.0
2019-10-11,20.1553,20.4826,20.0876,20.1892,445576.0
2019-10-12,20.1553,20.4826,20.0876,20.1892,445576.0
2019-10-13,20.1553,20.4826,20.0876,20.1892,445576.0
2019-10-14,20.0312,20.2061,19.8732,19.9579,243531.0
2019-10-15,20.0763,20.6632,19.9691,20.5503,488197.0
2019-10-16,20.4939,20.6632,20.3105,20.4431,534833.0
2019-10-17,20.5729,20.6801,20.3641,20.5447,439039.0
2019-10-18,20.5165,20.9848,20.4713,20.6237,544159.0
2019-10-19,20.5165,20.9848,20.4713,20.6237,544159.0
2019-10-20,20.5165,20.9848,20.4713,20.6237,544159.0
2019-10-21,20.793,21.0412,20.6434,20.8776,560229.0
2019-10-22,20.8212,21.2387,20.793,20.9792,521658.0
2019-10-23,20.855,21.0469,20.6773,20.7478,560400.0
2019-10-24,20.7478,20.8607,20.3754,20.6801,433846.0
2019-10-25,20.5955,21.0807,20.5898,20.8945,370949.0
2019-10-26,20.5955,21.0807,20.5898,20.8945,370949.0
2019-10-27,20.5955,21.0807,20.5898,20.8945,370949.0
2019-10-28,21.1089,21.7691,21.0805,21.724,831734.0
2019-10-29,22.1359,22.4293,21.4475,22.1923,1249021.0
2019-10-30,22.4237,22.9541,22.3447,22.8469,859903.0
2019-10-31,22.7679,22.7767,22.0061,22.5704,524885.0
2019-11-01,22.7961,23.3152,22.7848,23.2983,540851.0
2019-11-02,22.7961,23.3152,22.7848,23.2983,540851.0
2019-11-03,22.7961,23.3152,22.7848,23.2983,540851.0
2019-11-04,23.4563,23.7102,23.3998,23.6763,679123.0
2019-11-05,23.682,23.9472,23.3039,23.5691,522030.0
2019-11-06,23.5465,23.8005,23.4563,23.4901,616693.0
2019-11-07,23.7045,24.0487,23.4168,23.5917,439723.0
2019-11-08,23.5578,23.6086,23.3829,23.507,335946.0
2019-11-09,23.5578,23.6086,23.3829,23.507,335946.0
2019-11-10,23.5578,23.6086,23.3829,23.507,335946.0
2019-11-11,23.3039,23.6848,23.2023,23.5014,316257.0
2019-11-12,23.5014,23.6199,23.3378,23.4168,371055.0
2019-11-13,23.2193,23.3039,22.9992,23.1685,322968.0
2019-11-14,23.05,23.3801,22.9766,23.3378,353764.0
2019-11-15,23.5127,23.5578,23.1911,23.2926,218995.0
2019-11-16,23.5127,23.5578,23.1911,23.2926,218995.0
2019-11-17,23.5127,23.5578,23.1911,23.2926,218995.0
2019-11-18,23.2813,23.318,22.8469,22.9879,468751.0
2019-11-19,22.9992,23.2136,22.9541,22.9936,539016.0
2019-11-20,23.4055,24.4663,23.4055,24.3252,1216428.0
2019-11-21,24.5227,25.0401,24.4437,24.534,999027.0
2019-11-22,24.7653,24.9403,24.1334,24.2519,489828.0
2019-11-23,24.7653,24.9403,24.1334,24.2519,489828.0
2019-11-24,24.7653,24.9403,24.1334,24.2519,489828.0
2019-11-25,24.303,24.6208,24.1557,24.5584,692417.0
2019-11-26,24.5924,24.7797,24.3938,24.5811,469084.0
2019-11-27,24.5981,24.7513,24.3427,24.547,417251.0
2019-11-28,24.5981,24.7513,24.3427,24.547,417251.0
2019-11-29,24.4051,24.5896,24.2973,24.4562,194296.0
2019-11-30,24.4051,24.5896,24.2973,24.4562,194296.0
2019-12-01,24.4051,24.5896,24.2973,24.4562,194296.0
2019-12-02,24.564,24.6719,24.0958,24.144,365115.0
2019-12-03,23.8432,24.1554,23.4176,24.0419,543691.0
2019-12-04,24.1894,24.4221,24.1894,24.3881,402920.0
2019-12-05,24.4051,24.5016,24.2632,24.354,436655.0
2019-12-06,24.4846,24.8592,24.4675,24.4675,577248.0
2019-12-07,24.4846,24.8592,24.4675,24.4675,577248.0
2019-12-08,24.4846,24.8592,24.4675,24.4675,577248.0
2019-12-09,24.4051,24.7485,24.2689,24.5811,465239.0
2019-12-10,24.513,24.618,24.408,24.4732,255549.0
2019-12-11,24.5186,24.6151,24.32,24.4278,456828.0
2019-12-12,24.4619,24.967,24.4619,24.7116,711224.0
2019-12-13,24.6889,24.9046,24.4619,24.6208,427166.0
2019-12-14,24.6889,24.9046,24.4619,24.6208,427166.0
2019-12-15,24.6889,24.9046,24.4619,24.6208,427166.0
2019-12-16,24.6889,25.3246,24.6889,24.8762,1105272.0
2019-12-17,25.0521,25.1827,24.9102,25.0862,880550.0
2019-12-18,25.3529,25.3813,24.9954,25.1146,807543.0
2019-12-19,25.0635,25.1373,24.8875,24.9557,922449.0
2019-12-20,25.1656,25.4665,24.9954,25.0238,946508.0
2019-12-21,25.1656,25.4665,24.9954,25.0238,946508.0
2019-12-22,25.1656,25.4665,24.9954,25.0238,946508.0
2019-12-23,25.0465,25.0465,24.3597,24.4505,559383.0
2019-12-24,24.4278,24.6009,24.3824,24.547,121508.0
2019-12-25,24.4278,24.6009,24.3824,24.547,121508.0
2019-12-26,24.547,24.7059,24.4221,24.4619,254183.0
2019-12-27,24.4619,24.4959,24.1554,24.1667,342420.0
2019-12-28,24.4619,24.4959,24.1554,24.1667,342420.0
2019-12-29,24.4619,24.4959,24.1554,24.1667,342420.0
2019-12-30,24.2689,24.2915,23.9872,24.0646,392664.0
2019-12-31,24.0192,24.2292,23.9227,23.9227,385760.0
2020-01-01,24.0192,24.2292,23.9227,23.9227,385760.0
2020-01-02,24.0249,24.2178,23.8773,24.1781,494683.0
2020-01-03,23.8432,23.9567,23.6049,23.8376,438224.0
2020-01-04,23.8432,23.9567,23.6049,23.8376,438224.0
2020-01-05,23.8432,23.9567,23.6049,23.8376,438224.0
2020-01-06,23.6446,23.7184,23.27,23.6503,946408.0
2020-01-07,23.6276,23.6815,23.2076,23.2246,476975.0
2020-01-08,23.2359,23.6758,23.2132,23.5367,456742.0
2020-01-09,23.707,24.0135,23.6049,23.6503,509114.0
2020-01-10,23.673,23.7235,23.3495,23.4403,421347.0
2020-01-11,23.673,23.7235,23.3495,23.4403,421347.0
2020-01-12,23.673,23.7235,23.3495,23.4403,421347.0
2020-01-13,23.4459,23.9397,23.3608,23.8886,847410.0
2020-01-14,23.8886,24.1299,23.6559,23.7184,701742.0
2020-01-15,23.6843,23.9057,23.5595,23.6786,427398.0
2020-01-16,23.8035,24.303,23.745,24.2632,449787.0
2020-01-17,24.4619,24.757,24.3711,24.513,685053.0
2020-01-18,24.4619,24.757,24.3711,24.513,685053.0
2020-01-19,24.4619,24.757,24.3711,24.513,685053.0
2020-01-20,24.4619,24.757,24.3711,24.513,685053.0
2020-01-21,24.4051,24.4216,23.9908,24.1838,458379.0
2020-01-22,24.3938,25.1088,24.3909,24.8705,652595.0
2020-01-23,24.7967,24.9557,24.2519,24.774,796658.0
2020-01-24,24.7059,24.7059,23.9142,24.2121,451082.0
2020-01-25,24.7059,24.7059,23.9142,24.2121,451082.0
2020-01-26,24.7059,24.7059,23.9142,24.2121,451082.0
2020-01-27,23.8092,23.8092,23.2445,23.4119,957667.0
2020-01-28,23.5651,23.9511,23.5027,23.7865,559559.0
2020-01-29,23.8659,24.0873,23.5651,23.8943,491784.0
2020-01-30,23.6276,24.1866,23.6276,24.1611,356217.0
2020-01-31,23.9965,24.0844,23.5708,24.0476,777726.0
2020-02-01,23.9965,24.0844,23.5708,24.0476,777726.0
2020-02-02,23.9965,24.0844,23.5708,24.0476,777726.0
2020-02-03,24.2348,24.303,22.833,22.9351,1174288.0
2020-02-04,23.304,23.7411,23.2359,23.2984,1185920.0
2020-02-05,23.6162,24.4789,23.5992,24.3484,693875.0
2020-02-06,24.3994,25.0692,24.3484,24.757,1120341.0
2020-02-07,24.6265,24.9159,24.3597,24.8251,654607.0
2020-02-08,24.6265,24.9159,24.3597,24.8251,654607.0
2020-02-09,24.6265,24.9159,24.3597,24.8251,654607.0
2020-02-10,24.7684,25.5516,24.5924,25.5289,1238649.0
2020-02-11,27.0897,27.7197,25.7105,26.6697,1497619.0
2020-02-12,27.1067,27.2543,26.1135,26.5562,1160447.0
2020-02-13,26.5051,26.681,26.4029,26.6697,661213.0
2020-02-14,26.7718,27.2961,26.7378,27.1918,1223534.0
2020-02-15,26.7718,27.2961,26.7378,27.1918,1223534.0
2020-02-16,26.7718,27.2961,26.7378,27.1918,1223534.0
2020-02-17,26.7718,27.2961,26.7378,27.1918,1223534.0
2020-02-18,27.0783,27.1952,26.7208,27.101,740105.0
2020-02-19,27.1691,27.4359,26.9932,27.2543,1054499.0
2020-02-20,27.1691,27.7649,27.1351,27.6516,713687.0
2020-02-21,27.4926,27.5154,27.0727,27.2259,1044321.0
2020-02-22,27.4926,27.5154,27.0727,27.2259,1044321.0
2020-02-23,27.4926,27.5154,27.0727,27.2259,1044321.0
2020-02-24,26.3632,26.7094,26.1929,26.3746,1176592.0
2020-02-25,26.3443,26.3745,24.2532,24.4406,1422385.0
2020-02-26,24.5131,24.7186,23.7274,23.7818,1005801.0
2020-02-27,23.1835,23.9631,22.3313,22.8813,975816.0
2020-02-28,21.9808,22.8209,21.7572,22.2105,1702238.0
2020-02-29,21.9808,22.8209,21.7572,22.2105,1702238.0
2020-03-01,21.9808,22.8209,21.7572,22.2105,1702238.0
2020-03-02,22.9659,23.395,22.3616,23.3104,1185674.0
2020-03-03,23.2983,23.4736,21.9083,21.9989,1392624.0
2020-03-04,22.7665,23.7999,22.567,23.7697,1096740.0
2020-03-05,22.9417,23.6247,22.4462,22.7,1016861.0
2020-03-06,21.7028,22.4069,21.4913,21.7874,1588741.0
2020-03-07,21.7028,22.4069,21.4913,21.7874,1588741.0
2020-03-08,21.7028,22.4069,21.4913,21.7874,1588741.0
2020-03-09,19.9441,20.4155,18.1918,18.5722,1677545.0
2020-03-10,19.4364,20.9534,19.376,20.9473,2277801.0
2020-03-11,20.2704,21.0078,19.0798,19.2491,1444704.0
